[['2, k, 0', [-0.0272921, -0.472846, 1.0]], ['2, k, 1', [-0.0282476, -0.152875, 1.0]], ['2, k, 2', [-0.0290315, 0.160329, 1.0]], ['2, k, 3', [-0.0150419, 0.31775, 1.0]], ['2, k, 4', [-0.137847, 0.0407558, 1.0]], ['2, k, 5', [-0.182778, 0.104771, 1.0]], ['2, k, 6', [-0.116664, 0.121159, 1.0]], ['2, k, 7', [-0.0885051, 0.16499, 1.0]], ['2, k, 8', [0.12819, 0.0962979, 1.0]], ['2, k, 9', [0.145583, -0.181171, 1.0]], ['2, k, 10', [0.295346, -0.0147742, 1.0]], ['2, k, 11', [0.360599, -0.0186057, 1.0]], ['2, k, 12', [-0.0875485, -0.479218, 1.0]], ['2, k, 13', [-0.263807, -0.664156, 1.0]], ['2, k, 14', [-0.290969, -0.913586, 1.0]], ['2, k, 15', [-0.250912, -1.00522, 1.0]], ['2, k, 16', [0.033688, -0.453857, 1.0]], ['2, k, 17', [0.188253, -0.743651, 1.0]], ['2, k, 18', [0.197703, -1.05285, 1.0]], ['2, k, 19', [0.221005, -1.10193, 1.0]], ['2, k, 20', [-0.0288651, 0.0829595, 1.0]], ['2, k, 21', [-0.106401, 0.165301, 1.0]], ['2, k, 22', [-0.13708, 0.170623, 1.0]], ['2, k, 23', [0.35911, -0.0185288, 1.0]], ['2, k, 24', [0.357167, -0.0184286, 1.0]]]
[['2, k, 0', [0.000521576, -0.450505, 1.0]], ['2, k, 1', [-0.0162426, -0.13505, 1.0]], ['2, k, 2', [-0.0351709, 0.174759, 1.0]], ['2, k, 3', [-0.0091963, 0.289037, 1.0]], ['2, k, 4', [-0.116872, 0.0193643, 1.0]], ['2, k, 5', [-0.171201, 0.0587501, 1.0]], ['2, k, 6', [-0.0599376, 0.0925303, 1.0]], ['2, k, 7', [-0.0947809, 0.101238, 1.0]], ['2, k, 8', [0.131537, 0.0613466, 1.0]], ['2, k, 9', [0.373412, 0.0677087, 1.0]], ['2, k, 10', [0.431543, 0.0972821, 1.0]], ['2, k, 11', [0.482845, 0.113075, 1.0]], ['2, k, 12', [-0.0636142, -0.445577, 1.0]], ['2, k, 13', [-0.117614, -0.779912, 1.0]], ['2, k, 14', [-0.151864, -0.960602, 1.0]], ['2, k, 15', [-0.168779, -1.07153, 1.0]], ['2, k, 16', [0.0655234, -0.443332, 1.0]], ['2, k, 17', [0.132903, -0.772119, 1.0]], ['2, k, 18', [0.162103, -1.09777, 1.0]], ['2, k, 19', [0.194413, -1.13912, 1.0]], ['2, k, 20', [-0.0300836, 0.0976881, 1.0]], ['2, k, 21', [-0.120042, 0.0932183, 1.0]], ['2, k, 22', [-0.0245495, 0.0990036, 1.0]], ['2, k, 23', [0.526126, 0.118208, 1.0]], ['2, k, 24', [0.51371, 0.102789, 1.0]]]
[['2, k, 0', [0.00174011, -0.451311, 1.0]], ['2, k, 1', [-0.0155949, -0.135122, 1.0]], ['2, k, 2', [-0.0354533, 0.176049, 1.0]], ['2, k, 3', [-0.00993669, 0.294388, 1.0]], ['2, k, 4', [-0.117966, 0.029648, 1.0]], ['2, k, 5', [-0.159154, 0.0623153, 1.0]], ['2, k, 6', [-0.0817655, 0.0911753, 1.0]], ['2, k, 7', [-0.0533428, 0.108944, 1.0]], ['2, k, 8', [0.131202, 0.0630148, 1.0]], ['2, k, 9', [0.313088, 0.0644289, 1.0]], ['2, k, 10', [0.454377, 0.108469, 1.0]], ['2, k, 11', [0.502794, 0.120314, 1.0]], ['2, k, 12', [-0.0618985, -0.446495, 1.0]], ['2, k, 13', [-0.115185, -0.780971, 1.0]], ['2, k, 14', [-0.153016, -0.959139, 1.0]], ['2, k, 15', [-0.16843, -1.06992, 1.0]], ['2, k, 16', [0.066273, -0.44396, 1.0]], ['2, k, 17', [0.133744, -0.772427, 1.0]], ['2, k, 18', [0.163202, -1.09779, 1.0]], ['2, k, 19', [0.193538, -1.13922, 1.0]], ['2, k, 20', [-0.0302944, 0.0988862, 1.0]], ['2, k, 21', [-0.0514806, 0.105335, 1.0]], ['2, k, 22', [0.0158974, 0.104645, 1.0]], ['2, k, 23', [0.551195, 0.132839, 1.0]], ['2, k, 24', [0.532445, 0.111424, 1.0]]]
[['2, k, 0', [0.00414564, -0.451348, 1.0]], ['2, k, 1', [-0.0162651, -0.132626, 1.0]], ['2, k, 2', [-0.0411011, 0.184225, 1.0]], ['2, k, 3', [-0.014603, 0.302019, 1.0]], ['2, k, 4', [-0.11745, 0.029823, 1.0]], ['2, k, 5', [-0.135622, 0.0625423, 1.0]], ['2, k, 6', [-0.0651264, 0.103955, 1.0]], ['2, k, 7', [-0.0116288, 0.119011, 1.0]], ['2, k, 8', [0.130821, 0.0642847, 1.0]], ['2, k, 9', [0.316794, 0.076578, 1.0]], ['2, k, 10', [0.438632, 0.117903, 1.0]], ['2, k, 11', [0.506188, 0.128656, 1.0]], ['2, k, 12', [-0.0584144, -0.445954, 1.0]], ['2, k, 13', [-0.109114, -0.780831, 1.0]], ['2, k, 14', [-0.139049, -0.959929, 1.0]], ['2, k, 15', [-0.161468, -1.07008, 1.0]], ['2, k, 16', [0.0681239, -0.444254, 1.0]], ['2, k, 17', [0.134804, -0.77283, 1.0]], ['2, k, 18', [0.163833, -1.09797, 1.0]], ['2, k, 19', [0.194059, -1.13941, 1.0]], ['2, k, 20', [-0.0344274, 0.105471, 1.0]], ['2, k, 21', [-0.010149, 0.115137, 1.0]], ['2, k, 22', [0.0463595, 0.116455, 1.0]], ['2, k, 23', [0.550626, 0.127023, 1.0]], ['2, k, 24', [0.53551, 0.141794, 1.0]]]
[['2, k, 0', [0.00574204, -0.449785, 1.0]], ['2, k, 1', [-0.0330086, -0.124219, 1.0]], ['2, k, 2', [-0.098255, 0.199009, 1.0]], ['2, k, 3', [-0.0281351, 0.296282, 1.0]], ['2, k, 4', [-0.128019, 0.0363717, 1.0]], ['2, k, 5', [-0.0890175, 0.0872235, 1.0]], ['2, k, 6', [0.0166084, 0.115847, 1.0]], ['2, k, 7', [0.0466733, 0.127189, 1.0]], ['2, k, 8', [0.135304, 0.0744914, 1.0]], ['2, k, 9', [0.331257, 0.0888876, 1.0]], ['2, k, 10', [0.474403, 0.127843, 1.0]], ['2, k, 11', [0.539781, 0.138663, 1.0]], ['2, k, 12', [-0.0563249, -0.444287, 1.0]], ['2, k, 13', [-0.105497, -0.779589, 1.0]], ['2, k, 14', [-0.140303, -0.968415, 1.0]], ['2, k, 15', [-0.163034, -1.0782, 1.0]], ['2, k, 16', [0.0688904, -0.44294, 1.0]], ['2, k, 17', [0.135062, -0.771746, 1.0]], ['2, k, 18', [0.15921, -1.08773, 1.0]], ['2, k, 19', [0.197665, -1.12909, 1.0]], ['2, k, 20', [-0.0849574, 0.120627, 1.0]], ['2, k, 21', [0.0471256, 0.124409, 1.0]], ['2, k, 22', [0.109028, 0.122821, 1.0]], ['2, k, 23', [0.583468, 0.140333, 1.0]], ['2, k, 24', [0.566289, 0.129049, 1.0]]]
[['2, k, 0', [0.00786598, -0.449281, 1.0]], ['2, k, 1', [-0.033158, -0.123811, 1.0]], ['2, k, 2', [-0.0925253, 0.198394, 1.0]], ['2, k, 3', [-0.0277292, 0.300137, 1.0]], ['2, k, 4', [-0.127947, 0.0364153, 1.0]], ['2, k, 5', [-0.0605422, 0.0942277, 1.0]], ['2, k, 6', [0.051569, 0.119103, 1.0]], ['2, k, 7', [0.0926084, 0.132815, 1.0]], ['2, k, 8', [0.134321, 0.0738539, 1.0]], ['2, k, 9', [0.344357, 0.0964843, 1.0]], ['2, k, 10', [0.509321, 0.132266, 1.0]], ['2, k, 11', [0.567209, 0.148053, 1.0]], ['2, k, 12', [-0.0545495, -0.443737, 1.0]], ['2, k, 13', [-0.104851, -0.778749, 1.0]], ['2, k, 14', [-0.242846, -0.984106, 1.0]], ['2, k, 15', [-0.21822, -1.08326, 1.0]], ['2, k, 16', [0.0708115, -0.442485, 1.0]], ['2, k, 17', [0.137739, -0.770972, 1.0]], ['2, k, 18', [0.164522, -1.09527, 1.0]], ['2, k, 19', [0.202678, -1.13642, 1.0]], ['2, k, 20', [-0.0802319, 0.119997, 1.0]], ['2, k, 21', [0.109902, 0.132643, 1.0]], ['2, k, 22', [0.158193, 0.129746, 1.0]], ['2, k, 23', [0.602135, 0.150954, 1.0]], ['2, k, 24', [0.589839, 0.137832, 1.0]]]
[['2, k, 0', [0.00968685, -0.448363, 1.0]], ['2, k, 1', [-0.0318601, -0.12328, 1.0]], ['2, k, 2', [-0.0810248, 0.195761, 1.0]], ['2, k, 3', [-0.0271864, 0.305409, 1.0]], ['2, k, 4', [-0.123773, 0.0391707, 1.0]], ['2, k, 5', [-0.015416, 0.0695493, 1.0]], ['2, k, 6', [0.107106, 0.124104, 1.0]], ['2, k, 7', [0.141435, 0.139142, 1.0]], ['2, k, 8', [0.133679, 0.0752383, 1.0]], ['2, k, 9', [0.316423, 0.0927942, 1.0]], ['2, k, 10', [0.493406, 0.138729, 1.0]], ['2, k, 11', [0.585034, 0.157759, 1.0]], ['2, k, 12', [-0.0508033, -0.442543, 1.0]], ['2, k, 13', [-0.103926, -0.777137, 1.0]], ['2, k, 14', [-0.241714, -0.981464, 1.0]], ['2, k, 15', [-0.216782, -1.0822, 1.0]], ['2, k, 16', [0.0712027, -0.441878, 1.0]], ['2, k, 17', [0.141637, -0.771061, 1.0]], ['2, k, 18', [0.168077, -1.09361, 1.0]], ['2, k, 19', [0.21532, -1.13396, 1.0]], ['2, k, 20', [-0.0705543, 0.117867, 1.0]], ['2, k, 21', [0.167668, 0.138628, 1.0]], ['2, k, 22', [0.183332, 0.128958, 1.0]], ['2, k, 23', [0.609113, 0.158136, 1.0]], ['2, k, 24', [0.580514, 0.166187, 1.0]]]
[['2, k, 0', [0.0116527, -0.446372, 1.0]], ['2, k, 1', [-0.03003, -0.122989, 1.0]], ['2, k, 2', [-0.0752702, 0.192215, 1.0]], ['2, k, 3', [-0.0299173, 0.306119, 1.0]], ['2, k, 4', [-0.123538, 0.0403899, 1.0]], ['2, k, 5', [0.00278956, 0.072186, 1.0]], ['2, k, 6', [0.154238, 0.131406, 1.0]], ['2, k, 7', [0.19852, 0.143255, 1.0]], ['2, k, 8', [0.132856, 0.0708474, 1.0]], ['2, k, 9', [0.313964, 0.0952937, 1.0]], ['2, k, 10', [0.496295, 0.138859, 1.0]], ['2, k, 11', [0.557552, 0.153526, 1.0]], ['2, k, 12', [-0.0470275, -0.439753, 1.0]], ['2, k, 13', [-0.100739, -0.774286, 1.0]], ['2, k, 14', [-0.232004, -0.981767, 1.0]], ['2, k, 15', [-0.213177, -1.082, 1.0]], ['2, k, 16', [0.0716988, -0.440593, 1.0]], ['2, k, 17', [0.149298, -0.766636, 1.0]], ['2, k, 18', [0.170852, -1.09123, 1.0]], ['2, k, 19', [0.221006, -1.13133, 1.0]], ['2, k, 20', [-0.0651201, 0.115077, 1.0]], ['2, k, 21', [0.235472, 0.143236, 1.0]], ['2, k, 22', [0.225644, 0.121653, 1.0]], ['2, k, 23', [0.58175, 0.153922, 1.0]], ['2, k, 24', [0.553305, 0.161998, 1.0]]]
[['2, k, 0', [0.0124696, -0.446674, 1.0]], ['2, k, 1', [-0.0266443, -0.123773, 1.0]], ['2, k, 2', [-0.0657836, 0.191227, 1.0]], ['2, k, 3', [-0.0318434, 0.305385, 1.0]], ['2, k, 4', [-0.113132, 0.0569275, 1.0]], ['2, k, 5', [0.0320662, 0.086193, 1.0]], ['2, k, 6', [0.196227, 0.134642, 1.0]], ['2, k, 7', [0.254249, 0.146095, 1.0]], ['2, k, 8', [0.124031, 0.052635, 1.0]], ['2, k, 9', [0.314119, 0.0976174, 1.0]], ['2, k, 10', [0.46903, 0.146599, 1.0]], ['2, k, 11', [0.5694, 0.188836, 1.0]], ['2, k, 12', [-0.0425177, -0.440633, 1.0]], ['2, k, 13', [-0.100685, -0.774224, 1.0]], ['2, k, 14', [-0.227684, -0.98278, 1.0]], ['2, k, 15', [-0.210713, -1.08452, 1.0]], ['2, k, 16', [0.0711298, -0.440694, 1.0]], ['2, k, 17', [0.15011, -0.767227, 1.0]], ['2, k, 18', [0.17219, -1.09115, 1.0]], ['2, k, 19', [0.237743, -1.12952, 1.0]], ['2, k, 20', [-0.0567873, 0.113813, 1.0]], ['2, k, 21', [0.30198, 0.14662, 1.0]], ['2, k, 22', [0.271666, 0.123429, 1.0]], ['2, k, 23', [0.573879, 0.183976, 1.0]], ['2, k, 24', [0.560709, 0.191016, 1.0]]]
[['2, k, 0', [0.0133847, -0.447689, 1.0]], ['2, k, 1', [-0.0246919, -0.124868, 1.0]], ['2, k, 2', [-0.0624638, 0.19059, 1.0]], ['2, k, 3', [-0.0331048, 0.304247, 1.0]], ['2, k, 4', [-0.110369, 0.0573591, 1.0]], ['2, k, 5', [0.0695554, 0.0915968, 1.0]], ['2, k, 6', [0.254068, 0.136974, 1.0]], ['2, k, 7', [0.311024, 0.148773, 1.0]], ['2, k, 8', [0.125022, 0.054826, 1.0]], ['2, k, 9', [0.307718, 0.0988866, 1.0]], ['2, k, 10', [0.469086, 0.148116, 1.0]], ['2, k, 11', [0.523332, 0.164672, 1.0]], ['2, k, 12', [-0.040384, -0.441957, 1.0]], ['2, k, 13', [-0.100637, -0.775428, 1.0]], ['2, k, 14', [-0.231698, -0.978817, 1.0]], ['2, k, 15', [-0.212897, -1.08108, 1.0]], ['2, k, 16', [0.0706548, -0.441806, 1.0]], ['2, k, 17', [0.148332, -0.766738, 1.0]], ['2, k, 18', [0.169813, -1.09164, 1.0]], ['2, k, 19', [0.236063, -1.12998, 1.0]], ['2, k, 20', [-0.053597, 0.112933, 1.0]], ['2, k, 21', [0.350794, 0.151451, 1.0]], ['2, k, 22', [0.34035, 0.12562, 1.0]], ['2, k, 23', [0.527959, 0.159894, 1.0]], ['2, k, 24', [0.51498, 0.167042, 1.0]]]
[['2, k, 0', [0.0140649, -0.448047, 1.0]], ['2, k, 1', [-0.0213181, -0.125332, 1.0]], ['2, k, 2', [-0.0546165, 0.190535, 1.0]], ['2, k, 3', [-0.0344811, 0.303039, 1.0]], ['2, k, 4', [-0.105173, 0.0589807, 1.0]], ['2, k, 5', [0.0924167, 0.0949201, 1.0]], ['2, k, 6', [0.279105, 0.132149, 1.0]], ['2, k, 7', [0.353239, 0.150768, 1.0]], ['2, k, 8', [0.129961, 0.062028, 1.0]], ['2, k, 9', [0.248036, 0.0707438, 1.0]], ['2, k, 10', [0.39676, 0.117681, 1.0]], ['2, k, 11', [0.446705, 0.133433, 1.0]], ['2, k, 12', [-0.0389118, -0.442333, 1.0]], ['2, k, 13', [-0.0914129, -0.777751, 1.0]], ['2, k, 14', [-0.235294, -0.967855, 1.0]], ['2, k, 15', [-0.214738, -1.07096, 1.0]], ['2, k, 16', [0.0705897, -0.442324, 1.0]], ['2, k, 17', [0.154363, -0.766622, 1.0]], ['2, k, 18', [0.174957, -1.09106, 1.0]], ['2, k, 19', [0.24031, -1.12961, 1.0]], ['2, k, 20', [-0.0468097, 0.112651, 1.0]], ['2, k, 21', [0.40153, 0.153893, 1.0]], ['2, k, 22', [0.384618, 0.127554, 1.0]], ['2, k, 23', [0.451625, 0.128775, 1.0]], ['2, k, 24', [0.43903, 0.136079, 1.0]]]
[['2, k, 0', [0.0167313, -0.449725, 1.0]], ['2, k, 1', [-0.0163809, -0.126586, 1.0]], ['2, k, 2', [-0.0473452, 0.190032, 1.0]], ['2, k, 3', [-0.0350981, 0.302216, 1.0]], ['2, k, 4', [-0.0776289, 0.060857, 1.0]], ['2, k, 5', [0.12902, 0.0990312, 1.0]], ['2, k, 6', [0.349717, 0.141608, 1.0]], ['2, k, 7', [0.406008, 0.156019, 1.0]], ['2, k, 8', [0.135286, 0.0644395, 1.0]], ['2, k, 9', [0.248777, 0.0703283, 1.0]], ['2, k, 10', [0.39826, 0.1174, 1.0]], ['2, k, 11', [0.448459, 0.133196, 1.0]], ['2, k, 12', [-0.0332785, -0.444603, 1.0]], ['2, k, 13', [-0.0896548, -0.779531, 1.0]], ['2, k, 14', [-0.246688, -0.961108, 1.0]], ['2, k, 15', [-0.220615, -1.06423, 1.0]], ['2, k, 16', [0.0708371, -0.443154, 1.0]], ['2, k, 17', [0.151194, -0.768342, 1.0]], ['2, k, 18', [0.173734, -1.09223, 1.0]], ['2, k, 19', [0.24565, -1.12997, 1.0]], ['2, k, 20', [-0.0399137, 0.111885, 1.0]], ['2, k, 21', [0.447579, 0.157529, 1.0]], ['2, k, 22', [0.430194, 0.136749, 1.0]], ['2, k, 23', [0.453373, 0.128539, 1.0]], ['2, k, 24', [0.439344, 0.136037, 1.0]]]
[['2, k, 0', [0.0199399, -0.450089, 1.0]], ['2, k, 1', [-0.0122837, -0.125598, 1.0]], ['2, k, 2', [-0.0431698, 0.192475, 1.0]], ['2, k, 3', [-0.0344223, 0.301799, 1.0]], ['2, k, 4', [-0.0720555, 0.0610786, 1.0]], ['2, k, 5', [0.155331, 0.100086, 1.0]], ['2, k, 6', [0.36676, 0.14369, 1.0]], ['2, k, 7', [0.438783, 0.160282, 1.0]], ['2, k, 8', [0.139192, 0.068816, 1.0]], ['2, k, 9', [0.250159, 0.0718685, 1.0]], ['2, k, 10', [0.322782, 0.109876, 1.0]], ['2, k, 11', [0.36178, 0.149725, 1.0]], ['2, k, 12', [-0.028063, -0.445105, 1.0]], ['2, k, 13', [-0.0902586, -0.779087, 1.0]], ['2, k, 14', [-0.246818, -0.960891, 1.0]], ['2, k, 15', [-0.22175, -1.06221, 1.0]], ['2, k, 16', [0.0715298, -0.443214, 1.0]], ['2, k, 17', [0.151539, -0.768, 1.0]], ['2, k, 18', [0.174733, -1.09163, 1.0]], ['2, k, 19', [0.246464, -1.12949, 1.0]], ['2, k, 20', [-0.0356675, 0.113947, 1.0]], ['2, k, 21', [0.490383, 0.161419, 1.0]], ['2, k, 22', [0.468623, 0.144699, 1.0]], ['2, k, 23', [0.401755, 0.162289, 1.0]], ['2, k, 24', [0.313955, 0.148464, 1.0]]]
[['2, k, 0', [0.0237562, -0.449814, 1.0]], ['2, k, 1', [-0.00641045, -0.124518, 1.0]], ['2, k, 2', [-0.0354867, 0.194165, 1.0]], ['2, k, 3', [-0.0317971, 0.300246, 1.0]], ['2, k, 4', [-0.0589329, 0.0625287, 1.0]], ['2, k, 5', [0.178955, 0.105182, 1.0]], ['2, k, 6', [0.384849, 0.147664, 1.0]], ['2, k, 7', [0.461507, 0.165177, 1.0]], ['2, k, 8', [0.146196, 0.0715545, 1.0]], ['2, k, 9', [0.292162, 0.113199, 1.0]], ['2, k, 10', [0.415539, 0.158601, 1.0]], ['2, k, 11', [0.465975, 0.165616, 1.0]], ['2, k, 12', [-0.0224887, -0.444361, 1.0]], ['2, k, 13', [-0.0950318, -0.776348, 1.0]], ['2, k, 14', [-0.252951, -0.961316, 1.0]], ['2, k, 15', [-0.224948, -1.06218, 1.0]], ['2, k, 16', [0.0724731, -0.443141, 1.0]], ['2, k, 17', [0.153537, -0.763853, 1.0]], ['2, k, 18', [0.175099, -1.09083, 1.0]], ['2, k, 19', [0.248092, -1.12869, 1.0]], ['2, k, 20', [-0.0283818, 0.115496, 1.0]], ['2, k, 21', [0.523145, 0.168835, 1.0]], ['2, k, 22', [0.512356, 0.155033, 1.0]], ['2, k, 23', [0.523373, 0.171835, 1.0]], ['2, k, 24', [0.446649, 0.175861, 1.0]]]
[['2, k, 0', [0.0260557, -0.450273, 1.0]], ['2, k, 1', [-0.00218369, -0.124046, 1.0]], ['2, k, 2', [-0.0293656, 0.195769, 1.0]], ['2, k, 3', [-0.0283741, 0.300534, 1.0]], ['2, k, 4', [-0.0483615, 0.0658186, 1.0]], ['2, k, 5', [0.192995, 0.108876, 1.0]], ['2, k, 6', [0.393432, 0.149716, 1.0]], ['2, k, 7', [0.472114, 0.16991, 1.0]], ['2, k, 8', [0.152096, 0.0736877, 1.0]], ['2, k, 9', [0.314202, 0.118664, 1.0]], ['2, k, 10', [0.444331, 0.16157, 1.0]], ['2, k, 11', [0.4875, 0.171793, 1.0]], ['2, k, 12', [-0.0206067, -0.4442, 1.0]], ['2, k, 13', [-0.0893926, -0.777062, 1.0]], ['2, k, 14', [-0.260714, -0.955228, 1.0]], ['2, k, 15', [-0.229643, -1.05344, 1.0]], ['2, k, 16', [0.0744227, -0.444248, 1.0]], ['2, k, 17', [0.150514, -0.764446, 1.0]], ['2, k, 18', [0.172266, -1.09205, 1.0]], ['2, k, 19', [0.246208, -1.12989, 1.0]], ['2, k, 20', [-0.0227202, 0.116801, 1.0]], ['2, k, 21', [0.532482, 0.174161, 1.0]], ['2, k, 22', [0.495634, 0.152898, 1.0]], ['2, k, 23', [0.544905, 0.177308, 1.0]], ['2, k, 24', [0.477405, 0.181991, 1.0]]]
[['2, k, 0', [0.0279205, -0.449742, 1.0]], ['2, k, 1', [0.00410538, -0.122347, 1.0]], ['2, k, 2', [-0.0173338, 0.198425, 1.0]], ['2, k, 3', [-0.0241207, 0.300662, 1.0]], ['2, k, 4', [-0.040583, 0.0676203, 1.0]], ['2, k, 5', [0.204722, 0.111739, 1.0]], ['2, k, 6', [0.447021, 0.164414, 1.0]], ['2, k, 7', [0.504061, 0.176704, 1.0]], ['2, k, 8', [0.163913, 0.0768045, 1.0]], ['2, k, 9', [0.342477, 0.125163, 1.0]], ['2, k, 10', [0.485202, 0.165671, 1.0]], ['2, k, 11', [0.507898, 0.176908, 1.0]], ['2, k, 12', [-0.0186691, -0.44337, 1.0]], ['2, k, 13', [-0.0858618, -0.776529, 1.0]], ['2, k, 14', [-0.265773, -0.947026, 1.0]], ['2, k, 15', [-0.233902, -1.04497, 1.0]], ['2, k, 16', [0.0755743, -0.44393, 1.0]], ['2, k, 17', [0.14267, -0.763464, 1.0]], ['2, k, 18', [0.167173, -1.0918, 1.0]], ['2, k, 19', [0.239494, -1.13024, 1.0]], ['2, k, 20', [-0.012225, 0.119236, 1.0]], ['2, k, 21', [0.570788, 0.184679, 1.0]], ['2, k, 22', [0.519857, 0.162301, 1.0]], ['2, k, 23', [0.565771, 0.184128, 1.0]], ['2, k, 24', [0.509465, 0.193416, 1.0]]]
[['2, k, 0', [0.0302694, -0.451086, 1.0]], ['2, k, 1', [0.00766253, -0.122534, 1.0]], ['2, k, 2', [-0.0133505, 0.19936, 1.0]], ['2, k, 3', [-0.0179397, 0.301091, 1.0]], ['2, k, 4', [-0.0310922, 0.0675267, 1.0]], ['2, k, 5', [0.215568, 0.112617, 1.0]], ['2, k, 6', [0.452608, 0.168408, 1.0]], ['2, k, 7', [0.509809, 0.180768, 1.0]], ['2, k, 8', [0.167854, 0.077859, 1.0]], ['2, k, 9', [0.357903, 0.13134, 1.0]], ['2, k, 10', [0.498927, 0.177948, 1.0]], ['2, k, 11', [0.513848, 0.181198, 1.0]], ['2, k, 12', [-0.0164478, -0.444423, 1.0]], ['2, k, 13', [-0.084289, -0.77743, 1.0]], ['2, k, 14', [-0.255193, -0.955293, 1.0]], ['2, k, 15', [-0.228829, -1.05218, 1.0]], ['2, k, 16', [0.0773422, -0.445324, 1.0]], ['2, k, 17', [0.157336, -0.755447, 1.0]], ['2, k, 18', [0.169681, -1.08759, 1.0]], ['2, k, 19', [0.24291, -1.12601, 1.0]], ['2, k, 20', [-0.00826713, 0.119902, 1.0]], ['2, k, 21', [0.575984, 0.188625, 1.0]], ['2, k, 22', [0.523212, 0.165455, 1.0]], ['2, k, 23', [0.573835, 0.189495, 1.0]], ['2, k, 24', [0.534481, 0.19805, 1.0]]]
[['2, k, 0', [0.0310012, -0.451584, 1.0]], ['2, k, 1', [0.0180452, -0.121773, 1.0]], ['2, k, 2', [0.0163149, 0.203774, 1.0]], ['2, k, 3', [-0.0120842, 0.301001, 1.0]], ['2, k, 4', [-0.0191305, 0.0678939, 1.0]], ['2, k, 5', [0.227717, 0.113537, 1.0]], ['2, k, 6', [0.458663, 0.166104, 1.0]], ['2, k, 7', [0.511899, 0.183646, 1.0]], ['2, k, 8', [0.197353, 0.0824702, 1.0]], ['2, k, 9', [0.307263, 0.0833267, 1.0]], ['2, k, 10', [0.401654, 0.139495, 1.0]], ['2, k, 11', [0.427759, 0.166758, 1.0]], ['2, k, 12', [-0.0161533, -0.444521, 1.0]], ['2, k, 13', [-0.0838227, -0.777598, 1.0]], ['2, k, 14', [-0.246708, -0.96568, 1.0]], ['2, k, 15', [-0.222142, -1.06155, 1.0]], ['2, k, 16', [0.0783714, -0.446374, 1.0]], ['2, k, 17', [0.157228, -0.755679, 1.0]], ['2, k, 18', [0.169257, -1.08811, 1.0]], ['2, k, 19', [0.23755, -1.12815, 1.0]], ['2, k, 20', [0.0158318, 0.123208, 1.0]], ['2, k, 21', [0.569955, 0.190408, 1.0]], ['2, k, 22', [0.506223, 0.160509, 1.0]], ['2, k, 23', [0.475671, 0.179474, 1.0]], ['2, k, 24', [0.390231, 0.149772, 1.0]]]
[['2, k, 0', [0.0347359, -0.450183, 1.0]], ['2, k, 1', [0.0254989, -0.119422, 1.0]], ['2, k, 2', [0.0199729, 0.204766, 1.0]], ['2, k, 3', [-0.00326721, 0.301719, 1.0]], ['2, k, 4', [-0.0143863, 0.0687833, 1.0]], ['2, k, 5', [0.23215, 0.113248, 1.0]], ['2, k, 6', [0.45617, 0.167416, 1.0]], ['2, k, 7', [0.512008, 0.184597, 1.0]], ['2, k, 8', [0.201005, 0.0834764, 1.0]], ['2, k, 9', [0.310913, 0.084311, 1.0]], ['2, k, 10', [0.406868, 0.140745, 1.0]], ['2, k, 11', [0.431793, 0.166156, 1.0]], ['2, k, 12', [-0.0130105, -0.44227, 1.0]], ['2, k, 13', [-0.083026, -0.774796, 1.0]], ['2, k, 14', [-0.241921, -0.968689, 1.0]], ['2, k, 15', [-0.220113, -1.06072, 1.0]], ['2, k, 16', [0.0845942, -0.445248, 1.0]], ['2, k, 17', [0.155498, -0.753205, 1.0]], ['2, k, 18', [0.16541, -1.08731, 1.0]], ['2, k, 19', [0.233975, -1.12728, 1.0]], ['2, k, 20', [0.0208796, 0.124639, 1.0]], ['2, k, 21', [0.570731, 0.193998, 1.0]], ['2, k, 22', [0.518486, 0.167486, 1.0]], ['2, k, 23', [0.433962, 0.175426, 1.0]], ['2, k, 24', [0.370399, 0.148511, 1.0]]]
[['2, k, 0', [0.0356728, -0.449847, 1.0]], ['2, k, 1', [0.02888, -0.118636, 1.0]], ['2, k, 2', [0.0247644, 0.205603, 1.0]], ['2, k, 3', [0.00670945, 0.302949, 1.0]], ['2, k, 4', [-0.00891258, 0.0695014, 1.0]], ['2, k, 5', [0.236896, 0.111848, 1.0]], ['2, k, 6', [0.451671, 0.166287, 1.0]], ['2, k, 7', [0.506986, 0.182723, 1.0]], ['2, k, 8', [0.205783, 0.0843231, 1.0]], ['2, k, 9', [0.315682, 0.0851403, 1.0]], ['2, k, 10', [0.412187, 0.141626, 1.0]], ['2, k, 11', [0.427088, 0.165715, 1.0]], ['2, k, 12', [-0.0125296, -0.441343, 1.0]], ['2, k, 13', [-0.0812711, -0.774095, 1.0]], ['2, k, 14', [-0.230369, -0.927455, 1.0]], ['2, k, 15', [-0.21283, -1.03689, 1.0]], ['2, k, 16', [0.085696, -0.445887, 1.0]], ['2, k, 17', [0.154479, -0.753072, 1.0]], ['2, k, 18', [0.165662, -1.08704, 1.0]], ['2, k, 19', [0.234101, -1.12714, 1.0]], ['2, k, 20', [0.0255941, 0.125537, 1.0]], ['2, k, 21', [0.566497, 0.194072, 1.0]], ['2, k, 22', [0.512238, 0.165637, 1.0]], ['2, k, 23', [0.395266, 0.157103, 1.0]], ['2, k, 24', [0.377807, 0.139223, 1.0]]]
