[['2, k, 0', [-0.104351, -0.368907, 1.0]], ['2, k, 1', [-0.104569, -0.0648602, 1.0]], ['2, k, 2', [-0.104057, 0.231697, 1.0]], ['2, k, 3', [-0.0928404, 0.366086, 1.0]], ['2, k, 4', [-0.273385, 0.143321, 1.0]], ['2, k, 5', [-0.390553, -0.0283591, 1.0]], ['2, k, 6', [-0.216851, -0.172468, 1.0]], ['2, k, 7', [-0.159601, -0.220545, 1.0]], ['2, k, 8', [0.0647681, 0.147916, 1.0]], ['2, k, 9', [0.147573, -0.0302177, 1.0]], ['2, k, 10', [0.0317649, -0.224152, 1.0]], ['2, k, 11', [-0.00659025, -0.288839, 1.0]], ['2, k, 12', [-0.179922, -0.364319, 1.0]], ['2, k, 13', [-0.19487, -0.69287, 1.0]], ['2, k, 14', [-0.178472, -1.05475, 1.0]], ['2, k, 15', [-0.187134, -1.12598, 1.0]], ['2, k, 16', [-0.0255843, -0.362178, 1.0]], ['2, k, 17', [-0.0228035, -0.68093, 1.0]], ['2, k, 18', [-0.0308134, -1.04985, 1.0]], ['2, k, 19', [-0.0152588, -1.12402, 1.0]], ['2, k, 20', [-0.10431, 0.158673, 1.0]], ['2, k, 21', [-0.158923, -0.219607, 1.0]], ['2, k, 22', [-0.158037, -0.218383, 1.0]], ['2, k, 23', [-0.00656219, -0.287609, 1.0]], ['2, k, 24', [-0.00652558, -0.286005, 1.0]]]
[['2, k, 0', [-0.107, -0.392062, 1.0]], ['2, k, 1', [-0.0991127, -0.0850571, 1.0]], ['2, k, 2', [-0.090691, 0.214407, 1.0]], ['2, k, 3', [-0.082488, 0.347094, 1.0]], ['2, k, 4', [-0.263137, 0.113469, 1.0]], ['2, k, 5', [-0.393845, -0.0290436, 1.0]], ['2, k, 6', [-0.318058, -0.236865, 1.0]], ['2, k, 7', [-0.278128, -0.264926, 1.0]], ['2, k, 8', [0.0724649, 0.110865, 1.0]], ['2, k, 9', [0.180721, -0.0494236, 1.0]], ['2, k, 10', [0.0996549, -0.254988, 1.0]], ['2, k, 11', [0.0667034, -0.269519, 1.0]], ['2, k, 12', [-0.181224, -0.385231, 1.0]], ['2, k, 13', [-0.1918, -0.69706, 1.0]], ['2, k, 14', [-0.174759, -1.05779, 1.0]], ['2, k, 15', [-0.189316, -1.12595, 1.0]], ['2, k, 16', [-0.0294069, -0.386495, 1.0]], ['2, k, 17', [-0.0182043, -0.715273, 1.0]], ['2, k, 18', [-0.0370136, -1.06674, 1.0]], ['2, k, 19', [-0.0179583, -1.12405, 1.0]], ['2, k, 20', [-0.0928999, 0.140643, 1.0]], ['2, k, 21', [-0.285947, -0.36624, 1.0]], ['2, k, 22', [-0.270529, -0.27636, 1.0]], ['2, k, 23', [0.0752376, -0.361574, 1.0]], ['2, k, 24', [0.0610357, -0.285052, 1.0]]]
[['2, k, 0', [-0.106535, -0.384903, 1.0]], ['2, k, 1', [-0.0996482, -0.0779656, 1.0]], ['2, k, 2', [-0.092215, 0.221445, 1.0]], ['2, k, 3', [-0.0822026, 0.353318, 1.0]], ['2, k, 4', [-0.264138, 0.119636, 1.0]], ['2, k, 5', [-0.393535, -0.0270942, 1.0]], ['2, k, 6', [-0.316506, -0.234573, 1.0]], ['2, k, 7', [-0.280168, -0.282132, 1.0]], ['2, k, 8', [0.0726423, 0.117855, 1.0]], ['2, k, 9', [0.180726, -0.0457735, 1.0]], ['2, k, 10', [0.0987552, -0.250754, 1.0]], ['2, k, 11', [0.0706224, -0.234633, 1.0]], ['2, k, 12', [-0.180968, -0.377925, 1.0]], ['2, k, 13', [-0.19283, -0.689407, 1.0]], ['2, k, 14', [-0.17451, -1.05819, 1.0]], ['2, k, 15', [-0.189071, -1.12633, 1.0]], ['2, k, 16', [-0.0287517, -0.379674, 1.0]], ['2, k, 17', [-0.0209272, -0.699325, 1.0]], ['2, k, 18', [-0.0376804, -1.06452, 1.0]], ['2, k, 19', [-0.019023, -1.12174, 1.0]], ['2, k, 20', [-0.0941713, 0.1477, 1.0]], ['2, k, 21', [-0.291659, -0.355987, 1.0]], ['2, k, 22', [-0.266011, -0.299462, 1.0]], ['2, k, 23', [0.0645915, -0.284573, 1.0]], ['2, k, 24', [0.0633614, -0.206957, 1.0]]]
[['2, k, 0', [-0.105224, -0.379873, 1.0]], ['2, k, 1', [-0.0985982, -0.0729108, 1.0]], ['2, k, 2', [-0.0914427, 0.226357, 1.0]], ['2, k, 3', [-0.0821675, 0.357398, 1.0]], ['2, k, 4', [-0.264442, 0.123361, 1.0]], ['2, k, 5', [-0.393471, -0.0252061, 1.0]], ['2, k, 6', [-0.315261, -0.232395, 1.0]], ['2, k, 7', [-0.289672, -0.216569, 1.0]], ['2, k, 8', [0.0733866, 0.121214, 1.0]], ['2, k, 9', [0.180916, -0.0427172, 1.0]], ['2, k, 10', [0.0927606, -0.244693, 1.0]], ['2, k, 11', [0.0630985, -0.293978, 1.0]], ['2, k, 12', [-0.17997, -0.37319, 1.0]], ['2, k, 13', [-0.193456, -0.68437, 1.0]], ['2, k, 14', [-0.17512, -1.05451, 1.0]], ['2, k, 15', [-0.188467, -1.12488, 1.0]], ['2, k, 16', [-0.0271487, -0.374514, 1.0]], ['2, k, 17', [-0.0221284, -0.690816, 1.0]], ['2, k, 18', [-0.0367928, -1.0631, 1.0]], ['2, k, 19', [-0.0184801, -1.12111, 1.0]], ['2, k, 20', [-0.0933268, 0.15267, 1.0]], ['2, k, 21', [-0.263442, -0.30884, 1.0]], ['2, k, 22', [-0.247952, -0.201328, 1.0]], ['2, k, 23', [0.0677844, -0.371486, 1.0]], ['2, k, 24', [0.0460834, -0.299644, 1.0]]]
[['2, k, 0', [-0.104938, -0.377617, 1.0]], ['2, k, 1', [-0.0985486, -0.0706315, 1.0]], ['2, k, 2', [-0.0916269, 0.228663, 1.0]], ['2, k, 3', [-0.0822235, 0.35979, 1.0]], ['2, k, 4', [-0.264317, 0.125056, 1.0]], ['2, k, 5', [-0.393383, -0.0239101, 1.0]], ['2, k, 6', [-0.314916, -0.231076, 1.0]], ['2, k, 7', [-0.279657, -0.24156, 1.0]], ['2, k, 8', [0.0737172, 0.123393, 1.0]], ['2, k, 9', [0.180607, -0.0412551, 1.0]], ['2, k, 10', [0.0805126, -0.238234, 1.0]], ['2, k, 11', [0.069087, -0.282021, 1.0]], ['2, k, 12', [-0.179748, -0.370838, 1.0]], ['2, k, 13', [-0.193369, -0.682193, 1.0]], ['2, k, 14', [-0.175589, -1.05422, 1.0]], ['2, k, 15', [-0.187933, -1.12556, 1.0]], ['2, k, 16', [-0.0268097, -0.372377, 1.0]], ['2, k, 17', [-0.0235219, -0.686665, 1.0]], ['2, k, 18', [-0.0361557, -1.06141, 1.0]], ['2, k, 19', [-0.0186436, -1.11935, 1.0]], ['2, k, 20', [-0.0934515, 0.154971, 1.0]], ['2, k, 21', [-0.264883, -0.326818, 1.0]], ['2, k, 22', [-0.248072, -0.215461, 1.0]], ['2, k, 23', [0.0717527, -0.360806, 1.0]], ['2, k, 24', [0.0584477, -0.27297, 1.0]]]
[['2, k, 0', [-0.104154, -0.375542, 1.0]], ['2, k, 1', [-0.0983238, -0.0690335, 1.0]], ['2, k, 2', [-0.091847, 0.230019, 1.0]], ['2, k, 3', [-0.0823706, 0.36179, 1.0]], ['2, k, 4', [-0.26405, 0.126523, 1.0]], ['2, k, 5', [-0.393331, -0.0237569, 1.0]], ['2, k, 6', [-0.314654, -0.230863, 1.0]], ['2, k, 7', [-0.27931, -0.24261, 1.0]], ['2, k, 8', [0.0736566, 0.125462, 1.0]], ['2, k, 9', [0.179955, -0.0398934, 1.0]], ['2, k, 10', [0.0826685, -0.236996, 1.0]], ['2, k, 11', [0.0739687, -0.242381, 1.0]], ['2, k, 12', [-0.179168, -0.368943, 1.0]], ['2, k, 13', [-0.193753, -0.679883, 1.0]], ['2, k, 14', [-0.174553, -1.0505, 1.0]], ['2, k, 15', [-0.186985, -1.12403, 1.0]], ['2, k, 16', [-0.0258331, -0.370198, 1.0]], ['2, k, 17', [-0.0242343, -0.681221, 1.0]], ['2, k, 18', [-0.0363205, -1.05884, 1.0]], ['2, k, 19', [-0.0195708, -1.11828, 1.0]], ['2, k, 20', [-0.0935596, 0.156368, 1.0]], ['2, k, 21', [-0.264098, -0.333488, 1.0]], ['2, k, 22', [-0.249797, -0.220143, 1.0]], ['2, k, 23', [0.076356, -0.333585, 1.0]], ['2, k, 24', [0.0567572, -0.240364, 1.0]]]
[['2, k, 0', [-0.104036, -0.374129, 1.0]], ['2, k, 1', [-0.098116, -0.0677891, 1.0]], ['2, k, 2', [-0.091561, 0.231118, 1.0]], ['2, k, 3', [-0.082251, 0.363293, 1.0]], ['2, k, 4', [-0.263989, 0.127153, 1.0]], ['2, k, 5', [-0.393079, -0.0236164, 1.0]], ['2, k, 6', [-0.312133, -0.229989, 1.0]], ['2, k, 7', [-0.284091, -0.266415, 1.0]], ['2, k, 8', [0.0730926, 0.127496, 1.0]], ['2, k, 9', [0.179077, -0.0387676, 1.0]], ['2, k, 10', [0.0836378, -0.236391, 1.0]], ['2, k, 11', [0.080904, -0.234248, 1.0]], ['2, k, 12', [-0.179128, -0.367638, 1.0]], ['2, k, 13', [-0.193485, -0.679809, 1.0]], ['2, k, 14', [-0.174587, -1.05071, 1.0]], ['2, k, 15', [-0.186865, -1.12452, 1.0]], ['2, k, 16', [-0.0256373, -0.368694, 1.0]], ['2, k, 17', [-0.0256317, -0.679421, 1.0]], ['2, k, 18', [-0.0351186, -1.05486, 1.0]], ['2, k, 19', [-0.0199695, -1.11827, 1.0]], ['2, k, 20', [-0.0932951, 0.157502, 1.0]], ['2, k, 21', [-0.289578, -0.357171, 1.0]], ['2, k, 22', [-0.265484, -0.256318, 1.0]], ['2, k, 23', [0.0791584, -0.32897, 1.0]], ['2, k, 24', [0.0598891, -0.234842, 1.0]]]
[['2, k, 0', [-0.103101, -0.372864, 1.0]], ['2, k, 1', [-0.0979117, -0.0667446, 1.0]], ['2, k, 2', [-0.0920082, 0.232217, 1.0]], ['2, k, 3', [-0.0820986, 0.363859, 1.0]], ['2, k, 4', [-0.263701, 0.127936, 1.0]], ['2, k, 5', [-0.392599, -0.0233741, 1.0]], ['2, k, 6', [-0.311126, -0.229565, 1.0]], ['2, k, 7', [-0.281913, -0.265621, 1.0]], ['2, k, 8', [0.0727747, 0.12883, 1.0]], ['2, k, 9', [0.17711, -0.0386099, 1.0]], ['2, k, 10', [0.0845206, -0.23711, 1.0]], ['2, k, 11', [0.0610634, -0.286129, 1.0]], ['2, k, 12', [-0.178374, -0.36672, 1.0]], ['2, k, 13', [-0.193352, -0.679935, 1.0]], ['2, k, 14', [-0.174355, -1.04976, 1.0]], ['2, k, 15', [-0.186046, -1.12486, 1.0]], ['2, k, 16', [-0.0245483, -0.367098, 1.0]], ['2, k, 17', [-0.0274431, -0.67715, 1.0]], ['2, k, 18', [-0.0345187, -1.05341, 1.0]], ['2, k, 19', [-0.0196593, -1.11802, 1.0]], ['2, k, 20', [-0.0935554, 0.158569, 1.0]], ['2, k, 21', [-0.287092, -0.355383, 1.0]], ['2, k, 22', [-0.266906, -0.289881, 1.0]], ['2, k, 23', [0.0637934, -0.365752, 1.0]], ['2, k, 24', [0.0412931, -0.289054, 1.0]]]
[['2, k, 0', [-0.103104, -0.371931, 1.0]], ['2, k, 1', [-0.0981058, -0.0656883, 1.0]], ['2, k, 2', [-0.0924511, 0.233263, 1.0]], ['2, k, 3', [-0.0820449, 0.364579, 1.0]], ['2, k, 4', [-0.263471, 0.128441, 1.0]], ['2, k, 5', [-0.392154, -0.0230054, 1.0]], ['2, k, 6', [-0.311216, -0.229402, 1.0]], ['2, k, 7', [-0.281361, -0.260413, 1.0]], ['2, k, 8', [0.0723533, 0.129439, 1.0]], ['2, k, 9', [0.175301, -0.0378286, 1.0]], ['2, k, 10', [0.0860995, -0.237285, 1.0]], ['2, k, 11', [0.0796443, -0.239945, 1.0]], ['2, k, 12', [-0.178455, -0.365925, 1.0]], ['2, k, 13', [-0.193943, -0.679623, 1.0]], ['2, k, 14', [-0.174499, -1.04764, 1.0]], ['2, k, 15', [-0.185776, -1.12303, 1.0]], ['2, k, 16', [-0.0244629, -0.366052, 1.0]], ['2, k, 17', [-0.0281702, -0.675185, 1.0]], ['2, k, 18', [-0.0340605, -1.05346, 1.0]], ['2, k, 19', [-0.0200622, -1.11863, 1.0]], ['2, k, 20', [-0.0939382, 0.159634, 1.0]], ['2, k, 21', [-0.283643, -0.347543, 1.0]], ['2, k, 22', [-0.267126, -0.264461, 1.0]], ['2, k, 23', [0.0795515, -0.330436, 1.0]], ['2, k, 24', [0.0603368, -0.245894, 1.0]]]
[['2, k, 0', [-0.103352, -0.370948, 1.0]], ['2, k, 1', [-0.0981348, -0.0648581, 1.0]], ['2, k, 2', [-0.0922572, 0.233877, 1.0]], ['2, k, 3', [-0.0821374, 0.364958, 1.0]], ['2, k, 4', [-0.263098, 0.129059, 1.0]], ['2, k, 5', [-0.391753, -0.0227536, 1.0]], ['2, k, 6', [-0.311289, -0.229315, 1.0]], ['2, k, 7', [-0.283071, -0.262654, 1.0]], ['2, k, 8', [0.0715142, 0.129934, 1.0]], ['2, k, 9', [0.174337, -0.0372858, 1.0]], ['2, k, 10', [0.0867793, -0.237085, 1.0]], ['2, k, 11', [0.061747, -0.289129, 1.0]], ['2, k, 12', [-0.178762, -0.36503, 1.0]], ['2, k, 13', [-0.193942, -0.680173, 1.0]], ['2, k, 14', [-0.174363, -1.04752, 1.0]], ['2, k, 15', [-0.184892, -1.1233, 1.0]], ['2, k, 16', [-0.0246434, -0.365024, 1.0]], ['2, k, 17', [-0.0286835, -0.672196, 1.0]], ['2, k, 18', [-0.0334914, -1.05226, 1.0]], ['2, k, 19', [-0.0208253, -1.11783, 1.0]], ['2, k, 20', [-0.0938078, 0.160312, 1.0]], ['2, k, 21', [-0.282064, -0.352509, 1.0]], ['2, k, 22', [-0.267769, -0.259115, 1.0]], ['2, k, 23', [0.0593332, -0.363888, 1.0]], ['2, k, 24', [0.0429954, -0.276179, 1.0]]]
[['2, k, 0', [-0.103885, -0.370372, 1.0]], ['2, k, 1', [-0.0987295, -0.0643235, 1.0]], ['2, k, 2', [-0.0930143, 0.234281, 1.0]], ['2, k, 3', [-0.0820561, 0.365173, 1.0]], ['2, k, 4', [-0.262986, 0.129149, 1.0]], ['2, k, 5', [-0.391354, -0.0228126, 1.0]], ['2, k, 6', [-0.31059, -0.229272, 1.0]], ['2, k, 7', [-0.284083, -0.26452, 1.0]], ['2, k, 8', [0.0709671, 0.130329, 1.0]], ['2, k, 9', [0.173724, -0.0372762, 1.0]], ['2, k, 10', [0.0871366, -0.237335, 1.0]], ['2, k, 11', [0.0593672, -0.288704, 1.0]], ['2, k, 12', [-0.179285, -0.364437, 1.0]], ['2, k, 13', [-0.19424, -0.681361, 1.0]], ['2, k, 14', [-0.174543, -1.04745, 1.0]], ['2, k, 15', [-0.18458, -1.12338, 1.0]], ['2, k, 16', [-0.0251804, -0.36449, 1.0]], ['2, k, 17', [-0.0287452, -0.670563, 1.0]], ['2, k, 18', [-0.0327374, -1.04986, 1.0]], ['2, k, 19', [-0.0209607, -1.11785, 1.0]], ['2, k, 20', [-0.0945249, 0.160766, 1.0]], ['2, k, 21', [-0.287036, -0.355311, 1.0]], ['2, k, 22', [-0.271602, -0.265308, 1.0]], ['2, k, 23', [0.058467, -0.364069, 1.0]], ['2, k, 24', [0.052674, -0.34448, 1.0]]]
[['2, k, 0', [-0.10434, -0.369968, 1.0]], ['2, k, 1', [-0.0989848, -0.0639373, 1.0]], ['2, k, 2', [-0.093073, 0.234658, 1.0]], ['2, k, 3', [-0.0822422, 0.365539, 1.0]], ['2, k, 4', [-0.262964, 0.129309, 1.0]], ['2, k, 5', [-0.390383, -0.023627, 1.0]], ['2, k, 6', [-0.309937, -0.230194, 1.0]], ['2, k, 7', [-0.285136, -0.263027, 1.0]], ['2, k, 8', [0.070628, 0.130773, 1.0]], ['2, k, 9', [0.173064, -0.0380831, 1.0]], ['2, k, 10', [0.0870563, -0.237929, 1.0]], ['2, k, 11', [0.0566712, -0.286298, 1.0]], ['2, k, 12', [-0.179762, -0.364076, 1.0]], ['2, k, 13', [-0.195715, -0.681065, 1.0]], ['2, k, 14', [-0.174522, -1.04763, 1.0]], ['2, k, 15', [-0.184467, -1.12342, 1.0]], ['2, k, 16', [-0.0256318, -0.364037, 1.0]], ['2, k, 17', [-0.0295681, -0.669073, 1.0]], ['2, k, 18', [-0.0329809, -1.0497, 1.0]], ['2, k, 19', [-0.0212678, -1.11788, 1.0]], ['2, k, 20', [-0.0946441, 0.161151, 1.0]], ['2, k, 21', [-0.287473, -0.355638, 1.0]], ['2, k, 22', [-0.269748, -0.256162, 1.0]], ['2, k, 23', [0.0571429, -0.363851, 1.0]], ['2, k, 24', [0.0479598, -0.354269, 1.0]]]
[['2, k, 0', [-0.105259, -0.369269, 1.0]], ['2, k, 1', [-0.0997458, -0.0633513, 1.0]], ['2, k, 2', [-0.0936901, 0.23505, 1.0]], ['2, k, 3', [-0.0825164, 0.366112, 1.0]], ['2, k, 4', [-0.263089, 0.129485, 1.0]], ['2, k, 5', [-0.389844, -0.0238418, 1.0]], ['2, k, 6', [-0.309436, -0.230416, 1.0]], ['2, k, 7', [-0.282365, -0.25448, 1.0]], ['2, k, 8', [0.0702806, 0.131298, 1.0]], ['2, k, 9', [0.172419, -0.038003, 1.0]], ['2, k, 10', [0.0873495, -0.238071, 1.0]], ['2, k, 11', [0.0557012, -0.289081, 1.0]], ['2, k, 12', [-0.180784, -0.363349, 1.0]], ['2, k, 13', [-0.199018, -0.682236, 1.0]], ['2, k, 14', [-0.17455, -1.04748, 1.0]], ['2, k, 15', [-0.18436, -1.12347, 1.0]], ['2, k, 16', [-0.026422, -0.363409, 1.0]], ['2, k, 17', [-0.031578, -0.66582, 1.0]], ['2, k, 18', [-0.0327977, -1.04935, 1.0]], ['2, k, 19', [-0.0214306, -1.1179, 1.0]], ['2, k, 20', [-0.0953007, 0.161597, 1.0]], ['2, k, 21', [-0.290057, -0.3653, 1.0]], ['2, k, 22', [-0.268375, -0.263162, 1.0]], ['2, k, 23', [0.0531518, -0.363005, 1.0]], ['2, k, 24', [0.0431257, -0.356106, 1.0]]]
[['2, k, 0', [-0.105858, -0.368834, 1.0]], ['2, k, 1', [-0.100102, -0.0630774, 1.0]], ['2, k, 2', [-0.0938799, 0.235172, 1.0]], ['2, k, 3', [-0.0826475, 0.366314, 1.0]], ['2, k, 4', [-0.263445, 0.129701, 1.0]], ['2, k, 5', [-0.389336, -0.0241137, 1.0]], ['2, k, 6', [-0.30868, -0.230532, 1.0]], ['2, k, 7', [-0.281733, -0.264492, 1.0]], ['2, k, 8', [0.0698641, 0.131608, 1.0]], ['2, k, 9', [0.172216, -0.0379168, 1.0]], ['2, k, 10', [0.087551, -0.238145, 1.0]], ['2, k, 11', [0.0548046, -0.288273, 1.0]], ['2, k, 12', [-0.181417, -0.362915, 1.0]], ['2, k, 13', [-0.201196, -0.682181, 1.0]], ['2, k, 14', [-0.174571, -1.04753, 1.0]], ['2, k, 15', [-0.184639, -1.12429, 1.0]], ['2, k, 16', [-0.0269649, -0.363, 1.0]], ['2, k, 17', [-0.0325905, -0.662691, 1.0]], ['2, k, 18', [-0.0334211, -1.04892, 1.0]], ['2, k, 19', [-0.0210683, -1.11842, 1.0]], ['2, k, 20', [-0.0955285, 0.161756, 1.0]], ['2, k, 21', [-0.287178, -0.355493, 1.0]], ['2, k, 22', [-0.26809, -0.261125, 1.0]], ['2, k, 23', [0.0510285, -0.364046, 1.0]], ['2, k, 24', [0.0450095, -0.349675, 1.0]]]
[['2, k, 0', [-0.105816, -0.368587, 1.0]], ['2, k, 1', [-0.10005, -0.062893, 1.0]], ['2, k, 2', [-0.093805, 0.235266, 1.0]], ['2, k, 3', [-0.0827285, 0.366481, 1.0]], ['2, k, 4', [-0.263556, 0.129985, 1.0]], ['2, k, 5', [-0.389036, -0.0242022, 1.0]], ['2, k, 6', [-0.309491, -0.231048, 1.0]], ['2, k, 7', [-0.281918, -0.264465, 1.0]], ['2, k, 8', [0.0697468, 0.131734, 1.0]], ['2, k, 9', [0.172164, -0.037879, 1.0]], ['2, k, 10', [0.0873518, -0.238111, 1.0]], ['2, k, 11', [0.0764225, -0.218415, 1.0]], ['2, k, 12', [-0.18138, -0.362707, 1.0]], ['2, k, 13', [-0.201332, -0.682453, 1.0]], ['2, k, 14', [-0.174763, -1.04748, 1.0]], ['2, k, 15', [-0.184702, -1.12436, 1.0]], ['2, k, 16', [-0.0269173, -0.362721, 1.0]], ['2, k, 17', [-0.038617, -0.639067, 1.0]], ['2, k, 18', [-0.0338912, -1.03742, 1.0]], ['2, k, 19', [-0.0210968, -1.11831, 1.0]], ['2, k, 20', [-0.0954599, 0.161876, 1.0]], ['2, k, 21', [-0.287318, -0.354879, 1.0]], ['2, k, 22', [-0.26665, -0.255533, 1.0]], ['2, k, 23', [0.0643221, -0.271443, 1.0]], ['2, k, 24', [0.0618696, -0.193737, 1.0]]]
[['2, k, 0', [-0.106074, -0.36823, 1.0]], ['2, k, 1', [-0.10036, -0.0625408, 1.0]], ['2, k, 2', [-0.0941307, 0.235534, 1.0]], ['2, k, 3', [-0.0828414, 0.366654, 1.0]], ['2, k, 4', [-0.263465, 0.130294, 1.0]], ['2, k, 5', [-0.389029, -0.0239092, 1.0]], ['2, k, 6', [-0.31041, -0.231086, 1.0]], ['2, k, 7', [-0.279421, -0.251706, 1.0]], ['2, k, 8', [0.069311, 0.132041, 1.0]], ['2, k, 9', [0.172095, -0.0379195, 1.0]], ['2, k, 10', [0.0872095, -0.238232, 1.0]], ['2, k, 11', [0.0759652, -0.217902, 1.0]], ['2, k, 12', [-0.181668, -0.362246, 1.0]], ['2, k, 13', [-0.205895, -0.680145, 1.0]], ['2, k, 14', [-0.174694, -1.04669, 1.0]], ['2, k, 15', [-0.183677, -1.1234, 1.0]], ['2, k, 16', [-0.0271463, -0.362472, 1.0]], ['2, k, 17', [-0.0386312, -0.638973, 1.0]], ['2, k, 18', [-0.0336851, -1.03625, 1.0]], ['2, k, 19', [-0.0211657, -1.11819, 1.0]], ['2, k, 20', [-0.095785, 0.162168, 1.0]], ['2, k, 21', [-0.283783, -0.35483, 1.0]], ['2, k, 22', [-0.266134, -0.256599, 1.0]], ['2, k, 23', [0.0643171, -0.271412, 1.0]], ['2, k, 24', [0.0599785, -0.193456, 1.0]]]
[['2, k, 0', [-0.10658, -0.367629, 1.0]], ['2, k, 1', [-0.100519, -0.0622739, 1.0]], ['2, k, 2', [-0.0941003, 0.235585, 1.0]], ['2, k, 3', [-0.0829661, 0.366806, 1.0]], ['2, k, 4', [-0.263467, 0.130489, 1.0]], ['2, k, 5', [-0.389047, -0.0238175, 1.0]], ['2, k, 6', [-0.310575, -0.231035, 1.0]], ['2, k, 7', [-0.279925, -0.251358, 1.0]], ['2, k, 8', [0.0691325, 0.132239, 1.0]], ['2, k, 9', [0.172026, -0.0377546, 1.0]], ['2, k, 10', [0.0872864, -0.238177, 1.0]], ['2, k, 11', [0.0743303, -0.230199, 1.0]], ['2, k, 12', [-0.1821, -0.361645, 1.0]], ['2, k, 13', [-0.206386, -0.6835, 1.0]], ['2, k, 14', [-0.174848, -1.04693, 1.0]], ['2, k, 15', [-0.183605, -1.12371, 1.0]], ['2, k, 16', [-0.0277139, -0.361908, 1.0]], ['2, k, 17', [-0.0334845, -0.652826, 1.0]], ['2, k, 18', [-0.033154, -1.0464, 1.0]], ['2, k, 19', [-0.0211752, -1.11819, 1.0]], ['2, k, 20', [-0.0957897, 0.162259, 1.0]], ['2, k, 21', [-0.29246, -0.364418, 1.0]], ['2, k, 22', [-0.26759, -0.262178, 1.0]], ['2, k, 23', [0.0753608, -0.337571, 1.0]], ['2, k, 24', [0.0566521, -0.240594, 1.0]]]
[['2, k, 0', [-0.105966, -0.367235, 1.0]], ['2, k, 1', [-0.100236, -0.0619792, 1.0]], ['2, k, 2', [-0.0940484, 0.235779, 1.0]], ['2, k, 3', [-0.0829793, 0.366876, 1.0]], ['2, k, 4', [-0.263747, 0.131028, 1.0]], ['2, k, 5', [-0.388993, -0.0236296, 1.0]], ['2, k, 6', [-0.310793, -0.230957, 1.0]], ['2, k, 7', [-0.278882, -0.251806, 1.0]], ['2, k, 8', [0.0688642, 0.132289, 1.0]], ['2, k, 9', [0.171914, -0.0377883, 1.0]], ['2, k, 10', [0.0870417, -0.238312, 1.0]], ['2, k, 11', [0.0743501, -0.22935, 1.0]], ['2, k, 12', [-0.181587, -0.361432, 1.0]], ['2, k, 13', [-0.208241, -0.683357, 1.0]], ['2, k, 14', [-0.174841, -1.04691, 1.0]], ['2, k, 15', [-0.183434, -1.12374, 1.0]], ['2, k, 16', [-0.0269969, -0.361305, 1.0]], ['2, k, 17', [-0.0330247, -0.654094, 1.0]], ['2, k, 18', [-0.0330893, -1.04638, 1.0]], ['2, k, 19', [-0.0178224, -1.12306, 1.0]], ['2, k, 20', [-0.095683, 0.162478, 1.0]], ['2, k, 21', [-0.287793, -0.358335, 1.0]], ['2, k, 22', [-0.263638, -0.25227, 1.0]], ['2, k, 23', [0.0755229, -0.332119, 1.0]], ['2, k, 24', [0.0566544, -0.238414, 1.0]]]
[['2, k, 0', [-0.105918, -0.367089, 1.0]], ['2, k, 1', [-0.10027, -0.0618676, 1.0]], ['2, k, 2', [-0.0941696, 0.235836, 1.0]], ['2, k, 3', [-0.0830395, 0.367002, 1.0]], ['2, k, 4', [-0.263765, 0.131223, 1.0]], ['2, k, 5', [-0.388937, -0.0239929, 1.0]], ['2, k, 6', [-0.311069, -0.231468, 1.0]], ['2, k, 7', [-0.277871, -0.252308, 1.0]], ['2, k, 8', [0.0687573, 0.132559, 1.0]], ['2, k, 9', [0.171613, -0.0378884, 1.0]], ['2, k, 10', [0.0871697, -0.238579, 1.0]], ['2, k, 11', [0.072291, -0.231988, 1.0]], ['2, k, 12', [-0.181532, -0.361266, 1.0]], ['2, k, 13', [-0.208451, -0.683136, 1.0]], ['2, k, 14', [-0.174807, -1.04699, 1.0]], ['2, k, 15', [-0.183215, -1.12383, 1.0]], ['2, k, 16', [-0.0269586, -0.36119, 1.0]], ['2, k, 17', [-0.0328951, -0.655024, 1.0]], ['2, k, 18', [-0.0332795, -1.04653, 1.0]], ['2, k, 19', [-0.0178867, -1.12268, 1.0]], ['2, k, 20', [-0.095781, 0.162551, 1.0]], ['2, k, 21', [-0.280728, -0.352583, 1.0]], ['2, k, 22', [-0.263911, -0.254699, 1.0]], ['2, k, 23', [0.0721398, -0.336823, 1.0]], ['2, k, 24', [0.0560458, -0.24008, 1.0]]]
