[['2, k, 0', [-0.294104, -0.31064, 1.0]], ['2, k, 1', [-0.295185, -0.0165828, 1.0]], ['2, k, 2', [-0.294359, 0.270059, 1.0]], ['2, k, 3', [-0.294668, 0.423666, 1.0]], ['2, k, 4', [-0.460202, 0.214361, 1.0]], ['2, k, 5', [-0.534799, 0.331948, 1.0]], ['2, k, 6', [-0.4151, 0.357444, 1.0]], ['2, k, 7', [-0.378422, 0.373825, 1.0]], ['2, k, 8', [-0.126621, 0.237875, 1.0]], ['2, k, 9', [-0.000895262, 0.377936, 1.0]], ['2, k, 10', [0.0310522, 0.510904, 1.0]], ['2, k, 11', [0.034016, 0.56832, 1.0]], ['2, k, 12', [-0.365828, -0.311383, 1.0]], ['2, k, 13', [-0.398242, -0.625147, 1.0]], ['2, k, 14', [-0.406978, -0.963515, 1.0]], ['2, k, 15', [-0.390679, -1.01968, 1.0]], ['2, k, 16', [-0.213678, -0.300717, 1.0]], ['2, k, 17', [-0.188065, -0.625691, 1.0]], ['2, k, 18', [-0.168575, -0.962643, 1.0]], ['2, k, 19', [-0.15533, -1.01878, 1.0]], ['2, k, 20', [-0.294894, 0.199484, 1.0]], ['2, k, 21', [-0.363728, 0.31209, 1.0]], ['2, k, 22', [-0.368568, 0.383494, 1.0]], ['2, k, 23', [0.033347, 0.605844, 1.0]], ['2, k, 24', [0.0590726, 0.589863, 1.0]]]
[['2, k, 0', [-0.308925, -0.27433, 1.0]], ['2, k, 1', [-0.298723, -0.0111922, 1.0]], ['2, k, 2', [-0.284549, 0.24596, 1.0]], ['2, k, 3', [-0.270499, 0.425797, 1.0]], ['2, k, 4', [-0.427471, 0.241251, 1.0]], ['2, k, 5', [-0.469071, 0.462348, 1.0]], ['2, k, 6', [-0.366173, 0.641208, 1.0]], ['2, k, 7', [-0.312219, 0.702624, 1.0]], ['2, k, 8', [-0.128003, 0.2357, 1.0]], ['2, k, 9', [0.102215, 0.348585, 1.0]], ['2, k, 10', [0.240585, 0.512128, 1.0]], ['2, k, 11', [0.279443, 0.583699, 1.0]], ['2, k, 12', [-0.377504, -0.268388, 1.0]], ['2, k, 13', [-0.410862, -0.665946, 1.0]], ['2, k, 14', [-0.407178, -1.07654, 1.0]], ['2, k, 15', [-0.430898, -1.15284, 1.0]], ['2, k, 16', [-0.230742, -0.271495, 1.0]], ['2, k, 17', [-0.19567, -0.695758, 1.0]], ['2, k, 18', [-0.169528, -1.07203, 1.0]], ['2, k, 19', [-0.12187, -1.14472, 1.0]], ['2, k, 20', [-0.288431, 0.182683, 1.0]], ['2, k, 21', [-0.274632, 0.734844, 1.0]], ['2, k, 22', [-0.335745, 0.730152, 1.0]], ['2, k, 23', [0.300757, 0.619179, 1.0]], ['2, k, 24', [0.206646, 0.609575, 1.0]]]
[['2, k, 0', [-0.308954, -0.27369, 1.0]], ['2, k, 1', [-0.298795, -0.011072, 1.0]], ['2, k, 2', [-0.28505, 0.245776, 1.0]], ['2, k, 3', [-0.269503, 0.425388, 1.0]], ['2, k, 4', [-0.427795, 0.241296, 1.0]], ['2, k, 5', [-0.463197, 0.462328, 1.0]], ['2, k, 6', [-0.356856, 0.643146, 1.0]], ['2, k, 7', [-0.303768, 0.704605, 1.0]], ['2, k, 8', [-0.127963, 0.235694, 1.0]], ['2, k, 9', [0.103307, 0.346646, 1.0]], ['2, k, 10', [0.241204, 0.499692, 1.0]], ['2, k, 11', [0.285351, 0.578808, 1.0]], ['2, k, 12', [-0.377685, -0.26792, 1.0]], ['2, k, 13', [-0.410823, -0.665919, 1.0]], ['2, k, 14', [-0.407212, -1.0765, 1.0]], ['2, k, 15', [-0.431403, -1.15291, 1.0]], ['2, k, 16', [-0.230665, -0.270601, 1.0]], ['2, k, 17', [-0.196401, -0.69214, 1.0]], ['2, k, 18', [-0.169959, -1.07303, 1.0]], ['2, k, 19', [-0.121054, -1.14356, 1.0]], ['2, k, 20', [-0.288745, 0.182619, 1.0]], ['2, k, 21', [-0.267399, 0.737511, 1.0]], ['2, k, 22', [-0.3207, 0.728357, 1.0]], ['2, k, 23', [0.307077, 0.614927, 1.0]], ['2, k, 24', [0.212268, 0.605836, 1.0]]]
[['2, k, 0', [-0.309033, -0.273288, 1.0]], ['2, k, 1', [-0.297744, -0.0102609, 1.0]], ['2, k, 2', [-0.282219, 0.246935, 1.0]], ['2, k, 3', [-0.267775, 0.42501, 1.0]], ['2, k, 4', [-0.428, 0.241315, 1.0]], ['2, k, 5', [-0.45957, 0.463376, 1.0]], ['2, k, 6', [-0.351492, 0.643795, 1.0]], ['2, k, 7', [-0.297363, 0.705449, 1.0]], ['2, k, 8', [-0.127875, 0.235659, 1.0]], ['2, k, 9', [0.104184, 0.344906, 1.0]], ['2, k, 10', [0.244077, 0.496567, 1.0]], ['2, k, 11', [0.288476, 0.57375, 1.0]], ['2, k, 12', [-0.378014, -0.267184, 1.0]], ['2, k, 13', [-0.410682, -0.665373, 1.0]], ['2, k, 14', [-0.40705, -1.07465, 1.0]], ['2, k, 15', [-0.431637, -1.15193, 1.0]], ['2, k, 16', [-0.230644, -0.270496, 1.0]], ['2, k, 17', [-0.196617, -0.692716, 1.0]], ['2, k, 18', [-0.170557, -1.07289, 1.0]], ['2, k, 19', [-0.121249, -1.14261, 1.0]], ['2, k, 20', [-0.286464, 0.183667, 1.0]], ['2, k, 21', [-0.257478, 0.739022, 1.0]], ['2, k, 22', [-0.312866, 0.729168, 1.0]], ['2, k, 23', [0.309442, 0.611327, 1.0]], ['2, k, 24', [0.211709, 0.603141, 1.0]]]
[['2, k, 0', [-0.309075, -0.272662, 1.0]], ['2, k, 1', [-0.298008, -0.00771184, 1.0]], ['2, k, 2', [-0.283789, 0.252436, 1.0]], ['2, k, 3', [-0.26641, 0.424904, 1.0]], ['2, k, 4', [-0.428108, 0.241418, 1.0]], ['2, k, 5', [-0.454601, 0.46349, 1.0]], ['2, k, 6', [-0.345075, 0.645537, 1.0]], ['2, k, 7', [-0.291761, 0.705563, 1.0]], ['2, k, 8', [-0.127804, 0.23561, 1.0]], ['2, k, 9', [0.105542, 0.343391, 1.0]], ['2, k, 10', [0.253493, 0.499091, 1.0]], ['2, k, 11', [0.293333, 0.568828, 1.0]], ['2, k, 12', [-0.378301, -0.266402, 1.0]], ['2, k, 13', [-0.410648, -0.665247, 1.0]], ['2, k, 14', [-0.406971, -1.07604, 1.0]], ['2, k, 15', [-0.431541, -1.15299, 1.0]], ['2, k, 16', [-0.230539, -0.270128, 1.0]], ['2, k, 17', [-0.197032, -0.687162, 1.0]], ['2, k, 18', [-0.169655, -1.06562, 1.0]], ['2, k, 19', [-0.12434, -1.1419, 1.0]], ['2, k, 20', [-0.287599, 0.188284, 1.0]], ['2, k, 21', [-0.254271, 0.738643, 1.0]], ['2, k, 22', [-0.306836, 0.729965, 1.0]], ['2, k, 23', [0.315871, 0.605586, 1.0]], ['2, k, 24', [0.217221, 0.598102, 1.0]]]
[['2, k, 0', [-0.309086, -0.271366, 1.0]], ['2, k, 1', [-0.297327, -0.006389, 1.0]], ['2, k, 2', [-0.28274, 0.253316, 1.0]], ['2, k, 3', [-0.265013, 0.424857, 1.0]], ['2, k, 4', [-0.428267, 0.241355, 1.0]], ['2, k, 5', [-0.449524, 0.463607, 1.0]], ['2, k, 6', [-0.338016, 0.646701, 1.0]], ['2, k, 7', [-0.28449, 0.706461, 1.0]], ['2, k, 8', [-0.127797, 0.235589, 1.0]], ['2, k, 9', [0.107979, 0.340962, 1.0]], ['2, k, 10', [0.258271, 0.498599, 1.0]], ['2, k, 11', [0.297189, 0.566668, 1.0]], ['2, k, 12', [-0.378461, -0.265325, 1.0]], ['2, k, 13', [-0.41069, -0.664577, 1.0]], ['2, k, 14', [-0.406675, -1.07433, 1.0]], ['2, k, 15', [-0.435751, -1.15292, 1.0]], ['2, k, 16', [-0.230406, -0.268706, 1.0]], ['2, k, 17', [-0.196277, -0.689813, 1.0]], ['2, k, 18', [-0.170547, -1.0682, 1.0]], ['2, k, 19', [-0.123472, -1.14324, 1.0]], ['2, k, 20', [-0.286648, 0.189284, 1.0]], ['2, k, 21', [-0.245367, 0.738665, 1.0]], ['2, k, 22', [-0.307745, 0.730395, 1.0]], ['2, k, 23', [0.318942, 0.602738, 1.0]], ['2, k, 24', [0.222996, 0.59468, 1.0]]]
[['2, k, 0', [-0.309058, -0.270812, 1.0]], ['2, k, 1', [-0.297005, -0.00581645, 1.0]], ['2, k, 2', [-0.282324, 0.253653, 1.0]], ['2, k, 3', [-0.262972, 0.42432, 1.0]], ['2, k, 4', [-0.428473, 0.24116, 1.0]], ['2, k, 5', [-0.445591, 0.463745, 1.0]], ['2, k, 6', [-0.326406, 0.650535, 1.0]], ['2, k, 7', [-0.277405, 0.706583, 1.0]], ['2, k, 8', [-0.127705, 0.235521, 1.0]], ['2, k, 9', [0.108931, 0.338764, 1.0]], ['2, k, 10', [0.264966, 0.498557, 1.0]], ['2, k, 11', [0.302143, 0.561285, 1.0]], ['2, k, 12', [-0.378552, -0.264884, 1.0]], ['2, k, 13', [-0.410633, -0.66447, 1.0]], ['2, k, 14', [-0.406673, -1.07431, 1.0]], ['2, k, 15', [-0.435433, -1.15281, 1.0]], ['2, k, 16', [-0.230265, -0.268128, 1.0]], ['2, k, 17', [-0.196618, -0.690179, 1.0]], ['2, k, 18', [-0.170396, -1.06812, 1.0]], ['2, k, 19', [-0.123135, -1.14301, 1.0]], ['2, k, 20', [-0.286254, 0.189686, 1.0]], ['2, k, 21', [-0.239332, 0.737845, 1.0]], ['2, k, 22', [-0.290606, 0.730587, 1.0]], ['2, k, 23', [0.324072, 0.597575, 1.0]], ['2, k, 24', [0.226169, 0.591242, 1.0]]]
[['2, k, 0', [-0.308895, -0.270043, 1.0]], ['2, k, 1', [-0.29668, -0.00538789, 1.0]], ['2, k, 2', [-0.282021, 0.253718, 1.0]], ['2, k, 3', [-0.260121, 0.424548, 1.0]], ['2, k, 4', [-0.428559, 0.240999, 1.0]], ['2, k, 5', [-0.444278, 0.463993, 1.0]], ['2, k, 6', [-0.320348, 0.651232, 1.0]], ['2, k, 7', [-0.273812, 0.704604, 1.0]], ['2, k, 8', [-0.127579, 0.235419, 1.0]], ['2, k, 9', [0.11059, 0.336672, 1.0]], ['2, k, 10', [0.27025, 0.497318, 1.0]], ['2, k, 11', [0.305382, 0.557464, 1.0]], ['2, k, 12', [-0.378497, -0.264281, 1.0]], ['2, k, 13', [-0.410643, -0.664378, 1.0]], ['2, k, 14', [-0.406796, -1.07447, 1.0]], ['2, k, 15', [-0.435535, -1.15293, 1.0]], ['2, k, 16', [-0.230006, -0.267309, 1.0]], ['2, k, 17', [-0.196226, -0.690903, 1.0]], ['2, k, 18', [-0.170872, -1.06976, 1.0]], ['2, k, 19', [-0.122916, -1.14383, 1.0]], ['2, k, 20', [-0.285957, 0.189828, 1.0]], ['2, k, 21', [-0.233644, 0.738132, 1.0]], ['2, k, 22', [-0.286093, 0.731031, 1.0]], ['2, k, 23', [0.328667, 0.592965, 1.0]], ['2, k, 24', [0.228383, 0.588403, 1.0]]]
[['2, k, 0', [-0.309084, -0.268928, 1.0]], ['2, k, 1', [-0.296576, -0.00466948, 1.0]], ['2, k, 2', [-0.281863, 0.253966, 1.0]], ['2, k, 3', [-0.257562, 0.424168, 1.0]], ['2, k, 4', [-0.428646, 0.240859, 1.0]], ['2, k, 5', [-0.443257, 0.464341, 1.0]], ['2, k, 6', [-0.315189, 0.651459, 1.0]], ['2, k, 7', [-0.269256, 0.701996, 1.0]], ['2, k, 8', [-0.127464, 0.235366, 1.0]], ['2, k, 9', [0.111234, 0.333343, 1.0]], ['2, k, 10', [0.275587, 0.495567, 1.0]], ['2, k, 11', [0.309895, 0.552195, 1.0]], ['2, k, 12', [-0.378571, -0.2636, 1.0]], ['2, k, 13', [-0.410575, -0.664376, 1.0]], ['2, k, 14', [-0.406952, -1.0751, 1.0]], ['2, k, 15', [-0.435608, -1.15338, 1.0]], ['2, k, 16', [-0.230351, -0.265791, 1.0]], ['2, k, 17', [-0.19643, -0.6901, 1.0]], ['2, k, 18', [-0.171451, -1.07062, 1.0]], ['2, k, 19', [-0.122612, -1.14406, 1.0]], ['2, k, 20', [-0.285803, 0.190182, 1.0]], ['2, k, 21', [-0.228878, 0.737372, 1.0]], ['2, k, 22', [-0.280554, 0.728685, 1.0]], ['2, k, 23', [0.333395, 0.586907, 1.0]], ['2, k, 24', [0.233115, 0.584368, 1.0]]]
[['2, k, 0', [-0.3091, -0.268022, 1.0]], ['2, k, 1', [-0.296488, -0.00420466, 1.0]], ['2, k, 2', [-0.281814, 0.254032, 1.0]], ['2, k, 3', [-0.255335, 0.423781, 1.0]], ['2, k, 4', [-0.428644, 0.24049, 1.0]], ['2, k, 5', [-0.442075, 0.464681, 1.0]], ['2, k, 6', [-0.309391, 0.651763, 1.0]], ['2, k, 7', [-0.264624, 0.699344, 1.0]], ['2, k, 8', [-0.12737, 0.235287, 1.0]], ['2, k, 9', [0.111971, 0.330604, 1.0]], ['2, k, 10', [0.280359, 0.495324, 1.0]], ['2, k, 11', [0.313245, 0.5473, 1.0]], ['2, k, 12', [-0.37848, -0.262772, 1.0]], ['2, k, 13', [-0.410633, -0.66404, 1.0]], ['2, k, 14', [-0.407233, -1.07506, 1.0]], ['2, k, 15', [-0.436047, -1.1525, 1.0]], ['2, k, 16', [-0.230484, -0.264889, 1.0]], ['2, k, 17', [-0.196872, -0.690662, 1.0]], ['2, k, 18', [-0.17145, -1.07046, 1.0]], ['2, k, 19', [-0.123905, -1.14446, 1.0]], ['2, k, 20', [-0.28574, 0.190322, 1.0]], ['2, k, 21', [-0.221197, 0.734052, 1.0]], ['2, k, 22', [-0.276211, 0.728709, 1.0]], ['2, k, 23', [0.337927, 0.582107, 1.0]], ['2, k, 24', [0.239372, 0.579241, 1.0]]]
[['2, k, 0', [-0.310737, -0.266294, 1.0]], ['2, k, 1', [-0.296578, -0.00368994, 1.0]], ['2, k, 2', [-0.28141, 0.254067, 1.0]], ['2, k, 3', [-0.253573, 0.424086, 1.0]], ['2, k, 4', [-0.428671, 0.240389, 1.0]], ['2, k, 5', [-0.440688, 0.46483, 1.0]], ['2, k, 6', [-0.303673, 0.651531, 1.0]], ['2, k, 7', [-0.257772, 0.698631, 1.0]], ['2, k, 8', [-0.127112, 0.235106, 1.0]], ['2, k, 9', [0.111279, 0.327926, 1.0]], ['2, k, 10', [0.284706, 0.488027, 1.0]], ['2, k, 11', [0.321746, 0.534033, 1.0]], ['2, k, 12', [-0.381541, -0.260078, 1.0]], ['2, k, 13', [-0.41038, -0.667051, 1.0]], ['2, k, 14', [-0.407194, -1.07462, 1.0]], ['2, k, 15', [-0.4348, -1.15171, 1.0]], ['2, k, 16', [-0.231095, -0.264037, 1.0]], ['2, k, 17', [-0.196149, -0.691886, 1.0]], ['2, k, 18', [-0.171537, -1.07034, 1.0]], ['2, k, 19', [-0.124153, -1.14449, 1.0]], ['2, k, 20', [-0.285503, 0.190435, 1.0]], ['2, k, 21', [-0.214848, 0.733981, 1.0]], ['2, k, 22', [-0.270486, 0.72232, 1.0]], ['2, k, 23', [0.355504, 0.573741, 1.0]], ['2, k, 24', [0.25911, 0.569884, 1.0]]]
[['2, k, 0', [-0.310595, -0.266189, 1.0]], ['2, k, 1', [-0.296514, -0.00362939, 1.0]], ['2, k, 2', [-0.281372, 0.254039, 1.0]], ['2, k, 3', [-0.252431, 0.424057, 1.0]], ['2, k, 4', [-0.428665, 0.239604, 1.0]], ['2, k, 5', [-0.430167, 0.452535, 1.0]], ['2, k, 6', [-0.295371, 0.651338, 1.0]], ['2, k, 7', [-0.251343, 0.695092, 1.0]], ['2, k, 8', [-0.126924, 0.235019, 1.0]], ['2, k, 9', [0.101043, 0.318607, 1.0]], ['2, k, 10', [0.282349, 0.47329, 1.0]], ['2, k, 11', [0.326337, 0.529225, 1.0]], ['2, k, 12', [-0.381151, -0.26011, 1.0]], ['2, k, 13', [-0.410377, -0.667068, 1.0]], ['2, k, 14', [-0.406876, -1.07408, 1.0]], ['2, k, 15', [-0.433871, -1.15124, 1.0]], ['2, k, 16', [-0.231042, -0.263848, 1.0]], ['2, k, 17', [-0.196072, -0.691833, 1.0]], ['2, k, 18', [-0.171801, -1.0697, 1.0]], ['2, k, 19', [-0.124671, -1.14405, 1.0]], ['2, k, 20', [-0.285464, 0.190432, 1.0]], ['2, k, 21', [-0.209744, 0.730632, 1.0]], ['2, k, 22', [-0.278948, 0.715205, 1.0]], ['2, k, 23', [0.359922, 0.56571, 1.0]], ['2, k, 24', [0.262059, 0.564882, 1.0]]]
[['2, k, 0', [-0.311297, -0.265313, 1.0]], ['2, k, 1', [-0.296731, -0.00331423, 1.0]], ['2, k, 2', [-0.281373, 0.25403, 1.0]], ['2, k, 3', [-0.251766, 0.423828, 1.0]], ['2, k, 4', [-0.428592, 0.239028, 1.0]], ['2, k, 5', [-0.427912, 0.45064, 1.0]], ['2, k, 6', [-0.287282, 0.648877, 1.0]], ['2, k, 7', [-0.242989, 0.692939, 1.0]], ['2, k, 8', [-0.126675, 0.234928, 1.0]], ['2, k, 9', [0.100446, 0.315816, 1.0]], ['2, k, 10', [0.283452, 0.468657, 1.0]], ['2, k, 11', [0.330137, 0.52349, 1.0]], ['2, k, 12', [-0.382329, -0.259209, 1.0]], ['2, k, 13', [-0.41056, -0.667307, 1.0]], ['2, k, 14', [-0.406594, -1.07364, 1.0]], ['2, k, 15', [-0.433167, -1.15098, 1.0]], ['2, k, 16', [-0.231314, -0.263143, 1.0]], ['2, k, 17', [-0.196551, -0.689151, 1.0]], ['2, k, 18', [-0.17139, -1.06901, 1.0]], ['2, k, 19', [-0.123341, -1.14289, 1.0]], ['2, k, 20', [-0.285474, 0.190443, 1.0]], ['2, k, 21', [-0.199082, 0.726829, 1.0]], ['2, k, 22', [-0.254775, 0.720855, 1.0]], ['2, k, 23', [0.362176, 0.557512, 1.0]], ['2, k, 24', [0.263196, 0.559555, 1.0]]]
[['2, k, 0', [-0.311613, -0.264788, 1.0]], ['2, k, 1', [-0.296802, -0.00308154, 1.0]], ['2, k, 2', [-0.281338, 0.254023, 1.0]], ['2, k, 3', [-0.250834, 0.423445, 1.0]], ['2, k, 4', [-0.428624, 0.238451, 1.0]], ['2, k, 5', [-0.42526, 0.449496, 1.0]], ['2, k, 6', [-0.280806, 0.647072, 1.0]], ['2, k, 7', [-0.236601, 0.688872, 1.0]], ['2, k, 8', [-0.120868, 0.232623, 1.0]], ['2, k, 9', [0.0997054, 0.312605, 1.0]], ['2, k, 10', [0.283493, 0.455699, 1.0]], ['2, k, 11', [0.3362, 0.517294, 1.0]], ['2, k, 12', [-0.382914, -0.258557, 1.0]], ['2, k, 13', [-0.410673, -0.667108, 1.0]], ['2, k, 14', [-0.407022, -1.07536, 1.0]], ['2, k, 15', [-0.43369, -1.1519, 1.0]], ['2, k, 16', [-0.231385, -0.262812, 1.0]], ['2, k, 17', [-0.196765, -0.688777, 1.0]], ['2, k, 18', [-0.171781, -1.07028, 1.0]], ['2, k, 19', [-0.12273, -1.14313, 1.0]], ['2, k, 20', [-0.28546, 0.190459, 1.0]], ['2, k, 21', [-0.193229, 0.722292, 1.0]], ['2, k, 22', [-0.25255, 0.721126, 1.0]], ['2, k, 23', [0.367371, 0.552165, 1.0]], ['2, k, 24', [0.268932, 0.552383, 1.0]]]
[['2, k, 0', [-0.312086, -0.263625, 1.0]], ['2, k, 1', [-0.296905, -0.00233852, 1.0]], ['2, k, 2', [-0.281226, 0.254159, 1.0]], ['2, k, 3', [-0.249765, 0.422935, 1.0]], ['2, k, 4', [-0.428509, 0.237303, 1.0]], ['2, k, 5', [-0.422929, 0.448864, 1.0]], ['2, k, 6', [-0.272469, 0.64518, 1.0]], ['2, k, 7', [-0.226142, 0.684837, 1.0]], ['2, k, 8', [-0.118245, 0.23093, 1.0]], ['2, k, 9', [0.109413, 0.308199, 1.0]], ['2, k, 10', [0.288275, 0.452485, 1.0]], ['2, k, 11', [0.341311, 0.510596, 1.0]], ['2, k, 12', [-0.383596, -0.257515, 1.0]], ['2, k, 13', [-0.410741, -0.666807, 1.0]], ['2, k, 14', [-0.4069, -1.07448, 1.0]], ['2, k, 15', [-0.433501, -1.15147, 1.0]], ['2, k, 16', [-0.231597, -0.26165, 1.0]], ['2, k, 17', [-0.19679, -0.688747, 1.0]], ['2, k, 18', [-0.171794, -1.0707, 1.0]], ['2, k, 19', [-0.122283, -1.14256, 1.0]], ['2, k, 20', [-0.285367, 0.190722, 1.0]], ['2, k, 21', [-0.179603, 0.719265, 1.0]], ['2, k, 22', [-0.235562, 0.713268, 1.0]], ['2, k, 23', [0.377241, 0.542257, 1.0]], ['2, k, 24', [0.271297, 0.545871, 1.0]]]
[['2, k, 0', [-0.312301, -0.262886, 1.0]], ['2, k, 1', [-0.296919, -0.00162601, 1.0]], ['2, k, 2', [-0.281032, 0.254507, 1.0]], ['2, k, 3', [-0.248784, 0.422463, 1.0]], ['2, k, 4', [-0.424198, 0.233711, 1.0]], ['2, k, 5', [-0.420203, 0.455674, 1.0]], ['2, k, 6', [-0.264585, 0.642248, 1.0]], ['2, k, 7', [-0.218364, 0.680431, 1.0]], ['2, k, 8', [-0.116256, 0.229885, 1.0]], ['2, k, 9', [0.113982, 0.304511, 1.0]], ['2, k, 10', [0.289664, 0.43389, 1.0]], ['2, k, 11', [0.348132, 0.502722, 1.0]], ['2, k, 12', [-0.383851, -0.256985, 1.0]], ['2, k, 13', [-0.410817, -0.666548, 1.0]], ['2, k, 14', [-0.407219, -1.07478, 1.0]], ['2, k, 15', [-0.434009, -1.15132, 1.0]], ['2, k, 16', [-0.231699, -0.260758, 1.0]], ['2, k, 17', [-0.197007, -0.68774, 1.0]], ['2, k, 18', [-0.1711, -1.069, 1.0]], ['2, k, 19', [-0.123579, -1.14237, 1.0]], ['2, k, 20', [-0.285211, 0.191184, 1.0]], ['2, k, 21', [-0.176791, 0.714153, 1.0]], ['2, k, 22', [-0.241309, 0.708301, 1.0]], ['2, k, 23', [0.381302, 0.533358, 1.0]], ['2, k, 24', [0.277837, 0.536839, 1.0]]]
[['2, k, 0', [-0.312563, -0.262145, 1.0]], ['2, k, 1', [-0.296053, 0.00207746, 1.0]], ['2, k, 2', [-0.277279, 0.262694, 1.0]], ['2, k, 3', [-0.247896, 0.421905, 1.0]], ['2, k, 4', [-0.421628, 0.231389, 1.0]], ['2, k, 5', [-0.418745, 0.45743, 1.0]], ['2, k, 6', [-0.255956, 0.640358, 1.0]], ['2, k, 7', [-0.203643, 0.679268, 1.0]], ['2, k, 8', [-0.11488, 0.229075, 1.0]], ['2, k, 9', [0.118497, 0.299973, 1.0]], ['2, k, 10', [0.292794, 0.421468, 1.0]], ['2, k, 11', [0.353551, 0.494004, 1.0]], ['2, k, 12', [-0.384302, -0.25637, 1.0]], ['2, k, 13', [-0.410955, -0.665889, 1.0]], ['2, k, 14', [-0.407145, -1.07405, 1.0]], ['2, k, 15', [-0.433549, -1.15191, 1.0]], ['2, k, 16', [-0.231758, -0.259921, 1.0]], ['2, k, 17', [-0.197371, -0.68676, 1.0]], ['2, k, 18', [-0.171019, -1.06887, 1.0]], ['2, k, 19', [-0.123957, -1.14254, 1.0]], ['2, k, 20', [-0.282327, 0.198262, 1.0]], ['2, k, 21', [-0.153623, 0.70524, 1.0]], ['2, k, 22', [-0.21919, 0.710822, 1.0]], ['2, k, 23', [0.383916, 0.526268, 1.0]], ['2, k, 24', [0.28065, 0.530983, 1.0]]]
[['2, k, 0', [-0.312109, -0.261409, 1.0]], ['2, k, 1', [-0.295174, 0.00388361, 1.0]], ['2, k, 2', [-0.27632, 0.264624, 1.0]], ['2, k, 3', [-0.247208, 0.421718, 1.0]], ['2, k, 4', [-0.419832, 0.226529, 1.0]], ['2, k, 5', [-0.415898, 0.453154, 1.0]], ['2, k, 6', [-0.248736, 0.637388, 1.0]], ['2, k, 7', [-0.197155, 0.6753, 1.0]], ['2, k, 8', [-0.113747, 0.228651, 1.0]], ['2, k, 9', [0.120243, 0.295205, 1.0]], ['2, k, 10', [0.296454, 0.4136, 1.0]], ['2, k, 11', [0.358058, 0.484916, 1.0]], ['2, k, 12', [-0.384143, -0.256091, 1.0]], ['2, k, 13', [-0.411056, -0.666659, 1.0]], ['2, k, 14', [-0.407722, -1.07483, 1.0]], ['2, k, 15', [-0.434597, -1.14889, 1.0]], ['2, k, 16', [-0.230831, -0.258578, 1.0]], ['2, k, 17', [-0.197576, -0.686228, 1.0]], ['2, k, 18', [-0.17086, -1.06715, 1.0]], ['2, k, 19', [-0.124904, -1.14194, 1.0]], ['2, k, 20', [-0.281342, 0.200271, 1.0]], ['2, k, 21', [-0.151009, 0.706673, 1.0]], ['2, k, 22', [-0.218576, 0.70484, 1.0]], ['2, k, 23', [0.392016, 0.517266, 1.0]], ['2, k, 24', [0.284588, 0.522694, 1.0]]]
[['2, k, 0', [-0.310993, -0.257487, 1.0]], ['2, k, 1', [-0.293939, 0.0068648, 1.0]], ['2, k, 2', [-0.275377, 0.265938, 1.0]], ['2, k, 3', [-0.246147, 0.422347, 1.0]], ['2, k, 4', [-0.419055, 0.222408, 1.0]], ['2, k, 5', [-0.4114, 0.44912, 1.0]], ['2, k, 6', [-0.240449, 0.634641, 1.0]], ['2, k, 7', [-0.19092, 0.672637, 1.0]], ['2, k, 8', [-0.112794, 0.227915, 1.0]], ['2, k, 9', [0.121353, 0.292575, 1.0]], ['2, k, 10', [0.302333, 0.405326, 1.0]], ['2, k, 11', [0.37302, 0.463365, 1.0]], ['2, k, 12', [-0.383163, -0.253489, 1.0]], ['2, k, 13', [-0.411199, -0.665969, 1.0]], ['2, k, 14', [-0.407698, -1.07482, 1.0]], ['2, k, 15', [-0.43183, -1.15165, 1.0]], ['2, k, 16', [-0.229611, -0.253333, 1.0]], ['2, k, 17', [-0.197698, -0.686111, 1.0]], ['2, k, 18', [-0.171065, -1.06713, 1.0]], ['2, k, 19', [-0.125303, -1.14224, 1.0]], ['2, k, 20', [-0.280296, 0.201997, 1.0]], ['2, k, 21', [-0.145863, 0.703736, 1.0]], ['2, k, 22', [-0.205164, 0.701979, 1.0]], ['2, k, 23', [0.416291, 0.496782, 1.0]], ['2, k, 24', [0.327539, 0.503194, 1.0]]]
[['2, k, 0', [-0.310498, -0.256362, 1.0]], ['2, k, 1', [-0.293154, 0.00804244, 1.0]], ['2, k, 2', [-0.274435, 0.266746, 1.0]], ['2, k, 3', [-0.244748, 0.423081, 1.0]], ['2, k, 4', [-0.417543, 0.218936, 1.0]], ['2, k, 5', [-0.406129, 0.445627, 1.0]], ['2, k, 6', [-0.230407, 0.631551, 1.0]], ['2, k, 7', [-0.177911, 0.668918, 1.0]], ['2, k, 8', [-0.112057, 0.227332, 1.0]], ['2, k, 9', [0.122463, 0.289714, 1.0]], ['2, k, 10', [0.31519, 0.38666, 1.0]], ['2, k, 11', [0.379534, 0.456548, 1.0]], ['2, k, 12', [-0.382755, -0.252502, 1.0]], ['2, k, 13', [-0.411462, -0.665493, 1.0]], ['2, k, 14', [-0.406302, -1.07077, 1.0]], ['2, k, 15', [-0.430065, -1.14995, 1.0]], ['2, k, 16', [-0.229028, -0.252171, 1.0]], ['2, k, 17', [-0.197734, -0.68618, 1.0]], ['2, k, 18', [-0.170824, -1.06899, 1.0]], ['2, k, 19', [-0.12405, -1.14258, 1.0]], ['2, k, 20', [-0.279375, 0.202934, 1.0]], ['2, k, 21', [-0.131486, 0.69877, 1.0]], ['2, k, 22', [-0.195562, 0.695099, 1.0]], ['2, k, 23', [0.419715, 0.490312, 1.0]], ['2, k, 24', [0.328684, 0.498983, 1.0]]]
