[['2, k, 0', [-0.09919674, -0.001048107, 1.0]], ['2, k, 1', [-0.09582472, 0.3001706, 1.0]], ['2, k, 2', [-0.09191508, 0.5927008, 1.0]], ['2, k, 3', [-0.09222027, 0.7298779, 1.0]], ['2, k, 4', [-0.2499865, 0.4660942, 1.0]], ['2, k, 5', [-0.3125811, 0.2247391, 1.0]], ['2, k, 6', [-0.3065148, 0.02381866, 1.0]], ['2, k, 7', [-0.3051182, -0.01917183, 1.0]], ['2, k, 8', [0.06558669, 0.4770741, 1.0]], ['2, k, 9', [0.1040598, 0.2235752, 1.0]], ['2, k, 10', [0.1168681, 0.02306212, 1.0]], ['2, k, 11', [0.1117206, -0.02780437, 1.0]], ['2, k, 12', [-0.1664261, -0.002149897, 1.0]], ['2, k, 13', [-0.1734125, -0.2627721, 1.0]], ['2, k, 14', [-0.2106167, -0.5794895, 1.0]], ['2, k, 15', [-0.2198532, -0.6518784, 1.0]], ['2, k, 16', [-0.0293512, -6.896435e-05, 1.0]], ['2, k, 17', [-0.02399171, -0.2706133, 1.0]], ['2, k, 18', [-0.01310014, -0.5713069, 1.0]], ['2, k, 19', [-0.005380481, -0.648453, 1.0]], ['2, k, 20', [-0.09297637, 0.520774, 1.0]], ['2, k, 21', [-0.3045994, -0.07659128, 1.0]], ['2, k, 22', [-0.3389733, -0.01977507, 1.0]], ['2, k, 23', [0.1138248, -0.09404188, 1.0]], ['2, k, 24', [0.07473378, -0.03005716, 1.0]]]
[['2, k, 0', [-0.08604996, 0.01877674, 1.0]], ['2, k, 1', [-0.08467243, 0.3137062, 1.0]], ['2, k, 2', [-0.08272947, 0.5996621, 1.0]], ['2, k, 3', [-0.08212814, 0.7288365, 1.0]], ['2, k, 4', [-0.2148808, 0.5139278, 1.0]], ['2, k, 5', [-0.3022928, 0.5235322, 1.0]], ['2, k, 6', [-0.310129, 0.5622258, 1.0]], ['2, k, 7', [-0.3215729, 0.5862103, 1.0]], ['2, k, 8', [0.06929285, 0.4814055, 1.0]], ['2, k, 9', [0.1150987, 0.229322, 1.0]], ['2, k, 10', [0.132105, 0.02911378, 1.0]], ['2, k, 11', [0.1187425, -0.02374204, 1.0]], ['2, k, 12', [-0.1545795, 0.01854807, 1.0]], ['2, k, 13', [-0.1702125, -0.2587671, 1.0]], ['2, k, 14', [-0.2101159, -0.5818105, 1.0]], ['2, k, 15', [-0.2188443, -0.6557744, 1.0]], ['2, k, 16', [-0.01523998, 0.01839544, 1.0]], ['2, k, 17', [-0.02583397, -0.2565204, 1.0]], ['2, k, 18', [-0.01193494, -0.5698964, 1.0]], ['2, k, 19', [-0.008201387, -0.6482299, 1.0]], ['2, k, 20', [-0.08330826, 0.5294089, 1.0]], ['2, k, 21', [-0.3320956, 0.6068195, 1.0]], ['2, k, 22', [-0.2811091, 0.5832868, 1.0]], ['2, k, 23', [0.1177526, -0.06333902, 1.0]], ['2, k, 24', [0.08789338, -0.04728133, 1.0]]]
[['2, k, 0', [-0.08519826, 0.01550352, 1.0]], ['2, k, 1', [-0.08375052, 0.3113543, 1.0]], ['2, k, 2', [-0.08189986, 0.5983204, 1.0]], ['2, k, 3', [-0.08097469, 0.7289306, 1.0]], ['2, k, 4', [-0.2138135, 0.5019221, 1.0]], ['2, k, 5', [-0.2982043, 0.4719299, 1.0]], ['2, k, 6', [-0.3106818, 0.3627087, 1.0]], ['2, k, 7', [-0.3139901, 0.3697862, 1.0]], ['2, k, 8', [0.07085771, 0.4807277, 1.0]], ['2, k, 9', [0.1155569, 0.2287315, 1.0]], ['2, k, 10', [0.1302105, 0.02834832, 1.0]], ['2, k, 11', [0.1163234, -0.03065155, 1.0]], ['2, k, 12', [-0.1533936, 0.01587593, 1.0]], ['2, k, 13', [-0.170504, -0.2586242, 1.0]], ['2, k, 14', [-0.2102243, -0.5806022, 1.0]], ['2, k, 15', [-0.2178069, -0.6540831, 1.0]], ['2, k, 16', [-0.01485964, 0.0145639, 1.0]], ['2, k, 17', [-0.02445585, -0.2604176, 1.0]], ['2, k, 18', [-0.01189553, -0.569996, 1.0]], ['2, k, 19', [-0.006365595, -0.6483634, 1.0]], ['2, k, 20', [-0.08243886, 0.5278188, 1.0]], ['2, k, 21', [-0.3298751, 0.3642132, 1.0]], ['2, k, 22', [-0.3003851, 0.379407, 1.0]], ['2, k, 23', [0.111688, -0.1032241, 1.0]], ['2, k, 24', [0.08468504, -0.04392825, 1.0]]]
[['2, k, 0', [-0.08382537, 0.01247963, 1.0]], ['2, k, 1', [-0.08295891, 0.3097109, 1.0]], ['2, k, 2', [-0.08157244, 0.5977786, 1.0]], ['2, k, 3', [-0.08001079, 0.7284939, 1.0]], ['2, k, 4', [-0.2133544, 0.4958031, 1.0]], ['2, k, 5', [-0.2995215, 0.4689025, 1.0]], ['2, k, 6', [-0.3000925, 0.314489, 1.0]], ['2, k, 7', [-0.3037429, 0.3057721, 1.0]], ['2, k, 8', [0.07146695, 0.480458, 1.0]], ['2, k, 9', [0.1159131, 0.2287325, 1.0]], ['2, k, 10', [0.1293839, 0.02826799, 1.0]], ['2, k, 11', [0.1163665, -0.03151798, 1.0]], ['2, k, 12', [-0.1520418, 0.01279238, 1.0]], ['2, k, 13', [-0.1713158, -0.2587428, 1.0]], ['2, k, 14', [-0.2108366, -0.5785126, 1.0]], ['2, k, 15', [-0.2136126, -0.6530493, 1.0]], ['2, k, 16', [-0.01351263, 0.0117442, 1.0]], ['2, k, 17', [-0.0231227, -0.2624967, 1.0]], ['2, k, 18', [-0.01178706, -0.5703045, 1.0]], ['2, k, 19', [-0.005998584, -0.6485742, 1.0]], ['2, k, 20', [-0.082008, 0.5270417, 1.0]], ['2, k, 21', [-0.3219977, 0.2858838, 1.0]], ['2, k, 22', [-0.271107, 0.2967281, 1.0]], ['2, k, 23', [0.113775, -0.1022241, 1.0]], ['2, k, 24', [0.0836261, -0.04657952, 1.0]]]
[['2, k, 0', [-0.08283618, 0.01093469, 1.0]], ['2, k, 1', [-0.08236155, 0.3088174, 1.0]], ['2, k, 2', [-0.08131737, 0.5975009, 1.0]], ['2, k, 3', [-0.07973762, 0.7284504, 1.0]], ['2, k, 4', [-0.2135753, 0.4946025, 1.0]], ['2, k, 5', [-0.3114474, 0.3807186, 1.0]], ['2, k, 6', [-0.2997148, 0.2717027, 1.0]], ['2, k, 7', [-0.301726, 0.2359088, 1.0]], ['2, k, 8', [0.07285921, 0.4795007, 1.0]], ['2, k, 9', [0.1160548, 0.2288039, 1.0]], ['2, k, 10', [0.128651, 0.02827908, 1.0]], ['2, k, 11', [0.1157939, -0.02842592, 1.0]], ['2, k, 12', [-0.1506656, 0.01089957, 1.0]], ['2, k, 13', [-0.1712813, -0.2590838, 1.0]], ['2, k, 14', [-0.2108011, -0.5788232, 1.0]], ['2, k, 15', [-0.217224, -0.6577128, 1.0]], ['2, k, 16', [-0.01286609, 0.01054048, 1.0]], ['2, k, 17', [-0.02310097, -0.2625457, 1.0]], ['2, k, 18', [-0.01192126, -0.5703514, 1.0]], ['2, k, 19', [-0.004647295, -0.6487207, 1.0]], ['2, k, 20', [-0.08167488, 0.5266246, 1.0]], ['2, k, 21', [-0.3208182, 0.1875103, 1.0]], ['2, k, 22', [-0.2590565, 0.2241382, 1.0]], ['2, k, 23', [0.1088544, -0.09431812, 1.0]], ['2, k, 24', [0.08509997, -0.04091574, 1.0]]]
[['2, k, 0', [-0.08225866, 0.008487787, 1.0]], ['2, k, 1', [-0.08171315, 0.3074731, 1.0]], ['2, k, 2', [-0.08074608, 0.5970355, 1.0]], ['2, k, 3', [-0.07972071, 0.7283205, 1.0]], ['2, k, 4', [-0.2140008, 0.4855318, 1.0]], ['2, k, 5', [-0.3127227, 0.3617113, 1.0]], ['2, k, 6', [-0.2917677, 0.2111466, 1.0]], ['2, k, 7', [-0.2947076, 0.1709792, 1.0]], ['2, k, 8', [0.07301554, 0.4793419, 1.0]], ['2, k, 9', [0.1160649, 0.2286927, 1.0]], ['2, k, 10', [0.1281407, 0.02813545, 1.0]], ['2, k, 11', [0.1164887, -0.02287362, 1.0]], ['2, k, 12', [-0.1499526, 0.00847179, 1.0]], ['2, k, 13', [-0.1715066, -0.2592067, 1.0]], ['2, k, 14', [-0.2099928, -0.5806515, 1.0]], ['2, k, 15', [-0.2177086, -0.6562369, 1.0]], ['2, k, 16', [-0.01245502, 0.00818217, 1.0]], ['2, k, 17', [-0.02295688, -0.2626613, 1.0]], ['2, k, 18', [-0.01195076, -0.5703174, 1.0]], ['2, k, 19', [-0.006380251, -0.6481706, 1.0]], ['2, k, 20', [-0.08107677, 0.5259699, 1.0]], ['2, k, 21', [-0.2987365, 0.1315439, 1.0]], ['2, k, 22', [-0.2548608, 0.159262, 1.0]], ['2, k, 23', [0.113522, -0.064158, 1.0]], ['2, k, 24', [0.08258928, -0.04513086, 1.0]]]
[['2, k, 0', [-0.08136815, 0.007106745, 1.0]], ['2, k, 1', [-0.08111917, 0.306696, 1.0]], ['2, k, 2', [-0.08040327, 0.5968042, 1.0]], ['2, k, 3', [-0.07958592, 0.7285865, 1.0]], ['2, k, 4', [-0.2181512, 0.4795131, 1.0]], ['2, k, 5', [-0.3076495, 0.3279153, 1.0]], ['2, k, 6', [-0.286941, 0.1661112, 1.0]], ['2, k, 7', [-0.2931955, 0.1200236, 1.0]], ['2, k, 8', [0.07351143, 0.4789821, 1.0]], ['2, k, 9', [0.116092, 0.2284602, 1.0]], ['2, k, 10', [0.128045, 0.02790225, 1.0]], ['2, k, 11', [0.1172082, -0.03063963, 1.0]], ['2, k, 12', [-0.1488201, 0.006615383, 1.0]], ['2, k, 13', [-0.1715285, -0.2598194, 1.0]], ['2, k, 14', [-0.2102136, -0.5840508, 1.0]], ['2, k, 15', [-0.2164339, -0.6570154, 1.0]], ['2, k, 16', [-0.01178818, 0.007228678, 1.0]], ['2, k, 17', [-0.02279876, -0.2630475, 1.0]], ['2, k, 18', [-0.01194553, -0.570753, 1.0]], ['2, k, 19', [-0.006190956, -0.6488968, 1.0]], ['2, k, 20', [-0.08068045, 0.5256178, 1.0]], ['2, k, 21', [-0.2937931, 0.07249516, 1.0]], ['2, k, 22', [-0.2524276, 0.117438, 1.0]], ['2, k, 23', [0.1089588, -0.1019929, 1.0]], ['2, k, 24', [0.08434608, -0.05574202, 1.0]]]
[['2, k, 0', [-0.08210813, 0.004926118, 1.0]], ['2, k, 1', [-0.08116414, 0.3054062, 1.0]], ['2, k, 2', [-0.08003132, 0.5961803, 1.0]], ['2, k, 3', [-0.07952991, 0.7284714, 1.0]], ['2, k, 4', [-0.2212968, 0.4739274, 1.0]], ['2, k, 5', [-0.2930992, 0.2946102, 1.0]], ['2, k, 6', [-0.292709, 0.1393305, 1.0]], ['2, k, 7', [-0.2889054, 0.07321037, 1.0]], ['2, k, 8', [0.07369766, 0.4786457, 1.0]], ['2, k, 9', [0.1161649, 0.228334, 1.0]], ['2, k, 10', [0.1277789, 0.02775783, 1.0]], ['2, k, 11', [0.1184591, -0.01639413, 1.0]], ['2, k, 12', [-0.1494146, 0.004499496, 1.0]], ['2, k, 13', [-0.1711609, -0.2598383, 1.0]], ['2, k, 14', [-0.2102704, -0.5833825, 1.0]], ['2, k, 15', [-0.2166689, -0.659049, 1.0]], ['2, k, 16', [-0.01267152, 0.00509493, 1.0]], ['2, k, 17', [-0.02224899, -0.2646335, 1.0]], ['2, k, 18', [-0.01194858, -0.5707515, 1.0]], ['2, k, 19', [-0.007092725, -0.649492, 1.0]], ['2, k, 20', [-0.08040225, 0.5248493, 1.0]], ['2, k, 21', [-0.2842869, 0.028133, 1.0]], ['2, k, 22', [-0.2510785, 0.06779228, 1.0]], ['2, k, 23', [0.1153244, -0.0846524, 1.0]], ['2, k, 24', [0.082328, -0.01876944, 1.0]]]
[['2, k, 0', [-0.08198585, 0.003943994, 1.0]], ['2, k, 1', [-0.08111328, 0.3047122, 1.0]], ['2, k, 2', [-0.08002026, 0.5958758, 1.0]], ['2, k, 3', [-0.07969619, 0.7286719, 1.0]], ['2, k, 4', [-0.2238122, 0.4711937, 1.0]], ['2, k, 5', [-0.289669, 0.285949, 1.0]], ['2, k, 6', [-0.2894976, 0.1055126, 1.0]], ['2, k, 7', [-0.2857014, 0.03540704, 1.0]], ['2, k, 8', [0.07368443, 0.4786352, 1.0]], ['2, k, 9', [0.1162117, 0.2283284, 1.0]], ['2, k, 10', [0.1270376, 0.02769603, 1.0]], ['2, k, 11', [0.1187237, -0.01656884, 1.0]], ['2, k, 12', [-0.1492626, 0.003283303, 1.0]], ['2, k, 13', [-0.1711729, -0.2597767, 1.0]], ['2, k, 14', [-0.2101891, -0.5826895, 1.0]], ['2, k, 15', [-0.2169919, -0.6555169, 1.0]], ['2, k, 16', [-0.01258703, 0.004362286, 1.0]], ['2, k, 17', [-0.02198547, -0.2646237, 1.0]], ['2, k, 18', [-0.01198311, -0.5709018, 1.0]], ['2, k, 19', [-0.004954983, -0.649682, 1.0]], ['2, k, 20', [-0.08037915, 0.5244381, 1.0]], ['2, k, 21', [-0.283113, -0.01642811, 1.0]], ['2, k, 22', [-0.2493801, 0.01309852, 1.0]], ['2, k, 23', [0.1065455, -0.08619995, 1.0]], ['2, k, 24', [0.08379756, -0.02975724, 1.0]]]
[['2, k, 0', [-0.08198344, 0.002407947, 1.0]], ['2, k, 1', [-0.08129939, 0.3033778, 1.0]], ['2, k, 2', [-0.08040614, 0.5949315, 1.0]], ['2, k, 3', [-0.07964665, 0.7284204, 1.0]], ['2, k, 4', [-0.2245504, 0.4697539, 1.0]], ['2, k, 5', [-0.2861271, 0.2785904, 1.0]], ['2, k, 6', [-0.2791084, 0.08018515, 1.0]], ['2, k, 7', [-0.2819398, 0.00872854, 1.0]], ['2, k, 8', [0.07370277, 0.4782084, 1.0]], ['2, k, 9', [0.1161753, 0.2282937, 1.0]], ['2, k, 10', [0.1266646, 0.02765326, 1.0]], ['2, k, 11', [0.1191344, -0.01616101, 1.0]], ['2, k, 12', [-0.1491832, 0.001469386, 1.0]], ['2, k, 13', [-0.1709586, -0.2599955, 1.0]], ['2, k, 14', [-0.2099738, -0.581467, 1.0]], ['2, k, 15', [-0.2176444, -0.653909, 1.0]], ['2, k, 16', [-0.01266096, 0.003130991, 1.0]], ['2, k, 17', [-0.02163754, -0.2648614, 1.0]], ['2, k, 18', [-0.01210072, -0.5709908, 1.0]], ['2, k, 19', [-0.004886816, -0.6491917, 1.0]], ['2, k, 20', [-0.08070477, 0.5233649, 1.0]], ['2, k, 21', [-0.2844386, -0.04999937, 1.0]], ['2, k, 22', [-0.2429983, 0.004956579, 1.0]], ['2, k, 23', [0.1106945, -0.08779918, 1.0]], ['2, k, 24', [0.08223295, -0.02590182, 1.0]]]
[['2, k, 0', [-0.08172818, 0.0008338774, 1.0]], ['2, k, 1', [-0.08149829, 0.3021777, 1.0]], ['2, k, 2', [-0.0810293, 0.5941814, 1.0]], ['2, k, 3', [-0.07986473, 0.728356, 1.0]], ['2, k, 4', [-0.2254036, 0.468582, 1.0]], ['2, k, 5', [-0.2855835, 0.2700571, 1.0]], ['2, k, 6', [-0.2772386, 0.07063346, 1.0]], ['2, k, 7', [-0.2777827, -0.003515405, 1.0]], ['2, k, 8', [0.07355517, 0.4778513, 1.0]], ['2, k, 9', [0.1160546, 0.2281439, 1.0]], ['2, k, 10', [0.1265652, 0.02750527, 1.0]], ['2, k, 11', [0.1192051, -0.01799313, 1.0]], ['2, k, 12', [-0.1489377, -0.0005763213, 1.0]], ['2, k, 13', [-0.1708562, -0.2599647, 1.0]], ['2, k, 14', [-0.2099117, -0.5813302, 1.0]], ['2, k, 15', [-0.2179238, -0.6537796, 1.0]], ['2, k, 16', [-0.0124273, 0.00203666, 1.0]], ['2, k, 17', [-0.0216476, -0.2653856, 1.0]], ['2, k, 18', [-0.01179632, -0.5691316, 1.0]], ['2, k, 19', [-0.004273231, -0.6487362, 1.0]], ['2, k, 20', [-0.08121339, 0.5224859, 1.0]], ['2, k, 21', [-0.2768657, -0.06276475, 1.0]], ['2, k, 22', [-0.2443289, -0.01554663, 1.0]], ['2, k, 23', [0.1142577, -0.08680581, 1.0]], ['2, k, 24', [0.08304124, -0.01855485, 1.0]]]
[['2, k, 0', [-0.0815364, 2.468188e-05, 1.0]], ['2, k, 1', [-0.08151855, 0.3016834, 1.0]], ['2, k, 2', [-0.08126999, 0.5941034, 1.0]], ['2, k, 3', [-0.08008242, 0.7286039, 1.0]], ['2, k, 4', [-0.225675, 0.4685059, 1.0]], ['2, k, 5', [-0.2858838, 0.2619295, 1.0]], ['2, k, 6', [-0.2753269, 0.05690283, 1.0]], ['2, k, 7', [-0.2754911, -0.01008063, 1.0]], ['2, k, 8', [0.07328427, 0.4773985, 1.0]], ['2, k, 9', [0.1157761, 0.2282669, 1.0]], ['2, k, 10', [0.126159, 0.02761523, 1.0]], ['2, k, 11', [0.1189461, -0.01735296, 1.0]], ['2, k, 12', [-0.1487164, -0.001482985, 1.0]], ['2, k, 13', [-0.170475, -0.2604786, 1.0]], ['2, k, 14', [-0.209943, -0.5812206, 1.0]], ['2, k, 15', [-0.2184619, -0.6541913, 1.0]], ['2, k, 16', [-0.01227538, 0.001376097, 1.0]], ['2, k, 17', [-0.02136023, -0.2658329, 1.0]], ['2, k, 18', [-0.01157398, -0.5689347, 1.0]], ['2, k, 19', [-0.00447087, -0.6482251, 1.0]], ['2, k, 20', [-0.08139039, 0.5222776, 1.0]], ['2, k, 21', [-0.2731602, -0.07995224, 1.0]], ['2, k, 22', [-0.2385444, -0.01234567, 1.0]], ['2, k, 23', [0.1096138, -0.08711852, 1.0]], ['2, k, 24', [0.08349185, -0.02733816, 1.0]]]
[['2, k, 0', [-0.08144921, -0.0007883443, 1.0]], ['2, k, 1', [-0.08161976, 0.3008972, 1.0]], ['2, k, 2', [-0.08156763, 0.5934963, 1.0]], ['2, k, 3', [-0.08065964, 0.7285935, 1.0]], ['2, k, 4', [-0.2266973, 0.4674609, 1.0]], ['2, k, 5', [-0.2849447, 0.2510898, 1.0]], ['2, k, 6', [-0.2729752, 0.04639151, 1.0]], ['2, k, 7', [-0.2745511, -0.02229688, 1.0]], ['2, k, 8', [0.07312871, 0.4773963, 1.0]], ['2, k, 9', [0.1154608, 0.228175, 1.0]], ['2, k, 10', [0.1260248, 0.02752982, 1.0]], ['2, k, 11', [0.1184249, -0.0161092, 1.0]], ['2, k, 12', [-0.1486269, -0.002495901, 1.0]], ['2, k, 13', [-0.1703189, -0.2604677, 1.0]], ['2, k, 14', [-0.2096726, -0.5807747, 1.0]], ['2, k, 15', [-0.218251, -0.6525669, 1.0]], ['2, k, 16', [-0.01219985, 0.0007866667, 1.0]], ['2, k, 17', [-0.02134754, -0.2658364, 1.0]], ['2, k, 18', [-0.01158509, -0.5688897, 1.0]], ['2, k, 19', [-0.004569841, -0.6480683, 1.0]], ['2, k, 20', [-0.08163809, 0.5216077, 1.0]], ['2, k, 21', [-0.273558, -0.09515142, 1.0]], ['2, k, 22', [-0.2406683, -0.01480695, 1.0]], ['2, k, 23', [0.1092374, -0.08582405, 1.0]], ['2, k, 24', [0.08409046, -0.0158, 1.0]]]
[['2, k, 0', [-0.08168244, -0.001554688, 1.0]], ['2, k, 1', [-0.0818162, 0.3004501, 1.0]], ['2, k, 2', [-0.08172629, 0.5934512, 1.0]], ['2, k, 3', [-0.08099127, 0.7287752, 1.0]], ['2, k, 4', [-0.2302722, 0.4659684, 1.0]], ['2, k, 5', [-0.2830138, 0.2335576, 1.0]], ['2, k, 6', [-0.284178, 0.03286329, 1.0]], ['2, k, 7', [-0.2826763, -0.0341767, 1.0]], ['2, k, 8', [0.07255305, 0.4768637, 1.0]], ['2, k, 9', [0.1148199, 0.2281674, 1.0]], ['2, k, 10', [0.1251746, 0.02750271, 1.0]], ['2, k, 11', [0.1183222, -0.01563903, 1.0]], ['2, k, 12', [-0.1488587, -0.003267646, 1.0]], ['2, k, 13', [-0.1700296, -0.2608005, 1.0]], ['2, k, 14', [-0.2096781, -0.579355, 1.0]], ['2, k, 15', [-0.2184457, -0.6527644, 1.0]], ['2, k, 16', [-0.01243431, 5.984256e-05, 1.0]], ['2, k, 17', [-0.02104091, -0.2663363, 1.0]], ['2, k, 18', [-0.01175113, -0.569327, 1.0]], ['2, k, 19', [-0.004773031, -0.6495425, 1.0]], ['2, k, 20', [-0.0818067, 0.5214463, 1.0]], ['2, k, 21', [-0.2867348, -0.1025175, 1.0]], ['2, k, 22', [-0.2436763, -0.01867844, 1.0]], ['2, k, 23', [0.1104291, -0.08658653, 1.0]], ['2, k, 24', [0.08380288, -0.03640721, 1.0]]]
[['2, k, 0', [-0.08463623, -0.003320767, 1.0]], ['2, k, 1', [-0.08401505, 0.2991318, 1.0]], ['2, k, 2', [-0.08324402, 0.592774, 1.0]], ['2, k, 3', [-0.0829336, 0.7284253, 1.0]], ['2, k, 4', [-0.2349874, 0.4650365, 1.0]], ['2, k, 5', [-0.2877573, 0.2272129, 1.0]], ['2, k, 6', [-0.2930784, 0.0263065, 1.0]], ['2, k, 7', [-0.2938992, -0.02932603, 1.0]], ['2, k, 8', [0.07143827, 0.4763144, 1.0]], ['2, k, 9', [0.1142089, 0.2266875, 1.0]], ['2, k, 10', [0.1236287, 0.02598603, 1.0]], ['2, k, 11', [0.1188748, -0.01993913, 1.0]], ['2, k, 12', [-0.1517713, -0.004718229, 1.0]], ['2, k, 13', [-0.1698582, -0.2605435, 1.0]], ['2, k, 14', [-0.2097737, -0.5791159, 1.0]], ['2, k, 15', [-0.2184263, -0.6521531, 1.0]], ['2, k, 16', [-0.01534297, -0.001932299, 1.0]], ['2, k, 17', [-0.02135039, -0.2676924, 1.0]], ['2, k, 18', [-0.0122175, -0.5700338, 1.0]], ['2, k, 19', [-0.006108355, -0.6507124, 1.0]], ['2, k, 20', [-0.08348522, 0.5205963, 1.0]], ['2, k, 21', [-0.3007648, -0.09808109, 1.0]], ['2, k, 22', [-0.2530567, -0.03080825, 1.0]], ['2, k, 23', [0.1121309, -0.08688554, 1.0]], ['2, k, 24', [0.08461852, -0.02448007, 1.0]]]
[['2, k, 0', [-0.08522758, -0.003634094, 1.0]], ['2, k, 1', [-0.08469725, 0.2987764, 1.0]], ['2, k, 2', [-0.08396535, 0.5924605, 1.0]], ['2, k, 3', [-0.08363796, 0.7282819, 1.0]], ['2, k, 4', [-0.2369983, 0.4642429, 1.0]], ['2, k, 5', [-0.2899964, 0.2254276, 1.0]], ['2, k, 6', [-0.2950742, 0.02282614, 1.0]], ['2, k, 7', [-0.2949464, -0.0281502, 1.0]], ['2, k, 8', [0.07080311, 0.4762105, 1.0]], ['2, k, 9', [0.1140331, 0.2264272, 1.0]], ['2, k, 10', [0.1234644, 0.02572408, 1.0]], ['2, k, 11', [0.1195822, -0.01918109, 1.0]], ['2, k, 12', [-0.1524518, -0.005032167, 1.0]], ['2, k, 13', [-0.1698004, -0.2608075, 1.0]], ['2, k, 14', [-0.2101692, -0.5811388, 1.0]], ['2, k, 15', [-0.2188925, -0.6525627, 1.0]], ['2, k, 16', [-0.0158623, -0.002233899, 1.0]], ['2, k, 17', [-0.02136196, -0.2682331, 1.0]], ['2, k, 18', [-0.01208105, -0.5701733, 1.0]], ['2, k, 19', [-0.006080042, -0.6507326, 1.0]], ['2, k, 20', [-0.08420347, 0.5202634, 1.0]], ['2, k, 21', [-0.299915, -0.09807552, 1.0]], ['2, k, 22', [-0.2535739, -0.03299242, 1.0]], ['2, k, 23', [0.110942, -0.0865816, 1.0]], ['2, k, 24', [0.08603707, -0.006403232, 1.0]]]
[['2, k, 0', [-0.08569936, -0.003916148, 1.0]], ['2, k, 1', [-0.08498253, 0.298385, 1.0]], ['2, k, 2', [-0.08407795, 0.5920216, 1.0]], ['2, k, 3', [-0.08414984, 0.7285797, 1.0]], ['2, k, 4', [-0.2383215, 0.4640779, 1.0]], ['2, k, 5', [-0.2904083, 0.2241105, 1.0]], ['2, k, 6', [-0.2950508, 0.0210673, 1.0]], ['2, k, 7', [-0.2953598, -0.03142503, 1.0]], ['2, k, 8', [0.07074878, 0.4759515, 1.0]], ['2, k, 9', [0.1138991, 0.2262644, 1.0]], ['2, k, 10', [0.1231436, 0.02556348, 1.0]], ['2, k, 11', [0.1181296, -0.02195288, 1.0]], ['2, k, 12', [-0.1528194, -0.005339699, 1.0]], ['2, k, 13', [-0.1696976, -0.2609046, 1.0]], ['2, k, 14', [-0.2102183, -0.5803826, 1.0]], ['2, k, 15', [-0.2194426, -0.6525351, 1.0]], ['2, k, 16', [-0.0164788, -0.002451928, 1.0]], ['2, k, 17', [-0.02102691, -0.2688884, 1.0]], ['2, k, 18', [-0.01196027, -0.5710986, 1.0]], ['2, k, 19', [-0.006026376, -0.6506806, 1.0]], ['2, k, 20', [-0.08435771, 0.5198318, 1.0]], ['2, k, 21', [-0.3067237, -0.105153, 1.0]], ['2, k, 22', [-0.253124, -0.02998623, 1.0]], ['2, k, 23', [0.1121285, -0.08689947, 1.0]], ['2, k, 24', [0.0822513, -0.03378635, 1.0]]]
[['2, k, 0', [-0.08608213, -0.004051727, 1.0]], ['2, k, 1', [-0.08506258, 0.298161, 1.0]], ['2, k, 2', [-0.08393839, 0.5917292, 1.0]], ['2, k, 3', [-0.08434524, 0.7285993, 1.0]], ['2, k, 4', [-0.2390928, 0.4640462, 1.0]], ['2, k, 5', [-0.2904379, 0.224094, 1.0]], ['2, k, 6', [-0.2950385, 0.02033921, 1.0]], ['2, k, 7', [-0.2947429, -0.03261999, 1.0]], ['2, k, 8', [0.07053608, 0.4759173, 1.0]], ['2, k, 9', [0.1136983, 0.2260601, 1.0]], ['2, k, 10', [0.1227196, 0.02536908, 1.0]], ['2, k, 11', [0.1192281, -0.02012688, 1.0]], ['2, k, 12', [-0.1532109, -0.005497902, 1.0]], ['2, k, 13', [-0.1699153, -0.2623812, 1.0]], ['2, k, 14', [-0.2104368, -0.58017, 1.0]], ['2, k, 15', [-0.2196794, -0.6526756, 1.0]], ['2, k, 16', [-0.01682026, -0.002546821, 1.0]], ['2, k, 17', [-0.02139783, -0.269117, 1.0]], ['2, k, 18', [-0.0118482, -0.5710966, 1.0]], ['2, k, 19', [-0.005705875, -0.6500312, 1.0]], ['2, k, 20', [-0.08427399, 0.5195612, 1.0]], ['2, k, 21', [-0.3101922, -0.1053902, 1.0]], ['2, k, 22', [-0.2545755, -0.04223272, 1.0]], ['2, k, 23', [0.1082617, -0.08671718, 1.0]], ['2, k, 24', [0.08149743, -0.02692024, 1.0]]]
