[['2, k, 0', [0.3215052, -0.1944784, 1.0]], ['2, k, 1', [0.3454711, 0.08908043, 1.0]], ['2, k, 2', [0.3674488, 0.3650023, 1.0]], ['2, k, 3', [0.3708256, 0.5011445, 1.0]], ['2, k, 4', [0.1976009, 0.2544083, 1.0]], ['2, k, 5', [0.09492137, 0.06005344, 1.0]], ['2, k, 6', [0.01609663, -0.1176931, 1.0]], ['2, k, 7', [-0.01611795, -0.1763823, 1.0]], ['2, k, 8', [0.5257646, 0.2448555, 1.0]], ['2, k, 9', [0.5886514, -0.03127953, 1.0]], ['2, k, 10', [0.6231673, -0.2534695, 1.0]], ['2, k, 11', [0.6271158, -0.3177761, 1.0]], ['2, k, 12', [0.2303289, -0.1881164, 1.0]], ['2, k, 13', [0.1140026, -0.2651818, 1.0]], ['2, k, 14', [0.1098049, -0.6406077, 1.0]], ['2, k, 15', [0.05918169, -0.6980273, 1.0]], ['2, k, 16', [0.4048895, -0.1966343, 1.0]], ['2, k, 17', [0.3964148, -0.2813733, 1.0]], ['2, k, 18', [0.3734657, -0.6529247, 1.0]], ['2, k, 19', [0.3863217, -0.7076529, 1.0]], ['2, k, 20', [0.3621675, 0.2968564, 1.0]], ['2, k, 21', [-0.05846125, -0.2417938, 1.0]], ['2, k, 22', [0.02396884, -0.1977949, 1.0]], ['2, k, 23', [0.6432725, -0.3922793, 1.0]], ['2, k, 24', [0.6425418, -0.291283, 1.0]]]
[['2, k, 0', [0.3155336, -0.1771474, 1.0]], ['2, k, 1', [0.3393795, 0.1010114, 1.0]], ['2, k, 2', [0.3629747, 0.371812, 1.0]], ['2, k, 3', [0.3653556, 0.5068715, 1.0]], ['2, k, 4', [0.2104534, 0.2823444, 1.0]], ['2, k, 5', [0.07438684, 0.2916783, 1.0]], ['2, k, 6', [-0.02191129, 0.307974, 1.0]], ['2, k, 7', [-0.05626437, 0.3288752, 1.0]], ['2, k, 8', [0.5243343, 0.25826, 1.0]], ['2, k, 9', [0.588761, -0.008727199, 1.0]], ['2, k, 10', [0.5926565, -0.239097, 1.0]], ['2, k, 11', [0.5887714, -0.2836867, 1.0]], ['2, k, 12', [0.2258165, -0.1694836, 1.0]], ['2, k, 13', [0.1173682, -0.2598324, 1.0]], ['2, k, 14', [0.1121455, -0.635555, 1.0]], ['2, k, 15', [0.06962408, -0.6935685, 1.0]], ['2, k, 16', [0.3978779, -0.1809591, 1.0]], ['2, k, 17', [0.3978472, -0.2751128, 1.0]], ['2, k, 18', [0.3745019, -0.6464424, 1.0]], ['2, k, 19', [0.3834121, -0.7079459, 1.0]], ['2, k, 20', [0.3571919, 0.3049524, 1.0]], ['2, k, 21', [-0.09650441, 0.3475153, 1.0]], ['2, k, 22', [-0.02017422, 0.3306628, 1.0]], ['2, k, 23', [0.5975865, -0.3766749, 1.0]], ['2, k, 24', [0.6193109, -0.276803, 1.0]]]
[['2, k, 0', [0.3164658, -0.1785379, 1.0]], ['2, k, 1', [0.3402894, 0.1006029, 1.0]], ['2, k, 2', [0.3637946, 0.3719779, 1.0]], ['2, k, 3', [0.3664967, 0.5066258, 1.0]], ['2, k, 4', [0.2093288, 0.2755735, 1.0]], ['2, k, 5', [0.06713314, 0.2375243, 1.0]], ['2, k, 6', [-0.01775024, 0.2287427, 1.0]], ['2, k, 7', [-0.05753088, 0.2333189, 1.0]], ['2, k, 8', [0.5256394, 0.2566952, 1.0]], ['2, k, 9', [0.5892532, -0.009865039, 1.0]], ['2, k, 10', [0.592603, -0.239075, 1.0]], ['2, k, 11', [0.5879962, -0.2817489, 1.0]], ['2, k, 12', [0.2259847, -0.1709599, 1.0]], ['2, k, 13', [0.1167546, -0.2602978, 1.0]], ['2, k, 14', [0.1119488, -0.6358688, 1.0]], ['2, k, 15', [0.06757656, -0.6950817, 1.0]], ['2, k, 16', [0.3997549, -0.1821206, 1.0]], ['2, k, 17', [0.3979412, -0.2762713, 1.0]], ['2, k, 18', [0.3744541, -0.6475672, 1.0]], ['2, k, 19', [0.383417, -0.7079119, 1.0]], ['2, k, 20', [0.3580375, 0.3049985, 1.0]], ['2, k, 21', [-0.08171786, 0.2398273, 1.0]], ['2, k, 22', [-0.03052859, 0.240563, 1.0]], ['2, k, 23', [0.5962819, -0.3744902, 1.0]], ['2, k, 24', [0.6223551, -0.2978923, 1.0]]]
[['2, k, 0', [0.3164798, -0.1791942, 1.0]], ['2, k, 1', [0.3405261, 0.1004106, 1.0]], ['2, k, 2', [0.364249, 0.37223, 1.0]], ['2, k, 3', [0.3683556, 0.5071959, 1.0]], ['2, k, 4', [0.2080828, 0.2737645, 1.0]], ['2, k, 5', [0.07177939, 0.1805648, 1.0]], ['2, k, 6', [-0.01448752, 0.1606734, 1.0]], ['2, k, 7', [-0.05436311, 0.145407, 1.0]], ['2, k, 8', [0.5272233, 0.2556096, 1.0]], ['2, k, 9', [0.5900052, -0.02017252, 1.0]], ['2, k, 10', [0.5929208, -0.2442377, 1.0]], ['2, k, 11', [0.5910569, -0.2926947, 1.0]], ['2, k, 12', [0.225717, -0.1717868, 1.0]], ['2, k, 13', [0.116513, -0.2604261, 1.0]], ['2, k, 14', [0.111349, -0.6362001, 1.0]], ['2, k, 15', [0.0517063, -0.6939915, 1.0]], ['2, k, 16', [0.3999781, -0.1827186, 1.0]], ['2, k, 17', [0.3977739, -0.2762272, 1.0]], ['2, k, 18', [0.374378, -0.6475804, 1.0]], ['2, k, 19', [0.3834526, -0.7080022, 1.0]], ['2, k, 20', [0.3584356, 0.3051132, 1.0]], ['2, k, 21', [-0.0922486, 0.1422455, 1.0]], ['2, k, 22', [-0.04071465, 0.1545641, 1.0]], ['2, k, 23', [0.593846, -0.3800482, 1.0]], ['2, k, 24', [0.6252402, -0.2896887, 1.0]]]
[['2, k, 0', [0.3165381, -0.1812025, 1.0]], ['2, k, 1', [0.3406965, 0.09957128, 1.0]], ['2, k, 2', [0.3644041, 0.3718067, 1.0]], ['2, k, 3', [0.3690947, 0.5072945, 1.0]], ['2, k, 4', [0.2052455, 0.2713672, 1.0]], ['2, k, 5', [0.07758236, 0.1566093, 1.0]], ['2, k, 6', [-0.008872232, 0.08030853, 1.0]], ['2, k, 7', [-0.05792408, 0.05347591, 1.0]], ['2, k, 8', [0.5274067, 0.255111, 1.0]], ['2, k, 9', [0.5899001, -0.01968942, 1.0]], ['2, k, 10', [0.5929523, -0.2473337, 1.0]], ['2, k, 11', [0.5914132, -0.2931616, 1.0]], ['2, k, 12', [0.225466, -0.1743525, 1.0]], ['2, k, 13', [0.1166768, -0.2601908, 1.0]], ['2, k, 14', [0.1118186, -0.6361127, 1.0]], ['2, k, 15', [0.05303295, -0.6930975, 1.0]], ['2, k, 16', [0.4001715, -0.1840812, 1.0]], ['2, k, 17', [0.3980509, -0.2762184, 1.0]], ['2, k, 18', [0.3744073, -0.6475151, 1.0]], ['2, k, 19', [0.3832613, -0.7063982, 1.0]], ['2, k, 20', [0.3586344, 0.304561, 1.0]], ['2, k, 21', [-0.1110438, 0.03203866, 1.0]], ['2, k, 22', [-0.08200238, 0.05980902, 1.0]], ['2, k, 23', [0.5954263, -0.3773992, 1.0]], ['2, k, 24', [0.6227261, -0.2878166, 1.0]]]
[['2, k, 0', [0.3181012, -0.1829536, 1.0]], ['2, k, 1', [0.3413125, 0.09807896, 1.0]], ['2, k, 2', [0.3638305, 0.3709008, 1.0]], ['2, k, 3', [0.3692627, 0.506416, 1.0]], ['2, k, 4', [0.2013388, 0.2667083, 1.0]], ['2, k, 5', [0.07655586, 0.102507, 1.0]], ['2, k, 6', [-0.01178467, 0.01510419, 1.0]], ['2, k, 7', [-0.05347388, -0.02797555, 1.0]], ['2, k, 8', [0.5274, 0.2549114, 1.0]], ['2, k, 9', [0.5898048, -0.0192358, 1.0]], ['2, k, 10', [0.5930437, -0.2485231, 1.0]], ['2, k, 11', [0.5921333, -0.2969301, 1.0]], ['2, k, 12', [0.226967, -0.176909, 1.0]], ['2, k, 13', [0.1154305, -0.2609731, 1.0]], ['2, k, 14', [0.1120498, -0.6367394, 1.0]], ['2, k, 15', [0.05384494, -0.6949964, 1.0]], ['2, k, 16', [0.4016072, -0.1850696, 1.0]], ['2, k, 17', [0.3978348, -0.2764651, 1.0]], ['2, k, 18', [0.3746722, -0.6477204, 1.0]], ['2, k, 19', [0.3823993, -0.7093225, 1.0]], ['2, k, 20', [0.3583947, 0.3035394, 1.0]], ['2, k, 21', [-0.1116475, -0.07449383, 1.0]], ['2, k, 22', [-0.02787213, -0.05487434, 1.0]], ['2, k, 23', [0.5958813, -0.3796135, 1.0]], ['2, k, 24', [0.627723, -0.3033901, 1.0]]]
[['2, k, 0', [0.3192486, -0.1842065, 1.0]], ['2, k, 1', [0.3419025, 0.0967259, 1.0]], ['2, k, 2', [0.3632773, 0.3697313, 1.0]], ['2, k, 3', [0.3689083, 0.5060971, 1.0]], ['2, k, 4', [0.1981507, 0.2633473, 1.0]], ['2, k, 5', [0.08241767, 0.08910602, 1.0]], ['2, k, 6', [-0.01617527, -0.07467405, 1.0]], ['2, k, 7', [-0.04554665, -0.1153279, 1.0]], ['2, k, 8', [0.5274447, 0.2546658, 1.0]], ['2, k, 9', [0.5897703, -0.01885578, 1.0]], ['2, k, 10', [0.5930433, -0.2501272, 1.0]], ['2, k, 11', [0.5910378, -0.2936577, 1.0]], ['2, k, 12', [0.2280229, -0.1785333, 1.0]], ['2, k, 13', [0.115058, -0.2614623, 1.0]], ['2, k, 14', [0.1119164, -0.6369999, 1.0]], ['2, k, 15', [0.05326365, -0.6961151, 1.0]], ['2, k, 16', [0.4027318, -0.1858382, 1.0]], ['2, k, 17', [0.3975141, -0.2771955, 1.0]], ['2, k, 18', [0.3745533, -0.6485817, 1.0]], ['2, k, 19', [0.383468, -0.7098986, 1.0]], ['2, k, 20', [0.3582163, 0.3023227, 1.0]], ['2, k, 21', [-0.1069601, -0.1734349, 1.0]], ['2, k, 22', [-0.01212948, -0.1407591, 1.0]], ['2, k, 23', [0.5915063, -0.3773867, 1.0]], ['2, k, 24', [0.6222209, -0.2920079, 1.0]]]
[['2, k, 0', [0.3202212, -0.1858185, 1.0]], ['2, k, 1', [0.3418193, 0.09516598, 1.0]], ['2, k, 2', [0.3613859, 0.3683911, 1.0]], ['2, k, 3', [0.367422, 0.5052783, 1.0]], ['2, k, 4', [0.1931778, 0.2591602, 1.0]], ['2, k, 5', [0.08538039, 0.04315355, 1.0]], ['2, k, 6', [0.01303351, -0.1196559, 1.0]], ['2, k, 7', [-0.02487933, -0.1798279, 1.0]], ['2, k, 8', [0.5272145, 0.2540972, 1.0]], ['2, k, 9', [0.5896178, -0.01714857, 1.0]], ['2, k, 10', [0.5930433, -0.2501325, 1.0]], ['2, k, 11', [0.5910804, -0.2951487, 1.0]], ['2, k, 12', [0.2289528, -0.1805832, 1.0]], ['2, k, 13', [0.1146704, -0.2618191, 1.0]], ['2, k, 14', [0.1106312, -0.6371696, 1.0]], ['2, k, 15', [0.0517652, -0.6976279, 1.0]], ['2, k, 16', [0.4036693, -0.1869514, 1.0]], ['2, k, 17', [0.3972968, -0.2779499, 1.0]], ['2, k, 18', [0.3812309, -0.6508442, 1.0]], ['2, k, 19', [0.3830239, -0.7101876, 1.0]], ['2, k, 20', [0.3568771, 0.3009189, 1.0]], ['2, k, 21', [-0.0770942, -0.2465073, 1.0]], ['2, k, 22', [0.01180511, -0.2102562, 1.0]], ['2, k, 23', [0.5940766, -0.3781839, 1.0]], ['2, k, 24', [0.6217952, -0.2852458, 1.0]]]
[['2, k, 0', [0.3199361, -0.1880153, 1.0]], ['2, k, 1', [0.3410167, 0.09335317, 1.0]], ['2, k, 2', [0.35966, 0.3668832, 1.0]], ['2, k, 3', [0.3664854, 0.5038902, 1.0]], ['2, k, 4', [0.19065, 0.2559386, 1.0]], ['2, k, 5', [0.09622676, 0.02186765, 1.0]], ['2, k, 6', [0.01504776, -0.1984212, 1.0]], ['2, k, 7', [-0.007349045, -0.2421636, 1.0]], ['2, k, 8', [0.5265283, 0.2533655, 1.0]], ['2, k, 9', [0.5894898, -0.01660117, 1.0]], ['2, k, 10', [0.5931408, -0.2501571, 1.0]], ['2, k, 11', [0.5919318, -0.29465, 1.0]], ['2, k, 12', [0.2286022, -0.1824863, 1.0]], ['2, k, 13', [0.1148243, -0.2616418, 1.0]], ['2, k, 14', [0.1094406, -0.6373036, 1.0]], ['2, k, 15', [0.05829271, -0.6955358, 1.0]], ['2, k, 16', [0.40347, -0.1893049, 1.0]], ['2, k, 17', [0.3972336, -0.2777246, 1.0]], ['2, k, 18', [0.37887, -0.6503699, 1.0]], ['2, k, 19', [0.3826697, -0.7099333, 1.0]], ['2, k, 20', [0.3553989, 0.2993121, 1.0]], ['2, k, 21', [-0.0509956, -0.313377, 1.0]], ['2, k, 22', [0.03178591, -0.2723624, 1.0]], ['2, k, 23', [0.5921015, -0.3777658, 1.0]], ['2, k, 24', [0.626639, -0.3041365, 1.0]]]
[['2, k, 0', [0.3193988, -0.1883715, 1.0]], ['2, k, 1', [0.3399003, 0.09291628, 1.0]], ['2, k, 2', [0.3580089, 0.3667735, 1.0]], ['2, k, 3', [0.365715, 0.5036302, 1.0]], ['2, k, 4', [0.1920736, 0.2575454, 1.0]], ['2, k, 5', [0.1049707, -0.007420755, 1.0]], ['2, k, 6', [0.04550527, -0.1939589, 1.0]], ['2, k, 7', [0.01466289, -0.2661399, 1.0]], ['2, k, 8', [0.525758, 0.2532123, 1.0]], ['2, k, 9', [0.5897707, -0.01498314, 1.0]], ['2, k, 10', [0.5933201, -0.251285, 1.0]], ['2, k, 11', [0.5917986, -0.2864266, 1.0]], ['2, k, 12', [0.2282073, -0.1825523, 1.0]], ['2, k, 13', [0.1151248, -0.2619171, 1.0]], ['2, k, 14', [0.1097033, -0.637508, 1.0]], ['2, k, 15', [0.05814102, -0.6959335, 1.0]], ['2, k, 16', [0.4027065, -0.1900714, 1.0]], ['2, k, 17', [0.3972276, -0.277623, 1.0]], ['2, k, 18', [0.3779193, -0.6501441, 1.0]], ['2, k, 19', [0.3826984, -0.7099465, 1.0]], ['2, k, 20', [0.3538365, 0.2991169, 1.0]], ['2, k, 21', [-0.01150845, -0.3475856, 1.0]], ['2, k, 22', [0.0410915, -0.2754997, 1.0]], ['2, k, 23', [0.6072201, -0.3327488, 1.0]], ['2, k, 24', [0.6273866, -0.3077464, 1.0]]]
[['2, k, 0', [0.3188826, -0.1896522, 1.0]], ['2, k, 1', [0.339278, 0.09208942, 1.0]], ['2, k, 2', [0.3569036, 0.3662423, 1.0]], ['2, k, 3', [0.364336, 0.5034098, 1.0]], ['2, k, 4', [0.192766, 0.2582671, 1.0]], ['2, k, 5', [0.1127505, -0.01146197, 1.0]], ['2, k, 6', [0.05779385, -0.2084919, 1.0]], ['2, k, 7', [0.03065454, -0.2771806, 1.0]], ['2, k, 8', [0.5246625, 0.2529158, 1.0]], ['2, k, 9', [0.5897776, -0.01505914, 1.0]], ['2, k, 10', [0.5935156, -0.251594, 1.0]], ['2, k, 11', [0.5919462, -0.294857, 1.0]], ['2, k, 12', [0.2278365, -0.1833316, 1.0]], ['2, k, 13', [0.115193, -0.2619113, 1.0]], ['2, k, 14', [0.1104599, -0.637455, 1.0]], ['2, k, 15', [0.05980778, -0.6963837, 1.0]], ['2, k, 16', [0.4020739, -0.1918134, 1.0]], ['2, k, 17', [0.397165, -0.276838, 1.0]], ['2, k, 18', [0.3768421, -0.649256, 1.0]], ['2, k, 19', [0.3824585, -0.7093296, 1.0]], ['2, k, 20', [0.3528437, 0.2984711, 1.0]], ['2, k, 21', [0.01563434, -0.345845, 1.0]], ['2, k, 22', [0.04184621, -0.3077962, 1.0]], ['2, k, 23', [0.5965421, -0.3764671, 1.0]], ['2, k, 24', [0.6248722, -0.2996822, 1.0]]]
[['2, k, 0', [0.3189124, -0.1913316, 1.0]], ['2, k, 1', [0.3388873, 0.09088092, 1.0]], ['2, k, 2', [0.3560752, 0.3652712, 1.0]], ['2, k, 3', [0.3618438, 0.5024298, 1.0]], ['2, k, 4', [0.1904418, 0.2549317, 1.0]], ['2, k, 5', [0.1187679, -0.01776414, 1.0]], ['2, k, 6', [0.06208001, -0.2161057, 1.0]], ['2, k, 7', [0.03312615, -0.3292555, 1.0]], ['2, k, 8', [0.5243022, 0.2528129, 1.0]], ['2, k, 9', [0.5894673, -0.01242647, 1.0]], ['2, k, 10', [0.5937274, -0.2511579, 1.0]], ['2, k, 11', [0.5928681, -0.2915553, 1.0]], ['2, k, 12', [0.2278481, -0.1853256, 1.0]], ['2, k, 13', [0.1152286, -0.2623429, 1.0]], ['2, k, 14', [0.1104793, -0.6377768, 1.0]], ['2, k, 15', [0.05865871, -0.6976231, 1.0]], ['2, k, 16', [0.4021321, -0.1930626, 1.0]], ['2, k, 17', [0.3978081, -0.277555, 1.0]], ['2, k, 18', [0.3762245, -0.6493976, 1.0]], ['2, k, 19', [0.3824249, -0.7095593, 1.0]], ['2, k, 20', [0.3521277, 0.2974419, 1.0]], ['2, k, 21', [0.030773, -0.3803375, 1.0]], ['2, k, 22', [0.04503117, -0.3350633, 1.0]], ['2, k, 23', [0.5919066, -0.3733707, 1.0]], ['2, k, 24', [0.6257261, -0.2971386, 1.0]]]
[['2, k, 0', [0.3187771, -0.1916542, 1.0]], ['2, k, 1', [0.3386168, 0.09059702, 1.0]], ['2, k, 2', [0.3557895, 0.3653036, 1.0]], ['2, k, 3', [0.3601714, 0.5023196, 1.0]], ['2, k, 4', [0.1920101, 0.2561231, 1.0]], ['2, k, 5', [0.1240061, -0.01869218, 1.0]], ['2, k, 6', [0.06674286, -0.2175029, 1.0]], ['2, k, 7', [0.04413516, -0.3085757, 1.0]], ['2, k, 8', [0.5240233, 0.2526468, 1.0]], ['2, k, 9', [0.5892714, -0.01078156, 1.0]], ['2, k, 10', [0.5940301, -0.2529404, 1.0]], ['2, k, 11', [0.5927469, -0.2939358, 1.0]], ['2, k, 12', [0.2277732, -0.1854488, 1.0]], ['2, k, 13', [0.1151535, -0.2626908, 1.0]], ['2, k, 14', [0.1103763, -0.6380332, 1.0]], ['2, k, 15', [0.05898963, -0.6977651, 1.0]], ['2, k, 16', [0.4019459, -0.1935907, 1.0]], ['2, k, 17', [0.3976713, -0.2772935, 1.0]], ['2, k, 18', [0.3759928, -0.6491069, 1.0]], ['2, k, 19', [0.3822325, -0.7094522, 1.0]], ['2, k, 20', [0.3518283, 0.2973991, 1.0]], ['2, k, 21', [0.04675404, -0.3198911, 1.0]], ['2, k, 22', [0.0538088, -0.3139466, 1.0]], ['2, k, 23', [0.5991902, -0.37934, 1.0]], ['2, k, 24', [0.6261272, -0.2998708, 1.0]]]
[['2, k, 0', [0.3195862, -0.1924389, 1.0]], ['2, k, 1', [0.3384182, 0.08994393, 1.0]], ['2, k, 2', [0.3547092, 0.3649313, 1.0]], ['2, k, 3', [0.3590997, 0.5021448, 1.0]], ['2, k, 4', [0.1898847, 0.2526274, 1.0]], ['2, k, 5', [0.1275458, -0.02082962, 1.0]], ['2, k, 6', [0.06684623, -0.2184724, 1.0]], ['2, k, 7', [0.04488953, -0.3094967, 1.0]], ['2, k, 8', [0.5236822, 0.252685, 1.0]], ['2, k, 9', [0.5896075, -0.009655357, 1.0]], ['2, k, 10', [0.5938733, -0.2534436, 1.0]], ['2, k, 11', [0.5921025, -0.2924966, 1.0]], ['2, k, 12', [0.2286592, -0.1865586, 1.0]], ['2, k, 13', [0.1147209, -0.2629564, 1.0]], ['2, k, 14', [0.1085005, -0.6388949, 1.0]], ['2, k, 15', [0.05558644, -0.6977618, 1.0]], ['2, k, 16', [0.4026609, -0.1940214, 1.0]], ['2, k, 17', [0.3975308, -0.2774259, 1.0]], ['2, k, 18', [0.3758861, -0.649275, 1.0]], ['2, k, 19', [0.3824704, -0.709347, 1.0]], ['2, k, 20', [0.3509743, 0.2969858, 1.0]], ['2, k, 21', [0.047504, -0.3207955, 1.0]], ['2, k, 22', [0.05455262, -0.3148278, 1.0]], ['2, k, 23', [0.5942624, -0.3811896, 1.0]], ['2, k, 24', [0.6265217, -0.3004085, 1.0]]]
[['2, k, 0', [0.3199691, -0.1927318, 1.0]], ['2, k, 1', [0.3387013, 0.08982051, 1.0]], ['2, k, 2', [0.3551274, 0.3652783, 1.0]], ['2, k, 3', [0.3582199, 0.5018413, 1.0]], ['2, k, 4', [0.1913672, 0.2529392, 1.0]], ['2, k, 5', [0.1310737, -0.02366912, 1.0]], ['2, k, 6', [0.06853215, -0.2205368, 1.0]], ['2, k, 7', [0.04665407, -0.3115587, 1.0]], ['2, k, 8', [0.5237508, 0.2525814, 1.0]], ['2, k, 9', [0.5900074, -0.009350868, 1.0]], ['2, k, 10', [0.5945111, -0.2482182, 1.0]], ['2, k, 11', [0.5923724, -0.2862035, 1.0]], ['2, k, 12', [0.2290147, -0.1869391, 1.0]], ['2, k, 13', [0.1141528, -0.264558, 1.0]], ['2, k, 14', [0.1075984, -0.6406169, 1.0]], ['2, k, 15', [0.04772849, -0.7016639, 1.0]], ['2, k, 16', [0.4030218, -0.1941285, 1.0]], ['2, k, 17', [0.3974408, -0.2778293, 1.0]], ['2, k, 18', [0.3758258, -0.6496451, 1.0]], ['2, k, 19', [0.3829272, -0.709024, 1.0]], ['2, k, 20', [0.3513238, 0.2972256, 1.0]], ['2, k, 21', [0.04926267, -0.3228512, 1.0]], ['2, k, 22', [0.05574944, -0.3164751, 1.0]], ['2, k, 23', [0.5998114, -0.3705856, 1.0]], ['2, k, 24', [0.6257557, -0.2749467, 1.0]]]
[['2, k, 0', [0.3200075, -0.1927972, 1.0]], ['2, k, 1', [0.3389377, 0.08975695, 1.0]], ['2, k, 2', [0.3557103, 0.3653001, 1.0]], ['2, k, 3', [0.3581429, 0.5017403, 1.0]], ['2, k, 4', [0.190304, 0.2515178, 1.0]], ['2, k, 5', [0.1303365, -0.02371181, 1.0]], ['2, k, 6', [0.06829035, -0.2187502, 1.0]], ['2, k, 7', [0.03832121, -0.3136436, 1.0]], ['2, k, 8', [0.5227547, 0.2534227, 1.0]], ['2, k, 9', [0.590221, -0.009008422, 1.0]], ['2, k, 10', [0.5941077, -0.2444888, 1.0]], ['2, k, 11', [0.5915683, -0.2854167, 1.0]], ['2, k, 12', [0.229039, -0.187062, 1.0]], ['2, k, 13', [0.11416, -0.264695, 1.0]], ['2, k, 14', [0.1072515, -0.6410143, 1.0]], ['2, k, 15', [0.04431254, -0.7020883, 1.0]], ['2, k, 16', [0.4030992, -0.1941238, 1.0]], ['2, k, 17', [0.3970602, -0.2780429, 1.0]], ['2, k, 18', [0.3751652, -0.6498679, 1.0]], ['2, k, 19', [0.382761, -0.7092253, 1.0]], ['2, k, 20', [0.3518092, 0.2972328, 1.0]], ['2, k, 21', [0.04401837, -0.3249182, 1.0]], ['2, k, 22', [0.04615358, -0.3240831, 1.0]], ['2, k, 23', [0.5959098, -0.3788865, 1.0]], ['2, k, 24', [0.6269362, -0.2845919, 1.0]]]
[['2, k, 0', [0.3201212, -0.192863, 1.0]], ['2, k, 1', [0.3391436, 0.08967412, 1.0]], ['2, k, 2', [0.3562279, 0.3651755, 1.0]], ['2, k, 3', [0.3586025, 0.502148, 1.0]], ['2, k, 4', [0.1888889, 0.2501344, 1.0]], ['2, k, 5', [0.1274922, -0.01881141, 1.0]], ['2, k, 6', [0.06284019, -0.2081282, 1.0]], ['2, k, 7', [0.03250635, -0.2964104, 1.0]], ['2, k, 8', [0.5228055, 0.2535046, 1.0]], ['2, k, 9', [0.5903481, -0.008939037, 1.0]], ['2, k, 10', [0.5944177, -0.2469355, 1.0]], ['2, k, 11', [0.5914928, -0.288341, 1.0]], ['2, k, 12', [0.229164, -0.1871732, 1.0]], ['2, k, 13', [0.114307, -0.2647856, 1.0]], ['2, k, 14', [0.1094962, -0.6405593, 1.0]], ['2, k, 15', [0.05047482, -0.6998448, 1.0]], ['2, k, 16', [0.403298, -0.1941524, 1.0]], ['2, k, 17', [0.3970383, -0.277949, 1.0]], ['2, k, 18', [0.3750671, -0.6497268, 1.0]], ['2, k, 19', [0.3830185, -0.7105895, 1.0]], ['2, k, 20', [0.3522193, 0.2971315, 1.0]], ['2, k, 21', [0.02740984, -0.3665531, 1.0]], ['2, k, 22', [0.04515266, -0.3293722, 1.0]], ['2, k, 23', [0.5992224, -0.3730476, 1.0]], ['2, k, 24', [0.6279123, -0.3014106, 1.0]]]
[['2, k, 0', [0.320012, -0.1926044, 1.0]], ['2, k, 1', [0.339205, 0.08979367, 1.0]], ['2, k, 2', [0.3566389, 0.365179, 1.0]], ['2, k, 3', [0.3592236, 0.5023976, 1.0]], ['2, k, 4', [0.1926838, 0.2543199, 1.0]], ['2, k, 5', [0.1150376, -0.007420998, 1.0]], ['2, k, 6', [0.0521021, -0.1965533, 1.0]], ['2, k, 7', [0.01597761, -0.2772277, 1.0]], ['2, k, 8', [0.5234882, 0.2535939, 1.0]], ['2, k, 9', [0.5904281, -0.008864917, 1.0]], ['2, k, 10', [0.5942214, -0.2445055, 1.0]], ['2, k, 11', [0.5918879, -0.2932583, 1.0]], ['2, k, 12', [0.2290548, -0.1867498, 1.0]], ['2, k, 13', [0.1146229, -0.264625, 1.0]], ['2, k, 14', [0.1090169, -0.6406136, 1.0]], ['2, k, 15', [0.05345497, -0.6998082, 1.0]], ['2, k, 16', [0.4031783, -0.1939813, 1.0]], ['2, k, 17', [0.3973135, -0.2785044, 1.0]], ['2, k, 18', [0.3747186, -0.650191, 1.0]], ['2, k, 19', [0.3830236, -0.7097838, 1.0]], ['2, k, 20', [0.3525206, 0.2971884, 1.0]], ['2, k, 21', [-0.00355173, -0.3515581, 1.0]], ['2, k, 22', [0.035941, -0.2911102, 1.0]], ['2, k, 23', [0.5953694, -0.3716488, 1.0]], ['2, k, 24', [0.6294605, -0.3070268, 1.0]]]
[['2, k, 0', [0.3198139, -0.1925302, 1.0]], ['2, k, 1', [0.3392232, 0.08976479, 1.0]], ['2, k, 2', [0.3573347, 0.3648687, 1.0]], ['2, k, 3', [0.3609662, 0.5028393, 1.0]], ['2, k, 4', [0.1928902, 0.2538666, 1.0]], ['2, k, 5', [0.1059569, 0.008114655, 1.0]], ['2, k, 6', [0.01547803, -0.2062917, 1.0]], ['2, k, 7', [-0.00587712, -0.248783, 1.0]], ['2, k, 8', [0.5242504, 0.2538387, 1.0]], ['2, k, 9', [0.5905438, -0.008751134, 1.0]], ['2, k, 10', [0.5941479, -0.2440806, 1.0]], ['2, k, 11', [0.5916008, -0.2917444, 1.0]], ['2, k, 12', [0.2287174, -0.186672, 1.0]], ['2, k, 13', [0.115022, -0.2645213, 1.0]], ['2, k, 14', [0.1084341, -0.6405879, 1.0]], ['2, k, 15', [0.05558933, -0.6982038, 1.0]], ['2, k, 16', [0.4029751, -0.1938555, 1.0]], ['2, k, 17', [0.3972337, -0.278856, 1.0]], ['2, k, 18', [0.3747248, -0.6505229, 1.0]], ['2, k, 19', [0.3826229, -0.7094259, 1.0]], ['2, k, 20', [0.3529918, 0.2969843, 1.0]], ['2, k, 21', [-0.04098159, -0.324222, 1.0]], ['2, k, 22', [0.04340865, -0.2501595, 1.0]], ['2, k, 23', [0.6001925, -0.3769615, 1.0]], ['2, k, 24', [0.6246188, -0.2917781, 1.0]]]
