[['2, k, 0', [0.1823536, -0.274565, 1.0]], ['2, k, 1', [0.1774866, 0.03040702, 1.0]], ['2, k, 2', [0.1722596, 0.3257268, 1.0]], ['2, k, 3', [0.1564995, 0.4797005, 1.0]], ['2, k, 4', [-0.01601763, 0.2057822, 1.0]], ['2, k, 5', [-0.03803911, -0.1008553, 1.0]], ['2, k, 6', [0.03222327, -0.007126055, 1.0]], ['2, k, 7', [0.1039045, 0.02066664, 1.0]], ['2, k, 8', [0.3441484, 0.2280758, 1.0]], ['2, k, 9', [0.4022529, 0.005362918, 1.0]], ['2, k, 10', [0.1971265, -0.01607233, 1.0]], ['2, k, 11', [0.1064571, 0.01771015, 1.0]], ['2, k, 12', [0.08048734, -0.27552, 1.0]], ['2, k, 13', [-0.03367239, -0.3298871, 1.0]], ['2, k, 14', [0.09073398, -0.6998438, 1.0]], ['2, k, 15', [0.06170551, -0.7529682, 1.0]], ['2, k, 16', [0.2780109, -0.2634265, 1.0]], ['2, k, 17', [0.3538921, -0.3030712, 1.0]], ['2, k, 18', [0.3148574, -0.6813561, 1.0]], ['2, k, 19', [0.3326183, -0.7509335, 1.0]], ['2, k, 20', [0.1736887, 0.2531729, 1.0]], ['2, k, 21', [0.1000893, -0.0007474872, 1.0]], ['2, k, 22', [0.1182184, 0.06244567, 1.0]], ['2, k, 23', [0.09292731, -0.006947404, 1.0]], ['2, k, 24', [0.0725875, -0.003357031, 1.0]]]
[['2, k, 0', [0.1860893, -0.2204979, 1.0]], ['2, k, 1', [0.1802463, 0.07705335, 1.0]], ['2, k, 2', [0.1724331, 0.3638828, 1.0]], ['2, k, 3', [0.1637886, 0.5586859, 1.0]], ['2, k, 4', [0.02882278, 0.2791926, 1.0]], ['2, k, 5', [-0.1215955, 0.4120176, 1.0]], ['2, k, 6', [0.05920383, 0.5932329, 1.0]], ['2, k, 7', [0.1432555, 0.6675232, 1.0]], ['2, k, 8', [0.3309278, 0.3145001, 1.0]], ['2, k, 9', [0.3944875, 0.03965978, 1.0]], ['2, k, 10', [0.3092145, 0.3419363, 1.0]], ['2, k, 11', [0.2516092, 0.423884, 1.0]], ['2, k, 12', [0.08859529, -0.2213574, 1.0]], ['2, k, 13', [-0.02855133, -0.3290746, 1.0]], ['2, k, 14', [0.09091762, -0.7004343, 1.0]], ['2, k, 15', [0.05852657, -0.751066, 1.0]], ['2, k, 16', [0.2765443, -0.2116556, 1.0]], ['2, k, 17', [0.349389, -0.3030227, 1.0]], ['2, k, 18', [0.3164822, -0.6825496, 1.0]], ['2, k, 19', [0.3300436, -0.749006, 1.0]], ['2, k, 20', [0.1744635, 0.293415, 1.0]], ['2, k, 21', [0.1657656, 0.7612494, 1.0]], ['2, k, 22', [0.2008422, 0.6024821, 1.0]], ['2, k, 23', [0.2000129, 0.5175053, 1.0]], ['2, k, 24', [0.3187508, 0.4400108, 1.0]]]
[['2, k, 0', [0.1862397, -0.2200937, 1.0]], ['2, k, 1', [0.1803555, 0.07721755, 1.0]], ['2, k, 2', [0.1726277, 0.3639751, 1.0]], ['2, k, 3', [0.1637378, 0.5587244, 1.0]], ['2, k, 4', [0.02821527, 0.2786544, 1.0]], ['2, k, 5', [-0.09664751, 0.4318198, 1.0]], ['2, k, 6', [0.07295123, 0.6066837, 1.0]], ['2, k, 7', [0.1517608, 0.6747024, 1.0]], ['2, k, 8', [0.3316189, 0.3162937, 1.0]], ['2, k, 9', [0.3962117, 0.04487588, 1.0]], ['2, k, 10', [0.3091142, 0.3481773, 1.0]], ['2, k, 11', [0.2493949, 0.4300864, 1.0]], ['2, k, 12', [0.08904675, -0.2209764, 1.0]], ['2, k, 13', [-0.02852809, -0.3290599, 1.0]], ['2, k, 14', [0.09081315, -0.7005005, 1.0]], ['2, k, 15', [0.05686301, -0.7511653, 1.0]], ['2, k, 16', [0.27651, -0.2111882, 1.0]], ['2, k, 17', [0.34953, -0.303416, 1.0]], ['2, k, 18', [0.3165163, -0.6829165, 1.0]], ['2, k, 19', [0.3303285, -0.7491805, 1.0]], ['2, k, 20', [0.1746438, 0.2935347, 1.0]], ['2, k, 21', [0.1740172, 0.7816485, 1.0]], ['2, k, 22', [0.2055437, 0.6084089, 1.0]], ['2, k, 23', [0.1949774, 0.5212097, 1.0]], ['2, k, 24', [0.3086099, 0.452795, 1.0]]]
[['2, k, 0', [0.1860739, -0.2193798, 1.0]], ['2, k, 1', [0.1802979, 0.07745272, 1.0]], ['2, k, 2', [0.1726687, 0.3640808, 1.0]], ['2, k, 3', [0.1639502, 0.5587394, 1.0]], ['2, k, 4', [0.02787321, 0.2788354, 1.0]], ['2, k, 5', [-0.04316028, 0.4645503, 1.0]], ['2, k, 6', [0.1094399, 0.6535591, 1.0]], ['2, k, 7', [0.1585252, 0.7135032, 1.0]], ['2, k, 8', [0.3617028, 0.3184634, 1.0]], ['2, k, 9', [0.3695709, -0.01612278, 1.0]], ['2, k, 10', [0.3020121, 0.3009703, 1.0]], ['2, k, 11', [0.2545698, 0.3827543, 1.0]], ['2, k, 12', [0.08928848, -0.2200223, 1.0]], ['2, k, 13', [-0.02847404, -0.3290825, 1.0]], ['2, k, 14', [0.0904748, -0.7008691, 1.0]], ['2, k, 15', [0.06017674, -0.7510971, 1.0]], ['2, k, 16', [0.2760682, -0.2106453, 1.0]], ['2, k, 17', [0.3495593, -0.303645, 1.0]], ['2, k, 18', [0.3169521, -0.68312, 1.0]], ['2, k, 19', [0.3301209, -0.7492602, 1.0]], ['2, k, 20', [0.1746635, 0.2936623, 1.0]], ['2, k, 21', [0.1765492, 0.8068894, 1.0]], ['2, k, 22', [0.1873084, 0.6850976, 1.0]], ['2, k, 23', [0.1946461, 0.4739902, 1.0]], ['2, k, 24', [0.3291323, 0.411251, 1.0]]]
[['2, k, 0', [0.1876265, -0.2178916, 1.0]], ['2, k, 1', [0.1809358, 0.0785493, 1.0]], ['2, k, 2', [0.1728825, 0.3650175, 1.0]], ['2, k, 3', [0.1639255, 0.5597326, 1.0]], ['2, k, 4', [0.02824538, 0.2802604, 1.0]], ['2, k, 5', [-0.0877223, 0.4409072, 1.0]], ['2, k, 6', [0.08494169, 0.6126029, 1.0]], ['2, k, 7', [0.1566966, 0.6761414, 1.0]], ['2, k, 8', [0.359579, 0.3205238, 1.0]], ['2, k, 9', [0.3957227, 0.04009361, 1.0]], ['2, k, 10', [0.3103226, 0.3425918, 1.0]], ['2, k, 11', [0.2495952, 0.4192459, 1.0]], ['2, k, 12', [0.09141202, -0.218587, 1.0]], ['2, k, 13', [-0.02845216, -0.3289917, 1.0]], ['2, k, 14', [0.08973408, -0.7010669, 1.0]], ['2, k, 15', [0.06382112, -0.7506287, 1.0]], ['2, k, 16', [0.277182, -0.2091999, 1.0]], ['2, k, 17', [0.3495751, -0.3036483, 1.0]], ['2, k, 18', [0.317077, -0.683282, 1.0]], ['2, k, 19', [0.330562, -0.7496699, 1.0]], ['2, k, 20', [0.1749882, 0.2946616, 1.0]], ['2, k, 21', [0.1715551, 0.7773634, 1.0]], ['2, k, 22', [0.214186, 0.6126936, 1.0]], ['2, k, 23', [0.1966263, 0.5106632, 1.0]], ['2, k, 24', [0.326037, 0.42204, 1.0]]]
[['2, k, 0', [0.1877049, -0.2177942, 1.0]], ['2, k, 1', [0.1810274, 0.07864945, 1.0]], ['2, k, 2', [0.1730845, 0.3651425, 1.0]], ['2, k, 3', [0.1639046, 0.559887, 1.0]], ['2, k, 4', [0.02807713, 0.2802734, 1.0]], ['2, k, 5', [-0.1117881, 0.4118539, 1.0]], ['2, k, 6', [0.0585551, 0.5855432, 1.0]], ['2, k, 7', [0.1434026, 0.6583586, 1.0]], ['2, k, 8', [0.3575778, 0.3234876, 1.0]], ['2, k, 9', [0.4155551, 0.1088246, 1.0]], ['2, k, 10', [0.3114969, 0.3969118, 1.0]], ['2, k, 11', [0.2327921, 0.4679373, 1.0]], ['2, k, 12', [0.09162584, -0.218565, 1.0]], ['2, k, 13', [-0.02834453, -0.3289217, 1.0]], ['2, k, 14', [0.09013069, -0.7020001, 1.0]], ['2, k, 15', [0.0647238, -0.7503939, 1.0]], ['2, k, 16', [0.2771839, -0.2089963, 1.0]], ['2, k, 17', [0.3496682, -0.3036574, 1.0]], ['2, k, 18', [0.3169242, -0.6833679, 1.0]], ['2, k, 19', [0.3289129, -0.7495541, 1.0]], ['2, k, 20', [0.1751652, 0.2947919, 1.0]], ['2, k, 21', [0.1684142, 0.743635, 1.0]], ['2, k, 22', [0.2022991, 0.5941554, 1.0]], ['2, k, 23', [0.1878476, 0.5588279, 1.0]], ['2, k, 24', [0.2562377, 0.5184127, 1.0]]]
[['2, k, 0', [0.1875515, -0.2174266, 1.0]], ['2, k, 1', [0.1809773, 0.07886259, 1.0]], ['2, k, 2', [0.1731066, 0.3653123, 1.0]], ['2, k, 3', [0.1640348, 0.5600817, 1.0]], ['2, k, 4', [0.02779163, 0.2809029, 1.0]], ['2, k, 5', [-0.1131273, 0.4118008, 1.0]], ['2, k, 6', [0.05818656, 0.5846078, 1.0]], ['2, k, 7', [0.1455503, 0.6583406, 1.0]], ['2, k, 8', [0.3572765, 0.3238104, 1.0]], ['2, k, 9', [0.4128543, 0.1077148, 1.0]], ['2, k, 10', [0.3105782, 0.3969227, 1.0]], ['2, k, 11', [0.2341561, 0.4706319, 1.0]], ['2, k, 12', [0.09161759, -0.2182193, 1.0]], ['2, k, 13', [-0.02831139, -0.32895, 1.0]], ['2, k, 14', [0.08915891, -0.7022589, 1.0]], ['2, k, 15', [0.06439359, -0.7505445, 1.0]], ['2, k, 16', [0.2769149, -0.2086606, 1.0]], ['2, k, 17', [0.3496265, -0.3037927, 1.0]], ['2, k, 18', [0.3164783, -0.6831694, 1.0]], ['2, k, 19', [0.3288434, -0.7490188, 1.0]], ['2, k, 20', [0.1751738, 0.2949623, 1.0]], ['2, k, 21', [0.1737018, 0.7492986, 1.0]], ['2, k, 22', [0.2021897, 0.5935205, 1.0]], ['2, k, 23', [0.1827849, 0.5603005, 1.0]], ['2, k, 24', [0.2494345, 0.5283439, 1.0]]]
[['2, k, 0', [0.1889528, -0.2170132, 1.0]], ['2, k, 1', [0.1813524, 0.07929833, 1.0]], ['2, k, 2', [0.1729557, 0.365897, 1.0]], ['2, k, 3', [0.1640738, 0.5606988, 1.0]], ['2, k, 4', [0.026784, 0.2794637, 1.0]], ['2, k, 5', [-0.09582025, 0.4295735, 1.0]], ['2, k, 6', [0.07763559, 0.6001967, 1.0]], ['2, k, 7', [0.1563125, 0.6657363, 1.0]], ['2, k, 8', [0.3561333, 0.3250814, 1.0]], ['2, k, 9', [0.3979788, 0.02287199, 1.0]], ['2, k, 10', [0.3143369, 0.3286037, 1.0]], ['2, k, 11', [0.253109, 0.4010198, 1.0]], ['2, k, 12', [0.09339361, -0.218236, 1.0]], ['2, k, 13', [-0.02821015, -0.3288002, 1.0]], ['2, k, 14', [0.0892009, -0.7021215, 1.0]], ['2, k, 15', [0.06508628, -0.7499083, 1.0]], ['2, k, 16', [0.2780304, -0.2079339, 1.0]], ['2, k, 17', [0.3496793, -0.3038693, 1.0]], ['2, k, 18', [0.3163499, -0.6833109, 1.0]], ['2, k, 19', [0.3291218, -0.7491592, 1.0]], ['2, k, 20', [0.1751681, 0.2955033, 1.0]], ['2, k, 21', [0.177946, 0.7659069, 1.0]], ['2, k, 22', [0.2114248, 0.6058035, 1.0]], ['2, k, 23', [0.1968964, 0.4906872, 1.0]], ['2, k, 24', [0.3304394, 0.4144227, 1.0]]]
[['2, k, 0', [0.1878106, -0.217004, 1.0]], ['2, k, 1', [0.1812528, 0.07939202, 1.0]], ['2, k, 2', [0.1733013, 0.3662004, 1.0]], ['2, k, 3', [0.1647194, 0.5608314, 1.0]], ['2, k, 4', [0.0265807, 0.2795292, 1.0]], ['2, k, 5', [-0.1182827, 0.4093747, 1.0]], ['2, k, 6', [0.05698555, 0.5787365, 1.0]], ['2, k, 7', [0.1440199, 0.6525127, 1.0]], ['2, k, 8', [0.3557194, 0.3255234, 1.0]], ['2, k, 9', [0.3579156, -0.001238989, 1.0]], ['2, k, 10', [0.2967461, 0.3176861, 1.0]], ['2, k, 11', [0.2382394, 0.397136, 1.0]], ['2, k, 12', [0.09226873, -0.2181135, 1.0]], ['2, k, 13', [-0.02821171, -0.3289402, 1.0]], ['2, k, 14', [0.08802976, -0.7023852, 1.0]], ['2, k, 15', [0.05943264, -0.7513372, 1.0]], ['2, k, 16', [0.2768472, -0.2080817, 1.0]], ['2, k, 17', [0.3497137, -0.3039359, 1.0]], ['2, k, 18', [0.3165387, -0.6830643, 1.0]], ['2, k, 19', [0.3290601, -0.7486995, 1.0]], ['2, k, 20', [0.1753343, 0.2957195, 1.0]], ['2, k, 21', [0.1704786, 0.7394718, 1.0]], ['2, k, 22', [0.2035452, 0.5837768, 1.0]], ['2, k, 23', [0.186785, 0.4842204, 1.0]], ['2, k, 24', [0.3211664, 0.4406481, 1.0]]]
[['2, k, 0', [0.1878176, -0.2169988, 1.0]], ['2, k, 1', [0.181235, 0.0794792, 1.0]], ['2, k, 2', [0.1732789, 0.3663879, 1.0]], ['2, k, 3', [0.1651248, 0.5608207, 1.0]], ['2, k, 4', [0.02654603, 0.2795272, 1.0]], ['2, k, 5', [-0.1180506, 0.4095517, 1.0]], ['2, k, 6', [0.05810881, 0.5780858, 1.0]], ['2, k, 7', [0.1457192, 0.6535199, 1.0]], ['2, k, 8', [0.3554543, 0.3258173, 1.0]], ['2, k, 9', [0.3575995, -0.000635216, 1.0]], ['2, k, 10', [0.2965575, 0.3183213, 1.0]], ['2, k, 11', [0.2577271, 0.3674599, 1.0]], ['2, k, 12', [0.09228442, -0.2181213, 1.0]], ['2, k, 13', [-0.02821529, -0.3289261, 1.0]], ['2, k, 14', [0.08771167, -0.7024285, 1.0]], ['2, k, 15', [0.06248732, -0.7523397, 1.0]], ['2, k, 16', [0.2768337, -0.2080637, 1.0]], ['2, k, 17', [0.3498495, -0.3041791, 1.0]], ['2, k, 18', [0.3165217, -0.6826316, 1.0]], ['2, k, 19', [0.3289744, -0.7477568, 1.0]], ['2, k, 20', [0.1753201, 0.2958948, 1.0]], ['2, k, 21', [0.1714785, 0.7458043, 1.0]], ['2, k, 22', [0.2040245, 0.5891751, 1.0]], ['2, k, 23', [0.1931132, 0.4545645, 1.0]], ['2, k, 24', [0.3262867, 0.4002528, 1.0]]]
[['2, k, 0', [0.1869811, -0.2162838, 1.0]], ['2, k, 1', [0.1810439, 0.07983126, 1.0]], ['2, k, 2', [0.1734419, 0.3667002, 1.0]], ['2, k, 3', [0.1652962, 0.5609208, 1.0]], ['2, k, 4', [0.02198737, 0.2828159, 1.0]], ['2, k, 5', [-0.1211926, 0.4129547, 1.0]], ['2, k, 6', [0.05897107, 0.5769348, 1.0]], ['2, k, 7', [0.1453102, 0.6498367, 1.0]], ['2, k, 8', [0.354924, 0.3263577, 1.0]], ['2, k, 9', [0.3575336, -0.0005480865, 1.0]], ['2, k, 10', [0.2968881, 0.3184169, 1.0]], ['2, k, 11', [0.2390162, 0.3978996, 1.0]], ['2, k, 12', [0.09153995, -0.217229, 1.0]], ['2, k, 13', [-0.02816885, -0.3290201, 1.0]], ['2, k, 14', [0.08730034, -0.7026432, 1.0]], ['2, k, 15', [0.05945645, -0.7530382, 1.0]], ['2, k, 16', [0.2759163, -0.2075772, 1.0]], ['2, k, 17', [0.3498733, -0.3041824, 1.0]], ['2, k, 18', [0.3169158, -0.6825371, 1.0]], ['2, k, 19', [0.3288632, -0.7472996, 1.0]], ['2, k, 20', [0.1753853, 0.2962048, 1.0]], ['2, k, 21', [0.1753645, 0.7296128, 1.0]], ['2, k, 22', [0.2037284, 0.5880803, 1.0]], ['2, k, 23', [0.1881706, 0.4829335, 1.0]], ['2, k, 24', [0.315719, 0.4405776, 1.0]]]
[['2, k, 0', [0.1865052, -0.2157401, 1.0]], ['2, k, 1', [0.1809442, 0.08042713, 1.0]], ['2, k, 2', [0.1738625, 0.367454, 1.0]], ['2, k, 3', [0.1657651, 0.5613317, 1.0]], ['2, k, 4', [0.01997397, 0.2843825, 1.0]], ['2, k, 5', [-0.1229014, 0.4118155, 1.0]], ['2, k, 6', [0.05824882, 0.574582, 1.0]], ['2, k, 7', [0.1459238, 0.6499614, 1.0]], ['2, k, 8', [0.3731666, 0.3257166, 1.0]], ['2, k, 9', [0.3575395, -0.0005588105, 1.0]], ['2, k, 10', [0.3109137, 0.316144, 1.0]], ['2, k, 11', [0.2616841, 0.3942792, 1.0]], ['2, k, 12', [0.09116069, -0.2163904, 1.0]], ['2, k, 13', [-0.02813667, -0.3290322, 1.0]], ['2, k, 14', [0.08728918, -0.7027355, 1.0]], ['2, k, 15', [0.05727445, -0.7514849, 1.0]], ['2, k, 16', [0.2753032, -0.2072659, 1.0]], ['2, k, 17', [0.3498764, -0.3042868, 1.0]], ['2, k, 18', [0.3167604, -0.682649, 1.0]], ['2, k, 19', [0.3296331, -0.7475956, 1.0]], ['2, k, 20', [0.175667, 0.2969326, 1.0]], ['2, k, 21', [0.1722441, 0.7345628, 1.0]], ['2, k, 22', [0.2047125, 0.5859023, 1.0]], ['2, k, 23', [0.1983279, 0.4821554, 1.0]], ['2, k, 24', [0.3289084, 0.4224219, 1.0]]]
[['2, k, 0', [0.1870131, -0.2158411, 1.0]], ['2, k, 1', [0.1810077, 0.08046193, 1.0]], ['2, k, 2', [0.1738168, 0.367564, 1.0]], ['2, k, 3', [0.1664774, 0.5605054, 1.0]], ['2, k, 4', [0.01793853, 0.2813731, 1.0]], ['2, k, 5', [-0.1209835, 0.4097569, 1.0]], ['2, k, 6', [0.06032841, 0.5726067, 1.0]], ['2, k, 7', [0.1478277, 0.6476314, 1.0]], ['2, k, 8', [0.3624411, 0.3264476, 1.0]], ['2, k, 9', [0.3554476, 0.03815804, 1.0]], ['2, k, 10', [0.3069325, 0.3512414, 1.0]], ['2, k, 11', [0.248126, 0.4277908, 1.0]], ['2, k, 12', [0.09180481, -0.2166775, 1.0]], ['2, k, 13', [-0.02808086, -0.3290089, 1.0]], ['2, k, 14', [0.08832297, -0.7024499, 1.0]], ['2, k, 15', [0.05999288, -0.7506644, 1.0]], ['2, k, 16', [0.2757354, -0.2072453, 1.0]], ['2, k, 17', [0.3499006, -0.304583, 1.0]], ['2, k, 18', [0.3165758, -0.6828754, 1.0]], ['2, k, 19', [0.3296655, -0.7476223, 1.0]], ['2, k, 20', [0.1756667, 0.2970194, 1.0]], ['2, k, 21', [0.1735034, 0.7335046, 1.0]], ['2, k, 22', [0.2071191, 0.5820248, 1.0]], ['2, k, 23', [0.1957097, 0.5167867, 1.0]], ['2, k, 24', [0.3090735, 0.4450736, 1.0]]]
[['2, k, 0', [0.1872555, -0.2158324, 1.0]], ['2, k, 1', [0.1813103, 0.08059821, 1.0]], ['2, k, 2', [0.1742395, 0.3677844, 1.0]], ['2, k, 3', [0.1665334, 0.5596514, 1.0]], ['2, k, 4', [0.01703463, 0.2807952, 1.0]], ['2, k, 5', [-0.08727285, 0.4312202, 1.0]], ['2, k, 6', [0.08887344, 0.598315, 1.0]], ['2, k, 7', [0.1618178, 0.6579791, 1.0]], ['2, k, 8', [0.3600842, 0.3245696, 1.0]], ['2, k, 9', [0.4034263, 0.03534636, 1.0]], ['2, k, 10', [0.3275914, 0.333514, 1.0]], ['2, k, 11', [0.2199328, 0.5874674, 1.0]], ['2, k, 12', [0.09205941, -0.2167403, 1.0]], ['2, k, 13', [-0.02807845, -0.3290083, 1.0]], ['2, k, 14', [0.088347, -0.7024386, 1.0]], ['2, k, 15', [0.06254642, -0.7490309, 1.0]], ['2, k, 16', [0.2759789, -0.2071872, 1.0]], ['2, k, 17', [0.3499471, -0.304556, 1.0]], ['2, k, 18', [0.3165439, -0.6828699, 1.0]], ['2, k, 19', [0.3298773, -0.7475138, 1.0]], ['2, k, 20', [0.1760842, 0.2972378, 1.0]], ['2, k, 21', [0.1728729, 0.7557587, 1.0]], ['2, k, 22', [0.2148181, 0.5941766, 1.0]], ['2, k, 23', [0.1721959, 0.6873364, 1.0]], ['2, k, 24', [0.2916823, 0.5408485, 1.0]]]
[['2, k, 0', [0.1872654, -0.2157863, 1.0]], ['2, k, 1', [0.1813771, 0.0806479, 1.0]], ['2, k, 2', [0.174487, 0.3678467, 1.0]], ['2, k, 3', [0.1665697, 0.5584651, 1.0]], ['2, k, 4', [0.01679107, 0.2827128, 1.0]], ['2, k, 5', [-0.08758176, 0.4317963, 1.0]], ['2, k, 6', [0.09131826, 0.5966118, 1.0]], ['2, k, 7', [0.1612981, 0.6585117, 1.0]], ['2, k, 8', [0.3602313, 0.3235936, 1.0]], ['2, k, 9', [0.3761835, -0.008906952, 1.0]], ['2, k, 10', [0.3167951, 0.3034806, 1.0]], ['2, k, 11', [0.2197226, 0.5807092, 1.0]], ['2, k, 12', [0.09204581, -0.2166208, 1.0]], ['2, k, 13', [-0.02801055, -0.3290865, 1.0]], ['2, k, 14', [0.08837446, -0.7028502, 1.0]], ['2, k, 15', [0.06308258, -0.7495319, 1.0]], ['2, k, 16', [0.276038, -0.2073448, 1.0]], ['2, k, 17', [0.3499661, -0.3045631, 1.0]], ['2, k, 18', [0.3170425, -0.6829921, 1.0]], ['2, k, 19', [0.3296894, -0.7474394, 1.0]], ['2, k, 20', [0.1762752, 0.2973042, 1.0]], ['2, k, 21', [0.1784332, 0.7555972, 1.0]], ['2, k, 22', [0.2176946, 0.5918282, 1.0]], ['2, k, 23', [0.1721414, 0.6797743, 1.0]], ['2, k, 24', [0.2920898, 0.5167631, 1.0]]]
[['2, k, 0', [0.1873138, -0.2157536, 1.0]], ['2, k, 1', [0.1814572, 0.0807609, 1.0]], ['2, k, 2', [0.1746215, 0.3679996, 1.0]], ['2, k, 3', [0.1673538, 0.5487468, 1.0]], ['2, k, 4', [0.0161507, 0.282841, 1.0]], ['2, k, 5', [-0.08973204, 0.4229306, 1.0]], ['2, k, 6', [0.08765611, 0.5900545, 1.0]], ['2, k, 7', [0.1576055, 0.6529572, 1.0]], ['2, k, 8', [0.3609201, 0.3229585, 1.0]], ['2, k, 9', [0.3612099, -0.01138758, 1.0]], ['2, k, 10', [0.3052328, 0.3023411, 1.0]], ['2, k, 11', [0.2626045, 0.3756842, 1.0]], ['2, k, 12', [0.09204826, -0.2165172, 1.0]], ['2, k, 13', [-0.02801004, -0.3290917, 1.0]], ['2, k, 14', [0.08617052, -0.7025225, 1.0]], ['2, k, 15', [0.05810449, -0.7482855, 1.0]], ['2, k, 16', [0.2760966, -0.2073488, 1.0]], ['2, k, 17', [0.3499643, -0.3048837, 1.0]], ['2, k, 18', [0.3167791, -0.6832687, 1.0]], ['2, k, 19', [0.3296787, -0.7476996, 1.0]], ['2, k, 20', [0.1764073, 0.2974602, 1.0]], ['2, k, 21', [0.168281, 0.7473876, 1.0]], ['2, k, 22', [0.2128917, 0.5868833, 1.0]], ['2, k, 23', [0.2134389, 0.4663704, 1.0]], ['2, k, 24', [0.316466, 0.408774, 1.0]]]
[['2, k, 0', [0.1872378, -0.2155114, 1.0]], ['2, k, 1', [0.1814878, 0.08100069, 1.0]], ['2, k, 2', [0.174774, 0.3681259, 1.0]], ['2, k, 3', [0.1670487, 0.5460072, 1.0]], ['2, k, 4', [0.01553924, 0.2836756, 1.0]], ['2, k, 5', [-0.09015296, 0.415733, 1.0]], ['2, k, 6', [0.0864604, 0.5839716, 1.0]], ['2, k, 7', [0.1557139, 0.6467301, 1.0]], ['2, k, 8', [0.3620545, 0.3221152, 1.0]], ['2, k, 9', [0.3610252, -0.01070263, 1.0]], ['2, k, 10', [0.2999274, 0.3010269, 1.0]], ['2, k, 11', [0.2622117, 0.3762289, 1.0]], ['2, k, 12', [0.0919269, -0.2162348, 1.0]], ['2, k, 13', [-0.02801971, -0.3293324, 1.0]], ['2, k, 14', [0.08603169, -0.7030125, 1.0]], ['2, k, 15', [0.06054514, -0.7493361, 1.0]], ['2, k, 16', [0.2760676, -0.2071698, 1.0]], ['2, k, 17', [0.3499785, -0.3047933, 1.0]], ['2, k, 18', [0.3164044, -0.6832362, 1.0]], ['2, k, 19', [0.3299943, -0.747956, 1.0]], ['2, k, 20', [0.1765362, 0.2976206, 1.0]], ['2, k, 21', [0.1739721, 0.7407652, 1.0]], ['2, k, 22', [0.2128853, 0.583225, 1.0]], ['2, k, 23', [0.2615513, 0.4674409, 1.0]], ['2, k, 24', [0.3126262, 0.4002848, 1.0]]]
[['2, k, 0', [0.1878095, -0.2133487, 1.0]], ['2, k, 1', [0.1831626, 0.09525757, 1.0]], ['2, k, 2', [0.1778244, 0.4037144, 1.0]], ['2, k, 3', [0.1653194, 0.5354938, 1.0]], ['2, k, 4', [0.01502047, 0.2844574, 1.0]], ['2, k, 5', [-0.07700199, 0.4117472, 1.0]], ['2, k, 6', [0.09709132, 0.5826365, 1.0]], ['2, k, 7', [0.1550027, 0.6412915, 1.0]], ['2, k, 8', [0.3645859, 0.3283998, 1.0]], ['2, k, 9', [0.4007247, 0.03953867, 1.0]], ['2, k, 10', [0.309293, 0.3286677, 1.0]], ['2, k, 11', [0.2603536, 0.4051769, 1.0]], ['2, k, 12', [0.09146845, -0.2147157, 1.0]], ['2, k, 13', [-0.02805544, -0.3293813, 1.0]], ['2, k, 14', [0.08570721, -0.7047064, 1.0]], ['2, k, 15', [0.05640005, -0.7528915, 1.0]], ['2, k, 16', [0.2782924, -0.203901, 1.0]], ['2, k, 17', [0.3499385, -0.304682, 1.0]], ['2, k, 18', [0.3161948, -0.6830844, 1.0]], ['2, k, 19', [0.3300822, -0.7476487, 1.0]], ['2, k, 20', [0.1792907, 0.327192, 1.0]], ['2, k, 21', [0.1665994, 0.7304157, 1.0]], ['2, k, 22', [0.2108653, 0.5722769, 1.0]], ['2, k, 23', [0.2397097, 0.4851019, 1.0]], ['2, k, 24', [0.3111432, 0.3949445, 1.0]]]
[['2, k, 0', [0.1879809, -0.2136045, 1.0]], ['2, k, 1', [0.1831293, 0.0946869, 1.0]], ['2, k, 2', [0.1768117, 0.3972127, 1.0]], ['2, k, 3', [0.1652533, 0.5286196, 1.0]], ['2, k, 4', [0.01417246, 0.2835374, 1.0]], ['2, k, 5', [-0.06390653, 0.4033518, 1.0]], ['2, k, 6', [0.1078909, 0.5761947, 1.0]], ['2, k, 7', [0.1522407, 0.6333054, 1.0]], ['2, k, 8', [0.3652366, 0.3256838, 1.0]], ['2, k, 9', [0.4007166, 0.03884185, 1.0]], ['2, k, 10', [0.3050995, 0.3209098, 1.0]], ['2, k, 11', [0.261383, 0.400661, 1.0]], ['2, k, 12', [0.09143563, -0.2149718, 1.0]], ['2, k, 13', [-0.02811315, -0.3293242, 1.0]], ['2, k, 14', [0.08759436, -0.7036173, 1.0]], ['2, k, 15', [0.05908759, -0.7503648, 1.0]], ['2, k, 16', [0.2787098, -0.2042667, 1.0]], ['2, k, 17', [0.3499505, -0.3046763, 1.0]], ['2, k, 18', [0.3165618, -0.6833188, 1.0]], ['2, k, 19', [0.3302185, -0.7481117, 1.0]], ['2, k, 20', [0.1786947, 0.32331, 1.0]], ['2, k, 21', [0.1661576, 0.7201127, 1.0]], ['2, k, 22', [0.200955, 0.5634987, 1.0]], ['2, k, 23', [0.2317768, 0.4764805, 1.0]], ['2, k, 24', [0.3058055, 0.3803037, 1.0]]]
