[['2, k, 0', [-0.180941, -0.254086, 1.0]], ['2, k, 1', [-0.182494, 0.0392396, 1.0]], ['2, k, 2', [-0.182985, 0.325223, 1.0]], ['2, k, 3', [-0.181053, 0.453909, 1.0]], ['2, k, 4', [-0.365198, 0.23931, 1.0]], ['2, k, 5', [-0.536715, 0.0869997, 1.0]], ['2, k, 6', [-0.437198, -0.115707, 1.0]], ['2, k, 7', [-0.377045, -0.158524, 1.0]], ['2, k, 8', [-0.0139576, 0.234668, 1.0]], ['2, k, 9', [0.165771, 0.0990297, 1.0]], ['2, k, 10', [0.0814237, -0.119474, 1.0]], ['2, k, 11', [0.0238738, -0.160616, 1.0]], ['2, k, 12', [-0.258527, -0.24948, 1.0]], ['2, k, 13', [-0.332712, -0.645064, 1.0]], ['2, k, 14', [-0.388519, -1.01168, 1.0]], ['2, k, 15', [-0.412109, -1.07617, 1.0]], ['2, k, 16', [-0.0983488, -0.251679, 1.0]], ['2, k, 17', [-0.0295565, -0.615471, 1.0]], ['2, k, 18', [0.021861, -1.0019, 1.0]], ['2, k, 19', [0.0541077, -1.06738, 1.0]], ['2, k, 20', [-0.183048, 0.254788, 1.0]], ['2, k, 21', [-0.344661, -0.238937, 1.0]], ['2, k, 22', [-0.337612, -0.11399, 1.0]], ['2, k, 23', [0.0104636, -0.255934, 1.0]], ['2, k, 24', [0.00106478, -0.142256, 1.0]]]
[['2, k, 0', [-0.220862, -0.249245, 1.0]], ['2, k, 1', [-0.214359, 0.0355915, 1.0]], ['2, k, 2', [-0.210161, 0.301197, 1.0]], ['2, k, 3', [-0.226738, 0.420314, 1.0]], ['2, k, 4', [-0.386236, 0.248872, 1.0]], ['2, k, 5', [-0.51499, 0.100518, 1.0]], ['2, k, 6', [-0.455323, -0.126007, 1.0]], ['2, k, 7', [-0.42618, -0.182301, 1.0]], ['2, k, 8', [-0.0534839, 0.21045, 1.0]], ['2, k, 9', [0.160497, 0.0957592, 1.0]], ['2, k, 10', [0.0582185, -0.111793, 1.0]], ['2, k, 11', [-0.0142307, -0.149691, 1.0]], ['2, k, 12', [-0.293217, -0.243793, 1.0]], ['2, k, 13', [-0.352047, -0.651067, 1.0]], ['2, k, 14', [-0.389767, -1.00931, 1.0]], ['2, k, 15', [-0.412817, -1.07261, 1.0]], ['2, k, 16', [-0.142577, -0.248019, 1.0]], ['2, k, 17', [-0.0485986, -0.620402, 1.0]], ['2, k, 18', [0.0409198, -1.00757, 1.0]], ['2, k, 19', [0.0555838, -1.06351, 1.0]], ['2, k, 20', [-0.213238, 0.240394, 1.0]], ['2, k, 21', [-0.425441, -0.262242, 1.0]], ['2, k, 22', [-0.40449, -0.199664, 1.0]], ['2, k, 23', [-0.0380281, -0.248626, 1.0]], ['2, k, 24', [-0.0470972, -0.134038, 1.0]]]
[['2, k, 0', [-0.229506, -0.250694, 1.0]], ['2, k, 1', [-0.220261, 0.0329064, 1.0]], ['2, k, 2', [-0.211771, 0.301414, 1.0]], ['2, k, 3', [-0.228998, 0.42108, 1.0]], ['2, k, 4', [-0.391369, 0.250233, 1.0]], ['2, k, 5', [-0.513638, 0.0979214, 1.0]], ['2, k, 6', [-0.454903, -0.129311, 1.0]], ['2, k, 7', [-0.437345, -0.181302, 1.0]], ['2, k, 8', [-0.0577871, 0.20951, 1.0]], ['2, k, 9', [0.153467, 0.0894011, 1.0]], ['2, k, 10', [0.0540569, -0.11949, 1.0]], ['2, k, 11', [-0.0192077, -0.153998, 1.0]], ['2, k, 12', [-0.30205, -0.244612, 1.0]], ['2, k, 13', [-0.358036, -0.65167, 1.0]], ['2, k, 14', [-0.390045, -1.00938, 1.0]], ['2, k, 15', [-0.413375, -1.07278, 1.0]], ['2, k, 16', [-0.150766, -0.250011, 1.0]], ['2, k, 17', [-0.0547944, -0.621501, 1.0]], ['2, k, 18', [0.0396206, -1.00849, 1.0]], ['2, k, 19', [0.0553449, -1.06267, 1.0]], ['2, k, 20', [-0.215612, 0.238905, 1.0]], ['2, k, 21', [-0.439364, -0.263792, 1.0]], ['2, k, 22', [-0.41402, -0.1944, 1.0]], ['2, k, 23', [-0.0393583, -0.261484, 1.0]], ['2, k, 24', [-0.0484032, -0.151429, 1.0]]]
[['2, k, 0', [-0.241513, -0.252251, 1.0]], ['2, k, 1', [-0.226226, 0.0311137, 1.0]], ['2, k, 2', [-0.213318, 0.301631, 1.0]], ['2, k, 3', [-0.231093, 0.421862, 1.0]], ['2, k, 4', [-0.39496, 0.250775, 1.0]], ['2, k, 5', [-0.523133, 0.103204, 1.0]], ['2, k, 6', [-0.457932, -0.121474, 1.0]], ['2, k, 7', [-0.443834, -0.176119, 1.0]], ['2, k, 8', [-0.061771, 0.208808, 1.0]], ['2, k, 9', [0.14464, 0.0818525, 1.0]], ['2, k, 10', [0.0476487, -0.128502, 1.0]], ['2, k, 11', [-0.0280179, -0.156561, 1.0]], ['2, k, 12', [-0.314269, -0.244901, 1.0]], ['2, k, 13', [-0.366507, -0.650899, 1.0]], ['2, k, 14', [-0.390775, -1.00408, 1.0]], ['2, k, 15', [-0.413147, -1.07274, 1.0]], ['2, k, 16', [-0.162284, -0.252777, 1.0]], ['2, k, 17', [-0.0628101, -0.622125, 1.0]], ['2, k, 18', [0.0377937, -1.0091, 1.0]], ['2, k, 19', [0.0552382, -1.06264, 1.0]], ['2, k, 20', [-0.217724, 0.237998, 1.0]], ['2, k, 21', [-0.442822, -0.254672, 1.0]], ['2, k, 22', [-0.415053, -0.189087, 1.0]], ['2, k, 23', [-0.0515948, -0.266928, 1.0]], ['2, k, 24', [-0.0555269, -0.153587, 1.0]]]
[['2, k, 0', [-0.250836, -0.25346, 1.0]], ['2, k, 1', [-0.232204, 0.0292896, 1.0]], ['2, k, 2', [-0.215258, 0.30134, 1.0]], ['2, k, 3', [-0.233452, 0.422813, 1.0]], ['2, k, 4', [-0.397741, 0.251154, 1.0]], ['2, k, 5', [-0.529145, 0.1063, 1.0]], ['2, k, 6', [-0.449232, -0.0996589, 1.0]], ['2, k, 7', [-0.426986, -0.163594, 1.0]], ['2, k, 8', [-0.0629167, 0.208652, 1.0]], ['2, k, 9', [0.138982, 0.077379, 1.0]], ['2, k, 10', [0.0197888, -0.123505, 1.0]], ['2, k, 11', [-0.0483782, -0.159487, 1.0]], ['2, k, 12', [-0.323171, -0.245187, 1.0]], ['2, k, 13', [-0.371308, -0.652308, 1.0]], ['2, k, 14', [-0.39125, -1.00458, 1.0]], ['2, k, 15', [-0.413185, -1.07313, 1.0]], ['2, k, 16', [-0.171739, -0.254918, 1.0]], ['2, k, 17', [-0.0713554, -0.623553, 1.0]], ['2, k, 18', [0.0348331, -1.00873, 1.0]], ['2, k, 19', [0.0552544, -1.06261, 1.0]], ['2, k, 20', [-0.220266, 0.236713, 1.0]], ['2, k, 21', [-0.384163, -0.231076, 1.0]], ['2, k, 22', [-0.3892, -0.112636, 1.0]], ['2, k, 23', [-0.0766265, -0.25498, 1.0]], ['2, k, 24', [-0.0846364, -0.135873, 1.0]]]
[['2, k, 0', [-0.262661, -0.25717, 1.0]], ['2, k, 1', [-0.239114, 0.026934, 1.0]], ['2, k, 2', [-0.217887, 0.301044, 1.0]], ['2, k, 3', [-0.23628, 0.42381, 1.0]], ['2, k, 4', [-0.404069, 0.250694, 1.0]], ['2, k, 5', [-0.538572, 0.115692, 1.0]], ['2, k, 6', [-0.46528, -0.0968926, 1.0]], ['2, k, 7', [-0.444071, -0.161523, 1.0]], ['2, k, 8', [-0.0671157, 0.206547, 1.0]], ['2, k, 9', [0.133415, 0.0723311, 1.0]], ['2, k, 10', [0.0159397, -0.129712, 1.0]], ['2, k, 11', [-0.0560376, -0.165236, 1.0]], ['2, k, 12', [-0.335242, -0.248316, 1.0]], ['2, k, 13', [-0.376774, -0.653322, 1.0]], ['2, k, 14', [-0.391411, -1.00494, 1.0]], ['2, k, 15', [-0.413109, -1.07378, 1.0]], ['2, k, 16', [-0.183022, -0.25906, 1.0]], ['2, k, 17', [-0.0777495, -0.626574, 1.0]], ['2, k, 18', [0.0318888, -1.00876, 1.0]], ['2, k, 19', [0.0555105, -1.06291, 1.0]], ['2, k, 20', [-0.223692, 0.23534, 1.0]], ['2, k, 21', [-0.419403, -0.234427, 1.0]], ['2, k, 22', [-0.409883, -0.11499, 1.0]], ['2, k, 23', [-0.0829861, -0.261584, 1.0]], ['2, k, 24', [-0.0906906, -0.148987, 1.0]]]
[['2, k, 0', [-0.272843, -0.259377, 1.0]], ['2, k, 1', [-0.24612, 0.0248794, 1.0]], ['2, k, 2', [-0.221561, 0.300168, 1.0]], ['2, k, 3', [-0.238206, 0.423342, 1.0]], ['2, k, 4', [-0.407515, 0.250417, 1.0]], ['2, k, 5', [-0.557607, 0.142013, 1.0]], ['2, k, 6', [-0.479261, -0.0632553, 1.0]], ['2, k, 7', [-0.453961, -0.126106, 1.0]], ['2, k, 8', [-0.0704238, 0.204592, 1.0]], ['2, k, 9', [0.124604, 0.0649342, 1.0]], ['2, k, 10', [0.0108426, -0.139191, 1.0]], ['2, k, 11', [-0.0619801, -0.175468, 1.0]], ['2, k, 12', [-0.344471, -0.249227, 1.0]], ['2, k, 13', [-0.385367, -0.652455, 1.0]], ['2, k, 14', [-0.392984, -1.00423, 1.0]], ['2, k, 15', [-0.413187, -1.07376, 1.0]], ['2, k, 16', [-0.193904, -0.262599, 1.0]], ['2, k, 17', [-0.0863221, -0.628243, 1.0]], ['2, k, 18', [0.0286597, -1.01043, 1.0]], ['2, k, 19', [0.0557908, -1.06258, 1.0]], ['2, k, 20', [-0.228022, 0.233622, 1.0]], ['2, k, 21', [-0.438625, -0.195542, 1.0]], ['2, k, 22', [-0.416142, -0.0792015, 1.0]], ['2, k, 23', [-0.0923182, -0.274533, 1.0]], ['2, k, 24', [-0.0933718, -0.15552, 1.0]]]
[['2, k, 0', [-0.283096, -0.262828, 1.0]], ['2, k, 1', [-0.252253, 0.0225858, 1.0]], ['2, k, 2', [-0.223625, 0.299462, 1.0]], ['2, k, 3', [-0.239381, 0.423201, 1.0]], ['2, k, 4', [-0.410234, 0.249583, 1.0]], ['2, k, 5', [-0.55724, 0.13731, 1.0]], ['2, k, 6', [-0.508267, -0.0735787, 1.0]], ['2, k, 7', [-0.466167, -0.14011, 1.0]], ['2, k, 8', [-0.0742196, 0.201313, 1.0]], ['2, k, 9', [0.117488, 0.0593687, 1.0]], ['2, k, 10', [0.00686727, -0.146436, 1.0]], ['2, k, 11', [-0.0662307, -0.175726, 1.0]], ['2, k, 12', [-0.354575, -0.251897, 1.0]], ['2, k, 13', [-0.390176, -0.653081, 1.0]], ['2, k, 14', [-0.393893, -1.0041, 1.0]], ['2, k, 15', [-0.413569, -1.07418, 1.0]], ['2, k, 16', [-0.203935, -0.266656, 1.0]], ['2, k, 17', [-0.0932823, -0.64081, 1.0]], ['2, k, 18', [0.0284221, -1.01032, 1.0]], ['2, k, 19', [0.0556837, -1.0603, 1.0]], ['2, k, 20', [-0.230836, 0.232297, 1.0]], ['2, k, 21', [-0.448677, -0.211104, 1.0]], ['2, k, 22', [-0.428974, -0.0917929, 1.0]], ['2, k, 23', [-0.0974315, -0.283147, 1.0]], ['2, k, 24', [-0.0970982, -0.170016, 1.0]]]
[['2, k, 0', [-0.291316, -0.264823, 1.0]], ['2, k, 1', [-0.257414, 0.0209865, 1.0]], ['2, k, 2', [-0.225708, 0.298723, 1.0]], ['2, k, 3', [-0.24106, 0.423735, 1.0]], ['2, k, 4', [-0.414844, 0.248426, 1.0]], ['2, k, 5', [-0.559008, 0.135999, 1.0]], ['2, k, 6', [-0.533552, -0.0967721, 1.0]], ['2, k, 7', [-0.510779, -0.188394, 1.0]], ['2, k, 8', [-0.0775909, 0.197998, 1.0]], ['2, k, 9', [0.10971, 0.0534526, 1.0]], ['2, k, 10', [0.00343537, -0.154512, 1.0]], ['2, k, 11', [-0.0703247, -0.176647, 1.0]], ['2, k, 12', [-0.362315, -0.253187, 1.0]], ['2, k, 13', [-0.398047, -0.653417, 1.0]], ['2, k, 14', [-0.393904, -1.00405, 1.0]], ['2, k, 15', [-0.413331, -1.07428, 1.0]], ['2, k, 16', [-0.212397, -0.26929, 1.0]], ['2, k, 17', [-0.0982715, -0.644699, 1.0]], ['2, k, 18', [0.0279477, -1.01005, 1.0]], ['2, k, 19', [0.05566, -1.06026, 1.0]], ['2, k, 20', [-0.233516, 0.231145, 1.0]], ['2, k, 21', [-0.515031, -0.221274, 1.0]], ['2, k, 22', [-0.473302, -0.139691, 1.0]], ['2, k, 23', [-0.105832, -0.288131, 1.0]], ['2, k, 24', [-0.100827, -0.178097, 1.0]]]
[['2, k, 0', [-0.299661, -0.268949, 1.0]], ['2, k, 1', [-0.262458, 0.0181595, 1.0]], ['2, k, 2', [-0.227776, 0.297195, 1.0]], ['2, k, 3', [-0.242399, 0.423503, 1.0]], ['2, k, 4', [-0.416324, 0.24787, 1.0]], ['2, k, 5', [-0.565554, 0.127104, 1.0]], ['2, k, 6', [-0.542006, -0.104498, 1.0]], ['2, k, 7', [-0.534949, -0.181509, 1.0]], ['2, k, 8', [-0.0798293, 0.194973, 1.0]], ['2, k, 9', [0.104916, 0.0480801, 1.0]], ['2, k, 10', [-0.000280397, -0.160576, 1.0]], ['2, k, 11', [-0.0704785, -0.176977, 1.0]], ['2, k, 12', [-0.37137, -0.256494, 1.0]], ['2, k, 13', [-0.402557, -0.653408, 1.0]], ['2, k, 14', [-0.394126, -1.004, 1.0]], ['2, k, 15', [-0.412813, -1.07417, 1.0]], ['2, k, 16', [-0.219817, -0.274065, 1.0]], ['2, k, 17', [-0.102761, -0.650656, 1.0]], ['2, k, 18', [0.027776, -1.01118, 1.0]], ['2, k, 19', [0.0547498, -1.05962, 1.0]], ['2, k, 20', [-0.236185, 0.229174, 1.0]], ['2, k, 21', [-0.539202, -0.21444, 1.0]], ['2, k, 22', [-0.497478, -0.132938, 1.0]], ['2, k, 23', [-0.0993779, -0.212911, 1.0]], ['2, k, 24', [-0.0930884, -0.157916, 1.0]]]
[['2, k, 0', [-0.306179, -0.270952, 1.0]], ['2, k, 1', [-0.266206, 0.0163901, 1.0]], ['2, k, 2', [-0.229071, 0.295968, 1.0]], ['2, k, 3', [-0.243064, 0.423153, 1.0]], ['2, k, 4', [-0.41834, 0.246237, 1.0]], ['2, k, 5', [-0.568833, 0.125374, 1.0]], ['2, k, 6', [-0.548464, -0.10823, 1.0]], ['2, k, 7', [-0.54247, -0.185918, 1.0]], ['2, k, 8', [-0.0815181, 0.192415, 1.0]], ['2, k, 9', [0.0986863, 0.0336969, 1.0]], ['2, k, 10', [-0.00904957, -0.174043, 1.0]], ['2, k, 11', [-0.0845247, -0.192465, 1.0]], ['2, k, 12', [-0.377992, -0.257819, 1.0]], ['2, k, 13', [-0.410951, -0.652239, 1.0]], ['2, k, 14', [-0.394946, -1.00391, 1.0]], ['2, k, 15', [-0.412859, -1.07484, 1.0]], ['2, k, 16', [-0.226046, -0.276654, 1.0]], ['2, k, 17', [-0.108418, -0.654049, 1.0]], ['2, k, 18', [0.0255796, -1.00806, 1.0]], ['2, k, 19', [0.0549159, -1.06035, 1.0]], ['2, k, 20', [-0.237965, 0.227742, 1.0]], ['2, k, 21', [-0.546674, -0.218827, 1.0]], ['2, k, 22', [-0.504886, -0.137293, 1.0]], ['2, k, 23', [-0.119711, -0.312786, 1.0]], ['2, k, 24', [-0.113393, -0.207254, 1.0]]]
[['2, k, 0', [-0.311984, -0.275005, 1.0]], ['2, k, 1', [-0.269802, 0.014018, 1.0]], ['2, k, 2', [-0.230552, 0.294789, 1.0]], ['2, k, 3', [-0.243509, 0.422632, 1.0]], ['2, k, 4', [-0.419177, 0.245128, 1.0]], ['2, k, 5', [-0.573622, 0.123005, 1.0]], ['2, k, 6', [-0.550351, -0.110394, 1.0]], ['2, k, 7', [-0.543396, -0.188019, 1.0]], ['2, k, 8', [-0.0827391, 0.189077, 1.0]], ['2, k, 9', [0.0939539, 0.0272095, 1.0]], ['2, k, 10', [-0.0131349, -0.181015, 1.0]], ['2, k, 11', [-0.0869104, -0.193936, 1.0]], ['2, k, 12', [-0.383629, -0.260328, 1.0]], ['2, k, 13', [-0.414639, -0.650611, 1.0]], ['2, k, 14', [-0.395819, -1.00256, 1.0]], ['2, k, 15', [-0.41316, -1.07504, 1.0]], ['2, k, 16', [-0.231861, -0.282308, 1.0]], ['2, k, 17', [-0.111312, -0.657319, 1.0]], ['2, k, 18', [0.0230455, -1.00596, 1.0]], ['2, k, 19', [0.0542554, -1.05968, 1.0]], ['2, k, 20', [-0.239851, 0.226278, 1.0]], ['2, k, 21', [-0.547591, -0.220919, 1.0]], ['2, k, 22', [-0.505791, -0.139372, 1.0]], ['2, k, 23', [-0.114551, -0.231607, 1.0]], ['2, k, 24', [-0.105769, -0.176049, 1.0]]]
[['2, k, 0', [-0.316582, -0.278212, 1.0]], ['2, k, 1', [-0.27235, 0.0117769, 1.0]], ['2, k, 2', [-0.231299, 0.293311, 1.0]], ['2, k, 3', [-0.243663, 0.422055, 1.0]], ['2, k, 4', [-0.420293, 0.242966, 1.0]], ['2, k, 5', [-0.57771, 0.113903, 1.0]], ['2, k, 6', [-0.564774, -0.119104, 1.0]], ['2, k, 7', [-0.53498, -0.202137, 1.0]], ['2, k, 8', [-0.0833317, 0.184626, 1.0]], ['2, k, 9', [0.0915808, 0.0229359, 1.0]], ['2, k, 10', [-0.0156409, -0.185331, 1.0]], ['2, k, 11', [-0.0889933, -0.200443, 1.0]], ['2, k, 12', [-0.388907, -0.262378, 1.0]], ['2, k, 13', [-0.418776, -0.646644, 1.0]], ['2, k, 14', [-0.397476, -0.999523, 1.0]], ['2, k, 15', [-0.413989, -1.07445, 1.0]], ['2, k, 16', [-0.235677, -0.28651, 1.0]], ['2, k, 17', [-0.115084, -0.661383, 1.0]], ['2, k, 18', [0.0231083, -1.00627, 1.0]], ['2, k, 19', [0.0544257, -1.0599, 1.0]], ['2, k, 20', [-0.24098, 0.224681, 1.0]], ['2, k, 21', [-0.533999, -0.205194, 1.0]], ['2, k, 22', [-0.530291, -0.200366, 1.0]], ['2, k, 23', [-0.118697, -0.237721, 1.0]], ['2, k, 24', [-0.10674, -0.183765, 1.0]]]
[['2, k, 0', [-0.318689, -0.280407, 1.0]], ['2, k, 1', [-0.273785, 0.0101961, 1.0]], ['2, k, 2', [-0.232234, 0.291446, 1.0]], ['2, k, 3', [-0.243118, 0.421551, 1.0]], ['2, k, 4', [-0.420343, 0.240624, 1.0]], ['2, k, 5', [-0.58022, 0.108797, 1.0]], ['2, k, 6', [-0.55702, -0.121433, 1.0]], ['2, k, 7', [-0.5372, -0.212184, 1.0]], ['2, k, 8', [-0.0834566, 0.182961, 1.0]], ['2, k, 9', [0.0875029, 0.01943, 1.0]], ['2, k, 10', [-0.0169299, -0.190261, 1.0]], ['2, k, 11', [-0.090278, -0.20442, 1.0]], ['2, k, 12', [-0.390993, -0.263942, 1.0]], ['2, k, 13', [-0.421583, -0.646039, 1.0]], ['2, k, 14', [-0.397763, -0.999052, 1.0]], ['2, k, 15', [-0.414331, -1.07469, 1.0]], ['2, k, 16', [-0.237647, -0.289255, 1.0]], ['2, k, 17', [-0.117767, -0.66405, 1.0]], ['2, k, 18', [0.022687, -1.0065, 1.0]], ['2, k, 19', [0.0544658, -1.06121, 1.0]], ['2, k, 20', [-0.242103, 0.222938, 1.0]], ['2, k, 21', [-0.536971, -0.249626, 1.0]], ['2, k, 22', [-0.526396, -0.189984, 1.0]], ['2, k, 23', [-0.119441, -0.238106, 1.0]], ['2, k, 24', [-0.10513, -0.188262, 1.0]]]
[['2, k, 0', [-0.319751, -0.283914, 1.0]], ['2, k, 1', [-0.27434, 0.00830461, 1.0]], ['2, k, 2', [-0.231895, 0.290361, 1.0]], ['2, k, 3', [-0.242222, 0.421013, 1.0]], ['2, k, 4', [-0.420688, 0.237894, 1.0]], ['2, k, 5', [-0.583494, 0.104053, 1.0]], ['2, k, 6', [-0.556209, -0.124415, 1.0]], ['2, k, 7', [-0.535452, -0.208531, 1.0]], ['2, k, 8', [-0.0829869, 0.181454, 1.0]], ['2, k, 9', [0.0860224, 0.0157688, 1.0]], ['2, k, 10', [-0.0203062, -0.192936, 1.0]], ['2, k, 11', [-0.0921237, -0.206177, 1.0]], ['2, k, 12', [-0.392414, -0.267092, 1.0]], ['2, k, 13', [-0.4238, -0.642483, 1.0]], ['2, k, 14', [-0.398315, -0.998279, 1.0]], ['2, k, 15', [-0.413808, -1.07441, 1.0]], ['2, k, 16', [-0.238287, -0.292923, 1.0]], ['2, k, 17', [-0.120582, -0.665465, 1.0]], ['2, k, 18', [0.0222716, -1.00877, 1.0]], ['2, k, 19', [0.0541096, -1.06379, 1.0]], ['2, k, 20', [-0.242098, 0.221859, 1.0]], ['2, k, 21', [-0.536556, -0.257183, 1.0]], ['2, k, 22', [-0.527375, -0.189453, 1.0]], ['2, k, 23', [-0.119425, -0.244618, 1.0]], ['2, k, 24', [-0.107832, -0.18622, 1.0]]]
[['2, k, 0', [-0.319827, -0.286121, 1.0]], ['2, k, 1', [-0.27443, 0.00687205, 1.0]], ['2, k, 2', [-0.231133, 0.288807, 1.0]], ['2, k, 3', [-0.240686, 0.419483, 1.0]], ['2, k, 4', [-0.421371, 0.235459, 1.0]], ['2, k, 5', [-0.583821, 0.0961219, 1.0]], ['2, k, 6', [-0.552051, -0.131472, 1.0]], ['2, k, 7', [-0.531788, -0.22208, 1.0]], ['2, k, 8', [-0.0820432, 0.180284, 1.0]], ['2, k, 9', [0.0850976, 0.0135452, 1.0]], ['2, k, 10', [-0.0446469, -0.180807, 1.0]], ['2, k, 11', [-0.107127, -0.211665, 1.0]], ['2, k, 12', [-0.39275, -0.269123, 1.0]], ['2, k, 13', [-0.424685, -0.636865, 1.0]], ['2, k, 14', [-0.398449, -0.998534, 1.0]], ['2, k, 15', [-0.413941, -1.07459, 1.0]], ['2, k, 16', [-0.238061, -0.295212, 1.0]], ['2, k, 17', [-0.122625, -0.666232, 1.0]], ['2, k, 18', [0.0229958, -1.0165, 1.0]], ['2, k, 19', [0.0545018, -1.06498, 1.0]], ['2, k, 20', [-0.241799, 0.220368, 1.0]], ['2, k, 21', [-0.531034, -0.262138, 1.0]], ['2, k, 22', [-0.521185, -0.195605, 1.0]], ['2, k, 23', [-0.143218, -0.305929, 1.0]], ['2, k, 24', [-0.139703, -0.194059, 1.0]]]
[['2, k, 0', [-0.317633, -0.288686, 1.0]], ['2, k, 1', [-0.273837, 0.00500786, 1.0]], ['2, k, 2', [-0.230408, 0.286898, 1.0]], ['2, k, 3', [-0.239042, 0.418217, 1.0]], ['2, k, 4', [-0.421346, 0.232757, 1.0]], ['2, k, 5', [-0.581644, 0.0929881, 1.0]], ['2, k, 6', [-0.55098, -0.132975, 1.0]], ['2, k, 7', [-0.525361, -0.222574, 1.0]], ['2, k, 8', [-0.0812774, 0.179159, 1.0]], ['2, k, 9', [0.0841965, 0.0122982, 1.0]], ['2, k, 10', [-0.045027, -0.181797, 1.0]], ['2, k, 11', [-0.105222, -0.211315, 1.0]], ['2, k, 12', [-0.390389, -0.272362, 1.0]], ['2, k, 13', [-0.423798, -0.635253, 1.0]], ['2, k, 14', [-0.398258, -1.00038, 1.0]], ['2, k, 15', [-0.415786, -1.07708, 1.0]], ['2, k, 16', [-0.236061, -0.297095, 1.0]], ['2, k, 17', [-0.123225, -0.666906, 1.0]], ['2, k, 18', [0.0227262, -1.01618, 1.0]], ['2, k, 19', [0.0539309, -1.06501, 1.0]], ['2, k, 20', [-0.241261, 0.218449, 1.0]], ['2, k, 21', [-0.520211, -0.271888, 1.0]], ['2, k, 22', [-0.518335, -0.180179, 1.0]], ['2, k, 23', [-0.139373, -0.305682, 1.0]], ['2, k, 24', [-0.138675, -0.192184, 1.0]]]
[['2, k, 0', [-0.312981, -0.290443, 1.0]], ['2, k, 1', [-0.27213, 0.00354111, 1.0]], ['2, k, 2', [-0.229394, 0.286072, 1.0]], ['2, k, 3', [-0.237202, 0.418248, 1.0]], ['2, k, 4', [-0.420793, 0.23049, 1.0]], ['2, k, 5', [-0.581291, 0.0906861, 1.0]], ['2, k, 6', [-0.551084, -0.136797, 1.0]], ['2, k, 7', [-0.522149, -0.236134, 1.0]], ['2, k, 8', [-0.0787429, 0.179371, 1.0]], ['2, k, 9', [0.0840415, 0.0106672, 1.0]], ['2, k, 10', [-0.0448299, -0.182639, 1.0]], ['2, k, 11', [-0.101307, -0.213985, 1.0]], ['2, k, 12', [-0.385634, -0.274591, 1.0]], ['2, k, 13', [-0.421708, -0.629555, 1.0]], ['2, k, 14', [-0.398344, -1.0006, 1.0]], ['2, k, 15', [-0.415274, -1.0771, 1.0]], ['2, k, 16', [-0.231668, -0.298342, 1.0]], ['2, k, 17', [-0.121974, -0.668819, 1.0]], ['2, k, 18', [0.0207936, -1.01448, 1.0]], ['2, k, 19', [0.0533725, -1.06455, 1.0]], ['2, k, 20', [-0.240316, 0.217444, 1.0]], ['2, k, 21', [-0.517837, -0.274894, 1.0]], ['2, k, 22', [-0.513603, -0.225953, 1.0]], ['2, k, 23', [-0.133541, -0.307502, 1.0]], ['2, k, 24', [-0.132636, -0.1927, 1.0]]]
[['2, k, 0', [-0.307684, -0.292427, 1.0]], ['2, k, 1', [-0.269727, 0.00179118, 1.0]], ['2, k, 2', [-0.22816, 0.284894, 1.0]], ['2, k, 3', [-0.235494, 0.417552, 1.0]], ['2, k, 4', [-0.419475, 0.225879, 1.0]], ['2, k, 5', [-0.582106, 0.0868746, 1.0]], ['2, k, 6', [-0.542681, -0.132602, 1.0]], ['2, k, 7', [-0.504607, -0.206094, 1.0]], ['2, k, 8', [-0.076446, 0.179051, 1.0]], ['2, k, 9', [0.0853182, 0.0100709, 1.0]], ['2, k, 10', [-0.0433267, -0.181773, 1.0]], ['2, k, 11', [-0.0969407, -0.215121, 1.0]], ['2, k, 12', [-0.380998, -0.276884, 1.0]], ['2, k, 13', [-0.41405, -0.632847, 1.0]], ['2, k, 14', [-0.398145, -0.999462, 1.0]], ['2, k, 15', [-0.415399, -1.07704, 1.0]], ['2, k, 16', [-0.225864, -0.299864, 1.0]], ['2, k, 17', [-0.1203, -0.668034, 1.0]], ['2, k, 18', [0.0194298, -1.01235, 1.0]], ['2, k, 19', [0.0535923, -1.06477, 1.0]], ['2, k, 20', [-0.238997, 0.216101, 1.0]], ['2, k, 21', [-0.501098, -0.267167, 1.0]], ['2, k, 22', [-0.50031, -0.173215, 1.0]], ['2, k, 23', [-0.128534, -0.305159, 1.0]], ['2, k, 24', [-0.128075, -0.187873, 1.0]]]
