[['2, k, 0', [0.01491256, -0.07093938, 1.0]], ['2, k, 1', [0.01189049, 0.2028411, 1.0]], ['2, k, 2', [0.007518487, 0.4673678, 1.0]], ['2, k, 3', [0.00857088, 0.6159448, 1.0]], ['2, k, 4', [-0.1667252, 0.3921085, 1.0]], ['2, k, 5', [-0.2267997, 0.1475704, 1.0]], ['2, k, 6', [-0.3239329, 0.0100589, 1.0]], ['2, k, 7', [-0.340615, 0.002032284, 1.0]], ['2, k, 8', [0.1934703, 0.3729871, 1.0]], ['2, k, 9', [0.2572795, 0.1527962, 1.0]], ['2, k, 10', [0.2569507, -0.04073846, 1.0]], ['2, k, 11', [0.2397456, -0.05718161, 1.0]], ['2, k, 12', [-0.06443043, -0.07009956, 1.0]], ['2, k, 13', [-0.1041302, -0.1937073, 1.0]], ['2, k, 14', [-0.07925976, -0.5941382, 1.0]], ['2, k, 15', [-0.07699831, -0.6540937, 1.0]], ['2, k, 16', [0.09366109, -0.06961291, 1.0]], ['2, k, 17', [0.1691891, -0.2036318, 1.0]], ['2, k, 18', [0.1192845, -0.578116, 1.0]], ['2, k, 19', [0.102476, -0.6468322, 1.0]], ['2, k, 20', [0.008708518, 0.4026752, 1.0]], ['2, k, 21', [-0.3713655, -0.0299643, 1.0]], ['2, k, 22', [-0.3749356, 0.04996834, 1.0]], ['2, k, 23', [0.2696715, -0.06613196, 1.0]], ['2, k, 24', [0.272692, -0.01165043, 1.0]]]
[['2, k, 0', [0.01982244, -0.06480801, 1.0]], ['2, k, 1', [0.01210122, 0.2050049, 1.0]], ['2, k, 2', [0.004593856, 0.4666517, 1.0]], ['2, k, 3', [0.004675576, 0.6149995, 1.0]], ['2, k, 4', [-0.1609769, 0.3945688, 1.0]], ['2, k, 5', [-0.2180682, 0.152161, 1.0]], ['2, k, 6', [-0.2162002, 0.3990818, 1.0]], ['2, k, 7', [-0.2098937, 0.4510617, 1.0]], ['2, k, 8', [0.1911018, 0.3744271, 1.0]], ['2, k, 9', [0.2579142, 0.1560286, 1.0]], ['2, k, 10', [0.2554959, -0.04713898, 1.0]], ['2, k, 11', [0.2388493, -0.0581561, 1.0]], ['2, k, 12', [-0.06375439, -0.06557922, 1.0]], ['2, k, 13', [-0.1048115, -0.1935903, 1.0]], ['2, k, 14', [-0.08232114, -0.5913293, 1.0]], ['2, k, 15', [-0.07782063, -0.6510826, 1.0]], ['2, k, 16', [0.102519, -0.06195267, 1.0]], ['2, k, 17', [0.1694269, -0.204403, 1.0]], ['2, k, 18', [0.1194181, -0.5793162, 1.0]], ['2, k, 19', [0.1029665, -0.6468651, 1.0]], ['2, k, 20', [0.006505236, 0.402323, 1.0]], ['2, k, 21', [-0.1956103, 0.5003178, 1.0]], ['2, k, 22', [-0.26913, 0.4701277, 1.0]], ['2, k, 23', [0.2357103, -0.1275233, 1.0]], ['2, k, 24', [0.2512473, -0.09190136, 1.0]]]
[['2, k, 0', [0.02071722, -0.06571852, 1.0]], ['2, k, 1', [0.012039, 0.2049833, 1.0]], ['2, k, 2', [0.004190657, 0.4668513, 1.0]], ['2, k, 3', [0.004644142, 0.6149958, 1.0]], ['2, k, 4', [-0.1602762, 0.394664, 1.0]], ['2, k, 5', [-0.2178197, 0.1500004, 1.0]], ['2, k, 6', [-0.2478568, 0.40187, 1.0]], ['2, k, 7', [-0.2109375, 0.4513333, 1.0]], ['2, k, 8', [0.1910741, 0.3745898, 1.0]], ['2, k, 9', [0.2578323, 0.1560574, 1.0]], ['2, k, 10', [0.2540514, -0.04423881, 1.0]], ['2, k, 11', [0.2386701, -0.06139635, 1.0]], ['2, k, 12', [-0.06282907, -0.06652957, 1.0]], ['2, k, 13', [-0.1048659, -0.1938059, 1.0]], ['2, k, 14', [-0.08221003, -0.5912175, 1.0]], ['2, k, 15', [-0.07768065, -0.6506458, 1.0]], ['2, k, 16', [0.1034316, -0.0628058, 1.0]], ['2, k, 17', [0.1694418, -0.2043229, 1.0]], ['2, k, 18', [0.1193639, -0.5792839, 1.0]], ['2, k, 19', [0.1030365, -0.6468127, 1.0]], ['2, k, 20', [0.006220683, 0.4024661, 1.0]], ['2, k, 21', [-0.19755, 0.5008376, 1.0]], ['2, k, 22', [-0.2662625, 0.4729959, 1.0]], ['2, k, 23', [0.2355742, -0.1307163, 1.0]], ['2, k, 24', [0.3172442, -0.102924, 1.0]]]
[['2, k, 0', [0.01947091, -0.06529146, 1.0]], ['2, k, 1', [0.01093067, 0.2055875, 1.0]], ['2, k, 2', [0.002987686, 0.46765, 1.0]], ['2, k, 3', [0.004618244, 0.6150479, 1.0]], ['2, k, 4', [-0.1595585, 0.3947888, 1.0]], ['2, k, 5', [-0.2176303, 0.1486594, 1.0]], ['2, k, 6', [-0.2474059, 0.4013542, 1.0]], ['2, k, 7', [-0.2090541, 0.45582, 1.0]], ['2, k, 8', [0.1901071, 0.3757772, 1.0]], ['2, k, 9', [0.2578284, 0.1563216, 1.0]], ['2, k, 10', [0.2547908, -0.04444693, 1.0]], ['2, k, 11', [0.239402, -0.06258687, 1.0]], ['2, k, 12', [-0.06419551, -0.06598195, 1.0]], ['2, k, 13', [-0.1050155, -0.1938434, 1.0]], ['2, k, 14', [-0.08249848, -0.5897372, 1.0]], ['2, k, 15', [-0.07769418, -0.6505626, 1.0]], ['2, k, 16', [0.1023811, -0.06250561, 1.0]], ['2, k, 17', [0.1695904, -0.203947, 1.0]], ['2, k, 18', [0.1192677, -0.5790668, 1.0]], ['2, k, 19', [0.1033075, -0.6468259, 1.0]], ['2, k, 20', [0.00500393, 0.4032553, 1.0]], ['2, k, 21', [-0.1982523, 0.5085692, 1.0]], ['2, k, 22', [-0.2698167, 0.4822282, 1.0]], ['2, k, 23', [0.2355487, -0.1313196, 1.0]], ['2, k, 24', [0.2654319, -0.03881982, 1.0]]]
[['2, k, 0', [0.02077181, -0.0653303, 1.0]], ['2, k, 1', [0.01099197, 0.2056634, 1.0]], ['2, k, 2', [0.002547293, 0.4678653, 1.0]], ['2, k, 3', [0.004604076, 0.615025, 1.0]], ['2, k, 4', [-0.1590172, 0.3946637, 1.0]], ['2, k, 5', [-0.2176709, 0.1481082, 1.0]], ['2, k, 6', [-0.2067386, 0.4215274, 1.0]], ['2, k, 7', [-0.2048136, 0.4586025, 1.0]], ['2, k, 8', [0.190111, 0.375786, 1.0]], ['2, k, 9', [0.257636, 0.1563212, 1.0]], ['2, k, 10', [0.2566537, -0.04268078, 1.0]], ['2, k, 11', [0.2392702, -0.06211976, 1.0]], ['2, k, 12', [-0.06225113, -0.06630634, 1.0]], ['2, k, 13', [-0.1049946, -0.1936069, 1.0]], ['2, k, 14', [-0.08237515, -0.5896665, 1.0]], ['2, k, 15', [-0.07765839, -0.6506261, 1.0]], ['2, k, 16', [0.1031797, -0.06235461, 1.0]], ['2, k, 17', [0.1695841, -0.2036898, 1.0]], ['2, k, 18', [0.119227, -0.579029, 1.0]], ['2, k, 19', [0.1032898, -0.6467755, 1.0]], ['2, k, 20', [0.004778404, 0.4034026, 1.0]], ['2, k, 21', [-0.1851684, 0.5081831, 1.0]], ['2, k, 22', [-0.2622806, 0.4763873, 1.0]], ['2, k, 23', [0.2363296, -0.1266258, 1.0]], ['2, k, 24', [0.2670402, -0.02997592, 1.0]]]
[['2, k, 0', [0.01947284, -0.06489654, 1.0]], ['2, k, 1', [0.01060963, 0.2058319, 1.0]], ['2, k, 2', [0.002457659, 0.4679026, 1.0]], ['2, k, 3', [0.004522242, 0.6149489, 1.0]], ['2, k, 4', [-0.1583239, 0.3946573, 1.0]], ['2, k, 5', [-0.2180539, 0.1475212, 1.0]], ['2, k, 6', [-0.244139, 0.4067351, 1.0]], ['2, k, 7', [-0.2056265, 0.4588535, 1.0]], ['2, k, 8', [0.1899062, 0.3760937, 1.0]], ['2, k, 9', [0.2575763, 0.1564614, 1.0]], ['2, k, 10', [0.257007, -0.04220447, 1.0]], ['2, k, 11', [0.2373369, -0.06036487, 1.0]], ['2, k, 12', [-0.06431819, -0.06554395, 1.0]], ['2, k, 13', [-0.1049049, -0.1939914, 1.0]], ['2, k, 14', [-0.08246001, -0.5896808, 1.0]], ['2, k, 15', [-0.07776722, -0.6503388, 1.0]], ['2, k, 16', [0.1024922, -0.06215866, 1.0]], ['2, k, 17', [0.1695978, -0.2036786, 1.0]], ['2, k, 18', [0.1191407, -0.5785375, 1.0]], ['2, k, 19', [0.1033453, -0.6468666, 1.0]], ['2, k, 20', [0.004629061, 0.4034722, 1.0]], ['2, k, 21', [-0.1942151, 0.5089536, 1.0]], ['2, k, 22', [-0.2610737, 0.4796909, 1.0]], ['2, k, 23', [0.236875, -0.1278556, 1.0]], ['2, k, 24', [0.2656419, -0.03341672, 1.0]]]
[['2, k, 0', [0.02153473, -0.0634428, 1.0]], ['2, k, 1', [0.01092586, 0.2065852, 1.0]], ['2, k, 2', [0.00204515, 0.4684943, 1.0]], ['2, k, 3', [0.004533007, 0.614969, 1.0]], ['2, k, 4', [-0.157644, 0.3951477, 1.0]], ['2, k, 5', [-0.2179601, 0.1473472, 1.0]], ['2, k, 6', [-0.243962, 0.4067029, 1.0]], ['2, k, 7', [-0.2046999, 0.4591964, 1.0]], ['2, k, 8', [0.1895892, 0.3762437, 1.0]], ['2, k, 9', [0.2574579, 0.1565849, 1.0]], ['2, k, 10', [0.2564187, -0.04196173, 1.0]], ['2, k, 11', [0.2373717, -0.05991794, 1.0]], ['2, k, 12', [-0.06222973, -0.06454135, 1.0]], ['2, k, 13', [-0.1052031, -0.1936499, 1.0]], ['2, k, 14', [-0.08275013, -0.5904202, 1.0]], ['2, k, 15', [-0.07779299, -0.6502839, 1.0]], ['2, k, 16', [0.1045385, -0.06028431, 1.0]], ['2, k, 17', [0.1695759, -0.2038567, 1.0]], ['2, k, 18', [0.1190319, -0.5785307, 1.0]], ['2, k, 19', [0.1033501, -0.6468696, 1.0]], ['2, k, 20', [0.00439441, 0.404035, 1.0]], ['2, k, 21', [-0.192338, 0.5099479, 1.0]], ['2, k, 22', [-0.2594941, 0.4774463, 1.0]], ['2, k, 23', [0.2342905, -0.1276545, 1.0]], ['2, k, 24', [0.2659656, -0.03460154, 1.0]]]
[['2, k, 0', [0.02120874, -0.06377675, 1.0]], ['2, k, 1', [0.01081154, 0.2065959, 1.0]], ['2, k, 2', [0.00181237, 0.4687257, 1.0]], ['2, k, 3', [0.004526337, 0.6149955, 1.0]], ['2, k, 4', [-0.1572077, 0.3950708, 1.0]], ['2, k, 5', [-0.2180879, 0.1470179, 1.0]], ['2, k, 6', [-0.2439454, 0.4064755, 1.0]], ['2, k, 7', [-0.2040326, 0.45919, 1.0]], ['2, k, 8', [0.1892946, 0.376516, 1.0]], ['2, k, 9', [0.2573374, 0.1563841, 1.0]], ['2, k, 10', [0.2574031, -0.04202244, 1.0]], ['2, k, 11', [0.2383082, -0.06151374, 1.0]], ['2, k, 12', [-0.06233337, -0.06472564, 1.0]], ['2, k, 13', [-0.1051254, -0.193878, 1.0]], ['2, k, 14', [-0.08251893, -0.591581, 1.0]], ['2, k, 15', [-0.07746021, -0.6512364, 1.0]], ['2, k, 16', [0.1038922, -0.06081268, 1.0]], ['2, k, 17', [0.1695884, -0.2037856, 1.0]], ['2, k, 18', [0.119037, -0.5785132, 1.0]], ['2, k, 19', [0.1034744, -0.6468999, 1.0]], ['2, k, 20', [0.004173012, 0.4042195, 1.0]], ['2, k, 21', [-0.1915428, 0.5105933, 1.0]], ['2, k, 22', [-0.2604676, 0.4825916, 1.0]], ['2, k, 23', [0.2361603, -0.1283184, 1.0]], ['2, k, 24', [0.2659917, -0.03245093, 1.0]]]
[['2, k, 0', [0.02074663, -0.06358658, 1.0]], ['2, k, 1', [0.01078847, 0.2067041, 1.0]], ['2, k, 2', [0.001934184, 0.4688016, 1.0]], ['2, k, 3', [0.00453329, 0.6149819, 1.0]], ['2, k, 4', [-0.1567428, 0.3952504, 1.0]], ['2, k, 5', [-0.2179634, 0.1469219, 1.0]], ['2, k, 6', [-0.180577, 0.42428, 1.0]], ['2, k, 7', [-0.1648055, 0.4697248, 1.0]], ['2, k, 8', [0.1893023, 0.376508, 1.0]], ['2, k, 9', [0.2573347, 0.1561389, 1.0]], ['2, k, 10', [0.257441, -0.04198479, 1.0]], ['2, k, 11', [0.2367031, -0.06020701, 1.0]], ['2, k, 12', [-0.06293999, -0.06443083, 1.0]], ['2, k, 13', [-0.1051866, -0.1939297, 1.0]], ['2, k, 14', [-0.08211298, -0.5925525, 1.0]], ['2, k, 15', [-0.0768341, -0.6522629, 1.0]], ['2, k, 16', [0.103599, -0.06071477, 1.0]], ['2, k, 17', [0.1696328, -0.2036449, 1.0]], ['2, k, 18', [0.1191274, -0.578309, 1.0]], ['2, k, 19', [0.1034526, -0.6469048, 1.0]], ['2, k, 20', [0.004239697, 0.4043014, 1.0]], ['2, k, 21', [-0.05472016, 0.5470129, 1.0]], ['2, k, 22', [-0.1342114, 0.4748932, 1.0]], ['2, k, 23', [0.2367697, -0.1277995, 1.0]], ['2, k, 24', [0.2671496, -0.02773046, 1.0]]]
[['2, k, 0', [0.01953497, -0.06420486, 1.0]], ['2, k, 1', [0.01038782, 0.2066934, 1.0]], ['2, k, 2', [0.001743928, 0.4689865, 1.0]], ['2, k, 3', [0.004562211, 0.6149468, 1.0]], ['2, k, 4', [-0.1561006, 0.3939347, 1.0]], ['2, k, 5', [-0.2178576, 0.1468988, 1.0]], ['2, k, 6', [-0.1981098, 0.4257087, 1.0]], ['2, k, 7', [-0.1968377, 0.4637183, 1.0]], ['2, k, 8', [0.1893316, 0.376485, 1.0]], ['2, k, 9', [0.25738, 0.1563188, 1.0]], ['2, k, 10', [0.257844, -0.04231699, 1.0]], ['2, k, 11', [0.236551, -0.05901111, 1.0]], ['2, k, 12', [-0.06383666, -0.0648604, 1.0]], ['2, k, 13', [-0.1050682, -0.1941355, 1.0]], ['2, k, 14', [-0.08221719, -0.5930325, 1.0]], ['2, k, 15', [-0.0769427, -0.6519283, 1.0]], ['2, k, 16', [0.1021334, -0.06151953, 1.0]], ['2, k, 17', [0.1696921, -0.2034313, 1.0]], ['2, k, 18', [0.1193757, -0.5778438, 1.0]], ['2, k, 19', [0.10346, -0.6469064, 1.0]], ['2, k, 20', [0.003999636, 0.4044571, 1.0]], ['2, k, 21', [-0.1748138, 0.51556, 1.0]], ['2, k, 22', [-0.1362499, 0.4803651, 1.0]], ['2, k, 23', [0.2379329, -0.1274942, 1.0]], ['2, k, 24', [0.2660862, -0.03406308, 1.0]]]
[['2, k, 0', [0.01903859, -0.06415971, 1.0]], ['2, k, 1', [0.00960721, 0.2070421, 1.0]], ['2, k, 2', [0.0005001299, 0.4697086, 1.0]], ['2, k, 3', [0.004560115, 0.6149464, 1.0]], ['2, k, 4', [-0.1558029, 0.3936332, 1.0]], ['2, k, 5', [-0.2176875, 0.1457922, 1.0]], ['2, k, 6', [-0.2381202, 0.4132395, 1.0]], ['2, k, 7', [-0.1985946, 0.4637282, 1.0]], ['2, k, 8', [0.1893379, 0.3764869, 1.0]], ['2, k, 9', [0.2573302, 0.1563186, 1.0]], ['2, k, 10', [0.2580348, -0.04231463, 1.0]], ['2, k, 11', [0.238903, -0.05869605, 1.0]], ['2, k, 12', [-0.06449863, -0.06478298, 1.0]], ['2, k, 13', [-0.105042, -0.1941021, 1.0]], ['2, k, 14', [-0.0823228, -0.5925812, 1.0]], ['2, k, 15', [-0.07710344, -0.6514979, 1.0]], ['2, k, 16', [0.1018137, -0.0615011, 1.0]], ['2, k, 17', [0.1696539, -0.2038267, 1.0]], ['2, k, 18', [0.1193632, -0.5778477, 1.0]], ['2, k, 19', [0.1034491, -0.6469187, 1.0]], ['2, k, 20', [0.002832529, 0.4051229, 1.0]], ['2, k, 21', [-0.1766543, 0.5184915, 1.0]], ['2, k, 22', [-0.1410958, 0.4655447, 1.0]], ['2, k, 23', [0.237852, -0.1297915, 1.0]], ['2, k, 24', [0.2655478, -0.0361739, 1.0]]]
[['2, k, 0', [0.01889096, -0.0640175, 1.0]], ['2, k, 1', [0.009363688, 0.2072444, 1.0]], ['2, k, 2', [7.491986e-05, 0.4699631, 1.0]], ['2, k, 3', [0.004564263, 0.6149665, 1.0]], ['2, k, 4', [-0.15764, 0.3930149, 1.0]], ['2, k, 5', [-0.2176846, 0.1458622, 1.0]], ['2, k, 6', [-0.2064547, 0.4265923, 1.0]], ['2, k, 7', [-0.1946897, 0.4640931, 1.0]], ['2, k, 8', [0.189375, 0.3764949, 1.0]], ['2, k, 9', [0.2570968, 0.1566615, 1.0]], ['2, k, 10', [0.2581632, -0.04212185, 1.0]], ['2, k, 11', [0.2395832, -0.06006918, 1.0]], ['2, k, 12', [-0.06480126, -0.06464649, 1.0]], ['2, k, 13', [-0.1050461, -0.1939114, 1.0]], ['2, k, 14', [-0.08228742, -0.5926115, 1.0]], ['2, k, 15', [-0.07713681, -0.6526423, 1.0]], ['2, k, 16', [0.1017794, -0.0613608, 1.0]], ['2, k, 17', [0.16958, -0.2037918, 1.0]], ['2, k, 18', [0.1193383, -0.5777977, 1.0]], ['2, k, 19', [0.1037809, -0.6469231, 1.0]], ['2, k, 20', [0.00244009, 0.4053857, 1.0]], ['2, k, 21', [-0.1751033, 0.5162952, 1.0]], ['2, k, 22', [-0.1327065, 0.4784612, 1.0]], ['2, k, 23', [0.2399779, -0.1296407, 1.0]], ['2, k, 24', [0.2660665, -0.0340778, 1.0]]]
[['2, k, 0', [0.01865056, -0.06374296, 1.0]], ['2, k, 1', [0.009297796, 0.2073403, 1.0]], ['2, k, 2', [6.727914e-05, 0.4699743, 1.0]], ['2, k, 3', [0.004623082, 0.6150304, 1.0]], ['2, k, 4', [-0.1580443, 0.3931326, 1.0]], ['2, k, 5', [-0.2177795, 0.145982, 1.0]], ['2, k, 6', [-0.2380628, 0.4151302, 1.0]], ['2, k, 7', [-0.1954075, 0.4648173, 1.0]], ['2, k, 8', [0.1893867, 0.3764972, 1.0]], ['2, k, 9', [0.2570368, 0.1565816, 1.0]], ['2, k, 10', [0.2583125, -0.0421764, 1.0]], ['2, k, 11', [0.2390862, -0.06044313, 1.0]], ['2, k, 12', [-0.06525958, -0.06433738, 1.0]], ['2, k, 13', [-0.1050567, -0.1939212, 1.0]], ['2, k, 14', [-0.08218436, -0.5919286, 1.0]], ['2, k, 15', [-0.07713795, -0.6522768, 1.0]], ['2, k, 16', [0.1017601, -0.0611001, 1.0]], ['2, k, 17', [0.1696027, -0.2037401, 1.0]], ['2, k, 18', [0.1194143, -0.5772591, 1.0]], ['2, k, 19', [0.1034633, -0.6469272, 1.0]], ['2, k, 20', [0.002424076, 0.4054101, 1.0]], ['2, k, 21', [-0.1764895, 0.5195324, 1.0]], ['2, k, 22', [-0.1369426, 0.4651727, 1.0]], ['2, k, 23', [0.2400467, -0.1296775, 1.0]], ['2, k, 24', [0.2660425, -0.0326912, 1.0]]]
[['2, k, 0', [0.01991274, -0.06892448, 1.0]], ['2, k, 1', [0.009093244, 0.2064823, 1.0]], ['2, k, 2', [-0.0002682339, 0.4702346, 1.0]], ['2, k, 3', [0.004629153, 0.6150323, 1.0]], ['2, k, 4', [-0.158078, 0.3931741, 1.0]], ['2, k, 5', [-0.2179528, 0.1464419, 1.0]], ['2, k, 6', [-0.2219291, 0.4326227, 1.0]], ['2, k, 7', [-0.1927554, 0.4673314, 1.0]], ['2, k, 8', [0.1892894, 0.3765267, 1.0]], ['2, k, 9', [0.2568777, 0.1568192, 1.0]], ['2, k, 10', [0.2583964, -0.0425186, 1.0]], ['2, k, 11', [0.2391744, -0.05933879, 1.0]], ['2, k, 12', [-0.06338742, -0.06911971, 1.0]], ['2, k, 13', [-0.105175, -0.1942524, 1.0]], ['2, k, 14', [-0.08199231, -0.5913587, 1.0]], ['2, k, 15', [-0.07728742, -0.6519457, 1.0]], ['2, k, 16', [0.1024472, -0.06656712, 1.0]], ['2, k, 17', [0.169599, -0.2038288, 1.0]], ['2, k, 18', [0.1194801, -0.5774251, 1.0]], ['2, k, 19', [0.1034304, -0.6471241, 1.0]], ['2, k, 20', [0.002049515, 0.4056007, 1.0]], ['2, k, 21', [-0.1659117, 0.5194028, 1.0]], ['2, k, 22', [-0.133623, 0.4692679, 1.0]], ['2, k, 23', [0.2563201, -0.07581642, 1.0]], ['2, k, 24', [0.2654759, -0.03590393, 1.0]]]
[['2, k, 0', [0.01828871, -0.06803044, 1.0]], ['2, k, 1', [0.008615527, 0.2067928, 1.0]], ['2, k, 2', [-0.0007904665, 0.4708337, 1.0]], ['2, k, 3', [0.004663476, 0.6150368, 1.0]], ['2, k, 4', [-0.1588985, 0.3920433, 1.0]], ['2, k, 5', [-0.2180155, 0.1464619, 1.0]], ['2, k, 6', [-0.2272885, 0.4177218, 1.0]], ['2, k, 7', [-0.1940438, 0.466892, 1.0]], ['2, k, 8', [0.189112, 0.3766899, 1.0]], ['2, k, 9', [0.2568739, 0.1567085, 1.0]], ['2, k, 10', [0.2585857, -0.04279507, 1.0]], ['2, k, 11', [0.2384579, -0.0733725, 1.0]], ['2, k, 12', [-0.06489508, -0.06848069, 1.0]], ['2, k, 13', [-0.1051103, -0.1938314, 1.0]], ['2, k, 14', [-0.08185932, -0.5911832, 1.0]], ['2, k, 15', [-0.07729168, -0.6524085, 1.0]], ['2, k, 16', [0.1008348, -0.06538923, 1.0]], ['2, k, 17', [0.1695851, -0.2037847, 1.0]], ['2, k, 18', [0.1189358, -0.5781404, 1.0]], ['2, k, 19', [0.1032013, -0.6473168, 1.0]], ['2, k, 20', [0.001565625, 0.4060891, 1.0]], ['2, k, 21', [-0.176314, 0.5222998, 1.0]], ['2, k, 22', [-0.1342695, 0.4721695, 1.0]], ['2, k, 23', [0.237207, -0.1457721, 1.0]], ['2, k, 24', [0.2657523, -0.03557948, 1.0]]]
[['2, k, 0', [0.02078836, -0.06376281, 1.0]], ['2, k, 1', [0.009097185, 0.2076503, 1.0]], ['2, k, 2', [-0.0008006347, 0.4708677, 1.0]], ['2, k, 3', [0.004686082, 0.6150343, 1.0]], ['2, k, 4', [-0.1597861, 0.391923, 1.0]], ['2, k, 5', [-0.2181334, 0.1464675, 1.0]], ['2, k, 6', [-0.2280124, 0.41774, 1.0]], ['2, k, 7', [-0.1931308, 0.4667772, 1.0]], ['2, k, 8', [0.1890625, 0.3767956, 1.0]], ['2, k, 9', [0.2568424, 0.1566931, 1.0]], ['2, k, 10', [0.2587483, -0.04269712, 1.0]], ['2, k, 11', [0.2406326, -0.06289908, 1.0]], ['2, k, 12', [-0.0630338, -0.06508868, 1.0]], ['2, k, 13', [-0.1051375, -0.1942678, 1.0]], ['2, k, 14', [-0.08183893, -0.5911989, 1.0]], ['2, k, 15', [-0.0772263, -0.6525322, 1.0]], ['2, k, 16', [0.1039432, -0.06037157, 1.0]], ['2, k, 17', [0.1695597, -0.2037718, 1.0]], ['2, k, 18', [0.119084, -0.5779035, 1.0]], ['2, k, 19', [0.1032017, -0.6473415, 1.0]], ['2, k, 20', [0.00157917, 0.4061741, 1.0]], ['2, k, 21', [-0.1793604, 0.5217547, 1.0]], ['2, k, 22', [-0.1315207, 0.4650302, 1.0]], ['2, k, 23', [0.2398955, -0.1364409, 1.0]], ['2, k, 24', [0.2661663, -0.03427665, 1.0]]]
[['2, k, 0', [0.01993552, -0.06508884, 1.0]], ['2, k, 1', [0.008681029, 0.2075384, 1.0]], ['2, k, 2', [-0.001586826, 0.4713219, 1.0]], ['2, k, 3', [0.004706415, 0.615038, 1.0]], ['2, k, 4', [-0.1622508, 0.3958489, 1.0]], ['2, k, 5', [-0.2186233, 0.1468476, 1.0]], ['2, k, 6', [-0.1675114, 0.3925187, 1.0]], ['2, k, 7', [-0.1873723, 0.4638223, 1.0]], ['2, k, 8', [0.1888273, 0.3774278, 1.0]], ['2, k, 9', [0.2566729, 0.1577563, 1.0]], ['2, k, 10', [0.2569588, -0.04026121, 1.0]], ['2, k, 11', [0.2376491, -0.05976584, 1.0]], ['2, k, 12', [-0.06313335, -0.06593915, 1.0]], ['2, k, 13', [-0.1049406, -0.1949753, 1.0]], ['2, k, 14', [-0.0816568, -0.5898938, 1.0]], ['2, k, 15', [-0.07750361, -0.6518545, 1.0]], ['2, k, 16', [0.1019312, -0.06240102, 1.0]], ['2, k, 17', [0.1695894, -0.2037641, 1.0]], ['2, k, 18', [0.1192305, -0.5777158, 1.0]], ['2, k, 19', [0.1032285, -0.6474271, 1.0]], ['2, k, 20', [0.000931194, 0.4064587, 1.0]], ['2, k, 21', [-0.164756, 0.520028, 1.0]], ['2, k, 22', [-0.1252515, 0.4883486, 1.0]], ['2, k, 23', [0.2368198, -0.1278262, 1.0]], ['2, k, 24', [0.2663148, -0.03214072, 1.0]]]
[['2, k, 0', [0.01798223, -0.06526877, 1.0]], ['2, k, 1', [0.00803581, 0.2076413, 1.0]], ['2, k, 2', [-0.001702604, 0.4714515, 1.0]], ['2, k, 3', [0.004745046, 0.6150497, 1.0]], ['2, k, 4', [-0.1643641, 0.3993206, 1.0]], ['2, k, 5', [-0.2191007, 0.1565523, 1.0]], ['2, k, 6', [-0.1551761, 0.4361752, 1.0]], ['2, k, 7', [-0.1813401, 0.4636504, 1.0]], ['2, k, 8', [0.1888622, 0.3774206, 1.0]], ['2, k, 9', [0.2565667, 0.157563, 1.0]], ['2, k, 10', [0.2571303, -0.04034647, 1.0]], ['2, k, 11', [0.2378828, -0.06047075, 1.0]], ['2, k, 12', [-0.06444401, -0.06577774, 1.0]], ['2, k, 13', [-0.105037, -0.1951017, 1.0]], ['2, k, 14', [-0.08173994, -0.5900486, 1.0]], ['2, k, 15', [-0.07747615, -0.6518322, 1.0]], ['2, k, 16', [0.09942387, -0.0629869, 1.0]], ['2, k, 17', [0.169607, -0.2037311, 1.0]], ['2, k, 18', [0.1192163, -0.5776191, 1.0]], ['2, k, 19', [0.1032412, -0.6474296, 1.0]], ['2, k, 20', [0.0007394481, 0.406597, 1.0]], ['2, k, 21', [-0.1697559, 0.5220876, 1.0]], ['2, k, 22', [-0.1335651, 0.4579686, 1.0]], ['2, k, 23', [0.2372805, -0.129372, 1.0]], ['2, k, 24', [0.2652762, -0.03587243, 1.0]]]
[['2, k, 0', [0.0179365, -0.06546681, 1.0]], ['2, k, 1', [0.007732973, 0.2076885, 1.0]], ['2, k, 2', [-0.002818038, 0.4720682, 1.0]], ['2, k, 3', [0.00477135, 0.6150181, 1.0]], ['2, k, 4', [-0.164206, 0.4017135, 1.0]], ['2, k, 5', [-0.2195271, 0.1555195, 1.0]], ['2, k, 6', [-0.2212608, 0.4303587, 1.0]], ['2, k, 7', [-0.1869234, 0.468453, 1.0]], ['2, k, 8', [0.1889428, 0.3773777, 1.0]], ['2, k, 9', [0.2565028, 0.1576339, 1.0]], ['2, k, 10', [0.2573557, -0.04014201, 1.0]], ['2, k, 11', [0.2399501, -0.0577546, 1.0]], ['2, k, 12', [-0.06439725, -0.06583436, 1.0]], ['2, k, 13', [-0.1050427, -0.1954062, 1.0]], ['2, k, 14', [-0.08174489, -0.5910704, 1.0]], ['2, k, 15', [-0.07754755, -0.6519166, 1.0]], ['2, k, 16', [0.09918544, -0.0634233, 1.0]], ['2, k, 17', [0.1696452, -0.2037732, 1.0]], ['2, k, 18', [0.1191378, -0.5777956, 1.0]], ['2, k, 19', [0.103604, -0.6474783, 1.0]], ['2, k, 20', [-0.0001447635, 0.4070501, 1.0]], ['2, k, 21', [-0.1501356, 0.5217753, 1.0]], ['2, k, 22', [-0.1397138, 0.453132, 1.0]], ['2, k, 23', [0.2385693, -0.1299179, 1.0]], ['2, k, 24', [0.2652174, -0.03649729, 1.0]]]
