[['2, k, 0', [-0.118302, -0.257216, 1.0]], ['2, k, 1', [-0.111585, 0.077875, 1.0]], ['2, k, 2', [-0.104312, 0.403458, 1.0]], ['2, k, 3', [-0.0615913, 0.548578, 1.0]], ['2, k, 4', [-0.283593, 0.299598, 1.0]], ['2, k, 5', [-0.355841, 0.00795838, 1.0]], ['2, k, 6', [-0.387225, -0.230278, 1.0]], ['2, k, 7', [-0.381855, -0.287889, 1.0]], ['2, k, 8', [0.0716312, 0.307277, 1.0]], ['2, k, 9', [0.125281, 0.0519419, 1.0]], ['2, k, 10', [0.0779096, 0.161601, 1.0]], ['2, k, 11', [0.0647477, 0.173457, 1.0]], ['2, k, 12', [-0.197576, -0.255039, 1.0]], ['2, k, 13', [-0.262799, -0.653015, 1.0]], ['2, k, 14', [-0.328317, -1.03122, 1.0]], ['2, k, 15', [-0.355225, -1.09082, 1.0]], ['2, k, 16', [-0.0353928, -0.251476, 1.0]], ['2, k, 17', [0.0448966, -0.637202, 1.0]], ['2, k, 18', [0.0822789, -1.01011, 1.0]], ['2, k, 19', [0.0933838, -1.0791, 1.0]], ['2, k, 20', [-0.106231, 0.323462, 1.0]], ['2, k, 21', [-0.385128, -0.342586, 1.0]], ['2, k, 22', [-0.358445, -0.28492, 1.0]], ['2, k, 23', [0.0522126, 0.189037, 1.0]], ['2, k, 24', [0.0313298, 0.201259, 1.0]]]
[['2, k, 0', [-0.200581, -0.256599, 1.0]], ['2, k, 1', [-0.150573, 0.0507374, 1.0]], ['2, k, 2', [-0.108878, 0.349647, 1.0]], ['2, k, 3', [-0.100062, 0.470778, 1.0]], ['2, k, 4', [-0.299745, 0.272916, 1.0]], ['2, k, 5', [-0.420739, 0.0335229, 1.0]], ['2, k, 6', [-0.512488, -0.179961, 1.0]], ['2, k, 7', [-0.532282, -0.253119, 1.0]], ['2, k, 8', [0.0696355, 0.246764, 1.0]], ['2, k, 9', [0.188573, 0.0295871, 1.0]], ['2, k, 10', [0.24264, -0.106445, 1.0]], ['2, k, 11', [0.249089, -0.0556991, 1.0]], ['2, k, 12', [-0.278857, -0.2414, 1.0]], ['2, k, 13', [-0.330026, -0.649089, 1.0]], ['2, k, 14', [-0.328346, -1.01171, 1.0]], ['2, k, 15', [-0.359449, -1.08242, 1.0]], ['2, k, 16', [-0.116365, -0.264255, 1.0]], ['2, k, 17', [-0.00513988, -0.691294, 1.0]], ['2, k, 18', [0.0791385, -1.02301, 1.0]], ['2, k, 19', [0.0952288, -1.07613, 1.0]], ['2, k, 20', [-0.119007, 0.275817, 1.0]], ['2, k, 21', [-0.534783, -0.320374, 1.0]], ['2, k, 22', [-0.500727, -0.245085, 1.0]], ['2, k, 23', [0.236306, -0.0581319, 1.0]], ['2, k, 24', [0.279061, -0.075307, 1.0]]]
[['2, k, 0', [-0.204342, -0.256323, 1.0]], ['2, k, 1', [-0.152489, 0.0513523, 1.0]], ['2, k, 2', [-0.109165, 0.351487, 1.0]], ['2, k, 3', [-0.101886, 0.475472, 1.0]], ['2, k, 4', [-0.302231, 0.275816, 1.0]], ['2, k, 5', [-0.423948, 0.0371686, 1.0]], ['2, k, 6', [-0.517944, -0.175408, 1.0]], ['2, k, 7', [-0.541, -0.250342, 1.0]], ['2, k, 8', [0.0702245, 0.251223, 1.0]], ['2, k, 9', [0.186004, 0.01691, 1.0]], ['2, k, 10', [0.230485, -0.0328074, 1.0]], ['2, k, 11', [0.248695, -0.0559896, 1.0]], ['2, k, 12', [-0.282123, -0.241286, 1.0]], ['2, k, 13', [-0.33776, -0.64749, 1.0]], ['2, k, 14', [-0.329197, -1.01128, 1.0]], ['2, k, 15', [-0.359629, -1.08186, 1.0]], ['2, k, 16', [-0.120486, -0.263765, 1.0]], ['2, k, 17', [-0.00967534, -0.689747, 1.0]], ['2, k, 18', [0.0771343, -1.02287, 1.0]], ['2, k, 19', [0.0945609, -1.07638, 1.0]], ['2, k, 20', [-0.119966, 0.277339, 1.0]], ['2, k, 21', [-0.544711, -0.316027, 1.0]], ['2, k, 22', [-0.507203, -0.256462, 1.0]], ['2, k, 23', [0.239728, -0.06176, 1.0]], ['2, k, 24', [0.277277, -0.0770988, 1.0]]]
[['2, k, 0', [-0.208399, -0.257372, 1.0]], ['2, k, 1', [-0.154638, 0.052038, 1.0]], ['2, k, 2', [-0.109856, 0.354228, 1.0]], ['2, k, 3', [-0.103177, 0.480123, 1.0]], ['2, k, 4', [-0.302781, 0.277585, 1.0]], ['2, k, 5', [-0.426783, 0.040312, 1.0]], ['2, k, 6', [-0.524105, -0.173727, 1.0]], ['2, k, 7', [-0.548881, -0.246187, 1.0]], ['2, k, 8', [0.0694914, 0.251684, 1.0]], ['2, k, 9', [0.183835, 0.0140187, 1.0]], ['2, k, 10', [0.233722, -0.0337583, 1.0]], ['2, k, 11', [0.24911, -0.0561535, 1.0]], ['2, k, 12', [-0.286313, -0.242014, 1.0]], ['2, k, 13', [-0.341029, -0.649658, 1.0]], ['2, k, 14', [-0.329991, -1.01199, 1.0]], ['2, k, 15', [-0.35957, -1.08196, 1.0]], ['2, k, 16', [-0.124247, -0.26506, 1.0]], ['2, k, 17', [-0.0135635, -0.688897, 1.0]], ['2, k, 18', [0.0747046, -1.02417, 1.0]], ['2, k, 19', [0.0941135, -1.07648, 1.0]], ['2, k, 20', [-0.121151, 0.279454, 1.0]], ['2, k, 21', [-0.551429, -0.310801, 1.0]], ['2, k, 22', [-0.515498, -0.253256, 1.0]], ['2, k, 23', [0.239428, -0.0626817, 1.0]], ['2, k, 24', [0.277951, -0.0797238, 1.0]]]
[['2, k, 0', [-0.210754, -0.258334, 1.0]], ['2, k, 1', [-0.156349, 0.0528046, 1.0]], ['2, k, 2', [-0.110665, 0.357281, 1.0]], ['2, k, 3', [-0.104309, 0.485394, 1.0]], ['2, k, 4', [-0.303514, 0.278781, 1.0]], ['2, k, 5', [-0.430114, 0.041623, 1.0]], ['2, k, 6', [-0.528518, -0.169769, 1.0]], ['2, k, 7', [-0.551631, -0.24414, 1.0]], ['2, k, 8', [0.0649294, 0.251195, 1.0]], ['2, k, 9', [0.181302, 0.0132048, 1.0]], ['2, k, 10', [0.233787, -0.0337055, 1.0]], ['2, k, 11', [0.24726, -0.054892, 1.0]], ['2, k, 12', [-0.288869, -0.242627, 1.0]], ['2, k, 13', [-0.343453, -0.648467, 1.0]], ['2, k, 14', [-0.330333, -1.01243, 1.0]], ['2, k, 15', [-0.359779, -1.08196, 1.0]], ['2, k, 16', [-0.126325, -0.266279, 1.0]], ['2, k, 17', [-0.0171444, -0.687164, 1.0]], ['2, k, 18', [0.0712209, -1.02193, 1.0]], ['2, k, 19', [0.0940576, -1.07643, 1.0]], ['2, k, 20', [-0.122276, 0.281865, 1.0]], ['2, k, 21', [-0.555602, -0.310621, 1.0]], ['2, k, 22', [-0.520652, -0.255683, 1.0]], ['2, k, 23', [0.240073, -0.0626045, 1.0]], ['2, k, 24', [0.278217, -0.0761081, 1.0]]]
[['2, k, 0', [-0.210646, -0.259039, 1.0]], ['2, k, 1', [-0.157686, 0.0540441, 1.0]], ['2, k, 2', [-0.113248, 0.362961, 1.0]], ['2, k, 3', [-0.105552, 0.489599, 1.0]], ['2, k, 4', [-0.303906, 0.282143, 1.0]], ['2, k, 5', [-0.43126, 0.0424928, 1.0]], ['2, k, 6', [-0.531027, -0.167925, 1.0]], ['2, k, 7', [-0.555927, -0.242583, 1.0]], ['2, k, 8', [0.0624735, 0.251945, 1.0]], ['2, k, 9', [0.177939, 0.0115196, 1.0]], ['2, k, 10', [0.232155, -0.0344936, 1.0]], ['2, k, 11', [0.246731, -0.0528198, 1.0]], ['2, k, 12', [-0.288648, -0.243378, 1.0]], ['2, k, 13', [-0.34478, -0.646934, 1.0]], ['2, k, 14', [-0.330623, -1.01267, 1.0]], ['2, k, 15', [-0.35975, -1.08204, 1.0]], ['2, k, 16', [-0.126324, -0.266881, 1.0]], ['2, k, 17', [-0.0184576, -0.687799, 1.0]], ['2, k, 18', [0.0700747, -1.02133, 1.0]], ['2, k, 19', [0.0940509, -1.0766, 1.0]], ['2, k, 20', [-0.124552, 0.286397, 1.0]], ['2, k, 21', [-0.561442, -0.307946, 1.0]], ['2, k, 22', [-0.525708, -0.258144, 1.0]], ['2, k, 23', [0.238623, -0.0623379, 1.0]], ['2, k, 24', [0.267796, -0.0817557, 1.0]]]
[['2, k, 0', [-0.210643, -0.258124, 1.0]], ['2, k, 1', [-0.158846, 0.0558858, 1.0]], ['2, k, 2', [-0.114212, 0.366573, 1.0]], ['2, k, 3', [-0.107221, 0.497374, 1.0]], ['2, k, 4', [-0.30479, 0.284174, 1.0]], ['2, k, 5', [-0.430787, 0.0451369, 1.0]], ['2, k, 6', [-0.532158, -0.166669, 1.0]], ['2, k, 7', [-0.557449, -0.243473, 1.0]], ['2, k, 8', [0.0613974, 0.254696, 1.0]], ['2, k, 9', [0.175604, 0.0122084, 1.0]], ['2, k, 10', [0.228499, -0.0371353, 1.0]], ['2, k, 11', [0.246159, -0.0495919, 1.0]], ['2, k, 12', [-0.288568, -0.242532, 1.0]], ['2, k, 13', [-0.342454, -0.647722, 1.0]], ['2, k, 14', [-0.330911, -1.01302, 1.0]], ['2, k, 15', [-0.359463, -1.08195, 1.0]], ['2, k, 16', [-0.126362, -0.265925, 1.0]], ['2, k, 17', [-0.0183626, -0.685102, 1.0]], ['2, k, 18', [0.0683432, -1.02076, 1.0]], ['2, k, 19', [0.0939986, -1.07628, 1.0]], ['2, k, 20', [-0.125584, 0.28975, 1.0]], ['2, k, 21', [-0.563007, -0.307574, 1.0]], ['2, k, 22', [-0.5254, -0.25169, 1.0]], ['2, k, 23', [0.240629, -0.0595744, 1.0]], ['2, k, 24', [0.272044, -0.0709963, 1.0]]]
[['2, k, 0', [-0.208287, -0.256676, 1.0]], ['2, k, 1', [-0.159168, 0.0582814, 1.0]], ['2, k, 2', [-0.114703, 0.370829, 1.0]], ['2, k, 3', [-0.108505, 0.502863, 1.0]], ['2, k, 4', [-0.306273, 0.286417, 1.0]], ['2, k, 5', [-0.431492, 0.0456091, 1.0]], ['2, k, 6', [-0.53356, -0.166884, 1.0]], ['2, k, 7', [-0.557089, -0.245046, 1.0]], ['2, k, 8', [0.0605162, 0.258332, 1.0]], ['2, k, 9', [0.173346, 0.0145169, 1.0]], ['2, k, 10', [0.228223, -0.0356047, 1.0]], ['2, k, 11', [0.246413, -0.0469397, 1.0]], ['2, k, 12', [-0.286374, -0.24151, 1.0]], ['2, k, 13', [-0.340679, -0.6508, 1.0]], ['2, k, 14', [-0.330963, -1.01341, 1.0]], ['2, k, 15', [-0.359101, -1.08413, 1.0]], ['2, k, 16', [-0.123884, -0.26404, 1.0]], ['2, k, 17', [-0.0174562, -0.683026, 1.0]], ['2, k, 18', [0.0684854, -1.02021, 1.0]], ['2, k, 19', [0.0939042, -1.07587, 1.0]], ['2, k, 20', [-0.125959, 0.293569, 1.0]], ['2, k, 21', [-0.559378, -0.312127, 1.0]], ['2, k, 22', [-0.524992, -0.241799, 1.0]], ['2, k, 23', [0.240988, -0.0563407, 1.0]], ['2, k, 24', [0.274403, -0.065716, 1.0]]]
[['2, k, 0', [-0.202636, -0.255415, 1.0]], ['2, k, 1', [-0.158656, 0.0609405, 1.0]], ['2, k, 2', [-0.116276, 0.375493, 1.0]], ['2, k, 3', [-0.109613, 0.507649, 1.0]], ['2, k, 4', [-0.306408, 0.28735, 1.0]], ['2, k, 5', [-0.430906, 0.0466808, 1.0]], ['2, k, 6', [-0.533351, -0.166543, 1.0]], ['2, k, 7', [-0.554283, -0.247144, 1.0]], ['2, k, 8', [0.0600347, 0.262856, 1.0]], ['2, k, 9', [0.169675, 0.0177963, 1.0]], ['2, k, 10', [0.226568, -0.0329389, 1.0]], ['2, k, 11', [0.245571, -0.0415883, 1.0]], ['2, k, 12', [-0.280896, -0.240825, 1.0]], ['2, k, 13', [-0.327896, -0.650487, 1.0]], ['2, k, 14', [-0.330921, -1.01407, 1.0]], ['2, k, 15', [-0.358999, -1.08468, 1.0]], ['2, k, 16', [-0.118199, -0.262218, 1.0]], ['2, k, 17', [-0.0125913, -0.680575, 1.0]], ['2, k, 18', [0.068795, -1.01817, 1.0]], ['2, k, 19', [0.093524, -1.07434, 1.0]], ['2, k, 20', [-0.126798, 0.297735, 1.0]], ['2, k, 21', [-0.560331, -0.313668, 1.0]], ['2, k, 22', [-0.538814, -0.231626, 1.0]], ['2, k, 23', [0.242079, -0.0534885, 1.0]], ['2, k, 24', [0.277484, -0.0629193, 1.0]]]
[['2, k, 0', [-0.193627, -0.253731, 1.0]], ['2, k, 1', [-0.156641, 0.0637564, 1.0]], ['2, k, 2', [-0.116939, 0.378395, 1.0]], ['2, k, 3', [-0.110167, 0.510011, 1.0]], ['2, k, 4', [-0.306411, 0.287901, 1.0]], ['2, k, 5', [-0.429037, 0.0476214, 1.0]], ['2, k, 6', [-0.5324, -0.168595, 1.0]], ['2, k, 7', [-0.552531, -0.251263, 1.0]], ['2, k, 8', [0.059898, 0.269438, 1.0]], ['2, k, 9', [0.167403, 0.0234766, 1.0]], ['2, k, 10', [0.225547, -0.0263186, 1.0]], ['2, k, 11', [0.246098, -0.0355498, 1.0]], ['2, k, 12', [-0.27234, -0.240222, 1.0]], ['2, k, 13', [-0.320385, -0.645133, 1.0]], ['2, k, 14', [-0.330829, -1.01395, 1.0]], ['2, k, 15', [-0.35886, -1.0847, 1.0]], ['2, k, 16', [-0.108929, -0.259441, 1.0]], ['2, k, 17', [-0.00835506, -0.675929, 1.0]], ['2, k, 18', [0.0689038, -1.01812, 1.0]], ['2, k, 19', [0.0934789, -1.07417, 1.0]], ['2, k, 20', [-0.126792, 0.300536, 1.0]], ['2, k, 21', [-0.558557, -0.318781, 1.0]], ['2, k, 22', [-0.522034, -0.252795, 1.0]], ['2, k, 23', [0.241135, -0.0442567, 1.0]], ['2, k, 24', [0.277549, -0.0568701, 1.0]]]
[['2, k, 0', [-0.182362, -0.252345, 1.0]], ['2, k, 1', [-0.152758, 0.0669694, 1.0]], ['2, k, 2', [-0.117181, 0.381519, 1.0]], ['2, k, 3', [-0.1105, 0.513109, 1.0]], ['2, k, 4', [-0.306207, 0.288671, 1.0]], ['2, k, 5', [-0.427383, 0.0464483, 1.0]], ['2, k, 6', [-0.530775, -0.171388, 1.0]], ['2, k, 7', [-0.55003, -0.250823, 1.0]], ['2, k, 8', [0.0603816, 0.273985, 1.0]], ['2, k, 9', [0.16644, 0.0255672, 1.0]], ['2, k, 10', [0.226853, -0.0225235, 1.0]], ['2, k, 11', [0.248826, -0.0292303, 1.0]], ['2, k, 12', [-0.260588, -0.240082, 1.0]], ['2, k, 13', [-0.31589, -0.644076, 1.0]], ['2, k, 14', [-0.331147, -1.0145, 1.0]], ['2, k, 15', [-0.358567, -1.08504, 1.0]], ['2, k, 16', [-0.0984204, -0.256932, 1.0]], ['2, k, 17', [0.00158591, -0.651922, 1.0]], ['2, k, 18', [0.0691885, -1.01762, 1.0]], ['2, k, 19', [0.0932538, -1.07404, 1.0]], ['2, k, 20', [-0.126184, 0.303557, 1.0]], ['2, k, 21', [-0.563139, -0.319853, 1.0]], ['2, k, 22', [-0.520021, -0.259703, 1.0]], ['2, k, 23', [0.242692, -0.0394636, 1.0]], ['2, k, 24', [0.270303, -0.0615934, 1.0]]]
[['2, k, 0', [-0.167427, -0.251237, 1.0]], ['2, k, 1', [-0.147113, 0.0696964, 1.0]], ['2, k, 2', [-0.1173, 0.383694, 1.0]], ['2, k, 3', [-0.110889, 0.515728, 1.0]], ['2, k, 4', [-0.305623, 0.289402, 1.0]], ['2, k, 5', [-0.420757, 0.0465391, 1.0]], ['2, k, 6', [-0.526328, -0.177419, 1.0]], ['2, k, 7', [-0.546772, -0.255483, 1.0]], ['2, k, 8', [0.0609485, 0.278975, 1.0]], ['2, k, 9', [0.166589, 0.0301424, 1.0]], ['2, k, 10', [0.236813, -0.0154563, 1.0]], ['2, k, 11', [0.249153, -0.0189106, 1.0]], ['2, k, 12', [-0.24624, -0.240686, 1.0]], ['2, k, 13', [-0.30615, -0.646228, 1.0]], ['2, k, 14', [-0.331652, -1.01696, 1.0]], ['2, k, 15', [-0.3586, -1.08504, 1.0]], ['2, k, 16', [-0.0833237, -0.254055, 1.0]], ['2, k, 17', [0.00616915, -0.646867, 1.0]], ['2, k, 18', [0.0698896, -1.01508, 1.0]], ['2, k, 19', [0.0930138, -1.07366, 1.0]], ['2, k, 20', [-0.125336, 0.305711, 1.0]], ['2, k, 21', [-0.574154, -0.327593, 1.0]], ['2, k, 22', [-0.520666, -0.273803, 1.0]], ['2, k, 23', [0.251716, -0.0305484, 1.0]], ['2, k, 24', [0.256093, -0.0616409, 1.0]]]
[['2, k, 0', [-0.154921, -0.249722, 1.0]], ['2, k, 1', [-0.140712, 0.0721679, 1.0]], ['2, k, 2', [-0.117134, 0.385324, 1.0]], ['2, k, 3', [-0.110734, 0.51953, 1.0]], ['2, k, 4', [-0.304895, 0.28962, 1.0]], ['2, k, 5', [-0.415748, 0.0432186, 1.0]], ['2, k, 6', [-0.513452, -0.172646, 1.0]], ['2, k, 7', [-0.543485, -0.254603, 1.0]], ['2, k, 8', [0.0617062, 0.283018, 1.0]], ['2, k, 9', [0.166212, 0.0358504, 1.0]], ['2, k, 10', [0.229595, -0.00778367, 1.0]], ['2, k, 11', [0.253193, -0.0100734, 1.0]], ['2, k, 12', [-0.234159, -0.241579, 1.0]], ['2, k, 13', [-0.296981, -0.644148, 1.0]], ['2, k, 14', [-0.331336, -1.01708, 1.0]], ['2, k, 15', [-0.358936, -1.0847, 1.0]], ['2, k, 16', [-0.0705057, -0.250044, 1.0]], ['2, k, 17', [0.0129488, -0.643724, 1.0]], ['2, k, 18', [0.0718479, -1.01233, 1.0]], ['2, k, 19', [0.0913138, -1.0729, 1.0]], ['2, k, 20', [-0.124158, 0.307554, 1.0]], ['2, k, 21', [-0.583598, -0.331232, 1.0]], ['2, k, 22', [-0.519584, -0.281772, 1.0]], ['2, k, 23', [0.259816, -0.016835, 1.0]], ['2, k, 24', [0.26679, -0.0497483, 1.0]]]
[['2, k, 0', [-0.13966, -0.248947, 1.0]], ['2, k, 1', [-0.13355, 0.0737154, 1.0]], ['2, k, 2', [-0.116961, 0.386302, 1.0]], ['2, k, 3', [-0.110527, 0.52089, 1.0]], ['2, k, 4', [-0.304032, 0.289298, 1.0]], ['2, k, 5', [-0.40838, 0.0419928, 1.0]], ['2, k, 6', [-0.497897, -0.168856, 1.0]], ['2, k, 7', [-0.536525, -0.250571, 1.0]], ['2, k, 8', [0.0628387, 0.285775, 1.0]], ['2, k, 9', [0.165999, 0.0390297, 1.0]], ['2, k, 10', [0.232378, 0.000144984, 1.0]], ['2, k, 11', [0.25724, 0.00260629, 1.0]], ['2, k, 12', [-0.219381, -0.243136, 1.0]], ['2, k, 13', [-0.285024, -0.642137, 1.0]], ['2, k, 14', [-0.331401, -1.01845, 1.0]], ['2, k, 15', [-0.35893, -1.0846, 1.0]], ['2, k, 16', [-0.0553495, -0.246991, 1.0]], ['2, k, 17', [0.0224249, -0.639902, 1.0]], ['2, k, 18', [0.0733723, -1.01244, 1.0]], ['2, k, 19', [0.0916173, -1.07326, 1.0]], ['2, k, 20', [-0.122908, 0.308784, 1.0]], ['2, k, 21', [-0.59416, -0.325393, 1.0]], ['2, k, 22', [-0.512221, -0.275219, 1.0]], ['2, k, 23', [0.275682, -0.0131076, 1.0]], ['2, k, 24', [0.26451, -0.03174, 1.0]]]
[['2, k, 0', [-0.124071, -0.24727, 1.0]], ['2, k, 1', [-0.124714, 0.0753241, 1.0]], ['2, k, 2', [-0.116171, 0.387298, 1.0]], ['2, k, 3', [-0.110116, 0.522202, 1.0]], ['2, k, 4', [-0.30177, 0.289101, 1.0]], ['2, k, 5', [-0.399087, 0.0420958, 1.0]], ['2, k, 6', [-0.487914, -0.168786, 1.0]], ['2, k, 7', [-0.527064, -0.245591, 1.0]], ['2, k, 8', [0.0657105, 0.291151, 1.0]], ['2, k, 9', [0.166097, 0.0431147, 1.0]], ['2, k, 10', [0.237189, 0.0105761, 1.0]], ['2, k, 11', [0.261739, 0.0132489, 1.0]], ['2, k, 12', [-0.203237, -0.242836, 1.0]], ['2, k, 13', [-0.271349, -0.637268, 1.0]], ['2, k, 14', [-0.330057, -1.01863, 1.0]], ['2, k, 15', [-0.359278, -1.08481, 1.0]], ['2, k, 16', [-0.0409263, -0.244097, 1.0]], ['2, k, 17', [0.0325129, -0.633838, 1.0]], ['2, k, 18', [0.075151, -1.01351, 1.0]], ['2, k, 19', [0.0903857, -1.07378, 1.0]], ['2, k, 20', [-0.12043, 0.310179, 1.0]], ['2, k, 21', [-0.603225, -0.313992, 1.0]], ['2, k, 22', [-0.507083, -0.273359, 1.0]], ['2, k, 23', [0.294736, 0.00819751, 1.0]], ['2, k, 24', [0.283081, -0.0147078, 1.0]]]
[['2, k, 0', [-0.105051, -0.246562, 1.0]], ['2, k, 1', [-0.116546, 0.0764882, 1.0]], ['2, k, 2', [-0.115939, 0.388387, 1.0]], ['2, k, 3', [-0.109634, 0.522713, 1.0]], ['2, k, 4', [-0.2996, 0.288794, 1.0]], ['2, k, 5', [-0.391231, 0.0414625, 1.0]], ['2, k, 6', [-0.473481, -0.165807, 1.0]], ['2, k, 7', [-0.515901, -0.24085, 1.0]], ['2, k, 8', [0.0670049, 0.293438, 1.0]], ['2, k, 9', [0.16774, 0.047097, 1.0]], ['2, k, 10', [0.243645, 0.0157215, 1.0]], ['2, k, 11', [0.269544, 0.02293, 1.0]], ['2, k, 12', [-0.185451, -0.244961, 1.0]], ['2, k, 13', [-0.264281, -0.635495, 1.0]], ['2, k, 14', [-0.328564, -1.01975, 1.0]], ['2, k, 15', [-0.359245, -1.08499, 1.0]], ['2, k, 16', [-0.0209312, -0.240386, 1.0]], ['2, k, 17', [0.0406778, -0.630488, 1.0]], ['2, k, 18', [0.0759479, -1.01426, 1.0]], ['2, k, 19', [0.0901157, -1.07368, 1.0]], ['2, k, 20', [-0.118714, 0.311383, 1.0]], ['2, k, 21', [-0.596918, -0.296278, 1.0]], ['2, k, 22', [-0.497106, -0.269678, 1.0]], ['2, k, 23', [0.307828, 0.0277031, 1.0]], ['2, k, 24', [0.294486, -0.00319072, 1.0]]]
[['2, k, 0', [-0.0969032, -0.24647, 1.0]], ['2, k, 1', [-0.109885, 0.0767991, 1.0]], ['2, k, 2', [-0.11501, 0.388953, 1.0]], ['2, k, 3', [-0.109222, 0.523122, 1.0]], ['2, k, 4', [-0.296788, 0.286806, 1.0]], ['2, k, 5', [-0.383896, 0.0404764, 1.0]], ['2, k, 6', [-0.465182, -0.166734, 1.0]], ['2, k, 7', [-0.501673, -0.238712, 1.0]], ['2, k, 8', [0.0681779, 0.294957, 1.0]], ['2, k, 9', [0.16988, 0.0537986, 1.0]], ['2, k, 10', [0.246839, 0.0296482, 1.0]], ['2, k, 11', [0.277901, 0.0328898, 1.0]], ['2, k, 12', [-0.177252, -0.246212, 1.0]], ['2, k, 13', [-0.255513, -0.631154, 1.0]], ['2, k, 14', [-0.327682, -1.01984, 1.0]], ['2, k, 15', [-0.35928, -1.08496, 1.0]], ['2, k, 16', [-0.0132488, -0.239062, 1.0]], ['2, k, 17', [0.0517849, -0.630858, 1.0]], ['2, k, 18', [0.0761727, -1.0147, 1.0]], ['2, k, 19', [0.0904594, -1.07393, 1.0]], ['2, k, 20', [-0.116003, 0.312129, 1.0]], ['2, k, 21', [-0.578733, -0.27642, 1.0]], ['2, k, 22', [-0.489122, -0.272035, 1.0]], ['2, k, 23', [0.322391, 0.045726, 1.0]], ['2, k, 24', [0.313866, 0.013639, 1.0]]]
[['2, k, 0', [-0.0856158, -0.246476, 1.0]], ['2, k, 1', [-0.102674, 0.076597, 1.0]], ['2, k, 2', [-0.113759, 0.389078, 1.0]], ['2, k, 3', [-0.108676, 0.523749, 1.0]], ['2, k, 4', [-0.294172, 0.285751, 1.0]], ['2, k, 5', [-0.377713, 0.039271, 1.0]], ['2, k, 6', [-0.448713, -0.160832, 1.0]], ['2, k, 7', [-0.488239, -0.233732, 1.0]], ['2, k, 8', [0.0698612, 0.296077, 1.0]], ['2, k, 9', [0.174012, 0.0529982, 1.0]], ['2, k, 10', [0.254812, 0.0207514, 1.0]], ['2, k, 11', [0.28691, 0.0419608, 1.0]], ['2, k, 12', [-0.16601, -0.247897, 1.0]], ['2, k, 13', [-0.2509, -0.632048, 1.0]], ['2, k, 14', [-0.327423, -1.02127, 1.0]], ['2, k, 15', [-0.35698, -1.08604, 1.0]], ['2, k, 16', [-0.00230083, -0.237439, 1.0]], ['2, k, 17', [0.0609614, -0.628467, 1.0]], ['2, k, 18', [0.0765624, -1.01509, 1.0]], ['2, k, 19', [0.0905733, -1.07394, 1.0]], ['2, k, 20', [-0.112812, 0.312271, 1.0]], ['2, k, 21', [-0.554103, -0.267747, 1.0]], ['2, k, 22', [-0.470756, -0.263798, 1.0]], ['2, k, 23', [0.332365, 0.0666182, 1.0]], ['2, k, 24', [0.316774, 0.021756, 1.0]]]
[['2, k, 0', [-0.0736563, -0.246925, 1.0]], ['2, k, 1', [-0.0961574, 0.0760317, 1.0]], ['2, k, 2', [-0.112644, 0.388939, 1.0]], ['2, k, 3', [-0.108241, 0.523679, 1.0]], ['2, k, 4', [-0.291078, 0.283268, 1.0]], ['2, k, 5', [-0.373369, 0.0357535, 1.0]], ['2, k, 6', [-0.439706, -0.160791, 1.0]], ['2, k, 7', [-0.47892, -0.233636, 1.0]], ['2, k, 8', [0.0712189, 0.296436, 1.0]], ['2, k, 9', [0.17912, 0.0548635, 1.0]], ['2, k, 10', [0.250836, 0.0164772, 1.0]], ['2, k, 11', [0.294714, 0.0499734, 1.0]], ['2, k, 12', [-0.153918, -0.249898, 1.0]], ['2, k, 13', [-0.242268, -0.629951, 1.0]], ['2, k, 14', [-0.326742, -1.02113, 1.0]], ['2, k, 15', [-0.357088, -1.08588, 1.0]], ['2, k, 16', [0.00906996, -0.23641, 1.0]], ['2, k, 17', [0.0706094, -0.624671, 1.0]], ['2, k, 18', [0.0800422, -1.01005, 1.0]], ['2, k, 19', [0.0918079, -1.07334, 1.0]], ['2, k, 20', [-0.110158, 0.312033, 1.0]], ['2, k, 21', [-0.539961, -0.267577, 1.0]], ['2, k, 22', [-0.461389, -0.267112, 1.0]], ['2, k, 23', [0.334604, 0.0828317, 1.0]], ['2, k, 24', [0.327884, 0.0321141, 1.0]]]
