[['2, k, 0', [0.107943, -0.797073, 1.0]], ['2, k, 1', [0.114531, -0.49586, 1.0]], ['2, k, 2', [0.120206, -0.198544, 1.0]], ['2, k, 3', [0.14038, -0.0417527, 1.0]], ['2, k, 4', [-0.0488718, -0.284137, 1.0]], ['2, k, 5', [-0.165824, -0.532105, 1.0]], ['2, k, 6', [-0.254931, -0.778796, 1.0]], ['2, k, 7', [-0.257776, -0.826253, 1.0]], ['2, k, 8', [0.289317, -0.296033, 1.0]], ['2, k, 9', [0.380226, -0.540938, 1.0]], ['2, k, 10', [0.477112, -0.78254, 1.0]], ['2, k, 11', [0.500213, -0.840922, 1.0]], ['2, k, 12', [0.0297053, -0.786179, 1.0]], ['2, k, 13', [0.0087937, -1.22885, 1.0]], ['2, k, 14', [-0.0171258, -1.61697, 1.0]], ['2, k, 15', [-0.0333616, -1.69597, 1.0]], ['2, k, 16', [0.18368, -0.789697, 1.0]], ['2, k, 17', [0.201905, -1.20302, 1.0]], ['2, k, 18', [0.219613, -1.63259, 1.0]], ['2, k, 19', [0.195698, -1.68915, 1.0]], ['2, k, 20', [0.118942, -0.272395, 1.0]], ['2, k, 21', [-0.284124, -0.870826, 1.0]], ['2, k, 22', [-0.175521, -0.845999, 1.0]], ['2, k, 23', [0.576035, -0.865534, 1.0]], ['2, k, 24', [0.457065, -0.867863, 1.0]]]
[['2, k, 0', [0.110143, -0.790737, 1.0]], ['2, k, 1', [0.118832, -0.48783, 1.0]], ['2, k, 2', [0.127743, -0.188555, 1.0]], ['2, k, 3', [0.142043, -0.0355512, 1.0]], ['2, k, 4', [-0.0403057, -0.272105, 1.0]], ['2, k, 5', [-0.157423, -0.454327, 1.0]], ['2, k, 6', [-0.250977, -0.663284, 1.0]], ['2, k, 7', [-0.272475, -0.708813, 1.0]], ['2, k, 8', [0.290075, -0.286386, 1.0]], ['2, k, 9', [0.382761, -0.495539, 1.0]], ['2, k, 10', [0.486186, -0.698003, 1.0]], ['2, k, 11', [0.496472, -0.736374, 1.0]], ['2, k, 12', [0.0316568, -0.778978, 1.0]], ['2, k, 13', [0.00758235, -1.23031, 1.0]], ['2, k, 14', [-0.0175542, -1.62278, 1.0]], ['2, k, 15', [-0.0338999, -1.69575, 1.0]], ['2, k, 16', [0.18572, -0.784323, 1.0]], ['2, k, 17', [0.198958, -1.20356, 1.0]], ['2, k, 18', [0.222845, -1.63864, 1.0]], ['2, k, 19', [0.203574, -1.68689, 1.0]], ['2, k, 20', [0.125543, -0.262893, 1.0]], ['2, k, 21', [-0.300339, -0.736933, 1.0]], ['2, k, 22', [-0.214234, -0.726643, 1.0]], ['2, k, 23', [0.551851, -0.760564, 1.0]], ['2, k, 24', [0.452027, -0.763311, 1.0]]]
[['2, k, 0', [0.110297, -0.790583, 1.0]], ['2, k, 1', [0.119063, -0.487548, 1.0]], ['2, k, 2', [0.127538, -0.188461, 1.0]], ['2, k, 3', [0.14203, -0.036884, 1.0]], ['2, k, 4', [-0.0399153, -0.271793, 1.0]], ['2, k, 5', [-0.161836, -0.438586, 1.0]], ['2, k, 6', [-0.254773, -0.624301, 1.0]], ['2, k, 7', [-0.277361, -0.674165, 1.0]], ['2, k, 8', [0.289656, -0.285503, 1.0]], ['2, k, 9', [0.380219, -0.466524, 1.0]], ['2, k, 10', [0.486185, -0.653826, 1.0]], ['2, k, 11', [0.497221, -0.70252, 1.0]], ['2, k, 12', [0.0316795, -0.778941, 1.0]], ['2, k, 13', [-0.00999214, -1.14436, 1.0]], ['2, k, 14', [-0.0216984, -1.61594, 1.0]], ['2, k, 15', [-0.0346815, -1.69629, 1.0]], ['2, k, 16', [0.186201, -0.783931, 1.0]], ['2, k, 17', [0.199666, -1.20242, 1.0]], ['2, k, 18', [0.222306, -1.63739, 1.0]], ['2, k, 19', [0.207121, -1.68398, 1.0]], ['2, k, 20', [0.125525, -0.262712, 1.0]], ['2, k, 21', [-0.31102, -0.692812, 1.0]], ['2, k, 22', [-0.220438, -0.693304, 1.0]], ['2, k, 23', [0.540075, -0.730403, 1.0]], ['2, k, 24', [0.436655, -0.718431, 1.0]]]
[['2, k, 0', [0.110243, -0.790142, 1.0]], ['2, k, 1', [0.11902, -0.486842, 1.0]], ['2, k, 2', [0.127464, -0.187843, 1.0]], ['2, k, 3', [0.142131, -0.0374468, 1.0]], ['2, k, 4', [-0.0389807, -0.27101, 1.0]], ['2, k, 5', [-0.162566, -0.426996, 1.0]], ['2, k, 6', [-0.250534, -0.593405, 1.0]], ['2, k, 7', [-0.278027, -0.633599, 1.0]], ['2, k, 8', [0.288982, -0.285154, 1.0]], ['2, k, 9', [0.38265, -0.452774, 1.0]], ['2, k, 10', [0.480084, -0.619971, 1.0]], ['2, k, 11', [0.493296, -0.66055, 1.0]], ['2, k, 12', [0.0315972, -0.778502, 1.0]], ['2, k, 13', [0.0151694, -1.24723, 1.0]], ['2, k, 14', [-0.0170898, -1.62616, 1.0]], ['2, k, 15', [-0.0347214, -1.6964, 1.0]], ['2, k, 16', [0.186193, -0.78352, 1.0]], ['2, k, 17', [0.20005, -1.20725, 1.0]], ['2, k, 18', [0.222608, -1.63731, 1.0]], ['2, k, 19', [0.198684, -1.68806, 1.0]], ['2, k, 20', [0.125461, -0.26204, 1.0]], ['2, k, 21', [-0.29876, -0.654103, 1.0]], ['2, k, 22', [-0.219116, -0.651725, 1.0]], ['2, k, 23', [0.536695, -0.685768, 1.0]], ['2, k, 24', [0.423642, -0.667085, 1.0]]]
[['2, k, 0', [0.110171, -0.788255, 1.0]], ['2, k, 1', [0.11857, -0.485299, 1.0]], ['2, k, 2', [0.126366, -0.187149, 1.0]], ['2, k, 3', [0.142549, -0.037266, 1.0]], ['2, k, 4', [-0.0383633, -0.270081, 1.0]], ['2, k, 5', [-0.165698, -0.403922, 1.0]], ['2, k, 6', [-0.251865, -0.524338, 1.0]], ['2, k, 7', [-0.271995, -0.585325, 1.0]], ['2, k, 8', [0.286507, -0.280318, 1.0]], ['2, k, 9', [0.389325, -0.434247, 1.0]], ['2, k, 10', [0.474668, -0.539664, 1.0]], ['2, k, 11', [0.497001, -0.613754, 1.0]], ['2, k, 12', [0.0318798, -0.776118, 1.0]], ['2, k, 13', [0.0156471, -1.24474, 1.0]], ['2, k, 14', [-0.0177173, -1.62743, 1.0]], ['2, k, 15', [-0.0324956, -1.6975, 1.0]], ['2, k, 16', [0.185856, -0.782079, 1.0]], ['2, k, 17', [0.200627, -1.2091, 1.0]], ['2, k, 18', [0.220936, -1.64166, 1.0]], ['2, k, 19', [0.197051, -1.68957, 1.0]], ['2, k, 20', [0.12454, -0.261105, 1.0]], ['2, k, 21', [-0.277201, -0.603107, 1.0]], ['2, k, 22', [-0.208941, -0.594918, 1.0]], ['2, k, 23', [0.510513, -0.637737, 1.0]], ['2, k, 24', [0.429238, -0.619709, 1.0]]]
[['2, k, 0', [0.110718, -0.787967, 1.0]], ['2, k, 1', [0.119777, -0.484831, 1.0]], ['2, k, 2', [0.127996, -0.186453, 1.0]], ['2, k, 3', [0.14259, -0.0367255, 1.0]], ['2, k, 4', [-0.0363286, -0.269288, 1.0]], ['2, k, 5', [-0.17396, -0.390506, 1.0]], ['2, k, 6', [-0.249672, -0.482713, 1.0]], ['2, k, 7', [-0.271248, -0.527775, 1.0]], ['2, k, 8', [0.286554, -0.280312, 1.0]], ['2, k, 9', [0.395853, -0.419055, 1.0]], ['2, k, 10', [0.481644, -0.50873, 1.0]], ['2, k, 11', [0.49948, -0.55942, 1.0]], ['2, k, 12', [0.0334922, -0.775482, 1.0]], ['2, k, 13', [0.0153442, -1.24591, 1.0]], ['2, k, 14', [-0.0177698, -1.62772, 1.0]], ['2, k, 15', [-0.0361824, -1.69771, 1.0]], ['2, k, 16', [0.185633, -0.78208, 1.0]], ['2, k, 17', [0.20067, -1.20905, 1.0]], ['2, k, 18', [0.22159, -1.64275, 1.0]], ['2, k, 19', [0.195058, -1.68904, 1.0]], ['2, k, 20', [0.126074, -0.260481, 1.0]], ['2, k, 21', [-0.286954, -0.544004, 1.0]], ['2, k, 22', [-0.207841, -0.536696, 1.0]], ['2, k, 23', [0.505922, -0.57878, 1.0]], ['2, k, 24', [0.435364, -0.563533, 1.0]]]
[['2, k, 0', [0.110548, -0.787337, 1.0]], ['2, k, 1', [0.119377, -0.483957, 1.0]], ['2, k, 2', [0.127402, -0.185375, 1.0]], ['2, k, 3', [0.142637, -0.0359451, 1.0]], ['2, k, 4', [-0.033005, -0.267299, 1.0]], ['2, k, 5', [-0.172422, -0.359656, 1.0]], ['2, k, 6', [-0.243964, -0.431406, 1.0]], ['2, k, 7', [-0.266146, -0.466712, 1.0]], ['2, k, 8', [0.284092, -0.278063, 1.0]], ['2, k, 9', [0.398912, -0.393019, 1.0]], ['2, k, 10', [0.479759, -0.46646, 1.0]], ['2, k, 11', [0.510874, -0.499805, 1.0]], ['2, k, 12', [0.0330487, -0.774812, 1.0]], ['2, k, 13', [0.0151976, -1.23054, 1.0]], ['2, k, 14', [-0.0178242, -1.62778, 1.0]], ['2, k, 15', [-0.0349625, -1.69501, 1.0]], ['2, k, 16', [0.185679, -0.781557, 1.0]], ['2, k, 17', [0.20094, -1.20807, 1.0]], ['2, k, 18', [0.221277, -1.64257, 1.0]], ['2, k, 19', [0.198132, -1.6894, 1.0]], ['2, k, 20', [0.125523, -0.259467, 1.0]], ['2, k, 21', [-0.280076, -0.482006, 1.0]], ['2, k, 22', [-0.19906, -0.477099, 1.0]], ['2, k, 23', [0.597054, -0.513872, 1.0]], ['2, k, 24', [0.466683, -0.523253, 1.0]]]
[['2, k, 0', [0.109724, -0.785785, 1.0]], ['2, k, 1', [0.118749, -0.483065, 1.0]], ['2, k, 2', [0.127051, -0.185102, 1.0]], ['2, k, 3', [0.143246, -0.035831, 1.0]], ['2, k, 4', [-0.0298268, -0.263529, 1.0]], ['2, k, 5', [-0.169009, -0.336429, 1.0]], ['2, k, 6', [-0.241309, -0.35154, 1.0]], ['2, k, 7', [-0.261405, -0.402577, 1.0]], ['2, k, 8', [0.282674, -0.274551, 1.0]], ['2, k, 9', [0.39961, -0.378883, 1.0]], ['2, k, 10', [0.467468, -0.40885, 1.0]], ['2, k, 11', [0.490792, -0.432042, 1.0]], ['2, k, 12', [0.0320236, -0.773163, 1.0]], ['2, k, 13', [-0.00306082, -1.1399, 1.0]], ['2, k, 14', [-0.0203265, -1.61152, 1.0]], ['2, k, 15', [-0.0366103, -1.69132, 1.0]], ['2, k, 16', [0.185043, -0.78019, 1.0]], ['2, k, 17', [0.201797, -1.20975, 1.0]], ['2, k, 18', [0.221116, -1.64216, 1.0]], ['2, k, 19', [0.200912, -1.68764, 1.0]], ['2, k, 20', [0.125099, -0.259052, 1.0]], ['2, k, 21', [-0.288154, -0.41591, 1.0]], ['2, k, 22', [-0.189685, -0.412057, 1.0]], ['2, k, 23', [0.512132, -0.452179, 1.0]], ['2, k, 24', [0.413605, -0.437874, 1.0]]]
[['2, k, 0', [0.109583, -0.782608, 1.0]], ['2, k, 1', [0.120227, -0.48278, 1.0]], ['2, k, 2', [0.131243, -0.188276, 1.0]], ['2, k, 3', [0.143606, -0.0344461, 1.0]], ['2, k, 4', [-0.0254188, -0.257781, 1.0]], ['2, k, 5', [-0.166624, -0.307265, 1.0]], ['2, k, 6', [-0.228805, -0.338006, 1.0]], ['2, k, 7', [-0.260227, -0.334624, 1.0]], ['2, k, 8', [0.281235, -0.269672, 1.0]], ['2, k, 9', [0.400405, -0.318524, 1.0]], ['2, k, 10', [0.459087, -0.350719, 1.0]], ['2, k, 11', [0.491275, -0.365293, 1.0]], ['2, k, 12', [0.0324034, -0.770696, 1.0]], ['2, k, 13', [-0.00573241, -1.1374, 1.0]], ['2, k, 14', [-0.0208421, -1.60908, 1.0]], ['2, k, 15', [-0.02627, -1.6394, 1.0]], ['2, k, 16', [0.184247, -0.776382, 1.0]], ['2, k, 17', [0.200313, -1.27159, 1.0]], ['2, k, 18', [0.221519, -1.62151, 1.0]], ['2, k, 19', [0.199234, -1.6878, 1.0]], ['2, k, 20', [0.128445, -0.261168, 1.0]], ['2, k, 21', [-0.28884, -0.344392, 1.0]], ['2, k, 22', [-0.197543, -0.345167, 1.0]], ['2, k, 23', [0.508125, -0.384532, 1.0]], ['2, k, 24', [0.439541, -0.372823, 1.0]]]
[['2, k, 0', [0.1095, -0.782213, 1.0]], ['2, k, 1', [0.119264, -0.480888, 1.0]], ['2, k, 2', [0.128222, -0.183124, 1.0]], ['2, k, 3', [0.144149, -0.0321014, 1.0]], ['2, k, 4', [-0.0151037, -0.252586, 1.0]], ['2, k, 5', [-0.158411, -0.252083, 1.0]], ['2, k, 6', [-0.216931, -0.264885, 1.0]], ['2, k, 7', [-0.255361, -0.264042, 1.0]], ['2, k, 8', [0.278708, -0.262326, 1.0]], ['2, k, 9', [0.409024, -0.291799, 1.0]], ['2, k, 10', [0.423001, -0.286688, 1.0]], ['2, k, 11', [0.499166, -0.287677, 1.0]], ['2, k, 12', [0.0330601, -0.769897, 1.0]], ['2, k, 13', [-0.00607582, -1.1366, 1.0]], ['2, k, 14', [-0.0213043, -1.60836, 1.0]], ['2, k, 15', [-0.0361815, -1.69026, 1.0]], ['2, k, 16', [0.18366, -0.776287, 1.0]], ['2, k, 17', [0.200992, -1.27168, 1.0]], ['2, k, 18', [0.220826, -1.62164, 1.0]], ['2, k, 19', [0.198881, -1.68749, 1.0]], ['2, k, 20', [0.126152, -0.257166, 1.0]], ['2, k, 21', [-0.287047, -0.274462, 1.0]], ['2, k, 22', [-0.194347, -0.271234, 1.0]], ['2, k, 23', [0.519296, -0.300301, 1.0]], ['2, k, 24', [0.456897, -0.302653, 1.0]]]
[['2, k, 0', [0.110462, -0.836765, 1.0]], ['2, k, 1', [0.117868, -0.494328, 1.0]], ['2, k, 2', [0.12704, -0.182817, 1.0]], ['2, k, 3', [0.145311, -0.050785, 1.0]], ['2, k, 4', [0.0120165, -0.299822, 1.0]], ['2, k, 5', [-0.159702, -0.332042, 1.0]], ['2, k, 6', [-0.236357, -0.216907, 1.0]], ['2, k, 7', [-0.25666, -0.190167, 1.0]], ['2, k, 8', [0.26006, -0.310731, 1.0]], ['2, k, 9', [0.40609, -0.280534, 1.0]], ['2, k, 10', [0.464171, -0.212868, 1.0]], ['2, k, 11', [0.497208, -0.211008, 1.0]], ['2, k, 12', [0.0300066, -0.824006, 1.0]], ['2, k, 13', [-0.00379545, -1.18995, 1.0]], ['2, k, 14', [-0.0245978, -1.66116, 1.0]], ['2, k, 15', [-0.0392039, -1.70485, 1.0]], ['2, k, 16', [0.188391, -0.830439, 1.0]], ['2, k, 17', [0.200846, -1.30565, 1.0]], ['2, k, 18', [0.223555, -1.65534, 1.0]], ['2, k, 19', [0.201571, -1.69392, 1.0]], ['2, k, 20', [0.125079, -0.258192, 1.0]], ['2, k, 21', [-0.273137, -0.197195, 1.0]], ['2, k, 22', [-0.222937, -0.211746, 1.0]], ['2, k, 23', [0.526942, -0.222074, 1.0]], ['2, k, 24', [0.473502, -0.231113, 1.0]]]
[['2, k, 0', [0.110435, -0.803274, 1.0]], ['2, k, 1', [0.120551, -0.496213, 1.0]], ['2, k, 2', [0.139357, -0.20306, 1.0]], ['2, k, 3', [0.144169, -0.0428054, 1.0]], ['2, k, 4', [-0.0135884, -0.271894, 1.0]], ['2, k, 5', [-0.156938, -0.211804, 1.0]], ['2, k, 6', [-0.235804, -0.182468, 1.0]], ['2, k, 7', [-0.256699, -0.125223, 1.0]], ['2, k, 8', [0.276615, -0.292449, 1.0]], ['2, k, 9', [0.405014, -0.227147, 1.0]], ['2, k, 10', [0.463142, -0.182051, 1.0]], ['2, k, 11', [0.498121, -0.139191, 1.0]], ['2, k, 12', [0.0308705, -0.791618, 1.0]], ['2, k, 13', [0.0220097, -1.26598, 1.0]], ['2, k, 14', [-0.0186734, -1.62585, 1.0]], ['2, k, 15', [-0.0278824, -1.64631, 1.0]], ['2, k, 16', [0.187448, -0.796506, 1.0]], ['2, k, 17', [0.201989, -1.21664, 1.0]], ['2, k, 18', [0.222057, -1.64165, 1.0]], ['2, k, 19', [0.203132, -1.68948, 1.0]], ['2, k, 20', [0.134594, -0.273817, 1.0]], ['2, k, 21', [-0.328363, -0.130227, 1.0]], ['2, k, 22', [-0.241453, -0.100105, 1.0]], ['2, k, 23', [0.510186, -0.153913, 1.0]], ['2, k, 24', [0.475454, -0.155296, 1.0]]]
[['2, k, 0', [0.107464, -0.794285, 1.0]], ['2, k, 1', [0.119609, -0.490796, 1.0]], ['2, k, 2', [0.135153, -0.192114, 1.0]], ['2, k, 3', [0.143129, -0.0301507, 1.0]], ['2, k, 4', [-0.0167321, -0.260149, 1.0]], ['2, k, 5', [-0.169062, -0.197651, 1.0]], ['2, k, 6', [-0.238163, -0.0985036, 1.0]], ['2, k, 7', [-0.260269, -0.0618499, 1.0]], ['2, k, 8', [0.275317, -0.291762, 1.0]], ['2, k, 9', [0.409223, -0.202544, 1.0]], ['2, k, 10', [0.465741, -0.133111, 1.0]], ['2, k, 11', [0.503229, -0.068253, 1.0]], ['2, k, 12', [0.0284551, -0.782087, 1.0]], ['2, k, 13', [0.0161703, -1.23676, 1.0]], ['2, k, 14', [-0.0186639, -1.62582, 1.0]], ['2, k, 15', [-0.0349352, -1.69492, 1.0]], ['2, k, 16', [0.183976, -0.788122, 1.0]], ['2, k, 17', [0.201864, -1.21628, 1.0]], ['2, k, 18', [0.222206, -1.6418, 1.0]], ['2, k, 19', [0.20345, -1.69033, 1.0]], ['2, k, 20', [0.131741, -0.266088, 1.0]], ['2, k, 21', [-0.299766, -0.0671523, 1.0]], ['2, k, 22', [-0.172312, -0.0632659, 1.0]], ['2, k, 23', [0.529923, -0.0788642, 1.0]], ['2, k, 24', [0.479229, -0.0850102, 1.0]]]
[['2, k, 0', [0.107911, -0.791222, 1.0]], ['2, k, 1', [0.120779, -0.488662, 1.0]], ['2, k, 2', [0.136171, -0.190454, 1.0]], ['2, k, 3', [0.143592, -0.0374396, 1.0]], ['2, k, 4', [-0.0169374, -0.260237, 1.0]], ['2, k, 5', [-0.172169, -0.175229, 1.0]], ['2, k, 6', [-0.224892, -0.0511649, 1.0]], ['2, k, 7', [-0.249861, -0.0025646, 1.0]], ['2, k, 8', [0.282531, -0.27519, 1.0]], ['2, k, 9', [0.40762, -0.172452, 1.0]], ['2, k, 10', [0.468383, -0.0783746, 1.0]], ['2, k, 11', [0.503322, -0.006923, 1.0]], ['2, k, 12', [0.0289742, -0.779159, 1.0]], ['2, k, 13', [0.0153516, -1.23631, 1.0]], ['2, k, 14', [-0.0185595, -1.62587, 1.0]], ['2, k, 15', [-0.0276359, -1.64858, 1.0]], ['2, k, 16', [0.184347, -0.785035, 1.0]], ['2, k, 17', [0.201824, -1.21566, 1.0]], ['2, k, 18', [0.222344, -1.64167, 1.0]], ['2, k, 19', [0.209255, -1.68503, 1.0]], ['2, k, 20', [0.132716, -0.264364, 1.0]], ['2, k, 21', [-0.278182, 0.0208949, 1.0]], ['2, k, 22', [-0.163518, -0.00257219, 1.0]], ['2, k, 23', [0.534593, -0.0125734, 1.0]], ['2, k, 24', [0.445139, -0.00937651, 1.0]]]
[['2, k, 0', [0.108602, -0.782431, 1.0]], ['2, k, 1', [0.12226, -0.483121, 1.0]], ['2, k, 2', [0.13721, -0.187189, 1.0]], ['2, k, 3', [0.143589, -0.0380732, 1.0]], ['2, k, 4', [-0.0179236, -0.247491, 1.0]], ['2, k, 5', [-0.154457, -0.131103, 1.0]], ['2, k, 6', [-0.210669, 0.00117831, 1.0]], ['2, k, 7', [-0.23819, 0.0459648, 1.0]], ['2, k, 8', [0.28468, -0.271242, 1.0]], ['2, k, 9', [0.419026, -0.156711, 1.0]], ['2, k, 10', [0.469626, -0.0152992, 1.0]], ['2, k, 11', [0.503263, 0.0490589, 1.0]], ['2, k, 12', [0.0302635, -0.770641, 1.0]], ['2, k, 13', [0.016836, -1.23799, 1.0]], ['2, k, 14', [-0.0183311, -1.6255, 1.0]], ['2, k, 15', [-0.0378201, -1.69546, 1.0]], ['2, k, 16', [0.184429, -0.776194, 1.0]], ['2, k, 17', [0.201281, -1.21366, 1.0]], ['2, k, 18', [0.222438, -1.64166, 1.0]], ['2, k, 19', [0.206973, -1.68587, 1.0]], ['2, k, 20', [0.133773, -0.260669, 1.0]], ['2, k, 21', [-0.228514, 0.065346, 1.0]], ['2, k, 22', [-0.155946, 0.0534427, 1.0]], ['2, k, 23', [0.540034, 0.0485566, 1.0]], ['2, k, 24', [0.463787, 0.0495381, 1.0]]]
[['2, k, 0', [0.108286, -0.776321, 1.0]], ['2, k, 1', [0.121342, -0.476554, 1.0]], ['2, k, 2', [0.1347, -0.180013, 1.0]], ['2, k, 3', [0.143168, -0.0372842, 1.0]], ['2, k, 4', [-0.0202973, -0.242526, 1.0]], ['2, k, 5', [-0.15581, -0.128152, 1.0]], ['2, k, 6', [-0.228574, 0.044293, 1.0]], ['2, k, 7', [-0.250499, 0.0988403, 1.0]], ['2, k, 8', [0.286201, -0.267521, 1.0]], ['2, k, 9', [0.41077, -0.136124, 1.0]], ['2, k, 10', [0.473351, 0.0245102, 1.0]], ['2, k, 11', [0.508443, 0.0982221, 1.0]], ['2, k, 12', [0.0301399, -0.764788, 1.0]], ['2, k, 13', [0.0185322, -1.24135, 1.0]], ['2, k, 14', [-0.0181308, -1.62698, 1.0]], ['2, k, 15', [-0.0271199, -1.64948, 1.0]], ['2, k, 16', [0.183929, -0.770008, 1.0]], ['2, k, 17', [0.200744, -1.2123, 1.0]], ['2, k, 18', [0.222649, -1.64166, 1.0]], ['2, k, 19', [0.204698, -1.68623, 1.0]], ['2, k, 20', [0.131625, -0.253652, 1.0]], ['2, k, 21', [-0.273334, 0.122218, 1.0]], ['2, k, 22', [-0.164269, 0.107293, 1.0]], ['2, k, 23', [0.548781, 0.11341, 1.0]], ['2, k, 24', [0.426301, 0.109644, 1.0]]]
[['2, k, 0', [0.107666, -0.774229, 1.0]], ['2, k, 1', [0.121245, -0.47523, 1.0]], ['2, k, 2', [0.134813, -0.179113, 1.0]], ['2, k, 3', [0.143091, -0.0367151, 1.0]], ['2, k, 4', [-0.0220755, -0.238319, 1.0]], ['2, k, 5', [-0.166703, -0.0968696, 1.0]], ['2, k, 6', [-0.228994, 0.0919374, 1.0]], ['2, k, 7', [-0.251768, 0.143889, 1.0]], ['2, k, 8', [0.286985, -0.263247, 1.0]], ['2, k, 9', [0.410464, -0.0962528, 1.0]], ['2, k, 10', [0.47745, 0.0818733, 1.0]], ['2, k, 11', [0.508592, 0.149232, 1.0]], ['2, k, 12', [0.0295357, -0.762305, 1.0]], ['2, k, 13', [0.0175674, -1.23931, 1.0]], ['2, k, 14', [-0.0179601, -1.62644, 1.0]], ['2, k, 15', [-0.0358488, -1.69592, 1.0]], ['2, k, 16', [0.183316, -0.768318, 1.0]], ['2, k, 17', [0.200663, -1.2112, 1.0]], ['2, k, 18', [0.222366, -1.64127, 1.0]], ['2, k, 19', [0.204137, -1.68561, 1.0]], ['2, k, 20', [0.131661, -0.252664, 1.0]], ['2, k, 21', [-0.266393, 0.170563, 1.0]], ['2, k, 22', [-0.170587, 0.146028, 1.0]], ['2, k, 23', [0.544734, 0.170044, 1.0]], ['2, k, 24', [0.451532, 0.152087, 1.0]]]
[['2, k, 0', [0.107288, -0.771331, 1.0]], ['2, k, 1', [0.120935, -0.473447, 1.0]], ['2, k, 2', [0.134516, -0.178466, 1.0]], ['2, k, 3', [0.142739, -0.0360071, 1.0]], ['2, k, 4', [-0.0237786, -0.230672, 1.0]], ['2, k, 5', [-0.154614, -0.0850431, 1.0]], ['2, k, 6', [-0.228014, 0.109044, 1.0]], ['2, k, 7', [-0.253275, 0.17651, 1.0]], ['2, k, 8', [0.287604, -0.257913, 1.0]], ['2, k, 9', [0.412565, -0.0785414, 1.0]], ['2, k, 10', [0.475352, 0.110077, 1.0]], ['2, k, 11', [0.502633, 0.187968, 1.0]], ['2, k, 12', [0.029411, -0.759951, 1.0]], ['2, k, 13', [0.017581, -1.23945, 1.0]], ['2, k, 14', [-0.0178625, -1.62582, 1.0]], ['2, k, 15', [-0.0355976, -1.69549, 1.0]], ['2, k, 16', [0.182651, -0.764898, 1.0]], ['2, k, 17', [0.200331, -1.21041, 1.0]], ['2, k, 18', [0.222868, -1.64183, 1.0]], ['2, k, 19', [0.203992, -1.68528, 1.0]], ['2, k, 20', [0.131338, -0.251792, 1.0]], ['2, k, 21', [-0.273358, 0.218691, 1.0]], ['2, k, 22', [-0.188473, 0.209304, 1.0]], ['2, k, 23', [0.534619, 0.210568, 1.0]], ['2, k, 24', [0.427777, 0.196811, 1.0]]]
[['2, k, 0', [0.106659, -0.768619, 1.0]], ['2, k, 1', [0.121149, -0.470708, 1.0]], ['2, k, 2', [0.135344, -0.176064, 1.0]], ['2, k, 3', [0.142459, -0.0326652, 1.0]], ['2, k, 4', [-0.0237793, -0.228668, 1.0]], ['2, k, 5', [-0.15026, -0.0546436, 1.0]], ['2, k, 6', [-0.239071, 0.15892, 1.0]], ['2, k, 7', [-0.257509, 0.218488, 1.0]], ['2, k, 8', [0.287041, -0.255359, 1.0]], ['2, k, 9', [0.411101, -0.0582058, 1.0]], ['2, k, 10', [0.483024, 0.163347, 1.0]], ['2, k, 11', [0.50778, 0.227384, 1.0]], ['2, k, 12', [0.0290224, -0.75703, 1.0]], ['2, k, 13', [0.0173103, -1.23905, 1.0]], ['2, k, 14', [-0.0181604, -1.63005, 1.0]], ['2, k, 15', [-0.0321862, -1.6967, 1.0]], ['2, k, 16', [0.181825, -0.762467, 1.0]], ['2, k, 17', [0.20006, -1.21086, 1.0]], ['2, k, 18', [0.222849, -1.6419, 1.0]], ['2, k, 19', [0.202661, -1.68693, 1.0]], ['2, k, 20', [0.131997, -0.2493, 1.0]], ['2, k, 21', [-0.293492, 0.252144, 1.0]], ['2, k, 22', [-0.18912, 0.230665, 1.0]], ['2, k, 23', [0.539312, 0.262422, 1.0]], ['2, k, 24', [0.441857, 0.231759, 1.0]]]
[['2, k, 0', [0.106361, -0.765935, 1.0]], ['2, k, 1', [0.120727, -0.469252, 1.0]], ['2, k, 2', [0.134875, -0.175576, 1.0]], ['2, k, 3', [0.142147, -0.0315526, 1.0]], ['2, k, 4', [-0.0248534, -0.224419, 1.0]], ['2, k, 5', [-0.152502, -0.0197808, 1.0]], ['2, k, 6', [-0.236536, 0.199732, 1.0]], ['2, k, 7', [-0.255536, 0.256623, 1.0]], ['2, k, 8', [0.285642, -0.249274, 1.0]], ['2, k, 9', [0.409664, -0.0393824, 1.0]], ['2, k, 10', [0.481301, 0.179859, 1.0]], ['2, k, 11', [0.498698, 0.257311, 1.0]], ['2, k, 12', [0.0289891, -0.754537, 1.0]], ['2, k, 13', [0.0161106, -1.24887, 1.0]], ['2, k, 14', [-0.0194507, -1.59772, 1.0]], ['2, k, 15', [-0.0277883, -1.61519, 1.0]], ['2, k, 16', [0.181259, -0.759662, 1.0]], ['2, k, 17', [0.2, -1.20459, 1.0]], ['2, k, 18', [0.223164, -1.64214, 1.0]], ['2, k, 19', [0.202793, -1.68723, 1.0]], ['2, k, 20', [0.131521, -0.248618, 1.0]], ['2, k, 21', [-0.295242, 0.295248, 1.0]], ['2, k, 22', [-0.189591, 0.271644, 1.0]], ['2, k, 23', [0.524352, 0.296108, 1.0]], ['2, k, 24', [0.426932, 0.265083, 1.0]]]
