[['2, k, 0', [-0.228716, -0.614036, 1.0]], ['2, k, 1', [-0.239677, -0.318547, 1.0]], ['2, k, 2', [-0.249144, -0.0283189, 1.0]], ['2, k, 3', [-0.206494, 0.09758, 1.0]], ['2, k, 4', [-0.38504, -0.0763978, 1.0]], ['2, k, 5', [-0.515261, 0.182643, 1.0]], ['2, k, 6', [-0.525266, 0.437065, 1.0]], ['2, k, 7', [-0.515603, 0.531417, 1.0]], ['2, k, 8', [-0.0855559, -0.0536748, 1.0]], ['2, k, 9', [0.0798687, 0.122185, 1.0]], ['2, k, 10', [0.191407, 0.394639, 1.0]], ['2, k, 11', [0.187165, 0.474891, 1.0]], ['2, k, 12', [-0.293934, -0.61109, 1.0]], ['2, k, 13', [-0.338372, -0.909392, 1.0]], ['2, k, 14', [-0.37744, -1.37934, 1.0]], ['2, k, 15', [-0.372667, -1.4132, 1.0]], ['2, k, 16', [-0.157468, -0.600822, 1.0]], ['2, k, 17', [-0.117344, -0.818999, 1.0]], ['2, k, 18', [-0.0966305, -1.17538, 1.0]], ['2, k, 19', [-0.0869712, -1.21154, 1.0]], ['2, k, 20', [-0.247032, -0.10019, 1.0]], ['2, k, 21', [-0.507478, 0.602498, 1.0]], ['2, k, 22', [-0.555745, 0.550107, 1.0]], ['2, k, 23', [0.214291, 0.542473, 1.0]], ['2, k, 24', [0.23862, 0.474651, 1.0]]]
[['2, k, 0', [-0.226025, -0.573501, 1.0]], ['2, k, 1', [-0.275242, -0.302019, 1.0]], ['2, k, 2', [-0.322519, -0.0344816, 1.0]], ['2, k, 3', [-0.38616, 0.0934574, 1.0]], ['2, k, 4', [-0.468017, -0.122623, 1.0]], ['2, k, 5', [-0.660125, -0.222783, 1.0]], ['2, k, 6', [-0.868065, -0.231523, 1.0]], ['2, k, 7', [-0.928005, -0.167557, 1.0]], ['2, k, 8', [-0.214101, -0.00189925, 1.0]], ['2, k, 9', [-0.269107, 0.199798, 1.0]], ['2, k, 10', [-0.452907, 0.3773, 1.0]], ['2, k, 11', [-0.529452, 0.445216, 1.0]], ['2, k, 12', [-0.282366, -0.57917, 1.0]], ['2, k, 13', [-0.333995, -1.00915, 1.0]], ['2, k, 14', [-0.379066, -1.408, 1.0]], ['2, k, 15', [-0.374837, -1.48695, 1.0]], ['2, k, 16', [-0.164358, -0.553458, 1.0]], ['2, k, 17', [-0.0873211, -0.969419, 1.0]], ['2, k, 18', [-0.0802085, -1.26608, 1.0]], ['2, k, 19', [-0.0968497, -1.31082, 1.0]], ['2, k, 20', [-0.311215, -0.101034, 1.0]], ['2, k, 21', [-1.00112, -0.140554, 1.0]], ['2, k, 22', [-0.951427, -0.206954, 1.0]], ['2, k, 23', [-0.584392, 0.500777, 1.0]], ['2, k, 24', [-0.524693, 0.400322, 1.0]]]
[['2, k, 0', [-0.226281, -0.573534, 1.0]], ['2, k, 1', [-0.275223, -0.301553, 1.0]], ['2, k, 2', [-0.322075, -0.0334142, 1.0]], ['2, k, 3', [-0.38453, 0.0937462, 1.0]], ['2, k, 4', [-0.468015, -0.122611, 1.0]], ['2, k, 5', [-0.660275, -0.22236, 1.0]], ['2, k, 6', [-0.867779, -0.226242, 1.0]], ['2, k, 7', [-0.927, -0.160915, 1.0]], ['2, k, 8', [-0.214475, -0.00153868, 1.0]], ['2, k, 9', [-0.26624, 0.199082, 1.0]], ['2, k, 10', [-0.452222, 0.377431, 1.0]], ['2, k, 11', [-0.52519, 0.447167, 1.0]], ['2, k, 12', [-0.282558, -0.579242, 1.0]], ['2, k, 13', [-0.33412, -1.00895, 1.0]], ['2, k, 14', [-0.378971, -1.40782, 1.0]], ['2, k, 15', [-0.376036, -1.48697, 1.0]], ['2, k, 16', [-0.164611, -0.553445, 1.0]], ['2, k, 17', [-0.0875988, -0.968959, 1.0]], ['2, k, 18', [-0.0803841, -1.26565, 1.0]], ['2, k, 19', [-0.097242, -1.31032, 1.0]], ['2, k, 20', [-0.310871, -0.100091, 1.0]], ['2, k, 21', [-1.0068, -0.133822, 1.0]], ['2, k, 22', [-0.932223, -0.187606, 1.0]], ['2, k, 23', [-0.582075, 0.50006, 1.0]], ['2, k, 24', [-0.533413, 0.405347, 1.0]]]
[['2, k, 0', [-0.226808, -0.573814, 1.0]], ['2, k, 1', [-0.27713, -0.302422, 1.0]], ['2, k, 2', [-0.327225, -0.0360598, 1.0]], ['2, k, 3', [-0.382397, 0.0941357, 1.0]], ['2, k, 4', [-0.467957, -0.122486, 1.0]], ['2, k, 5', [-0.660453, -0.221533, 1.0]], ['2, k, 6', [-0.866703, -0.218868, 1.0]], ['2, k, 7', [-0.929489, -0.153989, 1.0]], ['2, k, 8', [-0.214551, -0.00387176, 1.0]], ['2, k, 9', [-0.26344, 0.198738, 1.0]], ['2, k, 10', [-0.449812, 0.378503, 1.0]], ['2, k, 11', [-0.519725, 0.451532, 1.0]], ['2, k, 12', [-0.283365, -0.579294, 1.0]], ['2, k, 13', [-0.334308, -1.00928, 1.0]], ['2, k, 14', [-0.378883, -1.40813, 1.0]], ['2, k, 15', [-0.377555, -1.48464, 1.0]], ['2, k, 16', [-0.16486, -0.553873, 1.0]], ['2, k, 17', [-0.0880581, -0.96864, 1.0]], ['2, k, 18', [-0.0814556, -1.26529, 1.0]], ['2, k, 19', [-0.0989971, -1.31006, 1.0]], ['2, k, 20', [-0.314901, -0.102069, 1.0]], ['2, k, 21', [-1.00688, -0.127235, 1.0]], ['2, k, 22', [-0.914733, -0.190018, 1.0]], ['2, k, 23', [-0.577928, 0.508306, 1.0]], ['2, k, 24', [-0.580806, 0.398615, 1.0]]]
[['2, k, 0', [-0.226859, -0.573818, 1.0]], ['2, k, 1', [-0.275504, -0.301464, 1.0]], ['2, k, 2', [-0.318583, -0.0317054, 1.0]], ['2, k, 3', [-0.373653, 0.100364, 1.0]], ['2, k, 4', [-0.468047, -0.122369, 1.0]], ['2, k, 5', [-0.66151, -0.218909, 1.0]], ['2, k, 6', [-0.867257, -0.212211, 1.0]], ['2, k, 7', [-0.925606, -0.147028, 1.0]], ['2, k, 8', [-0.214442, -0.00543007, 1.0]], ['2, k, 9', [-0.257599, 0.198996, 1.0]], ['2, k, 10', [-0.446046, 0.381203, 1.0]], ['2, k, 11', [-0.510452, 0.453623, 1.0]], ['2, k, 12', [-0.28344, -0.579259, 1.0]], ['2, k, 13', [-0.334432, -1.00962, 1.0]], ['2, k, 14', [-0.379769, -1.40837, 1.0]], ['2, k, 15', [-0.374024, -1.4864, 1.0]], ['2, k, 16', [-0.164881, -0.553912, 1.0]], ['2, k, 17', [-0.0885017, -0.968194, 1.0]], ['2, k, 18', [-0.0820971, -1.26492, 1.0]], ['2, k, 19', [-0.0995814, -1.3095, 1.0]], ['2, k, 20', [-0.308666, -0.0988206, 1.0]], ['2, k, 21', [-0.99626, -0.1192, 1.0]], ['2, k, 22', [-0.911506, -0.169709, 1.0]], ['2, k, 23', [-0.562139, 0.506412, 1.0]], ['2, k, 24', [-0.577784, 0.398867, 1.0]]]
[['2, k, 0', [-0.227063, -0.57349, 1.0]], ['2, k, 1', [-0.272236, -0.298579, 1.0]], ['2, k, 2', [-0.30945, -0.0252479, 1.0]], ['2, k, 3', [-0.369767, 0.100964, 1.0]], ['2, k, 4', [-0.467973, -0.122091, 1.0]], ['2, k, 5', [-0.662844, -0.214835, 1.0]], ['2, k, 6', [-0.867469, -0.201285, 1.0]], ['2, k, 7', [-0.909767, -0.144612, 1.0]], ['2, k, 8', [-0.214512, -0.00641506, 1.0]], ['2, k, 9', [-0.249678, 0.199538, 1.0]], ['2, k, 10', [-0.438535, 0.387213, 1.0]], ['2, k, 11', [-0.499632, 0.46143, 1.0]], ['2, k, 12', [-0.283806, -0.578478, 1.0]], ['2, k, 13', [-0.3346, -1.00966, 1.0]], ['2, k, 14', [-0.380066, -1.40835, 1.0]], ['2, k, 15', [-0.371735, -1.48755, 1.0]], ['2, k, 16', [-0.16494, -0.553895, 1.0]], ['2, k, 17', [-0.0893029, -0.968388, 1.0]], ['2, k, 18', [-0.0823567, -1.26507, 1.0]], ['2, k, 19', [-0.0993749, -1.30978, 1.0]], ['2, k, 20', [-0.300891, -0.0931468, 1.0]], ['2, k, 21', [-0.977717, -0.111992, 1.0]], ['2, k, 22', [-0.898513, -0.165042, 1.0]], ['2, k, 23', [-0.547447, 0.518278, 1.0]], ['2, k, 24', [-0.567451, 0.405236, 1.0]]]
[['2, k, 0', [-0.227151, -0.573046, 1.0]], ['2, k, 1', [-0.269941, -0.296897, 1.0]], ['2, k, 2', [-0.305633, -0.0233399, 1.0]], ['2, k, 3', [-0.365025, 0.102739, 1.0]], ['2, k, 4', [-0.467788, -0.121768, 1.0]], ['2, k, 5', [-0.664534, -0.207869, 1.0]], ['2, k, 6', [-0.868645, -0.188369, 1.0]], ['2, k, 7', [-0.903024, -0.132688, 1.0]], ['2, k, 8', [-0.214755, -0.00731429, 1.0]], ['2, k, 9', [-0.243465, 0.201482, 1.0]], ['2, k, 10', [-0.416616, 0.389463, 1.0]], ['2, k, 11', [-0.478768, 0.463454, 1.0]], ['2, k, 12', [-0.283948, -0.577368, 1.0]], ['2, k, 13', [-0.334773, -1.00951, 1.0]], ['2, k, 14', [-0.379355, -1.40827, 1.0]], ['2, k, 15', [-0.373669, -1.48739, 1.0]], ['2, k, 16', [-0.164957, -0.553857, 1.0]], ['2, k, 17', [-0.0904183, -0.968107, 1.0]], ['2, k, 18', [-0.0828627, -1.26468, 1.0]], ['2, k, 19', [-0.0994892, -1.30968, 1.0]], ['2, k, 20', [-0.297288, -0.0911955, 1.0]], ['2, k, 21', [-0.961397, -0.10981, 1.0]], ['2, k, 22', [-0.871807, -0.175867, 1.0]], ['2, k, 23', [-0.531664, 0.519255, 1.0]], ['2, k, 24', [-0.531149, 0.440915, 1.0]]]
[['2, k, 0', [-0.226889, -0.566374, 1.0]], ['2, k, 1', [-0.269962, -0.297344, 1.0]], ['2, k, 2', [-0.308909, -0.0380901, 1.0]], ['2, k, 3', [-0.358058, 0.10281, 1.0]], ['2, k, 4', [-0.467551, -0.121473, 1.0]], ['2, k, 5', [-0.667054, -0.198158, 1.0]], ['2, k, 6', [-0.869455, -0.16953, 1.0]], ['2, k, 7', [-0.902404, -0.11532, 1.0]], ['2, k, 8', [-0.215989, -0.00772745, 1.0]], ['2, k, 9', [-0.233793, 0.204992, 1.0]], ['2, k, 10', [-0.403572, 0.391248, 1.0]], ['2, k, 11', [-0.46239, 0.467412, 1.0]], ['2, k, 12', [-0.283015, -0.570842, 1.0]], ['2, k, 13', [-0.335086, -1.00998, 1.0]], ['2, k, 14', [-0.379559, -1.40866, 1.0]], ['2, k, 15', [-0.402799, -1.45117, 1.0]], ['2, k, 16', [-0.165237, -0.547269, 1.0]], ['2, k, 17', [-0.0910273, -0.968363, 1.0]], ['2, k, 18', [-0.0833661, -1.26489, 1.0]], ['2, k, 19', [-0.100062, -1.30999, 1.0]], ['2, k, 20', [-0.299144, -0.100256, 1.0]], ['2, k, 21', [-0.937422, -0.0992105, 1.0]], ['2, k, 22', [-0.929099, -0.127545, 1.0]], ['2, k, 23', [-0.515244, 0.521567, 1.0]], ['2, k, 24', [-0.520237, 0.452887, 1.0]]]
[['2, k, 0', [-0.226451, -0.566848, 1.0]], ['2, k, 1', [-0.270269, -0.302083, 1.0]], ['2, k, 2', [-0.312364, -0.0471122, 1.0]], ['2, k, 3', [-0.355954, 0.0985647, 1.0]], ['2, k, 4', [-0.466936, -0.120915, 1.0]], ['2, k, 5', [-0.669597, -0.187477, 1.0]], ['2, k, 6', [-0.868186, -0.146317, 1.0]], ['2, k, 7', [-0.869345, -0.111866, 1.0]], ['2, k, 8', [-0.216409, -0.00806602, 1.0]], ['2, k, 9', [-0.226734, 0.207885, 1.0]], ['2, k, 10', [-0.378883, 0.399307, 1.0]], ['2, k, 11', [-0.43772, 0.476807, 1.0]], ['2, k, 12', [-0.282647, -0.571274, 1.0]], ['2, k, 13', [-0.335402, -1.01044, 1.0]], ['2, k, 14', [-0.379205, -1.40899, 1.0]], ['2, k, 15', [-0.401853, -1.45196, 1.0]], ['2, k, 16', [-0.164683, -0.547876, 1.0]], ['2, k, 17', [-0.0920793, -0.96779, 1.0]], ['2, k, 18', [-0.0836518, -1.26426, 1.0]], ['2, k, 19', [-0.0997014, -1.30954, 1.0]], ['2, k, 20', [-0.302047, -0.109716, 1.0]], ['2, k, 21', [-0.930104, -0.0669432, 1.0]], ['2, k, 22', [-0.91951, -0.0949213, 1.0]], ['2, k, 23', [-0.488567, 0.534957, 1.0]], ['2, k, 24', [-0.484253, 0.466409, 1.0]]]
[['2, k, 0', [-0.225921, -0.567892, 1.0]], ['2, k, 1', [-0.269878, -0.304822, 1.0]], ['2, k, 2', [-0.312297, -0.0493419, 1.0]], ['2, k, 3', [-0.349574, 0.0949015, 1.0]], ['2, k, 4', [-0.466735, -0.120528, 1.0]], ['2, k, 5', [-0.671628, -0.176829, 1.0]], ['2, k, 6', [-0.865397, -0.12067, 1.0]], ['2, k, 7', [-0.907265, -0.0604261, 1.0]], ['2, k, 8', [-0.216649, -0.00877248, 1.0]], ['2, k, 9', [-0.213738, 0.210185, 1.0]], ['2, k, 10', [-0.388821, 0.442825, 1.0]], ['2, k, 11', [-0.426252, 0.486242, 1.0]], ['2, k, 12', [-0.282283, -0.571989, 1.0]], ['2, k, 13', [-0.3355, -1.01048, 1.0]], ['2, k, 14', [-0.379052, -1.40906, 1.0]], ['2, k, 15', [-0.401293, -1.45199, 1.0]], ['2, k, 16', [-0.163937, -0.549402, 1.0]], ['2, k, 17', [-0.0965311, -0.954178, 1.0]], ['2, k, 18', [-0.083624, -1.25036, 1.0]], ['2, k, 19', [-0.098262, -1.29634, 1.0]], ['2, k, 20', [-0.301937, -0.112298, 1.0]], ['2, k, 21', [-0.974314, -0.0127465, 1.0]], ['2, k, 22', [-0.930673, -0.045231, 1.0]], ['2, k, 23', [-0.470131, 0.540731, 1.0]], ['2, k, 24', [-0.497283, 0.462094, 1.0]]]
[['2, k, 0', [-0.225445, -0.568172, 1.0]], ['2, k, 1', [-0.270057, -0.305186, 1.0]], ['2, k, 2', [-0.313368, -0.0496395, 1.0]], ['2, k, 3', [-0.347609, 0.0913004, 1.0]], ['2, k, 4', [-0.466532, -0.120297, 1.0]], ['2, k, 5', [-0.674711, -0.143531, 1.0]], ['2, k, 6', [-0.864904, -0.0675075, 1.0]], ['2, k, 7', [-0.928463, -0.0079641, 1.0]], ['2, k, 8', [-0.216445, -0.00897138, 1.0]], ['2, k, 9', [-0.198359, 0.21467, 1.0]], ['2, k, 10', [-0.371082, 0.447948, 1.0]], ['2, k, 11', [-0.39561, 0.503529, 1.0]], ['2, k, 12', [-0.282015, -0.572235, 1.0]], ['2, k, 13', [-0.335764, -1.0113, 1.0]], ['2, k, 14', [-0.379463, -1.40969, 1.0]], ['2, k, 15', [-0.401481, -1.4528, 1.0]], ['2, k, 16', [-0.163199, -0.54973, 1.0]], ['2, k, 17', [-0.0979407, -0.951331, 1.0]], ['2, k, 18', [-0.0838922, -1.24738, 1.0]], ['2, k, 19', [-0.0979555, -1.29356, 1.0]], ['2, k, 20', [-0.30272, -0.112664, 1.0]], ['2, k, 21', [-0.99506, 0.0384134, 1.0]], ['2, k, 22', [-0.915945, 0.00844377, 1.0]], ['2, k, 23', [-0.4293, 0.563368, 1.0]], ['2, k, 24', [-0.455772, 0.47458, 1.0]]]
[['2, k, 0', [-0.225378, -0.565814, 1.0]], ['2, k, 1', [-0.269985, -0.305166, 1.0]], ['2, k, 2', [-0.312813, -0.0507988, 1.0]], ['2, k, 3', [-0.32697, 0.0831058, 1.0]], ['2, k, 4', [-0.466441, -0.120299, 1.0]], ['2, k, 5', [-0.67749, -0.133697, 1.0]], ['2, k, 6', [-0.868474, -0.059403, 1.0]], ['2, k, 7', [-0.918202, 0.0216344, 1.0]], ['2, k, 8', [-0.21349, -0.0103687, 1.0]], ['2, k, 9', [-0.185517, 0.217565, 1.0]], ['2, k, 10', [-0.342627, 0.461285, 1.0]], ['2, k, 11', [-0.373667, 0.511461, 1.0]], ['2, k, 12', [-0.281192, -0.568199, 1.0]], ['2, k, 13', [-0.336268, -1.01129, 1.0]], ['2, k, 14', [-0.379453, -1.40958, 1.0]], ['2, k, 15', [-0.372992, -1.4894, 1.0]], ['2, k, 16', [-0.163764, -0.545674, 1.0]], ['2, k, 17', [-0.0992609, -0.955057, 1.0]], ['2, k, 18', [-0.0849128, -1.25092, 1.0]], ['2, k, 19', [-0.0976397, -1.29729, 1.0]], ['2, k, 20', [-0.302366, -0.113383, 1.0]], ['2, k, 21', [-0.983665, 0.0738375, 1.0]], ['2, k, 22', [-0.931025, 0.0734202, 1.0]], ['2, k, 23', [-0.403358, 0.571841, 1.0]], ['2, k, 24', [-0.449296, 0.474866, 1.0]]]
[['2, k, 0', [-0.225425, -0.565695, 1.0]], ['2, k, 1', [-0.269957, -0.305134, 1.0]], ['2, k, 2', [-0.312752, -0.0507338, 1.0]], ['2, k, 3', [-0.328283, 0.0828942, 1.0]], ['2, k, 4', [-0.465601, -0.119692, 1.0]], ['2, k, 5', [-0.691569, -0.104533, 1.0]], ['2, k, 6', [-0.909664, 0.0719515, 1.0]], ['2, k, 7', [-0.952939, 0.147671, 1.0]], ['2, k, 8', [-0.211064, -0.0117809, 1.0]], ['2, k, 9', [-0.188287, 0.259204, 1.0]], ['2, k, 10', [-0.327626, 0.488654, 1.0]], ['2, k, 11', [-0.350073, 0.526654, 1.0]], ['2, k, 12', [-0.281523, -0.568474, 1.0]], ['2, k, 13', [-0.336713, -1.01087, 1.0]], ['2, k, 14', [-0.379201, -1.40905, 1.0]], ['2, k, 15', [-0.398725, -1.45282, 1.0]], ['2, k, 16', [-0.163515, -0.545608, 1.0]], ['2, k, 17', [-0.100064, -0.958521, 1.0]], ['2, k, 18', [-0.0850764, -1.25424, 1.0]], ['2, k, 19', [-0.0963949, -1.30067, 1.0]], ['2, k, 20', [-0.302324, -0.113352, 1.0]], ['2, k, 21', [-0.986249, 0.201665, 1.0]], ['2, k, 22', [-0.890132, 0.217178, 1.0]], ['2, k, 23', [-0.37124, 0.585399, 1.0]], ['2, k, 24', [-0.42326, 0.487928, 1.0]]]
[['2, k, 0', [-0.225476, -0.566335, 1.0]], ['2, k, 1', [-0.269858, -0.307115, 1.0]], ['2, k, 2', [-0.312285, -0.0538582, 1.0]], ['2, k, 3', [-0.328378, 0.0826436, 1.0]], ['2, k, 4', [-0.463491, -0.116981, 1.0]], ['2, k, 5', [-0.687573, -0.0952574, 1.0]], ['2, k, 6', [-0.844544, 0.0370118, 1.0]], ['2, k, 7', [-0.937736, 0.176465, 1.0]], ['2, k, 8', [-0.2072, -0.0126157, 1.0]], ['2, k, 9', [-0.171677, 0.257749, 1.0]], ['2, k, 10', [-0.287281, 0.487049, 1.0]], ['2, k, 11', [-0.312279, 0.532278, 1.0]], ['2, k, 12', [-0.282208, -0.570959, 1.0]], ['2, k, 13', [-0.33751, -1.01072, 1.0]], ['2, k, 14', [-0.378532, -1.4089, 1.0]], ['2, k, 15', [-0.396091, -1.4531, 1.0]], ['2, k, 16', [-0.163356, -0.545848, 1.0]], ['2, k, 17', [-0.100776, -0.95983, 1.0]], ['2, k, 18', [-0.0866197, -1.25546, 1.0]], ['2, k, 19', [-0.0962697, -1.30194, 1.0]], ['2, k, 20', [-0.301973, -0.116349, 1.0]], ['2, k, 21', [-0.973849, 0.227942, 1.0]], ['2, k, 22', [-0.874779, 0.242946, 1.0]], ['2, k, 23', [-0.337251, 0.589375, 1.0]], ['2, k, 24', [-0.384451, 0.501419, 1.0]]]
[['2, k, 0', [-0.225196, -0.56889, 1.0]], ['2, k, 1', [-0.268543, -0.309339, 1.0]], ['2, k, 2', [-0.30966, -0.0557099, 1.0]], ['2, k, 3', [-0.326514, 0.0835604, 1.0]], ['2, k, 4', [-0.462327, -0.112732, 1.0]], ['2, k, 5', [-0.674726, -0.078591, 1.0]], ['2, k, 6', [-0.837774, 0.0461857, 1.0]], ['2, k, 7', [-0.91754, 0.206235, 1.0]], ['2, k, 8', [-0.202654, -0.0126781, 1.0]], ['2, k, 9', [-0.152149, 0.257538, 1.0]], ['2, k, 10', [-0.258386, 0.493337, 1.0]], ['2, k, 11', [-0.27771, 0.539843, 1.0]], ['2, k, 12', [-0.282644, -0.573231, 1.0]], ['2, k, 13', [-0.338332, -1.01059, 1.0]], ['2, k, 14', [-0.378402, -1.40874, 1.0]], ['2, k, 15', [-0.394633, -1.45321, 1.0]], ['2, k, 16', [-0.162177, -0.550025, 1.0]], ['2, k, 17', [-0.101829, -0.962241, 1.0]], ['2, k, 18', [-0.0863017, -1.25757, 1.0]], ['2, k, 19', [-0.0942936, -1.30445, 1.0]], ['2, k, 20', [-0.299755, -0.118328, 1.0]], ['2, k, 21', [-0.937419, 0.268362, 1.0]], ['2, k, 22', [-0.849168, 0.272427, 1.0]], ['2, k, 23', [-0.295583, 0.601523, 1.0]], ['2, k, 24', [-0.353736, 0.512917, 1.0]]]
[['2, k, 0', [-0.225339, -0.570147, 1.0]], ['2, k, 1', [-0.268647, -0.312002, 1.0]], ['2, k, 2', [-0.309688, -0.0596228, 1.0]], ['2, k, 3', [-0.310118, 0.0941712, 1.0]], ['2, k, 4', [-0.460139, -0.110352, 1.0]], ['2, k, 5', [-0.686358, -0.0430812, 1.0]], ['2, k, 6', [-0.848835, 0.150294, 1.0]], ['2, k, 7', [-0.894163, 0.23261, 1.0]], ['2, k, 8', [-0.198491, -0.011867, 1.0]], ['2, k, 9', [-0.117789, 0.243999, 1.0]], ['2, k, 10', [-0.227044, 0.499802, 1.0]], ['2, k, 11', [-0.241386, 0.547651, 1.0]], ['2, k, 12', [-0.283119, -0.574898, 1.0]], ['2, k, 13', [-0.339216, -1.00892, 1.0]], ['2, k, 14', [-0.379414, -1.40707, 1.0]], ['2, k, 15', [-0.394533, -1.45155, 1.0]], ['2, k, 16', [-0.16211, -0.551252, 1.0]], ['2, k, 17', [-0.103176, -0.964485, 1.0]], ['2, k, 18', [-0.0865057, -1.25962, 1.0]], ['2, k, 19', [-0.0929952, -1.30663, 1.0]], ['2, k, 20', [-0.2998, -0.122015, 1.0]], ['2, k, 21', [-0.923188, 0.294648, 1.0]], ['2, k, 22', [-0.864906, 0.285712, 1.0]], ['2, k, 23', [-0.256762, 0.610502, 1.0]], ['2, k, 24', [-0.316825, 0.520996, 1.0]]]
[['2, k, 0', [-0.22584, -0.571356, 1.0]], ['2, k, 1', [-0.268819, -0.311517, 1.0]], ['2, k, 2', [-0.309867, -0.0528548, 1.0]], ['2, k, 3', [-0.310082, 0.0975215, 1.0]], ['2, k, 4', [-0.459193, -0.109588, 1.0]], ['2, k, 5', [-0.681832, -0.029957, 1.0]], ['2, k, 6', [-0.835127, 0.191246, 1.0]], ['2, k, 7', [-0.872386, 0.272402, 1.0]], ['2, k, 8', [-0.195367, -0.0103231, 1.0]], ['2, k, 9', [-0.0905728, 0.202784, 1.0]], ['2, k, 10', [-0.170497, 0.479827, 1.0]], ['2, k, 11', [-0.198608, 0.55047, 1.0]], ['2, k, 12', [-0.283954, -0.576144, 1.0]], ['2, k, 13', [-0.340226, -1.00746, 1.0]], ['2, k, 14', [-0.379864, -1.40541, 1.0]], ['2, k, 15', [-0.394757, -1.45028, 1.0]], ['2, k, 16', [-0.162408, -0.552643, 1.0]], ['2, k, 17', [-0.104363, -0.964117, 1.0]], ['2, k, 18', [-0.0864654, -1.25909, 1.0]], ['2, k, 19', [-0.092367, -1.30625, 1.0]], ['2, k, 20', [-0.300032, -0.117582, 1.0]], ['2, k, 21', [-0.898772, 0.333846, 1.0]], ['2, k, 22', [-0.836681, 0.320775, 1.0]], ['2, k, 23', [-0.218285, 0.617718, 1.0]], ['2, k, 24', [-0.268029, 0.531686, 1.0]]]
[['2, k, 0', [-0.226379, -0.57301, 1.0]], ['2, k, 1', [-0.268671, -0.311369, 1.0]], ['2, k, 2', [-0.307991, -0.0503833, 1.0]], ['2, k, 3', [-0.307088, 0.100442, 1.0]], ['2, k, 4', [-0.457647, -0.107975, 1.0]], ['2, k, 5', [-0.659386, -0.0133388, 1.0]], ['2, k, 6', [-0.806966, 0.195541, 1.0]], ['2, k, 7', [-0.839266, 0.290379, 1.0]], ['2, k, 8', [-0.193805, -0.00948269, 1.0]], ['2, k, 9', [-0.0842906, 0.199761, 1.0]], ['2, k, 10', [-0.115433, 0.424301, 1.0]], ['2, k, 11', [-0.144766, 0.520549, 1.0]], ['2, k, 12', [-0.28441, -0.577359, 1.0]], ['2, k, 13', [-0.341149, -1.00558, 1.0]], ['2, k, 14', [-0.37882, -1.40373, 1.0]], ['2, k, 15', [-0.337986, -1.4733, 1.0]], ['2, k, 16', [-0.162935, -0.554634, 1.0]], ['2, k, 17', [-0.104974, -0.965018, 1.0]], ['2, k, 18', [-0.090535, -1.26011, 1.0]], ['2, k, 19', [-0.0967589, -1.30722, 1.0]], ['2, k, 20', [-0.298676, -0.115718, 1.0]], ['2, k, 21', [-0.876178, 0.352013, 1.0]], ['2, k, 22', [-0.805867, 0.347351, 1.0]], ['2, k, 23', [-0.161133, 0.584578, 1.0]], ['2, k, 24', [-0.202708, 0.550517, 1.0]]]
[['2, k, 0', [-0.227547, -0.575433, 1.0]], ['2, k, 1', [-0.268672, -0.311361, 1.0]], ['2, k, 2', [-0.307376, -0.0491951, 1.0]], ['2, k, 3', [-0.297673, 0.10276, 1.0]], ['2, k, 4', [-0.455959, -0.106543, 1.0]], ['2, k, 5', [-0.653047, 0.0236835, 1.0]], ['2, k, 6', [-0.772927, 0.209709, 1.0]], ['2, k, 7', [-0.804495, 0.302939, 1.0]], ['2, k, 8', [-0.19209, -0.00904618, 1.0]], ['2, k, 9', [-0.0678749, 0.212924, 1.0]], ['2, k, 10', [-0.0970705, 0.423841, 1.0]], ['2, k, 11', [-0.110373, 0.525321, 1.0]], ['2, k, 12', [-0.285883, -0.578999, 1.0]], ['2, k, 13', [-0.341535, -1.00492, 1.0]], ['2, k, 14', [-0.379238, -1.40294, 1.0]], ['2, k, 15', [-0.382946, -1.48095, 1.0]], ['2, k, 16', [-0.163713, -0.55787, 1.0]], ['2, k, 17', [-0.105889, -0.965262, 1.0]], ['2, k, 18', [-0.0899589, -1.26016, 1.0]], ['2, k, 19', [-0.0951728, -1.30744, 1.0]], ['2, k, 20', [-0.298267, -0.114851, 1.0]], ['2, k, 21', [-0.843654, 0.366869, 1.0]], ['2, k, 22', [-0.773863, 0.358238, 1.0]], ['2, k, 23', [-0.119903, 0.589093, 1.0]], ['2, k, 24', [-0.171281, 0.552432, 1.0]]]
