[['2, k, 0', [-0.1782522, -0.1242533, 1.0]], ['2, k, 1', [-0.177474, 0.1173386, 1.0]], ['2, k, 2', [-0.1757341, 0.3544066, 1.0]], ['2, k, 3', [-0.1741115, 0.4800828, 1.0]], ['2, k, 4', [-0.3073313, 0.2524922, 1.0]], ['2, k, 5', [-0.2437396, 0.03393488, 1.0]], ['2, k, 6', [-0.1613876, -0.1344355, 1.0]], ['2, k, 7', [-0.1264617, -0.1576334, 1.0]], ['2, k, 8', [-0.02804455, 0.2621499, 1.0]], ['2, k, 9', [-0.05172156, 0.05600919, 1.0]], ['2, k, 10', [-0.0989804, -0.1039117, 1.0]], ['2, k, 11', [-0.1256436, -0.1464087, 1.0]], ['2, k, 12', [-0.2429723, -0.1215686, 1.0]], ['2, k, 13', [-0.2672176, -0.2634616, 1.0]], ['2, k, 14', [-0.2535304, -0.6040452, 1.0]], ['2, k, 15', [-0.2483719, -0.6648835, 1.0]], ['2, k, 16', [-0.1097379, -0.1239906, 1.0]], ['2, k, 17', [0.0265439, -0.2604204, 1.0]], ['2, k, 18', [0.01373247, -0.6010125, 1.0]], ['2, k, 19', [0.02440991, -0.6649289, 1.0]], ['2, k, 20', [-0.1765461, 0.2958603, 1.0]], ['2, k, 21', [-0.1210914, -0.2206538, 1.0]], ['2, k, 22', [-0.1124832, -0.1380003, 1.0]], ['2, k, 23', [-0.1221166, -0.2164495, 1.0]], ['2, k, 24', [-0.1086192, -0.1554037, 1.0]]]
[['2, k, 0', [-0.1750511, -0.04482107, 1.0]], ['2, k, 1', [-0.176928, 0.1788739, 1.0]], ['2, k, 2', [-0.1761446, 0.4017167, 1.0]], ['2, k, 3', [-0.1586518, 0.5165592, 1.0]], ['2, k, 4', [-0.2871338, 0.3709719, 1.0]], ['2, k, 5', [-0.2526692, 0.5358388, 1.0]], ['2, k, 6', [-0.1452431, 0.6857986, 1.0]], ['2, k, 7', [-0.1216815, 0.7452464, 1.0]], ['2, k, 8', [-0.04608629, 0.3818084, 1.0]], ['2, k, 9', [-0.03884663, 0.5201238, 1.0]], ['2, k, 10', [-0.09534165, 0.7056059, 1.0]], ['2, k, 11', [-0.1208651, 0.7488924, 1.0]], ['2, k, 12', [-0.2357232, -0.04344045, 1.0]], ['2, k, 13', [-0.2686006, -0.2563757, 1.0]], ['2, k, 14', [-0.2519127, -0.6046012, 1.0]], ['2, k, 15', [-0.2482606, -0.6663665, 1.0]], ['2, k, 16', [-0.1104758, -0.0450375, 1.0]], ['2, k, 17', [0.02723317, -0.2534382, 1.0]], ['2, k, 18', [0.02220301, -0.6003112, 1.0]], ['2, k, 19', [0.03479936, -0.6666591, 1.0]], ['2, k, 20', [-0.1762602, 0.3463396, 1.0]], ['2, k, 21', [-0.1110506, 0.8093485, 1.0]], ['2, k, 22', [-0.0906631, 0.7211639, 1.0]], ['2, k, 23', [-0.1179802, 0.8110433, 1.0]], ['2, k, 24', [-0.1456668, 0.728588, 1.0]]]
[['2, k, 0', [-0.1745367, -0.03920829, 1.0]], ['2, k, 1', [-0.176952, 0.1851033, 1.0]], ['2, k, 2', [-0.1772363, 0.4061286, 1.0]], ['2, k, 3', [-0.1823893, 0.5226833, 1.0]], ['2, k, 4', [-0.2881675, 0.371974, 1.0]], ['2, k, 5', [-0.2590552, 0.5480345, 1.0]], ['2, k, 6', [-0.1466597, 0.6939987, 1.0]], ['2, k, 7', [-0.1264076, 0.7626483, 1.0]], ['2, k, 8', [-0.04486673, 0.3837363, 1.0]], ['2, k, 9', [-0.04042923, 0.540875, 1.0]], ['2, k, 10', [-0.101404, 0.73598, 1.0]], ['2, k, 11', [-0.1257387, 0.7848186, 1.0]], ['2, k, 12', [-0.2348142, -0.03831204, 1.0]], ['2, k, 13', [-0.2682967, -0.2541539, 1.0]], ['2, k, 14', [-0.2518747, -0.604719, 1.0]], ['2, k, 15', [-0.2482178, -0.666356, 1.0]], ['2, k, 16', [-0.1104144, -0.03886515, 1.0]], ['2, k, 17', [0.0262979, -0.2518341, 1.0]], ['2, k, 18', [0.02216427, -0.60075, 1.0]], ['2, k, 19', [0.03443447, -0.6667306, 1.0]], ['2, k, 20', [-0.1771957, 0.3513809, 1.0]], ['2, k, 21', [-0.1101579, 0.8251501, 1.0]], ['2, k, 22', [-0.09432673, 0.7395781, 1.0]], ['2, k, 23', [-0.1272072, 0.843744, 1.0]], ['2, k, 24', [-0.1511134, 0.755751, 1.0]]]
[['2, k, 0', [-0.1748193, -0.02604025, 1.0]], ['2, k, 1', [-0.1768596, 0.1910852, 1.0]], ['2, k, 2', [-0.1772897, 0.4074009, 1.0]], ['2, k, 3', [-0.1844658, 0.5244309, 1.0]], ['2, k, 4', [-0.2894333, 0.3743227, 1.0]], ['2, k, 5', [-0.2674301, 0.5780467, 1.0]], ['2, k, 6', [-0.1641229, 0.7359279, 1.0]], ['2, k, 7', [-0.1396416, 0.7761829, 1.0]], ['2, k, 8', [-0.04516455, 0.3899958, 1.0]], ['2, k, 9', [-0.0542307, 0.6054579, 1.0]], ['2, k, 10', [-0.1211774, 0.7700171, 1.0]], ['2, k, 11', [-0.1348149, 0.7846836, 1.0]], ['2, k, 12', [-0.2336888, -0.02546549, 1.0]], ['2, k, 13', [-0.2675418, -0.2498339, 1.0]], ['2, k, 14', [-0.2518737, -0.604642, 1.0]], ['2, k, 15', [-0.2477374, -0.6658557, 1.0]], ['2, k, 16', [-0.112122, -0.02589913, 1.0]], ['2, k, 17', [0.02373263, -0.2473797, 1.0]], ['2, k, 18', [0.02213802, -0.600669, 1.0]], ['2, k, 19', [0.03453935, -0.6668534, 1.0]], ['2, k, 20', [-0.1772523, 0.3535081, 1.0]], ['2, k, 21', [-0.1238094, 0.8375573, 1.0]], ['2, k, 22', [-0.1063957, 0.750474, 1.0]], ['2, k, 23', [-0.1402144, 0.8465146, 1.0]], ['2, k, 24', [-0.1641058, 0.7612492, 1.0]]]
[['2, k, 0', [-0.1747918, -0.02606334, 1.0]], ['2, k, 1', [-0.179046, 0.1877837, 1.0]], ['2, k, 2', [-0.1876937, 0.39029, 1.0]], ['2, k, 3', [-0.1984953, 0.5070411, 1.0]], ['2, k, 4', [-0.2899176, 0.3789327, 1.0]], ['2, k, 5', [-0.261842, 0.5956743, 1.0]], ['2, k, 6', [-0.1584273, 0.7532157, 1.0]], ['2, k, 7', [-0.1441823, 0.7883918, 1.0]], ['2, k, 8', [-0.04255385, 0.3938219, 1.0]], ['2, k, 9', [-0.04233168, 0.5887571, 1.0]], ['2, k, 10', [-0.1104806, 0.7535911, 1.0]], ['2, k, 11', [-0.1386432, 0.8102084, 1.0]], ['2, k, 12', [-0.2334489, -0.02554663, 1.0]], ['2, k, 13', [-0.2671923, -0.2499195, 1.0]], ['2, k, 14', [-0.2515095, -0.6041747, 1.0]], ['2, k, 15', [-0.247937, -0.6659563, 1.0]], ['2, k, 16', [-0.1124733, -0.02584169, 1.0]], ['2, k, 17', [0.02377035, -0.2477106, 1.0]], ['2, k, 18', [0.02195378, -0.6007338, 1.0]], ['2, k, 19', [0.03465136, -0.6668262, 1.0]], ['2, k, 20', [-0.1849313, 0.3413681, 1.0]], ['2, k, 21', [-0.1258714, 0.8520834, 1.0]], ['2, k, 22', [-0.1140651, 0.7611819, 1.0]], ['2, k, 23', [-0.1389918, 0.8757009, 1.0]], ['2, k, 24', [-0.1654165, 0.7781269, 1.0]]]
[['2, k, 0', [-0.1747739, -0.02177898, 1.0]], ['2, k, 1', [-0.1785028, 0.188844, 1.0]], ['2, k, 2', [-0.1847585, 0.3917231, 1.0]], ['2, k, 3', [-0.1960961, 0.5084825, 1.0]], ['2, k, 4', [-0.2899476, 0.381911, 1.0]], ['2, k, 5', [-0.2692143, 0.5909087, 1.0]], ['2, k, 6', [-0.1521393, 0.7792682, 1.0]], ['2, k, 7', [-0.1428386, 0.8071325, 1.0]], ['2, k, 8', [-0.04479836, 0.4054832, 1.0]], ['2, k, 9', [-0.04782484, 0.6118629, 1.0]], ['2, k, 10', [-0.1209917, 0.7788833, 1.0]], ['2, k, 11', [-0.1412095, 0.817968, 1.0]], ['2, k, 12', [-0.2328517, -0.02182068, 1.0]], ['2, k, 13', [-0.2668847, -0.248788, 1.0]], ['2, k, 14', [-0.2515308, -0.6041349, 1.0]], ['2, k, 15', [-0.2481136, -0.6661658, 1.0]], ['2, k, 16', [-0.1130889, -0.02110116, 1.0]], ['2, k, 17', [0.02276019, -0.2469133, 1.0]], ['2, k, 18', [0.02216478, -0.5994471, 1.0]], ['2, k, 19', [0.03441597, -0.6652596, 1.0]], ['2, k, 20', [-0.1831999, 0.3423235, 1.0]], ['2, k, 21', [-0.1260151, 0.8773413, 1.0]], ['2, k, 22', [-0.1077206, 0.781083, 1.0]], ['2, k, 23', [-0.1423472, 0.8818043, 1.0]], ['2, k, 24', [-0.167276, 0.7945303, 1.0]]]
[['2, k, 0', [-0.1748694, -0.02266785, 1.0]], ['2, k, 1', [-0.1785502, 0.1888936, 1.0]], ['2, k, 2', [-0.1842748, 0.3933879, 1.0]], ['2, k, 3', [-0.1957575, 0.5102066, 1.0]], ['2, k, 4', [-0.2899166, 0.3836723, 1.0]], ['2, k, 5', [-0.2879909, 0.5954184, 1.0]], ['2, k, 6', [-0.1516843, 0.7813745, 1.0]], ['2, k, 7', [-0.1451963, 0.817562, 1.0]], ['2, k, 8', [-0.04469807, 0.4031712, 1.0]], ['2, k, 9', [-0.04966448, 0.6157234, 1.0]], ['2, k, 10', [-0.1245486, 0.7877744, 1.0]], ['2, k, 11', [-0.1448978, 0.8253292, 1.0]], ['2, k, 12', [-0.2329849, -0.02257764, 1.0]], ['2, k, 13', [-0.2669259, -0.2496159, 1.0]], ['2, k, 14', [-0.2515485, -0.6040598, 1.0]], ['2, k, 15', [-0.2480627, -0.6659696, 1.0]], ['2, k, 16', [-0.1131004, -0.02210982, 1.0]], ['2, k, 17', [0.02314171, -0.2478215, 1.0]], ['2, k, 18', [0.02206887, -0.599144, 1.0]], ['2, k, 19', [0.03477892, -0.6649598, 1.0]], ['2, k, 20', [-0.1829883, 0.3431247, 1.0]], ['2, k, 21', [-0.1256922, 0.8710521, 1.0]], ['2, k, 22', [-0.1102402, 0.7837082, 1.0]], ['2, k, 23', [-0.1515992, 0.8926149, 1.0]], ['2, k, 24', [-0.1705486, 0.7948188, 1.0]]]
[['2, k, 0', [-0.1742569, -0.02329851, 1.0]], ['2, k, 1', [-0.1781636, 0.189391, 1.0]], ['2, k, 2', [-0.1827493, 0.3975618, 1.0]], ['2, k, 3', [-0.1257836, 0.5036992, 1.0]], ['2, k, 4', [-0.2904422, 0.3849835, 1.0]], ['2, k, 5', [-0.2902423, 0.595378, 1.0]], ['2, k, 6', [-0.1797765, 0.7582957, 1.0]], ['2, k, 7', [-0.1489711, 0.8140338, 1.0]], ['2, k, 8', [-0.0446513, 0.4020668, 1.0]], ['2, k, 9', [-0.04958452, 0.6208439, 1.0]], ['2, k, 10', [-0.128075, 0.7929736, 1.0]], ['2, k, 11', [-0.1467646, 0.822436, 1.0]], ['2, k, 12', [-0.2323477, -0.02325975, 1.0]], ['2, k, 13', [-0.2670105, -0.2504638, 1.0]], ['2, k, 14', [-0.2532668, -0.6035233, 1.0]], ['2, k, 15', [-0.2480206, -0.666055, 1.0]], ['2, k, 16', [-0.1124915, -0.02270608, 1.0]], ['2, k, 17', [0.02337855, -0.2484607, 1.0]], ['2, k, 18', [0.02229209, -0.5986694, 1.0]], ['2, k, 19', [0.03231192, -0.6622022, 1.0]], ['2, k, 20', [-0.1818558, 0.3459145, 1.0]], ['2, k, 21', [-0.1311841, 0.8790571, 1.0]], ['2, k, 22', [-0.1171981, 0.7864364, 1.0]], ['2, k, 23', [-0.1565004, 0.8878581, 1.0]], ['2, k, 24', [-0.1728555, 0.7935531, 1.0]]]
[['2, k, 0', [-0.1749568, -0.03324763, 1.0]], ['2, k, 1', [-0.1778393, 0.1862284, 1.0]], ['2, k, 2', [-0.1820465, 0.3971547, 1.0]], ['2, k, 3', [-0.1238291, 0.5025259, 1.0]], ['2, k, 4', [-0.2903959, 0.385062, 1.0]], ['2, k, 5', [-0.2905065, 0.5932949, 1.0]], ['2, k, 6', [-0.156615, 0.781768, 1.0]], ['2, k, 7', [-0.1511208, 0.8142533, 1.0]], ['2, k, 8', [-0.03695711, 0.3736282, 1.0]], ['2, k, 9', [-0.05127155, 0.6205262, 1.0]], ['2, k, 10', [-0.1288473, 0.7968826, 1.0]], ['2, k, 11', [-0.1539129, 0.8426563, 1.0]], ['2, k, 12', [-0.2336392, -0.03185287, 1.0]], ['2, k, 13', [-0.2676339, -0.2552632, 1.0]], ['2, k, 14', [-0.2533015, -0.6028602, 1.0]], ['2, k, 15', [-0.2487076, -0.6653202, 1.0]], ['2, k, 16', [-0.1124191, -0.03401676, 1.0]], ['2, k, 17', [0.0264257, -0.2542868, 1.0]], ['2, k, 18', [0.02194799, -0.5989192, 1.0]], ['2, k, 19', [0.0329343, -0.6624767, 1.0]], ['2, k, 20', [-0.181226, 0.3452021, 1.0]], ['2, k, 21', [-0.1389095, 0.8674939, 1.0]], ['2, k, 22', [-0.1167155, 0.7853309, 1.0]], ['2, k, 23', [-0.1611193, 0.9101049, 1.0]], ['2, k, 24', [-0.1791085, 0.8136434, 1.0]]]
[['2, k, 0', [-0.1757091, -0.03994697, 1.0]], ['2, k, 1', [-0.1785708, 0.1846403, 1.0]], ['2, k, 2', [-0.1824837, 0.3977073, 1.0]], ['2, k, 3', [-0.1237638, 0.5027873, 1.0]], ['2, k, 4', [-0.2906294, 0.3857646, 1.0]], ['2, k, 5', [-0.2937345, 0.5962217, 1.0]], ['2, k, 6', [-0.1637124, 0.7847944, 1.0]], ['2, k, 7', [-0.1518327, 0.8192759, 1.0]], ['2, k, 8', [-0.03720035, 0.3733477, 1.0]], ['2, k, 9', [-0.0519493, 0.6186324, 1.0]], ['2, k, 10', [-0.1313674, 0.796066, 1.0]], ['2, k, 11', [-0.1533226, 0.8458151, 1.0]], ['2, k, 12', [-0.23539, -0.0380092, 1.0]], ['2, k, 13', [-0.2680117, -0.2579597, 1.0]], ['2, k, 14', [-0.2532045, -0.6032521, 1.0]], ['2, k, 15', [-0.2488355, -0.6653675, 1.0]], ['2, k, 16', [-0.1121046, -0.04124852, 1.0]], ['2, k, 17', [0.02804, -0.2570108, 1.0]], ['2, k, 18', [0.02182316, -0.5988856, 1.0]], ['2, k, 19', [0.03241343, -0.662499, 1.0]], ['2, k, 20', [-0.1815118, 0.345306, 1.0]], ['2, k, 21', [-0.1348743, 0.8826864, 1.0]], ['2, k, 22', [-0.118718, 0.7873309, 1.0]], ['2, k, 23', [-0.159045, 0.9198833, 1.0]], ['2, k, 24', [-0.181547, 0.8188993, 1.0]]]
[['2, k, 0', [-0.1757723, -0.04150031, 1.0]], ['2, k, 1', [-0.1787844, 0.1838127, 1.0]], ['2, k, 2', [-0.1825931, 0.3979522, 1.0]], ['2, k, 3', [-0.1233832, 0.5027553, 1.0]], ['2, k, 4', [-0.2904673, 0.3862, 1.0]], ['2, k, 5', [-0.3083955, 0.5792904, 1.0]], ['2, k, 6', [-0.1943356, 0.7586373, 1.0]], ['2, k, 7', [-0.1551575, 0.810497, 1.0]], ['2, k, 8', [-0.03918332, 0.3706555, 1.0]], ['2, k, 9', [-0.0323378, 0.5707251, 1.0]], ['2, k, 10', [-0.1072993, 0.74624, 1.0]], ['2, k, 11', [-0.1443044, 0.8097277, 1.0]], ['2, k, 12', [-0.2357222, -0.03954467, 1.0]], ['2, k, 13', [-0.2679725, -0.25893, 1.0]], ['2, k, 14', [-0.2531301, -0.6037943, 1.0]], ['2, k, 15', [-0.2489552, -0.6657854, 1.0]], ['2, k, 16', [-0.1119139, -0.04277766, 1.0]], ['2, k, 17', [0.02838868, -0.2576657, 1.0]], ['2, k, 18', [0.02194564, -0.598691, 1.0]], ['2, k, 19', [0.03247377, -0.6620956, 1.0]], ['2, k, 20', [-0.1816143, 0.3453161, 1.0]], ['2, k, 21', [-0.1379045, 0.8708871, 1.0]], ['2, k, 22', [-0.1265423, 0.7823101, 1.0]], ['2, k, 23', [-0.1567195, 0.8666738, 1.0]], ['2, k, 24', [-0.1702533, 0.7827014, 1.0]]]
[['2, k, 0', [-0.1768418, -0.04616801, 1.0]], ['2, k, 1', [-0.1796394, 0.1821547, 1.0]], ['2, k, 2', [-0.1831744, 0.3986194, 1.0]], ['2, k, 3', [-0.1264054, 0.5048424, 1.0]], ['2, k, 4', [-0.2902283, 0.3867546, 1.0]], ['2, k, 5', [-0.2927822, 0.6198787, 1.0]], ['2, k, 6', [-0.1794629, 0.7797151, 1.0]], ['2, k, 7', [-0.1561867, 0.8062253, 1.0]], ['2, k, 8', [-0.03505551, 0.3596815, 1.0]], ['2, k, 9', [-0.05066178, 0.6164475, 1.0]], ['2, k, 10', [-0.1210205, 0.7930974, 1.0]], ['2, k, 11', [-0.1538739, 0.8471772, 1.0]], ['2, k, 12', [-0.2369699, -0.04342839, 1.0]], ['2, k, 13', [-0.2681035, -0.2599595, 1.0]], ['2, k, 14', [-0.2531196, -0.6038104, 1.0]], ['2, k, 15', [-0.249054, -0.6662456, 1.0]], ['2, k, 16', [-0.1127849, -0.04822872, 1.0]], ['2, k, 17', [0.02912947, -0.2588913, 1.0]], ['2, k, 18', [0.02180266, -0.5988787, 1.0]], ['2, k, 19', [0.031916, -0.6621575, 1.0]], ['2, k, 20', [-0.1821453, 0.3454341, 1.0]], ['2, k, 21', [-0.1397992, 0.865126, 1.0]], ['2, k, 22', [-0.1265849, 0.7795118, 1.0]], ['2, k, 23', [-0.1577803, 0.9175544, 1.0]], ['2, k, 24', [-0.1771796, 0.8129148, 1.0]]]
[['2, k, 0', [-0.1771104, -0.04899532, 1.0]], ['2, k, 1', [-0.1802562, 0.180519, 1.0]], ['2, k, 2', [-0.1836617, 0.3987664, 1.0]], ['2, k, 3', [-0.134416, 0.5088416, 1.0]], ['2, k, 4', [-0.2900458, 0.3870133, 1.0]], ['2, k, 5', [-0.2942981, 0.6175461, 1.0]], ['2, k, 6', [-0.1813284, 0.7774277, 1.0]], ['2, k, 7', [-0.1567427, 0.8096833, 1.0]], ['2, k, 8', [-0.03413032, 0.355719, 1.0]], ['2, k, 9', [-0.04004464, 0.5961198, 1.0]], ['2, k, 10', [-0.1271786, 0.7857152, 1.0]], ['2, k, 11', [-0.1518653, 0.8258701, 1.0]], ['2, k, 12', [-0.2374887, -0.04547695, 1.0]], ['2, k, 13', [-0.2681369, -0.2603564, 1.0]], ['2, k, 14', [-0.2530114, -0.6036549, 1.0]], ['2, k, 15', [-0.248837, -0.6658193, 1.0]], ['2, k, 16', [-0.1127179, -0.05193066, 1.0]], ['2, k, 17', [0.02903332, -0.2589328, 1.0]], ['2, k, 18', [0.02192593, -0.5989998, 1.0]], ['2, k, 19', [0.02874227, -0.6647823, 1.0]], ['2, k, 20', [-0.1826443, 0.3452518, 1.0]], ['2, k, 21', [-0.1394625, 0.8733428, 1.0]], ['2, k, 22', [-0.1248953, 0.7827057, 1.0]], ['2, k, 23', [-0.1597663, 0.8919685, 1.0]], ['2, k, 24', [-0.1767547, 0.79571, 1.0]]]
[['2, k, 0', [-0.1771129, -0.04883932, 1.0]], ['2, k, 1', [-0.1799848, 0.1799201, 1.0]], ['2, k, 2', [-0.1826816, 0.3976682, 1.0]], ['2, k, 3', [-0.1346707, 0.508342, 1.0]], ['2, k, 4', [-0.2897813, 0.3872344, 1.0]], ['2, k, 5', [-0.2680021, 0.6487504, 1.0]], ['2, k, 6', [-0.1651648, 0.8153998, 1.0]], ['2, k, 7', [-0.1537608, 0.8677584, 1.0]], ['2, k, 8', [-0.03286545, 0.3544867, 1.0]], ['2, k, 9', [-0.04375797, 0.6104426, 1.0]], ['2, k, 10', [-0.1218987, 0.7845371, 1.0]], ['2, k, 11', [-0.1495476, 0.8198305, 1.0]], ['2, k, 12', [-0.2373939, -0.0451607, 1.0]], ['2, k, 13', [-0.268033, -0.2604006, 1.0]], ['2, k, 14', [-0.2530761, -0.603249, 1.0]], ['2, k, 15', [-0.2491734, -0.665448, 1.0]], ['2, k, 16', [-0.1127863, -0.05184206, 1.0]], ['2, k, 17', [0.02890939, -0.2590202, 1.0]], ['2, k, 18', [0.02147898, -0.600579, 1.0]], ['2, k, 19', [0.02846465, -0.666162, 1.0]], ['2, k, 20', [-0.1819183, 0.3442349, 1.0]], ['2, k, 21', [-0.1505216, 0.9103347, 1.0]], ['2, k, 22', [-0.1278608, 0.8352669, 1.0]], ['2, k, 23', [-0.1599544, 0.8850912, 1.0]], ['2, k, 24', [-0.1749692, 0.7925853, 1.0]]]
[['2, k, 0', [-0.17516, -0.04163094, 1.0]], ['2, k, 1', [-0.181891, 0.1830518, 1.0]], ['2, k, 2', [-0.1903466, 0.4017146, 1.0]], ['2, k, 3', [-0.1481964, 0.514851, 1.0]], ['2, k, 4', [-0.2892286, 0.3879049, 1.0]], ['2, k, 5', [-0.3026569, 0.5954391, 1.0]], ['2, k, 6', [-0.1878311, 0.7799193, 1.0]], ['2, k, 7', [-0.1561312, 0.8118344, 1.0]], ['2, k, 8', [-0.03518493, 0.3665296, 1.0]], ['2, k, 9', [-0.04474512, 0.6168283, 1.0]], ['2, k, 10', [-0.1251525, 0.7907472, 1.0]], ['2, k, 11', [-0.1553292, 0.8407367, 1.0]], ['2, k, 12', [-0.2352704, -0.03918514, 1.0]], ['2, k, 13', [-0.2674927, -0.257111, 1.0]], ['2, k, 14', [-0.2524778, -0.603798, 1.0]], ['2, k, 15', [-0.2482073, -0.6656079, 1.0]], ['2, k, 16', [-0.1111171, -0.04311105, 1.0]], ['2, k, 17', [0.02750079, -0.2570958, 1.0]], ['2, k, 18', [0.02145659, -0.6005442, 1.0]], ['2, k, 19', [0.02978088, -0.6659787, 1.0]], ['2, k, 20', [-0.1878868, 0.3479654, 1.0]], ['2, k, 21', [-0.1421894, 0.8754736, 1.0]], ['2, k, 22', [-0.1260225, 0.7853894, 1.0]], ['2, k, 23', [-0.164511, 0.9104567, 1.0]], ['2, k, 24', [-0.181127, 0.808599, 1.0]]]
[['2, k, 0', [-0.1762567, -0.04573569, 1.0]], ['2, k, 1', [-0.1816179, 0.1815019, 1.0]], ['2, k, 2', [-0.1884303, 0.401222, 1.0]], ['2, k, 3', [-0.1462907, 0.5142894, 1.0]], ['2, k, 4', [-0.2892034, 0.3879152, 1.0]], ['2, k, 5', [-0.3081205, 0.5938657, 1.0]], ['2, k, 6', [-0.184523, 0.7819242, 1.0]], ['2, k, 7', [-0.154397, 0.8129008, 1.0]], ['2, k, 8', [-0.0376608, 0.3644606, 1.0]], ['2, k, 9', [-0.0344303, 0.5916749, 1.0]], ['2, k, 10', [-0.114869, 0.7666872, 1.0]], ['2, k, 11', [-0.1500408, 0.8261364, 1.0]], ['2, k, 12', [-0.2369461, -0.0429906, 1.0]], ['2, k, 13', [-0.2676987, -0.2586532, 1.0]], ['2, k, 14', [-0.252742, -0.6028197, 1.0]], ['2, k, 15', [-0.248796, -0.6651613, 1.0]], ['2, k, 16', [-0.111645, -0.04763594, 1.0]], ['2, k, 17', [0.02863798, -0.25901, 1.0]], ['2, k, 18', [0.02145529, -0.6005752, 1.0]], ['2, k, 19', [0.03065202, -0.666361, 1.0]], ['2, k, 20', [-0.1867105, 0.3472608, 1.0]], ['2, k, 21', [-0.1407288, 0.8812316, 1.0]], ['2, k, 22', [-0.1204712, 0.7888523, 1.0]], ['2, k, 23', [-0.1606494, 0.8924013, 1.0]], ['2, k, 24', [-0.1765241, 0.7988702, 1.0]]]
[['2, k, 0', [-0.1762151, -0.04300837, 1.0]], ['2, k, 1', [-0.1817368, 0.1826371, 1.0]], ['2, k, 2', [-0.1883711, 0.4018478, 1.0]], ['2, k, 3', [-0.1460286, 0.5148904, 1.0]], ['2, k, 4', [-0.2892137, 0.3879853, 1.0]], ['2, k, 5', [-0.3066064, 0.5963185, 1.0]], ['2, k, 6', [-0.1907072, 0.7627613, 1.0]], ['2, k, 7', [-0.15481, 0.80659, 1.0]], ['2, k, 8', [-0.03857809, 0.3632884, 1.0]], ['2, k, 9', [-0.03160093, 0.583722, 1.0]], ['2, k, 10', [-0.1117175, 0.759153, 1.0]], ['2, k, 11', [-0.1481455, 0.8172872, 1.0]], ['2, k, 12', [-0.2366326, -0.04053555, 1.0]], ['2, k, 13', [-0.267465, -0.2573793, 1.0]], ['2, k, 14', [-0.2528805, -0.6010956, 1.0]], ['2, k, 15', [-0.2487938, -0.6643229, 1.0]], ['2, k, 16', [-0.111925, -0.04451121, 1.0]], ['2, k, 17', [0.02771167, -0.2574862, 1.0]], ['2, k, 18', [0.02147466, -0.6001691, 1.0]], ['2, k, 19', [0.03078816, -0.6660477, 1.0]], ['2, k, 20', [-0.1867067, 0.3479473, 1.0]], ['2, k, 21', [-0.1380778, 0.8684181, 1.0]], ['2, k, 22', [-0.1233602, 0.7788665, 1.0]], ['2, k, 23', [-0.1569666, 0.8821555, 1.0]], ['2, k, 24', [-0.1757897, 0.7902517, 1.0]]]
[['2, k, 0', [-0.1761658, -0.04264084, 1.0]], ['2, k, 1', [-0.1798114, 0.1817098, 1.0]], ['2, k, 2', [-0.1791923, 0.39635, 1.0]], ['2, k, 3', [-0.1413579, 0.5108976, 1.0]], ['2, k, 4', [-0.289235, 0.3877814, 1.0]], ['2, k, 5', [-0.3059907, 0.5955995, 1.0]], ['2, k, 6', [-0.1899714, 0.7493281, 1.0]], ['2, k, 7', [-0.1512489, 0.7963875, 1.0]], ['2, k, 8', [-0.03450074, 0.3586732, 1.0]], ['2, k, 9', [-0.02901506, 0.5755253, 1.0]], ['2, k, 10', [-0.103667, 0.7465925, 1.0]], ['2, k, 11', [-0.1420818, 0.8043259, 1.0]], ['2, k, 12', [-0.2362048, -0.03994676, 1.0]], ['2, k, 13', [-0.2674092, -0.2572116, 1.0]], ['2, k, 14', [-0.253103, -0.6018769, 1.0]], ['2, k, 15', [-0.2486878, -0.6644482, 1.0]], ['2, k, 16', [-0.1121699, -0.04411083, 1.0]], ['2, k, 17', [0.02737361, -0.2571069, 1.0]], ['2, k, 18', [0.02148408, -0.600096, 1.0]], ['2, k, 19', [0.03154413, -0.6640725, 1.0]], ['2, k, 20', [-0.1799173, 0.3438902, 1.0]], ['2, k, 21', [-0.1336953, 0.8541527, 1.0]], ['2, k, 22', [-0.1176965, 0.7685841, 1.0]], ['2, k, 23', [-0.1539165, 0.8632441, 1.0]], ['2, k, 24', [-0.1692125, 0.7755719, 1.0]]]
