[['2, k, 0', [-0.268543, -0.228036, 1.0]], ['2, k, 1', [-0.267747, 0.117565, 1.0]], ['2, k, 2', [-0.265329, 0.452988, 1.0]], ['2, k, 3', [-0.273611, 0.608537, 1.0]], ['2, k, 4', [-0.433371, 0.352645, 1.0]], ['2, k, 5', [-0.521733, 0.276752, 1.0]], ['2, k, 6', [-0.550421, 0.217402, 1.0]], ['2, k, 7', [-0.559632, 0.139313, 1.0]], ['2, k, 8', [-0.115569, 0.362769, 1.0]], ['2, k, 9', [-0.0394471, 0.309369, 1.0]], ['2, k, 10', [-0.00486161, 0.243244, 1.0]], ['2, k, 11', [0.00851284, 0.223453, 1.0]], ['2, k, 12', [-0.336957, -0.226791, 1.0]], ['2, k, 13', [-0.356317, -0.619574, 1.0]], ['2, k, 14', [-0.380525, -1.00203, 1.0]], ['2, k, 15', [-0.408447, -1.05859, 1.0]], ['2, k, 16', [-0.191882, -0.222298, 1.0]], ['2, k, 17', [-0.15678, -0.641055, 1.0]], ['2, k, 18', [-0.135374, -1.00726, 1.0]], ['2, k, 19', [-0.128906, -1.06152, 1.0]], ['2, k, 20', [-0.266214, 0.370592, 1.0]], ['2, k, 21', [-0.517298, 0.0906238, 1.0]], ['2, k, 22', [-0.489835, 0.141056, 1.0]], ['2, k, 23', [-0.00132411, 0.179132, 1.0]], ['2, k, 24', [-0.0216957, 0.232333, 1.0]]]
[['2, k, 0', [-0.27215, -0.195866, 1.0]], ['2, k, 1', [-0.291701, 0.161519, 1.0]], ['2, k, 2', [-0.310718, 0.507197, 1.0]], ['2, k, 3', [-0.305661, 0.652949, 1.0]], ['2, k, 4', [-0.398564, 0.338275, 1.0]], ['2, k, 5', [-0.161193, 0.35134, 1.0]], ['2, k, 6', [0.0495066, 0.382703, 1.0]], ['2, k, 7', [0.143962, 0.415728, 1.0]], ['2, k, 8', [-0.134356, 0.362879, 1.0]], ['2, k, 9', [0.017905, 0.54902, 1.0]], ['2, k, 10', [0.274515, 0.586881, 1.0]], ['2, k, 11', [0.322655, 0.589409, 1.0]], ['2, k, 12', [-0.322209, -0.190644, 1.0]], ['2, k, 13', [-0.358585, -0.594178, 1.0]], ['2, k, 14', [-0.367849, -0.97779, 1.0]], ['2, k, 15', [-0.406338, -1.05099, 1.0]], ['2, k, 16', [-0.21372, -0.194929, 1.0]], ['2, k, 17', [-0.187713, -0.669446, 1.0]], ['2, k, 18', [-0.133471, -1.009, 1.0]], ['2, k, 19', [-0.132422, -1.06779, 1.0]], ['2, k, 20', [-0.306179, 0.422436, 1.0]], ['2, k, 21', [0.212748, 0.433614, 1.0]], ['2, k, 22', [0.19612, 0.427611, 1.0]], ['2, k, 23', [0.364999, 0.57683, 1.0]], ['2, k, 24', [0.346504, 0.549716, 1.0]]]
[['2, k, 0', [-0.272391, -0.195477, 1.0]], ['2, k, 1', [-0.292709, 0.161357, 1.0]], ['2, k, 2', [-0.312285, 0.506439, 1.0]], ['2, k, 3', [-0.308129, 0.652064, 1.0]], ['2, k, 4', [-0.409972, 0.341009, 1.0]], ['2, k, 5', [-0.16524, 0.350207, 1.0]], ['2, k, 6', [0.0476997, 0.382638, 1.0]], ['2, k, 7', [0.134425, 0.412373, 1.0]], ['2, k, 8', [-0.135921, 0.362128, 1.0]], ['2, k, 9', [0.0394794, 0.538533, 1.0]], ['2, k, 10', [0.271796, 0.585676, 1.0]], ['2, k, 11', [0.32342, 0.584129, 1.0]], ['2, k, 12', [-0.322971, -0.190148, 1.0]], ['2, k, 13', [-0.359021, -0.593855, 1.0]], ['2, k, 14', [-0.367828, -0.977763, 1.0]], ['2, k, 15', [-0.406353, -1.05095, 1.0]], ['2, k, 16', [-0.213576, -0.194656, 1.0]], ['2, k, 17', [-0.185996, -0.669011, 1.0]], ['2, k, 18', [-0.13349, -1.00894, 1.0]], ['2, k, 19', [-0.132473, -1.06776, 1.0]], ['2, k, 20', [-0.307642, 0.421829, 1.0]], ['2, k, 21', [0.199197, 0.427904, 1.0]], ['2, k, 22', [0.201693, 0.412667, 1.0]], ['2, k, 23', [0.367465, 0.573076, 1.0]], ['2, k, 24', [0.344475, 0.54127, 1.0]]]
[['2, k, 0', [-0.272361, -0.195155, 1.0]], ['2, k, 1', [-0.293792, 0.161278, 1.0]], ['2, k, 2', [-0.314598, 0.505942, 1.0]], ['2, k, 3', [-0.309305, 0.650998, 1.0]], ['2, k, 4', [-0.413264, 0.341305, 1.0]], ['2, k, 5', [-0.175671, 0.34801, 1.0]], ['2, k, 6', [0.0426261, 0.380216, 1.0]], ['2, k, 7', [0.122102, 0.409223, 1.0]], ['2, k, 8', [-0.13823, 0.361637, 1.0]], ['2, k, 9', [0.0369973, 0.535854, 1.0]], ['2, k, 10', [0.307642, 0.568736, 1.0]], ['2, k, 11', [0.349672, 0.573506, 1.0]], ['2, k, 12', [-0.323171, -0.190018, 1.0]], ['2, k, 13', [-0.359385, -0.594122, 1.0]], ['2, k, 14', [-0.368425, -0.978031, 1.0]], ['2, k, 15', [-0.406426, -1.05098, 1.0]], ['2, k, 16', [-0.213099, -0.194096, 1.0]], ['2, k, 17', [-0.185193, -0.669038, 1.0]], ['2, k, 18', [-0.133486, -1.0088, 1.0]], ['2, k, 19', [-0.132518, -1.06774, 1.0]], ['2, k, 20', [-0.309654, 0.421438, 1.0]], ['2, k, 21', [0.180943, 0.422942, 1.0]], ['2, k, 22', [0.175938, 0.424062, 1.0]], ['2, k, 23', [0.376647, 0.56203, 1.0]], ['2, k, 24', [0.347412, 0.535193, 1.0]]]
[['2, k, 0', [-0.272503, -0.194786, 1.0]], ['2, k, 1', [-0.294553, 0.161328, 1.0]], ['2, k, 2', [-0.315937, 0.505561, 1.0]], ['2, k, 3', [-0.310441, 0.650417, 1.0]], ['2, k, 4', [-0.421001, 0.341939, 1.0]], ['2, k, 5', [-0.191078, 0.345427, 1.0]], ['2, k, 6', [0.00681544, 0.373841, 1.0]], ['2, k, 7', [0.104485, 0.404243, 1.0]], ['2, k, 8', [-0.139565, 0.36126, 1.0]], ['2, k, 9', [0.0361104, 0.534775, 1.0]], ['2, k, 10', [0.241477, 0.565337, 1.0]], ['2, k, 11', [0.324302, 0.569004, 1.0]], ['2, k, 12', [-0.323589, -0.189697, 1.0]], ['2, k, 13', [-0.364147, -0.617536, 1.0]], ['2, k, 14', [-0.368281, -0.978734, 1.0]], ['2, k, 15', [-0.406718, -1.05175, 1.0]], ['2, k, 16', [-0.2129, -0.193589, 1.0]], ['2, k, 17', [-0.185254, -0.668862, 1.0]], ['2, k, 18', [-0.133375, -1.00847, 1.0]], ['2, k, 19', [-0.132531, -1.06757, 1.0]], ['2, k, 20', [-0.31087, 0.421171, 1.0]], ['2, k, 21', [0.161422, 0.416091, 1.0]], ['2, k, 22', [0.145175, 0.429046, 1.0]], ['2, k, 23', [0.372203, 0.557622, 1.0]], ['2, k, 24', [0.355522, 0.527192, 1.0]]]
[['2, k, 0', [-0.273913, -0.19479, 1.0]], ['2, k, 1', [-0.296193, 0.161186, 1.0]], ['2, k, 2', [-0.317161, 0.505482, 1.0]], ['2, k, 3', [-0.311516, 0.649994, 1.0]], ['2, k, 4', [-0.422559, 0.34223, 1.0]], ['2, k, 5', [-0.199651, 0.343634, 1.0]], ['2, k, 6', [0.0184669, 0.377681, 1.0]], ['2, k, 7', [0.0866186, 0.398823, 1.0]], ['2, k, 8', [-0.142776, 0.356561, 1.0]], ['2, k, 9', [0.0345893, 0.530755, 1.0]], ['2, k, 10', [0.278243, 0.555256, 1.0]], ['2, k, 11', [0.324449, 0.560836, 1.0]], ['2, k, 12', [-0.325321, -0.189592, 1.0]], ['2, k, 13', [-0.363811, -0.611812, 1.0]], ['2, k, 14', [-0.36825, -0.978857, 1.0]], ['2, k, 15', [-0.40669, -1.05212, 1.0]], ['2, k, 16', [-0.213928, -0.193732, 1.0]], ['2, k, 17', [-0.185366, -0.669541, 1.0]], ['2, k, 18', [-0.133554, -1.00837, 1.0]], ['2, k, 19', [-0.132494, -1.06753, 1.0]], ['2, k, 20', [-0.312232, 0.421064, 1.0]], ['2, k, 21', [0.147054, 0.409128, 1.0]], ['2, k, 22', [0.13937, 0.394574, 1.0]], ['2, k, 23', [0.371065, 0.550422, 1.0]], ['2, k, 24', [0.349294, 0.520552, 1.0]]]
[['2, k, 0', [-0.275593, -0.194081, 1.0]], ['2, k, 1', [-0.297348, 0.161318, 1.0]], ['2, k, 2', [-0.31768, 0.505335, 1.0]], ['2, k, 3', [-0.313659, 0.650017, 1.0]], ['2, k, 4', [-0.444617, 0.345178, 1.0]], ['2, k, 5', [-0.243964, 0.332699, 1.0]], ['2, k, 6', [-0.00101635, 0.371438, 1.0]], ['2, k, 7', [0.0589065, 0.390188, 1.0]], ['2, k, 8', [-0.143299, 0.355568, 1.0]], ['2, k, 9', [0.0423584, 0.446869, 1.0]], ['2, k, 10', [0.225607, 0.544713, 1.0]], ['2, k, 11', [0.325402, 0.552601, 1.0]], ['2, k, 12', [-0.328354, -0.188386, 1.0]], ['2, k, 13', [-0.362524, -0.610416, 1.0]], ['2, k, 14', [-0.368697, -0.979513, 1.0]], ['2, k, 15', [-0.407174, -1.05255, 1.0]], ['2, k, 16', [-0.2147, -0.193369, 1.0]], ['2, k, 17', [-0.183834, -0.669761, 1.0]], ['2, k, 18', [-0.133615, -1.00837, 1.0]], ['2, k, 19', [-0.132514, -1.06743, 1.0]], ['2, k, 20', [-0.312902, 0.420963, 1.0]], ['2, k, 21', [0.118371, 0.40277, 1.0]], ['2, k, 22', [0.0947941, 0.38785, 1.0]], ['2, k, 23', [0.366428, 0.549484, 1.0]], ['2, k, 24', [0.35277, 0.511856, 1.0]]]
[['2, k, 0', [-0.276134, -0.194055, 1.0]], ['2, k, 1', [-0.298401, 0.161273, 1.0]], ['2, k, 2', [-0.319028, 0.505288, 1.0]], ['2, k, 3', [-0.314001, 0.649306, 1.0]], ['2, k, 4', [-0.446664, 0.344224, 1.0]], ['2, k, 5', [-0.251031, 0.331435, 1.0]], ['2, k, 6', [-0.0257259, 0.36559, 1.0]], ['2, k, 7', [0.0401279, 0.385809, 1.0]], ['2, k, 8', [-0.146704, 0.353923, 1.0]], ['2, k, 9', [0.0406743, 0.440778, 1.0]], ['2, k, 10', [0.265046, 0.510557, 1.0]], ['2, k, 11', [0.338937, 0.540027, 1.0]], ['2, k, 12', [-0.329947, -0.18855, 1.0]], ['2, k, 13', [-0.36147, -0.608217, 1.0]], ['2, k, 14', [-0.36871, -0.979463, 1.0]], ['2, k, 15', [-0.407888, -1.05274, 1.0]], ['2, k, 16', [-0.21439, -0.193225, 1.0]], ['2, k, 17', [-0.181398, -0.669237, 1.0]], ['2, k, 18', [-0.133761, -1.00831, 1.0]], ['2, k, 19', [-0.132439, -1.06719, 1.0]], ['2, k, 20', [-0.314206, 0.420909, 1.0]], ['2, k, 21', [0.0971489, 0.39586, 1.0]], ['2, k, 22', [0.0931277, 0.390359, 1.0]], ['2, k, 23', [0.369299, 0.537729, 1.0]], ['2, k, 24', [0.298635, 0.509734, 1.0]]]
[['2, k, 0', [-0.277128, -0.194177, 1.0]], ['2, k, 1', [-0.299806, 0.160934, 1.0]], ['2, k, 2', [-0.320582, 0.504803, 1.0]], ['2, k, 3', [-0.314209, 0.647732, 1.0]], ['2, k, 4', [-0.444579, 0.343619, 1.0]], ['2, k, 5', [-0.257989, 0.326891, 1.0]], ['2, k, 6', [-0.0425088, 0.360674, 1.0]], ['2, k, 7', [0.014686, 0.378346, 1.0]], ['2, k, 8', [-0.146848, 0.353169, 1.0]], ['2, k, 9', [0.0512631, 0.430563, 1.0]], ['2, k, 10', [0.257795, 0.523511, 1.0]], ['2, k, 11', [0.332538, 0.528778, 1.0]], ['2, k, 12', [-0.331134, -0.188494, 1.0]], ['2, k, 13', [-0.361217, -0.607483, 1.0]], ['2, k, 14', [-0.368977, -0.979771, 1.0]], ['2, k, 15', [-0.408646, -1.0522, 1.0]], ['2, k, 16', [-0.214962, -0.193551, 1.0]], ['2, k, 17', [-0.180196, -0.667316, 1.0]], ['2, k, 18', [-0.133756, -1.00824, 1.0]], ['2, k, 19', [-0.132471, -1.06715, 1.0]], ['2, k, 20', [-0.31575, 0.420453, 1.0]], ['2, k, 21', [0.0618071, 0.387692, 1.0]], ['2, k, 22', [0.0735563, 0.376863, 1.0]], ['2, k, 23', [0.365429, 0.527025, 1.0]], ['2, k, 24', [0.275195, 0.493569, 1.0]]]
[['2, k, 0', [-0.277672, -0.194904, 1.0]], ['2, k, 1', [-0.297864, 0.160874, 1.0]], ['2, k, 2', [-0.311614, 0.506571, 1.0]], ['2, k, 3', [-0.318159, 0.648112, 1.0]], ['2, k, 4', [-0.44536, 0.342896, 1.0]], ['2, k, 5', [-0.276801, 0.32277, 1.0]], ['2, k, 6', [-0.0702099, 0.354437, 1.0]], ['2, k, 7', [-0.00768954, 0.372914, 1.0]], ['2, k, 8', [-0.146843, 0.352811, 1.0]], ['2, k, 9', [0.0592495, 0.436155, 1.0]], ['2, k, 10', [0.265544, 0.522756, 1.0]], ['2, k, 11', [0.32595, 0.519218, 1.0]], ['2, k, 12', [-0.332311, -0.189607, 1.0]], ['2, k, 13', [-0.361172, -0.607497, 1.0]], ['2, k, 14', [-0.369183, -0.98011, 1.0]], ['2, k, 15', [-0.408067, -1.05184, 1.0]], ['2, k, 16', [-0.215025, -0.193956, 1.0]], ['2, k, 17', [-0.180221, -0.66684, 1.0]], ['2, k, 18', [-0.133748, -1.00823, 1.0]], ['2, k, 19', [-0.132483, -1.06709, 1.0]], ['2, k, 20', [-0.309097, 0.421581, 1.0]], ['2, k, 21', [0.043858, 0.380235, 1.0]], ['2, k, 22', [0.0679848, 0.398738, 1.0]], ['2, k, 23', [0.360111, 0.518912, 1.0]], ['2, k, 24', [0.259843, 0.480027, 1.0]]]
[['2, k, 0', [-0.275178, -0.19735, 1.0]], ['2, k, 1', [-0.293687, 0.160406, 1.0]], ['2, k, 2', [-0.307643, 0.507118, 1.0]], ['2, k, 3', [-0.319933, 0.648388, 1.0]], ['2, k, 4', [-0.447165, 0.34129, 1.0]], ['2, k, 5', [-0.303452, 0.326963, 1.0]], ['2, k, 6', [-0.0936822, 0.343148, 1.0]], ['2, k, 7', [-0.033374, 0.366933, 1.0]], ['2, k, 8', [-0.146659, 0.352508, 1.0]], ['2, k, 9', [0.0766376, 0.443157, 1.0]], ['2, k, 10', [0.271763, 0.519084, 1.0]], ['2, k, 11', [0.321909, 0.511321, 1.0]], ['2, k, 12', [-0.329477, -0.192708, 1.0]], ['2, k, 13', [-0.361028, -0.607992, 1.0]], ['2, k, 14', [-0.369498, -0.982147, 1.0]], ['2, k, 15', [-0.408711, -1.05324, 1.0]], ['2, k, 16', [-0.21272, -0.19577, 1.0]], ['2, k, 17', [-0.180039, -0.66685, 1.0]], ['2, k, 18', [-0.133803, -1.00833, 1.0]], ['2, k, 19', [-0.132555, -1.06715, 1.0]], ['2, k, 20', [-0.304905, 0.421966, 1.0]], ['2, k, 21', [0.0171621, 0.374164, 1.0]], ['2, k, 22', [0.04472, 0.389302, 1.0]], ['2, k, 23', [0.355931, 0.509885, 1.0]], ['2, k, 24', [0.260233, 0.47772, 1.0]]]
[['2, k, 0', [-0.275258, -0.197182, 1.0]], ['2, k, 1', [-0.292677, 0.160501, 1.0]], ['2, k, 2', [-0.305982, 0.507137, 1.0]], ['2, k, 3', [-0.321095, 0.648299, 1.0]], ['2, k, 4', [-0.45081, 0.340515, 1.0]], ['2, k, 5', [-0.313585, 0.322189, 1.0]], ['2, k, 6', [-0.116255, 0.342341, 1.0]], ['2, k, 7', [-0.0591763, 0.36163, 1.0]], ['2, k, 8', [-0.146206, 0.352892, 1.0]], ['2, k, 9', [0.0815305, 0.45294, 1.0]], ['2, k, 10', [0.264086, 0.496396, 1.0]], ['2, k, 11', [0.314781, 0.500888, 1.0]], ['2, k, 12', [-0.329739, -0.192702, 1.0]], ['2, k, 13', [-0.360163, -0.60627, 1.0]], ['2, k, 14', [-0.369699, -0.982278, 1.0]], ['2, k, 15', [-0.408603, -1.05209, 1.0]], ['2, k, 16', [-0.212655, -0.195576, 1.0]], ['2, k, 17', [-0.179034, -0.665018, 1.0]], ['2, k, 18', [-0.133798, -1.00836, 1.0]], ['2, k, 19', [-0.132599, -1.06716, 1.0]], ['2, k, 20', [-0.303297, 0.422021, 1.0]], ['2, k, 21', [-0.00832805, 0.369704, 1.0]], ['2, k, 22', [0.0244178, 0.384896, 1.0]], ['2, k, 23', [0.345495, 0.500458, 1.0]], ['2, k, 24', [0.246159, 0.468051, 1.0]]]
[['2, k, 0', [-0.275504, -0.196404, 1.0]], ['2, k, 1', [-0.292495, 0.160697, 1.0]], ['2, k, 2', [-0.305302, 0.50693, 1.0]], ['2, k, 3', [-0.321793, 0.648202, 1.0]], ['2, k, 4', [-0.460002, 0.338208, 1.0]], ['2, k, 5', [-0.320327, 0.321267, 1.0]], ['2, k, 6', [-0.14681, 0.338045, 1.0]], ['2, k, 7', [-0.0804767, 0.358478, 1.0]], ['2, k, 8', [-0.146445, 0.353399, 1.0]], ['2, k, 9', [0.081539, 0.451392, 1.0]], ['2, k, 10', [0.25241, 0.484125, 1.0]], ['2, k, 11', [0.305082, 0.490677, 1.0]], ['2, k, 12', [-0.331301, -0.191795, 1.0]], ['2, k, 13', [-0.360159, -0.606275, 1.0]], ['2, k, 14', [-0.369566, -0.982338, 1.0]], ['2, k, 15', [-0.408584, -1.05198, 1.0]], ['2, k, 16', [-0.211677, -0.194219, 1.0]], ['2, k, 17', [-0.178042, -0.664568, 1.0]], ['2, k, 18', [-0.133808, -1.00834, 1.0]], ['2, k, 19', [-0.132569, -1.06706, 1.0]], ['2, k, 20', [-0.302731, 0.42197, 1.0]], ['2, k, 21', [-0.0243004, 0.368556, 1.0]], ['2, k, 22', [0.0134723, 0.383646, 1.0]], ['2, k, 23', [0.332616, 0.488972, 1.0]], ['2, k, 24', [0.229797, 0.45928, 1.0]]]
[['2, k, 0', [-0.27703, -0.194061, 1.0]], ['2, k, 1', [-0.293014, 0.16101, 1.0]], ['2, k, 2', [-0.306022, 0.506084, 1.0]], ['2, k, 3', [-0.321439, 0.647544, 1.0]], ['2, k, 4', [-0.478983, 0.343014, 1.0]], ['2, k, 5', [-0.352434, 0.321444, 1.0]], ['2, k, 6', [-0.170461, 0.336359, 1.0]], ['2, k, 7', [-0.116676, 0.352456, 1.0]], ['2, k, 8', [-0.145456, 0.357125, 1.0]], ['2, k, 9', [0.0830629, 0.448251, 1.0]], ['2, k, 10', [0.248092, 0.475669, 1.0]], ['2, k, 11', [0.296745, 0.482766, 1.0]], ['2, k, 12', [-0.335725, -0.189554, 1.0]], ['2, k, 13', [-0.360114, -0.606225, 1.0]], ['2, k, 14', [-0.369967, -0.98305, 1.0]], ['2, k, 15', [-0.408673, -1.05227, 1.0]], ['2, k, 16', [-0.211219, -0.19134, 1.0]], ['2, k, 17', [-0.176159, -0.663421, 1.0]], ['2, k, 18', [-0.133979, -1.00824, 1.0]], ['2, k, 19', [-0.132565, -1.06707, 1.0]], ['2, k, 20', [-0.303317, 0.421529, 1.0]], ['2, k, 21', [-0.0754734, 0.35377, 1.0]], ['2, k, 22', [-0.0349319, 0.369848, 1.0]], ['2, k, 23', [0.321144, 0.479473, 1.0]], ['2, k, 24', [0.224083, 0.454122, 1.0]]]
[['2, k, 0', [-0.277511, -0.192564, 1.0]], ['2, k, 1', [-0.293342, 0.160933, 1.0]], ['2, k, 2', [-0.306489, 0.504401, 1.0]], ['2, k, 3', [-0.321586, 0.646108, 1.0]], ['2, k, 4', [-0.479398, 0.337836, 1.0]], ['2, k, 5', [-0.370999, 0.321699, 1.0]], ['2, k, 6', [-0.186389, 0.33366, 1.0]], ['2, k, 7', [-0.139337, 0.350296, 1.0]], ['2, k, 8', [-0.143424, 0.361003, 1.0]], ['2, k, 9', [0.0825421, 0.437557, 1.0]], ['2, k, 10', [0.242402, 0.469778, 1.0]], ['2, k, 11', [0.284915, 0.475164, 1.0]], ['2, k, 12', [-0.336583, -0.188862, 1.0]], ['2, k, 13', [-0.360081, -0.605779, 1.0]], ['2, k, 14', [-0.370421, -0.982409, 1.0]], ['2, k, 15', [-0.409113, -1.05278, 1.0]], ['2, k, 16', [-0.210815, -0.189161, 1.0]], ['2, k, 17', [-0.175215, -0.662855, 1.0]], ['2, k, 18', [-0.133994, -1.00822, 1.0]], ['2, k, 19', [-0.132718, -1.06701, 1.0]], ['2, k, 20', [-0.303699, 0.420326, 1.0]], ['2, k, 21', [-0.0948135, 0.345333, 1.0]], ['2, k, 22', [-0.0501847, 0.37352, 1.0]], ['2, k, 23', [0.306462, 0.472162, 1.0]], ['2, k, 24', [0.213683, 0.447878, 1.0]]]
[['2, k, 0', [-0.27798, -0.191896, 1.0]], ['2, k, 1', [-0.29505, 0.160567, 1.0]], ['2, k, 2', [-0.311678, 0.500877, 1.0]], ['2, k, 3', [-0.320289, 0.643364, 1.0]], ['2, k, 4', [-0.475955, 0.336379, 1.0]], ['2, k, 5', [-0.391834, 0.320134, 1.0]], ['2, k, 6', [-0.219305, 0.329258, 1.0]], ['2, k, 7', [-0.170929, 0.346666, 1.0]], ['2, k, 8', [-0.142795, 0.362874, 1.0]], ['2, k, 9', [0.081904, 0.432618, 1.0]], ['2, k, 10', [0.230931, 0.460431, 1.0]], ['2, k, 11', [0.273066, 0.466689, 1.0]], ['2, k, 12', [-0.337565, -0.188466, 1.0]], ['2, k, 13', [-0.360146, -0.605945, 1.0]], ['2, k, 14', [-0.37105, -0.983294, 1.0]], ['2, k, 15', [-0.409182, -1.05277, 1.0]], ['2, k, 16', [-0.210729, -0.188155, 1.0]], ['2, k, 17', [-0.174428, -0.661221, 1.0]], ['2, k, 18', [-0.13405, -1.00815, 1.0]], ['2, k, 19', [-0.132511, -1.06668, 1.0]], ['2, k, 20', [-0.307808, 0.417776, 1.0]], ['2, k, 21', [-0.132279, 0.346577, 1.0]], ['2, k, 22', [-0.0910388, 0.363966, 1.0]], ['2, k, 23', [0.292421, 0.462563, 1.0]], ['2, k, 24', [0.191231, 0.437306, 1.0]]]
[['2, k, 0', [-0.278416, -0.190867, 1.0]], ['2, k, 1', [-0.298554, 0.158844, 1.0]], ['2, k, 2', [-0.318995, 0.494825, 1.0]], ['2, k, 3', [-0.319158, 0.633833, 1.0]], ['2, k, 4', [-0.476456, 0.336428, 1.0]], ['2, k, 5', [-0.406378, 0.319882, 1.0]], ['2, k, 6', [-0.243523, 0.322082, 1.0]], ['2, k, 7', [-0.199501, 0.344497, 1.0]], ['2, k, 8', [-0.142096, 0.364381, 1.0]], ['2, k, 9', [0.0782374, 0.427925, 1.0]], ['2, k, 10', [0.22279, 0.455174, 1.0]], ['2, k, 11', [0.259132, 0.461487, 1.0]], ['2, k, 12', [-0.338079, -0.188094, 1.0]], ['2, k, 13', [-0.360449, -0.608217, 1.0]], ['2, k, 14', [-0.371245, -0.984291, 1.0]], ['2, k, 15', [-0.409737, -1.0536, 1.0]], ['2, k, 16', [-0.210883, -0.18698, 1.0]], ['2, k, 17', [-0.173827, -0.661148, 1.0]], ['2, k, 18', [-0.134137, -1.00814, 1.0]], ['2, k, 19', [-0.132492, -1.06666, 1.0]], ['2, k, 20', [-0.314187, 0.412708, 1.0]], ['2, k, 21', [-0.166128, 0.343315, 1.0]], ['2, k, 22', [-0.118253, 0.359331, 1.0]], ['2, k, 23', [0.289808, 0.460013, 1.0]], ['2, k, 24', [0.18038, 0.433365, 1.0]]]
[['2, k, 0', [-0.279424, -0.188815, 1.0]], ['2, k, 1', [-0.305943, 0.172836, 1.0]], ['2, k, 2', [-0.338541, 0.539659, 1.0]], ['2, k, 3', [-0.299536, 0.670551, 1.0]], ['2, k, 4', [-0.483901, 0.354623, 1.0]], ['2, k, 5', [-0.432542, 0.322136, 1.0]], ['2, k, 6', [-0.268088, 0.323286, 1.0]], ['2, k, 7', [-0.226426, 0.342613, 1.0]], ['2, k, 8', [-0.141893, 0.366052, 1.0]], ['2, k, 9', [0.0762453, 0.425535, 1.0]], ['2, k, 10', [0.21011, 0.444819, 1.0]], ['2, k, 11', [0.242835, 0.453452, 1.0]], ['2, k, 12', [-0.338597, -0.186284, 1.0]], ['2, k, 13', [-0.36107, -0.609285, 1.0]], ['2, k, 14', [-0.37101, -0.9849, 1.0]], ['2, k, 15', [-0.409866, -1.05438, 1.0]], ['2, k, 16', [-0.212093, -0.184907, 1.0]], ['2, k, 17', [-0.17345, -0.66114, 1.0]], ['2, k, 18', [-0.134185, -1.00805, 1.0]], ['2, k, 19', [-0.132278, -1.06604, 1.0]], ['2, k, 20', [-0.330199, 0.447734, 1.0]], ['2, k, 21', [-0.181874, 0.344153, 1.0]], ['2, k, 22', [-0.132821, 0.358111, 1.0]], ['2, k, 23', [0.268571, 0.452167, 1.0]], ['2, k, 24', [0.16601, 0.427218, 1.0]]]
[['2, k, 0', [-0.279049, -0.188583, 1.0]], ['2, k, 1', [-0.30664, 0.174542, 1.0]], ['2, k, 2', [-0.338582, 0.539661, 1.0]], ['2, k, 3', [-0.296047, 0.670309, 1.0]], ['2, k, 4', [-0.474075, 0.305344, 1.0]], ['2, k, 5', [-0.446706, 0.316045, 1.0]], ['2, k, 6', [-0.302154, 0.321133, 1.0]], ['2, k, 7', [-0.261603, 0.341268, 1.0]], ['2, k, 8', [-0.14027, 0.372042, 1.0]], ['2, k, 9', [0.073102, 0.422475, 1.0]], ['2, k, 10', [0.201812, 0.440784, 1.0]], ['2, k, 11', [0.229277, 0.447315, 1.0]], ['2, k, 12', [-0.338289, -0.18658, 1.0]], ['2, k, 13', [-0.362275, -0.609948, 1.0]], ['2, k, 14', [-0.37306, -0.987272, 1.0]], ['2, k, 15', [-0.409785, -1.0544, 1.0]], ['2, k, 16', [-0.211583, -0.184351, 1.0]], ['2, k, 17', [-0.173271, -0.660795, 1.0]], ['2, k, 18', [-0.134262, -1.00766, 1.0]], ['2, k, 19', [-0.132259, -1.06589, 1.0]], ['2, k, 20', [-0.330453, 0.448269, 1.0]], ['2, k, 21', [-0.228125, 0.340292, 1.0]], ['2, k, 22', [-0.17859, 0.352478, 1.0]], ['2, k, 23', [0.251537, 0.44448, 1.0]], ['2, k, 24', [0.159145, 0.423865, 1.0]]]
[['2, k, 0', [-0.278138, -0.188868, 1.0]], ['2, k, 1', [-0.30045, 0.163691, 1.0]], ['2, k, 2', [-0.314177, 0.486685, 1.0]], ['2, k, 3', [-0.315858, 0.624191, 1.0]], ['2, k, 4', [-0.448058, 0.285614, 1.0]], ['2, k, 5', [-0.457735, 0.304047, 1.0]], ['2, k, 6', [-0.317974, 0.323122, 1.0]], ['2, k, 7', [-0.287732, 0.341761, 1.0]], ['2, k, 8', [-0.139795, 0.374299, 1.0]], ['2, k, 9', [0.0696144, 0.415163, 1.0]], ['2, k, 10', [0.174126, 0.429002, 1.0]], ['2, k, 11', [0.207743, 0.440086, 1.0]], ['2, k, 12', [-0.337556, -0.187437, 1.0]], ['2, k, 13', [-0.363095, -0.60985, 1.0]], ['2, k, 14', [-0.373088, -0.987177, 1.0]], ['2, k, 15', [-0.409798, -1.05445, 1.0]], ['2, k, 16', [-0.210081, -0.184134, 1.0]], ['2, k, 17', [-0.172969, -0.66093, 1.0]], ['2, k, 18', [-0.134222, -1.00702, 1.0]], ['2, k, 19', [-0.132314, -1.06585, 1.0]], ['2, k, 20', [-0.309671, 0.404861, 1.0]], ['2, k, 21', [-0.243041, 0.342688, 1.0]], ['2, k, 22', [-0.195619, 0.353867, 1.0]], ['2, k, 23', [0.237191, 0.439543, 1.0]], ['2, k, 24', [0.130881, 0.415519, 1.0]]]
