[['2, k, 0', [-0.2014018, -0.4349373, 1.0]], ['2, k, 1', [-0.2125513, -0.1963638, 1.0]], ['2, k, 2', [-0.2222777, 0.03765809, 1.0]], ['2, k, 3', [-0.2378142, 0.1785526, 1.0]], ['2, k, 4', [-0.3776778, -0.07510085, 1.0]], ['2, k, 5', [-0.4566357, -0.3067976, 1.0]], ['2, k, 6', [-0.3246002, -0.3332638, 1.0]], ['2, k, 7', [-0.2842867, -0.3326686, 1.0]], ['2, k, 8', [-0.04654311, -0.07178679, 1.0]], ['2, k, 9', [0.03064494, -0.2904558, 1.0]], ['2, k, 10', [0.004737478, -0.4251016, 1.0]], ['2, k, 11', [-0.04300771, -0.4378829, 1.0]], ['2, k, 12', [-0.2702874, -0.4290907, 1.0]], ['2, k, 13', [-0.2745472, -0.5407612, 1.0]], ['2, k, 14', [-0.2089961, -0.9033634, 1.0]], ['2, k, 15', [-0.200462, -0.9605237, 1.0]], ['2, k, 16', [-0.1276125, -0.4301364, 1.0]], ['2, k, 17', [-0.04548995, -0.5074073, 1.0]], ['2, k, 18', [-0.01496044, -0.9073502, 1.0]], ['2, k, 19', [-0.006843268, -0.941753, 1.0]], ['2, k, 20', [-0.2200484, -0.02028695, 1.0]], ['2, k, 21', [-0.278253, -0.3331988, 1.0]], ['2, k, 22', [-0.2576772, -0.3668887, 1.0]], ['2, k, 23', [-0.06759201, -0.4680094, 1.0]], ['2, k, 24', [-0.0008863471, -0.4685242, 1.0]]]
[['2, k, 0', [-0.200759, -0.4369528, 1.0]], ['2, k, 1', [-0.2081823, -0.202682, 1.0]], ['2, k, 2', [-0.2147283, 0.02829125, 1.0]], ['2, k, 3', [-0.2267967, 0.171697, 1.0]], ['2, k, 4', [-0.3747971, -0.07692508, 1.0]], ['2, k, 5', [-0.4161914, -0.2745023, 1.0]], ['2, k, 6', [-0.3560015, -0.3284901, 1.0]], ['2, k, 7', [-0.3334513, -0.3159451, 1.0]], ['2, k, 8', [-0.0363308, -0.0753111, 1.0]], ['2, k, 9', [0.03241031, -0.2971246, 1.0]], ['2, k, 10', [-4.629952e-05, -0.4303837, 1.0]], ['2, k, 11', [-0.04136573, -0.441155, 1.0]], ['2, k, 12', [-0.2699952, -0.4301571, 1.0]], ['2, k, 13', [-0.2734831, -0.5439901, 1.0]], ['2, k, 14', [-0.2093719, -0.9051596, 1.0]], ['2, k, 15', [-0.1984229, -0.9595939, 1.0]], ['2, k, 16', [-0.1267252, -0.4329307, 1.0]], ['2, k, 17', [-0.04574058, -0.5099028, 1.0]], ['2, k, 18', [-0.01584186, -0.9085933, 1.0]], ['2, k, 19', [-0.02389052, -0.9790071, 1.0]], ['2, k, 20', [-0.2132602, -0.02896113, 1.0]], ['2, k, 21', [-0.3194235, -0.3229298, 1.0]], ['2, k, 22', [-0.3149613, -0.2824563, 1.0]], ['2, k, 23', [-0.06113231, -0.4725168, 1.0]], ['2, k, 24', [-0.0756703, -0.4122314, 1.0]]]
[['2, k, 0', [-0.200891, -0.4369155, 1.0]], ['2, k, 1', [-0.2086227, -0.2023565, 1.0]], ['2, k, 2', [-0.2155345, 0.02884071, 1.0]], ['2, k, 3', [-0.2279029, 0.1720212, 1.0]], ['2, k, 4', [-0.3749163, -0.07663339, 1.0]], ['2, k, 5', [-0.4164542, -0.2725155, 1.0]], ['2, k, 6', [-0.366384, -0.3269433, 1.0]], ['2, k, 7', [-0.3350566, -0.3077694, 1.0]], ['2, k, 8', [-0.0371598, -0.0750014, 1.0]], ['2, k, 9', [0.0322623, -0.2971672, 1.0]], ['2, k, 10', [0.0002609473, -0.4300399, 1.0]], ['2, k, 11', [-0.04185645, -0.4410292, 1.0]], ['2, k, 12', [-0.2701429, -0.4301302, 1.0]], ['2, k, 13', [-0.273544, -0.5439363, 1.0]], ['2, k, 14', [-0.2093422, -0.9051958, 1.0]], ['2, k, 15', [-0.1977791, -0.9584771, 1.0]], ['2, k, 16', [-0.1268355, -0.4328957, 1.0]], ['2, k, 17', [-0.04578535, -0.5103473, 1.0]], ['2, k, 18', [-0.01440785, -0.8964912, 1.0]], ['2, k, 19', [-0.02377986, -0.9737482, 1.0]], ['2, k, 20', [-0.2139722, -0.02845852, 1.0]], ['2, k, 21', [-0.3204575, -0.3135162, 1.0]], ['2, k, 22', [-0.3162467, -0.273399, 1.0]], ['2, k, 23', [-0.06224817, -0.4742732, 1.0]], ['2, k, 24', [-0.07515348, -0.4112996, 1.0]]]
[['2, k, 0', [-0.2011066, -0.4368372, 1.0]], ['2, k, 1', [-0.2087397, -0.2020011, 1.0]], ['2, k, 2', [-0.2154453, 0.02946308, 1.0]], ['2, k, 3', [-0.2282083, 0.1725133, 1.0]], ['2, k, 4', [-0.3750786, -0.0762665, 1.0]], ['2, k, 5', [-0.4174235, -0.2706988, 1.0]], ['2, k, 6', [-0.3624811, -0.3162459, 1.0]], ['2, k, 7', [-0.3331909, -0.2973725, 1.0]], ['2, k, 8', [-0.03747341, -0.07508033, 1.0]], ['2, k, 9', [0.0327545, -0.2969831, 1.0]], ['2, k, 10', [0.0003107779, -0.4301669, 1.0]], ['2, k, 11', [-0.04180672, -0.4400732, 1.0]], ['2, k, 12', [-0.270388, -0.4300579, 1.0]], ['2, k, 13', [-0.2735101, -0.5443156, 1.0]], ['2, k, 14', [-0.2093523, -0.905188, 1.0]], ['2, k, 15', [-0.1978385, -0.9590136, 1.0]], ['2, k, 16', [-0.1270797, -0.4328003, 1.0]], ['2, k, 17', [-0.04578841, -0.5103532, 1.0]], ['2, k, 18', [-0.01423151, -0.8970925, 1.0]], ['2, k, 19', [-0.02441322, -0.9749071, 1.0]], ['2, k, 20', [-0.2139451, -0.0279014, 1.0]], ['2, k, 21', [-0.3185343, -0.3041787, 1.0]], ['2, k, 22', [-0.3158028, -0.2639266, 1.0]], ['2, k, 23', [-0.06242826, -0.4708322, 1.0]], ['2, k, 24', [-0.07626259, -0.412919, 1.0]]]
[['2, k, 0', [-0.2011033, -0.4368146, 1.0]], ['2, k, 1', [-0.208784, -0.2017618, 1.0]], ['2, k, 2', [-0.2155579, 0.02985202, 1.0]], ['2, k, 3', [-0.2284991, 0.1729845, 1.0]], ['2, k, 4', [-0.3752585, -0.07621961, 1.0]], ['2, k, 5', [-0.4239977, -0.2688005, 1.0]], ['2, k, 6', [-0.3612135, -0.310506, 1.0]], ['2, k, 7', [-0.3351052, -0.2874303, 1.0]], ['2, k, 8', [-0.03771423, -0.0750649, 1.0]], ['2, k, 9', [0.03243398, -0.2971177, 1.0]], ['2, k, 10', [0.0006573612, -0.43181, 1.0]], ['2, k, 11', [-0.04220904, -0.4416592, 1.0]], ['2, k, 12', [-0.2703769, -0.4300768, 1.0]], ['2, k, 13', [-0.2735326, -0.5444732, 1.0]], ['2, k, 14', [-0.2091431, -0.9057762, 1.0]], ['2, k, 15', [-0.1974619, -0.9582326, 1.0]], ['2, k, 16', [-0.1270753, -0.4327692, 1.0]], ['2, k, 17', [-0.04577007, -0.510377, 1.0]], ['2, k, 18', [-0.01472623, -0.8990604, 1.0]], ['2, k, 19', [-0.02434351, -0.9766938, 1.0]], ['2, k, 20', [-0.2140393, -0.02754172, 1.0]], ['2, k, 21', [-0.3186899, -0.2917193, 1.0]], ['2, k, 22', [-0.3079333, -0.2588688, 1.0]], ['2, k, 23', [-0.06312788, -0.4747528, 1.0]], ['2, k, 24', [-0.077824, -0.4144319, 1.0]]]
[['2, k, 0', [-0.2009972, -0.436658, 1.0]], ['2, k, 1', [-0.2086862, -0.2011541, 1.0]], ['2, k, 2', [-0.2155766, 0.03085017, 1.0]], ['2, k, 3', [-0.2289493, 0.1734887, 1.0]], ['2, k, 4', [-0.3750901, -0.07518752, 1.0]], ['2, k, 5', [-0.4330474, -0.2715672, 1.0]], ['2, k, 6', [-0.3697414, -0.302994, 1.0]], ['2, k, 7', [-0.3368375, -0.2749857, 1.0]], ['2, k, 8', [-0.03783517, -0.07506079, 1.0]], ['2, k, 9', [0.03291741, -0.2973725, 1.0]], ['2, k, 10', [5.992566e-05, -0.4288217, 1.0]], ['2, k, 11', [-0.04198871, -0.4402911, 1.0]], ['2, k, 12', [-0.2702603, -0.4299243, 1.0]], ['2, k, 13', [-0.2734979, -0.5444269, 1.0]], ['2, k, 14', [-0.2093419, -0.9057207, 1.0]], ['2, k, 15', [-0.1969054, -0.9567834, 1.0]], ['2, k, 16', [-0.1269677, -0.432612, 1.0]], ['2, k, 17', [-0.0457807, -0.5103965, 1.0]], ['2, k, 18', [-0.01491972, -0.9044464, 1.0]], ['2, k, 19', [-0.02476479, -0.9807594, 1.0]], ['2, k, 20', [-0.2140203, -0.02663416, 1.0]], ['2, k, 21', [-0.3189784, -0.2762596, 1.0]], ['2, k, 22', [-0.3088722, -0.247632, 1.0]], ['2, k, 23', [-0.06408725, -0.4719526, 1.0]], ['2, k, 24', [-0.07655121, -0.4131069, 1.0]]]
[['2, k, 0', [-0.2013666, -0.4365477, 1.0]], ['2, k, 1', [-0.2089853, -0.2007517, 1.0]], ['2, k, 2', [-0.2156837, 0.03145032, 1.0]], ['2, k, 3', [-0.2291129, 0.1741274, 1.0]], ['2, k, 4', [-0.3746926, -0.07484765, 1.0]], ['2, k, 5', [-0.4308901, -0.2508974, 1.0]], ['2, k, 6', [-0.3930269, -0.2860696, 1.0]], ['2, k, 7', [-0.3400221, -0.2631076, 1.0]], ['2, k, 8', [-0.03789918, -0.07507133, 1.0]], ['2, k, 9', [0.03286202, -0.2972258, 1.0]], ['2, k, 10', [7.084321e-05, -0.4285863, 1.0]], ['2, k, 11', [-0.04195069, -0.4403807, 1.0]], ['2, k, 12', [-0.2706811, -0.4297202, 1.0]], ['2, k, 13', [-0.2733409, -0.5454744, 1.0]], ['2, k, 14', [-0.2095645, -0.905862, 1.0]], ['2, k, 15', [-0.1969026, -0.9566802, 1.0]], ['2, k, 16', [-0.1272622, -0.4325908, 1.0]], ['2, k, 17', [-0.0457012, -0.5106251, 1.0]], ['2, k, 18', [-0.01467462, -0.9057632, 1.0]], ['2, k, 19', [-0.02483856, -0.9812462, 1.0]], ['2, k, 20', [-0.2141839, -0.0260777, 1.0]], ['2, k, 21', [-0.3245399, -0.2684435, 1.0]], ['2, k, 22', [-0.3085928, -0.23851, 1.0]], ['2, k, 23', [-0.05625348, -0.4745284, 1.0]], ['2, k, 24', [-0.07605037, -0.4127093, 1.0]]]
[['2, k, 0', [-0.2015896, -0.4365816, 1.0]], ['2, k, 1', [-0.2093695, -0.2004699, 1.0]], ['2, k, 2', [-0.2162026, 0.03207891, 1.0]], ['2, k, 3', [-0.2298259, 0.1744003, 1.0]], ['2, k, 4', [-0.3747377, -0.07386196, 1.0]], ['2, k, 5', [-0.4439755, -0.2679716, 1.0]], ['2, k, 6', [-0.3559662, -0.2623682, 1.0]], ['2, k, 7', [-0.3417877, -0.2470283, 1.0]], ['2, k, 8', [-0.03826577, -0.07495982, 1.0]], ['2, k, 9', [0.03255334, -0.2972176, 1.0]], ['2, k, 10', [-0.001070031, -0.4233899, 1.0]], ['2, k, 11', [-0.04379839, -0.4409256, 1.0]], ['2, k, 12', [-0.2708667, -0.4296496, 1.0]], ['2, k, 13', [-0.273358, -0.5455893, 1.0]], ['2, k, 14', [-0.2095068, -0.9063295, 1.0]], ['2, k, 15', [-0.1983413, -0.9593001, 1.0]], ['2, k, 16', [-0.127542, -0.4328102, 1.0]], ['2, k, 17', [-0.0457083, -0.5107176, 1.0]], ['2, k, 18', [-0.01676211, -0.9117491, 1.0]], ['2, k, 19', [-0.02439533, -0.9854732, 1.0]], ['2, k, 20', [-0.2146713, -0.02553666, 1.0]], ['2, k, 21', [-0.327953, -0.2485344, 1.0]], ['2, k, 22', [-0.3169564, -0.2187871, 1.0]], ['2, k, 23', [-0.05869341, -0.4732609, 1.0]], ['2, k, 24', [-0.07834116, -0.4149094, 1.0]]]
[['2, k, 0', [-0.2020334, -0.4363821, 1.0]], ['2, k, 1', [-0.209921, -0.2000741, 1.0]], ['2, k, 2', [-0.2167774, 0.03248117, 1.0]], ['2, k, 3', [-0.2296692, 0.174504, 1.0]], ['2, k, 4', [-0.3750809, -0.07286059, 1.0]], ['2, k, 5', [-0.4793762, -0.283559, 1.0]], ['2, k, 6', [-0.3885767, -0.2583363, 1.0]], ['2, k, 7', [-0.3458664, -0.2308228, 1.0]], ['2, k, 8', [-0.03850015, -0.07477016, 1.0]], ['2, k, 9', [0.03212033, -0.2979103, 1.0]], ['2, k, 10', [0.001525, -0.4273765, 1.0]], ['2, k, 11', [-0.04286223, -0.4412931, 1.0]], ['2, k, 12', [-0.271328, -0.4293379, 1.0]], ['2, k, 13', [-0.2733608, -0.5457184, 1.0]], ['2, k, 14', [-0.209473, -0.9066059, 1.0]], ['2, k, 15', [-0.1992873, -0.9607362, 1.0]], ['2, k, 16', [-0.1279336, -0.4327267, 1.0]], ['2, k, 17', [-0.04571714, -0.5107986, 1.0]], ['2, k, 18', [-0.01589954, -0.9082054, 1.0]], ['2, k, 19', [-0.0250884, -0.9836418, 1.0]], ['2, k, 20', [-0.2152442, -0.02512677, 1.0]], ['2, k, 21', [-0.3263008, -0.2270679, 1.0]], ['2, k, 22', [-0.3246311, -0.2018706, 1.0]], ['2, k, 23', [-0.06175904, -0.4755919, 1.0]], ['2, k, 24', [-0.07830842, -0.4152867, 1.0]]]
[['2, k, 0', [-0.2023162, -0.4363179, 1.0]], ['2, k, 1', [-0.2103598, -0.1997375, 1.0]], ['2, k, 2', [-0.2173582, 0.03304922, 1.0]], ['2, k, 3', [-0.2296352, 0.1748157, 1.0]], ['2, k, 4', [-0.3751001, -0.07150247, 1.0]], ['2, k, 5', [-0.4672709, -0.2592106, 1.0]], ['2, k, 6', [-0.3858979, -0.2499463, 1.0]], ['2, k, 7', [-0.3498778, -0.2102986, 1.0]], ['2, k, 8', [-0.03852677, -0.07468437, 1.0]], ['2, k, 9', [0.03217563, -0.2978483, 1.0]], ['2, k, 10', [-0.001010675, -0.4232038, 1.0]], ['2, k, 11', [-0.04312328, -0.4402788, 1.0]], ['2, k, 12', [-0.2716568, -0.4291726, 1.0]], ['2, k, 13', [-0.2733348, -0.5457523, 1.0]], ['2, k, 14', [-0.2094956, -0.9067568, 1.0]], ['2, k, 15', [-0.1993198, -0.961229, 1.0]], ['2, k, 16', [-0.1281658, -0.4327519, 1.0]], ['2, k, 17', [-0.04571072, -0.5109645, 1.0]], ['2, k, 18', [-0.01578188, -0.9089594, 1.0]], ['2, k, 19', [-0.02504578, -0.9841968, 1.0]], ['2, k, 20', [-0.2157899, -0.02461384, 1.0]], ['2, k, 21', [-0.3323411, -0.2084099, 1.0]], ['2, k, 22', [-0.3160346, -0.1932375, 1.0]], ['2, k, 23', [-0.0644824, -0.4724411, 1.0]], ['2, k, 24', [-0.07625772, -0.4129755, 1.0]]]
[['2, k, 0', [-0.2023323, -0.4362648, 1.0]], ['2, k, 1', [-0.2103755, -0.1995607, 1.0]], ['2, k, 2', [-0.2173733, 0.03336372, 1.0]], ['2, k, 3', [-0.2296457, 0.1752867, 1.0]], ['2, k, 4', [-0.3748108, -0.07093419, 1.0]], ['2, k, 5', [-0.4679055, -0.2567117, 1.0]], ['2, k, 6', [-0.3929032, -0.2157925, 1.0]], ['2, k, 7', [-0.3556527, -0.1898129, 1.0]], ['2, k, 8', [-0.03903275, -0.0748206, 1.0]], ['2, k, 9', [0.03215192, -0.2980027, 1.0]], ['2, k, 10', [-0.000963277, -0.4234464, 1.0]], ['2, k, 11', [-0.04264981, -0.43984, 1.0]], ['2, k, 12', [-0.2716653, -0.4290515, 1.0]], ['2, k, 13', [-0.2732368, -0.5459521, 1.0]], ['2, k, 14', [-0.2095144, -0.9066594, 1.0]], ['2, k, 15', [-0.1998865, -0.9616458, 1.0]], ['2, k, 16', [-0.1281832, -0.4327399, 1.0]], ['2, k, 17', [-0.04574841, -0.511246, 1.0]], ['2, k, 18', [-0.01403258, -0.8980272, 1.0]], ['2, k, 19', [-0.006119795, -0.9325522, 1.0]], ['2, k, 20', [-0.215805, -0.02433262, 1.0]], ['2, k, 21', [-0.3374954, -0.1836837, 1.0]], ['2, k, 22', [-0.321721, -0.1815766, 1.0]], ['2, k, 23', [-0.06359237, -0.4729963, 1.0]], ['2, k, 24', [-0.0763747, -0.4130959, 1.0]]]
[['2, k, 0', [-0.2029577, -0.4360543, 1.0]], ['2, k, 1', [-0.2107599, -0.1993947, 1.0]], ['2, k, 2', [-0.217569, 0.03340095, 1.0]], ['2, k, 3', [-0.2299961, 0.1751646, 1.0]], ['2, k, 4', [-0.3742065, -0.06923671, 1.0]], ['2, k, 5', [-0.4668942, -0.2567414, 1.0]], ['2, k, 6', [-0.3904986, -0.2067338, 1.0]], ['2, k, 7', [-0.3611377, -0.1730043, 1.0]], ['2, k, 8', [-0.03973722, -0.07454085, 1.0]], ['2, k, 9', [0.03105952, -0.296851, 1.0]], ['2, k, 10', [-0.01576601, -0.4158003, 1.0]], ['2, k, 11', [-0.04558543, -0.438955, 1.0]], ['2, k, 12', [-0.2723703, -0.4286563, 1.0]], ['2, k, 13', [-0.2732579, -0.5459114, 1.0]], ['2, k, 14', [-0.2096351, -0.9064139, 1.0]], ['2, k, 15', [-0.1993239, -0.9592185, 1.0]], ['2, k, 16', [-0.1287128, -0.4326972, 1.0]], ['2, k, 17', [-0.04570676, -0.5114257, 1.0]], ['2, k, 18', [-0.01474376, -0.9003724, 1.0]], ['2, k, 19', [-0.02520434, -0.9778069, 1.0]], ['2, k, 20', [-0.2160432, -0.02426139, 1.0]], ['2, k, 21', [-0.340373, -0.1636088, 1.0]], ['2, k, 22', [-0.3280048, -0.1558536, 1.0]], ['2, k, 23', [-0.06204687, -0.4725887, 1.0]], ['2, k, 24', [-0.08400399, -0.4197814, 1.0]]]
[['2, k, 0', [-0.2028518, -0.4360293, 1.0]], ['2, k, 1', [-0.2107696, -0.1993498, 1.0]], ['2, k, 2', [-0.2177741, 0.03350854, 1.0]], ['2, k, 3', [-0.2300117, 0.1753254, 1.0]], ['2, k, 4', [-0.374107, -0.06733705, 1.0]], ['2, k, 5', [-0.4678369, -0.2569138, 1.0]], ['2, k, 6', [-0.393223, -0.1990489, 1.0]], ['2, k, 7', [-0.3661844, -0.1567805, 1.0]], ['2, k, 8', [-0.04000831, -0.07450379, 1.0]], ['2, k, 9', [0.03143993, -0.2967265, 1.0]], ['2, k, 10', [-0.0005341178, -0.4386335, 1.0]], ['2, k, 11', [-0.04234974, -0.4424333, 1.0]], ['2, k, 12', [-0.2721649, -0.4285988, 1.0]], ['2, k, 13', [-0.2732965, -0.5454656, 1.0]], ['2, k, 14', [-0.2096824, -0.9065989, 1.0]], ['2, k, 15', [-0.1991034, -0.9593448, 1.0]], ['2, k, 16', [-0.1286668, -0.4326942, 1.0]], ['2, k, 17', [-0.04575516, -0.5114703, 1.0]], ['2, k, 18', [-0.01508348, -0.9005463, 1.0]], ['2, k, 19', [-0.007194658, -0.9350844, 1.0]], ['2, k, 20', [-0.2161779, -0.02416885, 1.0]], ['2, k, 21', [-0.3462488, -0.1505491, 1.0]], ['2, k, 22', [-0.3632356, -0.1317825, 1.0]], ['2, k, 23', [-0.06055626, -0.4756246, 1.0]], ['2, k, 24', [-0.07748793, -0.414028, 1.0]]]
[['2, k, 0', [-0.2028763, -0.4360037, 1.0]], ['2, k, 1', [-0.2110625, -0.1991899, 1.0]], ['2, k, 2', [-0.218562, 0.03372996, 1.0]], ['2, k, 3', [-0.2304087, 0.1753241, 1.0]], ['2, k, 4', [-0.3736741, -0.06634045, 1.0]], ['2, k, 5', [-0.4715024, -0.2503492, 1.0]], ['2, k, 6', [-0.410253, -0.1783651, 1.0]], ['2, k, 7', [-0.3827069, -0.1530451, 1.0]], ['2, k, 8', [-0.0417014, -0.07474644, 1.0]], ['2, k, 9', [0.03126998, -0.2967117, 1.0]], ['2, k, 10', [-0.0003447718, -0.4364136, 1.0]], ['2, k, 11', [-0.04361147, -0.4420262, 1.0]], ['2, k, 12', [-0.272203, -0.4285283, 1.0]], ['2, k, 13', [-0.273273, -0.5456282, 1.0]], ['2, k, 14', [-0.2096788, -0.9067855, 1.0]], ['2, k, 15', [-0.1989513, -0.9592073, 1.0]], ['2, k, 16', [-0.1286856, -0.432694, 1.0]], ['2, k, 17', [-0.04567935, -0.5115835, 1.0]], ['2, k, 18', [-0.01503359, -0.9005722, 1.0]], ['2, k, 19', [-0.007232623, -0.9351782, 1.0]], ['2, k, 20', [-0.2168274, -0.02395392, 1.0]], ['2, k, 21', [-0.3585227, -0.1373821, 1.0]], ['2, k, 22', [-0.3379575, -0.1277302, 1.0]], ['2, k, 23', [-0.06293365, -0.4758049, 1.0]], ['2, k, 24', [-0.07785384, -0.4144299, 1.0]]]
[['2, k, 0', [-0.202888, -0.4360524, 1.0]], ['2, k, 1', [-0.2112437, -0.1991525, 1.0]], ['2, k, 2', [-0.2191728, 0.03394346, 1.0]], ['2, k, 3', [-0.2312019, 0.1755663, 1.0]], ['2, k, 4', [-0.373592, -0.066285, 1.0]], ['2, k, 5', [-0.4899877, -0.2704107, 1.0]], ['2, k, 6', [-0.4174686, -0.1805411, 1.0]], ['2, k, 7', [-0.3802474, -0.1412142, 1.0]], ['2, k, 8', [-0.04169845, -0.07477928, 1.0]], ['2, k, 9', [0.03126318, -0.2972598, 1.0]], ['2, k, 10', [0.0006392375, -0.436729, 1.0]], ['2, k, 11', [-0.04295668, -0.4429475, 1.0]], ['2, k, 12', [-0.2722324, -0.4285935, 1.0]], ['2, k, 13', [-0.273313, -0.5451212, 1.0]], ['2, k, 14', [-0.209652, -0.9069781, 1.0]], ['2, k, 15', [-0.1991813, -0.9617524, 1.0]], ['2, k, 16', [-0.1286877, -0.4327525, 1.0]], ['2, k, 17', [-0.04568317, -0.5115767, 1.0]], ['2, k, 18', [-0.01497463, -0.9006913, 1.0]], ['2, k, 19', [-0.006981592, -0.9353465, 1.0]], ['2, k, 20', [-0.2173183, -0.02379197, 1.0]], ['2, k, 21', [-0.3573233, -0.1271934, 1.0]], ['2, k, 22', [-0.3783381, -0.11465, 1.0]], ['2, k, 23', [-0.06405302, -0.4759998, 1.0]], ['2, k, 24', [-0.07362493, -0.4092675, 1.0]]]
[['2, k, 0', [-0.2028914, -0.435915, 1.0]], ['2, k, 1', [-0.2113368, -0.198994, 1.0]], ['2, k, 2', [-0.2193226, 0.03405531, 1.0]], ['2, k, 3', [-0.2318772, 0.1759122, 1.0]], ['2, k, 4', [-0.3730807, -0.0638795, 1.0]], ['2, k, 5', [-0.4952836, -0.2685429, 1.0]], ['2, k, 6', [-0.4216723, -0.1828982, 1.0]], ['2, k, 7', [-0.3799854, -0.1355865, 1.0]], ['2, k, 8', [-0.04204923, -0.07444704, 1.0]], ['2, k, 9', [0.03080969, -0.2970589, 1.0]], ['2, k, 10', [0.001274238, -0.4367523, 1.0]], ['2, k, 11', [-0.04116939, -0.4415891, 1.0]], ['2, k, 12', [-0.2722258, -0.4284291, 1.0]], ['2, k, 13', [-0.2733163, -0.5450891, 1.0]], ['2, k, 14', [-0.209651, -0.9070308, 1.0]], ['2, k, 15', [-0.1983991, -0.9601887, 1.0]], ['2, k, 16', [-0.1286944, -0.4326508, 1.0]], ['2, k, 17', [-0.04568368, -0.5115651, 1.0]], ['2, k, 18', [-0.01483273, -0.9032826, 1.0]], ['2, k, 19', [-0.02549855, -0.9805061, 1.0]], ['2, k, 20', [-0.2174581, -0.02366528, 1.0]], ['2, k, 21', [-0.3549549, -0.1222505, 1.0]], ['2, k, 22', [-0.3341719, -0.118267, 1.0]], ['2, k, 23', [-0.06240902, -0.4748508, 1.0]], ['2, k, 24', [-0.07726604, -0.4137525, 1.0]]]
[['2, k, 0', [-0.2028863, -0.4359238, 1.0]], ['2, k, 1', [-0.2113867, -0.1989168, 1.0]], ['2, k, 2', [-0.2194682, 0.0342815, 1.0]], ['2, k, 3', [-0.2323092, 0.1758708, 1.0]], ['2, k, 4', [-0.373169, -0.06453848, 1.0]], ['2, k, 5', [-0.4979879, -0.2689807, 1.0]], ['2, k, 6', [-0.4221216, -0.1818551, 1.0]], ['2, k, 7', [-0.3783673, -0.1342183, 1.0]], ['2, k, 8', [-0.04280854, -0.07421839, 1.0]], ['2, k, 9', [0.02952494, -0.2988575, 1.0]], ['2, k, 10', [-0.0009550669, -0.427385, 1.0]], ['2, k, 11', [-0.04380049, -0.4408779, 1.0]], ['2, k, 12', [-0.2722166, -0.4284501, 1.0]], ['2, k, 13', [-0.2732934, -0.5451257, 1.0]], ['2, k, 14', [-0.2097083, -0.9077274, 1.0]], ['2, k, 15', [-0.1991233, -0.9610816, 1.0]], ['2, k, 16', [-0.1286871, -0.4326593, 1.0]], ['2, k, 17', [-0.04570778, -0.5116566, 1.0]], ['2, k, 18', [-0.01247113, -0.8908488, 1.0]], ['2, k, 19', [-0.004491299, -0.9256523, 1.0]], ['2, k, 20', [-0.2175819, -0.02347686, 1.0]], ['2, k, 21', [-0.3491251, -0.1172929, 1.0]], ['2, k, 22', [-0.3628818, -0.100121, 1.0]], ['2, k, 23', [-0.06267992, -0.4759246, 1.0]], ['2, k, 24', [-0.07613056, -0.4115864, 1.0]]]
[['2, k, 0', [-0.2028965, -0.4358675, 1.0]], ['2, k, 1', [-0.2115742, -0.1987183, 1.0]], ['2, k, 2', [-0.2198796, 0.03454885, 1.0]], ['2, k, 3', [-0.2332406, 0.1759654, 1.0]], ['2, k, 4', [-0.3728843, -0.06332051, 1.0]], ['2, k, 5', [-0.4992354, -0.2675598, 1.0]], ['2, k, 6', [-0.4160429, -0.1781603, 1.0]], ['2, k, 7', [-0.3667445, -0.1297257, 1.0]], ['2, k, 8', [-0.04347385, -0.07390621, 1.0]], ['2, k, 9', [0.02954023, -0.2986413, 1.0]], ['2, k, 10', [4.292139e-06, -0.4293292, 1.0]], ['2, k, 11', [-0.04343521, -0.4414929, 1.0]], ['2, k, 12', [-0.2721896, -0.4283441, 1.0]], ['2, k, 13', [-0.2732174, -0.5453276, 1.0]], ['2, k, 14', [-0.2098235, -0.9077086, 1.0]], ['2, k, 15', [-0.1989543, -0.9603082, 1.0]], ['2, k, 16', [-0.1287179, -0.4326314, 1.0]], ['2, k, 17', [-0.04574683, -0.5116713, 1.0]], ['2, k, 18', [-0.01286159, -0.8922107, 1.0]], ['2, k, 19', [-0.004968763, -0.9270098, 1.0]], ['2, k, 20', [-0.2179388, -0.02322042, 1.0]], ['2, k, 21', [-0.3448985, -0.1173907, 1.0]], ['2, k, 22', [-0.3599301, -0.09554728, 1.0]], ['2, k, 23', [-0.06026058, -0.4755681, 1.0]], ['2, k, 24', [-0.07745529, -0.4136289, 1.0]]]
