[['2, k, 0', [-0.161757, -0.282117, 1.0]], ['2, k, 1', [-0.161882, 0.0734864, 1.0]], ['2, k, 2', [-0.160772, 0.417656, 1.0]], ['2, k, 3', [-0.163208, 0.59452, 1.0]], ['2, k, 4', [-0.363797, 0.296353, 1.0]], ['2, k, 5', [-0.408172, 0.0413327, 1.0]], ['2, k, 6', [-0.402329, -0.237964, 1.0]], ['2, k, 7', [-0.386117, -0.314629, 1.0]], ['2, k, 8', [0.0238631, 0.282217, 1.0]], ['2, k, 9', [0.0793269, 0.0421482, 1.0]], ['2, k, 10', [0.0823787, -0.253682, 1.0]], ['2, k, 11', [0.0610787, -0.321473, 1.0]], ['2, k, 12', [-0.24762, -0.273895, 1.0]], ['2, k, 13', [-0.283826, -0.685372, 1.0]], ['2, k, 14', [-0.293304, -1.07314, 1.0]], ['2, k, 15', [-0.297363, -1.11816, 1.0]], ['2, k, 16', [-0.0702365, -0.280522, 1.0]], ['2, k, 17', [-0.0251929, -0.707896, 1.0]], ['2, k, 18', [0.00481997, -1.0684, 1.0]], ['2, k, 19', [0.0348816, -1.11426, 1.0]], ['2, k, 20', [-0.161256, 0.333286, 1.0]], ['2, k, 21', [-0.381739, -0.416382, 1.0]], ['2, k, 22', [-0.431543, -0.31577, 1.0]], ['2, k, 23', [0.049339, -0.418259, 1.0]], ['2, k, 24', [0.00980543, -0.31573, 1.0]]]
[['2, k, 0', [-0.153212, -0.590043, 1.0]], ['2, k, 1', [-0.140138, -0.33643, 1.0]], ['2, k, 2', [-0.125911, -0.0841276, 1.0]], ['2, k, 3', [-0.145483, 0.00332428, 1.0]], ['2, k, 4', [-0.347952, -0.160331, 1.0]], ['2, k, 5', [-0.432562, -0.376227, 1.0]], ['2, k, 6', [-0.425352, -0.641997, 1.0]], ['2, k, 7', [-0.399707, -0.691638, 1.0]], ['2, k, 8', [0.0255786, -0.159456, 1.0]], ['2, k, 9', [0.122879, -0.373353, 1.0]], ['2, k, 10', [0.11988, -0.64794, 1.0]], ['2, k, 11', [0.0893423, -0.705796, 1.0]], ['2, k, 12', [-0.243124, -0.58469, 1.0]], ['2, k, 13', [-0.300378, -0.750815, 1.0]], ['2, k, 14', [-0.276362, -1.07744, 1.0]], ['2, k, 15', [-0.313348, -1.12539, 1.0]], ['2, k, 16', [-0.0586745, -0.577659, 1.0]], ['2, k, 17', [0.0277737, -0.739581, 1.0]], ['2, k, 18', [0.0372179, -1.08618, 1.0]], ['2, k, 19', [0.0729975, -1.13006, 1.0]], ['2, k, 20', [-0.129684, -0.146852, 1.0]], ['2, k, 21', [-0.366922, -0.780524, 1.0]], ['2, k, 22', [-0.467049, -0.671314, 1.0]], ['2, k, 23', [0.0822509, -0.794812, 1.0]], ['2, k, 24', [0.0379918, -0.702954, 1.0]]]
[['2, k, 0', [-0.148973, -0.566562, 1.0]], ['2, k, 1', [-0.144864, -0.304997, 1.0]], ['2, k, 2', [-0.143235, -0.0422203, 1.0]], ['2, k, 3', [-0.146015, 0.0363209, 1.0]], ['2, k, 4', [-0.347598, -0.135175, 1.0]], ['2, k, 5', [-0.428185, -0.379827, 1.0]], ['2, k, 6', [-0.423529, -0.627769, 1.0]], ['2, k, 7', [-0.390177, -0.675989, 1.0]], ['2, k, 8', [0.0274044, -0.129141, 1.0]], ['2, k, 9', [0.122383, -0.360696, 1.0]], ['2, k, 10', [0.119775, -0.630732, 1.0]], ['2, k, 11', [0.0880903, -0.683202, 1.0]], ['2, k, 12', [-0.238644, -0.56146, 1.0]], ['2, k, 13', [-0.299448, -0.744352, 1.0]], ['2, k, 14', [-0.276135, -1.07626, 1.0]], ['2, k, 15', [-0.312698, -1.12373, 1.0]], ['2, k, 16', [-0.0547909, -0.554538, 1.0]], ['2, k, 17', [0.0286457, -0.734097, 1.0]], ['2, k, 18', [0.0372835, -1.08368, 1.0]], ['2, k, 19', [0.0732119, -1.12952, 1.0]], ['2, k, 20', [-0.143425, -0.107672, 1.0]], ['2, k, 21', [-0.360965, -0.765617, 1.0]], ['2, k, 22', [-0.464023, -0.655807, 1.0]], ['2, k, 23', [0.078557, -0.780464, 1.0]], ['2, k, 24', [0.0350431, -0.676805, 1.0]]]
[['2, k, 0', [-0.151352, -0.546575, 1.0]], ['2, k, 1', [-0.149267, -0.279894, 1.0]], ['2, k, 2', [-0.146878, -0.0169557, 1.0]], ['2, k, 3', [-0.148883, 0.0724183, 1.0]], ['2, k, 4', [-0.346127, -0.0939164, 1.0]], ['2, k, 5', [-0.421523, -0.356428, 1.0]], ['2, k, 6', [-0.425882, -0.588371, 1.0]], ['2, k, 7', [-0.396154, -0.634812, 1.0]], ['2, k, 8', [0.0266943, -0.100314, 1.0]], ['2, k, 9', [0.121415, -0.326389, 1.0]], ['2, k, 10', [0.11977, -0.614968, 1.0]], ['2, k, 11', [0.0853734, -0.664044, 1.0]], ['2, k, 12', [-0.240264, -0.5401, 1.0]], ['2, k, 13', [-0.299648, -0.73474, 1.0]], ['2, k, 14', [-0.291825, -1.12294, 1.0]], ['2, k, 15', [-0.330484, -1.13362, 1.0]], ['2, k, 16', [-0.0578021, -0.536408, 1.0]], ['2, k, 17', [0.0340303, -0.722968, 1.0]], ['2, k, 18', [0.0392523, -1.0766, 1.0]], ['2, k, 19', [0.0723441, -1.12808, 1.0]], ['2, k, 20', [-0.147606, -0.0819695, 1.0]], ['2, k, 21', [-0.362849, -0.747466, 1.0]], ['2, k, 22', [-0.427215, -0.653716, 1.0]], ['2, k, 23', [0.0764794, -0.766887, 1.0]], ['2, k, 24', [0.0328384, -0.665158, 1.0]]]
[['2, k, 0', [-0.152228, -0.519441, 1.0]], ['2, k, 1', [-0.149217, -0.250862, 1.0]], ['2, k, 2', [-0.14514, 0.0151322, 1.0]], ['2, k, 3', [-0.148477, 0.0988496, 1.0]], ['2, k, 4', [-0.344491, -0.0705054, 1.0]], ['2, k, 5', [-0.433335, -0.29162, 1.0]], ['2, k, 6', [-0.424506, -0.561075, 1.0]], ['2, k, 7', [-0.383188, -0.607694, 1.0]], ['2, k, 8', [0.0277624, -0.0665413, 1.0]], ['2, k, 9', [0.120815, -0.303312, 1.0]], ['2, k, 10', [0.11971, -0.611193, 1.0]], ['2, k, 11', [0.0821355, -0.655531, 1.0]], ['2, k, 12', [-0.240512, -0.513136, 1.0]], ['2, k, 13', [-0.299011, -0.728398, 1.0]], ['2, k, 14', [-0.291487, -1.11978, 1.0]], ['2, k, 15', [-0.332479, -1.13686, 1.0]], ['2, k, 16', [-0.0592976, -0.509923, 1.0]], ['2, k, 17', [0.0374311, -0.718276, 1.0]], ['2, k, 18', [0.062219, -1.12847, 1.0]], ['2, k, 19', [0.061277, -1.19339, 1.0]], ['2, k, 20', [-0.146379, -0.0508325, 1.0]], ['2, k, 21', [-0.354293, -0.694021, 1.0]], ['2, k, 22', [-0.44595, -0.614176, 1.0]], ['2, k, 23', [0.078243, -0.75834, 1.0]], ['2, k, 24', [0.0317136, -0.66009, 1.0]]]
[['2, k, 0', [-0.153404, -0.495256, 1.0]], ['2, k, 1', [-0.149201, -0.224263, 1.0]], ['2, k, 2', [-0.143761, 0.0439677, 1.0]], ['2, k, 3', [-0.151026, 0.134006, 1.0]], ['2, k, 4', [-0.347849, -0.0288672, 1.0]], ['2, k, 5', [-0.4251, -0.29129, 1.0]], ['2, k, 6', [-0.418579, -0.539871, 1.0]], ['2, k, 7', [-0.381219, -0.587607, 1.0]], ['2, k, 8', [0.0284772, -0.0379116, 1.0]], ['2, k, 9', [0.121549, -0.289743, 1.0]], ['2, k, 10', [0.119588, -0.523275, 1.0]], ['2, k, 11', [0.0928657, -0.587486, 1.0]], ['2, k, 12', [-0.240441, -0.488798, 1.0]], ['2, k, 13', [-0.297729, -0.721434, 1.0]], ['2, k, 14', [-0.293828, -1.11889, 1.0]], ['2, k, 15', [-0.329812, -1.13166, 1.0]], ['2, k, 16', [-0.0616497, -0.486552, 1.0]], ['2, k, 17', [0.0475554, -0.704363, 1.0]], ['2, k, 18', [0.0667157, -1.12013, 1.0]], ['2, k, 19', [0.0670421, -1.12485, 1.0]], ['2, k, 20', [-0.145348, -0.0224391, 1.0]], ['2, k, 21', [-0.356681, -0.686976, 1.0]], ['2, k, 22', [-0.456544, -0.551924, 1.0]], ['2, k, 23', [0.0846322, -0.676112, 1.0]], ['2, k, 24', [0.0363455, -0.575002, 1.0]]]
[['2, k, 0', [-0.154458, -0.481321, 1.0]], ['2, k, 1', [-0.152451, -0.198046, 1.0]], ['2, k, 2', [-0.150407, 0.087014, 1.0]], ['2, k, 3', [-0.152355, 0.17054, 1.0]], ['2, k, 4', [-0.34804, -0.0211142, 1.0]], ['2, k, 5', [-0.424921, -0.277679, 1.0]], ['2, k, 6', [-0.408784, -0.509882, 1.0]], ['2, k, 7', [-0.381452, -0.558645, 1.0]], ['2, k, 8', [0.0265835, -0.0017178, 1.0]], ['2, k, 9', [0.12277, -0.21041, 1.0]], ['2, k, 10', [0.119575, -0.522375, 1.0]], ['2, k, 11', [0.0895312, -0.578907, 1.0]], ['2, k, 12', [-0.240138, -0.476324, 1.0]], ['2, k, 13', [-0.299104, -0.719425, 1.0]], ['2, k, 14', [-0.297439, -1.12047, 1.0]], ['2, k, 15', [-0.327767, -1.13058, 1.0]], ['2, k, 16', [-0.0642116, -0.471407, 1.0]], ['2, k, 17', [0.0539397, -0.702947, 1.0]], ['2, k, 18', [0.0688195, -1.11884, 1.0]], ['2, k, 19', [0.0687315, -1.12734, 1.0]], ['2, k, 20', [-0.151025, 0.0160572, 1.0]], ['2, k, 21', [-0.352217, -0.655399, 1.0]], ['2, k, 22', [-0.456632, -0.52831, 1.0]], ['2, k, 23', [0.0797894, -0.676068, 1.0]], ['2, k, 24', [0.0352108, -0.589061, 1.0]]]
[['2, k, 0', [-0.157261, -0.457701, 1.0]], ['2, k, 1', [-0.15309, -0.170323, 1.0]], ['2, k, 2', [-0.148152, 0.112839, 1.0]], ['2, k, 3', [-0.154817, 0.206781, 1.0]], ['2, k, 4', [-0.350969, 0.0403301, 1.0]], ['2, k, 5', [-0.418004, -0.219304, 1.0]], ['2, k, 6', [-0.408165, -0.499761, 1.0]], ['2, k, 7', [-0.376832, -0.548938, 1.0]], ['2, k, 8', [0.0258539, 0.0291848, 1.0]], ['2, k, 9', [0.121847, -0.199619, 1.0]], ['2, k, 10', [0.119254, -0.515149, 1.0]], ['2, k, 11', [0.0856218, -0.569031, 1.0]], ['2, k, 12', [-0.240453, -0.4495, 1.0]], ['2, k, 13', [-0.299646, -0.715342, 1.0]], ['2, k, 14', [-0.30053, -1.12403, 1.0]], ['2, k, 15', [-0.298137, -1.18588, 1.0]], ['2, k, 16', [-0.0692124, -0.451198, 1.0]], ['2, k, 17', [0.071144, -0.699862, 1.0]], ['2, k, 18', [0.0827863, -1.12242, 1.0]], ['2, k, 19', [0.0795287, -1.18407, 1.0]], ['2, k, 20', [-0.149538, 0.0429546, 1.0]], ['2, k, 21', [-0.355096, -0.652899, 1.0]], ['2, k, 22', [-0.375222, -0.575878, 1.0]], ['2, k, 23', [0.0824013, -0.671769, 1.0]], ['2, k, 24', [0.0366048, -0.576757, 1.0]]]
[['2, k, 0', [-0.156906, -0.441021, 1.0]], ['2, k, 1', [-0.155309, -0.14688, 1.0]], ['2, k, 2', [-0.153505, 0.145893, 1.0]], ['2, k, 3', [-0.155744, 0.228939, 1.0]], ['2, k, 4', [-0.351239, 0.0556232, 1.0]], ['2, k, 5', [-0.421235, -0.201991, 1.0]], ['2, k, 6', [-0.413916, -0.434733, 1.0]], ['2, k, 7', [-0.398057, -0.480236, 1.0]], ['2, k, 8', [0.0261453, 0.0585631, 1.0]], ['2, k, 9', [0.119614, -0.170022, 1.0]], ['2, k, 10', [0.118976, -0.485913, 1.0]], ['2, k, 11', [0.0822827, -0.536093, 1.0]], ['2, k, 12', [-0.238527, -0.433604, 1.0]], ['2, k, 13', [-0.306755, -0.711571, 1.0]], ['2, k, 14', [-0.306637, -1.1265, 1.0]], ['2, k, 15', [-0.302625, -1.18704, 1.0]], ['2, k, 16', [-0.0704957, -0.434706, 1.0]], ['2, k, 17', [0.0805925, -0.698559, 1.0]], ['2, k, 18', [0.0913733, -1.12464, 1.0]], ['2, k, 19', [0.0895113, -1.18502, 1.0]], ['2, k, 20', [-0.154054, 0.0732904, 1.0]], ['2, k, 21', [-0.384379, -0.565735, 1.0]], ['2, k, 22', [-0.448664, -0.45943, 1.0]], ['2, k, 23', [0.0810159, -0.647377, 1.0]], ['2, k, 24', [0.031766, -0.554554, 1.0]]]
[['2, k, 0', [-0.146964, -0.383065, 1.0]], ['2, k, 1', [-0.152514, -0.0976954, 1.0]], ['2, k, 2', [-0.155783, 0.174842, 1.0]], ['2, k, 3', [-0.156303, 0.266586, 1.0]], ['2, k, 4', [-0.352617, 0.0997508, 1.0]], ['2, k, 5', [-0.417627, -0.164842, 1.0]], ['2, k, 6', [-0.413545, -0.426624, 1.0]], ['2, k, 7', [-0.394962, -0.464776, 1.0]], ['2, k, 8', [0.026829, 0.0875585, 1.0]], ['2, k, 9', [0.118346, -0.14663, 1.0]], ['2, k, 10', [0.116944, -0.410506, 1.0]], ['2, k, 11', [0.0883111, -0.477202, 1.0]], ['2, k, 12', [-0.231332, -0.376747, 1.0]], ['2, k, 13', [-0.304059, -0.677537, 1.0]], ['2, k, 14', [-0.302463, -1.09737, 1.0]], ['2, k, 15', [-0.300202, -1.15965, 1.0]], ['2, k, 16', [-0.0580168, -0.377508, 1.0]], ['2, k, 17', [0.0627264, -0.673914, 1.0]], ['2, k, 18', [0.0724013, -1.10203, 1.0]], ['2, k, 19', [0.0691582, -1.16407, 1.0]], ['2, k, 20', [-0.155443, 0.10741, 1.0]], ['2, k, 21', [-0.392236, -0.534227, 1.0]], ['2, k, 22', [-0.445371, -0.434769, 1.0]], ['2, k, 23', [0.0708564, -0.576019, 1.0]], ['2, k, 24', [0.0300461, -0.466867, 1.0]]]
[['2, k, 0', [-0.149806, -0.387502, 1.0]], ['2, k, 1', [-0.154185, -0.0862579, 1.0]], ['2, k, 2', [-0.156686, 0.196339, 1.0]], ['2, k, 3', [-0.157355, 0.291461, 1.0]], ['2, k, 4', [-0.349882, 0.121778, 1.0]], ['2, k, 5', [-0.415689, -0.143238, 1.0]], ['2, k, 6', [-0.412428, -0.422747, 1.0]], ['2, k, 7', [-0.393488, -0.453603, 1.0]], ['2, k, 8', [0.0270913, 0.113995, 1.0]], ['2, k, 9', [0.116077, -0.131682, 1.0]], ['2, k, 10', [0.116713, -0.406948, 1.0]], ['2, k, 11', [0.104024, -0.4556, 1.0]], ['2, k, 12', [-0.23181, -0.379142, 1.0]], ['2, k, 13', [-0.319815, -0.737166, 1.0]], ['2, k, 14', [-0.319259, -1.1592, 1.0]], ['2, k, 15', [-0.315332, -1.21437, 1.0]], ['2, k, 16', [-0.0629476, -0.383378, 1.0]], ['2, k, 17', [0.0932681, -0.724327, 1.0]], ['2, k, 18', [0.103442, -1.1531, 1.0]], ['2, k, 19', [0.034138, -1.08752, 1.0]], ['2, k, 20', [-0.156166, 0.124015, 1.0]], ['2, k, 21', [-0.351957, -0.511905, 1.0]], ['2, k, 22', [-0.421764, -0.456752, 1.0]], ['2, k, 23', [0.101219, -0.524206, 1.0]], ['2, k, 24', [0.0607516, -0.450435, 1.0]]]
[['2, k, 0', [-0.147221, -0.285256, 1.0]], ['2, k, 1', [-0.15085, -0.0230279, 1.0]], ['2, k, 2', [-0.154141, 0.222972, 1.0]], ['2, k, 3', [-0.15693, 0.326146, 1.0]], ['2, k, 4', [-0.35172, 0.152989, 1.0]], ['2, k, 5', [-0.414303, -0.104375, 1.0]], ['2, k, 6', [-0.410625, -0.337123, 1.0]], ['2, k, 7', [-0.394315, -0.387097, 1.0]], ['2, k, 8', [0.027467, 0.147221, 1.0]], ['2, k, 9', [0.115468, -0.099085, 1.0]], ['2, k, 10', [0.120896, -0.338928, 1.0]], ['2, k, 11', [0.0891791, -0.42144, 1.0]], ['2, k, 12', [-0.235441, -0.281655, 1.0]], ['2, k, 13', [-0.279108, -0.685422, 1.0]], ['2, k, 14', [-0.283917, -1.05717, 1.0]], ['2, k, 15', [-0.314258, -1.11999, 1.0]], ['2, k, 16', [-0.0544111, -0.280005, 1.0]], ['2, k, 17', [0.02351, -0.676988, 1.0]], ['2, k, 18', [0.0432747, -1.05691, 1.0]], ['2, k, 19', [0.0698861, -1.11359, 1.0]], ['2, k, 20', [-0.153114, 0.166129, 1.0]], ['2, k, 21', [-0.383656, -0.481399, 1.0]], ['2, k, 22', [-0.44541, -0.383885, 1.0]], ['2, k, 23', [0.0684728, -0.522309, 1.0]], ['2, k, 24', [0.0306944, -0.396199, 1.0]]]
[['2, k, 0', [-0.140875, -0.337086, 1.0]], ['2, k, 1', [-0.149918, -0.034519, 1.0]], ['2, k, 2', [-0.1566, 0.250582, 1.0]], ['2, k, 3', [-0.158729, 0.342656, 1.0]], ['2, k, 4', [-0.351921, 0.156612, 1.0]], ['2, k, 5', [-0.41471, -0.102554, 1.0]], ['2, k, 6', [-0.407202, -0.366373, 1.0]], ['2, k, 7', [-0.390143, -0.402864, 1.0]], ['2, k, 8', [0.0280442, 0.160199, 1.0]], ['2, k, 9', [0.113026, -0.0790451, 1.0]], ['2, k, 10', [0.119186, -0.332088, 1.0]], ['2, k, 11', [0.112468, -0.389546, 1.0]], ['2, k, 12', [-0.229241, -0.33299, 1.0]], ['2, k, 13', [-0.292022, -0.706838, 1.0]], ['2, k, 14', [-0.285067, -1.05217, 1.0]], ['2, k, 15', [-0.314331, -1.12053, 1.0]], ['2, k, 16', [-0.0479242, -0.330287, 1.0]], ['2, k, 17', [0.0726196, -0.691363, 1.0]], ['2, k, 18', [0.0835684, -1.12887, 1.0]], ['2, k, 19', [0.0503087, -1.10865, 1.0]], ['2, k, 20', [-0.154484, 0.177095, 1.0]], ['2, k, 21', [-0.36232, -0.460036, 1.0]], ['2, k, 22', [-0.433653, -0.394542, 1.0]], ['2, k, 23', [0.100203, -0.479109, 1.0]], ['2, k, 24', [0.0694114, -0.397003, 1.0]]]
[['2, k, 0', [-0.144794, -0.30908, 1.0]], ['2, k, 1', [-0.150883, -0.0159264, 1.0]], ['2, k, 2', [-0.155986, 0.273869, 1.0]], ['2, k, 3', [-0.15783, 0.375245, 1.0]], ['2, k, 4', [-0.354219, 0.206792, 1.0]], ['2, k, 5', [-0.424438, -0.0459187, 1.0]], ['2, k, 6', [-0.41189, -0.287755, 1.0]], ['2, k, 7', [-0.394579, -0.34788, 1.0]], ['2, k, 8', [0.0292653, 0.190859, 1.0]], ['2, k, 9', [0.112034, -0.0678674, 1.0]], ['2, k, 10', [0.119435, -0.326113, 1.0]], ['2, k, 11', [0.112628, -0.374222, 1.0]], ['2, k, 12', [-0.230573, -0.304852, 1.0]], ['2, k, 13', [-0.278142, -0.681831, 1.0]], ['2, k, 14', [-0.285211, -1.05217, 1.0]], ['2, k, 15', [-0.313319, -1.12013, 1.0]], ['2, k, 16', [-0.0542917, -0.303066, 1.0]], ['2, k, 17', [0.0221161, -0.675796, 1.0]], ['2, k, 18', [0.0482268, -1.05631, 1.0]], ['2, k, 19', [0.0700652, -1.11168, 1.0]], ['2, k, 20', [-0.154776, 0.204448, 1.0]], ['2, k, 21', [-0.384747, -0.436563, 1.0]], ['2, k, 22', [-0.444233, -0.347435, 1.0]], ['2, k, 23', [0.0997441, -0.460726, 1.0]], ['2, k, 24', [0.0725342, -0.381247, 1.0]]]
[['2, k, 0', [-0.14567, -0.299044, 1.0]], ['2, k, 1', [-0.152805, 0.000457493, 1.0]], ['2, k, 2', [-0.1587, 0.293102, 1.0]], ['2, k, 3', [-0.158465, 0.390427, 1.0]], ['2, k, 4', [-0.353888, 0.21261, 1.0]], ['2, k, 5', [-0.423586, -0.0420341, 1.0]], ['2, k, 6', [-0.413195, -0.280679, 1.0]], ['2, k, 7', [-0.397219, -0.33549, 1.0]], ['2, k, 8', [0.0295607, 0.205007, 1.0]], ['2, k, 9', [0.111063, -0.0518193, 1.0]], ['2, k, 10', [0.119557, -0.311761, 1.0]], ['2, k, 11', [0.113078, -0.360632, 1.0]], ['2, k, 12', [-0.231048, -0.294455, 1.0]], ['2, k, 13', [-0.275668, -0.671754, 1.0]], ['2, k, 14', [-0.285246, -1.05133, 1.0]], ['2, k, 15', [-0.31349, -1.11956, 1.0]], ['2, k, 16', [-0.0554941, -0.293781, 1.0]], ['2, k, 17', [0.022115, -0.676827, 1.0]], ['2, k, 18', [0.0531728, -1.06321, 1.0]], ['2, k, 19', [0.0701619, -1.11166, 1.0]], ['2, k, 20', [-0.15723, 0.220806, 1.0]], ['2, k, 21', [-0.382844, -0.421192, 1.0]], ['2, k, 22', [-0.448907, -0.348305, 1.0]], ['2, k, 23', [0.0954316, -0.444202, 1.0]], ['2, k, 24', [0.0734902, -0.354526, 1.0]]]
[['2, k, 0', [-0.145316, -0.286084, 1.0]], ['2, k, 1', [-0.152443, 0.0149734, 1.0]], ['2, k, 2', [-0.158225, 0.308754, 1.0]], ['2, k, 3', [-0.158797, 0.40735, 1.0]], ['2, k, 4', [-0.354948, 0.225639, 1.0]], ['2, k, 5', [-0.421256, -0.0355353, 1.0]], ['2, k, 6', [-0.413556, -0.268157, 1.0]], ['2, k, 7', [-0.399247, -0.318388, 1.0]], ['2, k, 8', [0.0290936, 0.221796, 1.0]], ['2, k, 9', [0.107566, -0.0363623, 1.0]], ['2, k, 10', [0.119461, -0.287464, 1.0]], ['2, k, 11', [0.112986, -0.342438, 1.0]], ['2, k, 12', [-0.229957, -0.281584, 1.0]], ['2, k, 13', [-0.273859, -0.665606, 1.0]], ['2, k, 14', [-0.285978, -1.04923, 1.0]], ['2, k, 15', [-0.310017, -1.1134, 1.0]], ['2, k, 16', [-0.05588, -0.281218, 1.0]], ['2, k, 17', [0.0212038, -0.682389, 1.0]], ['2, k, 18', [0.0532332, -1.06319, 1.0]], ['2, k, 19', [0.0700817, -1.11296, 1.0]], ['2, k, 20', [-0.156913, 0.236536, 1.0]], ['2, k, 21', [-0.38343, -0.40859, 1.0]], ['2, k, 22', [-0.45037, -0.314947, 1.0]], ['2, k, 23', [0.093385, -0.431706, 1.0]], ['2, k, 24', [0.0849411, -0.328479, 1.0]]]
[['2, k, 0', [-0.146835, -0.276693, 1.0]], ['2, k, 1', [-0.153448, 0.0275481, 1.0]], ['2, k, 2', [-0.158508, 0.324252, 1.0]], ['2, k, 3', [-0.159571, 0.423873, 1.0]], ['2, k, 4', [-0.354713, 0.239212, 1.0]], ['2, k, 5', [-0.418162, -0.0215323, 1.0]], ['2, k, 6', [-0.413426, -0.254615, 1.0]], ['2, k, 7', [-0.400951, -0.30855, 1.0]], ['2, k, 8', [0.0289503, 0.231329, 1.0]], ['2, k, 9', [0.107934, -0.0244806, 1.0]], ['2, k, 10', [0.119042, -0.272988, 1.0]], ['2, k, 11', [0.112453, -0.331384, 1.0]], ['2, k, 12', [-0.231306, -0.272377, 1.0]], ['2, k, 13', [-0.273021, -0.669544, 1.0]], ['2, k, 14', [-0.286397, -1.04923, 1.0]], ['2, k, 15', [-0.308818, -1.11488, 1.0]], ['2, k, 16', [-0.0575216, -0.271942, 1.0]], ['2, k, 17', [0.0199029, -0.685382, 1.0]], ['2, k, 18', [0.0540268, -1.06115, 1.0]], ['2, k, 19', [0.0698142, -1.11443, 1.0]], ['2, k, 20', [-0.157451, 0.251363, 1.0]], ['2, k, 21', [-0.385026, -0.39579, 1.0]], ['2, k, 22', [-0.450306, -0.31274, 1.0]], ['2, k, 23', [0.0998072, -0.412066, 1.0]], ['2, k, 24', [0.0845163, -0.327851, 1.0]]]
[['2, k, 0', [-0.147633, -0.26877, 1.0]], ['2, k, 1', [-0.153452, 0.037266, 1.0]], ['2, k, 2', [-0.157659, 0.335506, 1.0]], ['2, k, 3', [-0.161117, 0.435981, 1.0]], ['2, k, 4', [-0.355686, 0.246488, 1.0]], ['2, k, 5', [-0.41626, -0.0146858, 1.0]], ['2, k, 6', [-0.414213, -0.248044, 1.0]], ['2, k, 7', [-0.403946, -0.301469, 1.0]], ['2, k, 8', [0.029347, 0.242002, 1.0]], ['2, k, 9', [0.105123, -0.014652, 1.0]], ['2, k, 10', [0.118162, -0.258799, 1.0]], ['2, k, 11', [0.112333, -0.321745, 1.0]], ['2, k, 12', [-0.231787, -0.263835, 1.0]], ['2, k, 13', [-0.271503, -0.671288, 1.0]], ['2, k, 14', [-0.286813, -1.04879, 1.0]], ['2, k, 15', [-0.30871, -1.11547, 1.0]], ['2, k, 16', [-0.0585832, -0.264838, 1.0]], ['2, k, 17', [0.017884, -0.695096, 1.0]], ['2, k, 18', [0.0543597, -1.06115, 1.0]], ['2, k, 19', [0.0696721, -1.11518, 1.0]], ['2, k, 20', [-0.156841, 0.262252, 1.0]], ['2, k, 21', [-0.384482, -0.386801, 1.0]], ['2, k, 22', [-0.449699, -0.314586, 1.0]], ['2, k, 23', [0.092761, -0.413003, 1.0]], ['2, k, 24', [0.0800178, -0.318119, 1.0]]]
[['2, k, 0', [-0.147807, -0.263217, 1.0]], ['2, k, 1', [-0.153223, 0.04296, 1.0]], ['2, k, 2', [-0.157091, 0.34153, 1.0]], ['2, k, 3', [-0.160594, 0.443817, 1.0]], ['2, k, 4', [-0.356003, 0.254165, 1.0]], ['2, k, 5', [-0.414698, -0.00833077, 1.0]], ['2, k, 6', [-0.415, -0.241741, 1.0]], ['2, k, 7', [-0.408872, -0.295895, 1.0]], ['2, k, 8', [0.0297281, 0.250034, 1.0]], ['2, k, 9', [0.103667, -0.00731714, 1.0]], ['2, k, 10', [0.117782, -0.252713, 1.0]], ['2, k, 11', [0.112123, -0.317023, 1.0]], ['2, k, 12', [-0.231666, -0.258422, 1.0]], ['2, k, 13', [-0.270206, -0.672194, 1.0]], ['2, k, 14', [-0.286899, -1.04834, 1.0]], ['2, k, 15', [-0.310031, -1.11911, 1.0]], ['2, k, 16', [-0.05905, -0.259348, 1.0]], ['2, k, 17', [0.0154761, -0.696424, 1.0]], ['2, k, 18', [0.0548118, -1.06031, 1.0]], ['2, k, 19', [0.0672367, -1.11169, 1.0]], ['2, k, 20', [-0.156364, 0.268176, 1.0]], ['2, k, 21', [-0.386757, -0.383575, 1.0]], ['2, k, 22', [-0.449525, -0.292739, 1.0]], ['2, k, 23', [0.0972819, -0.398863, 1.0]], ['2, k, 24', [0.0807404, -0.307726, 1.0]]]
