[['2, k, 0', [0.201799, -0.707291, 1.0]], ['2, k, 1', [0.192631, -0.403676, 1.0]], ['2, k, 2', [0.182668, -0.105515, 1.0]], ['2, k, 3', [0.188273, 0.0219231, 1.0]], ['2, k, 4', [0.0430949, -0.24672, 1.0]], ['2, k, 5', [0.0392741, -0.535566, 1.0]], ['2, k, 6', [0.168732, -0.365362, 1.0]], ['2, k, 7', [0.212005, -0.309417, 1.0]], ['2, k, 8', [0.342726, -0.239584, 1.0]], ['2, k, 9', [0.5178, -0.177194, 1.0]], ['2, k, 10', [0.301951, -0.150257, 1.0]], ['2, k, 11', [0.34261, -0.122671, 1.0]], ['2, k, 12', [0.130679, -0.699065, 1.0]], ['2, k, 13', [0.0223732, -1.00866, 1.0]], ['2, k, 14', [0.0220822, -1.26293, 1.0]], ['2, k, 15', [0.0172448, -1.33938, 1.0]], ['2, k, 16', [0.267306, -0.695841, 1.0]], ['2, k, 17', [0.406398, -0.985615, 1.0]], ['2, k, 18', [0.356165, -1.13874, 1.0]], ['2, k, 19', [0.392624, -1.21469, 1.0]], ['2, k, 20', [0.185307, -0.179375, 1.0]], ['2, k, 21', [0.211028, -0.307991, 1.0]], ['2, k, 22', [0.209753, -0.30613, 1.0]], ['2, k, 23', [0.331504, -0.122416, 1.0]], ['2, k, 24', [0.265052, -0.122566, 1.0]]]
[['2, k, 0', [0.221194, -0.661792, 1.0]], ['2, k, 1', [0.183283, -0.363264, 1.0]], ['2, k, 2', [0.145416, -0.069372, 1.0]], ['2, k, 3', [0.147101, 0.0500097, 1.0]], ['2, k, 4', [0.177441, -0.190172, 1.0]], ['2, k, 5', [0.426711, -0.121928, 1.0]], ['2, k, 6', [0.630165, -0.0470529, 1.0]], ['2, k, 7', [0.673527, -0.0104397, 1.0]], ['2, k, 8', [0.329036, -0.140706, 1.0]], ['2, k, 9', [0.514173, -0.0870852, 1.0]], ['2, k, 10', [0.682645, 0.00557901, 1.0]], ['2, k, 11', [0.672293, 0.0156624, 1.0]], ['2, k, 12', [0.169564, -0.649531, 1.0]], ['2, k, 13', [0.103173, -0.981906, 1.0]], ['2, k, 14', [0.0132097, -1.32017, 1.0]], ['2, k, 15', [0.0361147, -1.37935, 1.0]], ['2, k, 16', [0.271113, -0.653618, 1.0]], ['2, k, 17', [0.327815, -0.97339, 1.0]], ['2, k, 18', [0.362926, -1.235, 1.0]], ['2, k, 19', [0.408891, -1.26822, 1.0]], ['2, k, 20', [0.155385, -0.142134, 1.0]], ['2, k, 21', [0.71207, 0.0229499, 1.0]], ['2, k, 22', [0.69393, -0.00312438, 1.0]], ['2, k, 23', [0.651111, 0.000869539, 1.0]], ['2, k, 24', [0.691247, 0.0233625, 1.0]]]
[['2, k, 0', [0.22463, -0.665615, 1.0]], ['2, k, 1', [0.184562, -0.364164, 1.0]], ['2, k, 2', [0.145673, -0.0692773, 1.0]], ['2, k, 3', [0.144672, 0.0500899, 1.0]], ['2, k, 4', [0.162521, -0.189638, 1.0]], ['2, k, 5', [0.417643, -0.125442, 1.0]], ['2, k, 6', [0.597389, -0.061585, 1.0]], ['2, k, 7', [0.667015, -0.0233329, 1.0]], ['2, k, 8', [0.329967, -0.140692, 1.0]], ['2, k, 9', [0.506839, -0.106943, 1.0]], ['2, k, 10', [0.581074, -0.0273848, 1.0]], ['2, k, 11', [0.605843, 0.00449236, 1.0]], ['2, k, 12', [0.168481, -0.657193, 1.0]], ['2, k, 13', [0.0985165, -0.979844, 1.0]], ['2, k, 14', [0.0129259, -1.31921, 1.0]], ['2, k, 15', [0.0294376, -1.37599, 1.0]], ['2, k, 16', [0.280336, -0.656328, 1.0]], ['2, k, 17', [0.330531, -0.969032, 1.0]], ['2, k, 18', [0.363844, -1.2308, 1.0]], ['2, k, 19', [0.401873, -1.26603, 1.0]], ['2, k, 20', [0.155675, -0.142157, 1.0]], ['2, k, 21', [0.713117, 0.0132236, 1.0]], ['2, k, 22', [0.69843, -0.00882158, 1.0]], ['2, k, 23', [0.594852, 0.00813108, 1.0]], ['2, k, 24', [0.608728, 0.00443001, 1.0]]]
[['2, k, 0', [0.225519, -0.666785, 1.0]], ['2, k, 1', [0.184203, -0.364429, 1.0]], ['2, k, 2', [0.142281, -0.0675076, 1.0]], ['2, k, 3', [0.142901, 0.0519126, 1.0]], ['2, k, 4', [0.162961, -0.190311, 1.0]], ['2, k, 5', [0.415765, -0.124157, 1.0]], ['2, k, 6', [0.597743, -0.0620019, 1.0]], ['2, k, 7', [0.663707, -0.0226219, 1.0]], ['2, k, 8', [0.329404, -0.140543, 1.0]], ['2, k, 9', [0.482895, -0.108397, 1.0]], ['2, k, 10', [0.567218, -0.0270068, 1.0]], ['2, k, 11', [0.539764, -0.0245573, 1.0]], ['2, k, 12', [0.168259, -0.660671, 1.0]], ['2, k, 13', [0.0955656, -0.977341, 1.0]], ['2, k, 14', [0.0121152, -1.31765, 1.0]], ['2, k, 15', [0.0298923, -1.37434, 1.0]], ['2, k, 16', [0.281361, -0.656423, 1.0]], ['2, k, 17', [0.334548, -0.961291, 1.0]], ['2, k, 18', [0.362625, -1.22324, 1.0]], ['2, k, 19', [0.400787, -1.25969, 1.0]], ['2, k, 20', [0.153257, -0.141155, 1.0]], ['2, k, 21', [0.709839, 0.00566823, 1.0]], ['2, k, 22', [0.667844, -0.0380131, 1.0]], ['2, k, 23', [0.528937, -0.0208082, 1.0]], ['2, k, 24', [0.543028, -0.0243698, 1.0]]]
[['2, k, 0', [0.225652, -0.666497, 1.0]], ['2, k, 1', [0.186007, -0.362435, 1.0]], ['2, k, 2', [0.147654, -0.0626628, 1.0]], ['2, k, 3', [0.141311, 0.0563567, 1.0]], ['2, k, 4', [0.140797, -0.193291, 1.0]], ['2, k, 5', [0.382359, -0.126651, 1.0]], ['2, k, 6', [0.56292, -0.0632712, 1.0]], ['2, k, 7', [0.636386, -0.0276248, 1.0]], ['2, k, 8', [0.336404, -0.137154, 1.0]], ['2, k, 9', [0.434744, -0.116369, 1.0]], ['2, k, 10', [0.461904, -0.0675164, 1.0]], ['2, k, 11', [0.471696, -0.0514515, 1.0]], ['2, k, 12', [0.165364, -0.660689, 1.0]], ['2, k, 13', [0.0904789, -0.973504, 1.0]], ['2, k, 14', [0.0113372, -1.31604, 1.0]], ['2, k, 15', [0.0235352, -1.36996, 1.0]], ['2, k, 16', [0.283804, -0.653777, 1.0]], ['2, k, 17', [0.33663, -0.955013, 1.0]], ['2, k, 18', [0.365553, -1.21739, 1.0]], ['2, k, 19', [0.397201, -1.25414, 1.0]], ['2, k, 20', [0.157357, -0.137092, 1.0]], ['2, k, 21', [0.68639, -0.000168741, 1.0]], ['2, k, 22', [0.645812, -0.0346973, 1.0]], ['2, k, 23', [0.461126, -0.0476001, 1.0]], ['2, k, 24', [0.475547, -0.0510313, 1.0]]]
[['2, k, 0', [0.225226, -0.666304, 1.0]], ['2, k, 1', [0.185796, -0.360753, 1.0]], ['2, k, 2', [0.148396, -0.0593772, 1.0]], ['2, k, 3', [0.14338, 0.0598725, 1.0]], ['2, k, 4', [0.130544, -0.1932, 1.0]], ['2, k, 5', [0.356461, -0.123838, 1.0]], ['2, k, 6', [0.528737, -0.0607775, 1.0]], ['2, k, 7', [0.599065, -0.0260256, 1.0]], ['2, k, 8', [0.33812, -0.1346, 1.0]], ['2, k, 9', [0.44206, -0.113552, 1.0]], ['2, k, 10', [0.484597, -0.0665783, 1.0]], ['2, k, 11', [0.534796, -0.0301395, 1.0]], ['2, k, 12', [0.162195, -0.660027, 1.0]], ['2, k, 13', [0.0861891, -0.971044, 1.0]], ['2, k, 14', [0.00993064, -1.31472, 1.0]], ['2, k, 15', [0.0213993, -1.36833, 1.0]], ['2, k, 16', [0.283573, -0.653545, 1.0]], ['2, k, 17', [0.339168, -0.948758, 1.0]], ['2, k, 18', [0.367197, -1.211, 1.0]], ['2, k, 19', [0.397893, -1.24844, 1.0]], ['2, k, 20', [0.157782, -0.134116, 1.0]], ['2, k, 21', [0.644447, 0.0019062, 1.0]], ['2, k, 22', [0.628884, -0.020803, 1.0]], ['2, k, 23', [0.523877, -0.0263622, 1.0]], ['2, k, 24', [0.537858, -0.02989, 1.0]]]
[['2, k, 0', [0.224134, -0.66472, 1.0]], ['2, k, 1', [0.186864, -0.357941, 1.0]], ['2, k, 2', [0.153598, -0.0565407, 1.0]], ['2, k, 3', [0.147167, 0.0622639, 1.0]], ['2, k, 4', [0.109717, -0.193492, 1.0]], ['2, k, 5', [0.304799, -0.122492, 1.0]], ['2, k, 6', [0.488893, -0.0598317, 1.0]], ['2, k, 7', [0.550432, -0.0248417, 1.0]], ['2, k, 8', [0.344009, -0.132059, 1.0]], ['2, k, 9', [0.325122, -0.122215, 1.0]], ['2, k, 10', [0.446471, -0.064496, 1.0]], ['2, k, 11', [0.477077, -0.0109443, 1.0]], ['2, k, 12', [0.157749, -0.656887, 1.0]], ['2, k, 13', [0.0824634, -0.971157, 1.0]], ['2, k, 14', [0.0092838, -1.31601, 1.0]], ['2, k, 15', [0.0157843, -1.36844, 1.0]], ['2, k, 16', [0.283079, -0.651041, 1.0]], ['2, k, 17', [0.341036, -0.946733, 1.0]], ['2, k, 18', [0.369174, -1.20904, 1.0]], ['2, k, 19', [0.394917, -1.24727, 1.0]], ['2, k, 20', [0.16176, -0.13113, 1.0]], ['2, k, 21', [0.597769, -0.00489859, 1.0]], ['2, k, 22', [0.562423, -0.0254368, 1.0]], ['2, k, 23', [0.466382, -0.00724355, 1.0]], ['2, k, 24', [0.48065, -0.0108692, 1.0]]]
[['2, k, 0', [0.222964, -0.662002, 1.0]], ['2, k, 1', [0.187394, -0.355832, 1.0]], ['2, k, 2', [0.154731, -0.0560472, 1.0]], ['2, k, 3', [0.15035, 0.0633506, 1.0]], ['2, k, 4', [0.109995, -0.193175, 1.0]], ['2, k, 5', [0.262373, -0.123437, 1.0]], ['2, k, 6', [0.407026, -0.0622626, 1.0]], ['2, k, 7', [0.461291, -0.0363411, 1.0]], ['2, k, 8', [0.34513, -0.131632, 1.0]], ['2, k, 9', [0.325116, -0.122228, 1.0]], ['2, k, 10', [0.446483, -0.0645001, 1.0]], ['2, k, 11', [0.487458, -0.0454928, 1.0]], ['2, k, 12', [0.157044, -0.655327, 1.0]], ['2, k, 13', [0.0778499, -0.972832, 1.0]], ['2, k, 14', [0.00867296, -1.31951, 1.0]], ['2, k, 15', [0.0175593, -1.37102, 1.0]], ['2, k, 16', [0.281875, -0.64823, 1.0]], ['2, k, 17', [0.343016, -0.940251, 1.0]], ['2, k, 18', [0.370199, -1.20191, 1.0]], ['2, k, 19', [0.397334, -1.2414, 1.0]], ['2, k, 20', [0.162841, -0.130247, 1.0]], ['2, k, 21', [0.507742, -0.0105147, 1.0]], ['2, k, 22', [0.476584, -0.00566331, 1.0]], ['2, k, 23', [0.476787, -0.0416599, 1.0]], ['2, k, 24', [0.491081, -0.0451156, 1.0]]]
[['2, k, 0', [0.221309, -0.66177, 1.0]], ['2, k, 1', [0.186106, -0.355421, 1.0]], ['2, k, 2', [0.15364, -0.055145, 1.0]], ['2, k, 3', [0.153682, 0.0644389, 1.0]], ['2, k, 4', [0.0744369, -0.193885, 1.0]], ['2, k, 5', [0.197775, -0.127501, 1.0]], ['2, k, 6', [0.372003, -0.0489798, 1.0]], ['2, k, 7', [0.400307, -0.0309418, 1.0]], ['2, k, 8', [0.343829, -0.191459, 1.0]], ['2, k, 9', [0.515793, -0.118872, 1.0]], ['2, k, 10', [0.733613, 0.0015742, 1.0]], ['2, k, 11', [0.765459, 0.0433616, 1.0]], ['2, k, 12', [0.156848, -0.655177, 1.0]], ['2, k, 13', [0.0744938, -0.974854, 1.0]], ['2, k, 14', [0.00778976, -1.323, 1.0]], ['2, k, 15', [0.0463519, -1.37784, 1.0]], ['2, k, 16', [0.277049, -0.649077, 1.0]], ['2, k, 17', [0.343547, -0.93937, 1.0]], ['2, k, 18', [0.371836, -1.20097, 1.0]], ['2, k, 19', [0.427242, -1.2341, 1.0]], ['2, k, 20', [0.161724, -0.129491, 1.0]], ['2, k, 21', [0.451343, -0.0152848, 1.0]], ['2, k, 22', [0.395337, 0.00240125, 1.0]], ['2, k, 23', [0.794647, 0.0737105, 1.0]], ['2, k, 24', [0.756603, 0.07431, 1.0]]]
[['2, k, 0', [0.220893, -0.660069, 1.0]], ['2, k, 1', [0.185531, -0.351856, 1.0]], ['2, k, 2', [0.15158, -0.0496435, 1.0]], ['2, k, 3', [0.160176, 0.0697454, 1.0]], ['2, k, 4', [0.070961, -0.202339, 1.0]], ['2, k, 5', [0.143081, -0.131054, 1.0]], ['2, k, 6', [0.275107, -0.0574532, 1.0]], ['2, k, 7', [0.321192, -0.0334166, 1.0]], ['2, k, 8', [0.364694, -0.175947, 1.0]], ['2, k, 9', [0.5723, -0.0934253, 1.0]], ['2, k, 10', [0.737578, -0.00946936, 1.0]], ['2, k, 11', [0.781248, 0.0337928, 1.0]], ['2, k, 12', [0.156584, -0.654255, 1.0]], ['2, k, 13', [0.071977, -0.977151, 1.0]], ['2, k, 14', [0.00769112, -1.32624, 1.0]], ['2, k, 15', [0.0382956, -1.38006, 1.0]], ['2, k, 16', [0.277584, -0.647122, 1.0]], ['2, k, 17', [0.343075, -0.937032, 1.0]], ['2, k, 18', [0.372149, -1.1981, 1.0]], ['2, k, 19', [0.420435, -1.23365, 1.0]], ['2, k, 20', [0.16012, -0.124495, 1.0]], ['2, k, 21', [0.366334, -0.0204946, 1.0]], ['2, k, 22', [0.305008, -0.0151144, 1.0]], ['2, k, 23', [0.807303, 0.0614795, 1.0]], ['2, k, 24', [0.745609, 0.0382534, 1.0]]]
[['2, k, 0', [0.220341, -0.658662, 1.0]], ['2, k, 1', [0.205319, -0.369075, 1.0]], ['2, k, 2', [0.202497, -0.0988139, 1.0]], ['2, k, 3', [0.162539, 0.0455304, 1.0]], ['2, k, 4', [0.0647675, -0.22169, 1.0]], ['2, k, 5', [0.0960594, -0.129162, 1.0]], ['2, k, 6', [0.194882, -0.0615378, 1.0]], ['2, k, 7', [0.23988, -0.0370224, 1.0]], ['2, k, 8', [0.369096, -0.173045, 1.0]], ['2, k, 9', [0.559112, -0.113245, 1.0]], ['2, k, 10', [0.734125, -0.0178296, 1.0]], ['2, k, 11', [0.774773, 0.0148649, 1.0]], ['2, k, 12', [0.155749, -0.653337, 1.0]], ['2, k, 13', [0.0706603, -0.978376, 1.0]], ['2, k, 14', [0.00763818, -1.32813, 1.0]], ['2, k, 15', [0.0256685, -1.38092, 1.0]], ['2, k, 16', [0.278314, -0.645653, 1.0]], ['2, k, 17', [0.342381, -0.934264, 1.0]], ['2, k, 18', [0.372032, -1.19481, 1.0]], ['2, k, 19', [0.409476, -1.23429, 1.0]], ['2, k, 20', [0.204779, -0.166999, 1.0]], ['2, k, 21', [0.276788, -0.0250005, 1.0]], ['2, k, 22', [0.2082, -0.0376576, 1.0]], ['2, k, 23', [0.805537, 0.0431103, 1.0]], ['2, k, 24', [0.713317, 0.0185347, 1.0]]]
[['2, k, 0', [0.21949, -0.659572, 1.0]], ['2, k, 1', [0.208609, -0.378594, 1.0]], ['2, k, 2', [0.205489, -0.110249, 1.0]], ['2, k, 3', [0.170283, 0.0440089, 1.0]], ['2, k, 4', [0.0644139, -0.224018, 1.0]], ['2, k, 5', [0.0339003, -0.131387, 1.0]], ['2, k, 6', [0.119157, -0.0747132, 1.0]], ['2, k, 7', [0.151877, -0.0443093, 1.0]], ['2, k, 8', [0.36764, -0.183046, 1.0]], ['2, k, 9', [0.556289, -0.123482, 1.0]], ['2, k, 10', [0.716599, -0.0408385, 1.0]], ['2, k, 11', [0.762689, -0.00505541, 1.0]], ['2, k, 12', [0.152821, -0.654862, 1.0]], ['2, k, 13', [0.0688437, -0.981033, 1.0]], ['2, k, 14', [0.00704979, -1.33167, 1.0]], ['2, k, 15', [0.0154006, -1.3815, 1.0]], ['2, k, 16', [0.278461, -0.646206, 1.0]], ['2, k, 17', [0.341666, -0.933684, 1.0]], ['2, k, 18', [0.370304, -1.19467, 1.0]], ['2, k, 19', [0.397556, -1.23614, 1.0]], ['2, k, 20', [0.207042, -0.176719, 1.0]], ['2, k, 21', [0.174306, -0.0415028, 1.0]], ['2, k, 22', [0.111428, -0.04523, 1.0]], ['2, k, 23', [0.788817, 0.0232673, 1.0]], ['2, k, 24', [0.72541, -0.000457058, 1.0]]]
[['2, k, 0', [0.217408, -0.658181, 1.0]], ['2, k, 1', [0.206302, -0.37841, 1.0]], ['2, k, 2', [0.196188, -0.108578, 1.0]], ['2, k, 3', [0.17995, 0.0487058, 1.0]], ['2, k, 4', [0.0638374, -0.219866, 1.0]], ['2, k, 5', [-0.0246813, -0.152548, 1.0]], ['2, k, 6', [0.0250454, -0.0869721, 1.0]], ['2, k, 7', [0.0618575, -0.0522145, 1.0]], ['2, k, 8', [0.369715, -0.186537, 1.0]], ['2, k, 9', [0.555466, -0.134163, 1.0]], ['2, k, 10', [0.690888, -0.0818379, 1.0]], ['2, k, 11', [0.730089, -0.0237382, 1.0]], ['2, k, 12', [0.148642, -0.652682, 1.0]], ['2, k, 13', [0.0680388, -0.981786, 1.0]], ['2, k, 14', [0.00727339, -1.33206, 1.0]], ['2, k, 15', [0.0116403, -1.38178, 1.0]], ['2, k, 16', [0.278003, -0.645548, 1.0]], ['2, k, 17', [0.340375, -0.933538, 1.0]], ['2, k, 18', [0.372264, -1.19408, 1.0]], ['2, k, 19', [0.39631, -1.23601, 1.0]], ['2, k, 20', [0.199494, -0.175521, 1.0]], ['2, k, 21', [0.0865154, -0.0450621, 1.0]], ['2, k, 22', [0.0485783, -0.0191024, 1.0]], ['2, k, 23', [0.751665, -0.000955453, 1.0]], ['2, k, 24', [0.652792, -0.0245871, 1.0]]]
[['2, k, 0', [0.21523, -0.657622, 1.0]], ['2, k, 1', [0.206306, -0.378417, 1.0]], ['2, k, 2', [0.197325, -0.108181, 1.0]], ['2, k, 3', [0.185988, 0.0483474, 1.0]], ['2, k, 4', [0.0634706, -0.219365, 1.0]], ['2, k, 5', [-0.0390079, -0.143584, 1.0]], ['2, k, 6', [-0.00897814, -0.0896761, 1.0]], ['2, k, 7', [-0.00864665, -0.0605115, 1.0]], ['2, k, 8', [0.37536, -0.190267, 1.0]], ['2, k, 9', [0.533862, -0.148264, 1.0]], ['2, k, 10', [0.640514, -0.107615, 1.0]], ['2, k, 11', [0.682728, -0.0448219, 1.0]], ['2, k, 12', [0.145283, -0.651491, 1.0]], ['2, k, 13', [0.0672496, -0.983247, 1.0]], ['2, k, 14', [0.0073926, -1.33418, 1.0]], ['2, k, 15', [0.00686858, -1.38185, 1.0]], ['2, k, 16', [0.277075, -0.645421, 1.0]], ['2, k, 17', [0.339362, -0.935571, 1.0]], ['2, k, 18', [0.415716, -1.2249, 1.0]], ['2, k, 19', [0.44179, -1.25776, 1.0]], ['2, k, 20', [0.200026, -0.175307, 1.0]], ['2, k, 21', [0.00898967, -0.0518323, 1.0]], ['2, k, 22', [-0.0545338, -0.0618441, 1.0]], ['2, k, 23', [0.706401, -0.0291095, 1.0]], ['2, k, 24', [0.619831, -0.0413399, 1.0]]]
[['2, k, 0', [0.212812, -0.658047, 1.0]], ['2, k, 1', [0.206264, -0.378922, 1.0]], ['2, k, 2', [0.198799, -0.108785, 1.0]], ['2, k, 3', [0.189989, 0.0470024, 1.0]], ['2, k, 4', [0.0626464, -0.218314, 1.0]], ['2, k, 5', [-0.0432829, -0.136125, 1.0]], ['2, k, 6', [-0.0592209, -0.0894002, 1.0]], ['2, k, 7', [-0.0550258, -0.0664632, 1.0]], ['2, k, 8', [0.378747, -0.192599, 1.0]], ['2, k, 9', [0.515922, -0.161339, 1.0]], ['2, k, 10', [0.606086, -0.126785, 1.0]], ['2, k, 11', [0.623991, -0.0664236, 1.0]], ['2, k, 12', [0.141515, -0.652306, 1.0]], ['2, k, 13', [0.0664959, -0.984429, 1.0]], ['2, k, 14', [0.00738767, -1.33589, 1.0]], ['2, k, 15', [0.00178376, -1.3815, 1.0]], ['2, k, 16', [0.274853, -0.645973, 1.0]], ['2, k, 17', [0.338006, -0.936203, 1.0]], ['2, k, 18', [0.372354, -1.19725, 1.0]], ['2, k, 19', [0.385963, -1.23925, 1.0]], ['2, k, 20', [0.200814, -0.175787, 1.0]], ['2, k, 21', [-0.0532366, -0.0579052, 1.0]], ['2, k, 22', [-0.100371, -0.0649745, 1.0]], ['2, k, 23', [0.642287, -0.0507311, 1.0]], ['2, k, 24', [0.550084, -0.0610182, 1.0]]]
[['2, k, 0', [0.208377, -0.659894, 1.0]], ['2, k, 1', [0.206115, -0.379343, 1.0]], ['2, k, 2', [0.200977, -0.108398, 1.0]], ['2, k, 3', [0.196373, 0.0448046, 1.0]], ['2, k, 4', [0.0629538, -0.211033, 1.0]], ['2, k, 5', [-0.0700573, -0.153123, 1.0]], ['2, k, 6', [-0.0715347, -0.0968075, 1.0]], ['2, k, 7', [-0.0965611, -0.0768298, 1.0]], ['2, k, 8', [0.378938, -0.202488, 1.0]], ['2, k, 9', [0.501514, -0.1676, 1.0]], ['2, k, 10', [0.556957, -0.110895, 1.0]], ['2, k, 11', [0.568949, -0.084641, 1.0]], ['2, k, 12', [0.136707, -0.654467, 1.0]], ['2, k, 13', [0.0651919, -0.984456, 1.0]], ['2, k, 14', [0.00785802, -1.3366, 1.0]], ['2, k, 15', [-0.00904219, -1.37859, 1.0]], ['2, k, 16', [0.271136, -0.6479, 1.0]], ['2, k, 17', [0.336536, -0.936903, 1.0]], ['2, k, 18', [0.37279, -1.19715, 1.0]], ['2, k, 19', [0.374865, -1.24217, 1.0]], ['2, k, 20', [0.201915, -0.175721, 1.0]], ['2, k, 21', [-0.109303, -0.0729683, 1.0]], ['2, k, 22', [-0.141709, -0.069356, 1.0]], ['2, k, 23', [0.583753, -0.0683005, 1.0]], ['2, k, 24', [0.500603, -0.0800665, 1.0]]]
[['2, k, 0', [0.205402, -0.663843, 1.0]], ['2, k, 1', [0.206183, -0.380135, 1.0]], ['2, k, 2', [0.203962, -0.107103, 1.0]], ['2, k, 3', [0.204001, 0.0419075, 1.0]], ['2, k, 4', [0.0652671, -0.212222, 1.0]], ['2, k, 5', [-0.067803, -0.156176, 1.0]], ['2, k, 6', [-0.147883, -0.102108, 1.0]], ['2, k, 7', [-0.173946, -0.0797626, 1.0]], ['2, k, 8', [0.378144, -0.206183, 1.0]], ['2, k, 9', [0.475654, -0.18221, 1.0]], ['2, k, 10', [0.52897, -0.164193, 1.0]], ['2, k, 11', [0.528523, -0.101546, 1.0]], ['2, k, 12', [0.134414, -0.657896, 1.0]], ['2, k, 13', [0.0635519, -0.986109, 1.0]], ['2, k, 14', [0.00797802, -1.33893, 1.0]], ['2, k, 15', [-0.0113683, -1.37948, 1.0]], ['2, k, 16', [0.26871, -0.652038, 1.0]], ['2, k, 17', [0.334323, -0.93928, 1.0]], ['2, k, 18', [0.373329, -1.19845, 1.0]], ['2, k, 19', [0.373128, -1.24498, 1.0]], ['2, k, 20', [0.203746, -0.175226, 1.0]], ['2, k, 21', [-0.170025, -0.0777239, 1.0]], ['2, k, 22', [-0.220287, -0.0757667, 1.0]], ['2, k, 23', [0.533223, -0.0841489, 1.0]], ['2, k, 24', [0.467915, -0.0929244, 1.0]]]
[['2, k, 0', [0.202963, -0.668379, 1.0]], ['2, k, 1', [0.206076, -0.380933, 1.0]], ['2, k, 2', [0.20574, -0.104997, 1.0]], ['2, k, 3', [0.209649, 0.0396638, 1.0]], ['2, k, 4', [0.068396, -0.216145, 1.0]], ['2, k, 5', [-0.0758003, -0.16041, 1.0]], ['2, k, 6', [-0.176185, -0.108951, 1.0]], ['2, k, 7', [-0.207557, -0.0861282, 1.0]], ['2, k, 8', [0.377007, -0.210254, 1.0]], ['2, k, 9', [0.466612, -0.184261, 1.0]], ['2, k, 10', [0.496982, -0.178891, 1.0]], ['2, k, 11', [0.480546, -0.111287, 1.0]], ['2, k, 12', [0.132583, -0.66261, 1.0]], ['2, k, 13', [0.0620852, -0.98938, 1.0]], ['2, k, 14', [0.00896055, -1.34318, 1.0]], ['2, k, 15', [-0.0129166, -1.38208, 1.0]], ['2, k, 16', [0.266627, -0.65603, 1.0]], ['2, k, 17', [0.332036, -0.941473, 1.0]], ['2, k, 18', [0.373913, -1.19986, 1.0]], ['2, k, 19', [0.371158, -1.24734, 1.0]], ['2, k, 20', [0.204896, -0.174164, 1.0]], ['2, k, 21', [-0.204344, -0.0817124, 1.0]], ['2, k, 22', [-0.252152, -0.0691792, 1.0]], ['2, k, 23', [0.48964, -0.0962635, 1.0]], ['2, k, 24', [0.421442, -0.104482, 1.0]]]
[['2, k, 0', [0.201078, -0.672064, 1.0]], ['2, k, 1', [0.206405, -0.382307, 1.0]], ['2, k, 2', [0.2087, -0.103882, 1.0]], ['2, k, 3', [0.217083, 0.0374032, 1.0]], ['2, k, 4', [0.0686695, -0.219806, 1.0]], ['2, k, 5', [-0.0848901, -0.166848, 1.0]], ['2, k, 6', [-0.174621, -0.109649, 1.0]], ['2, k, 7', [-0.225309, -0.0945917, 1.0]], ['2, k, 8', [0.375946, -0.214311, 1.0]], ['2, k, 9', [0.456728, -0.187985, 1.0]], ['2, k, 10', [0.468447, -0.160642, 1.0]], ['2, k, 11', [0.446393, -0.119551, 1.0]], ['2, k, 12', [0.131076, -0.665792, 1.0]], ['2, k, 13', [0.061362, -0.99008, 1.0]], ['2, k, 14', [0.0106869, -1.34448, 1.0]], ['2, k, 15', [-0.00957, -1.38328, 1.0]], ['2, k, 16', [0.264933, -0.659881, 1.0]], ['2, k, 17', [0.330138, -0.945229, 1.0]], ['2, k, 18', [0.374004, -1.20269, 1.0]], ['2, k, 19', [0.373016, -1.25079, 1.0]], ['2, k, 20', [0.20713, -0.173658, 1.0]], ['2, k, 21', [-0.228226, -0.0937494, 1.0]], ['2, k, 22', [-0.277371, -0.0742461, 1.0]], ['2, k, 23', [0.455876, -0.103179, 1.0]], ['2, k, 24', [0.374256, -0.112257, 1.0]]]
[['2, k, 0', [0.199837, -0.674756, 1.0]], ['2, k, 1', [0.20675, -0.383414, 1.0]], ['2, k, 2', [0.211362, -0.10247, 1.0]], ['2, k, 3', [0.222141, 0.0356382, 1.0]], ['2, k, 4', [0.0692246, -0.220429, 1.0]], ['2, k, 5', [-0.0904436, -0.170129, 1.0]], ['2, k, 6', [-0.19067, -0.114476, 1.0]], ['2, k, 7', [-0.239669, -0.103499, 1.0]], ['2, k, 8', [0.375563, -0.216476, 1.0]], ['2, k, 9', [0.442269, -0.203835, 1.0]], ['2, k, 10', [0.461005, -0.166988, 1.0]], ['2, k, 11', [0.435412, -0.125249, 1.0]], ['2, k, 12', [0.129467, -0.668844, 1.0]], ['2, k, 13', [0.0610008, -0.990057, 1.0]], ['2, k, 14', [0.01114, -1.34479, 1.0]], ['2, k, 15', [-0.00851297, -1.38333, 1.0]], ['2, k, 16', [0.263853, -0.663175, 1.0]], ['2, k, 17', [0.329292, -0.945722, 1.0]], ['2, k, 18', [0.373873, -1.20343, 1.0]], ['2, k, 19', [0.373355, -1.25066, 1.0]], ['2, k, 20', [0.209277, -0.172869, 1.0]], ['2, k, 21', [-0.240519, -0.104714, 1.0]], ['2, k, 22', [-0.290983, -0.0937354, 1.0]], ['2, k, 23', [0.444485, -0.109061, 1.0]], ['2, k, 24', [0.367204, -0.117587, 1.0]]]
