[['2, k, 0', [-0.100588, -0.234976, 1.0]], ['2, k, 1', [-0.0995235, 0.0878774, 1.0]], ['2, k, 2', [-0.0979055, 0.401387, 1.0]], ['2, k, 3', [-0.143377, 0.555191, 1.0]], ['2, k, 4', [-0.298911, 0.277185, 1.0]], ['2, k, 5', [-0.400004, 0.0752176, 1.0]], ['2, k, 6', [-0.436701, -0.0828374, 1.0]], ['2, k, 7', [-0.426033, -0.148903, 1.0]], ['2, k, 8', [0.0621831, 0.289834, 1.0]], ['2, k, 9', [0.192296, 0.112389, 1.0]], ['2, k, 10', [0.0457824, 0.139374, 1.0]], ['2, k, 11', [-0.023022, 0.102601, 1.0]], ['2, k, 12', [-0.181511, -0.234225, 1.0]], ['2, k, 13', [-0.236389, -0.648112, 1.0]], ['2, k, 14', [-0.298738, -1.0169, 1.0]], ['2, k, 15', [-0.309082, -1.06934, 1.0]], ['2, k, 16', [-0.0165857, -0.228608, 1.0]], ['2, k, 17', [0.0543276, -0.619962, 1.0]], ['2, k, 18', [0.0905823, -1.00512, 1.0]], ['2, k, 19', [0.127686, -1.06152, 1.0]], ['2, k, 20', [-0.0984074, 0.324328, 1.0]], ['2, k, 21', [-0.399428, -0.181203, 1.0]], ['2, k, 22', [-0.370248, -0.171829, 1.0]], ['2, k, 23', [-0.0303092, 0.106103, 1.0]], ['2, k, 24', [-0.0301716, 0.118332, 1.0]]]
[['2, k, 0', [-0.122601, -0.194683, 1.0]], ['2, k, 1', [-0.126079, 0.120217, 1.0]], ['2, k, 2', [-0.128647, 0.423341, 1.0]], ['2, k, 3', [-0.132089, 0.577747, 1.0]], ['2, k, 4', [-0.296535, 0.380933, 1.0]], ['2, k, 5', [-0.411152, 0.535743, 1.0]], ['2, k, 6', [-0.451729, 0.699069, 1.0]], ['2, k, 7', [-0.450132, 0.790088, 1.0]], ['2, k, 8', [0.0422168, 0.366139, 1.0]], ['2, k, 9', [0.146292, 0.548461, 1.0]], ['2, k, 10', [0.184311, 0.702679, 1.0]], ['2, k, 11', [0.18425, 0.80896, 1.0]], ['2, k, 12', [-0.21023, -0.191839, 1.0]], ['2, k, 13', [-0.249074, -0.616384, 1.0]], ['2, k, 14', [-0.288451, -0.998359, 1.0]], ['2, k, 15', [-0.311485, -1.06935, 1.0]], ['2, k, 16', [-0.0311948, -0.19157, 1.0]], ['2, k, 17', [0.0442885, -0.608317, 1.0]], ['2, k, 18', [0.0931595, -1.00537, 1.0]], ['2, k, 19', [0.132487, -1.06161, 1.0]], ['2, k, 20', [-0.128175, 0.349448, 1.0]], ['2, k, 21', [-0.427861, 0.824729, 1.0]], ['2, k, 22', [-0.368411, 0.805045, 1.0]], ['2, k, 23', [0.174087, 0.842441, 1.0]], ['2, k, 24', [0.109972, 0.813212, 1.0]]]
[['2, k, 0', [-0.121845, -0.197524, 1.0]], ['2, k, 1', [-0.126234, 0.118939, 1.0]], ['2, k, 2', [-0.12889, 0.423372, 1.0]], ['2, k, 3', [-0.132764, 0.577074, 1.0]], ['2, k, 4', [-0.295589, 0.372027, 1.0]], ['2, k, 5', [-0.412029, 0.511165, 1.0]], ['2, k, 6', [-0.454763, 0.668911, 1.0]], ['2, k, 7', [-0.451218, 0.74436, 1.0]], ['2, k, 8', [0.0419185, 0.364416, 1.0]], ['2, k, 9', [0.150397, 0.530432, 1.0]], ['2, k, 10', [0.184737, 0.678194, 1.0]], ['2, k, 11', [0.182969, 0.753452, 1.0]], ['2, k, 12', [-0.209672, -0.194852, 1.0]], ['2, k, 13', [-0.248449, -0.619125, 1.0]], ['2, k, 14', [-0.287821, -1.00014, 1.0]], ['2, k, 15', [-0.31149, -1.0701, 1.0]], ['2, k, 16', [-0.0302754, -0.194156, 1.0]], ['2, k, 17', [0.0451507, -0.614619, 1.0]], ['2, k, 18', [0.0931196, -1.0051, 1.0]], ['2, k, 19', [0.132604, -1.06183, 1.0]], ['2, k, 20', [-0.128451, 0.349286, 1.0]], ['2, k, 21', [-0.41322, 0.775326, 1.0]], ['2, k, 22', [-0.374791, 0.736148, 1.0]], ['2, k, 23', [0.167254, 0.783253, 1.0]], ['2, k, 24', [0.10474, 0.75466, 1.0]]]
[['2, k, 0', [-0.12027, -0.200756, 1.0]], ['2, k, 1', [-0.125681, 0.117485, 1.0]], ['2, k, 2', [-0.128932, 0.42339, 1.0]], ['2, k, 3', [-0.133208, 0.576229, 1.0]], ['2, k, 4', [-0.29476, 0.361281, 1.0]], ['2, k, 5', [-0.413414, 0.478343, 1.0]], ['2, k, 6', [-0.453195, 0.633731, 1.0]], ['2, k, 7', [-0.451299, 0.693372, 1.0]], ['2, k, 8', [0.0415712, 0.362657, 1.0]], ['2, k, 9', [0.151672, 0.506653, 1.0]], ['2, k, 10', [0.184925, 0.638404, 1.0]], ['2, k, 11', [0.179323, 0.692379, 1.0]], ['2, k, 12', [-0.207678, -0.19859, 1.0]], ['2, k, 13', [-0.247835, -0.622583, 1.0]], ['2, k, 14', [-0.287615, -1.0003, 1.0]], ['2, k, 15', [-0.31136, -1.07067, 1.0]], ['2, k, 16', [-0.0291697, -0.196839, 1.0]], ['2, k, 17', [0.0450902, -0.615359, 1.0]], ['2, k, 18', [0.0931699, -1.00506, 1.0]], ['2, k, 19', [0.132246, -1.06169, 1.0]], ['2, k, 20', [-0.128455, 0.349095, 1.0]], ['2, k, 21', [-0.423042, 0.708889, 1.0]], ['2, k, 22', [-0.4005, 0.668696, 1.0]], ['2, k, 23', [0.156036, 0.719934, 1.0]], ['2, k, 24', [0.109962, 0.68643, 1.0]]]
[['2, k, 0', [-0.119059, -0.203755, 1.0]], ['2, k, 1', [-0.124948, 0.115134, 1.0]], ['2, k, 2', [-0.12899, 0.422887, 1.0]], ['2, k, 3', [-0.133571, 0.575092, 1.0]], ['2, k, 4', [-0.294367, 0.352834, 1.0]], ['2, k, 5', [-0.429474, 0.454438, 1.0]], ['2, k, 6', [-0.450936, 0.569718, 1.0]], ['2, k, 7', [-0.45035, 0.629726, 1.0]], ['2, k, 8', [0.0405561, 0.358569, 1.0]], ['2, k, 9', [0.149862, 0.480176, 1.0]], ['2, k, 10', [0.183625, 0.580283, 1.0]], ['2, k, 11', [0.175002, 0.622723, 1.0]], ['2, k, 12', [-0.206741, -0.202226, 1.0]], ['2, k, 13', [-0.247302, -0.624465, 1.0]], ['2, k, 14', [-0.287104, -1.00107, 1.0]], ['2, k, 15', [-0.31137, -1.07065, 1.0]], ['2, k, 16', [-0.0277732, -0.199176, 1.0]], ['2, k, 17', [0.0451159, -0.618331, 1.0]], ['2, k, 18', [0.0943176, -1.00627, 1.0]], ['2, k, 19', [0.131913, -1.06192, 1.0]], ['2, k, 20', [-0.128326, 0.347966, 1.0]], ['2, k, 21', [-0.432159, 0.654075, 1.0]], ['2, k, 22', [-0.366287, 0.615669, 1.0]], ['2, k, 23', [0.148762, 0.642373, 1.0]], ['2, k, 24', [0.113769, 0.612316, 1.0]]]
[['2, k, 0', [-0.11814, -0.209987, 1.0]], ['2, k, 1', [-0.124547, 0.112748, 1.0]], ['2, k, 2', [-0.129008, 0.422831, 1.0]], ['2, k, 3', [-0.13479, 0.573604, 1.0]], ['2, k, 4', [-0.295114, 0.338988, 1.0]], ['2, k, 5', [-0.407967, 0.401763, 1.0]], ['2, k, 6', [-0.455043, 0.508321, 1.0]], ['2, k, 7', [-0.452859, 0.563011, 1.0]], ['2, k, 8', [0.0396335, 0.351231, 1.0]], ['2, k, 9', [0.137537, 0.42279, 1.0]], ['2, k, 10', [0.182542, 0.500786, 1.0]], ['2, k, 11', [0.177559, 0.548337, 1.0]], ['2, k, 12', [-0.205271, -0.208825, 1.0]], ['2, k, 13', [-0.247031, -0.625041, 1.0]], ['2, k, 14', [-0.286974, -1.0016, 1.0]], ['2, k, 15', [-0.31133, -1.07002, 1.0]], ['2, k, 16', [-0.027473, -0.204862, 1.0]], ['2, k, 17', [0.0451946, -0.620848, 1.0]], ['2, k, 18', [0.0941474, -1.00629, 1.0]], ['2, k, 19', [0.132625, -1.06203, 1.0]], ['2, k, 20', [-0.128273, 0.347497, 1.0]], ['2, k, 21', [-0.459007, 0.590958, 1.0]], ['2, k, 22', [-0.403075, 0.547577, 1.0]], ['2, k, 23', [0.143849, 0.564011, 1.0]], ['2, k, 24', [0.141718, 0.517726, 1.0]]]
[['2, k, 0', [-0.116512, -0.219123, 1.0]], ['2, k, 1', [-0.124621, 0.106633, 1.0]], ['2, k, 2', [-0.130193, 0.420854, 1.0]], ['2, k, 3', [-0.139727, 0.566324, 1.0]], ['2, k, 4', [-0.29494, 0.334149, 1.0]], ['2, k, 5', [-0.412585, 0.374984, 1.0]], ['2, k, 6', [-0.453635, 0.425962, 1.0]], ['2, k, 7', [-0.455093, 0.480229, 1.0]], ['2, k, 8', [0.0375158, 0.344725, 1.0]], ['2, k, 9', [0.109002, 0.388042, 1.0]], ['2, k, 10', [0.155794, 0.423691, 1.0]], ['2, k, 11', [0.176, 0.466517, 1.0]], ['2, k, 12', [-0.202982, -0.218422, 1.0]], ['2, k, 13', [-0.246083, -0.62746, 1.0]], ['2, k, 14', [-0.287027, -1.0014, 1.0]], ['2, k, 15', [-0.311487, -1.06972, 1.0]], ['2, k, 16', [-0.0265234, -0.213249, 1.0]], ['2, k, 17', [0.0453439, -0.622535, 1.0]], ['2, k, 18', [0.0923191, -1.00563, 1.0]], ['2, k, 19', [0.132451, -1.06208, 1.0]], ['2, k, 20', [-0.129295, 0.344287, 1.0]], ['2, k, 21', [-0.453743, 0.504377, 1.0]], ['2, k, 22', [-0.403649, 0.471611, 1.0]], ['2, k, 23', [0.16965, 0.478103, 1.0]], ['2, k, 24', [0.135148, 0.446638, 1.0]]]
[['2, k, 0', [-0.116239, -0.219862, 1.0]], ['2, k, 1', [-0.124167, 0.105091, 1.0]], ['2, k, 2', [-0.129891, 0.419151, 1.0]], ['2, k, 3', [-0.140725, 0.575786, 1.0]], ['2, k, 4', [-0.294465, 0.334198, 1.0]], ['2, k, 5', [-0.422604, 0.333415, 1.0]], ['2, k, 6', [-0.446688, 0.351816, 1.0]], ['2, k, 7', [-0.453566, 0.400218, 1.0]], ['2, k, 8', [0.0376062, 0.343742, 1.0]], ['2, k, 9', [0.107509, 0.368847, 1.0]], ['2, k, 10', [0.153906, 0.354782, 1.0]], ['2, k, 11', [0.173758, 0.380767, 1.0]], ['2, k, 12', [-0.202014, -0.219553, 1.0]], ['2, k, 13', [-0.245904, -0.627883, 1.0]], ['2, k, 14', [-0.286681, -1.00166, 1.0]], ['2, k, 15', [-0.311484, -1.06973, 1.0]], ['2, k, 16', [-0.0269398, -0.213606, 1.0]], ['2, k, 17', [0.0455042, -0.623115, 1.0]], ['2, k, 18', [0.0923467, -1.0048, 1.0]], ['2, k, 19', [0.132816, -1.0618, 1.0]], ['2, k, 20', [-0.128892, 0.342479, 1.0]], ['2, k, 21', [-0.440752, 0.416261, 1.0]], ['2, k, 22', [-0.400992, 0.383586, 1.0]], ['2, k, 23', [0.208849, 0.381487, 1.0]], ['2, k, 24', [0.135693, 0.371367, 1.0]]]
[['2, k, 0', [-0.114388, -0.274837, 1.0]], ['2, k, 1', [-0.128028, 0.0981855, 1.0]], ['2, k, 2', [-0.142922, 0.433739, 1.0]], ['2, k, 3', [-0.140587, 0.580786, 1.0]], ['2, k, 4', [-0.280574, 0.284322, 1.0]], ['2, k, 5', [-0.370211, 0.305066, 1.0]], ['2, k, 6', [-0.421613, 0.295024, 1.0]], ['2, k, 7', [-0.450347, 0.319408, 1.0]], ['2, k, 8', [0.0279412, 0.271135, 1.0]], ['2, k, 9', [0.098854, 0.294615, 1.0]], ['2, k, 10', [0.144039, 0.281468, 1.0]], ['2, k, 11', [0.166801, 0.291691, 1.0]], ['2, k, 12', [-0.200903, -0.274909, 1.0]], ['2, k, 13', [-0.248066, -0.650433, 1.0]], ['2, k, 14', [-0.286909, -1.00217, 1.0]], ['2, k, 15', [-0.311398, -1.06979, 1.0]], ['2, k, 16', [-0.0244729, -0.266615, 1.0]], ['2, k, 17', [0.0496405, -0.642472, 1.0]], ['2, k, 18', [0.0924914, -1.00444, 1.0]], ['2, k, 19', [0.132086, -1.06176, 1.0]], ['2, k, 20', [-0.136473, 0.348084, 1.0]], ['2, k, 21', [-0.439429, 0.342514, 1.0]], ['2, k, 22', [-0.401041, 0.298737, 1.0]], ['2, k, 23', [0.172894, 0.288557, 1.0]], ['2, k, 24', [0.127288, 0.270737, 1.0]]]
[['2, k, 0', [-0.112534, -0.261929, 1.0]], ['2, k, 1', [-0.125893, 0.0946582, 1.0]], ['2, k, 2', [-0.13816, 0.42582, 1.0]], ['2, k, 3', [-0.142008, 0.572152, 1.0]], ['2, k, 4', [-0.273058, 0.353252, 1.0]], ['2, k, 5', [-0.361347, 0.305222, 1.0]], ['2, k, 6', [-0.40317, 0.262607, 1.0]], ['2, k, 7', [-0.440975, 0.233013, 1.0]], ['2, k, 8', [0.0192236, 0.368043, 1.0]], ['2, k, 9', [0.0716263, 0.300116, 1.0]], ['2, k, 10', [0.162579, 0.25303, 1.0]], ['2, k, 11', [0.168738, 0.206325, 1.0]], ['2, k, 12', [-0.195724, -0.260847, 1.0]], ['2, k, 13', [-0.247979, -0.652524, 1.0]], ['2, k, 14', [-0.287011, -1.00194, 1.0]], ['2, k, 15', [-0.311428, -1.06984, 1.0]], ['2, k, 16', [-0.0255773, -0.254575, 1.0]], ['2, k, 17', [0.0493163, -0.648683, 1.0]], ['2, k, 18', [0.0922846, -1.00363, 1.0]], ['2, k, 19', [0.132092, -1.0617, 1.0]], ['2, k, 20', [-0.134227, 0.343783, 1.0]], ['2, k, 21', [-0.451863, 0.256239, 1.0]], ['2, k, 22', [-0.373477, 0.225329, 1.0]], ['2, k, 23', [0.189873, 0.193233, 1.0]], ['2, k, 24', [0.0875952, 0.203263, 1.0]]]
[['2, k, 0', [-0.112598, -0.2449, 1.0]], ['2, k, 1', [-0.125522, 0.0939994, 1.0]], ['2, k, 2', [-0.135432, 0.414957, 1.0]], ['2, k, 3', [-0.142215, 0.564335, 1.0]], ['2, k, 4', [-0.280715, 0.333046, 1.0]], ['2, k, 5', [-0.363359, 0.249478, 1.0]], ['2, k, 6', [-0.402814, 0.189473, 1.0]], ['2, k, 7', [-0.441526, 0.148629, 1.0]], ['2, k, 8', [0.0230681, 0.318521, 1.0]], ['2, k, 9', [0.138854, 0.260024, 1.0]], ['2, k, 10', [0.177294, 0.196096, 1.0]], ['2, k, 11', [0.175148, 0.122462, 1.0]], ['2, k, 12', [-0.196756, -0.241808, 1.0]], ['2, k, 13', [-0.248116, -0.650574, 1.0]], ['2, k, 14', [-0.286341, -1.00196, 1.0]], ['2, k, 15', [-0.311458, -1.06962, 1.0]], ['2, k, 16', [-0.0250116, -0.240514, 1.0]], ['2, k, 17', [0.0499384, -0.646485, 1.0]], ['2, k, 18', [0.0920091, -1.00252, 1.0]], ['2, k, 19', [0.131779, -1.06179, 1.0]], ['2, k, 20', [-0.132747, 0.337166, 1.0]], ['2, k, 21', [-0.447924, 0.172376, 1.0]], ['2, k, 22', [-0.406107, 0.152783, 1.0]], ['2, k, 23', [0.171727, 0.104487, 1.0]], ['2, k, 24', [0.121897, 0.113785, 1.0]]]
[['2, k, 0', [-0.112834, -0.244456, 1.0]], ['2, k, 1', [-0.125559, 0.0932575, 1.0]], ['2, k, 2', [-0.135457, 0.413968, 1.0]], ['2, k, 3', [-0.142477, 0.564266, 1.0]], ['2, k, 4', [-0.284363, 0.313734, 1.0]], ['2, k, 5', [-0.418303, 0.169339, 1.0]], ['2, k, 6', [-0.451254, 0.106186, 1.0]], ['2, k, 7', [-0.443302, 0.0662135, 1.0]], ['2, k, 8', [0.0229229, 0.318262, 1.0]], ['2, k, 9', [0.105409, 0.210979, 1.0]], ['2, k, 10', [0.159574, 0.128696, 1.0]], ['2, k, 11', [0.178966, 0.0424165, 1.0]], ['2, k, 12', [-0.197168, -0.241801, 1.0]], ['2, k, 13', [-0.24749, -0.649293, 1.0]], ['2, k, 14', [-0.286535, -1.00376, 1.0]], ['2, k, 15', [-0.311682, -1.06974, 1.0]], ['2, k, 16', [-0.02509, -0.23914, 1.0]], ['2, k, 17', [0.0500584, -0.645439, 1.0]], ['2, k, 18', [0.092136, -1.00297, 1.0]], ['2, k, 19', [0.131421, -1.06166, 1.0]], ['2, k, 20', [-0.13284, 0.335924, 1.0]], ['2, k, 21', [-0.477361, 0.0833142, 1.0]], ['2, k, 22', [-0.397334, 0.0421991, 1.0]], ['2, k, 23', [0.197557, 0.0246974, 1.0]], ['2, k, 24', [0.132433, 0.036302, 1.0]]]
[['2, k, 0', [-0.11259, -0.244958, 1.0]], ['2, k, 1', [-0.124285, 0.0909983, 1.0]], ['2, k, 2', [-0.133785, 0.412187, 1.0]], ['2, k, 3', [-0.143239, 0.563024, 1.0]], ['2, k, 4', [-0.294903, 0.302506, 1.0]], ['2, k, 5', [-0.418081, 0.119942, 1.0]], ['2, k, 6', [-0.46742, 0.0369424, 1.0]], ['2, k, 7', [-0.436498, -0.0182478, 1.0]], ['2, k, 8', [0.0236708, 0.315853, 1.0]], ['2, k, 9', [0.108199, 0.188806, 1.0]], ['2, k, 10', [0.160639, 0.0663548, 1.0]], ['2, k, 11', [0.182277, -0.0325711, 1.0]], ['2, k, 12', [-0.19688, -0.24318, 1.0]], ['2, k, 13', [-0.247266, -0.649382, 1.0]], ['2, k, 14', [-0.285566, -1.00782, 1.0]], ['2, k, 15', [-0.311959, -1.06954, 1.0]], ['2, k, 16', [-0.0249029, -0.239269, 1.0]], ['2, k, 17', [0.0498946, -0.645778, 1.0]], ['2, k, 18', [0.0919625, -1.00278, 1.0]], ['2, k, 19', [0.131836, -1.06216, 1.0]], ['2, k, 20', [-0.131326, 0.333821, 1.0]], ['2, k, 21', [-0.436843, -0.0140253, 1.0]], ['2, k, 22', [-0.390225, -0.0491932, 1.0]], ['2, k, 23', [0.193747, -0.0562401, 1.0]], ['2, k, 24', [0.12699, -0.0392807, 1.0]]]
[['2, k, 0', [-0.112882, -0.245704, 1.0]], ['2, k, 1', [-0.124165, 0.0882027, 1.0]], ['2, k, 2', [-0.133253, 0.4092, 1.0]], ['2, k, 3', [-0.143764, 0.561388, 1.0]], ['2, k, 4', [-0.302221, 0.293839, 1.0]], ['2, k, 5', [-0.416209, 0.116861, 1.0]], ['2, k, 6', [-0.450022, -0.0161927, 1.0]], ['2, k, 7', [-0.433511, -0.0937455, 1.0]], ['2, k, 8', [0.0275369, 0.309112, 1.0]], ['2, k, 9', [0.110018, 0.157441, 1.0]], ['2, k, 10', [0.160577, -0.000728633, 1.0]], ['2, k, 11', [0.187495, -0.100045, 1.0]], ['2, k, 12', [-0.196494, -0.244913, 1.0]], ['2, k, 13', [-0.24427, -0.653217, 1.0]], ['2, k, 14', [-0.289979, -1.02171, 1.0]], ['2, k, 15', [-0.312241, -1.07188, 1.0]], ['2, k, 16', [-0.0258615, -0.239652, 1.0]], ['2, k, 17', [0.0494774, -0.639727, 1.0]], ['2, k, 18', [0.0925728, -0.978474, 1.0]], ['2, k, 19', [0.119581, -1.04536, 1.0]], ['2, k, 20', [-0.130948, 0.330631, 1.0]], ['2, k, 21', [-0.434048, -0.105035, 1.0]], ['2, k, 22', [-0.382994, -0.123057, 1.0]], ['2, k, 23', [0.191713, -0.130311, 1.0]], ['2, k, 24', [0.126337, -0.108025, 1.0]]]
[['2, k, 0', [-0.112734, -0.247953, 1.0]], ['2, k, 1', [-0.123816, 0.0849478, 1.0]], ['2, k, 2', [-0.133022, 0.406285, 1.0]], ['2, k, 3', [-0.144447, 0.558111, 1.0]], ['2, k, 4', [-0.305668, 0.286881, 1.0]], ['2, k, 5', [-0.399185, 0.0917259, 1.0]], ['2, k, 6', [-0.449646, -0.079756, 1.0]], ['2, k, 7', [-0.429882, -0.161074, 1.0]], ['2, k, 8', [0.0325211, 0.303591, 1.0]], ['2, k, 9', [0.145312, 0.123348, 1.0]], ['2, k, 10', [0.197801, -0.0924033, 1.0]], ['2, k, 11', [0.197092, -0.157651, 1.0]], ['2, k, 12', [-0.196656, -0.247464, 1.0]], ['2, k, 13', [-0.244074, -0.654288, 1.0]], ['2, k, 14', [-0.290719, -1.01779, 1.0]], ['2, k, 15', [-0.31227, -1.07137, 1.0]], ['2, k, 16', [-0.0254376, -0.24148, 1.0]], ['2, k, 17', [0.0488727, -0.639062, 1.0]], ['2, k, 18', [0.0947472, -0.980762, 1.0]], ['2, k, 19', [0.121678, -1.04573, 1.0]], ['2, k, 20', [-0.130737, 0.327505, 1.0]], ['2, k, 21', [-0.419415, -0.180144, 1.0]], ['2, k, 22', [-0.372207, -0.172411, 1.0]], ['2, k, 23', [0.193958, -0.198528, 1.0]], ['2, k, 24', [0.148442, -0.19926, 1.0]]]
[['2, k, 0', [-0.109244, -0.25183, 1.0]], ['2, k, 1', [-0.122085, 0.0810384, 1.0]], ['2, k, 2', [-0.132978, 0.40283, 1.0]], ['2, k, 3', [-0.145077, 0.55538, 1.0]], ['2, k, 4', [-0.308019, 0.282135, 1.0]], ['2, k, 5', [-0.396181, 0.066678, 1.0]], ['2, k, 6', [-0.437433, -0.1296, 1.0]], ['2, k, 7', [-0.432315, -0.206246, 1.0]], ['2, k, 8', [0.0358416, 0.299115, 1.0]], ['2, k, 9', [0.148552, 0.0911972, 1.0]], ['2, k, 10', [0.205484, -0.143987, 1.0]], ['2, k, 11', [0.196568, -0.215385, 1.0]], ['2, k, 12', [-0.194197, -0.252362, 1.0]], ['2, k, 13', [-0.24389, -0.652018, 1.0]], ['2, k, 14', [-0.289366, -1.01493, 1.0]], ['2, k, 15', [-0.312045, -1.07112, 1.0]], ['2, k, 16', [-0.0207203, -0.244289, 1.0]], ['2, k, 17', [0.0490178, -0.639433, 1.0]], ['2, k, 18', [0.0905956, -0.985669, 1.0]], ['2, k, 19', [0.12838, -1.05093, 1.0]], ['2, k, 20', [-0.130333, 0.323906, 1.0]], ['2, k, 21', [-0.415473, -0.242222, 1.0]], ['2, k, 22', [-0.371833, -0.233778, 1.0]], ['2, k, 23', [0.195401, -0.256657, 1.0]], ['2, k, 24', [0.117375, -0.231281, 1.0]]]
[['2, k, 0', [-0.10908, -0.25639, 1.0]], ['2, k, 1', [-0.122027, 0.0760851, 1.0]], ['2, k, 2', [-0.133347, 0.398057, 1.0]], ['2, k, 3', [-0.144876, 0.55077, 1.0]], ['2, k, 4', [-0.309907, 0.28067, 1.0]], ['2, k, 5', [-0.39234, 0.0332617, 1.0]], ['2, k, 6', [-0.438318, -0.182633, 1.0]], ['2, k, 7', [-0.42694, -0.25705, 1.0]], ['2, k, 8', [0.0389391, 0.29429, 1.0]], ['2, k, 9', [0.146678, 0.0562166, 1.0]], ['2, k, 10', [0.209248, -0.192953, 1.0]], ['2, k, 11', [0.198823, -0.263116, 1.0]], ['2, k, 12', [-0.194589, -0.258623, 1.0]], ['2, k, 13', [-0.243331, -0.651141, 1.0]], ['2, k, 14', [-0.288638, -1.01204, 1.0]], ['2, k, 15', [-0.312075, -1.07132, 1.0]], ['2, k, 16', [-0.0202143, -0.24736, 1.0]], ['2, k, 17', [0.0489927, -0.639356, 1.0]], ['2, k, 18', [0.0923057, -0.987795, 1.0]], ['2, k, 19', [0.137564, -1.05092, 1.0]], ['2, k, 20', [-0.130623, 0.319018, 1.0]], ['2, k, 21', [-0.408177, -0.297564, 1.0]], ['2, k, 22', [-0.3744, -0.277498, 1.0]], ['2, k, 23', [0.190367, -0.308845, 1.0]], ['2, k, 24', [0.110809, -0.27495, 1.0]]]
[['2, k, 0', [-0.109173, -0.260025, 1.0]], ['2, k, 1', [-0.121971, 0.0723795, 1.0]], ['2, k, 2', [-0.13328, 0.394529, 1.0]], ['2, k, 3', [-0.14508, 0.547601, 1.0]], ['2, k, 4', [-0.311348, 0.278699, 1.0]], ['2, k, 5', [-0.389178, 0.0136582, 1.0]], ['2, k, 6', [-0.437945, -0.219959, 1.0]], ['2, k, 7', [-0.424361, -0.295309, 1.0]], ['2, k, 8', [0.041776, 0.290064, 1.0]], ['2, k, 9', [0.150394, 0.0364165, 1.0]], ['2, k, 10', [0.210662, -0.222756, 1.0]], ['2, k, 11', [0.201207, -0.294746, 1.0]], ['2, k, 12', [-0.194752, -0.264335, 1.0]], ['2, k, 13', [-0.242543, -0.652171, 1.0]], ['2, k, 14', [-0.290309, -1.01092, 1.0]], ['2, k, 15', [-0.312041, -1.07132, 1.0]], ['2, k, 16', [-0.0202742, -0.249257, 1.0]], ['2, k, 17', [0.0490993, -0.640119, 1.0]], ['2, k, 18', [0.0928843, -0.989378, 1.0]], ['2, k, 19', [0.13183, -1.0604, 1.0]], ['2, k, 20', [-0.130581, 0.315409, 1.0]], ['2, k, 21', [-0.406582, -0.33952, 1.0]], ['2, k, 22', [-0.338873, -0.309254, 1.0]], ['2, k, 23', [0.190482, -0.346517, 1.0]], ['2, k, 24', [0.112629, -0.310853, 1.0]]]
[['2, k, 0', [-0.108353, -0.26157, 1.0]], ['2, k, 1', [-0.121173, 0.0692975, 1.0]], ['2, k, 2', [-0.13281, 0.389959, 1.0]], ['2, k, 3', [-0.145072, 0.544306, 1.0]], ['2, k, 4', [-0.312416, 0.276478, 1.0]], ['2, k, 5', [-0.3879, -0.00210202, 1.0]], ['2, k, 6', [-0.431931, -0.236933, 1.0]], ['2, k, 7', [-0.420581, -0.319057, 1.0]], ['2, k, 8', [0.0433193, 0.28731, 1.0]], ['2, k, 9', [0.151756, 0.0193375, 1.0]], ['2, k, 10', [0.212572, -0.241812, 1.0]], ['2, k, 11', [0.204914, -0.315697, 1.0]], ['2, k, 12', [-0.193963, -0.264944, 1.0]], ['2, k, 13', [-0.241982, -0.652999, 1.0]], ['2, k, 14', [-0.289994, -1.0111, 1.0]], ['2, k, 15', [-0.31203, -1.07124, 1.0]], ['2, k, 16', [-0.0194519, -0.251535, 1.0]], ['2, k, 17', [0.0490039, -0.640276, 1.0]], ['2, k, 18', [0.0924283, -0.988959, 1.0]], ['2, k, 19', [0.132502, -1.06054, 1.0]], ['2, k, 20', [-0.130029, 0.311181, 1.0]], ['2, k, 21', [-0.401492, -0.370791, 1.0]], ['2, k, 22', [-0.363071, -0.333809, 1.0]], ['2, k, 23', [0.186347, -0.370212, 1.0]], ['2, k, 24', [0.116347, -0.331127, 1.0]]]
[['2, k, 0', [-0.10742, -0.262754, 1.0]], ['2, k, 1', [-0.120252, 0.0664648, 1.0]], ['2, k, 2', [-0.132156, 0.385453, 1.0]], ['2, k, 3', [-0.144988, 0.539109, 1.0]], ['2, k, 4', [-0.314058, 0.272392, 1.0]], ['2, k, 5', [-0.386263, -0.00653312, 1.0]], ['2, k, 6', [-0.428171, -0.241832, 1.0]], ['2, k, 7', [-0.418195, -0.32223, 1.0]], ['2, k, 8', [0.0452723, 0.284586, 1.0]], ['2, k, 9', [0.150557, 0.0152407, 1.0]], ['2, k, 10', [0.213676, -0.252521, 1.0]], ['2, k, 11', [0.212753, -0.318681, 1.0]], ['2, k, 12', [-0.192929, -0.265534, 1.0]], ['2, k, 13', [-0.241306, -0.653259, 1.0]], ['2, k, 14', [-0.289501, -1.0113, 1.0]], ['2, k, 15', [-0.312226, -1.07067, 1.0]], ['2, k, 16', [-0.0186547, -0.253039, 1.0]], ['2, k, 17', [0.0491085, -0.646246, 1.0]], ['2, k, 18', [0.0924927, -0.989047, 1.0]], ['2, k, 19', [0.132058, -1.06085, 1.0]], ['2, k, 20', [-0.129308, 0.307085, 1.0]], ['2, k, 21', [-0.39804, -0.384526, 1.0]], ['2, k, 22', [-0.359704, -0.34046, 1.0]], ['2, k, 23', [0.212291, -0.377653, 1.0]], ['2, k, 24', [0.160907, -0.341936, 1.0]]]
