[['2, k, 0', [0.0237545, -0.248075, 1.0]], ['2, k, 1', [0.0253501, -0.0407596, 1.0]], ['2, k, 2', [0.0268565, 0.163797, 1.0]], ['2, k, 3', [0.0374738, 0.299509, 1.0]], ['2, k, 4', [-0.106866, 0.0774174, 1.0]], ['2, k, 5', [-0.172252, -0.109503, 1.0]], ['2, k, 6', [-0.179079, -0.289913, 1.0]], ['2, k, 7', [-0.195105, -0.352558, 1.0]], ['2, k, 8', [0.173464, 0.0735834, 1.0]], ['2, k, 9', [0.249249, -0.11306, 1.0]], ['2, k, 10', [0.280879, -0.248946, 1.0]], ['2, k, 11', [0.290918, -0.317113, 1.0]], ['2, k, 12', [-0.0399754, -0.245307, 1.0]], ['2, k, 13', [-0.139775, -0.366935, 1.0]], ['2, k, 14', [0.28308, -0.372477, 1.0]], ['2, k, 15', [0.159711, -0.3703, 1.0]], ['2, k, 16', [0.0871181, -0.247035, 1.0]], ['2, k, 17', [0.263186, -0.13028, 1.0]], ['2, k, 18', [0.318545, -0.367132, 1.0]], ['2, k, 19', [0.194851, -0.365738, 1.0]], ['2, k, 20', [0.0264956, 0.113031, 1.0]], ['2, k, 21', [-0.216361, -0.393919, 1.0]], ['2, k, 22', [-0.226117, -0.3561, 1.0]], ['2, k, 23', [0.30605, -0.358353, 1.0]], ['2, k, 24', [0.319526, -0.315073, 1.0]]]
[['2, k, 0', [-0.0278838, -0.197962, 1.0]], ['2, k, 1', [0.0162236, -0.0149562, 1.0]], ['2, k, 2', [0.0657736, 0.16509, 1.0]], ['2, k, 3', [0.147893, 0.271542, 1.0]], ['2, k, 4', [-0.0479958, 0.169608, 1.0]], ['2, k, 5', [0.018943, 0.382843, 1.0]], ['2, k, 6', [0.0795931, 0.551202, 1.0]], ['2, k, 7', [0.087117, 0.619916, 1.0]], ['2, k, 8', [0.177593, 0.0882748, 1.0]], ['2, k, 9', [0.313658, 0.203693, 1.0]], ['2, k, 10', [0.450321, 0.351402, 1.0]], ['2, k, 11', [0.499859, 0.411325, 1.0]], ['2, k, 12', [-0.0784999, -0.184698, 1.0]], ['2, k, 13', [-0.0661584, 0.0384081, 1.0]], ['2, k, 14', [-0.131692, -0.269958, 1.0]], ['2, k, 15', [-0.119347, -0.320869, 1.0]], ['2, k, 16', [0.0297722, -0.217981, 1.0]], ['2, k, 17', [0.0848403, -0.00214195, 1.0]], ['2, k, 18', [0.0594377, -0.235555, 1.0]], ['2, k, 19', [-0.0478683, -0.22499, 1.0]], ['2, k, 20', [0.0538628, 0.120244, 1.0]], ['2, k, 21', [0.116347, 0.670472, 1.0]], ['2, k, 22', [0.112278, 0.607902, 1.0]], ['2, k, 23', [0.548344, 0.453879, 1.0]], ['2, k, 24', [0.48428, 0.448777, 1.0]]]
[['2, k, 0', [-0.0232167, -0.206534, 1.0]], ['2, k, 1', [0.0164782, -0.0158591, 1.0]], ['2, k, 2', [0.0609575, 0.168418, 1.0]], ['2, k, 3', [0.143532, 0.27621, 1.0]], ['2, k, 4', [-0.048917, 0.169257, 1.0]], ['2, k, 5', [0.0122204, 0.384049, 1.0]], ['2, k, 6', [0.0763438, 0.57453, 1.0]], ['2, k, 7', [0.0797146, 0.644302, 1.0]], ['2, k, 8', [0.175801, 0.0928684, 1.0]], ['2, k, 9', [0.309708, 0.208973, 1.0]], ['2, k, 10', [0.437192, 0.355776, 1.0]], ['2, k, 11', [0.487066, 0.416284, 1.0]], ['2, k, 12', [-0.0769262, -0.193282, 1.0]], ['2, k, 13', [-0.0597109, 0.0377889, 1.0]], ['2, k, 14', [-0.128923, -0.268908, 1.0]], ['2, k, 15', [-0.117278, -0.319858, 1.0]], ['2, k, 16', [0.039314, -0.232916, 1.0]], ['2, k, 17', [0.0819475, 0.000648252, 1.0]], ['2, k, 18', [0.0526804, -0.25432, 1.0]], ['2, k, 19', [-0.0547888, -0.253211, 1.0]], ['2, k, 20', [0.0510508, 0.121879, 1.0]], ['2, k, 21', [0.105436, 0.695914, 1.0]], ['2, k, 22', [0.104037, 0.646497, 1.0]], ['2, k, 23', [0.53592, 0.464947, 1.0]], ['2, k, 24', [0.465527, 0.430371, 1.0]]]
[['2, k, 0', [-0.021263, -0.210187, 1.0]], ['2, k, 1', [0.0193292, -0.0180872, 1.0]], ['2, k, 2', [0.0629935, 0.168841, 1.0]], ['2, k, 3', [0.138773, 0.280091, 1.0]], ['2, k, 4', [-0.0521205, 0.16275, 1.0]], ['2, k, 5', [0.00132268, 0.379784, 1.0]], ['2, k, 6', [0.0618654, 0.595591, 1.0]], ['2, k, 7', [0.0655772, 0.665878, 1.0]], ['2, k, 8', [0.180374, 0.106985, 1.0]], ['2, k, 9', [0.315878, 0.197149, 1.0]], ['2, k, 10', [0.438876, 0.381627, 1.0]], ['2, k, 11', [0.478338, 0.447062, 1.0]], ['2, k, 12', [-0.0769109, -0.194562, 1.0]], ['2, k, 13', [-0.0649276, 0.0373841, 1.0]], ['2, k, 14', [-0.126577, -0.270875, 1.0]], ['2, k, 15', [-0.115684, -0.321741, 1.0]], ['2, k, 16', [0.0403968, -0.233202, 1.0]], ['2, k, 17', [0.0781982, 0.0024972, 1.0]], ['2, k, 18', [0.0520973, -0.256304, 1.0]], ['2, k, 19', [-0.0553757, -0.255133, 1.0]], ['2, k, 20', [0.0528436, 0.121888, 1.0]], ['2, k, 21', [0.0929145, 0.717195, 1.0]], ['2, k, 22', [0.0885936, 0.656093, 1.0]], ['2, k, 23', [0.526308, 0.495045, 1.0]], ['2, k, 24', [0.463379, 0.476343, 1.0]]]
[['2, k, 0', [-0.0206399, -0.209884, 1.0]], ['2, k, 1', [0.0203755, -0.01774, 1.0]], ['2, k, 2', [0.0635506, 0.169555, 1.0]], ['2, k, 3', [0.125752, 0.282147, 1.0]], ['2, k, 4', [-0.0535998, 0.165476, 1.0]], ['2, k, 5', [-0.0216597, 0.36717, 1.0]], ['2, k, 6', [0.0471696, 0.57962, 1.0]], ['2, k, 7', [0.0460066, 0.648181, 1.0]], ['2, k, 8', [0.179857, 0.107, 1.0]], ['2, k, 9', [0.299087, 0.224217, 1.0]], ['2, k, 10', [0.429861, 0.402563, 1.0]], ['2, k, 11', [0.470823, 0.464805, 1.0]], ['2, k, 12', [-0.077026, -0.195107, 1.0]], ['2, k, 13', [-0.0420141, 0.0298919, 1.0]], ['2, k, 14', [-0.120028, -0.273304, 1.0]], ['2, k, 15', [-0.109345, -0.324127, 1.0]], ['2, k, 16', [0.0431496, -0.223183, 1.0]], ['2, k, 17', [0.0710251, 0.0098399, 1.0]], ['2, k, 18', [0.0524522, -0.253293, 1.0]], ['2, k, 19', [-0.0550142, -0.252139, 1.0]], ['2, k, 20', [0.0534209, 0.12263, 1.0]], ['2, k, 21', [0.0712562, 0.702297, 1.0]], ['2, k, 22', [0.0783089, 0.612589, 1.0]], ['2, k, 23', [0.522755, 0.514927, 1.0]], ['2, k, 24', [0.442606, 0.488911, 1.0]]]
[['2, k, 0', [-0.0177412, -0.208112, 1.0]], ['2, k, 1', [0.0213456, -0.0162622, 1.0]], ['2, k, 2', [0.0627611, 0.172204, 1.0]], ['2, k, 3', [0.117319, 0.284511, 1.0]], ['2, k, 4', [-0.0567458, 0.16788, 1.0]], ['2, k, 5', [-0.0315373, 0.373348, 1.0]], ['2, k, 6', [0.0250186, 0.589119, 1.0]], ['2, k, 7', [0.0301878, 0.658823, 1.0]], ['2, k, 8', [0.178949, 0.108823, 1.0]], ['2, k, 9', [0.294867, 0.227506, 1.0]], ['2, k, 10', [0.419945, 0.408543, 1.0]], ['2, k, 11', [0.455377, 0.467978, 1.0]], ['2, k, 12', [-0.0714789, -0.190817, 1.0]], ['2, k, 13', [-0.0614832, 0.0360834, 1.0]], ['2, k, 14', [-0.116822, -0.273433, 1.0]], ['2, k, 15', [-0.106587, -0.324253, 1.0]], ['2, k, 16', [0.0437304, -0.22211, 1.0]], ['2, k, 17', [0.063897, 0.0157285, 1.0]], ['2, k, 18', [0.05766, -0.235251, 1.0]], ['2, k, 19', [-0.0498428, -0.234205, 1.0]], ['2, k, 20', [0.0530233, 0.125019, 1.0]], ['2, k, 21', [0.0458067, 0.717755, 1.0]], ['2, k, 22', [0.0720826, 0.625516, 1.0]], ['2, k, 23', [0.507159, 0.512411, 1.0]], ['2, k, 24', [0.429114, 0.497574, 1.0]]]
[['2, k, 0', [-0.0200602, -0.201513, 1.0]], ['2, k, 1', [0.0211102, -0.0146746, 1.0]], ['2, k, 2', [0.0627795, 0.172252, 1.0]], ['2, k, 3', [0.114211, 0.28644, 1.0]], ['2, k, 4', [-0.0657536, 0.173735, 1.0]], ['2, k, 5', [-0.0379369, 0.384533, 1.0]], ['2, k, 6', [0.0166754, 0.600543, 1.0]], ['2, k, 7', [0.0166064, 0.66859, 1.0]], ['2, k, 8', [0.177215, 0.111579, 1.0]], ['2, k, 9', [0.292624, 0.265614, 1.0]], ['2, k, 10', [0.407195, 0.453759, 1.0]], ['2, k, 11', [0.45801, 0.513101, 1.0]], ['2, k, 12', [-0.0730208, -0.187932, 1.0]], ['2, k, 13', [-0.0837822, 0.0410752, 1.0]], ['2, k, 14', [-0.12701, -0.271729, 1.0]], ['2, k, 15', [-0.117873, -0.322722, 1.0]], ['2, k, 16', [0.0360523, -0.209408, 1.0]], ['2, k, 17', [0.0583183, 0.0312462, 1.0]], ['2, k, 18', [0.0531697, -0.256629, 1.0]], ['2, k, 19', [-0.0542923, -0.255427, 1.0]], ['2, k, 20', [0.0529877, 0.125233, 1.0]], ['2, k, 21', [0.0324842, 0.724807, 1.0]], ['2, k, 22', [0.0468599, 0.622489, 1.0]], ['2, k, 23', [0.4917, 0.570234, 1.0]], ['2, k, 24', [0.435104, 0.542732, 1.0]]]
[['2, k, 0', [-0.0225705, -0.198546, 1.0]], ['2, k, 1', [0.0211068, -0.0107183, 1.0]], ['2, k, 2', [0.0654256, 0.17626, 1.0]], ['2, k, 3', [0.11049, 0.289864, 1.0]], ['2, k, 4', [-0.069511, 0.17597, 1.0]], ['2, k, 5', [-0.0441235, 0.396047, 1.0]], ['2, k, 6', [0.0076318, 0.612241, 1.0]], ['2, k, 7', [0.000321496, 0.68432, 1.0]], ['2, k, 8', [0.176869, 0.112377, 1.0]], ['2, k, 9', [0.300284, 0.290809, 1.0]], ['2, k, 10', [0.405278, 0.469071, 1.0]], ['2, k, 11', [0.448384, 0.532727, 1.0]], ['2, k, 12', [-0.0762959, -0.184179, 1.0]], ['2, k, 13', [-0.0842163, 0.0449952, 1.0]], ['2, k, 14', [-0.125849, -0.268247, 1.0]], ['2, k, 15', [-0.11743, -0.319193, 1.0]], ['2, k, 16', [0.0336044, -0.208014, 1.0]], ['2, k, 17', [0.0560504, 0.0346677, 1.0]], ['2, k, 18', [0.0977119, -0.265156, 1.0]], ['2, k, 19', [-0.0100758, -0.263913, 1.0]], ['2, k, 20', [0.054768, 0.129539, 1.0]], ['2, k, 21', [0.0150754, 0.739127, 1.0]], ['2, k, 22', [0.0319389, 0.631134, 1.0]], ['2, k, 23', [0.489717, 0.584756, 1.0]], ['2, k, 24', [0.410993, 0.524188, 1.0]]]
[['2, k, 0', [-0.0246143, -0.195355, 1.0]], ['2, k, 1', [0.0175327, -0.00751972, 1.0]], ['2, k, 2', [0.0593957, 0.178978, 1.0]], ['2, k, 3', [0.0997267, 0.298528, 1.0]], ['2, k, 4', [-0.0729389, 0.176799, 1.0]], ['2, k, 5', [-0.0485202, 0.396801, 1.0]], ['2, k, 6', [-0.0138078, 0.614006, 1.0]], ['2, k, 7', [-0.01869, 0.683699, 1.0]], ['2, k, 8', [0.17582, 0.114562, 1.0]], ['2, k, 9', [0.282797, 0.273255, 1.0]], ['2, k, 10', [0.39028, 0.465162, 1.0]], ['2, k, 11', [0.428777, 0.524622, 1.0]], ['2, k, 12', [-0.0796332, -0.178095, 1.0]], ['2, k, 13', [-0.0333175, 0.0421134, 1.0]], ['2, k, 14', [-0.0996678, -0.264918, 1.0]], ['2, k, 15', [-0.0916353, -0.315941, 1.0]], ['2, k, 16', [0.0320801, -0.207258, 1.0]], ['2, k, 17', [0.0486839, 0.035052, 1.0]], ['2, k, 18', [0.0990985, -0.263236, 1.0]], ['2, k, 19', [-0.0086994, -0.262007, 1.0]], ['2, k, 20', [0.0492045, 0.132548, 1.0]], ['2, k, 21', [-0.003851, 0.737998, 1.0]], ['2, k, 22', [0.012505, 0.728285, 1.0]], ['2, k, 23', [0.471134, 0.574218, 1.0]], ['2, k, 24', [0.392826, 0.536675, 1.0]]]
[['2, k, 0', [-0.0273341, -0.193151, 1.0]], ['2, k, 1', [0.014937, -0.00502535, 1.0]], ['2, k, 2', [0.0569929, 0.181287, 1.0]], ['2, k, 3', [0.0903621, 0.301596, 1.0]], ['2, k, 4', [-0.0755301, 0.177811, 1.0]], ['2, k, 5', [-0.0543382, 0.39767, 1.0]], ['2, k, 6', [-0.0245399, 0.604354, 1.0]], ['2, k, 7', [-0.0365349, 0.673819, 1.0]], ['2, k, 8', [0.175405, 0.118492, 1.0]], ['2, k, 9', [0.280325, 0.276213, 1.0]], ['2, k, 10', [0.384215, 0.470048, 1.0]], ['2, k, 11', [0.414639, 0.533379, 1.0]], ['2, k, 12', [-0.0831816, -0.175129, 1.0]], ['2, k, 13', [-0.0394587, 0.0450361, 1.0]], ['2, k, 14', [-0.10192, -0.262773, 1.0]], ['2, k, 15', [-0.0941423, -0.313836, 1.0]], ['2, k, 16', [0.0281781, -0.205472, 1.0]], ['2, k, 17', [0.0438188, 0.0350839, 1.0]], ['2, k, 18', [0.0995037, -0.260606, 1.0]], ['2, k, 19', [-0.00829736, -0.259396, 1.0]], ['2, k, 20', [0.04666, 0.134986, 1.0]], ['2, k, 21', [-0.021254, 0.728446, 1.0]], ['2, k, 22', [0.00635278, 0.617677, 1.0]], ['2, k, 23', [0.458488, 0.58451, 1.0]], ['2, k, 24', [0.381148, 0.537627, 1.0]]]
[['2, k, 0', [-0.0281372, -0.192214, 1.0]], ['2, k, 1', [0.0149606, -0.00498343, 1.0]], ['2, k, 2', [0.0582956, 0.18012, 1.0]], ['2, k, 3', [0.0890027, 0.302568, 1.0]], ['2, k, 4', [-0.074083, 0.17726, 1.0]], ['2, k, 5', [-0.0596207, 0.396987, 1.0]], ['2, k, 6', [-0.039324, 0.580091, 1.0]], ['2, k, 7', [-0.04941, 0.643684, 1.0]], ['2, k, 8', [0.174051, 0.125695, 1.0]], ['2, k, 9', [0.283268, 0.310476, 1.0]], ['2, k, 10', [0.38803, 0.505261, 1.0]], ['2, k, 11', [0.404953, 0.554932, 1.0]], ['2, k, 12', [-0.0842446, -0.174074, 1.0]], ['2, k, 13', [-0.0448734, 0.04772, 1.0]], ['2, k, 14', [-0.103644, -0.261039, 1.0]], ['2, k, 15', [-0.0965953, -0.312267, 1.0]], ['2, k, 16', [0.0278908, -0.205231, 1.0]], ['2, k, 17', [0.0427627, 0.0354947, 1.0]], ['2, k, 18', [0.0826418, -0.25362, 1.0]], ['2, k, 19', [-0.0250356, -0.252456, 1.0]], ['2, k, 20', [0.0474284, 0.134352, 1.0]], ['2, k, 21', [-0.0380505, 0.703568, 1.0]], ['2, k, 22', [-0.00916271, 0.616767, 1.0]], ['2, k, 23', [0.440838, 0.609437, 1.0]], ['2, k, 24', [0.380444, 0.58877, 1.0]]]
[['2, k, 0', [-0.0142319, -0.167786, 1.0]], ['2, k, 1', [0.0174395, -0.000332686, 1.0]], ['2, k, 2', [0.0576677, 0.179384, 1.0]], ['2, k, 3', [0.0805393, 0.307212, 1.0]], ['2, k, 4', [-0.0733776, 0.177668, 1.0]], ['2, k, 5', [-0.0697947, 0.388934, 1.0]], ['2, k, 6', [-0.0506524, 0.565511, 1.0]], ['2, k, 7', [-0.0607429, 0.62966, 1.0]], ['2, k, 8', [0.172683, 0.129629, 1.0]], ['2, k, 9', [0.28422, 0.313236, 1.0]], ['2, k, 10', [0.382013, 0.511064, 1.0]], ['2, k, 11', [0.391492, 0.563274, 1.0]], ['2, k, 12', [-0.0754412, -0.154227, 1.0]], ['2, k, 13', [-0.0746679, 0.0769004, 1.0]], ['2, k, 14', [-0.118509, -0.235356, 1.0]], ['2, k, 15', [-0.110757, -0.288478, 1.0]], ['2, k, 16', [0.0472181, -0.178636, 1.0]], ['2, k, 17', [0.0374065, 0.0451666, 1.0]], ['2, k, 18', [0.110433, -0.250513, 1.0]], ['2, k, 19', [0.0025508, -0.249378, 1.0]], ['2, k, 20', [0.0472665, 0.134245, 1.0]], ['2, k, 21', [-0.0568594, 0.687639, 1.0]], ['2, k, 22', [-0.0232886, 0.60745, 1.0]], ['2, k, 23', [0.420558, 0.617542, 1.0]], ['2, k, 24', [0.362143, 0.58967, 1.0]]]
[['2, k, 0', [-0.0235714, -0.169192, 1.0]], ['2, k, 1', [0.0137438, 0.00284489, 1.0]], ['2, k, 2', [0.0538132, 0.182126, 1.0]], ['2, k, 3', [0.0781303, 0.308857, 1.0]], ['2, k, 4', [-0.0707451, 0.178798, 1.0]], ['2, k, 5', [-0.089529, 0.378737, 1.0]], ['2, k, 6', [-0.0847075, 0.600253, 1.0]], ['2, k, 7', [-0.0862848, 0.667364, 1.0]], ['2, k, 8', [0.169272, 0.142996, 1.0]], ['2, k, 9', [0.283272, 0.315485, 1.0]], ['2, k, 10', [0.371427, 0.516543, 1.0]], ['2, k, 11', [0.402326, 0.648128, 1.0]], ['2, k, 12', [-0.100667, -0.163013, 1.0]], ['2, k, 13', [-0.0499608, 0.0572993, 1.0]], ['2, k, 14', [-0.102664, -0.252581, 1.0]], ['2, k, 15', [-0.0978902, -0.305122, 1.0]], ['2, k, 16', [0.0438932, -0.177447, 1.0]], ['2, k, 17', [0.0337716, 0.040816, 1.0]], ['2, k, 18', [0.113075, -0.249019, 1.0]], ['2, k, 19', [0.00519853, -0.247895, 1.0]], ['2, k, 20', [0.043534, 0.137311, 1.0]], ['2, k, 21', [-0.0862207, 0.719813, 1.0]], ['2, k, 22', [-0.0616651, 0.699905, 1.0]], ['2, k, 23', [0.43856, 0.698775, 1.0]], ['2, k, 24', [0.3653, 0.669544, 1.0]]]
[['2, k, 0', [-0.0324679, -0.177791, 1.0]], ['2, k, 1', [0.00996582, 0.0022568, 1.0]], ['2, k, 2', [0.0497848, 0.182779, 1.0]], ['2, k, 3', [0.0707707, 0.311191, 1.0]], ['2, k, 4', [-0.0708431, 0.179005, 1.0]], ['2, k, 5', [-0.103685, 0.393839, 1.0]], ['2, k, 6', [-0.102696, 0.616203, 1.0]], ['2, k, 7', [-0.102461, 0.697806, 1.0]], ['2, k, 8', [0.169125, 0.143031, 1.0]], ['2, k, 9', [0.26396, 0.31596, 1.0]], ['2, k, 10', [0.349528, 0.517403, 1.0]], ['2, k, 11', [0.370261, 0.580795, 1.0]], ['2, k, 12', [-0.103358, -0.166812, 1.0]], ['2, k, 13', [-0.0431932, 0.0371321, 1.0]], ['2, k, 14', [-0.102003, -0.271366, 1.0]], ['2, k, 15', [-0.0974568, -0.323097, 1.0]], ['2, k, 16', [0.0256508, -0.198417, 1.0]], ['2, k, 17', [0.146161, -0.375375, 1.0]], ['2, k, 18', [0.248834, -0.293127, 1.0]], ['2, k, 19', [0.142758, -0.284936, 1.0]], ['2, k, 20', [0.0398024, 0.137724, 1.0]], ['2, k, 21', [-0.100768, 0.744779, 1.0]], ['2, k, 22', [-0.0718609, 0.720702, 1.0]], ['2, k, 23', [0.398458, 0.633815, 1.0]], ['2, k, 24', [0.341763, 0.6061, 1.0]]]
[['2, k, 0', [-0.0355187, -0.18498, 1.0]], ['2, k, 1', [0.00728028, 0.00133525, 1.0]], ['2, k, 2', [0.0475786, 0.183706, 1.0]], ['2, k, 3', [0.0667224, 0.311803, 1.0]], ['2, k, 4', [-0.0709589, 0.179069, 1.0]], ['2, k, 5', [-0.123074, 0.390168, 1.0]], ['2, k, 6', [-0.114641, 0.585411, 1.0]], ['2, k, 7', [-0.111912, 0.655755, 1.0]], ['2, k, 8', [0.168838, 0.143118, 1.0]], ['2, k, 9', [0.255791, 0.316585, 1.0]], ['2, k, 10', [0.333876, 0.520797, 1.0]], ['2, k, 11', [0.352911, 0.586798, 1.0]], ['2, k, 12', [-0.105487, -0.174044, 1.0]], ['2, k, 13', [-0.0414754, 0.03908, 1.0]], ['2, k, 14', [-0.100592, -0.269281, 1.0]], ['2, k, 15', [-0.0955877, -0.321715, 1.0]], ['2, k, 16', [0.0277557, -0.200485, 1.0]], ['2, k, 17', [0.191786, -0.316437, 1.0]], ['2, k, 18', [0.0518456, -0.188366, 1.0]], ['2, k, 19', [-0.0335689, -0.24069, 1.0]], ['2, k, 20', [0.0377613, 0.138289, 1.0]], ['2, k, 21', [-0.11131, 0.710577, 1.0]], ['2, k, 22', [-0.0813283, 0.701783, 1.0]], ['2, k, 23', [0.382001, 0.642602, 1.0]], ['2, k, 24', [0.339816, 0.634959, 1.0]]]
[['2, k, 0', [-0.0108711, -0.181425, 1.0]], ['2, k, 1', [0.0108777, 0.00192168, 1.0]], ['2, k, 2', [0.0449843, 0.183655, 1.0]], ['2, k, 3', [0.0549152, 0.314173, 1.0]], ['2, k, 4', [-0.0795584, 0.152837, 1.0]], ['2, k, 5', [-0.111455, 0.339364, 1.0]], ['2, k, 6', [-0.111655, 0.561708, 1.0]], ['2, k, 7', [-0.126753, 0.630761, 1.0]], ['2, k, 8', [0.173966, 0.179204, 1.0]], ['2, k, 9', [0.264369, 0.368485, 1.0]], ['2, k, 10', [0.347518, 0.573311, 1.0]], ['2, k, 11', [0.352959, 0.649315, 1.0]], ['2, k, 12', [-0.0841277, -0.175975, 1.0]], ['2, k, 13', [0.0104516, 0.0185601, 1.0]], ['2, k, 14', [-0.0803988, -0.277912, 1.0]], ['2, k, 15', [-0.060977, -0.331335, 1.0]], ['2, k, 16', [0.0621283, -0.181778, 1.0]], ['2, k, 17', [0.17566, -0.359702, 1.0]], ['2, k, 18', [0.182999, -0.584653, 1.0]], ['2, k, 19', [0.200525, -0.635986, 1.0]], ['2, k, 20', [0.0363396, 0.138365, 1.0]], ['2, k, 21', [-0.127921, 0.684762, 1.0]], ['2, k, 22', [-0.0999298, 0.621201, 1.0]], ['2, k, 23', [0.383979, 0.693189, 1.0]], ['2, k, 24', [0.322352, 0.67738, 1.0]]]
[['2, k, 0', [0.000882073, -0.184726, 1.0]], ['2, k, 1', [0.0193284, 2.6815e-05, 1.0]], ['2, k, 2', [0.0450402, 0.183336, 1.0]], ['2, k, 3', [0.0513401, 0.313786, 1.0]], ['2, k, 4', [-0.0797128, 0.150127, 1.0]], ['2, k, 5', [-0.11688, 0.370672, 1.0]], ['2, k, 6', [-0.1226, 0.580768, 1.0]], ['2, k, 7', [-0.138265, 0.655356, 1.0]], ['2, k, 8', [0.173604, 0.18094, 1.0]], ['2, k, 9', [0.237578, 0.3473, 1.0]], ['2, k, 10', [0.311188, 0.552374, 1.0]], ['2, k, 11', [0.334092, 0.618742, 1.0]], ['2, k, 12', [-0.062497, -0.184794, 1.0]], ['2, k, 13', [0.0327963, 0.0313971, 1.0]], ['2, k, 14', [-0.0588652, -0.264857, 1.0]], ['2, k, 15', [-0.0412969, -0.319158, 1.0]], ['2, k, 16', [0.0671278, -0.182575, 1.0]], ['2, k, 17', [0.177089, -0.359356, 1.0]], ['2, k, 18', [0.221073, -0.582833, 1.0]], ['2, k, 19', [0.236631, -0.634958, 1.0]], ['2, k, 20', [0.0374437, 0.137761, 1.0]], ['2, k, 21', [-0.138705, 0.710002, 1.0]], ['2, k, 22', [-0.115589, 0.672725, 1.0]], ['2, k, 23', [0.359189, 0.675592, 1.0]], ['2, k, 24', [0.312826, 0.658466, 1.0]]]
[['2, k, 0', [0.0115155, -0.187293, 1.0]], ['2, k, 1', [0.0233583, -0.00138219, 1.0]], ['2, k, 2', [0.0444913, 0.182676, 1.0]], ['2, k, 3', [0.0438273, 0.313233, 1.0]], ['2, k, 4', [-0.0806158, 0.148233, 1.0]], ['2, k, 5', [-0.121239, 0.341471, 1.0]], ['2, k, 6', [-0.128076, 0.564193, 1.0]], ['2, k, 7', [-0.145595, 0.628716, 1.0]], ['2, k, 8', [0.172401, 0.182091, 1.0]], ['2, k, 9', [0.252759, 0.376628, 1.0]], ['2, k, 10', [0.323586, 0.584801, 1.0]], ['2, k, 11', [0.329474, 0.658659, 1.0]], ['2, k, 12', [-0.048521, -0.186863, 1.0]], ['2, k, 13', [-0.000476976, 0.0247852, 1.0]], ['2, k, 14', [-0.0909098, -0.271798, 1.0]], ['2, k, 15', [-0.0744546, -0.326652, 1.0]], ['2, k, 16', [0.0726952, -0.184737, 1.0]], ['2, k, 17', [0.177204, -0.35844, 1.0]], ['2, k, 18', [0.187091, -0.585846, 1.0]], ['2, k, 19', [0.20154, -0.638552, 1.0]], ['2, k, 20', [0.0376627, 0.137063, 1.0]], ['2, k, 21', [-0.153399, 0.686123, 1.0]], ['2, k, 22', [-0.101645, 0.6135, 1.0]], ['2, k, 23', [0.371311, 0.702276, 1.0]], ['2, k, 24', [0.303107, 0.684807, 1.0]]]
[['2, k, 0', [0.0459693, -0.213843, 1.0]], ['2, k, 1', [0.0341636, -0.00900957, 1.0]], ['2, k, 2', [0.0439102, 0.182496, 1.0]], ['2, k, 3', [0.0392489, 0.314392, 1.0]], ['2, k, 4', [-0.0821966, 0.147759, 1.0]], ['2, k, 5', [-0.129782, 0.367574, 1.0]], ['2, k, 6', [-0.140208, 0.590459, 1.0]], ['2, k, 7', [-0.163707, 0.666474, 1.0]], ['2, k, 8', [0.171962, 0.181368, 1.0]], ['2, k, 9', [0.2517, 0.376574, 1.0]], ['2, k, 10', [0.314779, 0.587388, 1.0]], ['2, k, 11', [0.3213, 0.667477, 1.0]], ['2, k, 12', [-0.0182494, -0.211954, 1.0]], ['2, k, 13', [0.00126449, 0.0205835, 1.0]], ['2, k, 14', [-0.0893474, -0.275936, 1.0]], ['2, k, 15', [-0.0742264, -0.331775, 1.0]], ['2, k, 16', [0.114626, -0.216437, 1.0]], ['2, k, 17', [0.195044, -0.400928, 1.0]], ['2, k, 18', [0.200028, -0.625647, 1.0]], ['2, k, 19', [0.213079, -0.679137, 1.0]], ['2, k, 20', [0.0381338, 0.136289, 1.0]], ['2, k, 21', [-0.167496, 0.720462, 1.0]], ['2, k, 22', [-0.143493, 0.712307, 1.0]], ['2, k, 23', [0.359236, 0.709866, 1.0]], ['2, k, 24', [0.294323, 0.696441, 1.0]]]
