[['2, k, 0', [-0.119718, -0.349367, 1.0]], ['2, k, 1', [-0.120216, -0.0293774, 1.0]], ['2, k, 2', [-0.119973, 0.282629, 1.0]], ['2, k, 3', [-0.115596, 0.432533, 1.0]], ['2, k, 4', [-0.307133, 0.182657, 1.0]], ['2, k, 5', [-0.385805, -0.0719823, 1.0]], ['2, k, 6', [-0.399978, -0.292642, 1.0]], ['2, k, 7', [-0.401387, -0.332014, 1.0]], ['2, k, 8', [0.0550666, 0.176313, 1.0]], ['2, k, 9', [0.130467, -0.0654193, 1.0]], ['2, k, 10', [0.172634, -0.282843, 1.0]], ['2, k, 11', [0.182002, -0.33425, 1.0]], ['2, k, 12', [-0.200595, -0.342833, 1.0]], ['2, k, 13', [-0.235545, -0.672702, 1.0]], ['2, k, 14', [-0.222285, -1.00189, 1.0]], ['2, k, 15', [-0.225342, -1.06152, 1.0]], ['2, k, 16', [-0.0353569, -0.345734, 1.0]], ['2, k, 17', [-0.0178061, -0.675204, 1.0]], ['2, k, 18', [-0.0252037, -0.997393, 1.0]], ['2, k, 19', [0.0051918, -1.06055, 1.0]], ['2, k, 20', [-0.120162, 0.205775, 1.0]], ['2, k, 21', [-0.398915, -0.376452, 1.0]], ['2, k, 22', [-0.342954, -0.352938, 1.0]], ['2, k, 23', [0.197025, -0.388311, 1.0]], ['2, k, 24', [0.12879, -0.3572, 1.0]]]
[['2, k, 0', [-0.128713, -0.261381, 1.0]], ['2, k, 1', [-0.130314, 0.029467, 1.0]], ['2, k, 2', [-0.131797, 0.313274, 1.0]], ['2, k, 3', [-0.125212, 0.449502, 1.0]], ['2, k, 4', [-0.292414, 0.300421, 1.0]], ['2, k, 5', [-0.420613, 0.534115, 1.0]], ['2, k, 6', [-0.443878, 0.755366, 1.0]], ['2, k, 7', [-0.443686, 0.815898, 1.0]], ['2, k, 8', [0.0319297, 0.286097, 1.0]], ['2, k, 9', [0.146113, 0.534719, 1.0]], ['2, k, 10', [0.172078, 0.770342, 1.0]], ['2, k, 11', [0.168412, 0.838835, 1.0]], ['2, k, 12', [-0.210782, -0.258338, 1.0]], ['2, k, 13', [-0.233106, -0.644023, 1.0]], ['2, k, 14', [-0.225095, -1.00913, 1.0]], ['2, k, 15', [-0.227833, -1.06873, 1.0]], ['2, k, 16', [-0.0428179, -0.256521, 1.0]], ['2, k, 17', [-0.0229543, -0.634337, 1.0]], ['2, k, 18', [-0.0211097, -0.998599, 1.0]], ['2, k, 19', [0.00496226, -1.0628, 1.0]], ['2, k, 20', [-0.131489, 0.243591, 1.0]], ['2, k, 21', [-0.44171, 0.864388, 1.0]], ['2, k, 22', [-0.356266, 0.828494, 1.0]], ['2, k, 23', [0.171549, 0.893666, 1.0]], ['2, k, 24', [0.0788891, 0.84858, 1.0]]]
[['2, k, 0', [-0.128765, -0.260649, 1.0]], ['2, k, 1', [-0.130411, 0.0305084, 1.0]], ['2, k, 2', [-0.131839, 0.315013, 1.0]], ['2, k, 3', [-0.125046, 0.451804, 1.0]], ['2, k, 4', [-0.292488, 0.300535, 1.0]], ['2, k, 5', [-0.420807, 0.53433, 1.0]], ['2, k, 6', [-0.44356, 0.755672, 1.0]], ['2, k, 7', [-0.442806, 0.815714, 1.0]], ['2, k, 8', [0.0319399, 0.286663, 1.0]], ['2, k, 9', [0.146131, 0.534763, 1.0]], ['2, k, 10', [0.172477, 0.772019, 1.0]], ['2, k, 11', [0.171162, 0.835803, 1.0]], ['2, k, 12', [-0.210839, -0.257585, 1.0]], ['2, k, 13', [-0.233037, -0.643703, 1.0]], ['2, k, 14', [-0.225906, -1.01033, 1.0]], ['2, k, 15', [-0.227268, -1.06869, 1.0]], ['2, k, 16', [-0.0428634, -0.255832, 1.0]], ['2, k, 17', [-0.0227952, -0.634296, 1.0]], ['2, k, 18', [-0.0211548, -0.998727, 1.0]], ['2, k, 19', [0.00354242, -1.06251, 1.0]], ['2, k, 20', [-0.131567, 0.24506, 1.0]], ['2, k, 21', [-0.440721, 0.864988, 1.0]], ['2, k, 22', [-0.357876, 0.829799, 1.0]], ['2, k, 23', [0.173034, 0.890577, 1.0]], ['2, k, 24', [0.0985988, 0.847963, 1.0]]]
[['2, k, 0', [-0.128804, -0.26027, 1.0]], ['2, k, 1', [-0.130411, 0.0307279, 1.0]], ['2, k, 2', [-0.131627, 0.314969, 1.0]], ['2, k, 3', [-0.125102, 0.452832, 1.0]], ['2, k, 4', [-0.292483, 0.300689, 1.0]], ['2, k, 5', [-0.421166, 0.534232, 1.0]], ['2, k, 6', [-0.44121, 0.756658, 1.0]], ['2, k, 7', [-0.443474, 0.816502, 1.0]], ['2, k, 8', [0.031908, 0.286971, 1.0]], ['2, k, 9', [0.146158, 0.53506, 1.0]], ['2, k, 10', [0.159925, 0.809809, 1.0]], ['2, k, 11', [0.166326, 0.850169, 1.0]], ['2, k, 12', [-0.21085, -0.257292, 1.0]], ['2, k, 13', [-0.23298, -0.643598, 1.0]], ['2, k, 14', [-0.226097, -1.01007, 1.0]], ['2, k, 15', [-0.227437, -1.06901, 1.0]], ['2, k, 16', [-0.0429343, -0.255398, 1.0]], ['2, k, 17', [-0.0226895, -0.634119, 1.0]], ['2, k, 18', [-0.0211859, -0.998718, 1.0]], ['2, k, 19', [0.00395647, -1.06216, 1.0]], ['2, k, 20', [-0.131443, 0.245127, 1.0]], ['2, k, 21', [-0.438618, 0.86838, 1.0]], ['2, k, 22', [-0.352246, 0.827716, 1.0]], ['2, k, 23', [0.169625, 0.896033, 1.0]], ['2, k, 24', [0.0973063, 0.851779, 1.0]]]
[['2, k, 0', [-0.128775, -0.259757, 1.0]], ['2, k, 1', [-0.130437, 0.031286, 1.0]], ['2, k, 2', [-0.131649, 0.315327, 1.0]], ['2, k, 3', [-0.125353, 0.451779, 1.0]], ['2, k, 4', [-0.292496, 0.3007, 1.0]], ['2, k, 5', [-0.42077, 0.534136, 1.0]], ['2, k, 6', [-0.44041, 0.75824, 1.0]], ['2, k, 7', [-0.440494, 0.817488, 1.0]], ['2, k, 8', [0.0319449, 0.287282, 1.0]], ['2, k, 9', [0.14649, 0.53582, 1.0]], ['2, k, 10', [0.165575, 0.805778, 1.0]], ['2, k, 11', [0.169421, 0.847208, 1.0]], ['2, k, 12', [-0.210835, -0.256795, 1.0]], ['2, k, 13', [-0.2329, -0.6434, 1.0]], ['2, k, 14', [-0.225067, -1.01065, 1.0]], ['2, k, 15', [-0.228349, -1.06964, 1.0]], ['2, k, 16', [-0.042893, -0.254911, 1.0]], ['2, k, 17', [-0.0227881, -0.633625, 1.0]], ['2, k, 18', [-0.0213382, -0.998245, 1.0]], ['2, k, 19', [0.00169563, -1.05972, 1.0]], ['2, k, 20', [-0.131473, 0.245537, 1.0]], ['2, k, 21', [-0.439133, 0.869618, 1.0]], ['2, k, 22', [-0.348777, 0.829387, 1.0]], ['2, k, 23', [0.174132, 0.896214, 1.0]], ['2, k, 24', [0.102821, 0.850191, 1.0]]]
[['2, k, 0', [-0.128641, -0.259242, 1.0]], ['2, k, 1', [-0.130502, 0.0313292, 1.0]], ['2, k, 2', [-0.131939, 0.31449, 1.0]], ['2, k, 3', [-0.125456, 0.45027, 1.0]], ['2, k, 4', [-0.292524, 0.300678, 1.0]], ['2, k, 5', [-0.420561, 0.532538, 1.0]], ['2, k, 6', [-0.439442, 0.758791, 1.0]], ['2, k, 7', [-0.440008, 0.816859, 1.0]], ['2, k, 8', [0.0319643, 0.287717, 1.0]], ['2, k, 9', [0.146201, 0.535134, 1.0]], ['2, k, 10', [0.16949, 0.799649, 1.0]], ['2, k, 11', [0.171008, 0.846, 1.0]], ['2, k, 12', [-0.210783, -0.256372, 1.0]], ['2, k, 13', [-0.232946, -0.642558, 1.0]], ['2, k, 14', [-0.225073, -1.01058, 1.0]], ['2, k, 15', [-0.227299, -1.0682, 1.0]], ['2, k, 16', [-0.0426663, -0.254338, 1.0]], ['2, k, 17', [-0.0227583, -0.633566, 1.0]], ['2, k, 18', [-0.0213583, -0.998349, 1.0]], ['2, k, 19', [0.0054717, -1.0613, 1.0]], ['2, k, 20', [-0.1317, 0.244942, 1.0]], ['2, k, 21', [-0.434358, 0.865489, 1.0]], ['2, k, 22', [-0.352351, 0.828931, 1.0]], ['2, k, 23', [0.18103, 0.893037, 1.0]], ['2, k, 24', [0.101781, 0.844074, 1.0]]]
[['2, k, 0', [-0.128526, -0.259299, 1.0]], ['2, k, 1', [-0.130461, 0.0311523, 1.0]], ['2, k, 2', [-0.131898, 0.314082, 1.0]], ['2, k, 3', [-0.125595, 0.449904, 1.0]], ['2, k, 4', [-0.292569, 0.300596, 1.0]], ['2, k, 5', [-0.420197, 0.531199, 1.0]], ['2, k, 6', [-0.439279, 0.784884, 1.0]], ['2, k, 7', [-0.431338, 0.823829, 1.0]], ['2, k, 8', [0.0318767, 0.287711, 1.0]], ['2, k, 9', [0.146278, 0.535499, 1.0]], ['2, k, 10', [0.171144, 0.791265, 1.0]], ['2, k, 11', [0.17122, 0.839298, 1.0]], ['2, k, 12', [-0.210622, -0.256651, 1.0]], ['2, k, 13', [-0.232817, -0.642314, 1.0]], ['2, k, 14', [-0.224833, -1.01075, 1.0]], ['2, k, 15', [-0.227698, -1.06894, 1.0]], ['2, k, 16', [-0.0426152, -0.254149, 1.0]], ['2, k, 17', [-0.0225649, -0.633231, 1.0]], ['2, k, 18', [-0.0212937, -0.998314, 1.0]], ['2, k, 19', [0.00493705, -1.06105, 1.0]], ['2, k, 20', [-0.131664, 0.244564, 1.0]], ['2, k, 21', [-0.409972, 0.853237, 1.0]], ['2, k, 22', [-0.340477, 0.829763, 1.0]], ['2, k, 23', [0.176593, 0.88481, 1.0]], ['2, k, 24', [0.101085, 0.840958, 1.0]]]
[['2, k, 0', [-0.128556, -0.259193, 1.0]], ['2, k, 1', [-0.130409, 0.0312382, 1.0]], ['2, k, 2', [-0.131708, 0.314108, 1.0]], ['2, k, 3', [-0.125775, 0.450367, 1.0]], ['2, k, 4', [-0.292632, 0.300579, 1.0]], ['2, k, 5', [-0.41823, 0.522766, 1.0]], ['2, k, 6', [-0.440312, 0.773649, 1.0]], ['2, k, 7', [-0.432593, 0.816386, 1.0]], ['2, k, 8', [0.0317204, 0.287753, 1.0]], ['2, k, 9', [0.145534, 0.53359, 1.0]], ['2, k, 10', [0.17532, 0.779504, 1.0]], ['2, k, 11', [0.171565, 0.829423, 1.0]], ['2, k, 12', [-0.210786, -0.25682, 1.0]], ['2, k, 13', [-0.232892, -0.642336, 1.0]], ['2, k, 14', [-0.225143, -1.01036, 1.0]], ['2, k, 15', [-0.227235, -1.06835, 1.0]], ['2, k, 16', [-0.0424959, -0.253765, 1.0]], ['2, k, 17', [-0.0226388, -0.633494, 1.0]], ['2, k, 18', [-0.0210513, -0.998622, 1.0]], ['2, k, 19', [0.0058827, -1.06155, 1.0]], ['2, k, 20', [-0.131511, 0.244587, 1.0]], ['2, k, 21', [-0.415387, 0.848733, 1.0]], ['2, k, 22', [-0.347509, 0.82219, 1.0]], ['2, k, 23', [0.178336, 0.878765, 1.0]], ['2, k, 24', [0.0991611, 0.831737, 1.0]]]
[['2, k, 0', [-0.128225, -0.259164, 1.0]], ['2, k, 1', [-0.130269, 0.0312166, 1.0]], ['2, k, 2', [-0.131917, 0.313937, 1.0]], ['2, k, 3', [-0.126353, 0.449953, 1.0]], ['2, k, 4', [-0.29291, 0.299994, 1.0]], ['2, k, 5', [-0.4184, 0.519177, 1.0]], ['2, k, 6', [-0.438203, 0.735239, 1.0]], ['2, k, 7', [-0.442024, 0.789113, 1.0]], ['2, k, 8', [0.031457, 0.287775, 1.0]], ['2, k, 9', [0.144431, 0.529158, 1.0]], ['2, k, 10', [0.176334, 0.769374, 1.0]], ['2, k, 11', [0.173478, 0.816894, 1.0]], ['2, k, 12', [-0.210673, -0.256885, 1.0]], ['2, k, 13', [-0.233084, -0.642354, 1.0]], ['2, k, 14', [-0.225101, -1.01048, 1.0]], ['2, k, 15', [-0.227489, -1.06853, 1.0]], ['2, k, 16', [-0.0418843, -0.253628, 1.0]], ['2, k, 17', [-0.0226055, -0.633452, 1.0]], ['2, k, 18', [-0.0210137, -0.99867, 1.0]], ['2, k, 19', [0.00582372, -1.06174, 1.0]], ['2, k, 20', [-0.131618, 0.244439, 1.0]], ['2, k, 21', [-0.440118, 0.832486, 1.0]], ['2, k, 22', [-0.357203, 0.802997, 1.0]], ['2, k, 23', [0.181726, 0.864728, 1.0]], ['2, k, 24', [0.103739, 0.819828, 1.0]]]
[['2, k, 0', [-0.127787, -0.259584, 1.0]], ['2, k, 1', [-0.130239, 0.0312912, 1.0]], ['2, k, 2', [-0.132226, 0.31452, 1.0]], ['2, k, 3', [-0.126674, 0.450572, 1.0]], ['2, k, 4', [-0.293124, 0.300127, 1.0]], ['2, k, 5', [-0.4177, 0.513553, 1.0]], ['2, k, 6', [-0.423928, 0.755622, 1.0]], ['2, k, 7', [-0.438976, 0.777636, 1.0]], ['2, k, 8', [0.0313419, 0.287734, 1.0]], ['2, k, 9', [0.14441, 0.525801, 1.0]], ['2, k, 10', [0.177777, 0.758144, 1.0]], ['2, k, 11', [0.178872, 0.793688, 1.0]], ['2, k, 12', [-0.210316, -0.257319, 1.0]], ['2, k, 13', [-0.233087, -0.642124, 1.0]], ['2, k, 14', [-0.224394, -1.01031, 1.0]], ['2, k, 15', [-0.226892, -1.06851, 1.0]], ['2, k, 16', [-0.0414096, -0.254051, 1.0]], ['2, k, 17', [-0.0223371, -0.633572, 1.0]], ['2, k, 18', [-0.0209098, -0.998892, 1.0]], ['2, k, 19', [0.00637691, -1.06205, 1.0]], ['2, k, 20', [-0.131846, 0.244876, 1.0]], ['2, k, 21', [-0.439539, 0.818951, 1.0]], ['2, k, 22', [-0.3488, 0.790361, 1.0]], ['2, k, 23', [0.184839, 0.843213, 1.0]], ['2, k, 24', [0.102143, 0.802224, 1.0]]]
[['2, k, 0', [-0.128457, -0.260846, 1.0]], ['2, k, 1', [-0.130737, 0.0311194, 1.0]], ['2, k, 2', [-0.132533, 0.315045, 1.0]], ['2, k, 3', [-0.127221, 0.451462, 1.0]], ['2, k, 4', [-0.293349, 0.299339, 1.0]], ['2, k, 5', [-0.417975, 0.505012, 1.0]], ['2, k, 6', [-0.433304, 0.693776, 1.0]], ['2, k, 7', [-0.4341, 0.763077, 1.0]], ['2, k, 8', [0.0311498, 0.287484, 1.0]], ['2, k, 9', [0.143957, 0.517485, 1.0]], ['2, k, 10', [0.176132, 0.745777, 1.0]], ['2, k, 11', [0.178926, 0.775664, 1.0]], ['2, k, 12', [-0.210636, -0.258554, 1.0]], ['2, k, 13', [-0.233365, -0.64415, 1.0]], ['2, k, 14', [-0.22418, -1.01124, 1.0]], ['2, k, 15', [-0.227897, -1.06975, 1.0]], ['2, k, 16', [-0.0424717, -0.255345, 1.0]], ['2, k, 17', [-0.0219809, -0.633964, 1.0]], ['2, k, 18', [-0.0205212, -0.998798, 1.0]], ['2, k, 19', [0.00554686, -1.06262, 1.0]], ['2, k, 20', [-0.132198, 0.245242, 1.0]], ['2, k, 21', [-0.42729, 0.798247, 1.0]], ['2, k, 22', [-0.345256, 0.769675, 1.0]], ['2, k, 23', [0.189142, 0.8212, 1.0]], ['2, k, 24', [0.100972, 0.786023, 1.0]]]
[['2, k, 0', [-0.128906, -0.262443, 1.0]], ['2, k, 1', [-0.131008, 0.0301119, 1.0]], ['2, k, 2', [-0.132566, 0.314642, 1.0]], ['2, k, 3', [-0.127829, 0.451173, 1.0]], ['2, k, 4', [-0.294122, 0.297369, 1.0]], ['2, k, 5', [-0.416482, 0.493953, 1.0]], ['2, k, 6', [-0.435823, 0.680531, 1.0]], ['2, k, 7', [-0.436964, 0.738939, 1.0]], ['2, k, 8', [0.0303249, 0.286986, 1.0]], ['2, k, 9', [0.14434, 0.505535, 1.0]], ['2, k, 10', [0.176904, 0.684596, 1.0]], ['2, k, 11', [0.180326, 0.747477, 1.0]], ['2, k, 12', [-0.211504, -0.260374, 1.0]], ['2, k, 13', [-0.233319, -0.643826, 1.0]], ['2, k, 14', [-0.223863, -1.0105, 1.0]], ['2, k, 15', [-0.227392, -1.06859, 1.0]], ['2, k, 16', [-0.0424859, -0.256735, 1.0]], ['2, k, 17', [-0.0215465, -0.633906, 1.0]], ['2, k, 18', [-0.0206929, -0.998809, 1.0]], ['2, k, 19', [0.00503994, -1.06246, 1.0]], ['2, k, 20', [-0.132294, 0.244681, 1.0]], ['2, k, 21', [-0.431162, 0.77279, 1.0]], ['2, k, 22', [-0.348116, 0.74216, 1.0]], ['2, k, 23', [0.189635, 0.791476, 1.0]], ['2, k, 24', [0.103793, 0.757276, 1.0]]]
[['2, k, 0', [-0.12949, -0.266245, 1.0]], ['2, k, 1', [-0.131135, 0.0283491, 1.0]], ['2, k, 2', [-0.132316, 0.314372, 1.0]], ['2, k, 3', [-0.128017, 0.450525, 1.0]], ['2, k, 4', [-0.294951, 0.293698, 1.0]], ['2, k, 5', [-0.416979, 0.48096, 1.0]], ['2, k, 6', [-0.430749, 0.649186, 1.0]], ['2, k, 7', [-0.434934, 0.706556, 1.0]], ['2, k, 8', [0.0301801, 0.285457, 1.0]], ['2, k, 9', [0.143852, 0.481879, 1.0]], ['2, k, 10', [0.178534, 0.653757, 1.0]], ['2, k, 11', [0.177387, 0.718674, 1.0]], ['2, k, 12', [-0.212048, -0.263848, 1.0]], ['2, k, 13', [-0.233392, -0.644188, 1.0]], ['2, k, 14', [-0.223848, -1.01031, 1.0]], ['2, k, 15', [-0.227379, -1.06843, 1.0]], ['2, k, 16', [-0.0431014, -0.260769, 1.0]], ['2, k, 17', [-0.0214357, -0.634252, 1.0]], ['2, k, 18', [-0.020585, -0.999087, 1.0]], ['2, k, 19', [0.00742406, -1.06461, 1.0]], ['2, k, 20', [-0.13213, 0.244078, 1.0]], ['2, k, 21', [-0.416031, 0.73242, 1.0]], ['2, k, 22', [-0.335297, 0.70907, 1.0]], ['2, k, 23', [0.184407, 0.763057, 1.0]], ['2, k, 24', [0.0981103, 0.729237, 1.0]]]
[['2, k, 0', [-0.12906, -0.269073, 1.0]], ['2, k, 1', [-0.131087, 0.0265253, 1.0]], ['2, k, 2', [-0.132641, 0.314096, 1.0]], ['2, k, 3', [-0.127581, 0.450626, 1.0]], ['2, k, 4', [-0.293914, 0.286797, 1.0]], ['2, k, 5', [-0.415711, 0.459335, 1.0]], ['2, k, 6', [-0.441067, 0.616968, 1.0]], ['2, k, 7', [-0.436962, 0.666088, 1.0]], ['2, k, 8', [0.0303, 0.283536, 1.0]], ['2, k, 9', [0.143319, 0.460426, 1.0]], ['2, k, 10', [0.187088, 0.611123, 1.0]], ['2, k, 11', [0.180387, 0.678573, 1.0]], ['2, k, 12', [-0.211619, -0.266581, 1.0]], ['2, k, 13', [-0.233475, -0.645953, 1.0]], ['2, k, 14', [-0.223905, -1.01035, 1.0]], ['2, k, 15', [-0.226947, -1.06865, 1.0]], ['2, k, 16', [-0.042693, -0.263619, 1.0]], ['2, k, 17', [-0.0213466, -0.634305, 1.0]], ['2, k, 18', [-0.0206206, -0.999235, 1.0]], ['2, k, 19', [0.00742167, -1.06455, 1.0]], ['2, k, 20', [-0.132362, 0.243326, 1.0]], ['2, k, 21', [-0.414856, 0.692473, 1.0]], ['2, k, 22', [-0.36831, 0.677628, 1.0]], ['2, k, 23', [0.189629, 0.715552, 1.0]], ['2, k, 24', [0.106673, 0.681166, 1.0]]]
[['2, k, 0', [-0.128834, -0.273222, 1.0]], ['2, k, 1', [-0.130982, 0.0239791, 1.0]], ['2, k, 2', [-0.132541, 0.312968, 1.0]], ['2, k, 3', [-0.127012, 0.451106, 1.0]], ['2, k, 4', [-0.293734, 0.279979, 1.0]], ['2, k, 5', [-0.416157, 0.437541, 1.0]], ['2, k, 6', [-0.433431, 0.575839, 1.0]], ['2, k, 7', [-0.435825, 0.626518, 1.0]], ['2, k, 8', [0.0298933, 0.278299, 1.0]], ['2, k, 9', [0.167679, 0.44942, 1.0]], ['2, k, 10', [0.189565, 0.603345, 1.0]], ['2, k, 11', [0.181705, 0.638809, 1.0]], ['2, k, 12', [-0.211277, -0.270822, 1.0]], ['2, k, 13', [-0.233742, -0.646563, 1.0]], ['2, k, 14', [-0.224065, -1.00995, 1.0]], ['2, k, 15', [-0.227071, -1.06818, 1.0]], ['2, k, 16', [-0.0425954, -0.267576, 1.0]], ['2, k, 17', [-0.0210246, -0.636339, 1.0]], ['2, k, 18', [-0.0207542, -0.9993, 1.0]], ['2, k, 19', [0.00406385, -1.06345, 1.0]], ['2, k, 20', [-0.132271, 0.241854, 1.0]], ['2, k, 21', [-0.41297, 0.646989, 1.0]], ['2, k, 22', [-0.364255, 0.631647, 1.0]], ['2, k, 23', [0.190139, 0.675156, 1.0]], ['2, k, 24', [0.0950222, 0.639978, 1.0]]]
[['2, k, 0', [-0.129275, -0.278873, 1.0]], ['2, k, 1', [-0.131399, 0.0209107, 1.0]], ['2, k, 2', [-0.132896, 0.311871, 1.0]], ['2, k, 3', [-0.12636, 0.451873, 1.0]], ['2, k, 4', [-0.292447, 0.271036, 1.0]], ['2, k, 5', [-0.415265, 0.405086, 1.0]], ['2, k, 6', [-0.439011, 0.531289, 1.0]], ['2, k, 7', [-0.438713, 0.577491, 1.0]], ['2, k, 8', [0.0302557, 0.271833, 1.0]], ['2, k, 9', [0.145754, 0.401188, 1.0]], ['2, k, 10', [0.188379, 0.53217, 1.0]], ['2, k, 11', [0.187186, 0.581632, 1.0]], ['2, k, 12', [-0.211861, -0.276665, 1.0]], ['2, k, 13', [-0.233611, -0.65014, 1.0]], ['2, k, 14', [-0.22374, -1.01068, 1.0]], ['2, k, 15', [-0.226957, -1.06858, 1.0]], ['2, k, 16', [-0.0428978, -0.272925, 1.0]], ['2, k, 17', [-0.0211714, -0.637315, 1.0]], ['2, k, 18', [-0.0206912, -0.999306, 1.0]], ['2, k, 19', [0.00525029, -1.06301, 1.0]], ['2, k, 20', [-0.132645, 0.240303, 1.0]], ['2, k, 21', [-0.431504, 0.601528, 1.0]], ['2, k, 22', [-0.39422, 0.575467, 1.0]], ['2, k, 23', [0.194171, 0.614525, 1.0]], ['2, k, 24', [0.12922, 0.592156, 1.0]]]
[['2, k, 0', [-0.13078, -0.286266, 1.0]], ['2, k, 1', [-0.132282, 0.0174905, 1.0]], ['2, k, 2', [-0.133317, 0.311312, 1.0]], ['2, k, 3', [-0.125765, 0.451731, 1.0]], ['2, k, 4', [-0.290825, 0.261784, 1.0]], ['2, k, 5', [-0.415891, 0.384561, 1.0]], ['2, k, 6', [-0.445067, 0.488858, 1.0]], ['2, k, 7', [-0.439635, 0.523552, 1.0]], ['2, k, 8', [0.0294711, 0.26112, 1.0]], ['2, k, 9', [0.145467, 0.383659, 1.0]], ['2, k, 10', [0.185865, 0.477662, 1.0]], ['2, k, 11', [0.187638, 0.524838, 1.0]], ['2, k, 12', [-0.213169, -0.285133, 1.0]], ['2, k, 13', [-0.233703, -0.65095, 1.0]], ['2, k, 14', [-0.224123, -1.01186, 1.0]], ['2, k, 15', [-0.227356, -1.06917, 1.0]], ['2, k, 16', [-0.0445104, -0.279118, 1.0]], ['2, k, 17', [-0.0212672, -0.6399, 1.0]], ['2, k, 18', [-0.0206921, -0.999389, 1.0]], ['2, k, 19', [0.00484383, -1.06297, 1.0]], ['2, k, 20', [-0.133166, 0.239124, 1.0]], ['2, k, 21', [-0.430338, 0.549673, 1.0]], ['2, k, 22', [-0.389097, 0.528141, 1.0]], ['2, k, 23', [0.191304, 0.553314, 1.0]], ['2, k, 24', [0.143298, 0.532479, 1.0]]]
[['2, k, 0', [-0.131887, -0.290298, 1.0]], ['2, k, 1', [-0.13258, 0.0159797, 1.0]], ['2, k, 2', [-0.133057, 0.311626, 1.0]], ['2, k, 3', [-0.125126, 0.451195, 1.0]], ['2, k, 4', [-0.289754, 0.256789, 1.0]], ['2, k, 5', [-0.417582, 0.353749, 1.0]], ['2, k, 6', [-0.440607, 0.440266, 1.0]], ['2, k, 7', [-0.437795, 0.474187, 1.0]], ['2, k, 8', [0.0305841, 0.256388, 1.0]], ['2, k, 9', [0.14723, 0.354183, 1.0]], ['2, k, 10', [0.186967, 0.433985, 1.0]], ['2, k, 11', [0.18791, 0.47117, 1.0]], ['2, k, 12', [-0.213916, -0.288878, 1.0]], ['2, k, 13', [-0.233851, -0.651535, 1.0]], ['2, k, 14', [-0.225057, -1.01082, 1.0]], ['2, k, 15', [-0.227587, -1.06843, 1.0]], ['2, k, 16', [-0.0459819, -0.283282, 1.0]], ['2, k, 17', [-0.0213939, -0.64099, 1.0]], ['2, k, 18', [-0.0210376, -0.998982, 1.0]], ['2, k, 19', [0.00601224, -1.06192, 1.0]], ['2, k, 20', [-0.133051, 0.23899, 1.0]], ['2, k, 21', [-0.42694, 0.493277, 1.0]], ['2, k, 22', [-0.384896, 0.477453, 1.0]], ['2, k, 23', [0.181289, 0.4934, 1.0]], ['2, k, 24', [0.135232, 0.47419, 1.0]]]
[['2, k, 0', [-0.131766, -0.296179, 1.0]], ['2, k, 1', [-0.131271, 0.0115749, 1.0]], ['2, k, 2', [-0.130579, 0.309425, 1.0]], ['2, k, 3', [-0.124082, 0.439859, 1.0]], ['2, k, 4', [-0.288278, 0.249328, 1.0]], ['2, k, 5', [-0.43481, 0.301968, 1.0]], ['2, k, 6', [-0.438669, 0.385072, 1.0]], ['2, k, 7', [-0.435987, 0.416834, 1.0]], ['2, k, 8', [0.0304653, 0.251504, 1.0]], ['2, k, 9', [0.147902, 0.321084, 1.0]], ['2, k, 10', [0.185562, 0.376346, 1.0]], ['2, k, 11', [0.187325, 0.40778, 1.0]], ['2, k, 12', [-0.213451, -0.293687, 1.0]], ['2, k, 13', [-0.234377, -0.653893, 1.0]], ['2, k, 14', [-0.224949, -1.01009, 1.0]], ['2, k, 15', [-0.227912, -1.06842, 1.0]], ['2, k, 16', [-0.0463172, -0.290222, 1.0]], ['2, k, 17', [-0.0211424, -0.644406, 1.0]], ['2, k, 18', [-0.0210842, -0.999083, 1.0]], ['2, k, 19', [0.00589797, -1.06167, 1.0]], ['2, k, 20', [-0.13086, 0.236234, 1.0]], ['2, k, 21', [-0.418115, 0.433397, 1.0]], ['2, k, 22', [-0.380584, 0.414153, 1.0]], ['2, k, 23', [0.181233, 0.427933, 1.0]], ['2, k, 24', [0.141065, 0.412094, 1.0]]]
