[['2, k, 0', [-0.312456, -0.214189, 1.0]], ['2, k, 1', [-0.332132, -0.162029, 1.0]], ['2, k, 2', [-0.349979, -0.110287, 1.0]], ['2, k, 3', [-0.367693, 0.0343959, 1.0]], ['2, k, 4', [-0.519078, -0.19105, 1.0]], ['2, k, 5', [-0.611592, -0.286019, 1.0]], ['2, k, 6', [-0.614304, -0.408606, 1.0]], ['2, k, 7', [-0.611418, -0.374579, 1.0]], ['2, k, 8', [-0.199631, -0.181856, 1.0]], ['2, k, 9', [-0.0875568, -0.246543, 1.0]], ['2, k, 10', [0.0166466, -0.315061, 1.0]], ['2, k, 11', [0.04083, -0.383414, 1.0]], ['2, k, 12', [-0.38143, -0.213726, 1.0]], ['2, k, 13', [-0.682173, -0.30534, 1.0]], ['2, k, 14', [-0.455326, -0.429417, 1.0]], ['2, k, 15', [-0.323041, -0.413699, 1.0]], ['2, k, 16', [-0.236029, -0.209544, 1.0]], ['2, k, 17', [-0.684963, -0.284905, 1.0]], ['2, k, 18', [-0.24893, -0.283514, 1.0]], ['2, k, 19', [-0.155698, -0.312705, 1.0]], ['2, k, 20', [-0.345844, -0.1232, 1.0]], ['2, k, 21', [-0.616477, -0.37984, 1.0]], ['2, k, 22', [-0.549371, -0.380518, 1.0]], ['2, k, 23', [0.03895, -0.394176, 1.0]], ['2, k, 24', [-0.00733044, -0.394908, 1.0]]]
[['2, k, 0', [-0.321157, -0.891307, 1.0]], ['2, k, 1', [-0.296313, -0.671133, 1.0]], ['2, k, 2', [-0.272774, -0.4535, 1.0]], ['2, k, 3', [-0.26353, -0.337603, 1.0]], ['2, k, 4', [-0.42184, -0.505366, 1.0]], ['2, k, 5', [-0.536387, -0.722858, 1.0]], ['2, k, 6', [-0.562709, -0.90603, 1.0]], ['2, k, 7', [-0.546604, -0.963926, 1.0]], ['2, k, 8', [-0.123454, -0.496675, 1.0]], ['2, k, 9', [0.023864, -0.702048, 1.0]], ['2, k, 10', [0.0792357, -0.858167, 1.0]], ['2, k, 11', [0.0956154, -0.919117, 1.0]], ['2, k, 12', [-0.373209, -0.885528, 1.0]], ['2, k, 13', [-0.53989, -0.645545, 1.0]], ['2, k, 14', [-0.577551, -0.934872, 1.0]], ['2, k, 15', [-0.522754, -0.97062, 1.0]], ['2, k, 16', [-0.26272, -0.879694, 1.0]], ['2, k, 17', [-0.00602551, -0.629077, 1.0]], ['2, k, 18', [-0.170802, -0.998175, 1.0]], ['2, k, 19', [-0.0874938, -1.02792, 1.0]], ['2, k, 20', [-0.278567, -0.50779, 1.0]], ['2, k, 21', [-0.53544, -0.996012, 1.0]], ['2, k, 22', [-0.483862, -0.966175, 1.0]], ['2, k, 23', [0.117797, -0.944834, 1.0]], ['2, k, 24', [0.123737, -0.892881, 1.0]]]
[['2, k, 0', [-0.326608, -0.920689, 1.0]], ['2, k, 1', [-0.29756, -0.690373, 1.0]], ['2, k, 2', [-0.270586, -0.463578, 1.0]], ['2, k, 3', [-0.260121, -0.350671, 1.0]], ['2, k, 4', [-0.422496, -0.510673, 1.0]], ['2, k, 5', [-0.535661, -0.715572, 1.0]], ['2, k, 6', [-0.56152, -0.910823, 1.0]], ['2, k, 7', [-0.544166, -0.974802, 1.0]], ['2, k, 8', [-0.118592, -0.5217, 1.0]], ['2, k, 9', [0.0317364, -0.718542, 1.0]], ['2, k, 10', [0.0862268, -0.901384, 1.0]], ['2, k, 11', [0.098616, -0.968392, 1.0]], ['2, k, 12', [-0.379069, -0.910236, 1.0]], ['2, k, 13', [-0.541871, -0.695856, 1.0]], ['2, k, 14', [-0.572974, -0.950744, 1.0]], ['2, k, 15', [-0.51431, -0.983988, 1.0]], ['2, k, 16', [-0.267365, -0.91226, 1.0]], ['2, k, 17', [0.0187766, -0.69292, 1.0]], ['2, k, 18', [-0.184, -1.03158, 1.0]], ['2, k, 19', [-0.0938516, -1.03797, 1.0]], ['2, k, 20', [-0.27713, -0.51985, 1.0]], ['2, k, 21', [-0.534245, -1.01092, 1.0]], ['2, k, 22', [-0.48622, -0.971224, 1.0]], ['2, k, 23', [0.0938279, -0.991648, 1.0]], ['2, k, 24', [0.167432, -0.968659, 1.0]]]
[['2, k, 0', [-0.331519, -0.918852, 1.0]], ['2, k, 1', [-0.299953, -0.694022, 1.0]], ['2, k, 2', [-0.270127, -0.470319, 1.0]], ['2, k, 3', [-0.256857, -0.360233, 1.0]], ['2, k, 4', [-0.419657, -0.514421, 1.0]], ['2, k, 5', [-0.511059, -0.699717, 1.0]], ['2, k, 6', [-0.553083, -0.904799, 1.0]], ['2, k, 7', [-0.544901, -0.979405, 1.0]], ['2, k, 8', [-0.116895, -0.526066, 1.0]], ['2, k, 9', [0.0315201, -0.723586, 1.0]], ['2, k, 10', [0.0846487, -0.903907, 1.0]], ['2, k, 11', [0.0976759, -0.963513, 1.0]], ['2, k, 12', [-0.390148, -0.912716, 1.0]], ['2, k, 13', [-0.533884, -0.701367, 1.0]], ['2, k, 14', [-0.572274, -0.949306, 1.0]], ['2, k, 15', [-0.515548, -0.989369, 1.0]], ['2, k, 16', [-0.266987, -0.905555, 1.0]], ['2, k, 17', [0.0339478, -0.699175, 1.0]], ['2, k, 18', [-0.17565, -1.03886, 1.0]], ['2, k, 19', [-0.0910237, -1.04804, 1.0]], ['2, k, 20', [-0.277467, -0.52595, 1.0]], ['2, k, 21', [-0.530536, -1.01265, 1.0]], ['2, k, 22', [-0.484737, -0.980168, 1.0]], ['2, k, 23', [0.10839, -0.992357, 1.0]], ['2, k, 24', [0.127623, -0.9403, 1.0]]]
[['2, k, 0', [-0.333393, -0.917539, 1.0]], ['2, k, 1', [-0.300828, -0.694651, 1.0]], ['2, k, 2', [-0.269275, -0.473257, 1.0]], ['2, k, 3', [-0.254325, -0.365186, 1.0]], ['2, k, 4', [-0.419857, -0.515479, 1.0]], ['2, k, 5', [-0.523848, -0.701965, 1.0]], ['2, k, 6', [-0.554731, -0.908379, 1.0]], ['2, k, 7', [-0.544516, -0.979716, 1.0]], ['2, k, 8', [-0.11722, -0.52517, 1.0]], ['2, k, 9', [0.0300452, -0.725635, 1.0]], ['2, k, 10', [0.0809685, -0.91627, 1.0]], ['2, k, 11', [0.0974919, -0.983864, 1.0]], ['2, k, 12', [-0.390777, -0.911618, 1.0]], ['2, k, 13', [-0.532362, -0.703196, 1.0]], ['2, k, 14', [-0.573972, -0.953015, 1.0]], ['2, k, 15', [-0.516556, -0.98723, 1.0]], ['2, k, 16', [-0.269992, -0.904261, 1.0]], ['2, k, 17', [0.0543271, -0.749911, 1.0]], ['2, k, 18', [-0.15625, -1.03016, 1.0]], ['2, k, 19', [-0.0843369, -1.05319, 1.0]], ['2, k, 20', [-0.277189, -0.528304, 1.0]], ['2, k, 21', [-0.536598, -1.00746, 1.0]], ['2, k, 22', [-0.484036, -0.978746, 1.0]], ['2, k, 23', [0.10083, -1.00501, 1.0]], ['2, k, 24', [0.165022, -0.982903, 1.0]]]
[['2, k, 0', [-0.348683, -0.887431, 1.0]], ['2, k, 1', [-0.303152, -0.689932, 1.0]], ['2, k, 2', [-0.268349, -0.474026, 1.0]], ['2, k, 3', [-0.252586, -0.367305, 1.0]], ['2, k, 4', [-0.416751, -0.514945, 1.0]], ['2, k, 5', [-0.526478, -0.69974, 1.0]], ['2, k, 6', [-0.555605, -0.908212, 1.0]], ['2, k, 7', [-0.545916, -0.9715, 1.0]], ['2, k, 8', [-0.115566, -0.529727, 1.0]], ['2, k, 9', [0.0294055, -0.72609, 1.0]], ['2, k, 10', [0.0803519, -0.891676, 1.0]], ['2, k, 11', [0.0953323, -0.952062, 1.0]], ['2, k, 12', [-0.400898, -0.881028, 1.0]], ['2, k, 13', [-0.535896, -0.67861, 1.0]], ['2, k, 14', [-0.570501, -0.952723, 1.0]], ['2, k, 15', [-0.513598, -0.990708, 1.0]], ['2, k, 16', [-0.289387, -0.874931, 1.0]], ['2, k, 17', [0.038878, -0.755322, 1.0]], ['2, k, 18', [-0.156839, -1.03054, 1.0]], ['2, k, 19', [-0.0849465, -1.05376, 1.0]], ['2, k, 20', [-0.277074, -0.528356, 1.0]], ['2, k, 21', [-0.536336, -1.0013, 1.0]], ['2, k, 22', [-0.4833, -0.973162, 1.0]], ['2, k, 23', [0.119918, -0.980711, 1.0]], ['2, k, 24', [0.113685, -0.912448, 1.0]]]
[['2, k, 0', [-0.348534, -0.885405, 1.0]], ['2, k, 1', [-0.30326, -0.683727, 1.0]], ['2, k, 2', [-0.266029, -0.472982, 1.0]], ['2, k, 3', [-0.251206, -0.36677, 1.0]], ['2, k, 4', [-0.414453, -0.504863, 1.0]], ['2, k, 5', [-0.529045, -0.699296, 1.0]], ['2, k, 6', [-0.556729, -0.907704, 1.0]], ['2, k, 7', [-0.545948, -0.963425, 1.0]], ['2, k, 8', [-0.114969, -0.530947, 1.0]], ['2, k, 9', [0.0297318, -0.726265, 1.0]], ['2, k, 10', [0.0833748, -0.890202, 1.0]], ['2, k, 11', [0.0977481, -0.955292, 1.0]], ['2, k, 12', [-0.399367, -0.879204, 1.0]], ['2, k, 13', [-0.540533, -0.685833, 1.0]], ['2, k, 14', [-0.571935, -0.954625, 1.0]], ['2, k, 15', [-0.511889, -0.988287, 1.0]], ['2, k, 16', [-0.290675, -0.872406, 1.0]], ['2, k, 17', [0.0291551, -0.716163, 1.0]], ['2, k, 18', [-0.158702, -1.02544, 1.0]], ['2, k, 19', [-0.0953229, -1.03497, 1.0]], ['2, k, 20', [-0.275515, -0.526699, 1.0]], ['2, k, 21', [-0.53925, -0.992612, 1.0]], ['2, k, 22', [-0.484265, -0.967281, 1.0]], ['2, k, 23', [0.126639, -0.985357, 1.0]], ['2, k, 24', [0.158062, -0.98148, 1.0]]]
[['2, k, 0', [-0.351179, -0.876675, 1.0]], ['2, k, 1', [-0.304889, -0.67266, 1.0]], ['2, k, 2', [-0.262979, -0.466545, 1.0]], ['2, k, 3', [-0.248814, -0.360095, 1.0]], ['2, k, 4', [-0.413111, -0.496599, 1.0]], ['2, k, 5', [-0.535573, -0.697359, 1.0]], ['2, k, 6', [-0.560591, -0.903563, 1.0]], ['2, k, 7', [-0.546532, -0.948652, 1.0]], ['2, k, 8', [-0.114928, -0.530243, 1.0]], ['2, k, 9', [0.0293701, -0.722325, 1.0]], ['2, k, 10', [0.103661, -0.875316, 1.0]], ['2, k, 11', [0.106511, -0.941051, 1.0]], ['2, k, 12', [-0.402952, -0.868028, 1.0]], ['2, k, 13', [-0.537404, -0.649632, 1.0]], ['2, k, 14', [-0.582034, -0.909459, 1.0]], ['2, k, 15', [-0.529425, -0.965637, 1.0]], ['2, k, 16', [-0.29233, -0.866643, 1.0]], ['2, k, 17', [0.0192398, -0.674116, 1.0]], ['2, k, 18', [-0.15863, -1.02602, 1.0]], ['2, k, 19', [-0.170147, -1.09517, 1.0]], ['2, k, 20', [-0.273442, -0.518876, 1.0]], ['2, k, 21', [-0.532159, -0.977335, 1.0]], ['2, k, 22', [-0.483314, -0.950539, 1.0]], ['2, k, 23', [0.144123, -0.97561, 1.0]], ['2, k, 24', [0.177006, -0.967627, 1.0]]]
[['2, k, 0', [-0.357394, -0.862795, 1.0]], ['2, k, 1', [-0.30747, -0.658156, 1.0]], ['2, k, 2', [-0.259401, -0.452589, 1.0]], ['2, k, 3', [-0.246685, -0.344911, 1.0]], ['2, k, 4', [-0.409625, -0.482179, 1.0]], ['2, k, 5', [-0.535266, -0.688365, 1.0]], ['2, k, 6', [-0.558152, -0.890117, 1.0]], ['2, k, 7', [-0.54421, -0.929083, 1.0]], ['2, k, 8', [-0.113838, -0.514629, 1.0]], ['2, k, 9', [0.0317047, -0.717824, 1.0]], ['2, k, 10', [0.0992852, -0.871607, 1.0]], ['2, k, 11', [0.101519, -0.930077, 1.0]], ['2, k, 12', [-0.410358, -0.8524, 1.0]], ['2, k, 13', [-0.537894, -0.648339, 1.0]], ['2, k, 14', [-0.579803, -0.904204, 1.0]], ['2, k, 15', [-0.526788, -0.938544, 1.0]], ['2, k, 16', [-0.297171, -0.855179, 1.0]], ['2, k, 17', [-0.00893687, -0.612867, 1.0]], ['2, k, 18', [-0.160027, -0.984513, 1.0]], ['2, k, 19', [-0.167, -1.05304, 1.0]], ['2, k, 20', [-0.271459, -0.504245, 1.0]], ['2, k, 21', [-0.537752, -0.954909, 1.0]], ['2, k, 22', [-0.484715, -0.928957, 1.0]], ['2, k, 23', [0.120722, -0.962771, 1.0]], ['2, k, 24', [0.161379, -0.952541, 1.0]]]
[['2, k, 0', [-0.357133, -0.853242, 1.0]], ['2, k, 1', [-0.308171, -0.641765, 1.0]], ['2, k, 2', [-0.259805, -0.429676, 1.0]], ['2, k, 3', [-0.24684, -0.322583, 1.0]], ['2, k, 4', [-0.410231, -0.477246, 1.0]], ['2, k, 5', [-0.541823, -0.677704, 1.0]], ['2, k, 6', [-0.558937, -0.871719, 1.0]], ['2, k, 7', [-0.544754, -0.898868, 1.0]], ['2, k, 8', [-0.110748, -0.486596, 1.0]], ['2, k, 9', [0.0346233, -0.700207, 1.0]], ['2, k, 10', [0.0954734, -0.855204, 1.0]], ['2, k, 11', [0.100158, -0.906661, 1.0]], ['2, k, 12', [-0.4103, -0.847024, 1.0]], ['2, k, 13', [-0.542, -0.637865, 1.0]], ['2, k, 14', [-0.573147, -0.892265, 1.0]], ['2, k, 15', [-0.514975, -0.919443, 1.0]], ['2, k, 16', [-0.296546, -0.840064, 1.0]], ['2, k, 17', [0.00156496, -0.616071, 1.0]], ['2, k, 18', [-0.156038, -0.98092, 1.0]], ['2, k, 19', [-0.16234, -1.05043, 1.0]], ['2, k, 20', [-0.272016, -0.482706, 1.0]], ['2, k, 21', [-0.532542, -0.925, 1.0]], ['2, k, 22', [-0.48139, -0.903969, 1.0]], ['2, k, 23', [0.108886, -0.938775, 1.0]], ['2, k, 24', [0.156467, -0.926931, 1.0]]]
[['2, k, 0', [-0.350983, -0.811762, 1.0]], ['2, k, 1', [-0.304624, -0.603042, 1.0]], ['2, k, 2', [-0.257706, -0.39538, 1.0]], ['2, k, 3', [-0.245603, -0.289643, 1.0]], ['2, k, 4', [-0.406522, -0.413475, 1.0]], ['2, k, 5', [-0.529327, -0.630863, 1.0]], ['2, k, 6', [-0.555289, -0.819909, 1.0]], ['2, k, 7', [-0.54341, -0.868991, 1.0]], ['2, k, 8', [-0.110188, -0.462225, 1.0]], ['2, k, 9', [0.0333652, -0.645945, 1.0]], ['2, k, 10', [0.0891236, -0.820459, 1.0]], ['2, k, 11', [0.101034, -0.874385, 1.0]], ['2, k, 12', [-0.401476, -0.807003, 1.0]], ['2, k, 13', [-0.534437, -0.59348, 1.0]], ['2, k, 14', [-0.555657, -0.855202, 1.0]], ['2, k, 15', [-0.519171, -0.897328, 1.0]], ['2, k, 16', [-0.293362, -0.800872, 1.0]], ['2, k, 17', [-0.00126676, -0.569073, 1.0]], ['2, k, 18', [-0.128219, -0.933949, 1.0]], ['2, k, 19', [-0.137022, -1.00643, 1.0]], ['2, k, 20', [-0.269581, -0.447282, 1.0]], ['2, k, 21', [-0.535073, -0.893438, 1.0]], ['2, k, 22', [-0.480777, -0.872424, 1.0]], ['2, k, 23', [0.120042, -0.905606, 1.0]], ['2, k, 24', [0.157017, -0.894606, 1.0]]]
[['2, k, 0', [-0.36032, -0.789777, 1.0]], ['2, k, 1', [-0.309779, -0.577974, 1.0]], ['2, k, 2', [-0.258505, -0.365272, 1.0]], ['2, k, 3', [-0.246853, -0.254535, 1.0]], ['2, k, 4', [-0.405714, -0.406184, 1.0]], ['2, k, 5', [-0.535156, -0.615636, 1.0]], ['2, k, 6', [-0.561062, -0.777612, 1.0]], ['2, k, 7', [-0.542868, -0.827619, 1.0]], ['2, k, 8', [-0.107876, -0.439303, 1.0]], ['2, k, 9', [0.0340737, -0.630463, 1.0]], ['2, k, 10', [0.085339, -0.795872, 1.0]], ['2, k, 11', [0.0901904, -0.845852, 1.0]], ['2, k, 12', [-0.415351, -0.777378, 1.0]], ['2, k, 13', [-0.541914, -0.595464, 1.0]], ['2, k, 14', [-0.579989, -0.836233, 1.0]], ['2, k, 15', [-0.508506, -0.831384, 1.0]], ['2, k, 16', [-0.299024, -0.784363, 1.0]], ['2, k, 17', [0.00435142, -0.566596, 1.0]], ['2, k, 18', [-0.144287, -0.899449, 1.0]], ['2, k, 19', [-0.149477, -1.0155, 1.0]], ['2, k, 20', [-0.271521, -0.418538, 1.0]], ['2, k, 21', [-0.527234, -0.851466, 1.0]], ['2, k, 22', [-0.480372, -0.835556, 1.0]], ['2, k, 23', [0.0889855, -0.878754, 1.0]], ['2, k, 24', [0.126038, -0.828991, 1.0]]]
[['2, k, 0', [-0.357855, -0.760374, 1.0]], ['2, k, 1', [-0.309336, -0.547842, 1.0]], ['2, k, 2', [-0.260179, -0.336882, 1.0]], ['2, k, 3', [-0.247, -0.223509, 1.0]], ['2, k, 4', [-0.407604, -0.371572, 1.0]], ['2, k, 5', [-0.534428, -0.568031, 1.0]], ['2, k, 6', [-0.563533, -0.716843, 1.0]], ['2, k, 7', [-0.53818, -0.786292, 1.0]], ['2, k, 8', [-0.108447, -0.383383, 1.0]], ['2, k, 9', [0.0311531, -0.583407, 1.0]], ['2, k, 10', [0.0865223, -0.750554, 1.0]], ['2, k, 11', [0.0887613, -0.802885, 1.0]], ['2, k, 12', [-0.41338, -0.751097, 1.0]], ['2, k, 13', [-0.535023, -0.535816, 1.0]], ['2, k, 14', [-0.565744, -0.772806, 1.0]], ['2, k, 15', [-0.513449, -0.805705, 1.0]], ['2, k, 16', [-0.295218, -0.754362, 1.0]], ['2, k, 17', [0.0114143, -0.540659, 1.0]], ['2, k, 18', [-0.138522, -0.876307, 1.0]], ['2, k, 19', [-0.146012, -0.992493, 1.0]], ['2, k, 20', [-0.272628, -0.389486, 1.0]], ['2, k, 21', [-0.521437, -0.812145, 1.0]], ['2, k, 22', [-0.477386, -0.791834, 1.0]], ['2, k, 23', [0.0832244, -0.837342, 1.0]], ['2, k, 24', [0.126415, -0.801446, 1.0]]]
[['2, k, 0', [-0.350246, -0.707261, 1.0]], ['2, k, 1', [-0.308436, -0.496609, 1.0]], ['2, k, 2', [-0.265905, -0.287423, 1.0]], ['2, k, 3', [-0.247285, -0.173662, 1.0]], ['2, k, 4', [-0.408233, -0.344056, 1.0]], ['2, k, 5', [-0.543286, -0.535262, 1.0]], ['2, k, 6', [-0.561039, -0.680794, 1.0]], ['2, k, 7', [-0.559271, -0.723571, 1.0]], ['2, k, 8', [-0.111502, -0.350464, 1.0]], ['2, k, 9', [0.0314275, -0.562307, 1.0]], ['2, k, 10', [0.0904117, -0.709905, 1.0]], ['2, k, 11', [0.101382, -0.770248, 1.0]], ['2, k, 12', [-0.41215, -0.69758, 1.0]], ['2, k, 13', [-0.534394, -0.535474, 1.0]], ['2, k, 14', [-0.580231, -0.744726, 1.0]], ['2, k, 15', [-0.495563, -0.744933, 1.0]], ['2, k, 16', [-0.281039, -0.702185, 1.0]], ['2, k, 17', [0.0289308, -0.514746, 1.0]], ['2, k, 18', [-0.114217, -0.835475, 1.0]], ['2, k, 19', [-0.128287, -0.95107, 1.0]], ['2, k, 20', [-0.276673, -0.339762, 1.0]], ['2, k, 21', [-0.5513, -0.755967, 1.0]], ['2, k, 22', [-0.499763, -0.726172, 1.0]], ['2, k, 23', [0.0910062, -0.801753, 1.0]], ['2, k, 24', [0.167116, -0.77067, 1.0]]]
[['2, k, 0', [-0.358864, -0.660796, 1.0]], ['2, k, 1', [-0.31365, -0.460742, 1.0]], ['2, k, 2', [-0.268276, -0.262107, 1.0]], ['2, k, 3', [-0.250266, -0.142867, 1.0]], ['2, k, 4', [-0.405873, -0.317164, 1.0]], ['2, k, 5', [-0.549783, -0.490507, 1.0]], ['2, k, 6', [-0.559708, -0.641376, 1.0]], ['2, k, 7', [-0.54222, -0.684797, 1.0]], ['2, k, 8', [-0.111065, -0.320731, 1.0]], ['2, k, 9', [0.0298812, -0.487483, 1.0]], ['2, k, 10', [0.091732, -0.662981, 1.0]], ['2, k, 11', [0.0902009, -0.714001, 1.0]], ['2, k, 12', [-0.417064, -0.647328, 1.0]], ['2, k, 13', [-0.539222, -0.518751, 1.0]], ['2, k, 14', [-0.571036, -0.707739, 1.0]], ['2, k, 15', [-0.480333, -0.681893, 1.0]], ['2, k, 16', [-0.293196, -0.660495, 1.0]], ['2, k, 17', [0.00471347, -0.453384, 1.0]], ['2, k, 18', [-0.124458, -0.802549, 1.0]], ['2, k, 19', [-0.135418, -0.919038, 1.0]], ['2, k, 20', [-0.27969, -0.311764, 1.0]], ['2, k, 21', [-0.521269, -0.707085, 1.0]], ['2, k, 22', [-0.492071, -0.682031, 1.0]], ['2, k, 23', [0.091028, -0.72987, 1.0]], ['2, k, 24', [0.145678, -0.707677, 1.0]]]
[['2, k, 0', [-0.378591, -0.622369, 1.0]], ['2, k, 1', [-0.322507, -0.42451, 1.0]], ['2, k, 2', [-0.267317, -0.225006, 1.0]], ['2, k, 3', [-0.250692, -0.102617, 1.0]], ['2, k, 4', [-0.408209, -0.256745, 1.0]], ['2, k, 5', [-0.544783, -0.448571, 1.0]], ['2, k, 6', [-0.556458, -0.573686, 1.0]], ['2, k, 7', [-0.540129, -0.63319, 1.0]], ['2, k, 8', [-0.11497, -0.282658, 1.0]], ['2, k, 9', [0.0363259, -0.472935, 1.0]], ['2, k, 10', [0.093761, -0.608831, 1.0]], ['2, k, 11', [0.103197, -0.661178, 1.0]], ['2, k, 12', [-0.441049, -0.610764, 1.0]], ['2, k, 13', [-0.54054, -0.415125, 1.0]], ['2, k, 14', [-0.562514, -0.636542, 1.0]], ['2, k, 15', [-0.49995, -0.645975, 1.0]], ['2, k, 16', [-0.30894, -0.619469, 1.0]], ['2, k, 17', [0.00810949, -0.434581, 1.0]], ['2, k, 18', [-0.100413, -0.711033, 1.0]], ['2, k, 19', [-0.114644, -0.827814, 1.0]], ['2, k, 20', [-0.28125, -0.274878, 1.0]], ['2, k, 21', [-0.53994, -0.649742, 1.0]], ['2, k, 22', [-0.489795, -0.632672, 1.0]], ['2, k, 23', [0.0765753, -0.69707, 1.0]], ['2, k, 24', [0.169645, -0.666612, 1.0]]]
[['2, k, 0', [-0.301515, -0.610826, 1.0]], ['2, k, 1', [-0.289451, -0.395312, 1.0]], ['2, k, 2', [-0.27166, -0.180567, 1.0]], ['2, k, 3', [-0.251006, -0.061744, 1.0]], ['2, k, 4', [-0.410669, -0.247894, 1.0]], ['2, k, 5', [-0.544193, -0.410715, 1.0]], ['2, k, 6', [-0.557706, -0.540055, 1.0]], ['2, k, 7', [-0.533428, -0.579059, 1.0]], ['2, k, 8', [-0.115229, -0.258169, 1.0]], ['2, k, 9', [0.0381263, -0.414913, 1.0]], ['2, k, 10', [0.0952448, -0.552764, 1.0]], ['2, k, 11', [0.102687, -0.601836, 1.0]], ['2, k, 12', [-0.366673, -0.607849, 1.0]], ['2, k, 13', [-0.551844, -0.397999, 1.0]], ['2, k, 14', [-0.566695, -0.594975, 1.0]], ['2, k, 15', [-0.484506, -0.569056, 1.0]], ['2, k, 16', [-0.22996, -0.600851, 1.0]], ['2, k, 17', [0.0495365, -0.395866, 1.0]], ['2, k, 18', [-0.0895732, -0.670699, 1.0]], ['2, k, 19', [-0.105008, -0.787647, 1.0]], ['2, k, 20', [-0.276689, -0.237694, 1.0]], ['2, k, 21', [-0.517239, -0.597208, 1.0]], ['2, k, 22', [-0.470996, -0.579303, 1.0]], ['2, k, 23', [0.0755049, -0.643268, 1.0]], ['2, k, 24', [0.165773, -0.60821, 1.0]]]
[['2, k, 0', [-0.255414, -0.574629, 1.0]], ['2, k, 1', [-0.263946, -0.35887, 1.0]], ['2, k, 2', [-0.270157, -0.152658, 1.0]], ['2, k, 3', [-0.252563, -0.0277415, 1.0]], ['2, k, 4', [-0.413931, -0.218816, 1.0]], ['2, k, 5', [-0.535484, -0.349744, 1.0]], ['2, k, 6', [-0.560934, -0.473311, 1.0]], ['2, k, 7', [-0.530437, -0.521703, 1.0]], ['2, k, 8', [-0.116193, -0.215243, 1.0]], ['2, k, 9', [0.0277213, -0.356117, 1.0]], ['2, k, 10', [0.0991215, -0.492716, 1.0]], ['2, k, 11', [0.100226, -0.54482, 1.0]], ['2, k, 12', [-0.316331, -0.570092, 1.0]], ['2, k, 13', [-0.536415, -0.38268, 1.0]], ['2, k, 14', [-0.540041, -0.567559, 1.0]], ['2, k, 15', [-0.521274, -0.503316, 1.0]], ['2, k, 16', [-0.189144, -0.567112, 1.0]], ['2, k, 17', [0.0347396, -0.32284, 1.0]], ['2, k, 18', [-0.104447, -0.583374, 1.0]], ['2, k, 19', [-0.114632, -0.701523, 1.0]], ['2, k, 20', [-0.269566, -0.20288, 1.0]], ['2, k, 21', [-0.518818, -0.536373, 1.0]], ['2, k, 22', [-0.466803, -0.524808, 1.0]], ['2, k, 23', [0.0937891, -0.562301, 1.0]], ['2, k, 24', [0.159488, -0.558589, 1.0]]]
[['2, k, 0', [-0.222958, -0.563204, 1.0]], ['2, k, 1', [-0.254037, -0.346232, 1.0]], ['2, k, 2', [-0.269921, -0.12154, 1.0]], ['2, k, 3', [-0.253805, 0.00500466, 1.0]], ['2, k, 4', [-0.416066, -0.180704, 1.0]], ['2, k, 5', [-0.518455, -0.322827, 1.0]], ['2, k, 6', [-0.5681, -0.413663, 1.0]], ['2, k, 7', [-0.530445, -0.466991, 1.0]], ['2, k, 8', [-0.116081, -0.198908, 1.0]], ['2, k, 9', [0.0262257, -0.328537, 1.0]], ['2, k, 10', [0.097275, -0.431923, 1.0]], ['2, k, 11', [0.108288, -0.487907, 1.0]], ['2, k, 12', [-0.291816, -0.557109, 1.0]], ['2, k, 13', [-0.546451, -0.393841, 1.0]], ['2, k, 14', [-0.548786, -0.584566, 1.0]], ['2, k, 15', [-0.516602, -0.472168, 1.0]], ['2, k, 16', [-0.150342, -0.558006, 1.0]], ['2, k, 17', [0.0313276, -0.262569, 1.0]], ['2, k, 18', [-0.0738687, -0.639993, 1.0]], ['2, k, 19', [-0.0771089, -0.709009, 1.0]], ['2, k, 20', [-0.266064, -0.180237, 1.0]], ['2, k, 21', [-0.515725, -0.479498, 1.0]], ['2, k, 22', [-0.468425, -0.468353, 1.0]], ['2, k, 23', [0.0949465, -0.501016, 1.0]], ['2, k, 24', [0.169989, -0.497106, 1.0]]]
