[['2, k, 0', [-0.1792755, -0.1740592, 1.0]], ['2, k, 1', [-0.157992, 0.05285709, 1.0]], ['2, k, 2', [-0.136354, 0.2755187, 1.0]], ['2, k, 3', [-0.1323512, 0.3919778, 1.0]], ['2, k, 4', [-0.2730273, 0.1951786, 1.0]], ['2, k, 5', [-0.1871425, 0.04858261, 1.0]], ['2, k, 6', [-0.0809165, -0.08275427, 1.0]], ['2, k, 7', [-0.04247102, -0.119164, 1.0]], ['2, k, 8', [-0.001777644, 0.1877759, 1.0]], ['2, k, 9', [-0.007048012, 0.06312313, 1.0]], ['2, k, 10', [-0.01273465, -0.04345867, 1.0]], ['2, k, 11', [-0.03926239, -0.1239528, 1.0]], ['2, k, 12', [-0.2424938, -0.1659234, 1.0]], ['2, k, 13', [-0.1782271, -0.2996505, 1.0]], ['2, k, 14', [-0.2143985, -0.6619554, 1.0]], ['2, k, 15', [-0.189219, -0.7348441, 1.0]], ['2, k, 16', [-0.1118371, -0.1779666, 1.0]], ['2, k, 17', [0.001264923, -0.3104228, 1.0]], ['2, k, 18', [-0.005136605, -0.6554878, 1.0]], ['2, k, 19', [0.01534344, -0.7029625, 1.0]], ['2, k, 20', [-0.1417315, 0.2204796, 1.0]], ['2, k, 21', [-0.02305319, -0.1750398, 1.0]], ['2, k, 22', [-0.02216934, -0.08681616, 1.0]], ['2, k, 23', [-0.02776567, -0.1791432, 1.0]], ['2, k, 24', [-0.02421234, -0.08768647, 1.0]]]
[['2, k, 0', [-0.156703, -0.1724705, 1.0]], ['2, k, 1', [-0.1529248, 0.0643582, 1.0]], ['2, k, 2', [-0.1468545, 0.2952588, 1.0]], ['2, k, 3', [-0.1306804, 0.4199127, 1.0]], ['2, k, 4', [-0.267042, 0.1910355, 1.0]], ['2, k, 5', [-0.2421911, 0.262087, 1.0]], ['2, k, 6', [-0.1162453, 0.3513848, 1.0]], ['2, k, 7', [-0.0473395, 0.4086418, 1.0]], ['2, k, 8', [-0.02461993, 0.2075247, 1.0]], ['2, k, 9', [0.02269677, 0.2563488, 1.0]], ['2, k, 10', [-0.005284962, 0.3411606, 1.0]], ['2, k, 11', [-0.04190288, 0.4026804, 1.0]], ['2, k, 12', [-0.2247447, -0.1730727, 1.0]], ['2, k, 13', [-0.1795578, -0.2930058, 1.0]], ['2, k, 14', [-0.213385, -0.6607926, 1.0]], ['2, k, 15', [-0.189756, -0.7357262, 1.0]], ['2, k, 16', [-0.08560589, -0.1690744, 1.0]], ['2, k, 17', [0.004951103, -0.2968406, 1.0]], ['2, k, 18', [-0.004533813, -0.6578423, 1.0]], ['2, k, 19', [0.01130403, -0.704745, 1.0]], ['2, k, 20', [-0.1489465, 0.2380411, 1.0]], ['2, k, 21', [-0.02433743, 0.4227812, 1.0]], ['2, k, 22', [-0.03822057, 0.3740055, 1.0]], ['2, k, 23', [-0.02635422, 0.4183748, 1.0]], ['2, k, 24', [-0.0363144, 0.3752476, 1.0]]]
[['2, k, 0', [-0.1544937, -0.1681735, 1.0]], ['2, k, 1', [-0.1471696, 0.0691248, 1.0]], ['2, k, 2', [-0.1369099, 0.300712, 1.0]], ['2, k, 3', [-0.1182119, 0.4361813, 1.0]], ['2, k, 4', [-0.2595228, 0.1997737, 1.0]], ['2, k, 5', [-0.2413022, 0.2928133, 1.0]], ['2, k, 6', [-0.1159315, 0.4038506, 1.0]], ['2, k, 7', [-0.055423, 0.4549785, 1.0]], ['2, k, 8', [-0.02268446, 0.2112403, 1.0]], ['2, k, 9', [0.01856763, 0.3045029, 1.0]], ['2, k, 10', [-0.02382128, 0.4267111, 1.0]], ['2, k, 11', [-0.04788844, 0.459508, 1.0]], ['2, k, 12', [-0.2219101, -0.1675888, 1.0]], ['2, k, 13', [-0.1794671, -0.2923444, 1.0]], ['2, k, 14', [-0.2136022, -0.6607054, 1.0]], ['2, k, 15', [-0.1898725, -0.7356268, 1.0]], ['2, k, 16', [-0.08356201, -0.165072, 1.0]], ['2, k, 17', [0.004799174, -0.2969813, 1.0]], ['2, k, 18', [-0.004707027, -0.658474, 1.0]], ['2, k, 19', [0.007102016, -0.7054333, 1.0]], ['2, k, 20', [-0.1397459, 0.2435609, 1.0]], ['2, k, 21', [-0.02655689, 0.4936988, 1.0]], ['2, k, 22', [-0.03741895, 0.4370924, 1.0]], ['2, k, 23', [-0.03397857, 0.4886619, 1.0]], ['2, k, 24', [-0.03526996, 0.4380586, 1.0]]]
[['2, k, 0', [-0.153776, -0.1637531, 1.0]], ['2, k, 1', [-0.147088, 0.0695568, 1.0]], ['2, k, 2', [-0.1379672, 0.2983721, 1.0]], ['2, k, 3', [-0.1203127, 0.4348301, 1.0]], ['2, k, 4', [-0.2634296, 0.207852, 1.0]], ['2, k, 5', [-0.2380248, 0.3251564, 1.0]], ['2, k, 6', [-0.1256128, 0.4384891, 1.0]], ['2, k, 7', [-0.05174708, 0.5169699, 1.0]], ['2, k, 8', [-0.02298616, 0.2181718, 1.0]], ['2, k, 9', [0.01075848, 0.3269906, 1.0]], ['2, k, 10', [-0.02998682, 0.4440953, 1.0]], ['2, k, 11', [-0.05759601, 0.5085562, 1.0]], ['2, k, 12', [-0.2197457, -0.1622086, 1.0]], ['2, k, 13', [-0.1794568, -0.2925328, 1.0]], ['2, k, 14', [-0.2136402, -0.6606835, 1.0]], ['2, k, 15', [-0.1899773, -0.7356067, 1.0]], ['2, k, 16', [-0.0839659, -0.1611509, 1.0]], ['2, k, 17', [0.004715354, -0.2968059, 1.0]], ['2, k, 18', [-0.004778404, -0.6584492, 1.0]], ['2, k, 19', [0.005305594, -0.7052113, 1.0]], ['2, k, 20', [-0.1403053, 0.2423378, 1.0]], ['2, k, 21', [-0.03233974, 0.5532604, 1.0]], ['2, k, 22', [-0.04246195, 0.4942145, 1.0]], ['2, k, 23', [-0.04581618, 0.5536972, 1.0]], ['2, k, 24', [-0.04102113, 0.4944287, 1.0]]]
[['2, k, 0', [-0.1534975, -0.1562952, 1.0]], ['2, k, 1', [-0.1485494, 0.07257421, 1.0]], ['2, k, 2', [-0.1418813, 0.299273, 1.0]], ['2, k, 3', [-0.1263168, 0.4367509, 1.0]], ['2, k, 4', [-0.2726117, 0.2154144, 1.0]], ['2, k, 5', [-0.2327927, 0.3546248, 1.0]], ['2, k, 6', [-0.111788, 0.4928528, 1.0]], ['2, k, 7', [-0.0568505, 0.5664237, 1.0]], ['2, k, 8', [-0.0283718, 0.2272487, 1.0]], ['2, k, 9', [0.02245822, 0.3418827, 1.0]], ['2, k, 10', [-0.03397778, 0.4885639, 1.0]], ['2, k, 11', [-0.06260012, 0.5443988, 1.0]], ['2, k, 12', [-0.2186633, -0.1561367, 1.0]], ['2, k, 13', [-0.1795014, -0.2924158, 1.0]], ['2, k, 14', [-0.2135184, -0.6606336, 1.0]], ['2, k, 15', [-0.190164, -0.736231, 1.0]], ['2, k, 16', [-0.08473109, -0.1524286, 1.0]], ['2, k, 17', [0.004265225, -0.2970173, 1.0]], ['2, k, 18', [-0.004853893, -0.6581292, 1.0]], ['2, k, 19', [0.002609173, -0.7048872, 1.0]], ['2, k, 20', [-0.1433307, 0.2435833, 1.0]], ['2, k, 21', [-0.04156478, 0.6106411, 1.0]], ['2, k, 22', [-0.04666311, 0.5510178, 1.0]], ['2, k, 23', [-0.05734043, 0.5971293, 1.0]], ['2, k, 24', [-0.02673083, 0.5397177, 1.0]]]
[['2, k, 0', [-0.1535285, -0.1489929, 1.0]], ['2, k, 1', [-0.1505124, 0.0768635, 1.0]], ['2, k, 2', [-0.1460261, 0.301001, 1.0]], ['2, k, 3', [-0.1312325, 0.4390625, 1.0]], ['2, k, 4', [-0.2785958, 0.2170347, 1.0]], ['2, k, 5', [-0.2352298, 0.3668924, 1.0]], ['2, k, 6', [-0.1176639, 0.5265146, 1.0]], ['2, k, 7', [-0.06289916, 0.6053009, 1.0]], ['2, k, 8', [-0.02741311, 0.2461577, 1.0]], ['2, k, 9', [0.01825846, 0.3641852, 1.0]], ['2, k, 10', [-0.02699338, 0.5069654, 1.0]], ['2, k, 11', [-0.0649884, 0.5877622, 1.0]], ['2, k, 12', [-0.2178311, -0.1498799, 1.0]], ['2, k, 13', [-0.1795795, -0.2916883, 1.0]], ['2, k, 14', [-0.213347, -0.6605873, 1.0]], ['2, k, 15', [-0.1903949, -0.7343228, 1.0]], ['2, k, 16', [-0.08573557, -0.1441493, 1.0]], ['2, k, 17', [0.003910479, -0.2968035, 1.0]], ['2, k, 18', [-0.004662613, -0.6578875, 1.0]], ['2, k, 19', [0.004703535, -0.7045758, 1.0]], ['2, k, 20', [-0.1468944, 0.2457782, 1.0]], ['2, k, 21', [-0.04947881, 0.6597078, 1.0]], ['2, k, 22', [-0.03558179, 0.5801088, 1.0]], ['2, k, 23', [-0.05868394, 0.6371439, 1.0]], ['2, k, 24', [-0.03526802, 0.5849571, 1.0]]]
[['2, k, 0', [-0.1546733, -0.1040308, 1.0]], ['2, k, 1', [-0.1535203, 0.09878767, 1.0]], ['2, k, 2', [-0.1491017, 0.3063702, 1.0]], ['2, k, 3', [-0.1346217, 0.4450293, 1.0]], ['2, k, 4', [-0.2911292, 0.2305669, 1.0]], ['2, k, 5', [-0.2405921, 0.3878243, 1.0]], ['2, k, 6', [-0.1241336, 0.5569581, 1.0]], ['2, k, 7', [-0.06824705, 0.6458074, 1.0]], ['2, k, 8', [-0.02674172, 0.255747, 1.0]], ['2, k, 9', [-0.000114585, 0.4161748, 1.0]], ['2, k, 10', [-0.02703102, 0.5590926, 1.0]], ['2, k, 11', [-0.06827506, 0.6450465, 1.0]], ['2, k, 12', [-0.2140745, -0.1030365, 1.0]], ['2, k, 13', [-0.1800385, -0.2908208, 1.0]], ['2, k, 14', [-0.2132539, -0.6607819, 1.0]], ['2, k, 15', [-0.191528, -0.7352489, 1.0]], ['2, k, 16', [-0.09137709, -0.1021082, 1.0]], ['2, k, 17', [0.002258116, -0.2948382, 1.0]], ['2, k, 18', [-0.004789715, -0.6577706, 1.0]], ['2, k, 19', [0.003050433, -0.7044215, 1.0]], ['2, k, 20', [-0.1502925, 0.2540652, 1.0]], ['2, k, 21', [-0.05808701, 0.7007492, 1.0]], ['2, k, 22', [-0.05780847, 0.6353605, 1.0]], ['2, k, 23', [-0.06345674, 0.7017442, 1.0]], ['2, k, 24', [-0.04996619, 0.6398361, 1.0]]]
[['2, k, 0', [-0.153771, -0.102632, 1.0]], ['2, k, 1', [-0.1563988, 0.1109558, 1.0]], ['2, k, 2', [-0.1631442, 0.3296316, 1.0]], ['2, k, 3', [-0.1490508, 0.4689996, 1.0]], ['2, k, 4', [-0.3069738, 0.2529705, 1.0]], ['2, k, 5', [-0.2660135, 0.43734, 1.0]], ['2, k, 6', [-0.1422601, 0.5845468, 1.0]], ['2, k, 7', [-0.12304, 0.6626188, 1.0]], ['2, k, 8', [-0.03574232, 0.280328, 1.0]], ['2, k, 9', [0.003615437, 0.4434936, 1.0]], ['2, k, 10', [-0.0558928, 0.6367347, 1.0]], ['2, k, 11', [-0.08433229, 0.6994914, 1.0]], ['2, k, 12', [-0.2139144, -0.1028435, 1.0]], ['2, k, 13', [-0.1802954, -0.2905477, 1.0]], ['2, k, 14', [-0.2137628, -0.6606817, 1.0]], ['2, k, 15', [-0.1919515, -0.734522, 1.0]], ['2, k, 16', [-0.08908886, -0.09837833, 1.0]], ['2, k, 17', [0.001726057, -0.2930417, 1.0]], ['2, k, 18', [-0.004465798, -0.6574115, 1.0]], ['2, k, 19', [0.002766315, -0.704329, 1.0]], ['2, k, 20', [-0.1612017, 0.2754425, 1.0]], ['2, k, 21', [-0.08458384, 0.7154717, 1.0]], ['2, k, 22', [-0.1009485, 0.633446, 1.0]], ['2, k, 23', [-0.08825359, 0.7528181, 1.0]], ['2, k, 24', [-0.05852257, 0.7155057, 1.0]]]
[['2, k, 0', [-0.1532797, -0.1054401, 1.0]], ['2, k, 1', [-0.1528911, 0.1042136, 1.0]], ['2, k, 2', [-0.1471897, 0.3042603, 1.0]], ['2, k, 3', [-0.1327048, 0.4430117, 1.0]], ['2, k, 4', [-0.3013223, 0.246638, 1.0]], ['2, k, 5', [-0.2712039, 0.4356634, 1.0]], ['2, k, 6', [-0.1528896, 0.6290262, 1.0]], ['2, k, 7', [-0.09494457, 0.7279053, 1.0]], ['2, k, 8', [-0.0309309, 0.2733031, 1.0]], ['2, k, 9', [-0.01260219, 0.480165, 1.0]], ['2, k, 10', [-0.05802194, 0.6652638, 1.0]], ['2, k, 11', [-0.093018, 0.7686633, 1.0]], ['2, k, 12', [-0.2127235, -0.1073491, 1.0]], ['2, k, 13', [-0.1809062, -0.2900298, 1.0]], ['2, k, 14', [-0.2135041, -0.6605737, 1.0]], ['2, k, 15', [-0.1929862, -0.7343095, 1.0]], ['2, k, 16', [-0.08926562, -0.1005692, 1.0]], ['2, k, 17', [0.001783153, -0.2925398, 1.0]], ['2, k, 18', [-0.004226225, -0.6574237, 1.0]], ['2, k, 19', [0.004937235, -0.7039433, 1.0]], ['2, k, 20', [-0.1495987, 0.2562468, 1.0]], ['2, k, 21', [-0.07937808, 0.7889138, 1.0]], ['2, k, 22', [-0.06431424, 0.696956, 1.0]], ['2, k, 23', [-0.0904882, 0.8306764, 1.0]], ['2, k, 24', [-0.07217368, 0.7756227, 1.0]]]
[['2, k, 0', [-0.153456, -0.1017441, 1.0]], ['2, k, 1', [-0.1525281, 0.1042377, 1.0]], ['2, k, 2', [-0.1465023, 0.3027656, 1.0]], ['2, k, 3', [-0.1320139, 0.4415079, 1.0]], ['2, k, 4', [-0.2991512, 0.2460722, 1.0]], ['2, k, 5', [-0.2546495, 0.4567149, 1.0]], ['2, k, 6', [-0.1466812, 0.6550333, 1.0]], ['2, k, 7', [-0.1119534, 0.7249406, 1.0]], ['2, k, 8', [-0.0177666, 0.2640956, 1.0]], ['2, k, 9', [-0.01139388, 0.4725054, 1.0]], ['2, k, 10', [-0.06654768, 0.6838672, 1.0]], ['2, k, 11', [-0.09894058, 0.7791786, 1.0]], ['2, k, 12', [-0.2115013, -0.1026033, 1.0]], ['2, k, 13', [-0.1820839, -0.2894093, 1.0]], ['2, k, 14', [-0.2132937, -0.6605675, 1.0]], ['2, k, 15', [-0.1930631, -0.7341374, 1.0]], ['2, k, 16', [-0.09083645, -0.09764188, 1.0]], ['2, k, 17', [0.001496898, -0.292181, 1.0]], ['2, k, 18', [-0.004183291, -0.6573072, 1.0]], ['2, k, 19', [0.007353905, -0.7038424, 1.0]], ['2, k, 20', [-0.1487668, 0.2549302, 1.0]], ['2, k, 21', [-0.0864043, 0.7794781, 1.0]], ['2, k, 22', [-0.08170039, 0.7007729, 1.0]], ['2, k, 23', [-0.09897715, 0.8462495, 1.0]], ['2, k, 24', [-0.0860092, 0.7842584, 1.0]]]
[['2, k, 0', [-0.1512256, -0.1057765, 1.0]], ['2, k, 1', [-0.1503861, 0.1011688, 1.0]], ['2, k, 2', [-0.1459428, 0.3018061, 1.0]], ['2, k, 3', [-0.1314497, 0.44054, 1.0]], ['2, k, 4', [-0.2971616, 0.2458112, 1.0]], ['2, k, 5', [-0.2605262, 0.4597978, 1.0]], ['2, k, 6', [-0.1545555, 0.6642326, 1.0]], ['2, k, 7', [-0.1194052, 0.7359766, 1.0]], ['2, k, 8', [-0.0192076, 0.2635339, 1.0]], ['2, k, 9', [-0.009733008, 0.4755559, 1.0]], ['2, k, 10', [-0.06691704, 0.6892363, 1.0]], ['2, k, 11', [-0.1026778, 0.793666, 1.0]], ['2, k, 12', [-0.2090254, -0.1079041, 1.0]], ['2, k, 13', [-0.1820907, -0.2897536, 1.0]], ['2, k, 14', [-0.2133403, -0.6603152, 1.0]], ['2, k, 15', [-0.1924778, -0.7330903, 1.0]], ['2, k, 16', [-0.08900777, -0.1009628, 1.0]], ['2, k, 17', [0.001741525, -0.2925815, 1.0]], ['2, k, 18', [-0.004934506, -0.6591692, 1.0]], ['2, k, 19', [0.006546916, -0.7056926, 1.0]], ['2, k, 20', [-0.1476514, 0.253132, 1.0]], ['2, k, 21', [-0.09232913, 0.7891207, 1.0]], ['2, k, 22', [-0.08263506, 0.7167094, 1.0]], ['2, k, 23', [-0.1053577, 0.8625401, 1.0]], ['2, k, 24', [-0.07159785, 0.7685742, 1.0]]]
[['2, k, 0', [-0.1512823, -0.1054613, 1.0]], ['2, k, 1', [-0.1501656, 0.1010055, 1.0]], ['2, k, 2', [-0.1455299, 0.3009858, 1.0]], ['2, k, 3', [-0.1310325, 0.4397109, 1.0]], ['2, k, 4', [-0.2963752, 0.2454755, 1.0]], ['2, k, 5', [-0.2638306, 0.463572, 1.0]], ['2, k, 6', [-0.1595049, 0.6718054, 1.0]], ['2, k, 7', [-0.1268562, 0.7441508, 1.0]], ['2, k, 8', [-0.02088792, 0.2641886, 1.0]], ['2, k, 9', [-0.01273024, 0.4838011, 1.0]], ['2, k, 10', [-0.07694315, 0.7006513, 1.0]], ['2, k, 11', [-0.1061452, 0.770126, 1.0]], ['2, k, 12', [-0.2089394, -0.1075487, 1.0]], ['2, k, 13', [-0.1819039, -0.2902263, 1.0]], ['2, k, 14', [-0.2129945, -0.6604178, 1.0]], ['2, k, 15', [-0.1926683, -0.7330723, 1.0]], ['2, k, 16', [-0.08937521, -0.1006349, 1.0]], ['2, k, 17', [0.001969859, -0.2926549, 1.0]], ['2, k, 18', [-0.004905807, -0.6592053, 1.0]], ['2, k, 19', [0.006638743, -0.7057438, 1.0]], ['2, k, 20', [-0.1471804, 0.2523346, 1.0]], ['2, k, 21', [-0.09782758, 0.798466, 1.0]], ['2, k, 22', [-0.09221893, 0.7239345, 1.0]], ['2, k, 23', [-0.1128834, 0.8267609, 1.0]], ['2, k, 24', [-0.07787214, 0.7707433, 1.0]]]
[['2, k, 0', [-0.1532254, -0.1070912, 1.0]], ['2, k, 1', [-0.1504343, 0.09999444, 1.0]], ['2, k, 2', [-0.1453151, 0.300425, 1.0]], ['2, k, 3', [-0.1308156, 0.4391435, 1.0]], ['2, k, 4', [-0.2945924, 0.247329, 1.0]], ['2, k, 5', [-0.2729861, 0.4726509, 1.0]], ['2, k, 6', [-0.173377, 0.6857198, 1.0]], ['2, k, 7', [-0.1205394, 0.7913323, 1.0]], ['2, k, 8', [-0.01780211, 0.2627811, 1.0]], ['2, k, 9', [-0.01343743, 0.4873532, 1.0]], ['2, k, 10', [-0.06829634, 0.6871473, 1.0]], ['2, k, 11', [-0.1075259, 0.7601523, 1.0]], ['2, k, 12', [-0.2105483, -0.108375, 1.0]], ['2, k, 13', [-0.181916, -0.2904324, 1.0]], ['2, k, 14', [-0.213045, -0.660463, 1.0]], ['2, k, 15', [-0.1933098, -0.7329032, 1.0]], ['2, k, 16', [-0.09215593, -0.1036724, 1.0]], ['2, k, 17', [0.002122678, -0.2924319, 1.0]], ['2, k, 18', [-0.004729467, -0.6596409, 1.0]], ['2, k, 19', [0.007237846, -0.7061756, 1.0]], ['2, k, 20', [-0.1470025, 0.2515372, 1.0]], ['2, k, 21', [-0.1118682, 0.8600206, 1.0]], ['2, k, 22', [-0.09283704, 0.7561759, 1.0]], ['2, k, 23', [-0.1273916, 0.8161104, 1.0]], ['2, k, 24', [-0.0891202, 0.7837684, 1.0]]]
[['2, k, 0', [-0.1542888, -0.1062133, 1.0]], ['2, k, 1', [-0.150461, 0.09998563, 1.0]], ['2, k, 2', [-0.1450205, 0.3000349, 1.0]], ['2, k, 3', [-0.1305171, 0.4387487, 1.0]], ['2, k, 4', [-0.2930473, 0.2481236, 1.0]], ['2, k, 5', [-0.2766882, 0.4777223, 1.0]], ['2, k, 6', [-0.1750838, 0.6901833, 1.0]], ['2, k, 7', [-0.139658, 0.763418, 1.0]], ['2, k, 8', [-0.01899629, 0.2638152, 1.0]], ['2, k, 9', [-0.01435691, 0.4900245, 1.0]], ['2, k, 10', [-0.06953681, 0.69015, 1.0]], ['2, k, 11', [-0.1086452, 0.7647516, 1.0]], ['2, k, 12', [-0.2113449, -0.1073633, 1.0]], ['2, k, 13', [-0.1819111, -0.2903622, 1.0]], ['2, k, 14', [-0.2133569, -0.6602826, 1.0]], ['2, k, 15', [-0.191151, -0.7344709, 1.0]], ['2, k, 16', [-0.09361618, -0.1028191, 1.0]], ['2, k, 17', [0.002063785, -0.2923983, 1.0]], ['2, k, 18', [-0.004803228, -0.6606789, 1.0]], ['2, k, 19', [0.008048989, -0.7072215, 1.0]], ['2, k, 20', [-0.1468016, 0.2512316, 1.0]], ['2, k, 21', [-0.1141194, 0.8207114, 1.0]], ['2, k, 22', [-0.10622, 0.7450821, 1.0]], ['2, k, 23', [-0.1282645, 0.8217233, 1.0]], ['2, k, 24', [-0.09809113, 0.8063123, 1.0]]]
[['2, k, 0', [-0.1540061, -0.1052459, 1.0]], ['2, k, 1', [-0.1503793, 0.1000448, 1.0]], ['2, k, 2', [-0.1450394, 0.2998031, 1.0]], ['2, k, 3', [-0.1305367, 0.4385141, 1.0]], ['2, k, 4', [-0.2924605, 0.2481644, 1.0]], ['2, k, 5', [-0.2756721, 0.4782219, 1.0]], ['2, k, 6', [-0.175535, 0.6919087, 1.0]], ['2, k, 7', [-0.1431629, 0.7683797, 1.0]], ['2, k, 8', [-0.01820779, 0.2638585, 1.0]], ['2, k, 9', [-0.01634046, 0.492567, 1.0]], ['2, k, 10', [-0.07435621, 0.7125757, 1.0]], ['2, k, 11', [-0.1168013, 0.784992, 1.0]], ['2, k, 12', [-0.2108361, -0.1059878, 1.0]], ['2, k, 13', [-0.1817003, -0.2906325, 1.0]], ['2, k, 14', [-0.2133932, -0.660228, 1.0]], ['2, k, 15', [-0.1910656, -0.7313802, 1.0]], ['2, k, 16', [-0.09349273, -0.102111, 1.0]], ['2, k, 17', [0.002081053, -0.2930763, 1.0]], ['2, k, 18', [-0.004538415, -0.6609097, 1.0]], ['2, k, 19', [0.009069202, -0.7074583, 1.0]], ['2, k, 20', [-0.146773, 0.2510551, 1.0]], ['2, k, 21', [-0.1157191, 0.8248827, 1.0]], ['2, k, 22', [-0.105983, 0.7510095, 1.0]], ['2, k, 23', [-0.1275351, 0.8433337, 1.0]], ['2, k, 24', [-0.09366205, 0.7979385, 1.0]]]
[['2, k, 0', [-0.1547311, -0.1087742, 1.0]], ['2, k, 1', [-0.1504175, 0.09840123, 1.0]], ['2, k, 2', [-0.1449436, 0.2994501, 1.0]], ['2, k, 3', [-0.1304399, 0.4381561, 1.0]], ['2, k, 4', [-0.2921077, 0.248045, 1.0]], ['2, k, 5', [-0.2763777, 0.4788933, 1.0]], ['2, k, 6', [-0.1767455, 0.6930759, 1.0]], ['2, k, 7', [-0.143698, 0.7701125, 1.0]], ['2, k, 8', [-0.01113822, 0.2604779, 1.0]], ['2, k, 9', [-0.01587777, 0.4892766, 1.0]], ['2, k, 10', [-0.07298817, 0.7061183, 1.0]], ['2, k, 11', [-0.1141717, 0.782942, 1.0]], ['2, k, 12', [-0.2117274, -0.1088802, 1.0]], ['2, k, 13', [-0.1817192, -0.2905573, 1.0]], ['2, k, 14', [-0.2133775, -0.6601666, 1.0]], ['2, k, 15', [-0.1914521, -0.7312505, 1.0]], ['2, k, 16', [-0.09402542, -0.1064277, 1.0]], ['2, k, 17', [0.001918629, -0.2930601, 1.0]], ['2, k, 18', [-0.005032785, -0.6618538, 1.0]], ['2, k, 19', [0.0106122, -0.7084165, 1.0]], ['2, k, 20', [-0.1466437, 0.250356, 1.0]], ['2, k, 21', [-0.1190703, 0.829188, 1.0]], ['2, k, 22', [-0.1060674, 0.7498607, 1.0]], ['2, k, 23', [-0.134087, 0.8411362, 1.0]], ['2, k, 24', [-0.1028809, 0.8098033, 1.0]]]
[['2, k, 0', [-0.1548221, -0.1064502, 1.0]], ['2, k, 1', [-0.1503979, 0.09857991, 1.0]], ['2, k, 2', [-0.1449123, 0.2988806, 1.0]], ['2, k, 3', [-0.1304086, 0.437577, 1.0]], ['2, k, 4', [-0.2922445, 0.2478862, 1.0]], ['2, k, 5', [-0.2774832, 0.4794545, 1.0]], ['2, k, 6', [-0.1793194, 0.6945694, 1.0]], ['2, k, 7', [-0.1456176, 0.7706217, 1.0]], ['2, k, 8', [-0.007854314, 0.2652711, 1.0]], ['2, k, 9', [-0.01373805, 0.4945847, 1.0]], ['2, k, 10', [-0.07260115, 0.7029527, 1.0]], ['2, k, 11', [-0.1157464, 0.7825773, 1.0]], ['2, k, 12', [-0.2113505, -0.1070056, 1.0]], ['2, k, 13', [-0.1817292, -0.2905575, 1.0]], ['2, k, 14', [-0.2131554, -0.6605834, 1.0]], ['2, k, 15', [-0.1921478, -0.7315996, 1.0]], ['2, k, 16', [-0.09470861, -0.1033721, 1.0]], ['2, k, 17', [0.001817295, -0.2925316, 1.0]], ['2, k, 18', [-0.005380555, -0.6612779, 1.0]], ['2, k, 19', [0.01077899, -0.7078574, 1.0]], ['2, k, 20', [-0.1465963, 0.2499999, 1.0]], ['2, k, 21', [-0.1200272, 0.8359694, 1.0]], ['2, k, 22', [-0.1096609, 0.7483586, 1.0]], ['2, k, 23', [-0.13366, 0.8417096, 1.0]], ['2, k, 24', [-0.1009919, 0.8072215, 1.0]]]
[['2, k, 0', [-0.1527667, -0.1103987, 1.0]], ['2, k, 1', [-0.1497918, 0.09725445, 1.0]], ['2, k, 2', [-0.1449413, 0.2987446, 1.0]], ['2, k, 3', [-0.1304382, 0.4374387, 1.0]], ['2, k, 4', [-0.2918812, 0.2483933, 1.0]], ['2, k, 5', [-0.2776153, 0.480772, 1.0]], ['2, k, 6', [-0.1806007, 0.6963555, 1.0]], ['2, k, 7', [-0.1438854, 0.7742513, 1.0]], ['2, k, 8', [-0.01427951, 0.2706846, 1.0]], ['2, k, 9', [-0.0152552, 0.5004141, 1.0]], ['2, k, 10', [-0.07170746, 0.6992393, 1.0]], ['2, k, 11', [-0.1135646, 0.7793683, 1.0]], ['2, k, 12', [-0.2097944, -0.1118005, 1.0]], ['2, k, 13', [-0.1816619, -0.2900944, 1.0]], ['2, k, 14', [-0.2131864, -0.6604744, 1.0]], ['2, k, 15', [-0.1920774, -0.7317602, 1.0]], ['2, k, 16', [-0.09199781, -0.1068077, 1.0]], ['2, k, 17', [0.00193418, -0.2926334, 1.0]], ['2, k, 18', [-0.005331229, -0.6612872, 1.0]], ['2, k, 19', [0.01092146, -0.7078528, 1.0]], ['2, k, 20', [-0.1465248, 0.24962, 1.0]], ['2, k, 21', [-0.1198094, 0.8365365, 1.0]], ['2, k, 22', [-0.1062143, 0.7508816, 1.0]], ['2, k, 23', [-0.1348208, 0.8353704, 1.0]], ['2, k, 24', [-0.1077327, 0.8189346, 1.0]]]
