[['2, k, 0', [-0.0009470826, -0.110218, 1.0]], ['2, k, 1', [0.008299632, 0.1962023, 1.0]], ['2, k, 2', [0.01646993, 0.4909675, 1.0]], ['2, k, 3', [0.02531053, 0.619659, 1.0]], ['2, k, 4', [-0.1540076, 0.3824924, 1.0]], ['2, k, 5', [-0.2625157, 0.1546346, 1.0]], ['2, k, 6', [-0.3373914, -0.04214922, 1.0]], ['2, k, 7', [-0.3845508, -0.1266962, 1.0]], ['2, k, 8', [0.1705179, 0.3645908, 1.0]], ['2, k, 9', [0.2105937, 0.1137443, 1.0]], ['2, k, 10', [0.21309, -0.1059924, 1.0]], ['2, k, 11', [0.2075002, -0.1575392, 1.0]], ['2, k, 12', [-0.07309299, -0.1048921, 1.0]], ['2, k, 13', [-0.08317268, -0.407535, 1.0]], ['2, k, 14', [-0.07996567, -0.6830308, 1.0]], ['2, k, 15', [-0.05684875, -0.7146848, 1.0]], ['2, k, 16', [0.07108388, -0.1114847, 1.0]], ['2, k, 17', [0.06720517, -0.4128962, 1.0]], ['2, k, 18', [0.07086167, -0.6772636, 1.0]], ['2, k, 19', [0.08543198, -0.7452986, 1.0]], ['2, k, 20', [0.01453282, 0.4188676, 1.0]], ['2, k, 21', [-0.3988208, -0.1920492, 1.0]], ['2, k, 22', [-0.3809939, -0.1426372, 1.0]], ['2, k, 23', [0.2123279, -0.2048096, 1.0]], ['2, k, 24', [0.1632216, -0.150305, 1.0]]]
[['2, k, 0', [0.005985506, -0.09614717, 1.0]], ['2, k, 1', [-0.002480148, 0.2119072, 1.0]], ['2, k, 2', [-0.01059532, 0.5083773, 1.0]], ['2, k, 3', [0.0327832, 0.6277213, 1.0]], ['2, k, 4', [-0.1482476, 0.392625, 1.0]], ['2, k, 5', [-0.2836247, 0.1691227, 1.0]], ['2, k, 6', [-0.351671, -0.04627693, 1.0]], ['2, k, 7', [-0.3831078, -0.1194179, 1.0]], ['2, k, 8', [0.1698304, 0.3867854, 1.0]], ['2, k, 9', [0.2983901, 0.2043666, 1.0]], ['2, k, 10', [0.4524702, 0.07113926, 1.0]], ['2, k, 11', [0.4642304, 0.05173105, 1.0]], ['2, k, 12', [-0.06352656, -0.09175388, 1.0]], ['2, k, 13', [-0.08406127, -0.3971989, 1.0]], ['2, k, 14', [-0.07990438, -0.6840808, 1.0]], ['2, k, 15', [-0.04631766, -0.7157018, 1.0]], ['2, k, 16', [0.07529953, -0.09696943, 1.0]], ['2, k, 17', [0.06762652, -0.385793, 1.0]], ['2, k, 18', [0.07443599, -0.6738949, 1.0]], ['2, k, 19', [0.08703792, -0.7450693, 1.0]], ['2, k, 20', [-0.008624495, 0.4358617, 1.0]], ['2, k, 21', [-0.3988642, -0.1799575, 1.0]], ['2, k, 22', [-0.3814479, -0.1445654, 1.0]], ['2, k, 23', [0.5130171, -0.0009079538, 1.0]], ['2, k, 24', [0.4434803, 0.0278797, 1.0]]]
[['2, k, 0', [0.005739537, -0.09622409, 1.0]], ['2, k, 1', [-0.002535118, 0.2120004, 1.0]], ['2, k, 2', [-0.01050778, 0.5086644, 1.0]], ['2, k, 3', [0.03262227, 0.6278848, 1.0]], ['2, k, 4', [-0.1482541, 0.3926363, 1.0]], ['2, k, 5', [-0.2833794, 0.1672509, 1.0]], ['2, k, 6', [-0.3515969, -0.04617811, 1.0]], ['2, k, 7', [-0.3827024, -0.1179755, 1.0]], ['2, k, 8', [0.1703569, 0.3864065, 1.0]], ['2, k, 9', [0.2992263, 0.204262, 1.0]], ['2, k, 10', [0.4550374, 0.07390925, 1.0]], ['2, k, 11', [0.4657144, 0.05355582, 1.0]], ['2, k, 12', [-0.06381746, -0.09175856, 1.0]], ['2, k, 13', [-0.08430015, -0.3962051, 1.0]], ['2, k, 14', [-0.07962567, -0.6837948, 1.0]], ['2, k, 15', [-0.04617555, -0.7154276, 1.0]], ['2, k, 16', [0.07509732, -0.09713171, 1.0]], ['2, k, 17', [0.06854948, -0.3856727, 1.0]], ['2, k, 18', [0.07450257, -0.6738943, 1.0]], ['2, k, 19', [0.08704196, -0.7450545, 1.0]], ['2, k, 20', [-0.008578678, 0.4360881, 1.0]], ['2, k, 21', [-0.3985302, -0.1797999, 1.0]], ['2, k, 22', [-0.3820823, -0.1470838, 1.0]], ['2, k, 23', [0.5130603, 0.002462926, 1.0]], ['2, k, 24', [0.4600082, 0.02598795, 1.0]]]
[['2, k, 0', [0.005325889, -0.09626386, 1.0]], ['2, k, 1', [-0.002769705, 0.212169, 1.0]], ['2, k, 2', [-0.01062118, 0.5089818, 1.0]], ['2, k, 3', [0.03241027, 0.6280726, 1.0]], ['2, k, 4', [-0.1482703, 0.3926325, 1.0]], ['2, k, 5', [-0.2831941, 0.1670182, 1.0]], ['2, k, 6', [-0.3514687, -0.0460484, 1.0]], ['2, k, 7', [-0.3827046, -0.1181566, 1.0]], ['2, k, 8', [0.1705701, 0.3861555, 1.0]], ['2, k, 9', [0.2999243, 0.2043867, 1.0]], ['2, k, 10', [0.4563004, 0.07465247, 1.0]], ['2, k, 11', [0.4655305, 0.05613657, 1.0]], ['2, k, 12', [-0.06427091, -0.09166618, 1.0]], ['2, k, 13', [-0.0843137, -0.3960318, 1.0]], ['2, k, 14', [-0.0795867, -0.683797, 1.0]], ['2, k, 15', [-0.04622498, -0.715431, 1.0]], ['2, k, 16', [0.07472785, -0.09730624, 1.0]], ['2, k, 17', [0.06618961, -0.3875494, 1.0]], ['2, k, 18', [0.07453415, -0.6737496, 1.0]], ['2, k, 19', [0.08825766, -0.7450688, 1.0]], ['2, k, 20', [-0.008716313, 0.4363712, 1.0]], ['2, k, 21', [-0.3984503, -0.1790434, 1.0]], ['2, k, 22', [-0.3801636, -0.1375718, 1.0]], ['2, k, 23', [0.514123, 0.001037067, 1.0]], ['2, k, 24', [0.4460434, 0.03524506, 1.0]]]
[['2, k, 0', [0.005215713, -0.09627506, 1.0]], ['2, k, 1', [-0.002796067, 0.2121927, 1.0]], ['2, k, 2', [-0.01060278, 0.5090262, 1.0]], ['2, k, 3', [0.03212667, 0.6283529, 1.0]], ['2, k, 4', [-0.1482611, 0.3926256, 1.0]], ['2, k, 5', [-0.2830741, 0.1670835, 1.0]], ['2, k, 6', [-0.3514709, -0.04586148, 1.0]], ['2, k, 7', [-0.3825444, -0.1171024, 1.0]], ['2, k, 8', [0.1706662, 0.3861899, 1.0]], ['2, k, 9', [0.3006264, 0.2048987, 1.0]], ['2, k, 10', [0.4577999, 0.07661429, 1.0]], ['2, k, 11', [0.4659522, 0.05929932, 1.0]], ['2, k, 12', [-0.06437577, -0.09164788, 1.0]], ['2, k, 13', [-0.08393383, -0.3968414, 1.0]], ['2, k, 14', [-0.07965289, -0.683901, 1.0]], ['2, k, 15', [-0.04630794, -0.7155339, 1.0]], ['2, k, 16', [0.07461268, -0.09735296, 1.0]], ['2, k, 17', [0.0660108, -0.3875856, 1.0]], ['2, k, 18', [0.07455605, -0.6738506, 1.0]], ['2, k, 19', [0.08819664, -0.7450225, 1.0]], ['2, k, 20', [-0.008708365, 0.4364093, 1.0]], ['2, k, 21', [-0.3980719, -0.1789128, 1.0]], ['2, k, 22', [-0.380013, -0.1380803, 1.0]], ['2, k, 23', [0.5155938, 0.008986133, 1.0]], ['2, k, 24', [0.4383706, 0.04072485, 1.0]]]
[['2, k, 0', [0.005107277, -0.09618803, 1.0]], ['2, k, 1', [-0.002805994, 0.2122633, 1.0]], ['2, k, 2', [-0.01054702, 0.5090761, 1.0]], ['2, k, 3', [0.03204209, 0.6283871, 1.0]], ['2, k, 4', [-0.1482203, 0.3926051, 1.0]], ['2, k, 5', [-0.2828937, 0.1672818, 1.0]], ['2, k, 6', [-0.3507326, -0.04523742, 1.0]], ['2, k, 7', [-0.3830366, -0.1197795, 1.0]], ['2, k, 8', [0.1711387, 0.386249, 1.0]], ['2, k, 9', [0.3027638, 0.2061811, 1.0]], ['2, k, 10', [0.4610775, 0.08094501, 1.0]], ['2, k, 11', [0.466467, 0.06402925, 1.0]], ['2, k, 12', [-0.06452858, -0.09145773, 1.0]], ['2, k, 13', [-0.08446115, -0.3952101, 1.0]], ['2, k, 14', [-0.07977276, -0.6835797, 1.0]], ['2, k, 15', [-0.04640198, -0.7152133, 1.0]], ['2, k, 16', [0.07454662, -0.09733844, 1.0]], ['2, k, 17', [0.06594291, -0.3873638, 1.0]], ['2, k, 18', [0.0748995, -0.6736296, 1.0]], ['2, k, 19', [0.08803966, -0.744901, 1.0]], ['2, k, 20', [-0.008665939, 0.436465, 1.0]], ['2, k, 21', [-0.3977914, -0.1787864, 1.0]], ['2, k, 22', [-0.3812155, -0.1442942, 1.0]], ['2, k, 23', [0.5154755, 0.01499976, 1.0]], ['2, k, 24', [0.4434091, 0.0399032, 1.0]]]
[['2, k, 0', [0.004752332, -0.09588362, 1.0]], ['2, k, 1', [-0.002985217, 0.212438, 1.0]], ['2, k, 2', [-0.01059862, 0.5091389, 1.0]], ['2, k, 3', [0.03187352, 0.6284793, 1.0]], ['2, k, 4', [-0.1481573, 0.3932938, 1.0]], ['2, k, 5', [-0.2828785, 0.1673213, 1.0]], ['2, k, 6', [-0.3504831, -0.0447985, 1.0]], ['2, k, 7', [-0.3830585, -0.1197564, 1.0]], ['2, k, 8', [0.1727765, 0.3874642, 1.0]], ['2, k, 9', [0.3050784, 0.2077853, 1.0]], ['2, k, 10', [0.4666208, 0.08857238, 1.0]], ['2, k, 11', [0.4679489, 0.07125311, 1.0]], ['2, k, 12', [-0.06477457, -0.09106186, 1.0]], ['2, k, 13', [-0.08413792, -0.3965152, 1.0]], ['2, k, 14', [-0.07975492, -0.6835755, 1.0]], ['2, k, 15', [-0.04614327, -0.7151901, 1.0]], ['2, k, 16', [0.07406598, -0.09715396, 1.0]], ['2, k, 17', [0.06626786, -0.3874921, 1.0]], ['2, k, 18', [0.07491636, -0.6736233, 1.0]], ['2, k, 19', [0.08793375, -0.744822, 1.0]], ['2, k, 20', [-0.008740969, 0.4365526, 1.0]], ['2, k, 21', [-0.3985136, -0.1791094, 1.0]], ['2, k, 22', [-0.3798933, -0.1366315, 1.0]], ['2, k, 23', [0.5182036, 0.02077759, 1.0]], ['2, k, 24', [0.4423693, 0.04906987, 1.0]]]
[['2, k, 0', [0.004678649, -0.09585439, 1.0]], ['2, k, 1', [-0.003001133, 0.212447, 1.0]], ['2, k, 2', [-0.0105945, 0.5091386, 1.0]], ['2, k, 3', [0.03131723, 0.6287199, 1.0]], ['2, k, 4', [-0.1481852, 0.3933042, 1.0]], ['2, k, 5', [-0.2827109, 0.1674771, 1.0]], ['2, k, 6', [-0.3504768, -0.04478325, 1.0]], ['2, k, 7', [-0.382475, -0.1179031, 1.0]], ['2, k, 8', [0.1732685, 0.3876268, 1.0]], ['2, k, 9', [0.3086355, 0.2103974, 1.0]], ['2, k, 10', [0.4702119, 0.09339848, 1.0]], ['2, k, 11', [0.4725223, 0.07829644, 1.0]], ['2, k, 12', [-0.06483561, -0.09104139, 1.0]], ['2, k, 13', [-0.08445832, -0.3952143, 1.0]], ['2, k, 14', [-0.07992623, -0.6836222, 1.0]], ['2, k, 15', [-0.04630983, -0.7152348, 1.0]], ['2, k, 16', [0.07398321, -0.09712192, 1.0]], ['2, k, 17', [0.0671006, -0.3850963, 1.0]], ['2, k, 18', [0.07541047, -0.6731257, 1.0]], ['2, k, 19', [0.08806239, -0.7448371, 1.0]], ['2, k, 20', [-0.008740602, 0.4365531, 1.0]], ['2, k, 21', [-0.397992, -0.1788351, 1.0]], ['2, k, 22', [-0.38073, -0.1407388, 1.0]], ['2, k, 23', [0.5179399, 0.0293283, 1.0]], ['2, k, 24', [0.4416817, 0.05697617, 1.0]]]
[['2, k, 0', [0.0044047, -0.09590247, 1.0]], ['2, k, 1', [-0.003145635, 0.2124774, 1.0]], ['2, k, 2', [-0.01066067, 0.5092024, 1.0]], ['2, k, 3', [0.03100204, 0.6288364, 1.0]], ['2, k, 4', [-0.1482217, 0.3932754, 1.0]], ['2, k, 5', [-0.2827143, 0.1674699, 1.0]], ['2, k, 6', [-0.3505571, -0.04456602, 1.0]], ['2, k, 7', [-0.3821814, -0.1173001, 1.0]], ['2, k, 8', [0.1740734, 0.3866805, 1.0]], ['2, k, 9', [0.3132174, 0.2126485, 1.0]], ['2, k, 10', [0.4747848, 0.1002256, 1.0]], ['2, k, 11', [0.4761219, 0.08868402, 1.0]], ['2, k, 12', [-0.06510291, -0.0910247, 1.0]], ['2, k, 13', [-0.08444922, -0.3952174, 1.0]], ['2, k, 14', [-0.07988451, -0.683551, 1.0]], ['2, k, 15', [-0.04641974, -0.7151704, 1.0]], ['2, k, 16', [0.07369953, -0.09725269, 1.0]], ['2, k, 17', [0.06650446, -0.3857655, 1.0]], ['2, k, 18', [0.07468544, -0.6742473, 1.0]], ['2, k, 19', [0.08808579, -0.7448433, 1.0]], ['2, k, 20', [-0.008818366, 0.4366094, 1.0]], ['2, k, 21', [-0.3986551, -0.1791838, 1.0]], ['2, k, 22', [-0.3808675, -0.1407416, 1.0]], ['2, k, 23', [0.5230502, 0.04281115, 1.0]], ['2, k, 24', [0.4529848, 0.06477584, 1.0]]]
[['2, k, 0', [0.004216689, -0.09588452, 1.0]], ['2, k, 1', [-0.003252019, 0.2125118, 1.0]], ['2, k, 2', [-0.0106917, 0.5092295, 1.0]], ['2, k, 3', [0.03064047, 0.6289994, 1.0]], ['2, k, 4', [-0.1482888, 0.3932355, 1.0]], ['2, k, 5', [-0.2824502, 0.1672727, 1.0]], ['2, k, 6', [-0.3501892, -0.04394109, 1.0]], ['2, k, 7', [-0.3824779, -0.1181571, 1.0]], ['2, k, 8', [0.1742532, 0.3867486, 1.0]], ['2, k, 9', [0.3161463, 0.2150211, 1.0]], ['2, k, 10', [0.4795396, 0.1086019, 1.0]], ['2, k, 11', [0.4817723, 0.09839059, 1.0]], ['2, k, 12', [-0.06524613, -0.09102499, 1.0]], ['2, k, 13', [-0.08446586, -0.3951819, 1.0]], ['2, k, 14', [-0.07980986, -0.6836933, 1.0]], ['2, k, 15', [-0.04636886, -0.7153142, 1.0]], ['2, k, 16', [0.07344972, -0.09721202, 1.0]], ['2, k, 17', [0.06713479, -0.3852677, 1.0]], ['2, k, 18', [0.07476857, -0.6742736, 1.0]], ['2, k, 19', [0.08811942, -0.7448561, 1.0]], ['2, k, 20', [-0.008864329, 0.4366412, 1.0]], ['2, k, 21', [-0.3982281, -0.178996, 1.0]], ['2, k, 22', [-0.3802485, -0.1401155, 1.0]], ['2, k, 23', [0.5297799, 0.05033182, 1.0]], ['2, k, 24', [0.4518184, 0.0782479, 1.0]]]
[['2, k, 0', [0.004118946, -0.09587276, 1.0]], ['2, k, 1', [-0.003320884, 0.2125534, 1.0]], ['2, k, 2', [-0.01072444, 0.5092778, 1.0]], ['2, k, 3', [0.02982048, 0.6291444, 1.0]], ['2, k, 4', [-0.1483105, 0.3932174, 1.0]], ['2, k, 5', [-0.2822981, 0.1671268, 1.0]], ['2, k, 6', [-0.3501537, -0.04391078, 1.0]], ['2, k, 7', [-0.382279, -0.1180588, 1.0]], ['2, k, 8', [0.1745424, 0.3867759, 1.0]], ['2, k, 9', [0.3220549, 0.2200457, 1.0]], ['2, k, 10', [0.4823174, 0.1127191, 1.0]], ['2, k, 11', [0.4852328, 0.1075574, 1.0]], ['2, k, 12', [-0.06535291, -0.09096741, 1.0]], ['2, k, 13', [-0.08452401, -0.3949003, 1.0]], ['2, k, 14', [-0.07971615, -0.6835971, 1.0]], ['2, k, 15', [-0.04636155, -0.715222, 1.0]], ['2, k, 16', [0.07336464, -0.09725097, 1.0]], ['2, k, 17', [0.06760375, -0.3850562, 1.0]], ['2, k, 18', [0.07482715, -0.6742409, 1.0]], ['2, k, 19', [0.08818429, -0.7449514, 1.0]], ['2, k, 20', [-0.008904532, 0.4366902, 1.0]], ['2, k, 21', [-0.3983011, -0.1790282, 1.0]], ['2, k, 22', [-0.3800184, -0.1412311, 1.0]], ['2, k, 23', [0.535326, 0.05853694, 1.0]], ['2, k, 24', [0.4611871, 0.08427551, 1.0]]]
[['2, k, 0', [0.003973036, -0.09570611, 1.0]], ['2, k, 1', [-0.003468955, 0.2126667, 1.0]], ['2, k, 2', [-0.01084427, 0.5093343, 1.0]], ['2, k, 3', [0.02911662, 0.6291406, 1.0]], ['2, k, 4', [-0.148353, 0.3932237, 1.0]], ['2, k, 5', [-0.2820287, 0.1672032, 1.0]], ['2, k, 6', [-0.3503375, -0.04401281, 1.0]], ['2, k, 7', [-0.3828258, -0.1189259, 1.0]], ['2, k, 8', [0.1748366, 0.3871773, 1.0]], ['2, k, 9', [0.32323, 0.2213146, 1.0]], ['2, k, 10', [0.4860816, 0.1239337, 1.0]], ['2, k, 11', [0.4905138, 0.1156295, 1.0]], ['2, k, 12', [-0.0655191, -0.09072854, 1.0]], ['2, k, 13', [-0.08464544, -0.3943818, 1.0]], ['2, k, 14', [-0.07945925, -0.6833413, 1.0]], ['2, k, 15', [-0.04615908, -0.7149716, 1.0]], ['2, k, 16', [0.07324462, -0.09715607, 1.0]], ['2, k, 17', [0.06843391, -0.3844725, 1.0]], ['2, k, 18', [0.07488129, -0.674159, 1.0]], ['2, k, 19', [0.08809173, -0.7450185, 1.0]], ['2, k, 20', [-0.009032286, 0.4367618, 1.0]], ['2, k, 21', [-0.3982014, -0.179659, 1.0]], ['2, k, 22', [-0.3807701, -0.1435429, 1.0]], ['2, k, 23', [0.5430644, 0.0678125, 1.0]], ['2, k, 24', [0.4683179, 0.09007648, 1.0]]]
[['2, k, 0', [0.00372677, -0.0953711, 1.0]], ['2, k, 1', [-0.003653332, 0.2128624, 1.0]], ['2, k, 2', [-0.01095011, 0.5094134, 1.0]], ['2, k, 3', [0.02850565, 0.6293383, 1.0]], ['2, k, 4', [-0.148728, 0.3938631, 1.0]], ['2, k, 5', [-0.2817399, 0.1675631, 1.0]], ['2, k, 6', [-0.3504092, -0.04403469, 1.0]], ['2, k, 7', [-0.3827774, -0.1173289, 1.0]], ['2, k, 8', [0.1756806, 0.3875611, 1.0]], ['2, k, 9', [0.3257067, 0.2231612, 1.0]], ['2, k, 10', [0.4908688, 0.1321436, 1.0]], ['2, k, 11', [0.4929054, 0.1250082, 1.0]], ['2, k, 12', [-0.06571898, -0.09044111, 1.0]], ['2, k, 13', [-0.08469073, -0.3943123, 1.0]], ['2, k, 14', [-0.07955588, -0.6832632, 1.0]], ['2, k, 15', [-0.04638215, -0.7148989, 1.0]], ['2, k, 16', [0.07293205, -0.0967578, 1.0]], ['2, k, 17', [0.06918492, -0.3847854, 1.0]], ['2, k, 18', [0.07503004, -0.6740863, 1.0]], ['2, k, 19', [0.08821082, -0.745069, 1.0]], ['2, k, 20', [-0.009157313, 0.4368683, 1.0]], ['2, k, 21', [-0.3981397, -0.1789085, 1.0]], ['2, k, 22', [-0.3802349, -0.1382858, 1.0]], ['2, k, 23', [0.5418214, 0.08491033, 1.0]], ['2, k, 24', [0.4697853, 0.1022457, 1.0]]]
[['2, k, 0', [0.003640808, -0.09520739, 1.0]], ['2, k, 1', [-0.003847867, 0.2130699, 1.0]], ['2, k, 2', [-0.01125745, 0.5096506, 1.0]], ['2, k, 3', [0.02782293, 0.6294622, 1.0]], ['2, k, 4', [-0.1490236, 0.3941171, 1.0]], ['2, k, 5', [-0.2815535, 0.1675112, 1.0]], ['2, k, 6', [-0.3504324, -0.0439669, 1.0]], ['2, k, 7', [-0.3827764, -0.1166934, 1.0]], ['2, k, 8', [0.1762355, 0.3876, 1.0]], ['2, k, 9', [0.3270332, 0.2239881, 1.0]], ['2, k, 10', [0.4949942, 0.1472043, 1.0]], ['2, k, 11', [0.496805, 0.1298687, 1.0]], ['2, k, 12', [-0.06585599, -0.09019703, 1.0]], ['2, k, 13', [-0.08468048, -0.3940663, 1.0]], ['2, k, 14', [-0.0801844, -0.6832805, 1.0]], ['2, k, 15', [-0.04729541, -0.714925, 1.0]], ['2, k, 16', [0.07289299, -0.09667503, 1.0]], ['2, k, 17', [0.06935237, -0.3846465, 1.0]], ['2, k, 18', [0.07513031, -0.6740507, 1.0]], ['2, k, 19', [0.08825666, -0.7450713, 1.0]], ['2, k, 20', [-0.00943653, 0.4371028, 1.0]], ['2, k, 21', [-0.3976472, -0.1787214, 1.0]], ['2, k, 22', [-0.3808756, -0.1408468, 1.0]], ['2, k, 23', [0.5507412, 0.08079666, 1.0]], ['2, k, 24', [0.4715552, 0.108508, 1.0]]]
[['2, k, 0', [0.00356303, -0.09506167, 1.0]], ['2, k, 1', [-0.004042538, 0.2132216, 1.0]], ['2, k, 2', [-0.01160191, 0.5097989, 1.0]], ['2, k, 3', [0.02610345, 0.630242, 1.0]], ['2, k, 4', [-0.1495544, 0.3948438, 1.0]], ['2, k, 5', [-0.2812916, 0.1675259, 1.0]], ['2, k, 6', [-0.3502312, -0.04407685, 1.0]], ['2, k, 7', [-0.3826917, -0.1170632, 1.0]], ['2, k, 8', [0.1765143, 0.3878613, 1.0]], ['2, k, 9', [0.3319541, 0.2286867, 1.0]], ['2, k, 10', [0.4963043, 0.1496429, 1.0]], ['2, k, 11', [0.4992852, 0.1351969, 1.0]], ['2, k, 12', [-0.06592678, -0.09009831, 1.0]], ['2, k, 13', [-0.08471474, -0.3940927, 1.0]], ['2, k, 14', [-0.07999202, -0.6833181, 1.0]], ['2, k, 15', [-0.04727237, -0.7149678, 1.0]], ['2, k, 16', [0.07280526, -0.0964701, 1.0]], ['2, k, 17', [0.06979813, -0.3846707, 1.0]], ['2, k, 18', [0.07515954, -0.673834, 1.0]], ['2, k, 19', [0.08826379, -0.7451904, 1.0]], ['2, k, 20', [-0.009740693, 0.4372564, 1.0]], ['2, k, 21', [-0.3978077, -0.1788073, 1.0]], ['2, k, 22', [-0.3836013, -0.1486892, 1.0]], ['2, k, 23', [0.5501978, 0.09560781, 1.0]], ['2, k, 24', [0.4771954, 0.111997, 1.0]]]
[['2, k, 0', [0.003296298, -0.0949005, 1.0]], ['2, k, 1', [-0.004369733, 0.2133918, 1.0]], ['2, k, 2', [-0.01194724, 0.5099571, 1.0]], ['2, k, 3', [0.02593698, 0.6302579, 1.0]], ['2, k, 4', [-0.150263, 0.3952461, 1.0]], ['2, k, 5', [-0.2811514, 0.1675839, 1.0]], ['2, k, 6', [-0.3444934, -0.02056306, 1.0]], ['2, k, 7', [-0.3738578, -0.07776047, 1.0]], ['2, k, 8', [0.1771263, 0.3883007, 1.0]], ['2, k, 9', [0.3351483, 0.2315858, 1.0]], ['2, k, 10', [0.4989525, 0.1512921, 1.0]], ['2, k, 11', [0.4989244, 0.1400844, 1.0]], ['2, k, 12', [-0.06623632, -0.08993256, 1.0]], ['2, k, 13', [-0.08411646, -0.3969622, 1.0]], ['2, k, 14', [-0.07991122, -0.6834303, 1.0]], ['2, k, 15', [-0.04750331, -0.7150929, 1.0]], ['2, k, 16', [0.07258181, -0.09632174, 1.0]], ['2, k, 17', [0.06964204, -0.3838607, 1.0]], ['2, k, 18', [0.07555093, -0.6737019, 1.0]], ['2, k, 19', [0.08846957, -0.745233, 1.0]], ['2, k, 20', [-0.0100846, 0.4374215, 1.0]], ['2, k, 21', [-0.3932757, -0.1459018, 1.0]], ['2, k, 22', [-0.3790937, -0.1233713, 1.0]], ['2, k, 23', [0.5538909, 0.09829005, 1.0]], ['2, k, 24', [0.4784337, 0.1165887, 1.0]]]
[['2, k, 0', [0.003137504, -0.09461442, 1.0]], ['2, k, 1', [-0.004618235, 0.2136167, 1.0]], ['2, k, 2', [-0.01228588, 0.5101225, 1.0]], ['2, k, 3', [0.02433788, 0.630511, 1.0]], ['2, k, 4', [-0.1511038, 0.3956241, 1.0]], ['2, k, 5', [-0.2810418, 0.1675885, 1.0]], ['2, k, 6', [-0.3507615, -0.04202216, 1.0]], ['2, k, 7', [-0.3816143, -0.1122132, 1.0]], ['2, k, 8', [0.177659, 0.3889348, 1.0]], ['2, k, 9', [0.3358853, 0.2323137, 1.0]], ['2, k, 10', [0.503252, 0.1644446, 1.0]], ['2, k, 11', [0.4952711, 0.145566, 1.0]], ['2, k, 12', [-0.06641405, -0.08976559, 1.0]], ['2, k, 13', [-0.08402339, -0.3968541, 1.0]], ['2, k, 14', [-0.07854768, -0.6831622, 1.0]], ['2, k, 15', [-0.04641145, -0.7148408, 1.0]], ['2, k, 16', [0.07244514, -0.0958686, 1.0]], ['2, k, 17', [0.06999917, -0.3833785, 1.0]], ['2, k, 18', [0.07557668, -0.6740465, 1.0]], ['2, k, 19', [0.08848797, -0.7454324, 1.0]], ['2, k, 20', [-0.0103999, 0.4376045, 1.0]], ['2, k, 21', [-0.3977071, -0.1738818, 1.0]], ['2, k, 22', [-0.3810897, -0.1433122, 1.0]], ['2, k, 23', [0.5472864, 0.1052987, 1.0]], ['2, k, 24', [0.4778954, 0.120285, 1.0]]]
[['2, k, 0', [0.002687639, -0.09426042, 1.0]], ['2, k, 1', [-0.005102373, 0.2138543, 1.0]], ['2, k, 2', [-0.01277942, 0.5102484, 1.0]], ['2, k, 3', [0.02267722, 0.6308216, 1.0]], ['2, k, 4', [-0.1515384, 0.3959266, 1.0]], ['2, k, 5', [-0.2807555, 0.1677192, 1.0]], ['2, k, 6', [-0.3505798, -0.04209701, 1.0]], ['2, k, 7', [-0.3814541, -0.1112533, 1.0]], ['2, k, 8', [0.178118, 0.3893307, 1.0]], ['2, k, 9', [0.3373598, 0.2337173, 1.0]], ['2, k, 10', [0.5023248, 0.1661614, 1.0]], ['2, k, 11', [0.4979661, 0.142883, 1.0]], ['2, k, 12', [-0.06694431, -0.0893408, 1.0]], ['2, k, 13', [-0.08389623, -0.3965142, 1.0]], ['2, k, 14', [-0.07772223, -0.6836125, 1.0]], ['2, k, 15', [-0.04585658, -0.7152973, 1.0]], ['2, k, 16', [0.072082, -0.09560266, 1.0]], ['2, k, 17', [0.07002278, -0.3833736, 1.0]], ['2, k, 18', [0.07560522, -0.6740099, 1.0]], ['2, k, 19', [0.08847281, -0.7454414, 1.0]], ['2, k, 20', [-0.01089113, 0.4377594, 1.0]], ['2, k, 21', [-0.3984002, -0.1727948, 1.0]], ['2, k, 22', [-0.3801686, -0.134005, 1.0]], ['2, k, 23', [0.5515901, 0.1034114, 1.0]], ['2, k, 24', [0.4736273, 0.1226107, 1.0]]]
