[['2, k, 0', [-0.28295, -0.46555, 1.0]], ['2, k, 1', [-0.277821, -0.15228, 1.0]], ['2, k, 2', [-0.271019, 0.153561, 1.0]], ['2, k, 3', [-0.288193, 0.309641, 1.0]], ['2, k, 4', [-0.459619, 0.0363334, 1.0]], ['2, k, 5', [-0.516027, -0.235583, 1.0]], ['2, k, 6', [-0.500175, -0.466999, 1.0]], ['2, k, 7', [-0.493111, -0.469259, 1.0]], ['2, k, 8', [-0.0891852, 0.0285036, 1.0]], ['2, k, 9', [-0.0285092, -0.226214, 1.0]], ['2, k, 10', [-0.0163173, -0.458076, 1.0]], ['2, k, 11', [-0.0272179, -0.471953, 1.0]], ['2, k, 12', [-0.363142, -0.456504, 1.0]], ['2, k, 13', [-0.416486, -0.77774, 1.0]], ['2, k, 14', [-0.487696, -1.0852, 1.0]], ['2, k, 15', [-0.53082, -1.14209, 1.0]], ['2, k, 16', [-0.194027, -0.460292, 1.0]], ['2, k, 17', [-0.110075, -0.780045, 1.0]], ['2, k, 18', [-0.0301984, -1.10242, 1.0]], ['2, k, 19', [0.00381435, -1.13491, 1.0]], ['2, k, 20', [-0.273011, 0.0781517, 1.0]], ['2, k, 21', [-0.491622, -0.538, 1.0]], ['2, k, 22', [-0.445582, -0.45421, 1.0]], ['2, k, 23', [-0.0337306, -0.540199, 1.0]], ['2, k, 24', [-0.0558803, -0.473589, 1.0]]]
[['2, k, 0', [-0.283545, -0.55881, 1.0]], ['2, k, 1', [-0.282513, -0.265435, 1.0]], ['2, k, 2', [-0.279339, 0.0217567, 1.0]], ['2, k, 3', [-0.282885, 0.172088, 1.0]], ['2, k, 4', [-0.427323, -0.0789415, 1.0]], ['2, k, 5', [-0.513639, -0.0858042, 1.0]], ['2, k, 6', [-0.524978, -0.133881, 1.0]], ['2, k, 7', [-0.528514, -0.136996, 1.0]], ['2, k, 8', [-0.14947, -0.0422314, 1.0]], ['2, k, 9', [-0.15223, -0.177183, 1.0]], ['2, k, 10', [-0.116738, -0.123818, 1.0]], ['2, k, 11', [-0.120982, -0.126101, 1.0]], ['2, k, 12', [-0.363098, -0.554108, 1.0]], ['2, k, 13', [-0.487025, -0.811521, 1.0]], ['2, k, 14', [-0.492498, -1.08345, 1.0]], ['2, k, 15', [-0.535298, -1.14439, 1.0]], ['2, k, 16', [-0.195544, -0.54652, 1.0]], ['2, k, 17', [-0.0656302, -0.80491, 1.0]], ['2, k, 18', [-0.0176237, -1.11273, 1.0]], ['2, k, 19', [0.0189839, -1.15402, 1.0]], ['2, k, 20', [-0.280488, -0.0492317, 1.0]], ['2, k, 21', [-0.545632, -0.134375, 1.0]], ['2, k, 22', [-0.47226, -0.161789, 1.0]], ['2, k, 23', [-0.129095, -0.124595, 1.0]], ['2, k, 24', [-0.177254, -0.158564, 1.0]]]
[['2, k, 0', [-0.282648, -0.542376, 1.0]], ['2, k, 1', [-0.282602, -0.24867, 1.0]], ['2, k, 2', [-0.280668, 0.0388194, 1.0]], ['2, k, 3', [-0.282822, 0.189828, 1.0]], ['2, k, 4', [-0.429011, -0.0584766, 1.0]], ['2, k, 5', [-0.515136, -0.0689078, 1.0]], ['2, k, 6', [-0.522238, -0.124918, 1.0]], ['2, k, 7', [-0.527359, -0.121869, 1.0]], ['2, k, 8', [-0.148373, -0.0318685, 1.0]], ['2, k, 9', [-0.153539, -0.163671, 1.0]], ['2, k, 10', [-0.125944, -0.111255, 1.0]], ['2, k, 11', [-0.134031, -0.11603, 1.0]], ['2, k, 12', [-0.361713, -0.538279, 1.0]], ['2, k, 13', [-0.481079, -0.798043, 1.0]], ['2, k, 14', [-0.495638, -1.07579, 1.0]], ['2, k, 15', [-0.53253, -1.13986, 1.0]], ['2, k, 16', [-0.195069, -0.530022, 1.0]], ['2, k, 17', [-0.0694245, -0.791516, 1.0]], ['2, k, 18', [-0.0155616, -1.11451, 1.0]], ['2, k, 19', [0.0194149, -1.1552, 1.0]], ['2, k, 20', [-0.281475, -0.0322076, 1.0]], ['2, k, 21', [-0.541927, -0.119911, 1.0]], ['2, k, 22', [-0.471143, -0.14546, 1.0]], ['2, k, 23', [-0.144919, -0.110051, 1.0]], ['2, k, 24', [-0.189023, -0.145014, 1.0]]]
[['2, k, 0', [-0.286638, -0.527161, 1.0]], ['2, k, 1', [-0.284938, -0.233414, 1.0]], ['2, k, 2', [-0.281487, 0.0543284, 1.0]], ['2, k, 3', [-0.283717, 0.209639, 1.0]], ['2, k, 4', [-0.428863, -0.0429992, 1.0]], ['2, k, 5', [-0.518629, -0.0403071, 1.0]], ['2, k, 6', [-0.514152, -0.108749, 1.0]], ['2, k, 7', [-0.527769, -0.106521, 1.0]], ['2, k, 8', [-0.148161, -0.0180373, 1.0]], ['2, k, 9', [-0.15252, -0.15075, 1.0]], ['2, k, 10', [-0.120375, -0.0906794, 1.0]], ['2, k, 11', [-0.126481, -0.0966943, 1.0]], ['2, k, 12', [-0.364998, -0.522213, 1.0]], ['2, k, 13', [-0.473596, -0.786652, 1.0]], ['2, k, 14', [-0.491482, -1.08249, 1.0]], ['2, k, 15', [-0.534181, -1.14298, 1.0]], ['2, k, 16', [-0.199561, -0.516051, 1.0]], ['2, k, 17', [-0.0745927, -0.77842, 1.0]], ['2, k, 18', [-0.014844, -1.11787, 1.0]], ['2, k, 19', [0.0204473, -1.1571, 1.0]], ['2, k, 20', [-0.282663, -0.016771, 1.0]], ['2, k, 21', [-0.540093, -0.105612, 1.0]], ['2, k, 22', [-0.469693, -0.129309, 1.0]], ['2, k, 23', [-0.130791, -0.0926058, 1.0]], ['2, k, 24', [-0.182494, -0.126758, 1.0]]]
[['2, k, 0', [-0.286549, -0.519833, 1.0]], ['2, k, 1', [-0.284369, -0.221642, 1.0]], ['2, k, 2', [-0.280276, 0.0710918, 1.0]], ['2, k, 3', [-0.285302, 0.222016, 1.0]], ['2, k, 4', [-0.428788, -0.043689, 1.0]], ['2, k, 5', [-0.524529, -0.0366024, 1.0]], ['2, k, 6', [-0.532957, -0.0611195, 1.0]], ['2, k, 7', [-0.529042, -0.0907595, 1.0]], ['2, k, 8', [-0.147627, -0.0145872, 1.0]], ['2, k, 9', [-0.136025, -0.049419, 1.0]], ['2, k, 10', [-0.115679, -0.0739913, 1.0]], ['2, k, 11', [-0.125839, -0.0808656, 1.0]], ['2, k, 12', [-0.365288, -0.515567, 1.0]], ['2, k, 13', [-0.470096, -0.780886, 1.0]], ['2, k, 14', [-0.49117, -1.08443, 1.0]], ['2, k, 15', [-0.534525, -1.14223, 1.0]], ['2, k, 16', [-0.199057, -0.508255, 1.0]], ['2, k, 17', [-0.0761577, -0.771786, 1.0]], ['2, k, 18', [-0.0145531, -1.11613, 1.0]], ['2, k, 19', [0.0195301, -1.15646, 1.0]], ['2, k, 20', [-0.28162, -0.00127779, 1.0]], ['2, k, 21', [-0.539284, -0.0901164, 1.0]], ['2, k, 22', [-0.471316, -0.115223, 1.0]], ['2, k, 23', [-0.126266, -0.0780473, 1.0]], ['2, k, 24', [-0.181722, -0.110481, 1.0]]]
[['2, k, 0', [-0.287075, -0.49819, 1.0]], ['2, k, 1', [-0.284834, -0.202323, 1.0]], ['2, k, 2', [-0.280782, 0.0869211, 1.0]], ['2, k, 3', [-0.28435, 0.24015, 1.0]], ['2, k, 4', [-0.43079, -0.00511472, 1.0]], ['2, k, 5', [-0.515673, -0.0149215, 1.0]], ['2, k, 6', [-0.530005, -0.0609434, 1.0]], ['2, k, 7', [-0.528549, -0.0762133, 1.0]], ['2, k, 8', [-0.143751, 0.0194831, 1.0]], ['2, k, 9', [-0.186163, -0.178279, 1.0]], ['2, k, 10', [-0.125965, -0.0856339, 1.0]], ['2, k, 11', [-0.123291, -0.0638347, 1.0]], ['2, k, 12', [-0.366063, -0.493592, 1.0]], ['2, k, 13', [-0.460719, -0.762062, 1.0]], ['2, k, 14', [-0.494271, -1.09837, 1.0]], ['2, k, 15', [-0.534413, -1.14219, 1.0]], ['2, k, 16', [-0.19932, -0.487629, 1.0]], ['2, k, 17', [-0.082485, -0.758982, 1.0]], ['2, k, 18', [-0.019336, -1.10544, 1.0]], ['2, k, 19', [0.0134875, -1.14663, 1.0]], ['2, k, 20', [-0.282107, 0.0155055, 1.0]], ['2, k, 21', [-0.540246, -0.0775007, 1.0]], ['2, k, 22', [-0.472538, -0.100467, 1.0]], ['2, k, 23', [-0.11264, -0.0607464, 1.0]], ['2, k, 24', [-0.17864, -0.094083, 1.0]]]
[['2, k, 0', [-0.285975, -0.486979, 1.0]], ['2, k, 1', [-0.284702, -0.189684, 1.0]], ['2, k, 2', [-0.281776, 0.101007, 1.0]], ['2, k, 3', [-0.285788, 0.251605, 1.0]], ['2, k, 4', [-0.430878, 0.00148157, 1.0]], ['2, k, 5', [-0.517186, -0.00476283, 1.0]], ['2, k, 6', [-0.525431, -0.0529302, 1.0]], ['2, k, 7', [-0.52764, -0.0626139, 1.0]], ['2, k, 8', [-0.142387, 0.0265061, 1.0]], ['2, k, 9', [-0.15969, -0.102884, 1.0]], ['2, k, 10', [-0.12417, -0.0500112, 1.0]], ['2, k, 11', [-0.13193, -0.0536445, 1.0]], ['2, k, 12', [-0.365118, -0.483094, 1.0]], ['2, k, 13', [-0.4567, -0.755893, 1.0]], ['2, k, 14', [-0.493061, -1.09502, 1.0]], ['2, k, 15', [-0.532405, -1.13685, 1.0]], ['2, k, 16', [-0.198084, -0.47601, 1.0]], ['2, k, 17', [-0.0869603, -0.761095, 1.0]], ['2, k, 18', [-0.0185528, -1.11133, 1.0]], ['2, k, 19', [0.0153723, -1.14906, 1.0]], ['2, k, 20', [-0.282804, 0.0292531, 1.0]], ['2, k, 21', [-0.538314, -0.06298, 1.0]], ['2, k, 22', [-0.47268, -0.0883025, 1.0]], ['2, k, 23', [-0.138957, -0.0490505, 1.0]], ['2, k, 24', [-0.184918, -0.0825054, 1.0]]]
[['2, k, 0', [-0.286237, -0.479406, 1.0]], ['2, k, 1', [-0.28518, -0.179824, 1.0]], ['2, k, 2', [-0.282461, 0.1132, 1.0]], ['2, k, 3', [-0.286845, 0.262745, 1.0]], ['2, k, 4', [-0.429979, 0.0108103, 1.0]], ['2, k, 5', [-0.520258, 0.00933046, 1.0]], ['2, k, 6', [-0.523733, -0.0487992, 1.0]], ['2, k, 7', [-0.526863, -0.0497248, 1.0]], ['2, k, 8', [-0.141416, 0.0294788, 1.0]], ['2, k, 9', [-0.140318, -0.00690741, 1.0]], ['2, k, 10', [-0.130003, -0.0342883, 1.0]], ['2, k, 11', [-0.146471, -0.0479413, 1.0]], ['2, k, 12', [-0.365377, -0.475134, 1.0]], ['2, k, 13', [-0.45229, -0.753458, 1.0]], ['2, k, 14', [-0.493448, -1.09359, 1.0]], ['2, k, 15', [-0.534373, -1.13655, 1.0]], ['2, k, 16', [-0.198339, -0.469034, 1.0]], ['2, k, 17', [-0.0904195, -0.757003, 1.0]], ['2, k, 18', [-0.0192192, -1.11092, 1.0]], ['2, k, 19', [0.0150674, -1.14768, 1.0]], ['2, k, 20', [-0.283439, 0.0408721, 1.0]], ['2, k, 21', [-0.539437, -0.0493127, 1.0]], ['2, k, 22', [-0.471106, -0.0751293, 1.0]], ['2, k, 23', [-0.163, -0.0414798, 1.0]], ['2, k, 24', [-0.200608, -0.0747471, 1.0]]]
[['2, k, 0', [-0.285846, -0.473786, 1.0]], ['2, k, 1', [-0.284755, -0.171647, 1.0]], ['2, k, 2', [-0.281982, 0.124007, 1.0]], ['2, k, 3', [-0.28585, 0.273558, 1.0]], ['2, k, 4', [-0.430202, 0.0136723, 1.0]], ['2, k, 5', [-0.514943, 0.0209408, 1.0]], ['2, k, 6', [-0.520613, -0.0432501, 1.0]], ['2, k, 7', [-0.526426, -0.037279, 1.0]], ['2, k, 8', [-0.140963, 0.0313659, 1.0]], ['2, k, 9', [-0.169148, -0.0990528, 1.0]], ['2, k, 10', [-0.131643, -0.0302389, 1.0]], ['2, k, 11', [-0.142877, -0.0334843, 1.0]], ['2, k, 12', [-0.364932, -0.469651, 1.0]], ['2, k, 13', [-0.447113, -0.749379, 1.0]], ['2, k, 14', [-0.490023, -1.08956, 1.0]], ['2, k, 15', [-0.534659, -1.1363, 1.0]], ['2, k, 16', [-0.198008, -0.463404, 1.0]], ['2, k, 17', [-0.0942116, -0.752221, 1.0]], ['2, k, 18', [-0.0200741, -1.10943, 1.0]], ['2, k, 19', [0.0127392, -1.14597, 1.0]], ['2, k, 20', [-0.282975, 0.0510291, 1.0]], ['2, k, 21', [-0.540712, -0.037101, 1.0]], ['2, k, 22', [-0.471129, -0.0599248, 1.0]], ['2, k, 23', [-0.149225, -0.0242039, 1.0]], ['2, k, 24', [-0.193401, -0.0593729, 1.0]]]
[['2, k, 0', [-0.285281, -0.469499, 1.0]], ['2, k, 1', [-0.284732, -0.165255, 1.0]], ['2, k, 2', [-0.282688, 0.13266, 1.0]], ['2, k, 3', [-0.285894, 0.281424, 1.0]], ['2, k, 4', [-0.430447, 0.0168192, 1.0]], ['2, k, 5', [-0.515282, 0.024862, 1.0]], ['2, k, 6', [-0.521963, -0.0162967, 1.0]], ['2, k, 7', [-0.526701, -0.0264428, 1.0]], ['2, k, 8', [-0.140501, 0.0338852, 1.0]], ['2, k, 9', [-0.139704, 0.00289655, 1.0]], ['2, k, 10', [-0.129095, -0.0177798, 1.0]], ['2, k, 11', [-0.147037, -0.0246085, 1.0]], ['2, k, 12', [-0.364438, -0.4656, 1.0]], ['2, k, 13', [-0.443446, -0.749039, 1.0]], ['2, k, 14', [-0.490545, -1.08818, 1.0]], ['2, k, 15', [-0.53374, -1.13496, 1.0]], ['2, k, 16', [-0.197385, -0.45901, 1.0]], ['2, k, 17', [-0.0960468, -0.751467, 1.0]], ['2, k, 18', [-0.0220953, -1.10754, 1.0]], ['2, k, 19', [0.0116505, -1.14279, 1.0]], ['2, k, 20', [-0.283483, 0.0591177, 1.0]], ['2, k, 21', [-0.540386, -0.0265071, 1.0]], ['2, k, 22', [-0.469637, -0.0511749, 1.0]], ['2, k, 23', [-0.157225, -0.0170607, 1.0]], ['2, k, 24', [-0.195104, -0.0497902, 1.0]]]
[['2, k, 0', [-0.283575, -0.466545, 1.0]], ['2, k, 1', [-0.283529, -0.160388, 1.0]], ['2, k, 2', [-0.282126, 0.139682, 1.0]], ['2, k, 3', [-0.286052, 0.288101, 1.0]], ['2, k, 4', [-0.430339, 0.019039, 1.0]], ['2, k, 5', [-0.519454, 0.0331804, 1.0]], ['2, k, 6', [-0.521637, -0.0137156, 1.0]], ['2, k, 7', [-0.523552, -0.0187323, 1.0]], ['2, k, 8', [-0.140138, 0.0348995, 1.0]], ['2, k, 9', [-0.140777, 0.00585364, 1.0]], ['2, k, 10', [-0.130795, -0.0132606, 1.0]], ['2, k, 11', [-0.151002, -0.018973, 1.0]], ['2, k, 12', [-0.362783, -0.462869, 1.0]], ['2, k, 13', [-0.440299, -0.750842, 1.0]], ['2, k, 14', [-0.491132, -1.08856, 1.0]], ['2, k, 15', [-0.533451, -1.13459, 1.0]], ['2, k, 16', [-0.195639, -0.455867, 1.0]], ['2, k, 17', [-0.0982468, -0.755404, 1.0]], ['2, k, 18', [-0.0229693, -1.1065, 1.0]], ['2, k, 19', [0.0108914, -1.14134, 1.0]], ['2, k, 20', [-0.282744, 0.0655955, 1.0]], ['2, k, 21', [-0.540196, -0.0171054, 1.0]], ['2, k, 22', [-0.469298, -0.0419268, 1.0]], ['2, k, 23', [-0.159743, -0.00866412, 1.0]], ['2, k, 24', [-0.199989, -0.0417155, 1.0]]]
[['2, k, 0', [-0.283868, -0.462092, 1.0]], ['2, k, 1', [-0.283751, -0.155486, 1.0]], ['2, k, 2', [-0.282136, 0.144384, 1.0]], ['2, k, 3', [-0.285883, 0.293205, 1.0]], ['2, k, 4', [-0.431926, 0.0400928, 1.0]], ['2, k, 5', [-0.520015, 0.0346791, 1.0]], ['2, k, 6', [-0.5276, 0.00762605, 1.0]], ['2, k, 7', [-0.522129, -0.0121863, 1.0]], ['2, k, 8', [-0.139274, 0.039307, 1.0]], ['2, k, 9', [-0.164376, -0.0722695, 1.0]], ['2, k, 10', [-0.123837, -0.00197727, 1.0]], ['2, k, 11', [-0.149328, -0.0113652, 1.0]], ['2, k, 12', [-0.362507, -0.457433, 1.0]], ['2, k, 13', [-0.437973, -0.749884, 1.0]], ['2, k, 14', [-0.4912, -1.08624, 1.0]], ['2, k, 15', [-0.533548, -1.13453, 1.0]], ['2, k, 16', [-0.196382, -0.452403, 1.0]], ['2, k, 17', [-0.100329, -0.771855, 1.0]], ['2, k, 18', [-0.0250739, -1.10539, 1.0]], ['2, k, 19', [0.0081495, -1.13888, 1.0]], ['2, k, 20', [-0.282819, 0.0703944, 1.0]], ['2, k, 21', [-0.53584, -0.00865502, 1.0]], ['2, k, 22', [-0.46616, -0.0349218, 1.0]], ['2, k, 23', [-0.15609, 0.000537253, 1.0]], ['2, k, 24', [-0.193523, -0.0350225, 1.0]]]
[['2, k, 0', [-0.284053, -0.458965, 1.0]], ['2, k, 1', [-0.28405, -0.152062, 1.0]], ['2, k, 2', [-0.282481, 0.148032, 1.0]], ['2, k, 3', [-0.285723, 0.297378, 1.0]], ['2, k, 4', [-0.431662, 0.0428952, 1.0]], ['2, k, 5', [-0.519723, 0.0458747, 1.0]], ['2, k, 6', [-0.527198, 0.0092594, 1.0]], ['2, k, 7', [-0.522091, -0.00713583, 1.0]], ['2, k, 8', [-0.137898, 0.0446062, 1.0]], ['2, k, 9', [-0.141, 0.01789, 1.0]], ['2, k, 10', [-0.124396, 0.00572427, 1.0]], ['2, k, 11', [-0.15064, -0.00853211, 1.0]], ['2, k, 12', [-0.362391, -0.453995, 1.0]], ['2, k, 13', [-0.435217, -0.751186, 1.0]], ['2, k, 14', [-0.490992, -1.08591, 1.0]], ['2, k, 15', [-0.528371, -1.12958, 1.0]], ['2, k, 16', [-0.196853, -0.449725, 1.0]], ['2, k, 17', [-0.10195, -0.773137, 1.0]], ['2, k, 18', [-0.0256184, -1.10422, 1.0]], ['2, k, 19', [0.00741228, -1.13796, 1.0]], ['2, k, 20', [-0.28316, 0.0739953, 1.0]], ['2, k, 21', [-0.539984, -0.0038808, 1.0]], ['2, k, 22', [-0.465572, -0.0301209, 1.0]], ['2, k, 23', [-0.161572, -5.87584e-05, 1.0]], ['2, k, 24', [-0.196834, -0.0323927, 1.0]]]
[['2, k, 0', [-0.284084, -0.457115, 1.0]], ['2, k, 1', [-0.284139, -0.149627, 1.0]], ['2, k, 2', [-0.282584, 0.150894, 1.0]], ['2, k, 3', [-0.286149, 0.30123, 1.0]], ['2, k, 4', [-0.431408, 0.0455991, 1.0]], ['2, k, 5', [-0.519243, 0.0463043, 1.0]], ['2, k, 6', [-0.526614, 0.00940299, 1.0]], ['2, k, 7', [-0.520735, -0.00482465, 1.0]], ['2, k, 8', [-0.138086, 0.0469987, 1.0]], ['2, k, 9', [-0.168511, -0.0676102, 1.0]], ['2, k, 10', [-0.128092, 0.0102888, 1.0]], ['2, k, 11', [-0.155765, -0.00794714, 1.0]], ['2, k, 12', [-0.362274, -0.451932, 1.0]], ['2, k, 13', [-0.433224, -0.750447, 1.0]], ['2, k, 14', [-0.490326, -1.08509, 1.0]], ['2, k, 15', [-0.528431, -1.12967, 1.0]], ['2, k, 16', [-0.19704, -0.448199, 1.0]], ['2, k, 17', [-0.103668, -0.774651, 1.0]], ['2, k, 18', [-0.0279993, -1.10061, 1.0]], ['2, k, 19', [0.00614898, -1.13458, 1.0]], ['2, k, 20', [-0.283265, 0.0767654, 1.0]], ['2, k, 21', [-0.537973, 0.000367318, 1.0]], ['2, k, 22', [-0.467602, -0.0278781, 1.0]], ['2, k, 23', [-0.169627, 0.00234669, 1.0]], ['2, k, 24', [-0.200563, -0.0321643, 1.0]]]
[['2, k, 0', [-0.283901, -0.454262, 1.0]], ['2, k, 1', [-0.283958, -0.146699, 1.0]], ['2, k, 2', [-0.282365, 0.153768, 1.0]], ['2, k, 3', [-0.286337, 0.303972, 1.0]], ['2, k, 4', [-0.431049, 0.049195, 1.0]], ['2, k, 5', [-0.518828, 0.0470465, 1.0]], ['2, k, 6', [-0.521342, 0.0204037, 1.0]], ['2, k, 7', [-0.520456, -0.00337763, 1.0]], ['2, k, 8', [-0.138608, 0.0503813, 1.0]], ['2, k, 9', [-0.143999, 0.0234893, 1.0]], ['2, k, 10', [-0.132739, 0.00936264, 1.0]], ['2, k, 11', [-0.157603, -0.00832871, 1.0]], ['2, k, 12', [-0.361742, -0.448951, 1.0]], ['2, k, 13', [-0.432645, -0.750277, 1.0]], ['2, k, 14', [-0.48917, -1.0841, 1.0]], ['2, k, 15', [-0.529153, -1.1302, 1.0]], ['2, k, 16', [-0.197235, -0.445586, 1.0]], ['2, k, 17', [-0.105376, -0.778013, 1.0]], ['2, k, 18', [-0.0287387, -1.0983, 1.0]], ['2, k, 19', [0.00490186, -1.1327, 1.0]], ['2, k, 20', [-0.283059, 0.0796622, 1.0]], ['2, k, 21', [-0.532283, 0.000127179, 1.0]], ['2, k, 22', [-0.465702, -0.0279066, 1.0]], ['2, k, 23', [-0.171196, 0.00226383, 1.0]], ['2, k, 24', [-0.207454, -0.0338593, 1.0]]]
[['2, k, 0', [-0.283567, -0.451149, 1.0]], ['2, k, 1', [-0.283827, -0.143955, 1.0]], ['2, k, 2', [-0.282377, 0.156144, 1.0]], ['2, k, 3', [-0.286798, 0.30678, 1.0]], ['2, k, 4', [-0.430994, 0.0518215, 1.0]], ['2, k, 5', [-0.517882, 0.0482567, 1.0]], ['2, k, 6', [-0.521624, 0.0199999, 1.0]], ['2, k, 7', [-0.520353, -0.00453073, 1.0]], ['2, k, 8', [-0.138187, 0.0515017, 1.0]], ['2, k, 9', [-0.165897, -0.0641193, 1.0]], ['2, k, 10', [-0.142966, -0.00930303, 1.0]], ['2, k, 11', [-0.15276, -0.00681001, 1.0]], ['2, k, 12', [-0.361177, -0.44544, 1.0]], ['2, k, 13', [-0.432462, -0.750055, 1.0]], ['2, k, 14', [-0.488683, -1.08352, 1.0]], ['2, k, 15', [-0.529244, -1.13049, 1.0]], ['2, k, 16', [-0.197151, -0.442931, 1.0]], ['2, k, 17', [-0.106765, -0.774817, 1.0]], ['2, k, 18', [-0.0321014, -1.09433, 1.0]], ['2, k, 19', [0.00353607, -1.12869, 1.0]], ['2, k, 20', [-0.28304, 0.0821286, 1.0]], ['2, k, 21', [-0.531893, -0.00157763, 1.0]], ['2, k, 22', [-0.465181, -0.0312561, 1.0]], ['2, k, 23', [-0.157193, 0.00529067, 1.0]], ['2, k, 24', [-0.206456, -0.0338635, 1.0]]]
[['2, k, 0', [-0.282602, -0.448142, 1.0]], ['2, k, 1', [-0.283348, -0.141698, 1.0]], ['2, k, 2', [-0.282252, 0.15769, 1.0]], ['2, k, 3', [-0.286795, 0.308411, 1.0]], ['2, k, 4', [-0.431009, 0.0538672, 1.0]], ['2, k, 5', [-0.516401, 0.0485035, 1.0]], ['2, k, 6', [-0.521778, 0.0196521, 1.0]], ['2, k, 7', [-0.521271, -0.0058524, 1.0]], ['2, k, 8', [-0.138167, 0.0548648, 1.0]], ['2, k, 9', [-0.142332, 0.0270155, 1.0]], ['2, k, 10', [-0.136436, 0.0118907, 1.0]], ['2, k, 11', [-0.153077, -0.00786834, 1.0]], ['2, k, 12', [-0.360311, -0.442637, 1.0]], ['2, k, 13', [-0.432246, -0.74933, 1.0]], ['2, k, 14', [-0.488275, -1.08328, 1.0]], ['2, k, 15', [-0.527971, -1.12927, 1.0]], ['2, k, 16', [-0.19615, -0.439862, 1.0]], ['2, k, 17', [-0.108058, -0.771332, 1.0]], ['2, k, 18', [-0.0321713, -1.09424, 1.0]], ['2, k, 19', [0.00333535, -1.12842, 1.0]], ['2, k, 20', [-0.28284, 0.0838441, 1.0]], ['2, k, 21', [-0.532062, -0.00388072, 1.0]], ['2, k, 22', [-0.464554, -0.031884, 1.0]], ['2, k, 23', [-0.158271, 0.00368173, 1.0]], ['2, k, 24', [-0.203236, -0.0348616, 1.0]]]
[['2, k, 0', [-0.281542, -0.444645, 1.0]], ['2, k, 1', [-0.282893, -0.139191, 1.0]], ['2, k, 2', [-0.282236, 0.159301, 1.0]], ['2, k, 3', [-0.286789, 0.309826, 1.0]], ['2, k, 4', [-0.430804, 0.0552573, 1.0]], ['2, k, 5', [-0.514879, 0.049445, 1.0]], ['2, k, 6', [-0.521897, 0.0193225, 1.0]], ['2, k, 7', [-0.521108, -0.00622419, 1.0]], ['2, k, 8', [-0.138416, 0.0648064, 1.0]], ['2, k, 9', [-0.163578, -0.0548905, 1.0]], ['2, k, 10', [-0.134475, 0.00231011, 1.0]], ['2, k, 11', [-0.150078, -0.00566957, 1.0]], ['2, k, 12', [-0.359517, -0.440224, 1.0]], ['2, k, 13', [-0.43243, -0.748652, 1.0]], ['2, k, 14', [-0.489018, -1.08397, 1.0]], ['2, k, 15', [-0.527724, -1.12877, 1.0]], ['2, k, 16', [-0.194861, -0.435267, 1.0]], ['2, k, 17', [-0.108985, -0.768064, 1.0]], ['2, k, 18', [-0.0328257, -1.09339, 1.0]], ['2, k, 19', [0.00298367, -1.12718, 1.0]], ['2, k, 20', [-0.282731, 0.0856645, 1.0]], ['2, k, 21', [-0.533888, -0.00495152, 1.0]], ['2, k, 22', [-0.462939, -0.0313407, 1.0]], ['2, k, 23', [-0.155622, 0.00529369, 1.0]], ['2, k, 24', [-0.201383, -0.0353584, 1.0]]]
[['2, k, 0', [-0.281374, -0.444556, 1.0]], ['2, k, 1', [-0.282686, -0.138733, 1.0]], ['2, k, 2', [-0.282043, 0.160371, 1.0]], ['2, k, 3', [-0.286822, 0.310858, 1.0]], ['2, k, 4', [-0.430761, 0.0499467, 1.0]], ['2, k, 5', [-0.513634, 0.0511646, 1.0]], ['2, k, 6', [-0.512485, -0.0023246, 1.0]], ['2, k, 7', [-0.518108, -0.00838457, 1.0]], ['2, k, 8', [-0.138398, 0.0606747, 1.0]], ['2, k, 9', [-0.163015, -0.0577617, 1.0]], ['2, k, 10', [-0.142003, -0.00875806, 1.0]], ['2, k, 11', [-0.149202, -0.00594674, 1.0]], ['2, k, 12', [-0.359435, -0.440167, 1.0]], ['2, k, 13', [-0.433094, -0.748218, 1.0]], ['2, k, 14', [-0.488875, -1.08387, 1.0]], ['2, k, 15', [-0.527432, -1.12852, 1.0]], ['2, k, 16', [-0.194545, -0.43513, 1.0]], ['2, k, 17', [-0.109467, -0.767628, 1.0]], ['2, k, 18', [-0.0332178, -1.09238, 1.0]], ['2, k, 19', [0.00247475, -1.12634, 1.0]], ['2, k, 20', [-0.282524, 0.0865668, 1.0]], ['2, k, 21', [-0.532901, -0.00706909, 1.0]], ['2, k, 22', [-0.463054, -0.0323207, 1.0]], ['2, k, 23', [-0.152945, 0.00406479, 1.0]], ['2, k, 24', [-0.201307, -0.0351277, 1.0]]]
