[['2, k, 0', [0.05864429, 0.02415981, 1.0]], ['2, k, 1', [0.06171197, 0.3396224, 1.0]], ['2, k, 2', [0.06388293, 0.6414365, 1.0]], ['2, k, 3', [0.04747858, 0.7694126, 1.0]], ['2, k, 4', [-0.09566399, 0.5133358, 1.0]], ['2, k, 5', [-0.1382839, 0.2265587, 1.0]], ['2, k, 6', [-0.2368126, 0.03086316, 1.0]], ['2, k, 7', [-0.2983981, -0.0105276, 1.0]], ['2, k, 8', [0.2267913, 0.5441616, 1.0]], ['2, k, 9', [0.2615431, 0.2831888, 1.0]], ['2, k, 10', [0.2998047, 0.05262705, 1.0]], ['2, k, 11', [0.3026116, 0.01656139, 1.0]], ['2, k, 12', [-0.01282389, 0.02577315, 1.0]], ['2, k, 13', [-0.04534718, -0.3867646, 1.0]], ['2, k, 14', [-0.06520434, -0.7036676, 1.0]], ['2, k, 15', [-0.08861625, -0.7469619, 1.0]], ['2, k, 16', [0.127744, 0.0216575, 1.0]], ['2, k, 17', [0.1707566, -0.4360412, 1.0]], ['2, k, 18', [0.2363428, -0.7087861, 1.0]], ['2, k, 19', [0.2321705, -0.7497475, 1.0]], ['2, k, 20', [0.06344336, 0.5679056, 1.0]], ['2, k, 21', [-0.3384332, -0.08233482, 1.0]], ['2, k, 22', [-0.34436, 0.0390281, 1.0]], ['2, k, 23', [0.2900651, -0.06204615, 1.0]], ['2, k, 24', [0.2791158, -0.02757417, 1.0]]]
[['2, k, 0', [0.06324697, 0.01570674, 1.0]], ['2, k, 1', [0.06907516, 0.3284905, 1.0]], ['2, k, 2', [0.07409936, 0.6274964, 1.0]], ['2, k, 3', [0.06199508, 0.7535332, 1.0]], ['2, k, 4', [-0.08130845, 0.493804, 1.0]], ['2, k, 5', [-0.1814853, 0.3087342, 1.0]], ['2, k, 6', [-0.1974635, 0.5134019, 1.0]], ['2, k, 7', [-0.225953, 0.5827278, 1.0]], ['2, k, 8', [0.2354365, 0.5333293, 1.0]], ['2, k, 9', [0.2662487, 0.2788823, 1.0]], ['2, k, 10', [0.3011193, 0.05346148, 1.0]], ['2, k, 11', [0.3029249, 0.02009457, 1.0]], ['2, k, 12', [-0.007401656, 0.01550894, 1.0]], ['2, k, 13', [-0.04770113, -0.3839391, 1.0]], ['2, k, 14', [-0.04991325, -0.694539, 1.0]], ['2, k, 15', [-0.09149515, -0.7483514, 1.0]], ['2, k, 16', [0.1314566, 0.01530778, 1.0]], ['2, k, 17', [0.1672393, -0.4200234, 1.0]], ['2, k, 18', [0.2220088, -0.7020841, 1.0]], ['2, k, 19', [0.2361432, -0.7440756, 1.0]], ['2, k, 20', [0.07296889, 0.5547208, 1.0]], ['2, k, 21', [-0.247757, 0.6564052, 1.0]], ['2, k, 22', [-0.2758245, 0.5669636, 1.0]], ['2, k, 23', [0.2894022, -0.06129639, 1.0]], ['2, k, 24', [0.274317, 0.02586516, 1.0]]]
[['2, k, 0', [0.0632619, 0.01561607, 1.0]], ['2, k, 1', [0.06879696, 0.3284261, 1.0]], ['2, k, 2', [0.07336032, 0.6274913, 1.0]], ['2, k, 3', [0.06155773, 0.753308, 1.0]], ['2, k, 4', [-0.08165511, 0.4942647, 1.0]], ['2, k, 5', [-0.1360249, 0.2846208, 1.0]], ['2, k, 6', [-0.1993436, 0.5153195, 1.0]], ['2, k, 7', [-0.2267395, 0.5795347, 1.0]], ['2, k, 8', [0.2349633, 0.533147, 1.0]], ['2, k, 9', [0.2662883, 0.2778373, 1.0]], ['2, k, 10', [0.3022383, 0.0482083, 1.0]], ['2, k, 11', [0.3032857, 0.01698911, 1.0]], ['2, k, 12', [-0.007571277, 0.01547022, 1.0]], ['2, k, 13', [-0.04766973, -0.3831874, 1.0]], ['2, k, 14', [-0.04961265, -0.6939214, 1.0]], ['2, k, 15', [-0.09083296, -0.7483096, 1.0]], ['2, k, 16', [0.1316407, 0.01515644, 1.0]], ['2, k, 17', [0.1671699, -0.4220013, 1.0]], ['2, k, 18', [0.2218946, -0.7032351, 1.0]], ['2, k, 19', [0.24064, -0.7423561, 1.0]], ['2, k, 20', [0.0723616, 0.5546966, 1.0]], ['2, k, 21', [-0.2483111, 0.6518631, 1.0]], ['2, k, 22', [-0.2795374, 0.5693465, 1.0]], ['2, k, 23', [0.2920173, -0.03760767, 1.0]], ['2, k, 24', [0.2814209, -0.01596126, 1.0]]]
[['2, k, 0', [0.0627516, 0.0157005, 1.0]], ['2, k, 1', [0.06825536, 0.3284627, 1.0]], ['2, k, 2', [0.07284041, 0.627486, 1.0]], ['2, k, 3', [0.06089763, 0.7536305, 1.0]], ['2, k, 4', [-0.08239008, 0.4947765, 1.0]], ['2, k, 5', [-0.1366478, 0.2851833, 1.0]], ['2, k, 6', [-0.1988617, 0.5118702, 1.0]], ['2, k, 7', [-0.2310939, 0.578026, 1.0]], ['2, k, 8', [0.2345248, 0.5331178, 1.0]], ['2, k, 9', [0.2661185, 0.2776589, 1.0]], ['2, k, 10', [0.3014, 0.04846508, 1.0]], ['2, k, 11', [0.301073, 0.01772509, 1.0]], ['2, k, 12', [-0.007943535, 0.01547554, 1.0]], ['2, k, 13', [-0.04843353, -0.3832782, 1.0]], ['2, k, 14', [-0.0489394, -0.6933928, 1.0]], ['2, k, 15', [-0.09135716, -0.7482624, 1.0]], ['2, k, 16', [0.130971, 0.01534626, 1.0]], ['2, k, 17', [0.167484, -0.4235176, 1.0]], ['2, k, 18', [0.2211611, -0.7043166, 1.0]], ['2, k, 19', [0.2384027, -0.7425007, 1.0]], ['2, k, 20', [0.07183011, 0.5547011, 1.0]], ['2, k, 21', [-0.253399, 0.6494535, 1.0]], ['2, k, 22', [-0.2793999, 0.5644882, 1.0]], ['2, k, 23', [0.2940315, -0.03284872, 1.0]], ['2, k, 24', [0.2910849, -0.01959918, 1.0]]]
[['2, k, 0', [0.06246443, 0.01548914, 1.0]], ['2, k, 1', [0.06801834, 0.328387, 1.0]], ['2, k, 2', [0.07263187, 0.627516, 1.0]], ['2, k, 3', [0.0603274, 0.7534521, 1.0]], ['2, k, 4', [-0.08375219, 0.4931422, 1.0]], ['2, k, 5', [-0.1754701, 0.3123467, 1.0]], ['2, k, 6', [-0.2081613, 0.5289125, 1.0]], ['2, k, 7', [-0.2364376, 0.57868, 1.0]], ['2, k, 8', [0.2338439, 0.5329652, 1.0]], ['2, k, 9', [0.2655321, 0.2783595, 1.0]], ['2, k, 10', [0.3015582, 0.0476955, 1.0]], ['2, k, 11', [0.3022763, 0.0172386, 1.0]], ['2, k, 12', [-0.008189663, 0.01535224, 1.0]], ['2, k, 13', [-0.04869195, -0.3828646, 1.0]], ['2, k, 14', [-0.04834129, -0.6929798, 1.0]], ['2, k, 15', [-0.09152389, -0.7482107, 1.0]], ['2, k, 16', [0.1306299, 0.01501653, 1.0]], ['2, k, 17', [0.1677844, -0.4247045, 1.0]], ['2, k, 18', [0.2210449, -0.7048108, 1.0]], ['2, k, 19', [0.2366472, -0.7425969, 1.0]], ['2, k, 20', [0.0716162, 0.5547054, 1.0]], ['2, k, 21', [-0.259705, 0.6525342, 1.0]], ['2, k, 22', [-0.2863716, 0.5653075, 1.0]], ['2, k, 23', [0.2932311, -0.04109217, 1.0]], ['2, k, 24', [0.3354881, -0.0002572401, 1.0]]]
[['2, k, 0', [0.06171074, 0.01532883, 1.0]], ['2, k, 1', [0.06726973, 0.3281696, 1.0]], ['2, k, 2', [0.0719365, 0.627264, 1.0]], ['2, k, 3', [0.05966983, 0.7534731, 1.0]], ['2, k, 4', [-0.08418437, 0.4934479, 1.0]], ['2, k, 5', [-0.1683751, 0.2889402, 1.0]], ['2, k, 6', [-0.2106494, 0.5305731, 1.0]], ['2, k, 7', [-0.2383819, 0.5666992, 1.0]], ['2, k, 8', [0.2332711, 0.5330622, 1.0]], ['2, k, 9', [0.2651211, 0.2785083, 1.0]], ['2, k, 10', [0.3018926, 0.04929382, 1.0]], ['2, k, 11', [0.3018038, 0.01924353, 1.0]], ['2, k, 12', [-0.009127037, 0.01519498, 1.0]], ['2, k, 13', [-0.04889039, -0.3832692, 1.0]], ['2, k, 14', [-0.04799345, -0.6923518, 1.0]], ['2, k, 15', [-0.09146112, -0.7482249, 1.0]], ['2, k, 16', [0.1300669, 0.01486529, 1.0]], ['2, k, 17', [0.1677028, -0.4254992, 1.0]], ['2, k, 18', [0.2203517, -0.7054313, 1.0]], ['2, k, 19', [0.2393267, -0.7436248, 1.0]], ['2, k, 20', [0.07090271, 0.5544602, 1.0]], ['2, k, 21', [-0.2625383, 0.6350794, 1.0]], ['2, k, 22', [-0.290639, 0.5594935, 1.0]], ['2, k, 23', [0.2955934, -0.04238444, 1.0]], ['2, k, 24', [0.2944354, -0.01603197, 1.0]]]
[['2, k, 0', [0.06140625, 0.01492879, 1.0]], ['2, k, 1', [0.06693881, 0.3279526, 1.0]], ['2, k, 2', [0.07155742, 0.6271901, 1.0]], ['2, k, 3', [0.05913983, 0.7534313, 1.0]], ['2, k, 4', [-0.08571469, 0.4906963, 1.0]], ['2, k, 5', [-0.1569719, 0.2827192, 1.0]], ['2, k, 6', [-0.2084378, 0.4968968, 1.0]], ['2, k, 7', [-0.2396042, 0.5532487, 1.0]], ['2, k, 8', [0.2326885, 0.5331463, 1.0]], ['2, k, 9', [0.2648158, 0.2786474, 1.0]], ['2, k, 10', [0.3015959, 0.04730337, 1.0]], ['2, k, 11', [0.3027373, 0.01583056, 1.0]], ['2, k, 12', [-0.009441376, 0.01481412, 1.0]], ['2, k, 13', [-0.04982287, -0.3805659, 1.0]], ['2, k, 14', [-0.04814839, -0.6919957, 1.0]], ['2, k, 15', [-0.09143777, -0.7481784, 1.0]], ['2, k, 16', [0.1297866, 0.01446088, 1.0]], ['2, k, 17', [0.1675088, -0.4258754, 1.0]], ['2, k, 18', [0.2200786, -0.7057143, 1.0]], ['2, k, 19', [0.2375626, -0.7436659, 1.0]], ['2, k, 20', [0.07053801, 0.5543514, 1.0]], ['2, k, 21', [-0.2592368, 0.6173173, 1.0]], ['2, k, 22', [-0.2968651, 0.5547465, 1.0]], ['2, k, 23', [0.2943564, -0.04342242, 1.0]], ['2, k, 24', [0.334855, -0.002817183, 1.0]]]
[['2, k, 0', [0.06065384, 0.0145618, 1.0]], ['2, k, 1', [0.06613323, 0.3277788, 1.0]], ['2, k, 2', [0.07070136, 0.627219, 1.0]], ['2, k, 3', [0.05821975, 0.7533519, 1.0]], ['2, k, 4', [-0.0864081, 0.4899823, 1.0]], ['2, k, 5', [-0.1598484, 0.2825367, 1.0]], ['2, k, 6', [-0.2088284, 0.4926964, 1.0]], ['2, k, 7', [-0.2427657, 0.5441772, 1.0]], ['2, k, 8', [0.2317668, 0.5332406, 1.0]], ['2, k, 9', [0.2643831, 0.2787905, 1.0]], ['2, k, 10', [0.3013233, 0.04725922, 1.0]], ['2, k, 11', [0.3013714, 0.0189322, 1.0]], ['2, k, 12', [-0.01022615, 0.01444748, 1.0]], ['2, k, 13', [-0.05055223, -0.3813404, 1.0]], ['2, k, 14', [-0.04800911, -0.6918462, 1.0]], ['2, k, 15', [-0.09131734, -0.7483062, 1.0]], ['2, k, 16', [0.1290894, 0.01410366, 1.0]], ['2, k, 17', [0.1674508, -0.4258989, 1.0]], ['2, k, 18', [0.2201339, -0.7041394, 1.0]], ['2, k, 19', [0.2364854, -0.7433233, 1.0]], ['2, k, 20', [0.0696931, 0.5543287, 1.0]], ['2, k, 21', [-0.2642789, 0.6069235, 1.0]], ['2, k, 22', [-0.2942055, 0.5441791, 1.0]], ['2, k, 23', [0.2925172, -0.03842252, 1.0]], ['2, k, 24', [0.3347209, 0.004090761, 1.0]]]
[['2, k, 0', [0.06053787, 0.01429894, 1.0]], ['2, k, 1', [0.0656793, 0.3275891, 1.0]], ['2, k, 2', [0.06958707, 0.6271011, 1.0]], ['2, k, 3', [0.05743059, 0.7534102, 1.0]], ['2, k, 4', [-0.08740376, 0.4889731, 1.0]], ['2, k, 5', [-0.160623, 0.281635, 1.0]], ['2, k, 6', [-0.2107766, 0.4862568, 1.0]], ['2, k, 7', [-0.24902, 0.5391077, 1.0]], ['2, k, 8', [0.2313568, 0.5332945, 1.0]], ['2, k, 9', [0.2637074, 0.2796052, 1.0]], ['2, k, 10', [0.3013556, 0.04754417, 1.0]], ['2, k, 11', [0.3018031, 0.01777106, 1.0]], ['2, k, 12', [-0.01031266, 0.01406079, 1.0]], ['2, k, 13', [-0.05096908, -0.3816522, 1.0]], ['2, k, 14', [-0.04829891, -0.6921213, 1.0]], ['2, k, 15', [-0.09136274, -0.7487151, 1.0]], ['2, k, 16', [0.1289618, 0.01394241, 1.0]], ['2, k, 17', [0.1675038, -0.4262914, 1.0]], ['2, k, 18', [0.2196266, -0.7047867, 1.0]], ['2, k, 19', [0.2357636, -0.7431297, 1.0]], ['2, k, 20', [0.06877584, 0.5541843, 1.0]], ['2, k, 21', [-0.2731652, 0.6017132, 1.0]], ['2, k, 22', [-0.3004161, 0.5407681, 1.0]], ['2, k, 23', [0.2879702, -0.07156483, 1.0]], ['2, k, 24', [0.3201292, 0.01937279, 1.0]]]
[['2, k, 0', [0.06004681, 0.01422388, 1.0]], ['2, k, 1', [0.06502783, 0.327498, 1.0]], ['2, k, 2', [0.06887612, 0.6270167, 1.0]], ['2, k, 3', [0.05654259, 0.7533576, 1.0]], ['2, k, 4', [-0.08798161, 0.488243, 1.0]], ['2, k, 5', [-0.1617336, 0.2808003, 1.0]], ['2, k, 6', [-0.2134617, 0.476443, 1.0]], ['2, k, 7', [-0.254117, 0.528084, 1.0]], ['2, k, 8', [0.2309316, 0.5335026, 1.0]], ['2, k, 9', [0.2633097, 0.2795434, 1.0]], ['2, k, 10', [0.3013781, 0.04780873, 1.0]], ['2, k, 11', [0.302139, 0.01880937, 1.0]], ['2, k, 12', [-0.01092343, 0.0139852, 1.0]], ['2, k, 13', [-0.05141616, -0.3824953, 1.0]], ['2, k, 14', [-0.04809185, -0.692062, 1.0]], ['2, k, 15', [-0.0916144, -0.7488527, 1.0]], ['2, k, 16', [0.1285904, 0.01387429, 1.0]], ['2, k, 17', [0.1667837, -0.4266567, 1.0]], ['2, k, 18', [0.2187863, -0.7026687, 1.0]], ['2, k, 19', [0.2346973, -0.7418818, 1.0]], ['2, k, 20', [0.06806712, 0.5540978, 1.0]], ['2, k, 21', [-0.2797277, 0.5882535, 1.0]], ['2, k, 22', [-0.3049347, 0.5308802, 1.0]], ['2, k, 23', [0.296958, -0.04247927, 1.0]], ['2, k, 24', [0.3333594, 0.00778936, 1.0]]]
[['2, k, 0', [0.05968563, 0.01416739, 1.0]], ['2, k, 1', [0.06462678, 0.3275046, 1.0]], ['2, k, 2', [0.06848016, 0.6271138, 1.0]], ['2, k, 3', [0.05515379, 0.7530493, 1.0]], ['2, k, 4', [-0.08823381, 0.4887312, 1.0]], ['2, k, 5', [-0.1602093, 0.281738, 1.0]], ['2, k, 6', [-0.2247505, 0.454499, 1.0]], ['2, k, 7', [-0.2635455, 0.4986865, 1.0]], ['2, k, 8', [0.2298032, 0.5341528, 1.0]], ['2, k, 9', [0.2631411, 0.2794756, 1.0]], ['2, k, 10', [0.3013474, 0.0489156, 1.0]], ['2, k, 11', [0.3019814, 0.01856544, 1.0]], ['2, k, 12', [-0.01121518, 0.01391301, 1.0]], ['2, k, 13', [-0.05172286, -0.382943, 1.0]], ['2, k, 14', [-0.05089197, -0.6924803, 1.0]], ['2, k, 15', [-0.09098615, -0.7488778, 1.0]], ['2, k, 16', [0.1281697, 0.01384162, 1.0]], ['2, k, 17', [0.1665797, -0.4289764, 1.0]], ['2, k, 18', [0.218309, -0.7035604, 1.0]], ['2, k, 19', [0.2346908, -0.742135, 1.0]], ['2, k, 20', [0.06766492, 0.5541704, 1.0]], ['2, k, 21', [-0.2953584, 0.5542672, 1.0]], ['2, k, 22', [-0.3177227, 0.5110577, 1.0]], ['2, k, 23', [0.292358, -0.03968172, 1.0]], ['2, k, 24', [0.3382238, 0.001630122, 1.0]]]
[['2, k, 0', [0.05895616, 0.01457601, 1.0]], ['2, k, 1', [0.06385884, 0.3277338, 1.0]], ['2, k, 2', [0.06769507, 0.627152, 1.0]], ['2, k, 3', [0.05423705, 0.7534191, 1.0]], ['2, k, 4', [-0.08713382, 0.49202, 1.0]], ['2, k, 5', [-0.1534621, 0.2852393, 1.0]], ['2, k, 6', [-0.2309127, 0.443584, 1.0]], ['2, k, 7', [-0.2737659, 0.4873814, 1.0]], ['2, k, 8', [0.2290214, 0.5342489, 1.0]], ['2, k, 9', [0.2630399, 0.2791179, 1.0]], ['2, k, 10', [0.3010702, 0.04779172, 1.0]], ['2, k, 11', [0.3021694, 0.01878049, 1.0]], ['2, k, 12', [-0.01203275, 0.01411641, 1.0]], ['2, k, 13', [-0.05225169, -0.3831291, 1.0]], ['2, k, 14', [-0.05096868, -0.6927938, 1.0]], ['2, k, 15', [-0.09054084, -0.748559, 1.0]], ['2, k, 16', [0.1275038, 0.01446927, 1.0]], ['2, k, 17', [0.1665895, -0.4289947, 1.0]], ['2, k, 18', [0.2180382, -0.7025261, 1.0]], ['2, k, 19', [0.2367432, -0.7433507, 1.0]], ['2, k, 20', [0.0668789, 0.5542606, 1.0]], ['2, k, 21', [-0.3157251, 0.5405645, 1.0]], ['2, k, 22', [-0.3263041, 0.4961456, 1.0]], ['2, k, 23', [0.2971074, -0.03834077, 1.0]], ['2, k, 24', [0.3332379, 0.008629974, 1.0]]]
[['2, k, 0', [0.05774682, 0.01489169, 1.0]], ['2, k, 1', [0.06264114, 0.3282041, 1.0]], ['2, k, 2', [0.06652643, 0.6278684, 1.0]], ['2, k, 3', [0.05327422, 0.7537274, 1.0]], ['2, k, 4', [-0.08644136, 0.4936021, 1.0]], ['2, k, 5', [-0.1523141, 0.2867843, 1.0]], ['2, k, 6', [-0.2376677, 0.4330161, 1.0]], ['2, k, 7', [-0.2726745, 0.4612328, 1.0]], ['2, k, 8', [0.2281581, 0.5347762, 1.0]], ['2, k, 9', [0.2627022, 0.2789078, 1.0]], ['2, k, 10', [0.3010922, 0.04787042, 1.0]], ['2, k, 11', [0.3023474, 0.01568581, 1.0]], ['2, k, 12', [-0.01368392, 0.01461324, 1.0]], ['2, k, 13', [-0.0526607, -0.3834807, 1.0]], ['2, k, 14', [-0.05064861, -0.6915697, 1.0]], ['2, k, 15', [-0.0899777, -0.7475033, 1.0]], ['2, k, 16', [0.1267248, 0.01463079, 1.0]], ['2, k, 17', [0.1665459, -0.4291497, 1.0]], ['2, k, 18', [0.2173924, -0.701547, 1.0]], ['2, k, 19', [0.2351373, -0.7425617, 1.0]], ['2, k, 20', [0.06568456, 0.5549068, 1.0]], ['2, k, 21', [-0.3118393, 0.5117617, 1.0]], ['2, k, 22', [-0.3314272, 0.4778399, 1.0]], ['2, k, 23', [0.2940553, -0.03571527, 1.0]], ['2, k, 24', [0.3328071, 0.00307291, 1.0]]]
[['2, k, 0', [0.05733035, 0.01493751, 1.0]], ['2, k, 1', [0.06213285, 0.3282604, 1.0]], ['2, k, 2', [0.06600915, 0.6279347, 1.0]], ['2, k, 3', [0.05258692, 0.7541084, 1.0]], ['2, k, 4', [-0.08662219, 0.4936142, 1.0]], ['2, k, 5', [-0.1483692, 0.2851537, 1.0]], ['2, k, 6', [-0.2433181, 0.4145289, 1.0]], ['2, k, 7', [-0.2756753, 0.4385683, 1.0]], ['2, k, 8', [0.2274572, 0.5348496, 1.0]], ['2, k, 9', [0.2624512, 0.2788717, 1.0]], ['2, k, 10', [0.3010463, 0.04789063, 1.0]], ['2, k, 11', [0.3032736, 0.01816938, 1.0]], ['2, k, 12', [-0.01419238, 0.01472708, 1.0]], ['2, k, 13', [-0.05272139, -0.3836862, 1.0]], ['2, k, 14', [-0.05069003, -0.6922483, 1.0]], ['2, k, 15', [-0.09051824, -0.7478665, 1.0]], ['2, k, 16', [0.1264249, 0.01461699, 1.0]], ['2, k, 17', [0.1666349, -0.4302773, 1.0]], ['2, k, 18', [0.2175819, -0.7024629, 1.0]], ['2, k, 19', [0.2341823, -0.7425339, 1.0]], ['2, k, 20', [0.06516173, 0.5549714, 1.0]], ['2, k, 21', [-0.3182306, 0.4875501, 1.0]], ['2, k, 22', [-0.3363024, 0.457783, 1.0]], ['2, k, 23', [0.2976544, -0.0439875, 1.0]], ['2, k, 24', [0.3405406, 0.006219685, 1.0]]]
[['2, k, 0', [0.05673855, 0.01506533, 1.0]], ['2, k, 1', [0.06156477, 0.328434, 1.0]], ['2, k, 2', [0.06554165, 0.6281568, 1.0]], ['2, k, 3', [0.05196337, 0.7544724, 1.0]], ['2, k, 4', [-0.08709748, 0.4940449, 1.0]], ['2, k, 5', [-0.1416588, 0.2834896, 1.0]], ['2, k, 6', [-0.2488095, 0.3968849, 1.0]], ['2, k, 7', [-0.2842121, 0.4194341, 1.0]], ['2, k, 8', [0.2269738, 0.5345601, 1.0]], ['2, k, 9', [0.2618616, 0.2780221, 1.0]], ['2, k, 10', [0.3009646, 0.04833946, 1.0]], ['2, k, 11', [0.3036417, 0.01918284, 1.0]], ['2, k, 12', [-0.01480989, 0.01497123, 1.0]], ['2, k, 13', [-0.05275133, -0.3834574, 1.0]], ['2, k, 14', [-0.05089133, -0.6923992, 1.0]], ['2, k, 15', [-0.09207119, -0.7487354, 1.0]], ['2, k, 16', [0.1259017, 0.01462587, 1.0]], ['2, k, 17', [0.1665778, -0.4311939, 1.0]], ['2, k, 18', [0.21695, -0.701265, 1.0]], ['2, k, 19', [0.2362522, -0.7427118, 1.0]], ['2, k, 20', [0.06466288, 0.5551818, 1.0]], ['2, k, 21', [-0.3345836, 0.4648973, 1.0]], ['2, k, 22', [-0.3457479, 0.4412775, 1.0]], ['2, k, 23', [0.2960531, -0.03782898, 1.0]], ['2, k, 24', [0.33481, 0.00558575, 1.0]]]
[['2, k, 0', [0.05606217, 0.01554844, 1.0]], ['2, k, 1', [0.06123105, 0.3287618, 1.0]], ['2, k, 2', [0.06571238, 0.6282901, 1.0]], ['2, k, 3', [0.05170787, 0.7557676, 1.0]], ['2, k, 4', [-0.08762025, 0.4964988, 1.0]], ['2, k, 5', [-0.1307005, 0.2801236, 1.0]], ['2, k, 6', [-0.2481239, 0.3684714, 1.0]], ['2, k, 7', [-0.2906125, 0.3968824, 1.0]], ['2, k, 8', [0.2264735, 0.5344926, 1.0]], ['2, k, 9', [0.2614803, 0.2779804, 1.0]], ['2, k, 10', [0.3008022, 0.04830762, 1.0]], ['2, k, 11', [0.3024622, 0.01578448, 1.0]], ['2, k, 12', [-0.01551262, 0.01572775, 1.0]], ['2, k, 13', [-0.05277992, -0.3833669, 1.0]], ['2, k, 14', [-0.05077891, -0.6920822, 1.0]], ['2, k, 15', [-0.09181063, -0.7486359, 1.0]], ['2, k, 16', [0.1253081, 0.01487129, 1.0]], ['2, k, 17', [0.1667467, -0.4322949, 1.0]], ['2, k, 18', [0.2167608, -0.6999646, 1.0]], ['2, k, 19', [0.2351715, -0.7418908, 1.0]], ['2, k, 20', [0.06468636, 0.5553703, 1.0]], ['2, k, 21', [-0.3409018, 0.4315951, 1.0]], ['2, k, 22', [-0.3563691, 0.4217, 1.0]], ['2, k, 23', [0.2960178, -0.03828552, 1.0]], ['2, k, 24', [0.3363984, -0.004348385, 1.0]]]
[['2, k, 0', [0.05452511, 0.01597238, 1.0]], ['2, k, 1', [0.06043134, 0.3290975, 1.0]], ['2, k, 2', [0.06559535, 0.6286007, 1.0]], ['2, k, 3', [0.05142665, 0.7558559, 1.0]], ['2, k, 4', [-0.0869472, 0.4979367, 1.0]], ['2, k, 5', [-0.1204294, 0.2723698, 1.0]], ['2, k, 6', [-0.2469257, 0.3466965, 1.0]], ['2, k, 7', [-0.2980778, 0.3735463, 1.0]], ['2, k, 8', [0.2259289, 0.5340027, 1.0]], ['2, k, 9', [0.2613475, 0.2778848, 1.0]], ['2, k, 10', [0.3004679, 0.04899626, 1.0]], ['2, k, 11', [0.3020107, 0.01778928, 1.0]], ['2, k, 12', [-0.0174868, 0.01652834, 1.0]], ['2, k, 13', [-0.05340914, -0.3829652, 1.0]], ['2, k, 14', [-0.05101727, -0.6922851, 1.0]], ['2, k, 15', [-0.09212667, -0.7487698, 1.0]], ['2, k, 16', [0.1242053, 0.01496419, 1.0]], ['2, k, 17', [0.1666989, -0.4329541, 1.0]], ['2, k, 18', [0.2169003, -0.699891, 1.0]], ['2, k, 19', [0.2380488, -0.7435099, 1.0]], ['2, k, 20', [0.06438573, 0.5556832, 1.0]], ['2, k, 21', [-0.3482016, 0.402072, 1.0]], ['2, k, 22', [-0.3624822, 0.3958902, 1.0]], ['2, k, 23', [0.2962043, -0.04152383, 1.0]], ['2, k, 24', [0.3363521, 0.01433939, 1.0]]]
[['2, k, 0', [0.05378956, 0.01637899, 1.0]], ['2, k, 1', [0.05993719, 0.3294954, 1.0]], ['2, k, 2', [0.06551138, 0.6289675, 1.0]], ['2, k, 3', [0.05124017, 0.7560247, 1.0]], ['2, k, 4', [-0.08656811, 0.4990826, 1.0]], ['2, k, 5', [-0.1226559, 0.2741619, 1.0]], ['2, k, 6', [-0.2398575, 0.3197, 1.0]], ['2, k, 7', [-0.2840484, 0.3367156, 1.0]], ['2, k, 8', [0.2258283, 0.5351902, 1.0]], ['2, k, 9', [0.260996, 0.2777739, 1.0]], ['2, k, 10', [0.3002545, 0.04814534, 1.0]], ['2, k, 11', [0.3024452, 0.01674929, 1.0]], ['2, k, 12', [-0.01829362, 0.0170876, 1.0]], ['2, k, 13', [-0.05401029, -0.3823636, 1.0]], ['2, k, 14', [-0.05132147, -0.6919809, 1.0]], ['2, k, 15', [-0.09134751, -0.7481673, 1.0]], ['2, k, 16', [0.1235998, 0.01519412, 1.0]], ['2, k, 17', [0.1665486, -0.433353, 1.0]], ['2, k, 18', [0.2158881, -0.7003106, 1.0]], ['2, k, 19', [0.2366774, -0.742544, 1.0]], ['2, k, 20', [0.0641849, 0.5560604, 1.0]], ['2, k, 21', [-0.3371571, 0.3643163, 1.0]], ['2, k, 22', [-0.329744, 0.3430074, 1.0]], ['2, k, 23', [0.3039078, -0.08024529, 1.0]], ['2, k, 24', [0.2997895, -0.01921471, 1.0]]]
[['2, k, 0', [0.05357907, 0.01650943, 1.0]], ['2, k, 1', [0.05977504, 0.3296873, 1.0]], ['2, k, 2', [0.06546792, 0.6292082, 1.0]], ['2, k, 3', [0.05129872, 0.7560507, 1.0]], ['2, k, 4', [-0.08637893, 0.499448, 1.0]], ['2, k, 5', [-0.1228014, 0.2760834, 1.0]], ['2, k, 6', [-0.2433773, 0.3036335, 1.0]], ['2, k, 7', [-0.2881267, 0.3133606, 1.0]], ['2, k, 8', [0.2258519, 0.5358157, 1.0]], ['2, k, 9', [0.2606947, 0.2772192, 1.0]], ['2, k, 10', [0.3002485, 0.04842426, 1.0]], ['2, k, 11', [0.3010369, 0.01933042, 1.0]], ['2, k, 12', [-0.01835679, 0.01724764, 1.0]], ['2, k, 13', [-0.05378504, -0.3823325, 1.0]], ['2, k, 14', [-0.05152501, -0.6925442, 1.0]], ['2, k, 15', [-0.09146983, -0.7483674, 1.0]], ['2, k, 16', [0.1232293, 0.01526078, 1.0]], ['2, k, 17', [0.1665406, -0.4334168, 1.0]], ['2, k, 18', [0.2361308, -0.7099306, 1.0]], ['2, k, 19', [0.2339317, -0.7527044, 1.0]], ['2, k, 20', [0.0641138, 0.5562881, 1.0]], ['2, k, 21', [-0.3402663, 0.3305975, 1.0]], ['2, k, 22', [-0.3052602, 0.3480728, 1.0]], ['2, k, 23', [0.2957555, -0.03705205, 1.0]], ['2, k, 24', [0.3344673, 0.01220293, 1.0]]]
