[['2, k, 0', [-0.19209, -0.274801, 1.0]], ['2, k, 1', [-0.151384, 0.0121166, 1.0]], ['2, k, 2', [-0.11077, 0.292472, 1.0]], ['2, k, 3', [-0.0866607, 0.426097, 1.0]], ['2, k, 4', [-0.259463, 0.248746, 1.0]], ['2, k, 5', [-0.3527, 0.436664, 1.0]], ['2, k, 6', [-0.353218, 0.602172, 1.0]], ['2, k, 7', [-0.31406, 0.667332, 1.0]], ['2, k, 8', [0.04263, 0.217388, 1.0]], ['2, k, 9', [0.209347, 0.297049, 1.0]], ['2, k, 10', [0.294718, 0.44278, 1.0]], ['2, k, 11', [0.310965, 0.506113, 1.0]], ['2, k, 12', [-0.258333, -0.264036, 1.0]], ['2, k, 13', [-0.268899, -0.575808, 1.0]], ['2, k, 14', [-0.269402, -0.739991, 1.0]], ['2, k, 15', [-0.280951, -0.856472, 1.0]], ['2, k, 16', [-0.120809, -0.278377, 1.0]], ['2, k, 17', [0.00886979, -0.563281, 1.0]], ['2, k, 18', [-0.0139094, -0.765146, 1.0]], ['2, k, 19', [-0.000736764, -0.881626, 1.0]], ['2, k, 20', [-0.120935, 0.223345, 1.0]], ['2, k, 21', [-0.296394, 0.69816, 1.0]], ['2, k, 22', [-0.356297, 0.681, 1.0]], ['2, k, 23', [0.32307, 0.563313, 1.0]], ['2, k, 24', [0.344912, 0.49888, 1.0]]]
[['2, k, 0', [-0.132579, -0.268007, 1.0]], ['2, k, 1', [-0.140841, 0.0131513, 1.0]], ['2, k, 2', [-0.14107, 0.286063, 1.0]], ['2, k, 3', [-0.135819, 0.424437, 1.0]], ['2, k, 4', [-0.303046, 0.214851, 1.0]], ['2, k, 5', [-0.475203, 0.292259, 1.0]], ['2, k, 6', [-0.490713, 0.4606, 1.0]], ['2, k, 7', [-0.47752, 0.538915, 1.0]], ['2, k, 8', [0.0103153, 0.230238, 1.0]], ['2, k, 9', [0.143643, 0.350766, 1.0]], ['2, k, 10', [0.168636, 0.530072, 1.0]], ['2, k, 11', [0.161464, 0.576514, 1.0]], ['2, k, 12', [-0.201942, -0.266377, 1.0]], ['2, k, 13', [-0.250007, -0.564074, 1.0]], ['2, k, 14', [-0.287371, -0.828285, 1.0]], ['2, k, 15', [-0.292455, -0.88044, 1.0]], ['2, k, 16', [-0.0603736, -0.263487, 1.0]], ['2, k, 17', [-0.0263918, -0.565687, 1.0]], ['2, k, 18', [-0.00427078, -0.805639, 1.0]], ['2, k, 19', [0.00893814, -0.915875, 1.0]], ['2, k, 20', [-0.141532, 0.218128, 1.0]], ['2, k, 21', [-0.439226, 0.576736, 1.0]], ['2, k, 22', [-0.40464, 0.562103, 1.0]], ['2, k, 23', [0.149255, 0.623505, 1.0]], ['2, k, 24', [0.101758, 0.584527, 1.0]]]
[['2, k, 0', [-0.13257, -0.268256, 1.0]], ['2, k, 1', [-0.136926, 0.0131125, 1.0]], ['2, k, 2', [-0.133704, 0.287698, 1.0]], ['2, k, 3', [-0.124709, 0.425159, 1.0]], ['2, k, 4', [-0.299948, 0.216, 1.0]], ['2, k, 5', [-0.436289, 0.321353, 1.0]], ['2, k, 6', [-0.450864, 0.502411, 1.0]], ['2, k, 7', [-0.450801, 0.551027, 1.0]], ['2, k, 8', [0.0130945, 0.231146, 1.0]], ['2, k, 9', [0.162207, 0.342107, 1.0]], ['2, k, 10', [0.192285, 0.517956, 1.0]], ['2, k, 11', [0.190079, 0.572009, 1.0]], ['2, k, 12', [-0.201868, -0.266437, 1.0]], ['2, k, 13', [-0.250219, -0.564263, 1.0]], ['2, k, 14', [-0.279975, -0.778696, 1.0]], ['2, k, 15', [-0.284438, -0.831242, 1.0]], ['2, k, 16', [-0.0605253, -0.264075, 1.0]], ['2, k, 17', [-0.0266872, -0.570391, 1.0]], ['2, k, 18', [-0.00116408, -0.797724, 1.0]], ['2, k, 19', [-0.00873384, -0.85008, 1.0]], ['2, k, 20', [-0.134844, 0.219518, 1.0]], ['2, k, 21', [-0.42599, 0.599645, 1.0]], ['2, k, 22', [-0.395817, 0.573028, 1.0]], ['2, k, 23', [0.168656, 0.613449, 1.0]], ['2, k, 24', [0.117148, 0.580124, 1.0]]]
[['2, k, 0', [-0.13261, -0.268538, 1.0]], ['2, k, 1', [-0.133649, 0.0127774, 1.0]], ['2, k, 2', [-0.127892, 0.287792, 1.0]], ['2, k, 3', [-0.118087, 0.425636, 1.0]], ['2, k, 4', [-0.282441, 0.225688, 1.0]], ['2, k, 5', [-0.428681, 0.330638, 1.0]], ['2, k, 6', [-0.430284, 0.513177, 1.0]], ['2, k, 7', [-0.417847, 0.570439, 1.0]], ['2, k, 8', [0.0179267, 0.231154, 1.0]], ['2, k, 9', [0.17765, 0.330484, 1.0]], ['2, k, 10', [0.215926, 0.511631, 1.0]], ['2, k, 11', [0.218509, 0.562994, 1.0]], ['2, k, 12', [-0.201781, -0.266382, 1.0]], ['2, k, 13', [-0.250507, -0.56432, 1.0]], ['2, k, 14', [-0.280796, -0.800385, 1.0]], ['2, k, 15', [-0.283137, -0.852688, 1.0]], ['2, k, 16', [-0.0609363, -0.265272, 1.0]], ['2, k, 17', [-0.0266298, -0.574021, 1.0]], ['2, k, 18', [0.00111639, -0.799904, 1.0]], ['2, k, 19', [-0.00435067, -0.852196, 1.0]], ['2, k, 20', [-0.129607, 0.21963, 1.0]], ['2, k, 21', [-0.383378, 0.610773, 1.0]], ['2, k, 22', [-0.39477, 0.54174, 1.0]], ['2, k, 23', [0.209284, 0.606062, 1.0]], ['2, k, 24', [0.14152, 0.576185, 1.0]]]
[['2, k, 0', [-0.132664, -0.268723, 1.0]], ['2, k, 1', [-0.131665, 0.0128118, 1.0]], ['2, k, 2', [-0.12509, 0.288153, 1.0]], ['2, k, 3', [-0.109151, 0.426638, 1.0]], ['2, k, 4', [-0.282463, 0.225649, 1.0]], ['2, k, 5', [-0.429317, 0.330967, 1.0]], ['2, k, 6', [-0.404184, 0.523736, 1.0]], ['2, k, 7', [-0.389844, 0.580533, 1.0]], ['2, k, 8', [0.0224611, 0.231311, 1.0]], ['2, k, 9', [0.191583, 0.318041, 1.0]], ['2, k, 10', [0.250825, 0.49271, 1.0]], ['2, k, 11', [0.255217, 0.552526, 1.0]], ['2, k, 12', [-0.201748, -0.266355, 1.0]], ['2, k, 13', [-0.2519, -0.566667, 1.0]], ['2, k, 14', [-0.287419, -0.826436, 1.0]], ['2, k, 15', [-0.287314, -0.937232, 1.0]], ['2, k, 16', [-0.0611832, -0.265763, 1.0]], ['2, k, 17', [-0.0268286, -0.574159, 1.0]], ['2, k, 18', [-0.000945467, -0.799679, 1.0]], ['2, k, 19', [-0.00571099, -0.851967, 1.0]], ['2, k, 20', [-0.126953, 0.219983, 1.0]], ['2, k, 21', [-0.354854, 0.6265, 1.0]], ['2, k, 22', [-0.360325, 0.564432, 1.0]], ['2, k, 23', [0.253432, 0.597686, 1.0]], ['2, k, 24', [0.192883, 0.565116, 1.0]]]
[['2, k, 0', [-0.132795, -0.268308, 1.0]], ['2, k, 1', [-0.129397, 0.0129727, 1.0]], ['2, k, 2', [-0.11973, 0.287424, 1.0]], ['2, k, 3', [-0.102259, 0.427038, 1.0]], ['2, k, 4', [-0.282223, 0.225598, 1.0]], ['2, k, 5', [-0.4225, 0.338875, 1.0]], ['2, k, 6', [-0.373748, 0.534381, 1.0]], ['2, k, 7', [-0.356257, 0.594552, 1.0]], ['2, k, 8', [0.0265744, 0.231674, 1.0]], ['2, k, 9', [0.20862, 0.31171, 1.0]], ['2, k, 10', [0.267513, 0.4831, 1.0]], ['2, k, 11', [0.281711, 0.539747, 1.0]], ['2, k, 12', [-0.201527, -0.26583, 1.0]], ['2, k, 13', [-0.252103, -0.566833, 1.0]], ['2, k, 14', [-0.282444, -0.779682, 1.0]], ['2, k, 15', [-0.283392, -0.832139, 1.0]], ['2, k, 16', [-0.0618192, -0.264939, 1.0]], ['2, k, 17', [-0.0276792, -0.572926, 1.0]], ['2, k, 18', [0.00154822, -0.797073, 1.0]], ['2, k, 19', [0.0096323, -0.90783, 1.0]], ['2, k, 20', [-0.122442, 0.219603, 1.0]], ['2, k, 21', [-0.319942, 0.635726, 1.0]], ['2, k, 22', [-0.327658, 0.571931, 1.0]], ['2, k, 23', [0.274526, 0.583052, 1.0]], ['2, k, 24', [0.215136, 0.558691, 1.0]]]
[['2, k, 0', [-0.132935, -0.267814, 1.0]], ['2, k, 1', [-0.126427, 0.0134356, 1.0]], ['2, k, 2', [-0.113413, 0.287709, 1.0]], ['2, k, 3', [-0.0930038, 0.427105, 1.0]], ['2, k, 4', [-0.276283, 0.22675, 1.0]], ['2, k, 5', [-0.399114, 0.346335, 1.0]], ['2, k, 6', [-0.339973, 0.550429, 1.0]], ['2, k, 7', [-0.326731, 0.598767, 1.0]], ['2, k, 8', [0.0307896, 0.231171, 1.0]], ['2, k, 9', [0.228733, 0.293569, 1.0]], ['2, k, 10', [0.298647, 0.468844, 1.0]], ['2, k, 11', [0.311046, 0.526207, 1.0]], ['2, k, 12', [-0.201558, -0.265041, 1.0]], ['2, k, 13', [-0.252707, -0.566204, 1.0]], ['2, k, 14', [-0.282178, -0.780662, 1.0]], ['2, k, 15', [-0.281957, -0.833075, 1.0]], ['2, k, 16', [-0.0618991, -0.26479, 1.0]], ['2, k, 17', [-0.0283879, -0.572021, 1.0]], ['2, k, 18', [-0.00287263, -0.821613, 1.0]], ['2, k, 19', [-0.00576206, -0.873632, 1.0]], ['2, k, 20', [-0.116957, 0.219986, 1.0]], ['2, k, 21', [-0.294143, 0.643278, 1.0]], ['2, k, 22', [-0.291737, 0.586668, 1.0]], ['2, k, 23', [0.311324, 0.567451, 1.0]], ['2, k, 24', [0.243932, 0.547642, 1.0]]]
[['2, k, 0', [-0.133089, -0.266927, 1.0]], ['2, k, 1', [-0.124331, 0.0143676, 1.0]], ['2, k, 2', [-0.109557, 0.288691, 1.0]], ['2, k, 3', [-0.0851386, 0.426992, 1.0]], ['2, k, 4', [-0.270865, 0.227686, 1.0]], ['2, k, 5', [-0.375438, 0.355876, 1.0]], ['2, k, 6', [-0.313726, 0.559329, 1.0]], ['2, k, 7', [-0.293467, 0.607583, 1.0]], ['2, k, 8', [0.0448608, 0.228961, 1.0]], ['2, k, 9', [0.235945, 0.287992, 1.0]], ['2, k, 10', [0.318288, 0.458481, 1.0]], ['2, k, 11', [0.339609, 0.50928, 1.0]], ['2, k, 12', [-0.201454, -0.264061, 1.0]], ['2, k, 13', [-0.253004, -0.56596, 1.0]], ['2, k, 14', [-0.281801, -0.782365, 1.0]], ['2, k, 15', [-0.278799, -0.834741, 1.0]], ['2, k, 16', [-0.0622685, -0.263748, 1.0]], ['2, k, 17', [-0.0291795, -0.570969, 1.0]], ['2, k, 18', [-0.00494161, -0.799755, 1.0]], ['2, k, 19', [0.00845158, -0.910086, 1.0]], ['2, k, 20', [-0.113494, 0.220985, 1.0]], ['2, k, 21', [-0.256376, 0.651226, 1.0]], ['2, k, 22', [-0.258844, 0.592068, 1.0]], ['2, k, 23', [0.33698, 0.551634, 1.0]], ['2, k, 24', [0.262455, 0.534465, 1.0]]]
[['2, k, 0', [-0.133769, -0.266171, 1.0]], ['2, k, 1', [-0.122341, 0.0145607, 1.0]], ['2, k, 2', [-0.103516, 0.287896, 1.0]], ['2, k, 3', [-0.0764346, 0.427226, 1.0]], ['2, k, 4', [-0.26639, 0.227207, 1.0]], ['2, k, 5', [-0.357943, 0.361242, 1.0]], ['2, k, 6', [-0.292679, 0.560329, 1.0]], ['2, k, 7', [-0.26419, 0.610911, 1.0]], ['2, k, 8', [0.0487991, 0.227055, 1.0]], ['2, k, 9', [0.254125, 0.274515, 1.0]], ['2, k, 10', [0.34155, 0.432599, 1.0]], ['2, k, 11', [0.366598, 0.486854, 1.0]], ['2, k, 12', [-0.203055, -0.261437, 1.0]], ['2, k, 13', [-0.253818, -0.558479, 1.0]], ['2, k, 14', [-0.281127, -0.782398, 1.0]], ['2, k, 15', [-0.284486, -0.893489, 1.0]], ['2, k, 16', [-0.0624288, -0.263855, 1.0]], ['2, k, 17', [-0.0294563, -0.571012, 1.0]], ['2, k, 18', [0.00177522, -0.794461, 1.0]], ['2, k, 19', [0.00259653, -0.846691, 1.0]], ['2, k, 20', [-0.108588, 0.220521, 1.0]], ['2, k, 21', [-0.237798, 0.654463, 1.0]], ['2, k, 22', [-0.232346, 0.589259, 1.0]], ['2, k, 23', [0.365944, 0.532962, 1.0]], ['2, k, 24', [0.286124, 0.517583, 1.0]]]
[['2, k, 0', [-0.1343, -0.263501, 1.0]], ['2, k, 1', [-0.120467, 0.0154263, 1.0]], ['2, k, 2', [-0.09999, 0.287372, 1.0]], ['2, k, 3', [-0.0703256, 0.427025, 1.0]], ['2, k, 4', [-0.263339, 0.227575, 1.0]], ['2, k, 5', [-0.352938, 0.362944, 1.0]], ['2, k, 6', [-0.252618, 0.555969, 1.0]], ['2, k, 7', [-0.222468, 0.61952, 1.0]], ['2, k, 8', [0.0527433, 0.226088, 1.0]], ['2, k, 9', [0.261945, 0.264951, 1.0]], ['2, k, 10', [0.384081, 0.398087, 1.0]], ['2, k, 11', [0.399006, 0.464757, 1.0]], ['2, k, 12', [-0.203706, -0.258569, 1.0]], ['2, k, 13', [-0.253264, -0.556238, 1.0]], ['2, k, 14', [-0.283127, -0.829543, 1.0]], ['2, k, 15', [-0.287538, -0.940078, 1.0]], ['2, k, 16', [-0.062542, -0.261613, 1.0]], ['2, k, 17', [-0.0308147, -0.567703, 1.0]], ['2, k, 18', [0.00214625, -0.794145, 1.0]], ['2, k, 19', [0.00422826, -0.846355, 1.0]], ['2, k, 20', [-0.105442, 0.220395, 1.0]], ['2, k, 21', [-0.173516, 0.652752, 1.0]], ['2, k, 22', [-0.185163, 0.604068, 1.0]], ['2, k, 23', [0.413766, 0.51073, 1.0]], ['2, k, 24', [0.34507, 0.497363, 1.0]]]
[['2, k, 0', [-0.134467, -0.260159, 1.0]], ['2, k, 1', [-0.118806, 0.0167222, 1.0]], ['2, k, 2', [-0.0978101, 0.287441, 1.0]], ['2, k, 3', [-0.061299, 0.426651, 1.0]], ['2, k, 4', [-0.251889, 0.229343, 1.0]], ['2, k, 5', [-0.333147, 0.369052, 1.0]], ['2, k, 6', [-0.228062, 0.566809, 1.0]], ['2, k, 7', [-0.194312, 0.620243, 1.0]], ['2, k, 8', [0.0650374, 0.221179, 1.0]], ['2, k, 9', [0.268467, 0.248892, 1.0]], ['2, k, 10', [0.395333, 0.38649, 1.0]], ['2, k, 11', [0.421069, 0.453488, 1.0]], ['2, k, 12', [-0.204355, -0.254453, 1.0]], ['2, k, 13', [-0.252848, -0.555982, 1.0]], ['2, k, 14', [-0.280466, -0.814484, 1.0]], ['2, k, 15', [-0.285872, -0.925089, 1.0]], ['2, k, 16', [-0.0620935, -0.258928, 1.0]], ['2, k, 17', [-0.0321506, -0.561952, 1.0]], ['2, k, 18', [0.000891573, -0.79387, 1.0]], ['2, k, 19', [0.00650589, -0.84602, 1.0]], ['2, k, 20', [-0.103354, 0.220745, 1.0]], ['2, k, 21', [-0.143755, 0.654653, 1.0]], ['2, k, 22', [-0.173308, 0.589959, 1.0]], ['2, k, 23', [0.436121, 0.493965, 1.0]], ['2, k, 24', [0.361552, 0.484829, 1.0]]]
[['2, k, 0', [-0.137409, -0.254178, 1.0]], ['2, k, 1', [-0.119184, 0.0184948, 1.0]], ['2, k, 2', [-0.0979109, 0.28758, 1.0]], ['2, k, 3', [-0.0554719, 0.427424, 1.0]], ['2, k, 4', [-0.246627, 0.228867, 1.0]], ['2, k, 5', [-0.316631, 0.375823, 1.0]], ['2, k, 6', [-0.194986, 0.571865, 1.0]], ['2, k, 7', [-0.162016, 0.622808, 1.0]], ['2, k, 8', [0.0709609, 0.219293, 1.0]], ['2, k, 9', [0.268384, 0.232978, 1.0]], ['2, k, 10', [0.416261, 0.372852, 1.0]], ['2, k, 11', [0.442541, 0.431174, 1.0]], ['2, k, 12', [-0.208741, -0.246861, 1.0]], ['2, k, 13', [-0.252313, -0.554533, 1.0]], ['2, k, 14', [-0.280657, -0.814393, 1.0]], ['2, k, 15', [-0.286857, -0.925002, 1.0]], ['2, k, 16', [-0.0635242, -0.254634, 1.0]], ['2, k, 17', [-0.0329037, -0.558424, 1.0]], ['2, k, 18', [-0.000144591, -0.793346, 1.0]], ['2, k, 19', [0.00679039, -0.845445, 1.0]], ['2, k, 20', [-0.103465, 0.221105, 1.0]], ['2, k, 21', [-0.106874, 0.651741, 1.0]], ['2, k, 22', [-0.13939, 0.595217, 1.0]], ['2, k, 23', [0.465345, 0.473144, 1.0]], ['2, k, 24', [0.383213, 0.471248, 1.0]]]
[['2, k, 0', [-0.13948, -0.24897, 1.0]], ['2, k, 1', [-0.116508, 0.0201084, 1.0]], ['2, k, 2', [-0.0868561, 0.285533, 1.0]], ['2, k, 3', [-0.048498, 0.426673, 1.0]], ['2, k, 4', [-0.241076, 0.228344, 1.0]], ['2, k, 5', [-0.300316, 0.382016, 1.0]], ['2, k, 6', [-0.173909, 0.573755, 1.0]], ['2, k, 7', [-0.135964, 0.6238, 1.0]], ['2, k, 8', [0.0747481, 0.217262, 1.0]], ['2, k, 9', [0.273373, 0.220782, 1.0]], ['2, k, 10', [0.428687, 0.357625, 1.0]], ['2, k, 11', [0.459225, 0.41804, 1.0]], ['2, k, 12', [-0.212518, -0.240559, 1.0]], ['2, k, 13', [-0.251659, -0.551985, 1.0]], ['2, k, 14', [-0.279013, -0.792419, 1.0]], ['2, k, 15', [-0.26768, -0.84445, 1.0]], ['2, k, 16', [-0.0640337, -0.250591, 1.0]], ['2, k, 17', [-0.0327658, -0.558432, 1.0]], ['2, k, 18', [0.00100109, -0.792104, 1.0]], ['2, k, 19', [0.00922371, -0.844131, 1.0]], ['2, k, 20', [-0.0951963, 0.22045, 1.0]], ['2, k, 21', [-0.0864681, 0.657436, 1.0]], ['2, k, 22', [-0.104642, 0.602776, 1.0]], ['2, k, 23', [0.482384, 0.459389, 1.0]], ['2, k, 24', [0.397709, 0.460159, 1.0]]]
[['2, k, 0', [-0.140448, -0.242192, 1.0]], ['2, k, 1', [-0.112776, 0.0231044, 1.0]], ['2, k, 2', [-0.0796089, 0.285318, 1.0]], ['2, k, 3', [-0.0402355, 0.426087, 1.0]], ['2, k, 4', [-0.236535, 0.227079, 1.0]], ['2, k, 5', [-0.284294, 0.384742, 1.0]], ['2, k, 6', [-0.154103, 0.574529, 1.0]], ['2, k, 7', [-0.111614, 0.624211, 1.0]], ['2, k, 8', [0.0887008, 0.212495, 1.0]], ['2, k, 9', [0.287039, 0.210875, 1.0]], ['2, k, 10', [0.442632, 0.339776, 1.0]], ['2, k, 11', [0.475181, 0.399729, 1.0]], ['2, k, 12', [-0.214153, -0.23168, 1.0]], ['2, k, 13', [-0.250459, -0.548342, 1.0]], ['2, k, 14', [-0.279021, -0.792383, 1.0]], ['2, k, 15', [-0.265459, -0.844296, 1.0]], ['2, k, 16', [-0.0640962, -0.246078, 1.0]], ['2, k, 17', [-0.0326168, -0.558091, 1.0]], ['2, k, 18', [0.0017647, -0.792213, 1.0]], ['2, k, 19', [0.0122084, -0.844121, 1.0]], ['2, k, 20', [-0.0885951, 0.221002, 1.0]], ['2, k, 21', [-0.0605988, 0.666015, 1.0]], ['2, k, 22', [-0.0885444, 0.595794, 1.0]], ['2, k, 23', [0.499778, 0.439359, 1.0]], ['2, k, 24', [0.412411, 0.445706, 1.0]]]
[['2, k, 0', [-0.145163, -0.237912, 1.0]], ['2, k, 1', [-0.111548, 0.0253854, 1.0]], ['2, k, 2', [-0.074987, 0.286589, 1.0]], ['2, k, 3', [-0.0330875, 0.426619, 1.0]], ['2, k, 4', [-0.215118, 0.222309, 1.0]], ['2, k, 5', [-0.260524, 0.414438, 1.0]], ['2, k, 6', [-0.126494, 0.579813, 1.0]], ['2, k, 7', [-0.0733609, 0.629215, 1.0]], ['2, k, 8', [0.0924945, 0.211489, 1.0]], ['2, k, 9', [0.292339, 0.195434, 1.0]], ['2, k, 10', [0.45014, 0.329098, 1.0]], ['2, k, 11', [0.488383, 0.384873, 1.0]], ['2, k, 12', [-0.221447, -0.224262, 1.0]], ['2, k, 13', [-0.250305, -0.544497, 1.0]], ['2, k, 14', [-0.278897, -0.791798, 1.0]], ['2, k, 15', [-0.262596, -0.84357, 1.0]], ['2, k, 16', [-0.0663056, -0.244404, 1.0]], ['2, k, 17', [-0.032004, -0.558453, 1.0]], ['2, k, 18', [-0.00281202, -0.789765, 1.0]], ['2, k, 19', [0.010421, -0.841555, 1.0]], ['2, k, 20', [-0.084863, 0.222395, 1.0]], ['2, k, 21', [-0.00961549, 0.660551, 1.0]], ['2, k, 22', [-0.0107896, 0.621696, 1.0]], ['2, k, 23', [0.507851, 0.431339, 1.0]], ['2, k, 24', [0.42156, 0.434931, 1.0]]]
[['2, k, 0', [-0.136498, -0.234087, 1.0]], ['2, k, 1', [-0.103463, 0.0288097, 1.0]], ['2, k, 2', [-0.0699844, 0.287714, 1.0]], ['2, k, 3', [-0.0304061, 0.426567, 1.0]], ['2, k, 4', [-0.192304, 0.214807, 1.0]], ['2, k, 5', [-0.201348, 0.422249, 1.0]], ['2, k, 6', [-0.10421, 0.57901, 1.0]], ['2, k, 7', [-0.053425, 0.628861, 1.0]], ['2, k, 8', [0.105013, 0.203626, 1.0]], ['2, k, 9', [0.303388, 0.186771, 1.0]], ['2, k, 10', [0.461042, 0.315149, 1.0]], ['2, k, 11', [0.502919, 0.362646, 1.0]], ['2, k, 12', [-0.213033, -0.221293, 1.0]], ['2, k, 13', [-0.248725, -0.538982, 1.0]], ['2, k, 14', [-0.282127, -0.781654, 1.0]], ['2, k, 15', [-0.261199, -0.83338, 1.0]], ['2, k, 16', [-0.0564092, -0.239974, 1.0]], ['2, k, 17', [-0.0311549, -0.5561, 1.0]], ['2, k, 18', [-0.000908601, -0.788756, 1.0]], ['2, k, 19', [0.0168907, -0.840406, 1.0]], ['2, k, 20', [-0.078741, 0.223966, 1.0]], ['2, k, 21', [-0.00147031, 0.658021, 1.0]], ['2, k, 22', [-0.0258992, 0.604333, 1.0]], ['2, k, 23', [0.532507, 0.401587, 1.0]], ['2, k, 24', [0.440663, 0.416481, 1.0]]]
[['2, k, 0', [-0.13485, -0.232574, 1.0]], ['2, k, 1', [-0.101413, 0.0297773, 1.0]], ['2, k, 2', [-0.0675778, 0.287767, 1.0]], ['2, k, 3', [-0.0255463, 0.427768, 1.0]], ['2, k, 4', [-0.196945, 0.21562, 1.0]], ['2, k, 5', [-0.196553, 0.42351, 1.0]], ['2, k, 6', [-0.0518186, 0.593638, 1.0]], ['2, k, 7', [-0.0249458, 0.630705, 1.0]], ['2, k, 8', [0.104205, 0.203442, 1.0]], ['2, k, 9', [0.298895, 0.138996, 1.0]], ['2, k, 10', [0.465911, 0.297826, 1.0]], ['2, k, 11', [0.51309, 0.34785, 1.0]], ['2, k, 12', [-0.210869, -0.219692, 1.0]], ['2, k, 13', [-0.248751, -0.538095, 1.0]], ['2, k, 14', [-0.281253, -0.781212, 1.0]], ['2, k, 15', [-0.260903, -0.832941, 1.0]], ['2, k, 16', [-0.0553633, -0.238888, 1.0]], ['2, k, 17', [-0.0307211, -0.557175, 1.0]], ['2, k, 18', [0.000928774, -0.788527, 1.0]], ['2, k, 19', [0.0181388, -0.840179, 1.0]], ['2, k, 20', [-0.076321, 0.224224, 1.0]], ['2, k, 21', [0.0066451, 0.662157, 1.0]], ['2, k, 22', [0.0405626, 0.608468, 1.0]], ['2, k, 23', [0.540526, 0.389959, 1.0]], ['2, k, 24', [0.445358, 0.403636, 1.0]]]
[['2, k, 0', [-0.132914, -0.227233, 1.0]], ['2, k, 1', [-0.0951759, 0.0338575, 1.0]], ['2, k, 2', [-0.0544271, 0.289656, 1.0]], ['2, k, 3', [-0.0192269, 0.428852, 1.0]], ['2, k, 4', [-0.201507, 0.263079, 1.0]], ['2, k, 5', [-0.184538, 0.426828, 1.0]], ['2, k, 6', [-0.0504422, 0.590251, 1.0]], ['2, k, 7', [-0.00186518, 0.625858, 1.0]], ['2, k, 8', [0.105434, 0.199987, 1.0]], ['2, k, 9', [0.298442, 0.138995, 1.0]], ['2, k, 10', [0.476693, 0.268212, 1.0]], ['2, k, 11', [0.528175, 0.317708, 1.0]], ['2, k, 12', [-0.2062, -0.211209, 1.0]], ['2, k, 13', [-0.248607, -0.537702, 1.0]], ['2, k, 14', [-0.281188, -0.781531, 1.0]], ['2, k, 15', [-0.263177, -0.83337, 1.0]], ['2, k, 16', [-0.0551925, -0.236248, 1.0]], ['2, k, 17', [-0.0304105, -0.557374, 1.0]], ['2, k, 18', [-0.00120654, -0.788635, 1.0]], ['2, k, 19', [0.0136893, -0.840401, 1.0]], ['2, k, 20', [-0.0650171, 0.226759, 1.0]], ['2, k, 21', [0.0521292, 0.64052, 1.0]], ['2, k, 22', [0.0554945, 0.60718, 1.0]], ['2, k, 23', [0.563155, 0.356772, 1.0]], ['2, k, 24', [0.481776, 0.372251, 1.0]]]
[['2, k, 0', [-0.131795, -0.228289, 1.0]], ['2, k, 1', [-0.0946511, 0.0336758, 1.0]], ['2, k, 2', [-0.0544857, 0.28984, 1.0]], ['2, k, 3', [-0.00484224, 0.436412, 1.0]], ['2, k, 4', [-0.206255, 0.233499, 1.0]], ['2, k, 5', [-0.172777, 0.429303, 1.0]], ['2, k, 6', [-0.0440554, 0.582392, 1.0]], ['2, k, 7', [0.0114697, 0.61977, 1.0]], ['2, k, 8', [0.103346, 0.200386, 1.0]], ['2, k, 9', [0.299882, 0.128443, 1.0]], ['2, k, 10', [0.481463, 0.263315, 1.0]], ['2, k, 11', [0.535252, 0.306301, 1.0]], ['2, k, 12', [-0.205157, -0.213054, 1.0]], ['2, k, 13', [-0.247838, -0.534157, 1.0]], ['2, k, 14', [-0.281045, -0.782343, 1.0]], ['2, k, 15', [-0.262462, -0.834156, 1.0]], ['2, k, 16', [-0.0538362, -0.23711, 1.0]], ['2, k, 17', [-0.0303434, -0.557277, 1.0]], ['2, k, 18', [-0.0020005, -0.789379, 1.0]], ['2, k, 19', [0.00738382, -0.900218, 1.0]], ['2, k, 20', [-0.064917, 0.226835, 1.0]], ['2, k, 21', [0.0722654, 0.635043, 1.0]], ['2, k, 22', [0.0301843, 0.58763, 1.0]], ['2, k, 23', [0.566893, 0.346168, 1.0]], ['2, k, 24', [0.472952, 0.366807, 1.0]]]
