[['2, k, 0', [-0.0978162, -0.309679, 1.0]], ['2, k, 1', [-0.0980641, 0.00926615, 1.0]], ['2, k, 2', [-0.0977561, 0.32027, 1.0]], ['2, k, 3', [-0.0880129, 0.45356, 1.0]], ['2, k, 4', [-0.258667, 0.206784, 1.0]], ['2, k, 5', [-0.339267, -0.0690915, 1.0]], ['2, k, 6', [-0.413512, -0.298364, 1.0]], ['2, k, 7', [-0.406104, -0.288603, 1.0]], ['2, k, 8', [0.0630218, 0.200198, 1.0]], ['2, k, 9', [0.135467, -0.0758441, 1.0]], ['2, k, 10', [0.205469, -0.307367, 1.0]], ['2, k, 11', [0.192924, -0.309498, 1.0]], ['2, k, 12', [-0.169796, -0.303844, 1.0]], ['2, k, 13', [-0.19045, -0.612223, 1.0]], ['2, k, 14', [-0.151243, -0.975171, 1.0]], ['2, k, 15', [-0.151611, -1.05469, 1.0]], ['2, k, 16', [-0.0231031, -0.306862, 1.0]], ['2, k, 17', [-0.020764, -0.615248, 1.0]], ['2, k, 18', [-0.0466485, -0.966828, 1.0]], ['2, k, 19', [-0.0402527, -1.03906, 1.0]], ['2, k, 20', [-0.0979304, 0.243651, 1.0]], ['2, k, 21', [-0.429417, -0.35769, 1.0]], ['2, k, 22', [-0.35322, -0.327094, 1.0]], ['2, k, 23', [0.203596, -0.375291, 1.0]], ['2, k, 24', [0.141671, -0.337082, 1.0]]]
[['2, k, 0', [-0.110667, -0.289615, 1.0]], ['2, k, 1', [-0.105662, 0.027506, 1.0]], ['2, k, 2', [-0.100785, 0.337189, 1.0]], ['2, k, 3', [-0.0927396, 0.467321, 1.0]], ['2, k, 4', [-0.249004, 0.218482, 1.0]], ['2, k, 5', [-0.341652, 0.0825826, 1.0]], ['2, k, 6', [-0.368465, 0.0298213, 1.0]], ['2, k, 7', [-0.393305, -0.0030957, 1.0]], ['2, k, 8', [0.0437456, 0.218502, 1.0]], ['2, k, 9', [0.175729, 0.0984848, 1.0]], ['2, k, 10', [0.202837, 0.0323389, 1.0]], ['2, k, 11', [0.253538, -0.00693004, 1.0]], ['2, k, 12', [-0.183241, -0.285433, 1.0]], ['2, k, 13', [-0.196639, -0.598096, 1.0]], ['2, k, 14', [-0.156415, -0.983773, 1.0]], ['2, k, 15', [-0.147656, -1.04813, 1.0]], ['2, k, 16', [-0.0356267, -0.285472, 1.0]], ['2, k, 17', [-0.0223388, -0.601014, 1.0]], ['2, k, 18', [-0.0487228, -0.966589, 1.0]], ['2, k, 19', [-0.0466047, -1.04267, 1.0]], ['2, k, 20', [-0.102092, 0.260887, 1.0]], ['2, k, 21', [-0.382164, -0.0404645, 1.0]], ['2, k, 22', [-0.354875, -0.0260507, 1.0]], ['2, k, 23', [0.255424, -0.0286165, 1.0]], ['2, k, 24', [0.209914, -0.0209312, 1.0]]]
[['2, k, 0', [-0.109179, -0.285987, 1.0]], ['2, k, 1', [-0.105384, 0.0282167, 1.0]], ['2, k, 2', [-0.100794, 0.337104, 1.0]], ['2, k, 3', [-0.0933594, 0.467075, 1.0]], ['2, k, 4', [-0.243541, 0.22092, 1.0]], ['2, k, 5', [-0.345883, 0.132288, 1.0]], ['2, k, 6', [-0.37967, 0.0533239, 1.0]], ['2, k, 7', [-0.385007, 0.0476734, 1.0]], ['2, k, 8', [0.0398019, 0.224583, 1.0]], ['2, k, 9', [0.162441, 0.144116, 1.0]], ['2, k, 10', [0.264058, 0.0722945, 1.0]], ['2, k, 11', [0.255264, 0.0601069, 1.0]], ['2, k, 12', [-0.181483, -0.28234, 1.0]], ['2, k, 13', [-0.197563, -0.591481, 1.0]], ['2, k, 14', [-0.156911, -0.982378, 1.0]], ['2, k, 15', [-0.150083, -1.04745, 1.0]], ['2, k, 16', [-0.0342599, -0.281341, 1.0]], ['2, k, 17', [-0.0189549, -0.597629, 1.0]], ['2, k, 18', [-0.0486418, -0.967008, 1.0]], ['2, k, 19', [-0.0463443, -1.04251, 1.0]], ['2, k, 20', [-0.102087, 0.260886, 1.0]], ['2, k, 21', [-0.375141, 0.0197676, 1.0]], ['2, k, 22', [-0.327877, 0.0368391, 1.0]], ['2, k, 23', [0.260544, 0.0377172, 1.0]], ['2, k, 24', [0.219032, 0.0469394, 1.0]]]
[['2, k, 0', [-0.108045, -0.285288, 1.0]], ['2, k, 1', [-0.105253, 0.0291838, 1.0]], ['2, k, 2', [-0.102032, 0.338296, 1.0]], ['2, k, 3', [-0.0930392, 0.468735, 1.0]], ['2, k, 4', [-0.240044, 0.226525, 1.0]], ['2, k, 5', [-0.336935, 0.16453, 1.0]], ['2, k, 6', [-0.3526, 0.128141, 1.0]], ['2, k, 7', [-0.386646, 0.110225, 1.0]], ['2, k, 8', [0.0371799, 0.234205, 1.0]], ['2, k, 9', [0.17037, 0.20523, 1.0]], ['2, k, 10', [0.20454, 0.163188, 1.0]], ['2, k, 11', [0.242779, 0.128053, 1.0]], ['2, k, 12', [-0.179539, -0.281708, 1.0]], ['2, k, 13', [-0.200271, -0.541849, 1.0]], ['2, k, 14', [-0.162074, -0.95515, 1.0]], ['2, k, 15', [-0.15122, -1.04721, 1.0]], ['2, k, 16', [-0.0335761, -0.280606, 1.0]], ['2, k, 17', [0.00539704, -0.608108, 1.0]], ['2, k, 18', [-0.0460315, -0.958145, 1.0]], ['2, k, 19', [-0.0463241, -1.04247, 1.0]], ['2, k, 20', [-0.102878, 0.262039, 1.0]], ['2, k, 21', [-0.37174, 0.0893953, 1.0]], ['2, k, 22', [-0.345441, 0.0959206, 1.0]], ['2, k, 23', [0.254936, 0.10497, 1.0]], ['2, k, 24', [0.141016, 0.117746, 1.0]]]
[['2, k, 0', [-0.103707, -0.304997, 1.0]], ['2, k, 1', [-0.10558, 0.0269966, 1.0]], ['2, k, 2', [-0.104769, 0.340844, 1.0]], ['2, k, 3', [-0.0931737, 0.462797, 1.0]], ['2, k, 4', [-0.232934, 0.219436, 1.0]], ['2, k, 5', [-0.336884, 0.126589, 1.0]], ['2, k, 6', [-0.384883, 0.154562, 1.0]], ['2, k, 7', [-0.381269, 0.171021, 1.0]], ['2, k, 8', [0.0328001, 0.20791, 1.0]], ['2, k, 9', [0.188183, 0.143195, 1.0]], ['2, k, 10', [0.200308, 0.248937, 1.0]], ['2, k, 11', [0.249305, 0.195866, 1.0]], ['2, k, 12', [-0.176212, -0.303326, 1.0]], ['2, k, 13', [-0.196642, -0.615142, 1.0]], ['2, k, 14', [-0.1569, -0.980903, 1.0]], ['2, k, 15', [-0.153188, -1.04765, 1.0]], ['2, k, 16', [-0.0282695, -0.298818, 1.0]], ['2, k, 17', [0.000697399, -0.621924, 1.0]], ['2, k, 18', [-0.0460492, -0.956325, 1.0]], ['2, k, 19', [-0.0462152, -1.04231, 1.0]], ['2, k, 20', [-0.104514, 0.262987, 1.0]], ['2, k, 21', [-0.368841, 0.15555, 1.0]], ['2, k, 22', [-0.315215, 0.164977, 1.0]], ['2, k, 23', [0.265874, 0.174255, 1.0]], ['2, k, 24', [0.191982, 0.187012, 1.0]]]
[['2, k, 0', [-0.100683, -0.30653, 1.0]], ['2, k, 1', [-0.103698, 0.025773, 1.0]], ['2, k, 2', [-0.103741, 0.34199, 1.0]], ['2, k, 3', [-0.0939013, 0.463428, 1.0]], ['2, k, 4', [-0.231056, 0.212258, 1.0]], ['2, k, 5', [-0.343813, 0.175424, 1.0]], ['2, k, 6', [-0.374448, 0.215415, 1.0]], ['2, k, 7', [-0.383216, 0.232624, 1.0]], ['2, k, 8', [0.0338066, 0.21224, 1.0]], ['2, k, 9', [0.172637, 0.20524, 1.0]], ['2, k, 10', [0.231151, 0.254362, 1.0]], ['2, k, 11', [0.247391, 0.264652, 1.0]], ['2, k, 12', [-0.173508, -0.30525, 1.0]], ['2, k, 13', [-0.19495, -0.61186, 1.0]], ['2, k, 14', [-0.156826, -0.978906, 1.0]], ['2, k, 15', [-0.15322, -1.04766, 1.0]], ['2, k, 16', [-0.0250224, -0.299742, 1.0]], ['2, k, 17', [0.0169611, -0.599268, 1.0]], ['2, k, 18', [-0.0458909, -0.955401, 1.0]], ['2, k, 19', [-0.0453938, -1.04196, 1.0]], ['2, k, 20', [-0.103551, 0.263493, 1.0]], ['2, k, 21', [-0.350895, 0.225082, 1.0]], ['2, k, 22', [-0.320136, 0.226821, 1.0]], ['2, k, 23', [0.278768, 0.251847, 1.0]], ['2, k, 24', [0.179291, 0.253385, 1.0]]]
[['2, k, 0', [-0.0973761, -0.293082, 1.0]], ['2, k, 1', [-0.103092, 0.0257388, 1.0]], ['2, k, 2', [-0.103616, 0.335114, 1.0]], ['2, k, 3', [-0.0986807, 0.483978, 1.0]], ['2, k, 4', [-0.239347, 0.216729, 1.0]], ['2, k, 5', [-0.352271, 0.198798, 1.0]], ['2, k, 6', [-0.372322, 0.270127, 1.0]], ['2, k, 7', [-0.385375, 0.289339, 1.0]], ['2, k, 8', [0.0380632, 0.221543, 1.0]], ['2, k, 9', [0.177543, 0.229641, 1.0]], ['2, k, 10', [0.236663, 0.313581, 1.0]], ['2, k, 11', [0.252525, 0.326407, 1.0]], ['2, k, 12', [-0.169321, -0.292747, 1.0]], ['2, k, 13', [-0.189158, -0.601385, 1.0]], ['2, k, 14', [-0.156705, -0.977063, 1.0]], ['2, k, 15', [-0.152836, -1.0472, 1.0]], ['2, k, 16', [-0.022646, -0.285018, 1.0]], ['2, k, 17', [0.00516095, -0.570529, 1.0]], ['2, k, 18', [-0.045511, -0.954633, 1.0]], ['2, k, 19', [-0.0449103, -1.04182, 1.0]], ['2, k, 20', [-0.103241, 0.259731, 1.0]], ['2, k, 21', [-0.346658, 0.284796, 1.0]], ['2, k, 22', [-0.32016, 0.284264, 1.0]], ['2, k, 23', [0.282789, 0.318879, 1.0]], ['2, k, 24', [0.211863, 0.314186, 1.0]]]
[['2, k, 0', [-0.0949657, -0.288879, 1.0]], ['2, k, 1', [-0.101776, 0.0262138, 1.0]], ['2, k, 2', [-0.103146, 0.334191, 1.0]], ['2, k, 3', [-0.0991093, 0.481335, 1.0]], ['2, k, 4', [-0.238992, 0.216819, 1.0]], ['2, k, 5', [-0.360262, 0.220607, 1.0]], ['2, k, 6', [-0.378833, 0.320971, 1.0]], ['2, k, 7', [-0.385644, 0.338332, 1.0]], ['2, k, 8', [0.0385938, 0.22528, 1.0]], ['2, k, 9', [0.184776, 0.290062, 1.0]], ['2, k, 10', [0.215122, 0.313612, 1.0]], ['2, k, 11', [0.249733, 0.381008, 1.0]], ['2, k, 12', [-0.166823, -0.288572, 1.0]], ['2, k, 13', [-0.189651, -0.598849, 1.0]], ['2, k, 14', [-0.15627, -0.976854, 1.0]], ['2, k, 15', [-0.151608, -1.04815, 1.0]], ['2, k, 16', [-0.0203843, -0.280926, 1.0]], ['2, k, 17', [0.0206632, -0.556946, 1.0]], ['2, k, 18', [-0.034917, -0.947864, 1.0]], ['2, k, 19', [-0.0446354, -1.04173, 1.0]], ['2, k, 20', [-0.102719, 0.259092, 1.0]], ['2, k, 21', [-0.354631, 0.343997, 1.0]], ['2, k, 22', [-0.31708, 0.340901, 1.0]], ['2, k, 23', [0.27999, 0.388517, 1.0]], ['2, k, 24', [0.199291, 0.369072, 1.0]]]
[['2, k, 0', [-0.0937662, -0.286184, 1.0]], ['2, k, 1', [-0.101311, 0.0290496, 1.0]], ['2, k, 2', [-0.104704, 0.337401, 1.0]], ['2, k, 3', [-0.099069, 0.468547, 1.0]], ['2, k, 4', [-0.241343, 0.219291, 1.0]], ['2, k, 5', [-0.378764, 0.282647, 1.0]], ['2, k, 6', [-0.445659, 0.377965, 1.0]], ['2, k, 7', [-0.39198, 0.388243, 1.0]], ['2, k, 8', [0.0401515, 0.226837, 1.0]], ['2, k, 9', [0.179804, 0.298863, 1.0]], ['2, k, 10', [0.245662, 0.414416, 1.0]], ['2, k, 11', [0.251007, 0.429721, 1.0]], ['2, k, 12', [-0.165529, -0.28565, 1.0]], ['2, k, 13', [-0.189805, -0.597133, 1.0]], ['2, k, 14', [-0.156301, -0.976468, 1.0]], ['2, k, 15', [-0.151359, -1.04792, 1.0]], ['2, k, 16', [-0.0193272, -0.278569, 1.0]], ['2, k, 17', [0.00560788, -0.579119, 1.0]], ['2, k, 18', [-0.0451884, -0.953921, 1.0]], ['2, k, 19', [-0.044485, -1.04168, 1.0]], ['2, k, 20', [-0.103677, 0.261746, 1.0]], ['2, k, 21', [-0.34973, 0.396539, 1.0]], ['2, k, 22', [-0.332638, 0.389446, 1.0]], ['2, k, 23', [0.262972, 0.440264, 1.0]], ['2, k, 24', [0.204116, 0.427372, 1.0]]]
[['2, k, 0', [-0.0926525, -0.283846, 1.0]], ['2, k, 1', [-0.100831, 0.0311519, 1.0]], ['2, k, 2', [-0.105352, 0.339047, 1.0]], ['2, k, 3', [-0.098823, 0.464315, 1.0]], ['2, k, 4', [-0.243865, 0.220645, 1.0]], ['2, k, 5', [-0.367267, 0.285406, 1.0]], ['2, k, 6', [-0.389777, 0.409291, 1.0]], ['2, k, 7', [-0.390329, 0.426907, 1.0]], ['2, k, 8', [0.0415411, 0.229272, 1.0]], ['2, k, 9', [0.178844, 0.31531, 1.0]], ['2, k, 10', [0.238775, 0.451613, 1.0]], ['2, k, 11', [0.245166, 0.477136, 1.0]], ['2, k, 12', [-0.164285, -0.283473, 1.0]], ['2, k, 13', [-0.190895, -0.591397, 1.0]], ['2, k, 14', [-0.157504, -0.972841, 1.0]], ['2, k, 15', [-0.149423, -1.04749, 1.0]], ['2, k, 16', [-0.0183582, -0.276133, 1.0]], ['2, k, 17', [-0.0334553, -0.62033, 1.0]], ['2, k, 18', [-0.0434016, -0.938358, 1.0]], ['2, k, 19', [-0.0443609, -1.03714, 1.0]], ['2, k, 20', [-0.104103, 0.263341, 1.0]], ['2, k, 21', [-0.362404, 0.44245, 1.0]], ['2, k, 22', [-0.316486, 0.435229, 1.0]], ['2, k, 23', [0.262604, 0.491399, 1.0]], ['2, k, 24', [0.167398, 0.476152, 1.0]]]
[['2, k, 0', [-0.0915491, -0.278801, 1.0]], ['2, k, 1', [-0.100042, 0.0358538, 1.0]], ['2, k, 2', [-0.105683, 0.342789, 1.0]], ['2, k, 3', [-0.0987512, 0.465377, 1.0]], ['2, k, 4', [-0.246994, 0.224005, 1.0]], ['2, k, 5', [-0.364924, 0.303785, 1.0]], ['2, k, 6', [-0.380679, 0.44383, 1.0]], ['2, k, 7', [-0.38512, 0.470879, 1.0]], ['2, k, 8', [0.0442575, 0.232177, 1.0]], ['2, k, 9', [0.185228, 0.367729, 1.0]], ['2, k, 10', [0.255271, 0.504444, 1.0]], ['2, k, 11', [0.245818, 0.517314, 1.0]], ['2, k, 12', [-0.163397, -0.278195, 1.0]], ['2, k, 13', [-0.18807, -0.588311, 1.0]], ['2, k, 14', [-0.157214, -0.972448, 1.0]], ['2, k, 15', [-0.151296, -1.04566, 1.0]], ['2, k, 16', [-0.0170964, -0.271421, 1.0]], ['2, k, 17', [-0.0349569, -0.615607, 1.0]], ['2, k, 18', [-0.0416515, -0.934746, 1.0]], ['2, k, 19', [-0.0368276, -0.981877, 1.0]], ['2, k, 20', [-0.104246, 0.267231, 1.0]], ['2, k, 21', [-0.347156, 0.486857, 1.0]], ['2, k, 22', [-0.282622, 0.476843, 1.0]], ['2, k, 23', [0.261877, 0.537576, 1.0]], ['2, k, 24', [0.168951, 0.520327, 1.0]]]
[['2, k, 0', [-0.0911093, -0.277183, 1.0]], ['2, k, 1', [-0.0993523, 0.0369475, 1.0]], ['2, k, 2', [-0.105123, 0.343451, 1.0]], ['2, k, 3', [-0.0992496, 0.466085, 1.0]], ['2, k, 4', [-0.244096, 0.223615, 1.0]], ['2, k, 5', [-0.363339, 0.31959, 1.0]], ['2, k, 6', [-0.38092, 0.465056, 1.0]], ['2, k, 7', [-0.391063, 0.502927, 1.0]], ['2, k, 8', [0.0453864, 0.236571, 1.0]], ['2, k, 9', [0.182991, 0.374728, 1.0]], ['2, k, 10', [0.247557, 0.535239, 1.0]], ['2, k, 11', [0.243336, 0.555116, 1.0]], ['2, k, 12', [-0.163089, -0.276522, 1.0]], ['2, k, 13', [-0.185414, -0.584567, 1.0]], ['2, k, 14', [-0.156967, -0.97266, 1.0]], ['2, k, 15', [-0.150808, -1.04581, 1.0]], ['2, k, 16', [-0.0165602, -0.269937, 1.0]], ['2, k, 17', [-0.0347248, -0.613955, 1.0]], ['2, k, 18', [-0.0412795, -0.933902, 1.0]], ['2, k, 19', [-0.0361494, -0.981004, 1.0]], ['2, k, 20', [-0.103704, 0.267948, 1.0]], ['2, k, 21', [-0.380644, 0.528285, 1.0]], ['2, k, 22', [-0.288684, 0.511642, 1.0]], ['2, k, 23', [0.258602, 0.577126, 1.0]], ['2, k, 24', [0.172188, 0.559488, 1.0]]]
[['2, k, 0', [-0.0919416, -0.275379, 1.0]], ['2, k, 1', [-0.0993434, 0.0371287, 1.0]], ['2, k, 2', [-0.104892, 0.343052, 1.0]], ['2, k, 3', [-0.0990336, 0.466273, 1.0]], ['2, k, 4', [-0.245521, 0.225366, 1.0]], ['2, k, 5', [-0.362387, 0.336405, 1.0]], ['2, k, 6', [-0.401195, 0.500726, 1.0]], ['2, k, 7', [-0.396006, 0.532264, 1.0]], ['2, k, 8', [0.0459368, 0.240132, 1.0]], ['2, k, 9', [0.178508, 0.385855, 1.0]], ['2, k, 10', [0.24107, 0.555329, 1.0]], ['2, k, 11', [0.240246, 0.586912, 1.0]], ['2, k, 12', [-0.164286, -0.274186, 1.0]], ['2, k, 13', [-0.185264, -0.58384, 1.0]], ['2, k, 14', [-0.156785, -0.972397, 1.0]], ['2, k, 15', [-0.150984, -1.04588, 1.0]], ['2, k, 16', [-0.0170957, -0.268628, 1.0]], ['2, k, 17', [-0.0348814, -0.612659, 1.0]], ['2, k, 18', [-0.0412496, -0.93258, 1.0]], ['2, k, 19', [-0.035537, -0.979672, 1.0]], ['2, k, 20', [-0.103593, 0.267787, 1.0]], ['2, k, 21', [-0.385317, 0.559619, 1.0]], ['2, k, 22', [-0.327447, 0.543854, 1.0]], ['2, k, 23', [0.252589, 0.609309, 1.0]], ['2, k, 24', [0.1611, 0.592483, 1.0]]]
[['2, k, 0', [-0.091982, -0.274498, 1.0]], ['2, k, 1', [-0.0992668, 0.0374896, 1.0]], ['2, k, 2', [-0.104859, 0.342944, 1.0]], ['2, k, 3', [-0.0989743, 0.466997, 1.0]], ['2, k, 4', [-0.243098, 0.224956, 1.0]], ['2, k, 5', [-0.36329, 0.358961, 1.0]], ['2, k, 6', [-0.420096, 0.530584, 1.0]], ['2, k, 7', [-0.398152, 0.5599, 1.0]], ['2, k, 8', [0.0443542, 0.243381, 1.0]], ['2, k, 9', [0.173583, 0.395191, 1.0]], ['2, k, 10', [0.238171, 0.580526, 1.0]], ['2, k, 11', [0.234661, 0.619461, 1.0]], ['2, k, 12', [-0.16439, -0.273233, 1.0]], ['2, k, 13', [-0.18513, -0.582985, 1.0]], ['2, k, 14', [-0.156842, -0.971591, 1.0]], ['2, k, 15', [-0.150508, -1.04569, 1.0]], ['2, k, 16', [-0.0170678, -0.267906, 1.0]], ['2, k, 17', [-0.0361208, -0.611899, 1.0]], ['2, k, 18', [-0.0401964, -0.9322, 1.0]], ['2, k, 19', [-0.0349603, -0.979293, 1.0]], ['2, k, 20', [-0.103555, 0.26776, 1.0]], ['2, k, 21', [-0.385426, 0.591973, 1.0]], ['2, k, 22', [-0.33702, 0.57521, 1.0]], ['2, k, 23', [0.25071, 0.643662, 1.0]], ['2, k, 24', [0.146717, 0.620548, 1.0]]]
[['2, k, 0', [-0.0918004, -0.273022, 1.0]], ['2, k, 1', [-0.0991773, 0.0380079, 1.0]], ['2, k, 2', [-0.104983, 0.342514, 1.0]], ['2, k, 3', [-0.0986258, 0.468214, 1.0]], ['2, k, 4', [-0.242033, 0.224784, 1.0]], ['2, k, 5', [-0.384602, 0.408813, 1.0]], ['2, k, 6', [-0.416556, 0.588774, 1.0]], ['2, k, 7', [-0.398376, 0.589847, 1.0]], ['2, k, 8', [0.0462645, 0.249671, 1.0]], ['2, k, 9', [0.19212, 0.467905, 1.0]], ['2, k, 10', [0.216268, 0.579189, 1.0]], ['2, k, 11', [0.234017, 0.648016, 1.0]], ['2, k, 12', [-0.164094, -0.271829, 1.0]], ['2, k, 13', [-0.183732, -0.578316, 1.0]], ['2, k, 14', [-0.157102, -0.971201, 1.0]], ['2, k, 15', [-0.150478, -1.04535, 1.0]], ['2, k, 16', [-0.0169916, -0.266455, 1.0]], ['2, k, 17', [-0.0356585, -0.610409, 1.0]], ['2, k, 18', [-0.0404004, -0.930551, 1.0]], ['2, k, 19', [-0.0348735, -0.977662, 1.0]], ['2, k, 20', [-0.103626, 0.267577, 1.0]], ['2, k, 21', [-0.37124, 0.618906, 1.0]], ['2, k, 22', [-0.333386, 0.604685, 1.0]], ['2, k, 23', [0.247506, 0.679008, 1.0]], ['2, k, 24', [0.152069, 0.650338, 1.0]]]
[['2, k, 0', [-0.0919507, -0.269404, 1.0]], ['2, k, 1', [-0.0991976, 0.039205, 1.0]], ['2, k, 2', [-0.105051, 0.342353, 1.0]], ['2, k, 3', [-0.0983698, 0.46906, 1.0]], ['2, k, 4', [-0.24667, 0.228469, 1.0]], ['2, k, 5', [-0.364407, 0.386222, 1.0]], ['2, k, 6', [-0.391205, 0.56316, 1.0]], ['2, k, 7', [-0.394505, 0.614188, 1.0]], ['2, k, 8', [0.0476738, 0.255526, 1.0]], ['2, k, 9', [0.191178, 0.472112, 1.0]], ['2, k, 10', [0.25481, 0.67036, 1.0]], ['2, k, 11', [0.237192, 0.672019, 1.0]], ['2, k, 12', [-0.163862, -0.268255, 1.0]], ['2, k, 13', [-0.182967, -0.574199, 1.0]], ['2, k, 14', [-0.1572, -0.969275, 1.0]], ['2, k, 15', [-0.151248, -1.04499, 1.0]], ['2, k, 16', [-0.0175004, -0.262918, 1.0]], ['2, k, 17', [-0.0354358, -0.607147, 1.0]], ['2, k, 18', [-0.0406978, -0.927166, 1.0]], ['2, k, 19', [-0.0340754, -0.974283, 1.0]], ['2, k, 20', [-0.103684, 0.267666, 1.0]], ['2, k, 21', [-0.383933, 0.650162, 1.0]], ['2, k, 22', [-0.299392, 0.628742, 1.0]], ['2, k, 23', [0.235789, 0.712748, 1.0]], ['2, k, 24', [0.164727, 0.674142, 1.0]]]
[['2, k, 0', [-0.0920605, -0.266092, 1.0]], ['2, k, 1', [-0.0992126, 0.0410726, 1.0]], ['2, k, 2', [-0.105113, 0.342691, 1.0]], ['2, k, 3', [-0.0982231, 0.469358, 1.0]], ['2, k, 4', [-0.25041, 0.231416, 1.0]], ['2, k, 5', [-0.364333, 0.389822, 1.0]], ['2, k, 6', [-0.394475, 0.576644, 1.0]], ['2, k, 7', [-0.398811, 0.635231, 1.0]], ['2, k, 8', [0.0493939, 0.261403, 1.0]], ['2, k, 9', [0.187417, 0.477922, 1.0]], ['2, k, 10', [0.250925, 0.683429, 1.0]], ['2, k, 11', [0.235517, 0.690618, 1.0]], ['2, k, 12', [-0.16356, -0.265113, 1.0]], ['2, k, 13', [-0.182619, -0.570666, 1.0]], ['2, k, 14', [-0.15745, -0.965214, 1.0]], ['2, k, 15', [-0.150876, -1.04514, 1.0]], ['2, k, 16', [-0.0180106, -0.259503, 1.0]], ['2, k, 17', [-0.0353032, -0.604286, 1.0]], ['2, k, 18', [-0.0403028, -0.92456, 1.0]], ['2, k, 19', [-0.0326518, -0.971666, 1.0]], ['2, k, 20', [-0.103741, 0.268309, 1.0]], ['2, k, 21', [-0.385362, 0.673546, 1.0]], ['2, k, 22', [-0.303134, 0.649939, 1.0]], ['2, k, 23', [0.244459, 0.731514, 1.0]], ['2, k, 24', [0.16075, 0.69476, 1.0]]]
[['2, k, 0', [-0.0936038, -0.2643, 1.0]], ['2, k, 1', [-0.0995796, 0.0421802, 1.0]], ['2, k, 2', [-0.104814, 0.343059, 1.0]], ['2, k, 3', [-0.0981258, 0.468729, 1.0]], ['2, k, 4', [-0.248122, 0.231058, 1.0]], ['2, k, 5', [-0.36615, 0.411178, 1.0]], ['2, k, 6', [-0.403195, 0.605363, 1.0]], ['2, k, 7', [-0.398589, 0.655064, 1.0]], ['2, k, 8', [0.050864, 0.264602, 1.0]], ['2, k, 9', [0.167275, 0.454491, 1.0]], ['2, k, 10', [0.241864, 0.653595, 1.0]], ['2, k, 11', [0.223611, 0.714416, 1.0]], ['2, k, 12', [-0.165399, -0.262807, 1.0]], ['2, k, 13', [-0.182784, -0.570316, 1.0]], ['2, k, 14', [-0.157602, -0.964764, 1.0]], ['2, k, 15', [-0.152222, -1.04604, 1.0]], ['2, k, 16', [-0.019234, -0.258217, 1.0]], ['2, k, 17', [-0.0356297, -0.603254, 1.0]], ['2, k, 18', [-0.0400525, -0.923825, 1.0]], ['2, k, 19', [-0.0327647, -0.970949, 1.0]], ['2, k, 20', [-0.103593, 0.268842, 1.0]], ['2, k, 21', [-0.386626, 0.698246, 1.0]], ['2, k, 22', [-0.310931, 0.670238, 1.0]], ['2, k, 23', [0.238359, 0.751084, 1.0]], ['2, k, 24', [0.137114, 0.714109, 1.0]]]
[['2, k, 0', [-0.0950072, -0.262122, 1.0]], ['2, k, 1', [-0.100255, 0.0434022, 1.0]], ['2, k, 2', [-0.10498, 0.343196, 1.0]], ['2, k, 3', [-0.0984222, 0.468573, 1.0]], ['2, k, 4', [-0.248651, 0.231792, 1.0]], ['2, k, 5', [-0.365917, 0.419581, 1.0]], ['2, k, 6', [-0.404205, 0.61765, 1.0]], ['2, k, 7', [-0.399722, 0.672582, 1.0]], ['2, k, 8', [0.0512969, 0.266827, 1.0]], ['2, k, 9', [0.166931, 0.455536, 1.0]], ['2, k, 10', [0.239843, 0.662435, 1.0]], ['2, k, 11', [0.227086, 0.729389, 1.0]], ['2, k, 12', [-0.166567, -0.260523, 1.0]], ['2, k, 13', [-0.18361, -0.567982, 1.0]], ['2, k, 14', [-0.157175, -0.962073, 1.0]], ['2, k, 15', [-0.15263, -1.04615, 1.0]], ['2, k, 16', [-0.0208086, -0.256251, 1.0]], ['2, k, 17', [-0.035671, -0.601514, 1.0]], ['2, k, 18', [-0.0407593, -0.921993, 1.0]], ['2, k, 19', [-0.0335215, -0.969151, 1.0]], ['2, k, 20', [-0.103882, 0.269257, 1.0]], ['2, k, 21', [-0.387889, 0.71835, 1.0]], ['2, k, 22', [-0.313315, 0.687357, 1.0]], ['2, k, 23', [0.238816, 0.767537, 1.0]], ['2, k, 24', [0.151885, 0.729644, 1.0]]]
