[['2, k, 0', [0.0341117, -0.374492, 1.0]], ['2, k, 1', [0.0123335, -0.0688014, 1.0]], ['2, k, 2', [-0.00896193, 0.229575, 1.0]], ['2, k, 3', [-0.0236283, 0.380094, 1.0]], ['2, k, 4', [-0.155057, 0.135737, 1.0]], ['2, k, 5', [-0.258873, 0.0107838, 1.0]], ['2, k, 6', [-0.320923, -0.0209308, 1.0]], ['2, k, 7', [-0.324942, -0.019311, 1.0]], ['2, k, 8', [0.145081, 0.134985, 1.0]], ['2, k, 9', [0.273922, 0.0158663, 1.0]], ['2, k, 10', [0.365812, 0.0196013, 1.0]], ['2, k, 11', [0.357989, -0.00429315, 1.0]], ['2, k, 12', [-0.0348146, -0.369139, 1.0]], ['2, k, 13', [-0.0570803, -0.803969, 1.0]], ['2, k, 14', [-0.0595025, -1.14779, 1.0]], ['2, k, 15', [-0.0907593, -1.20996, 1.0]], ['2, k, 16', [0.102094, -0.369481, 1.0]], ['2, k, 17', [0.142601, -0.79797, 1.0]], ['2, k, 18', [0.142714, -1.16049, 1.0]], ['2, k, 19', [0.180786, -1.21094, 1.0]], ['2, k, 20', [-0.00370213, 0.155976, 1.0]], ['2, k, 21', [-0.33671, -0.0312927, 1.0]], ['2, k, 22', [-0.359127, -0.00846108, 1.0]], ['2, k, 23', [0.37258, -0.00843086, 1.0]], ['2, k, 24', [0.374587, 0.0122613, 1.0]]]
[['2, k, 0', [0.0542695, -0.366686, 1.0]], ['2, k, 1', [0.0382963, -0.0678115, 1.0]], ['2, k, 2', [0.0224885, 0.225638, 1.0]], ['2, k, 3', [0.0206902, 0.371337, 1.0]], ['2, k, 4', [-0.120175, 0.14565, 1.0]], ['2, k, 5', [-0.209788, 0.0689439, 1.0]], ['2, k, 6', [-0.223197, 0.0466515, 1.0]], ['2, k, 7', [-0.231721, 0.0382432, 1.0]], ['2, k, 8', [0.18181, 0.154462, 1.0]], ['2, k, 9', [0.31253, 0.0897287, 1.0]], ['2, k, 10', [0.369798, 0.07409, 1.0]], ['2, k, 11', [0.424493, 0.0706499, 1.0]], ['2, k, 12', [-0.0142122, -0.364745, 1.0]], ['2, k, 13', [-0.0456133, -0.801062, 1.0]], ['2, k, 14', [-0.0661718, -1.14104, 1.0]], ['2, k, 15', [-0.0846719, -1.203, 1.0]], ['2, k, 16', [0.121281, -0.358679, 1.0]], ['2, k, 17', [0.152579, -0.788925, 1.0]], ['2, k, 18', [0.151425, -1.15339, 1.0]], ['2, k, 19', [0.189416, -1.2148, 1.0]], ['2, k, 20', [0.0265442, 0.153145, 1.0]], ['2, k, 21', [-0.247651, 0.0303879, 1.0]], ['2, k, 22', [-0.153544, 0.0344544, 1.0]], ['2, k, 23', [0.458175, 0.0671248, 1.0]], ['2, k, 24', [0.355678, 0.0590695, 1.0]]]
[['2, k, 0', [0.0539542, -0.366694, 1.0]], ['2, k, 1', [0.0380785, -0.0671863, 1.0]], ['2, k, 2', [0.0223329, 0.22653, 1.0]], ['2, k, 3', [0.0205859, 0.37192, 1.0]], ['2, k, 4', [-0.120112, 0.147852, 1.0]], ['2, k, 5', [-0.199655, 0.0751621, 1.0]], ['2, k, 6', [-0.216206, 0.0529846, 1.0]], ['2, k, 7', [-0.229014, 0.0354901, 1.0]], ['2, k, 8', [0.181778, 0.154531, 1.0]], ['2, k, 9', [0.312481, 0.0898018, 1.0]], ['2, k, 10', [0.369741, 0.0742428, 1.0]], ['2, k, 11', [0.422587, 0.0690712, 1.0]], ['2, k, 12', [-0.0145797, -0.364725, 1.0]], ['2, k, 13', [-0.0453726, -0.801373, 1.0]], ['2, k, 14', [-0.0667162, -1.15096, 1.0]], ['2, k, 15', [-0.0857186, -1.20666, 1.0]], ['2, k, 16', [0.121027, -0.358716, 1.0]], ['2, k, 17', [0.152834, -0.788342, 1.0]], ['2, k, 18', [0.149118, -1.14904, 1.0]], ['2, k, 19', [0.18799, -1.20977, 1.0]], ['2, k, 20', [0.0263674, 0.153948, 1.0]], ['2, k, 21', [-0.244408, 0.0264601, 1.0]], ['2, k, 22', [-0.152214, 0.0324343, 1.0]], ['2, k, 23', [0.460294, 0.0642358, 1.0]], ['2, k, 24', [0.351826, 0.0564894, 1.0]]]
[['2, k, 0', [0.0540009, -0.366612, 1.0]], ['2, k, 1', [0.0379081, -0.0665363, 1.0]], ['2, k, 2', [0.021976, 0.227501, 1.0]], ['2, k, 3', [0.0205102, 0.372533, 1.0]], ['2, k, 4', [-0.119603, 0.149244, 1.0]], ['2, k, 5', [-0.19912, 0.0753721, 1.0]], ['2, k, 6', [-0.215871, 0.0529809, 1.0]], ['2, k, 7', [-0.229841, 0.0329801, 1.0]], ['2, k, 8', [0.181212, 0.155133, 1.0]], ['2, k, 9', [0.314266, 0.0888357, 1.0]], ['2, k, 10', [0.371364, 0.0739244, 1.0]], ['2, k, 11', [0.42389, 0.0670027, 1.0]], ['2, k, 12', [-0.0145, -0.364602, 1.0]], ['2, k, 13', [-0.0455605, -0.800615, 1.0]], ['2, k, 14', [-0.0668326, -1.15104, 1.0]], ['2, k, 15', [-0.0854445, -1.20627, 1.0]], ['2, k, 16', [0.12104, -0.358676, 1.0]], ['2, k, 17', [0.152862, -0.788907, 1.0]], ['2, k, 18', [0.150967, -1.15515, 1.0]], ['2, k, 19', [0.188222, -1.21131, 1.0]], ['2, k, 20', [0.0260383, 0.154855, 1.0]], ['2, k, 21', [-0.243913, 0.02343, 1.0]], ['2, k, 22', [-0.149804, 0.0300319, 1.0]], ['2, k, 23', [0.452141, 0.0655569, 1.0]], ['2, k, 24', [0.354214, 0.0552523, 1.0]]]
[['2, k, 0', [0.0540696, -0.366594, 1.0]], ['2, k, 1', [0.0377309, -0.0661906, 1.0]], ['2, k, 2', [0.0216145, 0.228008, 1.0]], ['2, k, 3', [0.0203122, 0.372983, 1.0]], ['2, k, 4', [-0.119767, 0.149235, 1.0]], ['2, k, 5', [-0.205, 0.0766876, 1.0]], ['2, k, 6', [-0.21954, 0.0518418, 1.0]], ['2, k, 7', [-0.230008, 0.0301362, 1.0]], ['2, k, 8', [0.18107, 0.154974, 1.0]], ['2, k, 9', [0.314449, 0.0887668, 1.0]], ['2, k, 10', [0.371608, 0.0738359, 1.0]], ['2, k, 11', [0.425602, 0.0637106, 1.0]], ['2, k, 12', [-0.0144001, -0.364612, 1.0]], ['2, k, 13', [-0.0454142, -0.801009, 1.0]], ['2, k, 14', [-0.06673, -1.15106, 1.0]], ['2, k, 15', [-0.0795035, -1.1979, 1.0]], ['2, k, 16', [0.121075, -0.358632, 1.0]], ['2, k, 17', [0.152881, -0.788932, 1.0]], ['2, k, 18', [0.150846, -1.15507, 1.0]], ['2, k, 19', [0.173638, -1.21511, 1.0]], ['2, k, 20', [0.0257159, 0.155325, 1.0]], ['2, k, 21', [-0.229872, 0.0206907, 1.0]], ['2, k, 22', [-0.15063, 0.0272983, 1.0]], ['2, k, 23', [0.457052, 0.0607964, 1.0]], ['2, k, 24', [0.35532, 0.0537867, 1.0]]]
[['2, k, 0', [0.0543168, -0.366533, 1.0]], ['2, k, 1', [0.037828, -0.0660203, 1.0]], ['2, k, 2', [0.021597, 0.22814, 1.0]], ['2, k, 3', [0.0201666, 0.373362, 1.0]], ['2, k, 4', [-0.120443, 0.148787, 1.0]], ['2, k, 5', [-0.204644, 0.0771948, 1.0]], ['2, k, 6', [-0.219496, 0.0513101, 1.0]], ['2, k, 7', [-0.230703, 0.0268054, 1.0]], ['2, k, 8', [0.181431, 0.154959, 1.0]], ['2, k, 9', [0.313522, 0.0885692, 1.0]], ['2, k, 10', [0.37676, 0.0663432, 1.0]], ['2, k, 11', [0.426868, 0.0591436, 1.0]], ['2, k, 12', [-0.0141369, -0.364681, 1.0]], ['2, k, 13', [-0.0455198, -0.798938, 1.0]], ['2, k, 14', [-0.0656494, -1.15152, 1.0]], ['2, k, 15', [-0.0823272, -1.20064, 1.0]], ['2, k, 16', [0.121301, -0.358441, 1.0]], ['2, k, 17', [0.153116, -0.788085, 1.0]], ['2, k, 18', [0.149323, -1.14941, 1.0]], ['2, k, 19', [0.184082, -1.20707, 1.0]], ['2, k, 20', [0.0257096, 0.155478, 1.0]], ['2, k, 21', [-0.243891, 0.0190334, 1.0]], ['2, k, 22', [-0.150537, 0.0239784, 1.0]], ['2, k, 23', [0.454153, 0.0538887, 1.0]], ['2, k, 24', [0.355717, 0.0510136, 1.0]]]
[['2, k, 0', [0.0544122, -0.366529, 1.0]], ['2, k, 1', [0.0378669, -0.0659008, 1.0]], ['2, k, 2', [0.0215608, 0.228301, 1.0]], ['2, k, 3', [0.0200848, 0.373679, 1.0]], ['2, k, 4', [-0.120798, 0.148529, 1.0]], ['2, k, 5', [-0.204567, 0.0773252, 1.0]], ['2, k, 6', [-0.219137, 0.0492962, 1.0]], ['2, k, 7', [-0.225223, 0.0244622, 1.0]], ['2, k, 8', [0.181772, 0.154946, 1.0]], ['2, k, 9', [0.313121, 0.0886936, 1.0]], ['2, k, 10', [0.303866, 0.0640316, 1.0]], ['2, k, 11', [0.417427, 0.0547172, 1.0]], ['2, k, 12', [-0.0139991, -0.364757, 1.0]], ['2, k, 13', [-0.0455262, -0.798533, 1.0]], ['2, k, 14', [-0.0651329, -1.15096, 1.0]], ['2, k, 15', [-0.0823602, -1.20072, 1.0]], ['2, k, 16', [0.121359, -0.358378, 1.0]], ['2, k, 17', [0.153098, -0.788064, 1.0]], ['2, k, 18', [0.149255, -1.14945, 1.0]], ['2, k, 19', [0.18513, -1.2066, 1.0]], ['2, k, 20', [0.0256819, 0.155641, 1.0]], ['2, k, 21', [-0.246314, 0.014619, 1.0]], ['2, k, 22', [-0.147007, 0.0205909, 1.0]], ['2, k, 23', [0.450561, 0.0519163, 1.0]], ['2, k, 24', [0.337818, 0.045284, 1.0]]]
[['2, k, 0', [0.0546476, -0.366441, 1.0]], ['2, k, 1', [0.0381235, -0.0657707, 1.0]], ['2, k, 2', [0.0217801, 0.228403, 1.0]], ['2, k, 3', [0.019988, 0.373769, 1.0]], ['2, k, 4', [-0.121222, 0.147887, 1.0]], ['2, k, 5', [-0.202053, 0.075823, 1.0]], ['2, k, 6', [-0.218107, 0.0466858, 1.0]], ['2, k, 7', [-0.225598, 0.0208604, 1.0]], ['2, k, 8', [0.181693, 0.15457, 1.0]], ['2, k, 9', [0.312596, 0.0895426, 1.0]], ['2, k, 10', [0.374737, 0.0688989, 1.0]], ['2, k, 11', [0.430669, 0.0512579, 1.0]], ['2, k, 12', [-0.0136821, -0.364678, 1.0]], ['2, k, 13', [-0.0450935, -0.799914, 1.0]], ['2, k, 14', [-0.0651172, -1.16482, 1.0]], ['2, k, 15', [-0.0825212, -1.20111, 1.0]], ['2, k, 16', [0.121516, -0.358286, 1.0]], ['2, k, 17', [0.152501, -0.78571, 1.0]], ['2, k, 18', [0.148192, -1.14576, 1.0]], ['2, k, 19', [0.183283, -1.20465, 1.0]], ['2, k, 20', [0.0259046, 0.155757, 1.0]], ['2, k, 21', [-0.245671, 0.013524, 1.0]], ['2, k, 22', [-0.146724, 0.0181431, 1.0]], ['2, k, 23', [0.460916, 0.0491201, 1.0]], ['2, k, 24', [0.361957, 0.0412798, 1.0]]]
[['2, k, 0', [0.0549322, -0.366536, 1.0]], ['2, k, 1', [0.0383183, -0.0658105, 1.0]], ['2, k, 2', [0.0218797, 0.228379, 1.0]], ['2, k, 3', [0.0198627, 0.373757, 1.0]], ['2, k, 4', [-0.121425, 0.147456, 1.0]], ['2, k, 5', [-0.202421, 0.0754312, 1.0]], ['2, k, 6', [-0.218271, 0.0442908, 1.0]], ['2, k, 7', [-0.226169, 0.0181706, 1.0]], ['2, k, 8', [0.181998, 0.154094, 1.0]], ['2, k, 9', [0.310979, 0.0893631, 1.0]], ['2, k, 10', [0.370262, 0.0625324, 1.0]], ['2, k, 11', [0.428871, 0.0466226, 1.0]], ['2, k, 12', [-0.0133944, -0.364722, 1.0]], ['2, k, 13', [-0.0450889, -0.796683, 1.0]], ['2, k, 14', [-0.0666617, -1.14999, 1.0]], ['2, k, 15', [-0.0848617, -1.20021, 1.0]], ['2, k, 16', [0.121783, -0.358427, 1.0]], ['2, k, 17', [0.152639, -0.786171, 1.0]], ['2, k, 18', [0.14823, -1.1456, 1.0]], ['2, k, 19', [0.183564, -1.20536, 1.0]], ['2, k, 20', [0.0260193, 0.155736, 1.0]], ['2, k, 21', [-0.245715, 0.0117214, 1.0]], ['2, k, 22', [-0.147617, 0.0135764, 1.0]], ['2, k, 23', [0.455323, 0.042723, 1.0]], ['2, k, 24', [0.353928, 0.0352955, 1.0]]]
[['2, k, 0', [0.0550504, -0.366678, 1.0]], ['2, k, 1', [0.0385023, -0.0659486, 1.0]], ['2, k, 2', [0.0221064, 0.22823, 1.0]], ['2, k, 3', [0.0196836, 0.373856, 1.0]], ['2, k, 4', [-0.122771, 0.14606, 1.0]], ['2, k, 5', [-0.200225, 0.0741136, 1.0]], ['2, k, 6', [-0.217283, 0.0413611, 1.0]], ['2, k, 7', [-0.234087, 0.015001, 1.0]], ['2, k, 8', [0.182738, 0.153494, 1.0]], ['2, k, 9', [0.312126, 0.0877875, 1.0]], ['2, k, 10', [0.379291, 0.0614308, 1.0]], ['2, k, 11', [0.433153, 0.0417528, 1.0]], ['2, k, 12', [-0.0132593, -0.364921, 1.0]], ['2, k, 13', [-0.0448705, -0.795251, 1.0]], ['2, k, 14', [-0.0661579, -1.15004, 1.0]], ['2, k, 15', [-0.0848688, -1.20002, 1.0]], ['2, k, 16', [0.121879, -0.358514, 1.0]], ['2, k, 17', [0.15273, -0.785945, 1.0]], ['2, k, 18', [0.14809, -1.14514, 1.0]], ['2, k, 19', [0.183842, -1.20917, 1.0]], ['2, k, 20', [0.0262305, 0.155597, 1.0]], ['2, k, 21', [-0.251366, 0.00461672, 1.0]], ['2, k, 22', [-0.157531, 0.00971435, 1.0]], ['2, k, 23', [0.459134, 0.0373439, 1.0]], ['2, k, 24', [0.367564, 0.0315601, 1.0]]]
[['2, k, 0', [0.0552798, -0.366898, 1.0]], ['2, k, 1', [0.0387897, -0.0662146, 1.0]], ['2, k, 2', [0.022438, 0.2279, 1.0]], ['2, k, 3', [0.0195751, 0.373859, 1.0]], ['2, k, 4', [-0.122683, 0.145136, 1.0]], ['2, k, 5', [-0.199491, 0.0710503, 1.0]], ['2, k, 6', [-0.216501, 0.0387914, 1.0]], ['2, k, 7', [-0.233006, 0.0103214, 1.0]], ['2, k, 8', [0.18307, 0.152882, 1.0]], ['2, k, 9', [0.312029, 0.0869824, 1.0]], ['2, k, 10', [0.377606, 0.0603572, 1.0]], ['2, k, 11', [0.43098, 0.0364436, 1.0]], ['2, k, 12', [-0.0129668, -0.365089, 1.0]], ['2, k, 13', [-0.0446413, -0.792746, 1.0]], ['2, k, 14', [-0.0656815, -1.14904, 1.0]], ['2, k, 15', [-0.0861672, -1.2012, 1.0]], ['2, k, 16', [0.122047, -0.358746, 1.0]], ['2, k, 17', [0.152814, -0.786869, 1.0]], ['2, k, 18', [0.147621, -1.14765, 1.0]], ['2, k, 19', [0.184849, -1.20814, 1.0]], ['2, k, 20', [0.0265448, 0.155291, 1.0]], ['2, k, 21', [-0.248793, 0.004285, 1.0]], ['2, k, 22', [-0.156463, 0.00639477, 1.0]], ['2, k, 23', [0.458321, 0.033791, 1.0]], ['2, k, 24', [0.359879, 0.0252656, 1.0]]]
[['2, k, 0', [0.0554665, -0.366988, 1.0]], ['2, k, 1', [0.0390808, -0.0664616, 1.0]], ['2, k, 2', [0.0228515, 0.227427, 1.0]], ['2, k, 3', [0.0194889, 0.373716, 1.0]], ['2, k, 4', [-0.121873, 0.143973, 1.0]], ['2, k, 5', [-0.199733, 0.0706354, 1.0]], ['2, k, 6', [-0.217037, 0.0344111, 1.0]], ['2, k, 7', [-0.225403, 0.031401, 1.0]], ['2, k, 8', [0.183169, 0.152468, 1.0]], ['2, k, 9', [0.31295, 0.0842574, 1.0]], ['2, k, 10', [0.376279, 0.0574641, 1.0]], ['2, k, 11', [0.43135, 0.0309443, 1.0]], ['2, k, 12', [-0.0127549, -0.365228, 1.0]], ['2, k, 13', [-0.0446629, -0.793862, 1.0]], ['2, k, 14', [-0.0656395, -1.14917, 1.0]], ['2, k, 15', [-0.0862043, -1.20464, 1.0]], ['2, k, 16', [0.122198, -0.358788, 1.0]], ['2, k, 17', [0.153007, -0.787958, 1.0]], ['2, k, 18', [0.147064, -1.1459, 1.0]], ['2, k, 19', [0.184579, -1.20915, 1.0]], ['2, k, 20', [0.0269193, 0.154887, 1.0]], ['2, k, 21', [-0.208456, 0.0163849, 1.0]], ['2, k, 22', [-0.207754, 0.0189519, 1.0]], ['2, k, 23', [0.459136, 0.0267517, 1.0]], ['2, k, 24', [0.361137, 0.0205417, 1.0]]]
[['2, k, 0', [0.0554813, -0.367784, 1.0]], ['2, k, 1', [0.0390988, -0.0673602, 1.0]], ['2, k, 2', [0.0228754, 0.226421, 1.0]], ['2, k, 3', [0.019485, 0.372995, 1.0]], ['2, k, 4', [-0.12242, 0.139664, 1.0]], ['2, k, 5', [-0.198548, 0.0660177, 1.0]], ['2, k, 6', [-0.161174, 0.0276585, 1.0]], ['2, k, 7', [-0.205182, 6.25654e-05, 1.0]], ['2, k, 8', [0.183792, 0.150778, 1.0]], ['2, k, 9', [0.31597, 0.0805853, 1.0]], ['2, k, 10', [0.379894, 0.0506822, 1.0]], ['2, k, 11', [0.429903, 0.0233288, 1.0]], ['2, k, 12', [-0.0128192, -0.365981, 1.0]], ['2, k, 13', [-0.0444329, -0.7955, 1.0]], ['2, k, 14', [-0.0653604, -1.15525, 1.0]], ['2, k, 15', [-0.0868394, -1.20449, 1.0]], ['2, k, 16', [0.122288, -0.359601, 1.0]], ['2, k, 17', [0.153178, -0.787917, 1.0]], ['2, k, 18', [0.147174, -1.14774, 1.0]], ['2, k, 19', [0.183896, -1.20911, 1.0]], ['2, k, 20', [0.0269369, 0.153913, 1.0]], ['2, k, 21', [-0.230095, -0.00964471, 1.0]], ['2, k, 22', [-0.127161, -0.00194915, 1.0]], ['2, k, 23', [0.459716, 0.0184787, 1.0]], ['2, k, 24', [0.36198, 0.0139953, 1.0]]]
[['2, k, 0', [0.0558281, -0.368574, 1.0]], ['2, k, 1', [0.0393178, -0.0682694, 1.0]], ['2, k, 2', [0.0229327, 0.22524, 1.0]], ['2, k, 3', [0.0195725, 0.370767, 1.0]], ['2, k, 4', [-0.121721, 0.138185, 1.0]], ['2, k, 5', [-0.19692, 0.0590297, 1.0]], ['2, k, 6', [-0.216, 0.0199641, 1.0]], ['2, k, 7', [-0.259182, -0.0036008, 1.0]], ['2, k, 8', [0.18459, 0.147635, 1.0]], ['2, k, 9', [0.316557, 0.0766252, 1.0]], ['2, k, 10', [0.374768, 0.0393416, 1.0]], ['2, k, 11', [0.42989, 0.0142647, 1.0]], ['2, k, 12', [-0.0124653, -0.36678, 1.0]], ['2, k, 13', [-0.0445518, -0.793867, 1.0]], ['2, k, 14', [-0.0644294, -1.15161, 1.0]], ['2, k, 15', [-0.0835443, -1.2008, 1.0]], ['2, k, 16', [0.122616, -0.360361, 1.0]], ['2, k, 17', [0.153468, -0.789252, 1.0]], ['2, k, 18', [0.147652, -1.1487, 1.0]], ['2, k, 19', [0.183678, -1.20812, 1.0]], ['2, k, 20', [0.0270383, 0.152813, 1.0]], ['2, k, 21', [-0.271133, -0.00969245, 1.0]], ['2, k, 22', [-0.226233, 0.0129098, 1.0]], ['2, k, 23', [0.456818, 0.00892711, 1.0]], ['2, k, 24', [0.35622, 0.00456279, 1.0]]]
[['2, k, 0', [0.0558939, -0.369565, 1.0]], ['2, k, 1', [0.0387837, -0.0700221, 1.0]], ['2, k, 2', [0.0213869, 0.222405, 1.0]], ['2, k, 3', [0.0202131, 0.367722, 1.0]], ['2, k, 4', [-0.122462, 0.135702, 1.0]], ['2, k, 5', [-0.196661, 0.0536978, 1.0]], ['2, k, 6', [-0.21205, 0.0146569, 1.0]], ['2, k, 7', [-0.25335, -0.0138134, 1.0]], ['2, k, 8', [0.184835, 0.145895, 1.0]], ['2, k, 9', [0.31734, 0.0688706, 1.0]], ['2, k, 10', [0.375695, 0.0356161, 1.0]], ['2, k, 11', [0.429781, 0.00352332, 1.0]], ['2, k, 12', [-0.0124324, -0.367841, 1.0]], ['2, k, 13', [-0.0447238, -0.792409, 1.0]], ['2, k, 14', [-0.0645419, -1.15159, 1.0]], ['2, k, 15', [-0.0836595, -1.20269, 1.0]], ['2, k, 16', [0.12271, -0.361279, 1.0]], ['2, k, 17', [0.155054, -0.787909, 1.0]], ['2, k, 18', [0.147207, -1.14947, 1.0]], ['2, k, 19', [0.177725, -1.20673, 1.0]], ['2, k, 20', [0.0257778, 0.150273, 1.0]], ['2, k, 21', [-0.262772, -0.0210726, 1.0]], ['2, k, 22', [-0.21624, -0.000263638, 1.0]], ['2, k, 23', [0.459379, -3.96908e-05, 1.0]], ['2, k, 24', [0.355891, -0.00610027, 1.0]]]
[['2, k, 0', [0.0563406, -0.371019, 1.0]], ['2, k, 1', [0.0398515, -0.0730518, 1.0]], ['2, k, 2', [0.0235274, 0.217296, 1.0]], ['2, k, 3', [0.0210247, 0.362088, 1.0]], ['2, k, 4', [-0.12128, 0.131495, 1.0]], ['2, k, 5', [-0.191827, 0.0396667, 1.0]], ['2, k, 6', [-0.203881, 0.00255403, 1.0]], ['2, k, 7', [-0.236363, -0.0261894, 1.0]], ['2, k, 8', [0.184814, 0.142322, 1.0]], ['2, k, 9', [0.316262, 0.0581802, 1.0]], ['2, k, 10', [0.37513, 0.0271751, 1.0]], ['2, k, 11', [0.431216, -0.00925579, 1.0]], ['2, k, 12', [-0.0120677, -0.369359, 1.0]], ['2, k, 13', [-0.0453274, -0.793208, 1.0]], ['2, k, 14', [-0.0645435, -1.15087, 1.0]], ['2, k, 15', [-0.0854926, -1.20139, 1.0]], ['2, k, 16', [0.123229, -0.36265, 1.0]], ['2, k, 17', [0.156347, -0.790528, 1.0]], ['2, k, 18', [0.146985, -1.14977, 1.0]], ['2, k, 19', [0.178207, -1.20626, 1.0]], ['2, k, 20', [0.0275983, 0.145723, 1.0]], ['2, k, 21', [-0.251622, -0.0329109, 1.0]], ['2, k, 22', [-0.161451, -0.0283766, 1.0]], ['2, k, 23', [0.462789, -0.0137234, 1.0]], ['2, k, 24', [0.35956, -0.0180094, 1.0]]]
[['2, k, 0', [0.0563484, -0.377132, 1.0]], ['2, k, 1', [0.0406064, -0.0804691, 1.0]], ['2, k, 2', [0.02514, 0.209114, 1.0]], ['2, k, 3', [0.0218928, 0.356661, 1.0]], ['2, k, 4', [-0.120751, 0.125926, 1.0]], ['2, k, 5', [-0.192991, 0.0378621, 1.0]], ['2, k, 6', [-0.187868, -0.00584807, 1.0]], ['2, k, 7', [-0.237757, -0.038206, 1.0]], ['2, k, 8', [0.185962, 0.135767, 1.0]], ['2, k, 9', [0.317657, 0.045487, 1.0]], ['2, k, 10', [0.383585, 0.0137995, 1.0]], ['2, k, 11', [0.431156, -0.0226957, 1.0]], ['2, k, 12', [-0.0125215, -0.375601, 1.0]], ['2, k, 13', [-0.0484002, -0.793369, 1.0]], ['2, k, 14', [-0.0639614, -1.15269, 1.0]], ['2, k, 15', [-0.0831777, -1.19933, 1.0]], ['2, k, 16', [0.123679, -0.368534, 1.0]], ['2, k, 17', [0.161344, -0.791025, 1.0]], ['2, k, 18', [0.146098, -1.15323, 1.0]], ['2, k, 19', [0.178313, -1.20622, 1.0]], ['2, k, 20', [0.0289883, 0.137677, 1.0]], ['2, k, 21', [-0.256457, -0.0444905, 1.0]], ['2, k, 22', [-0.162418, -0.042816, 1.0]], ['2, k, 23', [0.461928, -0.0266858, 1.0]], ['2, k, 24', [0.362598, -0.0323741, 1.0]]]
[['2, k, 0', [0.0572827, -0.390195, 1.0]], ['2, k, 1', [0.0416416, -0.092112, 1.0]], ['2, k, 2', [0.0261765, 0.199227, 1.0]], ['2, k, 3', [0.0233017, 0.347143, 1.0]], ['2, k, 4', [-0.121124, 0.111454, 1.0]], ['2, k, 5', [-0.197429, 0.0263743, 1.0]], ['2, k, 6', [-0.190013, -0.0134838, 1.0]], ['2, k, 7', [-0.226391, -0.0514897, 1.0]], ['2, k, 8', [0.187383, 0.123655, 1.0]], ['2, k, 9', [0.319363, 0.0304995, 1.0]], ['2, k, 10', [0.379103, -0.0111022, 1.0]], ['2, k, 11', [0.430259, -0.0387086, 1.0]], ['2, k, 12', [-0.0121466, -0.387818, 1.0]], ['2, k, 13', [-0.0507299, -0.793211, 1.0]], ['2, k, 14', [-0.0656679, -1.15046, 1.0]], ['2, k, 15', [-0.0858499, -1.20242, 1.0]], ['2, k, 16', [0.125179, -0.382066, 1.0]], ['2, k, 17', [0.164869, -0.794282, 1.0]], ['2, k, 18', [0.145964, -1.15458, 1.0]], ['2, k, 19', [0.17914, -1.208, 1.0]], ['2, k, 20', [0.0300297, 0.127338, 1.0]], ['2, k, 21', [-0.247753, -0.0567558, 1.0]], ['2, k, 22', [-0.148293, -0.0539427, 1.0]], ['2, k, 23', [0.461128, -0.0450102, 1.0]], ['2, k, 24', [0.361059, -0.0477817, 1.0]]]
[['2, k, 0', [0.056722, -0.400285, 1.0]], ['2, k, 1', [0.0410667, -0.102376, 1.0]], ['2, k, 2', [0.0255769, 0.18904, 1.0]], ['2, k, 3', [0.0244369, 0.336204, 1.0]], ['2, k, 4', [-0.121972, 0.104447, 1.0]], ['2, k, 5', [-0.197298, 0.0151635, 1.0]], ['2, k, 6', [-0.197351, -0.0282904, 1.0]], ['2, k, 7', [-0.234244, -0.067567, 1.0]], ['2, k, 8', [0.188294, 0.111437, 1.0]], ['2, k, 9', [0.320164, 0.0188466, 1.0]], ['2, k, 10', [0.376685, -0.0180291, 1.0]], ['2, k, 11', [0.427673, -0.0557795, 1.0]], ['2, k, 12', [-0.0128755, -0.39768, 1.0]], ['2, k, 13', [-0.0528345, -0.790517, 1.0]], ['2, k, 14', [-0.0658641, -1.15057, 1.0]], ['2, k, 15', [-0.0843123, -1.20935, 1.0]], ['2, k, 16', [0.124795, -0.392077, 1.0]], ['2, k, 17', [0.167399, -0.792874, 1.0]], ['2, k, 18', [0.146796, -1.15658, 1.0]], ['2, k, 19', [0.180279, -1.20801, 1.0]], ['2, k, 20', [0.0294356, 0.117107, 1.0]], ['2, k, 21', [-0.247828, -0.0740161, 1.0]], ['2, k, 22', [-0.156751, -0.0700703, 1.0]], ['2, k, 23', [0.452072, -0.0621107, 1.0]], ['2, k, 24', [0.357244, -0.0655178, 1.0]]]
