[['2, k, 0', [-0.262287, -0.624473, 1.0]], ['2, k, 1', [-0.260058, -0.32867, 1.0]], ['2, k, 2', [-0.256553, -0.0379651, 1.0]], ['2, k, 3', [-0.230471, 0.0548331, 1.0]], ['2, k, 4', [-0.397186, -0.119903, 1.0]], ['2, k, 5', [-0.529855, -0.0802829, 1.0]], ['2, k, 6', [-0.560294, 0.0237977, 1.0]], ['2, k, 7', [-0.545826, 0.11749, 1.0]], ['2, k, 8', [-0.0976254, -0.108023, 1.0]], ['2, k, 9', [0.0721074, -0.0710552, 1.0]], ['2, k, 10', [0.147963, 0.0298084, 1.0]], ['2, k, 11', [0.17715, 0.122789, 1.0]], ['2, k, 12', [-0.327105, -0.619049, 1.0]], ['2, k, 13', [-0.347879, -0.928473, 1.0]], ['2, k, 14', [-0.373488, -1.38032, 1.0]], ['2, k, 15', [-0.368161, -1.40111, 1.0]], ['2, k, 16', [-0.19067, -0.613738, 1.0]], ['2, k, 17', [-0.103026, -0.950623, 1.0]], ['2, k, 18', [-0.0671854, -1.38619, 1.0]], ['2, k, 19', [-0.0598017, -1.40509, 1.0]], ['2, k, 20', [-0.257658, -0.109977, 1.0]], ['2, k, 21', [-0.523728, 0.149924, 1.0]], ['2, k, 22', [-0.576324, 0.136633, 1.0]], ['2, k, 23', [0.168281, 0.143402, 1.0]], ['2, k, 24', [0.216166, 0.139571, 1.0]]]
[['2, k, 0', [-0.230227, -0.592516, 1.0]], ['2, k, 1', [-0.234605, -0.305638, 1.0]], ['2, k, 2', [-0.237718, -0.024698, 1.0]], ['2, k, 3', [-0.227631, 0.0891237, 1.0]], ['2, k, 4', [-0.406436, -0.0692542, 1.0]], ['2, k, 5', [-0.569151, 0.0994129, 1.0]], ['2, k, 6', [-0.591341, 0.377147, 1.0]], ['2, k, 7', [-0.599846, 0.433594, 1.0]], ['2, k, 8', [-0.0732924, -0.0613946, 1.0]], ['2, k, 9', [0.0936239, 0.107437, 1.0]], ['2, k, 10', [0.11, 0.385498, 1.0]], ['2, k, 11', [0.113862, 0.435254, 1.0]], ['2, k, 12', [-0.304763, -0.583699, 1.0]], ['2, k, 13', [-0.35402, -0.995421, 1.0]], ['2, k, 14', [-0.378363, -1.41673, 1.0]], ['2, k, 15', [-0.35375, -1.49588, 1.0]], ['2, k, 16', [-0.149373, -0.585032, 1.0]], ['2, k, 17', [-0.104662, -1.01276, 1.0]], ['2, k, 18', [-0.0608523, -1.39249, 1.0]], ['2, k, 19', [-0.0471543, -1.43274, 1.0]], ['2, k, 20', [-0.237189, -0.0943302, 1.0]], ['2, k, 21', [-0.598163, 0.492337, 1.0]], ['2, k, 22', [-0.650235, 0.433008, 1.0]], ['2, k, 23', [0.129263, 0.49195, 1.0]], ['2, k, 24', [0.0363262, 0.455547, 1.0]]]
[['2, k, 0', [-0.229884, -0.593603, 1.0]], ['2, k, 1', [-0.234659, -0.305873, 1.0]], ['2, k, 2', [-0.238034, -0.0246273, 1.0]], ['2, k, 3', [-0.226941, 0.0901943, 1.0]], ['2, k, 4', [-0.402502, -0.0720347, 1.0]], ['2, k, 5', [-0.562271, 0.0888131, 1.0]], ['2, k, 6', [-0.591939, 0.333672, 1.0]], ['2, k, 7', [-0.596084, 0.40921, 1.0]], ['2, k, 8', [-0.0735107, -0.062598, 1.0]], ['2, k, 9', [0.0925442, 0.101197, 1.0]], ['2, k, 10', [0.106513, 0.344654, 1.0]], ['2, k, 11', [0.118101, 0.417914, 1.0]], ['2, k, 12', [-0.304528, -0.584775, 1.0]], ['2, k, 13', [-0.354041, -0.995457, 1.0]], ['2, k, 14', [-0.378762, -1.41136, 1.0]], ['2, k, 15', [-0.354909, -1.49113, 1.0]], ['2, k, 16', [-0.148919, -0.586107, 1.0]], ['2, k, 17', [-0.104806, -1.01308, 1.0]], ['2, k, 18', [-0.0612052, -1.39297, 1.0]], ['2, k, 19', [-0.0470419, -1.43319, 1.0]], ['2, k, 20', [-0.237386, -0.0943375, 1.0]], ['2, k, 21', [-0.596087, 0.460218, 1.0]], ['2, k, 22', [-0.640333, 0.396305, 1.0]], ['2, k, 23', [0.132042, 0.467782, 1.0]], ['2, k, 24', [0.0418415, 0.434592, 1.0]]]
[['2, k, 0', [-0.229688, -0.594406, 1.0]], ['2, k, 1', [-0.234733, -0.306345, 1.0]], ['2, k, 2', [-0.238277, -0.0248407, 1.0]], ['2, k, 3', [-0.225969, 0.0911739, 1.0]], ['2, k, 4', [-0.401682, -0.0721456, 1.0]], ['2, k, 5', [-0.548848, 0.0599428, 1.0]], ['2, k, 6', [-0.579543, 0.315498, 1.0]], ['2, k, 7', [-0.588485, 0.381735, 1.0]], ['2, k, 8', [-0.0740748, -0.0633546, 1.0]], ['2, k, 9', [0.0867334, 0.0847433, 1.0]], ['2, k, 10', [0.108473, 0.324759, 1.0]], ['2, k, 11', [0.122546, 0.389918, 1.0]], ['2, k, 12', [-0.304444, -0.585521, 1.0]], ['2, k, 13', [-0.35409, -0.995493, 1.0]], ['2, k, 14', [-0.378501, -1.40754, 1.0]], ['2, k, 15', [-0.355931, -1.4872, 1.0]], ['2, k, 16', [-0.148595, -0.586955, 1.0]], ['2, k, 17', [-0.104964, -1.01456, 1.0]], ['2, k, 18', [-0.0608843, -1.3935, 1.0]], ['2, k, 19', [-0.0481103, -1.43367, 1.0]], ['2, k, 20', [-0.237584, -0.0945829, 1.0]], ['2, k, 21', [-0.590894, 0.430428, 1.0]], ['2, k, 22', [-0.640855, 0.36996, 1.0]], ['2, k, 23', [0.138866, 0.437163, 1.0]], ['2, k, 24', [0.0687891, 0.417022, 1.0]]]
[['2, k, 0', [-0.22951, -0.59616, 1.0]], ['2, k, 1', [-0.234308, -0.307224, 1.0]], ['2, k, 2', [-0.237663, -0.0251899, 1.0]], ['2, k, 3', [-0.223602, 0.0948106, 1.0]], ['2, k, 4', [-0.400941, -0.0725873, 1.0]], ['2, k, 5', [-0.54622, 0.0492938, 1.0]], ['2, k, 6', [-0.578178, 0.249376, 1.0]], ['2, k, 7', [-0.581707, 0.342175, 1.0]], ['2, k, 8', [-0.0760642, -0.0653619, 1.0]], ['2, k, 9', [0.0847627, 0.0726862, 1.0]], ['2, k, 10', [0.122987, 0.301001, 1.0]], ['2, k, 11', [0.128885, 0.359337, 1.0]], ['2, k, 12', [-0.304317, -0.587773, 1.0]], ['2, k, 13', [-0.354197, -0.995321, 1.0]], ['2, k, 14', [-0.37876, -1.40319, 1.0]], ['2, k, 15', [-0.376639, -1.44667, 1.0]], ['2, k, 16', [-0.148389, -0.588322, 1.0]], ['2, k, 17', [-0.105008, -1.01475, 1.0]], ['2, k, 18', [-0.0611638, -1.39444, 1.0]], ['2, k, 19', [-0.0497327, -1.43478, 1.0]], ['2, k, 20', [-0.237055, -0.0950123, 1.0]], ['2, k, 21', [-0.581446, 0.387181, 1.0]], ['2, k, 22', [-0.630696, 0.332754, 1.0]], ['2, k, 23', [0.149868, 0.401472, 1.0]], ['2, k, 24', [0.0624725, 0.372508, 1.0]]]
[['2, k, 0', [-0.229131, -0.60042, 1.0]], ['2, k, 1', [-0.234236, -0.308769, 1.0]], ['2, k, 2', [-0.237691, -0.0252665, 1.0]], ['2, k, 3', [-0.222801, 0.0978055, 1.0]], ['2, k, 4', [-0.392831, -0.0817434, 1.0]], ['2, k, 5', [-0.535321, 0.0146298, 1.0]], ['2, k, 6', [-0.56993, 0.218226, 1.0]], ['2, k, 7', [-0.574839, 0.291452, 1.0]], ['2, k, 8', [-0.0775993, -0.0676732, 1.0]], ['2, k, 9', [0.0835691, 0.05301, 1.0]], ['2, k, 10', [0.129017, 0.238916, 1.0]], ['2, k, 11', [0.13564, 0.322925, 1.0]], ['2, k, 12', [-0.304544, -0.592004, 1.0]], ['2, k, 13', [-0.354265, -0.995678, 1.0]], ['2, k, 14', [-0.37879, -1.40305, 1.0]], ['2, k, 15', [-0.37372, -1.44654, 1.0]], ['2, k, 16', [-0.147426, -0.592434, 1.0]], ['2, k, 17', [-0.105484, -1.01681, 1.0]], ['2, k, 18', [-0.0613865, -1.39525, 1.0]], ['2, k, 19', [-0.0471342, -1.43484, 1.0]], ['2, k, 20', [-0.237081, -0.0952693, 1.0]], ['2, k, 21', [-0.565728, 0.33716, 1.0]], ['2, k, 22', [-0.615399, 0.276159, 1.0]], ['2, k, 23', [0.15858, 0.35742, 1.0]], ['2, k, 24', [0.0631241, 0.333487, 1.0]]]
[['2, k, 0', [-0.228916, -0.604435, 1.0]], ['2, k, 1', [-0.234327, -0.310709, 1.0]], ['2, k, 2', [-0.23791, -0.0257075, 1.0]], ['2, k, 3', [-0.222826, 0.0978436, 1.0]], ['2, k, 4', [-0.392428, -0.0825066, 1.0]], ['2, k, 5', [-0.528805, -0.00282818, 1.0]], ['2, k, 6', [-0.564594, 0.166072, 1.0]], ['2, k, 7', [-0.568845, 0.234376, 1.0]], ['2, k, 8', [-0.0793156, -0.0741477, 1.0]], ['2, k, 9', [0.0830833, 0.0253337, 1.0]], ['2, k, 10', [0.133306, 0.196721, 1.0]], ['2, k, 11', [0.145361, 0.278016, 1.0]], ['2, k, 12', [-0.304698, -0.595678, 1.0]], ['2, k, 13', [-0.354452, -0.995835, 1.0]], ['2, k, 14', [-0.378627, -1.40347, 1.0]], ['2, k, 15', [-0.375038, -1.44672, 1.0]], ['2, k, 16', [-0.146818, -0.596636, 1.0]], ['2, k, 17', [-0.105496, -1.01772, 1.0]], ['2, k, 18', [-0.0610637, -1.39503, 1.0]], ['2, k, 19', [-0.0484023, -1.43456, 1.0]], ['2, k, 20', [-0.237268, -0.09594, 1.0]], ['2, k, 21', [-0.56547, 0.269942, 1.0]], ['2, k, 22', [-0.612513, 0.224176, 1.0]], ['2, k, 23', [0.166913, 0.309676, 1.0]], ['2, k, 24', [0.0803092, 0.284406, 1.0]]]
[['2, k, 0', [-0.228515, -0.606928, 1.0]], ['2, k, 1', [-0.234793, -0.31195, 1.0]], ['2, k, 2', [-0.239155, -0.0255916, 1.0]], ['2, k, 3', [-0.22264, 0.0979371, 1.0]], ['2, k, 4', [-0.391134, -0.0836507, 1.0]], ['2, k, 5', [-0.51872, -0.0325827, 1.0]], ['2, k, 6', [-0.560162, 0.0949437, 1.0]], ['2, k, 7', [-0.559996, 0.176603, 1.0]], ['2, k, 8', [-0.0796442, -0.0755285, 1.0]], ['2, k, 9', [0.0837986, 0.00249785, 1.0]], ['2, k, 10', [0.139672, 0.16583, 1.0]], ['2, k, 11', [0.153506, 0.227376, 1.0]], ['2, k, 12', [-0.304293, -0.597713, 1.0]], ['2, k, 13', [-0.355092, -0.997628, 1.0]], ['2, k, 14', [-0.378337, -1.4034, 1.0]], ['2, k, 15', [-0.374064, -1.44625, 1.0]], ['2, k, 16', [-0.146456, -0.599536, 1.0]], ['2, k, 17', [-0.105423, -1.01899, 1.0]], ['2, k, 18', [-0.061073, -1.39502, 1.0]], ['2, k, 19', [-0.0479626, -1.43418, 1.0]], ['2, k, 20', [-0.23826, -0.0961855, 1.0]], ['2, k, 21', [-0.520416, 0.209356, 1.0]], ['2, k, 22', [-0.591747, 0.196611, 1.0]], ['2, k, 23', [0.16567, 0.25066, 1.0]], ['2, k, 24', [0.0855069, 0.230573, 1.0]]]
[['2, k, 0', [-0.228031, -0.612239, 1.0]], ['2, k, 1', [-0.233759, -0.318213, 1.0]], ['2, k, 2', [-0.237951, -0.0307776, 1.0]], ['2, k, 3', [-0.221591, 0.0949891, 1.0]], ['2, k, 4', [-0.388459, -0.0868258, 1.0]], ['2, k, 5', [-0.512644, -0.0556203, 1.0]], ['2, k, 6', [-0.549886, 0.0472636, 1.0]], ['2, k, 7', [-0.549681, 0.113232, 1.0]], ['2, k, 8', [-0.0803833, -0.0771001, 1.0]], ['2, k, 9', [0.0860596, -0.0289256, 1.0]], ['2, k, 10', [0.138678, 0.0896963, 1.0]], ['2, k, 11', [0.162096, 0.171245, 1.0]], ['2, k, 12', [-0.303444, -0.603122, 1.0]], ['2, k, 13', [-0.355205, -0.997687, 1.0]], ['2, k, 14', [-0.378415, -1.40341, 1.0]], ['2, k, 15', [-0.372999, -1.44609, 1.0]], ['2, k, 16', [-0.146345, -0.604576, 1.0]], ['2, k, 17', [-0.105849, -1.02076, 1.0]], ['2, k, 18', [-0.0609125, -1.39591, 1.0]], ['2, k, 19', [-0.046715, -1.43443, 1.0]], ['2, k, 20', [-0.237089, -0.101813, 1.0]], ['2, k, 21', [-0.511891, 0.139588, 1.0]], ['2, k, 22', [-0.581328, 0.131228, 1.0]], ['2, k, 23', [0.170547, 0.190013, 1.0]], ['2, k, 24', [0.120165, 0.178848, 1.0]]]
[['2, k, 0', [-0.228058, -0.613984, 1.0]], ['2, k, 1', [-0.233975, -0.319549, 1.0]], ['2, k, 2', [-0.238402, -0.0319729, 1.0]], ['2, k, 3', [-0.221442, 0.0946078, 1.0]], ['2, k, 4', [-0.38889, -0.0861841, 1.0]], ['2, k, 5', [-0.503363, -0.0913461, 1.0]], ['2, k, 6', [-0.539488, -0.025543, 1.0]], ['2, k, 7', [-0.54004, 0.0471618, 1.0]], ['2, k, 8', [-0.0825217, -0.0782629, 1.0]], ['2, k, 9', [0.0844947, -0.0521894, 1.0]], ['2, k, 10', [0.142037, 0.0343913, 1.0]], ['2, k, 11', [0.16924, 0.111684, 1.0]], ['2, k, 12', [-0.303348, -0.604755, 1.0]], ['2, k, 13', [-0.355361, -0.999223, 1.0]], ['2, k, 14', [-0.378412, -1.40342, 1.0]], ['2, k, 15', [-0.37353, -1.44572, 1.0]], ['2, k, 16', [-0.146529, -0.606416, 1.0]], ['2, k, 17', [-0.105943, -1.02068, 1.0]], ['2, k, 18', [-0.0603793, -1.40183, 1.0]], ['2, k, 19', [-0.0468022, -1.44065, 1.0]], ['2, k, 20', [-0.237472, -0.103014, 1.0]], ['2, k, 21', [-0.521602, 0.0719932, 1.0]], ['2, k, 22', [-0.573262, 0.0591707, 1.0]], ['2, k, 23', [0.191504, 0.118432, 1.0]], ['2, k, 24', [0.101446, 0.107056, 1.0]]]
[['2, k, 0', [-0.227959, -0.618574, 1.0]], ['2, k, 1', [-0.232907, -0.326546, 1.0]], ['2, k, 2', [-0.236187, -0.0410134, 1.0]], ['2, k, 3', [-0.221469, 0.107518, 1.0]], ['2, k, 4', [-0.388652, -0.086861, 1.0]], ['2, k, 5', [-0.506164, -0.114453, 1.0]], ['2, k, 6', [-0.527437, -0.0656367, 1.0]], ['2, k, 7', [-0.532665, -0.0170406, 1.0]], ['2, k, 8', [-0.0836772, -0.0813289, 1.0]], ['2, k, 9', [0.0862471, -0.0939913, 1.0]], ['2, k, 10', [0.142204, -0.0226086, 1.0]], ['2, k, 11', [0.174148, 0.0482962, 1.0]], ['2, k, 12', [-0.303136, -0.609229, 1.0]], ['2, k, 13', [-0.355459, -1.00018, 1.0]], ['2, k, 14', [-0.378602, -1.40357, 1.0]], ['2, k, 15', [-0.37422, -1.4456, 1.0]], ['2, k, 16', [-0.146553, -0.611, 1.0]], ['2, k, 17', [-0.106174, -1.02104, 1.0]], ['2, k, 18', [-0.0603657, -1.40185, 1.0]], ['2, k, 19', [-0.0472913, -1.44054, 1.0]], ['2, k, 20', [-0.235583, -0.111612, 1.0]], ['2, k, 21', [-0.502927, 0.00612247, 1.0]], ['2, k, 22', [-0.56731, -0.0062562, 1.0]], ['2, k, 23', [0.147064, 0.0414978, 1.0]], ['2, k, 24', [0.0920857, 0.0380287, 1.0]]]
[['2, k, 0', [-0.229875, -0.678279, 1.0]], ['2, k, 1', [-0.237668, -0.339397, 1.0]], ['2, k, 2', [-0.242637, -0.0368525, 1.0]], ['2, k, 3', [-0.219307, 0.0892977, 1.0]], ['2, k, 4', [-0.37615, -0.141711, 1.0]], ['2, k, 5', [-0.482414, -0.157151, 1.0]], ['2, k, 6', [-0.5191, -0.125933, 1.0]], ['2, k, 7', [-0.525688, -0.0810265, 1.0]], ['2, k, 8', [-0.0905503, -0.15368, 1.0]], ['2, k, 9', [0.0880617, -0.107798, 1.0]], ['2, k, 10', [0.157432, -0.0756353, 1.0]], ['2, k, 11', [0.180293, -0.019661, 1.0]], ['2, k, 12', [-0.308893, -0.667509, 1.0]], ['2, k, 13', [-0.357212, -1.01632, 1.0]], ['2, k, 14', [-0.377985, -1.40346, 1.0]], ['2, k, 15', [-0.368437, -1.44442, 1.0]], ['2, k, 16', [-0.1446, -0.670608, 1.0]], ['2, k, 17', [-0.104275, -1.04003, 1.0]], ['2, k, 18', [-0.0600709, -1.40505, 1.0]], ['2, k, 19', [-0.0426899, -1.44228, 1.0]], ['2, k, 20', [-0.239991, -0.111075, 1.0]], ['2, k, 21', [-0.520525, -0.0581207, 1.0]], ['2, k, 22', [-0.576322, -0.0775823, 1.0]], ['2, k, 23', [0.16105, -0.0303803, 1.0]], ['2, k, 24', [0.111801, -0.028156, 1.0]]]
[['2, k, 0', [-0.22702, -0.660883, 1.0]], ['2, k, 1', [-0.237236, -0.339502, 1.0]], ['2, k, 2', [-0.242455, -0.0369455, 1.0]], ['2, k, 3', [-0.220526, 0.0860669, 1.0]], ['2, k, 4', [-0.375672, -0.139861, 1.0]], ['2, k, 5', [-0.481278, -0.103411, 1.0]], ['2, k, 6', [-0.491612, -0.138136, 1.0]], ['2, k, 7', [-0.513326, -0.145281, 1.0]], ['2, k, 8', [-0.0855023, -0.0705457, 1.0]], ['2, k, 9', [0.0996472, -0.159979, 1.0]], ['2, k, 10', [0.164123, -0.101579, 1.0]], ['2, k, 11', [0.181051, -0.0923437, 1.0]], ['2, k, 12', [-0.301675, -0.650654, 1.0]], ['2, k, 13', [-0.357038, -1.01626, 1.0]], ['2, k, 14', [-0.377942, -1.4034, 1.0]], ['2, k, 15', [-0.370726, -1.44419, 1.0]], ['2, k, 16', [-0.145958, -0.651776, 1.0]], ['2, k, 17', [-0.104441, -1.04023, 1.0]], ['2, k, 18', [-0.0610033, -1.40262, 1.0]], ['2, k, 19', [-0.0459375, -1.4403, 1.0]], ['2, k, 20', [-0.23992, -0.111171, 1.0]], ['2, k, 21', [-0.544591, -0.126314, 1.0]], ['2, k, 22', [-0.576296, -0.147448, 1.0]], ['2, k, 23', [0.162716, -0.108257, 1.0]], ['2, k, 24', [0.0833861, -0.103748, 1.0]]]
[['2, k, 0', [-0.22846, -0.640675, 1.0]], ['2, k, 1', [-0.236672, -0.337361, 1.0]], ['2, k, 2', [-0.24208, -0.0368115, 1.0]], ['2, k, 3', [-0.22031, 0.0964198, 1.0]], ['2, k, 4', [-0.386749, -0.0995121, 1.0]], ['2, k, 5', [-0.480352, -0.172025, 1.0]], ['2, k, 6', [-0.497505, -0.207284, 1.0]], ['2, k, 7', [-0.513237, -0.212824, 1.0]], ['2, k, 8', [-0.0847128, -0.0767685, 1.0]], ['2, k, 9', [0.0630611, -0.169449, 1.0]], ['2, k, 10', [0.147289, -0.159926, 1.0]], ['2, k, 11', [0.184941, -0.166042, 1.0]], ['2, k, 12', [-0.303977, -0.632344, 1.0]], ['2, k, 13', [-0.356937, -1.01601, 1.0]], ['2, k, 14', [-0.37795, -1.40335, 1.0]], ['2, k, 15', [-0.320212, -1.47122, 1.0]], ['2, k, 16', [-0.146564, -0.63121, 1.0]], ['2, k, 17', [-0.105289, -1.03756, 1.0]], ['2, k, 18', [-0.0613951, -1.40182, 1.0]], ['2, k, 19', [-0.0467677, -1.4393, 1.0]], ['2, k, 20', [-0.23975, -0.110951, 1.0]], ['2, k, 21', [-0.523765, -0.214325, 1.0]], ['2, k, 22', [-0.575833, -0.219915, 1.0]], ['2, k, 23', [0.214715, -0.195345, 1.0]], ['2, k, 24', [0.102292, -0.17096, 1.0]]]
[['2, k, 0', [-0.228664, -0.637287, 1.0]], ['2, k, 1', [-0.236875, -0.335371, 1.0]], ['2, k, 2', [-0.242365, -0.0363476, 1.0]], ['2, k, 3', [-0.220209, 0.0968168, 1.0]], ['2, k, 4', [-0.387222, -0.0989799, 1.0]], ['2, k, 5', [-0.479826, -0.192777, 1.0]], ['2, k, 6', [-0.513048, -0.266747, 1.0]], ['2, k, 7', [-0.517066, -0.280499, 1.0]], ['2, k, 8', [-0.0827671, -0.0928667, 1.0]], ['2, k, 9', [0.0862798, -0.209038, 1.0]], ['2, k, 10', [0.152834, -0.230157, 1.0]], ['2, k, 11', [0.187962, -0.235109, 1.0]], ['2, k, 12', [-0.304286, -0.627022, 1.0]], ['2, k, 13', [-0.356308, -1.01347, 1.0]], ['2, k, 14', [-0.378063, -1.4039, 1.0]], ['2, k, 15', [-0.370753, -1.44481, 1.0]], ['2, k, 16', [-0.146706, -0.629446, 1.0]], ['2, k, 17', [-0.105511, -1.03694, 1.0]], ['2, k, 18', [-0.0604802, -1.40179, 1.0]], ['2, k, 19', [-0.0449628, -1.43888, 1.0]], ['2, k, 20', [-0.24022, -0.110212, 1.0]], ['2, k, 21', [-0.528074, -0.284929, 1.0]], ['2, k, 22', [-0.571782, -0.28785, 1.0]], ['2, k, 23', [0.164746, -0.252675, 1.0]], ['2, k, 24', [0.0950347, -0.245571, 1.0]]]
[['2, k, 0', [-0.228887, -0.639437, 1.0]], ['2, k, 1', [-0.236492, -0.335858, 1.0]], ['2, k, 2', [-0.241603, -0.0365453, 1.0]], ['2, k, 3', [-0.219917, 0.0970927, 1.0]], ['2, k, 4', [-0.385809, -0.110054, 1.0]], ['2, k, 5', [-0.482955, -0.215623, 1.0]], ['2, k, 6', [-0.512272, -0.31289, 1.0]], ['2, k, 7', [-0.518633, -0.345184, 1.0]], ['2, k, 8', [-0.0825724, -0.111524, 1.0]], ['2, k, 9', [0.0643978, -0.227743, 1.0]], ['2, k, 10', [0.174251, -0.271002, 1.0]], ['2, k, 11', [0.197926, -0.306072, 1.0]], ['2, k, 12', [-0.304615, -0.628759, 1.0]], ['2, k, 13', [-0.356259, -1.01336, 1.0]], ['2, k, 14', [-0.37874, -1.40651, 1.0]], ['2, k, 15', [-0.372357, -1.44764, 1.0]], ['2, k, 16', [-0.14685, -0.632345, 1.0]], ['2, k, 17', [-0.106002, -1.03535, 1.0]], ['2, k, 18', [-0.0603067, -1.40308, 1.0]], ['2, k, 19', [-0.0454992, -1.44026, 1.0]], ['2, k, 20', [-0.23978, -0.11045, 1.0]], ['2, k, 21', [-0.540669, -0.350316, 1.0]], ['2, k, 22', [-0.565548, -0.344838, 1.0]], ['2, k, 23', [0.218871, -0.336161, 1.0]], ['2, k, 24', [0.13983, -0.306155, 1.0]]]
[['2, k, 0', [-0.228701, -0.64034, 1.0]], ['2, k, 1', [-0.236149, -0.336094, 1.0]], ['2, k, 2', [-0.241241, -0.0365818, 1.0]], ['2, k, 3', [-0.219949, 0.0973914, 1.0]], ['2, k, 4', [-0.38626, -0.115065, 1.0]], ['2, k, 5', [-0.480828, -0.234524, 1.0]], ['2, k, 6', [-0.510806, -0.352031, 1.0]], ['2, k, 7', [-0.516956, -0.405582, 1.0]], ['2, k, 8', [-0.0793896, -0.11633, 1.0]], ['2, k, 9', [0.0809195, -0.261861, 1.0]], ['2, k, 10', [0.176842, -0.338876, 1.0]], ['2, k, 11', [0.197715, -0.369246, 1.0]], ['2, k, 12', [-0.303885, -0.629393, 1.0]], ['2, k, 13', [-0.356034, -1.01191, 1.0]], ['2, k, 14', [-0.377153, -1.40192, 1.0]], ['2, k, 15', [-0.370278, -1.44316, 1.0]], ['2, k, 16', [-0.147183, -0.633654, 1.0]], ['2, k, 17', [-0.105981, -1.03194, 1.0]], ['2, k, 18', [-0.0599861, -1.40341, 1.0]], ['2, k, 19', [-0.0448802, -1.44057, 1.0]], ['2, k, 20', [-0.239542, -0.110536, 1.0]], ['2, k, 21', [-0.523704, -0.411527, 1.0]], ['2, k, 22', [-0.575259, -0.417796, 1.0]], ['2, k, 23', [0.217979, -0.40264, 1.0]], ['2, k, 24', [0.119759, -0.370849, 1.0]]]
[['2, k, 0', [-0.228607, -0.640571, 1.0]], ['2, k, 1', [-0.235872, -0.336306, 1.0]], ['2, k, 2', [-0.240832, -0.036909, 1.0]], ['2, k, 3', [-0.219566, 0.0980686, 1.0]], ['2, k, 4', [-0.38691, -0.117559, 1.0]], ['2, k, 5', [-0.48078, -0.253949, 1.0]], ['2, k, 6', [-0.508656, -0.396416, 1.0]], ['2, k, 7', [-0.515833, -0.46343, 1.0]], ['2, k, 8', [-0.0771775, -0.116908, 1.0]], ['2, k, 9', [0.0820682, -0.283813, 1.0]], ['2, k, 10', [0.163348, -0.386903, 1.0]], ['2, k, 11', [0.195378, -0.429578, 1.0]], ['2, k, 12', [-0.303783, -0.629858, 1.0]], ['2, k, 13', [-0.355422, -1.01417, 1.0]], ['2, k, 14', [-0.376665, -1.39974, 1.0]], ['2, k, 15', [-0.369572, -1.44108, 1.0]], ['2, k, 16', [-0.14711, -0.633718, 1.0]], ['2, k, 17', [-0.105986, -1.03186, 1.0]], ['2, k, 18', [-0.0600604, -1.40342, 1.0]], ['2, k, 19', [-0.044707, -1.44052, 1.0]], ['2, k, 20', [-0.239279, -0.110846, 1.0]], ['2, k, 21', [-0.523656, -0.472886, 1.0]], ['2, k, 22', [-0.579192, -0.479409, 1.0]], ['2, k, 23', [0.213519, -0.465808, 1.0]], ['2, k, 24', [0.128177, -0.431316, 1.0]]]
[['2, k, 0', [-0.228126, -0.640951, 1.0]], ['2, k, 1', [-0.235536, -0.336547, 1.0]], ['2, k, 2', [-0.240754, -0.0371503, 1.0]], ['2, k, 3', [-0.218545, 0.097857, 1.0]], ['2, k, 4', [-0.387614, -0.119893, 1.0]], ['2, k, 5', [-0.483534, -0.27868, 1.0]], ['2, k, 6', [-0.508757, -0.469096, 1.0]], ['2, k, 7', [-0.517307, -0.513577, 1.0]], ['2, k, 8', [-0.0754209, -0.117796, 1.0]], ['2, k, 9', [0.0830874, -0.303403, 1.0]], ['2, k, 10', [0.163313, -0.425304, 1.0]], ['2, k, 11', [0.186192, -0.482494, 1.0]], ['2, k, 12', [-0.30371, -0.630625, 1.0]], ['2, k, 13', [-0.355241, -1.01378, 1.0]], ['2, k, 14', [-0.37657, -1.39969, 1.0]], ['2, k, 15', [-0.369293, -1.44111, 1.0]], ['2, k, 16', [-0.146266, -0.63382, 1.0]], ['2, k, 17', [-0.106174, -1.03162, 1.0]], ['2, k, 18', [-0.059653, -1.40448, 1.0]], ['2, k, 19', [-0.0440311, -1.44161, 1.0]], ['2, k, 20', [-0.239223, -0.111111, 1.0]], ['2, k, 21', [-0.520434, -0.530976, 1.0]], ['2, k, 22', [-0.435241, -0.515988, 1.0]], ['2, k, 23', [0.205016, -0.530243, 1.0]], ['2, k, 24', [0.107207, -0.49166, 1.0]]]
