[['2, k, 0', [-0.151124, -0.746975, 1.0]], ['2, k, 1', [-0.151244, -0.46381, 1.0]], ['2, k, 2', [-0.150854, -0.184225, 1.0]], ['2, k, 3', [-0.145485, -0.0520872, 1.0]], ['2, k, 4', [-0.295108, -0.275533, 1.0]], ['2, k, 5', [-0.318173, -0.50187, 1.0]], ['2, k, 6', [-0.271097, -0.418892, 1.0]], ['2, k, 7', [-0.24675, -0.352241, 1.0]], ['2, k, 8', [0.0271621, -0.287912, 1.0]], ['2, k, 9', [0.131012, -0.385953, 1.0]], ['2, k, 10', [-0.0586858, -0.372979, 1.0]], ['2, k, 11', [-0.121794, -0.369091, 1.0]], ['2, k, 12', [-0.222866, -0.736836, 1.0]], ['2, k, 13', [-0.339822, -1.0122, 1.0]], ['2, k, 14', [-0.227978, -1.28199, 1.0]], ['2, k, 15', [-0.22902, -1.13999, 1.0]], ['2, k, 16', [-0.0763993, -0.742291, 1.0]], ['2, k, 17', [0.0662088, -0.966768, 1.0]], ['2, k, 18', [-0.0366225, -1.2411, 1.0]], ['2, k, 19', [-0.0592461, -1.28231, 1.0]], ['2, k, 20', [-0.151046, -0.253718, 1.0]], ['2, k, 21', [-0.231784, -0.349751, 1.0]], ['2, k, 22', [-0.275072, -0.350606, 1.0]], ['2, k, 23', [-0.121421, -0.367958, 1.0]], ['2, k, 24', [-0.120933, -0.36648, 1.0]]]
[['2, k, 0', [-0.135034, -0.722707, 1.0]], ['2, k, 1', [-0.150491, -0.444679, 1.0]], ['2, k, 2', [-0.16496, -0.172532, 1.0]], ['2, k, 3', [-0.168731, -0.0351191, 1.0]], ['2, k, 4', [-0.321633, -0.270947, 1.0]], ['2, k, 5', [-0.438247, -0.369144, 1.0]], ['2, k, 6', [-0.458028, -0.362639, 1.0]], ['2, k, 7', [-0.495739, -0.343805, 1.0]], ['2, k, 8', [0.0177061, -0.271715, 1.0]], ['2, k, 9', [0.163006, -0.358628, 1.0]], ['2, k, 10', [0.16983, -0.3702, 1.0]], ['2, k, 11', [0.149559, -0.388347, 1.0]], ['2, k, 12', [-0.209219, -0.72122, 1.0]], ['2, k, 13', [-0.298615, -1.01572, 1.0]], ['2, k, 14', [-0.369504, -1.29685, 1.0]], ['2, k, 15', [-0.329095, -1.1684, 1.0]], ['2, k, 16', [-0.058344, -0.710536, 1.0]], ['2, k, 17', [-0.03257, -1.0154, 1.0]], ['2, k, 18', [-0.282419, -1.12869, 1.0]], ['2, k, 19', [-0.185588, -1.05985, 1.0]], ['2, k, 20', [-0.161457, -0.240183, 1.0]], ['2, k, 21', [-0.504468, -0.357833, 1.0]], ['2, k, 22', [-0.428659, -0.353136, 1.0]], ['2, k, 23', [0.118194, -0.390776, 1.0]], ['2, k, 24', [0.0754243, -0.382179, 1.0]]]
[['2, k, 0', [-0.136306, -0.727913, 1.0]], ['2, k, 1', [-0.150688, -0.44999, 1.0]], ['2, k, 2', [-0.164142, -0.17785, 1.0]], ['2, k, 3', [-0.169136, -0.0409051, 1.0]], ['2, k, 4', [-0.321781, -0.27902, 1.0]], ['2, k, 5', [-0.43626, -0.364288, 1.0]], ['2, k, 6', [-0.474687, -0.407865, 1.0]], ['2, k, 7', [-0.503797, -0.354347, 1.0]], ['2, k, 8', [0.0169834, -0.276132, 1.0]], ['2, k, 9', [0.16288, -0.36159, 1.0]], ['2, k, 10', [0.1043, -0.389481, 1.0]], ['2, k, 11', [0.137568, -0.401756, 1.0]], ['2, k, 12', [-0.210638, -0.726104, 1.0]], ['2, k, 13', [-0.318601, -1.01477, 1.0]], ['2, k, 14', [-0.414356, -1.29128, 1.0]], ['2, k, 15', [-0.32578, -1.1924, 1.0]], ['2, k, 16', [-0.0594401, -0.715974, 1.0]], ['2, k, 17', [-0.0229353, -1.02073, 1.0]], ['2, k, 18', [-0.285647, -1.07717, 1.0]], ['2, k, 19', [-0.183732, -1.02489, 1.0]], ['2, k, 20', [-0.16092, -0.24549, 1.0]], ['2, k, 21', [-0.539214, -0.355837, 1.0]], ['2, k, 22', [-0.45063, -0.363526, 1.0]], ['2, k, 23', [0.165165, -0.406243, 1.0]], ['2, k, 24', [0.0587179, -0.399844, 1.0]]]
[['2, k, 0', [-0.136775, -0.733945, 1.0]], ['2, k, 1', [-0.1514, -0.455419, 1.0]], ['2, k, 2', [-0.165173, -0.182255, 1.0]], ['2, k, 3', [-0.16859, -0.0443327, 1.0]], ['2, k, 4', [-0.320783, -0.285124, 1.0]], ['2, k, 5', [-0.437986, -0.367919, 1.0]], ['2, k, 6', [-0.499167, -0.374464, 1.0]], ['2, k, 7', [-0.500348, -0.365358, 1.0]], ['2, k, 8', [0.0179252, -0.284464, 1.0]], ['2, k, 9', [0.165298, -0.368028, 1.0]], ['2, k, 10', [0.104128, -0.393171, 1.0]], ['2, k, 11', [0.140106, -0.416096, 1.0]], ['2, k, 12', [-0.211762, -0.731112, 1.0]], ['2, k, 13', [-0.33452, -1.01409, 1.0]], ['2, k, 14', [-0.422932, -1.29302, 1.0]], ['2, k, 15', [-0.359789, -1.17407, 1.0]], ['2, k, 16', [-0.0591717, -0.723141, 1.0]], ['2, k, 17', [-0.0162684, -1.02777, 1.0]], ['2, k, 18', [-0.301017, -1.01426, 1.0]], ['2, k, 19', [-0.186427, -0.982798, 1.0]], ['2, k, 20', [-0.161862, -0.250127, 1.0]], ['2, k, 21', [-0.49625, -0.38289, 1.0]], ['2, k, 22', [-0.447486, -0.372797, 1.0]], ['2, k, 23', [0.172097, -0.424165, 1.0]], ['2, k, 24', [0.0669478, -0.41278, 1.0]]]
[['2, k, 0', [-0.137851, -0.740702, 1.0]], ['2, k, 1', [-0.151384, -0.461851, 1.0]], ['2, k, 2', [-0.16417, -0.188483, 1.0]], ['2, k, 3', [-0.167838, -0.0511174, 1.0]], ['2, k, 4', [-0.320632, -0.289067, 1.0]], ['2, k, 5', [-0.433606, -0.373039, 1.0]], ['2, k, 6', [-0.466993, -0.426437, 1.0]], ['2, k, 7', [-0.497804, -0.380679, 1.0]], ['2, k, 8', [0.0173963, -0.286751, 1.0]], ['2, k, 9', [0.154301, -0.385532, 1.0]], ['2, k, 10', [0.0518591, -0.418526, 1.0]], ['2, k, 11', [0.132729, -0.430491, 1.0]], ['2, k, 12', [-0.213324, -0.73688, 1.0]], ['2, k, 13', [-0.345607, -1.01571, 1.0]], ['2, k, 14', [-0.428064, -1.29655, 1.0]], ['2, k, 15', [-0.364227, -1.1778, 1.0]], ['2, k, 16', [-0.0597194, -0.730687, 1.0]], ['2, k, 17', [0.00124045, -1.03326, 1.0]], ['2, k, 18', [0.0355627, -1.27299, 1.0]], ['2, k, 19', [0.0172811, -1.14609, 1.0]], ['2, k, 20', [-0.161121, -0.256353, 1.0]], ['2, k, 21', [-0.516824, -0.390698, 1.0]], ['2, k, 22', [-0.446878, -0.387215, 1.0]], ['2, k, 23', [0.163887, -0.440047, 1.0]], ['2, k, 24', [0.066801, -0.428175, 1.0]]]
[['2, k, 0', [-0.138626, -0.748381, 1.0]], ['2, k, 1', [-0.150553, -0.467431, 1.0]], ['2, k, 2', [-0.162017, -0.192547, 1.0]], ['2, k, 3', [-0.167462, -0.0562918, 1.0]], ['2, k, 4', [-0.319757, -0.297532, 1.0]], ['2, k, 5', [-0.433912, -0.385839, 1.0]], ['2, k, 6', [-0.471406, -0.396597, 1.0]], ['2, k, 7', [-0.494605, -0.393895, 1.0]], ['2, k, 8', [0.0158569, -0.293432, 1.0]], ['2, k, 9', [0.153936, -0.393156, 1.0]], ['2, k, 10', [0.14146, -0.429139, 1.0]], ['2, k, 11', [0.149721, -0.444122, 1.0]], ['2, k, 12', [-0.214731, -0.743895, 1.0]], ['2, k, 13', [-0.349396, -1.02152, 1.0]], ['2, k, 14', [-0.428705, -1.30302, 1.0]], ['2, k, 15', [-0.367277, -1.18303, 1.0]], ['2, k, 16', [-0.059831, -0.738794, 1.0]], ['2, k, 17', [0.00827886, -1.04037, 1.0]], ['2, k, 18', [0.0361687, -1.30135, 1.0]], ['2, k, 19', [0.0177173, -1.17376, 1.0]], ['2, k, 20', [-0.159327, -0.260702, 1.0]], ['2, k, 21', [-0.522877, -0.402391, 1.0]], ['2, k, 22', [-0.426712, -0.402034, 1.0]], ['2, k, 23', [0.158281, -0.452987, 1.0]], ['2, k, 24', [0.076371, -0.439595, 1.0]]]
[['2, k, 0', [-0.138543, -0.754673, 1.0]], ['2, k, 1', [-0.150275, -0.475752, 1.0]], ['2, k, 2', [-0.161316, -0.202879, 1.0]], ['2, k, 3', [-0.165813, -0.0690792, 1.0]], ['2, k, 4', [-0.321344, -0.308729, 1.0]], ['2, k, 5', [-0.435579, -0.39771, 1.0]], ['2, k, 6', [-0.508154, -0.411797, 1.0]], ['2, k, 7', [-0.50702, -0.40605, 1.0]], ['2, k, 8', [0.0166443, -0.305612, 1.0]], ['2, k, 9', [0.156879, -0.403611, 1.0]], ['2, k, 10', [0.137283, -0.433757, 1.0]], ['2, k, 11', [0.14171, -0.457995, 1.0]], ['2, k, 12', [-0.21484, -0.750176, 1.0]], ['2, k, 13', [-0.353674, -1.02551, 1.0]], ['2, k, 14', [-0.431234, -1.30742, 1.0]], ['2, k, 15', [-0.372044, -1.18596, 1.0]], ['2, k, 16', [-0.0595807, -0.744922, 1.0]], ['2, k, 17', [0.0128223, -1.04562, 1.0]], ['2, k, 18', [0.0368073, -1.29589, 1.0]], ['2, k, 19', [0.0179334, -1.16822, 1.0]], ['2, k, 20', [-0.158724, -0.270577, 1.0]], ['2, k, 21', [-0.494067, -0.418537, 1.0]], ['2, k, 22', [-0.449539, -0.41189, 1.0]], ['2, k, 23', [0.126709, -0.463895, 1.0]], ['2, k, 24', [0.0761776, -0.452975, 1.0]]]
[['2, k, 0', [-0.139176, -0.761539, 1.0]], ['2, k, 1', [-0.14935, -0.482904, 1.0]], ['2, k, 2', [-0.158761, -0.209636, 1.0]], ['2, k, 3', [-0.167289, -0.0778321, 1.0]], ['2, k, 4', [-0.320791, -0.312245, 1.0]], ['2, k, 5', [-0.430967, -0.41007, 1.0]], ['2, k, 6', [-0.532931, -0.41838, 1.0]], ['2, k, 7', [-0.510815, -0.419066, 1.0]], ['2, k, 8', [0.017664, -0.313152, 1.0]], ['2, k, 9', [0.154015, -0.417799, 1.0]], ['2, k, 10', [0.155157, -0.440484, 1.0]], ['2, k, 11', [0.146478, -0.473318, 1.0]], ['2, k, 12', [-0.215752, -0.757289, 1.0]], ['2, k, 13', [-0.355062, -1.03226, 1.0]], ['2, k, 14', [-0.423284, -1.31646, 1.0]], ['2, k, 15', [-0.367519, -1.1932, 1.0]], ['2, k, 16', [-0.0599506, -0.751414, 1.0]], ['2, k, 17', [0.0176677, -1.051, 1.0]], ['2, k, 18', [0.0369438, -1.29223, 1.0]], ['2, k, 19', [0.0172256, -1.16447, 1.0]], ['2, k, 20', [-0.156577, -0.27748, 1.0]], ['2, k, 21', [-0.504959, -0.42827, 1.0]], ['2, k, 22', [-0.461971, -0.425946, 1.0]], ['2, k, 23', [0.153948, -0.483097, 1.0]], ['2, k, 24', [0.0741075, -0.471011, 1.0]]]
[['2, k, 0', [-0.14063, -0.768389, 1.0]], ['2, k, 1', [-0.14997, -0.488813, 1.0]], ['2, k, 2', [-0.15876, -0.214489, 1.0]], ['2, k, 3', [-0.16727, -0.0846491, 1.0]], ['2, k, 4', [-0.319436, -0.321648, 1.0]], ['2, k, 5', [-0.429046, -0.422354, 1.0]], ['2, k, 6', [-0.449078, -0.47786, 1.0]], ['2, k, 7', [-0.493459, -0.431958, 1.0]], ['2, k, 8', [0.0191543, -0.319624, 1.0]], ['2, k, 9', [0.152007, -0.428984, 1.0]], ['2, k, 10', [0.17384, -0.462087, 1.0]], ['2, k, 11', [0.157591, -0.486124, 1.0]], ['2, k, 12', [-0.217851, -0.764567, 1.0]], ['2, k, 13', [-0.357616, -1.03862, 1.0]], ['2, k, 14', [-0.415666, -1.32492, 1.0]], ['2, k, 15', [-0.362354, -1.20047, 1.0]], ['2, k, 16', [-0.0608295, -0.757813, 1.0]], ['2, k, 17', [0.0602267, -1.04253, 1.0]], ['2, k, 18', [0.0364494, -1.28999, 1.0]], ['2, k, 19', [0.0174514, -1.16178, 1.0]], ['2, k, 20', [-0.15671, -0.282576, 1.0]], ['2, k, 21', [-0.523246, -0.441617, 1.0]], ['2, k, 22', [-0.433691, -0.44145, 1.0]], ['2, k, 23', [0.170686, -0.493605, 1.0]], ['2, k, 24', [0.0961612, -0.480999, 1.0]]]
[['2, k, 0', [-0.142802, -0.777876, 1.0]], ['2, k, 1', [-0.15124, -0.499491, 1.0]], ['2, k, 2', [-0.159066, -0.225916, 1.0]], ['2, k, 3', [-0.166037, -0.0913446, 1.0]], ['2, k, 4', [-0.318377, -0.32894, 1.0]], ['2, k, 5', [-0.429786, -0.433975, 1.0]], ['2, k, 6', [-0.481838, -0.445831, 1.0]], ['2, k, 7', [-0.498086, -0.44375, 1.0]], ['2, k, 8', [0.020024, -0.329751, 1.0]], ['2, k, 9', [0.153705, -0.439148, 1.0]], ['2, k, 10', [0.171208, -0.475645, 1.0]], ['2, k, 11', [0.164287, -0.499944, 1.0]], ['2, k, 12', [-0.220219, -0.77323, 1.0]], ['2, k, 13', [-0.363536, -1.04456, 1.0]], ['2, k, 14', [-0.417127, -1.33149, 1.0]], ['2, k, 15', [-0.364184, -1.2069, 1.0]], ['2, k, 16', [-0.062694, -0.767874, 1.0]], ['2, k, 17', [0.0595276, -1.05177, 1.0]], ['2, k, 18', [0.0372423, -1.28766, 1.0]], ['2, k, 19', [0.0157637, -1.15946, 1.0]], ['2, k, 20', [-0.157254, -0.293848, 1.0]], ['2, k, 21', [-0.500879, -0.456661, 1.0]], ['2, k, 22', [-0.441483, -0.451335, 1.0]], ['2, k, 23', [0.165625, -0.508686, 1.0]], ['2, k, 24', [0.103539, -0.494298, 1.0]]]
[['2, k, 0', [-0.143208, -0.784019, 1.0]], ['2, k, 1', [-0.151921, -0.506318, 1.0]], ['2, k, 2', [-0.160077, -0.233378, 1.0]], ['2, k, 3', [-0.166152, -0.0991349, 1.0]], ['2, k, 4', [-0.317754, -0.339465, 1.0]], ['2, k, 5', [-0.430271, -0.441366, 1.0]], ['2, k, 6', [-0.442937, -0.507131, 1.0]], ['2, k, 7', [-0.486036, -0.453686, 1.0]], ['2, k, 8', [0.0186639, -0.334868, 1.0]], ['2, k, 9', [0.151278, -0.446109, 1.0]], ['2, k, 10', [0.16971, -0.483538, 1.0]], ['2, k, 11', [0.158467, -0.512966, 1.0]], ['2, k, 12', [-0.220715, -0.77991, 1.0]], ['2, k, 13', [-0.369553, -1.04754, 1.0]], ['2, k, 14', [-0.416492, -1.33532, 1.0]], ['2, k, 15', [-0.364011, -1.21055, 1.0]], ['2, k, 16', [-0.0630088, -0.773414, 1.0]], ['2, k, 17', [0.0728068, -1.05042, 1.0]], ['2, k, 18', [0.0376283, -1.28695, 1.0]], ['2, k, 19', [0.0156858, -1.15845, 1.0]], ['2, k, 20', [-0.158164, -0.301157, 1.0]], ['2, k, 21', [-0.507068, -0.464472, 1.0]], ['2, k, 22', [-0.413534, -0.464497, 1.0]], ['2, k, 23', [0.163931, -0.522849, 1.0]], ['2, k, 24', [0.0983362, -0.508295, 1.0]]]
[['2, k, 0', [-0.146568, -0.792628, 1.0]], ['2, k, 1', [-0.15338, -0.514811, 1.0]], ['2, k, 2', [-0.15988, -0.242314, 1.0]], ['2, k, 3', [-0.164926, -0.108359, 1.0]], ['2, k, 4', [-0.31726, -0.347075, 1.0]], ['2, k, 5', [-0.432096, -0.446821, 1.0]], ['2, k, 6', [-0.456242, -0.47364, 1.0]], ['2, k, 7', [-0.502164, -0.468771, 1.0]], ['2, k, 8', [0.0220294, -0.34812, 1.0]], ['2, k, 9', [0.189537, -0.470601, 1.0]], ['2, k, 10', [0.13727, -0.516213, 1.0]], ['2, k, 11', [0.144133, -0.524676, 1.0]], ['2, k, 12', [-0.22358, -0.786631, 1.0]], ['2, k, 13', [-0.374617, -1.05177, 1.0]], ['2, k, 14', [-0.415402, -1.3402, 1.0]], ['2, k, 15', [-0.354227, -1.21954, 1.0]], ['2, k, 16', [-0.0668192, -0.78394, 1.0]], ['2, k, 17', [0.0860136, -1.05075, 1.0]], ['2, k, 18', [0.0381935, -1.27789, 1.0]], ['2, k, 19', [0.0140401, -1.14845, 1.0]], ['2, k, 20', [-0.158398, -0.309932, 1.0]], ['2, k, 21', [-0.532939, -0.475947, 1.0]], ['2, k, 22', [-0.438866, -0.476068, 1.0]], ['2, k, 23', [0.0988234, -0.531382, 1.0]], ['2, k, 24', [0.0592038, -0.513377, 1.0]]]
[['2, k, 0', [-0.148524, -0.799871, 1.0]], ['2, k, 1', [-0.152945, -0.523152, 1.0]], ['2, k, 2', [-0.15647, -0.251823, 1.0]], ['2, k, 3', [-0.165013, -0.117094, 1.0]], ['2, k, 4', [-0.318936, -0.365403, 1.0]], ['2, k, 5', [-0.436206, -0.464108, 1.0]], ['2, k, 6', [-0.478876, -0.46388, 1.0]], ['2, k, 7', [-0.494852, -0.476682, 1.0]], ['2, k, 8', [0.0205868, -0.355592, 1.0]], ['2, k, 9', [0.174386, -0.486366, 1.0]], ['2, k, 10', [0.167752, -0.51044, 1.0]], ['2, k, 11', [0.159708, -0.537777, 1.0]], ['2, k, 12', [-0.225343, -0.793703, 1.0]], ['2, k, 13', [-0.379146, -1.05542, 1.0]], ['2, k, 14', [-0.422054, -1.34346, 1.0]], ['2, k, 15', [-0.366569, -1.22022, 1.0]], ['2, k, 16', [-0.068906, -0.791068, 1.0]], ['2, k, 17', [0.0970172, -1.04894, 1.0]], ['2, k, 18', [0.0379059, -1.27736, 1.0]], ['2, k, 19', [0.0137776, -1.14759, 1.0]], ['2, k, 20', [-0.155807, -0.319176, 1.0]], ['2, k, 21', [-0.5109, -0.488615, 1.0]], ['2, k, 22', [-0.423388, -0.48383, 1.0]], ['2, k, 23', [0.159089, -0.546383, 1.0]], ['2, k, 24', [0.0833414, -0.527417, 1.0]]]
[['2, k, 0', [-0.148512, -0.809129, 1.0]], ['2, k, 1', [-0.154116, -0.532257, 1.0]], ['2, k, 2', [-0.159007, -0.260425, 1.0]], ['2, k, 3', [-0.16345, -0.127329, 1.0]], ['2, k, 4', [-0.318869, -0.375096, 1.0]], ['2, k, 5', [-0.436427, -0.473413, 1.0]], ['2, k, 6', [-0.47858, -0.468188, 1.0]], ['2, k, 7', [-0.495178, -0.48767, 1.0]], ['2, k, 8', [0.0193043, -0.366725, 1.0]], ['2, k, 9', [0.173252, -0.486839, 1.0]], ['2, k, 10', [0.172804, -0.535278, 1.0]], ['2, k, 11', [0.164762, -0.549307, 1.0]], ['2, k, 12', [-0.225575, -0.803456, 1.0]], ['2, k, 13', [-0.385163, -1.05845, 1.0]], ['2, k, 14', [-0.422763, -1.34674, 1.0]], ['2, k, 15', [-0.35308, -1.24936, 1.0]], ['2, k, 16', [-0.068672, -0.799664, 1.0]], ['2, k, 17', [0.102681, -1.05152, 1.0]], ['2, k, 18', [0.0338764, -1.2661, 1.0]], ['2, k, 19', [0.0206409, -1.14792, 1.0]], ['2, k, 20', [-0.157931, -0.327913, 1.0]], ['2, k, 21', [-0.498654, -0.497901, 1.0]], ['2, k, 22', [-0.434257, -0.49475, 1.0]], ['2, k, 23', [0.174803, -0.555101, 1.0]], ['2, k, 24', [0.105949, -0.546096, 1.0]]]
[['2, k, 0', [-0.149835, -0.823795, 1.0]], ['2, k, 1', [-0.151526, -0.54194, 1.0]], ['2, k, 2', [-0.154309, -0.268059, 1.0]], ['2, k, 3', [-0.163446, -0.132563, 1.0]], ['2, k, 4', [-0.317816, -0.382029, 1.0]], ['2, k, 5', [-0.43576, -0.478487, 1.0]], ['2, k, 6', [-0.453369, -0.497149, 1.0]], ['2, k, 7', [-0.482658, -0.499393, 1.0]], ['2, k, 8', [0.0217226, -0.377609, 1.0]], ['2, k, 9', [0.172672, -0.491355, 1.0]], ['2, k, 10', [0.177384, -0.553155, 1.0]], ['2, k, 11', [0.166115, -0.560976, 1.0]], ['2, k, 12', [-0.224811, -0.817541, 1.0]], ['2, k, 13', [-0.383516, -1.03842, 1.0]], ['2, k, 14', [-0.414961, -1.32724, 1.0]], ['2, k, 15', [-0.408238, -1.36455, 1.0]], ['2, k, 16', [-0.0721362, -0.814829, 1.0]], ['2, k, 17', [0.104132, -1.03573, 1.0]], ['2, k, 18', [0.0338815, -1.26613, 1.0]], ['2, k, 19', [0.019025, -1.14796, 1.0]], ['2, k, 20', [-0.15408, -0.335262, 1.0]], ['2, k, 21', [-0.498442, -0.512865, 1.0]], ['2, k, 22', [-0.415281, -0.509408, 1.0]], ['2, k, 23', [0.162189, -0.568641, 1.0]], ['2, k, 24', [0.112769, -0.555643, 1.0]]]
[['2, k, 0', [-0.151147, -0.82881, 1.0]], ['2, k, 1', [-0.153813, -0.553342, 1.0]], ['2, k, 2', [-0.156578, -0.283308, 1.0]], ['2, k, 3', [-0.162851, -0.145802, 1.0]], ['2, k, 4', [-0.317306, -0.394707, 1.0]], ['2, k, 5', [-0.435759, -0.489978, 1.0]], ['2, k, 6', [-0.44809, -0.554363, 1.0]], ['2, k, 7', [-0.481865, -0.514096, 1.0]], ['2, k, 8', [0.0253205, -0.386123, 1.0]], ['2, k, 9', [0.166183, -0.50689, 1.0]], ['2, k, 10', [0.179611, -0.541865, 1.0]], ['2, k, 11', [0.170409, -0.574328, 1.0]], ['2, k, 12', [-0.224225, -0.821606, 1.0]], ['2, k, 13', [-0.322623, -1.08085, 1.0]], ['2, k, 14', [-0.32495, -1.34068, 1.0]], ['2, k, 15', [-0.307369, -1.21711, 1.0]], ['2, k, 16', [-0.0759711, -0.821118, 1.0]], ['2, k, 17', [0.0979796, -1.02284, 1.0]], ['2, k, 18', [0.035897, -1.26221, 1.0]], ['2, k, 19', [0.0205239, -1.14292, 1.0]], ['2, k, 20', [-0.156118, -0.349714, 1.0]], ['2, k, 21', [-0.483939, -0.522605, 1.0]], ['2, k, 22', [-0.409188, -0.520883, 1.0]], ['2, k, 23', [0.163823, -0.585552, 1.0]], ['2, k, 24', [0.128043, -0.584233, 1.0]]]
[['2, k, 0', [-0.147449, -0.834405, 1.0]], ['2, k, 1', [-0.152899, -0.560484, 1.0]], ['2, k, 2', [-0.158337, -0.291911, 1.0]], ['2, k, 3', [-0.161337, -0.155794, 1.0]], ['2, k, 4', [-0.316766, -0.403911, 1.0]], ['2, k, 5', [-0.43491, -0.500827, 1.0]], ['2, k, 6', [-0.478628, -0.508865, 1.0]], ['2, k, 7', [-0.486308, -0.525513, 1.0]], ['2, k, 8', [0.0259042, -0.394515, 1.0]], ['2, k, 9', [0.168324, -0.510067, 1.0]], ['2, k, 10', [0.157792, -0.572384, 1.0]], ['2, k, 11', [0.154746, -0.586828, 1.0]], ['2, k, 12', [-0.21702, -0.829804, 1.0]], ['2, k, 13', [-0.341735, -1.05799, 1.0]], ['2, k, 14', [-0.331919, -1.33244, 1.0]], ['2, k, 15', [-0.32052, -1.22452, 1.0]], ['2, k, 16', [-0.0745546, -0.824529, 1.0]], ['2, k, 17', [0.0519553, -1.06879, 1.0]], ['2, k, 18', [0.0218705, -1.33002, 1.0]], ['2, k, 19', [0.0143159, -1.20808, 1.0]], ['2, k, 20', [-0.1571, -0.358331, 1.0]], ['2, k, 21', [-0.484739, -0.538204, 1.0]], ['2, k, 22', [-0.42386, -0.531316, 1.0]], ['2, k, 23', [0.110624, -0.59071, 1.0]], ['2, k, 24', [0.075163, -0.575857, 1.0]]]
[['2, k, 0', [-0.145341, -0.840028, 1.0]], ['2, k, 1', [-0.15048, -0.568431, 1.0]], ['2, k, 2', [-0.155424, -0.30078, 1.0]], ['2, k, 3', [-0.15935, -0.166485, 1.0]], ['2, k, 4', [-0.316369, -0.412244, 1.0]], ['2, k, 5', [-0.434436, -0.508162, 1.0]], ['2, k, 6', [-0.478138, -0.516067, 1.0]], ['2, k, 7', [-0.482294, -0.539048, 1.0]], ['2, k, 8', [0.0275267, -0.402857, 1.0]], ['2, k, 9', [0.172353, -0.527411, 1.0]], ['2, k, 10', [0.160682, -0.584821, 1.0]], ['2, k, 11', [0.159317, -0.600788, 1.0]], ['2, k, 12', [-0.21576, -0.834257, 1.0]], ['2, k, 13', [-0.326056, -1.07879, 1.0]], ['2, k, 14', [-0.318883, -1.33937, 1.0]], ['2, k, 15', [-0.306312, -1.21743, 1.0]], ['2, k, 16', [-0.0718722, -0.830662, 1.0]], ['2, k, 17', [0.0536206, -1.07254, 1.0]], ['2, k, 18', [0.0230779, -1.33456, 1.0]], ['2, k, 19', [0.0152488, -1.21176, 1.0]], ['2, k, 20', [-0.154283, -0.367266, 1.0]], ['2, k, 21', [-0.480754, -0.549062, 1.0]], ['2, k, 22', [-0.416732, -0.544901, 1.0]], ['2, k, 23', [0.0952776, -0.603029, 1.0]], ['2, k, 24', [0.153595, -0.576482, 1.0]]]
[['2, k, 0', [-0.144914, -0.846386, 1.0]], ['2, k, 1', [-0.149059, -0.576474, 1.0]], ['2, k, 2', [-0.152683, -0.30977, 1.0]], ['2, k, 3', [-0.159125, -0.174917, 1.0]], ['2, k, 4', [-0.316747, -0.420575, 1.0]], ['2, k, 5', [-0.431897, -0.518646, 1.0]], ['2, k, 6', [-0.477567, -0.521055, 1.0]], ['2, k, 7', [-0.487597, -0.549008, 1.0]], ['2, k, 8', [0.0295245, -0.413385, 1.0]], ['2, k, 9', [0.167973, -0.539534, 1.0]], ['2, k, 10', [0.151788, -0.601692, 1.0]], ['2, k, 11', [0.165231, -0.614491, 1.0]], ['2, k, 12', [-0.215635, -0.840278, 1.0]], ['2, k, 13', [-0.402791, -0.997325, 1.0]], ['2, k, 14', [-0.399185, -1.28797, 1.0]], ['2, k, 15', [-0.315838, -1.20281, 1.0]], ['2, k, 16', [-0.0712916, -0.837036, 1.0]], ['2, k, 17', [0.0762312, -1.04617, 1.0]], ['2, k, 18', [0.028445, -1.32211, 1.0]], ['2, k, 19', [0.0154503, -1.1893, 1.0]], ['2, k, 20', [-0.151892, -0.376113, 1.0]], ['2, k, 21', [-0.479172, -0.564279, 1.0]], ['2, k, 22', [-0.437685, -0.556449, 1.0]], ['2, k, 23', [0.184418, -0.622224, 1.0]], ['2, k, 24', [0.0992367, -0.610548, 1.0]]]
[['2, k, 0', [-0.146044, -0.852437, 1.0]], ['2, k, 1', [-0.149592, -0.584129, 1.0]], ['2, k, 2', [-0.152427, -0.318559, 1.0]], ['2, k, 3', [-0.157694, -0.18369, 1.0]], ['2, k, 4', [-0.315759, -0.428887, 1.0]], ['2, k, 5', [-0.427649, -0.53104, 1.0]], ['2, k, 6', [-0.478113, -0.542212, 1.0]], ['2, k, 7', [-0.481994, -0.562953, 1.0]], ['2, k, 8', [0.0293113, -0.418091, 1.0]], ['2, k, 9', [0.168616, -0.545532, 1.0]], ['2, k, 10', [0.180696, -0.611097, 1.0]], ['2, k, 11', [0.169987, -0.62788, 1.0]], ['2, k, 12', [-0.216568, -0.845554, 1.0]], ['2, k, 13', [-0.404074, -0.996737, 1.0]], ['2, k, 14', [-0.400643, -1.28739, 1.0]], ['2, k, 15', [-0.321669, -1.18273, 1.0]], ['2, k, 16', [-0.0726988, -0.843751, 1.0]], ['2, k, 17', [0.0785243, -1.04813, 1.0]], ['2, k, 18', [0.0497132, -1.32175, 1.0]], ['2, k, 19', [0.0244887, -1.19262, 1.0]], ['2, k, 20', [-0.151843, -0.384689, 1.0]], ['2, k, 21', [-0.48146, -0.577725, 1.0]], ['2, k, 22', [-0.414842, -0.569191, 1.0]], ['2, k, 23', [0.17188, -0.637947, 1.0]], ['2, k, 24', [0.111419, -0.622874, 1.0]]]
