[['2, k, 0', [0.0521031, -0.406939, 1.0]], ['2, k, 1', [0.040366, -0.116361, 1.0]], ['2, k, 2', [0.028681, 0.169289, 1.0]], ['2, k, 3', [0.0333167, 0.291913, 1.0]], ['2, k, 4', [-0.0923246, 0.102748, 1.0]], ['2, k, 5', [-0.187573, 0.0770122, 1.0]], ['2, k, 6', [-0.241024, 0.067765, 1.0]], ['2, k, 7', [-0.274859, 0.0379773, 1.0]], ['2, k, 8', [0.153376, 0.100638, 1.0]], ['2, k, 9', [0.147189, -0.166932, 1.0]], ['2, k, 10', [0.221661, -0.069204, 1.0]], ['2, k, 11', [0.255221, -0.0908361, 1.0]], ['2, k, 12', [-0.00427451, -0.402151, 1.0]], ['2, k, 13', [-0.0722565, -0.795613, 1.0]], ['2, k, 14', [-0.0235569, -1.13196, 1.0]], ['2, k, 15', [-0.0492915, -1.20957, 1.0]], ['2, k, 16', [0.107376, -0.403103, 1.0]], ['2, k, 17', [0.1293, -0.752092, 1.0]], ['2, k, 18', [0.171916, -1.19589, 1.0]], ['2, k, 19', [0.177499, -1.23778, 1.0]], ['2, k, 20', [0.0316012, 0.0985619, 1.0]], ['2, k, 21', [-0.289321, -0.00408126, 1.0]], ['2, k, 22', [-0.312301, 0.0367613, 1.0]], ['2, k, 23', [0.254351, -0.0905265, 1.0]], ['2, k, 24', [0.253216, -0.0901226, 1.0]]]
[['2, k, 0', [0.0121708, -0.405478, 1.0]], ['2, k, 1', [0.040011, -0.122505, 1.0]], ['2, k, 2', [0.0606905, 0.152452, 1.0]], ['2, k, 3', [0.0988318, 0.270538, 1.0]], ['2, k, 4', [-0.0578901, 0.0907535, 1.0]], ['2, k, 5', [-0.25303, 0.0580303, 1.0]], ['2, k, 6', [-0.114754, -0.116215, 1.0]], ['2, k, 7', [-0.131874, -0.135811, 1.0]], ['2, k, 8', [0.187037, 0.0971448, 1.0]], ['2, k, 9', [0.269742, -0.00611354, 1.0]], ['2, k, 10', [0.139939, 0.0997792, 1.0]], ['2, k, 11', [0.0987206, 0.145869, 1.0]], ['2, k, 12', [-0.0387736, -0.396833, 1.0]], ['2, k, 13', [-0.0853223, -0.78962, 1.0]], ['2, k, 14', [-0.0703008, -1.15647, 1.0]], ['2, k, 15', [-0.0746085, -1.23666, 1.0]], ['2, k, 16', [0.0631434, -0.405337, 1.0]], ['2, k, 17', [0.113957, -0.783465, 1.0]], ['2, k, 18', [0.145512, -1.12984, 1.0]], ['2, k, 19', [0.164477, -1.17519, 1.0]], ['2, k, 20', [0.0562087, 0.0836162, 1.0]], ['2, k, 21', [-0.134299, -0.143908, 1.0]], ['2, k, 22', [-0.129218, -0.134487, 1.0]], ['2, k, 23', [0.0494252, 0.170869, 1.0]], ['2, k, 24', [0.0949434, 0.12118, 1.0]]]
[['2, k, 0', [0.0125396, -0.406165, 1.0]], ['2, k, 1', [0.038318, -0.12274, 1.0]], ['2, k, 2', [0.055587, 0.153769, 1.0]], ['2, k, 3', [0.093564, 0.269933, 1.0]], ['2, k, 4', [-0.0624402, 0.0921193, 1.0]], ['2, k, 5', [-0.253652, 0.0588736, 1.0]], ['2, k, 6', [-0.116231, -0.115572, 1.0]], ['2, k, 7', [-0.131736, -0.131094, 1.0]], ['2, k, 8', [0.187298, 0.0948262, 1.0]], ['2, k, 9', [0.266962, -0.0140828, 1.0]], ['2, k, 10', [0.13716, 0.0918378, 1.0]], ['2, k, 11', [0.0887804, 0.140067, 1.0]], ['2, k, 12', [-0.0386541, -0.397714, 1.0]], ['2, k, 13', [-0.0898493, -0.818992, 1.0]], ['2, k, 14', [-0.0701559, -1.15337, 1.0]], ['2, k, 15', [-0.0714317, -1.23203, 1.0]], ['2, k, 16', [0.0636188, -0.405878, 1.0]], ['2, k, 17', [0.114078, -0.78432, 1.0]], ['2, k, 18', [0.137518, -1.14424, 1.0]], ['2, k, 19', [0.15445, -1.18867, 1.0]], ['2, k, 20', [0.0517941, 0.0846495, 1.0]], ['2, k, 21', [-0.134385, -0.144001, 1.0]], ['2, k, 22', [-0.128664, -0.124048, 1.0]], ['2, k, 23', [0.0465588, 0.172366, 1.0]], ['2, k, 24', [0.0756637, 0.114678, 1.0]]]
[['2, k, 0', [0.0122424, -0.406309, 1.0]], ['2, k, 1', [0.0361759, -0.122766, 1.0]], ['2, k, 2', [0.0517402, 0.154558, 1.0]], ['2, k, 3', [0.0918728, 0.270854, 1.0]], ['2, k, 4', [-0.0640689, 0.0916458, 1.0]], ['2, k, 5', [-0.25252, 0.0564114, 1.0]], ['2, k, 6', [-0.115437, -0.118238, 1.0]], ['2, k, 7', [-0.132176, -0.130396, 1.0]], ['2, k, 8', [0.185479, 0.0937214, 1.0]], ['2, k, 9', [0.265933, -0.0164383, 1.0]], ['2, k, 10', [0.136131, 0.0894904, 1.0]], ['2, k, 11', [0.0911438, 0.136699, 1.0]], ['2, k, 12', [-0.0393937, -0.397988, 1.0]], ['2, k, 13', [-0.0881189, -0.816246, 1.0]], ['2, k, 14', [-0.0700266, -1.15341, 1.0]], ['2, k, 15', [-0.0702287, -1.23179, 1.0]], ['2, k, 16', [0.0636924, -0.405967, 1.0]], ['2, k, 17', [0.1135, -0.786787, 1.0]], ['2, k, 18', [0.141438, -1.14796, 1.0]], ['2, k, 19', [0.131625, -1.22978, 1.0]], ['2, k, 20', [0.0482435, 0.0853807, 1.0]], ['2, k, 21', [-0.134561, -0.135645, 1.0]], ['2, k, 22', [-0.129315, -0.129743, 1.0]], ['2, k, 23', [0.039735, 0.168327, 1.0]], ['2, k, 24', [0.0884039, 0.0929184, 1.0]]]
[['2, k, 0', [0.0142379, -0.404276, 1.0]], ['2, k, 1', [0.0357444, -0.122326, 1.0]], ['2, k, 2', [0.050952, 0.155066, 1.0]], ['2, k, 3', [0.0895394, 0.272147, 1.0]], ['2, k, 4', [-0.0685111, 0.0927434, 1.0]], ['2, k, 5', [-0.247972, 0.0494748, 1.0]], ['2, k, 6', [-0.111267, -0.125341, 1.0]], ['2, k, 7', [-0.130938, -0.136315, 1.0]], ['2, k, 8', [0.185435, 0.093781, 1.0]], ['2, k, 9', [0.265253, -0.0175842, 1.0]], ['2, k, 10', [0.135458, 0.0883435, 1.0]], ['2, k, 11', [0.0958271, 0.132392, 1.0]], ['2, k, 12', [-0.0376159, -0.396809, 1.0]], ['2, k, 13', [-0.0863718, -0.794032, 1.0]], ['2, k, 14', [-0.0689428, -1.1452, 1.0]], ['2, k, 15', [-0.13269, -1.19531, 1.0]], ['2, k, 16', [0.0658292, -0.403073, 1.0]], ['2, k, 17', [0.114913, -0.788333, 1.0]], ['2, k, 18', [0.141352, -1.14791, 1.0]], ['2, k, 19', [0.154464, -1.191, 1.0]], ['2, k, 20', [0.0475324, 0.0859498, 1.0]], ['2, k, 21', [-0.126101, -0.135736, 1.0]], ['2, k, 22', [-0.123822, -0.130505, 1.0]], ['2, k, 23', [0.042891, 0.171345, 1.0]], ['2, k, 24', [0.0868791, 0.0903234, 1.0]]]
[['2, k, 0', [0.0149013, -0.406493, 1.0]], ['2, k, 1', [0.034821, -0.122877, 1.0]], ['2, k, 2', [0.049237, 0.155059, 1.0]], ['2, k, 3', [0.0840664, 0.273765, 1.0]], ['2, k, 4', [-0.0858988, 0.102343, 1.0]], ['2, k, 5', [-0.250225, 0.0454144, 1.0]], ['2, k, 6', [-0.119528, -0.134206, 1.0]], ['2, k, 7', [-0.0762402, -0.19403, 1.0]], ['2, k, 8', [0.18288, 0.0939439, 1.0]], ['2, k, 9', [0.280133, -0.00984815, 1.0]], ['2, k, 10', [0.150309, 0.0960438, 1.0]], ['2, k, 11', [0.111332, 0.136581, 1.0]], ['2, k, 12', [-0.0377988, -0.401155, 1.0]], ['2, k, 13', [-0.0860341, -0.812608, 1.0]], ['2, k, 14', [-0.0697175, -1.14663, 1.0]], ['2, k, 15', [-0.134404, -1.19768, 1.0]], ['2, k, 16', [0.0665336, -0.403933, 1.0]], ['2, k, 17', [0.118171, -0.787301, 1.0]], ['2, k, 18', [0.140743, -1.14649, 1.0]], ['2, k, 19', [0.143749, -1.18908, 1.0]], ['2, k, 20', [0.0460763, 0.0858651, 1.0]], ['2, k, 21', [-0.0715737, -0.193296, 1.0]], ['2, k, 22', [-0.068693, -0.187995, 1.0]], ['2, k, 23', [0.0537007, 0.174025, 1.0]], ['2, k, 24', [0.0958667, 0.09733, 1.0]]]
[['2, k, 0', [0.0168461, -0.402367, 1.0]], ['2, k, 1', [0.0339609, -0.12154, 1.0]], ['2, k, 2', [0.0463489, 0.156153, 1.0]], ['2, k, 3', [0.0767218, 0.273418, 1.0]], ['2, k, 4', [-0.121018, 0.107317, 1.0]], ['2, k, 5', [-0.265296, 0.032993, 1.0]], ['2, k, 6', [-0.122093, -0.134582, 1.0]], ['2, k, 7', [-0.0746493, -0.190408, 1.0]], ['2, k, 8', [0.183563, 0.094716, 1.0]], ['2, k, 9', [0.296158, 0.00175624, 1.0]], ['2, k, 10', [0.16629, 0.107612, 1.0]], ['2, k, 11', [0.136135, 0.140331, 1.0]], ['2, k, 12', [-0.035497, -0.397531, 1.0]], ['2, k, 13', [-0.0804915, -0.789382, 1.0]], ['2, k, 14', [-0.0690807, -1.14827, 1.0]], ['2, k, 15', [-0.134542, -1.19738, 1.0]], ['2, k, 16', [0.0682188, -0.399561, 1.0]], ['2, k, 17', [0.118158, -0.787503, 1.0]], ['2, k, 18', [0.139506, -1.14827, 1.0]], ['2, k, 19', [0.145926, -1.22951, 1.0]], ['2, k, 20', [0.043741, 0.0871724, 1.0]], ['2, k, 21', [-0.0699872, -0.189684, 1.0]], ['2, k, 22', [-0.0679768, -0.186365, 1.0]], ['2, k, 23', [0.0634035, 0.173811, 1.0]], ['2, k, 24', [0.115876, 0.104036, 1.0]]]
[['2, k, 0', [0.0191674, -0.402864, 1.0]], ['2, k, 1', [0.0331752, -0.123361, 1.0]], ['2, k, 2', [0.0431523, 0.15185, 1.0]], ['2, k, 3', [0.0675827, 0.269162, 1.0]], ['2, k, 4', [-0.115392, 0.10751, 1.0]], ['2, k, 5', [-0.23255, 0.00165225, 1.0]], ['2, k, 6', [-0.0904778, -0.169112, 1.0]], ['2, k, 7', [-0.0433782, -0.226031, 1.0]], ['2, k, 8', [0.182159, 0.0941448, 1.0]], ['2, k, 9', [0.297144, 0.00243361, 1.0]], ['2, k, 10', [0.167301, 0.108265, 1.0]], ['2, k, 11', [0.135571, 0.140329, 1.0]], ['2, k, 12', [-0.0340861, -0.397842, 1.0]], ['2, k, 13', [-0.0806674, -0.787326, 1.0]], ['2, k, 14', [-0.0691558, -1.14815, 1.0]], ['2, k, 15', [-0.0837728, -1.22886, 1.0]], ['2, k, 16', [0.0714628, -0.399934, 1.0]], ['2, k, 17', [0.123512, -0.786019, 1.0]], ['2, k, 18', [0.138639, -1.14622, 1.0]], ['2, k, 19', [0.138088, -1.22886, 1.0]], ['2, k, 20', [0.0412972, 0.0839194, 1.0]], ['2, k, 21', [-0.0388078, -0.225211, 1.0]], ['2, k, 22', [-0.0360525, -0.219796, 1.0]], ['2, k, 23', [0.0639038, 0.166748, 1.0]], ['2, k, 24', [0.107131, 0.102842, 1.0]]]
[['2, k, 0', [0.0203472, -0.403406, 1.0]], ['2, k, 1', [0.0330853, -0.123327, 1.0]], ['2, k, 2', [0.041379, 0.152893, 1.0]], ['2, k, 3', [0.0594195, 0.269112, 1.0]], ['2, k, 4', [-0.114236, 0.106015, 1.0]], ['2, k, 5', [-0.23361, -0.00340556, 1.0]], ['2, k, 6', [-0.101183, -0.181444, 1.0]], ['2, k, 7', [-0.0573016, -0.240791, 1.0]], ['2, k, 8', [0.181231, 0.0939769, 1.0]], ['2, k, 9', [0.29754, 0.00287135, 1.0]], ['2, k, 10', [0.167717, 0.108684, 1.0]], ['2, k, 11', [0.137656, 0.142129, 1.0]], ['2, k, 12', [-0.0328688, -0.398527, 1.0]], ['2, k, 13', [-0.0787533, -0.785472, 1.0]], ['2, k, 14', [-0.0704925, -1.15219, 1.0]], ['2, k, 15', [-0.161377, -1.20215, 1.0]], ['2, k, 16', [0.0725662, -0.400173, 1.0]], ['2, k, 17', [0.127644, -0.782826, 1.0]], ['2, k, 18', [0.137191, -1.14656, 1.0]], ['2, k, 19', [0.127853, -1.18838, 1.0]], ['2, k, 20', [0.0399108, 0.0845734, 1.0]], ['2, k, 21', [-0.0526928, -0.239934, 1.0]], ['2, k, 22', [-0.0498869, -0.234472, 1.0]], ['2, k, 23', [0.0769585, 0.184047, 1.0]], ['2, k, 24', [0.141129, 0.10639, 1.0]]]
[['2, k, 0', [0.0264977, -0.401773, 1.0]], ['2, k, 1', [0.0333216, -0.122775, 1.0]], ['2, k, 2', [0.0396523, 0.153775, 1.0]], ['2, k, 3', [0.0552997, 0.268337, 1.0]], ['2, k, 4', [-0.113436, 0.10514, 1.0]], ['2, k, 5', [-0.233037, -0.0106586, 1.0]], ['2, k, 6', [-0.096081, -0.18549, 1.0]], ['2, k, 7', [-0.0506881, -0.243777, 1.0]], ['2, k, 8', [0.181824, 0.0934563, 1.0]], ['2, k, 9', [0.293487, 0.00999187, 1.0]], ['2, k, 10', [0.163696, 0.115763, 1.0]], ['2, k, 11', [0.132122, 0.14328, 1.0]], ['2, k, 12', [-0.0254905, -0.397063, 1.0]], ['2, k, 13', [-0.0736999, -0.782098, 1.0]], ['2, k, 14', [-0.071649, -1.15415, 1.0]], ['2, k, 15', [-0.0700796, -1.23318, 1.0]], ['2, k, 16', [0.0780092, -0.398264, 1.0]], ['2, k, 17', [0.12995, -0.780745, 1.0]], ['2, k, 18', [0.136228, -1.14665, 1.0]], ['2, k, 19', [0.127572, -1.18826, 1.0]], ['2, k, 20', [0.0388398, 0.0853076, 1.0]], ['2, k, 21', [-0.0460978, -0.24291, 1.0]], ['2, k, 22', [-0.0434898, -0.236583, 1.0]], ['2, k, 23', [0.0768645, 0.190481, 1.0]], ['2, k, 24', [0.140295, 0.105696, 1.0]]]
[['2, k, 0', [0.0356325, -0.401761, 1.0]], ['2, k, 1', [0.0341556, -0.122861, 1.0]], ['2, k, 2', [0.0379424, 0.153007, 1.0]], ['2, k, 3', [0.0476965, 0.266532, 1.0]], ['2, k, 4', [-0.112043, 0.10188, 1.0]], ['2, k, 5', [-0.232609, -0.016182, 1.0]], ['2, k, 6', [-0.0939605, -0.189673, 1.0]], ['2, k, 7', [-0.0480025, -0.24752, 1.0]], ['2, k, 8', [0.186521, 0.0983435, 1.0]], ['2, k, 9', [0.293093, 0.0116521, 1.0]], ['2, k, 10', [0.163302, 0.117419, 1.0]], ['2, k, 11', [0.129285, 0.146328, 1.0]], ['2, k, 12', [-0.0173552, -0.397985, 1.0]], ['2, k, 13', [-0.0690682, -0.823875, 1.0]], ['2, k, 14', [-0.0724859, -1.1593, 1.0]], ['2, k, 15', [-0.066958, -1.23569, 1.0]], ['2, k, 16', [0.0879497, -0.397114, 1.0]], ['2, k, 17', [0.134172, -0.775203, 1.0]], ['2, k, 18', [0.135782, -1.14407, 1.0]], ['2, k, 19', [0.121083, -1.22552, 1.0]], ['2, k, 20', [0.0380176, 0.0848512, 1.0]], ['2, k, 21', [-0.0434197, -0.246643, 1.0]], ['2, k, 22', [-0.040648, -0.241153, 1.0]], ['2, k, 23', [0.0663931, 0.187776, 1.0]], ['2, k, 24', [0.149882, 0.105821, 1.0]]]
[['2, k, 0', [0.0401258, -0.400865, 1.0]], ['2, k, 1', [0.035122, -0.122763, 1.0]], ['2, k, 2', [0.0370254, 0.152522, 1.0]], ['2, k, 3', [0.0410466, 0.267488, 1.0]], ['2, k, 4', [-0.112034, 0.101137, 1.0]], ['2, k, 5', [-0.226419, -0.0276904, 1.0]], ['2, k, 6', [-0.0877581, -0.201114, 1.0]], ['2, k, 7', [-0.0417894, -0.258951, 1.0]], ['2, k, 8', [0.186371, 0.0982775, 1.0]], ['2, k, 9', [0.291924, 0.0122339, 1.0]], ['2, k, 10', [0.162133, 0.118001, 1.0]], ['2, k, 11', [0.130843, 0.145492, 1.0]], ['2, k, 12', [-0.0122728, -0.397662, 1.0]], ['2, k, 13', [-0.0640687, -0.807935, 1.0]], ['2, k, 14', [-0.0697813, -1.16236, 1.0]], ['2, k, 15', [-0.12645, -1.20291, 1.0]], ['2, k, 16', [0.0920636, -0.395655, 1.0]], ['2, k, 17', [0.140279, -0.77754, 1.0]], ['2, k, 18', [0.13432, -1.1441, 1.0]], ['2, k, 19', [0.128269, -1.22662, 1.0]], ['2, k, 20', [0.0375906, 0.0845842, 1.0]], ['2, k, 21', [-0.0372244, -0.258042, 1.0]], ['2, k, 22', [-0.034476, -0.25251, 1.0]], ['2, k, 23', [0.0724604, 0.194265, 1.0]], ['2, k, 24', [0.134886, 0.133392, 1.0]]]
[['2, k, 0', [0.0497856, -0.400347, 1.0]], ['2, k, 1', [0.037117, -0.122586, 1.0]], ['2, k, 2', [0.0355807, 0.152293, 1.0]], ['2, k, 3', [0.035982, 0.266903, 1.0]], ['2, k, 4', [-0.117151, 0.0961954, 1.0]], ['2, k, 5', [-0.218828, -0.0356962, 1.0]], ['2, k, 6', [-0.0795236, -0.208565, 1.0]], ['2, k, 7', [-0.033332, -0.266226, 1.0]], ['2, k, 8', [0.185377, 0.0982774, 1.0]], ['2, k, 9', [0.292354, 0.0128888, 1.0]], ['2, k, 10', [0.162561, 0.118654, 1.0]], ['2, k, 11', [0.127468, 0.145633, 1.0]], ['2, k, 12', [-0.00109405, -0.397789, 1.0]], ['2, k, 13', [-0.0621429, -0.816093, 1.0]], ['2, k, 14', [-0.0728765, -1.16253, 1.0]], ['2, k, 15', [-0.0777505, -1.23581, 1.0]], ['2, k, 16', [0.100203, -0.394613, 1.0]], ['2, k, 17', [0.148322, -0.780994, 1.0]], ['2, k, 18', [0.136309, -1.1433, 1.0]], ['2, k, 19', [0.13061, -1.18501, 1.0]], ['2, k, 20', [0.0371235, 0.0844858, 1.0]], ['2, k, 21', [-0.028791, -0.265295, 1.0]], ['2, k, 22', [-0.026074, -0.259735, 1.0]], ['2, k, 23', [0.0704308, 0.195738, 1.0]], ['2, k, 24', [0.135534, 0.106081, 1.0]]]
[['2, k, 0', [0.0594589, -0.401095, 1.0]], ['2, k, 1', [0.0403227, -0.123063, 1.0]], ['2, k, 2', [0.0343589, 0.151604, 1.0]], ['2, k, 3', [0.0312677, 0.267335, 1.0]], ['2, k, 4', [-0.115184, 0.0897634, 1.0]], ['2, k, 5', [-0.218476, -0.0356514, 1.0]], ['2, k, 6', [-0.0787585, -0.208186, 1.0]], ['2, k, 7', [-0.103547, -0.280931, 1.0]], ['2, k, 8', [0.183897, 0.0984762, 1.0]], ['2, k, 9', [0.292309, 0.0124814, 1.0]], ['2, k, 10', [0.162514, 0.118249, 1.0]], ['2, k, 11', [0.127477, 0.145392, 1.0]], ['2, k, 12', [0.00892755, -0.39887, 1.0]], ['2, k, 13', [-0.0561093, -0.809959, 1.0]], ['2, k, 14', [-0.0744082, -1.16057, 1.0]], ['2, k, 15', [-0.0506481, -1.22894, 1.0]], ['2, k, 16', [0.108842, -0.394969, 1.0]], ['2, k, 17', [0.162617, -0.828545, 1.0]], ['2, k, 18', [0.138651, -1.14958, 1.0]], ['2, k, 19', [0.127147, -1.23134, 1.0]], ['2, k, 20', [0.0367958, 0.084113, 1.0]], ['2, k, 21', [-0.103167, -0.288682, 1.0]], ['2, k, 22', [-0.0958157, -0.274312, 1.0]], ['2, k, 23', [0.0634092, 0.191664, 1.0]], ['2, k, 24', [0.0849039, 0.124162, 1.0]]]
[['2, k, 0', [0.0705312, -0.403214, 1.0]], ['2, k, 1', [0.0440932, -0.123796, 1.0]], ['2, k, 2', [0.0327566, 0.151182, 1.0]], ['2, k, 3', [0.0276947, 0.265582, 1.0]], ['2, k, 4', [-0.115142, 0.0869441, 1.0]], ['2, k, 5', [-0.20922, -0.0450372, 1.0]], ['2, k, 6', [-0.0734277, -0.22053, 1.0]], ['2, k, 7', [-0.094912, -0.281456, 1.0]], ['2, k, 8', [0.186678, 0.0983747, 1.0]], ['2, k, 9', [0.296209, 0.011219, 1.0]], ['2, k, 10', [0.167007, 0.116345, 1.0]], ['2, k, 11', [0.170972, 0.128363, 1.0]], ['2, k, 12', [0.0185688, -0.401514, 1.0]], ['2, k, 13', [-0.0536123, -0.808766, 1.0]], ['2, k, 14', [-0.0755702, -1.16033, 1.0]], ['2, k, 15', [-0.0490505, -1.228, 1.0]], ['2, k, 16', [0.121562, -0.396421, 1.0]], ['2, k, 17', [0.165856, -0.777707, 1.0]], ['2, k, 18', [0.144351, -1.13659, 1.0]], ['2, k, 19', [0.141707, -1.17875, 1.0]], ['2, k, 20', [0.0363957, 0.0838256, 1.0]], ['2, k, 21', [-0.094446, -0.288867, 1.0]], ['2, k, 22', [-0.0947089, -0.277737, 1.0]], ['2, k, 23', [0.120514, 0.105842, 1.0]], ['2, k, 24', [0.179589, 0.0790412, 1.0]]]
[['2, k, 0', [0.076266, -0.405803, 1.0]], ['2, k, 1', [0.050571, -0.127797, 1.0]], ['2, k, 2', [0.034444, 0.14549, 1.0]], ['2, k, 3', [0.0263926, 0.263466, 1.0]], ['2, k, 4', [-0.1152, 0.0842169, 1.0]], ['2, k, 5', [-0.207051, -0.045873, 1.0]], ['2, k, 6', [-0.0725169, -0.222275, 1.0]], ['2, k, 7', [-0.0904399, -0.287907, 1.0]], ['2, k, 8', [0.183794, 0.0974502, 1.0]], ['2, k, 9', [0.295777, 0.0133987, 1.0]], ['2, k, 10', [0.166362, 0.118591, 1.0]], ['2, k, 11', [0.168473, 0.131568, 1.0]], ['2, k, 12', [0.0239464, -0.404271, 1.0]], ['2, k, 13', [-0.0517599, -0.80764, 1.0]], ['2, k, 14', [-0.0759575, -1.16749, 1.0]], ['2, k, 15', [-0.0903025, -1.24438, 1.0]], ['2, k, 16', [0.12714, -0.398712, 1.0]], ['2, k, 17', [0.171391, -0.835439, 1.0]], ['2, k, 18', [0.142951, -1.14724, 1.0]], ['2, k, 19', [0.109374, -1.22409, 1.0]], ['2, k, 20', [0.0387375, 0.0787905, 1.0]], ['2, k, 21', [-0.0900803, -0.302127, 1.0]], ['2, k, 22', [-0.0933301, -0.277495, 1.0]], ['2, k, 23', [0.121475, 0.108168, 1.0]], ['2, k, 24', [0.173857, 0.0906945, 1.0]]]
[['2, k, 0', [0.0832164, -0.409994, 1.0]], ['2, k, 1', [0.0541005, -0.128985, 1.0]], ['2, k, 2', [0.034437, 0.145515, 1.0]], ['2, k, 3', [0.0256361, 0.260985, 1.0]], ['2, k, 4', [-0.115102, 0.0832736, 1.0]], ['2, k, 5', [-0.207989, -0.0452614, 1.0]], ['2, k, 6', [-0.0719806, -0.220425, 1.0]], ['2, k, 7', [-0.0857644, -0.282118, 1.0]], ['2, k, 8', [0.180658, 0.0935617, 1.0]], ['2, k, 9', [0.294574, 0.0127439, 1.0]], ['2, k, 10', [0.165004, 0.118052, 1.0]], ['2, k, 11', [0.128632, 0.142267, 1.0]], ['2, k, 12', [0.0309693, -0.40973, 1.0]], ['2, k, 13', [-0.0467884, -0.821678, 1.0]], ['2, k, 14', [-0.0745261, -1.16017, 1.0]], ['2, k, 15', [-0.0865417, -1.23889, 1.0]], ['2, k, 16', [0.13386, -0.401646, 1.0]], ['2, k, 17', [0.179004, -0.78897, 1.0]], ['2, k, 18', [0.14618, -1.14671, 1.0]], ['2, k, 19', [0.190094, -1.19861, 1.0]], ['2, k, 20', [0.0388892, 0.0787091, 1.0]], ['2, k, 21', [-0.080924, -0.292025, 1.0]], ['2, k, 22', [-0.0805662, -0.282033, 1.0]], ['2, k, 23', [0.0598848, 0.182716, 1.0]], ['2, k, 24', [0.138842, 0.104401, 1.0]]]
[['2, k, 0', [0.0918705, -0.411007, 1.0]], ['2, k, 1', [0.0588243, -0.130885, 1.0]], ['2, k, 2', [0.0347177, 0.143987, 1.0]], ['2, k, 3', [0.0236869, 0.255897, 1.0]], ['2, k, 4', [-0.112841, 0.0852821, 1.0]], ['2, k, 5', [-0.243527, -0.0284761, 1.0]], ['2, k, 6', [-0.0764259, -0.173633, 1.0]], ['2, k, 7', [-0.0813455, -0.277368, 1.0]], ['2, k, 8', [0.179117, 0.0904411, 1.0]], ['2, k, 9', [0.292888, 0.0135012, 1.0]], ['2, k, 10', [0.163228, 0.118945, 1.0]], ['2, k, 11', [0.132122, 0.142093, 1.0]], ['2, k, 12', [0.0399551, -0.410993, 1.0]], ['2, k, 13', [-0.0390032, -0.809408, 1.0]], ['2, k, 14', [-0.0689558, -1.15362, 1.0]], ['2, k, 15', [-0.0716434, -1.19724, 1.0]], ['2, k, 16', [0.141876, -0.402432, 1.0]], ['2, k, 17', [0.180001, -0.784793, 1.0]], ['2, k, 18', [0.132174, -1.14645, 1.0]], ['2, k, 19', [0.182967, -1.19249, 1.0]], ['2, k, 20', [0.0398958, 0.077066, 1.0]], ['2, k, 21', [-0.0677095, -0.278532, 1.0]], ['2, k, 22', [-0.0513351, -0.260124, 1.0]], ['2, k, 23', [0.0598251, 0.182534, 1.0]], ['2, k, 24', [0.144327, 0.10452, 1.0]]]
[['2, k, 0', [0.101197, -0.419118, 1.0]], ['2, k, 1', [0.0632961, -0.134524, 1.0]], ['2, k, 2', [0.0347397, 0.142802, 1.0]], ['2, k, 3', [0.0204978, 0.250489, 1.0]], ['2, k, 4', [-0.105055, 0.0659797, 1.0]], ['2, k, 5', [-0.207296, -0.0494701, 1.0]], ['2, k, 6', [-0.0377262, -0.194268, 1.0]], ['2, k, 7', [0.0185687, -0.242591, 1.0]], ['2, k, 8', [0.150217, 0.053928, 1.0]], ['2, k, 9', [0.289245, 0.0133078, 1.0]], ['2, k, 10', [0.159466, 0.119065, 1.0]], ['2, k, 11', [0.127124, 0.142134, 1.0]], ['2, k, 12', [0.0496902, -0.421228, 1.0]], ['2, k, 13', [-0.0365141, -0.807236, 1.0]], ['2, k, 14', [-0.0667559, -1.15233, 1.0]], ['2, k, 15', [-0.0832143, -1.19727, 1.0]], ['2, k, 16', [0.150652, -0.408519, 1.0]], ['2, k, 17', [0.182692, -0.788693, 1.0]], ['2, k, 18', [0.13855, -1.15469, 1.0]], ['2, k, 19', [0.120219, -1.1997, 1.0]], ['2, k, 20', [0.0407127, 0.0754974, 1.0]], ['2, k, 21', [0.0319155, -0.24386, 1.0]], ['2, k, 22', [0.0479106, -0.225592, 1.0]], ['2, k, 23', [0.0680151, 0.190596, 1.0]], ['2, k, 24', [0.139335, 0.10309, 1.0]]]
