[['2, k, 0', [0.04409565, 0.01674226, 1.0]], ['2, k, 1', [0.04101397, 0.326719, 1.0]], ['2, k, 2', [0.03935456, 0.6229622, 1.0]], ['2, k, 3', [0.02466569, 0.7471285, 1.0]], ['2, k, 4', [-0.1195526, 0.5024073, 1.0]], ['2, k, 5', [-0.1653536, 0.2558371, 1.0]], ['2, k, 6', [-0.1454548, 0.03538229, 1.0]], ['2, k, 7', [-0.1270538, -0.03674633, 1.0]], ['2, k, 8', [0.2001964, 0.5343179, 1.0]], ['2, k, 9', [0.2570538, 0.2863731, 1.0]], ['2, k, 10', [0.2824628, 0.07812571, 1.0]], ['2, k, 11', [0.2854923, 0.03542393, 1.0]], ['2, k, 12', [-0.0296881, 0.01401929, 1.0]], ['2, k, 13', [-0.05098213, -0.3772196, 1.0]], ['2, k, 14', [-0.05435352, -0.6965316, 1.0]], ['2, k, 15', [-0.07179352, -0.7534164, 1.0]], ['2, k, 16', [0.1162384, 0.01878793, 1.0]], ['2, k, 17', [0.1432752, -0.3894989, 1.0]], ['2, k, 18', [0.1928835, -0.6866869, 1.0]], ['2, k, 19', [0.2546402, -0.728295, 1.0]], ['2, k, 20', [0.03948135, 0.5508431, 1.0]], ['2, k, 21', [-0.1075574, -0.1086827, 1.0]], ['2, k, 22', [-0.1440589, -0.05375248, 1.0]], ['2, k, 23', [0.2953777, -0.04417173, 1.0]], ['2, k, 24', [0.3079942, 0.01318682, 1.0]]]
[['2, k, 0', [0.03237512, 0.0375329, 1.0]], ['2, k, 1', [0.03034554, 0.3398493, 1.0]], ['2, k, 2', [0.0280795, 0.6296083, 1.0]], ['2, k, 3', [0.03141459, 0.7486686, 1.0]], ['2, k, 4', [-0.07706299, 0.5406974, 1.0]], ['2, k, 5', [-0.1424393, 0.6231228, 1.0]], ['2, k, 6', [-0.184061, 0.6577548, 1.0]], ['2, k, 7', [-0.182827, 0.6756192, 1.0]], ['2, k, 8', [0.2039315, 0.544659, 1.0]], ['2, k, 9', [0.2528845, 0.2995567, 1.0]], ['2, k, 10', [0.2613543, 0.09411496, 1.0]], ['2, k, 11', [0.2662, 0.04111817, 1.0]], ['2, k, 12', [-0.03893758, 0.04016875, 1.0]], ['2, k, 13', [-0.06120237, -0.3657057, 1.0]], ['2, k, 14', [-0.05734552, -0.714283, 1.0]], ['2, k, 15', [-0.0780386, -0.7576835, 1.0]], ['2, k, 16', [0.1029467, 0.03403115, 1.0]], ['2, k, 17', [0.1407042, -0.3820513, 1.0]], ['2, k, 18', [0.2000987, -0.6868927, 1.0]], ['2, k, 19', [0.2502413, -0.7341727, 1.0]], ['2, k, 20', [0.02874446, 0.5589979, 1.0]], ['2, k, 21', [-0.1641319, 0.7015582, 1.0]], ['2, k, 22', [-0.1105196, 0.6748388, 1.0]], ['2, k, 23', [0.2841863, -0.03952078, 1.0]], ['2, k, 24', [0.23558, 0.03725591, 1.0]]]
[['2, k, 0', [0.03434095, 0.03864654, 1.0]], ['2, k, 1', [0.03165853, 0.3414831, 1.0]], ['2, k, 2', [0.02899059, 0.6317548, 1.0]], ['2, k, 3', [0.03244465, 0.7497179, 1.0]], ['2, k, 4', [-0.07686412, 0.5422663, 1.0]], ['2, k, 5', [-0.1599747, 0.5987315, 1.0]], ['2, k, 6', [-0.1900202, 0.6364068, 1.0]], ['2, k, 7', [-0.1910053, 0.6474479, 1.0]], ['2, k, 8', [0.2053756, 0.5453279, 1.0]], ['2, k, 9', [0.2528495, 0.2991166, 1.0]], ['2, k, 10', [0.2616355, 0.0937049, 1.0]], ['2, k, 11', [0.2674534, 0.04056628, 1.0]], ['2, k, 12', [-0.03767387, 0.04140346, 1.0]], ['2, k, 13', [-0.06079718, -0.365686, 1.0]], ['2, k, 14', [-0.05824035, -0.7113161, 1.0]], ['2, k, 15', [-0.07710604, -0.7557793, 1.0]], ['2, k, 16', [0.1053845, 0.03487993, 1.0]], ['2, k, 17', [0.1395341, -0.3808481, 1.0]], ['2, k, 18', [0.2002193, -0.6874658, 1.0]], ['2, k, 19', [0.250273, -0.7343079, 1.0]], ['2, k, 20', [0.02972688, 0.5610049, 1.0]], ['2, k, 21', [-0.1657177, 0.6755365, 1.0]], ['2, k, 22', [-0.1276131, 0.6244873, 1.0]], ['2, k, 23', [0.2852799, -0.03926729, 1.0]], ['2, k, 24', [0.2355466, 0.03011295, 1.0]]]
[['2, k, 0', [0.03555746, 0.03878747, 1.0]], ['2, k, 1', [0.03272978, 0.3423437, 1.0]], ['2, k, 2', [0.03008331, 0.6334491, 1.0]], ['2, k, 3', [0.03370574, 0.7510735, 1.0]], ['2, k, 4', [-0.07637748, 0.5430548, 1.0]], ['2, k, 5', [-0.1559733, 0.5759465, 1.0]], ['2, k, 6', [-0.1933607, 0.5959331, 1.0]], ['2, k, 7', [-0.1987813, 0.6143823, 1.0]], ['2, k, 8', [0.2075568, 0.5458803, 1.0]], ['2, k, 9', [0.2529591, 0.2987593, 1.0]], ['2, k, 10', [0.2616061, 0.09343347, 1.0]], ['2, k, 11', [0.2666816, 0.03972672, 1.0]], ['2, k, 12', [-0.03672673, 0.04164637, 1.0]], ['2, k, 13', [-0.05922707, -0.3676591, 1.0]], ['2, k, 14', [-0.0560927, -0.7068149, 1.0]], ['2, k, 15', [-0.07593584, -0.7509105, 1.0]], ['2, k, 16', [0.1067454, 0.03485535, 1.0]], ['2, k, 17', [0.1392332, -0.3809523, 1.0]], ['2, k, 18', [0.2007489, -0.6874509, 1.0]], ['2, k, 19', [0.2503976, -0.7346484, 1.0]], ['2, k, 20', [0.03079409, 0.5624683, 1.0]], ['2, k, 21', [-0.1699436, 0.6481838, 1.0]], ['2, k, 22', [-0.1339277, 0.5871348, 1.0]], ['2, k, 23', [0.2848213, -0.03720572, 1.0]], ['2, k, 24', [0.2341124, 0.03792869, 1.0]]]
[['2, k, 0', [0.03666763, 0.03779278, 1.0]], ['2, k, 1', [0.03360549, 0.3425199, 1.0]], ['2, k, 2', [0.03100763, 0.6343905, 1.0]], ['2, k, 3', [0.03641949, 0.7524448, 1.0]], ['2, k, 4', [-0.07638709, 0.5430433, 1.0]], ['2, k, 5', [-0.1680205, 0.5207886, 1.0]], ['2, k, 6', [-0.2126745, 0.5130011, 1.0]], ['2, k, 7', [-0.2213346, 0.5304011, 1.0]], ['2, k, 8', [0.2101385, 0.5448401, 1.0]], ['2, k, 9', [0.252916, 0.2975592, 1.0]], ['2, k, 10', [0.2615557, 0.09236886, 1.0]], ['2, k, 11', [0.2660381, 0.03855279, 1.0]], ['2, k, 12', [-0.03583255, 0.04057326, 1.0]], ['2, k, 13', [-0.05782035, -0.3688675, 1.0]], ['2, k, 14', [-0.05606797, -0.7103647, 1.0]], ['2, k, 15', [-0.07616919, -0.7524305, 1.0]], ['2, k, 16', [0.1079024, 0.03390513, 1.0]], ['2, k, 17', [0.1401658, -0.3810753, 1.0]], ['2, k, 18', [0.1983052, -0.6855607, 1.0]], ['2, k, 19', [0.2488339, -0.7328925, 1.0]], ['2, k, 20', [0.0316602, 0.5631974, 1.0]], ['2, k, 21', [-0.1906782, 0.5501856, 1.0]], ['2, k, 22', [-0.1556142, 0.4922275, 1.0]], ['2, k, 23', [0.2836773, -0.04046693, 1.0]], ['2, k, 24', [0.2350584, 0.02928157, 1.0]]]
[['2, k, 0', [0.03799315, 0.03717247, 1.0]], ['2, k, 1', [0.03440077, 0.3427035, 1.0]], ['2, k, 2', [0.03137818, 0.6348607, 1.0]], ['2, k, 3', [0.03853133, 0.7539065, 1.0]], ['2, k, 4', [-0.07664082, 0.5425324, 1.0]], ['2, k, 5', [-0.1608974, 0.4883432, 1.0]], ['2, k, 6', [-0.2332554, 0.453716, 1.0]], ['2, k, 7', [-0.2337138, 0.4815681, 1.0]], ['2, k, 8', [0.2108352, 0.5451022, 1.0]], ['2, k, 9', [0.2528768, 0.2962204, 1.0]], ['2, k, 10', [0.2615955, 0.0909926, 1.0]], ['2, k, 11', [0.2662952, 0.04056563, 1.0]], ['2, k, 12', [-0.0344373, 0.03999594, 1.0]], ['2, k, 13', [-0.05729337, -0.3744975, 1.0]], ['2, k, 14', [-0.0560768, -0.710325, 1.0]], ['2, k, 15', [-0.07710811, -0.7526919, 1.0]], ['2, k, 16', [0.1090254, 0.03322975, 1.0]], ['2, k, 17', [0.1407709, -0.3811353, 1.0]], ['2, k, 18', [0.1982628, -0.6855366, 1.0]], ['2, k, 19', [0.249121, -0.7328866, 1.0]], ['2, k, 20', [0.03210539, 0.5636289, 1.0]], ['2, k, 21', [-0.2066818, 0.4988062, 1.0]], ['2, k, 22', [-0.1710372, 0.4503392, 1.0]], ['2, k, 23', [0.2857834, -0.03855691, 1.0]], ['2, k, 24', [0.2339949, 0.03351469, 1.0]]]
[['2, k, 0', [0.03857017, 0.03606885, 1.0]], ['2, k, 1', [0.03928135, 0.3422871, 1.0]], ['2, k, 2', [0.04594238, 0.6362407, 1.0]], ['2, k, 3', [0.03969977, 0.7546118, 1.0]], ['2, k, 4', [-0.07767031, 0.5409985, 1.0]], ['2, k, 5', [-0.15833, 0.4808346, 1.0]], ['2, k, 6', [-0.2136684, 0.4311844, 1.0]], ['2, k, 7', [-0.2424566, 0.4321242, 1.0]], ['2, k, 8', [0.2125702, 0.5442824, 1.0]], ['2, k, 9', [0.2528523, 0.2959695, 1.0]], ['2, k, 10', [0.2610906, 0.09056528, 1.0]], ['2, k, 11', [0.2654543, 0.04038719, 1.0]], ['2, k, 12', [-0.03370097, 0.03903586, 1.0]], ['2, k, 13', [-0.05700935, -0.376083, 1.0]], ['2, k, 14', [-0.05369528, -0.71146, 1.0]], ['2, k, 15', [-0.07710205, -0.7543245, 1.0]], ['2, k, 16', [0.1094165, 0.03198784, 1.0]], ['2, k, 17', [0.1415648, -0.3820525, 1.0]], ['2, k, 18', [0.1978301, -0.685109, 1.0]], ['2, k, 19', [0.2491979, -0.7328196, 1.0]], ['2, k, 20', [0.04373496, 0.5644397, 1.0]], ['2, k, 21', [-0.2268867, 0.4529168, 1.0]], ['2, k, 22', [-0.1816568, 0.4069974, 1.0]], ['2, k, 23', [0.2859103, -0.03909804, 1.0]], ['2, k, 24', [0.2340384, 0.03041822, 1.0]]]
[['2, k, 0', [0.0394833, 0.0341755, 1.0]], ['2, k, 1', [0.04145222, 0.3416352, 1.0]], ['2, k, 2', [0.0476172, 0.6363755, 1.0]], ['2, k, 3', [0.04027679, 0.7546163, 1.0]], ['2, k, 4', [-0.07960495, 0.5359177, 1.0]], ['2, k, 5', [-0.1642755, 0.4497464, 1.0]], ['2, k, 6', [-0.2292312, 0.3901675, 1.0]], ['2, k, 7', [-0.2470648, 0.3782153, 1.0]], ['2, k, 8', [0.2137468, 0.5437179, 1.0]], ['2, k, 9', [0.2527502, 0.2944862, 1.0]], ['2, k, 10', [0.2610188, 0.08893098, 1.0]], ['2, k, 11', [0.2659096, 0.03920764, 1.0]], ['2, k, 12', [-0.03264245, 0.03708292, 1.0]], ['2, k, 13', [-0.05553665, -0.3782721, 1.0]], ['2, k, 14', [-0.053782, -0.7133576, 1.0]], ['2, k, 15', [-0.07703585, -0.7536715, 1.0]], ['2, k, 16', [0.1101367, 0.03017854, 1.0]], ['2, k, 17', [0.141103, -0.382602, 1.0]], ['2, k, 18', [0.1976562, -0.6850914, 1.0]], ['2, k, 19', [0.249101, -0.7328904, 1.0]], ['2, k, 20', [0.04571394, 0.5644508, 1.0]], ['2, k, 21', [-0.2309941, 0.39068, 1.0]], ['2, k, 22', [-0.1830701, 0.3624704, 1.0]], ['2, k, 23', [0.2859568, -0.03854552, 1.0]], ['2, k, 24', [0.2344326, 0.03322475, 1.0]]]
[['2, k, 0', [0.04053736, 0.03263615, 1.0]], ['2, k, 1', [0.04343216, 0.3408362, 1.0]], ['2, k, 2', [0.04915444, 0.6362035, 1.0]], ['2, k, 3', [0.04067951, 0.755142, 1.0]], ['2, k, 4', [-0.08008295, 0.5336367, 1.0]], ['2, k, 5', [-0.191672, 0.386838, 1.0]], ['2, k, 6', [-0.2353384, 0.3368744, 1.0]], ['2, k, 7', [-0.2487684, 0.3239327, 1.0]], ['2, k, 8', [0.2145979, 0.5429363, 1.0]], ['2, k, 9', [0.2527139, 0.2931669, 1.0]], ['2, k, 10', [0.2610388, 0.08740244, 1.0]], ['2, k, 11', [0.2671219, 0.03826883, 1.0]], ['2, k, 12', [-0.03149992, 0.03550899, 1.0]], ['2, k, 13', [-0.05541698, -0.3780217, 1.0]], ['2, k, 14', [-0.05223694, -0.708714, 1.0]], ['2, k, 15', [-0.07488061, -0.7507046, 1.0]], ['2, k, 16', [0.1110484, 0.02869403, 1.0]], ['2, k, 17', [0.1417054, -0.3829525, 1.0]], ['2, k, 18', [0.2072461, -0.6821406, 1.0]], ['2, k, 19', [0.2329267, -0.7355476, 1.0]], ['2, k, 20', [0.04747811, 0.5641669, 1.0]], ['2, k, 21', [-0.2410962, 0.3351592, 1.0]], ['2, k, 22', [-0.1858462, 0.311425, 1.0]], ['2, k, 23', [0.2853198, -0.03870776, 1.0]], ['2, k, 24', [0.240375, -0.01247319, 1.0]]]
[['2, k, 0', [0.04085686, 0.03171176, 1.0]], ['2, k, 1', [0.04430363, 0.3404032, 1.0]], ['2, k, 2', [0.04990423, 0.6361032, 1.0]], ['2, k, 3', [0.04027585, 0.7551683, 1.0]], ['2, k, 4', [-0.0805333, 0.53198, 1.0]], ['2, k, 5', [-0.1816534, 0.3818496, 1.0]], ['2, k, 6', [-0.2382798, 0.2540492, 1.0]], ['2, k, 7', [-0.2426772, 0.2655042, 1.0]], ['2, k, 8', [0.2150269, 0.5428537, 1.0]], ['2, k, 9', [0.2530644, 0.2935858, 1.0]], ['2, k, 10', [0.260934, 0.08722062, 1.0]], ['2, k, 11', [0.2670423, 0.03743751, 1.0]], ['2, k, 12', [-0.03116345, 0.03463803, 1.0]], ['2, k, 13', [-0.05538746, -0.3769715, 1.0]], ['2, k, 14', [-0.05046809, -0.7057503, 1.0]], ['2, k, 15', [-0.07435043, -0.7497581, 1.0]], ['2, k, 16', [0.1113279, 0.02772414, 1.0]], ['2, k, 17', [0.1418246, -0.383013, 1.0]], ['2, k, 18', [0.2044278, -0.6816786, 1.0]], ['2, k, 19', [0.245269, -0.7382747, 1.0]], ['2, k, 20', [0.04831655, 0.5640079, 1.0]], ['2, k, 21', [-0.2449339, 0.2765492, 1.0]], ['2, k, 22', [-0.1842141, 0.2599919, 1.0]], ['2, k, 23', [0.2859465, -0.04133941, 1.0]], ['2, k, 24', [0.2314422, 0.02463514, 1.0]]]
[['2, k, 0', [0.04154152, 0.03065595, 1.0]], ['2, k, 1', [0.04508393, 0.3397437, 1.0]], ['2, k, 2', [0.05029712, 0.635802, 1.0]], ['2, k, 3', [0.03895795, 0.7552259, 1.0]], ['2, k, 4', [-0.08152408, 0.5282118, 1.0]], ['2, k, 5', [-0.1685331, 0.380963, 1.0]], ['2, k, 6', [-0.2230205, 0.2384145, 1.0]], ['2, k, 7', [-0.2337205, 0.2119064, 1.0]], ['2, k, 8', [0.2141988, 0.5427776, 1.0]], ['2, k, 9', [0.253452, 0.2936266, 1.0]], ['2, k, 10', [0.2613756, 0.08708308, 1.0]], ['2, k, 11', [0.2673405, 0.04028369, 1.0]], ['2, k, 12', [-0.03018161, 0.03321048, 1.0]], ['2, k, 13', [-0.05454869, -0.3780651, 1.0]], ['2, k, 14', [-0.04956187, -0.7023948, 1.0]], ['2, k, 15', [-0.07350235, -0.7476346, 1.0]], ['2, k, 16', [0.1117443, 0.02699199, 1.0]], ['2, k, 17', [0.1412104, -0.3843626, 1.0]], ['2, k, 18', [0.1998382, -0.6810975, 1.0]], ['2, k, 19', [0.2445237, -0.7361392, 1.0]], ['2, k, 20', [0.04885406, 0.5636367, 1.0]], ['2, k, 21', [-0.244204, 0.2179154, 1.0]], ['2, k, 22', [-0.172227, 0.2086652, 1.0]], ['2, k, 23', [0.2856649, -0.0387267, 1.0]], ['2, k, 24', [0.2361294, 0.02163078, 1.0]]]
[['2, k, 0', [0.04174763, 0.0299144, 1.0]], ['2, k, 1', [0.04507441, 0.3392904, 1.0]], ['2, k, 2', [0.04949388, 0.6356449, 1.0]], ['2, k, 3', [0.03596237, 0.7550539, 1.0]], ['2, k, 4', [-0.08427631, 0.5246761, 1.0]], ['2, k, 5', [-0.1625383, 0.3645425, 1.0]], ['2, k, 6', [-0.2152571, 0.1974115, 1.0]], ['2, k, 7', [-0.2245407, 0.1660615, 1.0]], ['2, k, 8', [0.213577, 0.5428972, 1.0]], ['2, k, 9', [0.2543133, 0.2937959, 1.0]], ['2, k, 10', [0.2619835, 0.08655024, 1.0]], ['2, k, 11', [0.2676007, 0.03467896, 1.0]], ['2, k, 12', [-0.02984412, 0.03203787, 1.0]], ['2, k, 13', [-0.05455746, -0.3777727, 1.0]], ['2, k, 14', [-0.05097257, -0.7036862, 1.0]], ['2, k, 15', [-0.07335936, -0.748341, 1.0]], ['2, k, 16', [0.1118341, 0.02660053, 1.0]], ['2, k, 17', [0.1413286, -0.3845119, 1.0]], ['2, k, 18', [0.19942, -0.680936, 1.0]], ['2, k, 19', [0.244322, -0.7360096, 1.0]], ['2, k, 20', [0.04834127, 0.5634073, 1.0]], ['2, k, 21', [-0.2448937, 0.1626593, 1.0]], ['2, k, 22', [-0.1727046, 0.1569968, 1.0]], ['2, k, 23', [0.2855497, -0.04291314, 1.0]], ['2, k, 24', [0.2415969, -0.0174479, 1.0]]]
[['2, k, 0', [0.04170375, 0.02845806, 1.0]], ['2, k, 1', [0.04433237, 0.3379702, 1.0]], ['2, k, 2', [0.04716139, 0.6344683, 1.0]], ['2, k, 3', [0.03213361, 0.754395, 1.0]], ['2, k, 4', [-0.09039494, 0.516609, 1.0]], ['2, k, 5', [-0.1573277, 0.3455151, 1.0]], ['2, k, 6', [-0.2087714, 0.1571296, 1.0]], ['2, k, 7', [-0.2144305, 0.1252995, 1.0]], ['2, k, 8', [0.2122631, 0.5430045, 1.0]], ['2, k, 9', [0.2553614, 0.2933802, 1.0]], ['2, k, 10', [0.2619061, 0.08498678, 1.0]], ['2, k, 11', [0.266616, 0.03868073, 1.0]], ['2, k, 12', [-0.02989242, 0.02978171, 1.0]], ['2, k, 13', [-0.05379223, -0.3807058, 1.0]], ['2, k, 14', [-0.04540746, -0.6934083, 1.0]], ['2, k, 15', [-0.07268812, -0.7428141, 1.0]], ['2, k, 16', [0.1117793, 0.02583218, 1.0]], ['2, k, 17', [0.1414834, -0.3845163, 1.0]], ['2, k, 18', [0.2018866, -0.6873126, 1.0]], ['2, k, 19', [0.2494213, -0.7386705, 1.0]], ['2, k, 20', [0.04651146, 0.5622073, 1.0]], ['2, k, 21', [-0.2390718, 0.1062973, 1.0]], ['2, k, 22', [-0.1612141, 0.1138632, 1.0]], ['2, k, 23', [0.2847102, -0.0383323, 1.0]], ['2, k, 24', [0.231821, 0.02964713, 1.0]]]
[['2, k, 0', [0.04189573, 0.02789775, 1.0]], ['2, k, 1', [0.04376329, 0.337031, 1.0]], ['2, k, 2', [0.04478434, 0.6330907, 1.0]], ['2, k, 3', [0.0287295, 0.7539666, 1.0]], ['2, k, 4', [-0.09005979, 0.5174923, 1.0]], ['2, k, 5', [-0.1537572, 0.3222335, 1.0]], ['2, k, 6', [-0.2012504, 0.1295047, 1.0]], ['2, k, 7', [-0.2142394, 0.08504367, 1.0]], ['2, k, 8', [0.2119518, 0.5431646, 1.0]], ['2, k, 9', [0.2553277, 0.2922151, 1.0]], ['2, k, 10', [0.2618966, 0.08314597, 1.0]], ['2, k, 11', [0.2684641, 0.035985, 1.0]], ['2, k, 12', [-0.02971692, 0.02896242, 1.0]], ['2, k, 13', [-0.05473945, -0.3786724, 1.0]], ['2, k, 14', [-0.0455933, -0.6933894, 1.0]], ['2, k, 15', [-0.07283077, -0.7428511, 1.0]], ['2, k, 16', [0.1119622, 0.02554241, 1.0]], ['2, k, 17', [0.1414253, -0.3847288, 1.0]], ['2, k, 18', [0.1990917, -0.6852188, 1.0]], ['2, k, 19', [0.2488145, -0.7377293, 1.0]], ['2, k, 20', [0.0446735, 0.5609593, 1.0]], ['2, k, 21', [-0.2378406, 0.06030538, 1.0]], ['2, k, 22', [-0.1544176, 0.07549775, 1.0]], ['2, k, 23', [0.2830998, -0.04067673, 1.0]], ['2, k, 24', [0.2377916, -0.01246804, 1.0]]]
[['2, k, 0', [0.04133877, 0.02671851, 1.0]], ['2, k, 1', [0.04201774, 0.3355274, 1.0]], ['2, k, 2', [0.04174029, 0.6314643, 1.0]], ['2, k, 3', [0.02413198, 0.7522017, 1.0]], ['2, k, 4', [-0.09092711, 0.5165308, 1.0]], ['2, k, 5', [-0.15343, 0.3186765, 1.0]], ['2, k, 6', [-0.1911207, 0.1134698, 1.0]], ['2, k, 7', [-0.2084089, 0.05078375, 1.0]], ['2, k, 8', [0.2071521, 0.5424671, 1.0]], ['2, k, 9', [0.2558386, 0.2921078, 1.0]], ['2, k, 10', [0.2618762, 0.08316166, 1.0]], ['2, k, 11', [0.2672404, 0.0384491, 1.0]], ['2, k, 12', [-0.03037753, 0.02720835, 1.0]], ['2, k, 13', [-0.05461935, -0.3787092, 1.0]], ['2, k, 14', [-0.0459149, -0.690676, 1.0]], ['2, k, 15', [-0.07227307, -0.7411063, 1.0]], ['2, k, 16', [0.1115181, 0.02491584, 1.0]], ['2, k, 17', [0.1408386, -0.3850763, 1.0]], ['2, k, 18', [0.1912194, -0.6810373, 1.0]], ['2, k, 19', [0.2456458, -0.7328494, 1.0]], ['2, k, 20', [0.04192554, 0.5593607, 1.0]], ['2, k, 21', [-0.2302758, 0.01180047, 1.0]], ['2, k, 22', [-0.1500276, 0.0405293, 1.0]], ['2, k, 23', [0.2901907, -0.03937789, 1.0]], ['2, k, 24', [0.2834162, -0.02440233, 1.0]]]
[['2, k, 0', [0.04131635, 0.02597712, 1.0]], ['2, k, 1', [0.04115142, 0.3345561, 1.0]], ['2, k, 2', [0.03984525, 0.6303061, 1.0]], ['2, k, 3', [0.02042553, 0.7510825, 1.0]], ['2, k, 4', [-0.09214027, 0.5154635, 1.0]], ['2, k, 5', [-0.1551581, 0.2689075, 1.0]], ['2, k, 6', [-0.2010571, 0.0733709, 1.0]], ['2, k, 7', [-0.2128762, 0.0195872, 1.0]], ['2, k, 8', [0.2050716, 0.5425961, 1.0]], ['2, k, 9', [0.2554741, 0.2923032, 1.0]], ['2, k, 10', [0.261724, 0.08261418, 1.0]], ['2, k, 11', [0.2680428, 0.03782735, 1.0]], ['2, k, 12', [-0.03029197, 0.02608896, 1.0]], ['2, k, 13', [-0.05481579, -0.3779022, 1.0]], ['2, k, 14', [-0.04498449, -0.6943464, 1.0]], ['2, k, 15', [-0.0723853, -0.7444767, 1.0]], ['2, k, 16', [0.1114099, 0.02455469, 1.0]], ['2, k, 17', [0.1409006, -0.3853914, 1.0]], ['2, k, 18', [0.1906531, -0.6805907, 1.0]], ['2, k, 19', [0.2451662, -0.731905, 1.0]], ['2, k, 20', [0.04028644, 0.5582578, 1.0]], ['2, k, 21', [-0.2319283, -0.01645382, 1.0]], ['2, k, 22', [-0.1491544, 0.01028177, 1.0]], ['2, k, 23', [0.2842685, -0.03771279, 1.0]], ['2, k, 24', [0.2329329, 0.04059386, 1.0]]]
[['2, k, 0', [0.04072415, 0.02488266, 1.0]], ['2, k, 1', [0.03962833, 0.3335501, 1.0]], ['2, k, 2', [0.03752625, 0.6295025, 1.0]], ['2, k, 3', [0.01670818, 0.7502083, 1.0]], ['2, k, 4', [-0.1020576, 0.5034168, 1.0]], ['2, k, 5', [-0.1542249, 0.2720279, 1.0]], ['2, k, 6', [-0.1984176, 0.06870651, 1.0]], ['2, k, 7', [-0.212687, 0.00340569, 1.0]], ['2, k, 8', [0.2031975, 0.542856, 1.0]], ['2, k, 9', [0.2549669, 0.2926844, 1.0]], ['2, k, 10', [0.2616659, 0.08192727, 1.0]], ['2, k, 11', [0.2671224, 0.03775746, 1.0]], ['2, k, 12', [-0.0309105, 0.02424993, 1.0]], ['2, k, 13', [-0.0552068, -0.3769836, 1.0]], ['2, k, 14', [-0.04396929, -0.6901714, 1.0]], ['2, k, 15', [-0.07088833, -0.742616, 1.0]], ['2, k, 16', [0.110846, 0.0241436, 1.0]], ['2, k, 17', [0.1403438, -0.385875, 1.0]], ['2, k, 18', [0.1920737, -0.6810933, 1.0]], ['2, k, 19', [0.2459797, -0.7326889, 1.0]], ['2, k, 20', [0.03814551, 0.5574067, 1.0]], ['2, k, 21', [-0.23005, -0.04711804, 1.0]], ['2, k, 22', [-0.1512927, -0.01203083, 1.0]], ['2, k, 23', [0.2846479, -0.03910922, 1.0]], ['2, k, 24', [0.234999, 0.02424961, 1.0]]]
[['2, k, 0', [0.04043781, 0.02404272, 1.0]], ['2, k, 1', [0.03856643, 0.3324474, 1.0]], ['2, k, 2', [0.03567111, 0.6281005, 1.0]], ['2, k, 3', [0.01294071, 0.7480294, 1.0]], ['2, k, 4', [-0.1061334, 0.4997531, 1.0]], ['2, k, 5', [-0.1557157, 0.2683694, 1.0]], ['2, k, 6', [-0.2010464, 0.0586368, 1.0]], ['2, k, 7', [-0.2186655, -0.01956477, 1.0]], ['2, k, 8', [0.2008655, 0.5423401, 1.0]], ['2, k, 9', [0.2538842, 0.2924389, 1.0]], ['2, k, 10', [0.2617117, 0.08112545, 1.0]], ['2, k, 11', [0.2680355, 0.03514593, 1.0]], ['2, k, 12', [-0.03111959, 0.02311715, 1.0]], ['2, k, 13', [-0.05514988, -0.3769778, 1.0]], ['2, k, 14', [-0.04314298, -0.6914328, 1.0]], ['2, k, 15', [-0.07152998, -0.7447035, 1.0]], ['2, k, 16', [0.1104897, 0.02368272, 1.0]], ['2, k, 17', [0.1405185, -0.38594, 1.0]], ['2, k, 18', [0.1917143, -0.6809522, 1.0]], ['2, k, 19', [0.2458901, -0.7317204, 1.0]], ['2, k, 20', [0.03648349, 0.5560922, 1.0]], ['2, k, 21', [-0.2366749, -0.06774391, 1.0]], ['2, k, 22', [-0.1532638, -0.02770162, 1.0]], ['2, k, 23', [0.2822368, -0.03960979, 1.0]], ['2, k, 24', [0.2321829, 0.02686074, 1.0]]]
[['2, k, 0', [0.03983285, 0.02307797, 1.0]], ['2, k, 1', [0.03724816, 0.3313943, 1.0]], ['2, k, 2', [0.03383204, 0.6269429, 1.0]], ['2, k, 3', [0.01032032, 0.7467965, 1.0]], ['2, k, 4', [-0.1089641, 0.4972126, 1.0]], ['2, k, 5', [-0.1587599, 0.2650217, 1.0]], ['2, k, 6', [-0.203582, 0.05543485, 1.0]], ['2, k, 7', [-0.2247263, -0.02062965, 1.0]], ['2, k, 8', [0.1996284, 0.5425229, 1.0]], ['2, k, 9', [0.2538061, 0.2919142, 1.0]], ['2, k, 10', [0.2624574, 0.08083923, 1.0]], ['2, k, 11', [0.2681818, 0.03315601, 1.0]], ['2, k, 12', [-0.03175227, 0.02179429, 1.0]], ['2, k, 13', [-0.05492304, -0.3767248, 1.0]], ['2, k, 14', [-0.0461331, -0.6931863, 1.0]], ['2, k, 15', [-0.07212041, -0.7457131, 1.0]], ['2, k, 16', [0.1099203, 0.02316384, 1.0]], ['2, k, 17', [0.1414033, -0.3855112, 1.0]], ['2, k, 18', [0.1902643, -0.6806448, 1.0]], ['2, k, 19', [0.2447906, -0.7313565, 1.0]], ['2, k, 20', [0.034756, 0.5549669, 1.0]], ['2, k, 21', [-0.2439931, -0.07749262, 1.0]], ['2, k, 22', [-0.1581976, -0.03498467, 1.0]], ['2, k, 23', [0.2880692, -0.04139815, 1.0]], ['2, k, 24', [0.2384422, -0.01647086, 1.0]]]
