[['2, k, 0', [0.198409, -1.13942, 1.0]], ['2, k, 1', [0.202955, -0.864181, 1.0]], ['2, k, 2', [0.206628, -0.591288, 1.0]], ['2, k, 3', [0.212662, -0.44568, 1.0]], ['2, k, 4', [0.0126167, -0.688856, 1.0]], ['2, k, 5', [-0.141148, -0.867617, 1.0]], ['2, k, 6', [-0.0851614, -1.03987, 1.0]], ['2, k, 7', [-0.0356419, -1.06423, 1.0]], ['2, k, 8', [0.401844, -0.690011, 1.0]], ['2, k, 9', [0.557774, -0.840117, 1.0]], ['2, k, 10', [0.4801, -0.99401, 1.0]], ['2, k, 11', [0.400946, -1.05765, 1.0]], ['2, k, 12', [0.107599, -1.12631, 1.0]], ['2, k, 13', [0.12555, -1.43429, 1.0]], ['2, k, 14', [0.10845, -1.68193, 1.0]], ['2, k, 15', [0.0802772, -1.76194, 1.0]], ['2, k, 16', [0.284767, -1.12691, 1.0]], ['2, k, 17', [0.292248, -1.40972, 1.0]], ['2, k, 18', [0.322078, -1.67303, 1.0]], ['2, k, 19', [0.321101, -1.7683, 1.0]], ['2, k, 20', [0.205867, -0.65936, 1.0]], ['2, k, 21', [0.0131481, -1.14731, 1.0]], ['2, k, 22', [0.0196932, -1.02718, 1.0]], ['2, k, 23', [0.347558, -1.12805, 1.0]], ['2, k, 24', [0.348673, -0.995673, 1.0]]]
[['2, k, 0', [0.228114, -1.1762, 1.0]], ['2, k, 1', [0.196015, -0.88948, 1.0]], ['2, k, 2', [0.170088, -0.606463, 1.0]], ['2, k, 3', [0.142002, -0.461028, 1.0]], ['2, k, 4', [-0.0206689, -0.7167, 1.0]], ['2, k, 5', [-0.133513, -0.890367, 1.0]], ['2, k, 6', [-0.0203763, -1.04933, 1.0]], ['2, k, 7', [0.0162003, -1.07794, 1.0]], ['2, k, 8', [0.363389, -0.677708, 1.0]], ['2, k, 9', [0.543996, -0.789801, 1.0]], ['2, k, 10', [0.467963, -0.982176, 1.0]], ['2, k, 11', [0.421612, -1.04178, 1.0]], ['2, k, 12', [0.140007, -1.17814, 1.0]], ['2, k, 13', [0.153337, -1.45443, 1.0]], ['2, k, 14', [0.120847, -1.73305, 1.0]], ['2, k, 15', [0.0754912, -1.7783, 1.0]], ['2, k, 16', [0.3116, -1.14865, 1.0]], ['2, k, 17', [0.325077, -1.41733, 1.0]], ['2, k, 18', [0.342537, -1.68134, 1.0]], ['2, k, 19', [0.311922, -1.74866, 1.0]], ['2, k, 20', [0.17665, -0.676925, 1.0]], ['2, k, 21', [0.0680998, -1.13459, 1.0]], ['2, k, 22', [0.0480749, -1.03776, 1.0]], ['2, k, 23', [0.387613, -1.11635, 1.0]], ['2, k, 24', [0.369544, -0.984905, 1.0]]]
[['2, k, 0', [0.236996, -1.1763, 1.0]], ['2, k, 1', [0.201893, -0.890295, 1.0]], ['2, k, 2', [0.171243, -0.606951, 1.0]], ['2, k, 3', [0.142039, -0.462035, 1.0]], ['2, k, 4', [-0.0186771, -0.718474, 1.0]], ['2, k, 5', [-0.130112, -0.892024, 1.0]], ['2, k, 6', [-0.0188846, -1.04911, 1.0]], ['2, k, 7', [0.0063805, -1.06902, 1.0]], ['2, k, 8', [0.365294, -0.676, 1.0]], ['2, k, 9', [0.546861, -0.787436, 1.0]], ['2, k, 10', [0.478691, -0.978259, 1.0]], ['2, k, 11', [0.430803, -1.03337, 1.0]], ['2, k, 12', [0.149454, -1.17961, 1.0]], ['2, k, 13', [0.160177, -1.45648, 1.0]], ['2, k, 14', [0.131281, -1.73843, 1.0]], ['2, k, 15', [0.0878195, -1.77866, 1.0]], ['2, k, 16', [0.31963, -1.14733, 1.0]], ['2, k, 17', [0.33045, -1.41628, 1.0]], ['2, k, 18', [0.344605, -1.68164, 1.0]], ['2, k, 19', [0.312474, -1.74948, 1.0]], ['2, k, 20', [0.178698, -0.677555, 1.0]], ['2, k, 21', [0.0557204, -1.12317, 1.0]], ['2, k, 22', [0.0467842, -1.00784, 1.0]], ['2, k, 23', [0.403943, -1.10826, 1.0]], ['2, k, 24', [0.378192, -0.979732, 1.0]]]
[['2, k, 0', [0.241907, -1.17507, 1.0]], ['2, k, 1', [0.205414, -0.890563, 1.0]], ['2, k, 2', [0.172422, -0.607698, 1.0]], ['2, k, 3', [0.142399, -0.46248, 1.0]], ['2, k, 4', [-0.0157631, -0.71964, 1.0]], ['2, k, 5', [-0.127591, -0.892239, 1.0]], ['2, k, 6', [-0.0170015, -1.0482, 1.0]], ['2, k, 7', [0.00799338, -1.06987, 1.0]], ['2, k, 8', [0.368493, -0.674937, 1.0]], ['2, k, 9', [0.552323, -0.785289, 1.0]], ['2, k, 10', [0.485444, -0.977187, 1.0]], ['2, k, 11', [0.443828, -1.02943, 1.0]], ['2, k, 12', [0.154045, -1.17905, 1.0]], ['2, k, 13', [0.176469, -1.45115, 1.0]], ['2, k, 14', [0.128383, -1.73079, 1.0]], ['2, k, 15', [0.0770473, -1.7755, 1.0]], ['2, k, 16', [0.324645, -1.14528, 1.0]], ['2, k, 17', [0.335112, -1.41496, 1.0]], ['2, k, 18', [0.34907, -1.67759, 1.0]], ['2, k, 19', [0.316819, -1.74605, 1.0]], ['2, k, 20', [0.180427, -0.678293, 1.0]], ['2, k, 21', [0.0561225, -1.12135, 1.0]], ['2, k, 22', [0.0486309, -1.04657, 1.0]], ['2, k, 23', [0.424897, -1.1092, 1.0]], ['2, k, 24', [0.395263, -0.989603, 1.0]]]
[['2, k, 0', [0.250666, -1.17443, 1.0]], ['2, k, 1', [0.211764, -0.891468, 1.0]], ['2, k, 2', [0.175482, -0.609447, 1.0]], ['2, k, 3', [0.144336, -0.463705, 1.0]], ['2, k, 4', [-0.0111313, -0.722294, 1.0]], ['2, k, 5', [-0.12437, -0.894292, 1.0]], ['2, k, 6', [-0.0134246, -1.04723, 1.0]], ['2, k, 7', [0.00730285, -1.06756, 1.0]], ['2, k, 8', [0.372734, -0.673745, 1.0]], ['2, k, 9', [0.557503, -0.782325, 1.0]], ['2, k, 10', [0.488092, -0.978601, 1.0]], ['2, k, 11', [0.445401, -1.02989, 1.0]], ['2, k, 12', [0.162932, -1.17915, 1.0]], ['2, k, 13', [0.179991, -1.44604, 1.0]], ['2, k, 14', [0.129383, -1.72968, 1.0]], ['2, k, 15', [0.0765579, -1.77585, 1.0]], ['2, k, 16', [0.332974, -1.14383, 1.0]], ['2, k, 17', [0.339728, -1.41365, 1.0]], ['2, k, 18', [0.354594, -1.67657, 1.0]], ['2, k, 19', [0.322823, -1.74605, 1.0]], ['2, k, 20', [0.184275, -0.679908, 1.0]], ['2, k, 21', [0.0427706, -1.11803, 1.0]], ['2, k, 22', [0.0516756, -1.05007, 1.0]], ['2, k, 23', [0.426797, -1.10429, 1.0]], ['2, k, 24', [0.39392, -0.984869, 1.0]]]
[['2, k, 0', [0.254654, -1.17473, 1.0]], ['2, k, 1', [0.21512, -0.892242, 1.0]], ['2, k, 2', [0.177964, -0.610879, 1.0]], ['2, k, 3', [0.148249, -0.464989, 1.0]], ['2, k, 4', [-0.00693736, -0.723568, 1.0]], ['2, k, 5', [-0.12061, -0.895187, 1.0]], ['2, k, 6', [-0.00777881, -1.05127, 1.0]], ['2, k, 7', [0.00449936, -1.06526, 1.0]], ['2, k, 8', [0.375787, -0.673285, 1.0]], ['2, k, 9', [0.562201, -0.781503, 1.0]], ['2, k, 10', [0.491414, -0.979108, 1.0]], ['2, k, 11', [0.45125, -1.03256, 1.0]], ['2, k, 12', [0.167103, -1.18039, 1.0]], ['2, k, 13', [0.18621, -1.44659, 1.0]], ['2, k, 14', [0.130895, -1.73075, 1.0]], ['2, k, 15', [0.0766795, -1.77478, 1.0]], ['2, k, 16', [0.336747, -1.14322, 1.0]], ['2, k, 17', [0.34387, -1.39513, 1.0]], ['2, k, 18', [0.356254, -1.66822, 1.0]], ['2, k, 19', [0.323363, -1.73973, 1.0]], ['2, k, 20', [0.186965, -0.681133, 1.0]], ['2, k, 21', [0.0387806, -1.12144, 1.0]], ['2, k, 22', [0.0361027, -1.05574, 1.0]], ['2, k, 23', [0.430233, -1.10925, 1.0]], ['2, k, 24', [0.400659, -0.989156, 1.0]]]
[['2, k, 0', [0.260695, -1.17224, 1.0]], ['2, k, 1', [0.220258, -0.892194, 1.0]], ['2, k, 2', [0.18296, -0.612848, 1.0]], ['2, k, 3', [0.152668, -0.465782, 1.0]], ['2, k, 4', [0.000212997, -0.72454, 1.0]], ['2, k, 5', [-0.111791, -0.90172, 1.0]], ['2, k, 6', [-0.00414712, -1.05493, 1.0]], ['2, k, 7', [0.0119571, -1.07091, 1.0]], ['2, k, 8', [0.381696, -0.673135, 1.0]], ['2, k, 9', [0.567271, -0.781383, 1.0]], ['2, k, 10', [0.494735, -0.982103, 1.0]], ['2, k, 11', [0.455617, -1.03274, 1.0]], ['2, k, 12', [0.172759, -1.17893, 1.0]], ['2, k, 13', [0.195432, -1.47477, 1.0]], ['2, k, 14', [0.136395, -1.7285, 1.0]], ['2, k, 15', [0.0804867, -1.77325, 1.0]], ['2, k, 16', [0.342992, -1.1396, 1.0]], ['2, k, 17', [0.34822, -1.39195, 1.0]], ['2, k, 18', [0.356758, -1.66926, 1.0]], ['2, k, 19', [0.322233, -1.74347, 1.0]], ['2, k, 20', [0.191857, -0.68252, 1.0]], ['2, k, 21', [0.0432823, -1.12653, 1.0]], ['2, k, 22', [0.0464212, -1.05357, 1.0]], ['2, k, 23', [0.426945, -1.10552, 1.0]], ['2, k, 24', [0.407338, -0.98698, 1.0]]]
[['2, k, 0', [0.266286, -1.16607, 1.0]], ['2, k, 1', [0.225887, -0.890082, 1.0]], ['2, k, 2', [0.189074, -0.613376, 1.0]], ['2, k, 3', [0.160015, -0.46624, 1.0]], ['2, k, 4', [0.00485793, -0.726608, 1.0]], ['2, k, 5', [-0.107195, -0.906053, 1.0]], ['2, k, 6', [0.000865489, -1.05892, 1.0]], ['2, k, 7', [0.0304572, -1.08011, 1.0]], ['2, k, 8', [0.387086, -0.672865, 1.0]], ['2, k, 9', [0.57137, -0.781169, 1.0]], ['2, k, 10', [0.503231, -0.976848, 1.0]], ['2, k, 11', [0.460764, -1.03057, 1.0]], ['2, k, 12', [0.177497, -1.17176, 1.0]], ['2, k, 13', [0.197141, -1.47647, 1.0]], ['2, k, 14', [0.14197, -1.7228, 1.0]], ['2, k, 15', [0.086773, -1.76911, 1.0]], ['2, k, 16', [0.349178, -1.13433, 1.0]], ['2, k, 17', [0.349586, -1.39059, 1.0]], ['2, k, 18', [0.358622, -1.66795, 1.0]], ['2, k, 19', [0.3252, -1.74609, 1.0]], ['2, k, 20', [0.197615, -0.682418, 1.0]], ['2, k, 21', [0.0846078, -1.13412, 1.0]], ['2, k, 22', [0.0746308, -1.0287, 1.0]], ['2, k, 23', [0.429854, -1.10087, 1.0]], ['2, k, 24', [0.413083, -0.977604, 1.0]]]
[['2, k, 0', [0.26787, -1.16231, 1.0]], ['2, k, 1', [0.228797, -0.888636, 1.0]], ['2, k, 2', [0.193336, -0.613822, 1.0]], ['2, k, 3', [0.165558, -0.467208, 1.0]], ['2, k, 4', [0.00733727, -0.726945, 1.0]], ['2, k, 5', [-0.103602, -0.909242, 1.0]], ['2, k, 6', [0.00399222, -1.06109, 1.0]], ['2, k, 7', [0.0368851, -1.08263, 1.0]], ['2, k, 8', [0.392618, -0.673023, 1.0]], ['2, k, 9', [0.57488, -0.780633, 1.0]], ['2, k, 10', [0.515327, -0.960074, 1.0]], ['2, k, 11', [0.469115, -1.009, 1.0]], ['2, k, 12', [0.17869, -1.16703, 1.0]], ['2, k, 13', [0.200128, -1.42071, 1.0]], ['2, k, 14', [0.148292, -1.71471, 1.0]], ['2, k, 15', [0.0909465, -1.76682, 1.0]], ['2, k, 16', [0.351057, -1.13148, 1.0]], ['2, k, 17', [0.351395, -1.38539, 1.0]], ['2, k, 18', [0.359968, -1.66768, 1.0]], ['2, k, 19', [0.327449, -1.74917, 1.0]], ['2, k, 20', [0.201383, -0.682352, 1.0]], ['2, k, 21', [0.0895456, -1.14906, 1.0]], ['2, k, 22', [0.079848, -1.04238, 1.0]], ['2, k, 23', [0.433793, -1.07769, 1.0]], ['2, k, 24', [0.422515, -0.961947, 1.0]]]
[['2, k, 0', [0.268663, -1.16065, 1.0]], ['2, k, 1', [0.231865, -0.887162, 1.0]], ['2, k, 2', [0.199501, -0.612866, 1.0]], ['2, k, 3', [0.171526, -0.466706, 1.0]], ['2, k, 4', [0.0152485, -0.727594, 1.0]], ['2, k, 5', [-0.100525, -0.910599, 1.0]], ['2, k, 6', [0.00622692, -1.06169, 1.0]], ['2, k, 7', [0.0375871, -1.08075, 1.0]], ['2, k, 8', [0.396106, -0.673242, 1.0]], ['2, k, 9', [0.578067, -0.780632, 1.0]], ['2, k, 10', [0.513085, -0.966117, 1.0]], ['2, k, 11', [0.466835, -1.02003, 1.0]], ['2, k, 12', [0.179184, -1.16546, 1.0]], ['2, k, 13', [0.201083, -1.41983, 1.0]], ['2, k, 14', [0.147263, -1.71332, 1.0]], ['2, k, 15', [0.0887373, -1.76451, 1.0]], ['2, k, 16', [0.352092, -1.12978, 1.0]], ['2, k, 17', [0.350668, -1.38453, 1.0]], ['2, k, 18', [0.36011, -1.66515, 1.0]], ['2, k, 19', [0.328345, -1.7485, 1.0]], ['2, k, 20', [0.206836, -0.681257, 1.0]], ['2, k, 21', [0.0893971, -1.13921, 1.0]], ['2, k, 22', [0.0819164, -1.0368, 1.0]], ['2, k, 23', [0.431539, -1.08833, 1.0]], ['2, k, 24', [0.421077, -0.971528, 1.0]]]
[['2, k, 0', [0.26922, -1.15738, 1.0]], ['2, k, 1', [0.234939, -0.885556, 1.0]], ['2, k, 2', [0.206211, -0.612623, 1.0]], ['2, k, 3', [0.179275, -0.466226, 1.0]], ['2, k, 4', [0.0201364, -0.728732, 1.0]], ['2, k, 5', [-0.0977599, -0.911078, 1.0]], ['2, k, 6', [0.00746428, -1.0618, 1.0]], ['2, k, 7', [0.0369244, -1.08078, 1.0]], ['2, k, 8', [0.399795, -0.672793, 1.0]], ['2, k, 9', [0.583435, -0.781275, 1.0]], ['2, k, 10', [0.515823, -0.961793, 1.0]], ['2, k, 11', [0.468513, -1.01198, 1.0]], ['2, k, 12', [0.179705, -1.16302, 1.0]], ['2, k, 13', [0.199219, -1.42109, 1.0]], ['2, k, 14', [0.147186, -1.71176, 1.0]], ['2, k, 15', [0.0886134, -1.76491, 1.0]], ['2, k, 16', [0.352663, -1.1256, 1.0]], ['2, k, 17', [0.349299, -1.38279, 1.0]], ['2, k, 18', [0.360961, -1.66419, 1.0]], ['2, k, 19', [0.331551, -1.75178, 1.0]], ['2, k, 20', [0.21263, -0.680582, 1.0]], ['2, k, 21', [0.0866762, -1.13704, 1.0]], ['2, k, 22', [0.0828694, -1.04656, 1.0]], ['2, k, 23', [0.435925, -1.07931, 1.0]], ['2, k, 24', [0.421345, -0.964439, 1.0]]]
[['2, k, 0', [0.268798, -1.15475, 1.0]], ['2, k, 1', [0.237539, -0.883881, 1.0]], ['2, k, 2', [0.211366, -0.612001, 1.0]], ['2, k, 3', [0.184231, -0.465773, 1.0]], ['2, k, 4', [0.0240369, -0.72954, 1.0]], ['2, k, 5', [-0.0961655, -0.911422, 1.0]], ['2, k, 6', [0.00763223, -1.06105, 1.0]], ['2, k, 7', [0.0396626, -1.07822, 1.0]], ['2, k, 8', [0.405473, -0.673307, 1.0]], ['2, k, 9', [0.587911, -0.783054, 1.0]], ['2, k, 10', [0.516375, -0.960065, 1.0]], ['2, k, 11', [0.469237, -1.00878, 1.0]], ['2, k, 12', [0.179555, -1.15949, 1.0]], ['2, k, 13', [0.197957, -1.42201, 1.0]], ['2, k, 14', [0.147741, -1.70911, 1.0]], ['2, k, 15', [0.0897154, -1.76379, 1.0]], ['2, k, 16', [0.351977, -1.12389, 1.0]], ['2, k, 17', [0.348737, -1.37766, 1.0]], ['2, k, 18', [0.360251, -1.65549, 1.0]], ['2, k, 19', [0.331658, -1.74429, 1.0]], ['2, k, 20', [0.217285, -0.679689, 1.0]], ['2, k, 21', [0.088839, -1.13603, 1.0]], ['2, k, 22', [0.0806612, -1.0264, 1.0]], ['2, k, 23', [0.43354, -1.07573, 1.0]], ['2, k, 24', [0.420319, -0.962093, 1.0]]]
[['2, k, 0', [0.266684, -1.15178, 1.0]], ['2, k, 1', [0.238879, -0.882405, 1.0]], ['2, k, 2', [0.215338, -0.611154, 1.0]], ['2, k, 3', [0.188887, -0.4652, 1.0]], ['2, k, 4', [0.0274235, -0.729402, 1.0]], ['2, k, 5', [-0.0941734, -0.91104, 1.0]], ['2, k, 6', [0.00736387, -1.05934, 1.0]], ['2, k, 7', [0.0371037, -1.0776, 1.0]], ['2, k, 8', [0.408759, -0.673171, 1.0]], ['2, k, 9', [0.590943, -0.784755, 1.0]], ['2, k, 10', [0.517014, -0.95797, 1.0]], ['2, k, 11', [0.468888, -1.00613, 1.0]], ['2, k, 12', [0.177888, -1.15741, 1.0]], ['2, k, 13', [0.194891, -1.41954, 1.0]], ['2, k, 14', [0.146279, -1.70713, 1.0]], ['2, k, 15', [0.0880802, -1.76408, 1.0]], ['2, k, 16', [0.349452, -1.11997, 1.0]], ['2, k, 17', [0.347269, -1.37457, 1.0]], ['2, k, 18', [0.359064, -1.65548, 1.0]], ['2, k, 19', [0.331648, -1.74655, 1.0]], ['2, k, 20', [0.220534, -0.678697, 1.0]], ['2, k, 21', [0.0865716, -1.14205, 1.0]], ['2, k, 22', [0.0857292, -1.0373, 1.0]], ['2, k, 23', [0.434628, -1.07509, 1.0]], ['2, k, 24', [0.419656, -0.963561, 1.0]]]
[['2, k, 0', [0.26515, -1.14953, 1.0]], ['2, k, 1', [0.240519, -0.880492, 1.0]], ['2, k, 2', [0.21971, -0.609627, 1.0]], ['2, k, 3', [0.1959, -0.463254, 1.0]], ['2, k, 4', [0.0291932, -0.72963, 1.0]], ['2, k, 5', [-0.0929555, -0.910279, 1.0]], ['2, k, 6', [0.00607285, -1.05802, 1.0]], ['2, k, 7', [0.034572, -1.07666, 1.0]], ['2, k, 8', [0.412789, -0.673204, 1.0]], ['2, k, 9', [0.591954, -0.78641, 1.0]], ['2, k, 10', [0.517713, -0.95531, 1.0]], ['2, k, 11', [0.468468, -0.997562, 1.0]], ['2, k, 12', [0.176565, -1.15515, 1.0]], ['2, k, 13', [0.190128, -1.41963, 1.0]], ['2, k, 14', [0.145224, -1.70626, 1.0]], ['2, k, 15', [0.0886357, -1.76519, 1.0]], ['2, k, 16', [0.347763, -1.11786, 1.0]], ['2, k, 17', [0.346024, -1.37263, 1.0]], ['2, k, 18', [0.35797, -1.65547, 1.0]], ['2, k, 19', [0.331626, -1.74775, 1.0]], ['2, k, 20', [0.22428, -0.677101, 1.0]], ['2, k, 21', [0.0844591, -1.14213, 1.0]], ['2, k, 22', [0.0784828, -1.03743, 1.0]], ['2, k, 23', [0.433067, -1.06367, 1.0]], ['2, k, 24', [0.419957, -0.948589, 1.0]]]
[['2, k, 0', [0.25998, -1.145, 1.0]], ['2, k, 1', [0.241078, -0.878238, 1.0]], ['2, k, 2', [0.223357, -0.60822, 1.0]], ['2, k, 3', [0.201674, -0.460371, 1.0]], ['2, k, 4', [0.0321807, -0.728123, 1.0]], ['2, k, 5', [-0.0914959, -0.90748, 1.0]], ['2, k, 6', [0.00421728, -1.05537, 1.0]], ['2, k, 7', [0.0320438, -1.07472, 1.0]], ['2, k, 8', [0.41576, -0.673726, 1.0]], ['2, k, 9', [0.594348, -0.791376, 1.0]], ['2, k, 10', [0.497349, -0.99214, 1.0]], ['2, k, 11', [0.449845, -1.03831, 1.0]], ['2, k, 12', [0.171321, -1.14891, 1.0]], ['2, k, 13', [0.184651, -1.41765, 1.0]], ['2, k, 14', [0.144542, -1.70062, 1.0]], ['2, k, 15', [0.0897321, -1.76343, 1.0]], ['2, k, 16', [0.342636, -1.11492, 1.0]], ['2, k, 17', [0.343552, -1.37446, 1.0]], ['2, k, 18', [0.355753, -1.65128, 1.0]], ['2, k, 19', [0.330894, -1.74477, 1.0]], ['2, k, 20', [0.22702, -0.675584, 1.0]], ['2, k, 21', [0.0772882, -1.13821, 1.0]], ['2, k, 22', [0.070841, -1.04365, 1.0]], ['2, k, 23', [0.420407, -1.10865, 1.0]], ['2, k, 24', [0.409209, -0.989526, 1.0]]]
[['2, k, 0', [0.256107, -1.14262, 1.0]], ['2, k, 1', [0.241352, -0.876452, 1.0]], ['2, k, 2', [0.227223, -0.606811, 1.0]], ['2, k, 3', [0.209811, -0.458001, 1.0]], ['2, k, 4', [0.0359727, -0.725613, 1.0]], ['2, k, 5', [-0.0902429, -0.901482, 1.0]], ['2, k, 6', [-0.0022942, -1.05331, 1.0]], ['2, k, 7', [0.0262914, -1.07166, 1.0]], ['2, k, 8', [0.420226, -0.675099, 1.0]], ['2, k, 9', [0.596138, -0.795203, 1.0]], ['2, k, 10', [0.496979, -0.991837, 1.0]], ['2, k, 11', [0.442708, -1.03547, 1.0]], ['2, k, 12', [0.166735, -1.14441, 1.0]], ['2, k, 13', [0.175865, -1.41855, 1.0]], ['2, k, 14', [0.145238, -1.69762, 1.0]], ['2, k, 15', [0.0948717, -1.76522, 1.0]], ['2, k, 16', [0.339311, -1.11418, 1.0]], ['2, k, 17', [0.339569, -1.37535, 1.0]], ['2, k, 18', [0.353483, -1.64725, 1.0]], ['2, k, 19', [0.330289, -1.74146, 1.0]], ['2, k, 20', [0.229917, -0.67407, 1.0]], ['2, k, 21', [0.0694819, -1.13884, 1.0]], ['2, k, 22', [0.0679847, -1.03067, 1.0]], ['2, k, 23', [0.405032, -1.10348, 1.0]], ['2, k, 24', [0.399323, -0.984979, 1.0]]]
[['2, k, 0', [0.245675, -1.14101, 1.0]], ['2, k, 1', [0.240921, -0.875677, 1.0]], ['2, k, 2', [0.231777, -0.606202, 1.0]], ['2, k, 3', [0.215609, -0.457262, 1.0]], ['2, k, 4', [0.0395739, -0.722158, 1.0]], ['2, k, 5', [-0.0895759, -0.89452, 1.0]], ['2, k, 6', [-0.00955991, -1.04973, 1.0]], ['2, k, 7', [0.0202218, -1.06701, 1.0]], ['2, k, 8', [0.423028, -0.677926, 1.0]], ['2, k, 9', [0.596547, -0.799589, 1.0]], ['2, k, 10', [0.495343, -0.99188, 1.0]], ['2, k, 11', [0.438203, -1.03388, 1.0]], ['2, k, 12', [0.156891, -1.14013, 1.0]], ['2, k, 13', [0.171215, -1.4205, 1.0]], ['2, k, 14', [0.142034, -1.69296, 1.0]], ['2, k, 15', [0.0927718, -1.76312, 1.0]], ['2, k, 16', [0.328141, -1.11559, 1.0]], ['2, k, 17', [0.332415, -1.37781, 1.0]], ['2, k, 18', [0.34891, -1.64609, 1.0]], ['2, k, 19', [0.328968, -1.74152, 1.0]], ['2, k, 20', [0.232634, -0.673385, 1.0]], ['2, k, 21', [0.0616723, -1.13184, 1.0]], ['2, k, 22', [0.0630137, -1.02196, 1.0]], ['2, k, 23', [0.402522, -1.10329, 1.0]], ['2, k, 24', [0.391181, -0.976424, 1.0]]]
[['2, k, 0', [0.237569, -1.14033, 1.0]], ['2, k, 1', [0.240028, -0.874434, 1.0]], ['2, k, 2', [0.235779, -0.60448, 1.0]], ['2, k, 3', [0.220256, -0.456347, 1.0]], ['2, k, 4', [0.0427388, -0.719048, 1.0]], ['2, k, 5', [-0.0901084, -0.888024, 1.0]], ['2, k, 6', [-0.016618, -1.04589, 1.0]], ['2, k, 7', [0.0112744, -1.06223, 1.0]], ['2, k, 8', [0.424771, -0.678985, 1.0]], ['2, k, 9', [0.595867, -0.804581, 1.0]], ['2, k, 10', [0.492611, -0.991621, 1.0]], ['2, k, 11', [0.434925, -1.03309, 1.0]], ['2, k, 12', [0.149778, -1.13845, 1.0]], ['2, k, 13', [0.163435, -1.42387, 1.0]], ['2, k, 14', [0.132471, -1.68992, 1.0]], ['2, k, 15', [0.0830653, -1.76277, 1.0]], ['2, k, 16', [0.319402, -1.11618, 1.0]], ['2, k, 17', [0.328402, -1.38016, 1.0]], ['2, k, 18', [0.344126, -1.64529, 1.0]], ['2, k, 19', [0.324659, -1.74087, 1.0]], ['2, k, 20', [0.235184, -0.671916, 1.0]], ['2, k, 21', [0.0537595, -1.13059, 1.0]], ['2, k, 22', [0.0565932, -1.03386, 1.0]], ['2, k, 23', [0.394551, -1.10167, 1.0]], ['2, k, 24', [0.393933, -0.981074, 1.0]]]
[['2, k, 0', [0.231091, -1.1388, 1.0]], ['2, k, 1', [0.238737, -0.873367, 1.0]], ['2, k, 2', [0.237706, -0.604228, 1.0]], ['2, k, 3', [0.225751, -0.455987, 1.0]], ['2, k, 4', [0.0457153, -0.714511, 1.0]], ['2, k, 5', [-0.0904783, -0.883746, 1.0]], ['2, k, 6', [-0.0218725, -1.04339, 1.0]], ['2, k, 7', [0.00662719, -1.06332, 1.0]], ['2, k, 8', [0.426997, -0.680972, 1.0]], ['2, k, 9', [0.593299, -0.810049, 1.0]], ['2, k, 10', [0.489458, -0.990903, 1.0]], ['2, k, 11', [0.429705, -1.03016, 1.0]], ['2, k, 12', [0.143065, -1.13533, 1.0]], ['2, k, 13', [0.157815, -1.41981, 1.0]], ['2, k, 14', [0.130927, -1.68691, 1.0]], ['2, k, 15', [0.0842375, -1.76291, 1.0]], ['2, k, 16', [0.313377, -1.11616, 1.0]], ['2, k, 17', [0.324346, -1.38023, 1.0]], ['2, k, 18', [0.338779, -1.64119, 1.0]], ['2, k, 19', [0.31965, -1.73693, 1.0]], ['2, k, 20', [0.236345, -0.671506, 1.0]], ['2, k, 21', [0.045871, -1.12966, 1.0]], ['2, k, 22', [0.0501943, -1.02387, 1.0]], ['2, k, 23', [0.395423, -1.10486, 1.0]], ['2, k, 24', [0.385979, -0.983962, 1.0]]]
[['2, k, 0', [0.226917, -1.13777, 1.0]], ['2, k, 1', [0.23743, -0.8713, 1.0]], ['2, k, 2', [0.240261, -0.601893, 1.0]], ['2, k, 3', [0.232627, -0.453521, 1.0]], ['2, k, 4', [0.0473153, -0.712039, 1.0]], ['2, k, 5', [-0.0932696, -0.879662, 1.0]], ['2, k, 6', [-0.0274347, -1.03944, 1.0]], ['2, k, 7', [-0.00108621, -1.06046, 1.0]], ['2, k, 8', [0.427776, -0.682992, 1.0]], ['2, k, 9', [0.589887, -0.819113, 1.0]], ['2, k, 10', [0.467207, -1.00201, 1.0]], ['2, k, 11', [0.421514, -1.03198, 1.0]], ['2, k, 12', [0.138611, -1.13327, 1.0]], ['2, k, 13', [0.151555, -1.41909, 1.0]], ['2, k, 14', [0.128788, -1.68526, 1.0]], ['2, k, 15', [0.0849044, -1.76339, 1.0]], ['2, k, 16', [0.309701, -1.11611, 1.0]], ['2, k, 17', [0.318901, -1.38127, 1.0]], ['2, k, 18', [0.337019, -1.64017, 1.0]], ['2, k, 19', [0.320952, -1.73641, 1.0]], ['2, k, 20', [0.238145, -0.669367, 1.0]], ['2, k, 21', [0.0412932, -1.12616, 1.0]], ['2, k, 22', [0.0388583, -1.02782, 1.0]], ['2, k, 23', [0.409951, -1.09477, 1.0]], ['2, k, 24', [0.377397, -1.00051, 1.0]]]
