[['2, k, 0', [-0.183157, -0.751792, 1.0]], ['2, k, 1', [-0.187714, -0.45569, 1.0]], ['2, k, 2', [-0.191201, -0.164118, 1.0]], ['2, k, 3', [-0.18545, -0.0201523, 1.0]], ['2, k, 4', [-0.378939, -0.256444, 1.0]], ['2, k, 5', [-0.514299, -0.435918, 1.0]], ['2, k, 6', [-0.421637, -0.578705, 1.0]], ['2, k, 7', [-0.370525, -0.611462, 1.0]], ['2, k, 8', [0.00523713, -0.264207, 1.0]], ['2, k, 9', [0.130068, -0.419135, 1.0]], ['2, k, 10', [0.0615509, -0.577863, 1.0]], ['2, k, 11', [0.0202356, -0.609867, 1.0]], ['2, k, 12', [-0.268298, -0.740142, 1.0]], ['2, k, 13', [-0.325619, -1.05925, 1.0]], ['2, k, 14', [-0.340332, -1.4048, 1.0]], ['2, k, 15', [-0.290685, -1.50243, 1.0]], ['2, k, 16', [-0.0932107, -0.743777, 1.0]], ['2, k, 17', [-0.0545653, -1.07704, 1.0]], ['2, k, 18', [-0.0331566, -1.42159, 1.0]], ['2, k, 19', [-0.0732439, -1.49181, 1.0]], ['2, k, 20', [-0.190515, -0.236453, 1.0]], ['2, k, 21', [-0.327925, -0.676691, 1.0]], ['2, k, 22', [-0.329085, -0.561052, 1.0]], ['2, k, 23', [-0.0026192, -0.681387, 1.0]], ['2, k, 24', [-0.00586467, -0.574251, 1.0]]]
[['2, k, 0', [-0.126174, -0.752627, 1.0]], ['2, k, 1', [-0.137815, -0.463253, 1.0]], ['2, k, 2', [-0.159257, -0.175743, 1.0]], ['2, k, 3', [-0.164445, -0.0451855, 1.0]], ['2, k, 4', [-0.336942, -0.287688, 1.0]], ['2, k, 5', [-0.484385, -0.445357, 1.0]], ['2, k, 6', [-0.34155, -0.585548, 1.0]], ['2, k, 7', [-0.310493, -0.62119, 1.0]], ['2, k, 8', [0.040173, -0.276511, 1.0]], ['2, k, 9', [0.139958, -0.458647, 1.0]], ['2, k, 10', [0.10173, -0.590043, 1.0]], ['2, k, 11', [0.0549455, -0.614364, 1.0]], ['2, k, 12', [-0.210024, -0.743847, 1.0]], ['2, k, 13', [-0.278435, -1.06044, 1.0]], ['2, k, 14', [-0.334189, -1.39982, 1.0]], ['2, k, 15', [-0.295147, -1.49077, 1.0]], ['2, k, 16', [-0.0394255, -0.740832, 1.0]], ['2, k, 17', [-0.0167948, -1.06548, 1.0]], ['2, k, 18', [-0.0307265, -1.42048, 1.0]], ['2, k, 19', [-0.0197469, -1.48348, 1.0]], ['2, k, 20', [-0.153292, -0.246057, 1.0]], ['2, k, 21', [-0.272623, -0.698759, 1.0]], ['2, k, 22', [-0.268527, -0.582646, 1.0]], ['2, k, 23', [0.0351036, -0.680379, 1.0]], ['2, k, 24', [0.0225565, -0.574003, 1.0]]]
[['2, k, 0', [-0.139371, -0.750075, 1.0]], ['2, k, 1', [-0.143207, -0.461997, 1.0]], ['2, k, 2', [-0.158464, -0.175901, 1.0]], ['2, k, 3', [-0.163934, -0.0453478, 1.0]], ['2, k, 4', [-0.33988, -0.287056, 1.0]], ['2, k, 5', [-0.491754, -0.44014, 1.0]], ['2, k, 6', [-0.356078, -0.586332, 1.0]], ['2, k, 7', [-0.307914, -0.613274, 1.0]], ['2, k, 8', [0.0381023, -0.278204, 1.0]], ['2, k, 9', [0.143813, -0.45592, 1.0]], ['2, k, 10', [0.0959647, -0.591398, 1.0]], ['2, k, 11', [0.0454612, -0.615291, 1.0]], ['2, k, 12', [-0.224029, -0.741205, 1.0]], ['2, k, 13', [-0.279783, -1.05959, 1.0]], ['2, k, 14', [-0.334304, -1.40054, 1.0]], ['2, k, 15', [-0.293658, -1.49083, 1.0]], ['2, k, 16', [-0.0517863, -0.738359, 1.0]], ['2, k, 17', [-0.0252927, -1.06748, 1.0]], ['2, k, 18', [-0.0309283, -1.42057, 1.0]], ['2, k, 19', [-0.0227925, -1.48698, 1.0]], ['2, k, 20', [-0.153282, -0.246148, 1.0]], ['2, k, 21', [-0.255038, -0.67346, 1.0]], ['2, k, 22', [-0.258531, -0.56469, 1.0]], ['2, k, 23', [0.0195163, -0.681603, 1.0]], ['2, k, 24', [0.0144773, -0.574354, 1.0]]]
[['2, k, 0', [-0.152965, -0.747871, 1.0]], ['2, k, 1', [-0.149528, -0.460646, 1.0]], ['2, k, 2', [-0.158158, -0.175895, 1.0]], ['2, k, 3', [-0.163546, -0.045339, 1.0]], ['2, k, 4', [-0.344314, -0.28479, 1.0]], ['2, k, 5', [-0.495405, -0.440188, 1.0]], ['2, k, 6', [-0.370257, -0.58545, 1.0]], ['2, k, 7', [-0.317268, -0.616318, 1.0]], ['2, k, 8', [0.0354266, -0.279239, 1.0]], ['2, k, 9', [0.147081, -0.454429, 1.0]], ['2, k, 10', [0.0717443, -0.592183, 1.0]], ['2, k, 11', [0.0177657, -0.625948, 1.0]], ['2, k, 12', [-0.239437, -0.738447, 1.0]], ['2, k, 13', [-0.286557, -1.05529, 1.0]], ['2, k, 14', [-0.334719, -1.40057, 1.0]], ['2, k, 15', [-0.29353, -1.49072, 1.0]], ['2, k, 16', [-0.0632337, -0.736755, 1.0]], ['2, k, 17', [-0.0374147, -1.06858, 1.0]], ['2, k, 18', [-0.0315865, -1.42198, 1.0]], ['2, k, 19', [-0.0256245, -1.49002, 1.0]], ['2, k, 20', [-0.153576, -0.246121, 1.0]], ['2, k, 21', [-0.261174, -0.668712, 1.0]], ['2, k, 22', [-0.266382, -0.558856, 1.0]], ['2, k, 23', [-0.0169802, -0.68343, 1.0]], ['2, k, 24', [-0.0184019, -0.570614, 1.0]]]
[['2, k, 0', [-0.165809, -0.746732, 1.0]], ['2, k, 1', [-0.1552, -0.459745, 1.0]], ['2, k, 2', [-0.157179, -0.175812, 1.0]], ['2, k, 3', [-0.161537, -0.0452692, 1.0]], ['2, k, 4', [-0.349859, -0.28085, 1.0]], ['2, k, 5', [-0.497622, -0.4371, 1.0]], ['2, k, 6', [-0.408409, -0.565565, 1.0]], ['2, k, 7', [-0.357317, -0.597664, 1.0]], ['2, k, 8', [0.0319425, -0.279092, 1.0]], ['2, k, 9', [0.150626, -0.45077, 1.0]], ['2, k, 10', [0.0702921, -0.591663, 1.0]], ['2, k, 11', [0.0119659, -0.622723, 1.0]], ['2, k, 12', [-0.252264, -0.736866, 1.0]], ['2, k, 13', [-0.299377, -1.05238, 1.0]], ['2, k, 14', [-0.334527, -1.40133, 1.0]], ['2, k, 15', [-0.344906, -1.47172, 1.0]], ['2, k, 16', [-0.0758349, -0.736144, 1.0]], ['2, k, 17', [-0.0432601, -1.06825, 1.0]], ['2, k, 18', [-0.032114, -1.42668, 1.0]], ['2, k, 19', [-0.0303493, -1.49519, 1.0]], ['2, k, 20', [-0.154051, -0.246018, 1.0]], ['2, k, 21', [-0.301543, -0.661637, 1.0]], ['2, k, 22', [-0.309951, -0.544139, 1.0]], ['2, k, 23', [-0.0234377, -0.683846, 1.0]], ['2, k, 24', [-0.0226309, -0.57279, 1.0]]]
[['2, k, 0', [-0.177246, -0.747054, 1.0]], ['2, k, 1', [-0.160521, -0.459388, 1.0]], ['2, k, 2', [-0.156196, -0.175561, 1.0]], ['2, k, 3', [-0.161087, -0.0443823, 1.0]], ['2, k, 4', [-0.354804, -0.277986, 1.0]], ['2, k, 5', [-0.50083, -0.436711, 1.0]], ['2, k, 6', [-0.408132, -0.572515, 1.0]], ['2, k, 7', [-0.356914, -0.599015, 1.0]], ['2, k, 8', [0.0294873, -0.278313, 1.0]], ['2, k, 9', [0.150907, -0.451144, 1.0]], ['2, k, 10', [0.0666333, -0.589233, 1.0]], ['2, k, 11', [0.00870255, -0.617943, 1.0]], ['2, k, 12', [-0.264611, -0.737621, 1.0]], ['2, k, 13', [-0.310078, -1.05202, 1.0]], ['2, k, 14', [-0.334581, -1.40243, 1.0]], ['2, k, 15', [-0.346096, -1.46919, 1.0]], ['2, k, 16', [-0.0866158, -0.736235, 1.0]], ['2, k, 17', [-0.0497006, -1.06482, 1.0]], ['2, k, 18', [-0.0325802, -1.4277, 1.0]], ['2, k, 19', [-0.0729002, -1.48728, 1.0]], ['2, k, 20', [-0.154974, -0.245833, 1.0]], ['2, k, 21', [-0.304225, -0.650767, 1.0]], ['2, k, 22', [-0.309191, -0.5427, 1.0]], ['2, k, 23', [-0.0190625, -0.686805, 1.0]], ['2, k, 24', [-0.0266692, -0.573258, 1.0]]]
[['2, k, 0', [-0.18738, -0.747064, 1.0]], ['2, k, 1', [-0.165654, -0.458659, 1.0]], ['2, k, 2', [-0.155155, -0.174474, 1.0]], ['2, k, 3', [-0.1606, -0.0414929, 1.0]], ['2, k, 4', [-0.35464, -0.278231, 1.0]], ['2, k, 5', [-0.50079, -0.43592, 1.0]], ['2, k, 6', [-0.429089, -0.567182, 1.0]], ['2, k, 7', [-0.371102, -0.609282, 1.0]], ['2, k, 8', [0.0295002, -0.278318, 1.0]], ['2, k, 9', [0.151836, -0.450888, 1.0]], ['2, k, 10', [0.0612904, -0.588428, 1.0]], ['2, k, 11', [0.0022555, -0.613937, 1.0]], ['2, k, 12', [-0.274632, -0.737873, 1.0]], ['2, k, 13', [-0.318556, -1.05231, 1.0]], ['2, k, 14', [-0.336333, -1.40006, 1.0]], ['2, k, 15', [-0.345547, -1.46293, 1.0]], ['2, k, 16', [-0.0960133, -0.736051, 1.0]], ['2, k, 17', [-0.0567686, -1.06403, 1.0]], ['2, k, 18', [-0.0327673, -1.42865, 1.0]], ['2, k, 19', [-0.0707467, -1.48598, 1.0]], ['2, k, 20', [-0.156072, -0.244972, 1.0]], ['2, k, 21', [-0.3255, -0.660829, 1.0]], ['2, k, 22', [-0.316888, -0.559503, 1.0]], ['2, k, 23', [-0.028382, -0.68569, 1.0]], ['2, k, 24', [-0.0314199, -0.572835, 1.0]]]
[['2, k, 0', [-0.195046, -0.746885, 1.0]], ['2, k, 1', [-0.170104, -0.457771, 1.0]], ['2, k, 2', [-0.155075, -0.173019, 1.0]], ['2, k, 3', [-0.159937, -0.0381869, 1.0]], ['2, k, 4', [-0.362048, -0.272826, 1.0]], ['2, k, 5', [-0.501991, -0.431782, 1.0]], ['2, k, 6', [-0.437426, -0.561169, 1.0]], ['2, k, 7', [-0.404368, -0.597595, 1.0]], ['2, k, 8', [0.0233235, -0.275893, 1.0]], ['2, k, 9', [0.149554, -0.450843, 1.0]], ['2, k, 10', [0.0508776, -0.586902, 1.0]], ['2, k, 11', [-0.00772549, -0.608395, 1.0]], ['2, k, 12', [-0.281245, -0.738015, 1.0]], ['2, k, 13', [-0.325875, -1.05551, 1.0]], ['2, k, 14', [-0.337181, -1.39944, 1.0]], ['2, k, 15', [-0.35612, -1.45635, 1.0]], ['2, k, 16', [-0.105111, -0.735582, 1.0]], ['2, k, 17', [-0.0646101, -1.06273, 1.0]], ['2, k, 18', [-0.0358574, -1.43044, 1.0]], ['2, k, 19', [0.00418521, -1.47425, 1.0]], ['2, k, 20', [-0.157554, -0.243743, 1.0]], ['2, k, 21', [-0.377118, -0.673156, 1.0]], ['2, k, 22', [-0.366235, -0.571244, 1.0]], ['2, k, 23', [-0.0412837, -0.678569, 1.0]], ['2, k, 24', [-0.0445167, -0.566769, 1.0]]]
[['2, k, 0', [-0.202823, -0.747164, 1.0]], ['2, k, 1', [-0.173955, -0.457001, 1.0]], ['2, k, 2', [-0.154383, -0.170495, 1.0]], ['2, k, 3', [-0.159386, -0.0353918, 1.0]], ['2, k, 4', [-0.363481, -0.270442, 1.0]], ['2, k, 5', [-0.503268, -0.431053, 1.0]], ['2, k, 6', [-0.442954, -0.56008, 1.0]], ['2, k, 7', [-0.410167, -0.598586, 1.0]], ['2, k, 8', [0.0201317, -0.275991, 1.0]], ['2, k, 9', [0.142572, -0.448016, 1.0]], ['2, k, 10', [0.0391279, -0.588044, 1.0]], ['2, k, 11', [-0.0234517, -0.614251, 1.0]], ['2, k, 12', [-0.287648, -0.73828, 1.0]], ['2, k, 13', [-0.33381, -1.05853, 1.0]], ['2, k, 14', [-0.337792, -1.40347, 1.0]], ['2, k, 15', [-0.358284, -1.4552, 1.0]], ['2, k, 16', [-0.113585, -0.735908, 1.0]], ['2, k, 17', [-0.0744161, -1.07098, 1.0]], ['2, k, 18', [-0.0356304, -1.43339, 1.0]], ['2, k, 19', [-0.085022, -1.48828, 1.0]], ['2, k, 20', [-0.158946, -0.241797, 1.0]], ['2, k, 21', [-0.393115, -0.674218, 1.0]], ['2, k, 22', [-0.371654, -0.566322, 1.0]], ['2, k, 23', [-0.0595484, -0.686806, 1.0]], ['2, k, 24', [-0.0611875, -0.571694, 1.0]]]
[['2, k, 0', [-0.208874, -0.747422, 1.0]], ['2, k, 1', [-0.178625, -0.455874, 1.0]], ['2, k, 2', [-0.156146, -0.167644, 1.0]], ['2, k, 3', [-0.160207, -0.0327629, 1.0]], ['2, k, 4', [-0.365852, -0.265678, 1.0]], ['2, k, 5', [-0.505155, -0.428328, 1.0]], ['2, k, 6', [-0.44891, -0.558406, 1.0]], ['2, k, 7', [-0.418897, -0.59434, 1.0]], ['2, k, 8', [0.0154861, -0.275804, 1.0]], ['2, k, 9', [0.138132, -0.447964, 1.0]], ['2, k, 10', [0.0287215, -0.585305, 1.0]], ['2, k, 11', [-0.0318922, -0.612744, 1.0]], ['2, k, 12', [-0.292222, -0.738242, 1.0]], ['2, k, 13', [-0.337771, -1.06107, 1.0]], ['2, k, 14', [-0.338488, -1.4049, 1.0]], ['2, k, 15', [-0.362134, -1.45269, 1.0]], ['2, k, 16', [-0.120597, -0.736485, 1.0]], ['2, k, 17', [-0.0798292, -1.07449, 1.0]], ['2, k, 18', [-0.0346758, -1.43153, 1.0]], ['2, k, 19', [-0.073611, -1.48607, 1.0]], ['2, k, 20', [-0.161829, -0.239332, 1.0]], ['2, k, 21', [-0.407889, -0.676832, 1.0]], ['2, k, 22', [-0.377269, -0.569708, 1.0]], ['2, k, 23', [-0.0687001, -0.685293, 1.0]], ['2, k, 24', [-0.0704148, -0.570136, 1.0]]]
[['2, k, 0', [-0.216358, -0.748063, 1.0]], ['2, k, 1', [-0.18225, -0.45491, 1.0]], ['2, k, 2', [-0.155777, -0.164164, 1.0]], ['2, k, 3', [-0.161077, -0.0295588, 1.0]], ['2, k, 4', [-0.367074, -0.261968, 1.0]], ['2, k, 5', [-0.503524, -0.420362, 1.0]], ['2, k, 6', [-0.453865, -0.555331, 1.0]], ['2, k, 7', [-0.42373, -0.588933, 1.0]], ['2, k, 8', [0.00752733, -0.275873, 1.0]], ['2, k, 9', [0.131514, -0.446498, 1.0]], ['2, k, 10', [0.0200998, -0.58692, 1.0]], ['2, k, 11', [-0.0435178, -0.614323, 1.0]], ['2, k, 12', [-0.2979, -0.73843, 1.0]], ['2, k, 13', [-0.340389, -1.06301, 1.0]], ['2, k, 14', [-0.338797, -1.4033, 1.0]], ['2, k, 15', [-0.345237, -1.46764, 1.0]], ['2, k, 16', [-0.129577, -0.737631, 1.0]], ['2, k, 17', [-0.0849159, -1.071, 1.0]], ['2, k, 18', [-0.0349522, -1.43152, 1.0]], ['2, k, 19', [-0.0680331, -1.49028, 1.0]], ['2, k, 20', [-0.163006, -0.236561, 1.0]], ['2, k, 21', [-0.394801, -0.659947, 1.0]], ['2, k, 22', [-0.376145, -0.561664, 1.0]], ['2, k, 23', [-0.082477, -0.691649, 1.0]], ['2, k, 24', [-0.0804702, -0.571967, 1.0]]]
[['2, k, 0', [-0.223042, -0.750317, 1.0]], ['2, k, 1', [-0.185165, -0.45482, 1.0]], ['2, k, 2', [-0.156909, -0.162905, 1.0]], ['2, k, 3', [-0.162843, -0.0278507, 1.0]], ['2, k, 4', [-0.368017, -0.258749, 1.0]], ['2, k, 5', [-0.505903, -0.418603, 1.0]], ['2, k, 6', [-0.460055, -0.555765, 1.0]], ['2, k, 7', [-0.428557, -0.586866, 1.0]], ['2, k, 8', [0.00308737, -0.277237, 1.0]], ['2, k, 9', [0.128129, -0.447697, 1.0]], ['2, k, 10', [0.0145387, -0.58815, 1.0]], ['2, k, 11', [-0.0509881, -0.614076, 1.0]], ['2, k, 12', [-0.3029, -0.739976, 1.0]], ['2, k, 13', [-0.342213, -1.06476, 1.0]], ['2, k, 14', [-0.339578, -1.40561, 1.0]], ['2, k, 15', [-0.370598, -1.44553, 1.0]], ['2, k, 16', [-0.137408, -0.740552, 1.0]], ['2, k, 17', [-0.089467, -1.07611, 1.0]], ['2, k, 18', [-0.0349725, -1.43152, 1.0]], ['2, k, 19', [-0.0665118, -1.49093, 1.0]], ['2, k, 20', [-0.164641, -0.235593, 1.0]], ['2, k, 21', [-0.421202, -0.677854, 1.0]], ['2, k, 22', [-0.384264, -0.562968, 1.0]], ['2, k, 23', [-0.0892246, -0.693212, 1.0]], ['2, k, 24', [-0.0863094, -0.572944, 1.0]]]
[['2, k, 0', [-0.235517, -0.752381, 1.0]], ['2, k, 1', [-0.190363, -0.454833, 1.0]], ['2, k, 2', [-0.157691, -0.161837, 1.0]], ['2, k, 3', [-0.165852, -0.0266673, 1.0]], ['2, k, 4', [-0.367692, -0.25476, 1.0]], ['2, k, 5', [-0.505209, -0.419206, 1.0]], ['2, k, 6', [-0.461313, -0.566027, 1.0]], ['2, k, 7', [-0.427227, -0.606651, 1.0]], ['2, k, 8', [-0.00292971, -0.279068, 1.0]], ['2, k, 9', [0.123409, -0.44913, 1.0]], ['2, k, 10', [0.00921715, -0.591196, 1.0]], ['2, k, 11', [-0.0592308, -0.620158, 1.0]], ['2, k, 12', [-0.313703, -0.740143, 1.0]], ['2, k, 13', [-0.345762, -1.06824, 1.0]], ['2, k, 14', [-0.340669, -1.40724, 1.0]], ['2, k, 15', [-0.373739, -1.44434, 1.0]], ['2, k, 16', [-0.15117, -0.744588, 1.0]], ['2, k, 17', [-0.0919024, -1.07567, 1.0]], ['2, k, 18', [-0.0341142, -1.42403, 1.0]], ['2, k, 19', [-0.0612157, -1.48555, 1.0]], ['2, k, 20', [-0.166465, -0.234795, 1.0]], ['2, k, 21', [-0.401223, -0.672841, 1.0]], ['2, k, 22', [-0.381584, -0.573826, 1.0]], ['2, k, 23', [-0.0961576, -0.701612, 1.0]], ['2, k, 24', [-0.0913294, -0.57838, 1.0]]]
[['2, k, 0', [-0.238125, -0.755657, 1.0]], ['2, k, 1', [-0.192356, -0.455648, 1.0]], ['2, k, 2', [-0.158202, -0.162188, 1.0]], ['2, k, 3', [-0.16862, -0.026295, 1.0]], ['2, k, 4', [-0.367848, -0.254213, 1.0]], ['2, k, 5', [-0.486699, -0.374974, 1.0]], ['2, k, 6', [-0.467102, -0.565676, 1.0]], ['2, k, 7', [-0.4353, -0.601245, 1.0]], ['2, k, 8', [-0.00783562, -0.280063, 1.0]], ['2, k, 9', [0.119001, -0.450371, 1.0]], ['2, k, 10', [0.00414906, -0.593362, 1.0]], ['2, k, 11', [-0.0677169, -0.617209, 1.0]], ['2, k, 12', [-0.314819, -0.742929, 1.0]], ['2, k, 13', [-0.348164, -1.07019, 1.0]], ['2, k, 14', [-0.340878, -1.40729, 1.0]], ['2, k, 15', [-0.375768, -1.44241, 1.0]], ['2, k, 16', [-0.155073, -0.748345, 1.0]], ['2, k, 17', [-0.0942291, -1.07386, 1.0]], ['2, k, 18', [-0.0354015, -1.42903, 1.0]], ['2, k, 19', [-0.0639624, -1.49038, 1.0]], ['2, k, 20', [-0.167416, -0.235257, 1.0]], ['2, k, 21', [-0.433102, -0.647832, 1.0]], ['2, k, 22', [-0.397381, -0.577228, 1.0]], ['2, k, 23', [-0.108919, -0.689262, 1.0]], ['2, k, 24', [-0.103817, -0.569511, 1.0]]]
[['2, k, 0', [-0.242456, -0.75873, 1.0]], ['2, k, 1', [-0.196024, -0.457212, 1.0]], ['2, k, 2', [-0.160427, -0.163232, 1.0]], ['2, k, 3', [-0.171637, -0.0270252, 1.0]], ['2, k, 4', [-0.368162, -0.253893, 1.0]], ['2, k, 5', [-0.486938, -0.412672, 1.0]], ['2, k, 6', [-0.466759, -0.568597, 1.0]], ['2, k, 7', [-0.43351, -0.599484, 1.0]], ['2, k, 8', [-0.00927183, -0.280514, 1.0]], ['2, k, 9', [0.115122, -0.452337, 1.0]], ['2, k, 10', [-0.000726496, -0.595213, 1.0]], ['2, k, 11', [-0.0736472, -0.618622, 1.0]], ['2, k, 12', [-0.3185, -0.745253, 1.0]], ['2, k, 13', [-0.348932, -1.07081, 1.0]], ['2, k, 14', [-0.340945, -1.40847, 1.0]], ['2, k, 15', [-0.376247, -1.44221, 1.0]], ['2, k, 16', [-0.159919, -0.752133, 1.0]], ['2, k, 17', [-0.0960139, -1.07369, 1.0]], ['2, k, 18', [-0.0344417, -1.424, 1.0]], ['2, k, 19', [-0.0680209, -1.48458, 1.0]], ['2, k, 20', [-0.169843, -0.236356, 1.0]], ['2, k, 21', [-0.407294, -0.669621, 1.0]], ['2, k, 22', [-0.395889, -0.572399, 1.0]], ['2, k, 23', [-0.114143, -0.691465, 1.0]], ['2, k, 24', [-0.110862, -0.570609, 1.0]]]
[['2, k, 0', [-0.243843, -0.761501, 1.0]], ['2, k, 1', [-0.197996, -0.458485, 1.0]], ['2, k, 2', [-0.162046, -0.164181, 1.0]], ['2, k, 3', [-0.173837, -0.0276072, 1.0]], ['2, k, 4', [-0.365215, -0.248993, 1.0]], ['2, k, 5', [-0.489299, -0.386649, 1.0]], ['2, k, 6', [-0.467572, -0.567273, 1.0]], ['2, k, 7', [-0.433578, -0.596163, 1.0]], ['2, k, 8', [-0.0105035, -0.281102, 1.0]], ['2, k, 9', [0.112807, -0.453023, 1.0]], ['2, k, 10', [-0.0048283, -0.59539, 1.0]], ['2, k, 11', [-0.0766209, -0.620286, 1.0]], ['2, k, 12', [-0.319565, -0.747375, 1.0]], ['2, k, 13', [-0.35008, -1.07369, 1.0]], ['2, k, 14', [-0.342253, -1.4133, 1.0]], ['2, k, 15', [-0.377405, -1.44508, 1.0]], ['2, k, 16', [-0.161613, -0.75555, 1.0]], ['2, k, 17', [-0.0982157, -1.07555, 1.0]], ['2, k, 18', [-0.0344306, -1.42357, 1.0]], ['2, k, 19', [-0.0689887, -1.48538, 1.0]], ['2, k, 20', [-0.171496, -0.237399, 1.0]], ['2, k, 21', [-0.410612, -0.668691, 1.0]], ['2, k, 22', [-0.390584, -0.565446, 1.0]], ['2, k, 23', [-0.113988, -0.694482, 1.0]], ['2, k, 24', [-0.113602, -0.571103, 1.0]]]
[['2, k, 0', [-0.243671, -0.763415, 1.0]], ['2, k, 1', [-0.199018, -0.459691, 1.0]], ['2, k, 2', [-0.162979, -0.1663, 1.0]], ['2, k, 3', [-0.175938, -0.0300083, 1.0]], ['2, k, 4', [-0.365995, -0.246859, 1.0]], ['2, k, 5', [-0.489685, -0.3845, 1.0]], ['2, k, 6', [-0.475723, -0.550608, 1.0]], ['2, k, 7', [-0.445777, -0.568402, 1.0]], ['2, k, 8', [-0.0116969, -0.281753, 1.0]], ['2, k, 9', [0.111916, -0.454072, 1.0]], ['2, k, 10', [-0.0075432, -0.595348, 1.0]], ['2, k, 11', [-0.0799126, -0.621581, 1.0]], ['2, k, 12', [-0.318832, -0.748985, 1.0]], ['2, k, 13', [-0.350448, -1.0752, 1.0]], ['2, k, 14', [-0.342255, -1.41352, 1.0]], ['2, k, 15', [-0.291089, -1.49311, 1.0]], ['2, k, 16', [-0.161992, -0.757776, 1.0]], ['2, k, 17', [-0.0995831, -1.07483, 1.0]], ['2, k, 18', [-0.0330441, -1.42266, 1.0]], ['2, k, 19', [-0.00700192, -1.47835, 1.0]], ['2, k, 20', [-0.17254, -0.239407, 1.0]], ['2, k, 21', [-0.430482, -0.637492, 1.0]], ['2, k, 22', [-0.397929, -0.54063, 1.0]], ['2, k, 23', [-0.12256, -0.694675, 1.0]], ['2, k, 24', [-0.116749, -0.571115, 1.0]]]
[['2, k, 0', [-0.245124, -0.764077, 1.0]], ['2, k, 1', [-0.20044, -0.461073, 1.0]], ['2, k, 2', [-0.163801, -0.168523, 1.0]], ['2, k, 3', [-0.177435, -0.0322996, 1.0]], ['2, k, 4', [-0.364293, -0.245395, 1.0]], ['2, k, 5', [-0.48461, -0.414145, 1.0]], ['2, k, 6', [-0.469199, -0.580752, 1.0]], ['2, k, 7', [-0.433034, -0.608517, 1.0]], ['2, k, 8', [-0.0126304, -0.282916, 1.0]], ['2, k, 9', [0.110554, -0.456322, 1.0]], ['2, k, 10', [-0.0102044, -0.596868, 1.0]], ['2, k, 11', [-0.0810487, -0.621218, 1.0]], ['2, k, 12', [-0.320116, -0.747833, 1.0]], ['2, k, 13', [-0.350212, -1.07467, 1.0]], ['2, k, 14', [-0.341295, -1.41567, 1.0]], ['2, k, 15', [-0.376481, -1.44593, 1.0]], ['2, k, 16', [-0.163667, -0.760427, 1.0]], ['2, k, 17', [-0.100754, -1.07462, 1.0]], ['2, k, 18', [-0.0329547, -1.42512, 1.0]], ['2, k, 19', [-0.0622048, -1.47203, 1.0]], ['2, k, 20', [-0.173487, -0.241309, 1.0]], ['2, k, 21', [-0.416119, -0.691375, 1.0]], ['2, k, 22', [-0.391896, -0.582607, 1.0]], ['2, k, 23', [-0.126603, -0.695358, 1.0]], ['2, k, 24', [-0.120947, -0.571163, 1.0]]]
[['2, k, 0', [-0.244619, -0.765231, 1.0]], ['2, k, 1', [-0.201537, -0.462487, 1.0]], ['2, k, 2', [-0.165055, -0.169821, 1.0]], ['2, k, 3', [-0.177945, -0.0346235, 1.0]], ['2, k, 4', [-0.365838, -0.242743, 1.0]], ['2, k, 5', [-0.484791, -0.413982, 1.0]], ['2, k, 6', [-0.463255, -0.608944, 1.0]], ['2, k, 7', [-0.425372, -0.650046, 1.0]], ['2, k, 8', [-0.0132166, -0.284047, 1.0]], ['2, k, 9', [0.109698, -0.458194, 1.0]], ['2, k, 10', [-0.0116903, -0.598304, 1.0]], ['2, k, 11', [-0.0807322, -0.623805, 1.0]], ['2, k, 12', [-0.319469, -0.748758, 1.0]], ['2, k, 13', [-0.349786, -1.07693, 1.0]], ['2, k, 14', [-0.340586, -1.41845, 1.0]], ['2, k, 15', [-0.284943, -1.4973, 1.0]], ['2, k, 16', [-0.163336, -0.761788, 1.0]], ['2, k, 17', [-0.100283, -1.08547, 1.0]], ['2, k, 18', [-0.0319633, -1.42598, 1.0]], ['2, k, 19', [-0.0817871, -1.49316, 1.0]], ['2, k, 20', [-0.174586, -0.242616, 1.0]], ['2, k, 21', [-0.4108, -0.724727, 1.0]], ['2, k, 22', [-0.389595, -0.609754, 1.0]], ['2, k, 23', [-0.123777, -0.698838, 1.0]], ['2, k, 24', [-0.119975, -0.57243, 1.0]]]
