[['2, k, 0', [0.0216425, -0.02488332, 1.0]], ['2, k, 1', [0.02838735, 0.225996, 1.0]], ['2, k, 2', [0.03241352, 0.4648482, 1.0]], ['2, k, 3', [0.05014714, 0.6089049, 1.0]], ['2, k, 4', [-0.1599619, 0.4093519, 1.0]], ['2, k, 5', [-0.2505726, 0.1955013, 1.0]], ['2, k, 6', [-0.2513981, 0.04980948, 1.0]], ['2, k, 7', [-0.235847, -0.01520383, 1.0]], ['2, k, 8', [0.2207831, 0.3646625, 1.0]], ['2, k, 9', [0.2784498, 0.1617171, 1.0]], ['2, k, 10', [0.3027763, 0.01394336, 1.0]], ['2, k, 11', [0.2974904, -0.0009672932, 1.0]], ['2, k, 12', [-0.05735202, -0.02302107, 1.0]], ['2, k, 13', [-0.1010962, -0.2907062, 1.0]], ['2, k, 14', [-0.07620283, -0.6102429, 1.0]], ['2, k, 15', [-0.05824514, -0.6541497, 1.0]], ['2, k, 16', [0.1000675, -0.02614376, 1.0]], ['2, k, 17', [0.1637376, -0.2931755, 1.0]], ['2, k, 18', [0.1033822, -0.6069338, 1.0]], ['2, k, 19', [0.09655441, -0.6535575, 1.0]], ['2, k, 20', [0.03207259, 0.406761, 1.0]], ['2, k, 21', [-0.2178677, -0.09112397, 1.0]], ['2, k, 22', [-0.2633133, -0.03628603, 1.0]], ['2, k, 23', [0.298388, -0.04532286, 1.0]], ['2, k, 24', [0.250017, -0.04906684, 1.0]]]
[['2, k, 0', [0.03332822, -0.01271618, 1.0]], ['2, k, 1', [0.02340421, 0.2332063, 1.0]], ['2, k, 2', [0.01404513, 0.4702094, 1.0]], ['2, k, 3', [0.03234222, 0.6155849, 1.0]], ['2, k, 4', [-0.1769349, 0.4146073, 1.0]], ['2, k, 5', [-0.2641503, 0.1980983, 1.0]], ['2, k, 6', [-0.2457386, 0.02634893, 1.0]], ['2, k, 7', [-0.233369, -0.01920831, 1.0]], ['2, k, 8', [0.2177297, 0.3600234, 1.0]], ['2, k, 9', [0.3325463, 0.1218223, 1.0]], ['2, k, 10', [0.4129538, -0.08355336, 1.0]], ['2, k, 11', [0.4250232, -0.1414819, 1.0]], ['2, k, 12', [-0.0407338, -0.01046752, 1.0]], ['2, k, 13', [-0.102215, -0.2994424, 1.0]], ['2, k, 14', [-0.07157034, -0.6163352, 1.0]], ['2, k, 15', [-0.04191142, -0.6602284, 1.0]], ['2, k, 16', [0.1060945, -0.01486257, 1.0]], ['2, k, 17', [0.1626348, -0.3017324, 1.0]], ['2, k, 18', [0.1034042, -0.6149083, 1.0]], ['2, k, 19', [0.09623478, -0.657456, 1.0]], ['2, k, 20', [0.01621897, 0.4122884, 1.0]], ['2, k, 21', [-0.220885, -0.09246472, 1.0]], ['2, k, 22', [-0.1852876, -0.005603311, 1.0]], ['2, k, 23', [0.4507635, -0.2069987, 1.0]], ['2, k, 24', [0.3661087, -0.1591241, 1.0]]]
[['2, k, 0', [0.03353779, -0.01299255, 1.0]], ['2, k, 1', [0.02354498, 0.2330516, 1.0]], ['2, k, 2', [0.01408834, 0.4701636, 1.0]], ['2, k, 3', [0.0325068, 0.6156204, 1.0]], ['2, k, 4', [-0.17687, 0.4140479, 1.0]], ['2, k, 5', [-0.2639587, 0.19789, 1.0]], ['2, k, 6', [-0.2457782, 0.02600968, 1.0]], ['2, k, 7', [-0.2216219, -0.03526922, 1.0]], ['2, k, 8', [0.2174923, 0.3594347, 1.0]], ['2, k, 9', [0.3325153, 0.1215056, 1.0]], ['2, k, 10', [0.4116212, -0.08244119, 1.0]], ['2, k, 11', [0.4231349, -0.1418192, 1.0]], ['2, k, 12', [-0.04046028, -0.01070729, 1.0]], ['2, k, 13', [-0.1022831, -0.2994819, 1.0]], ['2, k, 14', [-0.07009661, -0.617052, 1.0]], ['2, k, 15', [-0.04376624, -0.6582069, 1.0]], ['2, k, 16', [0.1062615, -0.01514241, 1.0]], ['2, k, 17', [0.1626167, -0.3017216, 1.0]], ['2, k, 18', [0.1033678, -0.6147427, 1.0]], ['2, k, 19', [0.09570333, -0.6577699, 1.0]], ['2, k, 20', [0.01629381, 0.4122076, 1.0]], ['2, k, 21', [-0.201127, -0.09343974, 1.0]], ['2, k, 22', [-0.1825852, -0.005185883, 1.0]], ['2, k, 23', [0.4472462, -0.2084709, 1.0]], ['2, k, 24', [0.3650944, -0.1614139, 1.0]]]
[['2, k, 0', [0.03408787, -0.01413902, 1.0]], ['2, k, 1', [0.02399967, 0.2325017, 1.0]], ['2, k, 2', [0.01447696, 0.4699726, 1.0]], ['2, k, 3', [0.03300486, 0.6156745, 1.0]], ['2, k, 4', [-0.1770681, 0.4121138, 1.0]], ['2, k, 5', [-0.2631337, 0.1962888, 1.0]], ['2, k, 6', [-0.2456123, 0.02622023, 1.0]], ['2, k, 7', [-0.222666, -0.03461733, 1.0]], ['2, k, 8', [0.2163624, 0.3582632, 1.0]], ['2, k, 9', [0.3292322, 0.1219077, 1.0]], ['2, k, 10', [0.4046687, -0.08085422, 1.0]], ['2, k, 11', [0.4121296, -0.1402449, 1.0]], ['2, k, 12', [-0.03964573, -0.01204499, 1.0]], ['2, k, 13', [-0.1020955, -0.3030714, 1.0]], ['2, k, 14', [-0.07232749, -0.6187009, 1.0]], ['2, k, 15', [-0.04167049, -0.661705, 1.0]], ['2, k, 16', [0.1066136, -0.01601539, 1.0]], ['2, k, 17', [0.1614702, -0.3059707, 1.0]], ['2, k, 18', [0.1013818, -0.6192783, 1.0]], ['2, k, 19', [0.09509475, -0.6574318, 1.0]], ['2, k, 20', [0.0167352, 0.4118738, 1.0]], ['2, k, 21', [-0.205945, -0.0977205, 1.0]], ['2, k, 22', [-0.1819255, -0.006480201, 1.0]], ['2, k, 23', [0.4362351, -0.2030447, 1.0]], ['2, k, 24', [0.350991, -0.1580617, 1.0]]]
[['2, k, 0', [0.03409965, -0.01423448, 1.0]], ['2, k, 1', [0.02404172, 0.2324172, 1.0]], ['2, k, 2', [0.01452923, 0.4699108, 1.0]], ['2, k, 3', [0.03299177, 0.6156747, 1.0]], ['2, k, 4', [-0.177071, 0.4121132, 1.0]], ['2, k, 5', [-0.2632495, 0.1961574, 1.0]], ['2, k, 6', [-0.249719, 0.04710201, 1.0]], ['2, k, 7', [-0.2441778, 0.01388056, 1.0]], ['2, k, 8', [0.2162972, 0.3581823, 1.0]], ['2, k, 9', [0.3266636, 0.1237067, 1.0]], ['2, k, 10', [0.4000891, -0.07433604, 1.0]], ['2, k, 11', [0.4105665, -0.1378575, 1.0]], ['2, k, 12', [-0.0396229, -0.01211899, 1.0]], ['2, k, 13', [-0.1021837, -0.303413, 1.0]], ['2, k, 14', [-0.07234927, -0.6187866, 1.0]], ['2, k, 15', [-0.04219605, -0.6625757, 1.0]], ['2, k, 16', [0.1066152, -0.01611535, 1.0]], ['2, k, 17', [0.1613393, -0.3060954, 1.0]], ['2, k, 18', [0.1014084, -0.6191458, 1.0]], ['2, k, 19', [0.09416173, -0.6577212, 1.0]], ['2, k, 20', [0.01679254, 0.4117982, 1.0]], ['2, k, 21', [-0.210775, -0.02702456, 1.0]], ['2, k, 22', [-0.2237728, 0.06667951, 1.0]], ['2, k, 23', [0.4322959, -0.2012752, 1.0]], ['2, k, 24', [0.3490896, -0.15513, 1.0]]]
[['2, k, 0', [0.03409683, -0.01423822, 1.0]], ['2, k, 1', [0.02405487, 0.2323954, 1.0]], ['2, k, 2', [0.01455016, 0.4698754, 1.0]], ['2, k, 3', [0.03295215, 0.6156357, 1.0]], ['2, k, 4', [-0.1771698, 0.412037, 1.0]], ['2, k, 5', [-0.2631949, 0.1961004, 1.0]], ['2, k, 6', [-0.2493991, 0.0470877, 1.0]], ['2, k, 7', [-0.24207, 0.01565746, 1.0]], ['2, k, 8', [0.2162399, 0.3582163, 1.0]], ['2, k, 9', [0.3248495, 0.1252885, 1.0]], ['2, k, 10', [0.3999199, -0.07191601, 1.0]], ['2, k, 11', [0.4098758, -0.1323108, 1.0]], ['2, k, 12', [-0.03960808, -0.01213631, 1.0]], ['2, k, 13', [-0.1021207, -0.3029304, 1.0]], ['2, k, 14', [-0.07204874, -0.6188383, 1.0]], ['2, k, 15', [-0.04231121, -0.6626635, 1.0]], ['2, k, 16', [0.1065725, -0.01608216, 1.0]], ['2, k, 17', [0.1612308, -0.3050241, 1.0]], ['2, k, 18', [0.1015896, -0.6181527, 1.0]], ['2, k, 19', [0.09436694, -0.6576176, 1.0]], ['2, k, 20', [0.01681496, 0.4117624, 1.0]], ['2, k, 21', [-0.2337823, -0.05937175, 1.0]], ['2, k, 22', [-0.2009876, 0.006184199, 1.0]], ['2, k, 23', [0.4261918, -0.1989175, 1.0]], ['2, k, 24', [0.3467289, -0.1428051, 1.0]]]
[['2, k, 0', [0.03415485, -0.01430117, 1.0]], ['2, k, 1', [0.02405148, 0.2323622, 1.0]], ['2, k, 2', [0.01444616, 0.4698246, 1.0]], ['2, k, 3', [0.03293587, 0.6156026, 1.0]], ['2, k, 4', [-0.1771737, 0.4120393, 1.0]], ['2, k, 5', [-0.2631629, 0.1959839, 1.0]], ['2, k, 6', [-0.2479254, 0.03586099, 1.0]], ['2, k, 7', [-0.2462154, 0.02386169, 1.0]], ['2, k, 8', [0.2161929, 0.3582017, 1.0]], ['2, k, 9', [0.323, 0.1268888, 1.0]], ['2, k, 10', [0.3999352, -0.06781913, 1.0]], ['2, k, 11', [0.4086449, -0.1263084, 1.0]], ['2, k, 12', [-0.03950741, -0.01224723, 1.0]], ['2, k, 13', [-0.1020207, -0.3020557, 1.0]], ['2, k, 14', [-0.07247356, -0.6181146, 1.0]], ['2, k, 15', [-0.04205041, -0.6619592, 1.0]], ['2, k, 16', [0.1066046, -0.01610647, 1.0]], ['2, k, 17', [0.1614139, -0.3044298, 1.0]], ['2, k, 18', [0.1016664, -0.6175693, 1.0]], ['2, k, 19', [0.09648001, -0.6575384, 1.0]], ['2, k, 20', [0.01675319, 0.4117129, 1.0]], ['2, k, 21', [-0.261345, -0.01834052, 1.0]], ['2, k, 22', [-0.2262109, 0.08528237, 1.0]], ['2, k, 23', [0.422826, -0.191969, 1.0]], ['2, k, 24', [0.3474783, -0.1386299, 1.0]]]
[['2, k, 0', [0.03404471, -0.01437765, 1.0]], ['2, k, 1', [0.02402238, 0.2323123, 1.0]], ['2, k, 2', [0.01445199, 0.4697966, 1.0]], ['2, k, 3', [0.03287283, 0.615575, 1.0]], ['2, k, 4', [-0.1772202, 0.4120724, 1.0]], ['2, k, 5', [-0.2631601, 0.1958478, 1.0]], ['2, k, 6', [-0.2474758, 0.03120239, 1.0]], ['2, k, 7', [-0.2312615, -0.02253652, 1.0]], ['2, k, 8', [0.2161775, 0.3581911, 1.0]], ['2, k, 9', [0.3212712, 0.129694, 1.0]], ['2, k, 10', [0.3984312, -0.05693322, 1.0]], ['2, k, 11', [0.4074604, -0.1154777, 1.0]], ['2, k, 12', [-0.03958094, -0.01227171, 1.0]], ['2, k, 13', [-0.1020083, -0.3020101, 1.0]], ['2, k, 14', [-0.07253249, -0.6177588, 1.0]], ['2, k, 15', [-0.04232096, -0.6614708, 1.0]], ['2, k, 16', [0.1064608, -0.01623572, 1.0]], ['2, k, 17', [0.161499, -0.3027764, 1.0]], ['2, k, 18', [0.1020128, -0.6158309, 1.0]], ['2, k, 19', [0.09620337, -0.6573877, 1.0]], ['2, k, 20', [0.01675468, 0.4116778, 1.0]], ['2, k, 21', [-0.2186728, -0.0823558, 1.0]], ['2, k, 22', [-0.1874569, -0.00404219, 1.0]], ['2, k, 23', [0.4211828, -0.1797341, 1.0]], ['2, k, 24', [0.3454852, -0.1269355, 1.0]]]
[['2, k, 0', [0.03325135, -0.01445096, 1.0]], ['2, k, 1', [0.0237981, 0.2322672, 1.0]], ['2, k, 2', [0.01443713, 0.4697841, 1.0]], ['2, k, 3', [0.03284371, 0.6155654, 1.0]], ['2, k, 4', [-0.1772982, 0.4121065, 1.0]], ['2, k, 5', [-0.2633967, 0.1962847, 1.0]], ['2, k, 6', [-0.2485759, 0.0346934, 1.0]], ['2, k, 7', [-0.2438304, 0.02295041, 1.0]], ['2, k, 8', [0.2162168, 0.3581692, 1.0]], ['2, k, 9', [0.3196596, 0.1317295, 1.0]], ['2, k, 10', [0.3973703, -0.05101213, 1.0]], ['2, k, 11', [0.4060742, -0.1050862, 1.0]], ['2, k, 12', [-0.04018458, -0.01219613, 1.0]], ['2, k, 13', [-0.1020329, -0.3018714, 1.0]], ['2, k, 14', [-0.07265175, -0.6177115, 1.0]], ['2, k, 15', [-0.04209513, -0.6612935, 1.0]], ['2, k, 16', [0.1054725, -0.01646274, 1.0]], ['2, k, 17', [0.1615466, -0.300989, 1.0]], ['2, k, 18', [0.1022984, -0.6139454, 1.0]], ['2, k, 19', [0.09617438, -0.6571484, 1.0]], ['2, k, 20', [0.01671613, 0.4116568, 1.0]], ['2, k, 21', [-0.2120269, -0.01070687, 1.0]], ['2, k, 22', [-0.2170436, 0.07592175, 1.0]], ['2, k, 23', [0.4208778, -0.1676966, 1.0]], ['2, k, 24', [0.3459276, -0.1143943, 1.0]]]
[['2, k, 0', [0.03326174, -0.01447999, 1.0]], ['2, k, 1', [0.0238003, 0.2322617, 1.0]], ['2, k, 2', [0.01443861, 0.4697854, 1.0]], ['2, k, 3', [0.03283938, 0.61557, 1.0]], ['2, k, 4', [-0.1774854, 0.4119659, 1.0]], ['2, k, 5', [-0.2635397, 0.1964571, 1.0]], ['2, k, 6', [-0.2492761, 0.03684966, 1.0]], ['2, k, 7', [-0.2374058, -0.0004758202, 1.0]], ['2, k, 8', [0.2163225, 0.3583119, 1.0]], ['2, k, 9', [0.318919, 0.1364137, 1.0]], ['2, k, 10', [0.3946998, -0.03836244, 1.0]], ['2, k, 11', [0.4055519, -0.09056109, 1.0]], ['2, k, 12', [-0.0401713, -0.01221247, 1.0]], ['2, k, 13', [-0.1020851, -0.3018751, 1.0]], ['2, k, 14', [-0.07225234, -0.6178465, 1.0]], ['2, k, 15', [-0.04206071, -0.6609912, 1.0]], ['2, k, 16', [0.1054806, -0.01650808, 1.0]], ['2, k, 17', [0.1615003, -0.301004, 1.0]], ['2, k, 18', [0.1025566, -0.6141648, 1.0]], ['2, k, 19', [0.09546965, -0.6573205, 1.0]], ['2, k, 20', [0.01671769, 0.411656, 1.0]], ['2, k, 21', [-0.224041, -0.05338128, 1.0]], ['2, k, 22', [-0.2210854, -0.02696361, 1.0]], ['2, k, 23', [0.4186072, -0.1534956, 1.0]], ['2, k, 24', [0.3475153, -0.1009155, 1.0]]]
[['2, k, 0', [0.0332223, -0.01446385, 1.0]], ['2, k, 1', [0.02372469, 0.2322716, 1.0]], ['2, k, 2', [0.01431576, 0.4697925, 1.0]], ['2, k, 3', [0.03254857, 0.6155013, 1.0]], ['2, k, 4', [-0.1776173, 0.4120805, 1.0]], ['2, k, 5', [-0.263732, 0.1964967, 1.0]], ['2, k, 6', [-0.2480584, 0.033926, 1.0]], ['2, k, 7', [-0.2427705, 0.01247261, 1.0]], ['2, k, 8', [0.216533, 0.3585483, 1.0]], ['2, k, 9', [0.3189678, 0.1401038, 1.0]], ['2, k, 10', [0.3915908, -0.01617829, 1.0]], ['2, k, 11', [0.4045567, -0.07537518, 1.0]], ['2, k, 12', [-0.04019236, -0.01218215, 1.0]], ['2, k, 13', [-0.1023042, -0.3009527, 1.0]], ['2, k, 14', [-0.07227244, -0.6169521, 1.0]], ['2, k, 15', [-0.04181939, -0.660576, 1.0]], ['2, k, 16', [0.1053987, -0.01649968, 1.0]], ['2, k, 17', [0.161705, -0.2994702, 1.0]], ['2, k, 18', [0.1028241, -0.61259, 1.0]], ['2, k, 19', [0.09511444, -0.6572527, 1.0]], ['2, k, 20', [0.01661202, 0.41166, 1.0]], ['2, k, 21', [-0.2257403, -0.03553175, 1.0]], ['2, k, 22', [-0.2334945, 0.07089972, 1.0]], ['2, k, 23', [0.4174461, -0.1340323, 1.0]], ['2, k, 24', [0.344859, -0.08317803, 1.0]]]
[['2, k, 0', [0.03320592, -0.01435824, 1.0]], ['2, k, 1', [0.02370067, 0.232275, 1.0]], ['2, k, 2', [0.01428585, 0.4697468, 1.0]], ['2, k, 3', [0.03249999, 0.6154832, 1.0]], ['2, k, 4', [-0.1778318, 0.412343, 1.0]], ['2, k, 5', [-0.2638206, 0.1966826, 1.0]], ['2, k, 6', [-0.2479704, 0.03261329, 1.0]], ['2, k, 7', [-0.2435503, 0.01381704, 1.0]], ['2, k, 8', [0.2167612, 0.3590426, 1.0]], ['2, k, 9', [0.3193345, 0.1468389, 1.0]], ['2, k, 10', [0.3906873, -0.005635021, 1.0]], ['2, k, 11', [0.4033128, -0.05923069, 1.0]], ['2, k, 12', [-0.04016291, -0.01211329, 1.0]], ['2, k, 13', [-0.1023607, -0.3007715, 1.0]], ['2, k, 14', [-0.07200856, -0.6168728, 1.0]], ['2, k, 15', [-0.04147389, -0.6604885, 1.0]], ['2, k, 16', [0.1053459, -0.01633426, 1.0]], ['2, k, 17', [0.1618662, -0.2990709, 1.0]], ['2, k, 18', [0.1027473, -0.6121545, 1.0]], ['2, k, 19', [0.09531768, -0.6569738, 1.0]], ['2, k, 20', [0.01658525, 0.4116228, 1.0]], ['2, k, 21', [-0.2240115, -0.01785811, 1.0]], ['2, k, 22', [-0.2333268, 0.07523154, 1.0]], ['2, k, 23', [0.4158474, -0.1173862, 1.0]], ['2, k, 24', [0.3447781, -0.06664883, 1.0]]]
[['2, k, 0', [0.0331711, -0.01437706, 1.0]], ['2, k, 1', [0.02366112, 0.2322468, 1.0]], ['2, k, 2', [0.01425707, 0.4697188, 1.0]], ['2, k, 3', [0.03227529, 0.6153748, 1.0]], ['2, k, 4', [-0.177898, 0.412041, 1.0]], ['2, k, 5', [-0.2638361, 0.1966839, 1.0]], ['2, k, 6', [-0.2475112, 0.03162547, 1.0]], ['2, k, 7', [-0.2398991, 0.01877877, 1.0]], ['2, k, 8', [0.2173257, 0.3596456, 1.0]], ['2, k, 9', [0.3173142, 0.1494381, 1.0]], ['2, k, 10', [0.3877936, 0.00947028, 1.0]], ['2, k, 11', [0.4000133, -0.04261311, 1.0]], ['2, k, 12', [-0.04020006, -0.0121211, 1.0]], ['2, k, 13', [-0.1024626, -0.3004962, 1.0]], ['2, k, 14', [-0.07197644, -0.6166836, 1.0]], ['2, k, 15', [-0.04133258, -0.6600885, 1.0]], ['2, k, 16', [0.1053205, -0.01635515, 1.0]], ['2, k, 17', [0.1619074, -0.2987688, 1.0]], ['2, k, 18', [0.1034176, -0.6114493, 1.0]], ['2, k, 19', [0.09505364, -0.6576929, 1.0]], ['2, k, 20', [0.01655585, 0.4115912, 1.0]], ['2, k, 21', [-0.2238905, -0.01784572, 1.0]], ['2, k, 22', [-0.2209547, 0.08561424, 1.0]], ['2, k, 23', [0.4122034, -0.09727347, 1.0]], ['2, k, 24', [0.3419205, -0.05211598, 1.0]]]
[['2, k, 0', [0.03201204, -0.01409917, 1.0]], ['2, k, 1', [0.02337738, 0.2322705, 1.0]], ['2, k, 2', [0.0142567, 0.4696966, 1.0]], ['2, k, 3', [0.03197443, 0.615277, 1.0]], ['2, k, 4', [-0.1780441, 0.4121264, 1.0]], ['2, k, 5', [-0.2638434, 0.1967019, 1.0]], ['2, k, 6', [-0.247183, 0.03725098, 1.0]], ['2, k, 7', [-0.2352807, 0.006154871, 1.0]], ['2, k, 8', [0.2177115, 0.3609177, 1.0]], ['2, k, 9', [0.3141589, 0.1605607, 1.0]], ['2, k, 10', [0.3882503, 0.02175803, 1.0]], ['2, k, 11', [0.4014427, -0.02544742, 1.0]], ['2, k, 12', [-0.04125959, -0.01182117, 1.0]], ['2, k, 13', [-0.1024598, -0.3005618, 1.0]], ['2, k, 14', [-0.07209089, -0.6168209, 1.0]], ['2, k, 15', [-0.04124485, -0.6600809, 1.0]], ['2, k, 16', [0.1041232, -0.01608154, 1.0]], ['2, k, 17', [0.1621372, -0.2981421, 1.0]], ['2, k, 18', [0.1036059, -0.6109198, 1.0]], ['2, k, 19', [0.09490582, -0.657295, 1.0]], ['2, k, 20', [0.01653407, 0.4115729, 1.0]], ['2, k, 21', [-0.2232413, -0.04644477, 1.0]], ['2, k, 22', [-0.2266693, 0.06466887, 1.0]], ['2, k, 23', [0.4173505, -0.07808831, 1.0]], ['2, k, 24', [0.3416647, -0.03668282, 1.0]]]
[['2, k, 0', [0.03212776, -0.01401577, 1.0]], ['2, k, 1', [0.02338993, 0.2322631, 1.0]], ['2, k, 2', [0.01419855, 0.469509, 1.0]], ['2, k, 3', [0.03168708, 0.6152717, 1.0]], ['2, k, 4', [-0.178091, 0.4121388, 1.0]], ['2, k, 5', [-0.2637616, 0.1969477, 1.0]], ['2, k, 6', [-0.2462662, 0.03000939, 1.0]], ['2, k, 7', [-0.2385444, 0.01725138, 1.0]], ['2, k, 8', [0.2179612, 0.3629308, 1.0]], ['2, k, 9', [0.3129942, 0.1646299, 1.0]], ['2, k, 10', [0.387231, 0.03643708, 1.0]], ['2, k, 11', [0.4017072, -0.008013048, 1.0]], ['2, k, 12', [-0.04114662, -0.01178082, 1.0]], ['2, k, 13', [-0.1023347, -0.3004424, 1.0]], ['2, k, 14', [-0.07155187, -0.6166534, 1.0]], ['2, k, 15', [-0.04134532, -0.6600981, 1.0]], ['2, k, 16', [0.1042539, -0.01592491, 1.0]], ['2, k, 17', [0.1623439, -0.2976257, 1.0]], ['2, k, 18', [0.1036719, -0.6104692, 1.0]], ['2, k, 19', [0.09497736, -0.6571654, 1.0]], ['2, k, 20', [0.01650379, 0.4114464, 1.0]], ['2, k, 21', [-0.2256669, -0.01869946, 1.0]], ['2, k, 22', [-0.2281361, 0.08715679, 1.0]], ['2, k, 23', [0.4151969, -0.06366479, 1.0]], ['2, k, 24', [0.3422341, -0.01835486, 1.0]]]
[['2, k, 0', [0.03130113, -0.01378978, 1.0]], ['2, k, 1', [0.02289589, 0.2322893, 1.0]], ['2, k, 2', [0.01398416, 0.4694374, 1.0]], ['2, k, 3', [0.03111298, 0.6151829, 1.0]], ['2, k, 4', [-0.1784931, 0.412197, 1.0]], ['2, k, 5', [-0.2639284, 0.1970375, 1.0]], ['2, k, 6', [-0.245534, 0.03004065, 1.0]], ['2, k, 7', [-0.2433582, 0.022265, 1.0]], ['2, k, 8', [0.2153343, 0.3681836, 1.0]], ['2, k, 9', [0.3130534, 0.1684669, 1.0]], ['2, k, 10', [0.3857614, 0.05164529, 1.0]], ['2, k, 11', [0.4017564, 0.009773585, 1.0]], ['2, k, 12', [-0.04198514, -0.01167705, 1.0]], ['2, k, 13', [-0.1022925, -0.3004898, 1.0]], ['2, k, 14', [-0.0719837, -0.6165426, 1.0]], ['2, k, 15', [-0.04082416, -0.6603709, 1.0]], ['2, k, 16', [0.1034402, -0.01556545, 1.0]], ['2, k, 17', [0.1624228, -0.2975666, 1.0]], ['2, k, 18', [0.1021915, -0.6101849, 1.0]], ['2, k, 19', [0.09552933, -0.6569984, 1.0]], ['2, k, 20', [0.01623203, 0.411385, 1.0]], ['2, k, 21', [-0.2258271, -0.01292399, 1.0]], ['2, k, 22', [-0.2328833, 0.07856469, 1.0]], ['2, k, 23', [0.4082648, -0.04417628, 1.0]], ['2, k, 24', [0.3363771, 0.002229121, 1.0]]]
[['2, k, 0', [0.03131944, -0.01380448, 1.0]], ['2, k, 1', [0.02284609, 0.2322483, 1.0]], ['2, k, 2', [0.01379646, 0.4693318, 1.0]], ['2, k, 3', [0.03038784, 0.6149557, 1.0]], ['2, k, 4', [-0.178746, 0.4122632, 1.0]], ['2, k, 5', [-0.2639654, 0.1969636, 1.0]], ['2, k, 6', [-0.2456198, 0.02987919, 1.0]], ['2, k, 7', [-0.2400954, 0.01374727, 1.0]], ['2, k, 8', [0.215436, 0.3681899, 1.0]], ['2, k, 9', [0.313522, 0.1932797, 1.0]], ['2, k, 10', [0.3862995, 0.07967158, 1.0]], ['2, k, 11', [0.4018178, 0.03330304, 1.0]], ['2, k, 12', [-0.04195033, -0.01169401, 1.0]], ['2, k, 13', [-0.1022668, -0.3006075, 1.0]], ['2, k, 14', [-0.0719818, -0.6166426, 1.0]], ['2, k, 15', [-0.04081069, -0.660458, 1.0]], ['2, k, 16', [0.1034681, -0.01559164, 1.0]], ['2, k, 17', [0.1625316, -0.2975106, 1.0]], ['2, k, 18', [0.1024542, -0.610285, 1.0]], ['2, k, 19', [0.09572674, -0.6558322, 1.0]], ['2, k, 20', [0.01608218, 0.4112924, 1.0]], ['2, k, 21', [-0.2237695, -0.01784018, 1.0]], ['2, k, 22', [-0.2320112, 0.07123609, 1.0]], ['2, k, 23', [0.4120228, -0.01314904, 1.0]], ['2, k, 24', [0.3410783, 0.02722588, 1.0]]]
[['2, k, 0', [0.03048339, -0.01371604, 1.0]], ['2, k, 1', [0.02231786, 0.2322143, 1.0]], ['2, k, 2', [0.01352156, 0.4691986, 1.0]], ['2, k, 3', [0.02975987, 0.6149285, 1.0]], ['2, k, 4', [-0.1789884, 0.4122268, 1.0]], ['2, k, 5', [-0.2637948, 0.1965663, 1.0]], ['2, k, 6', [-0.2457426, 0.02941851, 1.0]], ['2, k, 7', [-0.2403555, 0.01612548, 1.0]], ['2, k, 8', [0.2154438, 0.3687873, 1.0]], ['2, k, 9', [0.3133584, 0.1936783, 1.0]], ['2, k, 10', [0.3835015, 0.09448294, 1.0]], ['2, k, 11', [0.3997128, 0.05590161, 1.0]], ['2, k, 12', [-0.04270971, -0.01166763, 1.0]], ['2, k, 13', [-0.1023914, -0.3008354, 1.0]], ['2, k, 14', [-0.07288029, -0.6173584, 1.0]], ['2, k, 15', [-0.04079881, -0.6596825, 1.0]], ['2, k, 16', [0.102504, -0.01541099, 1.0]], ['2, k, 17', [0.1626035, -0.2973717, 1.0]], ['2, k, 18', [0.10277, -0.6102861, 1.0]], ['2, k, 19', [0.09535941, -0.6556226, 1.0]], ['2, k, 20', [0.01575348, 0.4111792, 1.0]], ['2, k, 21', [-0.223709, -0.01783467, 1.0]], ['2, k, 22', [-0.2292052, 0.07492744, 1.0]], ['2, k, 23', [0.4096404, 0.01025151, 1.0]], ['2, k, 24', [0.3386415, 0.05030566, 1.0]]]
[['2, k, 0', [0.03050643, -0.01371921, 1.0]], ['2, k, 1', [0.02224943, 0.2321741, 1.0]], ['2, k, 2', [0.01326108, 0.4690613, 1.0]], ['2, k, 3', [0.02895031, 0.6147983, 1.0]], ['2, k, 4', [-0.1792946, 0.4121587, 1.0]], ['2, k, 5', [-0.2634638, 0.1962439, 1.0]], ['2, k, 6', [-0.2461419, 0.02824032, 1.0]], ['2, k, 7', [-0.2404502, 0.01985269, 1.0]], ['2, k, 8', [0.2154319, 0.3693922, 1.0]], ['2, k, 9', [0.3172364, 0.2036223, 1.0]], ['2, k, 10', [0.396417, 0.1312566, 1.0]], ['2, k, 11', [0.3992957, 0.07886449, 1.0]], ['2, k, 12', [-0.0426216, -0.01175792, 1.0]], ['2, k, 13', [-0.1023639, -0.3009609, 1.0]], ['2, k, 14', [-0.07280283, -0.61748, 1.0]], ['2, k, 15', [-0.04066919, -0.6596173, 1.0]], ['2, k, 16', [0.1025331, -0.01532711, 1.0]], ['2, k, 17', [0.1626108, -0.2972286, 1.0]], ['2, k, 18', [0.1034228, -0.6107314, 1.0]], ['2, k, 19', [0.09532995, -0.6548196, 1.0]], ['2, k, 20', [0.01554563, 0.4110651, 1.0]], ['2, k, 21', [-0.225587, -0.01422724, 1.0]], ['2, k, 22', [-0.2238086, 0.07403137, 1.0]], ['2, k, 23', [0.4178484, 0.0363198, 1.0]], ['2, k, 24', [0.3402954, 0.07241932, 1.0]]]
