[['2, k, 0', [-0.2054355, -0.4365312, 1.0]], ['2, k, 1', [-0.1958667, -0.1958535, 1.0]], ['2, k, 2', [-0.1852338, 0.04166592, 1.0]], ['2, k, 3', [-0.1819345, 0.1698832, 1.0]], ['2, k, 4', [-0.3591161, -0.05958552, 1.0]], ['2, k, 5', [-0.4681786, -0.2495494, 1.0]], ['2, k, 6', [-0.4988019, -0.3858674, 1.0]], ['2, k, 7', [-0.4899689, -0.4398441, 1.0]], ['2, k, 8', [-0.02255144, -0.08395682, 1.0]], ['2, k, 9', [0.03797847, -0.2910567, 1.0]], ['2, k, 10', [0.1075227, -0.3200336, 1.0]], ['2, k, 11', [0.1300072, -0.3138345, 1.0]], ['2, k, 12', [-0.2759701, -0.4259744, 1.0]], ['2, k, 13', [-0.2726194, -0.5466735, 1.0]], ['2, k, 14', [-0.2096963, -0.9029777, 1.0]], ['2, k, 15', [-0.1958318, -0.956449, 1.0]], ['2, k, 16', [-0.1311322, -0.4362632, 1.0]], ['2, k, 17', [-0.05354104, -0.5243028, 1.0]], ['2, k, 18', [-0.009978815, -0.9158683, 1.0]], ['2, k, 19', [-0.0001965184, -0.9857201, 1.0]], ['2, k, 20', [-0.188232, -0.01715264, 1.0]], ['2, k, 21', [-0.4876199, -0.489937, 1.0]], ['2, k, 22', [-0.519983, -0.4534715, 1.0]], ['2, k, 23', [0.1214288, -0.3462622, 1.0]], ['2, k, 24', [0.1911113, -0.2890764, 1.0]]]
[['2, k, 0', [-0.2012933, -0.4385597, 1.0]], ['2, k, 1', [-0.2014206, -0.1980482, 1.0]], ['2, k, 2', [-0.200692, 0.03826885, 1.0]], ['2, k, 3', [-0.2062097, 0.1765196, 1.0]], ['2, k, 4', [-0.3688835, -0.06647837, 1.0]], ['2, k, 5', [-0.4698238, -0.2597542, 1.0]], ['2, k, 6', [-0.5039976, -0.3987643, 1.0]], ['2, k, 7', [-0.4991983, -0.4653706, 1.0]], ['2, k, 8', [-0.03726006, -0.06437314, 1.0]], ['2, k, 9', [-0.02518043, -0.2728501, 1.0]], ['2, k, 10', [0.04576991, -0.3909983, 1.0]], ['2, k, 11', [0.07364434, -0.402415, 1.0]], ['2, k, 12', [-0.2711746, -0.4333385, 1.0]], ['2, k, 13', [-0.2706944, -0.547497, 1.0]], ['2, k, 14', [-0.2090061, -0.9037662, 1.0]], ['2, k, 15', [-0.1964588, -0.9578094, 1.0]], ['2, k, 16', [-0.1267935, -0.4332399, 1.0]], ['2, k, 17', [-0.04993114, -0.5275377, 1.0]], ['2, k, 18', [-0.01574616, -0.9190173, 1.0]], ['2, k, 19', [-0.01378756, -0.9808372, 1.0]], ['2, k, 20', [-0.2011083, -0.02027736, 1.0]], ['2, k, 21', [-0.4938758, -0.5186469, 1.0]], ['2, k, 22', [-0.45078, -0.4406398, 1.0]], ['2, k, 23', [0.1048911, -0.4293781, 1.0]], ['2, k, 24', [0.03120331, -0.411661, 1.0]]]
[['2, k, 0', [-0.201618, -0.4385781, 1.0]], ['2, k, 1', [-0.2017073, -0.1979476, 1.0]], ['2, k, 2', [-0.2007131, 0.03843986, 1.0]], ['2, k, 3', [-0.2058989, 0.1769478, 1.0]], ['2, k, 4', [-0.3691292, -0.06653104, 1.0]], ['2, k, 5', [-0.469608, -0.2592187, 1.0]], ['2, k, 6', [-0.5043596, -0.3996602, 1.0]], ['2, k, 7', [-0.5001488, -0.4659479, 1.0]], ['2, k, 8', [-0.03614528, -0.06477641, 1.0]], ['2, k, 9', [-0.02229405, -0.2740929, 1.0]], ['2, k, 10', [0.04113341, -0.4067576, 1.0]], ['2, k, 11', [0.06661629, -0.4395957, 1.0]], ['2, k, 12', [-0.2714775, -0.4332252, 1.0]], ['2, k, 13', [-0.2706757, -0.5475562, 1.0]], ['2, k, 14', [-0.2090735, -0.9037227, 1.0]], ['2, k, 15', [-0.1971997, -0.9587956, 1.0]], ['2, k, 16', [-0.1271048, -0.433352, 1.0]], ['2, k, 17', [-0.03154849, -0.5033867, 1.0]], ['2, k, 18', [-0.01562171, -0.9187919, 1.0]], ['2, k, 19', [-0.01347721, -0.9819232, 1.0]], ['2, k, 20', [-0.2011894, -0.02011307, 1.0]], ['2, k, 21', [-0.4913408, -0.524719, 1.0]], ['2, k, 22', [-0.4567092, -0.4339779, 1.0]], ['2, k, 23', [0.1018834, -0.4686804, 1.0]], ['2, k, 24', [-0.005797183, -0.5077001, 1.0]]]
[['2, k, 0', [-0.2019217, -0.4385415, 1.0]], ['2, k, 1', [-0.201452, -0.1975977, 1.0]], ['2, k, 2', [-0.1991623, 0.03927879, 1.0]], ['2, k, 3', [-0.2058213, 0.1775812, 1.0]], ['2, k, 4', [-0.3689084, -0.06655365, 1.0]], ['2, k, 5', [-0.4695921, -0.2592504, 1.0]], ['2, k, 6', [-0.5044408, -0.3998433, 1.0]], ['2, k, 7', [-0.5002319, -0.4669218, 1.0]], ['2, k, 8', [-0.03524888, -0.0645088, 1.0]], ['2, k, 9', [-0.01660351, -0.2731491, 1.0]], ['2, k, 10', [0.04353457, -0.4215232, 1.0]], ['2, k, 11', [0.06629812, -0.4719043, 1.0]], ['2, k, 12', [-0.2719165, -0.4329679, 1.0]], ['2, k, 13', [-0.2706614, -0.5474156, 1.0]], ['2, k, 14', [-0.2089876, -0.9035697, 1.0]], ['2, k, 15', [-0.1970866, -0.9587497, 1.0]], ['2, k, 16', [-0.1272994, -0.4334577, 1.0]], ['2, k, 17', [-0.02812368, -0.4996766, 1.0]], ['2, k, 18', [-0.01569244, -0.9172794, 1.0]], ['2, k, 19', [-0.01058271, -0.9871306, 1.0]], ['2, k, 20', [-0.2000088, -0.01940282, 1.0]], ['2, k, 21', [-0.4934563, -0.5189168, 1.0]], ['2, k, 22', [-0.4550593, -0.4343704, 1.0]], ['2, k, 23', [0.09874544, -0.5025993, 1.0]], ['2, k, 24', [0.009998729, -0.5216333, 1.0]]]
[['2, k, 0', [-0.2028367, -0.4387243, 1.0]], ['2, k, 1', [-0.2016886, -0.1975436, 1.0]], ['2, k, 2', [-0.1983459, 0.03960758, 1.0]], ['2, k, 3', [-0.2051515, 0.1779467, 1.0]], ['2, k, 4', [-0.3687754, -0.06581534, 1.0]], ['2, k, 5', [-0.4697664, -0.2598569, 1.0]], ['2, k, 6', [-0.5045292, -0.4006083, 1.0]], ['2, k, 7', [-0.5000106, -0.4675781, 1.0]], ['2, k, 8', [-0.0344156, -0.06415758, 1.0]], ['2, k, 9', [-0.01798601, -0.2868238, 1.0]], ['2, k, 10', [0.03967099, -0.3876606, 1.0]], ['2, k, 11', [0.04872666, -0.4684415, 1.0]], ['2, k, 12', [-0.2728457, -0.4328682, 1.0]], ['2, k, 13', [-0.2705767, -0.5474992, 1.0]], ['2, k, 14', [-0.2089452, -0.9036204, 1.0]], ['2, k, 15', [-0.1968654, -0.9585936, 1.0]], ['2, k, 16', [-0.128194, -0.4339824, 1.0]], ['2, k, 17', [-0.02548147, -0.4975616, 1.0]], ['2, k, 18', [-0.015948, -0.9172047, 1.0]], ['2, k, 19', [-0.009932857, -0.9869322, 1.0]], ['2, k, 20', [-0.1994777, -0.01914323, 1.0]], ['2, k, 21', [-0.4955584, -0.5219027, 1.0]], ['2, k, 22', [-0.4503711, -0.4456518, 1.0]], ['2, k, 23', [0.07461999, -0.5077496, 1.0]], ['2, k, 24', [-0.00975203, -0.4812625, 1.0]]]
[['2, k, 0', [-0.202661, -0.4387835, 1.0]], ['2, k, 1', [-0.2010394, -0.1973487, 1.0]], ['2, k, 2', [-0.1975932, 0.03999969, 1.0]], ['2, k, 3', [-0.204414, 0.1789849, 1.0]], ['2, k, 4', [-0.369043, -0.06578606, 1.0]], ['2, k, 5', [-0.4697176, -0.2599579, 1.0]], ['2, k, 6', [-0.5046128, -0.4008878, 1.0]], ['2, k, 7', [-0.5012564, -0.4671648, 1.0]], ['2, k, 8', [-0.03423755, -0.06316975, 1.0]], ['2, k, 9', [-0.00889272, -0.2889344, 1.0]], ['2, k, 10', [0.01419006, -0.4195198, 1.0]], ['2, k, 11', [0.0552525, -0.5304825, 1.0]], ['2, k, 12', [-0.2728114, -0.4328344, 1.0]], ['2, k, 13', [-0.2705272, -0.5476443, 1.0]], ['2, k, 14', [-0.2087671, -0.9037855, 1.0]], ['2, k, 15', [-0.1962408, -0.9576576, 1.0]], ['2, k, 16', [-0.1278285, -0.4341191, 1.0]], ['2, k, 17', [-0.02438474, -0.4990966, 1.0]], ['2, k, 18', [-0.01686852, -0.9130473, 1.0]], ['2, k, 19', [-0.009851588, -0.9841623, 1.0]], ['2, k, 20', [-0.1986986, -0.01878797, 1.0]], ['2, k, 21', [-0.492548, -0.522331, 1.0]], ['2, k, 22', [-0.4534737, -0.4373004, 1.0]], ['2, k, 23', [0.07604542, -0.5554348, 1.0]], ['2, k, 24', [0.01222309, -0.5061466, 1.0]]]
[['2, k, 0', [-0.2028146, -0.4391046, 1.0]], ['2, k, 1', [-0.2010581, -0.197261, 1.0]], ['2, k, 2', [-0.1976128, 0.04057606, 1.0]], ['2, k, 3', [-0.2038802, 0.1790202, 1.0]], ['2, k, 4', [-0.3687091, -0.0655449, 1.0]], ['2, k, 5', [-0.4697805, -0.2602422, 1.0]], ['2, k, 6', [-0.5045617, -0.4013678, 1.0]], ['2, k, 7', [-0.5016217, -0.4667499, 1.0]], ['2, k, 8', [-0.03305376, -0.06335218, 1.0]], ['2, k, 9', [-0.0211598, -0.2862, 1.0]], ['2, k, 10', [0.01847025, -0.4245843, 1.0]], ['2, k, 11', [0.03715101, -0.4908299, 1.0]], ['2, k, 12', [-0.2729504, -0.4328976, 1.0]], ['2, k, 13', [-0.2704397, -0.5478798, 1.0]], ['2, k, 14', [-0.2087196, -0.903927, 1.0]], ['2, k, 15', [-0.1970819, -0.95875, 1.0]], ['2, k, 16', [-0.1279254, -0.4348065, 1.0]], ['2, k, 17', [-0.0240154, -0.5014972, 1.0]], ['2, k, 18', [-0.01687322, -0.9133331, 1.0]], ['2, k, 19', [-0.01086258, -0.98585, 1.0]], ['2, k, 20', [-0.1986977, -0.01833537, 1.0]], ['2, k, 21', [-0.4932798, -0.5237174, 1.0]], ['2, k, 22', [-0.4702902, -0.4531824, 1.0]], ['2, k, 23', [0.06610106, -0.5433282, 1.0]], ['2, k, 24', [0.004850256, -0.4974899, 1.0]]]
[['2, k, 0', [-0.2028341, -0.4394002, 1.0]], ['2, k, 1', [-0.2008197, -0.1972713, 1.0]], ['2, k, 2', [-0.197245, 0.04088345, 1.0]], ['2, k, 3', [-0.2035272, 0.1793816, 1.0]], ['2, k, 4', [-0.3683418, -0.06472865, 1.0]], ['2, k, 5', [-0.4694425, -0.259309, 1.0]], ['2, k, 6', [-0.5048714, -0.4024382, 1.0]], ['2, k, 7', [-0.5022742, -0.4683672, 1.0]], ['2, k, 8', [-0.0319121, -0.06350043, 1.0]], ['2, k, 9', [-0.01521982, -0.2907971, 1.0]], ['2, k, 10', [0.01342227, -0.4254405, 1.0]], ['2, k, 11', [0.03540593, -0.4906016, 1.0]], ['2, k, 12', [-0.2729816, -0.4330547, 1.0]], ['2, k, 13', [-0.2703705, -0.5478956, 1.0]], ['2, k, 14', [-0.2085994, -0.9043305, 1.0]], ['2, k, 15', [-0.1969706, -0.9588434, 1.0]], ['2, k, 16', [-0.1278973, -0.4352111, 1.0]], ['2, k, 17', [-0.02433859, -0.50358, 1.0]], ['2, k, 18', [-0.01697366, -0.913954, 1.0]], ['2, k, 19', [-0.01121522, -0.986015, 1.0]], ['2, k, 20', [-0.1983438, -0.01810602, 1.0]], ['2, k, 21', [-0.4961456, -0.5245582, 1.0]], ['2, k, 22', [-0.4570962, -0.4369897, 1.0]], ['2, k, 23', [0.06318384, -0.5426567, 1.0]], ['2, k, 24', [-0.001977499, -0.4880665, 1.0]]]
[['2, k, 0', [-0.2026757, -0.4396669, 1.0]], ['2, k, 1', [-0.2002402, -0.1971805, 1.0]], ['2, k, 2', [-0.1963292, 0.04141467, 1.0]], ['2, k, 3', [-0.2026533, 0.180321, 1.0]], ['2, k, 4', [-0.3680063, -0.0642296, 1.0]], ['2, k, 5', [-0.4692875, -0.2595738, 1.0]], ['2, k, 6', [-0.5050976, -0.4032859, 1.0]], ['2, k, 7', [-0.5026075, -0.4699609, 1.0]], ['2, k, 8', [-0.03061777, -0.0633796, 1.0]], ['2, k, 9', [-0.01247336, -0.2923122, 1.0]], ['2, k, 10', [0.04377601, -0.4602945, 1.0]], ['2, k, 11', [0.05757571, -0.5194473, 1.0]], ['2, k, 12', [-0.2727797, -0.4331923, 1.0]], ['2, k, 13', [-0.2703516, -0.5478839, 1.0]], ['2, k, 14', [-0.2082593, -0.9049613, 1.0]], ['2, k, 15', [-0.1969717, -0.9590582, 1.0]], ['2, k, 16', [-0.1277594, -0.4355422, 1.0]], ['2, k, 17', [-0.02426282, -0.5046947, 1.0]], ['2, k, 18', [-0.01632096, -0.9167448, 1.0]], ['2, k, 19', [-0.01122736, -0.9845384, 1.0]], ['2, k, 20', [-0.1974989, -0.01768826, 1.0]], ['2, k, 21', [-0.4968055, -0.5246301, 1.0]], ['2, k, 22', [-0.4604129, -0.4282729, 1.0]], ['2, k, 23', [0.0767239, -0.5691606, 1.0]], ['2, k, 24', [0.0004795138, -0.5299982, 1.0]]]
[['2, k, 0', [-0.2027515, -0.4397386, 1.0]], ['2, k, 1', [-0.2000238, -0.1970382, 1.0]], ['2, k, 2', [-0.1955807, 0.04190448, 1.0]], ['2, k, 3', [-0.2025775, 0.180132, 1.0]], ['2, k, 4', [-0.3684654, -0.06409475, 1.0]], ['2, k, 5', [-0.4691263, -0.2608519, 1.0]], ['2, k, 6', [-0.505487, -0.4044747, 1.0]], ['2, k, 7', [-0.5032207, -0.472234, 1.0]], ['2, k, 8', [-0.02936541, -0.06422598, 1.0]], ['2, k, 9', [-0.005471331, -0.2960844, 1.0]], ['2, k, 10', [0.005520469, -0.4450989, 1.0]], ['2, k, 11', [0.03910588, -0.5059808, 1.0]], ['2, k, 12', [-0.272826, -0.4331807, 1.0]], ['2, k, 13', [-0.2704398, -0.54782, 1.0]], ['2, k, 14', [-0.2081762, -0.9051672, 1.0]], ['2, k, 15', [-0.1976047, -0.9607581, 1.0]], ['2, k, 16', [-0.1278374, -0.4357797, 1.0]], ['2, k, 17', [-0.02396606, -0.5048959, 1.0]], ['2, k, 18', [-0.01696349, -0.9161647, 1.0]], ['2, k, 19', [-0.01331883, -0.9866546, 1.0]], ['2, k, 20', [-0.196894, -0.01729046, 1.0]], ['2, k, 21', [-0.498973, -0.5258792, 1.0]], ['2, k, 22', [-0.4509763, -0.4456975, 1.0]], ['2, k, 23', [0.0746682, -0.5571967, 1.0]], ['2, k, 24', [-0.0319248, -0.4833629, 1.0]]]
[['2, k, 0', [-0.2027411, -0.4398628, 1.0]], ['2, k, 1', [-0.1997339, -0.1969972, 1.0]], ['2, k, 2', [-0.1950835, 0.04210209, 1.0]], ['2, k, 3', [-0.2010204, 0.1802811, 1.0]], ['2, k, 4', [-0.3671006, -0.06356811, 1.0]], ['2, k, 5', [-0.4690708, -0.2610233, 1.0]], ['2, k, 6', [-0.5052684, -0.4047, 1.0]], ['2, k, 7', [-0.5016595, -0.4702588, 1.0]], ['2, k, 8', [-0.02824236, -0.06366942, 1.0]], ['2, k, 9', [-0.005577797, -0.2926704, 1.0]], ['2, k, 10', [0.005665769, -0.4446209, 1.0]], ['2, k, 11', [0.03945982, -0.5049221, 1.0]], ['2, k, 12', [-0.2728426, -0.4332226, 1.0]], ['2, k, 13', [-0.2703885, -0.547995, 1.0]], ['2, k, 14', [-0.2081461, -0.9057382, 1.0]], ['2, k, 15', [-0.1968579, -0.9601658, 1.0]], ['2, k, 16', [-0.1277845, -0.4359687, 1.0]], ['2, k, 17', [-0.02363959, -0.5050173, 1.0]], ['2, k, 18', [-0.01692191, -0.9159009, 1.0]], ['2, k, 19', [-0.01337375, -0.9872884, 1.0]], ['2, k, 20', [-0.1964358, -0.0171262, 1.0]], ['2, k, 21', [-0.4956372, -0.5267673, 1.0]], ['2, k, 22', [-0.4555711, -0.4398414, 1.0]], ['2, k, 23', [0.0760572, -0.5557627, 1.0]], ['2, k, 24', [-0.0293368, -0.4857188, 1.0]]]
[['2, k, 0', [-0.2028516, -0.4400167, 1.0]], ['2, k, 1', [-0.1994297, -0.1968408, 1.0]], ['2, k, 2', [-0.1940584, 0.04283391, 1.0]], ['2, k, 3', [-0.2001143, 0.1816194, 1.0]], ['2, k, 4', [-0.3660743, -0.06323447, 1.0]], ['2, k, 5', [-0.4691013, -0.2609082, 1.0]], ['2, k, 6', [-0.5051253, -0.4053176, 1.0]], ['2, k, 7', [-0.5016203, -0.4730248, 1.0]], ['2, k, 8', [-0.02772569, -0.06267731, 1.0]], ['2, k, 9', [-0.004122673, -0.292548, 1.0]], ['2, k, 10', [0.01514702, -0.4242732, 1.0]], ['2, k, 11', [0.03532363, -0.4884252, 1.0]], ['2, k, 12', [-0.2729284, -0.4332735, 1.0]], ['2, k, 13', [-0.2703587, -0.5488936, 1.0]], ['2, k, 14', [-0.2081563, -0.9057232, 1.0]], ['2, k, 15', [-0.1968525, -0.9601272, 1.0]], ['2, k, 16', [-0.1278854, -0.4362424, 1.0]], ['2, k, 17', [-0.02342834, -0.504985, 1.0]], ['2, k, 18', [-0.01687296, -0.9153756, 1.0]], ['2, k, 19', [-0.01751531, -0.9473294, 1.0]], ['2, k, 20', [-0.1956069, -0.0165539, 1.0]], ['2, k, 21', [-0.4956382, -0.5272708, 1.0]], ['2, k, 22', [-0.4549192, -0.4431464, 1.0]], ['2, k, 23', [0.06048681, -0.5391772, 1.0]], ['2, k, 24', [-0.005063442, -0.4896312, 1.0]]]
[['2, k, 0', [-0.2031947, -0.4403063, 1.0]], ['2, k, 1', [-0.1993971, -0.1967744, 1.0]], ['2, k, 2', [-0.1936247, 0.04325651, 1.0]], ['2, k, 3', [-0.1997584, 0.1827274, 1.0]], ['2, k, 4', [-0.3659494, -0.06274398, 1.0]], ['2, k, 5', [-0.4690743, -0.2609228, 1.0]], ['2, k, 6', [-0.505241, -0.4060046, 1.0]], ['2, k, 7', [-0.5034052, -0.472794, 1.0]], ['2, k, 8', [-0.02841861, -0.06281552, 1.0]], ['2, k, 9', [-0.01134876, -0.2941555, 1.0]], ['2, k, 10', [0.012969, -0.4268974, 1.0]], ['2, k, 11', [0.03163057, -0.4909908, 1.0]], ['2, k, 12', [-0.2732112, -0.4334239, 1.0]], ['2, k, 13', [-0.2702945, -0.549238, 1.0]], ['2, k, 14', [-0.2082451, -0.9062493, 1.0]], ['2, k, 15', [-0.1966313, -0.9605721, 1.0]], ['2, k, 16', [-0.1282464, -0.4366524, 1.0]], ['2, k, 17', [-0.02337946, -0.5051927, 1.0]], ['2, k, 18', [-0.01669991, -0.9152563, 1.0]], ['2, k, 19', [-0.01796396, -0.9472086, 1.0]], ['2, k, 20', [-0.1952684, -0.01621555, 1.0]], ['2, k, 21', [-0.4954243, -0.5285515, 1.0]], ['2, k, 22', [-0.4533734, -0.4457523, 1.0]], ['2, k, 23', [0.05414119, -0.5419602, 1.0]], ['2, k, 24', [-0.008571342, -0.489246, 1.0]]]
[['2, k, 0', [-0.2024582, -0.4419943, 1.0]], ['2, k, 1', [-0.1972733, -0.1964245, 1.0]], ['2, k, 2', [-0.1909287, 0.04529759, 1.0]], ['2, k, 3', [-0.1968275, 0.1847319, 1.0]], ['2, k, 4', [-0.364358, -0.06048706, 1.0]], ['2, k, 5', [-0.4710412, -0.2608188, 1.0]], ['2, k, 6', [-0.5057999, -0.4093788, 1.0]], ['2, k, 7', [-0.5035959, -0.4764108, 1.0]], ['2, k, 8', [-0.02597008, -0.06356259, 1.0]], ['2, k, 9', [-0.02652757, -0.2969617, 1.0]], ['2, k, 10', [0.01241697, -0.4286577, 1.0]], ['2, k, 11', [0.04014747, -0.4838075, 1.0]], ['2, k, 12', [-0.272465, -0.4347069, 1.0]], ['2, k, 13', [-0.2705178, -0.5499526, 1.0]], ['2, k, 14', [-0.2088494, -0.9074171, 1.0]], ['2, k, 15', [-0.1984119, -0.9624502, 1.0]], ['2, k, 16', [-0.1274922, -0.4385566, 1.0]], ['2, k, 17', [-0.02052601, -0.5058758, 1.0]], ['2, k, 18', [-0.01521107, -0.9146891, 1.0]], ['2, k, 19', [-0.01694716, -0.9467313, 1.0]], ['2, k, 20', [-0.192667, -0.01457968, 1.0]], ['2, k, 21', [-0.497149, -0.5368795, 1.0]], ['2, k, 22', [-0.4708422, -0.4620529, 1.0]], ['2, k, 23', [0.07605254, -0.5342247, 1.0]], ['2, k, 24', [-0.01980961, -0.4881156, 1.0]]]
[['2, k, 0', [-0.202545, -0.4420975, 1.0]], ['2, k, 1', [-0.1974585, -0.1965128, 1.0]], ['2, k, 2', [-0.1912971, 0.04522163, 1.0]], ['2, k, 3', [-0.1965353, 0.1852356, 1.0]], ['2, k, 4', [-0.3643724, -0.06055702, 1.0]], ['2, k, 5', [-0.4713022, -0.2606265, 1.0]], ['2, k, 6', [-0.5061626, -0.4098299, 1.0]], ['2, k, 7', [-0.5048394, -0.4794374, 1.0]], ['2, k, 8', [-0.02581502, -0.06369886, 1.0]], ['2, k, 9', [-0.009439801, -0.2568367, 1.0]], ['2, k, 10', [0.006000152, -0.4050157, 1.0]], ['2, k, 11', [0.0235755, -0.4555467, 1.0]], ['2, k, 12', [-0.2725028, -0.434783, 1.0]], ['2, k, 13', [-0.2706715, -0.5501515, 1.0]], ['2, k, 14', [-0.2088642, -0.90759, 1.0]], ['2, k, 15', [-0.1979585, -0.9611344, 1.0]], ['2, k, 16', [-0.1276598, -0.4387073, 1.0]], ['2, k, 17', [-0.02065434, -0.5020204, 1.0]], ['2, k, 18', [-0.01532172, -0.9134731, 1.0]], ['2, k, 19', [-0.0167542, -0.9455522, 1.0]], ['2, k, 20', [-0.1929842, -0.01465669, 1.0]], ['2, k, 21', [-0.4995979, -0.5377052, 1.0]], ['2, k, 22', [-0.4754426, -0.4759507, 1.0]], ['2, k, 23', [0.06681812, -0.5027425, 1.0]], ['2, k, 24', [-0.03137757, -0.4749857, 1.0]]]
[['2, k, 0', [-0.2030674, -0.4422456, 1.0]], ['2, k, 1', [-0.197674, -0.1965382, 1.0]], ['2, k, 2', [-0.1909221, 0.0452607, 1.0]], ['2, k, 3', [-0.1966429, 0.1848005, 1.0]], ['2, k, 4', [-0.3642703, -0.06039004, 1.0]], ['2, k, 5', [-0.4724928, -0.2592779, 1.0]], ['2, k, 6', [-0.5062866, -0.4102006, 1.0]], ['2, k, 7', [-0.5025933, -0.4802237, 1.0]], ['2, k, 8', [-0.0254458, -0.06401386, 1.0]], ['2, k, 9', [0.01876596, -0.3023653, 1.0]], ['2, k, 10', [0.003937342, -0.4111155, 1.0]], ['2, k, 11', [0.04116871, -0.4461605, 1.0]], ['2, k, 12', [-0.2727872, -0.4348657, 1.0]], ['2, k, 13', [-0.2708048, -0.5500805, 1.0]], ['2, k, 14', [-0.2087593, -0.9073103, 1.0]], ['2, k, 15', [-0.1978, -0.9605315, 1.0]], ['2, k, 16', [-0.1284603, -0.4389155, 1.0]], ['2, k, 17', [-0.02083823, -0.4983706, 1.0]], ['2, k, 18', [-0.01533427, -0.9121634, 1.0]], ['2, k, 19', [-0.01690578, -0.9442911, 1.0]], ['2, k, 20', [-0.1927916, -0.01462915, 1.0]], ['2, k, 21', [-0.4962155, -0.5364712, 1.0]], ['2, k, 22', [-0.4716191, -0.4670593, 1.0]], ['2, k, 23', [0.0693963, -0.4842311, 1.0]], ['2, k, 24', [0.01118535, -0.4533055, 1.0]]]
[['2, k, 0', [-0.2037371, -0.4424095, 1.0]], ['2, k, 1', [-0.1978412, -0.1965172, 1.0]], ['2, k, 2', [-0.1908952, 0.04537926, 1.0]], ['2, k, 3', [-0.1963677, 0.185127, 1.0]], ['2, k, 4', [-0.364114, -0.05987307, 1.0]], ['2, k, 5', [-0.4722204, -0.2590786, 1.0]], ['2, k, 6', [-0.5064927, -0.4106177, 1.0]], ['2, k, 7', [-0.5026354, -0.4810725, 1.0]], ['2, k, 8', [-0.02535706, -0.06462245, 1.0]], ['2, k, 9', [-0.01356834, -0.2873169, 1.0]], ['2, k, 10', [0.03406352, -0.3868335, 1.0]], ['2, k, 11', [0.05098347, -0.4070162, 1.0]], ['2, k, 12', [-0.2732942, -0.4348735, 1.0]], ['2, k, 13', [-0.2709879, -0.5504795, 1.0]], ['2, k, 14', [-0.2089469, -0.9072327, 1.0]], ['2, k, 15', [-0.1978607, -0.96022, 1.0]], ['2, k, 16', [-0.1293528, -0.4392917, 1.0]], ['2, k, 17', [-0.02708613, -0.5010335, 1.0]], ['2, k, 18', [-0.01525016, -0.9114922, 1.0]], ['2, k, 19', [-0.0165842, -0.9436377, 1.0]], ['2, k, 20', [-0.1928222, -0.01453813, 1.0]], ['2, k, 21', [-0.4966852, -0.5366757, 1.0]], ['2, k, 22', [-0.467141, -0.4492477, 1.0]], ['2, k, 23', [0.08733063, -0.4414574, 1.0]], ['2, k, 24', [0.01439608, -0.4178868, 1.0]]]
[['2, k, 0', [-0.2040428, -0.4424515, 1.0]], ['2, k, 1', [-0.1980313, -0.1963162, 1.0]], ['2, k, 2', [-0.1908187, 0.04605395, 1.0]], ['2, k, 3', [-0.195802, 0.1856921, 1.0]], ['2, k, 4', [-0.364123, -0.05955448, 1.0]], ['2, k, 5', [-0.4717035, -0.2595496, 1.0]], ['2, k, 6', [-0.5065306, -0.4107924, 1.0]], ['2, k, 7', [-0.5035299, -0.4806424, 1.0]], ['2, k, 8', [-0.02494426, -0.06461091, 1.0]], ['2, k, 9', [0.0007927644, -0.2410158, 1.0]], ['2, k, 10', [0.04184781, -0.3391055, 1.0]], ['2, k, 11', [0.05386149, -0.3595019, 1.0]], ['2, k, 12', [-0.2735451, -0.4348841, 1.0]], ['2, k, 13', [-0.2710232, -0.5504678, 1.0]], ['2, k, 14', [-0.2089442, -0.9071688, 1.0]], ['2, k, 15', [-0.1976034, -0.9600039, 1.0]], ['2, k, 16', [-0.1296884, -0.4393541, 1.0]], ['2, k, 17', [-0.04772403, -0.5278487, 1.0]], ['2, k, 18', [-0.01526495, -0.9117904, 1.0]], ['2, k, 19', [-0.0133552, -0.9875319, 1.0]], ['2, k, 20', [-0.1928351, -0.01399507, 1.0]], ['2, k, 21', [-0.4967285, -0.536631, 1.0]], ['2, k, 22', [-0.465305, -0.4466243, 1.0]], ['2, k, 23', [0.08471493, -0.3800755, 1.0]], ['2, k, 24', [0.01449011, -0.3592441, 1.0]]]
