[['2, k, 0', [-0.00541799, -0.352137, 1.0]], ['2, k, 1', [-0.0229171, -0.0297194, 1.0]], ['2, k, 2', [-0.0397999, 0.284303, 1.0]], ['2, k, 3', [-0.0231965, 0.410043, 1.0]], ['2, k, 4', [-0.136245, 0.211936, 1.0]], ['2, k, 5', [-0.0945026, 0.114705, 1.0]], ['2, k, 6', [-0.0401142, 0.0907661, 1.0]], ['2, k, 7', [0.00822978, 0.0766873, 1.0]], ['2, k, 8', [0.0925247, 0.203292, 1.0]], ['2, k, 9', [0.226636, 0.197069, 1.0]], ['2, k, 10', [0.205202, 0.0136829, 1.0]], ['2, k, 11', [0.156724, -0.0335331, 1.0]], ['2, k, 12', [-0.0575497, -0.344915, 1.0]], ['2, k, 13', [-0.111459, -0.576429, 1.0]], ['2, k, 14', [-0.103444, -0.958222, 1.0]], ['2, k, 15', [-0.11771, -1.05928, 1.0]], ['2, k, 16', [0.0468583, -0.348599, 1.0]], ['2, k, 17', [0.115054, -0.652409, 1.0]], ['2, k, 18', [0.129777, -0.994666, 1.0]], ['2, k, 19', [0.14967, -1.05916, 1.0]], ['2, k, 20', [-0.035673, 0.207017, 1.0]], ['2, k, 21', [0.0599666, 0.0464057, 1.0]], ['2, k, 22', [0.0187028, 0.0991112, 1.0]], ['2, k, 23', [0.166088, -0.1054, 1.0]], ['2, k, 24', [0.133981, -0.03407, 1.0]]]
[['2, k, 0', [-0.0185634, -0.351052, 1.0]], ['2, k, 1', [0.0150541, -0.0277979, 1.0]], ['2, k, 2', [0.0479518, 0.284461, 1.0]], ['2, k, 3', [0.0286185, 0.409715, 1.0]], ['2, k, 4', [-0.127604, 0.213347, 1.0]], ['2, k, 5', [-0.338358, 0.211684, 1.0]], ['2, k, 6', [-0.534075, 0.213438, 1.0]], ['2, k, 7', [-0.602946, 0.21545, 1.0]], ['2, k, 8', [0.120021, 0.173874, 1.0]], ['2, k, 9', [-0.0507036, 0.117857, 1.0]], ['2, k, 10', [-0.254272, 0.117828, 1.0]], ['2, k, 11', [-0.365216, 0.138921, 1.0]], ['2, k, 12', [-0.0718106, -0.34501, 1.0]], ['2, k, 13', [-0.122489, -0.634889, 1.0]], ['2, k, 14', [-0.0906828, -0.980997, 1.0]], ['2, k, 15', [-0.122852, -1.06479, 1.0]], ['2, k, 16', [0.035471, -0.348005, 1.0]], ['2, k, 17', [0.109855, -0.707306, 1.0]], ['2, k, 18', [0.131034, -1.02585, 1.0]], ['2, k, 19', [0.140065, -1.08166, 1.0]], ['2, k, 20', [0.0397929, 0.207462, 1.0]], ['2, k, 21', [-0.636145, 0.207679, 1.0]], ['2, k, 22', [-0.612595, 0.234378, 1.0]], ['2, k, 23', [-0.420123, 0.154369, 1.0]], ['2, k, 24', [-0.394473, 0.118538, 1.0]]]
[['2, k, 0', [-0.0186359, -0.351226, 1.0]], ['2, k, 1', [0.0147399, -0.0282367, 1.0]], ['2, k, 2', [0.0472457, 0.284532, 1.0]], ['2, k, 3', [0.0281967, 0.409854, 1.0]], ['2, k, 4', [-0.118846, 0.218322, 1.0]], ['2, k, 5', [-0.342962, 0.213297, 1.0]], ['2, k, 6', [-0.538614, 0.217955, 1.0]], ['2, k, 7', [-0.600606, 0.228243, 1.0]], ['2, k, 8', [0.118502, 0.172567, 1.0]], ['2, k, 9', [-0.0549688, 0.118822, 1.0]], ['2, k, 10', [-0.277919, 0.119908, 1.0]], ['2, k, 11', [-0.36666, 0.139518, 1.0]], ['2, k, 12', [-0.0711953, -0.345066, 1.0]], ['2, k, 13', [-0.122977, -0.634828, 1.0]], ['2, k, 14', [-0.0905722, -0.982119, 1.0]], ['2, k, 15', [-0.123149, -1.06582, 1.0]], ['2, k, 16', [0.0342515, -0.348478, 1.0]], ['2, k, 17', [0.107907, -0.721691, 1.0]], ['2, k, 18', [0.131239, -1.02699, 1.0]], ['2, k, 19', [0.140144, -1.08196, 1.0]], ['2, k, 20', [0.0392084, 0.207406, 1.0]], ['2, k, 21', [-0.630526, 0.216848, 1.0]], ['2, k, 22', [-0.583705, 0.250336, 1.0]], ['2, k, 23', [-0.423103, 0.155447, 1.0]], ['2, k, 24', [-0.403354, 0.124518, 1.0]]]
[['2, k, 0', [-0.0196139, -0.351756, 1.0]], ['2, k, 1', [0.0138046, -0.0287288, 1.0]], ['2, k, 2', [0.0466964, 0.284874, 1.0]], ['2, k, 3', [0.0270886, 0.410325, 1.0]], ['2, k, 4', [-0.117147, 0.219085, 1.0]], ['2, k, 5', [-0.348791, 0.216171, 1.0]], ['2, k, 6', [-0.533293, 0.220223, 1.0]], ['2, k, 7', [-0.601398, 0.246452, 1.0]], ['2, k, 8', [0.116657, 0.171022, 1.0]], ['2, k, 9', [-0.0616419, 0.120069, 1.0]], ['2, k, 10', [-0.300929, 0.124589, 1.0]], ['2, k, 11', [-0.388995, 0.142793, 1.0]], ['2, k, 12', [-0.0712634, -0.345234, 1.0]], ['2, k, 13', [-0.123055, -0.635114, 1.0]], ['2, k, 14', [-0.0905141, -0.983591, 1.0]], ['2, k, 15', [-0.123889, -1.06733, 1.0]], ['2, k, 16', [0.0312865, -0.349205, 1.0]], ['2, k, 17', [0.107337, -0.717516, 1.0]], ['2, k, 18', [0.13117, -1.02664, 1.0]], ['2, k, 19', [0.139973, -1.08234, 1.0]], ['2, k, 20', [0.0385219, 0.207532, 1.0]], ['2, k, 21', [-0.637675, 0.226412, 1.0]], ['2, k, 22', [-0.589439, 0.24928, 1.0]], ['2, k, 23', [-0.44846, 0.156803, 1.0]], ['2, k, 24', [-0.410079, 0.123857, 1.0]]]
[['2, k, 0', [-0.0197716, -0.351928, 1.0]], ['2, k, 1', [0.0134006, -0.0290798, 1.0]], ['2, k, 2', [0.0460339, 0.284774, 1.0]], ['2, k, 3', [0.0266751, 0.410113, 1.0]], ['2, k, 4', [-0.103019, 0.225289, 1.0]], ['2, k, 5', [-0.35539, 0.21945, 1.0]], ['2, k, 6', [-0.545429, 0.220409, 1.0]], ['2, k, 7', [-0.584807, 0.265573, 1.0]], ['2, k, 8', [0.0998112, 0.161177, 1.0]], ['2, k, 9', [-0.0677, 0.120605, 1.0]], ['2, k, 10', [-0.296438, 0.12317, 1.0]], ['2, k, 11', [-0.385679, 0.142137, 1.0]], ['2, k, 12', [-0.0686431, -0.345624, 1.0]], ['2, k, 13', [-0.12316, -0.63533, 1.0]], ['2, k, 14', [-0.0904354, -0.983714, 1.0]], ['2, k, 15', [-0.124294, -1.06742, 1.0]], ['2, k, 16', [0.0269978, -0.349644, 1.0]], ['2, k, 17', [0.106102, -0.714698, 1.0]], ['2, k, 18', [0.130976, -1.02645, 1.0]], ['2, k, 19', [0.140042, -1.0826, 1.0]], ['2, k, 20', [0.0379421, 0.207391, 1.0]], ['2, k, 21', [-0.595906, 0.264943, 1.0]], ['2, k, 22', [-0.592724, 0.263528, 1.0]], ['2, k, 23', [-0.446093, 0.159627, 1.0]], ['2, k, 24', [-0.419557, 0.129756, 1.0]]]
[['2, k, 0', [-0.0201707, -0.351892, 1.0]], ['2, k, 1', [0.0129493, -0.0289369, 1.0]], ['2, k, 2', [0.0455674, 0.285257, 1.0]], ['2, k, 3', [0.0263911, 0.409707, 1.0]], ['2, k, 4', [-0.103145, 0.227117, 1.0]], ['2, k, 5', [-0.352677, 0.223556, 1.0]], ['2, k, 6', [-0.547416, 0.22784, 1.0]], ['2, k, 7', [-0.541207, 0.248178, 1.0]], ['2, k, 8', [0.0977893, 0.166328, 1.0]], ['2, k, 9', [-0.0749209, 0.12004, 1.0]], ['2, k, 10', [-0.293384, 0.122903, 1.0]], ['2, k, 11', [-0.382644, 0.139473, 1.0]], ['2, k, 12', [-0.0677404, -0.345388, 1.0]], ['2, k, 13', [-0.12316, -0.635327, 1.0]], ['2, k, 14', [-0.0903158, -0.983634, 1.0]], ['2, k, 15', [-0.124107, -1.06757, 1.0]], ['2, k, 16', [0.0238988, -0.349289, 1.0]], ['2, k, 17', [0.105375, -0.712172, 1.0]], ['2, k, 18', [0.130868, -1.02624, 1.0]], ['2, k, 19', [0.140218, -1.08285, 1.0]], ['2, k, 20', [0.0374715, 0.207822, 1.0]], ['2, k, 21', [-0.557404, 0.270073, 1.0]], ['2, k, 22', [-0.538517, 0.25548, 1.0]], ['2, k, 23', [-0.4446, 0.163454, 1.0]], ['2, k, 24', [-0.425762, 0.128, 1.0]]]
[['2, k, 0', [-0.0208394, -0.35195, 1.0]], ['2, k, 1', [0.0124138, -0.0287189, 1.0]], ['2, k, 2', [0.0445878, 0.28633, 1.0]], ['2, k, 3', [0.0261368, 0.409486, 1.0]], ['2, k, 4', [-0.104656, 0.227487, 1.0]], ['2, k, 5', [-0.339408, 0.226802, 1.0]], ['2, k, 6', [-0.534273, 0.228336, 1.0]], ['2, k, 7', [-0.531173, 0.24294, 1.0]], ['2, k, 8', [0.0963065, 0.168184, 1.0]], ['2, k, 9', [-0.0803889, 0.119688, 1.0]], ['2, k, 10', [-0.326626, 0.127384, 1.0]], ['2, k, 11', [-0.411819, 0.145203, 1.0]], ['2, k, 12', [-0.0664411, -0.34519, 1.0]], ['2, k, 13', [-0.123082, -0.635238, 1.0]], ['2, k, 14', [-0.0903023, -0.983631, 1.0]], ['2, k, 15', [-0.124037, -1.06744, 1.0]], ['2, k, 16', [0.0209205, -0.349275, 1.0]], ['2, k, 17', [0.105451, -0.709357, 1.0]], ['2, k, 18', [0.130439, -1.02593, 1.0]], ['2, k, 19', [0.140406, -1.08272, 1.0]], ['2, k, 20', [0.0366052, 0.208674, 1.0]], ['2, k, 21', [-0.564954, 0.273762, 1.0]], ['2, k, 22', [-0.522918, 0.255783, 1.0]], ['2, k, 23', [-0.471138, 0.167883, 1.0]], ['2, k, 24', [-0.450109, 0.132857, 1.0]]]
[['2, k, 0', [-0.0214805, -0.351346, 1.0]], ['2, k, 1', [0.0115722, -0.0280724, 1.0]], ['2, k, 2', [0.0436136, 0.2867, 1.0]], ['2, k, 3', [0.0259697, 0.408941, 1.0]], ['2, k, 4', [-0.109621, 0.228566, 1.0]], ['2, k, 5', [-0.338723, 0.228183, 1.0]], ['2, k, 6', [-0.533461, 0.234662, 1.0]], ['2, k, 7', [-0.542881, 0.250815, 1.0]], ['2, k, 8', [0.0950998, 0.169308, 1.0]], ['2, k, 9', [-0.0832795, 0.120561, 1.0]], ['2, k, 10', [-0.327182, 0.127003, 1.0]], ['2, k, 11', [-0.412922, 0.143622, 1.0]], ['2, k, 12', [-0.065573, -0.344487, 1.0]], ['2, k, 13', [-0.123072, -0.635232, 1.0]], ['2, k, 14', [-0.0902228, -0.983924, 1.0]], ['2, k, 15', [-0.123987, -1.06752, 1.0]], ['2, k, 16', [0.0178759, -0.347534, 1.0]], ['2, k, 17', [0.104919, -0.708121, 1.0]], ['2, k, 18', [0.130256, -1.0259, 1.0]], ['2, k, 19', [0.140444, -1.08281, 1.0]], ['2, k, 20', [0.0356502, 0.209218, 1.0]], ['2, k, 21', [-0.575366, 0.271837, 1.0]], ['2, k, 22', [-0.539304, 0.275224, 1.0]], ['2, k, 23', [-0.474391, 0.168151, 1.0]], ['2, k, 24', [-0.455323, 0.13441, 1.0]]]
[['2, k, 0', [-0.0215774, -0.350415, 1.0]], ['2, k, 1', [0.0114542, -0.0279423, 1.0]], ['2, k, 2', [0.0433239, 0.285945, 1.0]], ['2, k, 3', [0.0256408, 0.408281, 1.0]], ['2, k, 4', [-0.112968, 0.229124, 1.0]], ['2, k, 5', [-0.334886, 0.232018, 1.0]], ['2, k, 6', [-0.529663, 0.239536, 1.0]], ['2, k, 7', [-0.537955, 0.25197, 1.0]], ['2, k, 8', [0.0935821, 0.169908, 1.0]], ['2, k, 9', [-0.142832, 0.125864, 1.0]], ['2, k, 10', [-0.332689, 0.126901, 1.0]], ['2, k, 11', [-0.415598, 0.142654, 1.0]], ['2, k, 12', [-0.0637189, -0.34343, 1.0]], ['2, k, 13', [-0.123176, -0.635363, 1.0]], ['2, k, 14', [-0.0902332, -0.983903, 1.0]], ['2, k, 15', [-0.123871, -1.06753, 1.0]], ['2, k, 16', [0.0166295, -0.346121, 1.0]], ['2, k, 17', [0.104753, -0.707595, 1.0]], ['2, k, 18', [0.130111, -1.02655, 1.0]], ['2, k, 19', [0.140505, -1.08255, 1.0]], ['2, k, 20', [0.0354256, 0.208767, 1.0]], ['2, k, 21', [-0.587633, 0.258092, 1.0]], ['2, k, 22', [-0.53773, 0.284749, 1.0]], ['2, k, 23', [-0.480065, 0.169317, 1.0]], ['2, k, 24', [-0.424968, 0.123122, 1.0]]]
[['2, k, 0', [-0.0218133, -0.350573, 1.0]], ['2, k, 1', [0.0108539, -0.0283448, 1.0]], ['2, k, 2', [0.0426123, 0.285465, 1.0]], ['2, k, 3', [0.0257199, 0.408445, 1.0]], ['2, k, 4', [-0.136297, 0.226372, 1.0]], ['2, k, 5', [-0.334778, 0.233081, 1.0]], ['2, k, 6', [-0.529624, 0.241019, 1.0]], ['2, k, 7', [-0.524356, 0.25315, 1.0]], ['2, k, 8', [0.083718, 0.162052, 1.0]], ['2, k, 9', [-0.169518, 0.129632, 1.0]], ['2, k, 10', [-0.360332, 0.126717, 1.0]], ['2, k, 11', [-0.446311, 0.147937, 1.0]], ['2, k, 12', [-0.0630308, -0.343776, 1.0]], ['2, k, 13', [-0.1222, -0.648778, 1.0]], ['2, k, 14', [-0.090331, -0.984135, 1.0]], ['2, k, 15', [-0.123534, -1.06768, 1.0]], ['2, k, 16', [0.0155826, -0.346607, 1.0]], ['2, k, 17', [0.104807, -0.707936, 1.0]], ['2, k, 18', [0.130488, -1.029, 1.0]], ['2, k, 19', [0.140198, -1.08437, 1.0]], ['2, k, 20', [0.0347415, 0.20828, 1.0]], ['2, k, 21', [-0.574335, 0.267362, 1.0]], ['2, k, 22', [-0.509106, 0.276808, 1.0]], ['2, k, 23', [-0.512044, 0.164929, 1.0]], ['2, k, 24', [-0.474914, 0.135889, 1.0]]]
[['2, k, 0', [-0.0229315, -0.350472, 1.0]], ['2, k, 1', [0.00942787, -0.0283302, 1.0]], ['2, k, 2', [0.0417509, 0.285245, 1.0]], ['2, k, 3', [0.026215, 0.407416, 1.0]], ['2, k, 4', [-0.134327, 0.226797, 1.0]], ['2, k, 5', [-0.33094, 0.235266, 1.0]], ['2, k, 6', [-0.526943, 0.245171, 1.0]], ['2, k, 7', [-0.513116, 0.255256, 1.0]], ['2, k, 8', [0.0824523, 0.1615, 1.0]], ['2, k, 9', [-0.140076, 0.12572, 1.0]], ['2, k, 10', [-0.35675, 0.130595, 1.0]], ['2, k, 11', [-0.441966, 0.145781, 1.0]], ['2, k, 12', [-0.0631202, -0.343554, 1.0]], ['2, k, 13', [-0.121686, -0.647618, 1.0]], ['2, k, 14', [-0.0902984, -0.98468, 1.0]], ['2, k, 15', [-0.1237, -1.06803, 1.0]], ['2, k, 16', [0.0137, -0.346611, 1.0]], ['2, k, 17', [0.10445, -0.702944, 1.0]], ['2, k, 18', [0.130293, -1.02887, 1.0]], ['2, k, 19', [0.140527, -1.0846, 1.0]], ['2, k, 20', [0.0337206, 0.208122, 1.0]], ['2, k, 21', [-0.566385, 0.274093, 1.0]], ['2, k, 22', [-0.527974, 0.243574, 1.0]], ['2, k, 23', [-0.505323, 0.172236, 1.0]], ['2, k, 24', [-0.479983, 0.134609, 1.0]]]
[['2, k, 0', [-0.0236036, -0.35035, 1.0]], ['2, k, 1', [0.00861587, -0.0281507, 1.0]], ['2, k, 2', [0.0411546, 0.285417, 1.0]], ['2, k, 3', [0.0258601, 0.406797, 1.0]], ['2, k, 4', [-0.137647, 0.227195, 1.0]], ['2, k, 5', [-0.364045, 0.237397, 1.0]], ['2, k, 6', [-0.556041, 0.248001, 1.0]], ['2, k, 7', [-0.620603, 0.251906, 1.0]], ['2, k, 8', [0.0804621, 0.160539, 1.0]], ['2, k, 9', [-0.179421, 0.130068, 1.0]], ['2, k, 10', [-0.372802, 0.129976, 1.0]], ['2, k, 11', [-0.463878, 0.14802, 1.0]], ['2, k, 12', [-0.0631783, -0.343258, 1.0]], ['2, k, 13', [-0.121918, -0.644785, 1.0]], ['2, k, 14', [-0.0902951, -0.984287, 1.0]], ['2, k, 15', [-0.123752, -1.06778, 1.0]], ['2, k, 16', [0.0127663, -0.346538, 1.0]], ['2, k, 17', [0.104318, -0.700906, 1.0]], ['2, k, 18', [0.129435, -1.02866, 1.0]], ['2, k, 19', [0.140929, -1.08463, 1.0]], ['2, k, 20', [0.0330791, 0.208294, 1.0]], ['2, k, 21', [-0.673422, 0.270754, 1.0]], ['2, k, 22', [-0.634458, 0.240251, 1.0]], ['2, k, 23', [-0.52745, 0.166132, 1.0]], ['2, k, 24', [-0.477001, 0.133568, 1.0]]]
[['2, k, 0', [-0.025298, -0.349901, 1.0]], ['2, k, 1', [0.00742875, -0.02829, 1.0]], ['2, k, 2', [0.0401161, 0.284504, 1.0]], ['2, k, 3', [0.0247943, 0.406732, 1.0]], ['2, k, 4', [-0.142162, 0.227762, 1.0]], ['2, k, 5', [-0.368918, 0.237921, 1.0]], ['2, k, 6', [-0.559856, 0.24917, 1.0]], ['2, k, 7', [-0.624072, 0.253289, 1.0]], ['2, k, 8', [0.0776512, 0.159874, 1.0]], ['2, k, 9', [-0.184615, 0.132255, 1.0]], ['2, k, 10', [-0.383193, 0.132157, 1.0]], ['2, k, 11', [-0.475054, 0.150185, 1.0]], ['2, k, 12', [-0.0637016, -0.342907, 1.0]], ['2, k, 13', [-0.122002, -0.643806, 1.0]], ['2, k, 14', [-0.0901441, -0.988437, 1.0]], ['2, k, 15', [-0.125299, -1.07116, 1.0]], ['2, k, 16', [0.0101153, -0.345928, 1.0]], ['2, k, 17', [0.104173, -0.699362, 1.0]], ['2, k, 18', [0.12916, -1.02824, 1.0]], ['2, k, 19', [0.141242, -1.08436, 1.0]], ['2, k, 20', [0.0320072, 0.207602, 1.0]], ['2, k, 21', [-0.676877, 0.272132, 1.0]], ['2, k, 22', [-0.635732, 0.240759, 1.0]], ['2, k, 23', [-0.538959, 0.167868, 1.0]], ['2, k, 24', [-0.504033, 0.135604, 1.0]]]
[['2, k, 0', [-0.025292, -0.349716, 1.0]], ['2, k, 1', [0.00732059, -0.0282003, 1.0]], ['2, k, 2', [0.0396219, 0.284282, 1.0]], ['2, k, 3', [0.0237735, 0.40626, 1.0]], ['2, k, 4', [-0.14302, 0.228199, 1.0]], ['2, k, 5', [-0.36647, 0.238418, 1.0]], ['2, k, 6', [-0.55871, 0.250432, 1.0]], ['2, k, 7', [-0.623353, 0.254805, 1.0]], ['2, k, 8', [0.07638, 0.162346, 1.0]], ['2, k, 9', [-0.186798, 0.132464, 1.0]], ['2, k, 10', [-0.382113, 0.132662, 1.0]], ['2, k, 11', [-0.471071, 0.148251, 1.0]], ['2, k, 12', [-0.0629865, -0.342662, 1.0]], ['2, k, 13', [-0.122294, -0.646414, 1.0]], ['2, k, 14', [-0.0900502, -0.988006, 1.0]], ['2, k, 15', [-0.124842, -1.0709, 1.0]], ['2, k, 16', [0.0101353, -0.34575, 1.0]], ['2, k, 17', [0.10354, -0.711057, 1.0]], ['2, k, 18', [0.129486, -1.03065, 1.0]], ['2, k, 19', [0.140691, -1.08446, 1.0]], ['2, k, 20', [0.0316349, 0.207454, 1.0]], ['2, k, 21', [-0.676787, 0.272753, 1.0]], ['2, k, 22', [-0.637219, 0.243139, 1.0]], ['2, k, 23', [-0.537729, 0.167892, 1.0]], ['2, k, 24', [-0.511818, 0.137098, 1.0]]]
[['2, k, 0', [-0.0259334, -0.349264, 1.0]], ['2, k, 1', [0.00655968, -0.0280493, 1.0]], ['2, k, 2', [0.0388737, 0.28417, 1.0]], ['2, k, 3', [0.0229964, 0.405996, 1.0]], ['2, k, 4', [-0.14447, 0.228629, 1.0]], ['2, k, 5', [-0.357862, 0.239587, 1.0]], ['2, k, 6', [-0.54773, 0.257824, 1.0]], ['2, k, 7', [-0.590833, 0.286108, 1.0]], ['2, k, 8', [0.073356, 0.161512, 1.0]], ['2, k, 9', [-0.190971, 0.132133, 1.0]], ['2, k, 10', [-0.386793, 0.134786, 1.0]], ['2, k, 11', [-0.478485, 0.150378, 1.0]], ['2, k, 12', [-0.0631109, -0.342134, 1.0]], ['2, k, 13', [-0.122835, -0.644029, 1.0]], ['2, k, 14', [-0.0897153, -0.986449, 1.0]], ['2, k, 15', [-0.124494, -1.0696, 1.0]], ['2, k, 16', [0.00946761, -0.345385, 1.0]], ['2, k, 17', [0.10102, -0.69536, 1.0]], ['2, k, 18', [0.129246, -1.03003, 1.0]], ['2, k, 19', [0.14086, -1.08522, 1.0]], ['2, k, 20', [0.030888, 0.207393, 1.0]], ['2, k, 21', [-0.643833, 0.304843, 1.0]], ['2, k, 22', [-0.605101, 0.274204, 1.0]], ['2, k, 23', [-0.546425, 0.166885, 1.0]], ['2, k, 24', [-0.511796, 0.137837, 1.0]]]
[['2, k, 0', [-0.026894, -0.349154, 1.0]], ['2, k, 1', [0.00562077, -0.0283418, 1.0]], ['2, k, 2', [0.0379608, 0.283428, 1.0]], ['2, k, 3', [0.021707, 0.405094, 1.0]], ['2, k, 4', [-0.145219, 0.22849, 1.0]], ['2, k, 5', [-0.351303, 0.237811, 1.0]], ['2, k, 6', [-0.543784, 0.25358, 1.0]], ['2, k, 7', [-0.608466, 0.259201, 1.0]], ['2, k, 8', [0.0704417, 0.16048, 1.0]], ['2, k, 9', [-0.194759, 0.131747, 1.0]], ['2, k, 10', [-0.390555, 0.136112, 1.0]], ['2, k, 11', [-0.479581, 0.151122, 1.0]], ['2, k, 12', [-0.0634677, -0.341996, 1.0]], ['2, k, 13', [-0.123117, -0.642768, 1.0]], ['2, k, 14', [-0.0896867, -0.988788, 1.0]], ['2, k, 15', [-0.125199, -1.0716, 1.0]], ['2, k, 16', [0.00838316, -0.345387, 1.0]], ['2, k, 17', [0.10019, -0.698591, 1.0]], ['2, k, 18', [0.129197, -1.03023, 1.0]], ['2, k, 19', [0.14102, -1.08562, 1.0]], ['2, k, 20', [0.0299695, 0.206768, 1.0]], ['2, k, 21', [-0.661427, 0.278059, 1.0]], ['2, k, 22', [-0.622655, 0.247574, 1.0]], ['2, k, 23', [-0.54779, 0.16451, 1.0]], ['2, k, 24', [-0.511053, 0.139232, 1.0]]]
[['2, k, 0', [-0.0268677, -0.349394, 1.0]], ['2, k, 1', [0.00521795, -0.0287583, 1.0]], ['2, k, 2', [0.0368284, 0.283027, 1.0]], ['2, k, 3', [0.0206577, 0.405116, 1.0]], ['2, k, 4', [-0.146454, 0.228417, 1.0]], ['2, k, 5', [-0.348234, 0.238237, 1.0]], ['2, k, 6', [-0.541416, 0.25318, 1.0]], ['2, k, 7', [-0.606328, 0.258525, 1.0]], ['2, k, 8', [0.0636218, 0.158186, 1.0]], ['2, k, 9', [-0.202307, 0.130925, 1.0]], ['2, k, 10', [-0.416875, 0.140276, 1.0]], ['2, k, 11', [-0.501985, 0.158171, 1.0]], ['2, k, 12', [-0.0629931, -0.342279, 1.0]], ['2, k, 13', [-0.123424, -0.64122, 1.0]], ['2, k, 14', [-0.0898152, -0.98839, 1.0]], ['2, k, 15', [-0.125138, -1.07126, 1.0]], ['2, k, 16', [0.00823024, -0.345678, 1.0]], ['2, k, 17', [0.100292, -0.700468, 1.0]], ['2, k, 18', [0.128835, -1.02941, 1.0]], ['2, k, 19', [0.14112, -1.08516, 1.0]], ['2, k, 20', [0.0290481, 0.206356, 1.0]], ['2, k, 21', [-0.659295, 0.277385, 1.0]], ['2, k, 22', [-0.62199, 0.247363, 1.0]], ['2, k, 23', [-0.56779, 0.176079, 1.0]], ['2, k, 24', [-0.549567, 0.151865, 1.0]]]
[['2, k, 0', [-0.0268448, -0.349337, 1.0]], ['2, k, 1', [0.00510458, -0.0289413, 1.0]], ['2, k, 2', [0.0364663, 0.282608, 1.0]], ['2, k, 3', [0.0197445, 0.404535, 1.0]], ['2, k, 4', [-0.146787, 0.228323, 1.0]], ['2, k, 5', [-0.347826, 0.237237, 1.0]], ['2, k, 6', [-0.537323, 0.25643, 1.0]], ['2, k, 7', [-0.601003, 0.26319, 1.0]], ['2, k, 8', [0.062873, 0.160894, 1.0]], ['2, k, 9', [-0.203067, 0.131496, 1.0]], ['2, k, 10', [-0.416903, 0.140173, 1.0]], ['2, k, 11', [-0.502422, 0.157207, 1.0]], ['2, k, 12', [-0.0627775, -0.3422, 1.0]], ['2, k, 13', [-0.123983, -0.640062, 1.0]], ['2, k, 14', [-0.0896371, -0.986652, 1.0]], ['2, k, 15', [-0.12455, -1.06987, 1.0]], ['2, k, 16', [0.00822166, -0.34563, 1.0]], ['2, k, 17', [0.100269, -0.703305, 1.0]], ['2, k, 18', [0.12869, -1.02953, 1.0]], ['2, k, 19', [0.14118, -1.08527, 1.0]], ['2, k, 20', [0.0287528, 0.205992, 1.0]], ['2, k, 21', [-0.654012, 0.282041, 1.0]], ['2, k, 22', [-0.615303, 0.251547, 1.0]], ['2, k, 23', [-0.570292, 0.176717, 1.0]], ['2, k, 24', [-0.534397, 0.14459, 1.0]]]
[['2, k, 0', [-0.0267895, -0.349214, 1.0]], ['2, k, 1', [0.00451226, -0.0291532, 1.0]], ['2, k, 2', [0.0343131, 0.281758, 1.0]], ['2, k, 3', [0.0189837, 0.404259, 1.0]], ['2, k, 4', [-0.150014, 0.227507, 1.0]], ['2, k, 5', [-0.343809, 0.237141, 1.0]], ['2, k, 6', [-0.534351, 0.255773, 1.0]], ['2, k, 7', [-0.598371, 0.262345, 1.0]], ['2, k, 8', [0.0617754, 0.162788, 1.0]], ['2, k, 9', [-0.204349, 0.132128, 1.0]], ['2, k, 10', [-0.417341, 0.13997, 1.0]], ['2, k, 11', [-0.502942, 0.157352, 1.0]], ['2, k, 12', [-0.0625723, -0.342076, 1.0]], ['2, k, 13', [-0.124562, -0.638845, 1.0]], ['2, k, 14', [-0.0898933, -0.987998, 1.0]], ['2, k, 15', [-0.125198, -1.07099, 1.0]], ['2, k, 16', [0.00827948, -0.345494, 1.0]], ['2, k, 17', [0.100245, -0.70351, 1.0]], ['2, k, 18', [0.128572, -1.02957, 1.0]], ['2, k, 19', [0.141617, -1.08554, 1.0]], ['2, k, 20', [0.0271138, 0.205348, 1.0]], ['2, k, 21', [-0.652123, 0.281227, 1.0]], ['2, k, 22', [-0.612698, 0.25071, 1.0]], ['2, k, 23', [-0.57393, 0.174751, 1.0]], ['2, k, 24', [-0.474112, 0.173773, 1.0]]]
