[['2, k, 0', [0.00774603, -0.367162, 1.0]], ['2, k, 1', [-0.00242396, -0.036195, 1.0]], ['2, k, 2', [-0.0123672, 0.287909, 1.0]], ['2, k, 3', [-0.00955456, 0.420052, 1.0]], ['2, k, 4', [-0.163598, 0.223145, 1.0]], ['2, k, 5', [-0.242984, 0.0895268, 1.0]], ['2, k, 6', [-0.199887, 0.00260896, 1.0]], ['2, k, 7', [-0.189481, -0.0455284, 1.0]], ['2, k, 8', [0.137722, 0.184707, 1.0]], ['2, k, 9', [0.209422, 0.0515829, 1.0]], ['2, k, 10', [0.208035, -0.0628169, 1.0]], ['2, k, 11', [0.180637, -0.101705, 1.0]], ['2, k, 12', [-0.0609171, -0.354088, 1.0]], ['2, k, 13', [-0.341143, -0.48622, 1.0]], ['2, k, 14', [-0.327101, -0.874984, 1.0]], ['2, k, 15', [-0.264876, -0.978335, 1.0]], ['2, k, 16', [0.0762141, -0.371511, 1.0]], ['2, k, 17', [0.0759785, -0.695879, 1.0]], ['2, k, 18', [0.10176, -1.08705, 1.0]], ['2, k, 19', [0.152969, -1.17408, 1.0]], ['2, k, 20', [-0.00991359, 0.207838, 1.0]], ['2, k, 21', [-0.164879, -0.0860796, 1.0]], ['2, k, 22', [-0.160059, -0.0534596, 1.0]], ['2, k, 23', [0.181916, -0.138979, 1.0]], ['2, k, 24', [0.209896, -0.128743, 1.0]]]
[['2, k, 0', [-0.0199729, -0.616, 1.0]], ['2, k, 1', [-0.0118017, -0.351482, 1.0]], ['2, k, 2', [-0.00456527, -0.0921174, 1.0]], ['2, k, 3', [0.00969281, 0.0415236, 1.0]], ['2, k, 4', [-0.121651, -0.0586002, 1.0]], ['2, k, 5', [-0.205059, -0.131965, 1.0]], ['2, k, 6', [-0.15264, -0.183343, 1.0]], ['2, k, 7', [-0.108379, -0.181755, 1.0]], ['2, k, 8', [0.120082, -0.112843, 1.0]], ['2, k, 9', [0.221494, -0.172197, 1.0]], ['2, k, 10', [0.164496, -0.199408, 1.0]], ['2, k, 11', [0.150386, -0.170625, 1.0]], ['2, k, 12', [-0.0834347, -0.593668, 1.0]], ['2, k, 13', [-0.175401, -0.725896, 1.0]], ['2, k, 14', [-0.140935, -1.16295, 1.0]], ['2, k, 15', [-0.161621, -1.25586, 1.0]], ['2, k, 16', [0.0437769, -0.62558, 1.0]], ['2, k, 17', [0.189688, -0.740863, 1.0]], ['2, k, 18', [0.144402, -1.16945, 1.0]], ['2, k, 19', [0.158295, -1.25883, 1.0]], ['2, k, 20', [-0.00635774, -0.156436, 1.0]], ['2, k, 21', [-0.0883744, -0.128069, 1.0]], ['2, k, 22', [-0.0539621, -0.208892, 1.0]], ['2, k, 23', [0.139877, -0.121308, 1.0]], ['2, k, 24', [0.19704, -0.178562, 1.0]]]
[['2, k, 0', [-0.0205416, -0.621687, 1.0]], ['2, k, 1', [-0.0123434, -0.358183, 1.0]], ['2, k, 2', [-0.00476227, -0.0989609, 1.0]], ['2, k, 3', [0.00784938, 0.0333035, 1.0]], ['2, k, 4', [-0.123373, -0.0790792, 1.0]], ['2, k, 5', [-0.212951, -0.143133, 1.0]], ['2, k, 6', [-0.160084, -0.191969, 1.0]], ['2, k, 7', [-0.109689, -0.190294, 1.0]], ['2, k, 8', [0.11997, -0.144562, 1.0]], ['2, k, 9', [0.215813, -0.189209, 1.0]], ['2, k, 10', [0.168417, -0.208341, 1.0]], ['2, k, 11', [0.151434, -0.174882, 1.0]], ['2, k, 12', [-0.0837494, -0.597918, 1.0]], ['2, k, 13', [-0.175041, -0.728829, 1.0]], ['2, k, 14', [-0.138714, -1.16534, 1.0]], ['2, k, 15', [-0.1094, -1.26787, 1.0]], ['2, k, 16', [0.042995, -0.632465, 1.0]], ['2, k, 17', [0.189539, -0.738606, 1.0]], ['2, k, 18', [0.148831, -1.16818, 1.0]], ['2, k, 19', [0.111084, -1.27246, 1.0]], ['2, k, 20', [-0.00664398, -0.163278, 1.0]], ['2, k, 21', [-0.0866971, -0.134609, 1.0]], ['2, k, 22', [-0.0584723, -0.217173, 1.0]], ['2, k, 23', [0.147295, -0.126855, 1.0]], ['2, k, 24', [0.203891, -0.172712, 1.0]]]
[['2, k, 0', [-0.0201405, -0.624178, 1.0]], ['2, k, 1', [-0.0119052, -0.364098, 1.0]], ['2, k, 2', [-0.00410244, -0.109231, 1.0]], ['2, k, 3', [0.00959334, 0.0216753, 1.0]], ['2, k, 4', [-0.124954, -0.0840883, 1.0]], ['2, k, 5', [-0.215961, -0.146909, 1.0]], ['2, k, 6', [-0.163082, -0.19525, 1.0]], ['2, k, 7', [-0.106748, -0.194007, 1.0]], ['2, k, 8', [0.118357, -0.14703, 1.0]], ['2, k, 9', [0.205802, -0.200516, 1.0]], ['2, k, 10', [0.162774, -0.216052, 1.0]], ['2, k, 11', [0.151157, -0.181353, 1.0]], ['2, k, 12', [-0.0833057, -0.600128, 1.0]], ['2, k, 13', [-0.176489, -0.730794, 1.0]], ['2, k, 14', [-0.137697, -1.16712, 1.0]], ['2, k, 15', [-0.136756, -1.24928, 1.0]], ['2, k, 16', [0.0433662, -0.635053, 1.0]], ['2, k, 17', [0.189129, -0.739007, 1.0]], ['2, k, 18', [0.146829, -1.17019, 1.0]], ['2, k, 19', [0.135558, -1.25549, 1.0]], ['2, k, 20', [-0.00604387, -0.172408, 1.0]], ['2, k, 21', [-0.087631, -0.140757, 1.0]], ['2, k, 22', [-0.0575066, -0.220553, 1.0]], ['2, k, 23', [0.153281, -0.13432, 1.0]], ['2, k, 24', [0.199699, -0.182582, 1.0]]]
[['2, k, 0', [-0.0207393, -0.624536, 1.0]], ['2, k, 1', [-0.0123824, -0.365826, 1.0]], ['2, k, 2', [-0.00401109, -0.11223, 1.0]], ['2, k, 3', [0.00885103, 0.00803032, 1.0]], ['2, k, 4', [-0.125008, -0.0831527, 1.0]], ['2, k, 5', [-0.21025, -0.162009, 1.0]], ['2, k, 6', [-0.157883, -0.209431, 1.0]], ['2, k, 7', [-0.109949, -0.200384, 1.0]], ['2, k, 8', [0.119174, -0.143124, 1.0]], ['2, k, 9', [0.21429, -0.206765, 1.0]], ['2, k, 10', [0.172754, -0.223212, 1.0]], ['2, k, 11', [0.15031, -0.192779, 1.0]], ['2, k, 12', [-0.0835919, -0.600377, 1.0]], ['2, k, 13', [-0.176913, -0.732458, 1.0]], ['2, k, 14', [-0.14101, -1.16965, 1.0]], ['2, k, 15', [-0.139648, -1.26953, 1.0]], ['2, k, 16', [0.0424084, -0.635467, 1.0]], ['2, k, 17', [0.189288, -0.739243, 1.0]], ['2, k, 18', [0.145612, -1.17303, 1.0]], ['2, k, 19', [0.10791, -1.26465, 1.0]], ['2, k, 20', [-0.00612295, -0.175124, 1.0]], ['2, k, 21', [-0.0833145, -0.144391, 1.0]], ['2, k, 22', [-0.0599165, -0.229805, 1.0]], ['2, k, 23', [0.149792, -0.143717, 1.0]], ['2, k, 24', [0.198405, -0.193281, 1.0]]]
[['2, k, 0', [-0.0209354, -0.625235, 1.0]], ['2, k, 1', [-0.0137732, -0.373701, 1.0]], ['2, k, 2', [-0.00784873, -0.133649, 1.0]], ['2, k, 3', [0.00780398, -0.00597364, 1.0]], ['2, k, 4', [-0.125162, -0.0876999, 1.0]], ['2, k, 5', [-0.207556, -0.182316, 1.0]], ['2, k, 6', [-0.182979, -0.221677, 1.0]], ['2, k, 7', [-0.113031, -0.205311, 1.0]], ['2, k, 8', [0.119146, -0.143089, 1.0]], ['2, k, 9', [0.216446, -0.210957, 1.0]], ['2, k, 10', [0.168807, -0.242162, 1.0]], ['2, k, 11', [0.146308, -0.20057, 1.0]], ['2, k, 12', [-0.0839235, -0.601518, 1.0]], ['2, k, 13', [-0.17782, -0.732816, 1.0]], ['2, k, 14', [-0.139916, -1.16581, 1.0]], ['2, k, 15', [-0.145698, -1.26029, 1.0]], ['2, k, 16', [0.0423674, -0.635746, 1.0]], ['2, k, 17', [0.189034, -0.744159, 1.0]], ['2, k, 18', [0.14607, -1.18218, 1.0]], ['2, k, 19', [0.0974514, -1.28927, 1.0]], ['2, k, 20', [-0.00923204, -0.192705, 1.0]], ['2, k, 21', [-0.0916961, -0.148577, 1.0]], ['2, k, 22', [-0.0675062, -0.23526, 1.0]], ['2, k, 23', [0.14631, -0.150424, 1.0]], ['2, k, 24', [0.194268, -0.205363, 1.0]]]
[['2, k, 0', [-0.0198291, -0.627325, 1.0]], ['2, k, 1', [-0.0119643, -0.380514, 1.0]], ['2, k, 2', [-0.00556765, -0.140547, 1.0]], ['2, k, 3', [0.00769924, -0.0118875, 1.0]], ['2, k, 4', [-0.125718, -0.0926323, 1.0]], ['2, k, 5', [-0.207489, -0.187762, 1.0]], ['2, k, 6', [-0.181717, -0.224999, 1.0]], ['2, k, 7', [-0.109615, -0.208218, 1.0]], ['2, k, 8', [0.117065, -0.149671, 1.0]], ['2, k, 9', [0.213849, -0.221095, 1.0]], ['2, k, 10', [0.168683, -0.246183, 1.0]], ['2, k, 11', [0.146818, -0.208607, 1.0]], ['2, k, 12', [-0.0826229, -0.603563, 1.0]], ['2, k, 13', [-0.179234, -0.73652, 1.0]], ['2, k, 14', [-0.139165, -1.16933, 1.0]], ['2, k, 15', [-0.146714, -1.26049, 1.0]], ['2, k, 16', [0.0432629, -0.637709, 1.0]], ['2, k, 17', [0.189362, -0.743374, 1.0]], ['2, k, 18', [0.146199, -1.18118, 1.0]], ['2, k, 19', [0.10058, -1.28364, 1.0]], ['2, k, 20', [-0.00703829, -0.200046, 1.0]], ['2, k, 21', [-0.0950848, -0.152033, 1.0]], ['2, k, 22', [-0.0545476, -0.236968, 1.0]], ['2, k, 23', [0.143695, -0.156649, 1.0]], ['2, k, 24', [0.195089, -0.211314, 1.0]]]
[['2, k, 0', [-0.0187141, -0.629788, 1.0]], ['2, k, 1', [-0.0127444, -0.384996, 1.0]], ['2, k, 2', [-0.00845943, -0.145598, 1.0]], ['2, k, 3', [0.00751499, -0.0172829, 1.0]], ['2, k, 4', [-0.125724, -0.102069, 1.0]], ['2, k, 5', [-0.206932, -0.197837, 1.0]], ['2, k, 6', [-0.154688, -0.209879, 1.0]], ['2, k, 7', [-0.107167, -0.211073, 1.0]], ['2, k, 8', [0.116961, -0.152604, 1.0]], ['2, k, 9', [0.211234, -0.232599, 1.0]], ['2, k, 10', [0.160588, -0.251234, 1.0]], ['2, k, 11', [0.147166, -0.220233, 1.0]], ['2, k, 12', [-0.0812477, -0.6068, 1.0]], ['2, k, 13', [-0.180378, -0.742212, 1.0]], ['2, k, 14', [-0.131844, -1.15526, 1.0]], ['2, k, 15', [-0.132439, -1.2333, 1.0]], ['2, k, 16', [0.0441818, -0.63946, 1.0]], ['2, k, 17', [0.189371, -0.747668, 1.0]], ['2, k, 18', [0.138972, -1.17068, 1.0]], ['2, k, 19', [0.142212, -1.25879, 1.0]], ['2, k, 20', [-0.0094092, -0.205037, 1.0]], ['2, k, 21', [-0.0837424, -0.153088, 1.0]], ['2, k, 22', [-0.0565464, -0.240958, 1.0]], ['2, k, 23', [0.139488, -0.166797, 1.0]], ['2, k, 24', [0.195042, -0.218575, 1.0]]]
[['2, k, 0', [-0.0181796, -0.63464, 1.0]], ['2, k, 1', [-0.0134405, -0.394195, 1.0]], ['2, k, 2', [-0.0100819, -0.158209, 1.0]], ['2, k, 3', [0.00700288, -0.0230901, 1.0]], ['2, k, 4', [-0.132031, -0.13505, 1.0]], ['2, k, 5', [-0.206351, -0.197748, 1.0]], ['2, k, 6', [-0.15365, -0.207227, 1.0]], ['2, k, 7', [-0.107939, -0.213513, 1.0]], ['2, k, 8', [0.113985, -0.194213, 1.0]], ['2, k, 9', [0.214078, -0.241334, 1.0]], ['2, k, 10', [0.158822, -0.254371, 1.0]], ['2, k, 11', [0.148598, -0.227952, 1.0]], ['2, k, 12', [-0.0810566, -0.609876, 1.0]], ['2, k, 13', [-0.180226, -0.742081, 1.0]], ['2, k, 14', [-0.131629, -1.16194, 1.0]], ['2, k, 15', [-0.135472, -1.23873, 1.0]], ['2, k, 16', [0.045241, -0.647095, 1.0]], ['2, k, 17', [0.189179, -0.745861, 1.0]], ['2, k, 18', [0.0998785, -1.13119, 1.0]], ['2, k, 19', [0.140379, -1.21764, 1.0]], ['2, k, 20', [-0.0108417, -0.216841, 1.0]], ['2, k, 21', [-0.0802958, -0.154345, 1.0]], ['2, k, 22', [-0.0619992, -0.245772, 1.0]], ['2, k, 23', [0.143825, -0.174426, 1.0]], ['2, k, 24', [0.199945, -0.224029, 1.0]]]
[['2, k, 0', [-0.0184876, -0.639192, 1.0]], ['2, k, 1', [-0.0135222, -0.39887, 1.0]], ['2, k, 2', [-0.00958255, -0.161979, 1.0]], ['2, k, 3', [0.00819451, -0.0318538, 1.0]], ['2, k, 4', [-0.12367, -0.138831, 1.0]], ['2, k, 5', [-0.192395, -0.198407, 1.0]], ['2, k, 6', [-0.13412, -0.247826, 1.0]], ['2, k, 7', [-0.108825, -0.220933, 1.0]], ['2, k, 8', [0.113801, -0.195115, 1.0]], ['2, k, 9', [0.213081, -0.24845, 1.0]], ['2, k, 10', [0.157058, -0.256517, 1.0]], ['2, k, 11', [0.145949, -0.233302, 1.0]], ['2, k, 12', [-0.081101, -0.612842, 1.0]], ['2, k, 13', [-0.179158, -0.741966, 1.0]], ['2, k, 14', [-0.129608, -1.15833, 1.0]], ['2, k, 15', [-0.139722, -1.2365, 1.0]], ['2, k, 16', [0.0445675, -0.653114, 1.0]], ['2, k, 17', [0.19019, -0.744693, 1.0]], ['2, k, 18', [0.146204, -1.17737, 1.0]], ['2, k, 19', [0.117554, -1.27246, 1.0]], ['2, k, 20', [-0.0104988, -0.220856, 1.0]], ['2, k, 21', [-0.0773283, -0.163721, 1.0]], ['2, k, 22', [-0.0550207, -0.246382, 1.0]], ['2, k, 23', [0.136312, -0.179091, 1.0]], ['2, k, 24', [0.196274, -0.230608, 1.0]]]
[['2, k, 0', [-0.0189855, -0.642459, 1.0]], ['2, k, 1', [-0.0137972, -0.401609, 1.0]], ['2, k, 2', [-0.00947306, -0.163695, 1.0]], ['2, k, 3', [0.0073073, -0.0343143, 1.0]], ['2, k, 4', [-0.123465, -0.139114, 1.0]], ['2, k, 5', [-0.200661, -0.19835, 1.0]], ['2, k, 6', [-0.150959, -0.235147, 1.0]], ['2, k, 7', [-0.10729, -0.221418, 1.0]], ['2, k, 8', [0.114827, -0.196268, 1.0]], ['2, k, 9', [0.224911, -0.240274, 1.0]], ['2, k, 10', [0.177375, -0.229757, 1.0]], ['2, k, 11', [0.150979, -0.238082, 1.0]], ['2, k, 12', [-0.0812946, -0.614319, 1.0]], ['2, k, 13', [-0.178395, -0.745968, 1.0]], ['2, k, 14', [-0.126488, -1.16671, 1.0]], ['2, k, 15', [-0.100336, -1.25098, 1.0]], ['2, k, 16', [0.043542, -0.658922, 1.0]], ['2, k, 17', [0.191528, -0.745256, 1.0]], ['2, k, 18', [0.147951, -1.17731, 1.0]], ['2, k, 19', [0.112, -1.27246, 1.0]], ['2, k, 20', [-0.0104825, -0.222821, 1.0]], ['2, k, 21', [-0.0887143, -0.166765, 1.0]], ['2, k, 22', [-0.0490393, -0.247733, 1.0]], ['2, k, 23', [0.146883, -0.183095, 1.0]], ['2, k, 24', [0.199281, -0.239449, 1.0]]]
[['2, k, 0', [-0.0200238, -0.64526, 1.0]], ['2, k, 1', [-0.0148073, -0.404856, 1.0]], ['2, k, 2', [-0.0101518, -0.166904, 1.0]], ['2, k, 3', [0.00755379, -0.0464806, 1.0]], ['2, k, 4', [-0.123795, -0.140338, 1.0]], ['2, k, 5', [-0.205249, -0.199926, 1.0]], ['2, k, 6', [-0.185953, -0.244294, 1.0]], ['2, k, 7', [-0.110564, -0.224534, 1.0]], ['2, k, 8', [0.113991, -0.199017, 1.0]], ['2, k, 9', [0.221253, -0.255713, 1.0]], ['2, k, 10', [0.177218, -0.26967, 1.0]], ['2, k, 11', [0.151199, -0.239184, 1.0]], ['2, k, 12', [-0.0818928, -0.616116, 1.0]], ['2, k, 13', [-0.17845, -0.74699, 1.0]], ['2, k, 14', [-0.124943, -1.16657, 1.0]], ['2, k, 15', [-0.133271, -1.25055, 1.0]], ['2, k, 16', [0.0422141, -0.661852, 1.0]], ['2, k, 17', [0.192428, -0.746085, 1.0]], ['2, k, 18', [0.134594, -1.17178, 1.0]], ['2, k, 19', [0.0960022, -1.27258, 1.0]], ['2, k, 20', [-0.0112667, -0.22608, 1.0]], ['2, k, 21', [-0.0898411, -0.168198, 1.0]], ['2, k, 22', [-0.0676773, -0.254252, 1.0]], ['2, k, 23', [0.150643, -0.18561, 1.0]], ['2, k, 24', [0.204311, -0.235099, 1.0]]]
[['2, k, 0', [-0.0193247, -0.646069, 1.0]], ['2, k, 1', [-0.0148299, -0.405027, 1.0]], ['2, k, 2', [-0.0105117, -0.166829, 1.0]], ['2, k, 3', [0.00751829, -0.0476212, 1.0]], ['2, k, 4', [-0.124709, -0.137349, 1.0]], ['2, k, 5', [-0.209526, -0.194582, 1.0]], ['2, k, 6', [-0.187151, -0.242821, 1.0]], ['2, k, 7', [-0.113416, -0.227678, 1.0]], ['2, k, 8', [0.114601, -0.199446, 1.0]], ['2, k, 9', [0.221302, -0.258059, 1.0]], ['2, k, 10', [0.167343, -0.281023, 1.0]], ['2, k, 11', [0.151341, -0.239235, 1.0]], ['2, k, 12', [-0.0807896, -0.616287, 1.0]], ['2, k, 13', [-0.178353, -0.741865, 1.0]], ['2, k, 14', [-0.131271, -1.15876, 1.0]], ['2, k, 15', [-0.136063, -1.24326, 1.0]], ['2, k, 16', [0.0425888, -0.663896, 1.0]], ['2, k, 17', [0.194699, -0.746713, 1.0]], ['2, k, 18', [0.132792, -1.16928, 1.0]], ['2, k, 19', [0.109567, -1.26362, 1.0]], ['2, k, 20', [-0.0114909, -0.226074, 1.0]], ['2, k, 21', [-0.0922395, -0.170501, 1.0]], ['2, k, 22', [-0.0648479, -0.253947, 1.0]], ['2, k, 23', [0.145995, -0.184782, 1.0]], ['2, k, 24', [0.202991, -0.232567, 1.0]]]
[['2, k, 0', [-0.0196164, -0.643801, 1.0]], ['2, k, 1', [-0.0167124, -0.408391, 1.0]], ['2, k, 2', [-0.0174447, -0.185191, 1.0]], ['2, k, 3', [0.00742151, -0.0501467, 1.0]], ['2, k, 4', [-0.124703, -0.13746, 1.0]], ['2, k, 5', [-0.210071, -0.194746, 1.0]], ['2, k, 6', [-0.187353, -0.242963, 1.0]], ['2, k, 7', [-0.111429, -0.229209, 1.0]], ['2, k, 8', [0.114637, -0.201185, 1.0]], ['2, k, 9', [0.222644, -0.259319, 1.0]], ['2, k, 10', [0.166855, -0.280305, 1.0]], ['2, k, 11', [0.151264, -0.237863, 1.0]], ['2, k, 12', [-0.0783611, -0.617783, 1.0]], ['2, k, 13', [-0.183911, -0.748884, 1.0]], ['2, k, 14', [-0.130516, -1.16667, 1.0]], ['2, k, 15', [-0.136632, -1.25215, 1.0]], ['2, k, 16', [0.0397037, -0.653934, 1.0]], ['2, k, 17', [0.190963, -0.748255, 1.0]], ['2, k, 18', [0.132662, -1.17411, 1.0]], ['2, k, 19', [0.136233, -1.267, 1.0]], ['2, k, 20', [-0.0168752, -0.239483, 1.0]], ['2, k, 21', [-0.0927056, -0.173413, 1.0]], ['2, k, 22', [-0.0577677, -0.256618, 1.0]], ['2, k, 23', [0.150522, -0.185278, 1.0]], ['2, k, 24', [0.206617, -0.234635, 1.0]]]
[['2, k, 0', [-0.0194176, -0.643645, 1.0]], ['2, k, 1', [-0.0162489, -0.409605, 1.0]], ['2, k, 2', [-0.0161643, -0.185962, 1.0]], ['2, k, 3', [0.00887603, -0.061426, 1.0]], ['2, k, 4', [-0.128525, -0.14956, 1.0]], ['2, k, 5', [-0.216178, -0.206902, 1.0]], ['2, k, 6', [-0.186678, -0.245191, 1.0]], ['2, k, 7', [-0.11412, -0.23142, 1.0]], ['2, k, 8', [0.115305, -0.220554, 1.0]], ['2, k, 9', [0.222638, -0.260902, 1.0]], ['2, k, 10', [0.165724, -0.280688, 1.0]], ['2, k, 11', [0.151042, -0.239042, 1.0]], ['2, k, 12', [-0.0775589, -0.619834, 1.0]], ['2, k, 13', [-0.185152, -0.74894, 1.0]], ['2, k, 14', [-0.137972, -1.18541, 1.0]], ['2, k, 15', [-0.137148, -1.25551, 1.0]], ['2, k, 16', [0.0397046, -0.65213, 1.0]], ['2, k, 17', [0.189978, -0.748391, 1.0]], ['2, k, 18', [0.137275, -1.17946, 1.0]], ['2, k, 19', [0.133314, -1.27526, 1.0]], ['2, k, 20', [-0.0158566, -0.240591, 1.0]], ['2, k, 21', [-0.085032, -0.172585, 1.0]], ['2, k, 22', [-0.0674901, -0.258759, 1.0]], ['2, k, 23', [0.145344, -0.185069, 1.0]], ['2, k, 24', [0.20454, -0.234208, 1.0]]]
[['2, k, 0', [-0.0181064, -0.645619, 1.0]], ['2, k, 1', [-0.01321, -0.414425, 1.0]], ['2, k, 2', [-0.0102498, -0.190347, 1.0]], ['2, k, 3', [0.00834054, -0.0622148, 1.0]], ['2, k, 4', [-0.129033, -0.152201, 1.0]], ['2, k, 5', [-0.217645, -0.211549, 1.0]], ['2, k, 6', [-0.157093, -0.241462, 1.0]], ['2, k, 7', [-0.113638, -0.232446, 1.0]], ['2, k, 8', [0.115859, -0.218653, 1.0]], ['2, k, 9', [0.222528, -0.261496, 1.0]], ['2, k, 10', [0.165277, -0.28034, 1.0]], ['2, k, 11', [0.152603, -0.237801, 1.0]], ['2, k, 12', [-0.0768957, -0.625093, 1.0]], ['2, k, 13', [-0.184972, -0.749239, 1.0]], ['2, k, 14', [-0.137202, -1.18603, 1.0]], ['2, k, 15', [-0.138394, -1.26325, 1.0]], ['2, k, 16', [0.0431815, -0.65288, 1.0]], ['2, k, 17', [0.187673, -0.747392, 1.0]], ['2, k, 18', [0.13739, -1.1795, 1.0]], ['2, k, 19', [0.120117, -1.26376, 1.0]], ['2, k, 20', [-0.0107668, -0.245567, 1.0]], ['2, k, 21', [-0.0848069, -0.172132, 1.0]], ['2, k, 22', [-0.0670475, -0.261747, 1.0]], ['2, k, 23', [0.142553, -0.187812, 1.0]], ['2, k, 24', [0.0830103, -0.253196, 1.0]]]
[['2, k, 0', [-0.0182674, -0.647526, 1.0]], ['2, k, 1', [-0.0127545, -0.415644, 1.0]], ['2, k, 2', [-0.00884765, -0.190374, 1.0]], ['2, k, 3', [0.00834863, -0.0619151, 1.0]], ['2, k, 4', [-0.12616, -0.154011, 1.0]], ['2, k, 5', [-0.215858, -0.212803, 1.0]], ['2, k, 6', [-0.154125, -0.241605, 1.0]], ['2, k, 7', [-0.11391, -0.233852, 1.0]], ['2, k, 8', [0.117046, -0.219102, 1.0]], ['2, k, 9', [0.222249, -0.261819, 1.0]], ['2, k, 10', [0.165877, -0.281112, 1.0]], ['2, k, 11', [0.152503, -0.239921, 1.0]], ['2, k, 12', [-0.0774904, -0.628492, 1.0]], ['2, k, 13', [-0.185143, -0.749721, 1.0]], ['2, k, 14', [-0.138479, -1.18363, 1.0]], ['2, k, 15', [-0.178634, -1.25356, 1.0]], ['2, k, 16', [0.0428069, -0.654222, 1.0]], ['2, k, 17', [0.186349, -0.746207, 1.0]], ['2, k, 18', [0.133316, -1.17094, 1.0]], ['2, k, 19', [0.12889, -1.26743, 1.0]], ['2, k, 20', [-0.0097707, -0.245947, 1.0]], ['2, k, 21', [-0.0850561, -0.179216, 1.0]], ['2, k, 22', [-0.0644608, -0.260971, 1.0]], ['2, k, 23', [0.147663, -0.188136, 1.0]], ['2, k, 24', [0.0881609, -0.25505, 1.0]]]
[['2, k, 0', [-0.0180599, -0.6453, 1.0]], ['2, k, 1', [-0.0126098, -0.415525, 1.0]], ['2, k, 2', [-0.00862376, -0.190402, 1.0]], ['2, k, 3', [0.00846647, -0.061727, 1.0]], ['2, k, 4', [-0.124464, -0.155967, 1.0]], ['2, k, 5', [-0.213948, -0.215131, 1.0]], ['2, k, 6', [-0.153611, -0.243011, 1.0]], ['2, k, 7', [-0.113317, -0.23463, 1.0]], ['2, k, 8', [0.117411, -0.219224, 1.0]], ['2, k, 9', [0.221261, -0.262805, 1.0]], ['2, k, 10', [0.166051, -0.278715, 1.0]], ['2, k, 11', [0.152243, -0.240289, 1.0]], ['2, k, 12', [-0.0762485, -0.627719, 1.0]], ['2, k, 13', [-0.187578, -0.755786, 1.0]], ['2, k, 14', [-0.13175, -1.1657, 1.0]], ['2, k, 15', [-0.138551, -1.24193, 1.0]], ['2, k, 16', [0.0419495, -0.650214, 1.0]], ['2, k, 17', [0.186609, -0.747701, 1.0]], ['2, k, 18', [0.138315, -1.17646, 1.0]], ['2, k, 19', [0.158496, -1.26105, 1.0]], ['2, k, 20', [-0.0096472, -0.245975, 1.0]], ['2, k, 21', [-0.0874519, -0.177428, 1.0]], ['2, k, 22', [-0.0604341, -0.258883, 1.0]], ['2, k, 23', [0.14489, -0.189278, 1.0]], ['2, k, 24', [0.087806, -0.258198, 1.0]]]
[['2, k, 0', [-0.016426, -0.648187, 1.0]], ['2, k, 1', [-0.011946, -0.417383, 1.0]], ['2, k, 2', [-0.00840884, -0.190948, 1.0]], ['2, k, 3', [0.008414, -0.0614494, 1.0]], ['2, k, 4', [-0.123587, -0.156398, 1.0]], ['2, k, 5', [-0.216297, -0.216147, 1.0]], ['2, k, 6', [-0.165989, -0.248774, 1.0]], ['2, k, 7', [-0.114996, -0.235863, 1.0]], ['2, k, 8', [0.118989, -0.217633, 1.0]], ['2, k, 9', [0.221314, -0.26311, 1.0]], ['2, k, 10', [0.136355, -0.262248, 1.0]], ['2, k, 11', [0.149823, -0.245537, 1.0]], ['2, k, 12', [-0.0744257, -0.628041, 1.0]], ['2, k, 13', [-0.182018, -0.7495, 1.0]], ['2, k, 14', [-0.140143, -1.17922, 1.0]], ['2, k, 15', [-0.193691, -1.25746, 1.0]], ['2, k, 16', [0.0460042, -0.660576, 1.0]], ['2, k, 17', [0.191443, -0.749233, 1.0]], ['2, k, 18', [0.135304, -1.17106, 1.0]], ['2, k, 19', [0.121399, -1.2627, 1.0]], ['2, k, 20', [-0.00931894, -0.246895, 1.0]], ['2, k, 21', [-0.0927026, -0.181297, 1.0]], ['2, k, 22', [-0.0676461, -0.262811, 1.0]], ['2, k, 23', [0.149486, -0.187941, 1.0]], ['2, k, 24', [0.0775457, -0.258014, 1.0]]]
