[['2, k, 0', [-0.105413, -0.893789, 1.0]], ['2, k, 1', [-0.0816465, -0.597425, 1.0]], ['2, k, 2', [-0.0579253, -0.304022, 1.0]], ['2, k, 3', [-0.0386188, -0.160284, 1.0]], ['2, k, 4', [-0.246985, -0.370851, 1.0]], ['2, k, 5', [-0.334698, -0.523862, 1.0]], ['2, k, 6', [-0.370699, -0.761493, 1.0]], ['2, k, 7', [-0.383567, -0.833677, 1.0]], ['2, k, 8', [0.119746, -0.398737, 1.0]], ['2, k, 9', [0.217932, -0.618155, 1.0]], ['2, k, 10', [0.219928, -0.807304, 1.0]], ['2, k, 11', [0.208346, -0.858615, 1.0]], ['2, k, 12', [-0.187496, -0.875943, 1.0]], ['2, k, 13', [-0.279153, -1.17103, 1.0]], ['2, k, 14', [-0.231043, -1.64349, 1.0]], ['2, k, 15', [-0.139089, -1.65491, 1.0]], ['2, k, 16', [-0.0206192, -0.888727, 1.0]], ['2, k, 17', [0.00408335, -1.19828, 1.0]], ['2, k, 18', [-0.044316, -1.66436, 1.0]], ['2, k, 19', [-0.111468, -1.71534, 1.0]], ['2, k, 20', [-0.0638605, -0.377009, 1.0]], ['2, k, 21', [-0.441335, -0.843017, 1.0]], ['2, k, 22', [-0.325719, -0.829501, 1.0]], ['2, k, 23', [0.19136, -0.902469, 1.0]], ['2, k, 24', [0.255773, -0.877802, 1.0]]]
[['2, k, 0', [-0.112145, -0.8029, 1.0]], ['2, k, 1', [-0.116434, -0.550765, 1.0]], ['2, k, 2', [-0.117206, -0.300291, 1.0]], ['2, k, 3', [-0.0985636, -0.146563, 1.0]], ['2, k, 4', [-0.269767, -0.325354, 1.0]], ['2, k, 5', [-0.431147, -0.274397, 1.0]], ['2, k, 6', [-0.431051, -0.217553, 1.0]], ['2, k, 7', [-0.393877, -0.149308, 1.0]], ['2, k, 8', [0.0744026, -0.321652, 1.0]], ['2, k, 9', [0.256087, -0.265907, 1.0]], ['2, k, 10', [0.270671, -0.210364, 1.0]], ['2, k, 11', [0.281846, -0.185174, 1.0]], ['2, k, 12', [-0.192758, -0.792402, 1.0]], ['2, k, 13', [-0.221728, -1.14814, 1.0]], ['2, k, 14', [-0.224128, -1.43863, 1.0]], ['2, k, 15', [-0.214502, -1.48879, 1.0]], ['2, k, 16', [-0.0281485, -0.79208, 1.0]], ['2, k, 17', [-0.00418934, -1.12331, 1.0]], ['2, k, 18', [-0.0268776, -1.44108, 1.0]], ['2, k, 19', [-0.0115304, -1.51427, 1.0]], ['2, k, 20', [-0.11709, -0.362711, 1.0]], ['2, k, 21', [-0.374477, -0.134472, 1.0]], ['2, k, 22', [-0.336484, -0.160009, 1.0]], ['2, k, 23', [0.258882, -0.176909, 1.0]], ['2, k, 24', [0.199594, -0.182173, 1.0]]]
[['2, k, 0', [-0.111879, -0.802132, 1.0]], ['2, k, 1', [-0.113997, -0.54991, 1.0]], ['2, k, 2', [-0.111614, -0.300108, 1.0]], ['2, k, 3', [-0.093018, -0.14704, 1.0]], ['2, k, 4', [-0.264968, -0.325039, 1.0]], ['2, k, 5', [-0.423328, -0.267453, 1.0]], ['2, k, 6', [-0.430133, -0.212122, 1.0]], ['2, k, 7', [-0.383314, -0.141495, 1.0]], ['2, k, 8', [0.0783825, -0.319981, 1.0]], ['2, k, 9', [0.255853, -0.271076, 1.0]], ['2, k, 10', [0.279182, -0.198984, 1.0]], ['2, k, 11', [0.29152, -0.191164, 1.0]], ['2, k, 12', [-0.192355, -0.791328, 1.0]], ['2, k, 13', [-0.221742, -1.14663, 1.0]], ['2, k, 14', [-0.223514, -1.4381, 1.0]], ['2, k, 15', [-0.212477, -1.48831, 1.0]], ['2, k, 16', [-0.0279853, -0.791506, 1.0]], ['2, k, 17', [-0.00393862, -1.12221, 1.0]], ['2, k, 18', [-0.0270199, -1.44101, 1.0]], ['2, k, 19', [-0.009249, -1.51289, 1.0]], ['2, k, 20', [-0.112448, -0.362267, 1.0]], ['2, k, 21', [-0.358945, -0.12438, 1.0]], ['2, k, 22', [-0.347939, -0.158907, 1.0]], ['2, k, 23', [0.234389, -0.18194, 1.0]], ['2, k, 24', [0.2075, -0.19091, 1.0]]]
[['2, k, 0', [-0.111265, -0.801358, 1.0]], ['2, k, 1', [-0.111082, -0.549306, 1.0]], ['2, k, 2', [-0.106528, -0.300403, 1.0]], ['2, k, 3', [-0.0886177, -0.146806, 1.0]], ['2, k, 4', [-0.259387, -0.325896, 1.0]], ['2, k, 5', [-0.418611, -0.264085, 1.0]], ['2, k, 6', [-0.370437, -0.175311, 1.0]], ['2, k, 7', [-0.369101, -0.134056, 1.0]], ['2, k, 8', [0.0815314, -0.319171, 1.0]], ['2, k, 9', [0.258599, -0.275251, 1.0]], ['2, k, 10', [0.294268, -0.210726, 1.0]], ['2, k, 11', [0.302207, -0.196263, 1.0]], ['2, k, 12', [-0.191691, -0.790302, 1.0]], ['2, k, 13', [-0.221739, -1.14663, 1.0]], ['2, k, 14', [-0.221722, -1.44027, 1.0]], ['2, k, 15', [-0.208858, -1.49039, 1.0]], ['2, k, 16', [-0.0274878, -0.791119, 1.0]], ['2, k, 17', [-0.00393835, -1.1221, 1.0]], ['2, k, 18', [-0.0267424, -1.44096, 1.0]], ['2, k, 19', [-0.0106737, -1.51329, 1.0]], ['2, k, 20', [-0.10789, -0.362283, 1.0]], ['2, k, 21', [-0.350777, -0.115271, 1.0]], ['2, k, 22', [-0.300655, -0.120134, 1.0]], ['2, k, 23', [0.280058, -0.186083, 1.0]], ['2, k, 24', [0.214883, -0.186782, 1.0]]]
[['2, k, 0', [-0.111096, -0.800976, 1.0]], ['2, k, 1', [-0.109253, -0.548866, 1.0]], ['2, k, 2', [-0.103066, -0.300169, 1.0]], ['2, k, 3', [-0.0861419, -0.147848, 1.0]], ['2, k, 4', [-0.252659, -0.325139, 1.0]], ['2, k, 5', [-0.413228, -0.257145, 1.0]], ['2, k, 6', [-0.347043, -0.153669, 1.0]], ['2, k, 7', [-0.352701, -0.12509, 1.0]], ['2, k, 8', [0.0836806, -0.31882, 1.0]], ['2, k, 9', [0.272877, -0.275815, 1.0]], ['2, k, 10', [0.304197, -0.214914, 1.0]], ['2, k, 11', [0.311214, -0.201755, 1.0]], ['2, k, 12', [-0.1914, -0.78958, 1.0]], ['2, k, 13', [-0.221676, -1.14576, 1.0]], ['2, k, 14', [-0.222057, -1.43998, 1.0]], ['2, k, 15', [-0.190047, -1.51112, 1.0]], ['2, k, 16', [-0.027369, -0.79091, 1.0]], ['2, k, 17', [-0.00388305, -1.12199, 1.0]], ['2, k, 18', [-0.0265853, -1.44087, 1.0]], ['2, k, 19', [-0.0107145, -1.51356, 1.0]], ['2, k, 20', [-0.104818, -0.36199, 1.0]], ['2, k, 21', [-0.338827, -0.106321, 1.0]], ['2, k, 22', [-0.301411, -0.127973, 1.0]], ['2, k, 23', [0.251194, -0.191836, 1.0]], ['2, k, 24', [0.22753, -0.198677, 1.0]]]
[['2, k, 0', [-0.110941, -0.800555, 1.0]], ['2, k, 1', [-0.109517, -0.548496, 1.0]], ['2, k, 2', [-0.105366, -0.299287, 1.0]], ['2, k, 3', [-0.0821739, -0.147966, 1.0]], ['2, k, 4', [-0.254726, -0.325559, 1.0]], ['2, k, 5', [-0.408379, -0.254593, 1.0]], ['2, k, 6', [-0.366932, -0.160864, 1.0]], ['2, k, 7', [-0.342211, -0.118727, 1.0]], ['2, k, 8', [0.0837142, -0.318845, 1.0]], ['2, k, 9', [0.278677, -0.278794, 1.0]], ['2, k, 10', [0.354416, -0.229179, 1.0]], ['2, k, 11', [0.326987, -0.207673, 1.0]], ['2, k, 12', [-0.19125, -0.789058, 1.0]], ['2, k, 13', [-0.221605, -1.14545, 1.0]], ['2, k, 14', [-0.222037, -1.43958, 1.0]], ['2, k, 15', [-0.187035, -1.50988, 1.0]], ['2, k, 16', [-0.0273147, -0.790794, 1.0]], ['2, k, 17', [-0.00381177, -1.12165, 1.0]], ['2, k, 18', [-0.0264853, -1.44059, 1.0]], ['2, k, 19', [-0.0129598, -1.5138, 1.0]], ['2, k, 20', [-0.106358, -0.361284, 1.0]], ['2, k, 21', [-0.317722, -0.0999145, 1.0]], ['2, k, 22', [-0.29846, -0.127402, 1.0]], ['2, k, 23', [0.265416, -0.196584, 1.0]], ['2, k, 24', [0.263156, -0.21401, 1.0]]]
[['2, k, 0', [-0.110591, -0.800025, 1.0]], ['2, k, 1', [-0.106215, -0.547918, 1.0]], ['2, k, 2', [-0.0968574, -0.299166, 1.0]], ['2, k, 3', [-0.0787244, -0.148014, 1.0]], ['2, k, 4', [-0.250165, -0.326187, 1.0]], ['2, k, 5', [-0.397358, -0.253467, 1.0]], ['2, k, 6', [-0.369514, -0.168278, 1.0]], ['2, k, 7', [-0.328167, -0.110971, 1.0]], ['2, k, 8', [0.0880111, -0.31832, 1.0]], ['2, k, 9', [0.278584, -0.285406, 1.0]], ['2, k, 10', [0.354968, -0.230742, 1.0]], ['2, k, 11', [0.330288, -0.213236, 1.0]], ['2, k, 12', [-0.190664, -0.787951, 1.0]], ['2, k, 13', [-0.22162, -1.14401, 1.0]], ['2, k, 14', [-0.222706, -1.43955, 1.0]], ['2, k, 15', [-0.194885, -1.51134, 1.0]], ['2, k, 16', [-0.0271579, -0.790684, 1.0]], ['2, k, 17', [-0.00379282, -1.1215, 1.0]], ['2, k, 18', [-0.0261744, -1.44185, 1.0]], ['2, k, 19', [-0.0126815, -1.51573, 1.0]], ['2, k, 20', [-0.0994799, -0.360999, 1.0]], ['2, k, 21', [-0.302259, -0.092983, 1.0]], ['2, k, 22', [-0.284724, -0.121217, 1.0]], ['2, k, 23', [0.260203, -0.197555, 1.0]], ['2, k, 24', [0.284137, -0.228545, 1.0]]]
[['2, k, 0', [-0.110489, -0.799501, 1.0]], ['2, k, 1', [-0.104555, -0.547406, 1.0]], ['2, k, 2', [-0.0937215, -0.298563, 1.0]], ['2, k, 3', [-0.0760294, -0.148262, 1.0]], ['2, k, 4', [-0.252949, -0.327055, 1.0]], ['2, k, 5', [-0.392669, -0.251296, 1.0]], ['2, k, 6', [-0.34028, -0.142192, 1.0]], ['2, k, 7', [-0.31483, -0.104471, 1.0]], ['2, k, 8', [0.0878403, -0.318448, 1.0]], ['2, k, 9', [0.279415, -0.2898, 1.0]], ['2, k, 10', [0.353368, -0.232872, 1.0]], ['2, k, 11', [0.338858, -0.220096, 1.0]], ['2, k, 12', [-0.190794, -0.78702, 1.0]], ['2, k, 13', [-0.221583, -1.14385, 1.0]], ['2, k, 14', [-0.22065, -1.43506, 1.0]], ['2, k, 15', [-0.204888, -1.485, 1.0]], ['2, k, 16', [-0.027085, -0.790585, 1.0]], ['2, k, 17', [-0.00351685, -1.11968, 1.0]], ['2, k, 18', [-0.0264404, -1.44088, 1.0]], ['2, k, 19', [-0.00124145, -1.50679, 1.0]], ['2, k, 20', [-0.0966694, -0.360421, 1.0]], ['2, k, 21', [-0.294236, -0.0826483, 1.0]], ['2, k, 22', [-0.266102, -0.111692, 1.0]], ['2, k, 23', [0.272396, -0.206225, 1.0]], ['2, k, 24', [0.259917, -0.216599, 1.0]]]
[['2, k, 0', [-0.109991, -0.798454, 1.0]], ['2, k, 1', [-0.102766, -0.546806, 1.0]], ['2, k, 2', [-0.0912814, -0.298331, 1.0]], ['2, k, 3', [-0.072439, -0.148871, 1.0]], ['2, k, 4', [-0.245297, -0.324936, 1.0]], ['2, k, 5', [-0.387899, -0.2472, 1.0]], ['2, k, 6', [-0.338341, -0.140725, 1.0]], ['2, k, 7', [-0.303818, -0.0978271, 1.0]], ['2, k, 8', [0.092341, -0.318648, 1.0]], ['2, k, 9', [0.288433, -0.294113, 1.0]], ['2, k, 10', [0.315053, -0.245177, 1.0]], ['2, k, 11', [0.334604, -0.226164, 1.0]], ['2, k, 12', [-0.190225, -0.785465, 1.0]], ['2, k, 13', [-0.221504, -1.1437, 1.0]], ['2, k, 14', [-0.220917, -1.43619, 1.0]], ['2, k, 15', [-0.20269, -1.4863, 1.0]], ['2, k, 16', [-0.026882, -0.790352, 1.0]], ['2, k, 17', [-0.0034752, -1.11951, 1.0]], ['2, k, 18', [-0.0263879, -1.44101, 1.0]], ['2, k, 19', [0.00255501, -1.5049, 1.0]], ['2, k, 20', [-0.0943519, -0.360099, 1.0]], ['2, k, 21', [-0.281066, -0.0775933, 1.0]], ['2, k, 22', [-0.265986, -0.1134, 1.0]], ['2, k, 23', [0.258495, -0.207675, 1.0]], ['2, k, 24', [0.241494, -0.213925, 1.0]]]
[['2, k, 0', [-0.109816, -0.797982, 1.0]], ['2, k, 1', [-0.101074, -0.546169, 1.0]], ['2, k, 2', [-0.0881664, -0.297561, 1.0]], ['2, k, 3', [-0.0672316, -0.149655, 1.0]], ['2, k, 4', [-0.241961, -0.324245, 1.0]], ['2, k, 5', [-0.379222, -0.243116, 1.0]], ['2, k, 6', [-0.328251, -0.136824, 1.0]], ['2, k, 7', [-0.290251, -0.0928343, 1.0]], ['2, k, 8', [0.0950937, -0.319287, 1.0]], ['2, k, 9', [0.308849, -0.302895, 1.0]], ['2, k, 10', [0.364276, -0.252848, 1.0]], ['2, k, 11', [0.353757, -0.234607, 1.0]], ['2, k, 12', [-0.189892, -0.784557, 1.0]], ['2, k, 13', [-0.221145, -1.14271, 1.0]], ['2, k, 14', [-0.220902, -1.43632, 1.0]], ['2, k, 15', [-0.201117, -1.48658, 1.0]], ['2, k, 16', [-0.0268419, -0.790287, 1.0]], ['2, k, 17', [-0.00342289, -1.1194, 1.0]], ['2, k, 18', [-0.0263849, -1.44096, 1.0]], ['2, k, 19', [0.00247772, -1.50492, 1.0]], ['2, k, 20', [-0.0915723, -0.359365, 1.0]], ['2, k, 21', [-0.267946, -0.0721072, 1.0]], ['2, k, 22', [-0.247642, -0.106837, 1.0]], ['2, k, 23', [0.288321, -0.216609, 1.0]], ['2, k, 24', [0.287032, -0.234439, 1.0]]]
[['2, k, 0', [-0.109987, -0.797471, 1.0]], ['2, k, 1', [-0.0996013, -0.545785, 1.0]], ['2, k, 2', [-0.0839221, -0.297248, 1.0]], ['2, k, 3', [-0.063387, -0.148804, 1.0]], ['2, k, 4', [-0.239675, -0.323944, 1.0]], ['2, k, 5', [-0.375244, -0.240427, 1.0]], ['2, k, 6', [-0.319015, -0.132406, 1.0]], ['2, k, 7', [-0.278495, -0.0869961, 1.0]], ['2, k, 8', [0.0942364, -0.319456, 1.0]], ['2, k, 9', [0.321952, -0.307596, 1.0]], ['2, k, 10', [0.367483, -0.253312, 1.0]], ['2, k, 11', [0.356112, -0.238598, 1.0]], ['2, k, 12', [-0.190261, -0.783677, 1.0]], ['2, k, 13', [-0.221276, -1.14156, 1.0]], ['2, k, 14', [-0.220704, -1.43658, 1.0]], ['2, k, 15', [-0.200639, -1.48698, 1.0]], ['2, k, 16', [-0.0268632, -0.790247, 1.0]], ['2, k, 17', [-0.00322535, -1.11873, 1.0]], ['2, k, 18', [-0.0263462, -1.44101, 1.0]], ['2, k, 19', [0.00208315, -1.50577, 1.0]], ['2, k, 20', [-0.0880988, -0.359019, 1.0]], ['2, k, 21', [-0.256648, -0.0664356, 1.0]], ['2, k, 22', [-0.237826, -0.10721, 1.0]], ['2, k, 23', [0.278232, -0.222052, 1.0]], ['2, k, 24', [0.336886, -0.263917, 1.0]]]
[['2, k, 0', [-0.110034, -0.796872, 1.0]], ['2, k, 1', [-0.0996625, -0.545594, 1.0]], ['2, k, 2', [-0.0848231, -0.297178, 1.0]], ['2, k, 3', [-0.0602358, -0.148924, 1.0]], ['2, k, 4', [-0.238099, -0.323746, 1.0]], ['2, k, 5', [-0.365564, -0.233157, 1.0]], ['2, k, 6', [-0.307895, -0.12666, 1.0]], ['2, k, 7', [-0.265412, -0.0825495, 1.0]], ['2, k, 8', [0.0935862, -0.319897, 1.0]], ['2, k, 9', [0.329523, -0.311652, 1.0]], ['2, k, 10', [0.331613, -0.260615, 1.0]], ['2, k, 11', [0.349668, -0.242814, 1.0]], ['2, k, 12', [-0.190444, -0.78281, 1.0]], ['2, k, 13', [-0.221296, -1.14097, 1.0]], ['2, k, 14', [-0.217485, -1.44129, 1.0]], ['2, k, 15', [-0.201132, -1.51516, 1.0]], ['2, k, 16', [-0.026852, -0.790091, 1.0]], ['2, k, 17', [-0.00319723, -1.11844, 1.0]], ['2, k, 18', [-0.0266193, -1.44131, 1.0]], ['2, k, 19', [-0.00471082, -1.5113, 1.0]], ['2, k, 20', [-0.0886432, -0.358916, 1.0]], ['2, k, 21', [-0.241493, -0.0612711, 1.0]], ['2, k, 22', [-0.228652, -0.0973944, 1.0]], ['2, k, 23', [0.276855, -0.220812, 1.0]], ['2, k, 24', [0.277127, -0.236758, 1.0]]]
[['2, k, 0', [-0.110079, -0.796107, 1.0]], ['2, k, 1', [-0.0997084, -0.545293, 1.0]], ['2, k, 2', [-0.0853708, -0.297006, 1.0]], ['2, k, 3', [-0.0565638, -0.149039, 1.0]], ['2, k, 4', [-0.23575, -0.322812, 1.0]], ['2, k, 5', [-0.359975, -0.228189, 1.0]], ['2, k, 6', [-0.289881, -0.116167, 1.0]], ['2, k, 7', [-0.253545, -0.0788286, 1.0]], ['2, k, 8', [0.0934622, -0.32003, 1.0]], ['2, k, 9', [0.323863, -0.314557, 1.0]], ['2, k, 10', [0.383131, -0.28975, 1.0]], ['2, k, 11', [0.370058, -0.252031, 1.0]], ['2, k, 12', [-0.190605, -0.781584, 1.0]], ['2, k, 13', [-0.221404, -1.1401, 1.0]], ['2, k, 14', [-0.218142, -1.44118, 1.0]], ['2, k, 15', [-0.196863, -1.49165, 1.0]], ['2, k, 16', [-0.0268453, -0.789933, 1.0]], ['2, k, 17', [-0.00322997, -1.118, 1.0]], ['2, k, 18', [-0.0265662, -1.44135, 1.0]], ['2, k, 19', [-0.00356006, -1.51088, 1.0]], ['2, k, 20', [-0.089007, -0.358734, 1.0]], ['2, k, 21', [-0.229483, -0.0583911, 1.0]], ['2, k, 22', [-0.189075, -0.092471, 1.0]], ['2, k, 23', [0.302167, -0.232932, 1.0]], ['2, k, 24', [0.335792, -0.266608, 1.0]]]
[['2, k, 0', [-0.110033, -0.794791, 1.0]], ['2, k, 1', [-0.0996508, -0.544924, 1.0]], ['2, k, 2', [-0.0855883, -0.297017, 1.0]], ['2, k, 3', [-0.0537619, -0.149112, 1.0]], ['2, k, 4', [-0.234274, -0.322518, 1.0]], ['2, k, 5', [-0.355051, -0.225748, 1.0]], ['2, k, 6', [-0.279907, -0.113618, 1.0]], ['2, k, 7', [-0.242558, -0.0752812, 1.0]], ['2, k, 8', [0.102196, -0.32249, 1.0]], ['2, k, 9', [0.320414, -0.318408, 1.0]], ['2, k, 10', [0.381364, -0.28229, 1.0]], ['2, k, 11', [0.375067, -0.258433, 1.0]], ['2, k, 12', [-0.190371, -0.77996, 1.0]], ['2, k, 13', [-0.221339, -1.13865, 1.0]], ['2, k, 14', [-0.218223, -1.44132, 1.0]], ['2, k, 15', [-0.194532, -1.49188, 1.0]], ['2, k, 16', [-0.0269032, -0.789341, 1.0]], ['2, k, 17', [-0.00340713, -1.11806, 1.0]], ['2, k, 18', [-0.0263627, -1.44149, 1.0]], ['2, k, 19', [0.00375421, -1.50638, 1.0]], ['2, k, 20', [-0.0891582, -0.358689, 1.0]], ['2, k, 21', [-0.219058, -0.055009, 1.0]], ['2, k, 22', [-0.191242, -0.090486, 1.0]], ['2, k, 23', [0.298564, -0.233305, 1.0]], ['2, k, 24', [0.339643, -0.271846, 1.0]]]
[['2, k, 0', [-0.10996, -0.794103, 1.0]], ['2, k, 1', [-0.0965832, -0.543989, 1.0]], ['2, k, 2', [-0.0774256, -0.296311, 1.0]], ['2, k, 3', [-0.0493967, -0.149612, 1.0]], ['2, k, 4', [-0.231679, -0.322261, 1.0]], ['2, k, 5', [-0.353009, -0.223699, 1.0]], ['2, k, 6', [-0.271829, -0.110623, 1.0]], ['2, k, 7', [-0.231521, -0.0714862, 1.0]], ['2, k, 8', [0.102113, -0.322517, 1.0]], ['2, k, 9', [0.288608, -0.330003, 1.0]], ['2, k, 10', [0.339155, -0.273914, 1.0]], ['2, k, 11', [0.362996, -0.261437, 1.0]], ['2, k, 12', [-0.190254, -0.779232, 1.0]], ['2, k, 13', [-0.22123, -1.13832, 1.0]], ['2, k, 14', [-0.218836, -1.44155, 1.0]], ['2, k, 15', [-0.195076, -1.49214, 1.0]], ['2, k, 16', [-0.0268777, -0.788866, 1.0]], ['2, k, 17', [-0.00355966, -1.11753, 1.0]], ['2, k, 18', [-0.0264226, -1.44166, 1.0]], ['2, k, 19', [0.00381917, -1.50735, 1.0]], ['2, k, 20', [-0.0825223, -0.357877, 1.0]], ['2, k, 21', [-0.207867, -0.0518782, 1.0]], ['2, k, 22', [-0.169171, -0.0873292, 1.0]], ['2, k, 23', [0.28625, -0.233317, 1.0]], ['2, k, 24', [0.295391, -0.254016, 1.0]]]
[['2, k, 0', [-0.110022, -0.793443, 1.0]], ['2, k, 1', [-0.0968402, -0.543542, 1.0]], ['2, k, 2', [-0.0794747, -0.295661, 1.0]], ['2, k, 3', [-0.046106, -0.148129, 1.0]], ['2, k, 4', [-0.230497, -0.32252, 1.0]], ['2, k, 5', [-0.34946, -0.221834, 1.0]], ['2, k, 6', [-0.255287, -0.10673, 1.0]], ['2, k, 7', [-0.218176, -0.0678174, 1.0]], ['2, k, 8', [0.102087, -0.322755, 1.0]], ['2, k, 9', [0.311492, -0.331266, 1.0]], ['2, k, 10', [0.338936, -0.27399, 1.0]], ['2, k, 11', [0.36681, -0.268353, 1.0]], ['2, k, 12', [-0.190308, -0.778359, 1.0]], ['2, k, 13', [-0.221226, -1.13737, 1.0]], ['2, k, 14', [-0.219403, -1.44141, 1.0]], ['2, k, 15', [-0.195448, -1.49199, 1.0]], ['2, k, 16', [-0.0269354, -0.788519, 1.0]], ['2, k, 17', [-0.00353632, -1.11665, 1.0]], ['2, k, 18', [-0.0263724, -1.44186, 1.0]], ['2, k, 19', [0.00378237, -1.50753, 1.0]], ['2, k, 20', [-0.083838, -0.35731, 1.0]], ['2, k, 21', [-0.195954, -0.0488416, 1.0]], ['2, k, 22', [-0.148564, -0.0869101, 1.0]], ['2, k, 23', [0.292176, -0.239237, 1.0]], ['2, k, 24', [0.274172, -0.243617, 1.0]]]
[['2, k, 0', [-0.110479, -0.792443, 1.0]], ['2, k, 1', [-0.0967479, -0.542791, 1.0]], ['2, k, 2', [-0.0795071, -0.295128, 1.0]], ['2, k, 3', [-0.043944, -0.148644, 1.0]], ['2, k, 4', [-0.229133, -0.322436, 1.0]], ['2, k, 5', [-0.342765, -0.213926, 1.0]], ['2, k, 6', [-0.250014, -0.100772, 1.0]], ['2, k, 7', [-0.211569, -0.0658177, 1.0]], ['2, k, 8', [0.101972, -0.323616, 1.0]], ['2, k, 9', [0.317014, -0.331764, 1.0]], ['2, k, 10', [0.338954, -0.274181, 1.0]], ['2, k, 11', [0.36828, -0.271652, 1.0]], ['2, k, 12', [-0.190956, -0.776968, 1.0]], ['2, k, 13', [-0.220861, -1.136, 1.0]], ['2, k, 14', [-0.21982, -1.4413, 1.0]], ['2, k, 15', [-0.195748, -1.49199, 1.0]], ['2, k, 16', [-0.0271682, -0.788063, 1.0]], ['2, k, 17', [-0.00369206, -1.11609, 1.0]], ['2, k, 18', [-0.0264182, -1.44175, 1.0]], ['2, k, 19', [0.00115976, -1.50939, 1.0]], ['2, k, 20', [-0.0838463, -0.356749, 1.0]], ['2, k, 21', [-0.189854, -0.0451498, 1.0]], ['2, k, 22', [-0.146475, -0.0859662, 1.0]], ['2, k, 23', [0.293378, -0.241393, 1.0]], ['2, k, 24', [0.271053, -0.245034, 1.0]]]
[['2, k, 0', [-0.110602, -0.791889, 1.0]], ['2, k, 1', [-0.0965328, -0.542497, 1.0]], ['2, k, 2', [-0.0793717, -0.295049, 1.0]], ['2, k, 3', [-0.0417717, -0.148697, 1.0]], ['2, k, 4', [-0.228084, -0.322838, 1.0]], ['2, k, 5', [-0.337631, -0.211629, 1.0]], ['2, k, 6', [-0.241912, -0.0972847, 1.0]], ['2, k, 7', [-0.20154, -0.0622212, 1.0]], ['2, k, 8', [0.102116, -0.324238, 1.0]], ['2, k, 9', [0.318206, -0.333484, 1.0]], ['2, k, 10', [0.331259, -0.27778, 1.0]], ['2, k, 11', [0.365618, -0.275688, 1.0]], ['2, k, 12', [-0.190988, -0.776119, 1.0]], ['2, k, 13', [-0.220833, -1.13453, 1.0]], ['2, k, 14', [-0.22012, -1.44158, 1.0]], ['2, k, 15', [-0.195846, -1.49231, 1.0]], ['2, k, 16', [-0.0273204, -0.787766, 1.0]], ['2, k, 17', [-0.003907, -1.11553, 1.0]], ['2, k, 18', [-0.02676, -1.4419, 1.0]], ['2, k, 19', [0.00156928, -1.50891, 1.0]], ['2, k, 20', [-0.0837002, -0.356635, 1.0]], ['2, k, 21', [-0.177823, -0.0440193, 1.0]], ['2, k, 22', [-0.131113, -0.0837057, 1.0]], ['2, k, 23', [0.300896, -0.246763, 1.0]], ['2, k, 24', [0.265367, -0.245272, 1.0]]]
[['2, k, 0', [-0.110719, -0.791538, 1.0]], ['2, k, 1', [-0.0952366, -0.541693, 1.0]], ['2, k, 2', [-0.0762253, -0.293673, 1.0]], ['2, k, 3', [-0.0391583, -0.148772, 1.0]], ['2, k, 4', [-0.227155, -0.322775, 1.0]], ['2, k, 5', [-0.33527, -0.209979, 1.0]], ['2, k, 6', [-0.236299, -0.0956196, 1.0]], ['2, k, 7', [-0.194234, -0.0610628, 1.0]], ['2, k, 8', [0.102224, -0.325097, 1.0]], ['2, k, 9', [0.323268, -0.336403, 1.0]], ['2, k, 10', [0.337344, -0.279022, 1.0]], ['2, k, 11', [0.363759, -0.277932, 1.0]], ['2, k, 12', [-0.191148, -0.775657, 1.0]], ['2, k, 13', [-0.220635, -1.13377, 1.0]], ['2, k, 14', [-0.220114, -1.4417, 1.0]], ['2, k, 15', [-0.195589, -1.49239, 1.0]], ['2, k, 16', [-0.0273834, -0.787621, 1.0]], ['2, k, 17', [-0.00428138, -1.11602, 1.0]], ['2, k, 18', [-0.0270547, -1.44177, 1.0]], ['2, k, 19', [-0.00457501, -1.51224, 1.0]], ['2, k, 20', [-0.0811022, -0.355416, 1.0]], ['2, k, 21', [-0.171008, -0.0416029, 1.0]], ['2, k, 22', [-0.12584, -0.0794984, 1.0]], ['2, k, 23', [0.296925, -0.246588, 1.0]], ['2, k, 24', [0.270835, -0.250257, 1.0]]]
