[['2, k, 0', [-0.1672678, 0.05836686, 1.0]], ['2, k, 1', [-0.1722163, 0.3302045, 1.0]], ['2, k, 2', [-0.1758396, 0.5947291, 1.0]], ['2, k, 3', [-0.1659475, 0.7324249, 1.0]], ['2, k, 4', [-0.3221027, 0.4715177, 1.0]], ['2, k, 5', [-0.3525955, 0.2550184, 1.0]], ['2, k, 6', [-0.3530225, 0.05415648, 1.0]], ['2, k, 7', [-0.3587899, 0.0004593251, 1.0]], ['2, k, 8', [-0.005076138, 0.476406, 1.0]], ['2, k, 9', [0.03384996, 0.2400737, 1.0]], ['2, k, 10', [0.03025019, 0.05968669, 1.0]], ['2, k, 11', [0.0165146, 0.02108114, 1.0]], ['2, k, 12', [-0.2285557, 0.05816966, 1.0]], ['2, k, 13', [-0.2151415, -0.2543644, 1.0]], ['2, k, 14', [-0.2178659, -0.5580939, 1.0]], ['2, k, 15', [-0.2093335, -0.6306841, 1.0]], ['2, k, 16', [-0.1021577, 0.05719083, 1.0]], ['2, k, 17', [-0.1167675, -0.2573926, 1.0]], ['2, k, 18', [-0.1050047, -0.5308632, 1.0]], ['2, k, 19', [-0.09396399, -0.5775675, 1.0]], ['2, k, 20', [-0.1750736, 0.5296089, 1.0]], ['2, k, 21', [-0.3712353, -0.06733388, 1.0]], ['2, k, 22', [-0.3150128, -0.006552223, 1.0]], ['2, k, 23', [0.01622812, -0.04692727, 1.0]], ['2, k, 24', [-0.01355715, 0.02236123, 1.0]]]
[['2, k, 0', [-0.1648948, 0.06119104, 1.0]], ['2, k, 1', [-0.1742245, 0.3319601, 1.0]], ['2, k, 2', [-0.1855029, 0.5970255, 1.0]], ['2, k, 3', [-0.1680856, 0.7296451, 1.0]], ['2, k, 4', [-0.3032536, 0.478957, 1.0]], ['2, k, 5', [-0.3879588, 0.3187983, 1.0]], ['2, k, 6', [-0.338936, 0.5171233, 1.0]], ['2, k, 7', [-0.3336783, 0.5626265, 1.0]], ['2, k, 8', [-0.01055786, 0.4790971, 1.0]], ['2, k, 9', [0.03610384, 0.244834, 1.0]], ['2, k, 10', [0.03631419, 0.06517819, 1.0]], ['2, k, 11', [0.02002041, 0.01269225, 1.0]], ['2, k, 12', [-0.2258427, 0.06171828, 1.0]], ['2, k, 13', [-0.2181973, -0.2525549, 1.0]], ['2, k, 14', [-0.2152654, -0.558603, 1.0]], ['2, k, 15', [-0.205048, -0.6293639, 1.0]], ['2, k, 16', [-0.1000832, 0.05940564, 1.0]], ['2, k, 17', [-0.1162552, -0.2569901, 1.0]], ['2, k, 18', [-0.1063456, -0.5653871, 1.0]], ['2, k, 19', [-0.1147607, -0.6361405, 1.0]], ['2, k, 20', [-0.1826259, 0.5319113, 1.0]], ['2, k, 21', [-0.3072561, 0.595282, 1.0]], ['2, k, 22', [-0.3799296, 0.5750649, 1.0]], ['2, k, 23', [0.01424245, -0.0554818, 1.0]], ['2, k, 24', [-0.01438573, -0.01516727, 1.0]]]
[['2, k, 0', [-0.1649771, 0.06165994, 1.0]], ['2, k, 1', [-0.1741985, 0.3320341, 1.0]], ['2, k, 2', [-0.1850131, 0.5967594, 1.0]], ['2, k, 3', [-0.1678784, 0.7298212, 1.0]], ['2, k, 4', [-0.3034826, 0.4815174, 1.0]], ['2, k, 5', [-0.3860922, 0.3200206, 1.0]], ['2, k, 6', [-0.3363123, 0.5290698, 1.0]], ['2, k, 7', [-0.3318252, 0.5717047, 1.0]], ['2, k, 8', [-0.009629022, 0.4791925, 1.0]], ['2, k, 9', [0.0362509, 0.2447468, 1.0]], ['2, k, 10', [0.03646578, 0.06516986, 1.0]], ['2, k, 11', [0.02216163, 0.01418097, 1.0]], ['2, k, 12', [-0.2258919, 0.06223881, 1.0]], ['2, k, 13', [-0.2221241, -0.2524102, 1.0]], ['2, k, 14', [-0.2156107, -0.5252818, 1.0]], ['2, k, 15', [-0.1958848, -0.5717868, 1.0]], ['2, k, 16', [-0.1001911, 0.05978609, 1.0]], ['2, k, 17', [-0.1149386, -0.2566397, 1.0]], ['2, k, 18', [-0.105354, -0.5647407, 1.0]], ['2, k, 19', [-0.1148415, -0.6356472, 1.0]], ['2, k, 20', [-0.1823692, 0.5317876, 1.0]], ['2, k, 21', [-0.2995954, 0.6030993, 1.0]], ['2, k, 22', [-0.3854209, 0.5877379, 1.0]], ['2, k, 23', [0.02372081, -0.046887, 1.0]], ['2, k, 24', [-0.005021104, 0.01380314, 1.0]]]
[['2, k, 0', [-0.1649875, 0.06158534, 1.0]], ['2, k, 1', [-0.1742835, 0.3320383, 1.0]], ['2, k, 2', [-0.1850248, 0.5967544, 1.0]], ['2, k, 3', [-0.1678563, 0.729766, 1.0]], ['2, k, 4', [-0.302517, 0.4807038, 1.0]], ['2, k, 5', [-0.38587, 0.3196261, 1.0]], ['2, k, 6', [-0.3366441, 0.5325655, 1.0]], ['2, k, 7', [-0.3306752, 0.575588, 1.0]], ['2, k, 8', [-0.009375142, 0.4791788, 1.0]], ['2, k, 9', [0.03624167, 0.245067, 1.0]], ['2, k, 10', [0.03679019, 0.06550004, 1.0]], ['2, k, 11', [0.0230794, 0.01410894, 1.0]], ['2, k, 12', [-0.2258812, 0.06215777, 1.0]], ['2, k, 13', [-0.2226246, -0.2523075, 1.0]], ['2, k, 14', [-0.2154243, -0.5252091, 1.0]], ['2, k, 15', [-0.1954534, -0.5717019, 1.0]], ['2, k, 16', [-0.1002139, 0.05972103, 1.0]], ['2, k, 17', [-0.1154524, -0.256833, 1.0]], ['2, k, 18', [-0.1110524, -0.5690255, 1.0]], ['2, k, 19', [-0.1142942, -0.6398079, 1.0]], ['2, k, 20', [-0.1823908, 0.5317793, 1.0]], ['2, k, 21', [-0.2980486, 0.6063917, 1.0]], ['2, k, 22', [-0.3885571, 0.5928142, 1.0]], ['2, k, 23', [0.02521108, -0.04536098, 1.0]], ['2, k, 24', [-0.005482206, 0.01525407, 1.0]]]
[['2, k, 0', [-0.1648073, 0.06140663, 1.0]], ['2, k, 1', [-0.1742591, 0.3318871, 1.0]], ['2, k, 2', [-0.1849144, 0.5965072, 1.0]], ['2, k, 3', [-0.1676188, 0.7296077, 1.0]], ['2, k, 4', [-0.3022139, 0.480201, 1.0]], ['2, k, 5', [-0.385918, 0.3193649, 1.0]], ['2, k, 6', [-0.3376306, 0.5246605, 1.0]], ['2, k, 7', [-0.3324419, 0.569903, 1.0]], ['2, k, 8', [-0.009079743, 0.4788885, 1.0]], ['2, k, 9', [0.03647178, 0.2442851, 1.0]], ['2, k, 10', [0.03752135, 0.06503264, 1.0]], ['2, k, 11', [0.02180633, 0.0126983, 1.0]], ['2, k, 12', [-0.2256862, 0.06203948, 1.0]], ['2, k, 13', [-0.2227388, -0.2521525, 1.0]], ['2, k, 14', [-0.2119232, -0.5248796, 1.0]], ['2, k, 15', [-0.191797, -0.5713551, 1.0]], ['2, k, 16', [-0.1000643, 0.05948131, 1.0]], ['2, k, 17', [-0.1147139, -0.2570975, 1.0]], ['2, k, 18', [-0.1093701, -0.5681195, 1.0]], ['2, k, 19', [-0.1137146, -0.6389114, 1.0]], ['2, k, 20', [-0.1823124, 0.5315521, 1.0]], ['2, k, 21', [-0.2960585, 0.5975747, 1.0]], ['2, k, 22', [-0.3851817, 0.5871011, 1.0]], ['2, k, 23', [0.0230085, -0.05671294, 1.0]], ['2, k, 24', [-0.006704389, 0.005224677, 1.0]]]
[['2, k, 0', [-0.1646965, 0.06143405, 1.0]], ['2, k, 1', [-0.1742711, 0.3318793, 1.0]], ['2, k, 2', [-0.1849205, 0.5964234, 1.0]], ['2, k, 3', [-0.1675548, 0.729557, 1.0]], ['2, k, 4', [-0.3021195, 0.4801127, 1.0]], ['2, k, 5', [-0.3861825, 0.3195133, 1.0]], ['2, k, 6', [-0.3389614, 0.5190678, 1.0]], ['2, k, 7', [-0.3331814, 0.5658904, 1.0]], ['2, k, 8', [-0.00889419, 0.4788355, 1.0]], ['2, k, 9', [0.03657613, 0.2440085, 1.0]], ['2, k, 10', [0.03758492, 0.06468132, 1.0]], ['2, k, 11', [0.02207738, 0.01466416, 1.0]], ['2, k, 12', [-0.2255345, 0.0620441, 1.0]], ['2, k, 13', [-0.2215951, -0.2520397, 1.0]], ['2, k, 14', [-0.2117343, -0.5584043, 1.0]], ['2, k, 15', [-0.2103672, -0.6300231, 1.0]], ['2, k, 16', [-0.09999825, 0.05951193, 1.0]], ['2, k, 17', [-0.1136795, -0.2570964, 1.0]], ['2, k, 18', [-0.1090511, -0.5682449, 1.0]], ['2, k, 19', [-0.1142147, -0.6394527, 1.0]], ['2, k, 20', [-0.1823225, 0.5314904, 1.0]], ['2, k, 21', [-0.306253, 0.5985417, 1.0]], ['2, k, 22', [-0.3827775, 0.5791283, 1.0]], ['2, k, 23', [0.02451735, -0.04525403, 1.0]], ['2, k, 24', [-0.006580134, 0.0005707777, 1.0]]]
[['2, k, 0', [-0.1644196, 0.06142142, 1.0]], ['2, k, 1', [-0.1738987, 0.3317159, 1.0]], ['2, k, 2', [-0.1837948, 0.5957071, 1.0]], ['2, k, 3', [-0.1674988, 0.7295037, 1.0]], ['2, k, 4', [-0.3012832, 0.4792332, 1.0]], ['2, k, 5', [-0.3864523, 0.3194429, 1.0]], ['2, k, 6', [-0.3372703, 0.531033, 1.0]], ['2, k, 7', [-0.3330576, 0.5673732, 1.0]], ['2, k, 8', [-0.008710084, 0.4787493, 1.0]], ['2, k, 9', [0.0367188, 0.2437521, 1.0]], ['2, k, 10', [0.03758706, 0.06444262, 1.0]], ['2, k, 11', [0.0228664, 0.01384155, 1.0]], ['2, k, 12', [-0.2253765, 0.06192202, 1.0]], ['2, k, 13', [-0.2219395, -0.2519325, 1.0]], ['2, k, 14', [-0.2116276, -0.5587605, 1.0]], ['2, k, 15', [-0.2102425, -0.6304946, 1.0]], ['2, k, 16', [-0.09958021, 0.05963263, 1.0]], ['2, k, 17', [-0.1128536, -0.256883, 1.0]], ['2, k, 18', [-0.1064019, -0.5678678, 1.0]], ['2, k, 19', [-0.1144018, -0.6387392, 1.0]], ['2, k, 20', [-0.1814551, 0.5309303, 1.0]], ['2, k, 21', [-0.3049167, 0.6324712, 1.0]], ['2, k, 22', [-0.3464815, 0.5812384, 1.0]], ['2, k, 23', [0.01921141, -0.04910026, 1.0]], ['2, k, 24', [-0.006039035, -0.004964525, 1.0]]]
[['2, k, 0', [-0.1641188, 0.06159027, 1.0]], ['2, k, 1', [-0.1734432, 0.331726, 1.0]], ['2, k, 2', [-0.1826595, 0.5953695, 1.0]], ['2, k, 3', [-0.1672245, 0.7293762, 1.0]], ['2, k, 4', [-0.3008859, 0.4789828, 1.0]], ['2, k, 5', [-0.3864886, 0.3194369, 1.0]], ['2, k, 6', [-0.3384578, 0.5222598, 1.0]], ['2, k, 7', [-0.329964, 0.570093, 1.0]], ['2, k, 8', [-0.008172679, 0.4785674, 1.0]], ['2, k, 9', [0.03684749, 0.2435262, 1.0]], ['2, k, 10', [0.03787623, 0.06425688, 1.0]], ['2, k, 11', [0.0225895, 0.01344399, 1.0]], ['2, k, 12', [-0.2250956, 0.06208536, 1.0]], ['2, k, 13', [-0.2219813, -0.2517488, 1.0]], ['2, k, 14', [-0.2117928, -0.5588442, 1.0]], ['2, k, 15', [-0.2091516, -0.6301724, 1.0]], ['2, k, 16', [-0.09928761, 0.05978118, 1.0]], ['2, k, 17', [-0.1145068, -0.2564239, 1.0]], ['2, k, 18', [-0.1042083, -0.5665379, 1.0]], ['2, k, 19', [-0.1144491, -0.6361011, 1.0]], ['2, k, 20', [-0.1805388, 0.5306783, 1.0]], ['2, k, 21', [-0.3057886, 0.624148, 1.0]], ['2, k, 22', [-0.3104446, 0.5303933, 1.0]], ['2, k, 23', [0.02857216, -0.04720885, 1.0]], ['2, k, 24', [0.02221693, -0.02135129, 1.0]]]
[['2, k, 0', [-0.1635975, 0.0614387, 1.0]], ['2, k, 1', [-0.1729999, 0.3315888, 1.0]], ['2, k, 2', [-0.1821734, 0.5951756, 1.0]], ['2, k, 3', [-0.1670707, 0.7293908, 1.0]], ['2, k, 4', [-0.3001899, 0.4779053, 1.0]], ['2, k, 5', [-0.3862939, 0.3190643, 1.0]], ['2, k, 6', [-0.3255198, 0.560018, 1.0]], ['2, k, 7', [-0.3299682, 0.5651754, 1.0]], ['2, k, 8', [-0.007987448, 0.4785273, 1.0]], ['2, k, 9', [0.03692128, 0.2435483, 1.0]], ['2, k, 10', [0.03759122, 0.0645293, 1.0]], ['2, k, 11', [0.02225483, 0.0163349, 1.0]], ['2, k, 12', [-0.2246152, 0.06184071, 1.0]], ['2, k, 13', [-0.2227471, -0.2517494, 1.0]], ['2, k, 14', [-0.2117563, -0.5592139, 1.0]], ['2, k, 15', [-0.2110775, -0.6315086, 1.0]], ['2, k, 16', [-0.09874251, 0.05971335, 1.0]], ['2, k, 17', [-0.1142056, -0.2562904, 1.0]], ['2, k, 18', [-0.1042149, -0.5672531, 1.0]], ['2, k, 19', [-0.1150623, -0.6379939, 1.0]], ['2, k, 20', [-0.1800587, 0.5304765, 1.0]], ['2, k, 21', [-0.3010998, 0.6319833, 1.0]], ['2, k, 22', [-0.3091022, 0.5246283, 1.0]], ['2, k, 23', [0.02171329, -0.04785465, 1.0]], ['2, k, 24', [-0.005109564, 0.0160551, 1.0]]]
[['2, k, 0', [-0.1635584, 0.06141892, 1.0]], ['2, k, 1', [-0.1726015, 0.3313815, 1.0]], ['2, k, 2', [-0.1807995, 0.5944294, 1.0]], ['2, k, 3', [-0.1666788, 0.7292751, 1.0]], ['2, k, 4', [-0.2940413, 0.479001, 1.0]], ['2, k, 5', [-0.3842272, 0.3223438, 1.0]], ['2, k, 6', [-0.3232861, 0.5534654, 1.0]], ['2, k, 7', [-0.3283081, 0.5667627, 1.0]], ['2, k, 8', [-0.007677068, 0.4784887, 1.0]], ['2, k, 9', [0.03690993, 0.2437287, 1.0]], ['2, k, 10', [0.0379644, 0.06476064, 1.0]], ['2, k, 11', [0.02230674, 0.01472566, 1.0]], ['2, k, 12', [-0.2245688, 0.06180809, 1.0]], ['2, k, 13', [-0.2230741, -0.2516668, 1.0]], ['2, k, 14', [-0.2108824, -0.5249785, 1.0]], ['2, k, 15', [-0.1917944, -0.5714355, 1.0]], ['2, k, 16', [-0.09869821, 0.05969517, 1.0]], ['2, k, 17', [-0.115027, -0.2561935, 1.0]], ['2, k, 18', [-0.1045253, -0.5675616, 1.0]], ['2, k, 19', [-0.1137793, -0.6376195, 1.0]], ['2, k, 20', [-0.1789575, 0.5298544, 1.0]], ['2, k, 21', [-0.3110528, 0.6298338, 1.0]], ['2, k, 22', [-0.2847828, 0.5686887, 1.0]], ['2, k, 23', [0.02516305, -0.04075873, 1.0]], ['2, k, 24', [-0.006954985, -0.01512829, 1.0]]]
[['2, k, 0', [-0.1631459, 0.06126978, 1.0]], ['2, k, 1', [-0.1721445, 0.3311017, 1.0]], ['2, k, 2', [-0.1801707, 0.5938733, 1.0]], ['2, k, 3', [-0.166438, 0.7291726, 1.0]], ['2, k, 4', [-0.294051, 0.476653, 1.0]], ['2, k, 5', [-0.3835412, 0.3194852, 1.0]], ['2, k, 6', [-0.324177, 0.5441508, 1.0]], ['2, k, 7', [-0.3332014, 0.5495688, 1.0]], ['2, k, 8', [-0.006304599, 0.4783252, 1.0]], ['2, k, 9', [0.0368924, 0.2437191, 1.0]], ['2, k, 10', [0.03832443, 0.06468112, 1.0]], ['2, k, 11', [0.02202597, 0.01370171, 1.0]], ['2, k, 12', [-0.2241117, 0.06137086, 1.0]], ['2, k, 13', [-0.2226613, -0.2517421, 1.0]], ['2, k, 14', [-0.2129584, -0.5607655, 1.0]], ['2, k, 15', [-0.2108148, -0.6329028, 1.0]], ['2, k, 16', [-0.09826027, 0.05976257, 1.0]], ['2, k, 17', [-0.1148664, -0.2560351, 1.0]], ['2, k, 18', [-0.1055067, -0.5671902, 1.0]], ['2, k, 19', [-0.1123697, -0.6393171, 1.0]], ['2, k, 20', [-0.1783525, 0.5293424, 1.0]], ['2, k, 21', [-0.3186443, 0.6097073, 1.0]], ['2, k, 22', [-0.2921351, 0.5593705, 1.0]], ['2, k, 23', [0.022967, -0.04910864, 1.0]], ['2, k, 24', [-0.004797078, 0.01837359, 1.0]]]
[['2, k, 0', [-0.1626702, 0.06103156, 1.0]], ['2, k, 1', [-0.1711421, 0.3306465, 1.0]], ['2, k, 2', [-0.1784619, 0.5931245, 1.0]], ['2, k, 3', [-0.1657951, 0.7290173, 1.0]], ['2, k, 4', [-0.2928112, 0.474591, 1.0]], ['2, k, 5', [-0.3840263, 0.3186654, 1.0]], ['2, k, 6', [-0.3433397, 0.4956891, 1.0]], ['2, k, 7', [-0.3387948, 0.5361204, 1.0]], ['2, k, 8', [-0.005446594, 0.4779826, 1.0]], ['2, k, 9', [0.0368811, 0.243621, 1.0]], ['2, k, 10', [0.03813911, 0.0645285, 1.0]], ['2, k, 11', [0.02132017, 0.01216585, 1.0]], ['2, k, 12', [-0.2237125, 0.06075297, 1.0]], ['2, k, 13', [-0.2227066, -0.2523673, 1.0]], ['2, k, 14', [-0.2107966, -0.5567085, 1.0]], ['2, k, 15', [-0.2104771, -0.628483, 1.0]], ['2, k, 16', [-0.09757971, 0.05991282, 1.0]], ['2, k, 17', [-0.1126186, -0.2560369, 1.0]], ['2, k, 18', [-0.1052009, -0.5672612, 1.0]], ['2, k, 19', [-0.1122269, -0.6391927, 1.0]], ['2, k, 20', [-0.1768244, 0.528643, 1.0]], ['2, k, 21', [-0.3239061, 0.5946224, 1.0]], ['2, k, 22', [-0.3048725, 0.5193863, 1.0]], ['2, k, 23', [0.02820859, -0.0468309, 1.0]], ['2, k, 24', [-0.004936856, 0.01540902, 1.0]]]
[['2, k, 0', [-0.16268, 0.06038626, 1.0]], ['2, k, 1', [-0.1707914, 0.3303041, 1.0]], ['2, k, 2', [-0.1774953, 0.5929649, 1.0]], ['2, k, 3', [-0.1655199, 0.7290798, 1.0]], ['2, k, 4', [-0.2939527, 0.4720499, 1.0]], ['2, k, 5', [-0.3517565, 0.2919864, 1.0]], ['2, k, 6', [-0.3432913, 0.4854256, 1.0]], ['2, k, 7', [-0.34512, 0.5137602, 1.0]], ['2, k, 8', [-0.004455037, 0.4776694, 1.0]], ['2, k, 9', [0.03684599, 0.2431684, 1.0]], ['2, k, 10', [0.03833712, 0.06396183, 1.0]], ['2, k, 11', [0.0229851, 0.01332919, 1.0]], ['2, k, 12', [-0.22384, 0.06007004, 1.0]], ['2, k, 13', [-0.2280717, -0.2525298, 1.0]], ['2, k, 14', [-0.2106222, -0.5266427, 1.0]], ['2, k, 15', [-0.1918386, -0.573065, 1.0]], ['2, k, 16', [-0.09750972, 0.05929491, 1.0]], ['2, k, 17', [-0.110546, -0.2561171, 1.0]], ['2, k, 18', [-0.1028945, -0.5292438, 1.0]], ['2, k, 19', [-0.08527604, -0.5756508, 1.0]], ['2, k, 20', [-0.1760389, 0.5284044, 1.0]], ['2, k, 21', [-0.3396925, 0.5711482, 1.0]], ['2, k, 22', [-0.3091033, 0.5088845, 1.0]], ['2, k, 23', [0.01918587, -0.0490559, 1.0]], ['2, k, 24', [-0.005636967, 0.0210793, 1.0]]]
[['2, k, 0', [-0.1626483, 0.06020723, 1.0]], ['2, k, 1', [-0.1701718, 0.3299704, 1.0]], ['2, k, 2', [-0.175694, 0.5924911, 1.0]], ['2, k, 3', [-0.1649783, 0.7292271, 1.0]], ['2, k, 4', [-0.2942875, 0.4717846, 1.0]], ['2, k, 5', [-0.3523398, 0.2917744, 1.0]], ['2, k, 6', [-0.3464074, 0.4560974, 1.0]], ['2, k, 7', [-0.352233, 0.4822538, 1.0]], ['2, k, 8', [-0.003291255, 0.4774981, 1.0]], ['2, k, 9', [0.03711047, 0.2423151, 1.0]], ['2, k, 10', [0.03867442, 0.06308588, 1.0]], ['2, k, 11', [0.02223475, 0.01028473, 1.0]], ['2, k, 12', [-0.2238428, 0.05980857, 1.0]], ['2, k, 13', [-0.216755, -0.2527641, 1.0]], ['2, k, 14', [-0.2128356, -0.5646927, 1.0]], ['2, k, 15', [-0.2090601, -0.6364396, 1.0]], ['2, k, 16', [-0.0974691, 0.05918503, 1.0]], ['2, k, 17', [-0.110561, -0.256211, 1.0]], ['2, k, 18', [-0.1020879, -0.5291068, 1.0]], ['2, k, 19', [-0.08455832, -0.5755172, 1.0]], ['2, k, 20', [-0.1745608, 0.5279386, 1.0]], ['2, k, 21', [-0.3460429, 0.5328167, 1.0]], ['2, k, 22', [-0.3147207, 0.4924257, 1.0]], ['2, k, 23', [0.02108151, -0.05284261, 1.0]], ['2, k, 24', [-0.006458126, 0.005759764, 1.0]]]
[['2, k, 0', [-0.1625723, 0.05962532, 1.0]], ['2, k, 1', [-0.1697318, 0.3297198, 1.0]], ['2, k, 2', [-0.1747805, 0.5925594, 1.0]], ['2, k, 3', [-0.1649682, 0.729225, 1.0]], ['2, k, 4', [-0.2948308, 0.4716511, 1.0]], ['2, k, 5', [-0.3535444, 0.2909414, 1.0]], ['2, k, 6', [-0.3523008, 0.4017548, 1.0]], ['2, k, 7', [-0.3592953, 0.4390033, 1.0]], ['2, k, 8', [-0.002795588, 0.4767263, 1.0]], ['2, k, 9', [0.03712804, 0.2412172, 1.0]], ['2, k, 10', [0.03861922, 0.06204751, 1.0]], ['2, k, 11', [0.02261625, 0.01173636, 1.0]], ['2, k, 12', [-0.2238309, 0.05929863, 1.0]], ['2, k, 13', [-0.2174751, -0.2532014, 1.0]], ['2, k, 14', [-0.2130244, -0.5641523, 1.0]], ['2, k, 15', [-0.2089816, -0.6361396, 1.0]], ['2, k, 16', [-0.09734164, 0.05852071, 1.0]], ['2, k, 17', [-0.1114116, -0.2567261, 1.0]], ['2, k, 18', [-0.1044665, -0.5296166, 1.0]], ['2, k, 19', [-0.0871726, -0.5760295, 1.0]], ['2, k, 20', [-0.1737765, 0.5279003, 1.0]], ['2, k, 21', [-0.3576393, 0.4881656, 1.0]], ['2, k, 22', [-0.3220129, 0.4575916, 1.0]], ['2, k, 23', [0.02519699, -0.04831306, 1.0]], ['2, k, 24', [-0.003230183, 0.02612859, 1.0]]]
[['2, k, 0', [-0.1626363, 0.05957092, 1.0]], ['2, k, 1', [-0.1696441, 0.3296579, 1.0]], ['2, k, 2', [-0.1745399, 0.5924816, 1.0]], ['2, k, 3', [-0.1647512, 0.729338, 1.0]], ['2, k, 4', [-0.299305, 0.4746349, 1.0]], ['2, k, 5', [-0.3569984, 0.2811117, 1.0]], ['2, k, 6', [-0.3547308, 0.3962984, 1.0]], ['2, k, 7', [-0.3704395, 0.3517641, 1.0]], ['2, k, 8', [-0.002273085, 0.4765504, 1.0]], ['2, k, 9', [0.03724334, 0.240838, 1.0]], ['2, k, 10', [0.03849284, 0.06157238, 1.0]], ['2, k, 11', [0.02237269, 0.009596257, 1.0]], ['2, k, 12', [-0.2239068, 0.0592421, 1.0]], ['2, k, 13', [-0.218517, -0.2532846, 1.0]], ['2, k, 14', [-0.2133905, -0.5641973, 1.0]], ['2, k, 15', [-0.2088536, -0.6359608, 1.0]], ['2, k, 16', [-0.09742794, 0.05845391, 1.0]], ['2, k, 17', [-0.1110688, -0.256839, 1.0]], ['2, k, 18', [-0.1043208, -0.5294854, 1.0]], ['2, k, 19', [-0.08868617, -0.575933, 1.0]], ['2, k, 20', [-0.1735649, 0.5278201, 1.0]], ['2, k, 21', [-0.3716505, 0.3841439, 1.0]], ['2, k, 22', [-0.3389968, 0.3623447, 1.0]], ['2, k, 23', [0.02521894, -0.04835807, 1.0]], ['2, k, 24', [-0.005047772, 0.01269187, 1.0]]]
[['2, k, 0', [-0.1625869, 0.05954767, 1.0]], ['2, k, 1', [-0.1695582, 0.3295614, 1.0]], ['2, k, 2', [-0.174491, 0.592299, 1.0]], ['2, k, 3', [-0.1645255, 0.7294336, 1.0]], ['2, k, 4', [-0.3039142, 0.4758023, 1.0]], ['2, k, 5', [-0.3483921, 0.2836111, 1.0]], ['2, k, 6', [-0.369335, 0.2862664, 1.0]], ['2, k, 7', [-0.375764, 0.3056356, 1.0]], ['2, k, 8', [-0.001840679, 0.4763822, 1.0]], ['2, k, 9', [0.0371274, 0.2401159, 1.0]], ['2, k, 10', [0.03853833, 0.06092251, 1.0]], ['2, k, 11', [0.02311129, 0.01152163, 1.0]], ['2, k, 12', [-0.2238355, 0.05925131, 1.0]], ['2, k, 13', [-0.2177916, -0.2532433, 1.0]], ['2, k, 14', [-0.2137772, -0.5643582, 1.0]], ['2, k, 15', [-0.2084188, -0.6361696, 1.0]], ['2, k, 16', [-0.09739388, 0.05840905, 1.0]], ['2, k, 17', [-0.112307, -0.2567313, 1.0]], ['2, k, 18', [-0.1041866, -0.529128, 1.0]], ['2, k, 19', [-0.114909, -0.6244631, 1.0]], ['2, k, 20', [-0.1734988, 0.52766, 1.0]], ['2, k, 21', [-0.3826356, 0.3178202, 1.0]], ['2, k, 22', [-0.3448918, 0.3051607, 1.0]], ['2, k, 23', [0.02287652, -0.04520505, 1.0]], ['2, k, 24', [-0.005815567, 0.01845573, 1.0]]]
[['2, k, 0', [-0.1626239, 0.05936198, 1.0]], ['2, k, 1', [-0.1695187, 0.3295125, 1.0]], ['2, k, 2', [-0.1744351, 0.5923272, 1.0]], ['2, k, 3', [-0.1637334, 0.7296205, 1.0]], ['2, k, 4', [-0.3074833, 0.4737348, 1.0]], ['2, k, 5', [-0.3470183, 0.2837638, 1.0]], ['2, k, 6', [-0.3680533, 0.2538728, 1.0]], ['2, k, 7', [-0.3743693, 0.2512321, 1.0]], ['2, k, 8', [-0.001322507, 0.4756369, 1.0]], ['2, k, 9', [0.0372224, 0.2398659, 1.0]], ['2, k, 10', [0.03857005, 0.06055364, 1.0]], ['2, k, 11', [0.02235997, 0.008681716, 1.0]], ['2, k, 12', [-0.2239547, 0.05905253, 1.0]], ['2, k, 13', [-0.2163841, -0.2533981, 1.0]], ['2, k, 14', [-0.2130503, -0.5630192, 1.0]], ['2, k, 15', [-0.2086132, -0.6351113, 1.0]], ['2, k, 16', [-0.0973774, 0.05821254, 1.0]], ['2, k, 17', [-0.1130404, -0.2568117, 1.0]], ['2, k, 18', [-0.1057286, -0.5620471, 1.0]], ['2, k, 19', [-0.117315, -0.6337715, 1.0]], ['2, k, 20', [-0.1734446, 0.5276664, 1.0]], ['2, k, 21', [-0.3626167, 0.2707325, 1.0]], ['2, k, 22', [-0.3460613, 0.2612585, 1.0]], ['2, k, 23', [0.02645523, -0.04901123, 1.0]], ['2, k, 24', [-0.00587629, 0.002731854, 1.0]]]
