[['2, k, 0', [-15.87209, 87.06152, 1.0]], ['2, k, 1', [-13.512032128898682, 117.34625580504986, 1.0]], ['2, k, 2', [-11.675329661070123, 140.24704953273192, 1.0]], ['2, k, 3', [-11.136407148230518, 146.75281658328777, 1.0]], ['2, k, 4', [5.026013865725828, 134.2778517884199, 1.0]], ['2, k, 5', [17.53407527267953, 110.05696692681747, 1.0]], ['2, k, 6', [22.172302529461465, 86.21939904511929, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-31.205936762942088, 135.54879328278702, 1.0]], ['2, k, 9', [-34.79280041177527, 103.96040753136532, 1.0]], ['2, k, 10', [-34.769789531707964, 80.91015687991829, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-10.745933256434022, 87.1232967502892, 1.0]], ['2, k, 13', [-2.632592769475007, 47.632358539515664, 1.0]], ['2, k, 14', [2.374337827287879, 11.939012108225668, 1.0]], ['2, k, 15', [-4.438593304912739, 8.665858020162021, 1.0]], ['2, k, 16', [-20.602054789933852, 86.78670174824936, 1.0]], ['2, k, 17', [-13.416710004974977, 46.322768573698696, 1.0]], ['2, k, 18', [-3.646407774088452, 10.967317544802768, 1.0]], ['2, k, 19', [-5.505298510368329, 3.8291301670954434, 1.0]], ['2, k, 20', [-11.675329661070123, 140.24704953273192, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-7.5166759999999995, 81.94479199999999, 1.0]], ['2, k, 1', [-18.037304970655118, 108.88502234057343, 1.0]], ['2, k, 2', [-26.018166238209634, 129.4424857960388, 1.0]], ['2, k, 3', [-28.280357021175142, 135.33575401993917, 1.0]], ['2, k, 4', [-9.100276395982647, 127.0360977787526, 1.0]], ['2, k, 5', [12.917274265603464, 114.22166980288172, 1.0]], ['2, k, 6', [27.129700064260632, 93.0042495473196, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-44.04284901194143, 122.63720243719435, 1.0]], ['2, k, 9', [-49.04110904375025, 94.37757817631837, 1.0]], ['2, k, 10', [-51.20882075982206, 72.95516754170863, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-1.9852198678047879, 84.33445335306922, 1.0]], ['2, k, 13', [4.676830633942604, 48.00826920096738, 1.0]], ['2, k, 14', [11.637377110814644, 13.779158769299265, 1.0]], ['2, k, 15', [8.656499719450226, 4.969160612762074, 1.0]], ['2, k, 16', [-13.113657554968821, 79.86733160881052, 1.0]], ['2, k, 17', [-5.20166012817227, 45.325287709723284, 1.0]], ['2, k, 18', [4.788070661628298, 12.223988910524369, 1.0]], ['2, k, 19', [2.6370902726864567, 5.079455062517349, 1.0]], ['2, k, 20', [-26.018166238209634, 129.4424857960388, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-7.638882000000001, 82.01672599999999, 1.0]], ['2, k, 1', [-17.847052215263428, 109.16503852647861, 1.0]], ['2, k, 2', [-25.596441616765382, 129.96944222754314, 1.0]], ['2, k, 3', [-27.783122937896998, 135.9348165833683, 1.0]], ['2, k, 4', [-8.744508945314491, 127.42210702492078, 1.0]], ['2, k, 5', [12.846693283042113, 113.9923457274744, 1.0]], ['2, k, 6', [26.885824948948226, 91.82252340854049, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-43.65781745208556, 123.2022940994912, 1.0]], ['2, k, 9', [-48.823953837621225, 94.633998512418, 1.0]], ['2, k, 10', [-51.02985993156513, 73.22045430758375, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.143013067035966, 84.35241086431458, 1.0]], ['2, k, 13', [4.576643762955183, 48.120058639796575, 1.0]], ['2, k, 14', [11.501120493641318, 13.64112840448238, 1.0]], ['2, k, 15', [8.504285578015065, 4.870754803159588, 1.0]], ['2, k, 16', [-13.222085850753155, 80.00338341745139, 1.0]], ['2, k, 17', [-5.3633192133545515, 45.42867081692256, 1.0]], ['2, k, 18', [4.601996082095003, 12.257944892756882, 1.0]], ['2, k, 19', [2.4331268807632864, 5.187601168572863, 1.0]], ['2, k, 20', [-25.596441616765382, 129.96944222754314, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-7.854934, 82.121726, 1.0]], ['2, k, 1', [-17.66766624445658, 109.48005931743879, 1.0]], ['2, k, 2', [-25.13275566846889, 130.53530044658197, 1.0]], ['2, k, 3', [-27.223582391437986, 136.56845104446742, 1.0]], ['2, k, 4', [-8.440184633749247, 127.86066632376208, 1.0]], ['2, k, 5', [12.87607036813161, 113.69872089086066, 1.0]], ['2, k, 6', [26.67074788331282, 90.45766994771841, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-43.08187764315626, 123.87271088444749, 1.0]], ['2, k, 9', [-48.413080832216714, 95.05259518304044, 1.0]], ['2, k, 10', [-50.63573594916871, 73.65035922281578, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.371001257627415, 84.38175975416111, 1.0]], ['2, k, 13', [4.378363031348882, 48.30063481276867, 1.0]], ['2, k, 14', [11.251285219281145, 13.512852599362546, 1.0]], ['2, k, 15', [8.231564700330033, 4.796174355494141, 1.0]], ['2, k, 16', [-13.436605940012548, 80.18033263314743, 1.0]], ['2, k, 17', [-5.601057316111892, 45.556426428031635, 1.0]], ['2, k, 18', [4.325612997730583, 12.250962117117354, 1.0]], ['2, k, 19', [2.1288568409133752, 5.248434275107461, 1.0]], ['2, k, 20', [-25.13275566846889, 130.53530044658197, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.192274000000001, 82.341418, 1.0]], ['2, k, 1', [-17.576294141602013, 109.89298417893069, 1.0]], ['2, k, 2', [-24.719846315723302, 131.19381360729847, 1.0]], ['2, k, 3', [-26.706568326930476, 137.289131551214, 1.0]], ['2, k, 4', [-8.249669213218908, 128.39247094517484, 1.0]], ['2, k, 5', [12.890041929055034, 113.39141978444788, 1.0]], ['2, k, 6', [26.257616531786162, 89.2437602610817, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-42.60052129120085, 124.70598567852703, 1.0]], ['2, k, 9', [-48.10284709865184, 95.51178796142646, 1.0]], ['2, k, 10', [-50.31515547868917, 74.11481608398296, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.711596282738503, 84.51944872768556, 1.0]], ['2, k, 13', [4.0780641283949315, 48.57195426404009, 1.0]], ['2, k, 14', [10.892201318305094, 13.596917833093414, 1.0]], ['2, k, 15', [7.994371609778712, 5.323036943993854, 1.0]], ['2, k, 16', [-13.73144576968436, 80.47383107080756, 1.0]], ['2, k, 17', [-5.899902736173137, 45.64285604816505, 1.0]], ['2, k, 18', [4.014578084294443, 12.151323511894283, 1.0]], ['2, k, 19', [1.7834089289395876, 5.140052880133478, 1.0]], ['2, k, 20', [-24.719846315723302, 131.19381360729847, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.598002, 82.5937, 1.0]], ['2, k, 1', [-17.553946522444427, 110.34593952011264, 1.0]], ['2, k, 2', [-24.36177742528575, 131.88040840317413, 1.0]], ['2, k, 3', [-26.243192925496277, 138.03257812951955, 1.0]], ['2, k, 4', [-8.131194708666483, 128.94073830221407, 1.0]], ['2, k, 5', [12.902205643325983, 113.01359795800343, 1.0]], ['2, k, 6', [25.435804299894386, 88.63547908586109, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-42.19104780024156, 125.4227004440316, 1.0]], ['2, k, 9', [-47.97404557986989, 96.11319170842458, 1.0]], ['2, k, 10', [-50.3298448349083, 74.70659770324606, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-3.1230383900072143, 84.68631585907113, 1.0]], ['2, k, 13', [3.6009747374118684, 48.80936630137252, 1.0]], ['2, k, 14', [10.331654073412395, 13.623180661026282, 1.0]], ['2, k, 15', [7.5883990581754945, 5.911577300543918, 1.0]], ['2, k, 16', [-14.075465537745401, 80.79770744726459, 1.0]], ['2, k, 17', [-6.333744960981262, 45.69950146776577, 1.0]], ['2, k, 18', [3.5611454724376514, 11.945967006204356, 1.0]], ['2, k, 19', [1.3133534900818717, 4.915560787416492, 1.0]], ['2, k, 20', [-24.36177742528575, 131.88040840317413, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-9.076103999999999, 82.879966, 1.0]], ['2, k, 1', [-17.57382288141079, 110.81056808716305, 1.0]], ['2, k, 2', [-24.014788535440847, 132.54510777507986, 1.0]], ['2, k, 3', [-25.783211805424365, 138.7425856872908, 1.0]], ['2, k, 4', [-7.997596428434454, 129.46461007108718, 1.0]], ['2, k, 5', [12.807177351641, 112.62407105779478, 1.0]], ['2, k, 6', [24.355103013862326, 88.21599837211122, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-41.72848189956494, 126.2035827746415, 1.0]], ['2, k, 9', [-47.686008643978, 97.16798630387277, 1.0]], ['2, k, 10', [-50.11853975930558, 75.77694215351444, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-3.58844912812285, 84.87596405626712, 1.0]], ['2, k, 13', [3.073202024417788, 49.04387832986576, 1.0]], ['2, k, 14', [9.67040809853913, 13.596627424865105, 1.0]], ['2, k, 15', [7.004039092888699, 6.417990735459111, 1.0]], ['2, k, 16', [-14.504974359526775, 81.14723848155617, 1.0]], ['2, k, 17', [-6.837133813510624, 45.695129092624754, 1.0]], ['2, k, 18', [3.032670154170578, 11.707017926432819, 1.0]], ['2, k, 19', [0.7638394994493534, 4.66300814302817, 1.0]], ['2, k, 20', [-24.014788535440847, 132.54510777507986, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-9.57685, 83.186628, 1.0]], ['2, k, 1', [-17.580327863585456, 111.32015031494201, 1.0]], ['2, k, 2', [-23.603106792292994, 133.23100567014365, 1.0]], ['2, k, 3', [-25.242986116567607, 139.46721958155462, 1.0]], ['2, k, 4', [-7.7001263406553875, 129.97825321762065, 1.0]], ['2, k, 5', [12.882802332455636, 112.18351177483447, 1.0]], ['2, k, 6', [23.424142385843744, 87.77471573060976, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-41.23528274389501, 126.98475818110859, 1.0]], ['2, k, 9', [-47.358418075426535, 98.30385657692264, 1.0]], ['2, k, 10', [-49.855617597107525, 76.92408984665428, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-4.073045137836121, 85.08038408010249, 1.0]], ['2, k, 13', [2.550479561251171, 49.282167109104435, 1.0]], ['2, k, 14', [9.018210297731748, 13.563032968710374, 1.0]], ['2, k, 15', [6.06584227458718, 6.546348350246337, 1.0]], ['2, k, 16', [-14.972526643680013, 81.5224306119977, 1.0]], ['2, k, 17', [-7.35482836609298, 45.61799518014524, 1.0]], ['2, k, 18', [2.481012674444421, 11.453305637185522, 1.0]], ['2, k, 19', [0.208763501686835, 4.396951621925874, 1.0]], ['2, k, 20', [-23.603106792292994, 133.23100567014365, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.036706, 83.474504, 1.0]], ['2, k, 1', [-17.51121239356334, 111.84473540658487, 1.0]], ['2, k, 2', [-23.09418602436691, 133.93459893696468, 1.0]], ['2, k, 3', [-24.601834272116403, 140.21625088643964, 1.0]], ['2, k, 4', [-7.260270502837434, 130.49808970588984, 1.0]], ['2, k, 5', [12.858154304531324, 111.94138359126742, 1.0]], ['2, k, 6', [22.458467749876046, 87.35539290800557, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-40.81750721917644, 127.83651493852605, 1.0]], ['2, k, 9', [-47.02574253283363, 99.47217963613767, 1.0]], ['2, k, 10', [-49.572464426841165, 78.08897654914665, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-4.530987990172207, 85.28069608192334, 1.0]], ['2, k, 13', [2.0855763699750884, 49.4546427207163, 1.0]], ['2, k, 14', [8.40328007307759, 13.477481350661662, 1.0]], ['2, k, 15', [5.153142564522048, 6.622181907390797, 1.0]], ['2, k, 16', [-15.378850851994537, 81.86940067303895, 1.0]], ['2, k, 17', [-7.8137712216128135, 45.510504560224184, 1.0]], ['2, k, 18', [1.9740568069743238, 11.213011148937511, 1.0]], ['2, k, 19', [-0.28189865592096774, 4.169199798097663, 1.0]], ['2, k, 20', [-23.09418602436691, 133.93459893696468, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.443646, 83.668064, 1.0]], ['2, k, 1', [-17.380433460898068, 112.3087748682099, 1.0]], ['2, k, 2', [-22.51720408598547, 134.59504464924663, 1.0]], ['2, k, 3', [-23.89378543553245, 140.92819384198552, 1.0]], ['2, k, 4', [-6.690574402200859, 130.97087555691448, 1.0]], ['2, k, 5', [12.76164826878675, 111.81704544376959, 1.0]], ['2, k, 6', [21.322438497346493, 87.28389929298466, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-40.141101193254734, 128.4591391667197, 1.0]], ['2, k, 9', [-46.56491926165848, 100.50624223774132, 1.0]], ['2, k, 10', [-49.252863514457424, 79.10939923934049, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-4.938468223696493, 85.38530626983577, 1.0]], ['2, k, 13', [1.6620312979076939, 49.51981190115238, 1.0]], ['2, k, 14', [7.813011605005221, 13.395664992100457, 1.0]], ['2, k, 15', [4.293413267545038, 6.718167529965937, 1.0]], ['2, k, 16', [-15.763910249375495, 82.12373293391593, 1.0]], ['2, k, 17', [-8.265854738862295, 45.30657298885797, 1.0]], ['2, k, 18', [1.450355840833577, 11.018024632888164, 1.0]], ['2, k, 19', [-0.8547486839739147, 3.9890068109099683, 1.0]], ['2, k, 20', [-22.51720408598547, 134.59504464924663, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.963634, 83.90242800000001, 1.0]], ['2, k, 1', [-17.331351430127352, 112.73790754164102, 1.0]], ['2, k, 2', [-22.007180270053606, 135.19025103037515, 1.0]], ['2, k, 3', [-23.25026559215467, 141.56619895934446, 1.0]], ['2, k, 4', [-6.183252761043075, 131.3896559317239, 1.0]], ['2, k, 5', [12.456892658934041, 111.78701299556047, 1.0]], ['2, k, 6', [19.981807828446243, 87.26500258069458, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-39.58946810004056, 128.97090326547914, 1.0]], ['2, k, 9', [-46.272332262349565, 101.1655117585615, 1.0]], ['2, k, 10', [-49.12058714225631, 79.77136012002754, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-5.413371906777774, 85.52915418699168, 1.0]], ['2, k, 13', [1.1919139293384262, 49.52887629120162, 1.0]], ['2, k, 14', [7.181697880812323, 13.329239919201534, 1.0]], ['2, k, 15', [3.416434110458532, 6.826193263301551, 1.0]], ['2, k, 16', [-16.28237252433589, 82.4123824060231, 1.0]], ['2, k, 17', [-8.830553983502384, 45.05679544767696, 1.0]], ['2, k, 18', [0.8126375621575885, 10.822423667957793, 1.0]], ['2, k, 19', [-1.4789869350319806, 3.867863254326548, 1.0]], ['2, k, 20', [-22.007180270053606, 135.19025103037515, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-11.621523999999999, 84.21857, 1.0]], ['2, k, 1', [-17.38683956818034, 113.13154168506944, 1.0]], ['2, k, 2', [-21.587724629369784, 135.68726545137352, 1.0]], ['2, k, 3', [-22.695055102037227, 142.0940195730938, 1.0]], ['2, k, 4', [-5.750859216308951, 131.71224870276993, 1.0]], ['2, k, 5', [12.098313653907605, 111.66440989670102, 1.0]], ['2, k, 6', [18.558187476882384, 87.24204127702983, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-39.14820056041146, 129.4028261674949, 1.0]], ['2, k, 9', [-46.16898938762372, 101.40755298256167, 1.0]], ['2, k, 10', [-49.16661522755863, 80.01988120021535, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-5.997318887751079, 85.73514448936632, 1.0]], ['2, k, 13', [0.6465663468635183, 49.46374035918053, 1.0]], ['2, k, 14', [6.479614135877519, 13.273077223494802, 1.0]], ['2, k, 15', [2.486785172090356, 6.956882498136526, 1.0]], ['2, k, 16', [-16.9467539959559, 82.79708449677545, 1.0]], ['2, k, 17', [-9.516908437049509, 44.828326576773854, 1.0]], ['2, k, 18', [0.07207441367173573, 10.638361522277997, 1.0]], ['2, k, 19', [-2.1438558855002783, 3.698694895610143, 1.0]], ['2, k, 20', [-21.587724629369784, 135.68726545137352, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-12.394984000000001, 84.51676599999999, 1.0]], ['2, k, 1', [-17.541771268097868, 113.46792213794546, 1.0]], ['2, k, 2', [-21.253453635528974, 136.10286322206343, 1.0]], ['2, k, 3', [-22.2204585395462, 142.53000880973053, 1.0]], ['2, k, 4', [-5.431347558823289, 131.96736579013188, 1.0]], ['2, k, 5', [11.55541024495878, 111.58444034887773, 1.0]], ['2, k, 6', [16.99578513769476, 87.14493311077548, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-38.63553958452677, 129.80356601060362, 1.0]], ['2, k, 9', [-46.040840090086135, 101.4927296879714, 1.0]], ['2, k, 10', [-49.20114425947256, 80.10641803362279, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-6.673780603080189, 85.88656342670475, 1.0]], ['2, k, 13', [0.006424932025350216, 49.35805116152786, 1.0]], ['2, k, 14', [5.750200719292535, 13.266238000508928, 1.0]], ['2, k, 15', [1.7311749368051288, 6.886665725478234, 1.0]], ['2, k, 16', [-17.823071092046188, 83.21617507751813, 1.0]], ['2, k, 17', [-10.39405002259208, 44.57831929639511, 1.0]], ['2, k, 18', [-0.8667683485007025, 10.503981780622802, 1.0]], ['2, k, 19', [-3.0112671881032984, 3.569791900219837, 1.0]], ['2, k, 20', [-21.253453635528974, 136.10286322206343, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-13.136109999999999, 84.81579199999999, 1.0]], ['2, k, 1', [-17.67172185773792, 113.80625732674145, 1.0]], ['2, k, 2', [-20.895281226380373, 136.50253258760011, 1.0]], ['2, k, 3', [-21.721807170861485, 142.94208707603022, 1.0]], ['2, k, 4', [-5.078906838842926, 132.20307186728868, 1.0]], ['2, k, 5', [10.987705475262636, 111.58935317107742, 1.0]], ['2, k, 6', [15.349422458128716, 87.30985856501856, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-38.180720191644745, 130.33659327518518, 1.0]], ['2, k, 9', [-45.93017822330884, 101.51316877499725, 1.0]], ['2, k, 10', [-49.18955041216481, 80.11711865777878, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-7.3458972574037835, 86.02579199635522, 1.0]], ['2, k, 13', [-0.5954368440841984, 49.182439465385016, 1.0]], ['2, k, 14', [5.064310387123516, 13.273098757696772, 1.0]], ['2, k, 15', [0.9360843914729458, 6.869293623683427, 1.0]], ['2, k, 16', [-18.658075572797706, 83.64973751792262, 1.0]], ['2, k, 17', [-11.244047675360097, 44.423494652046145, 1.0]], ['2, k, 18', [-1.7588381263275785, 10.462993660806866, 1.0]], ['2, k, 19', [-3.850377806710174, 3.51402447231653, 1.0]], ['2, k, 20', [-20.895281226380373, 136.50253258760011, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-13.451025999999999, 85.069136, 1.0]], ['2, k, 1', [-17.385596959006158, 114.11940620846796, 1.0]], ['2, k, 2', [-20.12438256804003, 136.82160875011067, 1.0]], ['2, k, 3', [-20.81274806708955, 143.26019413124737, 1.0]], ['2, k, 4', [-4.364912591873496, 132.37085810633172, 1.0]], ['2, k, 5', [10.73581914464371, 111.67702465108383, 1.0]], ['2, k, 6', [14.100693721210622, 87.53439697949257, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-37.31555030805626, 130.83235551854634, 1.0]], ['2, k, 9', [-45.24809024956795, 101.93564323923448, 1.0]], ['2, k, 10', [-48.50492715596306, 80.52093650743011, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-7.5623150500442105, 86.15294406382675, 1.0]], ['2, k, 13', [-0.7109645714023731, 49.0231882707737, 1.0]], ['2, k, 14', [4.851412949602569, 13.266866482967515, 1.0]], ['2, k, 15', [0.6097808804599838, 6.866568852662096, 1.0]], ['2, k, 16', [-19.046155568116486, 83.97946406893556, 1.0]], ['2, k, 17', [-11.700000271721489, 44.471796843873086, 1.0]], ['2, k, 18', [-2.223499376721019, 10.55383301190652, 1.0]], ['2, k, 19', [-4.273757887134092, 3.5851408261650954, 1.0]], ['2, k, 20', [-20.12438256804003, 136.82160875011067, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-13.545912000000001, 85.245186, 1.0]], ['2, k, 1', [-16.894570843180485, 114.4082215909273, 1.0]], ['2, k, 2', [-19.167259175845192, 137.10839210184892, 1.0]], ['2, k, 3', [-19.723994368486, 143.5440694457975, 1.0]], ['2, k, 4', [-3.470591989535267, 132.52309081378002, 1.0]], ['2, k, 5', [10.682634687401546, 111.78646829571036, 1.0]], ['2, k, 6', [13.062308372279015, 87.76858636855363, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-36.06373795360403, 131.39925462268116, 1.0]], ['2, k, 9', [-44.22923030477121, 102.2132218788976, 1.0]], ['2, k, 10', [-47.48324419294198, 80.77258143301042, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-7.594352751231246, 86.24110005446312, 1.0]], ['2, k, 13', [-0.6487270184349772, 48.881814683629415, 1.0]], ['2, k, 14', [4.837358687088756, 13.128105400992006, 1.0]], ['2, k, 15', [0.5096819009707136, 6.8077810381989705, 1.0]], ['2, k, 16', [-19.19557849201199, 84.21339861262358, 1.0]], ['2, k, 17', [-11.941035323802579, 44.611994014996405, 1.0]], ['2, k, 18', [-2.4709315337729603, 10.715581715817457, 1.0]], ['2, k, 19', [-4.488986325648344, 3.7216167037665056, 1.0]], ['2, k, 20', [-19.167259175845192, 137.10839210184892, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-13.460532, 85.314476, 1.0]], ['2, k, 1', [-16.2510234899127, 114.66213823125113, 1.0]], ['2, k, 2', [-18.08876349752048, 137.3968604910155, 1.0]], ['2, k, 3', [-18.52540515633445, 143.83689855166224, 1.0]], ['2, k, 4', [-2.449255170308465, 132.6821077364478, 1.0]], ['2, k, 5', [10.783774112838207, 111.90019108293518, 1.0]], ['2, k, 6', [12.17848283308959, 88.00796167823265, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-34.706219736315646, 131.93300806097452, 1.0]], ['2, k, 9', [-43.10841093044422, 102.43791169297948, 1.0]], ['2, k, 10', [-46.41045032796426, 80.97439268974234, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-7.484000998154595, 86.27442455476343, 1.0]], ['2, k, 13', [-0.4871449016434406, 48.74756828474998, 1.0]], ['2, k, 14', [4.922667488336338, 12.961306966002418, 1.0]], ['2, k, 15', [0.07083983446900177, 6.450595240788716, 1.0]], ['2, k, 16', [-19.131300820226194, 84.31077171251987, 1.0]], ['2, k, 17', [-12.002572870615158, 44.758650697887774, 1.0]], ['2, k, 18', [-2.558140072324015, 10.938103517742242, 1.0]], ['2, k, 19', [-4.547357359747548, 3.920388358225855, 1.0]], ['2, k, 20', [-18.08876349752048, 137.3968604910155, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
