[['2, k, 0', [-0.1152319, -0.2130894, 1.0]], ['2, k, 1', [-0.1339456, 0.0712883, 1.0]], ['2, k, 2', [-0.1546979, 0.3485739, 1.0]], ['2, k, 3', [-0.1442554, 0.4808095, 1.0]], ['2, k, 4', [-0.3157082, 0.2432069, 1.0]], ['2, k, 5', [-0.3531569, 0.01126595, 1.0]], ['2, k, 6', [-0.1735936, -0.1278878, 1.0]], ['2, k, 7', [-0.1285865, -0.1488543, 1.0]], ['2, k, 8', [0.03288163, 0.2589131, 1.0]], ['2, k, 9', [0.08640948, 0.01909154, 1.0]], ['2, k, 10', [-0.00749036, -0.1116013, 1.0]], ['2, k, 11', [-0.04783526, -0.121515, 1.0]], ['2, k, 12', [-0.1918191, -0.2156757, 1.0]], ['2, k, 13', [-0.2469338, -0.2536519, 1.0]], ['2, k, 14', [-0.242297, -0.6623187, 1.0]], ['2, k, 15', [-0.2345936, -0.7349835, 1.0]], ['2, k, 16', [-0.03486079, -0.2057652, 1.0]], ['2, k, 17', [0.06328903, -0.2462517, 1.0]], ['2, k, 18', [0.0303643, -0.6628642, 1.0]], ['2, k, 19', [0.0600183, -0.7266377, 1.0]], ['2, k, 20', [-0.1495792, 0.2802543, 1.0]], ['2, k, 21', [-0.04626431, -0.1902718, 1.0]], ['2, k, 22', [-0.1526678, -0.1809717, 1.0]], ['2, k, 23', [-0.09640292, -0.1692732, 1.0]], ['2, k, 24', [0.0004595734, -0.1303553, 1.0]]]
[['2, k, 0', [-0.1208374, -0.2248728, 1.0]], ['2, k, 1', [-0.1730817, 0.05971856, 1.0]], ['2, k, 2', [-0.2286248, 0.3365164, 1.0]], ['2, k, 3', [-0.2379795, 0.4687323, 1.0]], ['2, k, 4', [-0.3755526, 0.2064962, 1.0]], ['2, k, 5', [-0.3886476, -0.004141498, 1.0]], ['2, k, 6', [-0.2307812, -0.125901, 1.0]], ['2, k, 7', [-0.1704338, -0.1437828, 1.0]], ['2, k, 8', [-0.03496182, 0.2533037, 1.0]], ['2, k, 9', [0.04972495, 0.04894206, 1.0]], ['2, k, 10', [-0.04341601, -0.08753918, 1.0]], ['2, k, 11', [-0.07884853, -0.136988, 1.0]], ['2, k, 12', [-0.1969421, -0.2350596, 1.0]], ['2, k, 13', [-0.2610523, -0.2488548, 1.0]], ['2, k, 14', [-0.2444486, -0.6534476, 1.0]], ['2, k, 15', [-0.2375835, -0.7220082, 1.0]], ['2, k, 16', [-0.04201107, -0.2066355, 1.0]], ['2, k, 17', [0.2316827, -0.2773509, 1.0]], ['2, k, 18', [0.3795203, -0.6064398, 1.0]], ['2, k, 19', [0.486084, -0.6435547, 1.0]], ['2, k, 20', [-0.2147886, 0.2683918, 1.0]], ['2, k, 21', [-0.100166, -0.1904332, 1.0]], ['2, k, 22', [-0.1428158, -0.1078742, 1.0]], ['2, k, 23', [-0.1184603, -0.1723749, 1.0]], ['2, k, 24', [-0.04489882, -0.1646213, 1.0]]]
[['2, k, 0', [-0.1208242, -0.2246402, 1.0]], ['2, k, 1', [-0.1730048, 0.0597553, 1.0]], ['2, k, 2', [-0.2276367, 0.3363733, 1.0]], ['2, k, 3', [-0.2397239, 0.4684759, 1.0]], ['2, k, 4', [-0.3762205, 0.2065882, 1.0]], ['2, k, 5', [-0.3890339, -0.004308082, 1.0]], ['2, k, 6', [-0.2306008, -0.1251394, 1.0]], ['2, k, 7', [-0.1752699, -0.1386717, 1.0]], ['2, k, 8', [-0.03449814, 0.2529981, 1.0]], ['2, k, 9', [0.04965999, 0.04846439, 1.0]], ['2, k, 10', [-0.04278652, -0.08635655, 1.0]], ['2, k, 11', [-0.08008503, -0.1353204, 1.0]], ['2, k, 12', [-0.1968935, -0.2350656, 1.0]], ['2, k, 13', [-0.2614865, -0.2486453, 1.0]], ['2, k, 14', [-0.2434693, -0.6560715, 1.0]], ['2, k, 15', [-0.2381983, -0.7222314, 1.0]], ['2, k, 16', [-0.04202205, -0.2062834, 1.0]], ['2, k, 17', [0.2300066, -0.2793082, 1.0]], ['2, k, 18', [0.3981852, -0.6189644, 1.0]], ['2, k, 19', [0.5195556, -0.6492242, 1.0]], ['2, k, 20', [-0.214247, 0.2683181, 1.0]], ['2, k, 21', [-0.1019435, -0.1900299, 1.0]], ['2, k, 22', [-0.1498026, -0.103348, 1.0]], ['2, k, 23', [-0.119918, -0.170759, 1.0]], ['2, k, 24', [-0.04385195, -0.1635792, 1.0]]]
[['2, k, 0', [-0.1207628, -0.2238827, 1.0]], ['2, k, 1', [-0.1755946, 0.06126748, 1.0]], ['2, k, 2', [-0.2330974, 0.3381767, 1.0]], ['2, k, 3', [-0.2415334, 0.4702675, 1.0]], ['2, k, 4', [-0.3773283, 0.2075728, 1.0]], ['2, k, 5', [-0.389759, -0.003569239, 1.0]], ['2, k, 6', [-0.2322845, -0.1253245, 1.0]], ['2, k, 7', [-0.1767587, -0.1390888, 1.0]], ['2, k, 8', [-0.04097498, 0.2551639, 1.0]], ['2, k, 9', [0.04840687, 0.04998483, 1.0]], ['2, k, 10', [-0.04328118, -0.08629816, 1.0]], ['2, k, 11', [-0.08228541, -0.1354242, 1.0]], ['2, k, 12', [-0.1968956, -0.2349252, 1.0]], ['2, k, 13', [-0.263344, -0.2488564, 1.0]], ['2, k, 14', [-0.2433122, -0.6577971, 1.0]], ['2, k, 15', [-0.2387114, -0.7220863, 1.0]], ['2, k, 16', [-0.04173759, -0.2049488, 1.0]], ['2, k, 17', [0.2284463, -0.2832158, 1.0]], ['2, k, 18', [0.3773411, -0.6098093, 1.0]], ['2, k, 19', [0.3851948, -0.6586381, 1.0]], ['2, k, 20', [-0.2189617, 0.2700526, 1.0]], ['2, k, 21', [-0.09994049, -0.1887666, 1.0]], ['2, k, 22', [-0.1523868, -0.1021757, 1.0]], ['2, k, 23', [-0.127339, -0.1708315, 1.0]], ['2, k, 24', [-0.04831243, -0.1680589, 1.0]]]
[['2, k, 0', [-0.1207801, -0.2233705, 1.0]], ['2, k, 1', [-0.1768602, 0.06167007, 1.0]], ['2, k, 2', [-0.2348433, 0.3378653, 1.0]], ['2, k, 3', [-0.2438563, 0.4706274, 1.0]], ['2, k, 4', [-0.3797533, 0.2092935, 1.0]], ['2, k, 5', [-0.3907403, -0.002159591, 1.0]], ['2, k, 6', [-0.2332121, -0.1237713, 1.0]], ['2, k, 7', [-0.1840157, -0.1337686, 1.0]], ['2, k, 8', [-0.04367842, 0.2560107, 1.0]], ['2, k, 9', [0.04721281, 0.05199726, 1.0]], ['2, k, 10', [-0.04685542, -0.0875169, 1.0]], ['2, k, 11', [-0.08519282, -0.1336609, 1.0]], ['2, k, 12', [-0.1968879, -0.234769, 1.0]], ['2, k, 13', [-0.266086, -0.2486564, 1.0]], ['2, k, 14', [-0.2473889, -0.6521864, 1.0]], ['2, k, 15', [-0.2379584, -0.7220747, 1.0]], ['2, k, 16', [-0.04173894, -0.2041826, 1.0]], ['2, k, 17', [0.2261129, -0.2879279, 1.0]], ['2, k, 18', [0.4170766, -0.6419612, 1.0]], ['2, k, 19', [0.4228378, -0.6906351, 1.0]], ['2, k, 20', [-0.2206453, 0.2699406, 1.0]], ['2, k, 21', [-0.1030579, -0.1937417, 1.0]], ['2, k, 22', [-0.1505169, -0.1004085, 1.0]], ['2, k, 23', [-0.1361114, -0.1686873, 1.0]], ['2, k, 24', [-0.05020367, -0.1666852, 1.0]]]
[['2, k, 0', [-0.1208512, -0.2225501, 1.0]], ['2, k, 1', [-0.1777788, 0.06239051, 1.0]], ['2, k, 2', [-0.2358449, 0.3382794, 1.0]], ['2, k, 3', [-0.2458899, 0.4708949, 1.0]], ['2, k, 4', [-0.3819227, 0.2102416, 1.0]], ['2, k, 5', [-0.3918315, -0.001386598, 1.0]], ['2, k, 6', [-0.2350952, -0.1239787, 1.0]], ['2, k, 7', [-0.1889241, -0.1328462, 1.0]], ['2, k, 8', [-0.04433019, 0.2567919, 1.0]], ['2, k, 9', [0.06481473, 0.0083572, 1.0]], ['2, k, 10', [-0.05478979, -0.09173828, 1.0]], ['2, k, 11', [-0.09540429, -0.1314819, 1.0]], ['2, k, 12', [-0.196919, -0.2343091, 1.0]], ['2, k, 13', [-0.2703004, -0.2510909, 1.0]], ['2, k, 14', [-0.2487753, -0.6496192, 1.0]], ['2, k, 15', [-0.2386326, -0.7203561, 1.0]], ['2, k, 16', [-0.04180414, -0.203078, 1.0]], ['2, k, 17', [0.2241013, -0.2923197, 1.0]], ['2, k, 18', [0.4171835, -0.641122, 1.0]], ['2, k, 19', [0.4219162, -0.6899742, 1.0]], ['2, k, 20', [-0.2216648, 0.2704349, 1.0]], ['2, k, 21', [-0.1120261, -0.1924073, 1.0]], ['2, k, 22', [-0.1586233, -0.09637255, 1.0]], ['2, k, 23', [-0.1446163, -0.1674256, 1.0]], ['2, k, 24', [-0.06162162, -0.1620506, 1.0]]]
[['2, k, 0', [-0.1208735, -0.2217132, 1.0]], ['2, k, 1', [-0.1787127, 0.06329946, 1.0]], ['2, k, 2', [-0.237279, 0.3392037, 1.0]], ['2, k, 3', [-0.247492, 0.4725771, 1.0]], ['2, k, 4', [-0.386029, 0.2100616, 1.0]], ['2, k, 5', [-0.3928783, -0.001956001, 1.0]], ['2, k, 6', [-0.2361424, -0.1244494, 1.0]], ['2, k, 7', [-0.1906059, -0.1312913, 1.0]], ['2, k, 8', [-0.04598385, 0.2576486, 1.0]], ['2, k, 9', [0.06422926, 0.008489255, 1.0]], ['2, k, 10', [-0.05785162, -0.08976345, 1.0]], ['2, k, 11', [-0.09955063, -0.1315766, 1.0]], ['2, k, 12', [-0.1969093, -0.2338894, 1.0]], ['2, k, 13', [-0.274958, -0.2529413, 1.0]], ['2, k, 14', [-0.2516695, -0.6441135, 1.0]], ['2, k, 15', [-0.2385528, -0.7173648, 1.0]], ['2, k, 16', [-0.0418137, -0.2018508, 1.0]], ['2, k, 17', [0.2205266, -0.2931111, 1.0]], ['2, k, 18', [0.4191875, -0.6413984, 1.0]], ['2, k, 19', [0.4232292, -0.6905064, 1.0]], ['2, k, 20', [-0.2229937, 0.2713575, 1.0]], ['2, k, 21', [-0.1062189, -0.1950033, 1.0]], ['2, k, 22', [-0.1738189, -0.09003066, 1.0]], ['2, k, 23', [-0.1470508, -0.1634963, 1.0]], ['2, k, 24', [-0.06477, -0.1644093, 1.0]]]
[['2, k, 0', [-0.1210301, -0.2207672, 1.0]], ['2, k, 1', [-0.1793588, 0.06420013, 1.0]], ['2, k, 2', [-0.2376879, 0.3400028, 1.0]], ['2, k, 3', [-0.2485305, 0.4736304, 1.0]], ['2, k, 4', [-0.3877258, 0.2117435, 1.0]], ['2, k, 5', [-0.3935142, -0.0008363558, 1.0]], ['2, k, 6', [-0.237888, -0.1247925, 1.0]], ['2, k, 7', [-0.196171, -0.1293091, 1.0]], ['2, k, 8', [-0.04643934, 0.2573057, 1.0]], ['2, k, 9', [0.06276754, 0.008109239, 1.0]], ['2, k, 10', [-0.06146785, -0.09011751, 1.0]], ['2, k, 11', [-0.1035314, -0.1291246, 1.0]], ['2, k, 12', [-0.1970861, -0.2331805, 1.0]], ['2, k, 13', [-0.2790276, -0.2518043, 1.0]], ['2, k, 14', [-0.2534463, -0.6424139, 1.0]], ['2, k, 15', [-0.2388871, -0.7165035, 1.0]], ['2, k, 16', [-0.04188723, -0.2009809, 1.0]], ['2, k, 17', [0.2185033, -0.2938924, 1.0]], ['2, k, 18', [0.419595, -0.6417934, 1.0]], ['2, k, 19', [0.4218248, -0.6911708, 1.0]], ['2, k, 20', [-0.2234943, 0.2721831, 1.0]], ['2, k, 21', [-0.1127234, -0.1981694, 1.0]], ['2, k, 22', [-0.1624487, -0.1235955, 1.0]], ['2, k, 23', [-0.1564202, -0.163102, 1.0]], ['2, k, 24', [-0.07159416, -0.1646736, 1.0]]]
[['2, k, 0', [-0.1211935, -0.2194916, 1.0]], ['2, k, 1', [-0.1806489, 0.06513499, 1.0]], ['2, k, 2', [-0.2400407, 0.3405005, 1.0]], ['2, k, 3', [-0.2508408, 0.474692, 1.0]], ['2, k, 4', [-0.389368, 0.2131917, 1.0]], ['2, k, 5', [-0.3956258, -0.0005372033, 1.0]], ['2, k, 6', [-0.2349573, -0.1198913, 1.0]], ['2, k, 7', [-0.1967535, -0.1190787, 1.0]], ['2, k, 8', [-0.04891364, 0.2583593, 1.0]], ['2, k, 9', [0.06299205, 0.004080941, 1.0]], ['2, k, 10', [-0.06569012, -0.09072761, 1.0]], ['2, k, 11', [-0.1117783, -0.1389004, 1.0]], ['2, k, 12', [-0.1971903, -0.2324098, 1.0]], ['2, k, 13', [-0.2824687, -0.2526394, 1.0]], ['2, k, 14', [-0.2564643, -0.6391678, 1.0]], ['2, k, 15', [-0.240279, -0.7133356, 1.0]], ['2, k, 16', [-0.04206131, -0.1994205, 1.0]], ['2, k, 17', [0.219065, -0.2951408, 1.0]], ['2, k, 18', [0.418336, -0.6444763, 1.0]], ['2, k, 19', [0.4199638, -0.694063, 1.0]], ['2, k, 20', [-0.2255638, 0.2728023, 1.0]], ['2, k, 21', [-0.1181954, -0.1912694, 1.0]], ['2, k, 22', [-0.1324561, -0.06659517, 1.0]], ['2, k, 23', [-0.1681545, -0.1767895, 1.0]], ['2, k, 24', [-0.05788523, -0.1951163, 1.0]]]
[['2, k, 0', [-0.1213955, -0.2188078, 1.0]], ['2, k, 1', [-0.180546, 0.06518874, 1.0]], ['2, k, 2', [-0.2380575, 0.3400774, 1.0]], ['2, k, 3', [-0.2527634, 0.475787, 1.0]], ['2, k, 4', [-0.3915463, 0.2141647, 1.0]], ['2, k, 5', [-0.4066661, 0.002278419, 1.0]], ['2, k, 6', [-0.2399969, -0.1107487, 1.0]], ['2, k, 7', [-0.2067801, -0.1033899, 1.0]], ['2, k, 8', [-0.04899314, 0.2584857, 1.0]], ['2, k, 9', [0.05942399, 0.005992551, 1.0]], ['2, k, 10', [-0.06930389, -0.09162608, 1.0]], ['2, k, 11', [-0.114167, -0.1386751, 1.0]], ['2, k, 12', [-0.1972444, -0.2319664, 1.0]], ['2, k, 13', [-0.2849154, -0.2533902, 1.0]], ['2, k, 14', [-0.2586569, -0.6371521, 1.0]], ['2, k, 15', [-0.2402802, -0.7120793, 1.0]], ['2, k, 16', [-0.042412, -0.198647, 1.0]], ['2, k, 17', [0.2192702, -0.2956953, 1.0]], ['2, k, 18', [0.419191, -0.6465966, 1.0]], ['2, k, 19', [0.5438399, -0.6606118, 1.0]], ['2, k, 20', [-0.2243017, 0.2725838, 1.0]], ['2, k, 21', [-0.1586505, -0.1112997, 1.0]], ['2, k, 22', [-0.1475502, -0.05362053, 1.0]], ['2, k, 23', [-0.1731138, -0.1802463, 1.0]], ['2, k, 24', [-0.06202823, -0.1940645, 1.0]]]
[['2, k, 0', [-0.1214882, -0.2176504, 1.0]], ['2, k, 1', [-0.1821845, 0.06619177, 1.0]], ['2, k, 2', [-0.2429446, 0.3406748, 1.0]], ['2, k, 3', [-0.2539535, 0.4763965, 1.0]], ['2, k, 4', [-0.3935608, 0.2150918, 1.0]], ['2, k, 5', [-0.4074298, 0.003004936, 1.0]], ['2, k, 6', [-0.2406813, -0.1102296, 1.0]], ['2, k, 7', [-0.2080173, -0.1032477, 1.0]], ['2, k, 8', [-0.0514343, 0.2595047, 1.0]], ['2, k, 9', [0.05569899, 0.007924543, 1.0]], ['2, k, 10', [-0.0932874, -0.08875085, 1.0]], ['2, k, 11', [-0.1233794, -0.1434623, 1.0]], ['2, k, 12', [-0.1973443, -0.2311165, 1.0]], ['2, k, 13', [-0.2871502, -0.2533039, 1.0]], ['2, k, 14', [-0.2604039, -0.6364728, 1.0]], ['2, k, 15', [-0.241292, -0.7118911, 1.0]], ['2, k, 16', [-0.04245102, -0.1974066, 1.0]], ['2, k, 17', [0.2191427, -0.2958165, 1.0]], ['2, k, 18', [0.4180339, -0.6460379, 1.0]], ['2, k, 19', [0.5420817, -0.6600761, 1.0]], ['2, k, 20', [-0.2280563, 0.2732751, 1.0]], ['2, k, 21', [-0.1556095, -0.1076875, 1.0]], ['2, k, 22', [-0.148138, -0.0538461, 1.0]], ['2, k, 23', [-0.1760805, -0.1854195, 1.0]], ['2, k, 24', [-0.06341515, -0.1857147, 1.0]]]
[['2, k, 0', [-0.1216816, -0.2162703, 1.0]], ['2, k, 1', [-0.1836542, 0.06730764, 1.0]], ['2, k, 2', [-0.2454728, 0.3414087, 1.0]], ['2, k, 3', [-0.2564892, 0.4773015, 1.0]], ['2, k, 4', [-0.3962507, 0.2152979, 1.0]], ['2, k, 5', [-0.4080168, 0.002971465, 1.0]], ['2, k, 6', [-0.2409135, -0.1100259, 1.0]], ['2, k, 7', [-0.2092144, -0.1023502, 1.0]], ['2, k, 8', [-0.05149541, 0.2595492, 1.0]], ['2, k, 9', [0.05552459, 0.001948716, 1.0]], ['2, k, 10', [-0.08817782, -0.08629514, 1.0]], ['2, k, 11', [-0.1227709, -0.1397327, 1.0]], ['2, k, 12', [-0.197509, -0.2299161, 1.0]], ['2, k, 13', [-0.2887684, -0.2536522, 1.0]], ['2, k, 14', [-0.2619298, -0.6361064, 1.0]], ['2, k, 15', [-0.2415287, -0.711918, 1.0]], ['2, k, 16', [-0.04266557, -0.1957913, 1.0]], ['2, k, 17', [0.2192371, -0.2957534, 1.0]], ['2, k, 18', [0.4143405, -0.643375, 1.0]], ['2, k, 19', [0.5377904, -0.658784, 1.0]], ['2, k, 20', [-0.2303672, 0.274091, 1.0]], ['2, k, 21', [-0.155679, -0.1037886, 1.0]], ['2, k, 22', [-0.1524045, -0.05265283, 1.0]], ['2, k, 23', [-0.1804274, -0.1789771, 1.0]], ['2, k, 24', [-0.0615093, -0.1866252, 1.0]]]
[['2, k, 0', [-0.1217815, -0.215344, 1.0]], ['2, k, 1', [-0.1848094, 0.06798325, 1.0]], ['2, k, 2', [-0.2476218, 0.3417771, 1.0]], ['2, k, 3', [-0.258709, 0.4780332, 1.0]], ['2, k, 4', [-0.3983557, 0.2158785, 1.0]], ['2, k, 5', [-0.4092263, 0.003456164, 1.0]], ['2, k, 6', [-0.2417651, -0.1094655, 1.0]], ['2, k, 7', [-0.2111175, -0.1030355, 1.0]], ['2, k, 8', [-0.05545139, 0.2598264, 1.0]], ['2, k, 9', [0.05443913, 0.0002634626, 1.0]], ['2, k, 10', [-0.08232743, -0.08912738, 1.0]], ['2, k, 11', [-0.1297454, -0.1479643, 1.0]], ['2, k, 12', [-0.1976507, -0.2292453, 1.0]], ['2, k, 13', [-0.2897224, -0.2538452, 1.0]], ['2, k, 14', [-0.2642587, -0.6346318, 1.0]], ['2, k, 15', [-0.2417699, -0.7110143, 1.0]], ['2, k, 16', [-0.04268691, -0.1947155, 1.0]], ['2, k, 17', [0.2190987, -0.295812, 1.0]], ['2, k, 18', [0.4122141, -0.6432086, 1.0]], ['2, k, 19', [0.535086, -0.6590011, 1.0]], ['2, k, 20', [-0.2322787, 0.2745186, 1.0]], ['2, k, 21', [-0.1650218, -0.1079215, 1.0]], ['2, k, 22', [-0.1554277, -0.05399255, 1.0]], ['2, k, 23', [-0.1819054, -0.1865326, 1.0]], ['2, k, 24', [-0.07824484, -0.1934155, 1.0]]]
[['2, k, 0', [-0.1219186, -0.2149108, 1.0]], ['2, k, 1', [-0.1848033, 0.06798935, 1.0]], ['2, k, 2', [-0.2467839, 0.3415124, 1.0]], ['2, k, 3', [-0.2605698, 0.4780889, 1.0]], ['2, k, 4', [-0.3995769, 0.2158665, 1.0]], ['2, k, 5', [-0.4111496, 0.003495614, 1.0]], ['2, k, 6', [-0.2427183, -0.108318, 1.0]], ['2, k, 7', [-0.2119874, -0.1014621, 1.0]], ['2, k, 8', [-0.05522248, 0.2598444, 1.0]], ['2, k, 9', [0.05473902, -0.002192402, 1.0]], ['2, k, 10', [-0.08487411, -0.08906963, 1.0]], ['2, k, 11', [-0.1301246, -0.1479105, 1.0]], ['2, k, 12', [-0.1976859, -0.2290002, 1.0]], ['2, k, 13', [-0.2902412, -0.2538842, 1.0]], ['2, k, 14', [-0.2671869, -0.6334541, 1.0]], ['2, k, 15', [-0.2575572, -0.6831672, 1.0]], ['2, k, 16', [-0.0429221, -0.1942085, 1.0]], ['2, k, 17', [0.2189523, -0.2962967, 1.0]], ['2, k, 18', [0.4124764, -0.6473258, 1.0]], ['2, k, 19', [0.5349395, -0.6608341, 1.0]], ['2, k, 20', [-0.2317993, 0.2743646, 1.0]], ['2, k, 21', [-0.1661686, -0.1056803, 1.0]], ['2, k, 22', [-0.1550297, -0.05263759, 1.0]], ['2, k, 23', [-0.1829516, -0.185627, 1.0]], ['2, k, 24', [-0.08615674, -0.2000342, 1.0]]]
[['2, k, 0', [-0.1220754, -0.2144473, 1.0]], ['2, k, 1', [-0.1847907, 0.06800355, 1.0]], ['2, k, 2', [-0.246231, 0.3413473, 1.0]], ['2, k, 3', [-0.2626272, 0.4774256, 1.0]], ['2, k, 4', [-0.401678, 0.2159136, 1.0]], ['2, k, 5', [-0.4125412, 0.003480467, 1.0]], ['2, k, 6', [-0.2436068, -0.1077614, 1.0]], ['2, k, 7', [-0.2112547, -0.1013408, 1.0]], ['2, k, 8', [-0.05518983, 0.2597376, 1.0]], ['2, k, 9', [0.0534963, -0.005068046, 1.0]], ['2, k, 10', [-0.0863362, -0.090966, 1.0]], ['2, k, 11', [-0.1337594, -0.1463761, 1.0]], ['2, k, 12', [-0.1977335, -0.2286689, 1.0]], ['2, k, 13', [-0.290836, -0.2540704, 1.0]], ['2, k, 14', [-0.2689282, -0.6322179, 1.0]], ['2, k, 15', [-0.2586056, -0.6818828, 1.0]], ['2, k, 16', [-0.04319069, -0.1936871, 1.0]], ['2, k, 17', [0.2187772, -0.2972531, 1.0]], ['2, k, 18', [0.4133511, -0.6485277, 1.0]], ['2, k, 19', [0.5352556, -0.6630622, 1.0]], ['2, k, 20', [-0.231449, 0.2742652, 1.0]], ['2, k, 21', [-0.1659334, -0.1062127, 1.0]], ['2, k, 22', [-0.1509334, -0.05372547, 1.0]], ['2, k, 23', [-0.2133757, -0.1976197, 1.0]], ['2, k, 24', [-0.08277075, -0.1960216, 1.0]]]
[['2, k, 0', [-0.1221565, -0.2141881, 1.0]], ['2, k, 1', [-0.1847887, 0.06800766, 1.0]], ['2, k, 2', [-0.2459715, 0.3412617, 1.0]], ['2, k, 3', [-0.2636535, 0.4773913, 1.0]], ['2, k, 4', [-0.4028224, 0.2157715, 1.0]], ['2, k, 5', [-0.4134981, 0.003318353, 1.0]], ['2, k, 6', [-0.2446572, -0.1080419, 1.0]], ['2, k, 7', [-0.2111267, -0.1020589, 1.0]], ['2, k, 8', [-0.05571552, 0.2593294, 1.0]], ['2, k, 9', [0.05209658, -0.003951812, 1.0]], ['2, k, 10', [-0.08897664, -0.08674197, 1.0]], ['2, k, 11', [-0.1246248, -0.1392934, 1.0]], ['2, k, 12', [-0.1977697, -0.2284987, 1.0]], ['2, k, 13', [-0.2912678, -0.2542531, 1.0]], ['2, k, 14', [-0.2699561, -0.631735, 1.0]], ['2, k, 15', [-0.2596316, -0.6813927, 1.0]], ['2, k, 16', [-0.04331299, -0.193371, 1.0]], ['2, k, 17', [0.2188267, -0.2979577, 1.0]], ['2, k, 18', [0.414666, -0.6502452, 1.0]], ['2, k, 19', [0.5364505, -0.6645319, 1.0]], ['2, k, 20', [-0.2312722, 0.2742042, 1.0]], ['2, k, 21', [-0.1622451, -0.107591, 1.0]], ['2, k, 22', [-0.152688, -0.05375175, 1.0]], ['2, k, 23', [-0.1794739, -0.1853817, 1.0]], ['2, k, 24', [-0.06105853, -0.1854401, 1.0]]]
[['2, k, 0', [-0.1223039, -0.2136517, 1.0]], ['2, k, 1', [-0.1847779, 0.06808548, 1.0]], ['2, k, 2', [-0.2457839, 0.3412496, 1.0]], ['2, k, 3', [-0.2650661, 0.4770639, 1.0]], ['2, k, 4', [-0.4042371, 0.2156494, 1.0]], ['2, k, 5', [-0.4139571, 0.003133402, 1.0]], ['2, k, 6', [-0.2450662, -0.1079737, 1.0]], ['2, k, 7', [-0.2114225, -0.1022195, 1.0]], ['2, k, 8', [-0.05632477, 0.2594089, 1.0]], ['2, k, 9', [0.05149575, -0.002780364, 1.0]], ['2, k, 10', [-0.08896367, -0.08230586, 1.0]], ['2, k, 11', [-0.1309682, -0.1434962, 1.0]], ['2, k, 12', [-0.1978344, -0.2281696, 1.0]], ['2, k, 13', [-0.2917806, -0.2543517, 1.0]], ['2, k, 14', [-0.2710047, -0.6310633, 1.0]], ['2, k, 15', [-0.2605523, -0.6807219, 1.0]], ['2, k, 16', [-0.04353699, -0.1926939, 1.0]], ['2, k, 17', [0.2185577, -0.298493, 1.0]], ['2, k, 18', [0.4139093, -0.6502606, 1.0]], ['2, k, 19', [0.535679, -0.6645929, 1.0]], ['2, k, 20', [-0.2311462, 0.2742067, 1.0]], ['2, k, 21', [-0.1650438, -0.1050525, 1.0]], ['2, k, 22', [-0.1511657, -0.05328169, 1.0]], ['2, k, 23', [-0.1777468, -0.1738097, 1.0]], ['2, k, 24', [-0.07967285, -0.1927856, 1.0]]]
[['2, k, 0', [-0.1224683, -0.2129352, 1.0]], ['2, k, 1', [-0.1863246, 0.0686979, 1.0]], ['2, k, 2', [-0.2498659, 0.3409208, 1.0]], ['2, k, 3', [-0.2664106, 0.477452, 1.0]], ['2, k, 4', [-0.4056971, 0.2158773, 1.0]], ['2, k, 5', [-0.4147103, 0.003318409, 1.0]], ['2, k, 6', [-0.2439872, -0.1043588, 1.0]], ['2, k, 7', [-0.2093754, -0.098691, 1.0]], ['2, k, 8', [-0.05691287, 0.2593891, 1.0]], ['2, k, 9', [0.05184647, -0.004609826, 1.0]], ['2, k, 10', [-0.0890934, -0.08429085, 1.0]], ['2, k, 11', [-0.1311291, -0.1450285, 1.0]], ['2, k, 12', [-0.1979594, -0.2276073, 1.0]], ['2, k, 13', [-0.2926876, -0.254302, 1.0]], ['2, k, 14', [-0.2714793, -0.6304341, 1.0]], ['2, k, 15', [-0.260566, -0.6808168, 1.0]], ['2, k, 16', [-0.04371691, -0.1919113, 1.0]], ['2, k, 17', [0.2180091, -0.2989839, 1.0]], ['2, k, 18', [0.4145679, -0.6504858, 1.0]], ['2, k, 19', [0.5367736, -0.665082, 1.0]], ['2, k, 20', [-0.234343, 0.2741239, 1.0]], ['2, k, 21', [-0.1562476, -0.1028402, 1.0]], ['2, k, 22', [-0.1502105, -0.04706983, 1.0]], ['2, k, 23', [-0.1714935, -0.1703516, 1.0]], ['2, k, 24', [-0.0749916, -0.187543, 1.0]]]
