[['2, k, 0', [-0.232845, -0.653271, 1.0]], ['2, k, 1', [-0.235635, -0.344495, 1.0]], ['2, k, 2', [-0.237051, -0.0412372, 1.0]], ['2, k, 3', [-0.210136, 0.0902863, 1.0]], ['2, k, 4', [-0.419048, -0.115731, 1.0]], ['2, k, 5', [-0.631978, -0.24856, 1.0]], ['2, k, 6', [-0.49893, -0.42871, 1.0]], ['2, k, 7', [-0.427053, -0.48669, 1.0]], ['2, k, 8', [-0.0556109, -0.124058, 1.0]], ['2, k, 9', [0.0872572, -0.250702, 1.0]], ['2, k, 10', [-0.00233082, -0.406761, 1.0]], ['2, k, 11', [-0.0542094, -0.447376, 1.0]], ['2, k, 12', [-0.312521, -0.642449, 1.0]], ['2, k, 13', [-0.368356, -1.02136, 1.0]], ['2, k, 14', [-0.38525, -1.40163, 1.0]], ['2, k, 15', [-0.366555, -1.44217, 1.0]], ['2, k, 16', [-0.146804, -0.646225, 1.0]], ['2, k, 17', [-0.102442, -1.04801, 1.0]], ['2, k, 18', [-0.0488949, -1.42033, 1.0]], ['2, k, 19', [-0.0232247, -1.45589, 1.0]], ['2, k, 20', [-0.236937, -0.116322, 1.0]], ['2, k, 21', [-0.379042, -0.556704, 1.0]], ['2, k, 22', [-0.381704, -0.429041, 1.0]], ['2, k, 23', [-0.0948952, -0.513605, 1.0]], ['2, k, 24', [-0.0909721, -0.392618, 1.0]]]
[['2, k, 0', [-0.375478, -0.655841, 1.0]], ['2, k, 1', [-0.332268, -0.352171, 1.0]], ['2, k, 2', [-0.289101, -0.0607136, 1.0]], ['2, k, 3', [-0.235075, 0.0627509, 1.0]], ['2, k, 4', [-0.485147, -0.0987841, 1.0]], ['2, k, 5', [-0.620256, -0.258534, 1.0]], ['2, k, 6', [-0.603486, -0.491563, 1.0]], ['2, k, 7', [-0.569007, -0.558712, 1.0]], ['2, k, 8', [-0.120433, -0.177053, 1.0]], ['2, k, 9', [0.00594625, -0.350443, 1.0]], ['2, k, 10', [-0.140205, -0.470164, 1.0]], ['2, k, 11', [-0.209181, -0.499913, 1.0]], ['2, k, 12', [-0.453289, -0.634996, 1.0]], ['2, k, 13', [-0.46, -1.02517, 1.0]], ['2, k, 14', [-0.407161, -1.39006, 1.0]], ['2, k, 15', [-0.401421, -1.42837, 1.0]], ['2, k, 16', [-0.287641, -0.659369, 1.0]], ['2, k, 17', [-0.204956, -1.04591, 1.0]], ['2, k, 18', [-0.0854815, -1.39328, 1.0]], ['2, k, 19', [-0.111816, -1.48438, 1.0]], ['2, k, 20', [-0.300864, -0.132683, 1.0]], ['2, k, 21', [-0.563008, -0.626015, 1.0]], ['2, k, 22', [-0.609458, -0.56474, 1.0]], ['2, k, 23', [-0.254541, -0.574935, 1.0]], ['2, k, 24', [-0.247182, -0.438588, 1.0]]]
[['2, k, 0', [-0.375214, -0.659535, 1.0]], ['2, k, 1', [-0.331892, -0.355321, 1.0]], ['2, k, 2', [-0.28841, -0.0622395, 1.0]], ['2, k, 3', [-0.223962, 0.0542841, 1.0]], ['2, k, 4', [-0.4663, -0.0981707, 1.0]], ['2, k, 5', [-0.614717, -0.256533, 1.0]], ['2, k, 6', [-0.607242, -0.460169, 1.0]], ['2, k, 7', [-0.572129, -0.544379, 1.0]], ['2, k, 8', [-0.116949, -0.179772, 1.0]], ['2, k, 9', [0.00613505, -0.351031, 1.0]], ['2, k, 10', [-0.141903, -0.4791, 1.0]], ['2, k, 11', [-0.212155, -0.508357, 1.0]], ['2, k, 12', [-0.453467, -0.637459, 1.0]], ['2, k, 13', [-0.460486, -1.027, 1.0]], ['2, k, 14', [-0.408626, -1.38991, 1.0]], ['2, k, 15', [-0.395058, -1.42642, 1.0]], ['2, k, 16', [-0.286904, -0.664381, 1.0]], ['2, k, 17', [-0.203664, -1.05065, 1.0]], ['2, k, 18', [-0.0818314, -1.43174, 1.0]], ['2, k, 19', [-0.0608789, -1.46959, 1.0]], ['2, k, 20', [-0.300173, -0.134317, 1.0]], ['2, k, 21', [-0.568275, -0.608127, 1.0]], ['2, k, 22', [-0.607286, -0.54741, 1.0]], ['2, k, 23', [-0.253086, -0.58248, 1.0]], ['2, k, 24', [-0.246457, -0.449853, 1.0]]]
[['2, k, 0', [-0.37432, -0.663209, 1.0]], ['2, k, 1', [-0.329816, -0.361577, 1.0]], ['2, k, 2', [-0.280592, -0.0775736, 1.0]], ['2, k, 3', [-0.219814, 0.0500668, 1.0]], ['2, k, 4', [-0.466896, -0.0987553, 1.0]], ['2, k, 5', [-0.614601, -0.255846, 1.0]], ['2, k, 6', [-0.607423, -0.460315, 1.0]], ['2, k, 7', [-0.572928, -0.540926, 1.0]], ['2, k, 8', [-0.115227, -0.183458, 1.0]], ['2, k, 9', [0.00626312, -0.351935, 1.0]], ['2, k, 10', [-0.142444, -0.479157, 1.0]], ['2, k, 11', [-0.214311, -0.511356, 1.0]], ['2, k, 12', [-0.452861, -0.640826, 1.0]], ['2, k, 13', [-0.460157, -1.03032, 1.0]], ['2, k, 14', [-0.409097, -1.39044, 1.0]], ['2, k, 15', [-0.399577, -1.42788, 1.0]], ['2, k, 16', [-0.285808, -0.668182, 1.0]], ['2, k, 17', [-0.202837, -1.05217, 1.0]], ['2, k, 18', [-0.0847277, -1.41889, 1.0]], ['2, k, 19', [-0.0682263, -1.45874, 1.0]], ['2, k, 20', [-0.293654, -0.147553, 1.0]], ['2, k, 21', [-0.567992, -0.605434, 1.0]], ['2, k, 22', [-0.609548, -0.545198, 1.0]], ['2, k, 23', [-0.25938, -0.581421, 1.0]], ['2, k, 24', [-0.249122, -0.450033, 1.0]]]
[['2, k, 0', [-0.372742, -0.666454, 1.0]], ['2, k, 1', [-0.327406, -0.366392, 1.0]], ['2, k, 2', [-0.278265, -0.0805086, 1.0]], ['2, k, 3', [-0.216298, 0.0437757, 1.0]], ['2, k, 4', [-0.459337, -0.101922, 1.0]], ['2, k, 5', [-0.610808, -0.256563, 1.0]], ['2, k, 6', [-0.607335, -0.462287, 1.0]], ['2, k, 7', [-0.570067, -0.547049, 1.0]], ['2, k, 8', [-0.11241, -0.185407, 1.0]], ['2, k, 9', [0.0070262, -0.353541, 1.0]], ['2, k, 10', [-0.143093, -0.480419, 1.0]], ['2, k, 11', [-0.214249, -0.513272, 1.0]], ['2, k, 12', [-0.45154, -0.643733, 1.0]], ['2, k, 13', [-0.460451, -1.03276, 1.0]], ['2, k, 14', [-0.409789, -1.3915, 1.0]], ['2, k, 15', [-0.397693, -1.42971, 1.0]], ['2, k, 16', [-0.28407, -0.671686, 1.0]], ['2, k, 17', [-0.201359, -1.05523, 1.0]], ['2, k, 18', [-0.0855792, -1.42482, 1.0]], ['2, k, 19', [-0.0393203, -1.48904, 1.0]], ['2, k, 20', [-0.29095, -0.151318, 1.0]], ['2, k, 21', [-0.566429, -0.610879, 1.0]], ['2, k, 22', [-0.607274, -0.537478, 1.0]], ['2, k, 23', [-0.259455, -0.581717, 1.0]], ['2, k, 24', [-0.248345, -0.449082, 1.0]]]
[['2, k, 0', [-0.370986, -0.668214, 1.0]], ['2, k, 1', [-0.32624, -0.36899, 1.0]], ['2, k, 2', [-0.277513, -0.0831371, 1.0]], ['2, k, 3', [-0.212998, 0.0377393, 1.0]], ['2, k, 4', [-0.456661, -0.103784, 1.0]], ['2, k, 5', [-0.607412, -0.258126, 1.0]], ['2, k, 6', [-0.605379, -0.464619, 1.0]], ['2, k, 7', [-0.565479, -0.547364, 1.0]], ['2, k, 8', [-0.109424, -0.187523, 1.0]], ['2, k, 9', [0.00934757, -0.353976, 1.0]], ['2, k, 10', [-0.141519, -0.481406, 1.0]], ['2, k, 11', [-0.212789, -0.514592, 1.0]], ['2, k, 12', [-0.449955, -0.645705, 1.0]], ['2, k, 13', [-0.459965, -1.03374, 1.0]], ['2, k, 14', [-0.410378, -1.39171, 1.0]], ['2, k, 15', [-0.398284, -1.4303, 1.0]], ['2, k, 16', [-0.28222, -0.673193, 1.0]], ['2, k, 17', [-0.199158, -1.0559, 1.0]], ['2, k, 18', [-0.0853523, -1.42467, 1.0]], ['2, k, 19', [-0.0986774, -1.50064, 1.0]], ['2, k, 20', [-0.28996, -0.154039, 1.0]], ['2, k, 21', [-0.562171, -0.612323, 1.0]], ['2, k, 22', [-0.600909, -0.540454, 1.0]], ['2, k, 23', [-0.25948, -0.580162, 1.0]], ['2, k, 24', [-0.246445, -0.450815, 1.0]]]
[['2, k, 0', [-0.369712, -0.669818, 1.0]], ['2, k, 1', [-0.324833, -0.372131, 1.0]], ['2, k, 2', [-0.275884, -0.0873657, 1.0]], ['2, k, 3', [-0.209141, 0.0329746, 1.0]], ['2, k, 4', [-0.451432, -0.107995, 1.0]], ['2, k, 5', [-0.601157, -0.260951, 1.0]], ['2, k, 6', [-0.584443, -0.502897, 1.0]], ['2, k, 7', [-0.549958, -0.579098, 1.0]], ['2, k, 8', [-0.108477, -0.189595, 1.0]], ['2, k, 9', [0.0263644, -0.349552, 1.0]], ['2, k, 10', [-0.140314, -0.481888, 1.0]], ['2, k, 11', [-0.214745, -0.51997, 1.0]], ['2, k, 12', [-0.448975, -0.647829, 1.0]], ['2, k, 13', [-0.458886, -1.03524, 1.0]], ['2, k, 14', [-0.410532, -1.3984, 1.0]], ['2, k, 15', [-0.397419, -1.43771, 1.0]], ['2, k, 16', [-0.280671, -0.674186, 1.0]], ['2, k, 17', [-0.196375, -1.05512, 1.0]], ['2, k, 18', [-0.0788198, -1.39688, 1.0]], ['2, k, 19', [-0.0905095, -1.47669, 1.0]], ['2, k, 20', [-0.28833, -0.157998, 1.0]], ['2, k, 21', [-0.539335, -0.656604, 1.0]], ['2, k, 22', [-0.589879, -0.581367, 1.0]], ['2, k, 23', [-0.2607, -0.586566, 1.0]], ['2, k, 24', [-0.249286, -0.454761, 1.0]]]
[['2, k, 0', [-0.366216, -0.671329, 1.0]], ['2, k, 1', [-0.322686, -0.374418, 1.0]], ['2, k, 2', [-0.275262, -0.0881132, 1.0]], ['2, k, 3', [-0.204313, 0.0266758, 1.0]], ['2, k, 4', [-0.449547, -0.110608, 1.0]], ['2, k, 5', [-0.59772, -0.262816, 1.0]], ['2, k, 6', [-0.582167, -0.469552, 1.0]], ['2, k, 7', [-0.549921, -0.555987, 1.0]], ['2, k, 8', [-0.108316, -0.189882, 1.0]], ['2, k, 9', [0.0244601, -0.350039, 1.0]], ['2, k, 10', [-0.136327, -0.483775, 1.0]], ['2, k, 11', [-0.20986, -0.52238, 1.0]], ['2, k, 12', [-0.445785, -0.650118, 1.0]], ['2, k, 13', [-0.458348, -1.0357, 1.0]], ['2, k, 14', [-0.410675, -1.39848, 1.0]], ['2, k, 15', [-0.396391, -1.43815, 1.0]], ['2, k, 16', [-0.27699, -0.67491, 1.0]], ['2, k, 17', [-0.193073, -1.05521, 1.0]], ['2, k, 18', [-0.08112, -1.41718, 1.0]], ['2, k, 19', [-0.0620002, -1.45669, 1.0]], ['2, k, 20', [-0.287477, -0.158966, 1.0]], ['2, k, 21', [-0.540105, -0.62112, 1.0]], ['2, k, 22', [-0.589589, -0.550294, 1.0]], ['2, k, 23', [-0.255482, -0.590195, 1.0]], ['2, k, 24', [-0.244185, -0.455474, 1.0]]]
[['2, k, 0', [-0.363458, -0.67214, 1.0]], ['2, k, 1', [-0.319818, -0.377479, 1.0]], ['2, k, 2', [-0.27158, -0.0940536, 1.0]], ['2, k, 3', [-0.201337, 0.0214089, 1.0]], ['2, k, 4', [-0.447095, -0.114002, 1.0]], ['2, k, 5', [-0.595843, -0.266163, 1.0]], ['2, k, 6', [-0.580871, -0.473123, 1.0]], ['2, k, 7', [-0.5459, -0.55565, 1.0]], ['2, k, 8', [-0.108052, -0.190288, 1.0]], ['2, k, 9', [0.0312074, -0.344274, 1.0]], ['2, k, 10', [-0.134053, -0.484663, 1.0]], ['2, k, 11', [-0.207369, -0.526204, 1.0]], ['2, k, 12', [-0.443297, -0.651449, 1.0]], ['2, k, 13', [-0.457162, -1.03517, 1.0]], ['2, k, 14', [-0.410328, -1.40599, 1.0]], ['2, k, 15', [-0.394975, -1.4467, 1.0]], ['2, k, 16', [-0.274022, -0.675168, 1.0]], ['2, k, 17', [-0.190187, -1.05362, 1.0]], ['2, k, 18', [-0.081083, -1.41712, 1.0]], ['2, k, 19', [-0.0614132, -1.45759, 1.0]], ['2, k, 20', [-0.283804, -0.164221, 1.0]], ['2, k, 21', [-0.544299, -0.624122, 1.0]], ['2, k, 22', [-0.583285, -0.548985, 1.0]], ['2, k, 23', [-0.257061, -0.588526, 1.0]], ['2, k, 24', [-0.239251, -0.457415, 1.0]]]
[['2, k, 0', [-0.359119, -0.67311, 1.0]], ['2, k, 1', [-0.317625, -0.378552, 1.0]], ['2, k, 2', [-0.271403, -0.0940259, 1.0]], ['2, k, 3', [-0.200023, 0.0194966, 1.0]], ['2, k, 4', [-0.444022, -0.11664, 1.0]], ['2, k, 5', [-0.593137, -0.268491, 1.0]], ['2, k, 6', [-0.582641, -0.475691, 1.0]], ['2, k, 7', [-0.542088, -0.556744, 1.0]], ['2, k, 8', [-0.107881, -0.190344, 1.0]], ['2, k, 9', [0.0377029, -0.337143, 1.0]], ['2, k, 10', [-0.129845, -0.483102, 1.0]], ['2, k, 11', [-0.203045, -0.527344, 1.0]], ['2, k, 12', [-0.439341, -0.653129, 1.0]], ['2, k, 13', [-0.45544, -1.03649, 1.0]], ['2, k, 14', [-0.409411, -1.40262, 1.0]], ['2, k, 15', [-0.392853, -1.44339, 1.0]], ['2, k, 16', [-0.26942, -0.675425, 1.0]], ['2, k, 17', [-0.185576, -1.05092, 1.0]], ['2, k, 18', [-0.0810789, -1.41714, 1.0]], ['2, k, 19', [-0.0609246, -1.45779, 1.0]], ['2, k, 20', [-0.283388, -0.164307, 1.0]], ['2, k, 21', [-0.549716, -0.62991, 1.0]], ['2, k, 22', [-0.574913, -0.554624, 1.0]], ['2, k, 23', [-0.248388, -0.59084, 1.0]], ['2, k, 24', [-0.236565, -0.458449, 1.0]]]
[['2, k, 0', [-0.352774, -0.674055, 1.0]], ['2, k, 1', [-0.315087, -0.381071, 1.0]], ['2, k, 2', [-0.271978, -0.098, 1.0]], ['2, k, 3', [-0.199546, 0.0161884, 1.0]], ['2, k, 4', [-0.441383, -0.119014, 1.0]], ['2, k, 5', [-0.589758, -0.272467, 1.0]], ['2, k, 6', [-0.575199, -0.479411, 1.0]], ['2, k, 7', [-0.530955, -0.557815, 1.0]], ['2, k, 8', [-0.104801, -0.191064, 1.0]], ['2, k, 9', [0.0472441, -0.31367, 1.0]], ['2, k, 10', [-0.0984919, -0.447627, 1.0]], ['2, k, 11', [-0.162857, -0.479418, 1.0]], ['2, k, 12', [-0.433336, -0.655152, 1.0]], ['2, k, 13', [-0.454604, -1.03632, 1.0]], ['2, k, 14', [-0.409175, -1.39447, 1.0]], ['2, k, 15', [-0.391997, -1.43613, 1.0]], ['2, k, 16', [-0.262785, -0.675252, 1.0]], ['2, k, 17', [-0.182278, -1.04941, 1.0]], ['2, k, 18', [-0.0811664, -1.41749, 1.0]], ['2, k, 19', [-0.0610503, -1.45905, 1.0]], ['2, k, 20', [-0.282874, -0.167923, 1.0]], ['2, k, 21', [-0.550598, -0.644861, 1.0]], ['2, k, 22', [-0.564831, -0.536435, 1.0]], ['2, k, 23', [-0.211919, -0.553066, 1.0]], ['2, k, 24', [-0.196219, -0.41977, 1.0]]]
[['2, k, 0', [-0.343809, -0.675216, 1.0]], ['2, k, 1', [-0.311119, -0.381895, 1.0]], ['2, k, 2', [-0.271741, -0.097732, 1.0]], ['2, k, 3', [-0.199618, 0.0132913, 1.0]], ['2, k, 4', [-0.438829, -0.123323, 1.0]], ['2, k, 5', [-0.679342, -0.192211, 1.0]], ['2, k, 6', [-0.600619, -0.385684, 1.0]], ['2, k, 7', [-0.546328, -0.4606, 1.0]], ['2, k, 8', [-0.10472, -0.190946, 1.0]], ['2, k, 9', [0.0492439, -0.3092, 1.0]], ['2, k, 10', [-0.0951571, -0.444592, 1.0]], ['2, k, 11', [-0.159527, -0.480887, 1.0]], ['2, k, 12', [-0.424744, -0.657844, 1.0]], ['2, k, 13', [-0.452855, -1.03556, 1.0]], ['2, k, 14', [-0.409173, -1.39448, 1.0]], ['2, k, 15', [-0.39033, -1.43634, 1.0]], ['2, k, 16', [-0.253485, -0.674849, 1.0]], ['2, k, 17', [-0.17624, -1.04525, 1.0]], ['2, k, 18', [-0.0804822, -1.41808, 1.0]], ['2, k, 19', [-0.0593394, -1.45975, 1.0]], ['2, k, 20', [-0.282269, -0.167802, 1.0]], ['2, k, 21', [-0.524766, -0.541921, 1.0]], ['2, k, 22', [-0.576218, -0.481995, 1.0]], ['2, k, 23', [-0.211847, -0.553767, 1.0]], ['2, k, 24', [-0.19273, -0.418789, 1.0]]]
[['2, k, 0', [-0.337291, -0.675289, 1.0]], ['2, k, 1', [-0.306767, -0.384029, 1.0]], ['2, k, 2', [-0.270197, -0.100956, 1.0]], ['2, k, 3', [-0.198747, 0.0141879, 1.0]], ['2, k, 4', [-0.436217, -0.127955, 1.0]], ['2, k, 5', [-0.678543, -0.197997, 1.0]], ['2, k, 6', [-0.591374, -0.388714, 1.0]], ['2, k, 7', [-0.527465, -0.461486, 1.0]], ['2, k, 8', [-0.101357, -0.188789, 1.0]], ['2, k, 9', [0.0511575, -0.301937, 1.0]], ['2, k, 10', [-0.0893157, -0.441868, 1.0]], ['2, k, 11', [-0.153834, -0.481172, 1.0]], ['2, k, 12', [-0.41881, -0.658909, 1.0]], ['2, k, 13', [-0.450591, -1.03531, 1.0]], ['2, k, 14', [-0.409543, -1.39567, 1.0]], ['2, k, 15', [-0.390343, -1.43845, 1.0]], ['2, k, 16', [-0.246726, -0.673915, 1.0]], ['2, k, 17', [-0.170735, -1.04534, 1.0]], ['2, k, 18', [-0.0793621, -1.41889, 1.0]], ['2, k, 19', [-0.0581702, -1.46154, 1.0]], ['2, k, 20', [-0.27971, -0.170866, 1.0]], ['2, k, 21', [-0.490118, -0.539073, 1.0]], ['2, k, 22', [-0.554538, -0.494345, 1.0]], ['2, k, 23', [-0.204721, -0.552234, 1.0]], ['2, k, 24', [-0.187813, -0.417812, 1.0]]]
[['2, k, 0', [-0.330293, -0.675452, 1.0]], ['2, k, 1', [-0.303529, -0.384823, 1.0]], ['2, k, 2', [-0.269996, -0.101315, 1.0]], ['2, k, 3', [-0.198703, 0.0128429, 1.0]], ['2, k, 4', [-0.433936, -0.130294, 1.0]], ['2, k, 5', [-0.675996, -0.203161, 1.0]], ['2, k, 6', [-0.583542, -0.392017, 1.0]], ['2, k, 7', [-0.518262, -0.467349, 1.0]], ['2, k, 8', [-0.0977933, -0.185966, 1.0]], ['2, k, 9', [0.0520346, -0.29553, 1.0]], ['2, k, 10', [-0.0835932, -0.440104, 1.0]], ['2, k, 11', [-0.14657, -0.482633, 1.0]], ['2, k, 12', [-0.41127, -0.660253, 1.0]], ['2, k, 13', [-0.446121, -1.03414, 1.0]], ['2, k, 14', [-0.408684, -1.39691, 1.0]], ['2, k, 15', [-0.389266, -1.43997, 1.0]], ['2, k, 16', [-0.24042, -0.673045, 1.0]], ['2, k, 17', [-0.165296, -1.04372, 1.0]], ['2, k, 18', [-0.0790614, -1.419, 1.0]], ['2, k, 19', [-0.0578492, -1.46209, 1.0]], ['2, k, 20', [-0.278776, -0.171383, 1.0]], ['2, k, 21', [-0.482084, -0.544133, 1.0]], ['2, k, 22', [-0.525043, -0.545229, 1.0]], ['2, k, 23', [-0.19735, -0.55526, 1.0]], ['2, k, 24', [-0.180097, -0.417898, 1.0]]]
[['2, k, 0', [-0.320281, -0.675151, 1.0]], ['2, k, 1', [-0.299612, -0.38451, 1.0]], ['2, k, 2', [-0.270262, -0.100265, 1.0]], ['2, k, 3', [-0.200216, 0.0112766, 1.0]], ['2, k, 4', [-0.433416, -0.131262, 1.0]], ['2, k, 5', [-0.671568, -0.20973, 1.0]], ['2, k, 6', [-0.577893, -0.396694, 1.0]], ['2, k, 7', [-0.510682, -0.466298, 1.0]], ['2, k, 8', [-0.0978557, -0.185523, 1.0]], ['2, k, 9', [0.0523956, -0.289769, 1.0]], ['2, k, 10', [-0.0748109, -0.456272, 1.0]], ['2, k, 11', [-0.140946, -0.500336, 1.0]], ['2, k, 12', [-0.401424, -0.660379, 1.0]], ['2, k, 13', [-0.441085, -1.02998, 1.0]], ['2, k, 14', [-0.407344, -1.39713, 1.0]], ['2, k, 15', [-0.387801, -1.4399, 1.0]], ['2, k, 16', [-0.230637, -0.67233, 1.0]], ['2, k, 17', [-0.159365, -1.04078, 1.0]], ['2, k, 18', [-0.0774739, -1.42082, 1.0]], ['2, k, 19', [-0.056207, -1.46379, 1.0]], ['2, k, 20', [-0.278232, -0.170713, 1.0]], ['2, k, 21', [-0.472289, -0.544411, 1.0]], ['2, k, 22', [-0.521778, -0.532296, 1.0]], ['2, k, 23', [-0.18096, -0.567119, 1.0]], ['2, k, 24', [-0.173622, -0.446478, 1.0]]]
[['2, k, 0', [-0.312338, -0.675156, 1.0]], ['2, k, 1', [-0.295607, -0.384044, 1.0]], ['2, k, 2', [-0.270126, -0.0994116, 1.0]], ['2, k, 3', [-0.201316, 0.0108758, 1.0]], ['2, k, 4', [-0.430155, -0.134286, 1.0]], ['2, k, 5', [-0.666275, -0.215333, 1.0]], ['2, k, 6', [-0.566831, -0.399357, 1.0]], ['2, k, 7', [-0.500987, -0.470964, 1.0]], ['2, k, 8', [-0.0978843, -0.184642, 1.0]], ['2, k, 9', [0.0533373, -0.283629, 1.0]], ['2, k, 10', [-0.0727016, -0.449042, 1.0]], ['2, k, 11', [-0.134533, -0.495597, 1.0]], ['2, k, 12', [-0.393317, -0.661117, 1.0]], ['2, k, 13', [-0.43349, -1.02863, 1.0]], ['2, k, 14', [-0.404782, -1.39998, 1.0]], ['2, k, 15', [-0.384083, -1.44251, 1.0]], ['2, k, 16', [-0.223007, -0.671627, 1.0]], ['2, k, 17', [-0.152885, -1.03889, 1.0]], ['2, k, 18', [-0.0758348, -1.42369, 1.0]], ['2, k, 19', [-0.053396, -1.46654, 1.0]], ['2, k, 20', [-0.277517, -0.170014, 1.0]], ['2, k, 21', [-0.465875, -0.551639, 1.0]], ['2, k, 22', [-0.500673, -0.55413, 1.0]], ['2, k, 23', [-0.180444, -0.558682, 1.0]], ['2, k, 24', [-0.166299, -0.435394, 1.0]]]
[['2, k, 0', [-0.298215, -0.672675, 1.0]], ['2, k, 1', [-0.286983, -0.38463, 1.0]], ['2, k, 2', [-0.268149, -0.101363, 1.0]], ['2, k, 3', [-0.200579, 0.0135161, 1.0]], ['2, k, 4', [-0.427048, -0.136975, 1.0]], ['2, k, 5', [-0.661734, -0.220623, 1.0]], ['2, k, 6', [-0.559277, -0.402996, 1.0]], ['2, k, 7', [-0.493153, -0.469733, 1.0]], ['2, k, 8', [-0.0847654, -0.168526, 1.0]], ['2, k, 9', [0.0575327, -0.273563, 1.0]], ['2, k, 10', [-0.0718994, -0.448257, 1.0]], ['2, k, 11', [-0.130581, -0.495895, 1.0]], ['2, k, 12', [-0.37855, -0.660106, 1.0]], ['2, k, 13', [-0.426831, -1.02675, 1.0]], ['2, k, 14', [-0.399286, -1.40408, 1.0]], ['2, k, 15', [-0.377555, -1.447, 1.0]], ['2, k, 16', [-0.209758, -0.667737, 1.0]], ['2, k, 17', [-0.147316, -1.03813, 1.0]], ['2, k, 18', [-0.0748389, -1.42343, 1.0]], ['2, k, 19', [-0.0516949, -1.46684, 1.0]], ['2, k, 20', [-0.273842, -0.171582, 1.0]], ['2, k, 21', [-0.458175, -0.550548, 1.0]], ['2, k, 22', [-0.534937, -0.479547, 1.0]], ['2, k, 23', [-0.178201, -0.558716, 1.0]], ['2, k, 24', [-0.165898, -0.435822, 1.0]]]
[['2, k, 0', [-0.288588, -0.672538, 1.0]], ['2, k, 1', [-0.282807, -0.384268, 1.0]], ['2, k, 2', [-0.268098, -0.101192, 1.0]], ['2, k, 3', [-0.201256, 0.0136215, 1.0]], ['2, k, 4', [-0.4252, -0.137113, 1.0]], ['2, k, 5', [-0.654602, -0.227956, 1.0]], ['2, k, 6', [-0.550185, -0.409191, 1.0]], ['2, k, 7', [-0.479524, -0.475069, 1.0]], ['2, k, 8', [-0.0865872, -0.169399, 1.0]], ['2, k, 9', [0.0597225, -0.264482, 1.0]], ['2, k, 10', [-0.0688773, -0.446011, 1.0]], ['2, k, 11', [-0.12556, -0.495961, 1.0]], ['2, k, 12', [-0.369204, -0.660416, 1.0]], ['2, k, 13', [-0.421001, -1.02496, 1.0]], ['2, k, 14', [-0.396854, -1.39946, 1.0]], ['2, k, 15', [-0.374837, -1.442, 1.0]], ['2, k, 16', [-0.200342, -0.667126, 1.0]], ['2, k, 17', [-0.140944, -1.03829, 1.0]], ['2, k, 18', [-0.0731733, -1.42253, 1.0]], ['2, k, 19', [-0.049813, -1.46587, 1.0]], ['2, k, 20', [-0.273293, -0.171315, 1.0]], ['2, k, 21', [-0.442603, -0.554775, 1.0]], ['2, k, 22', [-0.506644, -0.50846, 1.0]], ['2, k, 23', [-0.172303, -0.557507, 1.0]], ['2, k, 24', [-0.160498, -0.436547, 1.0]]]
[['2, k, 0', [-0.275488, -0.667714, 1.0]], ['2, k, 1', [-0.2695, -0.377198, 1.0]], ['2, k, 2', [-0.259789, -0.090869, 1.0]], ['2, k, 3', [-0.200682, 0.0165717, 1.0]], ['2, k, 4', [-0.423708, -0.137609, 1.0]], ['2, k, 5', [-0.649625, -0.234246, 1.0]], ['2, k, 6', [-0.549137, -0.41698, 1.0]], ['2, k, 7', [-0.472024, -0.484022, 1.0]], ['2, k, 8', [-0.0783561, -0.156255, 1.0]], ['2, k, 9', [0.0599502, -0.26009, 1.0]], ['2, k, 10', [-0.0428619, -0.430607, 1.0]], ['2, k, 11', [-0.09908, -0.474215, 1.0]], ['2, k, 12', [-0.354808, -0.656544, 1.0]], ['2, k, 13', [-0.411347, -1.02436, 1.0]], ['2, k, 14', [-0.39643, -1.39599, 1.0]], ['2, k, 15', [-0.374897, -1.44033, 1.0]], ['2, k, 16', [-0.188627, -0.661453, 1.0]], ['2, k, 17', [-0.134243, -1.03986, 1.0]], ['2, k, 18', [-0.0729015, -1.42184, 1.0]], ['2, k, 19', [-0.0498361, -1.46639, 1.0]], ['2, k, 20', [-0.262755, -0.161829, 1.0]], ['2, k, 21', [-0.441462, -0.566867, 1.0]], ['2, k, 22', [-0.464054, -0.569107, 1.0]], ['2, k, 23', [-0.140332, -0.541267, 1.0]], ['2, k, 24', [-0.134734, -0.420422, 1.0]]]
