[['2, k, 0', [-0.298033, -0.243676, 1.0]], ['2, k, 1', [-0.310291, 0.0654331, 1.0]], ['2, k, 2', [-0.320367, 0.36642, 1.0]], ['2, k, 3', [-0.34661, 0.519147, 1.0]], ['2, k, 4', [-0.507839, 0.252297, 1.0]], ['2, k, 5', [-0.566248, -0.0351428, 1.0]], ['2, k, 6', [-0.593741, -0.286672, 1.0]], ['2, k, 7', [-0.578998, -0.311288, 1.0]], ['2, k, 8', [-0.135811, 0.278113, 1.0]], ['2, k, 9', [-0.0451508, -0.0128051, 1.0]], ['2, k, 10', [0.00257692, -0.262472, 1.0]], ['2, k, 11', [0.00233132, -0.265059, 1.0]], ['2, k, 12', [-0.378584, -0.246008, 1.0]], ['2, k, 13', [-0.406785, -0.645091, 1.0]], ['2, k, 14', [-0.415787, -0.984343, 1.0]], ['2, k, 15', [-0.411377, -1.02637, 1.0]], ['2, k, 16', [-0.208904, -0.234348, 1.0]], ['2, k, 17', [-0.174616, -0.639307, 1.0]], ['2, k, 18', [-0.14649, -1.00133, 1.0]], ['2, k, 19', [-0.118286, -1.06934, 1.0]], ['2, k, 20', [-0.318219, 0.292366, 1.0]], ['2, k, 21', [-0.574601, -0.368743, 1.0]], ['2, k, 22', [-0.515651, -0.341278, 1.0]], ['2, k, 23', [0.0232182, -0.325943, 1.0]], ['2, k, 24', [-0.047886, -0.301906, 1.0]]]
[['2, k, 0', [-0.320199, -0.209571, 1.0]], ['2, k, 1', [-0.316458, 0.0926365, 1.0]], ['2, k, 2', [-0.312764, 0.385796, 1.0]], ['2, k, 3', [-0.318197, 0.527972, 1.0]], ['2, k, 4', [-0.477575, 0.33166, 1.0]], ['2, k, 5', [-0.572472, 0.481879, 1.0]], ['2, k, 6', [-0.500268, 0.610176, 1.0]], ['2, k, 7', [-0.497497, 0.625478, 1.0]], ['2, k, 8', [-0.150368, 0.312977, 1.0]], ['2, k, 9', [0.00215073, 0.466562, 1.0]], ['2, k, 10', [0.0798774, 0.645289, 1.0]], ['2, k, 11', [0.0851491, 0.674616, 1.0]], ['2, k, 12', [-0.401832, -0.20597, 1.0]], ['2, k, 13', [-0.429469, -0.634038, 1.0]], ['2, k, 14', [-0.414245, -1.01122, 1.0]], ['2, k, 15', [-0.407042, -1.06614, 1.0]], ['2, k, 16', [-0.229352, -0.206832, 1.0]], ['2, k, 17', [-0.185334, -0.624849, 1.0]], ['2, k, 18', [-0.146241, -1.01424, 1.0]], ['2, k, 19', [-0.131197, -1.06862, 1.0]], ['2, k, 20', [-0.314223, 0.313838, 1.0]], ['2, k, 21', [-0.462455, 0.655452, 1.0]], ['2, k, 22', [-0.435868, 0.623835, 1.0]], ['2, k, 23', [0.105375, 0.711902, 1.0]], ['2, k, 24', [-0.000463927, 0.671067, 1.0]]]
[['2, k, 0', [-0.321292, -0.209424, 1.0]], ['2, k, 1', [-0.317038, 0.0925954, 1.0]], ['2, k, 2', [-0.312728, 0.385537, 1.0]], ['2, k, 3', [-0.317837, 0.527268, 1.0]], ['2, k, 4', [-0.476433, 0.330932, 1.0]], ['2, k, 5', [-0.571109, 0.486503, 1.0]], ['2, k, 6', [-0.5001, 0.613106, 1.0]], ['2, k, 7', [-0.493878, 0.630865, 1.0]], ['2, k, 8', [-0.150252, 0.313903, 1.0]], ['2, k, 9', [0.00138538, 0.467457, 1.0]], ['2, k, 10', [0.0788793, 0.650359, 1.0]], ['2, k, 11', [0.0857178, 0.678497, 1.0]], ['2, k, 12', [-0.402917, -0.205583, 1.0]], ['2, k, 13', [-0.429573, -0.634145, 1.0]], ['2, k, 14', [-0.414389, -1.01162, 1.0]], ['2, k, 15', [-0.406591, -1.06617, 1.0]], ['2, k, 16', [-0.230417, -0.206926, 1.0]], ['2, k, 17', [-0.185692, -0.624962, 1.0]], ['2, k, 18', [-0.146222, -1.01532, 1.0]], ['2, k, 19', [-0.132233, -1.06958, 1.0]], ['2, k, 20', [-0.314362, 0.31362, 1.0]], ['2, k, 21', [-0.461522, 0.656066, 1.0]], ['2, k, 22', [-0.412518, 0.63439, 1.0]], ['2, k, 23', [0.105073, 0.715345, 1.0]], ['2, k, 24', [-0.00125421, 0.675642, 1.0]]]
[['2, k, 0', [-0.322401, -0.209398, 1.0]], ['2, k, 1', [-0.31743, 0.0925179, 1.0]], ['2, k, 2', [-0.312627, 0.385363, 1.0]], ['2, k, 3', [-0.31753, 0.52695, 1.0]], ['2, k, 4', [-0.475775, 0.330341, 1.0]], ['2, k, 5', [-0.570722, 0.48986, 1.0]], ['2, k, 6', [-0.499457, 0.617656, 1.0]], ['2, k, 7', [-0.49303, 0.634212, 1.0]], ['2, k, 8', [-0.150171, 0.313718, 1.0]], ['2, k, 9', [0.001274, 0.468037, 1.0]], ['2, k, 10', [0.077988, 0.652675, 1.0]], ['2, k, 11', [0.088052, 0.683281, 1.0]], ['2, k, 12', [-0.403931, -0.20536, 1.0]], ['2, k, 13', [-0.430281, -0.631381, 1.0]], ['2, k, 14', [-0.414331, -1.01151, 1.0]], ['2, k, 15', [-0.406389, -1.06557, 1.0]], ['2, k, 16', [-0.231555, -0.207135, 1.0]], ['2, k, 17', [-0.186185, -0.623955, 1.0]], ['2, k, 18', [-0.147286, -1.01551, 1.0]], ['2, k, 19', [-0.132241, -1.06804, 1.0]], ['2, k, 20', [-0.31438, 0.313461, 1.0]], ['2, k, 21', [-0.465486, 0.661422, 1.0]], ['2, k, 22', [-0.434509, 0.62942, 1.0]], ['2, k, 23', [0.109494, 0.727167, 1.0]], ['2, k, 24', [0.00379976, 0.679263, 1.0]]]
[['2, k, 0', [-0.32328, -0.209251, 1.0]], ['2, k, 1', [-0.317763, 0.0924266, 1.0]], ['2, k, 2', [-0.312602, 0.385112, 1.0]], ['2, k, 3', [-0.317248, 0.526663, 1.0]], ['2, k, 4', [-0.475524, 0.330127, 1.0]], ['2, k, 5', [-0.57069, 0.492525, 1.0]], ['2, k, 6', [-0.499275, 0.620435, 1.0]], ['2, k, 7', [-0.492757, 0.635797, 1.0]], ['2, k, 8', [-0.150047, 0.314011, 1.0]], ['2, k, 9', [0.00138174, 0.469633, 1.0]], ['2, k, 10', [0.0804251, 0.655119, 1.0]], ['2, k, 11', [0.0863066, 0.686442, 1.0]], ['2, k, 12', [-0.40468, -0.205182, 1.0]], ['2, k, 13', [-0.430527, -0.631096, 1.0]], ['2, k, 14', [-0.414401, -1.01147, 1.0]], ['2, k, 15', [-0.406434, -1.0653, 1.0]], ['2, k, 16', [-0.23249, -0.207053, 1.0]], ['2, k, 17', [-0.186514, -0.623349, 1.0]], ['2, k, 18', [-0.147225, -1.01552, 1.0]], ['2, k, 19', [-0.130022, -1.06497, 1.0]], ['2, k, 20', [-0.314424, 0.313251, 1.0]], ['2, k, 21', [-0.457639, 0.662558, 1.0]], ['2, k, 22', [-0.434524, 0.631426, 1.0]], ['2, k, 23', [0.105542, 0.728823, 1.0]], ['2, k, 24', [0.00331029, 0.685373, 1.0]]]
[['2, k, 0', [-0.32388, -0.209201, 1.0]], ['2, k, 1', [-0.318169, 0.092418, 1.0]], ['2, k, 2', [-0.312602, 0.385087, 1.0]], ['2, k, 3', [-0.316813, 0.526599, 1.0]], ['2, k, 4', [-0.475223, 0.329991, 1.0]], ['2, k, 5', [-0.570792, 0.495815, 1.0]], ['2, k, 6', [-0.49854, 0.623068, 1.0]], ['2, k, 7', [-0.492167, 0.638808, 1.0]], ['2, k, 8', [-0.150414, 0.31462, 1.0]], ['2, k, 9', [0.000732602, 0.471151, 1.0]], ['2, k, 10', [0.0818946, 0.657051, 1.0]], ['2, k, 11', [0.0869523, 0.689746, 1.0]], ['2, k, 12', [-0.405212, -0.204998, 1.0]], ['2, k, 13', [-0.430589, -0.630844, 1.0]], ['2, k, 14', [-0.413856, -1.01308, 1.0]], ['2, k, 15', [-0.406391, -1.06512, 1.0]], ['2, k, 16', [-0.233165, -0.20716, 1.0]], ['2, k, 17', [-0.186874, -0.623185, 1.0]], ['2, k, 18', [-0.147447, -1.01714, 1.0]], ['2, k, 19', [-0.130807, -1.06578, 1.0]], ['2, k, 20', [-0.314497, 0.313217, 1.0]], ['2, k, 21', [-0.463706, 0.66267, 1.0]], ['2, k, 22', [-0.40648, 0.644432, 1.0]], ['2, k, 23', [0.105617, 0.73397, 1.0]], ['2, k, 24', [0.00369713, 0.68724, 1.0]]]
[['2, k, 0', [-0.324554, -0.209135, 1.0]], ['2, k, 1', [-0.318378, 0.0923939, 1.0]], ['2, k, 2', [-0.312589, 0.385062, 1.0]], ['2, k, 3', [-0.316732, 0.526573, 1.0]], ['2, k, 4', [-0.474831, 0.329745, 1.0]], ['2, k, 5', [-0.570575, 0.496539, 1.0]], ['2, k, 6', [-0.498669, 0.625145, 1.0]], ['2, k, 7', [-0.49487, 0.639122, 1.0]], ['2, k, 8', [-0.150438, 0.314651, 1.0]], ['2, k, 9', [4.07321e-05, 0.472956, 1.0]], ['2, k, 10', [0.0807677, 0.659771, 1.0]], ['2, k, 11', [0.0847258, 0.691841, 1.0]], ['2, k, 12', [-0.405744, -0.204894, 1.0]], ['2, k, 13', [-0.430625, -0.630699, 1.0]], ['2, k, 14', [-0.413321, -1.01182, 1.0]], ['2, k, 15', [-0.406127, -1.08405, 1.0]], ['2, k, 16', [-0.233935, -0.207154, 1.0]], ['2, k, 17', [-0.187097, -0.622842, 1.0]], ['2, k, 18', [-0.147444, -1.01718, 1.0]], ['2, k, 19', [-0.131881, -1.06524, 1.0]], ['2, k, 20', [-0.314502, 0.313194, 1.0]], ['2, k, 21', [-0.457819, 0.667365, 1.0]], ['2, k, 22', [-0.420963, 0.647311, 1.0]], ['2, k, 23', [0.100743, 0.738797, 1.0]], ['2, k, 24', [0.00304248, 0.690189, 1.0]]]
[['2, k, 0', [-0.324697, -0.209058, 1.0]], ['2, k, 1', [-0.318481, 0.0924724, 1.0]], ['2, k, 2', [-0.312412, 0.385145, 1.0]], ['2, k, 3', [-0.316452, 0.526612, 1.0]], ['2, k, 4', [-0.474286, 0.329532, 1.0]], ['2, k, 5', [-0.569923, 0.497758, 1.0]], ['2, k, 6', [-0.498548, 0.627236, 1.0]], ['2, k, 7', [-0.495481, 0.641747, 1.0]], ['2, k, 8', [-0.150488, 0.31477, 1.0]], ['2, k, 9', [-0.000773335, 0.474236, 1.0]], ['2, k, 10', [0.0786368, 0.663398, 1.0]], ['2, k, 11', [0.0825213, 0.692697, 1.0]], ['2, k, 12', [-0.405733, -0.204808, 1.0]], ['2, k, 13', [-0.430914, -0.629917, 1.0]], ['2, k, 14', [-0.413298, -1.0119, 1.0]], ['2, k, 15', [-0.409497, -1.07645, 1.0]], ['2, k, 16', [-0.234467, -0.207146, 1.0]], ['2, k, 17', [-0.187218, -0.622662, 1.0]], ['2, k, 18', [-0.147492, -1.01731, 1.0]], ['2, k, 19', [-0.131909, -1.0659, 1.0]], ['2, k, 20', [-0.314377, 0.313268, 1.0]], ['2, k, 21', [-0.462295, 0.668121, 1.0]], ['2, k, 22', [-0.408232, 0.648364, 1.0]], ['2, k, 23', [0.105486, 0.736739, 1.0]], ['2, k, 24', [-0.00235696, 0.69209, 1.0]]]
[['2, k, 0', [-0.325115, -0.208988, 1.0]], ['2, k, 1', [-0.318625, 0.0924724, 1.0]], ['2, k, 2', [-0.312357, 0.385119, 1.0]], ['2, k, 3', [-0.316196, 0.526719, 1.0]], ['2, k, 4', [-0.473379, 0.329427, 1.0]], ['2, k, 5', [-0.567819, 0.49856, 1.0]], ['2, k, 6', [-0.498843, 0.630103, 1.0]], ['2, k, 7', [-0.498029, 0.643138, 1.0]], ['2, k, 8', [-0.15052, 0.314843, 1.0]], ['2, k, 9', [-0.00200226, 0.475597, 1.0]], ['2, k, 10', [0.0686022, 0.686022, 1.0]], ['2, k, 11', [0.0790282, 0.691912, 1.0]], ['2, k, 12', [-0.406186, -0.204562, 1.0]], ['2, k, 13', [-0.431134, -0.629322, 1.0]], ['2, k, 14', [-0.4134, -1.01176, 1.0]], ['2, k, 15', [-0.40772, -1.07534, 1.0]], ['2, k, 16', [-0.234838, -0.207221, 1.0]], ['2, k, 17', [-0.18757, -0.622615, 1.0]], ['2, k, 18', [-0.14684, -1.01776, 1.0]], ['2, k, 19', [-0.13203, -1.06639, 1.0]], ['2, k, 20', [-0.314362, 0.313245, 1.0]], ['2, k, 21', [-0.46745, 0.671598, 1.0]], ['2, k, 22', [-0.420694, 0.652365, 1.0]], ['2, k, 23', [0.107509, 0.736619, 1.0]], ['2, k, 24', [-0.00490855, 0.691686, 1.0]]]
[['2, k, 0', [-0.325369, -0.208912, 1.0]], ['2, k, 1', [-0.318684, 0.0925685, 1.0]], ['2, k, 2', [-0.312084, 0.385371, 1.0]], ['2, k, 3', [-0.31571, 0.527333, 1.0]], ['2, k, 4', [-0.471674, 0.328435, 1.0]], ['2, k, 5', [-0.566981, 0.496932, 1.0]], ['2, k, 6', [-0.499001, 0.633526, 1.0]], ['2, k, 7', [-0.498885, 0.647002, 1.0]], ['2, k, 8', [-0.150668, 0.315092, 1.0]], ['2, k, 9', [-0.00281912, 0.476147, 1.0]], ['2, k, 10', [0.0696653, 0.685593, 1.0]], ['2, k, 11', [0.0764072, 0.689588, 1.0]], ['2, k, 12', [-0.406445, -0.204453, 1.0]], ['2, k, 13', [-0.431191, -0.629077, 1.0]], ['2, k, 14', [-0.413579, -1.01227, 1.0]], ['2, k, 15', [-0.406455, -1.07338, 1.0]], ['2, k, 16', [-0.235227, -0.207132, 1.0]], ['2, k, 17', [-0.187742, -0.622396, 1.0]], ['2, k, 18', [-0.146326, -1.0172, 1.0]], ['2, k, 19', [-0.132052, -1.06643, 1.0]], ['2, k, 20', [-0.314196, 0.313435, 1.0]], ['2, k, 21', [-0.467615, 0.675647, 1.0]], ['2, k, 22', [-0.412207, 0.656978, 1.0]], ['2, k, 23', [0.103047, 0.731993, 1.0]], ['2, k, 24', [-0.00549754, 0.689535, 1.0]]]
[['2, k, 0', [-0.326121, -0.208688, 1.0]], ['2, k, 1', [-0.319081, 0.092852, 1.0]], ['2, k, 2', [-0.31206, 0.385739, 1.0]], ['2, k, 3', [-0.315638, 0.528071, 1.0]], ['2, k, 4', [-0.470873, 0.32806, 1.0]], ['2, k, 5', [-0.549928, 0.500419, 1.0]], ['2, k, 6', [-0.498294, 0.6412, 1.0]], ['2, k, 7', [-0.499526, 0.647406, 1.0]], ['2, k, 8', [-0.151091, 0.315458, 1.0]], ['2, k, 9', [-0.00453393, 0.476607, 1.0]], ['2, k, 10', [0.0654645, 0.662131, 1.0]], ['2, k, 11', [0.0741161, 0.685435, 1.0]], ['2, k, 12', [-0.407245, -0.204216, 1.0]], ['2, k, 13', [-0.431502, -0.628816, 1.0]], ['2, k, 14', [-0.41356, -1.01251, 1.0]], ['2, k, 15', [-0.405089, -1.07215, 1.0]], ['2, k, 16', [-0.235875, -0.206931, 1.0]], ['2, k, 17', [-0.188078, -0.622029, 1.0]], ['2, k, 18', [-0.146724, -1.01621, 1.0]], ['2, k, 19', [-0.132259, -1.06666, 1.0]], ['2, k, 20', [-0.314253, 0.313762, 1.0]], ['2, k, 21', [-0.482812, 0.686015, 1.0]], ['2, k, 22', [-0.429249, 0.658291, 1.0]], ['2, k, 23', [0.0965104, 0.72804, 1.0]], ['2, k, 24', [-0.00519206, 0.687976, 1.0]]]
[['2, k, 0', [-0.326767, -0.208445, 1.0]], ['2, k, 1', [-0.319332, 0.0931103, 1.0]], ['2, k, 2', [-0.311802, 0.386151, 1.0]], ['2, k, 3', [-0.316041, 0.52882, 1.0]], ['2, k, 4', [-0.469693, 0.327584, 1.0]], ['2, k, 5', [-0.54429, 0.498219, 1.0]], ['2, k, 6', [-0.497804, 0.640212, 1.0]], ['2, k, 7', [-0.498497, 0.6367, 1.0]], ['2, k, 8', [-0.15153, 0.315478, 1.0]], ['2, k, 9', [-0.00609854, 0.476364, 1.0]], ['2, k, 10', [0.0648105, 0.660012, 1.0]], ['2, k, 11', [0.0756985, 0.678391, 1.0]], ['2, k, 12', [-0.407935, -0.203882, 1.0]], ['2, k, 13', [-0.431921, -0.628121, 1.0]], ['2, k, 14', [-0.413106, -1.01167, 1.0]], ['2, k, 15', [-0.404929, -1.07098, 1.0]], ['2, k, 16', [-0.236434, -0.206778, 1.0]], ['2, k, 17', [-0.188267, -0.621863, 1.0]], ['2, k, 18', [-0.146943, -1.01579, 1.0]], ['2, k, 19', [-0.132018, -1.06628, 1.0]], ['2, k, 20', [-0.314132, 0.314118, 1.0]], ['2, k, 21', [-0.479439, 0.670893, 1.0]], ['2, k, 22', [-0.427284, 0.649902, 1.0]], ['2, k, 23', [0.096935, 0.720358, 1.0]], ['2, k, 24', [-0.00589083, 0.676703, 1.0]]]
[['2, k, 0', [-0.327369, -0.208633, 1.0]], ['2, k, 1', [-0.31961, 0.0931081, 1.0]], ['2, k, 2', [-0.311789, 0.386245, 1.0]], ['2, k, 3', [-0.316271, 0.52905, 1.0]], ['2, k, 4', [-0.468396, 0.327367, 1.0]], ['2, k, 5', [-0.541372, 0.494125, 1.0]], ['2, k, 6', [-0.494692, 0.629023, 1.0]], ['2, k, 7', [-0.494022, 0.623118, 1.0]], ['2, k, 8', [-0.151663, 0.315543, 1.0]], ['2, k, 9', [-0.00722876, 0.474932, 1.0]], ['2, k, 10', [0.0661938, 0.655405, 1.0]], ['2, k, 11', [0.0778078, 0.670808, 1.0]], ['2, k, 12', [-0.408593, -0.203941, 1.0]], ['2, k, 13', [-0.431992, -0.627618, 1.0]], ['2, k, 14', [-0.41336, -1.01211, 1.0]], ['2, k, 15', [-0.405876, -1.06899, 1.0]], ['2, k, 16', [-0.236959, -0.207132, 1.0]], ['2, k, 17', [-0.188381, -0.621772, 1.0]], ['2, k, 18', [-0.147092, -1.01554, 1.0]], ['2, k, 19', [-0.133222, -1.06706, 1.0]], ['2, k, 20', [-0.314163, 0.314188, 1.0]], ['2, k, 21', [-0.471041, 0.656687, 1.0]], ['2, k, 22', [-0.425224, 0.635031, 1.0]], ['2, k, 23', [0.103159, 0.708571, 1.0]], ['2, k, 24', [-0.00574545, 0.669011, 1.0]]]
[['2, k, 0', [-0.32757, -0.208678, 1.0]], ['2, k, 1', [-0.319708, 0.0931432, 1.0]], ['2, k, 2', [-0.31177, 0.386341, 1.0]], ['2, k, 3', [-0.316139, 0.529189, 1.0]], ['2, k, 4', [-0.467187, 0.327115, 1.0]], ['2, k, 5', [-0.540476, 0.489658, 1.0]], ['2, k, 6', [-0.492506, 0.618186, 1.0]], ['2, k, 7', [-0.490525, 0.61245, 1.0]], ['2, k, 8', [-0.151813, 0.315241, 1.0]], ['2, k, 9', [-0.00629501, 0.472372, 1.0]], ['2, k, 10', [0.0686753, 0.648932, 1.0]], ['2, k, 11', [0.0811084, 0.662436, 1.0]], ['2, k, 12', [-0.408841, -0.203973, 1.0]], ['2, k, 13', [-0.432099, -0.627422, 1.0]], ['2, k, 14', [-0.413234, -1.01182, 1.0]], ['2, k, 15', [-0.406121, -1.06909, 1.0]], ['2, k, 16', [-0.237103, -0.207193, 1.0]], ['2, k, 17', [-0.188782, -0.621167, 1.0]], ['2, k, 18', [-0.146745, -1.01527, 1.0]], ['2, k, 19', [-0.132389, -1.06631, 1.0]], ['2, k, 20', [-0.314165, 0.314257, 1.0]], ['2, k, 21', [-0.467363, 0.64374, 1.0]], ['2, k, 22', [-0.418067, 0.623108, 1.0]], ['2, k, 23', [0.105302, 0.699286, 1.0]], ['2, k, 24', [-0.0045964, 0.660625, 1.0]]]
[['2, k, 0', [-0.327749, -0.208885, 1.0]], ['2, k, 1', [-0.31975, 0.0931793, 1.0]], ['2, k, 2', [-0.311671, 0.386556, 1.0]], ['2, k, 3', [-0.31595, 0.52944, 1.0]], ['2, k, 4', [-0.46654, 0.326729, 1.0]], ['2, k, 5', [-0.538793, 0.484076, 1.0]], ['2, k, 6', [-0.491247, 0.607921, 1.0]], ['2, k, 7', [-0.488224, 0.607439, 1.0]], ['2, k, 8', [-0.151739, 0.315032, 1.0]], ['2, k, 9', [-0.00492782, 0.469712, 1.0]], ['2, k, 10', [0.0717983, 0.643212, 1.0]], ['2, k, 11', [0.0837653, 0.654924, 1.0]], ['2, k, 12', [-0.409018, -0.204072, 1.0]], ['2, k, 13', [-0.432122, -0.627266, 1.0]], ['2, k, 14', [-0.413947, -1.01317, 1.0]], ['2, k, 15', [-0.404937, -1.06732, 1.0]], ['2, k, 16', [-0.237219, -0.207532, 1.0]], ['2, k, 17', [-0.188977, -0.6213, 1.0]], ['2, k, 18', [-0.146629, -1.01524, 1.0]], ['2, k, 19', [-0.133665, -1.06632, 1.0]], ['2, k, 20', [-0.314114, 0.314382, 1.0]], ['2, k, 21', [-0.46727, 0.636533, 1.0]], ['2, k, 22', [-0.407606, 0.615655, 1.0]], ['2, k, 23', [0.108835, 0.691865, 1.0]], ['2, k, 24', [-0.000917848, 0.654669, 1.0]]]
[['2, k, 0', [-0.327776, -0.208902, 1.0]], ['2, k, 1', [-0.319795, 0.0931627, 1.0]], ['2, k, 2', [-0.311669, 0.386553, 1.0]], ['2, k, 3', [-0.315189, 0.529329, 1.0]], ['2, k, 4', [-0.466065, 0.326697, 1.0]], ['2, k, 5', [-0.537865, 0.482789, 1.0]], ['2, k, 6', [-0.4894, 0.605071, 1.0]], ['2, k, 7', [-0.487249, 0.606989, 1.0]], ['2, k, 8', [-0.145125, 0.309888, 1.0]], ['2, k, 9', [-0.00301997, 0.466215, 1.0]], ['2, k, 10', [0.0802779, 0.635189, 1.0]], ['2, k, 11', [0.0879469, 0.648061, 1.0]], ['2, k, 12', [-0.409073, -0.204051, 1.0]], ['2, k, 13', [-0.43227, -0.627455, 1.0]], ['2, k, 14', [-0.414184, -1.01592, 1.0]], ['2, k, 15', [-0.405144, -1.06757, 1.0]], ['2, k, 16', [-0.237179, -0.207594, 1.0]], ['2, k, 17', [-0.188978, -0.621457, 1.0]], ['2, k, 18', [-0.146267, -1.01703, 1.0]], ['2, k, 19', [-0.133889, -1.06835, 1.0]], ['2, k, 20', [-0.314113, 0.314378, 1.0]], ['2, k, 21', [-0.463766, 0.638589, 1.0]], ['2, k, 22', [-0.428256, 0.603738, 1.0]], ['2, k, 23', [0.114063, 0.684138, 1.0]], ['2, k, 24', [0.00486899, 0.648941, 1.0]]]
[['2, k, 0', [-0.327784, -0.208871, 1.0]], ['2, k, 1', [-0.319776, 0.0931749, 1.0]], ['2, k, 2', [-0.311305, 0.386656, 1.0]], ['2, k, 3', [-0.314309, 0.529481, 1.0]], ['2, k, 4', [-0.465657, 0.32651, 1.0]], ['2, k, 5', [-0.537479, 0.483161, 1.0]], ['2, k, 6', [-0.488588, 0.60589, 1.0]], ['2, k, 7', [-0.485512, 0.610979, 1.0]], ['2, k, 8', [-0.145948, 0.309811, 1.0]], ['2, k, 9', [-0.00179623, 0.462972, 1.0]], ['2, k, 10', [0.0825163, 0.629973, 1.0]], ['2, k, 11', [0.0930167, 0.641752, 1.0]], ['2, k, 12', [-0.409079, -0.204039, 1.0]], ['2, k, 13', [-0.432409, -0.627338, 1.0]], ['2, k, 14', [-0.414987, -1.01233, 1.0]], ['2, k, 15', [-0.405811, -1.06292, 1.0]], ['2, k, 16', [-0.237141, -0.207543, 1.0]], ['2, k, 17', [-0.189214, -0.621133, 1.0]], ['2, k, 18', [-0.147219, -1.01649, 1.0]], ['2, k, 19', [-0.132648, -1.06678, 1.0]], ['2, k, 20', [-0.313882, 0.314448, 1.0]], ['2, k, 21', [-0.461417, 0.642331, 1.0]], ['2, k, 22', [-0.421293, 0.615785, 1.0]], ['2, k, 23', [0.119757, 0.676864, 1.0]], ['2, k, 24', [0.0110463, 0.645438, 1.0]]]
[['2, k, 0', [-0.327739, -0.208825, 1.0]], ['2, k, 1', [-0.319589, 0.0932914, 1.0]], ['2, k, 2', [-0.3103, 0.3871, 1.0]], ['2, k, 3', [-0.312865, 0.529576, 1.0]], ['2, k, 4', [-0.464961, 0.326511, 1.0]], ['2, k, 5', [-0.53711, 0.483029, 1.0]], ['2, k, 6', [-0.487429, 0.606169, 1.0]], ['2, k, 7', [-0.482251, 0.616271, 1.0]], ['2, k, 8', [-0.146324, 0.309778, 1.0]], ['2, k, 9', [-0.000793369, 0.459238, 1.0]], ['2, k, 10', [0.0840817, 0.624481, 1.0]], ['2, k, 11', [0.0968562, 0.635583, 1.0]], ['2, k, 12', [-0.409081, -0.203997, 1.0]], ['2, k, 13', [-0.432542, -0.627303, 1.0]], ['2, k, 14', [-0.414968, -1.0122, 1.0]], ['2, k, 15', [-0.404755, -1.06204, 1.0]], ['2, k, 16', [-0.237026, -0.207491, 1.0]], ['2, k, 17', [-0.189335, -0.619384, 1.0]], ['2, k, 18', [-0.147397, -1.0144, 1.0]], ['2, k, 19', [-0.131847, -1.06566, 1.0]], ['2, k, 20', [-0.31311, 0.314801, 1.0]], ['2, k, 21', [-0.456765, 0.648063, 1.0]], ['2, k, 22', [-0.42529, 0.61116, 1.0]], ['2, k, 23', [0.125653, 0.66891, 1.0]], ['2, k, 24', [0.0111954, 0.641636, 1.0]]]
[['2, k, 0', [-0.32778, -0.208748, 1.0]], ['2, k, 1', [-0.319555, 0.0933349, 1.0]], ['2, k, 2', [-0.309881, 0.387348, 1.0]], ['2, k, 3', [-0.311762, 0.529692, 1.0]], ['2, k, 4', [-0.464792, 0.326911, 1.0]], ['2, k, 5', [-0.536835, 0.484443, 1.0]], ['2, k, 6', [-0.484349, 0.608779, 1.0]], ['2, k, 7', [-0.478532, 0.62277, 1.0]], ['2, k, 8', [-0.146689, 0.309665, 1.0]], ['2, k, 9', [-0.000291854, 0.452922, 1.0]], ['2, k, 10', [0.089251, 0.614229, 1.0]], ['2, k, 11', [0.103195, 0.631068, 1.0]], ['2, k, 12', [-0.409083, -0.203773, 1.0]], ['2, k, 13', [-0.432639, -0.627253, 1.0]], ['2, k, 14', [-0.415089, -1.01121, 1.0]], ['2, k, 15', [-0.407688, -1.06323, 1.0]], ['2, k, 16', [-0.237076, -0.207566, 1.0]], ['2, k, 17', [-0.189604, -0.619283, 1.0]], ['2, k, 18', [-0.147451, -1.01425, 1.0]], ['2, k, 19', [-0.131444, -1.06467, 1.0]], ['2, k, 20', [-0.312798, 0.314996, 1.0]], ['2, k, 21', [-0.452952, 0.654371, 1.0]], ['2, k, 22', [-0.405875, 0.628901, 1.0]], ['2, k, 23', [0.128943, 0.665011, 1.0]], ['2, k, 24', [0.0167644, 0.640462, 1.0]]]
