[['2, k, 0', [0.03689994, -0.5565274, 1.0]], ['2, k, 1', [0.05040245, -0.2086812, 1.0]], ['2, k, 2', [0.06659002, 0.1317228, 1.0]], ['2, k, 3', [0.03694735, 0.2602053, 1.0]], ['2, k, 4', [-0.09762368, 0.07443515, 1.0]], ['2, k, 5', [-0.127437, -0.101202, 1.0]], ['2, k, 6', [-0.006877687, -0.1635006, 1.0]], ['2, k, 7', [0.04535663, -0.1977239, 1.0]], ['2, k, 8', [0.2343939, 0.09244376, 1.0]], ['2, k, 9', [0.2758311, -0.0565336, 1.0]], ['2, k, 10', [0.1754708, -0.1383324, 1.0]], ['2, k, 11', [0.1315035, -0.1737155, 1.0]], ['2, k, 12', [-0.07240469, -0.5458193, 1.0]], ['2, k, 13', [-0.150636, -0.2762837, 1.0]], ['2, k, 14', [-0.1194442, -0.6245633, 1.0]], ['2, k, 15', [-0.1183708, -0.6710213, 1.0]], ['2, k, 16', [0.1448232, -0.5468924, 1.0]], ['2, k, 17', [0.21037, -0.267552, 1.0]], ['2, k, 18', [0.1054128, -0.6138802, 1.0]], ['2, k, 19', [0.09413502, -0.6789073, 1.0]], ['2, k, 20', [0.06209975, 0.04751132, 1.0]], ['2, k, 21', [0.03347363, -0.2280863, 1.0]], ['2, k, 22', [0.09830151, -0.175982, 1.0]], ['2, k, 23', [0.07050096, -0.1992231, 1.0]], ['2, k, 24', [0.09308454, -0.1565212, 1.0]]]
[['2, k, 0', [0.0312315, -0.6183923, 1.0]], ['2, k, 1', [0.03301188, -0.2464889, 1.0]], ['2, k, 2', [0.03666216, 0.1071011, 1.0]], ['2, k, 3', [0.01577421, 0.2532938, 1.0]], ['2, k, 4', [-0.097295, 0.07908048, 1.0]], ['2, k, 5', [-0.1318519, -0.1127934, 1.0]], ['2, k, 6', [-0.05249499, -0.003404101, 1.0]], ['2, k, 7', [-0.03576471, 0.04813206, 1.0]], ['2, k, 8', [0.2122189, 0.157378, 1.0]], ['2, k, 9', [0.2433863, 0.0709248, 1.0]], ['2, k, 10', [0.1149964, 0.1081882, 1.0]], ['2, k, 11', [0.05570922, 0.1401224, 1.0]], ['2, k, 12', [-0.08666404, -0.6088697, 1.0]], ['2, k, 13', [-0.1494596, -0.291348, 1.0]], ['2, k, 14', [-0.1199459, -0.6287303, 1.0]], ['2, k, 15', [-0.1157895, -0.6593361, 1.0]], ['2, k, 16', [0.1474265, -0.6061739, 1.0]], ['2, k, 17', [0.2094762, -0.2800159, 1.0]], ['2, k, 18', [0.1052567, -0.6136521, 1.0]], ['2, k, 19', [0.1112672, -0.658855, 1.0]], ['2, k, 20', [0.03588764, 0.02014409, 1.0]], ['2, k, 21', [0.008087528, 0.07976487, 1.0]], ['2, k, 22', [-0.02799994, 0.01531208, 1.0]], ['2, k, 23', [0.04234067, 0.1624446, 1.0]], ['2, k, 24', [0.0585653, 0.09078806, 1.0]]]
[['2, k, 0', [0.0317263, -0.6193415, 1.0]], ['2, k, 1', [0.03434008, -0.2496881, 1.0]], ['2, k, 2', [0.03816795, 0.1039881, 1.0]], ['2, k, 3', [0.01557238, 0.2499838, 1.0]], ['2, k, 4', [-0.09667542, 0.07390461, 1.0]], ['2, k, 5', [-0.1329251, -0.1172198, 1.0]], ['2, k, 6', [-0.05615041, -0.006595945, 1.0]], ['2, k, 7', [-0.03902725, 0.0475128, 1.0]], ['2, k, 8', [0.2129922, 0.1583068, 1.0]], ['2, k, 9', [0.240564, 0.07562883, 1.0]], ['2, k, 10', [0.1016034, 0.1308137, 1.0]], ['2, k, 11', [0.05515564, 0.14709, 1.0]], ['2, k, 12', [-0.08436239, -0.6099299, 1.0]], ['2, k, 13', [-0.1494254, -0.291348, 1.0]], ['2, k, 14', [-0.1199195, -0.6287293, 1.0]], ['2, k, 15', [-0.1102469, -0.6738629, 1.0]], ['2, k, 16', [0.1464622, -0.6069888, 1.0]], ['2, k, 17', [0.2094836, -0.2784025, 1.0]], ['2, k, 18', [0.1055858, -0.6134715, 1.0]], ['2, k, 19', [0.108441, -0.7042091, 1.0]], ['2, k, 20', [0.03729228, 0.01705683, 1.0]], ['2, k, 21', [0.007934144, 0.07844898, 1.0]], ['2, k, 22', [-0.02789025, 0.02336052, 1.0]], ['2, k, 23', [0.03854214, 0.1680972, 1.0]], ['2, k, 24', [0.05922376, 0.09229179, 1.0]]]
[['2, k, 0', [0.022823, -0.6302233, 1.0]], ['2, k, 1', [0.03654368, -0.2648976, 1.0]], ['2, k, 2', [0.05481043, 0.08253805, 1.0]], ['2, k, 3', [0.02074739, 0.2263805, 1.0]], ['2, k, 4', [-0.09714119, 0.06755452, 1.0]], ['2, k, 5', [-0.1343444, -0.1219932, 1.0]], ['2, k, 6', [-0.0565686, -0.006852656, 1.0]], ['2, k, 7', [-0.04148115, 0.04984822, 1.0]], ['2, k, 8', [0.2202349, 0.07512805, 1.0]], ['2, k, 9', [0.2361736, 0.07291741, 1.0]], ['2, k, 10', [0.09570361, 0.1213585, 1.0]], ['2, k, 11', [0.05379574, 0.1519219, 1.0]], ['2, k, 12', [-0.09156768, -0.6153812, 1.0]], ['2, k, 13', [-0.1493879, -0.2913588, 1.0]], ['2, k, 14', [-0.1199319, -0.6286731, 1.0]], ['2, k, 15', [-0.1039605, -0.6740537, 1.0]], ['2, k, 16', [0.1356359, -0.6255248, 1.0]], ['2, k, 17', [0.209526, -0.2773048, 1.0]], ['2, k, 18', [0.1054488, -0.6139812, 1.0]], ['2, k, 19', [0.1167747, -0.659682, 1.0]], ['2, k, 20', [0.04947125, -0.002562031, 1.0]], ['2, k, 21', [-0.002354454, 0.08361164, 1.0]], ['2, k, 22', [-0.01955292, 0.03535622, 1.0]], ['2, k, 23', [0.0382144, 0.1811812, 1.0]], ['2, k, 24', [0.03745727, 0.1200036, 1.0]]]
[['2, k, 0', [0.01464168, -0.6338308, 1.0]], ['2, k, 1', [0.03606563, -0.2687445, 1.0]], ['2, k, 2', [0.05648492, 0.07966685, 1.0]], ['2, k, 3', [0.02033886, 0.2227022, 1.0]], ['2, k, 4', [-0.09765597, 0.06625798, 1.0]], ['2, k, 5', [-0.1347477, -0.1231593, 1.0]], ['2, k, 6', [-0.05536561, -0.006004747, 1.0]], ['2, k, 7', [-0.04375073, 0.0512023, 1.0]], ['2, k, 8', [0.2280769, 0.008851584, 1.0]], ['2, k, 9', [0.2362552, 0.06993327, 1.0]], ['2, k, 10', [0.09524627, 0.1268536, 1.0]], ['2, k, 11', [0.05311393, 0.1568832, 1.0]], ['2, k, 12', [-0.1021536, -0.6123451, 1.0]], ['2, k, 13', [-0.1493785, -0.291069, 1.0]], ['2, k, 14', [-0.120072, -0.6287799, 1.0]], ['2, k, 15', [-0.1156006, -0.6665039, 1.0]], ['2, k, 16', [0.1289477, -0.6321853, 1.0]], ['2, k, 17', [0.2099072, -0.2757552, 1.0]], ['2, k, 18', [0.104764, -0.6138486, 1.0]], ['2, k, 19', [0.1166382, -0.7089844, 1.0]], ['2, k, 20', [0.05084024, -0.005625241, 1.0]], ['2, k, 21', [-0.00555206, 0.08529907, 1.0]], ['2, k, 22', [-0.01199092, 0.04721686, 1.0]], ['2, k, 23', [0.03750085, 0.1884234, 1.0]], ['2, k, 24', [0.06559512, 0.1073856, 1.0]]]
[['2, k, 0', [0.01016981, -0.6360281, 1.0]], ['2, k, 1', [0.03649258, -0.2729448, 1.0]], ['2, k, 2', [0.06113105, 0.07482095, 1.0]], ['2, k, 3', [0.0216785, 0.2170721, 1.0]], ['2, k, 4', [-0.09784635, 0.06364743, 1.0]], ['2, k, 5', [-0.135607, -0.1251746, 1.0]], ['2, k, 6', [-0.05692026, -0.006640029, 1.0]], ['2, k, 7', [-0.04622653, 0.05091076, 1.0]], ['2, k, 8', [0.2280982, 0.008840851, 1.0]], ['2, k, 9', [0.2342772, 0.07194256, 1.0]], ['2, k, 10', [0.09662173, 0.09887896, 1.0]], ['2, k, 11', [0.05113134, 0.1579884, 1.0]], ['2, k, 12', [-0.1052831, -0.6122156, 1.0]], ['2, k, 13', [-0.1493934, -0.2910342, 1.0]], ['2, k, 14', [-0.120122, -0.6288075, 1.0]], ['2, k, 15', [-0.1242578, -0.7019671, 1.0]], ['2, k, 16', [0.1246606, -0.6363143, 1.0]], ['2, k, 17', [0.209741, -0.2762247, 1.0]], ['2, k, 18', [0.1050913, -0.6140223, 1.0]], ['2, k, 19', [0.1230371, -0.6602775, 1.0]], ['2, k, 20', [0.05449148, -0.01033129, 1.0]], ['2, k, 21', [-0.006949352, 0.08390227, 1.0]], ['2, k, 22', [-0.02424697, 0.03356836, 1.0]], ['2, k, 23', [0.03568125, 0.1960143, 1.0]], ['2, k, 24', [0.06157862, 0.1111774, 1.0]]]
[['2, k, 0', [0.009526656, -0.6399266, 1.0]], ['2, k, 1', [0.03773321, -0.276917, 1.0]], ['2, k, 2', [0.06428939, 0.07234085, 1.0]], ['2, k, 3', [0.02271309, 0.2139407, 1.0]], ['2, k, 4', [-0.09673318, 0.03578921, 1.0]], ['2, k, 5', [-0.1418629, -0.1450629, 1.0]], ['2, k, 6', [-0.06552141, -0.02220246, 1.0]], ['2, k, 7', [-0.05277913, 0.04533273, 1.0]], ['2, k, 8', [0.2281095, 0.008964214, 1.0]], ['2, k, 9', [0.2338118, 0.07331406, 1.0]], ['2, k, 10', [0.09324112, 0.1271587, 1.0]], ['2, k, 11', [0.04867994, 0.1652446, 1.0]], ['2, k, 12', [-0.1063436, -0.6175652, 1.0]], ['2, k, 13', [-0.1493427, -0.2910556, 1.0]], ['2, k, 14', [-0.1200893, -0.6288322, 1.0]], ['2, k, 15', [-0.125729, -0.6972648, 1.0]], ['2, k, 16', [0.1244164, -0.6408793, 1.0]], ['2, k, 17', [0.2097611, -0.2756974, 1.0]], ['2, k, 18', [0.1054842, -0.6143733, 1.0]], ['2, k, 19', [0.1135254, -0.6762695, 1.0]], ['2, k, 20', [0.0573681, -0.01332653, 1.0]], ['2, k, 21', [-0.01954058, 0.07405658, 1.0]], ['2, k, 22', [-0.03969961, 0.01484806, 1.0]], ['2, k, 23', [0.03144772, 0.2012753, 1.0]], ['2, k, 24', [0.02958237, 0.1368884, 1.0]]]
[['2, k, 0', [0.009866725, -0.641503, 1.0]], ['2, k, 1', [0.03829123, -0.2785678, 1.0]], ['2, k, 2', [0.06487866, 0.07167767, 1.0]], ['2, k, 3', [0.02266719, 0.2131048, 1.0]], ['2, k, 4', [-0.09606606, 0.03457214, 1.0]], ['2, k, 5', [-0.1421353, -0.1441956, 1.0]], ['2, k, 6', [-0.06903302, -0.01514182, 1.0]], ['2, k, 7', [-0.05391032, 0.04778083, 1.0]], ['2, k, 8', [0.2284162, 0.009181054, 1.0]], ['2, k, 9', [0.2325083, 0.07508022, 1.0]], ['2, k, 10', [0.09238111, 0.1293983, 1.0]], ['2, k, 11', [0.04700517, 0.1705798, 1.0]], ['2, k, 12', [-0.1059772, -0.619577, 1.0]], ['2, k, 13', [-0.1492606, -0.2909887, 1.0]], ['2, k, 14', [-0.1200659, -0.6289323, 1.0]], ['2, k, 15', [-0.09883034, -0.6751087, 1.0]], ['2, k, 16', [0.1249043, -0.6421807, 1.0]], ['2, k, 17', [0.2097877, -0.2755819, 1.0]], ['2, k, 18', [0.1056655, -0.6143545, 1.0]], ['2, k, 19', [0.1222488, -0.6608453, 1.0]], ['2, k, 20', [0.05805999, -0.01429099, 1.0]], ['2, k, 21', [-0.02295549, 0.0755881, 1.0]], ['2, k, 22', [-0.02034153, 0.04646654, 1.0]], ['2, k, 23', [0.0283892, 0.2051225, 1.0]], ['2, k, 24', [0.05051778, 0.1226655, 1.0]]]
[['2, k, 0', [0.01002875, -0.6426293, 1.0]], ['2, k, 1', [0.03873033, -0.2797337, 1.0]], ['2, k, 2', [0.06556519, 0.0711065, 1.0]], ['2, k, 3', [0.02281214, 0.2124312, 1.0]], ['2, k, 4', [-0.092219, 0.02913011, 1.0]], ['2, k, 5', [-0.1456037, -0.1452666, 1.0]], ['2, k, 6', [-0.0713282, -0.01665376, 1.0]], ['2, k, 7', [-0.05597735, 0.04681021, 1.0]], ['2, k, 8', [0.2280662, 0.01008441, 1.0]], ['2, k, 9', [0.2312399, 0.07719633, 1.0]], ['2, k, 10', [0.09015912, 0.1334416, 1.0]], ['2, k, 11', [0.04497268, 0.1751392, 1.0]], ['2, k, 12', [-0.1054253, -0.6240177, 1.0]], ['2, k, 13', [-0.1491791, -0.2908926, 1.0]], ['2, k, 14', [-0.1200693, -0.6289378, 1.0]], ['2, k, 15', [-0.1072895, -0.7029238, 1.0]], ['2, k, 16', [0.1252775, -0.6430566, 1.0]], ['2, k, 17', [0.209929, -0.274236, 1.0]], ['2, k, 18', [0.08862868, -0.6266318, 1.0]], ['2, k, 19', [0.1266482, -0.6638473, 1.0]], ['2, k, 20', [0.05876473, -0.01506667, 1.0]], ['2, k, 21', [-0.02551631, 0.0744548, 1.0]], ['2, k, 22', [-0.02867454, 0.03923002, 1.0]], ['2, k, 23', [0.02760945, 0.2143138, 1.0]], ['2, k, 24', [0.05521292, 0.1291697, 1.0]]]
[['2, k, 0', [0.01131588, -0.6441534, 1.0]], ['2, k, 1', [0.03942272, -0.2806846, 1.0]], ['2, k, 2', [0.06580824, 0.07091732, 1.0]], ['2, k, 3', [0.02228543, 0.2119405, 1.0]], ['2, k, 4', [-0.09163312, 0.02840464, 1.0]], ['2, k, 5', [-0.1457449, -0.1452805, 1.0]], ['2, k, 6', [-0.07179931, -0.01657544, 1.0]], ['2, k, 7', [-0.05877162, 0.04836406, 1.0]], ['2, k, 8', [0.2281316, 0.01018974, 1.0]], ['2, k, 9', [0.2307229, 0.07971687, 1.0]], ['2, k, 10', [0.09059924, 0.1386042, 1.0]], ['2, k, 11', [0.04308372, 0.1791437, 1.0]], ['2, k, 12', [-0.1046076, -0.6251268, 1.0]], ['2, k, 13', [-0.1491712, -0.2909071, 1.0]], ['2, k, 14', [-0.1200997, -0.6289136, 1.0]], ['2, k, 15', [-0.1192564, -0.698586, 1.0]], ['2, k, 16', [0.1269149, -0.6439514, 1.0]], ['2, k, 17', [0.2099932, -0.2738488, 1.0]], ['2, k, 18', [0.09596184, -0.6273319, 1.0]], ['2, k, 19', [0.1220687, -0.7369745, 1.0]], ['2, k, 20', [0.0591442, -0.01543626, 1.0]], ['2, k, 21', [-0.03151326, 0.07608916, 1.0]], ['2, k, 22', [-0.02761633, 0.04300519, 1.0]], ['2, k, 23', [0.02500167, 0.2189642, 1.0]], ['2, k, 24', [0.02181303, 0.1505158, 1.0]]]
[['2, k, 0', [0.013017, -0.6444814, 1.0]], ['2, k, 1', [0.0404079, -0.2809247, 1.0]], ['2, k, 2', [0.06647345, 0.07093915, 1.0]], ['2, k, 3', [0.02230441, 0.211804, 1.0]], ['2, k, 4', [-0.09256676, 0.01559809, 1.0]], ['2, k, 5', [-0.1494851, -0.1564234, 1.0]], ['2, k, 6', [-0.07505012, -0.02371553, 1.0]], ['2, k, 7', [-0.06088061, 0.04633529, 1.0]], ['2, k, 8', [0.2282785, 0.01063582, 1.0]], ['2, k, 9', [0.2287749, 0.08282321, 1.0]], ['2, k, 10', [0.08874486, 0.1431264, 1.0]], ['2, k, 11', [0.04040175, 0.1857349, 1.0]], ['2, k, 12', [-0.1025985, -0.625502, 1.0]], ['2, k, 13', [-0.148944, -0.2907134, 1.0]], ['2, k, 14', [-0.1201258, -0.6289581, 1.0]], ['2, k, 15', [-0.1228879, -0.7004973, 1.0]], ['2, k, 16', [0.1284514, -0.6436357, 1.0]], ['2, k, 17', [0.2099538, -0.2737731, 1.0]], ['2, k, 18', [0.1055674, -0.6188921, 1.0]], ['2, k, 19', [0.1147461, -0.7119141, 1.0]], ['2, k, 20', [0.05992791, -0.01550554, 1.0]], ['2, k, 21', [-0.03422614, 0.07271408, 1.0]], ['2, k, 22', [-0.0311812, 0.04208328, 1.0]], ['2, k, 23', [0.02327846, 0.2277265, 1.0]], ['2, k, 24', [0.05375452, 0.139245, 1.0]]]
[['2, k, 0', [0.01435029, -0.6449432, 1.0]], ['2, k, 1', [0.04105112, -0.2811493, 1.0]], ['2, k, 2', [0.06693882, 0.07097047, 1.0]], ['2, k, 3', [0.02234052, 0.2117271, 1.0]], ['2, k, 4', [-0.09302404, 0.01848053, 1.0]], ['2, k, 5', [-0.1499627, -0.1525594, 1.0]], ['2, k, 6', [-0.0762942, -0.02083105, 1.0]], ['2, k, 7', [-0.06317998, 0.04615809, 1.0]], ['2, k, 8', [0.2282538, 0.01074768, 1.0]], ['2, k, 9', [0.2281909, 0.08382673, 1.0]], ['2, k, 10', [0.08790919, 0.1455477, 1.0]], ['2, k, 11', [0.03817856, 0.189216, 1.0]], ['2, k, 12', [-0.100326, -0.6266826, 1.0]], ['2, k, 13', [-0.1488867, -0.290756, 1.0]], ['2, k, 14', [-0.1200399, -0.628974, 1.0]], ['2, k, 15', [-0.1236943, -0.7002011, 1.0]], ['2, k, 16', [0.1294222, -0.6434842, 1.0]], ['2, k, 17', [0.2072369, -0.2873558, 1.0]], ['2, k, 18', [0.08002581, -0.6330307, 1.0]], ['2, k, 19', [0.1154968, -0.7398916, 1.0]], ['2, k, 20', [0.06043309, -0.01555868, 1.0]], ['2, k, 21', [-0.03660817, 0.07134198, 1.0]], ['2, k, 22', [-0.02891828, 0.04847315, 1.0]], ['2, k, 23', [0.02135067, 0.2329419, 1.0]], ['2, k, 24', [0.04790621, 0.1429424, 1.0]]]
[['2, k, 0', [0.0131548, -0.645915, 1.0]], ['2, k, 1', [0.04100648, -0.2812483, 1.0]], ['2, k, 2', [0.06731045, 0.07127586, 1.0]], ['2, k, 3', [0.02112841, 0.2107538, 1.0]], ['2, k, 4', [-0.09257738, 0.01532649, 1.0]], ['2, k, 5', [-0.1515641, -0.156817, 1.0]], ['2, k, 6', [-0.07743367, -0.02192607, 1.0]], ['2, k, 7', [-0.06436798, 0.04867074, 1.0]], ['2, k, 8', [0.2280794, 0.01212714, 1.0]], ['2, k, 9', [0.2294699, 0.08518685, 1.0]], ['2, k, 10', [0.0899669, 0.1511672, 1.0]], ['2, k, 11', [0.03682993, 0.1911326, 1.0]], ['2, k, 12', [-0.1027479, -0.6287951, 1.0]], ['2, k, 13', [-0.1488669, -0.2904788, 1.0]], ['2, k, 14', [-0.1202793, -0.628799, 1.0]], ['2, k, 15', [-0.1237049, -0.6908576, 1.0]], ['2, k, 16', [0.1289889, -0.6435141, 1.0]], ['2, k, 17', [0.2072406, -0.287355, 1.0]], ['2, k, 18', [0.1108505, -0.6121391, 1.0]], ['2, k, 19', [0.125412, -0.6585362, 1.0]], ['2, k, 20', [0.06061165, -0.01546267, 1.0]], ['2, k, 21', [-0.03418967, 0.07524533, 1.0]], ['2, k, 22', [-0.03215136, 0.04801215, 1.0]], ['2, k, 23', [0.0188261, 0.2350058, 1.0]], ['2, k, 24', [0.04584899, 0.1444958, 1.0]]]
[['2, k, 0', [0.01312405, -0.6458906, 1.0]], ['2, k, 1', [0.04100901, -0.281231, 1.0]], ['2, k, 2', [0.06745905, 0.0716496, 1.0]], ['2, k, 3', [0.0209626, 0.2110859, 1.0]], ['2, k, 4', [-0.09248093, 0.01699026, 1.0]], ['2, k, 5', [-0.1496061, -0.1570069, 1.0]], ['2, k, 6', [-0.07645452, -0.02066976, 1.0]], ['2, k, 7', [-0.06474707, 0.04884967, 1.0]], ['2, k, 8', [0.228204, 0.01225614, 1.0]], ['2, k, 9', [0.2296913, 0.08632588, 1.0]], ['2, k, 10', [0.08928854, 0.1514004, 1.0]], ['2, k, 11', [0.03464109, 0.1931539, 1.0]], ['2, k, 12', [-0.1027675, -0.628631, 1.0]], ['2, k, 13', [-0.1487813, -0.290293, 1.0]], ['2, k, 14', [-0.1203127, -0.6288101, 1.0]], ['2, k, 15', [-0.1131969, -0.6930317, 1.0]], ['2, k, 16', [0.1288322, -0.6432959, 1.0]], ['2, k, 17', [0.2071402, -0.2877541, 1.0]], ['2, k, 18', [0.07919896, -0.6325939, 1.0]], ['2, k, 19', [0.1109214, -0.7345927, 1.0]], ['2, k, 20', [0.06073468, -0.01522611, 1.0]], ['2, k, 21', [-0.03661904, 0.07614689, 1.0]], ['2, k, 22', [-0.03513379, 0.04712191, 1.0]], ['2, k, 23', [0.01744272, 0.2365719, 1.0]], ['2, k, 24', [0.0445215, 0.1459112, 1.0]]]
[['2, k, 0', [0.01467635, -0.6208849, 1.0]], ['2, k, 1', [0.04232759, -0.2677324, 1.0]], ['2, k, 2', [0.06760767, 0.07200184, 1.0]], ['2, k, 3', [0.02091308, 0.2113777, 1.0]], ['2, k, 4', [-0.09142023, 0.01195698, 1.0]], ['2, k, 5', [-0.1465358, -0.1612912, 1.0]], ['2, k, 6', [-0.07624405, -0.02323915, 1.0]], ['2, k, 7', [-0.06696433, 0.04747295, 1.0]], ['2, k, 8', [0.2278661, 0.01374409, 1.0]], ['2, k, 9', [0.2294295, 0.08749975, 1.0]], ['2, k, 10', [0.08844534, 0.1518976, 1.0]], ['2, k, 11', [0.03302581, 0.1952906, 1.0]], ['2, k, 12', [-0.1020187, -0.6067396, 1.0]], ['2, k, 13', [-0.148683, -0.2899455, 1.0]], ['2, k, 14', [-0.1202724, -0.6288059, 1.0]], ['2, k, 15', [-0.1175659, -0.6911365, 1.0]], ['2, k, 16', [0.130872, -0.6125546, 1.0]], ['2, k, 17', [0.2072317, -0.2874979, 1.0]], ['2, k, 18', [0.1049494, -0.6167335, 1.0]], ['2, k, 19', [0.1184536, -0.6719258, 1.0]], ['2, k, 20', [0.06126466, -0.01333006, 1.0]], ['2, k, 21', [-0.04236321, 0.07354613, 1.0]], ['2, k, 22', [-0.03629986, 0.04741669, 1.0]], ['2, k, 23', [0.016897, 0.2399114, 1.0]], ['2, k, 24', [0.0441212, 0.1486525, 1.0]]]
[['2, k, 0', [0.012208, -0.6480508, 1.0]], ['2, k, 1', [0.04171085, -0.2796488, 1.0]], ['2, k, 2', [0.06783772, 0.07229227, 1.0]], ['2, k, 3', [0.02096053, 0.2116662, 1.0]], ['2, k, 4', [-0.08944211, 0.002043816, 1.0]], ['2, k, 5', [-0.150978, -0.1688515, 1.0]], ['2, k, 6', [-0.08007344, -0.02831556, 1.0]], ['2, k, 7', [-0.06808433, 0.04440146, 1.0]], ['2, k, 8', [0.2278779, 0.01407796, 1.0]], ['2, k, 9', [0.2291106, 0.08835034, 1.0]], ['2, k, 10', [0.08136195, 0.1549026, 1.0]], ['2, k, 11', [0.03211336, 0.1952331, 1.0]], ['2, k, 12', [-0.1044804, -0.6324264, 1.0]], ['2, k, 13', [-0.1486599, -0.2899328, 1.0]], ['2, k, 14', [-0.1204024, -0.6287096, 1.0]], ['2, k, 15', [-0.1183114, -0.6941371, 1.0]], ['2, k, 16', [0.1284889, -0.6412026, 1.0]], ['2, k, 17', [0.208239, -0.2808897, 1.0]], ['2, k, 18', [0.1046751, -0.6155992, 1.0]], ['2, k, 19', [0.1049194, -0.7050781, 1.0]], ['2, k, 20', [0.06131806, -0.01332063, 1.0]], ['2, k, 21', [-0.03966457, 0.07064936, 1.0]], ['2, k, 22', [-0.03879263, 0.04412264, 1.0]], ['2, k, 23', [0.01547867, 0.2413447, 1.0]], ['2, k, 24', [0.04326065, 0.1493882, 1.0]]]
[['2, k, 0', [0.01214818, -0.6480649, 1.0]], ['2, k, 1', [0.04129947, -0.2799869, 1.0]], ['2, k, 2', [0.06760141, 0.07249634, 1.0]], ['2, k, 3', [0.02068452, 0.2119194, 1.0]], ['2, k, 4', [-0.08928686, 0.0004253087, 1.0]], ['2, k, 5', [-0.1407129, -0.1834183, 1.0]], ['2, k, 6', [-0.07371989, -0.03127399, 1.0]], ['2, k, 7', [-0.06691737, 0.04717781, 1.0]], ['2, k, 8', [0.2279211, 0.01431088, 1.0]], ['2, k, 9', [0.2286432, 0.08896749, 1.0]], ['2, k, 10', [0.0826946, 0.1579891, 1.0]], ['2, k, 11', [0.02997164, 0.1940946, 1.0]], ['2, k, 12', [-0.1045039, -0.6324181, 1.0]], ['2, k, 13', [-0.1488203, -0.289626, 1.0]], ['2, k, 14', [-0.1204172, -0.6288561, 1.0]], ['2, k, 15', [-0.1184747, -0.6665979, 1.0]], ['2, k, 16', [0.1283606, -0.6412778, 1.0]], ['2, k, 17', [0.2081456, -0.2796531, 1.0]], ['2, k, 18', [0.1050588, -0.6144902, 1.0]], ['2, k, 19', [0.1125998, -0.7280635, 1.0]], ['2, k, 20', [0.0612154, -0.01333267, 1.0]], ['2, k, 21', [-0.03714755, 0.076415, 1.0]], ['2, k, 22', [-0.05179762, 0.02179733, 1.0]], ['2, k, 23', [0.01463102, 0.2407528, 1.0]], ['2, k, 24', [0.04281699, 0.1453187, 1.0]]]
[['2, k, 0', [0.01214724, -0.6480981, 1.0]], ['2, k, 1', [0.04132301, -0.280239, 1.0]], ['2, k, 2', [0.06780492, 0.07269134, 1.0]], ['2, k, 3', [0.02097127, 0.2120931, 1.0]], ['2, k, 4', [-0.08926602, -0.0005616928, 1.0]], ['2, k, 5', [-0.1412127, -0.1863761, 1.0]], ['2, k, 6', [-0.07380958, -0.03152439, 1.0]], ['2, k, 7', [-0.06667149, 0.04857926, 1.0]], ['2, k, 8', [0.2279446, 0.01431635, 1.0]], ['2, k, 9', [0.2267667, 0.09048301, 1.0]], ['2, k, 10', [0.08663439, 0.1575779, 1.0]], ['2, k, 11', [0.02970902, 0.1920918, 1.0]], ['2, k, 12', [-0.1045107, -0.6324322, 1.0]], ['2, k, 13', [-0.1488644, -0.289755, 1.0]], ['2, k, 14', [-0.1204046, -0.628851, 1.0]], ['2, k, 15', [-0.1243744, -0.6932079, 1.0]], ['2, k, 16', [0.1283637, -0.641319, 1.0]], ['2, k, 17', [0.2082077, -0.2804188, 1.0]], ['2, k, 18', [0.1045742, -0.6142393, 1.0]], ['2, k, 19', [0.1166062, -0.6609948, 1.0]], ['2, k, 20', [0.06126804, -0.01333485, 1.0]], ['2, k, 21', [-0.03405602, 0.07776695, 1.0]], ['2, k, 22', [-0.03637048, 0.04644477, 1.0]], ['2, k, 23', [0.01427671, 0.2390195, 1.0]], ['2, k, 24', [0.04014339, 0.1434922, 1.0]]]
[['2, k, 0', [0.01213941, -0.6481537, 1.0]], ['2, k, 1', [0.04133562, -0.2805323, 1.0]], ['2, k, 2', [0.06793765, 0.07274825, 1.0]], ['2, k, 3', [0.01634569, 0.209671, 1.0]], ['2, k, 4', [-0.08891439, -0.002656439, 1.0]], ['2, k, 5', [-0.1484436, -0.1759887, 1.0]], ['2, k, 6', [-0.08003985, -0.03148952, 1.0]], ['2, k, 7', [-0.06930293, 0.04353794, 1.0]], ['2, k, 8', [0.2279481, 0.01430795, 1.0]], ['2, k, 9', [0.2264762, 0.09074183, 1.0]], ['2, k, 10', [0.08598538, 0.1568637, 1.0]], ['2, k, 11', [0.02883506, 0.1918413, 1.0]], ['2, k, 12', [-0.1045405, -0.6326557, 1.0]], ['2, k, 13', [-0.1489961, -0.2895415, 1.0]], ['2, k, 14', [-0.1204623, -0.6287994, 1.0]], ['2, k, 15', [-0.1245658, -0.693177, 1.0]], ['2, k, 16', [0.1283547, -0.6414061, 1.0]], ['2, k, 17', [0.2083732, -0.2784014, 1.0]], ['2, k, 18', [0.1045509, -0.6141741, 1.0]], ['2, k, 19', [0.1232477, -0.7267787, 1.0]], ['2, k, 20', [0.06132513, -0.01337084, 1.0]], ['2, k, 21', [-0.04186338, 0.06834305, 1.0]], ['2, k, 22', [-0.03724602, 0.0452572, 1.0]], ['2, k, 23', [0.01339447, 0.2389234, 1.0]], ['2, k, 24', [0.04311356, 0.1438745, 1.0]]]
