[['2, k, 0', [0.1786002, -0.003959851, 1.0]], ['2, k, 1', [0.1883835, 0.3053679, 1.0]], ['2, k, 2', [0.1977158, 0.6040104, 1.0]], ['2, k, 3', [0.208048, 0.7446001, 1.0]], ['2, k, 4', [0.01594483, 0.4989113, 1.0]], ['2, k, 5', [-0.03344714, 0.2402761, 1.0]], ['2, k, 6', [-0.04281221, 0.01100751, 1.0]], ['2, k, 7', [-0.02194214, -0.04284829, 1.0]], ['2, k, 8', [0.3736969, 0.4849156, 1.0]], ['2, k, 9', [0.38717, 0.2244914, 1.0]], ['2, k, 10', [0.3867346, -0.008337235, 1.0]], ['2, k, 11', [0.3712932, -0.08692362, 1.0]], ['2, k, 12', [0.09636349, -0.0009834095, 1.0]], ['2, k, 13', [0.07618845, -0.3264109, 1.0]], ['2, k, 14', [0.1030239, -0.6398204, 1.0]], ['2, k, 15', [0.06040762, -0.7175391, 1.0]], ['2, k, 16', [0.2556226, -0.006832028, 1.0]], ['2, k, 17', [0.2460845, -0.3459694, 1.0]], ['2, k, 18', [0.227444, -0.6556442, 1.0]], ['2, k, 19', [0.2081582, -0.7303479, 1.0]], ['2, k, 20', [0.1955569, 0.5308628, 1.0]], ['2, k, 21', [-0.0217257, -0.1194355, 1.0]], ['2, k, 22', [-0.05008615, -0.07489613, 1.0]], ['2, k, 23', [0.3629202, -0.1637452, 1.0]], ['2, k, 24', [0.404184, -0.1010247, 1.0]]]
[['2, k, 0', [0.2187792, -0.01352343, 1.0]], ['2, k, 1', [0.2347115, 0.3028791, 1.0]], ['2, k, 2', [0.2511578, 0.6075162, 1.0]], ['2, k, 3', [0.2627201, 0.747097, 1.0]], ['2, k, 4', [0.07218192, 0.4949917, 1.0]], ['2, k, 5', [0.02397481, 0.2324004, 1.0]], ['2, k, 6', [0.00259147, -0.001463048, 1.0]], ['2, k, 7', [0.01171261, -0.05339887, 1.0]], ['2, k, 8', [0.4254555, 0.4747151, 1.0]], ['2, k, 9', [0.4474935, 0.2151955, 1.0]], ['2, k, 10', [0.4447949, -0.01630142, 1.0]], ['2, k, 11', [0.4328136, -0.09814259, 1.0]], ['2, k, 12', [0.1362842, -0.006889876, 1.0]], ['2, k, 13', [0.05837637, -0.3565375, 1.0]], ['2, k, 14', [0.01224678, -0.6270763, 1.0]], ['2, k, 15', [-0.02775533, -0.7088513, 1.0]], ['2, k, 16', [0.2945449, -0.02015839, 1.0]], ['2, k, 17', [0.2701099, -0.3535661, 1.0]], ['2, k, 18', [0.2328877, -0.6483555, 1.0]], ['2, k, 19', [0.2209868, -0.7266859, 1.0]], ['2, k, 20', [0.247025, 0.5328769, 1.0]], ['2, k, 21', [0.01416614, -0.135219, 1.0]], ['2, k, 22', [-0.0310386, -0.06931197, 1.0]], ['2, k, 23', [0.4251851, -0.1659156, 1.0]], ['2, k, 24', [0.4509333, -0.09165453, 1.0]]]
[['2, k, 0', [0.2173575, -0.01399151, 1.0]], ['2, k, 1', [0.2348863, 0.3026204, 1.0]], ['2, k, 2', [0.2530339, 0.6071072, 1.0]], ['2, k, 3', [0.2644135, 0.747109, 1.0]], ['2, k, 4', [0.07333785, 0.4951442, 1.0]], ['2, k, 5', [0.02418212, 0.2324519, 1.0]], ['2, k, 6', [0.001143675, -6.938838e-05, 1.0]], ['2, k, 7', [0.01097837, -0.05450286, 1.0]], ['2, k, 8', [0.4270448, 0.4745033, 1.0]], ['2, k, 9', [0.4489601, 0.2134034, 1.0]], ['2, k, 10', [0.44514, -0.01641836, 1.0]], ['2, k, 11', [0.4341615, -0.09556808, 1.0]], ['2, k, 12', [0.1349175, -0.006951111, 1.0]], ['2, k, 13', [0.04777426, -0.361284, 1.0]], ['2, k, 14', [-0.02158101, -0.6333011, 1.0]], ['2, k, 15', [-0.07045841, -0.7027588, 1.0]], ['2, k, 16', [0.2930537, -0.02099946, 1.0]], ['2, k, 17', [0.2712272, -0.351374, 1.0]], ['2, k, 18', [0.2320308, -0.6458232, 1.0]], ['2, k, 19', [0.2204752, -0.7253292, 1.0]], ['2, k, 20', [0.2483844, 0.532487, 1.0]], ['2, k, 21', [0.01151365, -0.1353578, 1.0]], ['2, k, 22', [-0.03151981, -0.06454213, 1.0]], ['2, k, 23', [0.4251974, -0.1668832, 1.0]], ['2, k, 24', [0.4550176, -0.09778307, 1.0]]]
[['2, k, 0', [0.2163455, -0.01456308, 1.0]], ['2, k, 1', [0.2350155, 0.3023697, 1.0]], ['2, k, 2', [0.2541925, 0.6070015, 1.0]], ['2, k, 3', [0.2662908, 0.7467535, 1.0]], ['2, k, 4', [0.07513209, 0.4950485, 1.0]], ['2, k, 5', [0.02433977, 0.2324058, 1.0]], ['2, k, 6', [0.0001501201, -0.002143792, 1.0]], ['2, k, 7', [0.00945757, -0.05606041, 1.0]], ['2, k, 8', [0.4285366, 0.4742128, 1.0]], ['2, k, 9', [0.4504236, 0.2113093, 1.0]], ['2, k, 10', [0.4457599, -0.01696971, 1.0]], ['2, k, 11', [0.4359449, -0.09785891, 1.0]], ['2, k, 12', [0.1339465, -0.007469149, 1.0]], ['2, k, 13', [0.03555134, -0.3656444, 1.0]], ['2, k, 14', [-0.04887184, -0.6286469, 1.0]], ['2, k, 15', [-0.09339557, -0.702248, 1.0]], ['2, k, 16', [0.2920615, -0.02153329, 1.0]], ['2, k, 17', [0.2723857, -0.3478644, 1.0]], ['2, k, 18', [0.2318357, -0.6448351, 1.0]], ['2, k, 19', [0.2203997, -0.7245557, 1.0]], ['2, k, 20', [0.2492746, 0.5323133, 1.0]], ['2, k, 21', [0.0114019, -0.1355979, 1.0]], ['2, k, 22', [-0.03876393, -0.07175642, 1.0]], ['2, k, 23', [0.4211469, -0.1696813, 1.0]], ['2, k, 24', [0.450982, -0.09944318, 1.0]]]
[['2, k, 0', [0.2142117, -0.01532926, 1.0]], ['2, k, 1', [0.2350037, 0.3021501, 1.0]], ['2, k, 2', [0.2553268, 0.6069945, 1.0]], ['2, k, 3', [0.2679243, 0.7466423, 1.0]], ['2, k, 4', [0.07701582, 0.4946456, 1.0]], ['2, k, 5', [0.0248137, 0.2332248, 1.0]], ['2, k, 6', [-0.002304466, -0.001714533, 1.0]], ['2, k, 7', [0.006286386, -0.05442756, 1.0]], ['2, k, 8', [0.4303339, 0.4735803, 1.0]], ['2, k, 9', [0.4526044, 0.2083737, 1.0]], ['2, k, 10', [0.4472957, -0.01721759, 1.0]], ['2, k, 11', [0.4408605, -0.09727176, 1.0]], ['2, k, 12', [0.1321907, -0.008154627, 1.0]], ['2, k, 13', [0.01368813, -0.3536631, 1.0]], ['2, k, 14', [-0.100694, -0.62621, 1.0]], ['2, k, 15', [-0.1032445, -0.6787567, 1.0]], ['2, k, 16', [0.2895699, -0.02228559, 1.0]], ['2, k, 17', [0.2727281, -0.3449829, 1.0]], ['2, k, 18', [0.2312286, -0.6452473, 1.0]], ['2, k, 19', [0.1809778, -0.7254307, 1.0]], ['2, k, 20', [0.2500557, 0.5322282, 1.0]], ['2, k, 21', [0.0003665387, -0.1289651, 1.0]], ['2, k, 22', [-0.04055726, -0.06631353, 1.0]], ['2, k, 23', [0.4355806, -0.1685518, 1.0]], ['2, k, 24', [0.4616544, -0.0911889, 1.0]]]
[['2, k, 0', [0.2124507, -0.01529643, 1.0]], ['2, k, 1', [0.2350226, 0.3021059, 1.0]], ['2, k, 2', [0.2569391, 0.606896, 1.0]], ['2, k, 3', [0.26958, 0.7463192, 1.0]], ['2, k, 4', [0.07992555, 0.4964941, 1.0]], ['2, k, 5', [0.02557131, 0.2338575, 1.0]], ['2, k, 6', [-0.008729735, 0.01621606, 1.0]], ['2, k, 7', [0.002811918, -0.04035413, 1.0]], ['2, k, 8', [0.4317981, 0.4734105, 1.0]], ['2, k, 9', [0.453437, 0.207541, 1.0]], ['2, k, 10', [0.4495796, -0.01778129, 1.0]], ['2, k, 11', [0.4472472, -0.1003587, 1.0]], ['2, k, 12', [0.1304996, -0.008055234, 1.0]], ['2, k, 13', [-0.00148958, -0.3546546, 1.0]], ['2, k, 14', [-0.1134018, -0.6354139, 1.0]], ['2, k, 15', [-0.1761727, -0.701827, 1.0]], ['2, k, 16', [0.2877941, -0.02227474, 1.0]], ['2, k, 17', [0.2734009, -0.3422337, 1.0]], ['2, k, 18', [0.2311702, -0.6444876, 1.0]], ['2, k, 19', [0.1819626, -0.7251132, 1.0]], ['2, k, 20', [0.2511601, 0.5321338, 1.0]], ['2, k, 21', [-0.007051385, -0.1175106, 1.0]], ['2, k, 22', [-0.0404506, -0.031333, 1.0]], ['2, k, 23', [0.4409676, -0.1682019, 1.0]], ['2, k, 24', [0.4635985, -0.10288, 1.0]]]
[['2, k, 0', [0.2107774, -0.01565266, 1.0]], ['2, k, 1', [0.2351772, 0.3018659, 1.0]], ['2, k, 2', [0.2593587, 0.6067971, 1.0]], ['2, k, 3', [0.2713567, 0.7457022, 1.0]], ['2, k, 4', [0.08071035, 0.4961625, 1.0]], ['2, k, 5', [0.0257901, 0.23407, 1.0]], ['2, k, 6', [-0.01053267, 0.01126196, 1.0]], ['2, k, 7', [-0.0004522735, -0.04122138, 1.0]], ['2, k, 8', [0.4335102, 0.4732501, 1.0]], ['2, k, 9', [0.4549358, 0.2070007, 1.0]], ['2, k, 10', [0.4513306, -0.0185422, 1.0]], ['2, k, 11', [0.4485649, -0.0998899, 1.0]], ['2, k, 12', [0.1292009, -0.008309846, 1.0]], ['2, k, 13', [-0.01340744, -0.3540902, 1.0]], ['2, k, 14', [-0.1338499, -0.643362, 1.0]], ['2, k, 15', [-0.1999836, -0.7057557, 1.0]], ['2, k, 16', [0.2857615, -0.02269383, 1.0]], ['2, k, 17', [0.2731479, -0.3371269, 1.0]], ['2, k, 18', [0.2309337, -0.6440737, 1.0]], ['2, k, 19', [0.2014916, -0.728279, 1.0]], ['2, k, 20', [0.2529674, 0.5319758, 1.0]], ['2, k, 21', [-0.01110823, -0.1216898, 1.0]], ['2, k, 22', [-0.04658819, -0.03638425, 1.0]], ['2, k, 23', [0.4434167, -0.1683238, 1.0]], ['2, k, 24', [0.4677643, -0.1072494, 1.0]]]
[['2, k, 0', [0.2101613, -0.01573711, 1.0]], ['2, k, 1', [0.2352245, 0.3016902, 1.0]], ['2, k, 2', [0.2599156, 0.6066916, 1.0]], ['2, k, 3', [0.2727891, 0.7452778, 1.0]], ['2, k, 4', [0.08118463, 0.4962768, 1.0]], ['2, k, 5', [0.02614508, 0.2343979, 1.0]], ['2, k, 6', [-0.01002383, 0.005272541, 1.0]], ['2, k, 7', [-0.001830748, -0.04399698, 1.0]], ['2, k, 8', [0.4345185, 0.472872, 1.0]], ['2, k, 9', [0.4564414, 0.2066612, 1.0]], ['2, k, 10', [0.4540111, -0.0195176, 1.0]], ['2, k, 11', [0.4505362, -0.100875, 1.0]], ['2, k, 12', [0.1285106, -0.008393936, 1.0]], ['2, k, 13', [-0.02460265, -0.3533386, 1.0]], ['2, k, 14', [-0.1673702, -0.6628794, 1.0]], ['2, k, 15', [-0.2374645, -0.7009889, 1.0]], ['2, k, 16', [0.2852523, -0.02275448, 1.0]], ['2, k, 17', [0.2730348, -0.3365712, 1.0]], ['2, k, 18', [0.230797, -0.64361, 1.0]], ['2, k, 19', [0.2108284, -0.7261686, 1.0]], ['2, k, 20', [0.2534803, 0.5318574, 1.0]], ['2, k, 21', [-0.01308557, -0.1220002, 1.0]], ['2, k, 22', [-0.05039282, -0.05681099, 1.0]], ['2, k, 23', [0.4457188, -0.1687297, 1.0]], ['2, k, 24', [0.4758238, -0.1053454, 1.0]]]
[['2, k, 0', [0.2098523, -0.01585134, 1.0]], ['2, k, 1', [0.235409, 0.3014108, 1.0]], ['2, k, 2', [0.2606499, 0.6063828, 1.0]], ['2, k, 3', [0.273887, 0.745376, 1.0]], ['2, k, 4', [0.08160135, 0.4961635, 1.0]], ['2, k, 5', [0.02588124, 0.2346785, 1.0]], ['2, k, 6', [-0.01899669, 0.02659434, 1.0]], ['2, k, 7', [-0.009523169, -0.03860777, 1.0]], ['2, k, 8', [0.4352874, 0.4723987, 1.0]], ['2, k, 9', [0.4575034, 0.2072143, 1.0]], ['2, k, 10', [0.4554122, -0.0198664, 1.0]], ['2, k, 11', [0.4511939, -0.1005541, 1.0]], ['2, k, 12', [0.1281316, -0.008540875, 1.0]], ['2, k, 13', [-0.03432564, -0.35165, 1.0]], ['2, k, 14', [-0.1963569, -0.6461303, 1.0]], ['2, k, 15', [-0.2515594, -0.7132301, 1.0]], ['2, k, 16', [0.2850245, -0.02282234, 1.0]], ['2, k, 17', [0.2725766, -0.3347281, 1.0]], ['2, k, 18', [0.2307393, -0.6428249, 1.0]], ['2, k, 19', [0.2033297, -0.7288934, 1.0]], ['2, k, 20', [0.2541612, 0.5315551, 1.0]], ['2, k, 21', [-0.02644388, -0.1130145, 1.0]], ['2, k, 22', [-0.04878367, -0.04096662, 1.0]], ['2, k, 23', [0.4483092, -0.1719757, 1.0]], ['2, k, 24', [0.4679079, -0.1155999, 1.0]]]
[['2, k, 0', [0.2093775, -0.01605635, 1.0]], ['2, k, 1', [0.2355508, 0.3011619, 1.0]], ['2, k, 2', [0.2614992, 0.6060557, 1.0]], ['2, k, 3', [0.2749253, 0.7450447, 1.0]], ['2, k, 4', [0.08233431, 0.4960062, 1.0]], ['2, k, 5', [0.02584469, 0.2348931, 1.0]], ['2, k, 6', [-0.02106835, 0.02729727, 1.0]], ['2, k, 7', [-0.01166158, -0.03889386, 1.0]], ['2, k, 8', [0.4360485, 0.4719473, 1.0]], ['2, k, 9', [0.4579445, 0.2074744, 1.0]], ['2, k, 10', [0.4561344, -0.01971174, 1.0]], ['2, k, 11', [0.4536354, -0.1036534, 1.0]], ['2, k, 12', [0.1274314, -0.00886894, 1.0]], ['2, k, 13', [-0.0433884, -0.349562, 1.0]], ['2, k, 14', [-0.2133738, -0.6457659, 1.0]], ['2, k, 15', [-0.2697577, -0.710363, 1.0]], ['2, k, 16', [0.2846711, -0.0229425, 1.0]], ['2, k, 17', [0.271656, -0.3326882, 1.0]], ['2, k, 18', [0.2308343, -0.642566, 1.0]], ['2, k, 19', [0.207398, -0.7281307, 1.0]], ['2, k, 20', [0.2548746, 0.5312445, 1.0]], ['2, k, 21', [-0.0281437, -0.1137138, 1.0]], ['2, k, 22', [-0.05178719, -0.0408441, 1.0]], ['2, k, 23', [0.444598, -0.1739216, 1.0]], ['2, k, 24', [0.4791027, -0.1161103, 1.0]]]
[['2, k, 0', [0.2080557, -0.01605184, 1.0]], ['2, k, 1', [0.2356547, 0.3010474, 1.0]], ['2, k, 2', [0.2629944, 0.6059487, 1.0]], ['2, k, 3', [0.2756623, 0.7449607, 1.0]], ['2, k, 4', [0.08338069, 0.4967197, 1.0]], ['2, k, 5', [0.02564961, 0.235284, 1.0]], ['2, k, 6', [-0.02494851, 0.0286636, 1.0]], ['2, k, 7', [-0.01731795, -0.04411056, 1.0]], ['2, k, 8', [0.4365281, 0.4716159, 1.0]], ['2, k, 9', [0.4587316, 0.2064065, 1.0]], ['2, k, 10', [0.4573791, -0.0207771, 1.0]], ['2, k, 11', [0.4527617, -0.1033015, 1.0]], ['2, k, 12', [0.1260033, -0.008802926, 1.0]], ['2, k, 13', [-0.04885487, -0.3462828, 1.0]], ['2, k, 14', [-0.2230101, -0.6371959, 1.0]], ['2, k, 15', [-0.2243056, -0.6896591, 1.0]], ['2, k, 16', [0.2835136, -0.02296557, 1.0]], ['2, k, 17', [0.271064, -0.3324836, 1.0]], ['2, k, 18', [0.2309644, -0.642254, 1.0]], ['2, k, 19', [0.2100075, -0.72741, 1.0]], ['2, k, 20', [0.256, 0.5311454, 1.0]], ['2, k, 21', [-0.03375562, -0.1119419, 1.0]], ['2, k, 22', [-0.06010308, -0.04907599, 1.0]], ['2, k, 23', [0.4425808, -0.1731514, 1.0]], ['2, k, 24', [0.4818579, -0.1110854, 1.0]]]
[['2, k, 0', [0.2076387, -0.01622336, 1.0]], ['2, k, 1', [0.2356281, 0.3008947, 1.0]], ['2, k, 2', [0.263151, 0.6059526, 1.0]], ['2, k, 3', [0.2762375, 0.7448969, 1.0]], ['2, k, 4', [0.08357985, 0.4967701, 1.0]], ['2, k, 5', [0.02512566, 0.2354715, 1.0]], ['2, k, 6', [-0.02643199, 0.02907052, 1.0]], ['2, k, 7', [-0.01970444, -0.04366283, 1.0]], ['2, k, 8', [0.4369041, 0.471186, 1.0]], ['2, k, 9', [0.4592989, 0.2053115, 1.0]], ['2, k, 10', [0.4581021, -0.021342, 1.0]], ['2, k, 11', [0.4533114, -0.1029332, 1.0]], ['2, k, 12', [0.1254341, -0.009140858, 1.0]], ['2, k, 13', [-0.05266981, -0.3449972, 1.0]], ['2, k, 14', [-0.229522, -0.6410771, 1.0]], ['2, k, 15', [-0.2310188, -0.6934673, 1.0]], ['2, k, 16', [0.2832431, -0.02299602, 1.0]], ['2, k, 17', [0.2707268, -0.3324418, 1.0]], ['2, k, 18', [0.2309717, -0.6415665, 1.0]], ['2, k, 19', [0.2119424, -0.726625, 1.0]], ['2, k, 20', [0.2561609, 0.5311207, 1.0]], ['2, k, 21', [-0.03800134, -0.1113128, 1.0]], ['2, k, 22', [-0.05743411, -0.0225976, 1.0]], ['2, k, 23', [0.449842, -0.1739081, 1.0]], ['2, k, 24', [0.4706517, -0.1134032, 1.0]]]
[['2, k, 0', [0.2071043, -0.01626299, 1.0]], ['2, k, 1', [0.2358419, 0.3007387, 1.0]], ['2, k, 2', [0.2647579, 0.6055827, 1.0]], ['2, k, 3', [0.27719, 0.7447551, 1.0]], ['2, k, 4', [0.08362394, 0.496842, 1.0]], ['2, k, 5', [0.02433084, 0.2350761, 1.0]], ['2, k, 6', [-0.0283184, 0.02886345, 1.0]], ['2, k, 7', [-0.02233154, -0.04181457, 1.0]], ['2, k, 8', [0.4371202, 0.4706684, 1.0]], ['2, k, 9', [0.4596998, 0.2052139, 1.0]], ['2, k, 10', [0.458772, -0.02193977, 1.0]], ['2, k, 11', [0.4537848, -0.1028545, 1.0]], ['2, k, 12', [0.1248284, -0.009268284, 1.0]], ['2, k, 13', [-0.05701204, -0.3442682, 1.0]], ['2, k, 14', [-0.2315105, -0.6416698, 1.0]], ['2, k, 15', [-0.2333722, -0.6940678, 1.0]], ['2, k, 16', [0.2827896, -0.02294323, 1.0]], ['2, k, 17', [0.269563, -0.3320073, 1.0]], ['2, k, 18', [0.2308368, -0.640296, 1.0]], ['2, k, 19', [0.2130401, -0.7252976, 1.0]], ['2, k, 20', [0.2574215, 0.5308092, 1.0]], ['2, k, 21', [-0.03986675, -0.1045354, 1.0]], ['2, k, 22', [-0.06556072, -0.0465648, 1.0]], ['2, k, 23', [0.4502562, -0.1729708, 1.0]], ['2, k, 24', [0.4689448, -0.1052663, 1.0]]]
[['2, k, 0', [0.20675, -0.01624979, 1.0]], ['2, k, 1', [0.2359473, 0.3006314, 1.0]], ['2, k, 2', [0.2652996, 0.6053982, 1.0]], ['2, k, 3', [0.2774929, 0.7447889, 1.0]], ['2, k, 4', [0.08386692, 0.4968282, 1.0]], ['2, k, 5', [0.02359823, 0.2356561, 1.0]], ['2, k, 6', [-0.0349142, -0.001227404, 1.0]], ['2, k, 7', [-0.02384587, -0.0490536, 1.0]], ['2, k, 8', [0.4371704, 0.4706425, 1.0]], ['2, k, 9', [0.4604271, 0.2055253, 1.0]], ['2, k, 10', [0.4590261, -0.02148888, 1.0]], ['2, k, 11', [0.4522651, -0.1041852, 1.0]], ['2, k, 12', [0.1244398, -0.009345166, 1.0]], ['2, k, 13', [-0.06420901, -0.3457891, 1.0]], ['2, k, 14', [-0.2333834, -0.6410741, 1.0]], ['2, k, 15', [-0.2352411, -0.6934786, 1.0]], ['2, k, 16', [0.2824824, -0.022833, 1.0]], ['2, k, 17', [0.269206, -0.3317316, 1.0]], ['2, k, 18', [0.2303595, -0.639253, 1.0]], ['2, k, 19', [0.2160401, -0.7241162, 1.0]], ['2, k, 20', [0.2578969, 0.5306468, 1.0]], ['2, k, 21', [-0.03525199, -0.115664, 1.0]], ['2, k, 22', [-0.06671, -0.06019345, 1.0]], ['2, k, 23', [0.4462939, -0.1732637, 1.0]], ['2, k, 24', [0.4759706, -0.1207344, 1.0]]]
[['2, k, 0', [0.2063834, -0.01634197, 1.0]], ['2, k, 1', [0.2359158, 0.3005504, 1.0]], ['2, k, 2', [0.2653519, 0.6054035, 1.0]], ['2, k, 3', [0.2777714, 0.74466, 1.0]], ['2, k, 4', [0.08385085, 0.4968362, 1.0]], ['2, k, 5', [0.0225128, 0.2364692, 1.0]], ['2, k, 6', [-0.03499029, -0.001339813, 1.0]], ['2, k, 7', [-0.0244575, -0.04826079, 1.0]], ['2, k, 8', [0.4370728, 0.4703488, 1.0]], ['2, k, 9', [0.460299, 0.2059237, 1.0]], ['2, k, 10', [0.4589142, -0.02196434, 1.0]], ['2, k, 11', [0.449021, -0.1047039, 1.0]], ['2, k, 12', [0.1239144, -0.009580097, 1.0]], ['2, k, 13', [-0.06439997, -0.3457232, 1.0]], ['2, k, 14', [-0.2341196, -0.6411012, 1.0]], ['2, k, 15', [-0.2361408, -0.6934929, 1.0]], ['2, k, 16', [0.2822624, -0.02281351, 1.0]], ['2, k, 17', [0.2685646, -0.3317034, 1.0]], ['2, k, 18', [0.2299522, -0.6386284, 1.0]], ['2, k, 19', [0.2161629, -0.722567, 1.0]], ['2, k, 20', [0.2579562, 0.5306377, 1.0]], ['2, k, 21', [-0.03524561, -0.1156373, 1.0]], ['2, k, 22', [-0.06358396, -0.04509531, 1.0]], ['2, k, 23', [0.4447421, -0.1732514, 1.0]], ['2, k, 24', [0.4666803, -0.1095482, 1.0]]]
[['2, k, 0', [0.2058975, -0.01637434, 1.0]], ['2, k, 1', [0.2356936, 0.3004292, 1.0]], ['2, k, 2', [0.2651581, 0.6053125, 1.0]], ['2, k, 3', [0.2780632, 0.744763, 1.0]], ['2, k, 4', [0.08385339, 0.4967177, 1.0]], ['2, k, 5', [0.02197469, 0.2367326, 1.0]], ['2, k, 6', [-0.03992183, 0.03336032, 1.0]], ['2, k, 7', [-0.02868527, -0.04122421, 1.0]], ['2, k, 8', [0.4370753, 0.4703349, 1.0]], ['2, k, 9', [0.4598084, 0.2064154, 1.0]], ['2, k, 10', [0.4585813, -0.02177589, 1.0]], ['2, k, 11', [0.4475541, -0.1024799, 1.0]], ['2, k, 12', [0.1233358, -0.009656488, 1.0]], ['2, k, 13', [-0.06420127, -0.3456254, 1.0]], ['2, k, 14', [-0.23328, -0.640183, 1.0]], ['2, k, 15', [-0.2352554, -0.6926014, 1.0]], ['2, k, 16', [0.2819063, -0.02279078, 1.0]], ['2, k, 17', [0.2677665, -0.3314454, 1.0]], ['2, k, 18', [0.2300243, -0.6384624, 1.0]], ['2, k, 19', [0.2165704, -0.7218021, 1.0]], ['2, k, 20', [0.2577994, 0.5305489, 1.0]], ['2, k, 21', [-0.04345813, -0.1106142, 1.0]], ['2, k, 22', [-0.05632358, -0.0402613, 1.0]], ['2, k, 23', [0.4424944, -0.173225, 1.0]], ['2, k, 24', [0.4766833, -0.123185, 1.0]]]
[['2, k, 0', [0.205924, -0.01643139, 1.0]], ['2, k, 1', [0.23573, 0.3004079, 1.0]], ['2, k, 2', [0.2651483, 0.6053602, 1.0]], ['2, k, 3', [0.2783036, 0.7446646, 1.0]], ['2, k, 4', [0.08380314, 0.4968383, 1.0]], ['2, k, 5', [0.02125587, 0.2373072, 1.0]], ['2, k, 6', [-0.03958504, 0.03356145, 1.0]], ['2, k, 7', [-0.02869199, -0.04054176, 1.0]], ['2, k, 8', [0.4369649, 0.4700658, 1.0]], ['2, k, 9', [0.4591018, 0.2071419, 1.0]], ['2, k, 10', [0.4577855, -0.02259119, 1.0]], ['2, k, 11', [0.4461791, -0.1035738, 1.0]], ['2, k, 12', [0.1233302, -0.009780097, 1.0]], ['2, k, 13', [-0.06408287, -0.3455673, 1.0]], ['2, k, 14', [-0.2312598, -0.6422879, 1.0]], ['2, k, 15', [-0.2332406, -0.6946872, 1.0]], ['2, k, 16', [0.2819755, -0.02279221, 1.0]], ['2, k, 17', [0.2676398, -0.3314346, 1.0]], ['2, k, 18', [0.2298883, -0.6381209, 1.0]], ['2, k, 19', [0.2166371, -0.7211334, 1.0]], ['2, k, 20', [0.2578113, 0.5305694, 1.0]], ['2, k, 21', [-0.04512274, -0.1049172, 1.0]], ['2, k, 22', [-0.06608016, -0.036249, 1.0]], ['2, k, 23', [0.4429204, -0.1722058, 1.0]], ['2, k, 24', [0.4658267, -0.1078011, 1.0]]]
[['2, k, 0', [0.2057191, -0.01668621, 1.0]], ['2, k, 1', [0.2355652, 0.3000034, 1.0]], ['2, k, 2', [0.264872, 0.6050395, 1.0]], ['2, k, 3', [0.2783828, 0.744653, 1.0]], ['2, k, 4', [0.08359294, 0.4968758, 1.0]], ['2, k, 5', [0.02043244, 0.2373362, 1.0]], ['2, k, 6', [-0.0383509, 0.0003069379, 1.0]], ['2, k, 7', [-0.02617554, -0.04686592, 1.0]], ['2, k, 8', [0.4366737, 0.4698821, 1.0]], ['2, k, 9', [0.4579532, 0.2062402, 1.0]], ['2, k, 10', [0.456711, -0.02365113, 1.0]], ['2, k, 11', [0.4445375, -0.1045971, 1.0]], ['2, k, 12', [0.1230054, -0.01034262, 1.0]], ['2, k, 13', [-0.06414711, -0.3459265, 1.0]], ['2, k, 14', [-0.229884, -0.6433837, 1.0]], ['2, k, 15', [-0.2318371, -0.6957875, 1.0]], ['2, k, 16', [0.2818853, -0.02284007, 1.0]], ['2, k, 17', [0.2670232, -0.3308477, 1.0]], ['2, k, 18', [0.2299189, -0.637477, 1.0]], ['2, k, 19', [0.2188689, -0.7210761, 1.0]], ['2, k, 20', [0.2576061, 0.5302475, 1.0]], ['2, k, 21', [-0.03709479, -0.1164311, 1.0]], ['2, k, 22', [-0.0674773, -0.05325116, 1.0]], ['2, k, 23', [0.4393778, -0.1725486, 1.0]], ['2, k, 24', [0.4715149, -0.1275877, 1.0]]]
[['2, k, 0', [0.2034362, -0.01692324, 1.0]], ['2, k, 1', [0.2347481, 0.2998151, 1.0]], ['2, k, 2', [0.2646541, 0.6049916, 1.0]], ['2, k, 3', [0.278355, 0.7445841, 1.0]], ['2, k, 4', [0.08312525, 0.4967077, 1.0]], ['2, k, 5', [0.01980216, 0.2375708, 1.0]], ['2, k, 6', [-0.04002106, 0.03286917, 1.0]], ['2, k, 7', [-0.02778087, -0.04138694, 1.0]], ['2, k, 8', [0.4357868, 0.4691905, 1.0]], ['2, k, 9', [0.4561928, 0.2046087, 1.0]], ['2, k, 10', [0.4553727, -0.02411865, 1.0]], ['2, k, 11', [0.4404759, -0.1052007, 1.0]], ['2, k, 12', [0.1206365, -0.01040113, 1.0]], ['2, k, 13', [-0.06368987, -0.3460418, 1.0]], ['2, k, 14', [-0.2276947, -0.6463566, 1.0]], ['2, k, 15', [-0.2296731, -0.6987107, 1.0]], ['2, k, 16', [0.2797925, -0.02316045, 1.0]], ['2, k, 17', [0.2668679, -0.3308016, 1.0]], ['2, k, 18', [0.229767, -0.6371648, 1.0]], ['2, k, 19', [0.2187032, -0.7207264, 1.0]], ['2, k, 20', [0.2573157, 0.5301811, 1.0]], ['2, k, 21', [-0.04346156, -0.1106107, 1.0]], ['2, k, 22', [-0.06542559, -0.03872404, 1.0]], ['2, k, 23', [0.4297422, -0.1778319, 1.0]], ['2, k, 24', [0.454924, -0.1073351, 1.0]]]
