[['2, k, 0', [-0.174337, -0.1331594, 1.0]], ['2, k, 1', [-0.1770155, 0.1164711, 1.0]], ['2, k, 2', [-0.178423, 0.3612234, 1.0]], ['2, k, 3', [-0.1740065, 0.4867251, 1.0]], ['2, k, 4', [-0.3202136, 0.2465383, 1.0]], ['2, k, 5', [-0.374383, 0.01820689, 1.0]], ['2, k, 6', [-0.3925223, -0.1679026, 1.0]], ['2, k, 7', [-0.3918973, -0.2023956, 1.0]], ['2, k, 8', [-0.02407467, 0.2539517, 1.0]], ['2, k, 9', [0.02665738, 0.03815334, 1.0]], ['2, k, 10', [0.00789444, -0.1261519, 1.0]], ['2, k, 11', [-0.003577508, -0.1780524, 1.0]], ['2, k, 12', [-0.2415221, -0.1324235, 1.0]], ['2, k, 13', [-0.2682141, -0.263228, 1.0]], ['2, k, 14', [-0.2529529, -0.6032158, 1.0]], ['2, k, 15', [-0.2487802, -0.6644794, 1.0]], ['2, k, 16', [-0.1034129, -0.1310779, 1.0]], ['2, k, 17', [0.02265749, -0.2510816, 1.0]], ['2, k, 18', [0.01457045, -0.6014728, 1.0]], ['2, k, 19', [0.02160711, -0.6643943, 1.0]], ['2, k, 20', [-0.1782136, 0.3007656, 1.0]], ['2, k, 21', [-0.411624, -0.270576, 1.0]], ['2, k, 22', [-0.3470142, -0.1878884, 1.0]], ['2, k, 23', [-0.01245068, -0.2324467, 1.0]], ['2, k, 24', [0.03595378, -0.1708726, 1.0]]]
[['2, k, 0', [-0.1792708, -0.1295782, 1.0]], ['2, k, 1', [-0.1807791, 0.120836, 1.0]], ['2, k, 2', [-0.1807864, 0.3651463, 1.0]], ['2, k, 3', [-0.1727255, 0.492039, 1.0]], ['2, k, 4', [-0.3179652, 0.2521175, 1.0]], ['2, k, 5', [-0.4614309, 0.02687449, 1.0]], ['2, k, 6', [-0.5884535, -0.1204272, 1.0]], ['2, k, 7', [-0.6258398, -0.1524089, 1.0]], ['2, k, 8', [-0.02430592, 0.2552817, 1.0]], ['2, k, 9', [0.03173709, 0.03385555, 1.0]], ['2, k, 10', [0.01515082, -0.1285688, 1.0]], ['2, k, 11', [0.001879602, -0.167755, 1.0]], ['2, k, 12', [-0.2465149, -0.1274063, 1.0]], ['2, k, 13', [-0.2675889, -0.2673197, 1.0]], ['2, k, 14', [-0.2524751, -0.6026455, 1.0]], ['2, k, 15', [-0.248705, -0.6648242, 1.0]], ['2, k, 16', [-0.1079866, -0.1291754, 1.0]], ['2, k, 17', [0.02573335, -0.2526377, 1.0]], ['2, k, 18', [0.01497843, -0.5982357, 1.0]], ['2, k, 19', [0.02824739, -0.6655248, 1.0]], ['2, k, 20', [-0.1809264, 0.3049181, 1.0]], ['2, k, 21', [-0.6658065, -0.1889138, 1.0]], ['2, k, 22', [-0.6047393, -0.1793654, 1.0]], ['2, k, 23', [-0.01012076, -0.2193671, 1.0]], ['2, k, 24', [0.04367319, -0.1686726, 1.0]]]
[['2, k, 0', [-0.1792575, -0.1295743, 1.0]], ['2, k, 1', [-0.1807188, 0.1208211, 1.0]], ['2, k, 2', [-0.1807119, 0.3651321, 1.0]], ['2, k, 3', [-0.1726023, 0.4923177, 1.0]], ['2, k, 4', [-0.3172979, 0.2535982, 1.0]], ['2, k, 5', [-0.4744067, 0.05466292, 1.0]], ['2, k, 6', [-0.6143204, -0.08684748, 1.0]], ['2, k, 7', [-0.6620125, -0.1163372, 1.0]], ['2, k, 8', [-0.02425531, 0.2553127, 1.0]], ['2, k, 9', [0.03160843, 0.03369617, 1.0]], ['2, k, 10', [0.01520091, -0.1281059, 1.0]], ['2, k, 11', [0.002818596, -0.1683428, 1.0]], ['2, k, 12', [-0.246481, -0.1273844, 1.0]], ['2, k, 13', [-0.2676122, -0.2673313, 1.0]], ['2, k, 14', [-0.2524749, -0.6026066, 1.0]], ['2, k, 15', [-0.2488934, -0.6644358, 1.0]], ['2, k, 16', [-0.107985, -0.1291756, 1.0]], ['2, k, 17', [0.02567316, -0.2527433, 1.0]], ['2, k, 18', [0.01499204, -0.5984759, 1.0]], ['2, k, 19', [0.02818794, -0.665658, 1.0]], ['2, k, 20', [-0.1808527, 0.3048969, 1.0]], ['2, k, 21', [-0.7004304, -0.1534967, 1.0]], ['2, k, 22', [-0.6395504, -0.1427556, 1.0]], ['2, k, 23', [-0.007347855, -0.2183925, 1.0]], ['2, k, 24', [0.04422041, -0.1678429, 1.0]]]
[['2, k, 0', [-0.1794376, -0.1293159, 1.0]], ['2, k, 1', [-0.1807318, 0.1208295, 1.0]], ['2, k, 2', [-0.1807091, 0.3650783, 1.0]], ['2, k, 3', [-0.1723463, 0.4922833, 1.0]], ['2, k, 4', [-0.3164584, 0.2559206, 1.0]], ['2, k, 5', [-0.4888303, 0.07432672, 1.0]], ['2, k, 6', [-0.6482943, -0.04694354, 1.0]], ['2, k, 7', [-0.6986402, -0.07293195, 1.0]], ['2, k, 8', [-0.02419973, 0.2554018, 1.0]], ['2, k, 9', [0.03159, 0.03373622, 1.0]], ['2, k, 10', [0.01514678, -0.1281134, 1.0]], ['2, k, 11', [0.002404848, -0.1670689, 1.0]], ['2, k, 12', [-0.2467238, -0.1268816, 1.0]], ['2, k, 13', [-0.2676619, -0.2673557, 1.0]], ['2, k, 14', [-0.2525024, -0.6024484, 1.0]], ['2, k, 15', [-0.2494034, -0.6643481, 1.0]], ['2, k, 16', [-0.1081558, -0.1290335, 1.0]], ['2, k, 17', [0.02567072, -0.2527572, 1.0]], ['2, k, 18', [0.01498843, -0.5983511, 1.0]], ['2, k, 19', [0.02585864, -0.6621045, 1.0]], ['2, k, 20', [-0.1808551, 0.3048687, 1.0]], ['2, k, 21', [-0.7444619, -0.1078393, 1.0]], ['2, k, 22', [-0.6795526, -0.1041365, 1.0]], ['2, k, 23', [-0.01123041, -0.2209548, 1.0]], ['2, k, 24', [0.04366596, -0.1670458, 1.0]]]
[['2, k, 0', [-0.1795672, -0.1291977, 1.0]], ['2, k, 1', [-0.180694, 0.1208144, 1.0]], ['2, k, 2', [-0.1803916, 0.3648617, 1.0]], ['2, k, 3', [-0.1719144, 0.4919452, 1.0]], ['2, k, 4', [-0.3155965, 0.2593783, 1.0]], ['2, k, 5', [-0.5042725, 0.1065732, 1.0]], ['2, k, 6', [-0.673577, -0.009371481, 1.0]], ['2, k, 7', [-0.7346242, -0.02781324, 1.0]], ['2, k, 8', [-0.02594501, 0.255757, 1.0]], ['2, k, 9', [0.03157706, 0.03366796, 1.0]], ['2, k, 10', [0.01510016, -0.128086, 1.0]], ['2, k, 11', [0.002767924, -0.1699946, 1.0]], ['2, k, 12', [-0.2468527, -0.1266858, 1.0]], ['2, k, 13', [-0.2675024, -0.2676116, 1.0]], ['2, k, 14', [-0.2526092, -0.6023021, 1.0]], ['2, k, 15', [-0.2494805, -0.6642465, 1.0]], ['2, k, 16', [-0.1082952, -0.1289654, 1.0]], ['2, k, 17', [0.02567188, -0.2530017, 1.0]], ['2, k, 18', [0.01454197, -0.5994618, 1.0]], ['2, k, 19', [0.02565038, -0.6634458, 1.0]], ['2, k, 20', [-0.1806296, 0.3047126, 1.0]], ['2, k, 21', [-0.7862087, -0.05106461, 1.0]], ['2, k, 22', [-0.7137457, -0.06217934, 1.0]], ['2, k, 23', [-0.001117417, -0.2170441, 1.0]], ['2, k, 24', [0.04344647, -0.1667413, 1.0]]]
[['2, k, 0', [-0.1785794, -0.1287654, 1.0]], ['2, k, 1', [-0.1803748, 0.1208982, 1.0]], ['2, k, 2', [-0.1803436, 0.3648548, 1.0]], ['2, k, 3', [-0.1716409, 0.491645, 1.0]], ['2, k, 4', [-0.3146798, 0.2637248, 1.0]], ['2, k, 5', [-0.5124202, 0.1296887, 1.0]], ['2, k, 6', [-0.6876556, 0.0469443, 1.0]], ['2, k, 7', [-0.7596303, 0.02672996, 1.0]], ['2, k, 8', [-0.0275461, 0.2563249, 1.0]], ['2, k, 9', [0.03158974, 0.03304873, 1.0]], ['2, k, 10', [0.01506785, -0.1280915, 1.0]], ['2, k, 11', [0.002621495, -0.1677476, 1.0]], ['2, k, 12', [-0.2455561, -0.126242, 1.0]], ['2, k, 13', [-0.2674734, -0.2675538, 1.0]], ['2, k, 14', [-0.2515404, -0.6049138, 1.0]], ['2, k, 15', [-0.2482609, -0.6655184, 1.0]], ['2, k, 16', [-0.1075916, -0.1285506, 1.0]], ['2, k, 17', [0.02569945, -0.2530546, 1.0]], ['2, k, 18', [0.01455167, -0.5995005, 1.0]], ['2, k, 19', [0.02632998, -0.6641759, 1.0]], ['2, k, 20', [-0.1805517, 0.3047157, 1.0]], ['2, k, 21', [-0.8124839, 0.004645132, 1.0]], ['2, k, 22', [-0.7443529, -0.004533414, 1.0]], ['2, k, 23', [-0.009947794, -0.2186205, 1.0]], ['2, k, 24', [0.04336669, -0.163821, 1.0]]]
[['2, k, 0', [-0.1788726, -0.1276491, 1.0]], ['2, k, 1', [-0.1805219, 0.1215604, 1.0]], ['2, k, 2', [-0.1804945, 0.3652306, 1.0]], ['2, k, 3', [-0.1716551, 0.4919123, 1.0]], ['2, k, 4', [-0.3162203, 0.268184, 1.0]], ['2, k, 5', [-0.5231856, 0.1560125, 1.0]], ['2, k, 6', [-0.7145929, 0.0846696, 1.0]], ['2, k, 7', [-0.7837234, 0.08033677, 1.0]], ['2, k, 8', [-0.0284162, 0.2569507, 1.0]], ['2, k, 9', [0.03146628, 0.03288549, 1.0]], ['2, k, 10', [0.01505945, -0.1281591, 1.0]], ['2, k, 11', [0.004513205, -0.1681724, 1.0]], ['2, k, 12', [-0.2458427, -0.1249746, 1.0]], ['2, k, 13', [-0.2674711, -0.2674082, 1.0]], ['2, k, 14', [-0.2520252, -0.6024417, 1.0]], ['2, k, 15', [-0.2487013, -0.6648959, 1.0]], ['2, k, 16', [-0.1078991, -0.1275738, 1.0]], ['2, k, 17', [0.02572871, -0.2532745, 1.0]], ['2, k, 18', [0.01453291, -0.5988471, 1.0]], ['2, k, 19', [0.02673004, -0.6632907, 1.0]], ['2, k, 20', [-0.1806945, 0.305139, 1.0]], ['2, k, 21', [-0.8414482, 0.06368636, 1.0]], ['2, k, 22', [-0.7643371, 0.04676568, 1.0]], ['2, k, 23', [-0.003452473, -0.2156259, 1.0]], ['2, k, 24', [0.04549316, -0.1662463, 1.0]]]
[['2, k, 0', [-0.1801678, -0.1266578, 1.0]], ['2, k, 1', [-0.1806687, 0.1218902, 1.0]], ['2, k, 2', [-0.1800708, 0.3654279, 1.0]], ['2, k, 3', [-0.1707654, 0.4909934, 1.0]], ['2, k, 4', [-0.3165929, 0.275295, 1.0]], ['2, k, 5', [-0.5376286, 0.2198155, 1.0]], ['2, k, 6', [-0.769776, 0.1855578, 1.0]], ['2, k, 7', [-0.8242432, 0.1886924, 1.0]], ['2, k, 8', [-0.02855523, 0.2562121, 1.0]], ['2, k, 9', [0.030975, 0.03337797, 1.0]], ['2, k, 10', [0.01503167, -0.128174, 1.0]], ['2, k, 11', [0.003143934, -0.1682957, 1.0]], ['2, k, 12', [-0.2471344, -0.1234009, 1.0]], ['2, k, 13', [-0.2674564, -0.2672692, 1.0]], ['2, k, 14', [-0.2518221, -0.6027789, 1.0]], ['2, k, 15', [-0.2488612, -0.6647776, 1.0]], ['2, k, 16', [-0.1092594, -0.1270275, 1.0]], ['2, k, 17', [0.02580528, -0.2529401, 1.0]], ['2, k, 18', [0.01437347, -0.5994403, 1.0]], ['2, k, 19', [0.0267869, -0.6631824, 1.0]], ['2, k, 20', [-0.1804553, 0.3053602, 1.0]], ['2, k, 21', [-0.8793704, 0.1891202, 1.0]], ['2, k, 22', [-0.8190758, 0.1503315, 1.0]], ['2, k, 23', [-0.008653244, -0.2168937, 1.0]], ['2, k, 24', [0.04305486, -0.171857, 1.0]]]
[['2, k, 0', [-0.1808677, -0.1252042, 1.0]], ['2, k, 1', [-0.1811774, 0.1227541, 1.0]], ['2, k, 2', [-0.1805518, 0.3658907, 1.0]], ['2, k, 3', [-0.170251, 0.4902701, 1.0]], ['2, k, 4', [-0.3170874, 0.2819309, 1.0]], ['2, k, 5', [-0.5485458, 0.234215, 1.0]], ['2, k, 6', [-0.7775875, 0.2289127, 1.0]], ['2, k, 7', [-0.83323, 0.2418242, 1.0]], ['2, k, 8', [-0.02819264, 0.2552392, 1.0]], ['2, k, 9', [0.03045825, 0.03291991, 1.0]], ['2, k, 10', [0.0147769, -0.1283358, 1.0]], ['2, k, 11', [0.003287357, -0.1680916, 1.0]], ['2, k, 12', [-0.2479604, -0.1210628, 1.0]], ['2, k, 13', [-0.2674651, -0.2672589, 1.0]], ['2, k, 14', [-0.2519844, -0.6027015, 1.0]], ['2, k, 15', [-0.2488203, -0.6647614, 1.0]], ['2, k, 16', [-0.1098105, -0.1262693, 1.0]], ['2, k, 17', [0.02570566, -0.2530385, 1.0]], ['2, k, 18', [0.01454218, -0.5994632, 1.0]], ['2, k, 19', [0.02715468, -0.6638677, 1.0]], ['2, k, 20', [-0.1809087, 0.3058902, 1.0]], ['2, k, 21', [-0.885875, 0.24569, 1.0]], ['2, k, 22', [-0.8096165, 0.2133224, 1.0]], ['2, k, 23', [-0.007344937, -0.218251, 1.0]], ['2, k, 24', [0.0431465, -0.1682783, 1.0]]]
[['2, k, 0', [-0.1808534, -0.1244199, 1.0]], ['2, k, 1', [-0.1809288, 0.1231661, 1.0]], ['2, k, 2', [-0.1800197, 0.3661569, 1.0]], ['2, k, 3', [-0.170237, 0.4901493, 1.0]], ['2, k, 4', [-0.3171099, 0.2833852, 1.0]], ['2, k, 5', [-0.5593744, 0.2635738, 1.0]], ['2, k, 6', [-0.7810005, 0.2771988, 1.0]], ['2, k, 7', [-0.8357198, 0.2939752, 1.0]], ['2, k, 8', [-0.02903618, 0.2545321, 1.0]], ['2, k, 9', [0.03028327, 0.0331782, 1.0]], ['2, k, 10', [0.01474921, -0.1283924, 1.0]], ['2, k, 11', [0.002170711, -0.1677534, 1.0]], ['2, k, 12', [-0.2479412, -0.1203067, 1.0]], ['2, k, 13', [-0.2674951, -0.2672523, 1.0]], ['2, k, 14', [-0.2523812, -0.6022472, 1.0]], ['2, k, 15', [-0.2487318, -0.664514, 1.0]], ['2, k, 16', [-0.1098016, -0.1255326, 1.0]], ['2, k, 17', [0.02565715, -0.2531303, 1.0]], ['2, k, 18', [0.01458278, -0.5995805, 1.0]], ['2, k, 19', [0.02733024, -0.6644153, 1.0]], ['2, k, 20', [-0.1804777, 0.3061746, 1.0]], ['2, k, 21', [-0.8905462, 0.3046512, 1.0]], ['2, k, 22', [-0.8419489, 0.255306, 1.0]], ['2, k, 23', [-0.009282253, -0.2162849, 1.0]], ['2, k, 24', [0.04361162, -0.1691366, 1.0]]]
[['2, k, 0', [-0.1814839, -0.1236879, 1.0]], ['2, k, 1', [-0.1813784, 0.1236872, 1.0]], ['2, k, 2', [-0.1803524, 0.3664395, 1.0]], ['2, k, 3', [-0.1699441, 0.488394, 1.0]], ['2, k, 4', [-0.3188956, 0.2869897, 1.0]], ['2, k, 5', [-0.5524319, 0.321388, 1.0]], ['2, k, 6', [-0.7692512, 0.3681487, 1.0]], ['2, k, 7', [-0.8279613, 0.3925647, 1.0]], ['2, k, 8', [-0.02961383, 0.2541561, 1.0]], ['2, k, 9', [0.0301884, 0.03311748, 1.0]], ['2, k, 10', [0.01435543, -0.1285081, 1.0]], ['2, k, 11', [0.001890341, -0.1688434, 1.0]], ['2, k, 12', [-0.2484813, -0.1194608, 1.0]], ['2, k, 13', [-0.2675991, -0.2669232, 1.0]], ['2, k, 14', [-0.2522212, -0.6038269, 1.0]], ['2, k, 15', [-0.2488752, -0.664934, 1.0]], ['2, k, 16', [-0.1105181, -0.1249714, 1.0]], ['2, k, 17', [0.02553836, -0.2530005, 1.0]], ['2, k, 18', [0.01481954, -0.5986335, 1.0]], ['2, k, 19', [0.02588488, -0.6620107, 1.0]], ['2, k, 20', [-0.1808132, 0.3064947, 1.0]], ['2, k, 21', [-0.8878647, 0.4184648, 1.0]], ['2, k, 22', [-0.8306721, 0.3558369, 1.0]], ['2, k, 23', [-0.01124097, -0.2194006, 1.0]], ['2, k, 24', [0.04574936, -0.1701649, 1.0]]]
[['2, k, 0', [-0.1823596, -0.1225284, 1.0]], ['2, k, 1', [-0.1815669, 0.1242034, 1.0]], ['2, k, 2', [-0.1801548, 0.3666497, 1.0]], ['2, k, 3', [-0.1707482, 0.4902471, 1.0]], ['2, k, 4', [-0.3193967, 0.2909282, 1.0]], ['2, k, 5', [-0.5445824, 0.333961, 1.0]], ['2, k, 6', [-0.7672724, 0.421508, 1.0]], ['2, k, 7', [-0.821493, 0.4468189, 1.0]], ['2, k, 8', [-0.02976852, 0.254035, 1.0]], ['2, k, 9', [0.03013913, 0.03305419, 1.0]], ['2, k, 10', [0.01760755, -0.128347, 1.0]], ['2, k, 11', [0.002529571, -0.1646018, 1.0]], ['2, k, 12', [-0.2493505, -0.1179086, 1.0]], ['2, k, 13', [-0.2679342, -0.2665783, 1.0]], ['2, k, 14', [-0.2538639, -0.6022831, 1.0]], ['2, k, 15', [-0.248956, -0.6649402, 1.0]], ['2, k, 16', [-0.1113626, -0.1242019, 1.0]], ['2, k, 17', [0.0254742, -0.2529932, 1.0]], ['2, k, 18', [0.01494246, -0.5983161, 1.0]], ['2, k, 19', [0.02625866, -0.6619769, 1.0]], ['2, k, 20', [-0.1807185, 0.3067751, 1.0]], ['2, k, 21', [-0.8729095, 0.4741928, 1.0]], ['2, k, 22', [-0.8472769, 0.4235102, 1.0]], ['2, k, 23', [-0.008669426, -0.2171056, 1.0]], ['2, k, 24', [0.04225979, -0.1697449, 1.0]]]
[['2, k, 0', [-0.1827674, -0.121825, 1.0]], ['2, k, 1', [-0.181683, 0.1246362, 1.0]], ['2, k, 2', [-0.180095, 0.3668458, 1.0]], ['2, k, 3', [-0.171243, 0.4893539, 1.0]], ['2, k, 4', [-0.3203297, 0.2943405, 1.0]], ['2, k, 5', [-0.5401395, 0.3614629, 1.0]], ['2, k, 6', [-0.7462623, 0.4481741, 1.0]], ['2, k, 7', [-0.8079739, 0.4945652, 1.0]], ['2, k, 8', [-0.02987527, 0.2538547, 1.0]], ['2, k, 9', [0.02993055, 0.03324276, 1.0]], ['2, k, 10', [0.01756458, -0.1290239, 1.0]], ['2, k, 11', [0.01057923, -0.1561238, 1.0]], ['2, k, 12', [-0.2496507, -0.1170505, 1.0]], ['2, k, 13', [-0.26796, -0.2665241, 1.0]], ['2, k, 14', [-0.2538689, -0.6022813, 1.0]], ['2, k, 15', [-0.2488331, -0.6643701, 1.0]], ['2, k, 16', [-0.1118643, -0.1236774, 1.0]], ['2, k, 17', [0.02546844, -0.2529579, 1.0]], ['2, k, 18', [0.01479686, -0.598194, 1.0]], ['2, k, 19', [0.0270755, -0.6617143, 1.0]], ['2, k, 20', [-0.1806902, 0.307016, 1.0]], ['2, k, 21', [-0.8543614, 0.5278502, 1.0]], ['2, k, 22', [-0.8203104, 0.4642791, 1.0]], ['2, k, 23', [0.004373012, -0.2018651, 1.0]], ['2, k, 24', [0.04267343, -0.1693354, 1.0]]]
[['2, k, 0', [-0.1834102, -0.1206422, 1.0]], ['2, k, 1', [-0.1818528, 0.1251103, 1.0]], ['2, k, 2', [-0.1800742, 0.3668782, 1.0]], ['2, k, 3', [-0.1716634, 0.4897913, 1.0]], ['2, k, 4', [-0.3213243, 0.2962417, 1.0]], ['2, k, 5', [-0.5367492, 0.3748375, 1.0]], ['2, k, 6', [-0.7313528, 0.5016677, 1.0]], ['2, k, 7', [-0.7896755, 0.5407497, 1.0]], ['2, k, 8', [-0.03039255, 0.2545079, 1.0]], ['2, k, 9', [0.02999316, 0.03388358, 1.0]], ['2, k, 10', [0.01771791, -0.1311644, 1.0]], ['2, k, 11', [0.007364176, -0.1715659, 1.0]], ['2, k, 12', [-0.2501025, -0.1158872, 1.0]], ['2, k, 13', [-0.2680207, -0.266352, 1.0]], ['2, k, 14', [-0.2537658, -0.6022805, 1.0]], ['2, k, 15', [-0.2486006, -0.6641881, 1.0]], ['2, k, 16', [-0.1126902, -0.1225507, 1.0]], ['2, k, 17', [0.02546848, -0.2529303, 1.0]], ['2, k, 18', [0.01413833, -0.5988916, 1.0]], ['2, k, 19', [0.02312199, -0.6634735, 1.0]], ['2, k, 20', [-0.1806823, 0.307105, 1.0]], ['2, k, 21', [-0.8371563, 0.5791778, 1.0]], ['2, k, 22', [-0.8204852, 0.526521, 1.0]], ['2, k, 23', [-0.005653535, -0.218935, 1.0]], ['2, k, 24', [0.05020041, -0.1770492, 1.0]]]
[['2, k, 0', [-0.1840489, -0.1200199, 1.0]], ['2, k, 1', [-0.1821439, 0.1254826, 1.0]], ['2, k, 2', [-0.1801091, 0.3669473, 1.0]], ['2, k, 3', [-0.1725956, 0.4892246, 1.0]], ['2, k, 4', [-0.32124, 0.2964007, 1.0]], ['2, k, 5', [-0.5329319, 0.4031921, 1.0]], ['2, k, 6', [-0.7239798, 0.5518379, 1.0]], ['2, k, 7', [-0.7717711, 0.5850325, 1.0]], ['2, k, 8', [-0.03127612, 0.2546408, 1.0]], ['2, k, 9', [0.03014307, 0.03402419, 1.0]], ['2, k, 10', [0.01780631, -0.1310775, 1.0]], ['2, k, 11', [0.00727963, -0.1736484, 1.0]], ['2, k, 12', [-0.2507229, -0.1151561, 1.0]], ['2, k, 13', [-0.2680545, -0.2663469, 1.0]], ['2, k, 14', [-0.2536493, -0.6025394, 1.0]], ['2, k, 15', [-0.2481959, -0.6643691, 1.0]], ['2, k, 16', [-0.1133224, -0.122072, 1.0]], ['2, k, 17', [0.02539942, -0.253002, 1.0]], ['2, k, 18', [0.01424837, -0.5987471, 1.0]], ['2, k, 19', [0.02284666, -0.6633143, 1.0]], ['2, k, 20', [-0.1807563, 0.307232, 1.0]], ['2, k, 21', [-0.8122507, 0.6250033, 1.0]], ['2, k, 22', [-0.783959, 0.5554366, 1.0]], ['2, k, 23', [0.005447349, -0.2219371, 1.0]], ['2, k, 24', [0.04826248, -0.1719461, 1.0]]]
[['2, k, 0', [-0.1840219, -0.1197802, 1.0]], ['2, k, 1', [-0.1822154, 0.1256829, 1.0]], ['2, k, 2', [-0.1802539, 0.367056, 1.0]], ['2, k, 3', [-0.1733503, 0.4894132, 1.0]], ['2, k, 4', [-0.3215528, 0.2959939, 1.0]], ['2, k, 5', [-0.5417727, 0.4451495, 1.0]], ['2, k, 6', [-0.7033346, 0.5661799, 1.0]], ['2, k, 7', [-0.742099, 0.6201816, 1.0]], ['2, k, 8', [-0.03167675, 0.2554446, 1.0]], ['2, k, 9', [0.02985103, 0.03463093, 1.0]], ['2, k, 10', [0.01736076, -0.1311334, 1.0]], ['2, k, 11', [0.008617901, -0.1721049, 1.0]], ['2, k, 12', [-0.2506581, -0.1150509, 1.0]], ['2, k, 13', [-0.2680887, -0.2663136, 1.0]], ['2, k, 14', [-0.2539512, -0.6021535, 1.0]], ['2, k, 15', [-0.2483308, -0.6649642, 1.0]], ['2, k, 16', [-0.1133699, -0.1216563, 1.0]], ['2, k, 17', [0.02519072, -0.2529227, 1.0]], ['2, k, 18', [0.01362281, -0.6013706, 1.0]], ['2, k, 19', [0.02190925, -0.6651093, 1.0]], ['2, k, 20', [-0.1808781, 0.3073702, 1.0]], ['2, k, 21', [-0.7864093, 0.6692554, 1.0]], ['2, k, 22', [-0.7632308, 0.5944317, 1.0]], ['2, k, 23', [0.007162589, -0.2143027, 1.0]], ['2, k, 24', [0.04984797, -0.1729239, 1.0]]]
[['2, k, 0', [-0.1844582, -0.1191973, 1.0]], ['2, k, 1', [-0.1824872, 0.1262287, 1.0]], ['2, k, 2', [-0.1803221, 0.3673624, 1.0]], ['2, k, 3', [-0.1743727, 0.4898428, 1.0]], ['2, k, 4', [-0.3218524, 0.2977214, 1.0]], ['2, k, 5', [-0.5365698, 0.4583712, 1.0]], ['2, k, 6', [-0.6691313, 0.5996129, 1.0]], ['2, k, 7', [-0.7178096, 0.6623646, 1.0]], ['2, k, 8', [-0.03196834, 0.2557477, 1.0]], ['2, k, 9', [0.0297077, 0.03512235, 1.0]], ['2, k, 10', [0.01726274, -0.1311404, 1.0]], ['2, k, 11', [0.007602825, -0.1738549, 1.0]], ['2, k, 12', [-0.2509494, -0.1145272, 1.0]], ['2, k, 13', [-0.2681237, -0.2661617, 1.0]], ['2, k, 14', [-0.2537915, -0.6022065, 1.0]], ['2, k, 15', [-0.2483647, -0.6650557, 1.0]], ['2, k, 16', [-0.113971, -0.1210455, 1.0]], ['2, k, 17', [0.02515351, -0.2529048, 1.0]], ['2, k, 18', [0.01362571, -0.6013848, 1.0]], ['2, k, 19', [0.02088096, -0.6376082, 1.0]], ['2, k, 20', [-0.1809888, 0.3077444, 1.0]], ['2, k, 21', [-0.7558351, 0.7112467, 1.0]], ['2, k, 22', [-0.7398399, 0.6350206, 1.0]], ['2, k, 23', [-0.002463594, -0.220777, 1.0]], ['2, k, 24', [0.04658284, -0.1828479, 1.0]]]
[['2, k, 0', [-0.1853582, -0.1178508, 1.0]], ['2, k, 1', [-0.1831342, 0.1271107, 1.0]], ['2, k, 2', [-0.1806547, 0.3677005, 1.0]], ['2, k, 3', [-0.1749997, 0.490541, 1.0]], ['2, k, 4', [-0.3247547, 0.3126748, 1.0]], ['2, k, 5', [-0.530185, 0.4841083, 1.0]], ['2, k, 6', [-0.6477301, 0.6393691, 1.0]], ['2, k, 7', [-0.6905401, 0.6957518, 1.0]], ['2, k, 8', [-0.03401701, 0.2560878, 1.0]], ['2, k, 9', [0.02930278, 0.03526169, 1.0]], ['2, k, 10', [0.0197061, -0.127174, 1.0]], ['2, k, 11', [0.006907559, -0.168196, 1.0]], ['2, k, 12', [-0.2514875, -0.1128731, 1.0]], ['2, k, 13', [-0.2681394, -0.2661536, 1.0]], ['2, k, 14', [-0.2530286, -0.6036118, 1.0]], ['2, k, 15', [-0.2460708, -0.6670392, 1.0]], ['2, k, 16', [-0.1152147, -0.1199991, 1.0]], ['2, k, 17', [0.0248952, -0.2514467, 1.0]], ['2, k, 18', [0.01345708, -0.6019878, 1.0]], ['2, k, 19', [0.02321384, -0.6668075, 1.0]], ['2, k, 20', [-0.1813904, 0.3082075, 1.0]], ['2, k, 21', [-0.7301571, 0.755074, 1.0]], ['2, k, 22', [-0.7197992, 0.6687047, 1.0]], ['2, k, 23', [0.007168206, -0.213936, 1.0]], ['2, k, 24', [0.03976697, -0.1742912, 1.0]]]
