[['2, k, 0', [-0.222221, -0.777902, 1.0]], ['2, k, 1', [-0.211206, -0.487524, 1.0]], ['2, k, 2', [-0.199479, -0.201723, 1.0]], ['2, k, 3', [-0.175237, -0.100226, 1.0]], ['2, k, 4', [-0.296459, -0.256135, 1.0]], ['2, k, 5', [-0.218859, -0.0208349, 1.0]], ['2, k, 6', [-0.0820746, 0.114021, 1.0]], ['2, k, 7', [-0.0510461, 0.148159, 1.0]], ['2, k, 8', [-0.0888284, -0.359046, 1.0]], ['2, k, 9', [0.11494, -0.430347, 1.0]], ['2, k, 10', [0.303704, -0.388367, 1.0]], ['2, k, 11', [0.369242, -0.352476, 1.0]], ['2, k, 12', [-0.266818, -0.744854, 1.0]], ['2, k, 13', [-0.493217, -0.856101, 1.0]], ['2, k, 14', [-0.330794, -1.0443, 1.0]], ['2, k, 15', [-0.325702, -1.10789, 1.0]], ['2, k, 16', [-0.171969, -0.790941, 1.0]], ['2, k, 17', [-0.164411, -0.574636, 1.0]], ['2, k, 18', [-0.177683, -0.967923, 1.0]], ['2, k, 19', [-0.143578, -1.01288, 1.0]], ['2, k, 20', [-0.202551, -0.272649, 1.0]], ['2, k, 21', [0.00956046, 0.161413, 1.0]], ['2, k, 22', [-0.0610239, 0.185926, 1.0]], ['2, k, 23', [0.408184, -0.312348, 1.0]], ['2, k, 24', [0.405596, -0.359766, 1.0]]]
[['2, k, 0', [-0.229882, -0.707152, 1.0]], ['2, k, 1', [-0.203761, -0.46764, 1.0]], ['2, k, 2', [-0.181222, -0.224594, 1.0]], ['2, k, 3', [-0.171953, -0.0892798, 1.0]], ['2, k, 4', [-0.339018, -0.197873, 1.0]], ['2, k, 5', [-0.322632, 0.0685045, 1.0]], ['2, k, 6', [-0.247145, 0.249251, 1.0]], ['2, k, 7', [-0.247636, 0.29706, 1.0]], ['2, k, 8', [-0.0414997, -0.281151, 1.0]], ['2, k, 9', [0.153942, -0.277648, 1.0]], ['2, k, 10', [0.313302, -0.152101, 1.0]], ['2, k, 11', [0.32212, -0.0772356, 1.0]], ['2, k, 12', [-0.287536, -0.697619, 1.0]], ['2, k, 13', [-0.296749, -0.994473, 1.0]], ['2, k, 14', [-0.322729, -1.35484, 1.0]], ['2, k, 15', [-0.327393, -1.26172, 1.0]], ['2, k, 16', [-0.168566, -0.697716, 1.0]], ['2, k, 17', [-0.136899, -0.992017, 1.0]], ['2, k, 18', [-0.0552611, -1.26821, 1.0]], ['2, k, 19', [-0.0822392, -1.14538, 1.0]], ['2, k, 20', [-0.187576, -0.284383, 1.0]], ['2, k, 21', [-0.240638, 0.342016, 1.0]], ['2, k, 22', [-0.17728, 0.263188, 1.0]], ['2, k, 23', [0.351699, -0.0513671, 1.0]], ['2, k, 24', [0.283165, -0.0231255, 1.0]]]
[['2, k, 0', [-0.235735, -0.706106, 1.0]], ['2, k, 1', [-0.20394, -0.467616, 1.0]], ['2, k, 2', [-0.175763, -0.227738, 1.0]], ['2, k, 3', [-0.169028, -0.0899038, 1.0]], ['2, k, 4', [-0.33564, -0.195367, 1.0]], ['2, k, 5', [-0.310493, 0.0633979, 1.0]], ['2, k, 6', [-0.239008, 0.242832, 1.0]], ['2, k, 7', [-0.225675, 0.295229, 1.0]], ['2, k, 8', [-0.0419913, -0.281148, 1.0]], ['2, k, 9', [0.152072, -0.305039, 1.0]], ['2, k, 10', [0.30316, -0.168809, 1.0]], ['2, k, 11', [0.328967, -0.100688, 1.0]], ['2, k, 12', [-0.293312, -0.694977, 1.0]], ['2, k, 13', [-0.298432, -0.992977, 1.0]], ['2, k, 14', [-0.323653, -1.35332, 1.0]], ['2, k, 15', [-0.329839, -1.23277, 1.0]], ['2, k, 16', [-0.174493, -0.69886, 1.0]], ['2, k, 17', [-0.135271, -0.992428, 1.0]], ['2, k, 18', [-0.0559444, -1.26901, 1.0]], ['2, k, 19', [-0.0818796, -1.14607, 1.0]], ['2, k, 20', [-0.184418, -0.286353, 1.0]], ['2, k, 21', [-0.23424, 0.347352, 1.0]], ['2, k, 22', [-0.19965, 0.296593, 1.0]], ['2, k, 23', [0.356203, -0.0727782, 1.0]], ['2, k, 24', [0.275079, -0.0382675, 1.0]]]
[['2, k, 0', [-0.238585, -0.697643, 1.0]], ['2, k, 1', [-0.203715, -0.465866, 1.0]], ['2, k, 2', [-0.172582, -0.22908, 1.0]], ['2, k, 3', [-0.155762, -0.0791397, 1.0]], ['2, k, 4', [-0.336944, -0.194795, 1.0]], ['2, k, 5', [-0.303744, 0.0625052, 1.0]], ['2, k, 6', [-0.207356, 0.252369, 1.0]], ['2, k, 7', [-0.204135, 0.287855, 1.0]], ['2, k, 8', [-0.0409258, -0.282444, 1.0]], ['2, k, 9', [0.149819, -0.32506, 1.0]], ['2, k, 10', [0.303366, -0.191523, 1.0]], ['2, k, 11', [0.334912, -0.127276, 1.0]], ['2, k, 12', [-0.295538, -0.689494, 1.0]], ['2, k, 13', [-0.300477, -0.98737, 1.0]], ['2, k, 14', [-0.325433, -1.33562, 1.0]], ['2, k, 15', [-0.331412, -1.21562, 1.0]], ['2, k, 16', [-0.176612, -0.68856, 1.0]], ['2, k, 17', [-0.158829, -1.00104, 1.0]], ['2, k, 18', [-0.0226295, -1.25292, 1.0]], ['2, k, 19', [-0.0802037, -1.14409, 1.0]], ['2, k, 20', [-0.182035, -0.286937, 1.0]], ['2, k, 21', [-0.212871, 0.338233, 1.0]], ['2, k, 22', [-0.155151, 0.265876, 1.0]], ['2, k, 23', [0.363127, -0.0994584, 1.0]], ['2, k, 24', [0.282404, -0.0597036, 1.0]]]
[['2, k, 0', [-0.243742, -0.687585, 1.0]], ['2, k, 1', [-0.207741, -0.458248, 1.0]], ['2, k, 2', [-0.173863, -0.226992, 1.0]], ['2, k, 3', [-0.135117, -0.0820191, 1.0]], ['2, k, 4', [-0.338176, -0.194628, 1.0]], ['2, k, 5', [-0.296232, 0.0586791, 1.0]], ['2, k, 6', [-0.200645, 0.261259, 1.0]], ['2, k, 7', [-0.179684, 0.283351, 1.0]], ['2, k, 8', [-0.0357974, -0.286288, 1.0]], ['2, k, 9', [0.149245, -0.351756, 1.0]], ['2, k, 10', [0.301994, -0.216809, 1.0]], ['2, k, 11', [0.340388, -0.155419, 1.0]], ['2, k, 12', [-0.301659, -0.678747, 1.0]], ['2, k, 13', [-0.300491, -0.976718, 1.0]], ['2, k, 14', [-0.329094, -1.2848, 1.0]], ['2, k, 15', [-0.333565, -1.19223, 1.0]], ['2, k, 16', [-0.180234, -0.680117, 1.0]], ['2, k, 17', [-0.13795, -0.9696, 1.0]], ['2, k, 18', [-0.067554, -1.24684, 1.0]], ['2, k, 19', [-0.0829011, -1.14053, 1.0]], ['2, k, 20', [-0.183152, -0.284594, 1.0]], ['2, k, 21', [-0.179288, 0.328638, 1.0]], ['2, k, 22', [-0.117593, 0.242344, 1.0]], ['2, k, 23', [0.359549, -0.116725, 1.0]], ['2, k, 24', [0.281197, -0.084063, 1.0]]]
[['2, k, 0', [-0.244451, -0.689575, 1.0]], ['2, k, 1', [-0.20237, -0.468014, 1.0]], ['2, k, 2', [-0.148441, -0.259535, 1.0]], ['2, k, 3', [-0.126793, -0.110779, 1.0]], ['2, k, 4', [-0.325729, -0.190536, 1.0]], ['2, k, 5', [-0.288005, 0.0577501, 1.0]], ['2, k, 6', [-0.157522, 0.266857, 1.0]], ['2, k, 7', [-0.163137, 0.278864, 1.0]], ['2, k, 8', [-0.0324412, -0.299423, 1.0]], ['2, k, 9', [0.15175, -0.369586, 1.0]], ['2, k, 10', [0.307104, -0.237638, 1.0]], ['2, k, 11', [0.348102, -0.181644, 1.0]], ['2, k, 12', [-0.301686, -0.679591, 1.0]], ['2, k, 13', [-0.302428, -0.979304, 1.0]], ['2, k, 14', [-0.330968, -1.2779, 1.0]], ['2, k, 15', [-0.336797, -1.18505, 1.0]], ['2, k, 16', [-0.182273, -0.68433, 1.0]], ['2, k, 17', [-0.155983, -0.999083, 1.0]], ['2, k, 18', [-0.047749, -1.26228, 1.0]], ['2, k, 19', [-0.0816519, -1.15682, 1.0]], ['2, k, 20', [-0.163322, -0.310319, 1.0]], ['2, k, 21', [-0.16548, 0.330651, 1.0]], ['2, k, 22', [-0.13146, 0.288013, 1.0]], ['2, k, 23', [0.381337, -0.164381, 1.0]], ['2, k, 24', [0.305972, -0.117815, 1.0]]]
[['2, k, 0', [-0.243953, -0.690548, 1.0]], ['2, k, 1', [-0.201408, -0.467943, 1.0]], ['2, k, 2', [-0.148897, -0.252945, 1.0]], ['2, k, 3', [-0.118107, -0.105845, 1.0]], ['2, k, 4', [-0.329878, -0.191371, 1.0]], ['2, k, 5', [-0.282235, 0.0562396, 1.0]], ['2, k, 6', [-0.151218, 0.221693, 1.0]], ['2, k, 7', [-0.139645, 0.262492, 1.0]], ['2, k, 8', [-0.0323042, -0.29994, 1.0]], ['2, k, 9', [0.143479, -0.389803, 1.0]], ['2, k, 10', [0.317884, -0.284047, 1.0]], ['2, k, 11', [0.35037, -0.21557, 1.0]], ['2, k, 12', [-0.300885, -0.681118, 1.0]], ['2, k, 13', [-0.299667, -0.982818, 1.0]], ['2, k, 14', [-0.345505, -1.26484, 1.0]], ['2, k, 15', [-0.345972, -1.1412, 1.0]], ['2, k, 16', [-0.181932, -0.684758, 1.0]], ['2, k, 17', [-0.143342, -0.976041, 1.0]], ['2, k, 18', [-0.077227, -1.23662, 1.0]], ['2, k, 19', [-0.0873795, -1.11487, 1.0]], ['2, k, 20', [-0.162726, -0.307067, 1.0]], ['2, k, 21', [-0.148171, 0.3208, 1.0]], ['2, k, 22', [-0.0888146, 0.231148, 1.0]], ['2, k, 23', [0.386788, -0.191965, 1.0]], ['2, k, 24', [0.324457, -0.156571, 1.0]]]
[['2, k, 0', [-0.243349, -0.696619, 1.0]], ['2, k, 1', [-0.197082, -0.474227, 1.0]], ['2, k, 2', [-0.146071, -0.255669, 1.0]], ['2, k, 3', [-0.166919, -0.106094, 1.0]], ['2, k, 4', [-0.327546, -0.246125, 1.0]], ['2, k, 5', [-0.260435, 0.0240701, 1.0]], ['2, k, 6', [-0.149206, 0.220719, 1.0]], ['2, k, 7', [-0.124083, 0.256092, 1.0]], ['2, k, 8', [-0.0378983, -0.306646, 1.0]], ['2, k, 9', [0.135934, -0.39939, 1.0]], ['2, k, 10', [0.310428, -0.293599, 1.0]], ['2, k, 11', [0.345055, -0.25166, 1.0]], ['2, k, 12', [-0.300782, -0.687107, 1.0]], ['2, k, 13', [-0.297426, -0.984479, 1.0]], ['2, k, 14', [-0.322366, -1.36642, 1.0]], ['2, k, 15', [-0.331356, -1.244, 1.0]], ['2, k, 16', [-0.180669, -0.690175, 1.0]], ['2, k, 17', [-0.167634, -0.991679, 1.0]], ['2, k, 18', [-0.0535907, -1.25326, 1.0]], ['2, k, 19', [-0.0826144, -1.1327, 1.0]], ['2, k, 20', [-0.159383, -0.310288, 1.0]], ['2, k, 21', [-0.130418, 0.310964, 1.0]], ['2, k, 22', [-0.0749054, 0.227864, 1.0]], ['2, k, 23', [0.383745, -0.211453, 1.0]], ['2, k, 24', [0.341998, -0.1936, 1.0]]]
[['2, k, 0', [-0.240664, -0.698675, 1.0]], ['2, k, 1', [-0.199974, -0.469841, 1.0]], ['2, k, 2', [-0.177676, -0.221118, 1.0]], ['2, k, 3', [-0.222934, -0.0771331, 1.0]], ['2, k, 4', [-0.327454, -0.246162, 1.0]], ['2, k, 5', [-0.258888, 0.023761, 1.0]], ['2, k, 6', [-0.114746, 0.237383, 1.0]], ['2, k, 7', [-0.106286, 0.253361, 1.0]], ['2, k, 8', [-0.0378288, -0.306421, 1.0]], ['2, k, 9', [0.124684, -0.418973, 1.0]], ['2, k, 10', [0.299055, -0.312611, 1.0]], ['2, k, 11', [0.346963, -0.273669, 1.0]], ['2, k, 12', [-0.298726, -0.68881, 1.0]], ['2, k, 13', [-0.297069, -0.984783, 1.0]], ['2, k, 14', [-0.322957, -1.35388, 1.0]], ['2, k, 15', [-0.333304, -1.23039, 1.0]], ['2, k, 16', [-0.177001, -0.692625, 1.0]], ['2, k, 17', [-0.143318, -0.983014, 1.0]], ['2, k, 18', [-0.0744492, -1.25894, 1.0]], ['2, k, 19', [-0.0973342, -1.13578, 1.0]], ['2, k, 20', [-0.180479, -0.285756, 1.0]], ['2, k, 21', [-0.0988266, 0.29305, 1.0]], ['2, k, 22', [-0.0726633, 0.218491, 1.0]], ['2, k, 23', [0.390335, -0.242698, 1.0]], ['2, k, 24', [0.345795, -0.220475, 1.0]]]
[['2, k, 0', [-0.239418, -0.699819, 1.0]], ['2, k, 1', [-0.201185, -0.467816, 1.0]], ['2, k, 2', [-0.177645, -0.221048, 1.0]], ['2, k, 3', [-0.247316, -0.0848036, 1.0]], ['2, k, 4', [-0.327192, -0.246749, 1.0]], ['2, k, 5', [-0.239877, 0.0174403, 1.0]], ['2, k, 6', [-0.120719, 0.197652, 1.0]], ['2, k, 7', [-0.0846714, 0.231017, 1.0]], ['2, k, 8', [-0.0419886, -0.305763, 1.0]], ['2, k, 9', [0.111376, -0.430633, 1.0]], ['2, k, 10', [0.293092, -0.337566, 1.0]], ['2, k, 11', [0.349965, -0.290914, 1.0]], ['2, k, 12', [-0.297603, -0.689607, 1.0]], ['2, k, 13', [-0.299815, -0.985232, 1.0]], ['2, k, 14', [-0.322711, -1.34962, 1.0]], ['2, k, 15', [-0.333922, -1.22617, 1.0]], ['2, k, 16', [-0.174926, -0.694683, 1.0]], ['2, k, 17', [-0.142475, -0.985267, 1.0]], ['2, k, 18', [-0.0794115, -1.26244, 1.0]], ['2, k, 19', [-0.0932195, -1.13779, 1.0]], ['2, k, 20', [-0.181052, -0.284771, 1.0]], ['2, k, 21', [-0.0932426, 0.286377, 1.0]], ['2, k, 22', [-0.0284563, 0.191614, 1.0]], ['2, k, 23', [0.387758, -0.260488, 1.0]], ['2, k, 24', [0.314045, -0.213436, 1.0]]]
[['2, k, 0', [-0.238881, -0.699866, 1.0]], ['2, k, 1', [-0.202706, -0.462679, 1.0]], ['2, k, 2', [-0.177522, -0.21734, 1.0]], ['2, k, 3', [-0.225129, -0.0914848, 1.0]], ['2, k, 4', [-0.326483, -0.248682, 1.0]], ['2, k, 5', [-0.224431, 0.0102352, 1.0]], ['2, k, 6', [-0.078912, 0.218574, 1.0]], ['2, k, 7', [-0.073898, 0.237959, 1.0]], ['2, k, 8', [-0.0420035, -0.305721, 1.0]], ['2, k, 9', [0.104619, -0.439723, 1.0]], ['2, k, 10', [0.29533, -0.351759, 1.0]], ['2, k, 11', [0.349775, -0.303114, 1.0]], ['2, k, 12', [-0.295843, -0.688548, 1.0]], ['2, k, 13', [-0.304433, -0.990103, 1.0]], ['2, k, 14', [-0.323901, -1.34746, 1.0]], ['2, k, 15', [-0.333327, -1.225, 1.0]], ['2, k, 16', [-0.174035, -0.695688, 1.0]], ['2, k, 17', [-0.142719, -0.987291, 1.0]], ['2, k, 18', [-0.0560541, -1.25652, 1.0]], ['2, k, 19', [-0.0879069, -1.13652, 1.0]], ['2, k, 20', [-0.18221, -0.279146, 1.0]], ['2, k, 21', [-0.0695672, 0.273789, 1.0]], ['2, k, 22', [-0.037731, 0.204993, 1.0]], ['2, k, 23', [0.384307, -0.279057, 1.0]], ['2, k, 24', [0.311714, -0.223054, 1.0]]]
[['2, k, 0', [-0.237046, -0.701942, 1.0]], ['2, k, 1', [-0.203375, -0.462099, 1.0]], ['2, k, 2', [-0.178705, -0.21626, 1.0]], ['2, k, 3', [-0.222426, -0.0934243, 1.0]], ['2, k, 4', [-0.321494, -0.243487, 1.0]], ['2, k, 5', [-0.256879, 0.0271585, 1.0]], ['2, k, 6', [-0.0732114, 0.203261, 1.0]], ['2, k, 7', [-0.0534357, 0.221743, 1.0]], ['2, k, 8', [-0.0778862, -0.295167, 1.0]], ['2, k, 9', [0.0969308, -0.44242, 1.0]], ['2, k, 10', [0.297978, -0.363453, 1.0]], ['2, k, 11', [0.349593, -0.319416, 1.0]], ['2, k, 12', [-0.294712, -0.689627, 1.0]], ['2, k, 13', [-0.309546, -1.00227, 1.0]], ['2, k, 14', [-0.324289, -1.3477, 1.0]], ['2, k, 15', [-0.332915, -1.22598, 1.0]], ['2, k, 16', [-0.172291, -0.698398, 1.0]], ['2, k, 17', [-0.149, -0.989963, 1.0]], ['2, k, 18', [-0.13627, -1.26866, 1.0]], ['2, k, 19', [-0.109377, -1.1496, 1.0]], ['2, k, 20', [-0.183824, -0.277825, 1.0]], ['2, k, 21', [-0.0395311, 0.253072, 1.0]], ['2, k, 22', [-0.0047138, 0.176912, 1.0]], ['2, k, 23', [0.38113, -0.297454, 1.0]], ['2, k, 24', [0.311426, -0.237765, 1.0]]]
[['2, k, 0', [-0.234073, -0.705853, 1.0]], ['2, k, 1', [-0.203756, -0.461239, 1.0]], ['2, k, 2', [-0.180636, -0.211072, 1.0]], ['2, k, 3', [-0.219782, -0.0942223, 1.0]], ['2, k, 4', [-0.320694, -0.246433, 1.0]], ['2, k, 5', [-0.263165, 0.0241232, 1.0]], ['2, k, 6', [-0.0689384, 0.194305, 1.0]], ['2, k, 7', [-0.0403836, 0.209326, 1.0]], ['2, k, 8', [-0.074334, -0.300099, 1.0]], ['2, k, 9', [0.095424, -0.450724, 1.0]], ['2, k, 10', [0.294567, -0.408277, 1.0]], ['2, k, 11', [0.342096, -0.354126, 1.0]], ['2, k, 12', [-0.291931, -0.693437, 1.0]], ['2, k, 13', [-0.308972, -1.00224, 1.0]], ['2, k, 14', [-0.325189, -1.34903, 1.0]], ['2, k, 15', [-0.334923, -1.22787, 1.0]], ['2, k, 16', [-0.169793, -0.701964, 1.0]], ['2, k, 17', [-0.147276, -0.993713, 1.0]], ['2, k, 18', [-0.0703325, -1.2638, 1.0]], ['2, k, 19', [-0.0907192, -1.14299, 1.0]], ['2, k, 20', [-0.185689, -0.273672, 1.0]], ['2, k, 21', [-0.0206891, 0.234107, 1.0]], ['2, k, 22', [0.00700562, 0.165868, 1.0]], ['2, k, 23', [0.377236, -0.319977, 1.0]], ['2, k, 24', [0.333238, -0.318766, 1.0]]]
[['2, k, 0', [-0.232734, -0.706799, 1.0]], ['2, k, 1', [-0.203916, -0.460023, 1.0]], ['2, k, 2', [-0.181037, -0.208361, 1.0]], ['2, k, 3', [-0.186782, -0.0570497, 1.0]], ['2, k, 4', [-0.319775, -0.247466, 1.0]], ['2, k, 5', [-0.261059, 0.0231772, 1.0]], ['2, k, 6', [-0.0542605, 0.167462, 1.0]], ['2, k, 7', [-0.0312262, 0.19775, 1.0]], ['2, k, 8', [-0.0710394, -0.303454, 1.0]], ['2, k, 9', [0.0900976, -0.45996, 1.0]], ['2, k, 10', [0.28805, -0.410738, 1.0]], ['2, k, 11', [0.339976, -0.363963, 1.0]], ['2, k, 12', [-0.290642, -0.694429, 1.0]], ['2, k, 13', [-0.308765, -1.0003, 1.0]], ['2, k, 14', [-0.325821, -1.34435, 1.0]], ['2, k, 15', [-0.335653, -1.22361, 1.0]], ['2, k, 16', [-0.168509, -0.702884, 1.0]], ['2, k, 17', [-0.147011, -0.994892, 1.0]], ['2, k, 18', [-0.310458, -1.22365, 1.0]], ['2, k, 19', [-0.207184, -1.1599, 1.0]], ['2, k, 20', [-0.18622, -0.271166, 1.0]], ['2, k, 21', [-0.0243575, 0.246701, 1.0]], ['2, k, 22', [0.0248521, 0.14923, 1.0]], ['2, k, 23', [0.374608, -0.337201, 1.0]], ['2, k, 24', [0.308701, -0.281175, 1.0]]]
[['2, k, 0', [-0.232399, -0.707144, 1.0]], ['2, k, 1', [-0.204178, -0.459248, 1.0]], ['2, k, 2', [-0.181186, -0.207391, 1.0]], ['2, k, 3', [-0.206617, -0.0730481, 1.0]], ['2, k, 4', [-0.315838, -0.251222, 1.0]], ['2, k, 5', [-0.258688, 0.0199609, 1.0]], ['2, k, 6', [-0.053192, 0.166119, 1.0]], ['2, k, 7', [-0.0229819, 0.190467, 1.0]], ['2, k, 8', [-0.0639337, -0.312483, 1.0]], ['2, k, 9', [0.0898554, -0.467514, 1.0]], ['2, k, 10', [0.287477, -0.416782, 1.0]], ['2, k, 11', [0.338991, -0.374103, 1.0]], ['2, k, 12', [-0.289619, -0.69477, 1.0]], ['2, k, 13', [-0.309803, -1.00177, 1.0]], ['2, k, 14', [-0.325925, -1.35272, 1.0]], ['2, k, 15', [-0.301429, -1.40947, 1.0]], ['2, k, 16', [-0.168493, -0.704058, 1.0]], ['2, k, 17', [-0.146871, -0.996798, 1.0]], ['2, k, 18', [-0.309599, -1.22606, 1.0]], ['2, k, 19', [-0.20155, -1.17136, 1.0]], ['2, k, 20', [-0.186498, -0.270157, 1.0]], ['2, k, 21', [-0.00440006, 0.226731, 1.0]], ['2, k, 22', [0.029287, 0.143708, 1.0]], ['2, k, 23', [0.37225, -0.348111, 1.0]], ['2, k, 24', [0.311007, -0.294521, 1.0]]]
[['2, k, 0', [-0.232115, -0.708659, 1.0]], ['2, k, 1', [-0.205468, -0.457069, 1.0]], ['2, k, 2', [-0.184302, -0.199087, 1.0]], ['2, k, 3', [-0.206561, -0.0731434, 1.0]], ['2, k, 4', [-0.315181, -0.251456, 1.0]], ['2, k, 5', [-0.248193, 0.01806, 1.0]], ['2, k, 6', [-0.0257125, 0.164796, 1.0]], ['2, k, 7', [-0.019561, 0.188896, 1.0]], ['2, k, 8', [-0.0641242, -0.312495, 1.0]], ['2, k, 9', [0.089645, -0.476999, 1.0]], ['2, k, 10', [0.286394, -0.422784, 1.0]], ['2, k, 11', [0.336251, -0.382967, 1.0]], ['2, k, 12', [-0.289526, -0.695831, 1.0]], ['2, k, 13', [-0.31022, -1.00211, 1.0]], ['2, k, 14', [-0.326105, -1.35096, 1.0]], ['2, k, 15', [-0.301491, -1.40763, 1.0]], ['2, k, 16', [-0.16825, -0.705843, 1.0]], ['2, k, 17', [-0.146893, -0.998443, 1.0]], ['2, k, 18', [-0.331869, -1.21273, 1.0]], ['2, k, 19', [-0.219298, -1.16847, 1.0]], ['2, k, 20', [-0.189341, -0.263557, 1.0]], ['2, k, 21', [-0.0174351, 0.239562, 1.0]], ['2, k, 22', [0.0266122, 0.150448, 1.0]], ['2, k, 23', [0.358343, -0.348837, 1.0]], ['2, k, 24', [0.297362, -0.292747, 1.0]]]
[['2, k, 0', [-0.231928, -0.708584, 1.0]], ['2, k, 1', [-0.206305, -0.45434, 1.0]], ['2, k, 2', [-0.185314, -0.196116, 1.0]], ['2, k, 3', [-0.206064, -0.0708771, 1.0]], ['2, k, 4', [-0.314959, -0.251895, 1.0]], ['2, k, 5', [-0.247645, 0.0176515, 1.0]], ['2, k, 6', [-0.0271431, 0.167052, 1.0]], ['2, k, 7', [-0.0108508, 0.189837, 1.0]], ['2, k, 8', [-0.0618567, -0.31533, 1.0]], ['2, k, 9', [0.0890147, -0.488175, 1.0]], ['2, k, 10', [0.284527, -0.429175, 1.0]], ['2, k, 11', [0.330444, -0.407062, 1.0]], ['2, k, 12', [-0.288632, -0.694737, 1.0]], ['2, k, 13', [-0.311808, -0.995807, 1.0]], ['2, k, 14', [-0.325796, -1.34894, 1.0]], ['2, k, 15', [-0.299896, -1.40566, 1.0]], ['2, k, 16', [-0.168019, -0.705998, 1.0]], ['2, k, 17', [-0.149598, -0.999379, 1.0]], ['2, k, 18', [-0.343341, -1.20574, 1.0]], ['2, k, 19', [-0.235121, -1.15074, 1.0]], ['2, k, 20', [-0.190436, -0.260431, 1.0]], ['2, k, 21', [-0.00452692, 0.230943, 1.0]], ['2, k, 22', [0.0272342, 0.15114, 1.0]], ['2, k, 23', [0.376485, -0.399482, 1.0]], ['2, k, 24', [0.332158, -0.352218, 1.0]]]
[['2, k, 0', [-0.230626, -0.712769, 1.0]], ['2, k, 1', [-0.206314, -0.454314, 1.0]], ['2, k, 2', [-0.185321, -0.194599, 1.0]], ['2, k, 3', [-0.204734, -0.0682996, 1.0]], ['2, k, 4', [-0.313653, -0.252743, 1.0]], ['2, k, 5', [-0.246095, 0.0166835, 1.0]], ['2, k, 6', [-0.0434423, 0.160351, 1.0]], ['2, k, 7', [-0.0053598, 0.180241, 1.0]], ['2, k, 8', [-0.0621588, -0.315223, 1.0]], ['2, k, 9', [0.0901777, -0.497381, 1.0]], ['2, k, 10', [0.284407, -0.434456, 1.0]], ['2, k, 11', [0.331109, -0.41128, 1.0]], ['2, k, 12', [-0.287527, -0.698041, 1.0]], ['2, k, 13', [-0.312039, -0.995165, 1.0]], ['2, k, 14', [-0.32591, -1.35121, 1.0]], ['2, k, 15', [-0.299639, -1.40768, 1.0]], ['2, k, 16', [-0.165702, -0.716693, 1.0]], ['2, k, 17', [-0.151058, -1.01209, 1.0]], ['2, k, 18', [-0.286111, -1.25101, 1.0]], ['2, k, 19', [-0.183626, -1.18665, 1.0]], ['2, k, 20', [-0.190483, -0.259447, 1.0]], ['2, k, 21', [0.0245056, 0.202655, 1.0]], ['2, k, 22', [0.0439668, 0.133809, 1.0]], ['2, k, 23', [0.373617, -0.401373, 1.0]], ['2, k, 24', [0.329127, -0.351848, 1.0]]]
[['2, k, 0', [-0.231357, -0.714192, 1.0]], ['2, k, 1', [-0.206441, -0.454293, 1.0]], ['2, k, 2', [-0.185084, -0.194306, 1.0]], ['2, k, 3', [-0.202333, -0.0687321, 1.0]], ['2, k, 4', [-0.312385, -0.253419, 1.0]], ['2, k, 5', [-0.245554, 0.0160933, 1.0]], ['2, k, 6', [-0.0421757, 0.159745, 1.0]], ['2, k, 7', [-0.00076145, 0.178067, 1.0]], ['2, k, 8', [-0.0624358, -0.315186, 1.0]], ['2, k, 9', [0.0892487, -0.500014, 1.0]], ['2, k, 10', [0.28475, -0.442568, 1.0]], ['2, k, 11', [0.328202, -0.414186, 1.0]], ['2, k, 12', [-0.289763, -0.697991, 1.0]], ['2, k, 13', [-0.312872, -0.988743, 1.0]], ['2, k, 14', [-0.326178, -1.35002, 1.0]], ['2, k, 15', [-0.299474, -1.40704, 1.0]], ['2, k, 16', [-0.166543, -0.718537, 1.0]], ['2, k, 17', [-0.150832, -1.01406, 1.0]], ['2, k, 18', [-0.383473, -1.17929, 1.0]], ['2, k, 19', [-0.266022, -1.15424, 1.0]], ['2, k, 20', [-0.190406, -0.259253, 1.0]], ['2, k, 21', [0.0282662, 0.204544, 1.0]], ['2, k, 22', [0.0478512, 0.128035, 1.0]], ['2, k, 23', [0.369319, -0.404709, 1.0]], ['2, k, 24', [0.323101, -0.351847, 1.0]]]
