[['2, k, 0', [-0.30587, -0.349565, 1.0]], ['2, k, 1', [-0.315429, -0.0464208, 1.0]], ['2, k, 2', [-0.322908, 0.249622, 1.0]], ['2, k, 3', [-0.321967, 0.377717, 1.0]], ['2, k, 4', [-0.461727, 0.135773, 1.0]], ['2, k, 5', [-0.565972, 0.0947094, 1.0]], ['2, k, 6', [-0.34231, 0.0622958, 1.0]], ['2, k, 7', [-0.268653, 0.0516438, 1.0]], ['2, k, 8', [-0.180007, 0.139437, 1.0]], ['2, k, 9', [-0.157382, -0.126431, 1.0]], ['2, k, 10', [-0.153166, -0.0564944, 1.0]], ['2, k, 11', [-0.0876714, 0.0173922, 1.0]], ['2, k, 12', [-0.365772, -0.345472, 1.0]], ['2, k, 13', [-0.446574, -0.64096, 1.0]], ['2, k, 14', [-0.494515, -1.02412, 1.0]], ['2, k, 15', [-0.508301, -1.08789, 1.0]], ['2, k, 16', [-0.23741, -0.343894, 1.0]], ['2, k, 17', [-0.173413, -0.588039, 1.0]], ['2, k, 18', [-0.142658, -1.00627, 1.0]], ['2, k, 19', [-0.125366, -1.0791, 1.0]], ['2, k, 20', [-0.321395, 0.176637, 1.0]], ['2, k, 21', [-0.267296, 0.0513829, 1.0]], ['2, k, 22', [-0.265526, 0.0510426, 1.0]], ['2, k, 23', [-0.0679064, 0.0235472, 1.0]], ['2, k, 24', [-0.162205, 0.020488, 1.0]]]
[['2, k, 0', [-0.319203, -0.391122, 1.0]], ['2, k, 1', [-0.321495, -0.098053, 1.0]], ['2, k, 2', [-0.322309, 0.188456, 1.0]], ['2, k, 3', [-0.321146, 0.316211, 1.0]], ['2, k, 4', [-0.460862, 0.056721, 1.0]], ['2, k, 5', [-0.537366, 0.0460915, 1.0]], ['2, k, 6', [-0.583066, 0.0604698, 1.0]], ['2, k, 7', [-0.592056, 0.0826524, 1.0]], ['2, k, 8', [-0.191499, 0.0611457, 1.0]], ['2, k, 9', [-0.150269, 0.0506493, 1.0]], ['2, k, 10', [-0.0993813, 0.0489929, 1.0]], ['2, k, 11', [-0.0953323, 0.0628813, 1.0]], ['2, k, 12', [-0.378899, -0.386699, 1.0]], ['2, k, 13', [-0.441817, -0.713169, 1.0]], ['2, k, 14', [-0.48114, -1.05292, 1.0]], ['2, k, 15', [-0.515591, -1.11685, 1.0]], ['2, k, 16', [-0.250836, -0.384848, 1.0]], ['2, k, 17', [-0.175364, -0.709412, 1.0]], ['2, k, 18', [-0.122733, -1.05527, 1.0]], ['2, k, 19', [-0.111381, -1.12488, 1.0]], ['2, k, 20', [-0.32237, 0.117539, 1.0]], ['2, k, 21', [-0.609933, 0.081934, 1.0]], ['2, k, 22', [-0.526895, 0.0769862, 1.0]], ['2, k, 23', [-0.0336479, 0.0604472, 1.0]], ['2, k, 24', [-0.144035, 0.066458, 1.0]]]
[['2, k, 0', [-0.320484, -0.388783, 1.0]], ['2, k, 1', [-0.322405, -0.0925738, 1.0]], ['2, k, 2', [-0.322144, 0.198156, 1.0]], ['2, k, 3', [-0.321109, 0.325747, 1.0]], ['2, k, 4', [-0.460938, 0.0630857, 1.0]], ['2, k, 5', [-0.539805, 0.0504922, 1.0]], ['2, k, 6', [-0.582054, 0.0605352, 1.0]], ['2, k, 7', [-0.590049, 0.0937122, 1.0]], ['2, k, 8', [-0.192072, 0.0574501, 1.0]], ['2, k, 9', [-0.151472, 0.0567602, 1.0]], ['2, k, 10', [-0.0978724, 0.0542516, 1.0]], ['2, k, 11', [-0.0998769, 0.0732945, 1.0]], ['2, k, 12', [-0.380299, -0.384373, 1.0]], ['2, k, 13', [-0.441662, -0.71266, 1.0]], ['2, k, 14', [-0.481256, -1.05592, 1.0]], ['2, k, 15', [-0.516656, -1.11736, 1.0]], ['2, k, 16', [-0.251959, -0.382505, 1.0]], ['2, k, 17', [-0.17556, -0.706278, 1.0]], ['2, k, 18', [-0.121725, -1.05484, 1.0]], ['2, k, 19', [-0.110366, -1.12435, 1.0]], ['2, k, 20', [-0.322554, 0.126288, 1.0]], ['2, k, 21', [-0.595172, 0.0915526, 1.0]], ['2, k, 22', [-0.523647, 0.0879684, 1.0]], ['2, k, 23', [-0.0826661, 0.0771439, 1.0]], ['2, k, 24', [-0.155086, 0.0775475, 1.0]]]
[['2, k, 0', [-0.321779, -0.381198, 1.0]], ['2, k, 1', [-0.323512, -0.0833928, 1.0]], ['2, k, 2', [-0.323084, 0.207811, 1.0]], ['2, k, 3', [-0.32073, 0.336884, 1.0]], ['2, k, 4', [-0.459885, 0.0710127, 1.0]], ['2, k, 5', [-0.543157, 0.0630897, 1.0]], ['2, k, 6', [-0.558824, 0.0886066, 1.0]], ['2, k, 7', [-0.582067, 0.102916, 1.0]], ['2, k, 8', [-0.190397, 0.0693372, 1.0]], ['2, k, 9', [-0.151134, 0.068397, 1.0]], ['2, k, 10', [-0.0998726, 0.0568682, 1.0]], ['2, k, 11', [-0.0999771, 0.0833487, 1.0]], ['2, k, 12', [-0.381754, -0.377349, 1.0]], ['2, k, 13', [-0.441702, -0.710014, 1.0]], ['2, k, 14', [-0.481557, -1.05727, 1.0]], ['2, k, 15', [-0.516667, -1.11735, 1.0]], ['2, k, 16', [-0.253007, -0.374606, 1.0]], ['2, k, 17', [-0.176102, -0.701151, 1.0]], ['2, k, 18', [-0.121614, -1.05383, 1.0]], ['2, k, 19', [-0.110644, -1.12318, 1.0]], ['2, k, 20', [-0.323536, 0.13596, 1.0]], ['2, k, 21', [-0.597476, 0.104772, 1.0]], ['2, k, 22', [-0.507399, 0.0977077, 1.0]], ['2, k, 23', [-0.0816911, 0.0862733, 1.0]], ['2, k, 24', [-0.155354, 0.0878273, 1.0]]]
[['2, k, 0', [-0.322336, -0.377005, 1.0]], ['2, k, 1', [-0.32407, -0.07774, 1.0]], ['2, k, 2', [-0.323719, 0.215033, 1.0]], ['2, k, 3', [-0.320822, 0.343325, 1.0]], ['2, k, 4', [-0.459988, 0.0748237, 1.0]], ['2, k, 5', [-0.543079, 0.065849, 1.0]], ['2, k, 6', [-0.536533, 0.0991041, 1.0]], ['2, k, 7', [-0.579774, 0.111981, 1.0]], ['2, k, 8', [-0.18922, 0.0724981, 1.0]], ['2, k, 9', [-0.151235, 0.0752523, 1.0]], ['2, k, 10', [-0.100483, 0.0626331, 1.0]], ['2, k, 11', [-0.100962, 0.0934405, 1.0]], ['2, k, 12', [-0.382574, -0.373222, 1.0]], ['2, k, 13', [-0.441466, -0.711757, 1.0]], ['2, k, 14', [-0.482131, -1.05729, 1.0]], ['2, k, 15', [-0.516824, -1.11744, 1.0]], ['2, k, 16', [-0.253277, -0.370436, 1.0]], ['2, k, 17', [-0.176201, -0.696607, 1.0]], ['2, k, 18', [-0.12097, -1.05273, 1.0]], ['2, k, 19', [-0.110774, -1.12174, 1.0]], ['2, k, 20', [-0.324145, 0.142784, 1.0]], ['2, k, 21', [-0.609552, 0.110953, 1.0]], ['2, k, 22', [-0.506485, 0.107547, 1.0]], ['2, k, 23', [-0.0914274, 0.0987881, 1.0]], ['2, k, 24', [-0.16061, 0.0978003, 1.0]]]
[['2, k, 0', [-0.322087, -0.368546, 1.0]], ['2, k, 1', [-0.324506, -0.0685364, 1.0]], ['2, k, 2', [-0.324994, 0.224767, 1.0]], ['2, k, 3', [-0.320097, 0.351348, 1.0]], ['2, k, 4', [-0.459991, 0.0842362, 1.0]], ['2, k, 5', [-0.541601, 0.0741471, 1.0]], ['2, k, 6', [-0.583367, 0.108366, 1.0]], ['2, k, 7', [-0.589536, 0.121199, 1.0]], ['2, k, 8', [-0.190242, 0.0851592, 1.0]], ['2, k, 9', [-0.151782, 0.0875675, 1.0]], ['2, k, 10', [-0.146189, 0.0970619, 1.0]], ['2, k, 11', [-0.108341, 0.103194, 1.0]], ['2, k, 12', [-0.382367, -0.365947, 1.0]], ['2, k, 13', [-0.440812, -0.707943, 1.0]], ['2, k, 14', [-0.482766, -1.0565, 1.0]], ['2, k, 15', [-0.516794, -1.11736, 1.0]], ['2, k, 16', [-0.252974, -0.360935, 1.0]], ['2, k, 17', [-0.177279, -0.689079, 1.0]], ['2, k, 18', [-0.120631, -1.05133, 1.0]], ['2, k, 19', [-0.111115, -1.12037, 1.0]], ['2, k, 20', [-0.325201, 0.152407, 1.0]], ['2, k, 21', [-0.592361, 0.120434, 1.0]], ['2, k, 22', [-0.520145, 0.116996, 1.0]], ['2, k, 23', [-0.0668967, 0.107257, 1.0]], ['2, k, 24', [-0.174945, 0.108127, 1.0]]]
[['2, k, 0', [-0.321814, -0.364929, 1.0]], ['2, k, 1', [-0.324201, -0.0643291, 1.0]], ['2, k, 2', [-0.32467, 0.229464, 1.0]], ['2, k, 3', [-0.320273, 0.357212, 1.0]], ['2, k, 4', [-0.458738, 0.0859938, 1.0]], ['2, k, 5', [-0.542937, 0.0788106, 1.0]], ['2, k, 6', [-0.583468, 0.108376, 1.0]], ['2, k, 7', [-0.590972, 0.129011, 1.0]], ['2, k, 8', [-0.19025, 0.0876553, 1.0]], ['2, k, 9', [-0.185656, -0.0601482, 1.0]], ['2, k, 10', [-0.159328, 0.0477125, 1.0]], ['2, k, 11', [-0.108156, 0.111565, 1.0]], ['2, k, 12', [-0.382115, -0.36252, 1.0]], ['2, k, 13', [-0.438857, -0.70695, 1.0]], ['2, k, 14', [-0.484514, -1.05477, 1.0]], ['2, k, 15', [-0.516801, -1.11738, 1.0]], ['2, k, 16', [-0.25268, -0.357275, 1.0]], ['2, k, 17', [-0.178356, -0.685848, 1.0]], ['2, k, 18', [-0.120228, -1.05026, 1.0]], ['2, k, 19', [-0.111699, -1.11944, 1.0]], ['2, k, 20', [-0.324882, 0.156993, 1.0]], ['2, k, 21', [-0.591203, 0.129642, 1.0]], ['2, k, 22', [-0.52035, 0.126613, 1.0]], ['2, k, 23', [-0.0835692, 0.121835, 1.0]], ['2, k, 24', [-0.173639, 0.116384, 1.0]]]
[['2, k, 0', [-0.321559, -0.360252, 1.0]], ['2, k, 1', [-0.3236, -0.058826, 1.0]], ['2, k, 2', [-0.323688, 0.235752, 1.0]], ['2, k, 3', [-0.320079, 0.36073, 1.0]], ['2, k, 4', [-0.459398, 0.0932397, 1.0]], ['2, k, 5', [-0.545673, 0.0850242, 1.0]], ['2, k, 6', [-0.584836, 0.111826, 1.0]], ['2, k, 7', [-0.592537, 0.135337, 1.0]], ['2, k, 8', [-0.190298, 0.0894011, 1.0]], ['2, k, 9', [-0.154579, 0.0958888, 1.0]], ['2, k, 10', [-0.151588, 0.105715, 1.0]], ['2, k, 11', [-0.112336, 0.118013, 1.0]], ['2, k, 12', [-0.38171, -0.35795, 1.0]], ['2, k, 13', [-0.436927, -0.70418, 1.0]], ['2, k, 14', [-0.48468, -1.05541, 1.0]], ['2, k, 15', [-0.516783, -1.1174, 1.0]], ['2, k, 16', [-0.252575, -0.352638, 1.0]], ['2, k, 17', [-0.179463, -0.6832, 1.0]], ['2, k, 18', [-0.119469, -1.04948, 1.0]], ['2, k, 19', [-0.112262, -1.1189, 1.0]], ['2, k, 20', [-0.323998, 0.163091, 1.0]], ['2, k, 21', [-0.592996, 0.135445, 1.0]], ['2, k, 22', [-0.52068, 0.131833, 1.0]], ['2, k, 23', [-0.0963031, 0.123212, 1.0]], ['2, k, 24', [-0.18249, 0.122096, 1.0]]]
[['2, k, 0', [-0.321284, -0.357399, 1.0]], ['2, k, 1', [-0.324122, -0.0557522, 1.0]], ['2, k, 2', [-0.325156, 0.239177, 1.0]], ['2, k, 3', [-0.320698, 0.366574, 1.0]], ['2, k, 4', [-0.45929, 0.0968635, 1.0]], ['2, k, 5', [-0.548279, 0.0866894, 1.0]], ['2, k, 6', [-0.58489, 0.114565, 1.0]], ['2, k, 7', [-0.594001, 0.141427, 1.0]], ['2, k, 8', [-0.1897, 0.0926986, 1.0]], ['2, k, 9', [-0.18658, -0.056962, 1.0]], ['2, k, 10', [-0.162207, 0.0546316, 1.0]], ['2, k, 11', [-0.108461, 0.124541, 1.0]], ['2, k, 12', [-0.381308, -0.354592, 1.0]], ['2, k, 13', [-0.434103, -0.710181, 1.0]], ['2, k, 14', [-0.486, -1.05318, 1.0]], ['2, k, 15', [-0.516772, -1.11756, 1.0]], ['2, k, 16', [-0.252412, -0.350325, 1.0]], ['2, k, 17', [-0.180255, -0.682366, 1.0]], ['2, k, 18', [-0.118839, -1.0486, 1.0]], ['2, k, 19', [-0.112407, -1.11772, 1.0]], ['2, k, 20', [-0.325211, 0.16642, 1.0]], ['2, k, 21', [-0.594334, 0.143539, 1.0]], ['2, k, 22', [-0.520565, 0.136771, 1.0]], ['2, k, 23', [-0.0865326, 0.136386, 1.0]], ['2, k, 24', [-0.175019, 0.127898, 1.0]]]
[['2, k, 0', [-0.320672, -0.354466, 1.0]], ['2, k, 1', [-0.323655, -0.0519735, 1.0]], ['2, k, 2', [-0.324861, 0.243745, 1.0]], ['2, k, 3', [-0.32078, 0.368339, 1.0]], ['2, k, 4', [-0.459028, 0.0964877, 1.0]], ['2, k, 5', [-0.544805, 0.0979673, 1.0]], ['2, k, 6', [-0.584551, 0.117113, 1.0]], ['2, k, 7', [-0.592997, 0.145788, 1.0]], ['2, k, 8', [-0.188857, 0.0950479, 1.0]], ['2, k, 9', [-0.152437, 0.10338, 1.0]], ['2, k, 10', [-0.149403, 0.114476, 1.0]], ['2, k, 11', [-0.111068, 0.128329, 1.0]], ['2, k, 12', [-0.380574, -0.352009, 1.0]], ['2, k, 13', [-0.432348, -0.711406, 1.0]], ['2, k, 14', [-0.486556, -1.05374, 1.0]], ['2, k, 15', [-0.516766, -1.11762, 1.0]], ['2, k, 16', [-0.251958, -0.347102, 1.0]], ['2, k, 17', [-0.180473, -0.682537, 1.0]], ['2, k, 18', [-0.11828, -1.04427, 1.0]], ['2, k, 19', [-0.113796, -1.11366, 1.0]], ['2, k, 20', [-0.324875, 0.170801, 1.0]], ['2, k, 21', [-0.593841, 0.148233, 1.0]], ['2, k, 22', [-0.521012, 0.141326, 1.0]], ['2, k, 23', [-0.0980287, 0.136592, 1.0]], ['2, k, 24', [-0.181364, 0.132375, 1.0]]]
[['2, k, 0', [-0.320616, -0.353938, 1.0]], ['2, k, 1', [-0.323395, -0.050451, 1.0]], ['2, k, 2', [-0.32423, 0.246635, 1.0]], ['2, k, 3', [-0.321511, 0.370669, 1.0]], ['2, k, 4', [-0.458985, 0.0964752, 1.0]], ['2, k, 5', [-0.544574, 0.10209, 1.0]], ['2, k, 6', [-0.587792, 0.130272, 1.0]], ['2, k, 7', [-0.606852, 0.155297, 1.0]], ['2, k, 8', [-0.188458, 0.095125, 1.0]], ['2, k, 9', [-0.151905, 0.106042, 1.0]], ['2, k, 10', [-0.148781, 0.119716, 1.0]], ['2, k, 11', [-0.110867, 0.131851, 1.0]], ['2, k, 12', [-0.380489, -0.35145, 1.0]], ['2, k, 13', [-0.43095, -0.712852, 1.0]], ['2, k, 14', [-0.487066, -1.05534, 1.0]], ['2, k, 15', [-0.516727, -1.11764, 1.0]], ['2, k, 16', [-0.25193, -0.346632, 1.0]], ['2, k, 17', [-0.181006, -0.679895, 1.0]], ['2, k, 18', [-0.118548, -1.04333, 1.0]], ['2, k, 19', [-0.112254, -1.11254, 1.0]], ['2, k, 20', [-0.324354, 0.173322, 1.0]], ['2, k, 21', [-0.653895, 0.15016, 1.0]], ['2, k, 22', [-0.5567, 0.1444, 1.0]], ['2, k, 23', [-0.082655, 0.136638, 1.0]], ['2, k, 24', [-0.179461, 0.136968, 1.0]]]
[['2, k, 0', [-0.320364, -0.353726, 1.0]], ['2, k, 1', [-0.323344, -0.0500164, 1.0]], ['2, k, 2', [-0.324461, 0.247283, 1.0]], ['2, k, 3', [-0.322257, 0.37179, 1.0]], ['2, k, 4', [-0.459236, 0.091936, 1.0]], ['2, k, 5', [-0.5457, 0.116413, 1.0]], ['2, k, 6', [-0.586644, 0.125705, 1.0]], ['2, k, 7', [-0.593139, 0.15238, 1.0]], ['2, k, 8', [-0.188517, 0.0949619, 1.0]], ['2, k, 9', [-0.153554, 0.10759, 1.0]], ['2, k, 10', [-0.152163, 0.12331, 1.0]], ['2, k, 11', [-0.113324, 0.133695, 1.0]], ['2, k, 12', [-0.38027, -0.351347, 1.0]], ['2, k, 13', [-0.430469, -0.713519, 1.0]], ['2, k, 14', [-0.488697, -1.05568, 1.0]], ['2, k, 15', [-0.516752, -1.11774, 1.0]], ['2, k, 16', [-0.251624, -0.346299, 1.0]], ['2, k, 17', [-0.182217, -0.676124, 1.0]], ['2, k, 18', [-0.118092, -1.04244, 1.0]], ['2, k, 19', [-0.112603, -1.11169, 1.0]], ['2, k, 20', [-0.324507, 0.17392, 1.0]], ['2, k, 21', [-0.590763, 0.154349, 1.0]], ['2, k, 22', [-0.524664, 0.147035, 1.0]], ['2, k, 23', [-0.0999945, 0.142497, 1.0]], ['2, k, 24', [-0.18205, 0.139899, 1.0]]]
[['2, k, 0', [-0.320156, -0.35342, 1.0]], ['2, k, 1', [-0.322964, -0.0488547, 1.0]], ['2, k, 2', [-0.323902, 0.249515, 1.0]], ['2, k, 3', [-0.322745, 0.373954, 1.0]], ['2, k, 4', [-0.459202, 0.0915745, 1.0]], ['2, k, 5', [-0.544935, 0.113913, 1.0]], ['2, k, 6', [-0.587399, 0.127538, 1.0]], ['2, k, 7', [-0.59273, 0.152958, 1.0]], ['2, k, 8', [-0.188448, 0.0946592, 1.0]], ['2, k, 9', [-0.153043, 0.108225, 1.0]], ['2, k, 10', [-0.15113, 0.124853, 1.0]], ['2, k, 11', [-0.110194, 0.134636, 1.0]], ['2, k, 12', [-0.380091, -0.350887, 1.0]], ['2, k, 13', [-0.429002, -0.71623, 1.0]], ['2, k, 14', [-0.488683, -1.05706, 1.0]], ['2, k, 15', [-0.516842, -1.11784, 1.0]], ['2, k, 16', [-0.2514, -0.346136, 1.0]], ['2, k, 17', [-0.181504, -0.675437, 1.0]], ['2, k, 18', [-0.118291, -1.04247, 1.0]], ['2, k, 19', [-0.112095, -1.08909, 1.0]], ['2, k, 20', [-0.323994, 0.175877, 1.0]], ['2, k, 21', [-0.590979, 0.155811, 1.0]], ['2, k, 22', [-0.525523, 0.149219, 1.0]], ['2, k, 23', [-0.0889217, 0.14269, 1.0]], ['2, k, 24', [-0.179332, 0.142132, 1.0]]]
[['2, k, 0', [-0.31988, -0.352874, 1.0]], ['2, k, 1', [-0.322945, -0.0481836, 1.0]], ['2, k, 2', [-0.324122, 0.250127, 1.0]], ['2, k, 3', [-0.323266, 0.374742, 1.0]], ['2, k, 4', [-0.459088, 0.0915815, 1.0]], ['2, k, 5', [-0.545066, 0.113382, 1.0]], ['2, k, 6', [-0.587791, 0.128325, 1.0]], ['2, k, 7', [-0.592513, 0.152385, 1.0]], ['2, k, 8', [-0.188439, 0.094901, 1.0]], ['2, k, 9', [-0.187456, -0.049514, 1.0]], ['2, k, 10', [-0.162526, 0.0673652, 1.0]], ['2, k, 11', [-0.108604, 0.135056, 1.0]], ['2, k, 12', [-0.37977, -0.350338, 1.0]], ['2, k, 13', [-0.420829, -0.675722, 1.0]], ['2, k, 14', [-0.488587, -1.05658, 1.0]], ['2, k, 15', [-0.516835, -1.11788, 1.0]], ['2, k, 16', [-0.251172, -0.34563, 1.0]], ['2, k, 17', [-0.179986, -0.674813, 1.0]], ['2, k, 18', [-0.118659, -1.04275, 1.0]], ['2, k, 19', [-0.11208, -1.08936, 1.0]], ['2, k, 20', [-0.324159, 0.176516, 1.0]], ['2, k, 21', [-0.594356, 0.156407, 1.0]], ['2, k, 22', [-0.522747, 0.149429, 1.0]], ['2, k, 23', [-0.0881287, 0.148445, 1.0]], ['2, k, 24', [-0.174092, 0.140922, 1.0]]]
[['2, k, 0', [-0.319576, -0.35255, 1.0]], ['2, k, 1', [-0.323002, -0.0480805, 1.0]], ['2, k, 2', [-0.324498, 0.24999, 1.0]], ['2, k, 3', [-0.323378, 0.374855, 1.0]], ['2, k, 4', [-0.458741, 0.0927783, 1.0]], ['2, k, 5', [-0.545282, 0.112961, 1.0]], ['2, k, 6', [-0.585261, 0.126424, 1.0]], ['2, k, 7', [-0.591394, 0.152411, 1.0]], ['2, k, 8', [-0.18839, 0.0948241, 1.0]], ['2, k, 9', [-0.24824, 0.11857, 1.0]], ['2, k, 10', [-0.186424, 0.130915, 1.0]], ['2, k, 11', [-0.115689, 0.133691, 1.0]], ['2, k, 12', [-0.379324, -0.349824, 1.0]], ['2, k, 13', [-0.42082, -0.675283, 1.0]], ['2, k, 14', [-0.488215, -1.05612, 1.0]], ['2, k, 15', [-0.516913, -1.11796, 1.0]], ['2, k, 16', [-0.250991, -0.34547, 1.0]], ['2, k, 17', [-0.17878, -0.675384, 1.0]], ['2, k, 18', [-0.119066, -1.04171, 1.0]], ['2, k, 19', [-0.110345, -1.0882, 1.0]], ['2, k, 20', [-0.324443, 0.176449, 1.0]], ['2, k, 21', [-0.589233, 0.154557, 1.0]], ['2, k, 22', [-0.521915, 0.149783, 1.0]], ['2, k, 23', [-0.0718859, 0.138588, 1.0]], ['2, k, 24', [-0.191853, 0.137237, 1.0]]]
[['2, k, 0', [-0.319371, -0.35239, 1.0]], ['2, k, 1', [-0.323229, -0.0478942, 1.0]], ['2, k, 2', [-0.325317, 0.25013, 1.0]], ['2, k, 3', [-0.3235, 0.375193, 1.0]], ['2, k, 4', [-0.458511, 0.0933466, 1.0]], ['2, k, 5', [-0.545456, 0.112491, 1.0]], ['2, k, 6', [-0.584279, 0.12682, 1.0]], ['2, k, 7', [-0.591306, 0.151008, 1.0]], ['2, k, 8', [-0.186961, 0.0887229, 1.0]], ['2, k, 9', [-0.248537, 0.113448, 1.0]], ['2, k, 10', [-0.106802, 0.130581, 1.0]], ['2, k, 11', [-0.0877762, 0.134993, 1.0]], ['2, k, 12', [-0.379071, -0.349606, 1.0]], ['2, k, 13', [-0.420955, -0.674622, 1.0]], ['2, k, 14', [-0.488906, -1.05615, 1.0]], ['2, k, 15', [-0.516925, -1.11796, 1.0]], ['2, k, 16', [-0.25084, -0.345375, 1.0]], ['2, k, 17', [-0.178239, -0.675325, 1.0]], ['2, k, 18', [-0.11923, -1.04058, 1.0]], ['2, k, 19', [-0.111254, -1.08709, 1.0]], ['2, k, 20', [-0.325094, 0.176608, 1.0]], ['2, k, 21', [-0.59393, 0.154199, 1.0]], ['2, k, 22', [-0.525115, 0.14601, 1.0]], ['2, k, 23', [-0.0158871, 0.135172, 1.0]], ['2, k, 24', [-0.105301, 0.14452, 1.0]]]
[['2, k, 0', [-0.319166, -0.352126, 1.0]], ['2, k, 1', [-0.32269, -0.0473714, 1.0]], ['2, k, 2', [-0.324319, 0.250814, 1.0]], ['2, k, 3', [-0.323804, 0.375375, 1.0]], ['2, k, 4', [-0.458654, 0.0936893, 1.0]], ['2, k, 5', [-0.545728, 0.111589, 1.0]], ['2, k, 6', [-0.584559, 0.127372, 1.0]], ['2, k, 7', [-0.591845, 0.149453, 1.0]], ['2, k, 8', [-0.186562, 0.0874014, 1.0]], ['2, k, 9', [-0.249523, 0.112577, 1.0]], ['2, k, 10', [-0.10595, 0.130476, 1.0]], ['2, k, 11', [-0.0826018, 0.132584, 1.0]], ['2, k, 12', [-0.378866, -0.34913, 1.0]], ['2, k, 13', [-0.420778, -0.674257, 1.0]], ['2, k, 14', [-0.488913, -1.05619, 1.0]], ['2, k, 15', [-0.516993, -1.11803, 1.0]], ['2, k, 16', [-0.250624, -0.345305, 1.0]], ['2, k, 17', [-0.177544, -0.675052, 1.0]], ['2, k, 18', [-0.119471, -1.03829, 1.0]], ['2, k, 19', [-0.112618, -1.08487, 1.0]], ['2, k, 20', [-0.324227, 0.17726, 1.0]], ['2, k, 21', [-0.593352, 0.152182, 1.0]], ['2, k, 22', [-0.523219, 0.145919, 1.0]], ['2, k, 23', [-0.0101684, 0.131607, 1.0]], ['2, k, 24', [-0.119008, 0.140035, 1.0]]]
[['2, k, 0', [-0.318824, -0.351849, 1.0]], ['2, k, 1', [-0.32278, -0.047183, 1.0]], ['2, k, 2', [-0.324896, 0.250954, 1.0]], ['2, k, 3', [-0.323894, 0.375343, 1.0]], ['2, k, 4', [-0.458868, 0.0926211, 1.0]], ['2, k, 5', [-0.545421, 0.11132, 1.0]], ['2, k, 6', [-0.58438, 0.127049, 1.0]], ['2, k, 7', [-0.591898, 0.146492, 1.0]], ['2, k, 8', [-0.18755, 0.0905447, 1.0]], ['2, k, 9', [-0.248322, 0.112609, 1.0]], ['2, k, 10', [-0.0826495, 0.0887454, 1.0]], ['2, k, 11', [-0.0952547, 0.12706, 1.0]], ['2, k, 12', [-0.378443, -0.348926, 1.0]], ['2, k, 13', [-0.420795, -0.673987, 1.0]], ['2, k, 14', [-0.488995, -1.0562, 1.0]], ['2, k, 15', [-0.516988, -1.11803, 1.0]], ['2, k, 16', [-0.250365, -0.344988, 1.0]], ['2, k, 17', [-0.177102, -0.675066, 1.0]], ['2, k, 18', [-0.119621, -1.03799, 1.0]], ['2, k, 19', [-0.11232, -1.08452, 1.0]], ['2, k, 20', [-0.32465, 0.177414, 1.0]], ['2, k, 21', [-0.590775, 0.150493, 1.0]], ['2, k, 22', [-0.525829, 0.144421, 1.0]], ['2, k, 23', [-0.0388904, 0.130759, 1.0]], ['2, k, 24', [-0.141955, 0.133932, 1.0]]]
[['2, k, 0', [-0.31842, -0.35114, 1.0]], ['2, k, 1', [-0.322778, -0.0469008, 1.0]], ['2, k, 2', [-0.325065, 0.250968, 1.0]], ['2, k, 3', [-0.324041, 0.37526, 1.0]], ['2, k, 4', [-0.459117, 0.0938144, 1.0]], ['2, k, 5', [-0.544843, 0.10959, 1.0]], ['2, k, 6', [-0.548715, 0.0957042, 1.0]], ['2, k, 7', [-0.581578, 0.143924, 1.0]], ['2, k, 8', [-0.187982, 0.0943641, 1.0]], ['2, k, 9', [-0.24802, 0.114514, 1.0]], ['2, k, 10', [-0.0823772, 0.0886572, 1.0]], ['2, k, 11', [-0.0931469, 0.124241, 1.0]], ['2, k, 12', [-0.377998, -0.34815, 1.0]], ['2, k, 13', [-0.420773, -0.673745, 1.0]], ['2, k, 14', [-0.488993, -1.0562, 1.0]], ['2, k, 15', [-0.517019, -1.11809, 1.0]], ['2, k, 16', [-0.250023, -0.344388, 1.0]], ['2, k, 17', [-0.176934, -0.675321, 1.0]], ['2, k, 18', [-0.119989, -1.0378, 1.0]], ['2, k, 19', [-0.112926, -1.08428, 1.0]], ['2, k, 20', [-0.324789, 0.177476, 1.0]], ['2, k, 21', [-0.596741, 0.15236, 1.0]], ['2, k, 22', [-0.509864, 0.140521, 1.0]], ['2, k, 23', [-0.0320834, 0.127248, 1.0]], ['2, k, 24', [-0.141514, 0.131442, 1.0]]]
