[['2, k, 0', [-0.2093505, -0.09220416, 1.0]], ['2, k, 1', [-0.1973065, 0.2240811, 1.0]], ['2, k, 2', [-0.1842664, 0.5285105, 1.0]], ['2, k, 3', [-0.1873415, 0.6563656, 1.0]], ['2, k, 4', [-0.3652593, 0.3992328, 1.0]], ['2, k, 5', [-0.4420269, 0.1789719, 1.0]], ['2, k, 6', [-0.4408831, -0.03093237, 1.0]], ['2, k, 7', [-0.4342161, -0.09224162, 1.0]], ['2, k, 8', [-0.01997924, 0.3926742, 1.0]], ['2, k, 9', [0.03092573, 0.1694765, 1.0]], ['2, k, 10', [0.002624045, -0.05148589, 1.0]], ['2, k, 11', [-0.006510928, -0.1170156, 1.0]], ['2, k, 12', [-0.2829084, -0.08608793, 1.0]], ['2, k, 13', [-0.2789263, -0.4148261, 1.0]], ['2, k, 14', [-0.2921038, -0.6865818, 1.0]], ['2, k, 15', [-0.3064817, -0.7475085, 1.0]], ['2, k, 16', [-0.1286132, -0.09505735, 1.0]], ['2, k, 17', [-0.1517158, -0.4223219, 1.0]], ['2, k, 18', [-0.1178421, -0.6839609, 1.0]], ['2, k, 19', [-0.06900503, -0.73918, 1.0]], ['2, k, 20', [-0.1877537, 0.4539677, 1.0]], ['2, k, 21', [-0.4229622, -0.1698042, 1.0]], ['2, k, 22', [-0.3866484, -0.08332951, 1.0]], ['2, k, 23', [-0.006972741, -0.1896974, 1.0]], ['2, k, 24', [-0.05086161, -0.090443, 1.0]]]
[['2, k, 0', [-0.2036165, -0.08470224, 1.0]], ['2, k, 1', [-0.1914635, 0.2322667, 1.0]], ['2, k, 2', [-0.1792674, 0.5379264, 1.0]], ['2, k, 3', [-0.1946432, 0.6694554, 1.0]], ['2, k, 4', [-0.3635763, 0.4003988, 1.0]], ['2, k, 5', [-0.4406122, 0.1784304, 1.0]], ['2, k, 6', [-0.4441025, -0.01401166, 1.0]], ['2, k, 7', [-0.4330827, -0.07260479, 1.0]], ['2, k, 8', [-0.03131872, 0.4045388, 1.0]], ['2, k, 9', [0.0920417, 0.3431115, 1.0]], ['2, k, 10', [0.05668615, 0.3768435, 1.0]], ['2, k, 11', [0.05180891, 0.3807136, 1.0]], ['2, k, 12', [-0.2777693, -0.0811215, 1.0]], ['2, k, 13', [-0.2812656, -0.408086, 1.0]], ['2, k, 14', [-0.2913467, -0.6889864, 1.0]], ['2, k, 15', [-0.3064487, -0.7469653, 1.0]], ['2, k, 16', [-0.1219934, -0.08501451, 1.0]], ['2, k, 17', [-0.1437738, -0.4131026, 1.0]], ['2, k, 18', [-0.1185666, -0.6833053, 1.0]], ['2, k, 19', [-0.07256539, -0.735462, 1.0]], ['2, k, 20', [-0.1823742, 0.4631308, 1.0]], ['2, k, 21', [-0.4247708, -0.1511718, 1.0]], ['2, k, 22', [-0.3910357, -0.0796982, 1.0]], ['2, k, 23', [0.06592272, 0.3766248, 1.0]], ['2, k, 24', [0.01501147, 0.3827068, 1.0]]]
[['2, k, 0', [-0.2032085, -0.08258889, 1.0]], ['2, k, 1', [-0.1917749, 0.2340626, 1.0]], ['2, k, 2', [-0.1801631, 0.5395073, 1.0]], ['2, k, 3', [-0.1949655, 0.6696692, 1.0]], ['2, k, 4', [-0.3640248, 0.4004412, 1.0]], ['2, k, 5', [-0.4406676, 0.1782605, 1.0]], ['2, k, 6', [-0.4440556, -0.01358671, 1.0]], ['2, k, 7', [-0.4315923, -0.07299239, 1.0]], ['2, k, 8', [-0.0323797, 0.4079954, 1.0]], ['2, k, 9', [0.06434108, 0.4125848, 1.0]], ['2, k, 10', [0.04612405, 0.4384068, 1.0]], ['2, k, 11', [0.05438527, 0.4501339, 1.0]], ['2, k, 12', [-0.2776726, -0.08021042, 1.0]], ['2, k, 13', [-0.2798387, -0.4061025, 1.0]], ['2, k, 14', [-0.2912473, -0.6889439, 1.0]], ['2, k, 15', [-0.3064933, -0.746932, 1.0]], ['2, k, 16', [-0.121197, -0.08142406, 1.0]], ['2, k, 17', [-0.1432925, -0.4099489, 1.0]], ['2, k, 18', [-0.1184131, -0.683417, 1.0]], ['2, k, 19', [-0.07259822, -0.7355103, 1.0]], ['2, k, 20', [-0.1831356, 0.464768, 1.0]], ['2, k, 21', [-0.4182267, -0.1524914, 1.0]], ['2, k, 22', [-0.3902283, -0.08129726, 1.0]], ['2, k, 23', [0.07167402, 0.4471782, 1.0]], ['2, k, 24', [0.001779546, 0.452085, 1.0]]]
[['2, k, 0', [-0.2019017, -0.0804849, 1.0]], ['2, k, 1', [-0.1920841, 0.2355041, 1.0]], ['2, k, 2', [-0.1820906, 0.5411266, 1.0]], ['2, k, 3', [-0.1957978, 0.669521, 1.0]], ['2, k, 4', [-0.3641066, 0.4005549, 1.0]], ['2, k, 5', [-0.4403498, 0.1782273, 1.0]], ['2, k, 6', [-0.4437733, -0.01340928, 1.0]], ['2, k, 7', [-0.4300691, -0.07266785, 1.0]], ['2, k, 8', [-0.03308171, 0.4104306, 1.0]], ['2, k, 9', [0.05499145, 0.4517353, 1.0]], ['2, k, 10', [0.05281104, 0.4978503, 1.0]], ['2, k, 11', [0.04361314, 0.5170568, 1.0]], ['2, k, 12', [-0.2771765, -0.07933015, 1.0]], ['2, k, 13', [-0.2788774, -0.4027519, 1.0]], ['2, k, 14', [-0.2923502, -0.6885021, 1.0]], ['2, k, 15', [-0.3064218, -0.7470389, 1.0]], ['2, k, 16', [-0.1189038, -0.07792538, 1.0]], ['2, k, 17', [-0.1416074, -0.4063751, 1.0]], ['2, k, 18', [-0.1185478, -0.6833082, 1.0]], ['2, k, 19', [-0.07263407, -0.7354743, 1.0]], ['2, k, 20', [-0.1845632, 0.4663147, 1.0]], ['2, k, 21', [-0.4178998, -0.1518907, 1.0]], ['2, k, 22', [-0.3890739, -0.06971493, 1.0]], ['2, k, 23', [0.06193924, 0.5175334, 1.0]], ['2, k, 24', [-0.01551551, 0.5134447, 1.0]]]
[['2, k, 0', [-0.2002593, -0.07567022, 1.0]], ['2, k, 1', [-0.1925804, 0.2364898, 1.0]], ['2, k, 2', [-0.1844912, 0.5404635, 1.0]], ['2, k, 3', [-0.1963586, 0.6694023, 1.0]], ['2, k, 4', [-0.3647066, 0.4010881, 1.0]], ['2, k, 5', [-0.4403132, 0.1784747, 1.0]], ['2, k, 6', [-0.4432356, -0.01203657, 1.0]], ['2, k, 7', [-0.4298092, -0.07185619, 1.0]], ['2, k, 8', [-0.03743444, 0.4223659, 1.0]], ['2, k, 9', [0.04888907, 0.4935396, 1.0]], ['2, k, 10', [0.04560071, 0.5562794, 1.0]], ['2, k, 11', [0.0360381, 0.5804938, 1.0]], ['2, k, 12', [-0.2758577, -0.07631896, 1.0]], ['2, k, 13', [-0.2781021, -0.402213, 1.0]], ['2, k, 14', [-0.29256, -0.6881562, 1.0]], ['2, k, 15', [-0.3063883, -0.7471683, 1.0]], ['2, k, 16', [-0.1172099, -0.07155716, 1.0]], ['2, k, 17', [-0.1407188, -0.4005489, 1.0]], ['2, k, 18', [-0.1185442, -0.6832684, 1.0]], ['2, k, 19', [-0.07266195, -0.7354836, 1.0]], ['2, k, 20', [-0.1862154, 0.466217, 1.0]], ['2, k, 21', [-0.4169762, -0.1463674, 1.0]], ['2, k, 22', [-0.3894041, -0.07637525, 1.0]], ['2, k, 23', [0.05778316, 0.5851874, 1.0]], ['2, k, 24', [-0.02654392, 0.5708365, 1.0]]]
[['2, k, 0', [-0.1984452, -0.06990413, 1.0]], ['2, k, 1', [-0.1932721, 0.2386963, 1.0]], ['2, k, 2', [-0.1868824, 0.5406088, 1.0]], ['2, k, 3', [-0.1964961, 0.6693134, 1.0]], ['2, k, 4', [-0.3649508, 0.4013848, 1.0]], ['2, k, 5', [-0.4401549, 0.1787841, 1.0]], ['2, k, 6', [-0.442958, -0.01163268, 1.0]], ['2, k, 7', [-0.4278912, -0.07381725, 1.0]], ['2, k, 8', [-0.03842691, 0.4264211, 1.0]], ['2, k, 9', [0.04835531, 0.513613, 1.0]], ['2, k, 10', [0.03817327, 0.606008, 1.0]], ['2, k, 11', [0.02630185, 0.6350384, 1.0]], ['2, k, 12', [-0.274398, -0.07071625, 1.0]], ['2, k, 13', [-0.2771115, -0.4006701, 1.0]], ['2, k, 14', [-0.292606, -0.6881698, 1.0]], ['2, k, 15', [-0.3063194, -0.747345, 1.0]], ['2, k, 16', [-0.115208, -0.0659917, 1.0]], ['2, k, 17', [-0.1398073, -0.3957635, 1.0]], ['2, k, 18', [-0.1183299, -0.6839598, 1.0]], ['2, k, 19', [-0.07269236, -0.735825, 1.0]], ['2, k, 20', [-0.1880855, 0.4668011, 1.0]], ['2, k, 21', [-0.4127443, -0.1567384, 1.0]], ['2, k, 22', [-0.3874103, -0.07772887, 1.0]], ['2, k, 23', [0.04478614, 0.6527818, 1.0]], ['2, k, 24', [-0.03199938, 0.6207396, 1.0]]]
[['2, k, 0', [-0.1966983, -0.06628767, 1.0]], ['2, k, 1', [-0.1936286, 0.2409128, 1.0]], ['2, k, 2', [-0.1887209, 0.5412017, 1.0]], ['2, k, 3', [-0.1964036, 0.6681306, 1.0]], ['2, k, 4', [-0.3658519, 0.4018194, 1.0]], ['2, k, 5', [-0.4402528, 0.1789933, 1.0]], ['2, k, 6', [-0.4424258, -0.01066012, 1.0]], ['2, k, 7', [-0.4274002, -0.07221595, 1.0]], ['2, k, 8', [-0.03865892, 0.4273267, 1.0]], ['2, k, 9', [0.04408692, 0.5375913, 1.0]], ['2, k, 10', [0.02870712, 0.652738, 1.0]], ['2, k, 11', [0.01975815, 0.6851052, 1.0]], ['2, k, 12', [-0.2733959, -0.06779306, 1.0]], ['2, k, 13', [-0.2797626, -0.3946279, 1.0]], ['2, k, 14', [-0.292596, -0.6883402, 1.0]], ['2, k, 15', [-0.3063343, -0.7472865, 1.0]], ['2, k, 16', [-0.1127344, -0.0618914, 1.0]], ['2, k, 17', [-0.1386082, -0.3921438, 1.0]], ['2, k, 18', [-0.1174591, -0.6839104, 1.0]], ['2, k, 19', [-0.07275376, -0.7359487, 1.0]], ['2, k, 20', [-0.1895939, 0.4677019, 1.0]], ['2, k, 21', [-0.4183268, -0.1465861, 1.0]], ['2, k, 22', [-0.3851491, -0.06801224, 1.0]], ['2, k, 23', [0.03517193, 0.7120939, 1.0]], ['2, k, 24', [-0.04015274, 0.6674303, 1.0]]]
[['2, k, 0', [-0.1943328, -0.05938756, 1.0]], ['2, k, 1', [-0.1938797, 0.2440132, 1.0]], ['2, k, 2', [-0.1904903, 0.5414034, 1.0]], ['2, k, 3', [-0.1959248, 0.6676109, 1.0]], ['2, k, 4', [-0.3664089, 0.4024084, 1.0]], ['2, k, 5', [-0.4401895, 0.1795362, 1.0]], ['2, k, 6', [-0.441855, -0.01043526, 1.0]], ['2, k, 7', [-0.4274212, -0.07170819, 1.0]], ['2, k, 8', [-0.03862537, 0.4289315, 1.0]], ['2, k, 9', [0.03666451, 0.5554446, 1.0]], ['2, k, 10', [0.02225161, 0.686549, 1.0]], ['2, k, 11', [0.01294549, 0.7305664, 1.0]], ['2, k, 12', [-0.2716845, -0.06212673, 1.0]], ['2, k, 13', [-0.281292, -0.3924097, 1.0]], ['2, k, 14', [-0.2925884, -0.6884485, 1.0]], ['2, k, 15', [-0.3063037, -0.7473212, 1.0]], ['2, k, 16', [-0.1098765, -0.0542209, 1.0]], ['2, k, 17', [-0.1369607, -0.3853488, 1.0]], ['2, k, 18', [-0.1172708, -0.6837444, 1.0]], ['2, k, 19', [-0.07226133, -0.7362296, 1.0]], ['2, k, 20', [-0.1910307, 0.4684404, 1.0]], ['2, k, 21', [-0.416088, -0.1515066, 1.0]], ['2, k, 22', [-0.3847058, -0.07919994, 1.0]], ['2, k, 23', [0.0263046, 0.7641135, 1.0]], ['2, k, 24', [-0.04535679, 0.7073934, 1.0]]]
[['2, k, 0', [-0.1904276, -0.05206786, 1.0]], ['2, k, 1', [-0.1933247, 0.2470623, 1.0]], ['2, k, 2', [-0.1919126, 0.5413629, 1.0]], ['2, k, 3', [-0.1959249, 0.6673243, 1.0]], ['2, k, 4', [-0.3664928, 0.4026607, 1.0]], ['2, k, 5', [-0.4405548, 0.1804532, 1.0]], ['2, k, 6', [-0.4417905, -0.009509368, 1.0]], ['2, k, 7', [-0.4284982, -0.07164566, 1.0]], ['2, k, 8', [-0.03811214, 0.4541481, 1.0]], ['2, k, 9', [0.03532845, 0.5852587, 1.0]], ['2, k, 10', [0.01183806, 0.7358617, 1.0]], ['2, k, 11', [0.003546298, 0.7707748, 1.0]], ['2, k, 12', [-0.2685928, -0.0567177, 1.0]], ['2, k, 13', [-0.2817463, -0.3894979, 1.0]], ['2, k, 14', [-0.2925418, -0.6883925, 1.0]], ['2, k, 15', [-0.3062773, -0.7475002, 1.0]], ['2, k, 16', [-0.1053, -0.04514316, 1.0]], ['2, k, 17', [-0.1352302, -0.3773161, 1.0]], ['2, k, 18', [-0.1167232, -0.6844486, 1.0]], ['2, k, 19', [-0.07163164, -0.736028, 1.0]], ['2, k, 20', [-0.1920062, 0.469, 1.0]], ['2, k, 21', [-0.4191051, -0.1473539, 1.0]], ['2, k, 22', [-0.385947, -0.06536809, 1.0]], ['2, k, 23', [0.01968937, 0.806663, 1.0]], ['2, k, 24', [-0.05690886, 0.7522022, 1.0]]]
[['2, k, 0', [-0.1893965, -0.04552981, 1.0]], ['2, k, 1', [-0.1936094, 0.2495745, 1.0]], ['2, k, 2', [-0.1933402, 0.541024, 1.0]], ['2, k, 3', [-0.1959903, 0.6670162, 1.0]], ['2, k, 4', [-0.3666304, 0.4029641, 1.0]], ['2, k, 5', [-0.440381, 0.180938, 1.0]], ['2, k, 6', [-0.4419331, -0.008185898, 1.0]], ['2, k, 7', [-0.4298115, -0.07255372, 1.0]], ['2, k, 8', [-0.0361131, 0.4618209, 1.0]], ['2, k, 9', [0.030702, 0.6079772, 1.0]], ['2, k, 10', [0.00649792, 0.7581255, 1.0]], ['2, k, 11', [-0.003412265, 0.8052521, 1.0]], ['2, k, 12', [-0.2671904, -0.05069192, 1.0]], ['2, k, 13', [-0.2819408, -0.3836264, 1.0]], ['2, k, 14', [-0.2923947, -0.6883463, 1.0]], ['2, k, 15', [-0.3062107, -0.7473857, 1.0]], ['2, k, 16', [-0.1047548, -0.03851991, 1.0]], ['2, k, 17', [-0.1312642, -0.3717362, 1.0]], ['2, k, 18', [-0.115839, -0.6845301, 1.0]], ['2, k, 19', [-0.07164863, -0.736016, 1.0]], ['2, k, 20', [-0.1930081, 0.4692445, 1.0]], ['2, k, 21', [-0.422273, -0.1498472, 1.0]], ['2, k, 22', [-0.3859615, -0.08308918, 1.0]], ['2, k, 23', [0.004513617, 0.8448124, 1.0]], ['2, k, 24', [-0.06370041, 0.7839983, 1.0]]]
[['2, k, 0', [-0.188911, -0.0429317, 1.0]], ['2, k, 1', [-0.1937776, 0.2509704, 1.0]], ['2, k, 2', [-0.1944038, 0.5406737, 1.0]], ['2, k, 3', [-0.1960382, 0.6670507, 1.0]], ['2, k, 4', [-0.3667246, 0.4031242, 1.0]], ['2, k, 5', [-0.440313, 0.181147, 1.0]], ['2, k, 6', [-0.4420327, -0.007649533, 1.0]], ['2, k, 7', [-0.4321689, -0.07163678, 1.0]], ['2, k, 8', [-0.03543652, 0.4670639, 1.0]], ['2, k, 9', [0.0275732, 0.6217051, 1.0]], ['2, k, 10', [-0.0009301399, 0.7851692, 1.0]], ['2, k, 11', [-0.01189486, 0.8334972, 1.0]], ['2, k, 12', [-0.2663635, -0.04828676, 1.0]], ['2, k, 13', [-0.2820384, -0.3812592, 1.0]], ['2, k, 14', [-0.2919322, -0.688319, 1.0]], ['2, k, 15', [-0.3061925, -0.7472491, 1.0]], ['2, k, 16', [-0.1046439, -0.03581949, 1.0]], ['2, k, 17', [-0.1308553, -0.3694526, 1.0]], ['2, k, 18', [-0.1153178, -0.6844323, 1.0]], ['2, k, 19', [-0.07280968, -0.7351142, 1.0]], ['2, k, 20', [-0.1937888, 0.4693451, 1.0]], ['2, k, 21', [-0.4244637, -0.1456729, 1.0]], ['2, k, 22', [-0.3858209, -0.06704551, 1.0]], ['2, k, 23', [-0.01026059, 0.8739573, 1.0]], ['2, k, 24', [-0.07189794, 0.8150859, 1.0]]]
[['2, k, 0', [-0.1848241, -0.03905631, 1.0]], ['2, k, 1', [-0.1929641, 0.2526845, 1.0]], ['2, k, 2', [-0.1953209, 0.5405015, 1.0]], ['2, k, 3', [-0.1959712, 0.6669643, 1.0]], ['2, k, 4', [-0.3667756, 0.4031914, 1.0]], ['2, k, 5', [-0.4403415, 0.1813229, 1.0]], ['2, k, 6', [-0.4427927, -0.007215977, 1.0]], ['2, k, 7', [-0.434247, -0.07140676, 1.0]], ['2, k, 8', [-0.0344897, 0.4718256, 1.0]], ['2, k, 9', [0.02705519, 0.6343456, 1.0]], ['2, k, 10', [-0.005777008, 0.8036259, 1.0]], ['2, k, 11', [-0.01912414, 0.8536994, 1.0]], ['2, k, 12', [-0.2629407, -0.04553062, 1.0]], ['2, k, 13', [-0.2819611, -0.3784172, 1.0]], ['2, k, 14', [-0.2918862, -0.6882373, 1.0]], ['2, k, 15', [-0.3061149, -0.7472651, 1.0]], ['2, k, 16', [-0.1000443, -0.03091141, 1.0]], ['2, k, 17', [-0.129766, -0.3649009, 1.0]], ['2, k, 18', [-0.1144686, -0.6847145, 1.0]], ['2, k, 19', [-0.07267296, -0.7357095, 1.0]], ['2, k, 20', [-0.1942848, 0.4695279, 1.0]], ['2, k, 21', [-0.4281577, -0.1444659, 1.0]], ['2, k, 22', [-0.3902432, -0.08484383, 1.0]], ['2, k, 23', [-0.01714293, 0.8992603, 1.0]], ['2, k, 24', [-0.07789455, 0.8438262, 1.0]]]
[['2, k, 0', [-0.1843102, -0.03769256, 1.0]], ['2, k, 1', [-0.1928978, 0.2535844, 1.0]], ['2, k, 2', [-0.1961433, 0.540261, 1.0]], ['2, k, 3', [-0.1962067, 0.6670133, 1.0]], ['2, k, 4', [-0.3668859, 0.4033587, 1.0]], ['2, k, 5', [-0.4402846, 0.1814773, 1.0]], ['2, k, 6', [-0.4434529, -0.007161953, 1.0]], ['2, k, 7', [-0.435803, -0.07166, 1.0]], ['2, k, 8', [-0.03402959, 0.4755227, 1.0]], ['2, k, 9', [0.02312504, 0.6457453, 1.0]], ['2, k, 10', [-0.008495296, 0.8181697, 1.0]], ['2, k, 11', [-0.02331843, 0.8728687, 1.0]], ['2, k, 12', [-0.2622658, -0.04438483, 1.0]], ['2, k, 13', [-0.2821106, -0.3773696, 1.0]], ['2, k, 14', [-0.2918881, -0.6882767, 1.0]], ['2, k, 15', [-0.306084, -0.7472998, 1.0]], ['2, k, 16', [-0.09974063, -0.02940671, 1.0]], ['2, k, 17', [-0.1283143, -0.3638813, 1.0]], ['2, k, 18', [-0.1145065, -0.6846386, 1.0]], ['2, k, 19', [-0.07270049, -0.7357137, 1.0]], ['2, k, 20', [-0.194858, 0.4696267, 1.0]], ['2, k, 21', [-0.4301314, -0.1482318, 1.0]], ['2, k, 22', [-0.3876607, -0.07547136, 1.0]], ['2, k, 23', [-0.0225962, 0.9160331, 1.0]], ['2, k, 24', [-0.08026515, 0.8605206, 1.0]]]
[['2, k, 0', [-0.1819332, -0.03442755, 1.0]], ['2, k, 1', [-0.1921972, 0.2551821, 1.0]], ['2, k, 2', [-0.1966342, 0.5401475, 1.0]], ['2, k, 3', [-0.1959458, 0.6669815, 1.0]], ['2, k, 4', [-0.3671695, 0.4035755, 1.0]], ['2, k, 5', [-0.4402615, 0.1816626, 1.0]], ['2, k, 6', [-0.4447274, -0.006910457, 1.0]], ['2, k, 7', [-0.4382907, -0.07081514, 1.0]], ['2, k, 8', [-0.03389319, 0.4776445, 1.0]], ['2, k, 9', [0.0216948, 0.6520388, 1.0]], ['2, k, 10', [-0.01025723, 0.8293817, 1.0]], ['2, k, 11', [-0.02511289, 0.8886262, 1.0]], ['2, k, 12', [-0.2599559, -0.04152723, 1.0]], ['2, k, 13', [-0.2823781, -0.3747369, 1.0]], ['2, k, 14', [-0.2917237, -0.6881496, 1.0]], ['2, k, 15', [-0.3060814, -0.7472892, 1.0]], ['2, k, 16', [-0.09743118, -0.02595032, 1.0]], ['2, k, 17', [-0.1261409, -0.3609034, 1.0]], ['2, k, 18', [-0.1143181, -0.6846341, 1.0]], ['2, k, 19', [-0.07273212, -0.7357018, 1.0]], ['2, k, 20', [-0.1951493, 0.4697906, 1.0]], ['2, k, 21', [-0.4350044, -0.1438021, 1.0]], ['2, k, 22', [-0.391336, -0.08652972, 1.0]], ['2, k, 23', [-0.02139081, 0.9338471, 1.0]], ['2, k, 24', [-0.08536142, 0.8817751, 1.0]]]
[['2, k, 0', [-0.1793461, -0.02961018, 1.0]], ['2, k, 1', [-0.1907851, 0.2589624, 1.0]], ['2, k, 2', [-0.197601, 0.5411528, 1.0]], ['2, k, 3', [-0.195442, 0.666957, 1.0]], ['2, k, 4', [-0.3674495, 0.4041075, 1.0]], ['2, k, 5', [-0.4400187, 0.1825202, 1.0]], ['2, k, 6', [-0.4453038, -0.00685459, 1.0]], ['2, k, 7', [-0.4391563, -0.07231467, 1.0]], ['2, k, 8', [-0.02766169, 0.5042524, 1.0]], ['2, k, 9', [0.02073361, 0.6607212, 1.0]], ['2, k, 10', [-0.01085927, 0.83749, 1.0]], ['2, k, 11', [-0.02571345, 0.8991309, 1.0]], ['2, k, 12', [-0.256676, -0.03714664, 1.0]], ['2, k, 13', [-0.2821373, -0.3706455, 1.0]], ['2, k, 14', [-0.2920227, -0.6884938, 1.0]], ['2, k, 15', [-0.3060305, -0.7472795, 1.0]], ['2, k, 16', [-0.0955885, -0.02085015, 1.0]], ['2, k, 17', [-0.1259813, -0.3562767, 1.0]], ['2, k, 18', [-0.1148479, -0.6849136, 1.0]], ['2, k, 19', [-0.07261247, -0.7358313, 1.0]], ['2, k, 20', [-0.1956881, 0.4716735, 1.0]], ['2, k, 21', [-0.4326577, -0.1454946, 1.0]], ['2, k, 22', [-0.3948048, -0.06881227, 1.0]], ['2, k, 23', [-0.0261573, 0.9333606, 1.0]], ['2, k, 24', [-0.08113874, 0.8975667, 1.0]]]
[['2, k, 0', [-0.1776239, -0.02707065, 1.0]], ['2, k, 1', [-0.1901694, 0.2611994, 1.0]], ['2, k, 2', [-0.1986408, 0.5422093, 1.0]], ['2, k, 3', [-0.1956224, 0.6670524, 1.0]], ['2, k, 4', [-0.3678726, 0.4041426, 1.0]], ['2, k, 5', [-0.4400923, 0.182686, 1.0]], ['2, k, 6', [-0.4459367, -0.006926574, 1.0]], ['2, k, 7', [-0.4393521, -0.07301072, 1.0]], ['2, k, 8', [-0.02810229, 0.5107637, 1.0]], ['2, k, 9', [0.02054801, 0.6660045, 1.0]], ['2, k, 10', [-0.01151326, 0.8465513, 1.0]], ['2, k, 11', [-0.02432003, 0.9092999, 1.0]], ['2, k, 12', [-0.2542532, -0.03483394, 1.0]], ['2, k, 13', [-0.2822166, -0.3682697, 1.0]], ['2, k, 14', [-0.2920617, -0.6884545, 1.0]], ['2, k, 15', [-0.3060252, -0.7473345, 1.0]], ['2, k, 16', [-0.09446902, -0.01802146, 1.0]], ['2, k, 17', [-0.1253974, -0.354011, 1.0]], ['2, k, 18', [-0.1141846, -0.6847585, 1.0]], ['2, k, 19', [-0.07266041, -0.7358319, 1.0]], ['2, k, 20', [-0.1964086, 0.4731274, 1.0]], ['2, k, 21', [-0.432913, -0.1479186, 1.0]], ['2, k, 22', [-0.3945473, -0.06845532, 1.0]], ['2, k, 23', [-0.02493676, 0.9570557, 1.0]], ['2, k, 24', [-0.07757464, 0.9026328, 1.0]]]
[['2, k, 0', [-0.1757371, -0.02354949, 1.0]], ['2, k, 1', [-0.1893986, 0.2638057, 1.0]], ['2, k, 2', [-0.1991951, 0.5432294, 1.0]], ['2, k, 3', [-0.19513, 0.6670223, 1.0]], ['2, k, 4', [-0.3679415, 0.4042706, 1.0]], ['2, k, 5', [-0.4403735, 0.1830913, 1.0]], ['2, k, 6', [-0.4461263, -0.00677149, 1.0]], ['2, k, 7', [-0.4383619, -0.073043, 1.0]], ['2, k, 8', [-0.02591873, 0.5178019, 1.0]], ['2, k, 9', [0.01982078, 0.6739298, 1.0]], ['2, k, 10', [-0.0109065, 0.8513606, 1.0]], ['2, k, 11', [-0.02338307, 0.9161664, 1.0]], ['2, k, 12', [-0.2511091, -0.03036311, 1.0]], ['2, k, 13', [-0.281703, -0.363658, 1.0]], ['2, k, 14', [-0.2917854, -0.6885471, 1.0]], ['2, k, 15', [-0.306059, -0.7474809, 1.0]], ['2, k, 16', [-0.09354272, -0.01525872, 1.0]], ['2, k, 17', [-0.1253191, -0.351886, 1.0]], ['2, k, 18', [-0.1143977, -0.6846107, 1.0]], ['2, k, 19', [-0.07264926, -0.7358045, 1.0]], ['2, k, 20', [-0.1967524, 0.4745694, 1.0]], ['2, k, 21', [-0.4328866, -0.1489851, 1.0]], ['2, k, 22', [-0.3938629, -0.06896029, 1.0]], ['2, k, 23', [-0.02229369, 0.9591037, 1.0]], ['2, k, 24', [-0.07130562, 0.9029469, 1.0]]]
[['2, k, 0', [-0.1748923, -0.02219002, 1.0]], ['2, k, 1', [-0.1890955, 0.2651679, 1.0]], ['2, k, 2', [-0.1997357, 0.5441661, 1.0]], ['2, k, 3', [-0.1948827, 0.667157, 1.0]], ['2, k, 4', [-0.3679363, 0.4042599, 1.0]], ['2, k, 5', [-0.4405015, 0.1830083, 1.0]], ['2, k, 6', [-0.4461445, -0.006804287, 1.0]], ['2, k, 7', [-0.4378347, -0.07472932, 1.0]], ['2, k, 8', [-0.02519428, 0.5202223, 1.0]], ['2, k, 9', [0.01948746, 0.6769179, 1.0]], ['2, k, 10', [-0.009827812, 0.8550456, 1.0]], ['2, k, 11', [-0.02155826, 0.9219921, 1.0]], ['2, k, 12', [-0.2498346, -0.02861867, 1.0]], ['2, k, 13', [-0.2818232, -0.3622192, 1.0]], ['2, k, 14', [-0.2908857, -0.6881797, 1.0]], ['2, k, 15', [-0.3061813, -0.7473536, 1.0]], ['2, k, 16', [-0.09318171, -0.01443248, 1.0]], ['2, k, 17', [-0.1249522, -0.3513052, 1.0]], ['2, k, 18', [-0.1141005, -0.6850374, 1.0]], ['2, k, 19', [-0.07263964, -0.7358597, 1.0]], ['2, k, 20', [-0.1971222, 0.4756711, 1.0]], ['2, k, 21', [-0.4299853, -0.1542563, 1.0]], ['2, k, 22', [-0.393903, -0.08509148, 1.0]], ['2, k, 23', [-0.01812023, 0.9678045, 1.0]], ['2, k, 24', [-0.06962887, 0.9095986, 1.0]]]
