[['2, k, 0', [-0.1006379, -0.2279171, 1.0]], ['2, k, 1', [-0.1222782, 0.05746306, 1.0]], ['2, k, 2', [-0.146161, 0.3366606, 1.0]], ['2, k, 3', [-0.1509759, 0.4702771, 1.0]], ['2, k, 4', [-0.3147894, 0.2326911, 1.0]], ['2, k, 5', [-0.3633977, 0.01053731, 1.0]], ['2, k, 6', [-0.258804, -0.1451728, 1.0]], ['2, k, 7', [-0.2033557, -0.1574339, 1.0]], ['2, k, 8', [0.01970755, 0.249357, 1.0]], ['2, k, 9', [0.04408772, 0.03862714, 1.0]], ['2, k, 10', [-0.02151037, -0.1321153, 1.0]], ['2, k, 11', [-0.03803236, -0.2153581, 1.0]], ['2, k, 12', [-0.179994, -0.2309342, 1.0]], ['2, k, 13', [-0.2422174, -0.2558015, 1.0]], ['2, k, 14', [-0.2475336, -0.6802285, 1.0]], ['2, k, 15', [-0.2342398, -0.7362621, 1.0]], ['2, k, 16', [-0.01783297, -0.2170621, 1.0]], ['2, k, 17', [0.07906441, -0.2420485, 1.0]], ['2, k, 18', [0.03542815, -0.6428759, 1.0]], ['2, k, 19', [0.05632195, -0.7209656, 1.0]], ['2, k, 20', [-0.1400818, 0.2680072, 1.0]], ['2, k, 21', [-0.1575807, -0.2022412, 1.0]], ['2, k, 22', [-0.2470885, -0.1601335, 1.0]], ['2, k, 23', [-0.05878371, -0.2701089, 1.0]], ['2, k, 24', [-0.1081416, -0.2053026, 1.0]]]
[['2, k, 0', [-0.1142596, -0.1830491, 1.0]], ['2, k, 1', [-0.1282082, 0.09664724, 1.0]], ['2, k, 2', [-0.1430422, 0.3702132, 1.0]], ['2, k, 3', [-0.1171935, 0.4947801, 1.0]], ['2, k, 4', [-0.3137326, 0.2514875, 1.0]], ['2, k, 5', [-0.3593041, 0.03459977, 1.0]], ['2, k, 6', [-0.2615507, -0.1187017, 1.0]], ['2, k, 7', [-0.2139525, -0.1363383, 1.0]], ['2, k, 8', [-0.009296424, 0.3627186, 1.0]], ['2, k, 9', [-0.04969636, 0.6385058, 1.0]], ['2, k, 10', [-0.1566316, 0.8697594, 1.0]], ['2, k, 11', [-0.1815557, 0.9264382, 1.0]], ['2, k, 12', [-0.1873388, -0.1927364, 1.0]], ['2, k, 13', [-0.2402651, -0.253249, 1.0]], ['2, k, 14', [-0.2474706, -0.6755208, 1.0]], ['2, k, 15', [-0.2350667, -0.7339889, 1.0]], ['2, k, 16', [-0.03915275, -0.1671669, 1.0]], ['2, k, 17', [0.07657785, -0.2493404, 1.0]], ['2, k, 18', [0.03531344, -0.6459398, 1.0]], ['2, k, 19', [0.0555593, -0.7245229, 1.0]], ['2, k, 20', [-0.1396369, 0.3029093, 1.0]], ['2, k, 21', [-0.1577898, -0.1758491, 1.0]], ['2, k, 22', [-0.2559612, -0.144454, 1.0]], ['2, k, 23', [-0.1936219, 0.9956036, 1.0]], ['2, k, 24', [-0.2271529, 0.9197666, 1.0]]]
[['2, k, 0', [-0.1132945, -0.1793704, 1.0]], ['2, k, 1', [-0.1263766, 0.10201, 1.0]], ['2, k, 2', [-0.1383698, 0.3783885, 1.0]], ['2, k, 3', [-0.1194507, 0.5045284, 1.0]], ['2, k, 4', [-0.3138059, 0.2515742, 1.0]], ['2, k, 5', [-0.3588098, 0.03518695, 1.0]], ['2, k, 6', [-0.2578533, -0.1149332, 1.0]], ['2, k, 7', [-0.2153996, -0.1341629, 1.0]], ['2, k, 8', [-0.009374518, 0.3653048, 1.0]], ['2, k, 9', [-0.05255384, 0.6286276, 1.0]], ['2, k, 10', [-0.1617867, 0.8343551, 1.0]], ['2, k, 11', [-0.1892821, 0.9142426, 1.0]], ['2, k, 12', [-0.1858238, -0.189845, 1.0]], ['2, k, 13', [-0.24043, -0.2537419, 1.0]], ['2, k, 14', [-0.2469478, -0.6762821, 1.0]], ['2, k, 15', [-0.2350578, -0.7345944, 1.0]], ['2, k, 16', [-0.03846057, -0.1630198, 1.0]], ['2, k, 17', [0.07611849, -0.2496344, 1.0]], ['2, k, 18', [0.03532998, -0.645357, 1.0]], ['2, k, 19', [0.05572721, -0.7237356, 1.0]], ['2, k, 20', [-0.1357234, 0.3103682, 1.0]], ['2, k, 21', [-0.1609969, -0.1735135, 1.0]], ['2, k, 22', [-0.2579146, -0.1436832, 1.0]], ['2, k, 23', [-0.2026124, 0.9889734, 1.0]], ['2, k, 24', [-0.233898, 0.9127929, 1.0]]]
[['2, k, 0', [-0.112883, -0.1785918, 1.0]], ['2, k, 1', [-0.1260957, 0.1030451, 1.0]], ['2, k, 2', [-0.1383212, 0.379111, 1.0]], ['2, k, 3', [-0.129114, 0.5061202, 1.0]], ['2, k, 4', [-0.3142344, 0.2517086, 1.0]], ['2, k, 5', [-0.3582994, 0.0353879, 1.0]], ['2, k, 6', [-0.2563438, -0.1135259, 1.0]], ['2, k, 7', [-0.2151843, -0.1342438, 1.0]], ['2, k, 8', [-0.01084301, 0.3730975, 1.0]], ['2, k, 9', [-0.04921471, 0.6307221, 1.0]], ['2, k, 10', [-0.159646, 0.8646717, 1.0]], ['2, k, 11', [-0.2002274, 0.9077983, 1.0]], ['2, k, 12', [-0.1852544, -0.1894776, 1.0]], ['2, k, 13', [-0.2403617, -0.2539242, 1.0]], ['2, k, 14', [-0.2462135, -0.6776446, 1.0]], ['2, k, 15', [-0.2348615, -0.7360943, 1.0]], ['2, k, 16', [-0.03809252, -0.1616057, 1.0]], ['2, k, 17', [0.07636228, -0.2498856, 1.0]], ['2, k, 18', [0.03510838, -0.6467689, 1.0]], ['2, k, 19', [0.05474367, -0.726081, 1.0]], ['2, k, 20', [-0.1355735, 0.311209, 1.0]], ['2, k, 21', [-0.1596044, -0.1766324, 1.0]], ['2, k, 22', [-0.258799, -0.1429948, 1.0]], ['2, k, 23', [-0.2315994, 0.9819195, 1.0]], ['2, k, 24', [-0.2521482, 0.9234317, 1.0]]]
[['2, k, 0', [-0.112371, -0.1765083, 1.0]], ['2, k, 1', [-0.1256439, 0.1051003, 1.0]], ['2, k, 2', [-0.1379607, 0.3805694, 1.0]], ['2, k, 3', [-0.1416729, 0.506307, 1.0]], ['2, k, 4', [-0.314029, 0.2517023, 1.0]], ['2, k, 5', [-0.356375, 0.03821107, 1.0]], ['2, k, 6', [-0.2592993, -0.1134849, 1.0]], ['2, k, 7', [-0.2099546, -0.1409272, 1.0]], ['2, k, 8', [-0.01048727, 0.3741731, 1.0]], ['2, k, 9', [-0.05576476, 0.6353732, 1.0]], ['2, k, 10', [-0.1780924, 0.8329852, 1.0]], ['2, k, 11', [-0.2072693, 0.904646, 1.0]], ['2, k, 12', [-0.1844486, -0.1878137, 1.0]], ['2, k, 13', [-0.2403463, -0.2541196, 1.0]], ['2, k, 14', [-0.2496633, -0.6806778, 1.0]], ['2, k, 15', [-0.2352539, -0.7292246, 1.0]], ['2, k, 16', [-0.03779342, -0.1595038, 1.0]], ['2, k, 17', [0.07608325, -0.2500248, 1.0]], ['2, k, 18', [0.03516347, -0.6460196, 1.0]], ['2, k, 19', [0.05440279, -0.7259753, 1.0]], ['2, k, 20', [-0.1351506, 0.3128322, 1.0]], ['2, k, 21', [-0.1580946, -0.1850118, 1.0]], ['2, k, 22', [-0.252656, -0.1468432, 1.0]], ['2, k, 23', [-0.2407512, 0.9822325, 1.0]], ['2, k, 24', [-0.2509081, 0.9004007, 1.0]]]
[['2, k, 0', [-0.1114774, -0.1754143, 1.0]], ['2, k, 1', [-0.1253226, 0.1059371, 1.0]], ['2, k, 2', [-0.1381157, 0.3809919, 1.0]], ['2, k, 3', [-0.1467692, 0.5057424, 1.0]], ['2, k, 4', [-0.3138512, 0.2519293, 1.0]], ['2, k, 5', [-0.3544691, 0.04184984, 1.0]], ['2, k, 6', [-0.2532236, -0.1099532, 1.0]], ['2, k, 7', [-0.217461, -0.1297508, 1.0]], ['2, k, 8', [-0.01072736, 0.3772885, 1.0]], ['2, k, 9', [-0.06763112, 0.6471599, 1.0]], ['2, k, 10', [-0.185476, 0.8436536, 1.0]], ['2, k, 11', [-0.2108502, 0.9018862, 1.0]], ['2, k, 12', [-0.183026, -0.1867425, 1.0]], ['2, k, 13', [-0.2404746, -0.254432, 1.0]], ['2, k, 14', [-0.2489887, -0.6808549, 1.0]], ['2, k, 15', [-0.2349141, -0.7305826, 1.0]], ['2, k, 16', [-0.03711828, -0.1583632, 1.0]], ['2, k, 17', [0.07571831, -0.2499941, 1.0]], ['2, k, 18', [0.03533917, -0.6457413, 1.0]], ['2, k, 19', [0.05430352, -0.7255278, 1.0]], ['2, k, 20', [-0.1351736, 0.3133465, 1.0]], ['2, k, 21', [-0.1599328, -0.1681563, 1.0]], ['2, k, 22', [-0.2487937, -0.1457358, 1.0]], ['2, k, 23', [-0.2494662, 0.9832324, 1.0]], ['2, k, 24', [-0.2590404, 0.904335, 1.0]]]
[['2, k, 0', [-0.1108966, -0.1742188, 1.0]], ['2, k, 1', [-0.1252956, 0.110278, 1.0]], ['2, k, 2', [-0.1400744, 0.3900549, 1.0]], ['2, k, 3', [-0.1496318, 0.5080835, 1.0]], ['2, k, 4', [-0.3132338, 0.2521418, 1.0]], ['2, k, 5', [-0.3530484, 0.04428876, 1.0]], ['2, k, 6', [-0.2595894, -0.1120565, 1.0]], ['2, k, 7', [-0.210351, -0.1398533, 1.0]], ['2, k, 8', [-0.01076715, 0.3779036, 1.0]], ['2, k, 9', [-0.06933255, 0.6476825, 1.0]], ['2, k, 10', [-0.1893286, 0.850558, 1.0]], ['2, k, 11', [-0.212981, 0.9012927, 1.0]], ['2, k, 12', [-0.1827766, -0.1861916, 1.0]], ['2, k, 13', [-0.2404042, -0.2545805, 1.0]], ['2, k, 14', [-0.2486127, -0.6810859, 1.0]], ['2, k, 15', [-0.2348504, -0.731253, 1.0]], ['2, k, 16', [-0.0360151, -0.1564733, 1.0]], ['2, k, 17', [0.07565997, -0.2505864, 1.0]], ['2, k, 18', [0.03517398, -0.6456756, 1.0]], ['2, k, 19', [0.05485596, -0.7243585, 1.0]], ['2, k, 20', [-0.1364488, 0.321102, 1.0]], ['2, k, 21', [-0.1588015, -0.1830115, 1.0]], ['2, k, 22', [-0.2286644, -0.158702, 1.0]], ['2, k, 23', [-0.2362304, 0.9733781, 1.0]], ['2, k, 24', [-0.2627865, 0.9040428, 1.0]]]
[['2, k, 0', [-0.1106981, -0.1739789, 1.0]], ['2, k, 1', [-0.1254247, 0.1113364, 1.0]], ['2, k, 2', [-0.1407288, 0.3909892, 1.0]], ['2, k, 3', [-0.1511797, 0.5058474, 1.0]], ['2, k, 4', [-0.3125283, 0.2522372, 1.0]], ['2, k, 5', [-0.3529249, 0.04488311, 1.0]], ['2, k, 6', [-0.2584631, -0.1110858, 1.0]], ['2, k, 7', [-0.2138688, -0.1355539, 1.0]], ['2, k, 8', [-0.01086874, 0.3773012, 1.0]], ['2, k, 9', [-0.06491476, 0.6314153, 1.0]], ['2, k, 10', [-0.1899073, 0.8519065, 1.0]], ['2, k, 11', [-0.2112673, 0.8955277, 1.0]], ['2, k, 12', [-0.1826984, -0.1859715, 1.0]], ['2, k, 13', [-0.2402871, -0.2545174, 1.0]], ['2, k, 14', [-0.2482952, -0.6804171, 1.0]], ['2, k, 15', [-0.234627, -0.7334594, 1.0]], ['2, k, 16', [-0.03545445, -0.1561418, 1.0]], ['2, k, 17', [0.07552029, -0.2508879, 1.0]], ['2, k, 18', [0.03527226, -0.6454657, 1.0]], ['2, k, 19', [0.05407298, -0.7248805, 1.0]], ['2, k, 20', [-0.1369968, 0.3221505, 1.0]], ['2, k, 21', [-0.160153, -0.1767533, 1.0]], ['2, k, 22', [-0.2502813, -0.145477, 1.0]], ['2, k, 23', [-0.2475348, 0.9774338, 1.0]], ['2, k, 24', [-0.2532089, 0.8874308, 1.0]]]
[['2, k, 0', [-0.110668, -0.1738697, 1.0]], ['2, k, 1', [-0.1254129, 0.1112482, 1.0]], ['2, k, 2', [-0.1403819, 0.3890169, 1.0]], ['2, k, 3', [-0.1478865, 0.507086, 1.0]], ['2, k, 4', [-0.3125114, 0.2523862, 1.0]], ['2, k, 5', [-0.3526318, 0.04592717, 1.0]], ['2, k, 6', [-0.2578693, -0.1100074, 1.0]], ['2, k, 7', [-0.2140053, -0.1350332, 1.0]], ['2, k, 8', [-0.01101126, 0.3781008, 1.0]], ['2, k, 9', [-0.06462098, 0.632978, 1.0]], ['2, k, 10', [-0.1887608, 0.8489954, 1.0]], ['2, k, 11', [-0.2106488, 0.8960191, 1.0]], ['2, k, 12', [-0.1824517, -0.1858809, 1.0]], ['2, k, 13', [-0.2401224, -0.2545654, 1.0]], ['2, k, 14', [-0.2472516, -0.683605, 1.0]], ['2, k, 15', [-0.2344798, -0.7346693, 1.0]], ['2, k, 16', [-0.03561388, -0.1558014, 1.0]], ['2, k, 17', [0.07560682, -0.2510137, 1.0]], ['2, k, 18', [0.03526025, -0.6453171, 1.0]], ['2, k, 19', [0.06749752, -0.692329, 1.0]], ['2, k, 20', [-0.1367951, 0.3209107, 1.0]], ['2, k, 21', [-0.1589403, -0.1754785, 1.0]], ['2, k, 22', [-0.2555791, -0.1442656, 1.0]], ['2, k, 23', [-0.2493758, 0.9666982, 1.0]], ['2, k, 24', [-0.2570012, 0.8936359, 1.0]]]
[['2, k, 0', [-0.1105336, -0.173778, 1.0]], ['2, k, 1', [-0.1252983, 0.1112044, 1.0]], ['2, k, 2', [-0.1398262, 0.3883373, 1.0]], ['2, k, 3', [-0.1466667, 0.5090058, 1.0]], ['2, k, 4', [-0.3126118, 0.2524517, 1.0]], ['2, k, 5', [-0.352421, 0.04647645, 1.0]], ['2, k, 6', [-0.2589785, -0.1100571, 1.0]], ['2, k, 7', [-0.2137159, -0.1361682, 1.0]], ['2, k, 8', [-0.01181213, 0.3801704, 1.0]], ['2, k, 9', [-0.06217413, 0.6383535, 1.0]], ['2, k, 10', [-0.1877211, 0.8465499, 1.0]], ['2, k, 11', [-0.2065196, 0.8985769, 1.0]], ['2, k, 12', [-0.1821164, -0.1858785, 1.0]], ['2, k, 13', [-0.2400225, -0.2544141, 1.0]], ['2, k, 14', [-0.2464612, -0.6851327, 1.0]], ['2, k, 15', [-0.2343645, -0.7361941, 1.0]], ['2, k, 16', [-0.03557396, -0.1556878, 1.0]], ['2, k, 17', [0.07530939, -0.2513817, 1.0]], ['2, k, 18', [0.03338347, -0.661433, 1.0]], ['2, k, 19', [0.06125886, -0.7423964, 1.0]], ['2, k, 20', [-0.1363699, 0.3204184, 1.0]], ['2, k, 21', [-0.1593939, -0.1781415, 1.0]], ['2, k, 22', [-0.2506759, -0.1468685, 1.0]], ['2, k, 23', [-0.2352012, 0.9733177, 1.0]], ['2, k, 24', [-0.2501031, 0.8957859, 1.0]]]
[['2, k, 0', [-0.1105343, -0.1737921, 1.0]], ['2, k, 1', [-0.1252014, 0.1110778, 1.0]], ['2, k, 2', [-0.139218, 0.3877748, 1.0]], ['2, k, 3', [-0.1463751, 0.5095398, 1.0]], ['2, k, 4', [-0.3130172, 0.2525375, 1.0]], ['2, k, 5', [-0.3523825, 0.04659969, 1.0]], ['2, k, 6', [-0.2591265, -0.1101207, 1.0]], ['2, k, 7', [-0.2125089, -0.1359391, 1.0]], ['2, k, 8', [-0.01150389, 0.3791672, 1.0]], ['2, k, 9', [-0.06264599, 0.6394538, 1.0]], ['2, k, 10', [-0.1803116, 0.8413396, 1.0]], ['2, k, 11', [-0.2001931, 0.9081976, 1.0]], ['2, k, 12', [-0.1821132, -0.1858982, 1.0]], ['2, k, 13', [-0.2399864, -0.254488, 1.0]], ['2, k, 14', [-0.2470021, -0.683638, 1.0]], ['2, k, 15', [-0.2344197, -0.734925, 1.0]], ['2, k, 16', [-0.03560187, -0.155797, 1.0]], ['2, k, 17', [0.07527602, -0.2513233, 1.0]], ['2, k, 18', [0.03260046, -0.6556906, 1.0]], ['2, k, 19', [0.05831091, -0.7357551, 1.0]], ['2, k, 20', [-0.1359117, 0.3199385, 1.0]], ['2, k, 21', [-0.1604548, -0.1786766, 1.0]], ['2, k, 22', [-0.237614, -0.150271, 1.0]], ['2, k, 23', [-0.2190409, 0.977484, 1.0]], ['2, k, 24', [-0.2523217, 0.919494, 1.0]]]
[['2, k, 0', [-0.1106553, -0.1739153, 1.0]], ['2, k, 1', [-0.1254073, 0.1104748, 1.0]], ['2, k, 2', [-0.1394565, 0.3859763, 1.0]], ['2, k, 3', [-0.1462321, 0.509511, 1.0]], ['2, k, 4', [-0.3132901, 0.2525032, 1.0]], ['2, k, 5', [-0.3530248, 0.04645412, 1.0]], ['2, k, 6', [-0.2610087, -0.1106068, 1.0]], ['2, k, 7', [-0.2106219, -0.1389723, 1.0]], ['2, k, 8', [-0.01142354, 0.378692, 1.0]], ['2, k, 9', [-0.06249604, 0.6397293, 1.0]], ['2, k, 10', [-0.1729855, 0.8427108, 1.0]], ['2, k, 11', [-0.1914526, 0.909012, 1.0]], ['2, k, 12', [-0.1821971, -0.1860905, 1.0]], ['2, k, 13', [-0.23977, -0.2546757, 1.0]], ['2, k, 14', [-0.2483574, -0.681374, 1.0]], ['2, k, 15', [-0.2344073, -0.7337942, 1.0]], ['2, k, 16', [-0.03599283, -0.1561487, 1.0]], ['2, k, 17', [0.07537115, -0.2513962, 1.0]], ['2, k, 18', [0.0325037, -0.6524136, 1.0]], ['2, k, 19', [0.06047847, -0.7228693, 1.0]], ['2, k, 20', [-0.1361552, 0.3184064, 1.0]], ['2, k, 21', [-0.1586462, -0.1844504, 1.0]], ['2, k, 22', [-0.2578488, -0.1441395, 1.0]], ['2, k, 23', [-0.21156, 0.9756567, 1.0]], ['2, k, 24', [-0.2446956, 0.9205246, 1.0]]]
[['2, k, 0', [-0.110724, -0.1739383, 1.0]], ['2, k, 1', [-0.1254163, 0.1102775, 1.0]], ['2, k, 2', [-0.1392124, 0.3854181, 1.0]], ['2, k, 3', [-0.1385177, 0.5109962, 1.0]], ['2, k, 4', [-0.3137219, 0.2525521, 1.0]], ['2, k, 5', [-0.3535783, 0.04709601, 1.0]], ['2, k, 6', [-0.2593669, -0.1082345, 1.0]], ['2, k, 7', [-0.2128022, -0.1355071, 1.0]], ['2, k, 8', [-0.01133117, 0.3771563, 1.0]], ['2, k, 9', [-0.06070967, 0.6418473, 1.0]], ['2, k, 10', [-0.1500629, 0.8283853, 1.0]], ['2, k, 11', [-0.1789142, 0.907644, 1.0]], ['2, k, 12', [-0.182235, -0.1861109, 1.0]], ['2, k, 13', [-0.2397238, -0.2544811, 1.0]], ['2, k, 14', [-0.2481664, -0.6807978, 1.0]], ['2, k, 15', [-0.2346781, -0.7338239, 1.0]], ['2, k, 16', [-0.03617787, -0.1562463, 1.0]], ['2, k, 17', [0.07521453, -0.2515076, 1.0]], ['2, k, 18', [0.03250919, -0.6512395, 1.0]], ['2, k, 19', [0.05685417, -0.7260531, 1.0]], ['2, k, 20', [-0.1359844, 0.317903, 1.0]], ['2, k, 21', [-0.160047, -0.1794488, 1.0]], ['2, k, 22', [-0.2584541, -0.1437393, 1.0]], ['2, k, 23', [-0.2005881, 0.9850116, 1.0]], ['2, k, 24', [-0.2344911, 0.9266153, 1.0]]]
[['2, k, 0', [-0.1100696, -0.1676259, 1.0]], ['2, k, 1', [-0.1258117, 0.1133509, 1.0]], ['2, k, 2', [-0.1405172, 0.3872396, 1.0]], ['2, k, 3', [-0.126491, 0.5132564, 1.0]], ['2, k, 4', [-0.3138497, 0.2519906, 1.0]], ['2, k, 5', [-0.3565357, 0.03711583, 1.0]], ['2, k, 6', [-0.2549714, -0.112179, 1.0]], ['2, k, 7', [-0.2127298, -0.1353551, 1.0]], ['2, k, 8', [-0.01822993, 0.4178545, 1.0]], ['2, k, 9', [-0.0815369, 0.6901048, 1.0]], ['2, k, 10', [-0.1492188, 0.8730409, 1.0]], ['2, k, 11', [-0.1639013, 0.9244516, 1.0]], ['2, k, 12', [-0.1796771, -0.1806814, 1.0]], ['2, k, 13', [-0.239511, -0.2543199, 1.0]], ['2, k, 14', [-0.2479004, -0.67838, 1.0]], ['2, k, 15', [-0.2349752, -0.7337857, 1.0]], ['2, k, 16', [-0.0376035, -0.1489485, 1.0]], ['2, k, 17', [0.07414341, -0.2506754, 1.0]], ['2, k, 18', [0.0319648, -0.6489875, 1.0]], ['2, k, 19', [0.05553404, -0.7235931, 1.0]], ['2, k, 20', [-0.1369851, 0.3198855, 1.0]], ['2, k, 21', [-0.1577569, -0.1740205, 1.0]], ['2, k, 22', [-0.2382745, -0.1506893, 1.0]], ['2, k, 23', [-0.1786201, 1.00404, 1.0]], ['2, k, 24', [-0.2173752, 0.9274343, 1.0]]]
[['2, k, 0', [-0.1105593, -0.1673924, 1.0]], ['2, k, 1', [-0.1264462, 0.1125639, 1.0]], ['2, k, 2', [-0.1415451, 0.3827924, 1.0]], ['2, k, 3', [-0.1237594, 0.5091785, 1.0]], ['2, k, 4', [-0.3163372, 0.2516312, 1.0]], ['2, k, 5', [-0.3577206, 0.03389931, 1.0]], ['2, k, 6', [-0.2574151, -0.1147642, 1.0]], ['2, k, 7', [-0.2111661, -0.1399361, 1.0]], ['2, k, 8', [-0.01823655, 0.4178933, 1.0]], ['2, k, 9', [-0.07817459, 0.6914793, 1.0]], ['2, k, 10', [-0.1445801, 0.885927, 1.0]], ['2, k, 11', [-0.1514743, 0.9371856, 1.0]], ['2, k, 12', [-0.179658, -0.1806553, 1.0]], ['2, k, 13', [-0.2394617, -0.2544034, 1.0]], ['2, k, 14', [-0.2470139, -0.6765928, 1.0]], ['2, k, 15', [-0.2352402, -0.7339234, 1.0]], ['2, k, 16', [-0.03953496, -0.1483768, 1.0]], ['2, k, 17', [0.07392536, -0.2504661, 1.0]], ['2, k, 18', [0.03195178, -0.6490393, 1.0]], ['2, k, 19', [0.05370044, -0.7252975, 1.0]], ['2, k, 20', [-0.1379548, 0.3166139, 1.0]], ['2, k, 21', [-0.1543527, -0.1819184, 1.0]], ['2, k, 22', [-0.2532469, -0.1474504, 1.0]], ['2, k, 23', [-0.1601515, 1.003679, 1.0]], ['2, k, 24', [-0.2068654, 0.942407, 1.0]]]
[['2, k, 0', [-0.1106452, -0.1674242, 1.0]], ['2, k, 1', [-0.1298367, 0.1097923, 1.0]], ['2, k, 2', [-0.1521526, 0.3745753, 1.0]], ['2, k, 3', [-0.1247507, 0.4989063, 1.0]], ['2, k, 4', [-0.3174282, 0.2517028, 1.0]], ['2, k, 5', [-0.3592804, 0.03573883, 1.0]], ['2, k, 6', [-0.259345, -0.1139845, 1.0]], ['2, k, 7', [-0.2094831, -0.14104, 1.0]], ['2, k, 8', [-0.0197535, 0.415945, 1.0]], ['2, k, 9', [-0.04381737, 0.6352746, 1.0]], ['2, k, 10', [-0.1081149, 0.8965151, 1.0]], ['2, k, 11', [-0.1210312, 0.9474637, 1.0]], ['2, k, 12', [-0.1794326, -0.1808369, 1.0]], ['2, k, 13', [-0.2394593, -0.2544593, 1.0]], ['2, k, 14', [-0.2468062, -0.6763316, 1.0]], ['2, k, 15', [-0.2351471, -0.7342098, 1.0]], ['2, k, 16', [-0.04014434, -0.1484229, 1.0]], ['2, k, 17', [0.07386588, -0.2504846, 1.0]], ['2, k, 18', [0.03227687, -0.6489899, 1.0]], ['2, k, 19', [0.0515569, -0.7279436, 1.0]], ['2, k, 20', [-0.1464776, 0.3097998, 1.0]], ['2, k, 21', [-0.1584006, -0.184161, 1.0]], ['2, k, 22', [-0.2345783, -0.1538957, 1.0]], ['2, k, 23', [-0.1075326, 1.028667, 1.0]], ['2, k, 24', [-0.1814209, 0.955027, 1.0]]]
[['2, k, 0', [-0.1106127, -0.1673536, 1.0]], ['2, k, 1', [-0.1299786, 0.1096109, 1.0]], ['2, k, 2', [-0.1521913, 0.3744507, 1.0]], ['2, k, 3', [-0.1192475, 0.4971373, 1.0]], ['2, k, 4', [-0.3174157, 0.2517066, 1.0]], ['2, k, 5', [-0.3595192, 0.03638197, 1.0]], ['2, k, 6', [-0.2595224, -0.1135867, 1.0]], ['2, k, 7', [-0.209393, -0.1413457, 1.0]], ['2, k, 8', [-0.02003635, 0.4169806, 1.0]], ['2, k, 9', [-0.04152267, 0.6395012, 1.0]], ['2, k, 10', [-0.09291209, 0.8750583, 1.0]], ['2, k, 11', [-0.1041152, 0.9465923, 1.0]], ['2, k, 12', [-0.1788793, -0.1808254, 1.0]], ['2, k, 13', [-0.2394418, -0.2543306, 1.0]], ['2, k, 14', [-0.2476399, -0.67731, 1.0]], ['2, k, 15', [-0.2350304, -0.7334236, 1.0]], ['2, k, 16', [-0.04027305, -0.1482895, 1.0]], ['2, k, 17', [0.07405028, -0.2502412, 1.0]], ['2, k, 18', [0.03331304, -0.6479073, 1.0]], ['2, k, 19', [0.05267962, -0.7255242, 1.0]], ['2, k, 20', [-0.1465619, 0.3096278, 1.0]], ['2, k, 21', [-0.1558829, -0.1838127, 1.0]], ['2, k, 22', [-0.2430443, -0.1499331, 1.0]], ['2, k, 23', [-0.1043056, 1.025394, 1.0]], ['2, k, 24', [-0.152004, 0.9359055, 1.0]]]
[['2, k, 0', [-0.1098858, -0.1676719, 1.0]], ['2, k, 1', [-0.1296726, 0.1089684, 1.0]], ['2, k, 2', [-0.151842, 0.3740503, 1.0]], ['2, k, 3', [-0.1305448, 0.4960456, 1.0]], ['2, k, 4', [-0.3182019, 0.2514992, 1.0]], ['2, k, 5', [-0.3600185, 0.03514818, 1.0]], ['2, k, 6', [-0.2591929, -0.1139153, 1.0]], ['2, k, 7', [-0.2090591, -0.141545, 1.0]], ['2, k, 8', [-0.01892663, 0.4042899, 1.0]], ['2, k, 9', [-0.03876636, 0.6444474, 1.0]], ['2, k, 10', [-0.08643173, 0.8897183, 1.0]], ['2, k, 11', [-0.09130331, 0.9524168, 1.0]], ['2, k, 12', [-0.1778558, -0.181377, 1.0]], ['2, k, 13', [-0.2395337, -0.2540741, 1.0]], ['2, k, 14', [-0.2474276, -0.6764346, 1.0]], ['2, k, 15', [-0.2350564, -0.7335258, 1.0]], ['2, k, 16', [-0.03952313, -0.1485896, 1.0]], ['2, k, 17', [0.07421665, -0.2503683, 1.0]], ['2, k, 18', [0.03336469, -0.6470929, 1.0]], ['2, k, 19', [0.06798331, -0.6939931, 1.0]], ['2, k, 20', [-0.1462522, 0.3091365, 1.0]], ['2, k, 21', [-0.158135, -0.1855035, 1.0]], ['2, k, 22', [-0.2444556, -0.150538, 1.0]], ['2, k, 23', [-0.08887985, 1.029231, 1.0]], ['2, k, 24', [-0.1496522, 0.9552054, 1.0]]]
