[['2, k, 0', [-0.03114864, -0.2106481, 1.0]], ['2, k, 1', [-0.02597688, 0.0477477, 1.0]], ['2, k, 2', [-0.02199502, 0.2997007, 1.0]], ['2, k, 3', [-0.01735315, 0.4410975, 1.0]], ['2, k, 4', [-0.199675, 0.1988604, 1.0]], ['2, k, 5', [-0.3233297, -0.004392646, 1.0]], ['2, k, 6', [-0.3289127, -0.09939995, 1.0]], ['2, k, 7', [-0.3498358, -0.06627467, 1.0]], ['2, k, 8', [0.1490307, 0.2106939, 1.0]], ['2, k, 9', [0.2137718, 0.01981021, 1.0]], ['2, k, 10', [0.1939804, -0.1589684, 1.0]], ['2, k, 11', [0.1844152, -0.2128671, 1.0]], ['2, k, 12', [-0.1085861, -0.2061583, 1.0]], ['2, k, 13', [-0.182819, -0.3719312, 1.0]], ['2, k, 14', [-0.2413889, -0.7217299, 1.0]], ['2, k, 15', [-0.2078797, -0.7533987, 1.0]], ['2, k, 16', [0.04695568, -0.2094016, 1.0]], ['2, k, 17', [0.08618459, -0.3830251, 1.0]], ['2, k, 18', [0.1063231, -0.7323185, 1.0]], ['2, k, 19', [0.08006836, -0.7628646, 1.0]], ['2, k, 20', [-0.02294542, 0.237581, 1.0]], ['2, k, 21', [-0.4004139, -0.08216725, 1.0]], ['2, k, 22', [-0.322826, -0.04177182, 1.0]], ['2, k, 23', [0.1691569, -0.2670285, 1.0]], ['2, k, 24', [0.187387, -0.2361253, 1.0]]]
[['2, k, 0', [-0.04398796, -0.1855533, 1.0]], ['2, k, 1', [-0.04820335, 0.06617114, 1.0]], ['2, k, 2', [-0.04884553, 0.3108349, 1.0]], ['2, k, 3', [-0.04808128, 0.4440396, 1.0]], ['2, k, 4', [-0.2051146, 0.2610558, 1.0]], ['2, k, 5', [-0.3234878, 0.4850983, 1.0]], ['2, k, 6', [-0.451854, 0.6615737, 1.0]], ['2, k, 7', [-0.490344, 0.711933, 1.0]], ['2, k, 8', [0.1407414, 0.2239887, 1.0]], ['2, k, 9', [0.2026873, 0.04091059, 1.0]], ['2, k, 10', [0.1939589, -0.1556577, 1.0]], ['2, k, 11', [0.1851473, -0.2150735, 1.0]], ['2, k, 12', [-0.11993, -0.1796997, 1.0]], ['2, k, 13', [-0.1855376, -0.3760383, 1.0]], ['2, k, 14', [-0.2348277, -0.7163813, 1.0]], ['2, k, 15', [-0.2039724, -0.759322, 1.0]], ['2, k, 16', [0.03309756, -0.1862587, 1.0]], ['2, k, 17', [0.08186673, -0.3808933, 1.0]], ['2, k, 18', [0.1060254, -0.7250695, 1.0]], ['2, k, 19', [0.0665508, -0.7653202, 1.0]], ['2, k, 20', [-0.04891943, 0.2506043, 1.0]], ['2, k, 21', [-0.511646, 0.7807711, 1.0]], ['2, k, 22', [-0.4665614, 0.7305772, 1.0]], ['2, k, 23', [0.1681027, -0.2660694, 1.0]], ['2, k, 24', [0.1807232, -0.2471523, 1.0]]]
[['2, k, 0', [-0.04459099, -0.1849335, 1.0]], ['2, k, 1', [-0.04729764, 0.06621824, 1.0]], ['2, k, 2', [-0.04466829, 0.3098904, 1.0]], ['2, k, 3', [-0.04716673, 0.4440276, 1.0]], ['2, k, 4', [-0.2058546, 0.2646431, 1.0]], ['2, k, 5', [-0.3226748, 0.4344366, 1.0]], ['2, k, 6', [-0.4742042, 0.6366578, 1.0]], ['2, k, 7', [-0.5182052, 0.6969143, 1.0]], ['2, k, 8', [0.1409579, 0.2237375, 1.0]], ['2, k, 9', [0.203713, 0.04097543, 1.0]], ['2, k, 10', [0.1921821, -0.1707119, 1.0]], ['2, k, 11', [0.1866142, -0.2054424, 1.0]], ['2, k, 12', [-0.1205974, -0.1786085, 1.0]], ['2, k, 13', [-0.1854713, -0.3757342, 1.0]], ['2, k, 14', [-0.2347465, -0.7164693, 1.0]], ['2, k, 15', [-0.2038151, -0.7597111, 1.0]], ['2, k, 16', [0.03248199, -0.1860006, 1.0]], ['2, k, 17', [0.08182516, -0.3809018, 1.0]], ['2, k, 18', [0.1059238, -0.7249495, 1.0]], ['2, k, 19', [0.06643382, -0.7648672, 1.0]], ['2, k, 20', [-0.04569615, 0.2499842, 1.0]], ['2, k, 21', [-0.5444856, 0.7739282, 1.0]], ['2, k, 22', [-0.4986179, 0.7152599, 1.0]], ['2, k, 23', [0.1357409, -0.2529707, 1.0]], ['2, k, 24', [0.1587343, -0.1851452, 1.0]]]
[['2, k, 0', [-0.04422174, -0.1855778, 1.0]], ['2, k, 1', [-0.04663548, 0.06583932, 1.0]], ['2, k, 2', [-0.04452817, 0.3098727, 1.0]], ['2, k, 3', [-0.04658101, 0.4441617, 1.0]], ['2, k, 4', [-0.2071907, 0.2656504, 1.0]], ['2, k, 5', [-0.3700343, 0.4614695, 1.0]], ['2, k, 6', [-0.4900596, 0.6140847, 1.0]], ['2, k, 7', [-0.5449263, 0.675032, 1.0]], ['2, k, 8', [0.1411685, 0.223699, 1.0]], ['2, k, 9', [0.2037162, 0.04088124, 1.0]], ['2, k, 10', [0.1929102, -0.1612541, 1.0]], ['2, k, 11', [0.1833084, -0.2239451, 1.0]], ['2, k, 12', [-0.1195406, -0.1792981, 1.0]], ['2, k, 13', [-0.1851925, -0.374606, 1.0]], ['2, k, 14', [-0.2351944, -0.7163976, 1.0]], ['2, k, 15', [-0.2038107, -0.7597118, 1.0]], ['2, k, 16', [0.03226719, -0.1868639, 1.0]], ['2, k, 17', [0.08195497, -0.381157, 1.0]], ['2, k, 18', [0.1045298, -0.7249956, 1.0]], ['2, k, 19', [0.06496529, -0.7699555, 1.0]], ['2, k, 20', [-0.04542032, 0.2498943, 1.0]], ['2, k, 21', [-0.5835969, 0.7575623, 1.0]], ['2, k, 22', [-0.5292439, 0.6907333, 1.0]], ['2, k, 23', [0.1734509, -0.2772314, 1.0]], ['2, k, 24', [0.169602, -0.2660931, 1.0]]]
[['2, k, 0', [-0.04450638, -0.1858002, 1.0]], ['2, k, 1', [-0.04647421, 0.06569988, 1.0]], ['2, k, 2', [-0.04423406, 0.3098129, 1.0]], ['2, k, 3', [-0.04637961, 0.4442675, 1.0]], ['2, k, 4', [-0.2084787, 0.2649735, 1.0]], ['2, k, 5', [-0.3770042, 0.4462074, 1.0]], ['2, k, 6', [-0.5121958, 0.5944104, 1.0]], ['2, k, 7', [-0.5698226, 0.6493029, 1.0]], ['2, k, 8', [0.137649, 0.2196784, 1.0]], ['2, k, 9', [0.2052704, 0.03891961, 1.0]], ['2, k, 10', [0.1990352, -0.1198574, 1.0]], ['2, k, 11', [0.1909897, -0.1874436, 1.0]], ['2, k, 12', [-0.1199671, -0.1796704, 1.0]], ['2, k, 13', [-0.1852786, -0.3748949, 1.0]], ['2, k, 14', [-0.2357958, -0.7165368, 1.0]], ['2, k, 15', [-0.2035798, -0.760262, 1.0]], ['2, k, 16', [0.03209919, -0.186981, 1.0]], ['2, k, 17', [0.08204848, -0.3813854, 1.0]], ['2, k, 18', [0.1044333, -0.725246, 1.0]], ['2, k, 19', [0.07015763, -0.7665589, 1.0]], ['2, k, 20', [-0.04511686, 0.2497921, 1.0]], ['2, k, 21', [-0.600105, 0.7237689, 1.0]], ['2, k, 22', [-0.5485169, 0.6618048, 1.0]], ['2, k, 23', [0.1948362, -0.2147839, 1.0]], ['2, k, 24', [0.1901561, -0.1636979, 1.0]]]
[['2, k, 0', [-0.04515517, -0.1866134, 1.0]], ['2, k, 1', [-0.04656112, 0.06526706, 1.0]], ['2, k, 2', [-0.04434573, 0.3096395, 1.0]], ['2, k, 3', [-0.04595617, 0.4441394, 1.0]], ['2, k, 4', [-0.2099431, 0.264063, 1.0]], ['2, k, 5', [-0.3828261, 0.4390685, 1.0]], ['2, k, 6', [-0.5435284, 0.5758224, 1.0]], ['2, k, 7', [-0.5963861, 0.6290385, 1.0]], ['2, k, 8', [0.13677, 0.2186509, 1.0]], ['2, k, 9', [0.2049982, 0.03809343, 1.0]], ['2, k, 10', [0.202519, -0.06522738, 1.0]], ['2, k, 11', [0.1963646, -0.09811662, 1.0]], ['2, k, 12', [-0.1203342, -0.1801996, 1.0]], ['2, k, 13', [-0.1850781, -0.3758985, 1.0]], ['2, k, 14', [-0.2328037, -0.7150543, 1.0]], ['2, k, 15', [-0.203509, -0.7603099, 1.0]], ['2, k, 16', [0.03107708, -0.1881733, 1.0]], ['2, k, 17', [0.08208782, -0.3813678, 1.0]], ['2, k, 18', [0.1051363, -0.7250181, 1.0]], ['2, k, 19', [0.06947508, -0.7643853, 1.0]], ['2, k, 20', [-0.04519473, 0.2495514, 1.0]], ['2, k, 21', [-0.6375212, 0.6961104, 1.0]], ['2, k, 22', [-0.5764642, 0.6485387, 1.0]], ['2, k, 23', [0.1893926, -0.1832309, 1.0]], ['2, k, 24', [0.1965588, -0.151085, 1.0]]]
[['2, k, 0', [-0.04522888, -0.1867933, 1.0]], ['2, k, 1', [-0.04619477, 0.06500491, 1.0]], ['2, k, 2', [-0.04383462, 0.3094265, 1.0]], ['2, k, 3', [-0.04590764, 0.444137, 1.0]], ['2, k, 4', [-0.2115811, 0.2633288, 1.0]], ['2, k, 5', [-0.4024719, 0.4260015, 1.0]], ['2, k, 6', [-0.5617651, 0.5277933, 1.0]], ['2, k, 7', [-0.614769, 0.5860701, 1.0]], ['2, k, 8', [0.1385298, 0.2197076, 1.0]], ['2, k, 9', [0.2049172, 0.03840396, 1.0]], ['2, k, 10', [0.1996745, -0.121209, 1.0]], ['2, k, 11', [0.1913216, -0.1966967, 1.0]], ['2, k, 12', [-0.1202924, -0.180676, 1.0]], ['2, k, 13', [-0.1850345, -0.3758595, 1.0]], ['2, k, 14', [-0.2335406, -0.7150774, 1.0]], ['2, k, 15', [-0.2034191, -0.7604372, 1.0]], ['2, k, 16', [0.0309329, -0.1881872, 1.0]], ['2, k, 17', [0.08208939, -0.3813697, 1.0]], ['2, k, 18', [0.1049925, -0.7248676, 1.0]], ['2, k, 19', [0.06937542, -0.7632396, 1.0]], ['2, k, 20', [-0.04467186, 0.2492996, 1.0]], ['2, k, 21', [-0.660163, 0.6481904, 1.0]], ['2, k, 22', [-0.6001517, 0.5999919, 1.0]], ['2, k, 23', [0.1929048, -0.2241175, 1.0]], ['2, k, 24', [0.1951261, -0.1957296, 1.0]]]
[['2, k, 0', [-0.04522759, -0.1867968, 1.0]], ['2, k, 1', [-0.04599224, 0.06487827, 1.0]], ['2, k, 2', [-0.04361413, 0.3092082, 1.0]], ['2, k, 3', [-0.04585022, 0.4442706, 1.0]], ['2, k, 4', [-0.2129902, 0.2623313, 1.0]], ['2, k, 5', [-0.4145749, 0.4134731, 1.0]], ['2, k, 6', [-0.5824035, 0.5192681, 1.0]], ['2, k, 7', [-0.6426333, 0.5671508, 1.0]], ['2, k, 8', [0.1395768, 0.2202922, 1.0]], ['2, k, 9', [0.2048598, 0.03859443, 1.0]], ['2, k, 10', [0.0626354, -0.08930317, 1.0]], ['2, k, 11', [0.01312334, -0.1424008, 1.0]], ['2, k, 12', [-0.1202635, -0.1807519, 1.0]], ['2, k, 13', [-0.1849308, -0.3759392, 1.0]], ['2, k, 14', [-0.2338032, -0.7150435, 1.0]], ['2, k, 15', [-0.2032524, -0.7605377, 1.0]], ['2, k, 16', [0.03092528, -0.1881582, 1.0]], ['2, k, 17', [0.08207027, -0.3814292, 1.0]], ['2, k, 18', [0.1045714, -0.7253018, 1.0]], ['2, k, 19', [0.06345054, -0.7701517, 1.0]], ['2, k, 20', [-0.04442396, 0.2490904, 1.0]], ['2, k, 21', [-0.690625, 0.6333216, 1.0]], ['2, k, 22', [-0.6313375, 0.5887461, 1.0]], ['2, k, 23', [-0.03036527, -0.1826592, 1.0]], ['2, k, 24', [0.0631358, -0.1988285, 1.0]]]
[['2, k, 0', [-0.04498635, -0.187267, 1.0]], ['2, k, 1', [-0.04577371, 0.06452294, 1.0]], ['2, k, 2', [-0.04363975, 0.3090894, 1.0]], ['2, k, 3', [-0.04580629, 0.4443195, 1.0]], ['2, k, 4', [-0.2140566, 0.2614617, 1.0]], ['2, k, 5', [-0.4317191, 0.3882917, 1.0]], ['2, k, 6', [-0.597652, 0.4877178, 1.0]], ['2, k, 7', [-0.6594208, 0.5292591, 1.0]], ['2, k, 8', [0.1382502, 0.2196358, 1.0]], ['2, k, 9', [0.202202, 0.03684455, 1.0]], ['2, k, 10', [0.06614102, -0.08405481, 1.0]], ['2, k, 11', [0.01766632, -0.1348205, 1.0]], ['2, k, 12', [-0.1200159, -0.1811134, 1.0]], ['2, k, 13', [-0.1849163, -0.3750788, 1.0]], ['2, k, 14', [-0.2337126, -0.7164435, 1.0]], ['2, k, 15', [-0.2032913, -0.7604882, 1.0]], ['2, k, 16', [0.03116338, -0.1887621, 1.0]], ['2, k, 17', [0.08212736, -0.3814438, 1.0]], ['2, k, 18', [0.1044996, -0.7252877, 1.0]], ['2, k, 19', [0.06480341, -0.7674924, 1.0]], ['2, k, 20', [-0.04440149, 0.2489207, 1.0]], ['2, k, 21', [-0.7117475, 0.5924845, 1.0]], ['2, k, 22', [-0.6499378, 0.5558134, 1.0]], ['2, k, 23', [-0.02615199, -0.1750158, 1.0]], ['2, k, 24', [0.0610097, -0.1921575, 1.0]]]
[['2, k, 0', [-0.04492868, -0.1873042, 1.0]], ['2, k, 1', [-0.04571091, 0.06439722, 1.0]], ['2, k, 2', [-0.04379391, 0.3089101, 1.0]], ['2, k, 3', [-0.04581609, 0.4442213, 1.0]], ['2, k, 4', [-0.2149881, 0.2604905, 1.0]], ['2, k, 5', [-0.4440118, 0.3742241, 1.0]], ['2, k, 6', [-0.6242603, 0.4450562, 1.0]], ['2, k, 7', [-0.6758968, 0.4917362, 1.0]], ['2, k, 8', [0.1393888, 0.2202175, 1.0]], ['2, k, 9', [0.2019457, 0.03565336, 1.0]], ['2, k, 10', [0.1978239, -0.1215151, 1.0]], ['2, k, 11', [0.1910477, -0.1819588, 1.0]], ['2, k, 12', [-0.1197563, -0.1813006, 1.0]], ['2, k, 13', [-0.1850875, -0.3755338, 1.0]], ['2, k, 14', [-0.2343408, -0.7169014, 1.0]], ['2, k, 15', [-0.2031118, -0.7603793, 1.0]], ['2, k, 16', [0.03106761, -0.1886538, 1.0]], ['2, k, 17', [0.0821098, -0.3786719, 1.0]], ['2, k, 18', [0.1043636, -0.7251841, 1.0]], ['2, k, 19', [0.06453573, -0.7685963, 1.0]], ['2, k, 20', [-0.04447637, 0.2487534, 1.0]], ['2, k, 21', [-0.7332059, 0.5491121, 1.0]], ['2, k, 22', [-0.6591946, 0.5035763, 1.0]], ['2, k, 23', [0.1919197, -0.2229695, 1.0]], ['2, k, 24', [0.2020983, -0.186946, 1.0]]]
[['2, k, 0', [-0.0440713, -0.1878992, 1.0]], ['2, k, 1', [-0.04495768, 0.06378789, 1.0]], ['2, k, 2', [-0.04355119, 0.3084822, 1.0]], ['2, k, 3', [-0.04579275, 0.4441548, 1.0]], ['2, k, 4', [-0.2156697, 0.2592704, 1.0]], ['2, k, 5', [-0.4447317, 0.357769, 1.0]], ['2, k, 6', [-0.6393575, 0.4297943, 1.0]], ['2, k, 7', [-0.6919674, 0.4556216, 1.0]], ['2, k, 8', [0.1405941, 0.2211495, 1.0]], ['2, k, 9', [0.2033196, 0.03532551, 1.0]], ['2, k, 10', [0.1964427, -0.1357003, 1.0]], ['2, k, 11', [0.191867, -0.1735148, 1.0]], ['2, k, 12', [-0.1189064, -0.1821184, 1.0]], ['2, k, 13', [-0.185961, -0.3741914, 1.0]], ['2, k, 14', [-0.236665, -0.7180321, 1.0]], ['2, k, 15', [-0.2030361, -0.7605229, 1.0]], ['2, k, 16', [0.03194812, -0.1890199, 1.0]], ['2, k, 17', [0.08208599, -0.378817, 1.0]], ['2, k, 18', [0.1066816, -0.725279, 1.0]], ['2, k, 19', [0.06584667, -0.7658246, 1.0]], ['2, k, 20', [-0.04409888, 0.2482691, 1.0]], ['2, k, 21', [-0.7556335, 0.5171213, 1.0]], ['2, k, 22', [-0.6599247, 0.4606305, 1.0]], ['2, k, 23', [0.1972453, -0.1531784, 1.0]], ['2, k, 24', [0.1990846, -0.1288508, 1.0]]]
[['2, k, 0', [-0.04367264, -0.1881834, 1.0]], ['2, k, 1', [-0.04492881, 0.0636601, 1.0]], ['2, k, 2', [-0.04411045, 0.3082502, 1.0]], ['2, k, 3', [-0.045757, 0.4440893, 1.0]], ['2, k, 4', [-0.2187492, 0.2570818, 1.0]], ['2, k, 5', [-0.449349, 0.3361189, 1.0]], ['2, k, 6', [-0.6518024, 0.3917921, 1.0]], ['2, k, 7', [-0.7095675, 0.4198532, 1.0]], ['2, k, 8', [0.1390908, 0.221117, 1.0]], ['2, k, 9', [0.2033993, 0.03535923, 1.0]], ['2, k, 10', [0.196751, -0.1399561, 1.0]], ['2, k, 11', [0.1880973, -0.1883302, 1.0]], ['2, k, 12', [-0.118257, -0.1826329, 1.0]], ['2, k, 13', [-0.1859983, -0.3736775, 1.0]], ['2, k, 14', [-0.237288, -0.7179556, 1.0]], ['2, k, 15', [-0.2028353, -0.7606039, 1.0]], ['2, k, 16', [0.03217569, -0.1891218, 1.0]], ['2, k, 17', [0.0821468, -0.3785639, 1.0]], ['2, k, 18', [0.1065744, -0.7255157, 1.0]], ['2, k, 19', [0.06584511, -0.7658185, 1.0]], ['2, k, 20', [-0.04439395, 0.2480645, 1.0]], ['2, k, 21', [-0.7768366, 0.4808754, 1.0]], ['2, k, 22', [-0.6904278, 0.4345989, 1.0]], ['2, k, 23', [0.1699704, -0.2634513, 1.0]], ['2, k, 24', [0.1690754, -0.2620641, 1.0]]]
[['2, k, 0', [-0.04314927, -0.1883806, 1.0]], ['2, k, 1', [-0.04494003, 0.0635768, 1.0]], ['2, k, 2', [-0.04523871, 0.3081893, 1.0]], ['2, k, 3', [-0.04580726, 0.4440088, 1.0]], ['2, k, 4', [-0.2190541, 0.2563694, 1.0]], ['2, k, 5', [-0.4560039, 0.3188441, 1.0]], ['2, k, 6', [-0.6579027, 0.3534313, 1.0]], ['2, k, 7', [-0.7222068, 0.3824992, 1.0]], ['2, k, 8', [0.1399027, 0.221722, 1.0]], ['2, k, 9', [0.2031228, 0.03560699, 1.0]], ['2, k, 10', [0.1955828, -0.1520285, 1.0]], ['2, k, 11', [0.1858196, -0.2136119, 1.0]], ['2, k, 12', [-0.1179044, -0.1828148, 1.0]], ['2, k, 13', [-0.1859782, -0.3741019, 1.0]], ['2, k, 14', [-0.2377296, -0.717679, 1.0]], ['2, k, 15', [-0.2039618, -0.7592762, 1.0]], ['2, k, 16', [0.0329847, -0.1893194, 1.0]], ['2, k, 17', [0.08221773, -0.3789215, 1.0]], ['2, k, 18', [0.1065802, -0.7254332, 1.0]], ['2, k, 19', [0.06646707, -0.7654551, 1.0]], ['2, k, 20', [-0.04507153, 0.2479665, 1.0]], ['2, k, 21', [-0.7954565, 0.4365414, 1.0]], ['2, k, 22', [-0.7142026, 0.4005933, 1.0]], ['2, k, 23', [0.1675858, -0.2669907, 1.0]], ['2, k, 24', [0.1801763, -0.2360189, 1.0]]]
[['2, k, 0', [-0.04212353, -0.189677, 1.0]], ['2, k, 1', [-0.04489314, 0.06291311, 1.0]], ['2, k, 2', [-0.04617042, 0.3078645, 1.0]], ['2, k, 3', [-0.04583454, 0.4440917, 1.0]], ['2, k, 4', [-0.2225485, 0.2515669, 1.0]], ['2, k, 5', [-0.4605512, 0.2999776, 1.0]], ['2, k, 6', [-0.6661459, 0.329754, 1.0]], ['2, k, 7', [-0.7246175, 0.3398184, 1.0]], ['2, k, 8', [0.1404327, 0.2220441, 1.0]], ['2, k, 9', [0.2013212, 0.02807399, 1.0]], ['2, k, 10', [0.1954441, -0.1546129, 1.0]], ['2, k, 11', [0.1869441, -0.2088887, 1.0]], ['2, k, 12', [-0.116422, -0.1851633, 1.0]], ['2, k, 13', [-0.1867927, -0.3765355, 1.0]], ['2, k, 14', [-0.2398989, -0.7166257, 1.0]], ['2, k, 15', [-0.2037913, -0.7592763, 1.0]], ['2, k, 16', [0.03354691, -0.1897825, 1.0]], ['2, k, 17', [0.08225542, -0.3790381, 1.0]], ['2, k, 18', [0.1063291, -0.7255548, 1.0]], ['2, k, 19', [0.06663018, -0.7648508, 1.0]], ['2, k, 20', [-0.0457211, 0.2475552, 1.0]], ['2, k, 21', [-0.7898639, 0.3806018, 1.0]], ['2, k, 22', [-0.697473, 0.3483334, 1.0]], ['2, k, 23', [0.164934, -0.2659076, 1.0]], ['2, k, 24', [0.1812952, -0.2313431, 1.0]]]
[['2, k, 0', [-0.04215025, -0.189731, 1.0]], ['2, k, 1', [-0.04488052, 0.06248332, 1.0]], ['2, k, 2', [-0.04628703, 0.3071379, 1.0]], ['2, k, 3', [-0.04604238, 0.4440294, 1.0]], ['2, k, 4', [-0.2242656, 0.2487326, 1.0]], ['2, k, 5', [-0.4651364, 0.2769669, 1.0]], ['2, k, 6', [-0.6553577, 0.2751625, 1.0]], ['2, k, 7', [-0.7303983, 0.2992426, 1.0]], ['2, k, 8', [0.1410529, 0.2221733, 1.0]], ['2, k, 9', [0.2018544, 0.02985296, 1.0]], ['2, k, 10', [0.1953295, -0.1568465, 1.0]], ['2, k, 11', [0.1824244, -0.2244574, 1.0]], ['2, k, 12', [-0.1165347, -0.1851369, 1.0]], ['2, k, 13', [-0.1865996, -0.3767976, 1.0]], ['2, k, 14', [-0.2404807, -0.7158279, 1.0]], ['2, k, 15', [-0.203785, -0.7590039, 1.0]], ['2, k, 16', [0.03375825, -0.1899551, 1.0]], ['2, k, 17', [0.08232868, -0.3794769, 1.0]], ['2, k, 18', [0.1064477, -0.7254507, 1.0]], ['2, k, 19', [0.06729499, -0.7639619, 1.0]], ['2, k, 20', [-0.04582949, 0.2468835, 1.0]], ['2, k, 21', [-0.8007638, 0.3319081, 1.0]], ['2, k, 22', [-0.715143, 0.3118688, 1.0]], ['2, k, 23', [0.1728368, -0.2725471, 1.0]], ['2, k, 24', [0.1750236, -0.272288, 1.0]]]
[['2, k, 0', [-0.0413989, -0.1905369, 1.0]], ['2, k, 1', [-0.0446008, 0.06197655, 1.0]], ['2, k, 2', [-0.04645531, 0.3069703, 1.0]], ['2, k, 3', [-0.04645617, 0.4441304, 1.0]], ['2, k, 4', [-0.2267157, 0.2436706, 1.0]], ['2, k, 5', [-0.4642779, 0.2558924, 1.0]], ['2, k, 6', [-0.654472, 0.2516524, 1.0]], ['2, k, 7', [-0.7345079, 0.2596329, 1.0]], ['2, k, 8', [0.1413429, 0.2224005, 1.0]], ['2, k, 9', [0.2012818, 0.0306279, 1.0]], ['2, k, 10', [0.1949458, -0.1510464, 1.0]], ['2, k, 11', [0.1857566, -0.2076162, 1.0]], ['2, k, 12', [-0.1157006, -0.1863213, 1.0]], ['2, k, 13', [-0.1869093, -0.3788446, 1.0]], ['2, k, 14', [-0.2387953, -0.7169346, 1.0]], ['2, k, 15', [-0.2036504, -0.7595511, 1.0]], ['2, k, 16', [0.03429271, -0.1903033, 1.0]], ['2, k, 17', [0.08234517, -0.3795936, 1.0]], ['2, k, 18', [0.1056515, -0.7252297, 1.0]], ['2, k, 19', [0.06765062, -0.7632681, 1.0]], ['2, k, 20', [-0.04591531, 0.2466403, 1.0]], ['2, k, 21', [-0.7991284, 0.2872631, 1.0]], ['2, k, 22', [-0.7308019, 0.2770438, 1.0]], ['2, k, 23', [0.1695564, -0.2670713, 1.0]], ['2, k, 24', [0.1733912, -0.2686385, 1.0]]]
[['2, k, 0', [-0.04236138, -0.1907719, 1.0]], ['2, k, 1', [-0.04524283, 0.06157303, 1.0]], ['2, k, 2', [-0.04698318, 0.3065272, 1.0]], ['2, k, 3', [-0.04675929, 0.4444679, 1.0]], ['2, k, 4', [-0.2274104, 0.2411329, 1.0]], ['2, k, 5', [-0.4595355, 0.2349902, 1.0]], ['2, k, 6', [-0.6488463, 0.2008568, 1.0]], ['2, k, 7', [-0.7252339, 0.2132134, 1.0]], ['2, k, 8', [0.1417011, 0.2224782, 1.0]], ['2, k, 9', [0.1992379, 0.02904221, 1.0]], ['2, k, 10', [0.1958278, -0.1499814, 1.0]], ['2, k, 11', [0.1855889, -0.2008456, 1.0]], ['2, k, 12', [-0.1173605, -0.1864688, 1.0]], ['2, k, 13', [-0.1868608, -0.3797995, 1.0]], ['2, k, 14', [-0.2389084, -0.7178926, 1.0]], ['2, k, 15', [-0.2036179, -0.7601945, 1.0]], ['2, k, 16', [0.03379171, -0.1905217, 1.0]], ['2, k, 17', [0.08234347, -0.3796688, 1.0]], ['2, k, 18', [0.105017, -0.7251233, 1.0]], ['2, k, 19', [0.06775472, -0.7630059, 1.0]], ['2, k, 20', [-0.04650256, 0.2461897, 1.0]], ['2, k, 21', [-0.7925857, 0.2366874, 1.0]], ['2, k, 22', [-0.7316138, 0.2351143, 1.0]], ['2, k, 23', [0.1674396, -0.2655569, 1.0]], ['2, k, 24', [0.165766, -0.2614265, 1.0]]]
[['2, k, 0', [-0.04210873, -0.1914555, 1.0]], ['2, k, 1', [-0.04501579, 0.06101597, 1.0]], ['2, k, 2', [-0.04683796, 0.3060856, 1.0]], ['2, k, 3', [-0.04685584, 0.4445015, 1.0]], ['2, k, 4', [-0.229167, 0.2335595, 1.0]], ['2, k, 5', [-0.4547951, 0.2147532, 1.0]], ['2, k, 6', [-0.6426241, 0.1677477, 1.0]], ['2, k, 7', [-0.7181687, 0.1709693, 1.0]], ['2, k, 8', [0.1419546, 0.2224474, 1.0]], ['2, k, 9', [0.2008769, 0.03010804, 1.0]], ['2, k, 10', [0.1925649, -0.1844574, 1.0]], ['2, k, 11', [0.1900668, -0.22379, 1.0]], ['2, k, 12', [-0.1173758, -0.1886019, 1.0]], ['2, k, 13', [-0.1870071, -0.3799719, 1.0]], ['2, k, 14', [-0.2387908, -0.7180823, 1.0]], ['2, k, 15', [-0.2033384, -0.7598857, 1.0]], ['2, k, 16', [0.03429521, -0.1905408, 1.0]], ['2, k, 17', [0.08260823, -0.380345, 1.0]], ['2, k, 18', [0.1050208, -0.7251062, 1.0]], ['2, k, 19', [0.06777507, -0.7629673, 1.0]], ['2, k, 20', [-0.04634852, 0.2457195, 1.0]], ['2, k, 21', [-0.7879839, 0.1866708, 1.0]], ['2, k, 22', [-0.7120659, 0.1888624, 1.0]], ['2, k, 23', [0.184786, -0.2649978, 1.0]], ['2, k, 24', [0.1986817, -0.195551, 1.0]]]
