[['2, k, 0', [-0.202251, -0.380884, 1.0]], ['2, k, 1', [-0.194261, -0.0908986, 1.0]], ['2, k, 2', [-0.185236, 0.192871, 1.0]], ['2, k, 3', [-0.165187, 0.32103, 1.0]], ['2, k, 4', [-0.296148, 0.184531, 1.0]], ['2, k, 5', [-0.346677, 0.0684936, 1.0]], ['2, k, 6', [-0.300936, 0.0790668, 1.0]], ['2, k, 7', [-0.256016, 0.0732451, 1.0]], ['2, k, 8', [-0.00919318, 0.0799135, 1.0]], ['2, k, 9', [0.168117, 0.123374, 1.0]], ['2, k, 10', [0.263262, 0.0586536, 1.0]], ['2, k, 11', [0.295231, 0.0754757, 1.0]], ['2, k, 12', [-0.264831, -0.351811, 1.0]], ['2, k, 13', [-0.256191, -0.659609, 1.0]], ['2, k, 14', [-0.247063, -1.03163, 1.0]], ['2, k, 15', [-0.224086, -1.09751, 1.0]], ['2, k, 16', [-0.134059, -0.399341, 1.0]], ['2, k, 17', [-0.109295, -0.706295, 1.0]], ['2, k, 18', [-0.116708, -1.086, 1.0]], ['2, k, 19', [-0.120732, -1.10812, 1.0]], ['2, k, 20', [-0.187678, 0.122859, 1.0]], ['2, k, 21', [-0.235535, 0.068531, 1.0]], ['2, k, 22', [-0.224412, 0.103264, 1.0]], ['2, k, 23', [0.311602, 0.0700489, 1.0]], ['2, k, 24', [0.333598, 0.0905732, 1.0]]]
[['2, k, 0', [-0.156315, -0.35631, 1.0]], ['2, k, 1', [-0.168427, -0.0516438, 1.0]], ['2, k, 2', [-0.181396, 0.246947, 1.0]], ['2, k, 3', [-0.1993, 0.344517, 1.0]], ['2, k, 4', [-0.368455, 0.187984, 1.0]], ['2, k, 5', [-0.563121, 0.200602, 1.0]], ['2, k, 6', [-0.759091, 0.252237, 1.0]], ['2, k, 7', [-0.781146, 0.252797, 1.0]], ['2, k, 8', [-0.145701, 0.0943727, 1.0]], ['2, k, 9', [-0.376618, 0.0625941, 1.0]], ['2, k, 10', [-0.568539, 0.0499703, 1.0]], ['2, k, 11', [-0.62178, 0.0672141, 1.0]], ['2, k, 12', [-0.200748, -0.348811, 1.0]], ['2, k, 13', [-0.194573, -0.687953, 1.0]], ['2, k, 14', [-0.240909, -1.04098, 1.0]], ['2, k, 15', [-0.224416, -1.0988, 1.0]], ['2, k, 16', [-0.109714, -0.349842, 1.0]], ['2, k, 17', [-0.086948, -0.726411, 1.0]], ['2, k, 18', [-0.105827, -1.05259, 1.0]], ['2, k, 19', [-0.134547, -1.10229, 1.0]], ['2, k, 20', [-0.17814, 0.17324, 1.0]], ['2, k, 21', [-0.820712, 0.261086, 1.0]], ['2, k, 22', [-0.794245, 0.289212, 1.0]], ['2, k, 23', [-0.684316, 0.0754255, 1.0]], ['2, k, 24', [-0.618303, 0.100934, 1.0]]]
[['2, k, 0', [-0.160492, -0.354641, 1.0]], ['2, k, 1', [-0.173365, -0.0511204, 1.0]], ['2, k, 2', [-0.18556, 0.246041, 1.0]], ['2, k, 3', [-0.201849, 0.343566, 1.0]], ['2, k, 4', [-0.371313, 0.190404, 1.0]], ['2, k, 5', [-0.569654, 0.203876, 1.0]], ['2, k, 6', [-0.764552, 0.257882, 1.0]], ['2, k, 7', [-0.766756, 0.252572, 1.0]], ['2, k, 8', [-0.145119, 0.094253, 1.0]], ['2, k, 9', [-0.325159, 0.0655903, 1.0]], ['2, k, 10', [-0.51458, 0.0479024, 1.0]], ['2, k, 11', [-0.582045, 0.0582236, 1.0]], ['2, k, 12', [-0.203398, -0.348236, 1.0]], ['2, k, 13', [-0.194873, -0.688376, 1.0]], ['2, k, 14', [-0.244695, -1.04278, 1.0]], ['2, k, 15', [-0.224492, -1.09883, 1.0]], ['2, k, 16', [-0.116021, -0.347902, 1.0]], ['2, k, 17', [-0.0888621, -0.725407, 1.0]], ['2, k, 18', [-0.105445, -1.05216, 1.0]], ['2, k, 19', [-0.135016, -1.10201, 1.0]], ['2, k, 20', [-0.182643, 0.172677, 1.0]], ['2, k, 21', [-0.814805, 0.24469, 1.0]], ['2, k, 22', [-0.777414, 0.29338, 1.0]], ['2, k, 23', [-0.64799, 0.0779314, 1.0]], ['2, k, 24', [-0.52993, 0.0657298, 1.0]]]
[['2, k, 0', [-0.164919, -0.355552, 1.0]], ['2, k, 1', [-0.177418, -0.0521334, 1.0]], ['2, k, 2', [-0.188857, 0.244842, 1.0]], ['2, k, 3', [-0.203423, 0.342871, 1.0]], ['2, k, 4', [-0.375542, 0.191055, 1.0]], ['2, k, 5', [-0.575, 0.203068, 1.0]], ['2, k, 6', [-0.755575, 0.261989, 1.0]], ['2, k, 7', [-0.767335, 0.251776, 1.0]], ['2, k, 8', [-0.142108, 0.0939204, 1.0]], ['2, k, 9', [-0.321868, 0.0646588, 1.0]], ['2, k, 10', [-0.484165, 0.0439695, 1.0]], ['2, k, 11', [-0.542927, 0.0487432, 1.0]], ['2, k, 12', [-0.211685, -0.349381, 1.0]], ['2, k, 13', [-0.198981, -0.704895, 1.0]], ['2, k, 14', [-0.244892, -1.04241, 1.0]], ['2, k, 15', [-0.224532, -1.09913, 1.0]], ['2, k, 16', [-0.119653, -0.350389, 1.0]], ['2, k, 17', [-0.0931072, -0.722112, 1.0]], ['2, k, 18', [-0.106367, -1.05203, 1.0]], ['2, k, 19', [-0.134404, -1.1031, 1.0]], ['2, k, 20', [-0.186162, 0.171539, 1.0]], ['2, k, 21', [-0.821174, 0.245485, 1.0]], ['2, k, 22', [-0.765667, 0.262934, 1.0]], ['2, k, 23', [-0.584744, 0.0479829, 1.0]], ['2, k, 24', [-0.573709, 0.0928127, 1.0]]]
[['2, k, 0', [-0.166938, -0.355952, 1.0]], ['2, k, 1', [-0.179703, -0.0529195, 1.0]], ['2, k, 2', [-0.191135, 0.243533, 1.0]], ['2, k, 3', [-0.204564, 0.343704, 1.0]], ['2, k, 4', [-0.379986, 0.188731, 1.0]], ['2, k, 5', [-0.58375, 0.206615, 1.0]], ['2, k, 6', [-0.766247, 0.266161, 1.0]], ['2, k, 7', [-0.7984, 0.247096, 1.0]], ['2, k, 8', [-0.134499, 0.0965516, 1.0]], ['2, k, 9', [-0.312507, 0.0611456, 1.0]], ['2, k, 10', [-0.473803, 0.0403318, 1.0]], ['2, k, 11', [-0.522336, 0.0451386, 1.0]], ['2, k, 12', [-0.213686, -0.349896, 1.0]], ['2, k, 13', [-0.199368, -0.704663, 1.0]], ['2, k, 14', [-0.24508, -1.04223, 1.0]], ['2, k, 15', [-0.223555, -1.0992, 1.0]], ['2, k, 16', [-0.119973, -0.3508, 1.0]], ['2, k, 17', [-0.0903763, -0.685979, 1.0]], ['2, k, 18', [-0.10757, -1.05176, 1.0]], ['2, k, 19', [-0.134525, -1.10342, 1.0]], ['2, k, 20', [-0.188491, 0.170372, 1.0]], ['2, k, 21', [-0.83539, 0.265532, 1.0]], ['2, k, 22', [-0.798286, 0.217898, 1.0]], ['2, k, 23', [-0.560074, 0.0460852, 1.0]], ['2, k, 24', [-0.552467, 0.0839831, 1.0]]]
[['2, k, 0', [-0.167625, -0.356046, 1.0]], ['2, k, 1', [-0.182078, -0.0540402, 1.0]], ['2, k, 2', [-0.19603, 0.240404, 1.0]], ['2, k, 3', [-0.205889, 0.34387, 1.0]], ['2, k, 4', [-0.385013, 0.184068, 1.0]], ['2, k, 5', [-0.591109, 0.201592, 1.0]], ['2, k, 6', [-0.710306, 0.221171, 1.0]], ['2, k, 7', [-0.769529, 0.231951, 1.0]], ['2, k, 8', [-0.129327, 0.0976004, 1.0]], ['2, k, 9', [-0.298072, 0.0565149, 1.0]], ['2, k, 10', [-0.442502, 0.035348, 1.0]], ['2, k, 11', [-0.483848, 0.0366938, 1.0]], ['2, k, 12', [-0.21565, -0.35031, 1.0]], ['2, k, 13', [-0.200268, -0.701842, 1.0]], ['2, k, 14', [-0.244682, -1.04383, 1.0]], ['2, k, 15', [-0.223654, -1.0996, 1.0]], ['2, k, 16', [-0.119127, -0.350916, 1.0]], ['2, k, 17', [-0.0920661, -0.711101, 1.0]], ['2, k, 18', [-0.108032, -1.05151, 1.0]], ['2, k, 19', [-0.13444, -1.1035, 1.0]], ['2, k, 20', [-0.192704, 0.167845, 1.0]], ['2, k, 21', [-0.811171, 0.23257, 1.0]], ['2, k, 22', [-0.75875, 0.242214, 1.0]], ['2, k, 23', [-0.525711, 0.0392539, 1.0]], ['2, k, 24', [-0.521839, 0.0710855, 1.0]]]
[['2, k, 0', [-0.176435, -0.359827, 1.0]], ['2, k, 1', [-0.186972, -0.0574002, 1.0]], ['2, k, 2', [-0.19772, 0.238026, 1.0]], ['2, k, 3', [-0.20673, 0.34415, 1.0]], ['2, k, 4', [-0.389638, 0.178428, 1.0]], ['2, k, 5', [-0.595676, 0.197736, 1.0]], ['2, k, 6', [-0.708423, 0.206456, 1.0]], ['2, k, 7', [-0.768317, 0.216072, 1.0]], ['2, k, 8', [-0.122957, 0.0978089, 1.0]], ['2, k, 9', [-0.245518, 0.0527813, 1.0]], ['2, k, 10', [-0.396177, 0.0339083, 1.0]], ['2, k, 11', [-0.467558, 0.0330704, 1.0]], ['2, k, 12', [-0.228053, -0.354346, 1.0]], ['2, k, 13', [-0.199565, -0.702497, 1.0]], ['2, k, 14', [-0.246834, -1.04453, 1.0]], ['2, k, 15', [-0.223444, -1.10065, 1.0]], ['2, k, 16', [-0.121385, -0.353231, 1.0]], ['2, k, 17', [-0.0967037, -0.729465, 1.0]], ['2, k, 18', [-0.120419, -1.05569, 1.0]], ['2, k, 19', [-0.127808, -1.10848, 1.0]], ['2, k, 20', [-0.195074, 0.165201, 1.0]], ['2, k, 21', [-0.804553, 0.211779, 1.0]], ['2, k, 22', [-0.795531, 0.184683, 1.0]], ['2, k, 23', [-0.531006, 0.0398946, 1.0]], ['2, k, 24', [-0.504942, 0.0440968, 1.0]]]
[['2, k, 0', [-0.177017, -0.360062, 1.0]], ['2, k, 1', [-0.188683, -0.05883, 1.0]], ['2, k, 2', [-0.200246, 0.23485, 1.0]], ['2, k, 3', [-0.207984, 0.344221, 1.0]], ['2, k, 4', [-0.391421, 0.170082, 1.0]], ['2, k, 5', [-0.597492, 0.184806, 1.0]], ['2, k, 6', [-0.707513, 0.19027, 1.0]], ['2, k, 7', [-0.764275, 0.197471, 1.0]], ['2, k, 8', [-0.116515, 0.0990899, 1.0]], ['2, k, 9', [-0.234324, 0.0508404, 1.0]], ['2, k, 10', [-0.362697, 0.0260788, 1.0]], ['2, k, 11', [-0.429235, 0.0248793, 1.0]], ['2, k, 12', [-0.231696, -0.354434, 1.0]], ['2, k, 13', [-0.200715, -0.702987, 1.0]], ['2, k, 14', [-0.246752, -1.04437, 1.0]], ['2, k, 15', [-0.223246, -1.10019, 1.0]], ['2, k, 16', [-0.120994, -0.35504, 1.0]], ['2, k, 17', [-0.10685, -0.676781, 1.0]], ['2, k, 18', [-0.116426, -1.04949, 1.0]], ['2, k, 19', [-0.131266, -1.1054, 1.0]], ['2, k, 20', [-0.197484, 0.162473, 1.0]], ['2, k, 21', [-0.799659, 0.192331, 1.0]], ['2, k, 22', [-0.783445, 0.230158, 1.0]], ['2, k, 23', [-0.453429, 0.0217928, 1.0]], ['2, k, 24', [-0.477887, 0.0332435, 1.0]]]
[['2, k, 0', [-0.182795, -0.355834, 1.0]], ['2, k, 1', [-0.1917, -0.0588603, 1.0]], ['2, k, 2', [-0.201898, 0.232099, 1.0]], ['2, k, 3', [-0.20939, 0.34424, 1.0]], ['2, k, 4', [-0.395884, 0.160776, 1.0]], ['2, k, 5', [-0.600922, 0.173743, 1.0]], ['2, k, 6', [-0.705175, 0.17212, 1.0]], ['2, k, 7', [-0.758728, 0.174399, 1.0]], ['2, k, 8', [-0.110247, 0.102078, 1.0]], ['2, k, 9', [-0.216672, 0.0464262, 1.0]], ['2, k, 10', [-0.352144, 0.021111, 1.0]], ['2, k, 11', [-0.385392, 0.0161222, 1.0]], ['2, k, 12', [-0.241459, -0.34606, 1.0]], ['2, k, 13', [-0.20056, -0.703584, 1.0]], ['2, k, 14', [-0.247015, -1.04393, 1.0]], ['2, k, 15', [-0.25951, -1.09968, 1.0]], ['2, k, 16', [-0.123984, -0.352838, 1.0]], ['2, k, 17', [-0.0922567, -0.736361, 1.0]], ['2, k, 18', [-0.125842, -1.06317, 1.0]], ['2, k, 19', [-0.132024, -1.11407, 1.0]], ['2, k, 20', [-0.199395, 0.160495, 1.0]], ['2, k, 21', [-0.792651, 0.168686, 1.0]], ['2, k, 22', [-0.774289, 0.202776, 1.0]], ['2, k, 23', [-0.412485, 0.0134162, 1.0]], ['2, k, 24', [-0.426081, 0.0448502, 1.0]]]
[['2, k, 0', [-0.187513, -0.353899, 1.0]], ['2, k, 1', [-0.195453, -0.0598581, 1.0]], ['2, k, 2', [-0.204674, 0.227598, 1.0]], ['2, k, 3', [-0.211358, 0.343858, 1.0]], ['2, k, 4', [-0.395565, 0.158632, 1.0]], ['2, k, 5', [-0.594685, 0.15275, 1.0]], ['2, k, 6', [-0.698315, 0.157303, 1.0]], ['2, k, 7', [-0.751457, 0.160712, 1.0]], ['2, k, 8', [-0.105354, 0.10052, 1.0]], ['2, k, 9', [-0.195601, 0.0409818, 1.0]], ['2, k, 10', [-0.30978, 0.00991969, 1.0]], ['2, k, 11', [-0.36286, 0.0123705, 1.0]], ['2, k, 12', [-0.245308, -0.344315, 1.0]], ['2, k, 13', [-0.197672, -0.699002, 1.0]], ['2, k, 14', [-0.247047, -1.04374, 1.0]], ['2, k, 15', [-0.231916, -1.10412, 1.0]], ['2, k, 16', [-0.126757, -0.35202, 1.0]], ['2, k, 17', [-0.105296, -0.670313, 1.0]], ['2, k, 18', [-0.118831, -1.04793, 1.0]], ['2, k, 19', [-0.1314, -1.10391, 1.0]], ['2, k, 20', [-0.202445, 0.156971, 1.0]], ['2, k, 21', [-0.789466, 0.157045, 1.0]], ['2, k, 22', [-0.789685, 0.185436, 1.0]], ['2, k, 23', [-0.42587, 0.00310084, 1.0]], ['2, k, 24', [-0.407103, 0.0417577, 1.0]]]
[['2, k, 0', [-0.189822, -0.353622, 1.0]], ['2, k, 1', [-0.198338, -0.0615714, 1.0]], ['2, k, 2', [-0.207502, 0.222928, 1.0]], ['2, k, 3', [-0.212925, 0.343565, 1.0]], ['2, k, 4', [-0.396018, 0.155015, 1.0]], ['2, k, 5', [-0.593356, 0.145739, 1.0]], ['2, k, 6', [-0.747217, 0.151696, 1.0]], ['2, k, 7', [-0.747687, 0.141823, 1.0]], ['2, k, 8', [-0.102656, 0.098433, 1.0]], ['2, k, 9', [-0.168822, 0.0365922, 1.0]], ['2, k, 10', [-0.282237, 0.0111139, 1.0]], ['2, k, 11', [-0.337391, 0.00598175, 1.0]], ['2, k, 12', [-0.247738, -0.344017, 1.0]], ['2, k, 13', [-0.204093, -0.694844, 1.0]], ['2, k, 14', [-0.247092, -1.04368, 1.0]], ['2, k, 15', [-0.231875, -1.10383, 1.0]], ['2, k, 16', [-0.127734, -0.352081, 1.0]], ['2, k, 17', [-0.105849, -0.671399, 1.0]], ['2, k, 18', [-0.118884, -1.04864, 1.0]], ['2, k, 19', [-0.131426, -1.10385, 1.0]], ['2, k, 20', [-0.205374, 0.153037, 1.0]], ['2, k, 21', [-0.772464, 0.129131, 1.0]], ['2, k, 22', [-0.809594, 0.170063, 1.0]], ['2, k, 23', [-0.379032, 0.00290598, 1.0]], ['2, k, 24', [-0.400657, 0.0208129, 1.0]]]
[['2, k, 0', [-0.19318, -0.354978, 1.0]], ['2, k, 1', [-0.201336, -0.0644843, 1.0]], ['2, k, 2', [-0.209488, 0.218759, 1.0]], ['2, k, 3', [-0.214678, 0.342444, 1.0]], ['2, k, 4', [-0.411278, 0.127154, 1.0]], ['2, k, 5', [-0.610599, 0.136555, 1.0]], ['2, k, 6', [-0.697396, 0.132999, 1.0]], ['2, k, 7', [-0.738967, 0.129081, 1.0]], ['2, k, 8', [-0.101368, 0.096555, 1.0]], ['2, k, 9', [-0.158662, 0.043692, 1.0]], ['2, k, 10', [-0.29825, 0.00613833, 1.0]], ['2, k, 11', [-0.325305, -0.00311245, 1.0]], ['2, k, 12', [-0.253099, -0.345964, 1.0]], ['2, k, 13', [-0.262411, -0.636598, 1.0]], ['2, k, 14', [-0.247288, -1.04348, 1.0]], ['2, k, 15', [-0.231978, -1.10359, 1.0]], ['2, k, 16', [-0.128871, -0.35305, 1.0]], ['2, k, 17', [-0.101114, -0.726381, 1.0]], ['2, k, 18', [-0.119321, -1.05232, 1.0]], ['2, k, 19', [-0.131046, -1.10466, 1.0]], ['2, k, 20', [-0.207643, 0.149091, 1.0]], ['2, k, 21', [-0.768976, 0.11953, 1.0]], ['2, k, 22', [-0.792705, 0.136521, 1.0]], ['2, k, 23', [-0.365614, -0.00677518, 1.0]], ['2, k, 24', [-0.358554, 0.00882213, 1.0]]]
[['2, k, 0', [-0.200636, -0.360178, 1.0]], ['2, k, 1', [-0.205509, -0.0697337, 1.0]], ['2, k, 2', [-0.21119, 0.213531, 1.0]], ['2, k, 3', [-0.21696, 0.339276, 1.0]], ['2, k, 4', [-0.411589, 0.125982, 1.0]], ['2, k, 5', [-0.604834, 0.124375, 1.0]], ['2, k, 6', [-0.701401, 0.0918856, 1.0]], ['2, k, 7', [-0.729746, 0.112352, 1.0]], ['2, k, 8', [-0.103683, 0.0684586, 1.0]], ['2, k, 9', [-0.130162, 0.0595522, 1.0]], ['2, k, 10', [-0.219528, 0.00044651, 1.0]], ['2, k, 11', [-0.28278, -0.00426318, 1.0]], ['2, k, 12', [-0.261768, -0.350836, 1.0]], ['2, k, 13', [-0.241756, -0.659266, 1.0]], ['2, k, 14', [-0.247577, -1.04371, 1.0]], ['2, k, 15', [-0.229337, -1.1031, 1.0]], ['2, k, 16', [-0.134196, -0.359138, 1.0]], ['2, k, 17', [-0.101616, -0.72617, 1.0]], ['2, k, 18', [-0.119279, -1.05241, 1.0]], ['2, k, 19', [-0.131586, -1.10402, 1.0]], ['2, k, 20', [-0.209867, 0.143888, 1.0]], ['2, k, 21', [-0.755666, 0.109132, 1.0]], ['2, k, 22', [-0.731075, 0.135719, 1.0]], ['2, k, 23', [-0.339818, -0.0140105, 1.0]], ['2, k, 24', [-0.346827, 0.00440452, 1.0]]]
[['2, k, 0', [-0.207921, -0.360411, 1.0]], ['2, k, 1', [-0.208958, -0.0720716, 1.0]], ['2, k, 2', [-0.212112, 0.209808, 1.0]], ['2, k, 3', [-0.218743, 0.335791, 1.0]], ['2, k, 4', [-0.410922, 0.125072, 1.0]], ['2, k, 5', [-0.599141, 0.116895, 1.0]], ['2, k, 6', [-0.711832, 0.0943504, 1.0]], ['2, k, 7', [-0.726227, 0.103507, 1.0]], ['2, k, 8', [-0.101654, 0.0819041, 1.0]], ['2, k, 9', [-0.122379, 0.0597753, 1.0]], ['2, k, 10', [-0.205087, 0.00336556, 1.0]], ['2, k, 11', [-0.25874, -0.00835484, 1.0]], ['2, k, 12', [-0.269291, -0.351557, 1.0]], ['2, k, 13', [-0.196598, -0.703874, 1.0]], ['2, k, 14', [-0.246854, -1.04365, 1.0]], ['2, k, 15', [-0.229419, -1.10295, 1.0]], ['2, k, 16', [-0.140759, -0.358951, 1.0]], ['2, k, 17', [-0.101314, -0.726276, 1.0]], ['2, k, 18', [-0.117527, -1.05306, 1.0]], ['2, k, 19', [-0.132561, -1.10503, 1.0]], ['2, k, 20', [-0.211314, 0.140603, 1.0]], ['2, k, 21', [-0.756567, 0.100647, 1.0]], ['2, k, 22', [-0.774383, 0.112633, 1.0]], ['2, k, 23', [-0.309312, -0.0165041, 1.0]], ['2, k, 24', [-0.323017, 0.00206084, 1.0]]]
[['2, k, 0', [-0.214107, -0.35817, 1.0]], ['2, k, 1', [-0.211514, -0.0727242, 1.0]], ['2, k, 2', [-0.212592, 0.206928, 1.0]], ['2, k, 3', [-0.219682, 0.333049, 1.0]], ['2, k, 4', [-0.409311, 0.123505, 1.0]], ['2, k, 5', [-0.589794, 0.104014, 1.0]], ['2, k, 6', [-0.718195, 0.0954071, 1.0]], ['2, k, 7', [-0.724357, 0.0940079, 1.0]], ['2, k, 8', [-0.100587, 0.0871667, 1.0]], ['2, k, 9', [-0.110751, 0.0508283, 1.0]], ['2, k, 10', [-0.203832, 0.00922655, 1.0]], ['2, k, 11', [-0.234783, -0.0123186, 1.0]], ['2, k, 12', [-0.276157, -0.349091, 1.0]], ['2, k, 13', [-0.196675, -0.703699, 1.0]], ['2, k, 14', [-0.244916, -1.04682, 1.0]], ['2, k, 15', [-0.22948, -1.10303, 1.0]], ['2, k, 16', [-0.146478, -0.356954, 1.0]], ['2, k, 17', [-0.114273, -0.744274, 1.0]], ['2, k, 18', [-0.117244, -1.07407, 1.0]], ['2, k, 19', [-0.13608, -1.11323, 1.0]], ['2, k, 20', [-0.21229, 0.138465, 1.0]], ['2, k, 21', [-0.731468, 0.081301, 1.0]], ['2, k, 22', [-0.781839, 0.11508, 1.0]], ['2, k, 23', [-0.272281, -0.0218572, 1.0]], ['2, k, 24', [-0.304958, -0.00313954, 1.0]]]
[['2, k, 0', [-0.215087, -0.354447, 1.0]], ['2, k, 1', [-0.212082, -0.0724438, 1.0]], ['2, k, 2', [-0.212907, 0.205473, 1.0]], ['2, k, 3', [-0.221629, 0.331109, 1.0]], ['2, k, 4', [-0.408071, 0.122189, 1.0]], ['2, k, 5', [-0.582613, 0.0965997, 1.0]], ['2, k, 6', [-0.713938, 0.0910487, 1.0]], ['2, k, 7', [-0.715733, 0.0847533, 1.0]], ['2, k, 8', [-0.10601, 0.12301, 1.0]], ['2, k, 9', [-0.0814268, 0.0442345, 1.0]], ['2, k, 10', [-0.195088, 0.0141555, 1.0]], ['2, k, 11', [-0.21415, -0.016889, 1.0]], ['2, k, 12', [-0.276461, -0.347136, 1.0]], ['2, k, 13', [-0.201447, -0.702345, 1.0]], ['2, k, 14', [-0.24447, -1.04571, 1.0]], ['2, k, 15', [-0.229302, -1.10306, 1.0]], ['2, k, 16', [-0.148262, -0.350969, 1.0]], ['2, k, 17', [-0.113732, -0.738052, 1.0]], ['2, k, 18', [-0.114027, -1.0689, 1.0]], ['2, k, 19', [-0.136072, -1.11265, 1.0]], ['2, k, 20', [-0.212686, 0.137612, 1.0]], ['2, k, 21', [-0.724415, 0.0750507, 1.0]], ['2, k, 22', [-0.777615, 0.10594, 1.0]], ['2, k, 23', [-0.22444, -0.0265682, 1.0]], ['2, k, 24', [-0.283264, -0.00939331, 1.0]]]
[['2, k, 0', [-0.215343, -0.351212, 1.0]], ['2, k, 1', [-0.212336, -0.072014, 1.0]], ['2, k, 2', [-0.212673, 0.20449, 1.0]], ['2, k, 3', [-0.222766, 0.330056, 1.0]], ['2, k, 4', [-0.406913, 0.120432, 1.0]], ['2, k, 5', [-0.57309, 0.0907444, 1.0]], ['2, k, 6', [-0.706453, 0.0828547, 1.0]], ['2, k, 7', [-0.707946, 0.0745869, 1.0]], ['2, k, 8', [-0.106275, 0.123693, 1.0]], ['2, k, 9', [-0.0764934, 0.0463138, 1.0]], ['2, k, 10', [-0.211505, -0.017983, 1.0]], ['2, k, 11', [-0.198743, -0.0215667, 1.0]], ['2, k, 12', [-0.27649, -0.344917, 1.0]], ['2, k, 13', [-0.208742, -0.700486, 1.0]], ['2, k, 14', [-0.24408, -1.04661, 1.0]], ['2, k, 15', [-0.227339, -1.10274, 1.0]], ['2, k, 16', [-0.148598, -0.346867, 1.0]], ['2, k, 17', [-0.113541, -0.733777, 1.0]], ['2, k, 18', [-0.111766, -1.0652, 1.0]], ['2, k, 19', [-0.135333, -1.11105, 1.0]], ['2, k, 20', [-0.212641, 0.137073, 1.0]], ['2, k, 21', [-0.714224, 0.0659717, 1.0]], ['2, k, 22', [-0.765491, 0.0971421, 1.0]], ['2, k, 23', [-0.221967, -0.0336184, 1.0]], ['2, k, 24', [-0.272581, -0.0121521, 1.0]]]
[['2, k, 0', [-0.215438, -0.350339, 1.0]], ['2, k, 1', [-0.212723, -0.0719971, 1.0]], ['2, k, 2', [-0.212929, 0.203131, 1.0]], ['2, k, 3', [-0.223471, 0.328178, 1.0]], ['2, k, 4', [-0.395956, 0.106253, 1.0]], ['2, k, 5', [-0.575524, 0.0856789, 1.0]], ['2, k, 6', [-0.624217, 0.0480812, 1.0]], ['2, k, 7', [-0.690767, 0.0557593, 1.0]], ['2, k, 8', [-0.108688, 0.12268, 1.0]], ['2, k, 9', [-0.0668945, 0.0479084, 1.0]], ['2, k, 10', [-0.125546, -0.0223342, 1.0]], ['2, k, 11', [-0.173722, -0.0263293, 1.0]], ['2, k, 12', [-0.277612, -0.344066, 1.0]], ['2, k, 13', [-0.211345, -0.698743, 1.0]], ['2, k, 14', [-0.244249, -1.0464, 1.0]], ['2, k, 15', [-0.227455, -1.10116, 1.0]], ['2, k, 16', [-0.148073, -0.346038, 1.0]], ['2, k, 17', [-0.108435, -0.733039, 1.0]], ['2, k, 18', [-0.112283, -1.06366, 1.0]], ['2, k, 19', [-0.135534, -1.11071, 1.0]], ['2, k, 20', [-0.212969, 0.136031, 1.0]], ['2, k, 21', [-0.689902, 0.0559723, 1.0]], ['2, k, 22', [-0.692393, 0.031178, 1.0]], ['2, k, 23', [-0.203713, -0.03459, 1.0]], ['2, k, 24', [-0.244118, -0.0181499, 1.0]]]
[['2, k, 0', [-0.217681, -0.35018, 1.0]], ['2, k, 1', [-0.213994, -0.0724888, 1.0]], ['2, k, 2', [-0.212958, 0.201356, 1.0]], ['2, k, 3', [-0.223671, 0.326544, 1.0]], ['2, k, 4', [-0.395349, 0.104666, 1.0]], ['2, k, 5', [-0.56871, 0.0787633, 1.0]], ['2, k, 6', [-0.664761, 0.0545491, 1.0]], ['2, k, 7', [-0.685988, 0.0573029, 1.0]], ['2, k, 8', [-0.108852, 0.12223, 1.0]], ['2, k, 9', [-0.064586, 0.0521235, 1.0]], ['2, k, 10', [-0.1176, -0.026776, 1.0]], ['2, k, 11', [-0.154773, -0.0302969, 1.0]], ['2, k, 12', [-0.281842, -0.344208, 1.0]], ['2, k, 13', [-0.208813, -0.698204, 1.0]], ['2, k, 14', [-0.243595, -1.04604, 1.0]], ['2, k, 15', [-0.225178, -1.10126, 1.0]], ['2, k, 16', [-0.148961, -0.345905, 1.0]], ['2, k, 17', [-0.0993787, -0.679678, 1.0]], ['2, k, 18', [-0.111053, -1.0506, 1.0]], ['2, k, 19', [-0.124502, -1.10474, 1.0]], ['2, k, 20', [-0.213342, 0.13448, 1.0]], ['2, k, 21', [-0.699234, 0.050139, 1.0]], ['2, k, 22', [-0.744413, 0.0871653, 1.0]], ['2, k, 23', [-0.186945, -0.0414333, 1.0]], ['2, k, 24', [-0.228629, -0.0239708, 1.0]]]
