[['2, k, 0', [0.201313, -1.21396, 1.0]], ['2, k, 1', [0.188738, -0.927412, 1.0]], ['2, k, 2', [0.175615, -0.642304, 1.0]], ['2, k, 3', [0.170148, -0.522027, 1.0]], ['2, k, 4', [-0.00129771, -0.714543, 1.0]], ['2, k, 5', [-0.1402, -0.812072, 1.0]], ['2, k, 6', [-0.192167, -0.808414, 1.0]], ['2, k, 7', [-0.200847, -0.79978, 1.0]], ['2, k, 8', [0.35829, -0.72303, 1.0]], ['2, k, 9', [0.472919, -0.851057, 1.0]], ['2, k, 10', [0.470808, -0.881416, 1.0]], ['2, k, 11', [0.456453, -0.89654, 1.0]], ['2, k, 12', [0.117493, -1.19926, 1.0]], ['2, k, 13', [0.121205, -1.44827, 1.0]], ['2, k, 14', [0.11613, -1.8046, 1.0]], ['2, k, 15', [0.104098, -1.8376, 1.0]], ['2, k, 16', [0.280903, -1.20313, 1.0]], ['2, k, 17', [0.308122, -1.44137, 1.0]], ['2, k, 18', [0.336442, -1.79466, 1.0]], ['2, k, 19', [0.329624, -1.84683, 1.0]], ['2, k, 20', [0.179004, -0.71352, 1.0]], ['2, k, 21', [-0.196235, -0.809614, 1.0]], ['2, k, 22', [-0.16633, -0.797918, 1.0]], ['2, k, 23', [0.458518, -0.902634, 1.0]], ['2, k, 24', [0.493592, -0.881568, 1.0]]]
[['2, k, 0', [0.221174, -1.19079, 1.0]], ['2, k, 1', [0.199476, -0.903625, 1.0]], ['2, k, 2', [0.182507, -0.62413, 1.0]], ['2, k, 3', [0.180957, -0.496888, 1.0]], ['2, k, 4', [0.0223816, -0.724755, 1.0]], ['2, k, 5', [-0.14789, -0.73871, 1.0]], ['2, k, 6', [-0.213354, -0.635747, 1.0]], ['2, k, 7', [-0.228991, -0.591016, 1.0]], ['2, k, 8', [0.350038, -0.7177, 1.0]], ['2, k, 9', [0.486064, -0.710917, 1.0]], ['2, k, 10', [0.451321, -0.611153, 1.0]], ['2, k, 11', [0.443754, -0.577068, 1.0]], ['2, k, 12', [0.140751, -1.18299, 1.0]], ['2, k, 13', [0.143466, -1.48442, 1.0]], ['2, k, 14', [0.103861, -1.73588, 1.0]], ['2, k, 15', [0.0809805, -1.78007, 1.0]], ['2, k, 16', [0.296905, -1.17319, 1.0]], ['2, k, 17', [0.319622, -1.41302, 1.0]], ['2, k, 18', [0.333321, -1.72053, 1.0]], ['2, k, 19', [0.325772, -1.78595, 1.0]], ['2, k, 20', [0.186656, -0.695631, 1.0]], ['2, k, 21', [-0.2213, -0.569764, 1.0]], ['2, k, 22', [-0.154496, -0.581623, 1.0]], ['2, k, 23', [0.459864, -0.556734, 1.0]], ['2, k, 24', [0.390662, -0.561385, 1.0]]]
[['2, k, 0', [0.220414, -1.19678, 1.0]], ['2, k, 1', [0.200443, -0.90667, 1.0]], ['2, k, 2', [0.182957, -0.624151, 1.0]], ['2, k, 3', [0.18125, -0.500895, 1.0]], ['2, k, 4', [0.0253272, -0.728257, 1.0]], ['2, k, 5', [-0.141864, -0.755889, 1.0]], ['2, k, 6', [-0.220843, -0.713095, 1.0]], ['2, k, 7', [-0.235555, -0.633653, 1.0]], ['2, k, 8', [0.346564, -0.72323, 1.0]], ['2, k, 9', [0.474257, -0.781623, 1.0]], ['2, k, 10', [0.452937, -0.675698, 1.0]], ['2, k, 11', [0.441947, -0.614528, 1.0]], ['2, k, 12', [0.139722, -1.18814, 1.0]], ['2, k, 13', [0.143408, -1.48454, 1.0]], ['2, k, 14', [0.102204, -1.74066, 1.0]], ['2, k, 15', [0.0788006, -1.78319, 1.0]], ['2, k, 16', [0.296463, -1.17983, 1.0]], ['2, k, 17', [0.320229, -1.41906, 1.0]], ['2, k, 18', [0.345849, -1.72405, 1.0]], ['2, k, 19', [0.34344, -1.79375, 1.0]], ['2, k, 20', [0.187198, -0.695791, 1.0]], ['2, k, 21', [-0.214645, -0.612318, 1.0]], ['2, k, 22', [-0.162455, -0.630867, 1.0]], ['2, k, 23', [0.457516, -0.597545, 1.0]], ['2, k, 24', [0.390056, -0.604678, 1.0]]]
[['2, k, 0', [0.221355, -1.19724, 1.0]], ['2, k, 1', [0.201414, -0.913121, 1.0]], ['2, k, 2', [0.182041, -0.642725, 1.0]], ['2, k, 3', [0.182179, -0.504635, 1.0]], ['2, k, 4', [0.0254084, -0.728344, 1.0]], ['2, k, 5', [-0.134535, -0.768053, 1.0]], ['2, k, 6', [-0.19656, -0.695394, 1.0]], ['2, k, 7', [-0.228274, -0.676376, 1.0]], ['2, k, 8', [0.347108, -0.718996, 1.0]], ['2, k, 9', [0.469928, -0.778578, 1.0]], ['2, k, 10', [0.448622, -0.672665, 1.0]], ['2, k, 11', [0.433812, -0.658313, 1.0]], ['2, k, 12', [0.141168, -1.18928, 1.0]], ['2, k, 13', [0.129519, -1.43847, 1.0]], ['2, k, 14', [0.113691, -1.74683, 1.0]], ['2, k, 15', [0.100018, -1.78214, 1.0]], ['2, k, 16', [0.29697, -1.17987, 1.0]], ['2, k, 17', [0.321385, -1.41904, 1.0]], ['2, k, 18', [0.334378, -1.72802, 1.0]], ['2, k, 19', [0.325703, -1.78774, 1.0]], ['2, k, 20', [0.187122, -0.709307, 1.0]], ['2, k, 21', [-0.211694, -0.659274, 1.0]], ['2, k, 22', [-0.158584, -0.671231, 1.0]], ['2, k, 23', [0.450814, -0.640436, 1.0]], ['2, k, 24', [0.365026, -0.653128, 1.0]]]
[['2, k, 0', [0.219408, -1.19874, 1.0]], ['2, k, 1', [0.201831, -0.920773, 1.0]], ['2, k, 2', [0.185886, -0.654844, 1.0]], ['2, k, 3', [0.184593, -0.512934, 1.0]], ['2, k, 4', [0.0245871, -0.727253, 1.0]], ['2, k, 5', [-0.128245, -0.76893, 1.0]], ['2, k, 6', [-0.181778, -0.731126, 1.0]], ['2, k, 7', [-0.229214, -0.717754, 1.0]], ['2, k, 8', [0.347549, -0.719416, 1.0]], ['2, k, 9', [0.444904, -0.739432, 1.0]], ['2, k, 10', [0.446112, -0.708959, 1.0]], ['2, k, 11', [0.440264, -0.696509, 1.0]], ['2, k, 12', [0.139635, -1.19032, 1.0]], ['2, k, 13', [0.129611, -1.43823, 1.0]], ['2, k, 14', [0.110633, -1.74775, 1.0]], ['2, k, 15', [0.0963887, -1.7802, 1.0]], ['2, k, 16', [0.294632, -1.18169, 1.0]], ['2, k, 17', [0.32176, -1.41998, 1.0]], ['2, k, 18', [0.333467, -1.72909, 1.0]], ['2, k, 19', [0.323915, -1.78744, 1.0]], ['2, k, 20', [0.189969, -0.721114, 1.0]], ['2, k, 21', [-0.224453, -0.707256, 1.0]], ['2, k, 22', [-0.154643, -0.714583, 1.0]], ['2, k, 23', [0.462573, -0.687217, 1.0]], ['2, k, 24', [0.38234, -0.68975, 1.0]]]
[['2, k, 0', [0.218217, -1.20429, 1.0]], ['2, k, 1', [0.203016, -0.931825, 1.0]], ['2, k, 2', [0.189032, -0.666742, 1.0]], ['2, k, 3', [0.18591, -0.519872, 1.0]], ['2, k, 4', [0.0237531, -0.727487, 1.0]], ['2, k, 5', [-0.133863, -0.783729, 1.0]], ['2, k, 6', [-0.196993, -0.775044, 1.0]], ['2, k, 7', [-0.227836, -0.758745, 1.0]], ['2, k, 8', [0.350268, -0.726711, 1.0]], ['2, k, 9', [0.458629, -0.778917, 1.0]], ['2, k, 10', [0.453551, -0.744535, 1.0]], ['2, k, 11', [0.427764, -0.736055, 1.0]], ['2, k, 12', [0.138434, -1.19604, 1.0]], ['2, k, 13', [0.130053, -1.44037, 1.0]], ['2, k, 14', [0.10805, -1.75275, 1.0]], ['2, k, 15', [0.0927673, -1.78378, 1.0]], ['2, k, 16', [0.293448, -1.18682, 1.0]], ['2, k, 17', [0.3222, -1.42437, 1.0]], ['2, k, 18', [0.331824, -1.73351, 1.0]], ['2, k, 19', [0.320823, -1.79028, 1.0]], ['2, k, 20', [0.192598, -0.732934, 1.0]], ['2, k, 21', [-0.21074, -0.758541, 1.0]], ['2, k, 22', [-0.15243, -0.756216, 1.0]], ['2, k, 23', [0.444029, -0.72849, 1.0]], ['2, k, 24', [0.348722, -0.73347, 1.0]]]
[['2, k, 0', [0.217302, -1.21511, 1.0]], ['2, k, 1', [0.203301, -0.939452, 1.0]], ['2, k, 2', [0.189469, -0.670194, 1.0]], ['2, k, 3', [0.187677, -0.529061, 1.0]], ['2, k, 4', [0.0202472, -0.739106, 1.0]], ['2, k, 5', [-0.13627, -0.829766, 1.0]], ['2, k, 6', [-0.184013, -0.812202, 1.0]], ['2, k, 7', [-0.210101, -0.800406, 1.0]], ['2, k, 8', [0.351234, -0.730347, 1.0]], ['2, k, 9', [0.461661, -0.804057, 1.0]], ['2, k, 10', [0.451859, -0.789403, 1.0]], ['2, k, 11', [0.441719, -0.777034, 1.0]], ['2, k, 12', [0.137511, -1.20758, 1.0]], ['2, k, 13', [0.131163, -1.44701, 1.0]], ['2, k, 14', [0.104709, -1.76094, 1.0]], ['2, k, 15', [0.0889624, -1.79282, 1.0]], ['2, k, 16', [0.292524, -1.19673, 1.0]], ['2, k, 17', [0.322969, -1.43336, 1.0]], ['2, k, 18', [0.327694, -1.74257, 1.0]], ['2, k, 19', [0.315023, -1.79789, 1.0]], ['2, k, 20', [0.193014, -0.737196, 1.0]], ['2, k, 21', [-0.214381, -0.802254, 1.0]], ['2, k, 22', [-0.128803, -0.79949, 1.0]], ['2, k, 23', [0.473766, -0.784939, 1.0]], ['2, k, 24', [0.381431, -0.77628, 1.0]]]
[['2, k, 0', [0.215446, -1.23287, 1.0]], ['2, k, 1', [0.202298, -0.954423, 1.0]], ['2, k, 2', [0.188736, -0.681018, 1.0]], ['2, k, 3', [0.189659, -0.54279, 1.0]], ['2, k, 4', [0.0182208, -0.751747, 1.0]], ['2, k, 5', [-0.136868, -0.849519, 1.0]], ['2, k, 6', [-0.192912, -0.851214, 1.0]], ['2, k, 7', [-0.216158, -0.842556, 1.0]], ['2, k, 8', [0.358934, -0.765267, 1.0]], ['2, k, 9', [0.465133, -0.831169, 1.0]], ['2, k, 10', [0.464593, -0.821897, 1.0]], ['2, k, 11', [0.444501, -0.820148, 1.0]], ['2, k, 12', [0.135554, -1.22335, 1.0]], ['2, k, 13', [0.130796, -1.46123, 1.0]], ['2, k, 14', [0.0993642, -1.7747, 1.0]], ['2, k, 15', [0.0794576, -1.80616, 1.0]], ['2, k, 16', [0.290801, -1.21632, 1.0]], ['2, k, 17', [0.324483, -1.45144, 1.0]], ['2, k, 18', [0.321731, -1.76018, 1.0]], ['2, k, 19', [0.302197, -1.81409, 1.0]], ['2, k, 20', [0.192243, -0.749004, 1.0]], ['2, k, 21', [-0.205019, -0.862387, 1.0]], ['2, k, 22', [-0.13891, -0.836108, 1.0]], ['2, k, 23', [0.466279, -0.820455, 1.0]], ['2, k, 24', [0.3892, -0.819709, 1.0]]]
[['2, k, 0', [0.21329, -1.24904, 1.0]], ['2, k, 1', [0.203105, -0.972611, 1.0]], ['2, k, 2', [0.192989, -0.700669, 1.0]], ['2, k, 3', [0.190967, -0.557669, 1.0]], ['2, k, 4', [0.0180737, -0.767251, 1.0]], ['2, k, 5', [-0.138737, -0.86993, 1.0]], ['2, k, 6', [-0.203943, -0.883629, 1.0]], ['2, k, 7', [-0.221212, -0.886664, 1.0]], ['2, k, 8', [0.360849, -0.772702, 1.0]], ['2, k, 9', [0.463956, -0.859007, 1.0]], ['2, k, 10', [0.42574, -0.868826, 1.0]], ['2, k, 11', [0.413642, -0.865851, 1.0]], ['2, k, 12', [0.134043, -1.2381, 1.0]], ['2, k, 13', [0.131171, -1.47504, 1.0]], ['2, k, 14', [0.0931567, -1.78761, 1.0]], ['2, k, 15', [0.0717954, -1.81996, 1.0]], ['2, k, 16', [0.287981, -1.23362, 1.0]], ['2, k, 17', [0.324803, -1.46709, 1.0]], ['2, k, 18', [0.322185, -1.77498, 1.0]], ['2, k, 19', [0.301561, -1.82915, 1.0]], ['2, k, 20', [0.195543, -0.76845, 1.0]], ['2, k, 21', [-0.197454, -0.903747, 1.0]], ['2, k, 22', [-0.148024, -0.881274, 1.0]], ['2, k, 23', [0.426692, -0.875794, 1.0]], ['2, k, 24', [0.337999, -0.866724, 1.0]]]
[['2, k, 0', [0.21295, -1.26413, 1.0]], ['2, k, 1', [0.202646, -0.985305, 1.0]], ['2, k, 2', [0.192105, -0.709693, 1.0]], ['2, k, 3', [0.192937, -0.568691, 1.0]], ['2, k, 4', [0.0182662, -0.782769, 1.0]], ['2, k, 5', [-0.141471, -0.890166, 1.0]], ['2, k, 6', [-0.191812, -0.929894, 1.0]], ['2, k, 7', [-0.207162, -0.928692, 1.0]], ['2, k, 8', [0.360835, -0.782594, 1.0]], ['2, k, 9', [0.469781, -0.889364, 1.0]], ['2, k, 10', [0.462219, -0.903999, 1.0]], ['2, k, 11', [0.44865, -0.905782, 1.0]], ['2, k, 12', [0.133907, -1.25457, 1.0]], ['2, k, 13', [0.123616, -1.49005, 1.0]], ['2, k, 14', [0.0988151, -1.80358, 1.0]], ['2, k, 15', [0.0828222, -1.83935, 1.0]], ['2, k, 16', [0.287499, -1.24706, 1.0]], ['2, k, 17', [0.323751, -1.48003, 1.0]], ['2, k, 18', [0.314124, -1.7837, 1.0]], ['2, k, 19', [0.293106, -1.84247, 1.0]], ['2, k, 20', [0.194805, -0.778431, 1.0]], ['2, k, 21', [-0.210632, -0.944475, 1.0]], ['2, k, 22', [-0.130012, -0.924924, 1.0]], ['2, k, 23', [0.477577, -0.909444, 1.0]], ['2, k, 24', [0.390551, -0.903995, 1.0]]]
[['2, k, 0', [0.213403, -1.27925, 1.0]], ['2, k, 1', [0.203233, -0.999649, 1.0]], ['2, k, 2', [0.192598, -0.722162, 1.0]], ['2, k, 3', [0.194142, -0.581076, 1.0]], ['2, k, 4', [0.018846, -0.791096, 1.0]], ['2, k, 5', [-0.135854, -0.910052, 1.0]], ['2, k, 6', [-0.213223, -0.965035, 1.0]], ['2, k, 7', [-0.222483, -0.969608, 1.0]], ['2, k, 8', [0.362644, -0.807759, 1.0]], ['2, k, 9', [0.481376, -0.925028, 1.0]], ['2, k, 10', [0.493108, -0.94827, 1.0]], ['2, k, 11', [0.460503, -0.946468, 1.0]], ['2, k, 12', [0.135054, -1.27031, 1.0]], ['2, k, 13', [0.119112, -1.50499, 1.0]], ['2, k, 14', [0.105466, -1.81887, 1.0]], ['2, k, 15', [0.0932151, -1.8571, 1.0]], ['2, k, 16', [0.287288, -1.26127, 1.0]], ['2, k, 17', [0.325352, -1.49316, 1.0]], ['2, k, 18', [0.314604, -1.79044, 1.0]], ['2, k, 19', [0.289028, -1.85547, 1.0]], ['2, k, 20', [0.195355, -0.791456, 1.0]], ['2, k, 21', [-0.215938, -0.980505, 1.0]], ['2, k, 22', [-0.171835, -0.968333, 1.0]], ['2, k, 23', [0.47034, -0.95248, 1.0]], ['2, k, 24', [0.420506, -0.946319, 1.0]]]
[['2, k, 0', [0.2113, -1.29334, 1.0]], ['2, k, 1', [0.203904, -1.01588, 1.0]], ['2, k, 2', [0.196548, -0.740886, 1.0]], ['2, k, 3', [0.195972, -0.597128, 1.0]], ['2, k, 4', [0.0188672, -0.812979, 1.0]], ['2, k, 5', [-0.136693, -0.933665, 1.0]], ['2, k, 6', [-0.203029, -0.995772, 1.0]], ['2, k, 7', [-0.217285, -1.00779, 1.0]], ['2, k, 8', [0.363344, -0.819753, 1.0]], ['2, k, 9', [0.481433, -0.949044, 1.0]], ['2, k, 10', [0.493634, -0.979676, 1.0]], ['2, k, 11', [0.456364, -0.98842, 1.0]], ['2, k, 12', [0.133186, -1.28354, 1.0]], ['2, k, 13', [0.11423, -1.51687, 1.0]], ['2, k, 14', [0.105573, -1.82975, 1.0]], ['2, k, 15', [0.0982834, -1.87224, 1.0]], ['2, k, 16', [0.284978, -1.27596, 1.0]], ['2, k, 17', [0.327579, -1.50669, 1.0]], ['2, k, 18', [0.308896, -1.80135, 1.0]], ['2, k, 19', [0.277207, -1.86553, 1.0]], ['2, k, 20', [0.198427, -0.80957, 1.0]], ['2, k, 21', [-0.208562, -1.01927, 1.0]], ['2, k, 22', [-0.144267, -1.00061, 1.0]], ['2, k, 23', [0.469465, -0.996204, 1.0]], ['2, k, 24', [0.399345, -0.986741, 1.0]]]
[['2, k, 0', [0.211278, -1.30452, 1.0]], ['2, k, 1', [0.205778, -1.02729, 1.0]], ['2, k, 2', [0.199986, -0.751467, 1.0]], ['2, k, 3', [0.197068, -0.610107, 1.0]], ['2, k, 4', [0.0188644, -0.820803, 1.0]], ['2, k, 5', [-0.12855, -0.95511, 1.0]], ['2, k, 6', [-0.202353, -1.01844, 1.0]], ['2, k, 7', [-0.212622, -1.04763, 1.0]], ['2, k, 8', [0.36568, -0.836055, 1.0]], ['2, k, 9', [0.481107, -0.973587, 1.0]], ['2, k, 10', [0.488469, -1.02079, 1.0]], ['2, k, 11', [0.460746, -1.02767, 1.0]], ['2, k, 12', [0.132826, -1.29376, 1.0]], ['2, k, 13', [0.111064, -1.52645, 1.0]], ['2, k, 14', [0.113904, -1.83885, 1.0]], ['2, k, 15', [0.111571, -1.88278, 1.0]], ['2, k, 16', [0.285323, -1.28793, 1.0]], ['2, k, 17', [0.327619, -1.51826, 1.0]], ['2, k, 18', [0.305602, -1.81667, 1.0]], ['2, k, 19', [0.270284, -1.87609, 1.0]], ['2, k, 20', [0.201529, -0.820454, 1.0]], ['2, k, 21', [-0.199227, -1.06528, 1.0]], ['2, k, 22', [-0.140401, -1.03985, 1.0]], ['2, k, 23', [0.482249, -1.03232, 1.0]], ['2, k, 24', [0.407634, -1.0289, 1.0]]]
[['2, k, 0', [0.20937, -1.31612, 1.0]], ['2, k, 1', [0.204907, -1.03965, 1.0]], ['2, k, 2', [0.200005, -0.764739, 1.0]], ['2, k, 3', [0.198107, -0.622306, 1.0]], ['2, k, 4', [0.0190083, -0.838338, 1.0]], ['2, k, 5', [-0.132957, -0.970645, 1.0]], ['2, k, 6', [-0.19753, -1.05096, 1.0]], ['2, k, 7', [-0.20875, -1.08269, 1.0]], ['2, k, 8', [0.366903, -0.8486, 1.0]], ['2, k, 9', [0.474119, -0.99795, 1.0]], ['2, k, 10', [0.494382, -1.04974, 1.0]], ['2, k, 11', [0.44585, -1.06854, 1.0]], ['2, k, 12', [0.131191, -1.30413, 1.0]], ['2, k, 13', [0.109577, -1.53601, 1.0]], ['2, k, 14', [0.0843579, -1.84728, 1.0]], ['2, k, 15', [0.0717035, -1.8906, 1.0]], ['2, k, 16', [0.283158, -1.30054, 1.0]], ['2, k, 17', [0.328539, -1.52987, 1.0]], ['2, k, 18', [0.290184, -1.79959, 1.0]], ['2, k, 19', [0.266544, -1.87898, 1.0]], ['2, k, 20', [0.201338, -0.833491, 1.0]], ['2, k, 21', [-0.208633, -1.09743, 1.0]], ['2, k, 22', [-0.140203, -1.07637, 1.0]], ['2, k, 23', [0.416254, -1.08083, 1.0]], ['2, k, 24', [0.359872, -1.06369, 1.0]]]
[['2, k, 0', [0.209532, -1.32599, 1.0]], ['2, k, 1', [0.204642, -1.05232, 1.0]], ['2, k, 2', [0.199009, -0.779451, 1.0]], ['2, k, 3', [0.199068, -0.632363, 1.0]], ['2, k, 4', [0.02063, -0.851754, 1.0]], ['2, k, 5', [-0.129445, -0.989207, 1.0]], ['2, k, 6', [-0.194368, -1.07572, 1.0]], ['2, k, 7', [-0.210037, -1.11639, 1.0]], ['2, k, 8', [0.366971, -0.859677, 1.0]], ['2, k, 9', [0.474232, -1.01318, 1.0]], ['2, k, 10', [0.495096, -1.08492, 1.0]], ['2, k, 11', [0.467469, -1.10175, 1.0]], ['2, k, 12', [0.130175, -1.31485, 1.0]], ['2, k, 13', [0.10879, -1.54693, 1.0]], ['2, k, 14', [0.0774778, -1.85099, 1.0]], ['2, k, 15', [0.0600443, -1.9087, 1.0]], ['2, k, 16', [0.28438, -1.30956, 1.0]], ['2, k, 17', [0.32975, -1.53855, 1.0]], ['2, k, 18', [0.333928, -1.84911, 1.0]], ['2, k, 19', [0.310986, -1.89644, 1.0]], ['2, k, 20', [0.200557, -0.847758, 1.0]], ['2, k, 21', [-0.206569, -1.12993, 1.0]], ['2, k, 22', [-0.141813, -1.11048, 1.0]], ['2, k, 23', [0.47278, -1.10506, 1.0]], ['2, k, 24', [0.409594, -1.09928, 1.0]]]
[['2, k, 0', [0.208467, -1.33768, 1.0]], ['2, k, 1', [0.204669, -1.06369, 1.0]], ['2, k, 2', [0.200115, -0.790538, 1.0]], ['2, k, 3', [0.199884, -0.645134, 1.0]], ['2, k, 4', [0.0218831, -0.86476, 1.0]], ['2, k, 5', [-0.125827, -1.00759, 1.0]], ['2, k, 6', [-0.194964, -1.11097, 1.0]], ['2, k, 7', [-0.208705, -1.15117, 1.0]], ['2, k, 8', [0.369128, -0.871398, 1.0]], ['2, k, 9', [0.476928, -1.02284, 1.0]], ['2, k, 10', [0.491855, -1.12022, 1.0]], ['2, k, 11', [0.471431, -1.13836, 1.0]], ['2, k, 12', [0.128577, -1.32506, 1.0]], ['2, k, 13', [0.11076, -1.55648, 1.0]], ['2, k, 14', [0.0678758, -1.77876, 1.0]], ['2, k, 15', [0.103203, -1.64291, 1.0]], ['2, k, 16', [0.284007, -1.32243, 1.0]], ['2, k, 17', [0.32966, -1.55038, 1.0]], ['2, k, 18', [0.33499, -1.85851, 1.0]], ['2, k, 19', [0.309825, -1.91344, 1.0]], ['2, k, 20', [0.201393, -0.858905, 1.0]], ['2, k, 21', [-0.212493, -1.16363, 1.0]], ['2, k, 22', [-0.145641, -1.1439, 1.0]], ['2, k, 23', [0.496471, -1.13956, 1.0]], ['2, k, 24', [0.41091, -1.13609, 1.0]]]
[['2, k, 0', [0.206562, -1.34823, 1.0]], ['2, k, 1', [0.204485, -1.07282, 1.0]], ['2, k, 2', [0.201518, -0.799244, 1.0]], ['2, k, 3', [0.201628, -0.658219, 1.0]], ['2, k, 4', [0.0228996, -0.873535, 1.0]], ['2, k, 5', [-0.121491, -1.02066, 1.0]], ['2, k, 6', [-0.195714, -1.14721, 1.0]], ['2, k, 7', [-0.204166, -1.18366, 1.0]], ['2, k, 8', [0.370164, -0.882574, 1.0]], ['2, k, 9', [0.475266, -1.03334, 1.0]], ['2, k, 10', [0.500715, -1.14316, 1.0]], ['2, k, 11', [0.479408, -1.16976, 1.0]], ['2, k, 12', [0.125244, -1.3355, 1.0]], ['2, k, 13', [0.113048, -1.56577, 1.0]], ['2, k, 14', [0.0546681, -1.78219, 1.0]], ['2, k, 15', [0.0971118, -1.65051, 1.0]], ['2, k, 16', [0.283525, -1.33296, 1.0]], ['2, k, 17', [0.327619, -1.5603, 1.0]], ['2, k, 18', [0.337439, -1.87105, 1.0]], ['2, k, 19', [0.314995, -1.92136, 1.0]], ['2, k, 20', [0.202382, -0.867645, 1.0]], ['2, k, 21', [-0.178442, -1.19661, 1.0]], ['2, k, 22', [-0.135665, -1.17725, 1.0]], ['2, k, 23', [0.488409, -1.17477, 1.0]], ['2, k, 24', [0.424876, -1.16963, 1.0]]]
[['2, k, 0', [0.206606, -1.35815, 1.0]], ['2, k, 1', [0.203506, -1.08582, 1.0]], ['2, k, 2', [0.19928, -0.814794, 1.0]], ['2, k, 3', [0.201889, -0.670331, 1.0]], ['2, k, 4', [0.0230527, -0.891994, 1.0]], ['2, k, 5', [-0.11252, -1.04803, 1.0]], ['2, k, 6', [-0.192647, -1.16732, 1.0]], ['2, k, 7', [-0.201638, -1.21102, 1.0]], ['2, k, 8', [0.37167, -0.895169, 1.0]], ['2, k, 9', [0.47419, -1.05134, 1.0]], ['2, k, 10', [0.501829, -1.1671, 1.0]], ['2, k, 11', [0.48275, -1.19741, 1.0]], ['2, k, 12', [0.123713, -1.34533, 1.0]], ['2, k, 13', [0.118482, -1.61582, 1.0]], ['2, k, 14', [0.114589, -1.87445, 1.0]], ['2, k, 15', [0.108586, -1.88528, 1.0]], ['2, k, 16', [0.285173, -1.34288, 1.0]], ['2, k, 17', [0.327006, -1.56931, 1.0]], ['2, k, 18', [0.330647, -1.87596, 1.0]], ['2, k, 19', [0.302438, -1.93594, 1.0]], ['2, k, 20', [0.200498, -0.882628, 1.0]], ['2, k, 21', [-0.188247, -1.22926, 1.0]], ['2, k, 22', [-0.132462, -1.20342, 1.0]], ['2, k, 23', [0.494039, -1.19969, 1.0]], ['2, k, 24', [0.428105, -1.2009, 1.0]]]
[['2, k, 0', [0.208899, -1.36713, 1.0]], ['2, k, 1', [0.204165, -1.09471, 1.0]], ['2, k, 2', [0.198472, -0.823562, 1.0]], ['2, k, 3', [0.202177, -0.678736, 1.0]], ['2, k, 4', [0.0226788, -0.904683, 1.0]], ['2, k, 5', [-0.110981, -1.06382, 1.0]], ['2, k, 6', [-0.190481, -1.18947, 1.0]], ['2, k, 7', [-0.197654, -1.23944, 1.0]], ['2, k, 8', [0.371837, -0.906103, 1.0]], ['2, k, 9', [0.47406, -1.06573, 1.0]], ['2, k, 10', [0.506482, -1.20097, 1.0]], ['2, k, 11', [0.487481, -1.2241, 1.0]], ['2, k, 12', [0.12448, -1.35452, 1.0]], ['2, k, 13', [0.111788, -1.62188, 1.0]], ['2, k, 14', [0.101039, -1.87767, 1.0]], ['2, k, 15', [0.0945293, -1.88784, 1.0]], ['2, k, 16', [0.289006, -1.35152, 1.0]], ['2, k, 17', [0.332721, -1.61893, 1.0]], ['2, k, 18', [0.290497, -1.8449, 1.0]], ['2, k, 19', [0.265017, -1.92435, 1.0]], ['2, k, 20', [0.20006, -0.891427, 1.0]], ['2, k, 21', [-0.18466, -1.25602, 1.0]], ['2, k, 22', [-0.127747, -1.23362, 1.0]], ['2, k, 23', [0.499194, -1.22723, 1.0]], ['2, k, 24', [0.453833, -1.25501, 1.0]]]
[['2, k, 0', [0.208718, -1.37999, 1.0]], ['2, k, 1', [0.203927, -1.10699, 1.0]], ['2, k, 2', [0.19827, -0.834128, 1.0]], ['2, k, 3', [0.203209, -0.690353, 1.0]], ['2, k, 4', [0.023645, -0.913513, 1.0]], ['2, k, 5', [-0.106103, -1.07706, 1.0]], ['2, k, 6', [-0.187859, -1.21902, 1.0]], ['2, k, 7', [-0.196167, -1.26498, 1.0]], ['2, k, 8', [0.372992, -0.919758, 1.0]], ['2, k, 9', [0.473549, -1.07655, 1.0]], ['2, k, 10', [0.507863, -1.21383, 1.0]], ['2, k, 11', [0.472314, -1.25083, 1.0]], ['2, k, 12', [0.125023, -1.36554, 1.0]], ['2, k, 13', [0.110976, -1.63178, 1.0]], ['2, k, 14', [0.0989832, -1.8866, 1.0]], ['2, k, 15', [0.0919384, -1.89648, 1.0]], ['2, k, 16', [0.287994, -1.36589, 1.0]], ['2, k, 17', [0.336805, -1.62849, 1.0]], ['2, k, 18', [0.383801, -1.87996, 1.0]], ['2, k, 19', [0.38146, -1.89013, 1.0]], ['2, k, 20', [0.19984, -0.902488, 1.0]], ['2, k, 21', [-0.182058, -1.28453, 1.0]], ['2, k, 22', [-0.12112, -1.26047, 1.0]], ['2, k, 23', [0.461536, -1.25601, 1.0]], ['2, k, 24', [0.384027, -1.24428, 1.0]]]
