Exercise,Video,Repetition,Start,End,Label,Incomplete
Exercise_1,V47,2,0:00:05.94,0:00:11.48,Right,0
Exercise_1,V47,3,0:00:11.48,0:00:15.24,Left,0
Exercise_1,V47,4,0:00:15.24,0:00:19.20,Right,0
Exercise_1,V47,5,0:00:19.20,0:00:23.04,Left,0
Exercise_1,V47,6,0:00:23.04,0:00:26.52,Right,0
Exercise_1,V47,7,0:00:26.52,0:00:30.14,Left,0
Exercise_1,V47,8,0:00:30.14,0:00:33.62,Right,0
Exercise_1,V47,9,0:00:33.62,0:00:37.08,Left,0
Exercise_1,V47,10,0:00:37.08,0:00:40.92,Right,0
Exercise_1,V48,1,0:00:02.04,0:00:06.54,Right,0
Exercise_1,V48,2,0:00:06.54,0:00:10.50,Left,0
Exercise_1,V48,3,0:00:10.50,0:00:14.84,Right,0
Exercise_1,V48,4,0:00:14.84,0:00:18.68,Left,0
Exercise_1,V48,5,0:00:18.68,0:00:22.90,Right,0
Exercise_1,V48,6,0:00:22.90,0:00:27.16,Left,0
Exercise_1,V48,7,0:00:27.16,0:00:32.36,Right,0
Exercise_1,V48,8,0:00:32.36,0:00:36.38,Left,0
Exercise_1,V48,9,0:00:36.38,0:00:41.56,Right,0
Exercise_1,V48,10,0:00:41.56,0:00:46.56,Left,0
Exercise_1,V49,1,0:00:03.94,0:00:07.66,Left,0
Exercise_1,V49,2,0:00:07.66,0:00:11.18,Right,0
Exercise_1,V49,3,0:00:11.18,0:00:15.54,Left,0
Exercise_1,V49,4,0:00:15.54,0:00:19.14,Right,0
Exercise_1,V49,5,0:00:19.14,0:00:22.78,Left,0
Exercise_1,V49,6,0:00:22.78,0:00:26.86,Right,0
Exercise_1,V49,7,0:00:26.86,0:00:30.50,Left,0
Exercise_1,V49,8,0:00:30.50,0:00:34.30,Right,0
Exercise_1,V49,9,0:00:34.30,0:00:37.90,Left,0
Exercise_1,V49,10,0:00:37.90,0:00:41.78,Right,0
Exercise_1,V50,1,0:00:05.38,0:00:08.74,Right,0
Exercise_1,V50,2,0:00:08.74,0:00:11.66,Left,0
Exercise_1,V50,3,0:00:11.66,0:00:15.10,Right,0
Exercise_1,V50,4,0:00:15.10,0:00:18.38,Left,0
Exercise_1,V50,5,0:00:18.38,0:00:21.38,Right,0
Exercise_1,V50,6,0:00:21.38,0:00:24.78,Left,0
Exercise_1,V50,7,0:00:24.78,0:00:28.02,Right,0
Exercise_1,V50,8,0:00:28.02,0:00:30.98,Left,0
Exercise_1,V50,9,0:00:30.98,0:00:34.10,Right,0
Exercise_1,V50,10,0:00:34.10,0:00:36.82,Left,0
Exercise_1,V51,1,0:00:00.50,0:00:03.78,Left,0
Exercise_1,V51,2,0:00:03.78,0:00:06.22,Right,0
Exercise_1,V51,3,0:00:06.22,0:00:09.10,Left,0
Exercise_1,V51,4,0:00:09.10,0:00:11.46,Right,0
Exercise_1,V51,5,0:00:11.46,0:00:13.94,Left,0
Exercise_1,V51,6,0:00:13.94,0:00:16.46,Right,0
Exercise_1,V51,7,0:00:16.46,0:00:19.18,Left,0
Exercise_1,V51,8,0:00:19.18,0:00:21.94,Right,0
Exercise_1,V52,1,0:00:07.62,0:00:10.62,Right,0
Exercise_1,V52,2,0:00:10.62,0:00:12.94,Left,0
Exercise_1,V52,3,0:00:12.94,0:00:15.30,Right,0
Exercise_1,V52,4,0:00:15.30,0:00:17.30,Left,0
Exercise_1,V52,5,0:00:17.30,0:00:19.50,Right,0
Exercise_1,V52,6,0:00:19.50,0:00:21.70,Left,0
Exercise_1,V52,7,0:00:21.70,0:00:23.86,Right,0
Exercise_1,V52,8,0:00:23.86,0:00:25.90,Left,0
Exercise_1,V52,9,0:00:25.90,0:00:28.10,Right,0
Exercise_1,V52,10,0:00:28.10,0:00:30.50,Left,0
Exercise_1,V53,1,0:00:00.90,0:00:04.26,Left,0
Exercise_1,V53,2,0:00:04.26,0:00:06.98,Right,0
Exercise_1,V53,3,0:00:06.98,0:00:09.54,Left,0
Exercise_1,V53,4,0:00:09.54,0:00:11.86,Right,0
Exercise_1,V53,5,0:00:11.86,0:00:14.42,Left,0
Exercise_1,V53,6,0:00:14.42,0:00:16.74,Right,0
Exercise_1,V53,7,0:00:16.74,0:00:19.34,Left,0
Exercise_1,V53,8,0:00:19.34,0:00:21.50,Right,0
Exercise_1,V53,9,0:00:21.50,0:00:23.66,Left,0
Exercise_1,V53,10,0:00:23.66,0:00:24.54,Right,1
Exercise_1,V54,1,0:00:10.06,0:00:13.14,Right,0
Exercise_1,V54,2,0:00:13.14,0:00:16.02,Left,0
Exercise_1,V54,3,0:00:16.02,0:00:18.70,Right,0
Exercise_1,V54,4,0:00:18.70,0:00:21.58,Left,0
Exercise_1,V54,5,0:00:21.58,0:00:24.42,Right,0
Exercise_1,V54,6,0:00:24.42,0:00:27.54,Left,0
Exercise_1,V54,7,0:00:27.54,0:00:30.46,Right,0
Exercise_1,V54,8,0:00:30.46,0:00:34.10,Left,0
Exercise_1,V54,9,0:00:34.10,0:00:37.06,Right,0
Exercise_1,V54,10,0:00:37.06,0:00:40.62,Left,0
Exercise_1,V54,11,0:00:40.62,0:00:43.70,Right,0
Exercise_1,V54,12,0:00:43.70,0:00:47.18,Left,0
Exercise_1,V55,1,0:00:01.74,0:00:05.78,Right,0
Exercise_1,V55,2,0:00:05.78,0:00:08.98,Left,0
Exercise_1,V55,3,0:00:08.98,0:00:11.86,Right,0
Exercise_1,V55,4,0:00:11.86,0:00:14.82,Left,0
Exercise_1,V55,5,0:00:14.82,0:00:17.26,Right,0
Exercise_1,V55,6,0:00:17.26,0:00:20.10,Left,0
Exercise_1,V55,7,0:00:20.10,0:00:22.54,Right,0
Exercise_1,V55,8,0:00:22.54,0:00:25.50,Left,0
Exercise_1,V55,9,0:00:25.50,0:00:27.90,Right,0
Exercise_1,V55,10,0:00:27.90,0:00:30.78,Left,0
Exercise_1,V55,11,0:00:30.78,0:00:32.26,Right,1
Exercise_1,V56,1,0:00:02.47,0:00:04.72,Left,0
Exercise_1,V56,2,0:00:04.72,0:00:06.77,Right,0
Exercise_1,V56,3,0:00:06.77,0:00:08.68,Left,0
Exercise_1,V56,4,0:00:08.68,0:00:10.68,Right,0
Exercise_1,V56,5,0:00:10.68,0:00:12.52,Left,0
Exercise_1,V56,6,0:00:12.52,0:00:14.31,Right,0
Exercise_1,V56,7,0:00:14.31,0:00:16.06,Left,0
Exercise_1,V56,8,0:00:16.06,0:00:18.22,Right,0
Exercise_1,V56,9,0:00:18.22,0:00:19.97,Left,0
Exercise_1,V56,10,0:00:19.97,0:00:21.93,Right,0
Exercise_1,V57,1,0:00:00.00,0:00:03.20,Left,0
Exercise_1,V57,2,0:00:03.20,0:00:05.64,Right,0
Exercise_1,V57,3,0:00:05.64,0:00:07.72,Left,0
Exercise_1,V57,4,0:00:07.72,0:00:10.96,Right,0
Exercise_1,V57,5,0:00:12.20,0:00:14.60,Left,0
Exercise_1,V57,6,0:00:14.60,0:00:16.80,Right,0
Exercise_1,V57,7,0:00:16.80,0:00:19.08,Left,0
Exercise_1,V57,8,0:00:19.08,0:00:21.68,Right,0
Exercise_1,V57,9,0:00:21.68,0:00:23.76,Left,0
Exercise_1,V57,10,0:00:23.76,0:00:26.76,Right,1
Exercise_1,V58,1,0:00:07.64,0:00:11.84,Right,0
Exercise_1,V58,2,0:00:11.84,0:00:15.24,Left,0
Exercise_1,V58,3,0:00:15.24,0:00:19.12,Right,0
Exercise_1,V58,4,0:00:19.12,0:00:22.60,Left,0
Exercise_1,V58,5,0:00:23.40,0:00:26.60,Right,0
Exercise_1,V58,6,0:00:26.60,0:00:30.48,Left,0
Exercise_1,V58,7,0:00:30.48,0:00:34.36,Right,0
Exercise_1,V58,8,0:00:34.36,0:00:38.48,Left,0
Exercise_1,V58,9,0:00:38.48,0:00:42.24,Right,0
Exercise_1,V58,10,0:00:42.24,0:00:46.04,Left,0
Exercise_1,V58,11,0:00:46.04,0:00:49.04,Right,0
Exercise_1,V59,1,0:00:04.95,0:00:08.50,Right,0
Exercise_1,V59,2,0:00:08.50,0:00:11.97,Left,0
Exercise_1,V59,3,0:00:11.97,0:00:15.29,Right,0
Exercise_1,V59,4,0:00:15.29,0:00:18.75,Left,0
Exercise_1,V59,5,0:00:18.75,0:00:21.75,Right,0
Exercise_1,V59,6,0:00:21.75,0:00:24.79,Left,0
Exercise_1,V59,7,0:00:24.79,0:00:27.97,Right,0
Exercise_1,V59,8,0:00:27.97,0:00:30.91,Left,0
Exercise_1,V59,9,0:00:30.91,0:00:33.58,Right,0
Exercise_1,V59,10,0:00:33.58,0:00:36.58,Left,1
Exercise_1,V60,1,0:00:07.66,0:00:10.10,Right,0
Exercise_1,V60,2,0:00:10.10,0:00:13.30,Left,0
Exercise_1,V60,3,0:00:13.30,0:00:15.50,Right,0
Exercise_1,V60,4,0:00:15.50,0:00:19.58,Left,0
Exercise_1,V60,5,0:00:19.58,0:00:22.18,Right,0
Exercise_1,V60,6,0:00:22.18,0:00:26.58,Left,0
Exercise_1,V60,7,0:00:26.58,0:00:29.30,Right,0
Exercise_1,V60,8,0:00:29.30,0:00:33.42,Left,0
Exercise_1,V60,9,0:00:33.42,0:00:36.34,Right,0
Exercise_1,V60,10,0:00:36.34,0:00:40.46,Left,0
Exercise_1,V60,11,0:00:40.46,0:00:43.38,Right,0
Exercise_1,V60,12,0:00:43.38,0:00:47.22,Left,0
Exercise_1,V61,1,0:00:03.48,0:00:06.64,Right,0
Exercise_1,V61,2,0:00:06.64,0:00:08.92,Left,0
Exercise_1,V61,3,0:00:08.92,0:00:11.68,Right,0
Exercise_1,V61,4,0:00:11.68,0:00:14.36,Left,0
Exercise_1,V61,5,0:00:14.36,0:00:17.40,Right,0
Exercise_1,V61,6,0:00:17.40,0:00:19.84,Left,0
Exercise_1,V62,1,0:00:02.88,0:00:06.96,Left,0
Exercise_1,V62,2,0:00:06.96,0:00:12.20,Right,0
Exercise_1,V62,3,0:00:12.20,0:00:17.24,Left,0
Exercise_1,V62,4,0:00:17.24,0:00:21.08,Right,0
Exercise_1,V62,5,0:00:21.08,0:00:25.32,Left,0
Exercise_1,V62,6,0:00:25.32,0:00:29.16,Right,0
Exercise_1,V62,7,0:00:29.16,0:00:33.76,Left,0
Exercise_1,V62,8,0:00:33.76,0:00:36.84,Right,1
Exercise_1,V63,1,0:00:15.22,0:00:21.50,Left,0
Exercise_1,V63,2,0:00:21.50,0:00:26.38,Right,0
Exercise_1,V63,3,0:00:26.38,0:00:31.62,Left,0
Exercise_1,V63,4,0:00:31.62,0:00:36.58,Right,0
Exercise_1,V63,5,0:00:36.58,0:00:41.06,Left,0
Exercise_1,V63,6,0:00:41.06,0:00:45.46,Right,0
Exercise_1,V63,7,0:00:45.46,0:00:50.46,Left,0
Exercise_1,V63,8,0:00:50.46,0:00:55.10,Right,0
Exercise_1,V63,9,0:00:55.10,0:01:00.22,Left,0
Exercise_1,V63,10,0:01:00.22,0:01:04.46,Right,0
Exercise_1,V64,1,0:00:04.00,0:00:07.28,Right,0
Exercise_1,V64,2,0:00:07.28,0:00:11.20,Left,0
Exercise_1,V64,3,0:00:11.20,0:00:15.12,Right,0
Exercise_1,V64,4,0:00:15.12,0:00:18.84,Left,0
Exercise_1,V64,5,0:00:18.84,0:00:21.64,Right,0
Exercise_1,V64,6,0:00:21.64,0:00:24.64,Left,1
Exercise_1,V65,1,0:00:06.84,0:00:09.12,Left,0
Exercise_1,V65,2,0:00:09.12,0:00:10.92,Right,0
Exercise_1,V65,3,0:00:10.92,0:00:13.08,Left,0
Exercise_1,V65,4,0:00:13.08,0:00:14.84,Right,0
Exercise_1,V65,5,0:00:14.84,0:00:16.84,Left,0
Exercise_1,V65,6,0:00:16.84,0:00:18.60,Right,0
Exercise_1,V65,7,0:00:18.60,0:00:20.52,Left,0
Exercise_1,V65,8,0:00:20.52,0:00:22.28,Right,0
Exercise_1,V65,9,0:00:22.28,0:00:24.28,Left,0
Exercise_1,V65,10,0:00:24.28,0:00:25.84,Right,0
Exercise_1,V66,1,0:00:01.20,0:00:03.48,Left,0
Exercise_1,V66,2,0:00:03.48,0:00:05.24,Right,0
Exercise_1,V66,3,0:00:05.24,0:00:07.32,Left,0
Exercise_1,V66,4,0:00:07.32,0:00:09.32,Right,0
Exercise_1,V66,5,0:00:09.32,0:00:11.32,Left,0
Exercise_1,V66,6,0:00:11.32,0:00:13.32,Right,0
Exercise_1,V66,7,0:00:13.32,0:00:15.44,Left,0
Exercise_1,V66,8,0:00:15.44,0:00:16.44,Right,1
