[['2, k, 0', [0.0883765, -0.277336, 1.0]], ['2, k, 1', [-0.000167102, 0.0180009, 1.0]], ['2, k, 2', [-0.0866472, 0.306358, 1.0]], ['2, k, 3', [-0.180376, 0.421855, 1.0]], ['2, k, 4', [-0.271386, 0.362845, 1.0]], ['2, k, 5', [-0.375701, 0.114106, 1.0]], ['2, k, 6', [-0.632971, 0.149623, 1.0]], ['2, k, 7', [-0.717506, 0.198933, 1.0]], ['2, k, 8', [0.0525529, 0.263824, 1.0]], ['2, k, 9', [-0.125644, 0.463403, 1.0]], ['2, k, 10', [-0.346188, 0.619206, 1.0]], ['2, k, 11', [-0.430814, 0.643582, 1.0]], ['2, k, 12', [0.0133732, -0.250982, 1.0]], ['2, k, 13', [-0.0659229, -0.544696, 1.0]], ['2, k, 14', [-0.0361111, -0.603006, 1.0]], ['2, k, 15', [-0.0434956, -0.728131, 1.0]], ['2, k, 16', [0.161028, -0.296258, 1.0]], ['2, k, 17', [0.065636, -0.612163, 1.0]], ['2, k, 18', [0.139848, -0.63754, 1.0]], ['2, k, 19', [0.12287, -0.76125, 1.0]], ['2, k, 20', [-0.0653278, 0.235288, 1.0]], ['2, k, 21', [-0.781504, 0.235246, 1.0]], ['2, k, 22', [-0.75657, 0.156085, 1.0]], ['2, k, 23', [-0.49715, 0.669209, 1.0]], ['2, k, 24', [-0.499001, 0.569673, 1.0]]]
[['2, k, 0', [-0.00147126, -0.169007, 1.0]], ['2, k, 1', [-0.0202812, 0.0943311, 1.0]], ['2, k, 2', [-0.0360664, 0.353142, 1.0]], ['2, k, 3', [-0.0713395, 0.477441, 1.0]], ['2, k, 4', [-0.201809, 0.310507, 1.0]], ['2, k, 5', [-0.374484, 0.432534, 1.0]], ['2, k, 6', [-0.489084, 0.644074, 1.0]], ['2, k, 7', [-0.51582, 0.70542, 1.0]], ['2, k, 8', [0.0896105, 0.345301, 1.0]], ['2, k, 9', [0.0920754, 0.609663, 1.0]], ['2, k, 10', [0.044754, 0.819587, 1.0]], ['2, k, 11', [0.00361005, 0.873693, 1.0]], ['2, k, 12', [-0.0662598, -0.171074, 1.0]], ['2, k, 13', [-0.101894, -0.435935, 1.0]], ['2, k, 14', [-0.11123, -0.707184, 1.0]], ['2, k, 15', [-0.175855, -0.755899, 1.0]], ['2, k, 16', [0.0638478, -0.162503, 1.0]], ['2, k, 17', [0.079286, -0.446221, 1.0]], ['2, k, 18', [0.075816, -0.731537, 1.0]], ['2, k, 19', [0.140249, -0.690603, 1.0]], ['2, k, 20', [-0.0327657, 0.28901, 1.0]], ['2, k, 21', [-0.528832, 0.76243, 1.0]], ['2, k, 22', [-0.453045, 0.7361, 1.0]], ['2, k, 23', [-0.0327901, 0.922139, 1.0]], ['2, k, 24', [-0.0614438, 0.856174, 1.0]]]
[['2, k, 0', [4.65904e-05, -0.167546, 1.0]], ['2, k, 1', [-0.0195385, 0.0941944, 1.0]], ['2, k, 2', [-0.0355848, 0.350728, 1.0]], ['2, k, 3', [-0.0708247, 0.471745, 1.0]], ['2, k, 4', [-0.201613, 0.307472, 1.0]], ['2, k, 5', [-0.38412, 0.421808, 1.0]], ['2, k, 6', [-0.508105, 0.63643, 1.0]], ['2, k, 7', [-0.531446, 0.69448, 1.0]], ['2, k, 8', [0.0886989, 0.348103, 1.0]], ['2, k, 9', [0.0697606, 0.612829, 1.0]], ['2, k, 10', [0.0238984, 0.815068, 1.0]], ['2, k, 11', [-0.016375, 0.864411, 1.0]], ['2, k, 12', [-0.0644963, -0.169954, 1.0]], ['2, k, 13', [-0.0997266, -0.435195, 1.0]], ['2, k, 14', [-0.110714, -0.703838, 1.0]], ['2, k, 15', [-0.167872, -0.760299, 1.0]], ['2, k, 16', [0.0653357, -0.160237, 1.0]], ['2, k, 17', [0.0807987, -0.447531, 1.0]], ['2, k, 18', [0.0800393, -0.732657, 1.0]], ['2, k, 19', [0.144425, -0.69171, 1.0]], ['2, k, 20', [-0.0321083, 0.28756, 1.0]], ['2, k, 21', [-0.536514, 0.753027, 1.0]], ['2, k, 22', [-0.46474, 0.727004, 1.0]], ['2, k, 23', [-0.0622382, 0.91406, 1.0]], ['2, k, 24', [-0.0687895, 0.848106, 1.0]]]
[['2, k, 0', [0.00502543, -0.160685, 1.0]], ['2, k, 1', [-0.0179735, 0.0950287, 1.0]], ['2, k, 2', [-0.0353425, 0.34898, 1.0]], ['2, k, 3', [-0.0713696, 0.470944, 1.0]], ['2, k, 4', [-0.201575, 0.306923, 1.0]], ['2, k, 5', [-0.39088, 0.414674, 1.0]], ['2, k, 6', [-0.516927, 0.60427, 1.0]], ['2, k, 7', [-0.54917, 0.673556, 1.0]], ['2, k, 8', [0.0869636, 0.351202, 1.0]], ['2, k, 9', [0.0634639, 0.613255, 1.0]], ['2, k, 10', [0.00535617, 0.808551, 1.0]], ['2, k, 11', [-0.0382466, 0.860674, 1.0]], ['2, k, 12', [-0.0577328, -0.163115, 1.0]], ['2, k, 13', [-0.0975433, -0.434837, 1.0]], ['2, k, 14', [-0.100182, -0.696443, 1.0]], ['2, k, 15', [-0.156808, -0.753467, 1.0]], ['2, k, 16', [0.069277, -0.152139, 1.0]], ['2, k, 17', [0.0858175, -0.454726, 1.0]], ['2, k, 18', [0.0824982, -0.733848, 1.0]], ['2, k, 19', [0.146856, -0.692888, 1.0]], ['2, k, 20', [-0.0315975, 0.286705, 1.0]], ['2, k, 21', [-0.55721, 0.72511, 1.0]], ['2, k, 22', [-0.478249, 0.707402, 1.0]], ['2, k, 23', [-0.0765163, 0.915122, 1.0]], ['2, k, 24', [-0.0750611, 0.838154, 1.0]]]
[['2, k, 0', [0.00609333, -0.159696, 1.0]], ['2, k, 1', [-0.0172612, 0.0949691, 1.0]], ['2, k, 2', [-0.0352307, 0.346305, 1.0]], ['2, k, 3', [-0.0716248, 0.470868, 1.0]], ['2, k, 4', [-0.200962, 0.305826, 1.0]], ['2, k, 5', [-0.395945, 0.405844, 1.0]], ['2, k, 6', [-0.521276, 0.572369, 1.0]], ['2, k, 7', [-0.562208, 0.649966, 1.0]], ['2, k, 8', [0.0877598, 0.346192, 1.0]], ['2, k, 9', [0.0545433, 0.607434, 1.0]], ['2, k, 10', [-0.0507742, 0.828147, 1.0]], ['2, k, 11', [-0.0781494, 0.867954, 1.0]], ['2, k, 12', [-0.0556999, -0.161705, 1.0]], ['2, k, 13', [-0.0942261, -0.436592, 1.0]], ['2, k, 14', [-0.092464, -0.704624, 1.0]], ['2, k, 15', [-0.159558, -0.749126, 1.0]], ['2, k, 16', [0.0696355, -0.151645, 1.0]], ['2, k, 17', [0.0889244, -0.456843, 1.0]], ['2, k, 18', [0.0865568, -0.735007, 1.0]], ['2, k, 19', [0.150869, -0.694032, 1.0]], ['2, k, 20', [-0.0311347, 0.284959, 1.0]], ['2, k, 21', [-0.570441, 0.707327, 1.0]], ['2, k, 22', [-0.487984, 0.69033, 1.0]], ['2, k, 23', [-0.101986, 0.914928, 1.0]], ['2, k, 24', [-0.138726, 0.850393, 1.0]]]
[['2, k, 0', [0.00794535, -0.159625, 1.0]], ['2, k, 1', [-0.0158741, 0.0947243, 1.0]], ['2, k, 2', [-0.0348547, 0.345333, 1.0]], ['2, k, 3', [-0.072444, 0.471456, 1.0]], ['2, k, 4', [-0.200744, 0.305261, 1.0]], ['2, k, 5', [-0.399043, 0.38695, 1.0]], ['2, k, 6', [-0.537515, 0.566385, 1.0]], ['2, k, 7', [-0.578569, 0.632783, 1.0]], ['2, k, 8', [0.0854343, 0.339642, 1.0]], ['2, k, 9', [0.0397665, 0.600084, 1.0]], ['2, k, 10', [-0.0709163, 0.833363, 1.0]], ['2, k, 11', [-0.109585, 0.865298, 1.0]], ['2, k, 12', [-0.0544485, -0.161674, 1.0]], ['2, k, 13', [-0.0905634, -0.441189, 1.0]], ['2, k, 14', [-0.0853909, -0.705782, 1.0]], ['2, k, 15', [-0.1381, -0.756566, 1.0]], ['2, k, 16', [0.0714306, -0.151942, 1.0]], ['2, k, 17', [0.0921832, -0.455778, 1.0]], ['2, k, 18', [0.0895793, -0.736631, 1.0]], ['2, k, 19', [0.153857, -0.695639, 1.0]], ['2, k, 20', [-0.0304756, 0.28408, 1.0]], ['2, k, 21', [-0.597008, 0.682078, 1.0]], ['2, k, 22', [-0.502538, 0.676958, 1.0]], ['2, k, 23', [-0.148439, 0.901309, 1.0]], ['2, k, 24', [-0.179478, 0.832804, 1.0]]]
[['2, k, 0', [0.0133268, -0.165354, 1.0]], ['2, k, 1', [-0.0141052, 0.0939427, 1.0]], ['2, k, 2', [-0.0348218, 0.345718, 1.0]], ['2, k, 3', [-0.084305, 0.464254, 1.0]], ['2, k, 4', [-0.197189, 0.305729, 1.0]], ['2, k, 5', [-0.406316, 0.340568, 1.0]], ['2, k, 6', [-0.557571, 0.533536, 1.0]], ['2, k, 7', [-0.597614, 0.606634, 1.0]], ['2, k, 8', [0.0847282, 0.338946, 1.0]], ['2, k, 9', [0.0211604, 0.597721, 1.0]], ['2, k, 10', [-0.0846086, 0.829678, 1.0]], ['2, k, 11', [-0.128179, 0.858584, 1.0]], ['2, k, 12', [-0.0496639, -0.169202, 1.0]], ['2, k, 13', [-0.0859833, -0.446663, 1.0]], ['2, k, 14', [-0.0855882, -0.701534, 1.0]], ['2, k, 15', [-0.0968258, -0.755079, 1.0]], ['2, k, 16', [0.0769089, -0.156696, 1.0]], ['2, k, 17', [0.0942661, -0.457492, 1.0]], ['2, k, 18', [0.0971992, -0.741502, 1.0]], ['2, k, 19', [0.161392, -0.700458, 1.0]], ['2, k, 20', [-0.0302534, 0.284196, 1.0]], ['2, k, 21', [-0.605926, 0.661084, 1.0]], ['2, k, 22', [-0.522502, 0.652694, 1.0]], ['2, k, 23', [-0.154223, 0.901754, 1.0]], ['2, k, 24', [-0.180936, 0.834573, 1.0]]]
[['2, k, 0', [0.0175822, -0.168954, 1.0]], ['2, k, 1', [-0.0122406, 0.0928637, 1.0]], ['2, k, 2', [-0.0348483, 0.345775, 1.0]], ['2, k, 3', [-0.0843122, 0.46432, 1.0]], ['2, k, 4', [-0.184102, 0.303555, 1.0]], ['2, k, 5', [-0.394096, 0.335643, 1.0]], ['2, k, 6', [-0.566157, 0.513097, 1.0]], ['2, k, 7', [-0.607114, 0.583854, 1.0]], ['2, k, 8', [0.0844533, 0.338494, 1.0]], ['2, k, 9', [-0.00461585, 0.591585, 1.0]], ['2, k, 10', [-0.13031, 0.841002, 1.0]], ['2, k, 11', [-0.166113, 0.855869, 1.0]], ['2, k, 12', [-0.0458542, -0.173682, 1.0]], ['2, k, 13', [-0.0796368, -0.45351, 1.0]], ['2, k, 14', [-0.0840003, -0.703579, 1.0]], ['2, k, 15', [-0.0983026, -0.757078, 1.0]], ['2, k, 16', [0.0812055, -0.159604, 1.0]], ['2, k, 17', [0.097484, -0.458456, 1.0]], ['2, k, 18', [0.09958, -0.743088, 1.0]], ['2, k, 19', [0.131577, -0.673368, 1.0]], ['2, k, 20', [-0.0301469, 0.284164, 1.0]], ['2, k, 21', [-0.621718, 0.638508, 1.0]], ['2, k, 22', [-0.53215, 0.636349, 1.0]], ['2, k, 23', [-0.198128, 0.885607, 1.0]], ['2, k, 24', [-0.228174, 0.815837, 1.0]]]
[['2, k, 0', [0.0199721, -0.172599, 1.0]], ['2, k, 1', [-0.0111109, 0.0914973, 1.0]], ['2, k, 2', [-0.0350076, 0.3458, 1.0]], ['2, k, 3', [-0.0844909, 0.46189, 1.0]], ['2, k, 4', [-0.18402, 0.300455, 1.0]], ['2, k, 5', [-0.394827, 0.327309, 1.0]], ['2, k, 6', [-0.570533, 0.462727, 1.0]], ['2, k, 7', [-0.616046, 0.535176, 1.0]], ['2, k, 8', [0.0841983, 0.337315, 1.0]], ['2, k, 9', [-0.010548, 0.5887, 1.0]], ['2, k, 10', [-0.138501, 0.837327, 1.0]], ['2, k, 11', [-0.183042, 0.844343, 1.0]], ['2, k, 12', [-0.0445113, -0.177929, 1.0]], ['2, k, 13', [-0.0731324, -0.459343, 1.0]], ['2, k, 14', [-0.0826702, -0.703952, 1.0]], ['2, k, 15', [-0.0978546, -0.757465, 1.0]], ['2, k, 16', [0.084814, -0.163032, 1.0]], ['2, k, 17', [0.108709, -0.481616, 1.0]], ['2, k, 18', [0.107734, -0.74703, 1.0]], ['2, k, 19', [0.133616, -0.67407, 1.0]], ['2, k, 20', [-0.0301304, 0.284048, 1.0]], ['2, k, 21', [-0.650112, 0.591675, 1.0]], ['2, k, 22', [-0.590233, 0.575847, 1.0]], ['2, k, 23', [-0.223379, 0.877487, 1.0]], ['2, k, 24', [-0.249063, 0.801826, 1.0]]]
[['2, k, 0', [0.0238096, -0.172817, 1.0]], ['2, k, 1', [-0.00915236, 0.0908887, 1.0]], ['2, k, 2', [-0.0350983, 0.345673, 1.0]], ['2, k, 3', [-0.107116, 0.464262, 1.0]], ['2, k, 4', [-0.183197, 0.298524, 1.0]], ['2, k, 5', [-0.395603, 0.309817, 1.0]], ['2, k, 6', [-0.575047, 0.455936, 1.0]], ['2, k, 7', [-0.627854, 0.524293, 1.0]], ['2, k, 8', [0.0797232, 0.365832, 1.0]], ['2, k, 9', [-0.0361635, 0.605402, 1.0]], ['2, k, 10', [-0.160254, 0.810662, 1.0]], ['2, k, 11', [-0.203457, 0.835142, 1.0]], ['2, k, 12', [-0.0394328, -0.178762, 1.0]], ['2, k, 13', [-0.0614399, -0.47678, 1.0]], ['2, k, 14', [-0.0645999, -0.726836, 1.0]], ['2, k, 15', [-0.081174, -0.780162, 1.0]], ['2, k, 16', [0.0873639, -0.162764, 1.0]], ['2, k, 17', [0.111439, -0.486636, 1.0]], ['2, k, 18', [0.111651, -0.753154, 1.0]], ['2, k, 19', [0.146561, -0.663924, 1.0]], ['2, k, 20', [-0.0298913, 0.283763, 1.0]], ['2, k, 21', [-0.651775, 0.590222, 1.0]], ['2, k, 22', [-0.601903, 0.569869, 1.0]], ['2, k, 23', [-0.232641, 0.874019, 1.0]], ['2, k, 24', [-0.266316, 0.798589, 1.0]]]
[['2, k, 0', [0.0305664, -0.176301, 1.0]], ['2, k, 1', [-0.00678585, 0.0908854, 1.0]], ['2, k, 2', [-0.0354473, 0.348277, 1.0]], ['2, k, 3', [-0.105655, 0.465078, 1.0]], ['2, k, 4', [-0.181606, 0.290446, 1.0]], ['2, k, 5', [-0.394297, 0.294649, 1.0]], ['2, k, 6', [-0.581321, 0.437145, 1.0]], ['2, k, 7', [-0.636173, 0.528335, 1.0]], ['2, k, 8', [0.0718905, 0.385367, 1.0]], ['2, k, 9', [-0.0498211, 0.621159, 1.0]], ['2, k, 10', [-0.167933, 0.800606, 1.0]], ['2, k, 11', [-0.217784, 0.822915, 1.0]], ['2, k, 12', [-0.0306933, -0.183038, 1.0]], ['2, k, 13', [-0.0597659, -0.477722, 1.0]], ['2, k, 14', [-0.064016, -0.725949, 1.0]], ['2, k, 15', [-0.0830535, -0.779342, 1.0]], ['2, k, 16', [0.0917186, -0.165253, 1.0]], ['2, k, 17', [0.11625, -0.490325, 1.0]], ['2, k, 18', [0.112195, -0.753167, 1.0]], ['2, k, 19', [0.147365, -0.664197, 1.0]], ['2, k, 20', [-0.0294431, 0.284998, 1.0]], ['2, k, 21', [-0.651541, 0.579437, 1.0]], ['2, k, 22', [-0.560474, 0.583392, 1.0]], ['2, k, 23', [-0.256542, 0.86483, 1.0]], ['2, k, 24', [-0.277931, 0.787061, 1.0]]]
[['2, k, 0', [0.0371966, -0.182563, 1.0]], ['2, k, 1', [-0.00330482, 0.0884998, 1.0]], ['2, k, 2', [-0.0353631, 0.348382, 1.0]], ['2, k, 3', [-0.108022, 0.465308, 1.0]], ['2, k, 4', [-0.17708, 0.270327, 1.0]], ['2, k, 5', [-0.405034, 0.274631, 1.0]], ['2, k, 6', [-0.581723, 0.406443, 1.0]], ['2, k, 7', [-0.651038, 0.477137, 1.0]], ['2, k, 8', [0.0701378, 0.388371, 1.0]], ['2, k, 9', [-0.0659009, 0.617659, 1.0]], ['2, k, 10', [-0.18195, 0.790695, 1.0]], ['2, k, 11', [-0.233879, 0.81259, 1.0]], ['2, k, 12', [-0.0244248, -0.190635, 1.0]], ['2, k, 13', [-0.0562941, -0.483117, 1.0]], ['2, k, 14', [-0.063687, -0.724941, 1.0]], ['2, k, 15', [-0.0841561, -0.778448, 1.0]], ['2, k, 16', [0.0982585, -0.170179, 1.0]], ['2, k, 17', [0.11932, -0.492029, 1.0]], ['2, k, 18', [0.11376, -0.764116, 1.0]], ['2, k, 19', [0.149415, -0.676697, 1.0]], ['2, k, 20', [-0.0289157, 0.284858, 1.0]], ['2, k, 21', [-0.688736, 0.533016, 1.0]], ['2, k, 22', [-0.608374, 0.529469, 1.0]], ['2, k, 23', [-0.287074, 0.843094, 1.0]], ['2, k, 24', [-0.298255, 0.768032, 1.0]]]
[['2, k, 0', [0.0390256, -0.182306, 1.0]], ['2, k, 1', [-0.00144726, 0.0875964, 1.0]], ['2, k, 2', [-0.0352145, 0.34779, 1.0]], ['2, k, 3', [-0.111192, 0.464801, 1.0]], ['2, k, 4', [-0.176817, 0.26466, 1.0]], ['2, k, 5', [-0.389189, 0.251166, 1.0]], ['2, k, 6', [-0.586313, 0.399964, 1.0]], ['2, k, 7', [-0.65709, 0.465557, 1.0]], ['2, k, 8', [0.0651756, 0.395209, 1.0]], ['2, k, 9', [-0.0850248, 0.617834, 1.0]], ['2, k, 10', [-0.240381, 0.783007, 1.0]], ['2, k, 11', [-0.265764, 0.806788, 1.0]], ['2, k, 12', [-0.0209855, -0.190312, 1.0]], ['2, k, 13', [-0.0540797, -0.484941, 1.0]], ['2, k, 14', [-0.0633304, -0.724664, 1.0]], ['2, k, 15', [-0.0852502, -0.778197, 1.0]], ['2, k, 16', [0.0991152, -0.169944, 1.0]], ['2, k, 17', [0.125646, -0.49278, 1.0]], ['2, k, 18', [0.114377, -0.764313, 1.0]], ['2, k, 19', [0.150078, -0.676906, 1.0]], ['2, k, 20', [-0.0282313, 0.284038, 1.0]], ['2, k, 21', [-0.69047, 0.51644, 1.0]], ['2, k, 22', [-0.602364, 0.523401, 1.0]], ['2, k, 23', [-0.296537, 0.834255, 1.0]], ['2, k, 24', [-0.315937, 0.775744, 1.0]]]
[['2, k, 0', [0.0425477, -0.184955, 1.0]], ['2, k, 1', [0.000662159, 0.0851021, 1.0]], ['2, k, 2', [-0.035369, 0.346747, 1.0]], ['2, k, 3', [-0.108294, 0.468945, 1.0]], ['2, k, 4', [-0.174731, 0.249918, 1.0]], ['2, k, 5', [-0.387059, 0.238351, 1.0]], ['2, k, 6', [-0.592134, 0.34898, 1.0]], ['2, k, 7', [-0.664444, 0.430959, 1.0]], ['2, k, 8', [0.0650012, 0.39493, 1.0]], ['2, k, 9', [-0.0875057, 0.59535, 1.0]], ['2, k, 10', [-0.241187, 0.775565, 1.0]], ['2, k, 11', [-0.285721, 0.789977, 1.0]], ['2, k, 12', [-0.015744, -0.193837, 1.0]], ['2, k, 13', [-0.0493381, -0.490052, 1.0]], ['2, k, 14', [-0.0640826, -0.716413, 1.0]], ['2, k, 15', [-0.0868852, -0.770093, 1.0]], ['2, k, 16', [0.101512, -0.172168, 1.0]], ['2, k, 17', [0.130096, -0.494658, 1.0]], ['2, k, 18', [0.115036, -0.764148, 1.0]], ['2, k, 19', [0.150772, -0.676742, 1.0]], ['2, k, 20', [-0.0277925, 0.282632, 1.0]], ['2, k, 21', [-0.701381, 0.484729, 1.0]], ['2, k, 22', [-0.622359, 0.485162, 1.0]], ['2, k, 23', [-0.327214, 0.818092, 1.0]], ['2, k, 24', [-0.343204, 0.744579, 1.0]]]
[['2, k, 0', [0.0462844, -0.189043, 1.0]], ['2, k, 1', [0.00298154, 0.0823308, 1.0]], ['2, k, 2', [-0.0352381, 0.345941, 1.0]], ['2, k, 3', [-0.116311, 0.467636, 1.0]], ['2, k, 4', [-0.174377, 0.24335, 1.0]], ['2, k, 5', [-0.385993, 0.224554, 1.0]], ['2, k, 6', [-0.589977, 0.337606, 1.0]], ['2, k, 7', [-0.672572, 0.417835, 1.0]], ['2, k, 8', [0.0628114, 0.396215, 1.0]], ['2, k, 9', [-0.0891271, 0.589859, 1.0]], ['2, k, 10', [-0.257624, 0.752921, 1.0]], ['2, k, 11', [-0.300011, 0.777088, 1.0]], ['2, k, 12', [-0.0109259, -0.199603, 1.0]], ['2, k, 13', [-0.0438503, -0.499159, 1.0]], ['2, k, 14', [-0.0647407, -0.725087, 1.0]], ['2, k, 15', [-0.0876779, -0.798406, 1.0]], ['2, k, 16', [0.103727, -0.174563, 1.0]], ['2, k, 17', [0.134651, -0.497495, 1.0]], ['2, k, 18', [0.115935, -0.763911, 1.0]], ['2, k, 19', [0.151652, -0.68102, 1.0]], ['2, k, 20', [-0.0270461, 0.281282, 1.0]], ['2, k, 21', [-0.701282, 0.471369, 1.0]], ['2, k, 22', [-0.618483, 0.480274, 1.0]], ['2, k, 23', [-0.339079, 0.809801, 1.0]], ['2, k, 24', [-0.353818, 0.73542, 1.0]]]
[['2, k, 0', [0.0478031, -0.203412, 1.0]], ['2, k, 1', [0.00423364, 0.0758606, 1.0]], ['2, k, 2', [-0.0352537, 0.344802, 1.0]], ['2, k, 3', [-0.130955, 0.459805, 1.0]], ['2, k, 4', [-0.174714, 0.239764, 1.0]], ['2, k, 5', [-0.38492, 0.210463, 1.0]], ['2, k, 6', [-0.579378, 0.292719, 1.0]], ['2, k, 7', [-0.677666, 0.397968, 1.0]], ['2, k, 8', [0.0610152, 0.347114, 1.0]], ['2, k, 9', [-0.108723, 0.569216, 1.0]], ['2, k, 10', [-0.262547, 0.733064, 1.0]], ['2, k, 11', [-0.312034, 0.760996, 1.0]], ['2, k, 12', [-0.0116762, -0.214153, 1.0]], ['2, k, 13', [-0.0420041, -0.497358, 1.0]], ['2, k, 14', [-0.064329, -0.723375, 1.0]], ['2, k, 15', [-0.0741764, -0.794108, 1.0]], ['2, k, 16', [0.106661, -0.188182, 1.0]], ['2, k, 17', [0.137038, -0.509485, 1.0]], ['2, k, 18', [0.116372, -0.763956, 1.0]], ['2, k, 19', [0.151896, -0.683926, 1.0]], ['2, k, 20', [-0.0266152, 0.279061, 1.0]], ['2, k, 21', [-0.70338, 0.444871, 1.0]], ['2, k, 22', [-0.619202, 0.46348, 1.0]], ['2, k, 23', [-0.359143, 0.791842, 1.0]], ['2, k, 24', [-0.374914, 0.710357, 1.0]]]
[['2, k, 0', [0.0506152, -0.217232, 1.0]], ['2, k, 1', [0.00422358, 0.0651805, 1.0]], ['2, k, 2', [-0.0383481, 0.338572, 1.0]], ['2, k, 3', [-0.134681, 0.454232, 1.0]], ['2, k, 4', [-0.174836, 0.237309, 1.0]], ['2, k, 5', [-0.374296, 0.167435, 1.0]], ['2, k, 6', [-0.575516, 0.285363, 1.0]], ['2, k, 7', [-0.658511, 0.333347, 1.0]], ['2, k, 8', [0.060666, 0.329557, 1.0]], ['2, k, 9', [-0.106937, 0.553902, 1.0]], ['2, k, 10', [-0.265798, 0.721483, 1.0]], ['2, k, 11', [-0.318183, 0.747338, 1.0]], ['2, k, 12', [-0.00743387, -0.227131, 1.0]], ['2, k, 13', [-0.0384642, -0.499044, 1.0]], ['2, k, 14', [-0.0631524, -0.725251, 1.0]], ['2, k, 15', [-0.0818024, -0.7884, 1.0]], ['2, k, 16', [0.107607, -0.202641, 1.0]], ['2, k, 17', [0.139377, -0.519101, 1.0]], ['2, k, 18', [0.117368, -0.764316, 1.0]], ['2, k, 19', [0.15267, -0.686565, 1.0]], ['2, k, 20', [-0.0286225, 0.271695, 1.0]], ['2, k, 21', [-0.708858, 0.389598, 1.0]], ['2, k, 22', [-0.656028, 0.386114, 1.0]], ['2, k, 23', [-0.366015, 0.785466, 1.0]], ['2, k, 24', [-0.379774, 0.703216, 1.0]]]
[['2, k, 0', [0.0542335, -0.220257, 1.0]], ['2, k, 1', [0.00533438, 0.061429, 1.0]], ['2, k, 2', [-0.0404427, 0.333885, 1.0]], ['2, k, 3', [-0.143804, 0.438573, 1.0]], ['2, k, 4', [-0.175319, 0.233515, 1.0]], ['2, k, 5', [-0.374672, 0.163529, 1.0]], ['2, k, 6', [-0.579491, 0.263058, 1.0]], ['2, k, 7', [-0.66262, 0.312121, 1.0]], ['2, k, 8', [0.06021, 0.309687, 1.0]], ['2, k, 9', [-0.0984329, 0.540844, 1.0]], ['2, k, 10', [-0.271859, 0.705178, 1.0]], ['2, k, 11', [-0.330243, 0.734602, 1.0]], ['2, k, 12', [-0.000962461, -0.230284, 1.0]], ['2, k, 13', [-0.0336181, -0.505382, 1.0]], ['2, k, 14', [-0.0630161, -0.73162, 1.0]], ['2, k, 15', [-0.0882519, -0.753356, 1.0]], ['2, k, 16', [0.109161, -0.205244, 1.0]], ['2, k, 17', [0.142243, -0.521369, 1.0]], ['2, k, 18', [0.118221, -0.76377, 1.0]], ['2, k, 19', [0.152879, -0.686749, 1.0]], ['2, k, 20', [-0.029573, 0.267187, 1.0]], ['2, k, 21', [-0.712359, 0.374593, 1.0]], ['2, k, 22', [-0.659763, 0.37172, 1.0]], ['2, k, 23', [-0.376711, 0.774195, 1.0]], ['2, k, 24', [-0.39019, 0.69054, 1.0]]]
[['2, k, 0', [0.0581836, -0.222419, 1.0]], ['2, k, 1', [0.00580526, 0.0597408, 1.0]], ['2, k, 2', [-0.0432862, 0.331747, 1.0]], ['2, k, 3', [-0.150803, 0.434247, 1.0]], ['2, k, 4', [-0.176256, 0.22114, 1.0]], ['2, k, 5', [-0.376913, 0.15523, 1.0]], ['2, k, 6', [-0.579378, 0.242551, 1.0]], ['2, k, 7', [-0.659997, 0.291822, 1.0]], ['2, k, 8', [0.0602659, 0.305468, 1.0]], ['2, k, 9', [-0.0968423, 0.537925, 1.0]], ['2, k, 10', [-0.288726, 0.695568, 1.0]], ['2, k, 11', [-0.342796, 0.722296, 1.0]], ['2, k, 12', [0.00412651, -0.233056, 1.0]], ['2, k, 13', [-0.0318153, -0.507721, 1.0]], ['2, k, 14', [-0.0622671, -0.733804, 1.0]], ['2, k, 15', [-0.084231, -0.738674, 1.0]], ['2, k, 16', [0.111564, -0.206579, 1.0]], ['2, k, 17', [0.147722, -0.522298, 1.0]], ['2, k, 18', [0.119622, -0.763092, 1.0]], ['2, k, 19', [0.153533, -0.686967, 1.0]], ['2, k, 20', [-0.0311414, 0.265193, 1.0]], ['2, k, 21', [-0.707336, 0.362058, 1.0]], ['2, k, 22', [-0.665679, 0.358654, 1.0]], ['2, k, 23', [-0.398854, 0.748502, 1.0]], ['2, k, 24', [-0.384905, 0.682279, 1.0]]]
