[['2, k, 0', [-0.14612, -0.325219, 1.0]], ['2, k, 1', [-0.158289, -0.0487215, 1.0]], ['2, k, 2', [-0.169161, 0.221124, 1.0]], ['2, k, 3', [-0.163593, 0.363284, 1.0]], ['2, k, 4', [-0.35, 0.132935, 1.0]], ['2, k, 5', [-0.51414, -0.00745299, 1.0]], ['2, k, 6', [-0.443763, -0.186556, 1.0]], ['2, k, 7', [-0.418689, -0.168261, 1.0]], ['2, k, 8', [0.00782572, 0.13689, 1.0]], ['2, k, 9', [0.194063, 0.00609933, 1.0]], ['2, k, 10', [0.108485, -0.162837, 1.0]], ['2, k, 11', [0.0519668, -0.20462, 1.0]], ['2, k, 12', [-0.225604, -0.321325, 1.0]], ['2, k, 13', [-0.277626, -0.664114, 1.0]], ['2, k, 14', [-0.351634, -1.08035, 1.0]], ['2, k, 15', [-0.362305, -1.14844, 1.0]], ['2, k, 16', [-0.0623622, -0.319645, 1.0]], ['2, k, 17', [0.00118281, -0.658798, 1.0]], ['2, k, 18', [0.0721679, -1.07164, 1.0]], ['2, k, 19', [0.0793457, -1.15039, 1.0]], ['2, k, 20', [-0.16666, 0.154632, 1.0]], ['2, k, 21', [-0.361725, -0.229587, 1.0]], ['2, k, 22', [-0.452288, -0.168342, 1.0]], ['2, k, 23', [0.0284647, -0.285468, 1.0]], ['2, k, 24', [0.105171, -0.190206, 1.0]]]
[['2, k, 0', [-0.119828, -0.320482, 1.0]], ['2, k, 1', [-0.127816, -0.0592452, 1.0]], ['2, k, 2', [-0.135605, 0.195945, 1.0]], ['2, k, 3', [-0.12598, 0.336564, 1.0]], ['2, k, 4', [-0.310949, 0.116206, 1.0]], ['2, k, 5', [-0.475781, -0.01512, 1.0]], ['2, k, 6', [-0.382279, -0.170559, 1.0]], ['2, k, 7', [-0.336603, -0.201884, 1.0]], ['2, k, 8', [0.0286246, 0.118678, 1.0]], ['2, k, 9', [0.219184, -0.00416166, 1.0]], ['2, k, 10', [0.124378, -0.157792, 1.0]], ['2, k, 11', [0.104588, -0.175799, 1.0]], ['2, k, 12', [-0.200241, -0.319807, 1.0]], ['2, k, 13', [-0.271015, -0.668549, 1.0]], ['2, k, 14', [-0.353474, -1.07838, 1.0]], ['2, k, 15', [-0.363463, -1.14716, 1.0]], ['2, k, 16', [-0.0361076, -0.311937, 1.0]], ['2, k, 17', [0.00744231, -0.665704, 1.0]], ['2, k, 18', [0.0722726, -1.07864, 1.0]], ['2, k, 19', [0.0762566, -1.13843, 1.0]], ['2, k, 20', [-0.133729, 0.133071, 1.0]], ['2, k, 21', [-0.314018, -0.292157, 1.0]], ['2, k, 22', [-0.282877, -0.165301, 1.0]], ['2, k, 23', [0.0816659, -0.221049, 1.0]], ['2, k, 24', [0.087769, -0.152749, 1.0]]]
[['2, k, 0', [-0.128264, -0.32088, 1.0]], ['2, k, 1', [-0.13278, -0.0586469, 1.0]], ['2, k, 2', [-0.137882, 0.197061, 1.0]], ['2, k, 3', [-0.127396, 0.338874, 1.0]], ['2, k, 4', [-0.31405, 0.117277, 1.0]], ['2, k, 5', [-0.484127, -0.0133867, 1.0]], ['2, k, 6', [-0.406829, -0.178004, 1.0]], ['2, k, 7', [-0.376918, -0.184801, 1.0]], ['2, k, 8', [0.0270346, 0.119194, 1.0]], ['2, k, 9', [0.212075, -0.00869643, 1.0]], ['2, k, 10', [0.124457, -0.15748, 1.0]], ['2, k, 11', [0.0872129, -0.184955, 1.0]], ['2, k, 12', [-0.208549, -0.319142, 1.0]], ['2, k, 13', [-0.276924, -0.670228, 1.0]], ['2, k, 14', [-0.35449, -1.08013, 1.0]], ['2, k, 15', [-0.363052, -1.14804, 1.0]], ['2, k, 16', [-0.0444601, -0.313442, 1.0]], ['2, k, 17', [0.0038434, -0.666468, 1.0]], ['2, k, 18', [0.0716365, -1.08032, 1.0]], ['2, k, 19', [0.0758945, -1.13854, 1.0]], ['2, k, 20', [-0.13659, 0.134096, 1.0]], ['2, k, 21', [-0.320958, -0.257373, 1.0]], ['2, k, 22', [-0.317806, -0.198115, 1.0]], ['2, k, 23', [0.0452981, -0.264728, 1.0]], ['2, k, 24', [0.0426956, -0.179966, 1.0]]]
[['2, k, 0', [-0.136886, -0.320764, 1.0]], ['2, k, 1', [-0.137501, -0.0580119, 1.0]], ['2, k, 2', [-0.139465, 0.197908, 1.0]], ['2, k, 3', [-0.128246, 0.341361, 1.0]], ['2, k, 4', [-0.316542, 0.119342, 1.0]], ['2, k, 5', [-0.488535, -0.00745454, 1.0]], ['2, k, 6', [-0.409862, -0.170987, 1.0]], ['2, k, 7', [-0.356285, -0.201835, 1.0]], ['2, k, 8', [0.0258167, 0.119421, 1.0]], ['2, k, 9', [0.208112, -0.00871204, 1.0]], ['2, k, 10', [0.123816, -0.158048, 1.0]], ['2, k, 11', [0.0821703, -0.18732, 1.0]], ['2, k, 12', [-0.216894, -0.318113, 1.0]], ['2, k, 13', [-0.282155, -0.671275, 1.0]], ['2, k, 14', [-0.354664, -1.07994, 1.0]], ['2, k, 15', [-0.363145, -1.14846, 1.0]], ['2, k, 16', [-0.0530782, -0.314254, 1.0]], ['2, k, 17', [-0.00796771, -0.657195, 1.0]], ['2, k, 18', [0.0706054, -1.07791, 1.0]], ['2, k, 19', [0.0749124, -1.13742, 1.0]], ['2, k, 20', [-0.138833, 0.134928, 1.0]], ['2, k, 21', [-0.318852, -0.296033, 1.0]], ['2, k, 22', [-0.312649, -0.161931, 1.0]], ['2, k, 23', [0.0431355, -0.270518, 1.0]], ['2, k, 24', [0.036862, -0.1846, 1.0]]]
[['2, k, 0', [-0.144396, -0.321211, 1.0]], ['2, k, 1', [-0.142145, -0.0574883, 1.0]], ['2, k, 2', [-0.141232, 0.199021, 1.0]], ['2, k, 3', [-0.128949, 0.343033, 1.0]], ['2, k, 4', [-0.319567, 0.122365, 1.0]], ['2, k, 5', [-0.493168, -0.00239477, 1.0]], ['2, k, 6', [-0.413677, -0.165087, 1.0]], ['2, k, 7', [-0.3664, -0.196779, 1.0]], ['2, k, 8', [0.0237221, 0.119606, 1.0]], ['2, k, 9', [0.203637, -0.00909051, 1.0]], ['2, k, 10', [0.113054, -0.160419, 1.0]], ['2, k, 11', [0.0745787, -0.191105, 1.0]], ['2, k, 12', [-0.224774, -0.317434, 1.0]], ['2, k, 13', [-0.289179, -0.670734, 1.0]], ['2, k, 14', [-0.35386, -1.07575, 1.0]], ['2, k, 15', [-0.36266, -1.14868, 1.0]], ['2, k, 16', [-0.0600906, -0.315734, 1.0]], ['2, k, 17', [-0.00805632, -0.661521, 1.0]], ['2, k, 18', [0.0708961, -1.07822, 1.0]], ['2, k, 19', [0.074643, -1.1373, 1.0]], ['2, k, 20', [-0.141265, 0.135947, 1.0]], ['2, k, 21', [-0.328556, -0.292188, 1.0]], ['2, k, 22', [-0.321484, -0.161717, 1.0]], ['2, k, 23', [0.0297454, -0.280835, 1.0]], ['2, k, 24', [0.0308807, -0.189, 1.0]]]
[['2, k, 0', [-0.151134, -0.321255, 1.0]], ['2, k, 1', [-0.146621, -0.0570883, 1.0]], ['2, k, 2', [-0.143086, 0.199838, 1.0]], ['2, k, 3', [-0.129705, 0.344792, 1.0]], ['2, k, 4', [-0.323185, 0.124881, 1.0]], ['2, k, 5', [-0.497821, 0.00166929, 1.0]], ['2, k, 6', [-0.416702, -0.160163, 1.0]], ['2, k, 7', [-0.369649, -0.195771, 1.0]], ['2, k, 8', [0.0210572, 0.119816, 1.0]], ['2, k, 9', [0.198743, -0.00945959, 1.0]], ['2, k, 10', [0.102607, -0.165348, 1.0]], ['2, k, 11', [0.0817588, -0.182907, 1.0]], ['2, k, 12', [-0.2317, -0.316718, 1.0]], ['2, k, 13', [-0.293125, -0.671445, 1.0]], ['2, k, 14', [-0.353874, -1.07572, 1.0]], ['2, k, 15', [-0.362759, -1.14785, 1.0]], ['2, k, 16', [-0.0663703, -0.316515, 1.0]], ['2, k, 17', [-0.00920838, -0.663471, 1.0]], ['2, k, 18', [0.070557, -1.08037, 1.0]], ['2, k, 19', [0.0715882, -1.14755, 1.0]], ['2, k, 20', [-0.143786, 0.136689, 1.0]], ['2, k, 21', [-0.337691, -0.291053, 1.0]], ['2, k, 22', [-0.318945, -0.160943, 1.0]], ['2, k, 23', [0.0598911, -0.224754, 1.0]], ['2, k, 24', [0.0622506, -0.162824, 1.0]]]
[['2, k, 0', [-0.159509, -0.322049, 1.0]], ['2, k, 1', [-0.151284, -0.0570031, 1.0]], ['2, k, 2', [-0.14457, 0.200512, 1.0]], ['2, k, 3', [-0.130498, 0.346075, 1.0]], ['2, k, 4', [-0.325511, 0.126961, 1.0]], ['2, k, 5', [-0.50371, 0.00482791, 1.0]], ['2, k, 6', [-0.420761, -0.15643, 1.0]], ['2, k, 7', [-0.375668, -0.193598, 1.0]], ['2, k, 8', [0.018054, 0.119971, 1.0]], ['2, k, 9', [0.194484, -0.0100263, 1.0]], ['2, k, 10', [0.101303, -0.16454, 1.0]], ['2, k, 11', [0.0751054, -0.185152, 1.0]], ['2, k, 12', [-0.239848, -0.316969, 1.0]], ['2, k, 13', [-0.299271, -0.670734, 1.0]], ['2, k, 14', [-0.354417, -1.0758, 1.0]], ['2, k, 15', [-0.36271, -1.14787, 1.0]], ['2, k, 16', [-0.0746726, -0.317857, 1.0]], ['2, k, 17', [-0.0122295, -0.664008, 1.0]], ['2, k, 18', [0.0702965, -1.08012, 1.0]], ['2, k, 19', [0.0732142, -1.14452, 1.0]], ['2, k, 20', [-0.145987, 0.137268, 1.0]], ['2, k, 21', [-0.344903, -0.284012, 1.0]], ['2, k, 22', [-0.324241, -0.157254, 1.0]], ['2, k, 23', [0.0536751, -0.228818, 1.0]], ['2, k, 24', [0.05555, -0.166321, 1.0]]]
[['2, k, 0', [-0.166234, -0.322146, 1.0]], ['2, k, 1', [-0.155863, -0.056852, 1.0]], ['2, k, 2', [-0.146481, 0.201071, 1.0]], ['2, k, 3', [-0.131401, 0.346933, 1.0]], ['2, k, 4', [-0.327845, 0.128537, 1.0]], ['2, k, 5', [-0.507997, 0.00937623, 1.0]], ['2, k, 6', [-0.425634, -0.152784, 1.0]], ['2, k, 7', [-0.381632, -0.189848, 1.0]], ['2, k, 8', [0.0220992, 0.117321, 1.0]], ['2, k, 9', [0.188029, -0.0146912, 1.0]], ['2, k, 10', [0.0996865, -0.16435, 1.0]], ['2, k, 11', [0.0548137, -0.197271, 1.0]], ['2, k, 12', [-0.24598, -0.316309, 1.0]], ['2, k, 13', [-0.310553, -0.700248, 1.0]], ['2, k, 14', [-0.355331, -1.07626, 1.0]], ['2, k, 15', [-0.362652, -1.14794, 1.0]], ['2, k, 16', [-0.0818252, -0.318789, 1.0]], ['2, k, 17', [-0.0154552, -0.665473, 1.0]], ['2, k, 18', [0.0695234, -1.07742, 1.0]], ['2, k, 19', [0.0730217, -1.1384, 1.0]], ['2, k, 20', [-0.148608, 0.137732, 1.0]], ['2, k, 21', [-0.355783, -0.277943, 1.0]], ['2, k, 22', [-0.329034, -0.152211, 1.0]], ['2, k, 23', [0.00469234, -0.285696, 1.0]], ['2, k, 24', [0.00597859, -0.191729, 1.0]]]
[['2, k, 0', [-0.172999, -0.323978, 1.0]], ['2, k, 1', [-0.160546, -0.0573973, 1.0]], ['2, k, 2', [-0.148735, 0.201647, 1.0]], ['2, k, 3', [-0.132374, 0.347826, 1.0]], ['2, k, 4', [-0.327795, 0.128396, 1.0]], ['2, k, 5', [-0.512101, 0.0119391, 1.0]], ['2, k, 6', [-0.429272, -0.150442, 1.0]], ['2, k, 7', [-0.386891, -0.188141, 1.0]], ['2, k, 8', [0.0215521, 0.117051, 1.0]], ['2, k, 9', [0.182891, -0.0169993, 1.0]], ['2, k, 10', [0.0959256, -0.167773, 1.0]], ['2, k, 11', [0.0468582, -0.200214, 1.0]], ['2, k, 12', [-0.253025, -0.317478, 1.0]], ['2, k, 13', [-0.311286, -0.700752, 1.0]], ['2, k, 14', [-0.356023, -1.07255, 1.0]], ['2, k, 15', [-0.362679, -1.1479, 1.0]], ['2, k, 16', [-0.0880933, -0.321186, 1.0]], ['2, k, 17', [-0.0245667, -0.660709, 1.0]], ['2, k, 18', [0.0686856, -1.07702, 1.0]], ['2, k, 19', [0.0740682, -1.13762, 1.0]], ['2, k, 20', [-0.151524, 0.138059, 1.0]], ['2, k, 21', [-0.359927, -0.277634, 1.0]], ['2, k, 22', [-0.334958, -0.150627, 1.0]], ['2, k, 23', [-0.00461125, -0.287721, 1.0]], ['2, k, 24', [-0.00699446, -0.192385, 1.0]]]
[['2, k, 0', [-0.182691, -0.325252, 1.0]], ['2, k, 1', [-0.166061, -0.0578441, 1.0]], ['2, k, 2', [-0.150714, 0.201981, 1.0]], ['2, k, 3', [-0.133283, 0.348404, 1.0]], ['2, k, 4', [-0.331029, 0.130058, 1.0]], ['2, k, 5', [-0.517338, 0.0144932, 1.0]], ['2, k, 6', [-0.43267, -0.147015, 1.0]], ['2, k, 7', [-0.397134, -0.186282, 1.0]], ['2, k, 8', [0.0126737, 0.116744, 1.0]], ['2, k, 9', [0.177086, -0.0200273, 1.0]], ['2, k, 10', [0.0874666, -0.171052, 1.0]], ['2, k, 11', [0.0476822, -0.19684, 1.0]], ['2, k, 12', [-0.263056, -0.317929, 1.0]], ['2, k, 13', [-0.315021, -0.683596, 1.0]], ['2, k, 14', [-0.356484, -1.0672, 1.0]], ['2, k, 15', [-0.362762, -1.14712, 1.0]], ['2, k, 16', [-0.0971677, -0.323202, 1.0]], ['2, k, 17', [-0.0285644, -0.67095, 1.0]], ['2, k, 18', [0.0661707, -1.07248, 1.0]], ['2, k, 19', [0.0744157, -1.13601, 1.0]], ['2, k, 20', [-0.154326, 0.138217, 1.0]], ['2, k, 21', [-0.366047, -0.273927, 1.0]], ['2, k, 22', [-0.345725, -0.147756, 1.0]], ['2, k, 23', [0.0179806, -0.247734, 1.0]], ['2, k, 24', [0.0081603, -0.189874, 1.0]]]
[['2, k, 0', [-0.188002, -0.326124, 1.0]], ['2, k, 1', [-0.170049, -0.0581719, 1.0]], ['2, k, 2', [-0.152981, 0.202349, 1.0]], ['2, k, 3', [-0.134473, 0.349022, 1.0]], ['2, k, 4', [-0.333627, 0.130812, 1.0]], ['2, k, 5', [-0.522808, 0.0165109, 1.0]], ['2, k, 6', [-0.435304, -0.144464, 1.0]], ['2, k, 7', [-0.40609, -0.18597, 1.0]], ['2, k, 8', [0.00764222, 0.116731, 1.0]], ['2, k, 9', [0.172136, -0.0217187, 1.0]], ['2, k, 10', [0.0844666, -0.173639, 1.0]], ['2, k, 11', [0.0377021, -0.201876, 1.0]], ['2, k, 12', [-0.267913, -0.318287, 1.0]], ['2, k, 13', [-0.324573, -0.665845, 1.0]], ['2, k, 14', [-0.357023, -1.06407, 1.0]], ['2, k, 15', [-0.362547, -1.14662, 1.0]], ['2, k, 16', [-0.102813, -0.324587, 1.0]], ['2, k, 17', [-0.0324545, -0.66964, 1.0]], ['2, k, 18', [0.0642036, -1.07281, 1.0]], ['2, k, 19', [0.0741908, -1.13367, 1.0]], ['2, k, 20', [-0.157057, 0.138387, 1.0]], ['2, k, 21', [-0.369714, -0.274387, 1.0]], ['2, k, 22', [-0.358684, -0.149706, 1.0]], ['2, k, 23', [-0.0170205, -0.284068, 1.0]], ['2, k, 24', [-0.0076247, -0.191574, 1.0]]]
[['2, k, 0', [-0.195271, -0.328005, 1.0]], ['2, k, 1', [-0.175574, -0.0588748, 1.0]], ['2, k, 2', [-0.156524, 0.202808, 1.0]], ['2, k, 3', [-0.136153, 0.34949, 1.0]], ['2, k, 4', [-0.335425, 0.131302, 1.0]], ['2, k, 5', [-0.527242, 0.0180817, 1.0]], ['2, k, 6', [-0.443388, -0.146593, 1.0]], ['2, k, 7', [-0.431753, -0.170486, 1.0]], ['2, k, 8', [0.00369524, 0.116847, 1.0]], ['2, k, 9', [0.16704, -0.0231524, 1.0]], ['2, k, 10', [0.0714648, -0.176082, 1.0]], ['2, k, 11', [0.0562419, -0.189072, 1.0]], ['2, k, 12', [-0.275236, -0.319428, 1.0]], ['2, k, 13', [-0.327375, -0.66404, 1.0]], ['2, k, 14', [-0.357053, -1.06148, 1.0]], ['2, k, 15', [-0.362854, -1.14618, 1.0]], ['2, k, 16', [-0.109791, -0.327123, 1.0]], ['2, k, 17', [-0.035976, -0.677291, 1.0]], ['2, k, 18', [0.0634052, -1.07312, 1.0]], ['2, k, 19', [0.0740978, -1.13834, 1.0]], ['2, k, 20', [-0.161132, 0.138538, 1.0]], ['2, k, 21', [-0.409096, -0.217773, 1.0]], ['2, k, 22', [-0.385238, -0.156336, 1.0]], ['2, k, 23', [0.0386995, -0.24067, 1.0]], ['2, k, 24', [0.0342479, -0.170328, 1.0]]]
[['2, k, 0', [-0.202843, -0.329681, 1.0]], ['2, k, 1', [-0.181156, -0.0594254, 1.0]], ['2, k, 2', [-0.16013, 0.203388, 1.0]], ['2, k, 3', [-0.138802, 0.349847, 1.0]], ['2, k, 4', [-0.339212, 0.131365, 1.0]], ['2, k, 5', [-0.531716, 0.0196544, 1.0]], ['2, k, 6', [-0.443387, -0.148149, 1.0]], ['2, k, 7', [-0.45393, -0.159363, 1.0]], ['2, k, 8', [-0.000123161, 0.11638, 1.0]], ['2, k, 9', [0.161759, -0.0252179, 1.0]], ['2, k, 10', [0.0703719, -0.177412, 1.0]], ['2, k, 11', [0.0364772, -0.199527, 1.0]], ['2, k, 12', [-0.282614, -0.320488, 1.0]], ['2, k, 13', [-0.330784, -0.67497, 1.0]], ['2, k, 14', [-0.357718, -1.0622, 1.0]], ['2, k, 15', [-0.363438, -1.14623, 1.0]], ['2, k, 16', [-0.117289, -0.329371, 1.0]], ['2, k, 17', [-0.0454163, -0.667714, 1.0]], ['2, k, 18', [0.0629146, -1.07442, 1.0]], ['2, k, 19', [0.0749145, -1.14002, 1.0]], ['2, k, 20', [-0.165235, 0.138814, 1.0]], ['2, k, 21', [-0.423149, -0.205611, 1.0]], ['2, k, 22', [-0.411445, -0.147235, 1.0]], ['2, k, 23', [0.0138501, -0.248504, 1.0]], ['2, k, 24', [0.0146398, -0.181344, 1.0]]]
[['2, k, 0', [-0.209073, -0.330396, 1.0]], ['2, k, 1', [-0.186189, -0.0598083, 1.0]], ['2, k, 2', [-0.163499, 0.203598, 1.0]], ['2, k, 3', [-0.141629, 0.350435, 1.0]], ['2, k, 4', [-0.342238, 0.132162, 1.0]], ['2, k, 5', [-0.536368, 0.0212821, 1.0]], ['2, k, 6', [-0.478236, -0.157582, 1.0]], ['2, k, 7', [-0.428183, -0.185205, 1.0]], ['2, k, 8', [-0.00466236, 0.116066, 1.0]], ['2, k, 9', [0.155255, -0.0253899, 1.0]], ['2, k, 10', [0.0670574, -0.179347, 1.0]], ['2, k, 11', [0.0324153, -0.201213, 1.0]], ['2, k, 12', [-0.288394, -0.320413, 1.0]], ['2, k, 13', [-0.341857, -0.649451, 1.0]], ['2, k, 14', [-0.357595, -1.06126, 1.0]], ['2, k, 15', [-0.363131, -1.14554, 1.0]], ['2, k, 16', [-0.123825, -0.330889, 1.0]], ['2, k, 17', [-0.0500963, -0.665004, 1.0]], ['2, k, 18', [0.0626163, -1.07447, 1.0]], ['2, k, 19', [0.0752761, -1.1397, 1.0]], ['2, k, 20', [-0.169089, 0.138847, 1.0]], ['2, k, 21', [-0.391328, -0.277255, 1.0]], ['2, k, 22', [-0.385489, -0.163212, 1.0]], ['2, k, 23', [0.0138806, -0.247809, 1.0]], ['2, k, 24', [0.0105646, -0.184466, 1.0]]]
[['2, k, 0', [-0.217752, -0.331134, 1.0]], ['2, k, 1', [-0.192669, -0.0600644, 1.0]], ['2, k, 2', [-0.16803, 0.203966, 1.0]], ['2, k, 3', [-0.144737, 0.350554, 1.0]], ['2, k, 4', [-0.345308, 0.13283, 1.0]], ['2, k, 5', [-0.540891, 0.023144, 1.0]], ['2, k, 6', [-0.478776, -0.153861, 1.0]], ['2, k, 7', [-0.428727, -0.187846, 1.0]], ['2, k, 8', [-0.00795407, 0.116244, 1.0]], ['2, k, 9', [0.15209, -0.0252325, 1.0]], ['2, k, 10', [0.0621489, -0.178649, 1.0]], ['2, k, 11', [0.0575447, -0.179965, 1.0]], ['2, k, 12', [-0.296538, -0.320404, 1.0]], ['2, k, 13', [-0.344061, -0.652956, 1.0]], ['2, k, 14', [-0.357844, -1.06157, 1.0]], ['2, k, 15', [-0.36402, -1.14493, 1.0]], ['2, k, 16', [-0.132744, -0.332342, 1.0]], ['2, k, 17', [-0.0528324, -0.665907, 1.0]], ['2, k, 18', [0.0614018, -1.07234, 1.0]], ['2, k, 19', [0.0755459, -1.13969, 1.0]], ['2, k, 20', [-0.174097, 0.139027, 1.0]], ['2, k, 21', [-0.396962, -0.275653, 1.0]], ['2, k, 22', [-0.384712, -0.15352, 1.0]], ['2, k, 23', [0.026072, -0.227254, 1.0]], ['2, k, 24', [0.0299775, -0.16202, 1.0]]]
[['2, k, 0', [-0.219852, -0.33193, 1.0]], ['2, k, 1', [-0.195578, -0.0606292, 1.0]], ['2, k, 2', [-0.171604, 0.203863, 1.0]], ['2, k, 3', [-0.148807, 0.35069, 1.0]], ['2, k, 4', [-0.348467, 0.132628, 1.0]], ['2, k, 5', [-0.545668, 0.0251372, 1.0]], ['2, k, 6', [-0.480592, -0.150937, 1.0]], ['2, k, 7', [-0.434102, -0.186766, 1.0]], ['2, k, 8', [-0.011328, 0.116135, 1.0]], ['2, k, 9', [0.145804, -0.0242375, 1.0]], ['2, k, 10', [0.0510162, -0.181058, 1.0]], ['2, k, 11', [0.00588658, -0.210527, 1.0]], ['2, k, 12', [-0.29867, -0.321044, 1.0]], ['2, k, 13', [-0.3472, -0.656118, 1.0]], ['2, k, 14', [-0.358602, -1.06217, 1.0]], ['2, k, 15', [-0.365582, -1.14558, 1.0]], ['2, k, 16', [-0.13472, -0.333257, 1.0]], ['2, k, 17', [-0.0557714, -0.666377, 1.0]], ['2, k, 18', [0.0614161, -1.07289, 1.0]], ['2, k, 19', [0.0747513, -1.13552, 1.0]], ['2, k, 20', [-0.177552, 0.138767, 1.0]], ['2, k, 21', [-0.400587, -0.274568, 1.0]], ['2, k, 22', [-0.390595, -0.15517, 1.0]], ['2, k, 23', [-0.0535774, -0.29626, 1.0]], ['2, k, 24', [-0.0425335, -0.204294, 1.0]]]
[['2, k, 0', [-0.22494, -0.333087, 1.0]], ['2, k, 1', [-0.200221, -0.0612687, 1.0]], ['2, k, 2', [-0.17582, 0.203744, 1.0]], ['2, k, 3', [-0.152293, 0.350845, 1.0]], ['2, k, 4', [-0.352255, 0.132771, 1.0]], ['2, k, 5', [-0.549974, 0.0252345, 1.0]], ['2, k, 6', [-0.481137, -0.149156, 1.0]], ['2, k, 7', [-0.43098, -0.182724, 1.0]], ['2, k, 8', [-0.0143672, 0.115682, 1.0]], ['2, k, 9', [0.138915, -0.0262608, 1.0]], ['2, k, 10', [0.050106, -0.181924, 1.0]], ['2, k, 11', [0.00513275, -0.210025, 1.0]], ['2, k, 12', [-0.303592, -0.321929, 1.0]], ['2, k, 13', [-0.359424, -0.641261, 1.0]], ['2, k, 14', [-0.358963, -1.0629, 1.0]], ['2, k, 15', [-0.365637, -1.14539, 1.0]], ['2, k, 16', [-0.13979, -0.334623, 1.0]], ['2, k, 17', [-0.0599585, -0.665617, 1.0]], ['2, k, 18', [0.0614534, -1.07275, 1.0]], ['2, k, 19', [0.0748821, -1.13332, 1.0]], ['2, k, 20', [-0.181869, 0.138504, 1.0]], ['2, k, 21', [-0.402852, -0.256638, 1.0]], ['2, k, 22', [-0.378788, -0.136467, 1.0]], ['2, k, 23', [-0.0538835, -0.299131, 1.0]], ['2, k, 24', [-0.0451853, -0.205508, 1.0]]]
[['2, k, 0', [-0.228827, -0.334597, 1.0]], ['2, k, 1', [-0.203615, -0.0619418, 1.0]], ['2, k, 2', [-0.178864, 0.203762, 1.0]], ['2, k, 3', [-0.15557, 0.350921, 1.0]], ['2, k, 4', [-0.355429, 0.132427, 1.0]], ['2, k, 5', [-0.554839, 0.0262533, 1.0]], ['2, k, 6', [-0.488973, -0.15026, 1.0]], ['2, k, 7', [-0.4404, -0.186293, 1.0]], ['2, k, 8', [-0.0164147, 0.115823, 1.0]], ['2, k, 9', [0.134341, -0.0278223, 1.0]], ['2, k, 10', [0.0474845, -0.185068, 1.0]], ['2, k, 11', [0.00219248, -0.210579, 1.0]], ['2, k, 12', [-0.307441, -0.323241, 1.0]], ['2, k, 13', [-0.361341, -0.636613, 1.0]], ['2, k, 14', [-0.359391, -1.06448, 1.0]], ['2, k, 15', [-0.365795, -1.14564, 1.0]], ['2, k, 16', [-0.143585, -0.336265, 1.0]], ['2, k, 17', [-0.062088, -0.666513, 1.0]], ['2, k, 18', [0.0605949, -1.07374, 1.0]], ['2, k, 19', [0.0776752, -1.14282, 1.0]], ['2, k, 20', [-0.184969, 0.138347, 1.0]], ['2, k, 21', [-0.408199, -0.267193, 1.0]], ['2, k, 22', [-0.392688, -0.154084, 1.0]], ['2, k, 23', [-0.0505249, -0.271773, 1.0]], ['2, k, 24', [-0.0230427, -0.191521, 1.0]]]
[['2, k, 0', [-0.232309, -0.336564, 1.0]], ['2, k, 1', [-0.206657, -0.0628337, 1.0]], ['2, k, 2', [-0.182159, 0.203606, 1.0]], ['2, k, 3', [-0.159671, 0.35026, 1.0]], ['2, k, 4', [-0.359069, 0.131912, 1.0]], ['2, k, 5', [-0.558857, 0.0264291, 1.0]], ['2, k, 6', [-0.491295, -0.149875, 1.0]], ['2, k, 7', [-0.443745, -0.189504, 1.0]], ['2, k, 8', [-0.021162, 0.114958, 1.0]], ['2, k, 9', [0.130925, -0.0285181, 1.0]], ['2, k, 10', [0.0458155, -0.186931, 1.0]], ['2, k, 11', [-0.0028689, -0.213532, 1.0]], ['2, k, 12', [-0.310978, -0.325238, 1.0]], ['2, k, 13', [-0.362904, -0.634983, 1.0]], ['2, k, 14', [-0.359617, -1.06514, 1.0]], ['2, k, 15', [-0.36585, -1.14563, 1.0]], ['2, k, 16', [-0.146895, -0.33813, 1.0]], ['2, k, 17', [-0.0642958, -0.669955, 1.0]], ['2, k, 18', [0.0608313, -1.07447, 1.0]], ['2, k, 19', [0.0747515, -1.13012, 1.0]], ['2, k, 20', [-0.1881, 0.138, 1.0]], ['2, k, 21', [-0.416165, -0.272844, 1.0]], ['2, k, 22', [-0.39903, -0.156489, 1.0]], ['2, k, 23', [-0.063838, -0.278961, 1.0]], ['2, k, 24', [-0.032564, -0.196901, 1.0]]]
