[['2, k, 0', [-0.503394, -0.386346, 1.0]], ['2, k, 1', [-0.517188, -0.0900978, 1.0]], ['2, k, 2', [-0.527587, 0.198972, 1.0]], ['2, k, 3', [-0.50933, 0.324772, 1.0]], ['2, k, 4', [-0.665813, 0.0933412, 1.0]], ['2, k, 5', [-0.705947, 0.0184414, 1.0]], ['2, k, 6', [-0.707286, -0.0242685, 1.0]], ['2, k, 7', [-0.715601, -0.0730841, 1.0]], ['2, k, 8', [-0.364348, 0.108705, 1.0]], ['2, k, 9', [-0.377689, -0.164385, 1.0]], ['2, k, 10', [-0.319153, -0.09654, 1.0]], ['2, k, 11', [-0.273934, -0.0646816, 1.0]], ['2, k, 12', [-0.56473, -0.384102, 1.0]], ['2, k, 13', [-0.589164, -0.715448, 1.0]], ['2, k, 14', [-0.565655, -1.05813, 1.0]], ['2, k, 15', [-0.555731, -1.09067, 1.0]], ['2, k, 16', [-0.4273, -0.377286, 1.0]], ['2, k, 17', [-0.34374, -0.72081, 1.0]], ['2, k, 18', [-0.293296, -1.07031, 1.0]], ['2, k, 19', [-0.28125, -1.12988, 1.0]], ['2, k, 20', [-0.525567, 0.127705, 1.0]], ['2, k, 21', [-0.715109, -0.112458, 1.0]], ['2, k, 22', [-0.766963, -0.0773081, 1.0]], ['2, k, 23', [-0.243466, -0.108077, 1.0]], ['2, k, 24', [-0.228691, -0.0709546, 1.0]]]
[['2, k, 0', [-0.47971, -0.679236, 1.0]], ['2, k, 1', [-0.459765, -0.468338, 1.0]], ['2, k, 2', [-0.435663, -0.256311, 1.0]], ['2, k, 3', [-0.446903, -0.119214, 1.0]], ['2, k, 4', [-0.563022, -0.302413, 1.0]], ['2, k, 5', [-0.601625, -0.310188, 1.0]], ['2, k, 6', [-0.596663, -0.348262, 1.0]], ['2, k, 7', [-0.597222, -0.38187, 1.0]], ['2, k, 8', [-0.321902, -0.253797, 1.0]], ['2, k, 9', [-0.294417, -0.320562, 1.0]], ['2, k, 10', [-0.315169, -0.376891, 1.0]], ['2, k, 11', [-0.329828, -0.401497, 1.0]], ['2, k, 12', [-0.529594, -0.673353, 1.0]], ['2, k, 13', [-0.627186, -0.896117, 1.0]], ['2, k, 14', [-0.570454, -1.09925, 1.0]], ['2, k, 15', [-0.584003, -1.15281, 1.0]], ['2, k, 16', [-0.416905, -0.666839, 1.0]], ['2, k, 17', [-0.174941, -0.776187, 1.0]], ['2, k, 18', [-0.257646, -1.10636, 1.0]], ['2, k, 19', [-0.241655, -1.15099, 1.0]], ['2, k, 20', [-0.442344, -0.309758, 1.0]], ['2, k, 21', [-0.592629, -0.400223, 1.0]], ['2, k, 22', [-0.637194, -0.385764, 1.0]], ['2, k, 23', [-0.335564, -0.412926, 1.0]], ['2, k, 24', [-0.373696, -0.40703, 1.0]]]
[['2, k, 0', [-0.43177, -0.631222, 1.0]], ['2, k, 1', [-0.439241, -0.417767, 1.0]], ['2, k, 2', [-0.443616, -0.206018, 1.0]], ['2, k, 3', [-0.448877, -0.0977775, 1.0]], ['2, k, 4', [-0.563356, -0.249311, 1.0]], ['2, k, 5', [-0.599488, -0.275792, 1.0]], ['2, k, 6', [-0.597537, -0.324672, 1.0]], ['2, k, 7', [-0.594247, -0.352161, 1.0]], ['2, k, 8', [-0.316621, -0.214273, 1.0]], ['2, k, 9', [-0.290141, -0.298508, 1.0]], ['2, k, 10', [-0.300612, -0.351948, 1.0]], ['2, k, 11', [-0.326368, -0.366713, 1.0]], ['2, k, 12', [-0.478279, -0.6288, 1.0]], ['2, k, 13', [-0.665338, -0.817361, 1.0]], ['2, k, 14', [-0.570839, -1.09663, 1.0]], ['2, k, 15', [-0.584189, -1.15178, 1.0]], ['2, k, 16', [-0.373497, -0.616463, 1.0]], ['2, k, 17', [-0.191761, -0.810276, 1.0]], ['2, k, 18', [-0.258376, -1.10871, 1.0]], ['2, k, 19', [-0.241081, -1.15322, 1.0]], ['2, k, 20', [-0.443083, -0.258723, 1.0]], ['2, k, 21', [-0.592576, -0.371364, 1.0]], ['2, k, 22', [-0.634558, -0.355695, 1.0]], ['2, k, 23', [-0.338608, -0.383442, 1.0]], ['2, k, 24', [-0.369281, -0.375191, 1.0]]]
[['2, k, 0', [-0.447788, -0.616089, 1.0]], ['2, k, 1', [-0.444793, -0.396842, 1.0]], ['2, k, 2', [-0.439016, -0.173578, 1.0]], ['2, k, 3', [-0.451031, -0.0411796, 1.0]], ['2, k, 4', [-0.561178, -0.20891, 1.0]], ['2, k, 5', [-0.594361, -0.258625, 1.0]], ['2, k, 6', [-0.588397, -0.295115, 1.0]], ['2, k, 7', [-0.591431, -0.31953, 1.0]], ['2, k, 8', [-0.315102, -0.194605, 1.0]], ['2, k, 9', [-0.28315, -0.265859, 1.0]], ['2, k, 10', [-0.309128, -0.306283, 1.0]], ['2, k, 11', [-0.325561, -0.331063, 1.0]], ['2, k, 12', [-0.495678, -0.609819, 1.0]], ['2, k, 13', [-0.602882, -0.889537, 1.0]], ['2, k, 14', [-0.569648, -1.09478, 1.0]], ['2, k, 15', [-0.584384, -1.14994, 1.0]], ['2, k, 16', [-0.38776, -0.605024, 1.0]], ['2, k, 17', [-0.224421, -0.855736, 1.0]], ['2, k, 18', [-0.258012, -1.10924, 1.0]], ['2, k, 19', [-0.241262, -1.15373, 1.0]], ['2, k, 20', [-0.441358, -0.229824, 1.0]], ['2, k, 21', [-0.592732, -0.338789, 1.0]], ['2, k, 22', [-0.630558, -0.322493, 1.0]], ['2, k, 23', [-0.336025, -0.347673, 1.0]], ['2, k, 24', [-0.37022, -0.34156, 1.0]]]
[['2, k, 0', [-0.445951, -0.578025, 1.0]], ['2, k, 1', [-0.444597, -0.346904, 1.0]], ['2, k, 2', [-0.440476, -0.12303, 1.0]], ['2, k, 3', [-0.454877, -0.00543979, 1.0]], ['2, k, 4', [-0.561019, -0.186522, 1.0]], ['2, k, 5', [-0.589484, -0.215187, 1.0]], ['2, k, 6', [-0.587129, -0.263639, 1.0]], ['2, k, 7', [-0.590808, -0.284901, 1.0]], ['2, k, 8', [-0.319439, -0.125262, 1.0]], ['2, k, 9', [-0.273448, -0.198338, 1.0]], ['2, k, 10', [-0.299502, -0.25548, 1.0]], ['2, k, 11', [-0.326158, -0.295595, 1.0]], ['2, k, 12', [-0.490033, -0.572584, 1.0]], ['2, k, 13', [-0.591101, -0.862218, 1.0]], ['2, k, 14', [-0.569692, -1.09444, 1.0]], ['2, k, 15', [-0.584316, -1.14935, 1.0]], ['2, k, 16', [-0.389477, -0.567455, 1.0]], ['2, k, 17', [-0.241128, -0.836625, 1.0]], ['2, k, 18', [-0.257362, -1.1101, 1.0]], ['2, k, 19', [-0.242176, -1.15467, 1.0]], ['2, k, 20', [-0.442048, -0.178623, 1.0]], ['2, k, 21', [-0.587424, -0.306877, 1.0]], ['2, k, 22', [-0.629738, -0.289883, 1.0]], ['2, k, 23', [-0.342641, -0.314039, 1.0]], ['2, k, 24', [-0.367133, -0.304695, 1.0]]]
[['2, k, 0', [-0.444521, -0.55723, 1.0]], ['2, k, 1', [-0.445185, -0.325346, 1.0]], ['2, k, 2', [-0.44332, -0.0941073, 1.0]], ['2, k, 3', [-0.453263, 0.0374867, 1.0]], ['2, k, 4', [-0.560554, -0.149271, 1.0]], ['2, k, 5', [-0.586916, -0.191308, 1.0]], ['2, k, 6', [-0.583405, -0.237797, 1.0]], ['2, k, 7', [-0.589845, -0.253615, 1.0]], ['2, k, 8', [-0.319589, -0.12143, 1.0]], ['2, k, 9', [-0.284866, -0.155389, 1.0]], ['2, k, 10', [-0.302934, -0.220662, 1.0]], ['2, k, 11', [-0.328763, -0.261489, 1.0]], ['2, k, 12', [-0.488887, -0.554248, 1.0]], ['2, k, 13', [-0.587069, -0.846842, 1.0]], ['2, k, 14', [-0.571005, -1.09187, 1.0]], ['2, k, 15', [-0.585075, -1.1488, 1.0]], ['2, k, 16', [-0.387768, -0.544256, 1.0]], ['2, k, 17', [-0.248841, -0.820025, 1.0]], ['2, k, 18', [-0.25893, -1.09522, 1.0]], ['2, k, 19', [-0.253962, -1.13482, 1.0]], ['2, k, 20', [-0.444277, -0.15161, 1.0]], ['2, k, 21', [-0.585969, -0.273398, 1.0]], ['2, k, 22', [-0.629152, -0.256239, 1.0]], ['2, k, 23', [-0.339605, -0.280221, 1.0]], ['2, k, 24', [-0.374958, -0.271706, 1.0]]]
[['2, k, 0', [-0.442284, -0.516064, 1.0]], ['2, k, 1', [-0.443377, -0.276692, 1.0]], ['2, k, 2', [-0.441526, -0.0420904, 1.0]], ['2, k, 3', [-0.454254, 0.0754279, 1.0]], ['2, k, 4', [-0.562232, -0.113191, 1.0]], ['2, k, 5', [-0.588835, -0.14205, 1.0]], ['2, k, 6', [-0.60421, -0.188661, 1.0]], ['2, k, 7', [-0.588895, -0.217517, 1.0]], ['2, k, 8', [-0.319492, -0.0660499, 1.0]], ['2, k, 9', [-0.295535, -0.139931, 1.0]], ['2, k, 10', [-0.308761, -0.203269, 1.0]], ['2, k, 11', [-0.324603, -0.222983, 1.0]], ['2, k, 12', [-0.488613, -0.516779, 1.0]], ['2, k, 13', [-0.575584, -0.814715, 1.0]], ['2, k, 14', [-0.57071, -1.09037, 1.0]], ['2, k, 15', [-0.586843, -1.14939, 1.0]], ['2, k, 16', [-0.383499, -0.499788, 1.0]], ['2, k, 17', [-0.255235, -0.785311, 1.0]], ['2, k, 18', [-0.257454, -1.09105, 1.0]], ['2, k, 19', [-0.251102, -1.12979, 1.0]], ['2, k, 20', [-0.442527, -0.0999645, 1.0]], ['2, k, 21', [-0.586387, -0.239023, 1.0]], ['2, k, 22', [-0.627525, -0.220605, 1.0]], ['2, k, 23', [-0.3347, -0.242869, 1.0]], ['2, k, 24', [-0.367699, -0.23134, 1.0]]]
[['2, k, 0', [-0.441833, -0.489583, 1.0]], ['2, k, 1', [-0.443115, -0.250145, 1.0]], ['2, k, 2', [-0.441355, -0.0133167, 1.0]], ['2, k, 3', [-0.455659, 0.116155, 1.0]], ['2, k, 4', [-0.56424, -0.0760933, 1.0]], ['2, k, 5', [-0.584256, -0.124763, 1.0]], ['2, k, 6', [-0.58336, -0.149178, 1.0]], ['2, k, 7', [-0.587959, -0.184349, 1.0]], ['2, k, 8', [-0.31847, -0.0306651, 1.0]], ['2, k, 9', [-0.290481, -0.117304, 1.0]], ['2, k, 10', [-0.303242, -0.166292, 1.0]], ['2, k, 11', [-0.326722, -0.190324, 1.0]], ['2, k, 12', [-0.489143, -0.4938, 1.0]], ['2, k, 13', [-0.567611, -0.793765, 1.0]], ['2, k, 14', [-0.571244, -1.0902, 1.0]], ['2, k, 15', [-0.562682, -1.12906, 1.0]], ['2, k, 16', [-0.382026, -0.471738, 1.0]], ['2, k, 17', [-0.263749, -0.763617, 1.0]], ['2, k, 18', [-0.257045, -1.09152, 1.0]], ['2, k, 19', [-0.252326, -1.12998, 1.0]], ['2, k, 20', [-0.442342, -0.0721246, 1.0]], ['2, k, 21', [-0.587901, -0.205368, 1.0]], ['2, k, 22', [-0.627737, -0.189131, 1.0]], ['2, k, 23', [-0.338961, -0.211563, 1.0]], ['2, k, 24', [-0.368, -0.196497, 1.0]]]
[['2, k, 0', [-0.436174, -0.461965, 1.0]], ['2, k, 1', [-0.439206, -0.216474, 1.0]], ['2, k, 2', [-0.439328, 0.0264025, 1.0]], ['2, k, 3', [-0.455483, 0.152399, 1.0]], ['2, k, 4', [-0.56492, -0.044407, 1.0]], ['2, k, 5', [-0.587286, -0.0887559, 1.0]], ['2, k, 6', [-0.588368, -0.129775, 1.0]], ['2, k, 7', [-0.588844, -0.1492, 1.0]], ['2, k, 8', [-0.313979, -0.0130324, 1.0]], ['2, k, 9', [-0.279948, -0.0918493, 1.0]], ['2, k, 10', [-0.305955, -0.130112, 1.0]], ['2, k, 11', [-0.322679, -0.151547, 1.0]], ['2, k, 12', [-0.483885, -0.468063, 1.0]], ['2, k, 13', [-0.561176, -0.766343, 1.0]], ['2, k, 14', [-0.569343, -1.09097, 1.0]], ['2, k, 15', [-0.582762, -1.14655, 1.0]], ['2, k, 16', [-0.376026, -0.442495, 1.0]], ['2, k, 17', [-0.271718, -0.74181, 1.0]], ['2, k, 18', [-0.256025, -1.0896, 1.0]], ['2, k, 19', [-0.253374, -1.12724, 1.0]], ['2, k, 20', [-0.439818, -0.033755, 1.0]], ['2, k, 21', [-0.591117, -0.172046, 1.0]], ['2, k, 22', [-0.627115, -0.154479, 1.0]], ['2, k, 23', [-0.334252, -0.174137, 1.0]], ['2, k, 24', [-0.364105, -0.16467, 1.0]]]
[['2, k, 0', [-0.441736, -0.441374, 1.0]], ['2, k, 1', [-0.442408, -0.188844, 1.0]], ['2, k, 2', [-0.439297, 0.0600447, 1.0]], ['2, k, 3', [-0.45738, 0.180392, 1.0]], ['2, k, 4', [-0.566709, -0.0104059, 1.0]], ['2, k, 5', [-0.586961, -0.0663101, 1.0]], ['2, k, 6', [-0.587556, -0.082826, 1.0]], ['2, k, 7', [-0.589584, -0.117324, 1.0]], ['2, k, 8', [-0.312529, 0.00825741, 1.0]], ['2, k, 9', [-0.293222, -0.0457519, 1.0]], ['2, k, 10', [-0.303264, -0.10669, 1.0]], ['2, k, 11', [-0.323692, -0.123577, 1.0]], ['2, k, 12', [-0.491696, -0.439361, 1.0]], ['2, k, 13', [-0.554175, -0.741311, 1.0]], ['2, k, 14', [-0.569228, -1.09044, 1.0]], ['2, k, 15', [-0.582682, -1.14635, 1.0]], ['2, k, 16', [-0.379692, -0.428985, 1.0]], ['2, k, 17', [-0.274357, -0.740994, 1.0]], ['2, k, 18', [-0.255121, -1.0911, 1.0]], ['2, k, 19', [-0.252046, -1.12824, 1.0]], ['2, k, 20', [-0.440673, -0.00155438, 1.0]], ['2, k, 21', [-0.591868, -0.139683, 1.0]], ['2, k, 22', [-0.626868, -0.122188, 1.0]], ['2, k, 23', [-0.335263, -0.144754, 1.0]], ['2, k, 24', [-0.362054, -0.129915, 1.0]]]
[['2, k, 0', [-0.437237, -0.421651, 1.0]], ['2, k, 1', [-0.439823, -0.167895, 1.0]], ['2, k, 2', [-0.438756, 0.0842338, 1.0]], ['2, k, 3', [-0.456341, 0.209422, 1.0]], ['2, k, 4', [-0.568988, 0.021176, 1.0]], ['2, k, 5', [-0.587623, -0.0534077, 1.0]], ['2, k, 6', [-0.59452, -0.0513179, 1.0]], ['2, k, 7', [-0.590206, -0.0888084, 1.0]], ['2, k, 8', [-0.309396, 0.0281373, 1.0]], ['2, k, 9', [-0.243518, 0.0133749, 1.0]], ['2, k, 10', [-0.296214, -0.0493839, 1.0]], ['2, k, 11', [-0.326053, -0.0940865, 1.0]], ['2, k, 12', [-0.486895, -0.424639, 1.0]], ['2, k, 13', [-0.552447, -0.735271, 1.0]], ['2, k, 14', [-0.569186, -1.08923, 1.0]], ['2, k, 15', [-0.582368, -1.14536, 1.0]], ['2, k, 16', [-0.375422, -0.405949, 1.0]], ['2, k, 17', [-0.277627, -0.736411, 1.0]], ['2, k, 18', [-0.255038, -1.09257, 1.0]], ['2, k, 19', [-0.253515, -1.12876, 1.0]], ['2, k, 20', [-0.439568, 0.0216326, 1.0]], ['2, k, 21', [-0.590963, -0.111896, 1.0]], ['2, k, 22', [-0.629229, -0.0960821, 1.0]], ['2, k, 23', [-0.334553, -0.117033, 1.0]], ['2, k, 24', [-0.367738, -0.104033, 1.0]]]
[['2, k, 0', [-0.432601, -0.410758, 1.0]], ['2, k, 1', [-0.436689, -0.149623, 1.0]], ['2, k, 2', [-0.438209, 0.109647, 1.0]], ['2, k, 3', [-0.455698, 0.237486, 1.0]], ['2, k, 4', [-0.570422, 0.0366431, 1.0]], ['2, k, 5', [-0.598726, 0.0198747, 1.0]], ['2, k, 6', [-0.595195, -0.0357389, 1.0]], ['2, k, 7', [-0.590737, -0.0644021, 1.0]], ['2, k, 8', [-0.307883, 0.0416772, 1.0]], ['2, k, 9', [-0.248401, 0.015576, 1.0]], ['2, k, 10', [-0.301507, -0.0129254, 1.0]], ['2, k, 11', [-0.32694, -0.0655265, 1.0]], ['2, k, 12', [-0.482019, -0.414427, 1.0]], ['2, k, 13', [-0.551073, -0.72703, 1.0]], ['2, k, 14', [-0.568954, -1.08723, 1.0]], ['2, k, 15', [-0.580733, -1.14468, 1.0]], ['2, k, 16', [-0.370972, -0.395008, 1.0]], ['2, k, 17', [-0.281178, -0.723348, 1.0]], ['2, k, 18', [-0.25516, -1.09197, 1.0]], ['2, k, 19', [-0.253266, -1.1274, 1.0]], ['2, k, 20', [-0.438281, 0.045425, 1.0]], ['2, k, 21', [-0.587344, -0.0881993, 1.0]], ['2, k, 22', [-0.625962, -0.0695435, 1.0]], ['2, k, 23', [-0.342013, -0.0899988, 1.0]], ['2, k, 24', [-0.37205, -0.0780798, 1.0]]]
[['2, k, 0', [-0.423145, -0.402002, 1.0]], ['2, k, 1', [-0.432906, -0.135497, 1.0]], ['2, k, 2', [-0.438874, 0.131808, 1.0]], ['2, k, 3', [-0.453166, 0.254929, 1.0]], ['2, k, 4', [-0.571754, 0.056135, 1.0]], ['2, k, 5', [-0.595011, 0.025621, 1.0]], ['2, k, 6', [-0.596401, -0.0243889, 1.0]], ['2, k, 7', [-0.593008, -0.0407733, 1.0]], ['2, k, 8', [-0.307544, 0.055641, 1.0]], ['2, k, 9', [-0.260799, 0.0351207, 1.0]], ['2, k, 10', [-0.306943, -0.000288176, 1.0]], ['2, k, 11', [-0.326836, -0.0411954, 1.0]], ['2, k, 12', [-0.477517, -0.407845, 1.0]], ['2, k, 13', [-0.550424, -0.721647, 1.0]], ['2, k, 14', [-0.568528, -1.08845, 1.0]], ['2, k, 15', [-0.580191, -1.14525, 1.0]], ['2, k, 16', [-0.355, -0.383938, 1.0]], ['2, k, 17', [-0.282857, -0.716351, 1.0]], ['2, k, 18', [-0.254533, -1.09035, 1.0]], ['2, k, 19', [-0.252646, -1.12482, 1.0]], ['2, k, 20', [-0.437739, 0.0652432, 1.0]], ['2, k, 21', [-0.591798, -0.0644279, 1.0]], ['2, k, 22', [-0.630113, -0.0455551, 1.0]], ['2, k, 23', [-0.340123, -0.0659622, 1.0]], ['2, k, 24', [-0.371627, -0.0538595, 1.0]]]
[['2, k, 0', [-0.424174, -0.390902, 1.0]], ['2, k, 1', [-0.433407, -0.118773, 1.0]], ['2, k, 2', [-0.439222, 0.152634, 1.0]], ['2, k, 3', [-0.45143, 0.276105, 1.0]], ['2, k, 4', [-0.572182, 0.071057, 1.0]], ['2, k, 5', [-0.597404, 0.0508446, 1.0]], ['2, k, 6', [-0.592376, -0.0100684, 1.0]], ['2, k, 7', [-0.594328, -0.0116409, 1.0]], ['2, k, 8', [-0.30717, 0.0747216, 1.0]], ['2, k, 9', [-0.286258, 0.0529974, 1.0]], ['2, k, 10', [-0.305833, 0.0214907, 1.0]], ['2, k, 11', [-0.329936, -0.0222045, 1.0]], ['2, k, 12', [-0.479533, -0.393711, 1.0]], ['2, k, 13', [-0.550019, -0.715837, 1.0]], ['2, k, 14', [-0.567879, -1.08675, 1.0]], ['2, k, 15', [-0.579056, -1.14334, 1.0]], ['2, k, 16', [-0.355846, -0.376244, 1.0]], ['2, k, 17', [-0.284681, -0.712215, 1.0]], ['2, k, 18', [-0.254141, -1.08752, 1.0]], ['2, k, 19', [-0.250893, -1.121, 1.0]], ['2, k, 20', [-0.438248, 0.0854097, 1.0]], ['2, k, 21', [-0.592147, -0.0397414, 1.0]], ['2, k, 22', [-0.627906, -0.00883539, 1.0]], ['2, k, 23', [-0.340441, -0.0473852, 1.0]], ['2, k, 24', [-0.372148, -0.0354334, 1.0]]]
[['2, k, 0', [-0.423411, -0.390991, 1.0]], ['2, k, 1', [-0.432857, -0.113682, 1.0]], ['2, k, 2', [-0.438694, 0.168837, 1.0]], ['2, k, 3', [-0.45138, 0.288551, 1.0]], ['2, k, 4', [-0.57241, 0.078531, 1.0]], ['2, k, 5', [-0.597334, 0.0635834, 1.0]], ['2, k, 6', [-0.594834, 0.00671446, 1.0]], ['2, k, 7', [-0.594232, 0.00356689, 1.0]], ['2, k, 8', [-0.307145, 0.0747171, 1.0]], ['2, k, 9', [-0.26418, 0.0727207, 1.0]], ['2, k, 10', [-0.314683, 0.0226002, 1.0]], ['2, k, 11', [-0.333375, -0.00373138, 1.0]], ['2, k, 12', [-0.479491, -0.393578, 1.0]], ['2, k, 13', [-0.550559, -0.715382, 1.0]], ['2, k, 14', [-0.565582, -1.08291, 1.0]], ['2, k, 15', [-0.574752, -1.13225, 1.0]], ['2, k, 16', [-0.354457, -0.376751, 1.0]], ['2, k, 17', [-0.287722, -0.708801, 1.0]], ['2, k, 18', [-0.253616, -1.08432, 1.0]], ['2, k, 19', [-0.251358, -1.11706, 1.0]], ['2, k, 20', [-0.437697, 0.0984134, 1.0]], ['2, k, 21', [-0.591425, -0.0244768, 1.0]], ['2, k, 22', [-0.629508, -0.00448987, 1.0]], ['2, k, 23', [-0.346726, -0.0299146, 1.0]], ['2, k, 24', [-0.37869, -0.0176899, 1.0]]]
[['2, k, 0', [-0.422908, -0.391869, 1.0]], ['2, k, 1', [-0.432303, -0.109425, 1.0]], ['2, k, 2', [-0.437738, 0.17754, 1.0]], ['2, k, 3', [-0.449933, 0.301542, 1.0]], ['2, k, 4', [-0.572958, 0.0867007, 1.0]], ['2, k, 5', [-0.597739, 0.0754222, 1.0]], ['2, k, 6', [-0.593929, 0.013882, 1.0]], ['2, k, 7', [-0.594095, 0.00866589, 1.0]], ['2, k, 8', [-0.307026, 0.0746306, 1.0]], ['2, k, 9', [-0.293516, 0.0821296, 1.0]], ['2, k, 10', [-0.329813, 0.0334822, 1.0]], ['2, k, 11', [-0.335899, 0.0120111, 1.0]], ['2, k, 12', [-0.479979, -0.393872, 1.0]], ['2, k, 13', [-0.550907, -0.716268, 1.0]], ['2, k, 14', [-0.565483, -1.08248, 1.0]], ['2, k, 15', [-0.574597, -1.13384, 1.0]], ['2, k, 16', [-0.353015, -0.378367, 1.0]], ['2, k, 17', [-0.289482, -0.705694, 1.0]], ['2, k, 18', [-0.2535, -1.0826, 1.0]], ['2, k, 19', [-0.252181, -1.11466, 1.0]], ['2, k, 20', [-0.436863, 0.106281, 1.0]], ['2, k, 21', [-0.593773, -0.0134957, 1.0]], ['2, k, 22', [-0.632769, 0.00910324, 1.0]], ['2, k, 23', [-0.347036, -0.0131972, 1.0]], ['2, k, 24', [-0.379369, -0.00151092, 1.0]]]
[['2, k, 0', [-0.426926, -0.392115, 1.0]], ['2, k, 1', [-0.433886, -0.104394, 1.0]], ['2, k, 2', [-0.43633, 0.187961, 1.0]], ['2, k, 3', [-0.448578, 0.311302, 1.0]], ['2, k, 4', [-0.573322, 0.0924758, 1.0]], ['2, k, 5', [-0.596065, 0.0928867, 1.0]], ['2, k, 6', [-0.597001, 0.076541, 1.0]], ['2, k, 7', [-0.59545, 0.0212339, 1.0]], ['2, k, 8', [-0.306817, 0.0745857, 1.0]], ['2, k, 9', [-0.294308, 0.0878171, 1.0]], ['2, k, 10', [-0.322918, 0.0611198, 1.0]], ['2, k, 11', [-0.339105, 0.0234213, 1.0]], ['2, k, 12', [-0.483613, -0.393501, 1.0]], ['2, k, 13', [-0.551069, -0.715331, 1.0]], ['2, k, 14', [-0.565352, -1.08203, 1.0]], ['2, k, 15', [-0.574031, -1.13708, 1.0]], ['2, k, 16', [-0.357602, -0.379329, 1.0]], ['2, k, 17', [-0.291727, -0.70093, 1.0]], ['2, k, 18', [-0.253359, -1.08103, 1.0]], ['2, k, 19', [-0.252841, -1.1126, 1.0]], ['2, k, 20', [-0.436467, 0.115624, 1.0]], ['2, k, 21', [-0.595008, -0.00242443, 1.0]], ['2, k, 22', [-0.63449, 0.0229366, 1.0]], ['2, k, 23', [-0.349172, -0.00316747, 1.0]], ['2, k, 24', [-0.383459, 0.011941, 1.0]]]
[['2, k, 0', [-0.428574, -0.392053, 1.0]], ['2, k, 1', [-0.434994, -0.101467, 1.0]], ['2, k, 2', [-0.438817, 0.193277, 1.0]], ['2, k, 3', [-0.448201, 0.318448, 1.0]], ['2, k, 4', [-0.57318, 0.0976799, 1.0]], ['2, k, 5', [-0.595983, 0.0928715, 1.0]], ['2, k, 6', [-0.595462, 0.0627361, 1.0]], ['2, k, 7', [-0.595329, 0.0352144, 1.0]], ['2, k, 8', [-0.306109, 0.0819881, 1.0]], ['2, k, 9', [-0.294437, 0.0884712, 1.0]], ['2, k, 10', [-0.32391, 0.0624361, 1.0]], ['2, k, 11', [-0.344953, 0.0292285, 1.0]], ['2, k, 12', [-0.485274, -0.393357, 1.0]], ['2, k, 13', [-0.551223, -0.713645, 1.0]], ['2, k, 14', [-0.561686, -1.05061, 1.0]], ['2, k, 15', [-0.570697, -1.11817, 1.0]], ['2, k, 16', [-0.359191, -0.379312, 1.0]], ['2, k, 17', [-0.293805, -0.693206, 1.0]], ['2, k, 18', [-0.252878, -1.07154, 1.0]], ['2, k, 19', [-0.250658, -1.10268, 1.0]], ['2, k, 20', [-0.438482, 0.120474, 1.0]], ['2, k, 21', [-0.595113, 0.00814111, 1.0]], ['2, k, 22', [-0.628659, 0.0365931, 1.0]], ['2, k, 23', [-0.357502, 0.00352242, 1.0]], ['2, k, 24', [-0.389961, 0.0199372, 1.0]]]
[['2, k, 0', [-0.430473, -0.392262, 1.0]], ['2, k, 1', [-0.435454, -0.0991262, 1.0]], ['2, k, 2', [-0.438395, 0.198059, 1.0]], ['2, k, 3', [-0.447737, 0.320714, 1.0]], ['2, k, 4', [-0.57355, 0.10921, 1.0]], ['2, k, 5', [-0.595825, 0.0938584, 1.0]], ['2, k, 6', [-0.599302, 0.0856215, 1.0]], ['2, k, 7', [-0.595578, 0.0343183, 1.0]], ['2, k, 8', [-0.305134, 0.0840565, 1.0]], ['2, k, 9', [-0.295645, 0.090917, 1.0]], ['2, k, 10', [-0.333671, 0.0497147, 1.0]], ['2, k, 11', [-0.349071, 0.032893, 1.0]], ['2, k, 12', [-0.486901, -0.392884, 1.0]], ['2, k, 13', [-0.551065, -0.71333, 1.0]], ['2, k, 14', [-0.562012, -1.0512, 1.0]], ['2, k, 15', [-0.571131, -1.11779, 1.0]], ['2, k, 16', [-0.361291, -0.380417, 1.0]], ['2, k, 17', [-0.293956, -0.692431, 1.0]], ['2, k, 18', [-0.252732, -1.06953, 1.0]], ['2, k, 19', [-0.252132, -1.10012, 1.0]], ['2, k, 20', [-0.438362, 0.124761, 1.0]], ['2, k, 21', [-0.591643, 0.00555948, 1.0]], ['2, k, 22', [-0.631816, 0.0293739, 1.0]], ['2, k, 23', [-0.364261, 0.00767118, 1.0]], ['2, k, 24', [-0.399499, 0.0288526, 1.0]]]
