[['2, k, 0', [0.00900057, -0.402371, 1.0]], ['2, k, 1', [-0.00164854, -0.0981441, 1.0]], ['2, k, 2', [-0.0119714, 0.197827, 1.0]], ['2, k, 3', [-0.00942161, 0.351869, 1.0]], ['2, k, 4', [-0.198124, 0.0964304, 1.0]], ['2, k, 5', [-0.274186, -0.201169, 1.0]], ['2, k, 6', [-0.308424, -0.459485, 1.0]], ['2, k, 7', [-0.303178, -0.458016, 1.0]], ['2, k, 8', [0.183526, 0.0906974, 1.0]], ['2, k, 9', [0.282243, -0.205471, 1.0]], ['2, k, 10', [0.300878, -0.462639, 1.0]], ['2, k, 11', [0.292751, -0.449308, 1.0]], ['2, k, 12', [-0.078381, -0.394263, 1.0]], ['2, k, 13', [-0.0941484, -0.746711, 1.0]], ['2, k, 14', [-0.0960186, -1.10372, 1.0]], ['2, k, 15', [-0.130492, -1.171, 1.0]], ['2, k, 16', [0.0960836, -0.396921, 1.0]], ['2, k, 17', [0.165398, -0.759235, 1.0]], ['2, k, 18', [0.167426, -1.10083, 1.0]], ['2, k, 19', [0.187587, -1.16184, 1.0]], ['2, k, 20', [-0.00943845, 0.125019, 1.0]], ['2, k, 21', [-0.303812, -0.527354, 1.0]], ['2, k, 22', [-0.340671, -0.470226, 1.0]], ['2, k, 23', [0.289445, -0.51771, 1.0]], ['2, k, 24', [0.341177, -0.467531, 1.0]]]
[['2, k, 0', [0.033544, -0.380001, 1.0]], ['2, k, 1', [0.0670315, -0.0473141, 1.0]], ['2, k, 2', [0.100504, 0.277062, 1.0]], ['2, k, 3', [0.145331, 0.418623, 1.0]], ['2, k, 4', [0.0297366, 0.122918, 1.0]], ['2, k, 5', [0.287433, 0.0901984, 1.0]], ['2, k, 6', [0.51535, 0.0995893, 1.0]], ['2, k, 7', [0.60401, 0.112291, 1.0]], ['2, k, 8', [0.289572, 0.223977, 1.0]], ['2, k, 9', [0.457108, 0.234551, 1.0]], ['2, k, 10', [0.653469, 0.245141, 1.0]], ['2, k, 11', [0.706917, 0.256847, 1.0]], ['2, k, 12', [-0.0158095, -0.374581, 1.0]], ['2, k, 13', [-0.0500132, -0.750294, 1.0]], ['2, k, 14', [-0.0936154, -1.10877, 1.0]], ['2, k, 15', [-0.134285, -1.17338, 1.0]], ['2, k, 16', [0.0812588, -0.373225, 1.0]], ['2, k, 17', [0.134972, -0.796214, 1.0]], ['2, k, 18', [0.161562, -1.09802, 1.0]], ['2, k, 19', [0.181426, -1.1679, 1.0]], ['2, k, 20', [0.0921615, 0.197266, 1.0]], ['2, k, 21', [0.662192, 0.112896, 1.0]], ['2, k, 22', [0.621361, 0.14345, 1.0]], ['2, k, 23', [0.76737, 0.259831, 1.0]], ['2, k, 24', [0.732922, 0.225508, 1.0]]]
[['2, k, 0', [0.0143972, -0.378642, 1.0]], ['2, k, 1', [0.064345, -0.0457737, 1.0]], ['2, k, 2', [0.101537, 0.278315, 1.0]], ['2, k, 3', [0.147487, 0.419378, 1.0]], ['2, k, 4', [0.0339837, 0.123859, 1.0]], ['2, k, 5', [0.293548, 0.0916471, 1.0]], ['2, k, 6', [0.51973, 0.100482, 1.0]], ['2, k, 7', [0.611044, 0.114021, 1.0]], ['2, k, 8', [0.290545, 0.225236, 1.0]], ['2, k, 9', [0.444113, 0.237009, 1.0]], ['2, k, 10', [0.641309, 0.24685, 1.0]], ['2, k, 11', [0.698688, 0.258495, 1.0]], ['2, k, 12', [-0.0274295, -0.371241, 1.0]], ['2, k, 13', [-0.0479477, -0.749895, 1.0]], ['2, k, 14', [-0.0936392, -1.10889, 1.0]], ['2, k, 15', [-0.134497, -1.1738, 1.0]], ['2, k, 16', [0.0535721, -0.374147, 1.0]], ['2, k, 17', [0.133467, -0.783051, 1.0]], ['2, k, 18', [0.159002, -1.08507, 1.0]], ['2, k, 19', [0.179735, -1.16185, 1.0]], ['2, k, 20', [0.0924156, 0.198017, 1.0]], ['2, k, 21', [0.670941, 0.115562, 1.0]], ['2, k, 22', [0.622403, 0.143835, 1.0]], ['2, k, 23', [0.762571, 0.260892, 1.0]], ['2, k, 24', [0.721591, 0.230025, 1.0]]]
[['2, k, 0', [0.0143576, -0.378193, 1.0]], ['2, k, 1', [0.0638201, -0.0448181, 1.0]], ['2, k, 2', [0.102624, 0.279218, 1.0]], ['2, k, 3', [0.148383, 0.420355, 1.0]], ['2, k, 4', [0.0371798, 0.124312, 1.0]], ['2, k, 5', [0.29851, 0.0930868, 1.0]], ['2, k, 6', [0.528585, 0.102329, 1.0]], ['2, k, 7', [0.618873, 0.116338, 1.0]], ['2, k, 8', [0.291574, 0.226123, 1.0]], ['2, k, 9', [0.442972, 0.237025, 1.0]], ['2, k, 10', [0.639342, 0.247369, 1.0]], ['2, k, 11', [0.697857, 0.261111, 1.0]], ['2, k, 12', [-0.0278456, -0.370815, 1.0]], ['2, k, 13', [-0.046791, -0.74954, 1.0]], ['2, k, 14', [-0.0949325, -1.10804, 1.0]], ['2, k, 15', [-0.134572, -1.17531, 1.0]], ['2, k, 16', [0.0544019, -0.373462, 1.0]], ['2, k, 17', [0.133496, -0.782304, 1.0]], ['2, k, 18', [0.158941, -1.0843, 1.0]], ['2, k, 19', [0.178797, -1.16156, 1.0]], ['2, k, 20', [0.0929485, 0.198771, 1.0]], ['2, k, 21', [0.675581, 0.117398, 1.0]], ['2, k, 22', [0.658894, 0.150786, 1.0]], ['2, k, 23', [0.756046, 0.262884, 1.0]], ['2, k, 24', [0.721302, 0.232447, 1.0]]]
[['2, k, 0', [0.0143703, -0.376829, 1.0]], ['2, k, 1', [0.0637424, -0.0436659, 1.0]], ['2, k, 2', [0.104117, 0.280045, 1.0]], ['2, k, 3', [0.148986, 0.421312, 1.0]], ['2, k, 4', [0.0399298, 0.124396, 1.0]], ['2, k, 5', [0.302758, 0.0943171, 1.0]], ['2, k, 6', [0.535524, 0.105179, 1.0]], ['2, k, 7', [0.626178, 0.118809, 1.0]], ['2, k, 8', [0.292999, 0.226926, 1.0]], ['2, k, 9', [0.428511, 0.2393, 1.0]], ['2, k, 10', [0.62342, 0.253405, 1.0]], ['2, k, 11', [0.697308, 0.264583, 1.0]], ['2, k, 12', [-0.0282272, -0.369034, 1.0]], ['2, k, 13', [-0.0448074, -0.748977, 1.0]], ['2, k, 14', [-0.0944369, -1.1074, 1.0]], ['2, k, 15', [-0.134676, -1.17545, 1.0]], ['2, k, 16', [0.0550966, -0.370986, 1.0]], ['2, k, 17', [0.133563, -0.781263, 1.0]], ['2, k, 18', [0.158333, -1.08338, 1.0]], ['2, k, 19', [0.178985, -1.16087, 1.0]], ['2, k, 20', [0.0939117, 0.199674, 1.0]], ['2, k, 21', [0.683566, 0.119529, 1.0]], ['2, k, 22', [0.624511, 0.146723, 1.0]], ['2, k, 23', [0.746152, 0.271456, 1.0]], ['2, k, 24', [0.725886, 0.237646, 1.0]]]
[['2, k, 0', [0.0142587, -0.376984, 1.0]], ['2, k, 1', [0.0636097, -0.0436359, 1.0]], ['2, k, 2', [0.104974, 0.280414, 1.0]], ['2, k, 3', [0.149607, 0.421698, 1.0]], ['2, k, 4', [0.0436091, 0.124923, 1.0]], ['2, k, 5', [0.308209, 0.0955665, 1.0]], ['2, k, 6', [0.543214, 0.108532, 1.0]], ['2, k, 7', [0.631989, 0.121425, 1.0]], ['2, k, 8', [0.293828, 0.227288, 1.0]], ['2, k, 9', [0.422344, 0.240119, 1.0]], ['2, k, 10', [0.639376, 0.255356, 1.0]], ['2, k, 11', [0.689569, 0.267735, 1.0]], ['2, k, 12', [-0.0282273, -0.369242, 1.0]], ['2, k, 13', [-0.0436021, -0.748417, 1.0]], ['2, k, 14', [-0.0936045, -1.10713, 1.0]], ['2, k, 15', [-0.134887, -1.17517, 1.0]], ['2, k, 16', [0.0548965, -0.371441, 1.0]], ['2, k, 17', [0.134092, -0.78184, 1.0]], ['2, k, 18', [0.15847, -1.08397, 1.0]], ['2, k, 19', [0.179214, -1.16117, 1.0]], ['2, k, 20', [0.0943605, 0.199979, 1.0]], ['2, k, 21', [0.691097, 0.124952, 1.0]], ['2, k, 22', [0.626387, 0.148386, 1.0]], ['2, k, 23', [0.750212, 0.273676, 1.0]], ['2, k, 24', [0.719533, 0.237765, 1.0]]]
[['2, k, 0', [0.0140303, -0.377146, 1.0]], ['2, k, 1', [0.0635382, -0.0434986, 1.0]], ['2, k, 2', [0.106164, 0.281113, 1.0]], ['2, k, 3', [0.150154, 0.422407, 1.0]], ['2, k, 4', [0.0464416, 0.125102, 1.0]], ['2, k, 5', [0.311995, 0.0964495, 1.0]], ['2, k, 6', [0.546867, 0.110181, 1.0]], ['2, k, 7', [0.635672, 0.12283, 1.0]], ['2, k, 8', [0.294976, 0.227975, 1.0]], ['2, k, 9', [0.42126, 0.240855, 1.0]], ['2, k, 10', [0.638773, 0.255771, 1.0]], ['2, k, 11', [0.685262, 0.270264, 1.0]], ['2, k, 12', [-0.0282852, -0.369335, 1.0]], ['2, k, 13', [-0.0426513, -0.747935, 1.0]], ['2, k, 14', [-0.0937665, -1.10631, 1.0]], ['2, k, 15', [-0.134771, -1.17545, 1.0]], ['2, k, 16', [0.0546619, -0.371695, 1.0]], ['2, k, 17', [0.134697, -0.781995, 1.0]], ['2, k, 18', [0.158715, -1.08415, 1.0]], ['2, k, 19', [0.179002, -1.1613, 1.0]], ['2, k, 20', [0.0951189, 0.200569, 1.0]], ['2, k, 21', [0.697068, 0.125216, 1.0]], ['2, k, 22', [0.635432, 0.149401, 1.0]], ['2, k, 23', [0.740917, 0.274871, 1.0]], ['2, k, 24', [0.706386, 0.243618, 1.0]]]
[['2, k, 0', [0.0141466, -0.377399, 1.0]], ['2, k, 1', [0.0636055, -0.0434932, 1.0]], ['2, k, 2', [0.106824, 0.281321, 1.0]], ['2, k, 3', [0.150637, 0.42252, 1.0]], ['2, k, 4', [0.0487057, 0.124991, 1.0]], ['2, k, 5', [0.315375, 0.0973238, 1.0]], ['2, k, 6', [0.552813, 0.11239, 1.0]], ['2, k, 7', [0.63921, 0.124588, 1.0]], ['2, k, 8', [0.295611, 0.228175, 1.0]], ['2, k, 9', [0.413427, 0.241665, 1.0]], ['2, k, 10', [0.638588, 0.257449, 1.0]], ['2, k, 11', [0.683198, 0.272147, 1.0]], ['2, k, 12', [-0.027916, -0.369665, 1.0]], ['2, k, 13', [-0.041564, -0.747844, 1.0]], ['2, k, 14', [-0.0938342, -1.10625, 1.0]], ['2, k, 15', [-0.134111, -1.17529, 1.0]], ['2, k, 16', [0.0547254, -0.371908, 1.0]], ['2, k, 17', [0.134672, -0.782803, 1.0]], ['2, k, 18', [0.158185, -1.08517, 1.0]], ['2, k, 19', [0.179172, -1.16252, 1.0]], ['2, k, 20', [0.0956318, 0.20079, 1.0]], ['2, k, 21', [0.702662, 0.123339, 1.0]], ['2, k, 22', [0.644558, 0.153913, 1.0]], ['2, k, 23', [0.739619, 0.276937, 1.0]], ['2, k, 24', [0.712626, 0.247208, 1.0]]]
[['2, k, 0', [0.0144508, -0.377397, 1.0]], ['2, k, 1', [0.0637352, -0.043439, 1.0]], ['2, k, 2', [0.107729, 0.281524, 1.0]], ['2, k, 3', [0.151678, 0.422491, 1.0]], ['2, k, 4', [0.0510986, 0.124774, 1.0]], ['2, k, 5', [0.318685, 0.0975974, 1.0]], ['2, k, 6', [0.554049, 0.11405, 1.0]], ['2, k, 7', [0.644442, 0.126252, 1.0]], ['2, k, 8', [0.296494, 0.228373, 1.0]], ['2, k, 9', [0.409192, 0.242131, 1.0]], ['2, k, 10', [0.640357, 0.259042, 1.0]], ['2, k, 11', [0.680529, 0.274695, 1.0]], ['2, k, 12', [-0.0275139, -0.369722, 1.0]], ['2, k, 13', [-0.0397559, -0.747564, 1.0]], ['2, k, 14', [-0.0938116, -1.10632, 1.0]], ['2, k, 15', [-0.134163, -1.1754, 1.0]], ['2, k, 16', [0.0552055, -0.371869, 1.0]], ['2, k, 17', [0.135196, -0.782918, 1.0]], ['2, k, 18', [0.15813, -1.08539, 1.0]], ['2, k, 19', [0.179472, -1.16272, 1.0]], ['2, k, 20', [0.0964282, 0.201076, 1.0]], ['2, k, 21', [0.709801, 0.125595, 1.0]], ['2, k, 22', [0.655814, 0.157484, 1.0]], ['2, k, 23', [0.734019, 0.283281, 1.0]], ['2, k, 24', [0.711182, 0.251329, 1.0]]]
[['2, k, 0', [0.0147014, -0.377272, 1.0]], ['2, k, 1', [0.0639679, -0.0432349, 1.0]], ['2, k, 2', [0.108671, 0.281915, 1.0]], ['2, k, 3', [0.152397, 0.422883, 1.0]], ['2, k, 4', [0.0534623, 0.125238, 1.0]], ['2, k, 5', [0.321761, 0.0981796, 1.0]], ['2, k, 6', [0.556712, 0.115602, 1.0]], ['2, k, 7', [0.649409, 0.127461, 1.0]], ['2, k, 8', [0.297411, 0.228756, 1.0]], ['2, k, 9', [0.396868, 0.242329, 1.0]], ['2, k, 10', [0.640719, 0.26085, 1.0]], ['2, k, 11', [0.676814, 0.275138, 1.0]], ['2, k, 12', [-0.0272045, -0.36966, 1.0]], ['2, k, 13', [-0.0388764, -0.74708, 1.0]], ['2, k, 14', [-0.0939484, -1.10617, 1.0]], ['2, k, 15', [-0.133959, -1.17556, 1.0]], ['2, k, 16', [0.0554056, -0.371743, 1.0]], ['2, k, 17', [0.135294, -0.782824, 1.0]], ['2, k, 18', [0.158429, -1.08525, 1.0]], ['2, k, 19', [0.178367, -1.16284, 1.0]], ['2, k, 20', [0.0972646, 0.201524, 1.0]], ['2, k, 21', [0.707604, 0.128762, 1.0]], ['2, k, 22', [0.655989, 0.159708, 1.0]], ['2, k, 23', [0.729386, 0.278245, 1.0]], ['2, k, 24', [0.704961, 0.254663, 1.0]]]
[['2, k, 0', [0.0148005, -0.377315, 1.0]], ['2, k, 1', [0.064068, -0.0432302, 1.0]], ['2, k, 2', [0.109406, 0.281927, 1.0]], ['2, k, 3', [0.153079, 0.42286, 1.0]], ['2, k, 4', [0.0549186, 0.125244, 1.0]], ['2, k, 5', [0.323828, 0.0986118, 1.0]], ['2, k, 6', [0.557395, 0.116002, 1.0]], ['2, k, 7', [0.652043, 0.128603, 1.0]], ['2, k, 8', [0.298128, 0.228764, 1.0]], ['2, k, 9', [0.391485, 0.242836, 1.0]], ['2, k, 10', [0.639855, 0.26253, 1.0]], ['2, k, 11', [0.67249, 0.27679, 1.0]], ['2, k, 12', [-0.0270685, -0.369625, 1.0]], ['2, k, 13', [-0.0374692, -0.746697, 1.0]], ['2, k, 14', [-0.0945643, -1.1057, 1.0]], ['2, k, 15', [-0.133704, -1.17579, 1.0]], ['2, k, 16', [0.0556506, -0.372041, 1.0]], ['2, k, 17', [0.135662, -0.783174, 1.0]], ['2, k, 18', [0.158587, -1.0857, 1.0]], ['2, k, 19', [0.178866, -1.16303, 1.0]], ['2, k, 20', [0.0979119, 0.201606, 1.0]], ['2, k, 21', [0.711686, 0.130025, 1.0]], ['2, k, 22', [0.655519, 0.159186, 1.0]], ['2, k, 23', [0.723771, 0.283655, 1.0]], ['2, k, 24', [0.703507, 0.252817, 1.0]]]
[['2, k, 0', [0.0139925, -0.379318, 1.0]], ['2, k, 1', [0.0639382, -0.0436357, 1.0]], ['2, k, 2', [0.109704, 0.281909, 1.0]], ['2, k, 3', [0.153462, 0.422725, 1.0]], ['2, k, 4', [0.0564088, 0.125508, 1.0]], ['2, k, 5', [0.326006, 0.0994829, 1.0]], ['2, k, 6', [0.559155, 0.116391, 1.0]], ['2, k, 7', [0.652693, 0.128772, 1.0]], ['2, k, 8', [0.298418, 0.228744, 1.0]], ['2, k, 9', [0.386777, 0.243181, 1.0]], ['2, k, 10', [0.642501, 0.264296, 1.0]], ['2, k, 11', [0.67132, 0.277836, 1.0]], ['2, k, 12', [-0.0282241, -0.371388, 1.0]], ['2, k, 13', [-0.0361875, -0.746105, 1.0]], ['2, k, 14', [-0.094698, -1.106, 1.0]], ['2, k, 15', [-0.134657, -1.17628, 1.0]], ['2, k, 16', [0.0546732, -0.376102, 1.0]], ['2, k, 17', [0.136046, -0.784856, 1.0]], ['2, k, 18', [0.158764, -1.08741, 1.0]], ['2, k, 19', [0.179264, -1.16418, 1.0]], ['2, k, 20', [0.0981082, 0.201539, 1.0]], ['2, k, 21', [0.71539, 0.129944, 1.0]], ['2, k, 22', [0.664494, 0.160399, 1.0]], ['2, k, 23', [0.720842, 0.285039, 1.0]], ['2, k, 24', [0.699874, 0.255396, 1.0]]]
[['2, k, 0', [0.0141982, -0.379405, 1.0]], ['2, k, 1', [0.0641866, -0.0436754, 1.0]], ['2, k, 2', [0.110634, 0.28196, 1.0]], ['2, k, 3', [0.153391, 0.42309, 1.0]], ['2, k, 4', [0.060242, 0.12535, 1.0]], ['2, k, 5', [0.330175, 0.100172, 1.0]], ['2, k, 6', [0.560532, 0.116925, 1.0]], ['2, k, 7', [0.655596, 0.129502, 1.0]], ['2, k, 8', [0.299329, 0.228792, 1.0]], ['2, k, 9', [0.382801, 0.243843, 1.0]], ['2, k, 10', [0.642231, 0.265787, 1.0]], ['2, k, 11', [0.670718, 0.278497, 1.0]], ['2, k, 12', [-0.0275336, -0.371376, 1.0]], ['2, k, 13', [-0.0355713, -0.745956, 1.0]], ['2, k, 14', [-0.0944755, -1.10604, 1.0]], ['2, k, 15', [-0.134656, -1.17622, 1.0]], ['2, k, 16', [0.0557348, -0.376299, 1.0]], ['2, k, 17', [0.135948, -0.784036, 1.0]], ['2, k, 18', [0.158673, -1.08664, 1.0]], ['2, k, 19', [0.179493, -1.16374, 1.0]], ['2, k, 20', [0.098944, 0.201611, 1.0]], ['2, k, 21', [0.719444, 0.130736, 1.0]], ['2, k, 22', [0.661518, 0.160842, 1.0]], ['2, k, 23', [0.720464, 0.289644, 1.0]], ['2, k, 24', [0.697457, 0.256832, 1.0]]]
[['2, k, 0', [0.0143056, -0.379366, 1.0]], ['2, k, 1', [0.0643125, -0.0436507, 1.0]], ['2, k, 2', [0.111162, 0.281996, 1.0]], ['2, k, 3', [0.153043, 0.423401, 1.0]], ['2, k, 4', [0.0619168, 0.124953, 1.0]], ['2, k, 5', [0.332276, 0.100491, 1.0]], ['2, k, 6', [0.56054, 0.117196, 1.0]], ['2, k, 7', [0.654565, 0.129312, 1.0]], ['2, k, 8', [0.299845, 0.228826, 1.0]], ['2, k, 9', [0.374738, 0.244126, 1.0]], ['2, k, 10', [0.635892, 0.266546, 1.0]], ['2, k, 11', [0.664348, 0.278659, 1.0]], ['2, k, 12', [-0.0271605, -0.3705, 1.0]], ['2, k, 13', [-0.0351121, -0.747792, 1.0]], ['2, k, 14', [-0.0946052, -1.10624, 1.0]], ['2, k, 15', [-0.133577, -1.17646, 1.0]], ['2, k, 16', [0.0565685, -0.376131, 1.0]], ['2, k, 17', [0.135653, -0.782357, 1.0]], ['2, k, 18', [0.158452, -1.08504, 1.0]], ['2, k, 19', [0.179356, -1.16279, 1.0]], ['2, k, 20', [0.0994285, 0.201692, 1.0]], ['2, k, 21', [0.721142, 0.134747, 1.0]], ['2, k, 22', [0.668297, 0.161951, 1.0]], ['2, k, 23', [0.716726, 0.294241, 1.0]], ['2, k, 24', [0.687002, 0.253547, 1.0]]]
[['2, k, 0', [0.0143063, -0.379407, 1.0]], ['2, k, 1', [0.0643579, -0.0436772, 1.0]], ['2, k, 2', [0.111583, 0.281995, 1.0]], ['2, k, 3', [0.152594, 0.423607, 1.0]], ['2, k, 4', [0.0625277, 0.12483, 1.0]], ['2, k, 5', [0.33327, 0.101085, 1.0]], ['2, k, 6', [0.561994, 0.117491, 1.0]], ['2, k, 7', [0.65574, 0.129997, 1.0]], ['2, k, 8', [0.300258, 0.228824, 1.0]], ['2, k, 9', [0.371166, 0.244651, 1.0]], ['2, k, 10', [0.632136, 0.266159, 1.0]], ['2, k, 11', [0.663605, 0.277267, 1.0]], ['2, k, 12', [-0.0273399, -0.370282, 1.0]], ['2, k, 13', [-0.0341248, -0.747005, 1.0]], ['2, k, 14', [-0.0944991, -1.10631, 1.0]], ['2, k, 15', [-0.1335, -1.17643, 1.0]], ['2, k, 16', [0.0564648, -0.376769, 1.0]], ['2, k, 17', [0.135234, -0.781922, 1.0]], ['2, k, 18', [0.158548, -1.08464, 1.0]], ['2, k, 19', [0.179413, -1.16268, 1.0]], ['2, k, 20', [0.0997812, 0.201703, 1.0]], ['2, k, 21', [0.722124, 0.133329, 1.0]], ['2, k, 22', [0.661742, 0.161741, 1.0]], ['2, k, 23', [0.721518, 0.285485, 1.0]], ['2, k, 24', [0.691315, 0.256277, 1.0]]]
[['2, k, 0', [0.0144151, -0.379379, 1.0]], ['2, k, 1', [0.0644652, -0.043659, 1.0]], ['2, k, 2', [0.111873, 0.282019, 1.0]], ['2, k, 3', [0.15231, 0.423797, 1.0]], ['2, k, 4', [0.0639632, 0.124655, 1.0]], ['2, k, 5', [0.334956, 0.101321, 1.0]], ['2, k, 6', [0.563767, 0.117776, 1.0]], ['2, k, 7', [0.656722, 0.13003, 1.0]], ['2, k, 8', [0.300541, 0.228846, 1.0]], ['2, k, 9', [0.368971, 0.244369, 1.0]], ['2, k, 10', [0.628464, 0.266863, 1.0]], ['2, k, 11', [0.659616, 0.276928, 1.0]], ['2, k, 12', [-0.0270312, -0.370013, 1.0]], ['2, k, 13', [-0.0332697, -0.746716, 1.0]], ['2, k, 14', [-0.0944764, -1.10686, 1.0]], ['2, k, 15', [-0.133731, -1.17676, 1.0]], ['2, k, 16', [0.056797, -0.376603, 1.0]], ['2, k, 17', [0.134842, -0.781403, 1.0]], ['2, k, 18', [0.158327, -1.08417, 1.0]], ['2, k, 19', [0.179471, -1.16249, 1.0]], ['2, k, 20', [0.100069, 0.201755, 1.0]], ['2, k, 21', [0.724962, 0.1321, 1.0]], ['2, k, 22', [0.66657, 0.160992, 1.0]], ['2, k, 23', [0.710657, 0.292276, 1.0]], ['2, k, 24', [0.690714, 0.25321, 1.0]]]
[['2, k, 0', [0.0143722, -0.37954, 1.0]], ['2, k, 1', [0.0645666, -0.0437709, 1.0]], ['2, k, 2', [0.112492, 0.281862, 1.0]], ['2, k, 3', [0.151527, 0.423927, 1.0]], ['2, k, 4', [0.0648919, 0.124449, 1.0]], ['2, k, 5', [0.336126, 0.101621, 1.0]], ['2, k, 6', [0.56548, 0.118013, 1.0]], ['2, k, 7', [0.657618, 0.130957, 1.0]], ['2, k, 8', [0.301148, 0.228689, 1.0]], ['2, k, 9', [0.367145, 0.24421, 1.0]], ['2, k, 10', [0.626248, 0.266659, 1.0]], ['2, k, 11', [0.655745, 0.275616, 1.0]], ['2, k, 12', [-0.0273835, -0.370029, 1.0]], ['2, k, 13', [-0.0327965, -0.746406, 1.0]], ['2, k, 14', [-0.0945446, -1.1069, 1.0]], ['2, k, 15', [-0.133762, -1.17686, 1.0]], ['2, k, 16', [0.0564307, -0.377833, 1.0]], ['2, k, 17', [0.134292, -0.780801, 1.0]], ['2, k, 18', [0.158182, -1.08363, 1.0]], ['2, k, 19', [0.179255, -1.16219, 1.0]], ['2, k, 20', [0.10056, 0.201623, 1.0]], ['2, k, 21', [0.726782, 0.1317, 1.0]], ['2, k, 22', [0.66713, 0.162117, 1.0]], ['2, k, 23', [0.705161, 0.289031, 1.0]], ['2, k, 24', [0.681494, 0.250935, 1.0]]]
[['2, k, 0', [0.0142506, -0.379971, 1.0]], ['2, k, 1', [0.0645953, -0.0438531, 1.0]], ['2, k, 2', [0.112772, 0.281923, 1.0]], ['2, k, 3', [0.15141, 0.424162, 1.0]], ['2, k, 4', [0.0657045, 0.124321, 1.0]], ['2, k, 5', [0.337138, 0.101799, 1.0]], ['2, k, 6', [0.566152, 0.118337, 1.0]], ['2, k, 7', [0.65772, 0.131651, 1.0]], ['2, k, 8', [0.301423, 0.228749, 1.0]], ['2, k, 9', [0.365819, 0.244268, 1.0]], ['2, k, 10', [0.625001, 0.266022, 1.0]], ['2, k, 11', [0.653283, 0.272489, 1.0]], ['2, k, 12', [-0.0277043, -0.370385, 1.0]], ['2, k, 13', [-0.0320537, -0.745813, 1.0]], ['2, k, 14', [-0.094639, -1.10719, 1.0]], ['2, k, 15', [-0.133858, -1.17702, 1.0]], ['2, k, 16', [0.0559693, -0.379266, 1.0]], ['2, k, 17', [0.13393, -0.780493, 1.0]], ['2, k, 18', [0.158099, -1.08331, 1.0]], ['2, k, 19', [0.178733, -1.16217, 1.0]], ['2, k, 20', [0.100778, 0.201642, 1.0]], ['2, k, 21', [0.724698, 0.133183, 1.0]], ['2, k, 22', [0.669499, 0.162675, 1.0]], ['2, k, 23', [0.71268, 0.283912, 1.0]], ['2, k, 24', [0.684514, 0.25358, 1.0]]]
[['2, k, 0', [0.011786, -0.380327, 1.0]], ['2, k, 1', [0.0639975, -0.0440423, 1.0]], ['2, k, 2', [0.112792, 0.281861, 1.0]], ['2, k, 3', [0.151278, 0.424118, 1.0]], ['2, k, 4', [0.0658528, 0.124146, 1.0]], ['2, k, 5', [0.33752, 0.102098, 1.0]], ['2, k, 6', [0.567382, 0.118769, 1.0]], ['2, k, 7', [0.659659, 0.13256, 1.0]], ['2, k, 8', [0.301441, 0.228685, 1.0]], ['2, k, 9', [0.364339, 0.244204, 1.0]], ['2, k, 10', [0.623486, 0.265255, 1.0]], ['2, k, 11', [0.651672, 0.271784, 1.0]], ['2, k, 12', [-0.0306176, -0.370096, 1.0]], ['2, k, 13', [-0.0316318, -0.745483, 1.0]], ['2, k, 14', [-0.0945573, -1.10727, 1.0]], ['2, k, 15', [-0.133825, -1.177, 1.0]], ['2, k, 16', [0.0524645, -0.379709, 1.0]], ['2, k, 17', [0.132976, -0.779599, 1.0]], ['2, k, 18', [0.157809, -1.0824, 1.0]], ['2, k, 19', [0.178544, -1.16159, 1.0]], ['2, k, 20', [0.100746, 0.201588, 1.0]], ['2, k, 21', [0.726728, 0.133875, 1.0]], ['2, k, 22', [0.671526, 0.165542, 1.0]], ['2, k, 23', [0.700681, 0.282598, 1.0]], ['2, k, 24', [0.685262, 0.248668, 1.0]]]
[['2, k, 0', [0.0138741, -0.380994, 1.0]], ['2, k, 1', [0.0646871, -0.0443802, 1.0]], ['2, k, 2', [0.112992, 0.281716, 1.0]], ['2, k, 3', [0.150628, 0.424236, 1.0]], ['2, k, 4', [0.0662894, 0.124028, 1.0]], ['2, k, 5', [0.338111, 0.102201, 1.0]], ['2, k, 6', [0.568186, 0.119105, 1.0]], ['2, k, 7', [0.660304, 0.133044, 1.0]], ['2, k, 8', [0.301636, 0.228541, 1.0]], ['2, k, 9', [0.362793, 0.24432, 1.0]], ['2, k, 10', [0.621984, 0.264447, 1.0]], ['2, k, 11', [0.651046, 0.270772, 1.0]], ['2, k, 12', [-0.0283222, -0.370508, 1.0]], ['2, k, 13', [-0.0310942, -0.745181, 1.0]], ['2, k, 14', [-0.0944427, -1.10743, 1.0]], ['2, k, 15', [-0.133919, -1.17725, 1.0]], ['2, k, 16', [0.0554303, -0.380324, 1.0]], ['2, k, 17', [0.132924, -0.780526, 1.0]], ['2, k, 18', [0.158192, -1.08328, 1.0]], ['2, k, 19', [0.178881, -1.16226, 1.0]], ['2, k, 20', [0.101068, 0.201419, 1.0]], ['2, k, 21', [0.727574, 0.134061, 1.0]], ['2, k, 22', [0.672089, 0.165593, 1.0]], ['2, k, 23', [0.703106, 0.283582, 1.0]], ['2, k, 24', [0.685403, 0.246372, 1.0]]]
