[['2, k, 0', [-0.2053088, -0.1449851, 1.0]], ['2, k, 1', [-0.2135278, 0.1047624, 1.0]], ['2, k, 2', [-0.2207807, 0.3512849, 1.0]], ['2, k, 3', [-0.2207632, 0.4731053, 1.0]], ['2, k, 4', [-0.3730792, 0.2520777, 1.0]], ['2, k, 5', [-0.4099003, 0.06221416, 1.0]], ['2, k, 6', [-0.3335994, -0.1028006, 1.0]], ['2, k, 7', [-0.3110278, -0.1420212, 1.0]], ['2, k, 8', [-0.0605897, 0.2426825, 1.0]], ['2, k, 9', [0.006107216, 0.05268677, 1.0]], ['2, k, 10', [-0.006543261, -0.1329428, 1.0]], ['2, k, 11', [-0.01379279, -0.1817565, 1.0]], ['2, k, 12', [-0.2803998, -0.1443535, 1.0]], ['2, k, 13', [-0.264733, -0.2755767, 1.0]], ['2, k, 14', [-0.2414717, -0.5970411, 1.0]], ['2, k, 15', [-0.2195956, -0.6670752, 1.0]], ['2, k, 16', [-0.125928, -0.1424104, 1.0]], ['2, k, 17', [-0.08660322, -0.2708997, 1.0]], ['2, k, 18', [-0.08993533, -0.6019925, 1.0]], ['2, k, 19', [-0.1069791, -0.67167, 1.0]], ['2, k, 20', [-0.2189828, 0.2902806, 1.0]], ['2, k, 21', [-0.2859845, -0.1884196, 1.0]], ['2, k, 22', [-0.3435211, -0.1540422, 1.0]], ['2, k, 23', [0.01927334, -0.2244059, 1.0]], ['2, k, 24', [0.01720337, -0.1587051, 1.0]]]
[['2, k, 0', [-0.2093291, -0.1324582, 1.0]], ['2, k, 1', [-0.2128792, 0.1164987, 1.0]], ['2, k, 2', [-0.2170327, 0.3596672, 1.0]], ['2, k, 3', [-0.2097776, 0.4747815, 1.0]], ['2, k, 4', [-0.3682632, 0.2678971, 1.0]], ['2, k, 5', [-0.4182993, 0.07038645, 1.0]], ['2, k, 6', [-0.3311144, -0.1118175, 1.0]], ['2, k, 7', [-0.3074913, -0.1568813, 1.0]], ['2, k, 8', [-0.05310858, 0.2631405, 1.0]], ['2, k, 9', [0.01841038, 0.01862827, 1.0]], ['2, k, 10', [0.06682415, -0.1510871, 1.0]], ['2, k, 11', [0.07958122, -0.2053877, 1.0]], ['2, k, 12', [-0.283618, -0.132006, 1.0]], ['2, k, 13', [-0.2669574, -0.2819473, 1.0]], ['2, k, 14', [-0.2417771, -0.5984228, 1.0]], ['2, k, 15', [-0.2281116, -0.6627309, 1.0]], ['2, k, 16', [-0.1307908, -0.1301821, 1.0]], ['2, k, 17', [-0.09009381, -0.2809756, 1.0]], ['2, k, 18', [-0.09024563, -0.6019629, 1.0]], ['2, k, 19', [-0.09973918, -0.6649187, 1.0]], ['2, k, 20', [-0.2160657, 0.2995826, 1.0]], ['2, k, 21', [-0.2757813, -0.2036621, 1.0]], ['2, k, 22', [-0.3441311, -0.166507, 1.0]], ['2, k, 23', [0.07471915, -0.2720158, 1.0]], ['2, k, 24', [0.06576255, -0.2122615, 1.0]]]
[['2, k, 0', [-0.209535, -0.1326045, 1.0]], ['2, k, 1', [-0.2129761, 0.1164926, 1.0]], ['2, k, 2', [-0.2170588, 0.3598056, 1.0]], ['2, k, 3', [-0.2097036, 0.4750773, 1.0]], ['2, k, 4', [-0.3682581, 0.2679, 1.0]], ['2, k, 5', [-0.4185386, 0.07042378, 1.0]], ['2, k, 6', [-0.3313745, -0.1109847, 1.0]], ['2, k, 7', [-0.3063878, -0.1531073, 1.0]], ['2, k, 8', [-0.05315235, 0.2633725, 1.0]], ['2, k, 9', [0.02292604, 0.02040974, 1.0]], ['2, k, 10', [0.07545593, -0.1486902, 1.0]], ['2, k, 11', [0.09604188, -0.2086513, 1.0]], ['2, k, 12', [-0.2838907, -0.1321347, 1.0]], ['2, k, 13', [-0.2669533, -0.2803448, 1.0]], ['2, k, 14', [-0.2422186, -0.5989507, 1.0]], ['2, k, 15', [-0.2269525, -0.663797, 1.0]], ['2, k, 16', [-0.1309274, -0.1303402, 1.0]], ['2, k, 17', [-0.09013344, -0.2808741, 1.0]], ['2, k, 18', [-0.09008417, -0.601957, 1.0]], ['2, k, 19', [-0.1016704, -0.6655354, 1.0]], ['2, k, 20', [-0.2161129, 0.2996638, 1.0]], ['2, k, 21', [-0.2706606, -0.2030151, 1.0]], ['2, k, 22', [-0.3332508, -0.1642842, 1.0]], ['2, k, 23', [0.0954338, -0.2709237, 1.0]], ['2, k, 24', [0.08238985, -0.2366135, 1.0]]]
[['2, k, 0', [-0.2095177, -0.1326499, 1.0]], ['2, k, 1', [-0.2130082, 0.1164998, 1.0]], ['2, k, 2', [-0.2171471, 0.3599559, 1.0]], ['2, k, 3', [-0.2097106, 0.4751747, 1.0]], ['2, k, 4', [-0.3684969, 0.267434, 1.0]], ['2, k, 5', [-0.4184176, 0.07061317, 1.0]], ['2, k, 6', [-0.3309132, -0.1221302, 1.0]], ['2, k, 7', [-0.3082246, -0.1599628, 1.0]], ['2, k, 8', [-0.05319464, 0.2634232, 1.0]], ['2, k, 9', [0.02716462, 0.0223462, 1.0]], ['2, k, 10', [0.08537782, -0.1447471, 1.0]], ['2, k, 11', [0.11415, -0.2014181, 1.0]], ['2, k, 12', [-0.2838926, -0.1322423, 1.0]], ['2, k, 13', [-0.2670988, -0.2802197, 1.0]], ['2, k, 14', [-0.2420003, -0.5986736, 1.0]], ['2, k, 15', [-0.223065, -0.6642077, 1.0]], ['2, k, 16', [-0.1308948, -0.1303607, 1.0]], ['2, k, 17', [-0.09010527, -0.2803813, 1.0]], ['2, k, 18', [-0.09057497, -0.6024109, 1.0]], ['2, k, 19', [-0.1012429, -0.6660039, 1.0]], ['2, k, 20', [-0.2161891, 0.2997653, 1.0]], ['2, k, 21', [-0.2789339, -0.2026731, 1.0]], ['2, k, 22', [-0.3451236, -0.1826592, 1.0]], ['2, k, 23', [0.1142267, -0.2629433, 1.0]], ['2, k, 24', [0.1028235, -0.2302543, 1.0]]]
[['2, k, 0', [-0.2095448, -0.1327008, 1.0]], ['2, k, 1', [-0.2135839, 0.1163719, 1.0]], ['2, k, 2', [-0.218658, 0.3598142, 1.0]], ['2, k, 3', [-0.211396, 0.4750436, 1.0]], ['2, k, 4', [-0.3686442, 0.2673777, 1.0]], ['2, k, 5', [-0.4184378, 0.07061333, 1.0]], ['2, k, 6', [-0.3302326, -0.127981, 1.0]], ['2, k, 7', [-0.307872, -0.1606546, 1.0]], ['2, k, 8', [-0.05324778, 0.263577, 1.0]], ['2, k, 9', [0.03434074, 0.02493488, 1.0]], ['2, k, 10', [0.09892677, -0.1408987, 1.0]], ['2, k, 11', [0.1305007, -0.1959571, 1.0]], ['2, k, 12', [-0.283918, -0.1323106, 1.0]], ['2, k, 13', [-0.2670158, -0.2802579, 1.0]], ['2, k, 14', [-0.2415773, -0.5980862, 1.0]], ['2, k, 15', [-0.2227744, -0.6635771, 1.0]], ['2, k, 16', [-0.1309161, -0.1303924, 1.0]], ['2, k, 17', [-0.09000511, -0.2806804, 1.0]], ['2, k, 18', [-0.09042691, -0.6028376, 1.0]], ['2, k, 19', [-0.1033848, -0.6685948, 1.0]], ['2, k, 20', [-0.2174444, 0.2996292, 1.0]], ['2, k, 21', [-0.2851243, -0.2011093, 1.0]], ['2, k, 22', [-0.3470939, -0.1862583, 1.0]], ['2, k, 23', [0.1310443, -0.2572315, 1.0]], ['2, k, 24', [0.107198, -0.1860082, 1.0]]]
[['2, k, 0', [-0.209351, -0.1326723, 1.0]], ['2, k, 1', [-0.2138283, 0.1163854, 1.0]], ['2, k, 2', [-0.2193019, 0.3598806, 1.0]], ['2, k, 3', [-0.2116943, 0.4748997, 1.0]], ['2, k, 4', [-0.36865, 0.2673723, 1.0]], ['2, k, 5', [-0.4184458, 0.07069109, 1.0]], ['2, k, 6', [-0.3310297, -0.1120087, 1.0]], ['2, k, 7', [-0.3065538, -0.1528763, 1.0]], ['2, k, 8', [-0.05331145, 0.2636945, 1.0]], ['2, k, 9', [0.03900706, 0.02716236, 1.0]], ['2, k, 10', [0.1163612, -0.1355091, 1.0]], ['2, k, 11', [0.1438447, -0.1837146, 1.0]], ['2, k, 12', [-0.2836628, -0.1323533, 1.0]], ['2, k, 13', [-0.2670123, -0.2802017, 1.0]], ['2, k, 14', [-0.2434972, -0.5968455, 1.0]], ['2, k, 15', [-0.2214731, -0.6650467, 1.0]], ['2, k, 16', [-0.1307657, -0.1303066, 1.0]], ['2, k, 17', [-0.0899178, -0.2802179, 1.0]], ['2, k, 18', [-0.09031329, -0.6032633, 1.0]], ['2, k, 19', [-0.07680486, -0.6495685, 1.0]], ['2, k, 20', [-0.2179836, 0.2996849, 1.0]], ['2, k, 21', [-0.2775185, -0.2028526, 1.0]], ['2, k, 22', [-0.3399437, -0.1635374, 1.0]], ['2, k, 23', [0.1523479, -0.2492263, 1.0]], ['2, k, 24', [0.1251083, -0.1836753, 1.0]]]
[['2, k, 0', [-0.2093913, -0.1327197, 1.0]], ['2, k, 1', [-0.2139726, 0.1163826, 1.0]], ['2, k, 2', [-0.2194128, 0.3599548, 1.0]], ['2, k, 3', [-0.2118858, 0.4749807, 1.0]], ['2, k, 4', [-0.3686382, 0.2673823, 1.0]], ['2, k, 5', [-0.4186691, 0.07068998, 1.0]], ['2, k, 6', [-0.3317609, -0.1107544, 1.0]], ['2, k, 7', [-0.3084325, -0.1472272, 1.0]], ['2, k, 8', [-0.05331793, 0.2638172, 1.0]], ['2, k, 9', [0.04438905, 0.02961199, 1.0]], ['2, k, 10', [0.1260261, -0.1317328, 1.0]], ['2, k, 11', [0.1593057, -0.1785938, 1.0]], ['2, k, 12', [-0.2837014, -0.1323854, 1.0]], ['2, k, 13', [-0.2667107, -0.2794143, 1.0]], ['2, k, 14', [-0.2434801, -0.5982659, 1.0]], ['2, k, 15', [-0.2212529, -0.6651961, 1.0]], ['2, k, 16', [-0.1307964, -0.130367, 1.0]], ['2, k, 17', [-0.08990416, -0.2802688, 1.0]], ['2, k, 18', [-0.0901667, -0.6034189, 1.0]], ['2, k, 19', [-0.1031963, -0.6619866, 1.0]], ['2, k, 20', [-0.2181112, 0.2997446, 1.0]], ['2, k, 21', [-0.2778034, -0.1960644, 1.0]], ['2, k, 22', [-0.3313657, -0.1722442, 1.0]], ['2, k, 23', [0.1736034, -0.2382405, 1.0]], ['2, k, 24', [0.1495356, -0.1907149, 1.0]]]
[['2, k, 0', [-0.2099563, -0.1328987, 1.0]], ['2, k, 1', [-0.2148516, 0.116405, 1.0]], ['2, k, 2', [-0.220348, 0.3602562, 1.0]], ['2, k, 3', [-0.2127355, 0.4751352, 1.0]], ['2, k, 4', [-0.3686534, 0.2673886, 1.0]], ['2, k, 5', [-0.4190411, 0.07099207, 1.0]], ['2, k, 6', [-0.3318031, -0.1087414, 1.0]], ['2, k, 7', [-0.3116068, -0.148429, 1.0]], ['2, k, 8', [-0.05336053, 0.2639434, 1.0]], ['2, k, 9', [0.04849898, 0.03178049, 1.0]], ['2, k, 10', [0.1478917, -0.1219771, 1.0]], ['2, k, 11', [0.1756315, -0.1738674, 1.0]], ['2, k, 12', [-0.2843464, -0.1324377, 1.0]], ['2, k, 13', [-0.2666754, -0.2793331, 1.0]], ['2, k, 14', [-0.2434553, -0.5982686, 1.0]], ['2, k, 15', [-0.2169159, -0.6644317, 1.0]], ['2, k, 16', [-0.1312952, -0.1307021, 1.0]], ['2, k, 17', [-0.08988328, -0.2805004, 1.0]], ['2, k, 18', [-0.09019554, -0.6030446, 1.0]], ['2, k, 19', [-0.1046011, -0.662797, 1.0]], ['2, k, 20', [-0.219046, 0.2999801, 1.0]], ['2, k, 21', [-0.2886015, -0.1914997, 1.0]], ['2, k, 22', [-0.3344845, -0.1717317, 1.0]], ['2, k, 23', [0.1885595, -0.2350806, 1.0]], ['2, k, 24', [0.1650329, -0.1814214, 1.0]]]
[['2, k, 0', [-0.2099269, -0.1328275, 1.0]], ['2, k, 1', [-0.2147873, 0.1165036, 1.0]], ['2, k, 2', [-0.2200618, 0.3604764, 1.0]], ['2, k, 3', [-0.2129351, 0.4752164, 1.0]], ['2, k, 4', [-0.3686523, 0.267416, 1.0]], ['2, k, 5', [-0.4248134, 0.08360241, 1.0]], ['2, k, 6', [-0.3318158, -0.1084914, 1.0]], ['2, k, 7', [-0.3109307, -0.1489315, 1.0]], ['2, k, 8', [-0.05330421, 0.2640411, 1.0]], ['2, k, 9', [0.0567971, 0.03533349, 1.0]], ['2, k, 10', [0.1708615, -0.1231371, 1.0]], ['2, k, 11', [0.1908497, -0.1581735, 1.0]], ['2, k, 12', [-0.2843058, -0.1323315, 1.0]], ['2, k, 13', [-0.2666292, -0.2796633, 1.0]], ['2, k, 14', [-0.2435175, -0.5979653, 1.0]], ['2, k, 15', [-0.2186973, -0.6577434, 1.0]], ['2, k, 16', [-0.1312697, -0.130651, 1.0]], ['2, k, 17', [-0.08985282, -0.2805905, 1.0]], ['2, k, 18', [-0.09001787, -0.6030328, 1.0]], ['2, k, 19', [-0.1074203, -0.6608701, 1.0]], ['2, k, 20', [-0.2188398, 0.3001651, 1.0]], ['2, k, 21', [-0.2863238, -0.1949297, 1.0]], ['2, k, 22', [-0.3357215, -0.1647432, 1.0]], ['2, k, 23', [0.2121915, -0.2120694, 1.0]], ['2, k, 24', [0.1992991, -0.1948981, 1.0]]]
[['2, k, 0', [-0.2099215, -0.1327639, 1.0]], ['2, k, 1', [-0.2148888, 0.1166812, 1.0]], ['2, k, 2', [-0.2202331, 0.3608367, 1.0]], ['2, k, 3', [-0.2132623, 0.475711, 1.0]], ['2, k, 4', [-0.3686083, 0.2674961, 1.0]], ['2, k, 5', [-0.4229657, 0.07951161, 1.0]], ['2, k, 6', [-0.3277512, -0.1256818, 1.0]], ['2, k, 7', [-0.3070055, -0.1748476, 1.0]], ['2, k, 8', [-0.0533096, 0.2642414, 1.0]], ['2, k, 9', [0.06467173, 0.03925651, 1.0]], ['2, k, 10', [0.1820495, -0.124372, 1.0]], ['2, k, 11', [0.2118417, -0.1541915, 1.0]], ['2, k, 12', [-0.2843099, -0.1322635, 1.0]], ['2, k, 13', [-0.2666, -0.2784768, 1.0]], ['2, k, 14', [-0.2424811, -0.5961264, 1.0]], ['2, k, 15', [-0.218918, -0.6559362, 1.0]], ['2, k, 16', [-0.1312506, -0.130586, 1.0]], ['2, k, 17', [-0.08962791, -0.279914, 1.0]], ['2, k, 18', [-0.08996608, -0.6030246, 1.0]], ['2, k, 19', [-0.1086422, -0.673175, 1.0]], ['2, k, 20', [-0.2190005, 0.3004815, 1.0]], ['2, k, 21', [-0.2826978, -0.2130135, 1.0]], ['2, k, 22', [-0.3457036, -0.2007743, 1.0]], ['2, k, 23', [0.2390175, -0.2142717, 1.0]], ['2, k, 24', [0.1972768, -0.1570484, 1.0]]]
[['2, k, 0', [-0.2102246, -0.1328134, 1.0]], ['2, k, 1', [-0.2151526, 0.116685, 1.0]], ['2, k, 2', [-0.2203459, 0.3608858, 1.0]], ['2, k, 3', [-0.2131989, 0.4757434, 1.0]], ['2, k, 4', [-0.3686213, 0.2674983, 1.0]], ['2, k, 5', [-0.4229055, 0.07821058, 1.0]], ['2, k, 6', [-0.3305272, -0.1128062, 1.0]], ['2, k, 7', [-0.3106729, -0.1600568, 1.0]], ['2, k, 8', [-0.05319293, 0.2636732, 1.0]], ['2, k, 9', [0.07826185, 0.04559302, 1.0]], ['2, k, 10', [0.1973805, -0.09310021, 1.0]], ['2, k, 11', [0.2249398, -0.1262075, 1.0]], ['2, k, 12', [-0.2846448, -0.1321945, 1.0]], ['2, k, 13', [-0.2666869, -0.2784703, 1.0]], ['2, k, 14', [-0.2424336, -0.5963718, 1.0]], ['2, k, 15', [-0.2200806, -0.6566769, 1.0]], ['2, k, 16', [-0.1315308, -0.1307246, 1.0]], ['2, k, 17', [-0.08949343, -0.2791267, 1.0]], ['2, k, 18', [-0.09015848, -0.6019845, 1.0]], ['2, k, 19', [-0.1081424, -0.6690233, 1.0]], ['2, k, 20', [-0.2191494, 0.3005248, 1.0]], ['2, k, 21', [-0.2867765, -0.1980218, 1.0]], ['2, k, 22', [-0.348843, -0.1814601, 1.0]], ['2, k, 23', [0.2636806, -0.1763068, 1.0]], ['2, k, 24', [0.2388361, -0.1554062, 1.0]]]
[['2, k, 0', [-0.2105425, -0.1327303, 1.0]], ['2, k, 1', [-0.215633, 0.1169488, 1.0]], ['2, k, 2', [-0.2208568, 0.3613863, 1.0]], ['2, k, 3', [-0.2143685, 0.4759407, 1.0]], ['2, k, 4', [-0.3686207, 0.2673441, 1.0]], ['2, k, 5', [-0.4227711, 0.07798865, 1.0]], ['2, k, 6', [-0.328906, -0.1252373, 1.0]], ['2, k, 7', [-0.3074936, -0.1702879, 1.0]], ['2, k, 8', [-0.05321675, 0.2636911, 1.0]], ['2, k, 9', [0.08873392, 0.05197754, 1.0]], ['2, k, 10', [0.2115873, -0.08393946, 1.0]], ['2, k, 11', [0.2531062, -0.1089289, 1.0]], ['2, k, 12', [-0.2849996, -0.1321144, 1.0]], ['2, k, 13', [-0.2667529, -0.2791303, 1.0]], ['2, k, 14', [-0.2423284, -0.5976786, 1.0]], ['2, k, 15', [-0.2199572, -0.6581253, 1.0]], ['2, k, 16', [-0.1318046, -0.130633, 1.0]], ['2, k, 17', [-0.08953939, -0.2791434, 1.0]], ['2, k, 18', [-0.09002508, -0.6020334, 1.0]], ['2, k, 19', [-0.106938, -0.6671517, 1.0]], ['2, k, 20', [-0.219662, 0.3009674, 1.0]], ['2, k, 21', [-0.2930645, -0.2143014, 1.0]], ['2, k, 22', [-0.3457554, -0.1870981, 1.0]], ['2, k, 23', [0.2941317, -0.1607534, 1.0]], ['2, k, 24', [0.2485602, -0.1204816, 1.0]]]
[['2, k, 0', [-0.2104345, -0.1320452, 1.0]], ['2, k, 1', [-0.2157042, 0.117437, 1.0]], ['2, k, 2', [-0.2209707, 0.3617528, 1.0]], ['2, k, 3', [-0.2148855, 0.476317, 1.0]], ['2, k, 4', [-0.3687521, 0.2674257, 1.0]], ['2, k, 5', [-0.4248509, 0.08314178, 1.0]], ['2, k, 6', [-0.3306395, -0.1141647, 1.0]], ['2, k, 7', [-0.3093603, -0.1627962, 1.0]], ['2, k, 8', [-0.05295578, 0.2661551, 1.0]], ['2, k, 9', [0.1189065, 0.1181047, 1.0]], ['2, k, 10', [0.2886464, -0.01079504, 1.0]], ['2, k, 11', [0.3324714, -0.04632164, 1.0]], ['2, k, 12', [-0.2848628, -0.1316073, 1.0]], ['2, k, 13', [-0.2670371, -0.278471, 1.0]], ['2, k, 14', [-0.241631, -0.599009, 1.0]], ['2, k, 15', [-0.2200857, -0.6598574, 1.0]], ['2, k, 16', [-0.1317128, -0.1296913, 1.0]], ['2, k, 17', [-0.08925752, -0.2781608, 1.0]], ['2, k, 18', [-0.09040938, -0.6030016, 1.0]], ['2, k, 19', [-0.1069083, -0.6676212, 1.0]], ['2, k, 20', [-0.2197715, 0.3013667, 1.0]], ['2, k, 21', [-0.2890497, -0.2080857, 1.0]], ['2, k, 22', [-0.3475325, -0.1863204, 1.0]], ['2, k, 23', [0.3872796, -0.08594947, 1.0]], ['2, k, 24', [0.3564298, -0.07780574, 1.0]]]
[['2, k, 0', [-0.210328, -0.1316153, 1.0]], ['2, k, 1', [-0.215571, 0.1179063, 1.0]], ['2, k, 2', [-0.2206933, 0.3623101, 1.0]], ['2, k, 3', [-0.2153714, 0.4767411, 1.0]], ['2, k, 4', [-0.3687925, 0.2673892, 1.0]], ['2, k, 5', [-0.4233941, 0.07962558, 1.0]], ['2, k, 6', [-0.3308801, -0.1133586, 1.0]], ['2, k, 7', [-0.3095145, -0.1590828, 1.0]], ['2, k, 8', [-0.05240956, 0.2674927, 1.0]], ['2, k, 9', [0.1283431, 0.1394839, 1.0]], ['2, k, 10', [0.2972482, 0.05369031, 1.0]], ['2, k, 11', [0.3473481, 0.02205358, 1.0]], ['2, k, 12', [-0.2847568, -0.1313551, 1.0]], ['2, k, 13', [-0.2669643, -0.278824, 1.0]], ['2, k, 14', [-0.2415771, -0.5989226, 1.0]], ['2, k, 15', [-0.2259875, -0.658655, 1.0]], ['2, k, 16', [-0.1316094, -0.1290473, 1.0]], ['2, k, 17', [-0.08914781, -0.2768994, 1.0]], ['2, k, 18', [-0.08994134, -0.602162, 1.0]], ['2, k, 19', [-0.1052861, -0.6641699, 1.0]], ['2, k, 20', [-0.2195385, 0.3019039, 1.0]], ['2, k, 21', [-0.2754056, -0.2056315, 1.0]], ['2, k, 22', [-0.3450157, -0.1872191, 1.0]], ['2, k, 23', [0.3969266, -0.000376902, 1.0]], ['2, k, 24', [0.3464673, 0.01160615, 1.0]]]
[['2, k, 0', [-0.2095867, -0.1302346, 1.0]], ['2, k, 1', [-0.2158006, 0.1190432, 1.0]], ['2, k, 2', [-0.2219439, 0.3636494, 1.0]], ['2, k, 3', [-0.2153739, 0.4775366, 1.0]], ['2, k, 4', [-0.3688877, 0.2674224, 1.0]], ['2, k, 5', [-0.4235103, 0.07931203, 1.0]], ['2, k, 6', [-0.3317971, -0.1118867, 1.0]], ['2, k, 7', [-0.3121709, -0.1592397, 1.0]], ['2, k, 8', [-0.05151264, 0.27223, 1.0]], ['2, k, 9', [0.1448551, 0.1835297, 1.0]], ['2, k, 10', [0.3215635, 0.1081453, 1.0]], ['2, k, 11', [0.3742692, 0.08789956, 1.0]], ['2, k, 12', [-0.2840864, -0.1304312, 1.0]], ['2, k, 13', [-0.2671476, -0.2786927, 1.0]], ['2, k, 14', [-0.2420463, -0.5983728, 1.0]], ['2, k, 15', [-0.2214618, -0.657433, 1.0]], ['2, k, 16', [-0.1307794, -0.1271282, 1.0]], ['2, k, 17', [-0.08926178, -0.2755743, 1.0]], ['2, k, 18', [-0.08987938, -0.6019804, 1.0]], ['2, k, 19', [-0.1033464, -0.6623356, 1.0]], ['2, k, 20', [-0.2204874, 0.3031807, 1.0]], ['2, k, 21', [-0.2928375, -0.2000558, 1.0]], ['2, k, 22', [-0.3467349, -0.1781641, 1.0]], ['2, k, 23', [0.4206414, 0.07512774, 1.0]], ['2, k, 24', [0.3975989, 0.06772566, 1.0]]]
[['2, k, 0', [-0.2091079, -0.1296684, 1.0]], ['2, k, 1', [-0.2158578, 0.1193285, 1.0]], ['2, k, 2', [-0.2223896, 0.3638695, 1.0]], ['2, k, 3', [-0.2178988, 0.4781572, 1.0]], ['2, k, 4', [-0.3689641, 0.2672568, 1.0]], ['2, k, 5', [-0.4245132, 0.08318125, 1.0]], ['2, k, 6', [-0.3316497, -0.1105264, 1.0]], ['2, k, 7', [-0.3080642, -0.159416, 1.0]], ['2, k, 8', [-0.05123855, 0.273612, 1.0]], ['2, k, 9', [0.144064, 0.2073961, 1.0]], ['2, k, 10', [0.3313589, 0.1692265, 1.0]], ['2, k, 11', [0.3823158, 0.1583935, 1.0]], ['2, k, 12', [-0.2834685, -0.1299907, 1.0]], ['2, k, 13', [-0.2672892, -0.2786531, 1.0]], ['2, k, 14', [-0.2420383, -0.5982203, 1.0]], ['2, k, 15', [-0.2217885, -0.6575814, 1.0]], ['2, k, 16', [-0.1304049, -0.1264411, 1.0]], ['2, k, 17', [-0.088935, -0.2749254, 1.0]], ['2, k, 18', [-0.09120636, -0.6018662, 1.0]], ['2, k, 19', [-0.1004702, -0.6628211, 1.0]], ['2, k, 20', [-0.2208156, 0.3034167, 1.0]], ['2, k, 21', [-0.282695, -0.1996229, 1.0]], ['2, k, 22', [-0.3457953, -0.1834236, 1.0]], ['2, k, 23', [0.4334545, 0.1507611, 1.0]], ['2, k, 24', [0.3845706, 0.1450103, 1.0]]]
[['2, k, 0', [-0.2081208, -0.1288871, 1.0]], ['2, k, 1', [-0.2155253, 0.119745, 1.0]], ['2, k, 2', [-0.2223099, 0.3641125, 1.0]], ['2, k, 3', [-0.218579, 0.4782092, 1.0]], ['2, k, 4', [-0.3689103, 0.266875, 1.0]], ['2, k, 5', [-0.4243619, 0.0844255, 1.0]], ['2, k, 6', [-0.3316459, -0.110527, 1.0]], ['2, k, 7', [-0.3114576, -0.1606942, 1.0]], ['2, k, 8', [-0.04990754, 0.2754734, 1.0]], ['2, k, 9', [0.151616, 0.2462726, 1.0]], ['2, k, 10', [0.3424851, 0.2328842, 1.0]], ['2, k, 11', [0.3880815, 0.2341364, 1.0]], ['2, k, 12', [-0.2823314, -0.1293669, 1.0]], ['2, k, 13', [-0.2673337, -0.2788959, 1.0]], ['2, k, 14', [-0.2419271, -0.5984367, 1.0]], ['2, k, 15', [-0.2218468, -0.6577281, 1.0]], ['2, k, 16', [-0.1295712, -0.125546, 1.0]], ['2, k, 17', [-0.08890098, -0.275123, 1.0]], ['2, k, 18', [-0.09060177, -0.603787, 1.0]], ['2, k, 19', [-0.100123, -0.6639482, 1.0]], ['2, k, 20', [-0.2206901, 0.303693, 1.0]], ['2, k, 21', [-0.2925807, -0.2047916, 1.0]], ['2, k, 22', [-0.3492807, -0.1853527, 1.0]], ['2, k, 23', [0.4417788, 0.2325375, 1.0]], ['2, k, 24', [0.3920336, 0.2256027, 1.0]]]
[['2, k, 0', [-0.2071077, -0.127931, 1.0]], ['2, k, 1', [-0.2151081, 0.1201432, 1.0]], ['2, k, 2', [-0.2221545, 0.3641582, 1.0]], ['2, k, 3', [-0.219384, 0.4789479, 1.0]], ['2, k, 4', [-0.3688544, 0.2669377, 1.0]], ['2, k, 5', [-0.4248457, 0.08684463, 1.0]], ['2, k, 6', [-0.3318461, -0.1101063, 1.0]], ['2, k, 7', [-0.3076628, -0.1589362, 1.0]], ['2, k, 8', [-0.04596728, 0.2781684, 1.0]], ['2, k, 9', [0.1725975, 0.2882052, 1.0]], ['2, k, 10', [0.3555233, 0.2929502, 1.0]], ['2, k, 11', [0.3995211, 0.3050966, 1.0]], ['2, k, 12', [-0.28099, -0.1284713, 1.0]], ['2, k, 13', [-0.2674535, -0.278651, 1.0]], ['2, k, 14', [-0.2425446, -0.5975785, 1.0]], ['2, k, 15', [-0.2213935, -0.6577238, 1.0]], ['2, k, 16', [-0.1288479, -0.1245695, 1.0]], ['2, k, 17', [-0.08880449, -0.2750665, 1.0]], ['2, k, 18', [-0.09056703, -0.6038443, 1.0]], ['2, k, 19', [-0.0993783, -0.6654414, 1.0]], ['2, k, 20', [-0.2204979, 0.3038137, 1.0]], ['2, k, 21', [-0.2806379, -0.2015542, 1.0]], ['2, k, 22', [-0.3362264, -0.1713845, 1.0]], ['2, k, 23', [0.455927, 0.3127483, 1.0]], ['2, k, 24', [0.4036843, 0.289272, 1.0]]]
