[['2, k, 0', [0.1507281, -0.01742952, 1.0]], ['2, k, 1', [0.1613626, 0.3012244, 1.0]], ['2, k, 2', [0.1702029, 0.6091473, 1.0]], ['2, k, 3', [0.1542993, 0.7501143, 1.0]], ['2, k, 4', [-0.01609253, 0.5014635, 1.0]], ['2, k, 5', [-0.06081209, 0.2422692, 1.0]], ['2, k, 6', [-0.08034819, -0.02580828, 1.0]], ['2, k, 7', [-0.08827493, -0.09400944, 1.0]], ['2, k, 8', [0.3432022, 0.4867593, 1.0]], ['2, k, 9', [0.3752362, 0.2239557, 1.0]], ['2, k, 10', [0.4021517, -0.02589035, 1.0]], ['2, k, 11', [0.4091682, -0.1017812, 1.0]], ['2, k, 12', [0.06984746, -0.01490609, 1.0]], ['2, k, 13', [0.07643185, -0.3367338, 1.0]], ['2, k, 14', [0.1007372, -0.6469007, 1.0]], ['2, k, 15', [0.05910229, -0.7197974, 1.0]], ['2, k, 16', [0.2268786, -0.01941, 1.0]], ['2, k, 17', [0.2334263, -0.3521648, 1.0]], ['2, k, 18', [0.2260868, -0.6526603, 1.0]], ['2, k, 19', [0.2249897, -0.7227893, 1.0]], ['2, k, 20', [0.1682497, 0.5336583, 1.0]], ['2, k, 21', [-0.1044472, -0.1662009, 1.0]], ['2, k, 22', [-0.1369675, -0.09560992, 1.0]], ['2, k, 23', [0.4215039, -0.1817324, 1.0]], ['2, k, 24', [0.3516537, -0.06982311, 1.0]]]
[['2, k, 0', [0.1502582, -0.01681543, 1.0]], ['2, k, 1', [0.162984, 0.3027066, 1.0]], ['2, k, 2', [0.1737423, 0.6112061, 1.0]], ['2, k, 3', [0.1638135, 0.7520111, 1.0]], ['2, k, 4', [-0.007407608, 0.4973843, 1.0]], ['2, k, 5', [-0.05283794, 0.2361162, 1.0]], ['2, k, 6', [-0.08067994, -0.02071116, 1.0]], ['2, k, 7', [-0.09288593, -0.08529631, 1.0]], ['2, k, 8', [0.3010796, 0.4853906, 1.0]], ['2, k, 9', [0.3702319, 0.2772142, 1.0]], ['2, k, 10', [0.3407493, 0.425749, 1.0]], ['2, k, 11', [0.3418565, 0.4593387, 1.0]], ['2, k, 12', [0.06868754, -0.01526657, 1.0]], ['2, k, 13', [0.07536164, -0.3283637, 1.0]], ['2, k, 14', [0.1014128, -0.6458135, 1.0]], ['2, k, 15', [0.02567578, -0.7111942, 1.0]], ['2, k, 16', [0.2269833, -0.01807581, 1.0]], ['2, k, 17', [0.2368438, -0.3412897, 1.0]], ['2, k, 18', [0.2290626, -0.6528176, 1.0]], ['2, k, 19', [0.2158953, -0.7226719, 1.0]], ['2, k, 20', [0.1713683, 0.5355959, 1.0]], ['2, k, 21', [-0.1102898, -0.1577178, 1.0]], ['2, k, 22', [-0.1353361, -0.06533562, 1.0]], ['2, k, 23', [0.3325928, 0.5213508, 1.0]], ['2, k, 24', [0.3936132, 0.4559578, 1.0]]]
[['2, k, 0', [0.1497483, -0.01701991, 1.0]], ['2, k, 1', [0.1625336, 0.3026087, 1.0]], ['2, k, 2', [0.1734247, 0.6111924, 1.0]], ['2, k, 3', [0.1635449, 0.752142, 1.0]], ['2, k, 4', [-0.007897249, 0.4976055, 1.0]], ['2, k, 5', [-0.05314278, 0.2359258, 1.0]], ['2, k, 6', [-0.08072823, -0.02074374, 1.0]], ['2, k, 7', [-0.09344612, -0.08463325, 1.0]], ['2, k, 8', [0.3048169, 0.4877373, 1.0]], ['2, k, 9', [0.367715, 0.2774162, 1.0]], ['2, k, 10', [0.3424568, 0.4115689, 1.0]], ['2, k, 11', [0.3440277, 0.434573, 1.0]], ['2, k, 12', [0.06831608, -0.01539927, 1.0]], ['2, k, 13', [0.07498109, -0.3287246, 1.0]], ['2, k, 14', [0.1015168, -0.6456479, 1.0]], ['2, k, 15', [0.06624983, -0.7259811, 1.0]], ['2, k, 16', [0.2263658, -0.01831144, 1.0]], ['2, k, 17', [0.2372309, -0.3424468, 1.0]], ['2, k, 18', [0.2282896, -0.6531841, 1.0]], ['2, k, 19', [0.2155688, -0.7260624, 1.0]], ['2, k, 20', [0.1710059, 0.5355678, 1.0]], ['2, k, 21', [-0.1132892, -0.1557157, 1.0]], ['2, k, 22', [-0.1348985, -0.06169291, 1.0]], ['2, k, 23', [0.3368914, 0.4887498, 1.0]], ['2, k, 24', [0.3950393, 0.4358929, 1.0]]]
[['2, k, 0', [0.1485865, -0.01797679, 1.0]], ['2, k, 1', [0.1618735, 0.3020429, 1.0]], ['2, k, 2', [0.173188, 0.6109377, 1.0]], ['2, k, 3', [0.1635142, 0.7521693, 1.0]], ['2, k, 4', [-0.008354468, 0.4972586, 1.0]], ['2, k, 5', [-0.05345204, 0.235131, 1.0]], ['2, k, 6', [-0.08076656, -0.02095955, 1.0]], ['2, k, 7', [-0.09171452, -0.08621444, 1.0]], ['2, k, 8', [0.3054468, 0.4883299, 1.0]], ['2, k, 9', [0.3656629, 0.2400231, 1.0]], ['2, k, 10', [0.3454917, 0.36105, 1.0]], ['2, k, 11', [0.3450996, 0.4049317, 1.0]], ['2, k, 12', [0.06720743, -0.0163341, 1.0]], ['2, k, 13', [0.07511486, -0.3296076, 1.0]], ['2, k, 14', [0.101614, -0.6462288, 1.0]], ['2, k, 15', [0.05809724, -0.724151, 1.0]], ['2, k, 16', [0.2252247, -0.01921423, 1.0]], ['2, k, 17', [0.237272, -0.3435032, 1.0]], ['2, k, 18', [0.2284243, -0.6526812, 1.0]], ['2, k, 19', [0.2209183, -0.7238789, 1.0]], ['2, k, 20', [0.1706732, 0.5352478, 1.0]], ['2, k, 21', [-0.1109966, -0.1576025, 1.0]], ['2, k, 22', [-0.1343063, -0.06204826, 1.0]], ['2, k, 23', [0.3405313, 0.4540114, 1.0]], ['2, k, 24', [0.3931774, 0.4030795, 1.0]]]
[['2, k, 0', [0.1484065, -0.01818468, 1.0]], ['2, k, 1', [0.1617981, 0.3019952, 1.0]], ['2, k, 2', [0.1731788, 0.6109501, 1.0]], ['2, k, 3', [0.163357, 0.7522105, 1.0]], ['2, k, 4', [-0.008576959, 0.4969463, 1.0]], ['2, k, 5', [-0.05352629, 0.2347293, 1.0]], ['2, k, 6', [-0.08081507, -0.0211052, 1.0]], ['2, k, 7', [-0.09309927, -0.08591162, 1.0]], ['2, k, 8', [0.3089612, 0.4898745, 1.0]], ['2, k, 9', [0.3652009, 0.2376393, 1.0]], ['2, k, 10', [0.3453838, 0.3510859, 1.0]], ['2, k, 11', [0.3456002, 0.3737373, 1.0]], ['2, k, 12', [0.06699684, -0.01660007, 1.0]], ['2, k, 13', [0.07525138, -0.3297991, 1.0]], ['2, k, 14', [0.1009605, -0.6480321, 1.0]], ['2, k, 15', [0.05738124, -0.7256142, 1.0]], ['2, k, 16', [0.2250645, -0.01937791, 1.0]], ['2, k, 17', [0.2371295, -0.3442193, 1.0]], ['2, k, 18', [0.2282724, -0.6538653, 1.0]], ['2, k, 19', [0.2233164, -0.7229789, 1.0]], ['2, k, 20', [0.1706549, 0.5352525, 1.0]], ['2, k, 21', [-0.1100451, -0.157166, 1.0]], ['2, k, 22', [-0.1350519, -0.06330194, 1.0]], ['2, k, 23', [0.3514214, 0.4122845, 1.0]], ['2, k, 24', [0.3935285, 0.3758178, 1.0]]]
[['2, k, 0', [0.1486629, -0.01839938, 1.0]], ['2, k, 1', [0.1617123, 0.3018639, 1.0]], ['2, k, 2', [0.1725555, 0.6107416, 1.0]], ['2, k, 3', [0.163255, 0.7522867, 1.0]], ['2, k, 4', [-0.008960352, 0.4965084, 1.0]], ['2, k, 5', [-0.05388528, 0.2331951, 1.0]], ['2, k, 6', [-0.08082358, -0.021397, 1.0]], ['2, k, 7', [-0.09250384, -0.08551265, 1.0]], ['2, k, 8', [0.3148565, 0.4901245, 1.0]], ['2, k, 9', [0.3670259, 0.2293136, 1.0]], ['2, k, 10', [0.3471381, 0.3178541, 1.0]], ['2, k, 11', [0.3458992, 0.3383961, 1.0]], ['2, k, 12', [0.0672235, -0.01679065, 1.0]], ['2, k, 13', [0.07514627, -0.3296124, 1.0]], ['2, k, 14', [0.100981, -0.6480923, 1.0]], ['2, k, 15', [0.05740276, -0.7256896, 1.0]], ['2, k, 16', [0.2253847, -0.01961941, 1.0]], ['2, k, 17', [0.2371695, -0.3445379, 1.0]], ['2, k, 18', [0.2286881, -0.6537609, 1.0]], ['2, k, 19', [0.223866, -0.7231503, 1.0]], ['2, k, 20', [0.1701999, 0.5350596, 1.0]], ['2, k, 21', [-0.1096006, -0.1572116, 1.0]], ['2, k, 22', [-0.1344306, -0.06308856, 1.0]], ['2, k, 23', [0.3665571, 0.3711347, 1.0]], ['2, k, 24', [0.3939328, 0.3401189, 1.0]]]
[['2, k, 0', [0.1484693, -0.01852919, 1.0]], ['2, k, 1', [0.1615851, 0.3018315, 1.0]], ['2, k, 2', [0.1724866, 0.6107822, 1.0]], ['2, k, 3', [0.1630251, 0.752422, 1.0]], ['2, k, 4', [-0.009074594, 0.4965978, 1.0]], ['2, k, 5', [-0.05431693, 0.2316319, 1.0]], ['2, k, 6', [-0.08102534, -0.02160433, 1.0]], ['2, k, 7', [-0.09359526, -0.0864659, 1.0]], ['2, k, 8', [0.3246932, 0.4885805, 1.0]], ['2, k, 9', [0.3477759, 0.2257173, 1.0]], ['2, k, 10', [0.3473016, 0.2397835, 1.0]], ['2, k, 11', [0.3483257, 0.2675588, 1.0]], ['2, k, 12', [0.06700828, -0.01685883, 1.0]], ['2, k, 13', [0.07517418, -0.329573, 1.0]], ['2, k, 14', [0.100365, -0.6498279, 1.0]], ['2, k, 15', [0.05820753, -0.7260024, 1.0]], ['2, k, 16', [0.2252159, -0.01979635, 1.0]], ['2, k, 17', [0.237229, -0.3460129, 1.0]], ['2, k, 18', [0.2285633, -0.6547051, 1.0]], ['2, k, 19', [0.2244546, -0.7238091, 1.0]], ['2, k, 20', [0.1701153, 0.5350827, 1.0]], ['2, k, 21', [-0.1123125, -0.1578168, 1.0]], ['2, k, 22', [-0.1357253, -0.06426163, 1.0]], ['2, k, 23', [0.3698874, 0.2890945, 1.0]], ['2, k, 24', [0.3981382, 0.2780107, 1.0]]]
[['2, k, 0', [0.1484377, -0.01853853, 1.0]], ['2, k, 1', [0.1613856, 0.3017506, 1.0]], ['2, k, 2', [0.1721391, 0.6106353, 1.0]], ['2, k, 3', [0.1629481, 0.7523497, 1.0]], ['2, k, 4', [-0.009334771, 0.4964035, 1.0]], ['2, k, 5', [-0.05440773, 0.2316296, 1.0]], ['2, k, 6', [-0.0810257, -0.02153064, 1.0]], ['2, k, 7', [-0.09320901, -0.08516332, 1.0]], ['2, k, 8', [0.3297521, 0.4872539, 1.0]], ['2, k, 9', [0.345024, 0.2292404, 1.0]], ['2, k, 10', [0.3543202, 0.2040776, 1.0]], ['2, k, 11', [0.353498, 0.1972948, 1.0]], ['2, k, 12', [0.06697627, -0.01683738, 1.0]], ['2, k, 13', [0.07518645, -0.3296988, 1.0]], ['2, k, 14', [0.1006548, -0.6490837, 1.0]], ['2, k, 15', [0.05433105, -0.7251928, 1.0]], ['2, k, 16', [0.2251722, -0.01984087, 1.0]], ['2, k, 17', [0.2372262, -0.3460194, 1.0]], ['2, k, 18', [0.2286181, -0.6546525, 1.0]], ['2, k, 19', [0.2250758, -0.7244571, 1.0]], ['2, k, 20', [0.1697871, 0.5349514, 1.0]], ['2, k, 21', [-0.114259, -0.1564794, 1.0]], ['2, k, 22', [-0.1345638, -0.0565756, 1.0]], ['2, k, 23', [0.3421878, 0.2089861, 1.0]], ['2, k, 24', [0.398296, 0.2136781, 1.0]]]
[['2, k, 0', [0.1485272, -0.01867125, 1.0]], ['2, k, 1', [0.1613543, 0.3016983, 1.0]], ['2, k, 2', [0.1720157, 0.6106347, 1.0]], ['2, k, 3', [0.1626422, 0.7522944, 1.0]], ['2, k, 4', [-0.009606578, 0.4961506, 1.0]], ['2, k, 5', [-0.05447538, 0.2316171, 1.0]], ['2, k, 6', [-0.08105148, -0.021518, 1.0]], ['2, k, 7', [-0.093341, -0.08561726, 1.0]], ['2, k, 8', [0.3331315, 0.4854082, 1.0]], ['2, k, 9', [0.344909, 0.2325864, 1.0]], ['2, k, 10', [0.3554911, 0.1894012, 1.0]], ['2, k, 11', [0.3595428, 0.1700683, 1.0]], ['2, k, 12', [0.06703181, -0.01689595, 1.0]], ['2, k, 13', [0.07468527, -0.3300046, 1.0]], ['2, k, 14', [0.1004121, -0.6489003, 1.0]], ['2, k, 15', [0.05440362, -0.7253321, 1.0]], ['2, k, 16', [0.2253131, -0.02006682, 1.0]], ['2, k, 17', [0.2372286, -0.3460113, 1.0]], ['2, k, 18', [0.2283988, -0.6546214, 1.0]], ['2, k, 19', [0.226078, -0.7246477, 1.0]], ['2, k, 20', [0.1696857, 0.5349348, 1.0]], ['2, k, 21', [-0.1125275, -0.1571669, 1.0]], ['2, k, 22', [-0.1349702, -0.06162364, 1.0]], ['2, k, 23', [0.3567196, 0.1671706, 1.0]], ['2, k, 24', [0.3925422, 0.1851499, 1.0]]]
[['2, k, 0', [0.1486006, -0.01872071, 1.0]], ['2, k, 1', [0.1613425, 0.3016878, 1.0]], ['2, k, 2', [0.1719137, 0.6106586, 1.0]], ['2, k, 3', [0.1624529, 0.7523476, 1.0]], ['2, k, 4', [-0.01000037, 0.4959289, 1.0]], ['2, k, 5', [-0.05462935, 0.2315337, 1.0]], ['2, k, 6', [-0.0810222, -0.02152274, 1.0]], ['2, k, 7', [-0.09262833, -0.08525038, 1.0]], ['2, k, 8', [0.3343388, 0.4855066, 1.0]], ['2, k, 9', [0.3475727, 0.2420532, 1.0]], ['2, k, 10', [0.3530749, 0.1331108, 1.0]], ['2, k, 11', [0.3569973, 0.1170828, 1.0]], ['2, k, 12', [0.06711006, -0.01696626, 1.0]], ['2, k, 13', [0.07471807, -0.3299623, 1.0]], ['2, k, 14', [0.1009582, -0.6478315, 1.0]], ['2, k, 15', [0.04549906, -0.7202784, 1.0]], ['2, k, 16', [0.2253893, -0.02009069, 1.0]], ['2, k, 17', [0.2372465, -0.3462034, 1.0]], ['2, k, 18', [0.2283645, -0.6547555, 1.0]], ['2, k, 19', [0.218769, -0.7263503, 1.0]], ['2, k, 20', [0.1696074, 0.5349451, 1.0]], ['2, k, 21', [-0.1132153, -0.1561626, 1.0]], ['2, k, 22', [-0.1340255, -0.0603066, 1.0]], ['2, k, 23', [0.3499223, 0.09041736, 1.0]], ['2, k, 24', [0.3872296, 0.1275128, 1.0]]]
[['2, k, 0', [0.1484371, -0.0189203, 1.0]], ['2, k, 1', [0.1610501, 0.3015563, 1.0]], ['2, k, 2', [0.1715697, 0.6106557, 1.0]], ['2, k, 3', [0.1623026, 0.7523954, 1.0]], ['2, k, 4', [-0.01006205, 0.4959042, 1.0]], ['2, k, 5', [-0.05464495, 0.2309436, 1.0]], ['2, k, 6', [-0.08118247, -0.0206886, 1.0]], ['2, k, 7', [-0.09345776, -0.08456148, 1.0]], ['2, k, 8', [0.3349373, 0.4854569, 1.0]], ['2, k, 9', [0.3560445, 0.2547795, 1.0]], ['2, k, 10', [0.3557785, 0.1184333, 1.0]], ['2, k, 11', [0.359059, 0.08539321, 1.0]], ['2, k, 12', [0.06693756, -0.01715117, 1.0]], ['2, k, 13', [0.07439894, -0.3305532, 1.0]], ['2, k, 14', [0.100832, -0.6477741, 1.0]], ['2, k, 15', [0.04656307, -0.7211714, 1.0]], ['2, k, 16', [0.2252502, -0.02027691, 1.0]], ['2, k, 17', [0.2372213, -0.3463343, 1.0]], ['2, k, 18', [0.2285004, -0.6548448, 1.0]], ['2, k, 19', [0.2178328, -0.7261248, 1.0]], ['2, k, 20', [0.1692607, 0.5349104, 1.0]], ['2, k, 21', [-0.1130378, -0.1554101, 1.0]], ['2, k, 22', [-0.1357052, -0.06414522, 1.0]], ['2, k, 23', [0.3641527, 0.05621926, 1.0]], ['2, k, 24', [0.3963349, 0.09600527, 1.0]]]
[['2, k, 0', [0.1484929, -0.01896045, 1.0]], ['2, k, 1', [0.1610418, 0.3015502, 1.0]], ['2, k, 2', [0.1715043, 0.6106744, 1.0]], ['2, k, 3', [0.1622022, 0.7522989, 1.0]], ['2, k, 4', [-0.01017126, 0.4958482, 1.0]], ['2, k, 5', [-0.05462807, 0.2308898, 1.0]], ['2, k, 6', [-0.08117294, -0.02086096, 1.0]], ['2, k, 7', [-0.09367875, -0.08488903, 1.0]], ['2, k, 8', [0.3360067, 0.4856225, 1.0]], ['2, k, 9', [0.3566811, 0.2548969, 1.0]], ['2, k, 10', [0.3381772, 0.0919783, 1.0]], ['2, k, 11', [0.3571193, 0.06313527, 1.0]], ['2, k, 12', [0.0669739, -0.01716205, 1.0]], ['2, k, 13', [0.07442616, -0.3313787, 1.0]], ['2, k, 14', [0.1004093, -0.6474099, 1.0]], ['2, k, 15', [0.0617466, -0.7187165, 1.0]], ['2, k, 16', [0.2253429, -0.02036797, 1.0]], ['2, k, 17', [0.2371669, -0.3465218, 1.0]], ['2, k, 18', [0.228743, -0.6548401, 1.0]], ['2, k, 19', [0.2195361, -0.7250832, 1.0]], ['2, k, 20', [0.1692102, 0.5349195, 1.0]], ['2, k, 21', [-0.113096, -0.1569513, 1.0]], ['2, k, 22', [-0.134449, -0.06046423, 1.0]], ['2, k, 23', [0.367911, 0.02481134, 1.0]], ['2, k, 24', [0.3951059, 0.07544815, 1.0]]]
[['2, k, 0', [0.1485341, -0.01900153, 1.0]], ['2, k, 1', [0.1610437, 0.301495, 1.0]], ['2, k, 2', [0.1714734, 0.6106214, 1.0]], ['2, k, 3', [0.1621439, 0.7523227, 1.0]], ['2, k, 4', [-0.01029903, 0.4958808, 1.0]], ['2, k, 5', [-0.05466834, 0.2301236, 1.0]], ['2, k, 6', [-0.08183473, -0.02179465, 1.0]], ['2, k, 7', [-0.09396973, -0.08381947, 1.0]], ['2, k, 8', [0.3365289, 0.4855381, 1.0]], ['2, k, 9', [0.3581941, 0.2552899, 1.0]], ['2, k, 10', [0.3395436, 0.0877353, 1.0]], ['2, k, 11', [0.3606901, 0.03765265, 1.0]], ['2, k, 12', [0.06701451, -0.01718721, 1.0]], ['2, k, 13', [0.07433115, -0.3317715, 1.0]], ['2, k, 14', [0.1001681, -0.6472681, 1.0]], ['2, k, 15', [0.06215943, -0.7195764, 1.0]], ['2, k, 16', [0.2254049, -0.02044171, 1.0]], ['2, k, 17', [0.2370376, -0.3466785, 1.0]], ['2, k, 18', [0.2279195, -0.654277, 1.0]], ['2, k, 19', [0.220387, -0.7246595, 1.0]], ['2, k, 20', [0.1691805, 0.5348635, 1.0]], ['2, k, 21', [-0.1114869, -0.1523789, 1.0]], ['2, k, 22', [-0.1348473, -0.06189376, 1.0]], ['2, k, 23', [0.365807, -0.005502134, 1.0]], ['2, k, 24', [0.4036281, 0.05805776, 1.0]]]
[['2, k, 0', [0.1483856, -0.0191038, 1.0]], ['2, k, 1', [0.1608195, 0.3014416, 1.0]], ['2, k, 2', [0.1712566, 0.6106545, 1.0]], ['2, k, 3', [0.1619805, 0.7524192, 1.0]], ['2, k, 4', [-0.01046336, 0.4959467, 1.0]], ['2, k, 5', [-0.05482649, 0.2297034, 1.0]], ['2, k, 6', [-0.08243039, -0.02239737, 1.0]], ['2, k, 7', [-0.09466727, -0.08490811, 1.0]], ['2, k, 8', [0.3371432, 0.4852787, 1.0]], ['2, k, 9', [0.3602247, 0.2548557, 1.0]], ['2, k, 10', [0.3512233, 0.07273778, 1.0]], ['2, k, 11', [0.3634739, 0.0003390863, 1.0]], ['2, k, 12', [0.06693651, -0.01721703, 1.0]], ['2, k, 13', [0.07433247, -0.3317607, 1.0]], ['2, k, 14', [0.1004676, -0.6466612, 1.0]], ['2, k, 15', [0.06120114, -0.7203287, 1.0]], ['2, k, 16', [0.225172, -0.02063267, 1.0]], ['2, k, 17', [0.2369701, -0.3468004, 1.0]], ['2, k, 18', [0.2278649, -0.6542795, 1.0]], ['2, k, 19', [0.2229111, -0.72415, 1.0]], ['2, k, 20', [0.1689499, 0.5348778, 1.0]], ['2, k, 21', [-0.1148089, -0.1572738, 1.0]], ['2, k, 22', [-0.1356326, -0.06270649, 1.0]], ['2, k, 23', [0.3537778, -0.05405562, 1.0]], ['2, k, 24', [0.4031405, 0.0218161, 1.0]]]
[['2, k, 0', [0.1478615, -0.01954593, 1.0]], ['2, k, 1', [0.1604155, 0.3012145, 1.0]], ['2, k, 2', [0.1710151, 0.6106138, 1.0]], ['2, k, 3', [0.1619427, 0.7524664, 1.0]], ['2, k, 4', [-0.01068119, 0.4959098, 1.0]], ['2, k, 5', [-0.05494933, 0.2293526, 1.0]], ['2, k, 6', [-0.08260929, -0.0225803, 1.0]], ['2, k, 7', [-0.09537514, -0.08482081, 1.0]], ['2, k, 8', [0.3380711, 0.4850034, 1.0]], ['2, k, 9', [0.3618179, 0.2518165, 1.0]], ['2, k, 10', [0.3559085, 0.06232035, 1.0]], ['2, k, 11', [0.3667899, -0.01508362, 1.0]], ['2, k, 12', [0.06655965, -0.01745246, 1.0]], ['2, k, 13', [0.07418713, -0.3319058, 1.0]], ['2, k, 14', [0.1004847, -0.6466156, 1.0]], ['2, k, 15', [0.04967108, -0.7215766, 1.0]], ['2, k, 16', [0.2244719, -0.02131504, 1.0]], ['2, k, 17', [0.2370332, -0.3466993, 1.0]], ['2, k, 18', [0.2268134, -0.6531886, 1.0]], ['2, k, 19', [0.2245812, -0.724613, 1.0]], ['2, k, 20', [0.1686647, 0.5347995, 1.0]], ['2, k, 21', [-0.1135523, -0.1570076, 1.0]], ['2, k, 22', [-0.1389397, -0.07284771, 1.0]], ['2, k, 23', [0.3673337, -0.07353877, 1.0]], ['2, k, 24', [0.4130149, 0.01332968, 1.0]]]
[['2, k, 0', [0.1476472, -0.01961103, 1.0]], ['2, k, 1', [0.1602832, 0.3011926, 1.0]], ['2, k, 2', [0.1709873, 0.610639, 1.0]], ['2, k, 3', [0.1618522, 0.7524479, 1.0]], ['2, k, 4', [-0.01085341, 0.4960608, 1.0]], ['2, k, 5', [-0.05481108, 0.2286084, 1.0]], ['2, k, 6', [-0.08262368, -0.02260918, 1.0]], ['2, k, 7', [-0.09580792, -0.08479239, 1.0]], ['2, k, 8', [0.3386874, 0.4851184, 1.0]], ['2, k, 9', [0.3628139, 0.2488897, 1.0]], ['2, k, 10', [0.3636061, 0.03784408, 1.0]], ['2, k, 11', [0.370865, -0.03109899, 1.0]], ['2, k, 12', [0.06641732, -0.01741617, 1.0]], ['2, k, 13', [0.07414038, -0.3315749, 1.0]], ['2, k, 14', [0.1000086, -0.6476132, 1.0]], ['2, k, 15', [0.04941742, -0.7227323, 1.0]], ['2, k, 16', [0.2241696, -0.02150293, 1.0]], ['2, k, 17', [0.2370151, -0.3466826, 1.0]], ['2, k, 18', [0.2266722, -0.6533642, 1.0]], ['2, k, 19', [0.2259225, -0.7247142, 1.0]], ['2, k, 20', [0.1686109, 0.5348169, 1.0]], ['2, k, 21', [-0.1169844, -0.1585298, 1.0]], ['2, k, 22', [-0.1371943, -0.06174934, 1.0]], ['2, k, 23', [0.3705523, -0.09165627, 1.0]], ['2, k, 24', [0.407777, -0.007393817, 1.0]]]
[['2, k, 0', [0.1476633, -0.01979679, 1.0]], ['2, k, 1', [0.1602628, 0.3010606, 1.0]], ['2, k, 2', [0.1709735, 0.6105978, 1.0]], ['2, k, 3', [0.1618039, 0.752436, 1.0]], ['2, k, 4', [-0.01117416, 0.496024, 1.0]], ['2, k, 5', [-0.05476991, 0.2286703, 1.0]], ['2, k, 6', [-0.08262241, -0.02258618, 1.0]], ['2, k, 7', [-0.0960689, -0.08489168, 1.0]], ['2, k, 8', [0.3392778, 0.4850005, 1.0]], ['2, k, 9', [0.3636481, 0.2465653, 1.0]], ['2, k, 10', [0.3661174, 0.02659797, 1.0]], ['2, k, 11', [0.3734796, -0.04875726, 1.0]], ['2, k, 12', [0.06645028, -0.01752415, 1.0]], ['2, k, 13', [0.07418139, -0.3315596, 1.0]], ['2, k, 14', [0.1000798, -0.6475829, 1.0]], ['2, k, 15', [0.04902859, -0.7223245, 1.0]], ['2, k, 16', [0.2241711, -0.02175401, 1.0]], ['2, k, 17', [0.2369945, -0.3469831, 1.0]], ['2, k, 18', [0.2263512, -0.6530759, 1.0]], ['2, k, 19', [0.2258371, -0.724869, 1.0]], ['2, k, 20', [0.1685878, 0.5347518, 1.0]], ['2, k, 21', [-0.1137053, -0.1568932, 1.0]], ['2, k, 22', [-0.1369144, -0.06500234, 1.0]], ['2, k, 23', [0.3678949, -0.1128112, 1.0]], ['2, k, 24', [0.4140884, -0.02506678, 1.0]]]
[['2, k, 0', [0.1477344, -0.02029831, 1.0]], ['2, k, 1', [0.1602351, 0.3008347, 1.0]], ['2, k, 2', [0.1709389, 0.6105552, 1.0]], ['2, k, 3', [0.1618043, 0.7523772, 1.0]], ['2, k, 4', [-0.01125447, 0.4960681, 1.0]], ['2, k, 5', [-0.0546919, 0.2271135, 1.0]], ['2, k, 6', [-0.08275732, -0.02297574, 1.0]], ['2, k, 7', [-0.09568821, -0.08454266, 1.0]], ['2, k, 8', [0.3399965, 0.4844341, 1.0]], ['2, k, 9', [0.3648516, 0.2430253, 1.0]], ['2, k, 10', [0.3704244, 0.008331761, 1.0]], ['2, k, 11', [0.3766109, -0.0627648, 1.0]], ['2, k, 12', [0.06660108, -0.0178805, 1.0]], ['2, k, 13', [0.07425768, -0.3316576, 1.0]], ['2, k, 14', [0.09966185, -0.6476655, 1.0]], ['2, k, 15', [0.04840453, -0.7218881, 1.0]], ['2, k, 16', [0.2241739, -0.02241466, 1.0]], ['2, k, 17', [0.2369915, -0.3470179, 1.0]], ['2, k, 18', [0.2261496, -0.6529031, 1.0]], ['2, k, 19', [0.2270358, -0.7251818, 1.0]], ['2, k, 20', [0.1685485, 0.5346771, 1.0]], ['2, k, 21', [-0.1155665, -0.156523, 1.0]], ['2, k, 22', [-0.136745, -0.05706317, 1.0]], ['2, k, 23', [0.3716842, -0.1269877, 1.0]], ['2, k, 24', [0.4156814, -0.03215758, 1.0]]]
[['2, k, 0', [0.1478694, -0.02058326, 1.0]], ['2, k, 1', [0.1602933, 0.3007987, 1.0]], ['2, k, 2', [0.171061, 0.6106902, 1.0]], ['2, k, 3', [0.1617727, 0.752346, 1.0]], ['2, k, 4', [-0.01145105, 0.4958864, 1.0]], ['2, k, 5', [-0.05446038, 0.2257449, 1.0]], ['2, k, 6', [-0.08278031, -0.02293934, 1.0]], ['2, k, 7', [-0.09493909, -0.08433061, 1.0]], ['2, k, 8', [0.340665, 0.4841796, 1.0]], ['2, k, 9', [0.3650914, 0.2417542, 1.0]], ['2, k, 10', [0.3729819, -0.002507487, 1.0]], ['2, k, 11', [0.379679, -0.07533052, 1.0]], ['2, k, 12', [0.06679772, -0.01813901, 1.0]], ['2, k, 13', [0.07474331, -0.3317206, 1.0]], ['2, k, 14', [0.1002763, -0.6466351, 1.0]], ['2, k, 15', [0.04950022, -0.7219437, 1.0]], ['2, k, 16', [0.2242497, -0.02268384, 1.0]], ['2, k, 17', [0.2369721, -0.3472161, 1.0]], ['2, k, 18', [0.2265572, -0.6528964, 1.0]], ['2, k, 19', [0.2272009, -0.7251327, 1.0]], ['2, k, 20', [0.1686381, 0.5347465, 1.0]], ['2, k, 21', [-0.1090311, -0.1545011, 1.0]], ['2, k, 22', [-0.137514, -0.06343023, 1.0]], ['2, k, 23', [0.3764726, -0.1442173, 1.0]], ['2, k, 24', [0.4184968, -0.04727134, 1.0]]]
