[['2, k, 0', [-0.393224, -0.731959, 1.0]], ['2, k, 1', [-0.402811, -0.435949, 1.0]], ['2, k, 2', [-0.410044, -0.144589, 1.0]], ['2, k, 3', [-0.40431, -0.000846927, 1.0]], ['2, k, 4', [-0.545265, -0.224286, 1.0]], ['2, k, 5', [-0.657344, -0.327929, 1.0]], ['2, k, 6', [-0.659679, -0.308936, 1.0]], ['2, k, 7', [-0.636776, -0.239945, 1.0]], ['2, k, 8', [-0.256184, -0.222167, 1.0]], ['2, k, 9', [-0.105345, -0.323338, 1.0]], ['2, k, 10', [-0.000607815, -0.284857, 1.0]], ['2, k, 11', [0.020481, -0.232412, 1.0]], ['2, k, 12', [-0.45383, -0.722672, 1.0]], ['2, k, 13', [-0.544042, -0.95516, 1.0]], ['2, k, 14', [-0.501049, -1.09509, 1.0]], ['2, k, 15', [-0.509277, -1.19727, 1.0]], ['2, k, 16', [-0.322162, -0.721801, 1.0]], ['2, k, 17', [-0.195814, -0.966778, 1.0]], ['2, k, 18', [-0.247086, -1.07442, 1.0]], ['2, k, 19', [-0.219604, -1.20313, 1.0]], ['2, k, 20', [-0.408644, -0.216846, 1.0]], ['2, k, 21', [-0.635404, -0.217624, 1.0]], ['2, k, 22', [-0.663014, -0.220785, 1.0]], ['2, k, 23', [0.05211, -0.22767, 1.0]], ['2, k, 24', [-0.0280573, -0.228901, 1.0]]]
[['2, k, 0', [-0.387239, -0.714989, 1.0]], ['2, k, 1', [-0.400324, -0.456351, 1.0]], ['2, k, 2', [-0.411297, -0.201289, 1.0]], ['2, k, 3', [-0.410291, -0.0502905, 1.0]], ['2, k, 4', [-0.556635, -0.286421, 1.0]], ['2, k, 5', [-0.631453, -0.34511, 1.0]], ['2, k, 6', [-0.62178, -0.340748, 1.0]], ['2, k, 7', [-0.617567, -0.329131, 1.0]], ['2, k, 8', [-0.255403, -0.285731, 1.0]], ['2, k, 9', [-0.0914768, -0.35108, 1.0]], ['2, k, 10', [-0.0452893, -0.334924, 1.0]], ['2, k, 11', [0.00448319, -0.332637, 1.0]], ['2, k, 12', [-0.448483, -0.706962, 1.0]], ['2, k, 13', [-0.495756, -0.947009, 1.0]], ['2, k, 14', [-0.516148, -1.18037, 1.0]], ['2, k, 15', [-0.488854, -1.0725, 1.0]], ['2, k, 16', [-0.31622, -0.704927, 1.0]], ['2, k, 17', [-0.216481, -0.958814, 1.0]], ['2, k, 18', [-0.196381, -1.21228, 1.0]], ['2, k, 19', [-0.171308, -1.25768, 1.0]], ['2, k, 20', [-0.408924, -0.264641, 1.0]], ['2, k, 21', [-0.606916, -0.322138, 1.0]], ['2, k, 22', [-0.661726, -0.312215, 1.0]], ['2, k, 23', [0.0407728, -0.333889, 1.0]], ['2, k, 24', [-0.0521594, -0.3326, 1.0]]]
[['2, k, 0', [-0.386099, -0.70933, 1.0]], ['2, k, 1', [-0.400293, -0.450788, 1.0]], ['2, k, 2', [-0.412316, -0.195804, 1.0]], ['2, k, 3', [-0.410843, -0.043383, 1.0]], ['2, k, 4', [-0.556491, -0.282274, 1.0]], ['2, k, 5', [-0.646009, -0.353402, 1.0]], ['2, k, 6', [-0.614785, -0.347014, 1.0]], ['2, k, 7', [-0.613892, -0.318458, 1.0]], ['2, k, 8', [-0.255549, -0.278574, 1.0]], ['2, k, 9', [-0.111964, -0.349907, 1.0]], ['2, k, 10', [-0.0295936, -0.326173, 1.0]], ['2, k, 11', [0.0108123, -0.320587, 1.0]], ['2, k, 12', [-0.447544, -0.702371, 1.0]], ['2, k, 13', [-0.494538, -0.944824, 1.0]], ['2, k, 14', [-0.520944, -1.17789, 1.0]], ['2, k, 15', [-0.495182, -1.15905, 1.0]], ['2, k, 16', [-0.314877, -0.698241, 1.0]], ['2, k, 17', [-0.220613, -0.956636, 1.0]], ['2, k, 18', [-0.197377, -1.21127, 1.0]], ['2, k, 19', [-0.171643, -1.2557, 1.0]], ['2, k, 20', [-0.409683, -0.259138, 1.0]], ['2, k, 21', [-0.594852, -0.308505, 1.0]], ['2, k, 22', [-0.654979, -0.301566, 1.0]], ['2, k, 23', [0.0390166, -0.319618, 1.0]], ['2, k, 24', [-0.0413617, -0.321911, 1.0]]]
[['2, k, 0', [-0.386441, -0.703476, 1.0]], ['2, k, 1', [-0.401398, -0.444139, 1.0]], ['2, k, 2', [-0.414255, -0.188502, 1.0]], ['2, k, 3', [-0.411228, -0.0372407, 1.0]], ['2, k, 4', [-0.554776, -0.266633, 1.0]], ['2, k, 5', [-0.63054, -0.358906, 1.0]], ['2, k, 6', [-0.630634, -0.348224, 1.0]], ['2, k, 7', [-0.621414, -0.309169, 1.0]], ['2, k, 8', [-0.256314, -0.26913, 1.0]], ['2, k, 9', [-0.115059, -0.347358, 1.0]], ['2, k, 10', [-0.0644694, -0.32182, 1.0]], ['2, k, 11', [0.00814614, -0.307897, 1.0]], ['2, k, 12', [-0.447721, -0.696429, 1.0]], ['2, k, 13', [-0.493848, -0.94707, 1.0]], ['2, k, 14', [-0.527543, -1.17879, 1.0]], ['2, k, 15', [-0.478859, -1.06724, 1.0]], ['2, k, 16', [-0.31536, -0.692656, 1.0]], ['2, k, 17', [-0.22439, -0.954503, 1.0]], ['2, k, 18', [-0.199216, -1.20952, 1.0]], ['2, k, 19', [-0.172785, -1.25242, 1.0]], ['2, k, 20', [-0.411411, -0.25198, 1.0]], ['2, k, 21', [-0.611305, -0.29877, 1.0]], ['2, k, 22', [-0.657585, -0.294097, 1.0]], ['2, k, 23', [0.0346445, -0.306979, 1.0]], ['2, k, 24', [-0.047427, -0.309874, 1.0]]]
[['2, k, 0', [-0.386644, -0.698597, 1.0]], ['2, k, 1', [-0.401534, -0.438713, 1.0]], ['2, k, 2', [-0.414291, -0.182664, 1.0]], ['2, k, 3', [-0.411758, -0.0315829, 1.0]], ['2, k, 4', [-0.554025, -0.258475, 1.0]], ['2, k, 5', [-0.644533, -0.323115, 1.0]], ['2, k, 6', [-0.632111, -0.343054, 1.0]], ['2, k, 7', [-0.620211, -0.300032, 1.0]], ['2, k, 8', [-0.256223, -0.263157, 1.0]], ['2, k, 9', [-0.115775, -0.343744, 1.0]], ['2, k, 10', [-0.0633812, -0.323784, 1.0]], ['2, k, 11', [0.00717804, -0.296838, 1.0]], ['2, k, 12', [-0.447807, -0.691453, 1.0]], ['2, k, 13', [-0.493834, -0.947433, 1.0]], ['2, k, 14', [-0.527925, -1.17942, 1.0]], ['2, k, 15', [-0.474245, -1.11075, 1.0]], ['2, k, 16', [-0.31567, -0.687982, 1.0]], ['2, k, 17', [-0.22598, -0.954346, 1.0]], ['2, k, 18', [-0.19973, -1.21021, 1.0]], ['2, k, 19', [-0.172713, -1.25303, 1.0]], ['2, k, 20', [-0.411476, -0.24623, 1.0]], ['2, k, 21', [-0.600517, -0.287511, 1.0]], ['2, k, 22', [-0.651065, -0.287764, 1.0]], ['2, k, 23', [0.047036, -0.295873, 1.0]], ['2, k, 24', [-0.0477487, -0.297676, 1.0]]]
[['2, k, 0', [-0.38715, -0.694571, 1.0]], ['2, k, 1', [-0.400851, -0.433831, 1.0]], ['2, k, 2', [-0.41208, -0.17665, 1.0]], ['2, k, 3', [-0.412255, -0.0272227, 1.0]], ['2, k, 4', [-0.553788, -0.250544, 1.0]], ['2, k, 5', [-0.636944, -0.376337, 1.0]], ['2, k, 6', [-0.626511, -0.336564, 1.0]], ['2, k, 7', [-0.603802, -0.283079, 1.0]], ['2, k, 8', [-0.257864, -0.257765, 1.0]], ['2, k, 9', [-0.0933998, -0.373605, 1.0]], ['2, k, 10', [-0.00229103, -0.319273, 1.0]], ['2, k, 11', [0.0158645, -0.286732, 1.0]], ['2, k, 12', [-0.448181, -0.687316, 1.0]], ['2, k, 13', [-0.494057, -0.946606, 1.0]], ['2, k, 14', [-0.514883, -1.1815, 1.0]], ['2, k, 15', [-0.485304, -1.11079, 1.0]], ['2, k, 16', [-0.316295, -0.684127, 1.0]], ['2, k, 17', [-0.228871, -0.953047, 1.0]], ['2, k, 18', [-0.202357, -1.19828, 1.0]], ['2, k, 19', [-0.175211, -1.24012, 1.0]], ['2, k, 20', [-0.409687, -0.24052, 1.0]], ['2, k, 21', [-0.584299, -0.273062, 1.0]], ['2, k, 22', [-0.643431, -0.268965, 1.0]], ['2, k, 23', [0.0318383, -0.283576, 1.0]], ['2, k, 24', [-0.0309278, -0.28513, 1.0]]]
[['2, k, 0', [-0.387769, -0.690795, 1.0]], ['2, k, 1', [-0.401361, -0.430187, 1.0]], ['2, k, 2', [-0.412588, -0.173104, 1.0]], ['2, k, 3', [-0.412577, -0.0229452, 1.0]], ['2, k, 4', [-0.553013, -0.241744, 1.0]], ['2, k, 5', [-0.635266, -0.369804, 1.0]], ['2, k, 6', [-0.62492, -0.318509, 1.0]], ['2, k, 7', [-0.609964, -0.274422, 1.0]], ['2, k, 8', [-0.258422, -0.250367, 1.0]], ['2, k, 9', [-0.117168, -0.324884, 1.0]], ['2, k, 10', [-0.0130603, -0.311778, 1.0]], ['2, k, 11', [0.0202645, -0.275154, 1.0]], ['2, k, 12', [-0.448524, -0.683341, 1.0]], ['2, k, 13', [-0.493912, -0.945017, 1.0]], ['2, k, 14', [-0.511016, -1.17942, 1.0]], ['2, k, 15', [-0.514251, -1.17441, 1.0]], ['2, k, 16', [-0.317159, -0.680652, 1.0]], ['2, k, 17', [-0.230444, -0.951658, 1.0]], ['2, k, 18', [-0.215629, -1.18243, 1.0]], ['2, k, 19', [-0.192105, -1.22873, 1.0]], ['2, k, 20', [-0.410183, -0.23695, 1.0]], ['2, k, 21', [-0.588396, -0.260781, 1.0]], ['2, k, 22', [-0.649207, -0.260496, 1.0]], ['2, k, 23', [0.0517222, -0.276376, 1.0]], ['2, k, 24', [-0.0226545, -0.275174, 1.0]]]
[['2, k, 0', [-0.387784, -0.687458, 1.0]], ['2, k, 1', [-0.401588, -0.42666, 1.0]], ['2, k, 2', [-0.413095, -0.169574, 1.0]], ['2, k, 3', [-0.412623, -0.0200686, 1.0]], ['2, k, 4', [-0.552392, -0.237632, 1.0]], ['2, k, 5', [-0.635987, -0.365848, 1.0]], ['2, k, 6', [-0.626804, -0.313865, 1.0]], ['2, k, 7', [-0.612208, -0.264668, 1.0]], ['2, k, 8', [-0.258953, -0.243125, 1.0]], ['2, k, 9', [-0.119617, -0.324148, 1.0]], ['2, k, 10', [-0.0398859, -0.284063, 1.0]], ['2, k, 11', [0.0140692, -0.263974, 1.0]], ['2, k, 12', [-0.448374, -0.680308, 1.0]], ['2, k, 13', [-0.493824, -0.944643, 1.0]], ['2, k, 14', [-0.515797, -1.17873, 1.0]], ['2, k, 15', [-0.471541, -1.18412, 1.0]], ['2, k, 16', [-0.317354, -0.677074, 1.0]], ['2, k, 17', [-0.233107, -0.949822, 1.0]], ['2, k, 18', [-0.208869, -1.22431, 1.0]], ['2, k, 19', [-0.18352, -1.27077, 1.0]], ['2, k, 20', [-0.410613, -0.233402, 1.0]], ['2, k, 21', [-0.596271, -0.251024, 1.0]], ['2, k, 22', [-0.649982, -0.241461, 1.0]], ['2, k, 23', [0.0385852, -0.260405, 1.0]], ['2, k, 24', [-0.0349387, -0.26586, 1.0]]]
[['2, k, 0', [-0.387787, -0.68559, 1.0]], ['2, k, 1', [-0.401874, -0.42388, 1.0]], ['2, k, 2', [-0.413782, -0.16587, 1.0]], ['2, k, 3', [-0.412478, -0.01764, 1.0]], ['2, k, 4', [-0.551696, -0.236487, 1.0]], ['2, k, 5', [-0.635956, -0.360637, 1.0]], ['2, k, 6', [-0.627193, -0.307481, 1.0]], ['2, k, 7', [-0.61188, -0.257026, 1.0]], ['2, k, 8', [-0.261865, -0.237293, 1.0]], ['2, k, 9', [-0.118988, -0.324033, 1.0]], ['2, k, 10', [-0.000910634, -0.321156, 1.0]], ['2, k, 11', [0.0205258, -0.255781, 1.0]], ['2, k, 12', [-0.448345, -0.678633, 1.0]], ['2, k, 13', [-0.493714, -0.942631, 1.0]], ['2, k, 14', [-0.517191, -1.17647, 1.0]], ['2, k, 15', [-0.479739, -1.18699, 1.0]], ['2, k, 16', [-0.317389, -0.675, 1.0]], ['2, k, 17', [-0.235037, -0.94782, 1.0]], ['2, k, 18', [-0.195715, -1.24698, 1.0]], ['2, k, 19', [-0.196836, -1.31903, 1.0]], ['2, k, 20', [-0.411188, -0.229927, 1.0]], ['2, k, 21', [-0.584457, -0.240758, 1.0]], ['2, k, 22', [-0.647537, -0.231066, 1.0]], ['2, k, 23', [0.0446324, -0.253334, 1.0]], ['2, k, 24', [-0.0194356, -0.250137, 1.0]]]
[['2, k, 0', [-0.387665, -0.684504, 1.0]], ['2, k, 1', [-0.401782, -0.422113, 1.0]], ['2, k, 2', [-0.413749, -0.163388, 1.0]], ['2, k, 3', [-0.412659, -0.0138963, 1.0]], ['2, k, 4', [-0.551188, -0.235825, 1.0]], ['2, k, 5', [-0.642592, -0.34284, 1.0]], ['2, k, 6', [-0.627876, -0.286723, 1.0]], ['2, k, 7', [-0.615735, -0.24537, 1.0]], ['2, k, 8', [-0.262207, -0.234398, 1.0]], ['2, k, 9', [-0.113598, -0.329483, 1.0]], ['2, k, 10', [-0.00403609, -0.32275, 1.0]], ['2, k, 11', [0.0223128, -0.24817, 1.0]], ['2, k, 12', [-0.448247, -0.677508, 1.0]], ['2, k, 13', [-0.494086, -0.942534, 1.0]], ['2, k, 14', [-0.518365, -1.17614, 1.0]], ['2, k, 15', [-0.50622, -1.21359, 1.0]], ['2, k, 16', [-0.317229, -0.67389, 1.0]], ['2, k, 17', [-0.236735, -0.948928, 1.0]], ['2, k, 18', [-0.205644, -1.23214, 1.0]], ['2, k, 19', [-0.179915, -1.28031, 1.0]], ['2, k, 20', [-0.411138, -0.227622, 1.0]], ['2, k, 21', [-0.593967, -0.233599, 1.0]], ['2, k, 22', [-0.665217, -0.234609, 1.0]], ['2, k, 23', [0.0274913, -0.243118, 1.0]], ['2, k, 24', [-0.0287996, -0.246648, 1.0]]]
[['2, k, 0', [-0.387527, -0.682006, 1.0]], ['2, k, 1', [-0.402031, -0.419227, 1.0]], ['2, k, 2', [-0.414424, -0.160241, 1.0]], ['2, k, 3', [-0.412592, -0.0109097, 1.0]], ['2, k, 4', [-0.550563, -0.232035, 1.0]], ['2, k, 5', [-0.635826, -0.334887, 1.0]], ['2, k, 6', [-0.62915, -0.283543, 1.0]], ['2, k, 7', [-0.618517, -0.238965, 1.0]], ['2, k, 8', [-0.262765, -0.22809, 1.0]], ['2, k, 9', [-0.118113, -0.326708, 1.0]], ['2, k, 10', [-0.00542318, -0.322208, 1.0]], ['2, k, 11', [0.0180247, -0.240237, 1.0]], ['2, k, 12', [-0.447952, -0.674644, 1.0]], ['2, k, 13', [-0.494185, -0.941849, 1.0]], ['2, k, 14', [-0.522215, -1.21636, 1.0]], ['2, k, 15', [-0.498258, -1.15611, 1.0]], ['2, k, 16', [-0.317229, -0.671871, 1.0]], ['2, k, 17', [-0.237877, -0.948063, 1.0]], ['2, k, 18', [-0.206291, -1.23239, 1.0]], ['2, k, 19', [-0.180254, -1.27908, 1.0]], ['2, k, 20', [-0.411702, -0.224528, 1.0]], ['2, k, 21', [-0.594979, -0.225086, 1.0]], ['2, k, 22', [-0.673057, -0.234131, 1.0]], ['2, k, 23', [0.0189661, -0.23226, 1.0]], ['2, k, 24', [-0.0271092, -0.243254, 1.0]]]
[['2, k, 0', [-0.387348, -0.681428, 1.0]], ['2, k, 1', [-0.402152, -0.417919, 1.0]], ['2, k, 2', [-0.415094, -0.157948, 1.0]], ['2, k, 3', [-0.412916, -0.00936027, 1.0]], ['2, k, 4', [-0.550389, -0.230867, 1.0]], ['2, k, 5', [-0.635923, -0.333918, 1.0]], ['2, k, 6', [-0.561106, -0.257939, 1.0]], ['2, k, 7', [-0.599363, -0.233538, 1.0]], ['2, k, 8', [-0.262766, -0.228306, 1.0]], ['2, k, 9', [-0.11564, -0.326817, 1.0]], ['2, k, 10', [-0.00306291, -0.297921, 1.0]], ['2, k, 11', [0.0172649, -0.234175, 1.0]], ['2, k, 12', [-0.447746, -0.674073, 1.0]], ['2, k, 13', [-0.494921, -0.943759, 1.0]], ['2, k, 14', [-0.519533, -1.17619, 1.0]], ['2, k, 15', [-0.488218, -1.19283, 1.0]], ['2, k, 16', [-0.317081, -0.671315, 1.0]], ['2, k, 17', [-0.239646, -0.948428, 1.0]], ['2, k, 18', [-0.210558, -1.2253, 1.0]], ['2, k, 19', [-0.185227, -1.26784, 1.0]], ['2, k, 20', [-0.412213, -0.222499, 1.0]], ['2, k, 21', [-0.601495, -0.217918, 1.0]], ['2, k, 22', [-0.646059, -0.22028, 1.0]], ['2, k, 23', [0.0272958, -0.22558, 1.0]], ['2, k, 24', [-0.0333187, -0.231735, 1.0]]]
[['2, k, 0', [-0.387431, -0.680761, 1.0]], ['2, k, 1', [-0.402413, -0.416076, 1.0]], ['2, k, 2', [-0.415505, -0.154715, 1.0]], ['2, k, 3', [-0.412887, -0.00703976, 1.0]], ['2, k, 4', [-0.55029, -0.229863, 1.0]], ['2, k, 5', [-0.632588, -0.319171, 1.0]], ['2, k, 6', [-0.634514, -0.268254, 1.0]], ['2, k, 7', [-0.621074, -0.225157, 1.0]], ['2, k, 8', [-0.262707, -0.228392, 1.0]], ['2, k, 9', [-0.115417, -0.326614, 1.0]], ['2, k, 10', [-0.0028805, -0.297359, 1.0]], ['2, k, 11', [0.0176115, -0.228283, 1.0]], ['2, k, 12', [-0.447822, -0.673338, 1.0]], ['2, k, 13', [-0.494865, -0.942311, 1.0]], ['2, k, 14', [-0.521792, -1.1741, 1.0]], ['2, k, 15', [-0.510069, -1.21694, 1.0]], ['2, k, 16', [-0.31717, -0.670742, 1.0]], ['2, k, 17', [-0.24028, -0.949126, 1.0]], ['2, k, 18', [-0.21364, -1.22791, 1.0]], ['2, k, 19', [-0.188512, -1.27297, 1.0]], ['2, k, 20', [-0.412594, -0.219621, 1.0]], ['2, k, 21', [-0.600184, -0.21277, 1.0]], ['2, k, 22', [-0.657285, -0.21578, 1.0]], ['2, k, 23', [0.0346997, -0.221364, 1.0]], ['2, k, 24', [-0.0249685, -0.226088, 1.0]]]
[['2, k, 0', [-0.387418, -0.680405, 1.0]], ['2, k, 1', [-0.40231, -0.414589, 1.0]], ['2, k, 2', [-0.415172, -0.151789, 1.0]], ['2, k, 3', [-0.413072, -0.00492525, 1.0]], ['2, k, 4', [-0.550209, -0.228993, 1.0]], ['2, k, 5', [-0.632649, -0.318354, 1.0]], ['2, k, 6', [-0.63475, -0.267389, 1.0]], ['2, k, 7', [-0.622143, -0.22036, 1.0]], ['2, k, 8', [-0.262747, -0.228616, 1.0]], ['2, k, 9', [-0.116316, -0.323432, 1.0]], ['2, k, 10', [-0.0227023, -0.272473, 1.0]], ['2, k, 11', [0.0105313, -0.223579, 1.0]], ['2, k, 12', [-0.44781, -0.672893, 1.0]], ['2, k, 13', [-0.49425, -0.946267, 1.0]], ['2, k, 14', [-0.523051, -1.17649, 1.0]], ['2, k, 15', [-0.503206, -1.24269, 1.0]], ['2, k, 16', [-0.317157, -0.670445, 1.0]], ['2, k, 17', [-0.24162, -0.949016, 1.0]], ['2, k, 18', [-0.237675, -1.17735, 1.0]], ['2, k, 19', [-0.218134, -1.23033, 1.0]], ['2, k, 20', [-0.412332, -0.217069, 1.0]], ['2, k, 21', [-0.604468, -0.205199, 1.0]], ['2, k, 22', [-0.660583, -0.209453, 1.0]], ['2, k, 23', [0.0289031, -0.215487, 1.0]], ['2, k, 24', [-0.0381916, -0.220609, 1.0]]]
[['2, k, 0', [-0.38735, -0.680036, 1.0]], ['2, k, 1', [-0.402109, -0.413504, 1.0]], ['2, k, 2', [-0.41473, -0.149902, 1.0]], ['2, k, 3', [-0.413021, -0.0033911, 1.0]], ['2, k, 4', [-0.550322, -0.228073, 1.0]], ['2, k, 5', [-0.631957, -0.301553, 1.0]], ['2, k, 6', [-0.635606, -0.263764, 1.0]], ['2, k, 7', [-0.62563, -0.215583, 1.0]], ['2, k, 8', [-0.262601, -0.228908, 1.0]], ['2, k, 9', [-0.116869, -0.321411, 1.0]], ['2, k, 10', [0.000240213, -0.287878, 1.0]], ['2, k, 11', [0.0218465, -0.220825, 1.0]], ['2, k, 12', [-0.447756, -0.672433, 1.0]], ['2, k, 13', [-0.494137, -0.945443, 1.0]], ['2, k, 14', [-0.52593, -1.19515, 1.0]], ['2, k, 15', [-0.487719, -1.13342, 1.0]], ['2, k, 16', [-0.317085, -0.670183, 1.0]], ['2, k, 17', [-0.242244, -0.949715, 1.0]], ['2, k, 18', [-0.226868, -1.23104, 1.0]], ['2, k, 19', [-0.204054, -1.28292, 1.0]], ['2, k, 20', [-0.411959, -0.215377, 1.0]], ['2, k, 21', [-0.611463, -0.20145, 1.0]], ['2, k, 22', [-0.678123, -0.202892, 1.0]], ['2, k, 23', [0.0417455, -0.215113, 1.0]], ['2, k, 24', [-0.0269122, -0.221236, 1.0]]]
[['2, k, 0', [-0.38735, -0.679102, 1.0]], ['2, k, 1', [-0.402058, -0.412604, 1.0]], ['2, k, 2', [-0.414636, -0.149273, 1.0]], ['2, k, 3', [-0.412762, -0.00195221, 1.0]], ['2, k, 4', [-0.550349, -0.226846, 1.0]], ['2, k, 5', [-0.634555, -0.302883, 1.0]], ['2, k, 6', [-0.636429, -0.260624, 1.0]], ['2, k, 7', [-0.62816, -0.212198, 1.0]], ['2, k, 8', [-0.262515, -0.228827, 1.0]], ['2, k, 9', [-0.117466, -0.319767, 1.0]], ['2, k, 10', [-0.0012037, -0.285948, 1.0]], ['2, k, 11', [0.0175379, -0.216214, 1.0]], ['2, k, 12', [-0.447748, -0.67156, 1.0]], ['2, k, 13', [-0.494376, -0.945954, 1.0]], ['2, k, 14', [-0.521557, -1.17685, 1.0]], ['2, k, 15', [-0.473145, -1.06934, 1.0]], ['2, k, 16', [-0.317094, -0.669247, 1.0]], ['2, k, 17', [-0.243293, -0.949825, 1.0]], ['2, k, 18', [-0.226669, -1.22776, 1.0]], ['2, k, 19', [-0.203551, -1.27505, 1.0]], ['2, k, 20', [-0.411874, -0.21467, 1.0]], ['2, k, 21', [-0.611045, -0.19815, 1.0]], ['2, k, 22', [-0.679794, -0.205656, 1.0]], ['2, k, 23', [0.0280247, -0.210308, 1.0]], ['2, k, 24', [-0.0282659, -0.216402, 1.0]]]
[['2, k, 0', [-0.387244, -0.679004, 1.0]], ['2, k, 1', [-0.401876, -0.412245, 1.0]], ['2, k, 2', [-0.414255, -0.148456, 1.0]], ['2, k, 3', [-0.412437, -0.000831677, 1.0]], ['2, k, 4', [-0.550359, -0.226575, 1.0]], ['2, k, 5', [-0.633707, -0.30383, 1.0]], ['2, k, 6', [-0.636835, -0.259728, 1.0]], ['2, k, 7', [-0.628855, -0.211239, 1.0]], ['2, k, 8', [-0.262395, -0.228945, 1.0]], ['2, k, 9', [-0.113676, -0.316804, 1.0]], ['2, k, 10', [-0.00128487, -0.284459, 1.0]], ['2, k, 11', [0.0218213, -0.215658, 1.0]], ['2, k, 12', [-0.44759, -0.671442, 1.0]], ['2, k, 13', [-0.494157, -0.945444, 1.0]], ['2, k, 14', [-0.522548, -1.17617, 1.0]], ['2, k, 15', [-0.508866, -1.23907, 1.0]], ['2, k, 16', [-0.317019, -0.669172, 1.0]], ['2, k, 17', [-0.244012, -0.949656, 1.0]], ['2, k, 18', [-0.226778, -1.22703, 1.0]], ['2, k, 19', [-0.203647, -1.27373, 1.0]], ['2, k, 20', [-0.411547, -0.213972, 1.0]], ['2, k, 21', [-0.612584, -0.193479, 1.0]], ['2, k, 22', [-0.682771, -0.197787, 1.0]], ['2, k, 23', [0.033591, -0.209185, 1.0]], ['2, k, 24', [-0.0267867, -0.217736, 1.0]]]
[['2, k, 0', [-0.387235, -0.678945, 1.0]], ['2, k, 1', [-0.401813, -0.411926, 1.0]], ['2, k, 2', [-0.414067, -0.147685, 1.0]], ['2, k, 3', [-0.412279, 0.000283343, 1.0]], ['2, k, 4', [-0.55031, -0.226339, 1.0]], ['2, k, 5', [-0.631993, -0.300982, 1.0]], ['2, k, 6', [-0.636986, -0.257501, 1.0]], ['2, k, 7', [-0.627825, -0.208981, 1.0]], ['2, k, 8', [-0.262481, -0.229134, 1.0]], ['2, k, 9', [-0.112894, -0.315358, 1.0]], ['2, k, 10', [-0.00324506, -0.282492, 1.0]], ['2, k, 11', [0.0172618, -0.21209, 1.0]], ['2, k, 12', [-0.447567, -0.67138, 1.0]], ['2, k, 13', [-0.494158, -0.945707, 1.0]], ['2, k, 14', [-0.52319, -1.17581, 1.0]], ['2, k, 15', [-0.515198, -1.23688, 1.0]], ['2, k, 16', [-0.317024, -0.669128, 1.0]], ['2, k, 17', [-0.244831, -0.950687, 1.0]], ['2, k, 18', [-0.223693, -1.22857, 1.0]], ['2, k, 19', [-0.199496, -1.27549, 1.0]], ['2, k, 20', [-0.411395, -0.213315, 1.0]], ['2, k, 21', [-0.610727, -0.190899, 1.0]], ['2, k, 22', [-0.664155, -0.19432, 1.0]], ['2, k, 23', [0.0279045, -0.208843, 1.0]], ['2, k, 24', [-0.027234, -0.214412, 1.0]]]
[['2, k, 0', [-0.387156, -0.678779, 1.0]], ['2, k, 1', [-0.401686, -0.411616, 1.0]], ['2, k, 2', [-0.413932, -0.147426, 1.0]], ['2, k, 3', [-0.411997, 0.00119183, 1.0]], ['2, k, 4', [-0.550349, -0.226046, 1.0]], ['2, k, 5', [-0.630758, -0.29824, 1.0]], ['2, k, 6', [-0.635756, -0.253392, 1.0]], ['2, k, 7', [-0.628449, -0.206109, 1.0]], ['2, k, 8', [-0.262367, -0.2294, 1.0]], ['2, k, 9', [-0.111439, -0.311065, 1.0]], ['2, k, 10', [-0.00342233, -0.280766, 1.0]], ['2, k, 11', [0.0136984, -0.210856, 1.0]], ['2, k, 12', [-0.447528, -0.67126, 1.0]], ['2, k, 13', [-0.494127, -0.945765, 1.0]], ['2, k, 14', [-0.521621, -1.17603, 1.0]], ['2, k, 15', [-0.516617, -1.23967, 1.0]], ['2, k, 16', [-0.316896, -0.668915, 1.0]], ['2, k, 17', [-0.245654, -0.949715, 1.0]], ['2, k, 18', [-0.223518, -1.22904, 1.0]], ['2, k, 19', [-0.199127, -1.27585, 1.0]], ['2, k, 20', [-0.411259, -0.21303, 1.0]], ['2, k, 21', [-0.600124, -0.187662, 1.0]], ['2, k, 22', [-0.674624, -0.196321, 1.0]], ['2, k, 23', [0.0211281, -0.204159, 1.0]], ['2, k, 24', [-0.039391, -0.208177, 1.0]]]
