[['2, k, 0', [-0.1602973, 0.06724862, 1.0]], ['2, k, 1', [-0.1659653, 0.3378574, 1.0]], ['2, k, 2', [-0.1711077, 0.601382, 1.0]], ['2, k, 3', [-0.1747603, 0.7346073, 1.0]], ['2, k, 4', [-0.3178712, 0.4905235, 1.0]], ['2, k, 5', [-0.3589637, 0.2566669, 1.0]], ['2, k, 6', [-0.3523615, 0.0735863, 1.0]], ['2, k, 7', [-0.3372283, 0.0342805, 1.0]], ['2, k, 8', [-0.007348069, 0.4845539, 1.0]], ['2, k, 9', [0.03995713, 0.2434536, 1.0]], ['2, k, 10', [0.04602669, 0.0453348, 1.0]], ['2, k, 11', [0.04137319, -0.01460325, 1.0]], ['2, k, 12', [-0.2212666, 0.06691843, 1.0]], ['2, k, 13', [-0.213624, -0.2491115, 1.0]], ['2, k, 14', [-0.2143703, -0.5651929, 1.0]], ['2, k, 15', [-0.2120273, -0.636169, 1.0]], ['2, k, 16', [-0.09584955, 0.06604876, 1.0]], ['2, k, 17', [-0.1150488, -0.2492543, 1.0]], ['2, k, 18', [-0.1080383, -0.5654871, 1.0]], ['2, k, 19', [-0.1140921, -0.6359103, 1.0]], ['2, k, 20', [-0.1699829, 0.5365189, 1.0]], ['2, k, 21', [-0.3402718, -0.02683875, 1.0]], ['2, k, 22', [-0.3117386, 0.03038836, 1.0]], ['2, k, 23', [0.04172086, -0.08570551, 1.0]], ['2, k, 24', [0.008085616, -0.009761738, 1.0]]]
[['2, k, 0', [-0.1427833, 0.1117905, 1.0]], ['2, k, 1', [-0.1590162, 0.3620902, 1.0]], ['2, k, 2', [-0.174694, 0.6048827, 1.0]], ['2, k, 3', [-0.1527812, 0.7306691, 1.0]], ['2, k, 4', [-0.3176455, 0.4859049, 1.0]], ['2, k, 5', [-0.3872392, 0.2976066, 1.0]], ['2, k, 6', [-0.3633483, 0.06704222, 1.0]], ['2, k, 7', [-0.3566044, 0.03453603, 1.0]], ['2, k, 8', [-0.01871505, 0.5925368, 1.0]], ['2, k, 9', [0.04076894, 0.8250896, 1.0]], ['2, k, 10', [0.01388623, 1.050001, 1.0]], ['2, k, 11', [0.0009571764, 1.096012, 1.0]], ['2, k, 12', [-0.2052331, 0.1018807, 1.0]], ['2, k, 13', [-0.2167246, -0.218473, 1.0]], ['2, k, 14', [-0.219206, -0.5671807, 1.0]], ['2, k, 15', [-0.2103463, -0.6354497, 1.0]], ['2, k, 16', [-0.07696762, 0.1187583, 1.0]], ['2, k, 17', [-0.1079897, -0.2047913, 1.0]], ['2, k, 18', [-0.1077008, -0.5685121, 1.0]], ['2, k, 19', [-0.115223, -0.6381761, 1.0]], ['2, k, 20', [-0.1709435, 0.5450215, 1.0]], ['2, k, 21', [-0.3495651, -0.004461897, 1.0]], ['2, k, 22', [-0.3216797, 0.03704604, 1.0]], ['2, k, 23', [0.0004675392, 1.14898, 1.0]], ['2, k, 24', [0.03492425, 1.104846, 1.0]]]
[['2, k, 0', [-0.1450212, 0.1107709, 1.0]], ['2, k, 1', [-0.1598753, 0.3618101, 1.0]], ['2, k, 2', [-0.1746997, 0.6053277, 1.0]], ['2, k, 3', [-0.1531182, 0.7313867, 1.0]], ['2, k, 4', [-0.3175011, 0.4861186, 1.0]], ['2, k, 5', [-0.3873189, 0.2975726, 1.0]], ['2, k, 6', [-0.3640145, 0.06798948, 1.0]], ['2, k, 7', [-0.3576594, 0.03185847, 1.0]], ['2, k, 8', [-0.01747302, 0.5933176, 1.0]], ['2, k, 9', [0.04619553, 0.8116665, 1.0]], ['2, k, 10', [0.02153979, 1.038797, 1.0]], ['2, k, 11', [0.009066338, 1.083548, 1.0]], ['2, k, 12', [-0.2068533, 0.1010332, 1.0]], ['2, k, 13', [-0.2160817, -0.2191053, 1.0]], ['2, k, 14', [-0.2191994, -0.5675868, 1.0]], ['2, k, 15', [-0.2070759, -0.6360556, 1.0]], ['2, k, 16', [-0.07988135, 0.1176725, 1.0]], ['2, k, 17', [-0.1092271, -0.2060183, 1.0]], ['2, k, 18', [-0.1176945, -0.5745923, 1.0]], ['2, k, 19', [-0.1120572, -0.6443084, 1.0]], ['2, k, 20', [-0.171215, 0.5452636, 1.0]], ['2, k, 21', [-0.3550586, -0.02564337, 1.0]], ['2, k, 22', [-0.3242285, 0.02791139, 1.0]], ['2, k, 23', [0.004084597, 1.136967, 1.0]], ['2, k, 24', [0.04080853, 1.095316, 1.0]]]
[['2, k, 0', [-0.1499695, 0.1068522, 1.0]], ['2, k, 1', [-0.1610184, 0.3607155, 1.0]], ['2, k, 2', [-0.1744266, 0.6052645, 1.0]], ['2, k, 3', [-0.1538836, 0.7320287, 1.0]], ['2, k, 4', [-0.3171121, 0.4856628, 1.0]], ['2, k, 5', [-0.3874717, 0.2984274, 1.0]], ['2, k, 6', [-0.3636472, 0.06781238, 1.0]], ['2, k, 7', [-0.3583472, 0.03259683, 1.0]], ['2, k, 8', [-0.01615968, 0.5932848, 1.0]], ['2, k, 9', [0.05623046, 0.7638949, 1.0]], ['2, k, 10', [0.03195054, 1.007556, 1.0]], ['2, k, 11', [0.02015475, 1.058803, 1.0]], ['2, k, 12', [-0.2101606, 0.09860604, 1.0]], ['2, k, 13', [-0.2196637, -0.221181, 1.0]], ['2, k, 14', [-0.2199551, -0.5685044, 1.0]], ['2, k, 15', [-0.2089351, -0.6369048, 1.0]], ['2, k, 16', [-0.08659205, 0.1121842, 1.0]], ['2, k, 17', [-0.1109229, -0.2111054, 1.0]], ['2, k, 18', [-0.1170237, -0.5748461, 1.0]], ['2, k, 19', [-0.1130501, -0.6440941, 1.0]], ['2, k, 20', [-0.1712203, 0.5450546, 1.0]], ['2, k, 21', [-0.3548381, -0.02458046, 1.0]], ['2, k, 22', [-0.323902, 0.02547516, 1.0]], ['2, k, 23', [0.02579737, 1.116959, 1.0]], ['2, k, 24', [0.05191861, 1.074667, 1.0]]]
[['2, k, 0', [-0.1517842, 0.1048622, 1.0]], ['2, k, 1', [-0.1621654, 0.3597836, 1.0]], ['2, k, 2', [-0.1746291, 0.6054362, 1.0]], ['2, k, 3', [-0.1556025, 0.7328043, 1.0]], ['2, k, 4', [-0.3175668, 0.4863018, 1.0]], ['2, k, 5', [-0.3798, 0.2733135, 1.0]], ['2, k, 6', [-0.3638791, 0.06783042, 1.0]], ['2, k, 7', [-0.3594885, 0.03329977, 1.0]], ['2, k, 8', [-0.01516621, 0.5889782, 1.0]], ['2, k, 9', [0.05944654, 0.7667464, 1.0]], ['2, k, 10', [0.0383862, 1.004234, 1.0]], ['2, k, 11', [0.02857636, 1.053858, 1.0]], ['2, k, 12', [-0.2124787, 0.09650154, 1.0]], ['2, k, 13', [-0.2177499, -0.2232487, 1.0]], ['2, k, 14', [-0.219616, -0.5683814, 1.0]], ['2, k, 15', [-0.2088746, -0.6369559, 1.0]], ['2, k, 16', [-0.08786877, 0.1104647, 1.0]], ['2, k, 17', [-0.1118001, -0.2127449, 1.0]], ['2, k, 18', [-0.1150123, -0.5756946, 1.0]], ['2, k, 19', [-0.1132231, -0.6443473, 1.0]], ['2, k, 20', [-0.1716137, 0.5449944, 1.0]], ['2, k, 21', [-0.3515048, -0.01926069, 1.0]], ['2, k, 22', [-0.3283988, 0.0323436, 1.0]], ['2, k, 23', [0.02519163, 1.106163, 1.0]], ['2, k, 24', [0.06067763, 1.073188, 1.0]]]
[['2, k, 0', [-0.1527276, 0.103371, 1.0]], ['2, k, 1', [-0.1633971, 0.3585428, 1.0]], ['2, k, 2', [-0.1755107, 0.6050825, 1.0]], ['2, k, 3', [-0.1565819, 0.7334975, 1.0]], ['2, k, 4', [-0.3177717, 0.4864853, 1.0]], ['2, k, 5', [-0.3793422, 0.2703086, 1.0]], ['2, k, 6', [-0.3643844, 0.068241, 1.0]], ['2, k, 7', [-0.3593574, 0.03386952, 1.0]], ['2, k, 8', [-0.01429139, 0.5868489, 1.0]], ['2, k, 9', [0.06364084, 0.7557492, 1.0]], ['2, k, 10', [0.0502995, 0.9839509, 1.0]], ['2, k, 11', [0.04215767, 1.029983, 1.0]], ['2, k, 12', [-0.2135105, 0.09528188, 1.0]], ['2, k, 13', [-0.220458, -0.2247406, 1.0]], ['2, k, 14', [-0.2196554, -0.5674223, 1.0]], ['2, k, 15', [-0.2050944, -0.6366953, 1.0]], ['2, k, 16', [-0.08862093, 0.1088268, 1.0]], ['2, k, 17', [-0.1122936, -0.2142736, 1.0]], ['2, k, 18', [-0.1135505, -0.5731161, 1.0]], ['2, k, 19', [-0.1126636, -0.642886, 1.0]], ['2, k, 20', [-0.1726007, 0.5444055, 1.0]], ['2, k, 21', [-0.3540833, -0.0180051, 1.0]], ['2, k, 22', [-0.3247169, 0.02673695, 1.0]], ['2, k, 23', [0.04788373, 1.081918, 1.0]], ['2, k, 24', [0.0751807, 1.026095, 1.0]]]
[['2, k, 0', [-0.1540353, 0.1008863, 1.0]], ['2, k, 1', [-0.1642686, 0.3575231, 1.0]], ['2, k, 2', [-0.1758554, 0.6052095, 1.0]], ['2, k, 3', [-0.157666, 0.7342193, 1.0]], ['2, k, 4', [-0.3182154, 0.4858359, 1.0]], ['2, k, 5', [-0.379154, 0.267979, 1.0]], ['2, k, 6', [-0.364929, 0.06815159, 1.0]], ['2, k, 7', [-0.3592937, 0.03301506, 1.0]], ['2, k, 8', [-0.01330291, 0.5839236, 1.0]], ['2, k, 9', [0.07713403, 0.7470999, 1.0]], ['2, k, 10', [0.06120043, 0.9412832, 1.0]], ['2, k, 11', [0.05315492, 1.003011, 1.0]], ['2, k, 12', [-0.2148327, 0.0931884, 1.0]], ['2, k, 13', [-0.2206081, -0.2267469, 1.0]], ['2, k, 14', [-0.2202666, -0.5689335, 1.0]], ['2, k, 15', [-0.2056803, -0.6377261, 1.0]], ['2, k, 16', [-0.08981552, 0.1060705, 1.0]], ['2, k, 17', [-0.1127088, -0.2168244, 1.0]], ['2, k, 18', [-0.1143139, -0.5752956, 1.0]], ['2, k, 19', [-0.1133551, -0.6425653, 1.0]], ['2, k, 20', [-0.1730541, 0.5442675, 1.0]], ['2, k, 21', [-0.3569121, -0.02045755, 1.0]], ['2, k, 22', [-0.3277966, 0.02755427, 1.0]], ['2, k, 23', [0.05318536, 1.053481, 1.0]], ['2, k, 24', [0.08916941, 1.007804, 1.0]]]
[['2, k, 0', [-0.1554279, 0.09660665, 1.0]], ['2, k, 1', [-0.1657851, 0.3553319, 1.0]], ['2, k, 2', [-0.1770144, 0.605005, 1.0]], ['2, k, 3', [-0.1589183, 0.7347803, 1.0]], ['2, k, 4', [-0.3186646, 0.4854244, 1.0]], ['2, k, 5', [-0.3791198, 0.2662696, 1.0]], ['2, k, 6', [-0.3651928, 0.06869309, 1.0]], ['2, k, 7', [-0.3603356, 0.03397286, 1.0]], ['2, k, 8', [-0.007002345, 0.5468367, 1.0]], ['2, k, 9', [0.07941192, 0.7241952, 1.0]], ['2, k, 10', [0.07158874, 0.9188491, 1.0]], ['2, k, 11', [0.06613306, 0.9733663, 1.0]], ['2, k, 12', [-0.2165824, 0.09002223, 1.0]], ['2, k, 13', [-0.2195121, -0.229746, 1.0]], ['2, k, 14', [-0.220862, -0.5692551, 1.0]], ['2, k, 15', [-0.20671, -0.6380398, 1.0]], ['2, k, 16', [-0.09073855, 0.10057, 1.0]], ['2, k, 17', [-0.1139226, -0.2220494, 1.0]], ['2, k, 18', [-0.1141574, -0.5755748, 1.0]], ['2, k, 19', [-0.1156947, -0.6450801, 1.0]], ['2, k, 20', [-0.1742921, 0.5436128, 1.0]], ['2, k, 21', [-0.3597641, -0.0230861, 1.0]], ['2, k, 22', [-0.327547, 0.01292269, 1.0]], ['2, k, 23', [0.07033798, 1.019749, 1.0]], ['2, k, 24', [0.1017446, 0.9791574, 1.0]]]
[['2, k, 0', [-0.1560282, 0.09251681, 1.0]], ['2, k, 1', [-0.1666539, 0.3533694, 1.0]], ['2, k, 2', [-0.1778004, 0.6048601, 1.0]], ['2, k, 3', [-0.1603624, 0.7350032, 1.0]], ['2, k, 4', [-0.319849, 0.4859255, 1.0]], ['2, k, 5', [-0.3788586, 0.2659328, 1.0]], ['2, k, 6', [-0.3639969, 0.07560694, 1.0]], ['2, k, 7', [-0.3592378, 0.03580595, 1.0]], ['2, k, 8', [-0.007618768, 0.5407953, 1.0]], ['2, k, 9', [0.083159, 0.70928, 1.0]], ['2, k, 10', [0.0812047, 0.8809479, 1.0]], ['2, k, 11', [0.07672261, 0.9353052, 1.0]], ['2, k, 12', [-0.2175294, 0.08574318, 1.0]], ['2, k, 13', [-0.2200088, -0.233738, 1.0]], ['2, k, 14', [-0.2218639, -0.5749328, 1.0]], ['2, k, 15', [-0.2071507, -0.6433456, 1.0]], ['2, k, 16', [-0.09100349, 0.09688427, 1.0]], ['2, k, 17', [-0.1143711, -0.2255394, 1.0]], ['2, k, 18', [-0.1123001, -0.5752661, 1.0]], ['2, k, 19', [-0.1168947, -0.6445199, 1.0]], ['2, k, 20', [-0.1750912, 0.5430468, 1.0]], ['2, k, 21', [-0.3481195, -0.02118607, 1.0]], ['2, k, 22', [-0.3281925, 0.04041332, 1.0]], ['2, k, 23', [0.08120326, 0.9757044, 1.0]], ['2, k, 24', [0.111038, 0.9409238, 1.0]]]
[['2, k, 0', [-0.1567249, 0.08910646, 1.0]], ['2, k, 1', [-0.1671687, 0.3516665, 1.0]], ['2, k, 2', [-0.1779513, 0.6047534, 1.0]], ['2, k, 3', [-0.1619498, 0.7358258, 1.0]], ['2, k, 4', [-0.3207263, 0.4859897, 1.0]], ['2, k, 5', [-0.3790341, 0.2658961, 1.0]], ['2, k, 6', [-0.3644668, 0.07490449, 1.0]], ['2, k, 7', [-0.3613894, 0.03659281, 1.0]], ['2, k, 8', [-0.007680217, 0.5375118, 1.0]], ['2, k, 9', [0.09009657, 0.6913191, 1.0]], ['2, k, 10', [0.08666848, 0.8447691, 1.0]], ['2, k, 11', [0.08543006, 0.8925902, 1.0]], ['2, k, 12', [-0.2182431, 0.08309051, 1.0]], ['2, k, 13', [-0.2189695, -0.2365742, 1.0]], ['2, k, 14', [-0.2218634, -0.5749029, 1.0]], ['2, k, 15', [-0.2085257, -0.6431924, 1.0]], ['2, k, 16', [-0.09165955, 0.09270486, 1.0]], ['2, k, 17', [-0.1148275, -0.2295096, 1.0]], ['2, k, 18', [-0.1105269, -0.5720895, 1.0]], ['2, k, 19', [-0.1161534, -0.6418908, 1.0]], ['2, k, 20', [-0.1753349, 0.5425675, 1.0]], ['2, k, 21', [-0.3597737, -0.02466554, 1.0]], ['2, k, 22', [-0.3331231, 0.01868084, 1.0]], ['2, k, 23', [0.0895116, 0.9264866, 1.0]], ['2, k, 24', [0.1248235, 0.9094307, 1.0]]]
[['2, k, 0', [-0.1576241, 0.08731624, 1.0]], ['2, k, 1', [-0.167512, 0.3510487, 1.0]], ['2, k, 2', [-0.1777794, 0.6052735, 1.0]], ['2, k, 3', [-0.1632288, 0.7368451, 1.0]], ['2, k, 4', [-0.322453, 0.4850993, 1.0]], ['2, k, 5', [-0.3792164, 0.2652323, 1.0]], ['2, k, 6', [-0.364622, 0.07138248, 1.0]], ['2, k, 7', [-0.3604083, 0.03384962, 1.0]], ['2, k, 8', [-0.007101859, 0.5355499, 1.0]], ['2, k, 9', [0.09522199, 0.6689013, 1.0]], ['2, k, 10', [0.09555762, 0.7915345, 1.0]], ['2, k, 11', [0.09166557, 0.842321, 1.0]], ['2, k, 12', [-0.2193762, 0.08159342, 1.0]], ['2, k, 13', [-0.2182749, -0.2380786, 1.0]], ['2, k, 14', [-0.2182038, -0.5725868, 1.0]], ['2, k, 15', [-0.2098343, -0.6415687, 1.0]], ['2, k, 16', [-0.09229468, 0.09072932, 1.0]], ['2, k, 17', [-0.115238, -0.2313569, 1.0]], ['2, k, 18', [-0.1104204, -0.5728963, 1.0]], ['2, k, 19', [-0.1155163, -0.6395701, 1.0]], ['2, k, 20', [-0.1753158, 0.5427508, 1.0]], ['2, k, 21', [-0.355576, -0.02447373, 1.0]], ['2, k, 22', [-0.3306372, 0.02692188, 1.0]], ['2, k, 23', [0.1015294, 0.8718348, 1.0]], ['2, k, 24', [0.1358965, 0.8589379, 1.0]]]
[['2, k, 0', [-0.1580394, 0.08626943, 1.0]], ['2, k, 1', [-0.1680938, 0.3502765, 1.0]], ['2, k, 2', [-0.1783863, 0.605531, 1.0]], ['2, k, 3', [-0.1647567, 0.7377746, 1.0]], ['2, k, 4', [-0.3228106, 0.4856422, 1.0]], ['2, k, 5', [-0.3796648, 0.2642768, 1.0]], ['2, k, 6', [-0.3663093, 0.07156076, 1.0]], ['2, k, 7', [-0.3611438, 0.0335692, 1.0]], ['2, k, 8', [-0.008392554, 0.5292935, 1.0]], ['2, k, 9', [0.09863587, 0.6346455, 1.0]], ['2, k, 10', [0.1026445, 0.7448498, 1.0]], ['2, k, 11', [0.09767859, 0.7907423, 1.0]], ['2, k, 12', [-0.2198541, 0.08100192, 1.0]], ['2, k, 13', [-0.2183689, -0.2384878, 1.0]], ['2, k, 14', [-0.2134827, -0.5643498, 1.0]], ['2, k, 15', [-0.212786, -0.6359334, 1.0]], ['2, k, 16', [-0.09257292, 0.08915843, 1.0]], ['2, k, 17', [-0.1160555, -0.2327547, 1.0]], ['2, k, 18', [-0.1105705, -0.5748928, 1.0]], ['2, k, 19', [-0.1124355, -0.6420814, 1.0]], ['2, k, 20', [-0.1759373, 0.5426715, 1.0]], ['2, k, 21', [-0.3596124, -0.02430394, 1.0]], ['2, k, 22', [-0.3283342, 0.02711455, 1.0]], ['2, k, 23', [0.1007049, 0.8106496, 1.0]], ['2, k, 24', [0.1328167, 0.7944976, 1.0]]]
[['2, k, 0', [-0.1586811, 0.08415426, 1.0]], ['2, k, 1', [-0.1687787, 0.3491931, 1.0]], ['2, k, 2', [-0.179349, 0.60516, 1.0]], ['2, k, 3', [-0.1660088, 0.7382826, 1.0]], ['2, k, 4', [-0.3232803, 0.4857359, 1.0]], ['2, k, 5', [-0.3800007, 0.2639653, 1.0]], ['2, k, 6', [-0.3663383, 0.07178258, 1.0]], ['2, k, 7', [-0.3606302, 0.03197798, 1.0]], ['2, k, 8', [-0.009225157, 0.5247073, 1.0]], ['2, k, 9', [0.09695894, 0.6162568, 1.0]], ['2, k, 10', [0.1059013, 0.6992781, 1.0]], ['2, k, 11', [0.09891679, 0.7264411, 1.0]], ['2, k, 12', [-0.2205602, 0.07963194, 1.0]], ['2, k, 13', [-0.2181855, -0.2395917, 1.0]], ['2, k, 14', [-0.2098651, -0.5124549, 1.0]], ['2, k, 15', [-0.2016827, -0.5590707, 1.0]], ['2, k, 16', [-0.09309313, 0.08630539, 1.0]], ['2, k, 17', [-0.116327, -0.2354783, 1.0]], ['2, k, 18', [-0.1100872, -0.5759612, 1.0]], ['2, k, 19', [-0.1144279, -0.6430095, 1.0]], ['2, k, 20', [-0.1767574, 0.5421265, 1.0]], ['2, k, 21', [-0.3550965, -0.02467493, 1.0]], ['2, k, 22', [-0.3297822, 0.02939789, 1.0]], ['2, k, 23', [0.1159499, 0.7430589, 1.0]], ['2, k, 24', [0.1351536, 0.7277196, 1.0]]]
[['2, k, 0', [-0.1595026, 0.08266997, 1.0]], ['2, k, 1', [-0.169858, 0.348489, 1.0]], ['2, k, 2', [-0.1806532, 0.6055937, 1.0]], ['2, k, 3', [-0.1672767, 0.7383957, 1.0]], ['2, k, 4', [-0.3268548, 0.4837773, 1.0]], ['2, k, 5', [-0.3798648, 0.2634063, 1.0]], ['2, k, 6', [-0.366712, 0.07167712, 1.0]], ['2, k, 7', [-0.3602421, 0.03199037, 1.0]], ['2, k, 8', [-0.01071779, 0.5208831, 1.0]], ['2, k, 9', [0.103934, 0.5809134, 1.0]], ['2, k, 10', [0.1111107, 0.631126, 1.0]], ['2, k, 11', [0.1032803, 0.6626546, 1.0]], ['2, k, 12', [-0.2215307, 0.07823825, 1.0]], ['2, k, 13', [-0.2183932, -0.2409037, 1.0]], ['2, k, 14', [-0.2132712, -0.5626484, 1.0]], ['2, k, 15', [-0.2129757, -0.6339226, 1.0]], ['2, k, 16', [-0.09374931, 0.08487701, 1.0]], ['2, k, 17', [-0.1168265, -0.2367573, 1.0]], ['2, k, 18', [-0.1098239, -0.5755825, 1.0]], ['2, k, 19', [-0.1147457, -0.6422892, 1.0]], ['2, k, 20', [-0.1779817, 0.5422489, 1.0]], ['2, k, 21', [-0.3560037, -0.01930167, 1.0]], ['2, k, 22', [-0.3294468, 0.03545016, 1.0]], ['2, k, 23', [0.1210756, 0.6723831, 1.0]], ['2, k, 24', [0.1406389, 0.6640446, 1.0]]]
[['2, k, 0', [-0.1606271, 0.07965893, 1.0]], ['2, k, 1', [-0.1711251, 0.3465133, 1.0]], ['2, k, 2', [-0.1816171, 0.6049449, 1.0]], ['2, k, 3', [-0.1689126, 0.7387929, 1.0]], ['2, k, 4', [-0.3279918, 0.4831159, 1.0]], ['2, k, 5', [-0.3799296, 0.2624046, 1.0]], ['2, k, 6', [-0.3666023, 0.07131694, 1.0]], ['2, k, 7', [-0.3602226, 0.03274586, 1.0]], ['2, k, 8', [-0.01241134, 0.5131857, 1.0]], ['2, k, 9', [0.1229283, 0.5384384, 1.0]], ['2, k, 10', [0.1104195, 0.5760724, 1.0]], ['2, k, 11', [0.1024875, 0.5908655, 1.0]], ['2, k, 12', [-0.2227146, 0.07560797, 1.0]], ['2, k, 13', [-0.2169981, -0.2434139, 1.0]], ['2, k, 14', [-0.2143064, -0.5600864, 1.0]], ['2, k, 15', [-0.2136939, -0.6330063, 1.0]], ['2, k, 16', [-0.09478304, 0.08167297, 1.0]], ['2, k, 17', [-0.1171197, -0.2399669, 1.0]], ['2, k, 18', [-0.1099193, -0.5747308, 1.0]], ['2, k, 19', [-0.1150522, -0.6419789, 1.0]], ['2, k, 20', [-0.1790379, 0.5413308, 1.0]], ['2, k, 21', [-0.3600664, -0.02462711, 1.0]], ['2, k, 22', [-0.3313604, 0.03608661, 1.0]], ['2, k, 23', [0.1095132, 0.5984164, 1.0]], ['2, k, 24', [0.1316587, 0.5870911, 1.0]]]
[['2, k, 0', [-0.1611482, 0.0791161, 1.0]], ['2, k, 1', [-0.1712365, 0.346263, 1.0]], ['2, k, 2', [-0.1813683, 0.6049314, 1.0]], ['2, k, 3', [-0.1695872, 0.7392151, 1.0]], ['2, k, 4', [-0.328545, 0.4831588, 1.0]], ['2, k, 5', [-0.3797867, 0.261934, 1.0]], ['2, k, 6', [-0.3664709, 0.0707956, 1.0]], ['2, k, 7', [-0.3610337, 0.03205994, 1.0]], ['2, k, 8', [-0.01256291, 0.5130885, 1.0]], ['2, k, 9', [0.1244618, 0.5090843, 1.0]], ['2, k, 10', [0.1062703, 0.5105542, 1.0]], ['2, k, 11', [0.09425627, 0.5213518, 1.0]], ['2, k, 12', [-0.2232707, 0.07509634, 1.0]], ['2, k, 13', [-0.2154519, -0.2438793, 1.0]], ['2, k, 14', [-0.2140697, -0.562768, 1.0]], ['2, k, 15', [-0.2155259, -0.6357036, 1.0]], ['2, k, 16', [-0.0952743, 0.08112803, 1.0]], ['2, k, 17', [-0.1172545, -0.2404485, 1.0]], ['2, k, 18', [-0.1098449, -0.5747008, 1.0]], ['2, k, 19', [-0.1154412, -0.6419828, 1.0]], ['2, k, 20', [-0.1789158, 0.5412564, 1.0]], ['2, k, 21', [-0.3561115, -0.01930792, 1.0]], ['2, k, 22', [-0.3299104, 0.0305484, 1.0]], ['2, k, 23', [0.09618893, 0.525242, 1.0]], ['2, k, 24', [0.1215345, 0.5125421, 1.0]]]
[['2, k, 0', [-0.1623391, 0.07716852, 1.0]], ['2, k, 1', [-0.1716387, 0.345871, 1.0]], ['2, k, 2', [-0.1814425, 0.6052024, 1.0]], ['2, k, 3', [-0.1706857, 0.7397332, 1.0]], ['2, k, 4', [-0.3297763, 0.4822483, 1.0]], ['2, k, 5', [-0.379978, 0.2614011, 1.0]], ['2, k, 6', [-0.3664176, 0.07062427, 1.0]], ['2, k, 7', [-0.3610919, 0.02932897, 1.0]], ['2, k, 8', [-0.01587532, 0.5085792, 1.0]], ['2, k, 9', [0.1057934, 0.4509749, 1.0]], ['2, k, 10', [0.1001152, 0.478606, 1.0]], ['2, k, 11', [0.1069415, 0.4475339, 1.0]], ['2, k, 12', [-0.2243744, 0.07351593, 1.0]], ['2, k, 13', [-0.2166669, -0.2452544, 1.0]], ['2, k, 14', [-0.2145007, -0.5658031, 1.0]], ['2, k, 15', [-0.2151864, -0.6369095, 1.0]], ['2, k, 16', [-0.09654797, 0.07884911, 1.0]], ['2, k, 17', [-0.1160532, -0.2424462, 1.0]], ['2, k, 18', [-0.1098034, -0.5747091, 1.0]], ['2, k, 19', [-0.1150555, -0.6418232, 1.0]], ['2, k, 20', [-0.1790222, 0.5413593, 1.0]], ['2, k, 21', [-0.353582, -0.05363318, 1.0]], ['2, k, 22', [-0.3286754, 0.007141166, 1.0]], ['2, k, 23', [0.1314688, 0.4359862, 1.0]], ['2, k, 24', [0.1259405, 0.4311029, 1.0]]]
[['2, k, 0', [-0.1630965, 0.07627512, 1.0]], ['2, k, 1', [-0.1719346, 0.345538, 1.0]], ['2, k, 2', [-0.1814421, 0.6052267, 1.0]], ['2, k, 3', [-0.1718039, 0.7405379, 1.0]], ['2, k, 4', [-0.3294611, 0.4826486, 1.0]], ['2, k, 5', [-0.380073, 0.2611028, 1.0]], ['2, k, 6', [-0.3662153, 0.06994499, 1.0]], ['2, k, 7', [-0.3616202, 0.02558906, 1.0]], ['2, k, 8', [-0.01715051, 0.5080884, 1.0]], ['2, k, 9', [0.1122072, 0.4427688, 1.0]], ['2, k, 10', [0.07364856, 0.48035, 1.0]], ['2, k, 11', [0.1070363, 0.3728614, 1.0]], ['2, k, 12', [-0.2249533, 0.07289306, 1.0]], ['2, k, 13', [-0.2195206, -0.2458606, 1.0]], ['2, k, 14', [-0.2164767, -0.5673043, 1.0]], ['2, k, 15', [-0.213874, -0.6381824, 1.0]], ['2, k, 16', [-0.09748503, 0.07770543, 1.0]], ['2, k, 17', [-0.1164369, -0.2431933, 1.0]], ['2, k, 18', [-0.1103423, -0.5762795, 1.0]], ['2, k, 19', [-0.1135252, -0.6435868, 1.0]], ['2, k, 20', [-0.1790387, 0.5413586, 1.0]], ['2, k, 21', [-0.3626408, -0.02654953, 1.0]], ['2, k, 22', [-0.3288259, 0.02925107, 1.0]], ['2, k, 23', [0.1024782, 0.3506648, 1.0]], ['2, k, 24', [0.1332052, 0.3517689, 1.0]]]
