[['2, k, 0', [-0.2060247, -0.1126299, 1.0]], ['2, k, 1', [-0.2112387, 0.196314, 1.0]], ['2, k, 2', [-0.2154632, 0.4937787, 1.0]], ['2, k, 3', [-0.2349379, 0.6212134, 1.0]], ['2, k, 4', [-0.3837932, 0.3711833, 1.0]], ['2, k, 5', [-0.4084539, 0.1055189, 1.0]], ['2, k, 6', [-0.4079059, -0.1050849, 1.0]], ['2, k, 7', [-0.4287401, -0.1476467, 1.0]], ['2, k, 8', [-0.0616991, 0.3784129, 1.0]], ['2, k, 9', [0.00105606, 0.1192739, 1.0]], ['2, k, 10', [0.01867651, -0.09157708, 1.0]], ['2, k, 11', [-0.0027915, -0.1282042, 1.0]], ['2, k, 12', [-0.278668, -0.1116843, 1.0]], ['2, k, 13', [-0.2770512, -0.4667405, 1.0]], ['2, k, 14', [-0.2222371, -0.779551, 1.0]], ['2, k, 15', [-0.2598407, -0.7045928, 1.0]], ['2, k, 16', [-0.126169, -0.1096314, 1.0]], ['2, k, 17', [-0.06664059, -0.4895334, 1.0]], ['2, k, 18', [-0.1474236, -0.7738816, 1.0]], ['2, k, 19', [-0.0384065, -0.741281, 1.0]], ['2, k, 20', [-0.2146334, 0.4210272, 1.0]], ['2, k, 21', [-0.4359891, -0.2209352, 1.0]], ['2, k, 22', [-0.4692384, -0.144831, 1.0]], ['2, k, 23', [0.005270764, -0.1959276, 1.0]], ['2, k, 24', [-0.04093796, -0.1398831, 1.0]]]
[['2, k, 0', [-0.2071474, -0.090173, 1.0]], ['2, k, 1', [-0.2126306, 0.2073731, 1.0]], ['2, k, 2', [-0.2170877, 0.4946788, 1.0]], ['2, k, 3', [-0.211992, 0.6264973, 1.0]], ['2, k, 4', [-0.3688594, 0.4332356, 1.0]], ['2, k, 5', [-0.4190518, 0.2556541, 1.0]], ['2, k, 6', [-0.3918939, 0.4612945, 1.0]], ['2, k, 7', [-0.3981439, 0.5288391, 1.0]], ['2, k, 8', [-0.05560417, 0.3824573, 1.0]], ['2, k, 9', [0.002104183, 0.1238136, 1.0]], ['2, k, 10', [0.02353546, -0.08711988, 1.0]], ['2, k, 11', [0.0004138857, -0.1293878, 1.0]], ['2, k, 12', [-0.2783016, -0.0858981, 1.0]], ['2, k, 13', [-0.2776386, -0.439423, 1.0]], ['2, k, 14', [-0.228762, -0.7532939, 1.0]], ['2, k, 15', [-0.2807382, -0.6936161, 1.0]], ['2, k, 16', [-0.1285717, -0.09107351, 1.0]], ['2, k, 17', [-0.07483293, -0.4720454, 1.0]], ['2, k, 18', [0.03243772, -0.7613387, 1.0]], ['2, k, 19', [0.01259799, -0.6926279, 1.0]], ['2, k, 20', [-0.216076, 0.4242389, 1.0]], ['2, k, 21', [-0.3850559, 0.6063102, 1.0]], ['2, k, 22', [-0.3540483, 0.5210384, 1.0]], ['2, k, 23', [0.005525539, -0.2007777, 1.0]], ['2, k, 24', [-0.03935197, -0.1169571, 1.0]]]
[['2, k, 0', [-0.2072313, -0.09002978, 1.0]], ['2, k, 1', [-0.2126231, 0.2074442, 1.0]], ['2, k, 2', [-0.2170003, 0.4946787, 1.0]], ['2, k, 3', [-0.2121347, 0.6265024, 1.0]], ['2, k, 4', [-0.3688177, 0.4329923, 1.0]], ['2, k, 5', [-0.4194416, 0.256116, 1.0]], ['2, k, 6', [-0.3911307, 0.4613039, 1.0]], ['2, k, 7', [-0.3979434, 0.5288898, 1.0]], ['2, k, 8', [-0.05560959, 0.3823689, 1.0]], ['2, k, 9', [0.002171258, 0.1238375, 1.0]], ['2, k, 10', [0.02353994, -0.08710752, 1.0]], ['2, k, 11', [-0.0004739235, -0.1291177, 1.0]], ['2, k, 12', [-0.2783962, -0.08580866, 1.0]], ['2, k, 13', [-0.2780935, -0.4379779, 1.0]], ['2, k, 14', [-0.2295929, -0.7518372, 1.0]], ['2, k, 15', [-0.2815072, -0.693058, 1.0]], ['2, k, 16', [-0.1286356, -0.0908876, 1.0]], ['2, k, 17', [-0.07478159, -0.4718801, 1.0]], ['2, k, 18', [0.03763334, -0.7575186, 1.0]], ['2, k, 19', [0.006706433, -0.7004981, 1.0]], ['2, k, 20', [-0.2160247, 0.424259, 1.0]], ['2, k, 21', [-0.3871075, 0.6108568, 1.0]], ['2, k, 22', [-0.3407169, 0.4778717, 1.0]], ['2, k, 23', [0.004359501, -0.200668, 1.0]], ['2, k, 24', [-0.03739474, -0.1397364, 1.0]]]
[['2, k, 0', [-0.2070823, -0.09042457, 1.0]], ['2, k, 1', [-0.2125006, 0.2073392, 1.0]], ['2, k, 2', [-0.2167862, 0.4946617, 1.0]], ['2, k, 3', [-0.2122334, 0.626448, 1.0]], ['2, k, 4', [-0.3685037, 0.4309149, 1.0]], ['2, k, 5', [-0.4199712, 0.2549304, 1.0]], ['2, k, 6', [-0.3908459, 0.4598965, 1.0]], ['2, k, 7', [-0.39954, 0.53788, 1.0]], ['2, k, 8', [-0.05540044, 0.3822072, 1.0]], ['2, k, 9', [0.002210148, 0.1237456, 1.0]], ['2, k, 10', [0.02349629, -0.08719278, 1.0]], ['2, k, 11', [-0.0002665062, -0.1295888, 1.0]], ['2, k, 12', [-0.2783091, -0.08619018, 1.0]], ['2, k, 13', [-0.2780886, -0.4379831, 1.0]], ['2, k, 14', [-0.229523, -0.7518741, 1.0]], ['2, k, 15', [-0.2815091, -0.6930373, 1.0]], ['2, k, 16', [-0.1284136, -0.0913303, 1.0]], ['2, k, 17', [-0.07478429, -0.4718939, 1.0]], ['2, k, 18', [0.03936799, -0.7563505, 1.0]], ['2, k, 19', [0.002333052, -0.7000692, 1.0]], ['2, k, 20', [-0.2158572, 0.424231, 1.0]], ['2, k, 21', [-0.393144, 0.6208881, 1.0]], ['2, k, 22', [-0.3148162, 0.5007048, 1.0]], ['2, k, 23', [0.005228169, -0.2009772, 1.0]], ['2, k, 24', [-0.03871659, -0.1331276, 1.0]]]
[['2, k, 0', [-0.2071171, -0.09057193, 1.0]], ['2, k, 1', [-0.2124806, 0.2073226, 1.0]], ['2, k, 2', [-0.21659, 0.4946792, 1.0]], ['2, k, 3', [-0.2121418, 0.6265062, 1.0]], ['2, k, 4', [-0.3681676, 0.4294896, 1.0]], ['2, k, 5', [-0.4206584, 0.2540773, 1.0]], ['2, k, 6', [-0.3909759, 0.4591739, 1.0]], ['2, k, 7', [-0.4017473, 0.5313213, 1.0]], ['2, k, 8', [-0.05535399, 0.3823125, 1.0]], ['2, k, 9', [0.00207319, 0.1240163, 1.0]], ['2, k, 10', [0.02362558, -0.08690339, 1.0]], ['2, k, 11', [-0.0004054377, -0.1297916, 1.0]], ['2, k, 12', [-0.278351, -0.08635032, 1.0]], ['2, k, 13', [-0.2780609, -0.4380279, 1.0]], ['2, k, 14', [-0.2291942, -0.7518014, 1.0]], ['2, k, 15', [-0.2813494, -0.6931795, 1.0]], ['2, k, 16', [-0.1284432, -0.09146827, 1.0]], ['2, k, 17', [-0.07480455, -0.471854, 1.0]], ['2, k, 18', [0.04136103, -0.7547296, 1.0]], ['2, k, 19', [0.002099887, -0.7043475, 1.0]], ['2, k, 20', [-0.215737, 0.4242405, 1.0]], ['2, k, 21', [-0.3894139, 0.6139747, 1.0]], ['2, k, 22', [-0.3574175, 0.5577741, 1.0]], ['2, k, 23', [0.006898423, -0.20098, 1.0]], ['2, k, 24', [-0.04055273, -0.109517, 1.0]]]
[['2, k, 0', [-0.2065542, -0.09129018, 1.0]], ['2, k, 1', [-0.2122469, 0.2071472, 1.0]], ['2, k, 2', [-0.2164861, 0.4946788, 1.0]], ['2, k, 3', [-0.2121087, 0.6264942, 1.0]], ['2, k, 4', [-0.3674119, 0.4266377, 1.0]], ['2, k, 5', [-0.4215814, 0.2522194, 1.0]], ['2, k, 6', [-0.3922665, 0.4581661, 1.0]], ['2, k, 7', [-0.403188, 0.517467, 1.0]], ['2, k, 8', [-0.05528865, 0.382039, 1.0]], ['2, k, 9', [0.002172975, 0.1236015, 1.0]], ['2, k, 10', [0.02314421, -0.08739357, 1.0]], ['2, k, 11', [-0.0004085166, -0.1302858, 1.0]], ['2, k, 12', [-0.277885, -0.08711468, 1.0]], ['2, k, 13', [-0.2780528, -0.4379975, 1.0]], ['2, k, 14', [-0.2291051, -0.7517739, 1.0]], ['2, k, 15', [-0.2813192, -0.6931772, 1.0]], ['2, k, 16', [-0.1277946, -0.09214089, 1.0]], ['2, k, 17', [-0.07479159, -0.4717924, 1.0]], ['2, k, 18', [0.04679604, -0.7530563, 1.0]], ['2, k, 19', [-0.002393607, -0.7085645, 1.0]], ['2, k, 20', [-0.2156219, 0.4242207, 1.0]], ['2, k, 21', [-0.3948199, 0.5936519, 1.0]], ['2, k, 22', [-0.3614665, 0.4561125, 1.0]], ['2, k, 23', [0.00639771, -0.2012311, 1.0]], ['2, k, 24', [-0.04028625, -0.131678, 1.0]]]
[['2, k, 0', [-0.2060242, -0.09201055, 1.0]], ['2, k, 1', [-0.2120316, 0.207004, 1.0]], ['2, k, 2', [-0.2163701, 0.4947307, 1.0]], ['2, k, 3', [-0.2120146, 0.6263673, 1.0]], ['2, k, 4', [-0.3654452, 0.4190117, 1.0]], ['2, k, 5', [-0.4248348, 0.247141, 1.0]], ['2, k, 6', [-0.3923691, 0.4526324, 1.0]], ['2, k, 7', [-0.4065584, 0.5204945, 1.0]], ['2, k, 8', [-0.05525102, 0.3820419, 1.0]], ['2, k, 9', [0.002102992, 0.1233704, 1.0]], ['2, k, 10', [0.02319656, -0.08763287, 1.0]], ['2, k, 11', [-0.0008612435, -0.1310337, 1.0]], ['2, k, 12', [-0.2774737, -0.08810172, 1.0]], ['2, k, 13', [-0.2780754, -0.437993, 1.0]], ['2, k, 14', [-0.2288302, -0.7517331, 1.0]], ['2, k, 15', [-0.2819551, -0.6942582, 1.0]], ['2, k, 16', [-0.1271559, -0.09264932, 1.0]], ['2, k, 17', [-0.07484459, -0.4715752, 1.0]], ['2, k, 18', [0.03136118, -0.760344, 1.0]], ['2, k, 19', [0.01248472, -0.6920247, 1.0]], ['2, k, 20', [-0.215506, 0.4242397, 1.0]], ['2, k, 21', [-0.3976062, 0.5929639, 1.0]], ['2, k, 22', [-0.3626868, 0.5689406, 1.0]], ['2, k, 23', [0.005103514, -0.2011962, 1.0]], ['2, k, 24', [-0.04092872, -0.1104732, 1.0]]]
[['2, k, 0', [-0.2056878, -0.09322312, 1.0]], ['2, k, 1', [-0.2118883, 0.206722, 1.0]], ['2, k, 2', [-0.216265, 0.4948095, 1.0]], ['2, k, 3', [-0.2120324, 0.6262644, 1.0]], ['2, k, 4', [-0.3641154, 0.4155937, 1.0]], ['2, k, 5', [-0.426709, 0.2453557, 1.0]], ['2, k, 6', [-0.4042395, 0.5188893, 1.0]], ['2, k, 7', [-0.4129966, 0.5599428, 1.0]], ['2, k, 8', [-0.05496704, 0.3818822, 1.0]], ['2, k, 9', [0.00193911, 0.1231725, 1.0]], ['2, k, 10', [0.02290548, -0.08785809, 1.0]], ['2, k, 11', [-0.0006953829, -0.1320589, 1.0]], ['2, k, 12', [-0.2773381, -0.08926626, 1.0]], ['2, k, 13', [-0.2780019, -0.438308, 1.0]], ['2, k, 14', [-0.2275409, -0.7516559, 1.0]], ['2, k, 15', [-0.2871186, -0.6982723, 1.0]], ['2, k, 16', [-0.1266184, -0.09389053, 1.0]], ['2, k, 17', [-0.07470641, -0.4718096, 1.0]], ['2, k, 18', [0.03007012, -0.7613747, 1.0]], ['2, k, 19', [0.01714632, -0.6909533, 1.0]], ['2, k, 20', [-0.2154088, 0.4242377, 1.0]], ['2, k, 21', [-0.403701, 0.6189645, 1.0]], ['2, k, 22', [-0.363933, 0.5558761, 1.0]], ['2, k, 23', [0.00511688, -0.2016993, 1.0]], ['2, k, 24', [-0.04128237, -0.1111978, 1.0]]]
[['2, k, 0', [-0.2052325, -0.09555829, 1.0]], ['2, k, 1', [-0.2117251, 0.2062029, 1.0]], ['2, k, 2', [-0.216227, 0.4948582, 1.0]], ['2, k, 3', [-0.2120518, 0.6262055, 1.0]], ['2, k, 4', [-0.3632688, 0.4121738, 1.0]], ['2, k, 5', [-0.4274195, 0.2431572, 1.0]], ['2, k, 6', [-0.404871, 0.4548001, 1.0]], ['2, k, 7', [-0.4173563, 0.5328897, 1.0]], ['2, k, 8', [-0.05487667, 0.3814046, 1.0]], ['2, k, 9', [0.00191379, 0.123172, 1.0]], ['2, k, 10', [0.02259178, -0.08785451, 1.0]], ['2, k, 11', [-0.001085415, -0.131337, 1.0]], ['2, k, 12', [-0.277164, -0.0916144, 1.0]], ['2, k, 13', [-0.2778389, -0.4388802, 1.0]], ['2, k, 14', [-0.2279406, -0.7523364, 1.0]], ['2, k, 15', [-0.2861652, -0.6983679, 1.0]], ['2, k, 16', [-0.1259095, -0.09615427, 1.0]], ['2, k, 17', [-0.07449807, -0.4723924, 1.0]], ['2, k, 18', [0.03919461, -0.7562116, 1.0]], ['2, k, 19', [0.007631088, -0.7019879, 1.0]], ['2, k, 20', [-0.2153764, 0.4242281, 1.0]], ['2, k, 21', [-0.4101713, 0.6105906, 1.0]], ['2, k, 22', [-0.3677759, 0.5482368, 1.0]], ['2, k, 23', [0.00397446, -0.2013505, 1.0]], ['2, k, 24', [-0.04194269, -0.1109078, 1.0]]]
[['2, k, 0', [-0.2038124, -0.09820089, 1.0]], ['2, k, 1', [-0.21116, 0.2052976, 1.0]], ['2, k, 2', [-0.2161398, 0.4948759, 1.0]], ['2, k, 3', [-0.2119965, 0.6261678, 1.0]], ['2, k, 4', [-0.359617, 0.4036102, 1.0]], ['2, k, 5', [-0.4293633, 0.2381156, 1.0]], ['2, k, 6', [-0.4073437, 0.4539104, 1.0]], ['2, k, 7', [-0.4206418, 0.5255321, 1.0]], ['2, k, 8', [-0.05457468, 0.3812127, 1.0]], ['2, k, 9', [0.001851975, 0.1226944, 1.0]], ['2, k, 10', [0.02262833, -0.08828843, 1.0]], ['2, k, 11', [-0.00086586, -0.1319227, 1.0]], ['2, k, 12', [-0.2760545, -0.09455962, 1.0]], ['2, k, 13', [-0.2777075, -0.4400271, 1.0]], ['2, k, 14', [-0.2277286, -0.7534537, 1.0]], ['2, k, 15', [-0.2849534, -0.6983914, 1.0]], ['2, k, 16', [-0.1242475, -0.09843006, 1.0]], ['2, k, 17', [-0.07423626, -0.4733967, 1.0]], ['2, k, 18', [0.0423307, -0.7548634, 1.0]], ['2, k, 19', [0.006490581, -0.7072406, 1.0]], ['2, k, 20', [-0.2152305, 0.4241391, 1.0]], ['2, k, 21', [-0.4162712, 0.6022114, 1.0]], ['2, k, 22', [-0.371274, 0.54989, 1.0]], ['2, k, 23', [0.005120108, -0.2014028, 1.0]], ['2, k, 24', [-0.04085943, -0.1115981, 1.0]]]
[['2, k, 0', [-0.2035755, -0.09956558, 1.0]], ['2, k, 1', [-0.2109391, 0.2047671, 1.0]], ['2, k, 2', [-0.215989, 0.4949583, 1.0]], ['2, k, 3', [-0.2120537, 0.6261746, 1.0]], ['2, k, 4', [-0.3586768, 0.4003209, 1.0]], ['2, k, 5', [-0.4296911, 0.2340533, 1.0]], ['2, k, 6', [-0.411725, 0.4497156, 1.0]], ['2, k, 7', [-0.4212686, 0.504379, 1.0]], ['2, k, 8', [-0.05402159, 0.3815496, 1.0]], ['2, k, 9', [0.001769616, 0.1225702, 1.0]], ['2, k, 10', [0.02303802, -0.08835269, 1.0]], ['2, k, 11', [-0.0009312156, -0.1321516, 1.0]], ['2, k, 12', [-0.2759088, -0.09610375, 1.0]], ['2, k, 13', [-0.2761081, -0.4521238, 1.0]], ['2, k, 14', [-0.2256704, -0.7648152, 1.0]], ['2, k, 15', [-0.2782299, -0.7019936, 1.0]], ['2, k, 16', [-0.1239489, -0.09956051, 1.0]], ['2, k, 17', [-0.0721975, -0.48102, 1.0]], ['2, k, 18', [0.03509511, -0.7682953, 1.0]], ['2, k, 19', [0.01512842, -0.6981923, 1.0]], ['2, k, 20', [-0.215084, 0.4241004, 1.0]], ['2, k, 21', [-0.4125032, 0.5723041, 1.0]], ['2, k, 22', [-0.3576156, 0.4589373, 1.0]], ['2, k, 23', [0.006897955, -0.2009191, 1.0]], ['2, k, 24', [-0.04037481, -0.1168776, 1.0]]]
[['2, k, 0', [-0.2024342, -0.101317, 1.0]], ['2, k, 1', [-0.2101784, 0.2038984, 1.0]], ['2, k, 2', [-0.2156185, 0.495009, 1.0]], ['2, k, 3', [-0.2121463, 0.626251, 1.0]], ['2, k, 4', [-0.3583507, 0.3987719, 1.0]], ['2, k, 5', [-0.4286395, 0.2311016, 1.0]], ['2, k, 6', [-0.4153611, 0.447832, 1.0]], ['2, k, 7', [-0.4246099, 0.4818178, 1.0]], ['2, k, 8', [-0.05330883, 0.3809105, 1.0]], ['2, k, 9', [0.001784583, 0.1226431, 1.0]], ['2, k, 10', [0.02247424, -0.08833108, 1.0]], ['2, k, 11', [-0.0009860214, -0.131825, 1.0]], ['2, k, 12', [-0.2747819, -0.09817452, 1.0]], ['2, k, 13', [-0.2758534, -0.4531973, 1.0]], ['2, k, 14', [-0.2259245, -0.7658079, 1.0]], ['2, k, 15', [-0.2773746, -0.7024306, 1.0]], ['2, k, 16', [-0.1228498, -0.100944, 1.0]], ['2, k, 17', [-0.07201418, -0.4813159, 1.0]], ['2, k, 18', [0.03335778, -0.7696754, 1.0]], ['2, k, 19', [0.01831261, -0.6962971, 1.0]], ['2, k, 20', [-0.2146326, 0.4239643, 1.0]], ['2, k, 21', [-0.4170808, 0.5431628, 1.0]], ['2, k, 22', [-0.3862066, 0.4494741, 1.0]], ['2, k, 23', [0.008371414, -0.1974847, 1.0]], ['2, k, 24', [-0.04043464, -0.1165726, 1.0]]]
[['2, k, 0', [-0.2014218, -0.1031088, 1.0]], ['2, k, 1', [-0.2097932, 0.2032014, 1.0]], ['2, k, 2', [-0.2155934, 0.4950547, 1.0]], ['2, k, 3', [-0.2123179, 0.6259978, 1.0]], ['2, k, 4', [-0.3584309, 0.3974455, 1.0]], ['2, k, 5', [-0.4285718, 0.2302719, 1.0]], ['2, k, 6', [-0.4221997, 0.4325878, 1.0]], ['2, k, 7', [-0.4273603, 0.4488981, 1.0]], ['2, k, 8', [-0.05281232, 0.3805317, 1.0]], ['2, k, 9', [0.001970071, 0.1222252, 1.0]], ['2, k, 10', [0.02240805, -0.08874022, 1.0]], ['2, k, 11', [-0.0005807108, -0.1324163, 1.0]], ['2, k, 12', [-0.2737822, -0.1001164, 1.0]], ['2, k, 13', [-0.2759974, -0.4559782, 1.0]], ['2, k, 14', [-0.2254669, -0.7682546, 1.0]], ['2, k, 15', [-0.2741527, -0.7027311, 1.0]], ['2, k, 16', [-0.1218707, -0.1025033, 1.0]], ['2, k, 17', [-0.0693909, -0.4854361, 1.0]], ['2, k, 18', [0.03354463, -0.7741923, 1.0]], ['2, k, 19', [0.01892132, -0.6987644, 1.0]], ['2, k, 20', [-0.2145525, 0.4238901, 1.0]], ['2, k, 21', [-0.4207894, 0.506147, 1.0]], ['2, k, 22', [-0.4793135, 0.4420165, 1.0]], ['2, k, 23', [0.009041248, -0.1979519, 1.0]], ['2, k, 24', [-0.0406718, -0.1178309, 1.0]]]
[['2, k, 0', [-0.2009274, -0.1041772, 1.0]], ['2, k, 1', [-0.2094735, 0.2027353, 1.0]], ['2, k, 2', [-0.2154419, 0.4952063, 1.0]], ['2, k, 3', [-0.2124265, 0.6260602, 1.0]], ['2, k, 4', [-0.3589973, 0.3956958, 1.0]], ['2, k, 5', [-0.4286273, 0.2327773, 1.0]], ['2, k, 6', [-0.4160222, 0.4132805, 1.0]], ['2, k, 7', [-0.4308465, 0.414459, 1.0]], ['2, k, 8', [-0.05243872, 0.3804788, 1.0]], ['2, k, 9', [0.001963808, 0.122217, 1.0]], ['2, k, 10', [0.02236817, -0.08874561, 1.0]], ['2, k, 11', [-0.0005982935, -0.1328311, 1.0]], ['2, k, 12', [-0.2732156, -0.1012862, 1.0]], ['2, k, 13', [-0.2759938, -0.4567177, 1.0]], ['2, k, 14', [-0.2261326, -0.7690492, 1.0]], ['2, k, 15', [-0.2733271, -0.7025226, 1.0]], ['2, k, 16', [-0.1214642, -0.1034203, 1.0]], ['2, k, 17', [-0.06737415, -0.4882547, 1.0]], ['2, k, 18', [0.03293019, -0.7780894, 1.0]], ['2, k, 19', [0.02049983, -0.7002666, 1.0]], ['2, k, 20', [-0.2143705, 0.4238846, 1.0]], ['2, k, 21', [-0.4231472, 0.4694624, 1.0]], ['2, k, 22', [-0.4809895, 0.407619, 1.0]], ['2, k, 23', [0.005902283, -0.2010067, 1.0]], ['2, k, 24', [-0.04058389, -0.1169737, 1.0]]]
[['2, k, 0', [-0.2004758, -0.1054652, 1.0]], ['2, k, 1', [-0.2090849, 0.2020312, 1.0]], ['2, k, 2', [-0.2152801, 0.4951708, 1.0]], ['2, k, 3', [-0.212616, 0.6259213, 1.0]], ['2, k, 4', [-0.359502, 0.3931924, 1.0]], ['2, k, 5', [-0.4230833, 0.1763469, 1.0]], ['2, k, 6', [-0.4208217, 0.3577414, 1.0]], ['2, k, 7', [-0.4356294, 0.3665252, 1.0]], ['2, k, 8', [-0.05230084, 0.3803815, 1.0]], ['2, k, 9', [0.001942671, 0.1218364, 1.0]], ['2, k, 10', [0.02252954, -0.08912171, 1.0]], ['2, k, 11', [-0.0003676604, -0.1319107, 1.0]], ['2, k, 12', [-0.2728583, -0.1027772, 1.0]], ['2, k, 13', [-0.2759874, -0.4600563, 1.0]], ['2, k, 14', [-0.2253698, -0.7719469, 1.0]], ['2, k, 15', [-0.2704826, -0.7035384, 1.0]], ['2, k, 16', [-0.1209428, -0.1044735, 1.0]], ['2, k, 17', [-0.06738741, -0.4878277, 1.0]], ['2, k, 18', [0.03244635, -0.77783, 1.0]], ['2, k, 19', [0.01920501, -0.7003275, 1.0]], ['2, k, 20', [-0.214159, 0.4237337, 1.0]], ['2, k, 21', [-0.4360184, 0.410679, 1.0]], ['2, k, 22', [-0.4876508, 0.3686912, 1.0]], ['2, k, 23', [0.004599195, -0.2010436, 1.0]], ['2, k, 24', [-0.04060924, -0.1161901, 1.0]]]
[['2, k, 0', [-0.2001545, -0.1059806, 1.0]], ['2, k, 1', [-0.2085023, 0.2014745, 1.0]], ['2, k, 2', [-0.2146393, 0.4950229, 1.0]], ['2, k, 3', [-0.2129, 0.6258789, 1.0]], ['2, k, 4', [-0.3600608, 0.392154, 1.0]], ['2, k, 5', [-0.4196675, 0.1695798, 1.0]], ['2, k, 6', [-0.4265717, 0.3036085, 1.0]], ['2, k, 7', [-0.4378465, 0.3073876, 1.0]], ['2, k, 8', [-0.05215257, 0.3802984, 1.0]], ['2, k, 9', [0.002004177, 0.1217955, 1.0]], ['2, k, 10', [0.02243402, -0.08917842, 1.0]], ['2, k, 11', [-0.0004848133, -0.1317418, 1.0]], ['2, k, 12', [-0.2725419, -0.1035417, 1.0]], ['2, k, 13', [-0.2761031, -0.4613244, 1.0]], ['2, k, 14', [-0.2262029, -0.7733729, 1.0]], ['2, k, 15', [-0.2699975, -0.7037777, 1.0]], ['2, k, 16', [-0.1206253, -0.1047864, 1.0]], ['2, k, 17', [-0.06631363, -0.4897632, 1.0]], ['2, k, 18', [0.0438675, -0.7730364, 1.0]], ['2, k, 19', [0.01335232, -0.7075001, 1.0]], ['2, k, 20', [-0.2135022, 0.4234551, 1.0]], ['2, k, 21', [-0.4411639, 0.3456417, 1.0]], ['2, k, 22', [-0.4902146, 0.3178775, 1.0]], ['2, k, 23', [0.006828867, -0.1973729, 1.0]], ['2, k, 24', [-0.04027039, -0.1166502, 1.0]]]
[['2, k, 0', [-0.1998931, -0.1062732, 1.0]], ['2, k, 1', [-0.2080552, 0.2011223, 1.0]], ['2, k, 2', [-0.2141289, 0.4949282, 1.0]], ['2, k, 3', [-0.213107, 0.625912, 1.0]], ['2, k, 4', [-0.3604321, 0.3916687, 1.0]], ['2, k, 5', [-0.4067742, 0.1426568, 1.0]], ['2, k, 6', [-0.4339946, 0.2325213, 1.0]], ['2, k, 7', [-0.4400968, 0.2548498, 1.0]], ['2, k, 8', [-0.05195783, 0.3802486, 1.0]], ['2, k, 9', [0.002163067, 0.1215019, 1.0]], ['2, k, 10', [0.02246759, -0.08947603, 1.0]], ['2, k, 11', [-0.0009612521, -0.132049, 1.0]], ['2, k, 12', [-0.2723303, -0.103874, 1.0]], ['2, k, 13', [-0.2762777, -0.4625722, 1.0]], ['2, k, 14', [-0.2265059, -0.774474, 1.0]], ['2, k, 15', [-0.2689725, -0.7041029, 1.0]], ['2, k, 16', [-0.1203168, -0.1050364, 1.0]], ['2, k, 17', [-0.06657093, -0.4893055, 1.0]], ['2, k, 18', [0.03601538, -0.7783851, 1.0]], ['2, k, 19', [0.01492645, -0.7029768, 1.0]], ['2, k, 20', [-0.2129817, 0.4232688, 1.0]], ['2, k, 21', [-0.4471344, 0.2817895, 1.0]], ['2, k, 22', [-0.4927308, 0.270083, 1.0]], ['2, k, 23', [0.007610313, -0.2008849, 1.0]], ['2, k, 24', [-0.04037124, -0.116465, 1.0]]]
[['2, k, 0', [-0.1998036, -0.1070429, 1.0]], ['2, k, 1', [-0.2076767, 0.2005952, 1.0]], ['2, k, 2', [-0.213525, 0.4948163, 1.0]], ['2, k, 3', [-0.2133408, 0.6258339, 1.0]], ['2, k, 4', [-0.3640013, 0.3785038, 1.0]], ['2, k, 5', [-0.4023195, 0.1467196, 1.0]], ['2, k, 6', [-0.4386019, 0.2180414, 1.0]], ['2, k, 7', [-0.4412787, 0.2037933, 1.0]], ['2, k, 8', [-0.05168632, 0.3804125, 1.0]], ['2, k, 9', [0.002518842, 0.1209067, 1.0]], ['2, k, 10', [0.02250124, -0.09005661, 1.0]], ['2, k, 11', [-0.0006202284, -0.1324607, 1.0]], ['2, k, 12', [-0.2723235, -0.1049265, 1.0]], ['2, k, 13', [-0.2762518, -0.4626112, 1.0]], ['2, k, 14', [-0.2263332, -0.7745674, 1.0]], ['2, k, 15', [-0.2685144, -0.704087, 1.0]], ['2, k, 16', [-0.1201701, -0.1055592, 1.0]], ['2, k, 17', [-0.06586605, -0.4903732, 1.0]], ['2, k, 18', [0.03531312, -0.780199, 1.0]], ['2, k, 19', [0.0150759, -0.703022, 1.0]], ['2, k, 20', [-0.2124351, 0.4230396, 1.0]], ['2, k, 21', [-0.4483376, 0.2494944, 1.0]], ['2, k, 22', [-0.4967304, 0.2243887, 1.0]], ['2, k, 23', [0.01041075, -0.1976227, 1.0]], ['2, k, 24', [-0.03920191, -0.1339271, 1.0]]]
