[['2, k, 0', [-0.2092362, -0.1079547, 1.0]], ['2, k, 1', [-0.2155548, 0.199783, 1.0]], ['2, k, 2', [-0.2199573, 0.4957892, 1.0]], ['2, k, 3', [-0.2256742, 0.6249147, 1.0]], ['2, k, 4', [-0.3788814, 0.3653932, 1.0]], ['2, k, 5', [-0.4698508, 0.1322313, 1.0]], ['2, k, 6', [-0.5488269, -0.02918586, 1.0]], ['2, k, 7', [-0.5540612, -0.02335573, 1.0]], ['2, k, 8', [-0.06102774, 0.3858597, 1.0]], ['2, k, 9', [0.003045949, 0.1752727, 1.0]], ['2, k, 10', [-0.03429735, -0.01171269, 1.0]], ['2, k, 11', [-0.08461205, -0.06205693, 1.0]], ['2, k, 12', [-0.2827783, -0.1073568, 1.0]], ['2, k, 13', [-0.2802875, -0.4385045, 1.0]], ['2, k, 14', [-0.2315603, -0.7503058, 1.0]], ['2, k, 15', [-0.288123, -0.7000869, 1.0]], ['2, k, 16', [-0.1280622, -0.1048753, 1.0]], ['2, k, 17', [-0.07459041, -0.4822873, 1.0]], ['2, k, 18', [0.04878711, -0.7542548, 1.0]], ['2, k, 19', [0.009116407, -0.7132974, 1.0]], ['2, k, 20', [-0.2191437, 0.4234069, 1.0]], ['2, k, 21', [-0.5547616, -0.09523851, 1.0]], ['2, k, 22', [-0.5723963, -0.07356767, 1.0]], ['2, k, 23', [-0.09088893, -0.1205039, 1.0]], ['2, k, 24', [-0.03125031, -0.07472967, 1.0]]]
[['2, k, 0', [-0.2030223, -0.1022956, 1.0]], ['2, k, 1', [-0.2136368, 0.2042253, 1.0]], ['2, k, 2', [-0.2216323, 0.4993013, 1.0]], ['2, k, 3', [-0.2239937, 0.6299565, 1.0]], ['2, k, 4', [-0.3749948, 0.3649475, 1.0]], ['2, k, 5', [-0.4691094, 0.1303951, 1.0]], ['2, k, 6', [-0.5477206, -0.03159916, 1.0]], ['2, k, 7', [-0.5526718, -0.02385263, 1.0]], ['2, k, 8', [-0.06135492, 0.3983787, 1.0]], ['2, k, 9', [0.02169691, 0.2019494, 1.0]], ['2, k, 10', [-0.1117516, 0.07233037, 1.0]], ['2, k, 11', [-0.1665637, 0.03337623, 1.0]], ['2, k, 12', [-0.2757814, -0.1027065, 1.0]], ['2, k, 13', [-0.2756276, -0.4569261, 1.0]], ['2, k, 14', [-0.2324068, -0.7701367, 1.0]], ['2, k, 15', [-0.2739035, -0.7017772, 1.0]], ['2, k, 16', [-0.1226543, -0.09818578, 1.0]], ['2, k, 17', [-0.07442379, -0.4830947, 1.0]], ['2, k, 18', [-0.1340244, -0.7691092, 1.0]], ['2, k, 19', [-0.02475151, -0.7373328, 1.0]], ['2, k, 20', [-0.2199727, 0.4271593, 1.0]], ['2, k, 21', [-0.5557446, -0.09605537, 1.0]], ['2, k, 22', [-0.575202, -0.07840796, 1.0]], ['2, k, 23', [-0.2021318, -0.01380764, 1.0]], ['2, k, 24', [-0.2117172, 0.1016565, 1.0]]]
[['2, k, 0', [-0.202683, -0.1023514, 1.0]], ['2, k, 1', [-0.2135292, 0.2042363, 1.0]], ['2, k, 2', [-0.2216326, 0.4993419, 1.0]], ['2, k, 3', [-0.2237686, 0.6298437, 1.0]], ['2, k, 4', [-0.3748374, 0.3644081, 1.0]], ['2, k, 5', [-0.4695845, 0.1299159, 1.0]], ['2, k, 6', [-0.5479952, -0.03209124, 1.0]], ['2, k, 7', [-0.552543, -0.02346851, 1.0]], ['2, k, 8', [-0.06125293, 0.3991939, 1.0]], ['2, k, 9', [0.02136982, 0.2025395, 1.0]], ['2, k, 10', [-0.1111665, 0.06751228, 1.0]], ['2, k, 11', [-0.1659126, 0.02784157, 1.0]], ['2, k, 12', [-0.2753984, -0.1027978, 1.0]], ['2, k, 13', [-0.2753342, -0.4590881, 1.0]], ['2, k, 14', [-0.2321724, -0.7722011, 1.0]], ['2, k, 15', [-0.2726479, -0.7027649, 1.0]], ['2, k, 16', [-0.122358, -0.09821197, 1.0]], ['2, k, 17', [-0.07414617, -0.4833954, 1.0]], ['2, k, 18', [-0.1130963, -0.7861589, 1.0]], ['2, k, 19', [-0.004426144, -0.7378448, 1.0]], ['2, k, 20', [-0.2199533, 0.4271855, 1.0]], ['2, k, 21', [-0.5543677, -0.09236581, 1.0]], ['2, k, 22', [-0.5735694, -0.07704651, 1.0]], ['2, k, 23', [-0.1965545, -0.02377949, 1.0]], ['2, k, 24', [-0.2098181, 0.09369536, 1.0]]]
[['2, k, 0', [-0.2023308, -0.1022163, 1.0]], ['2, k, 1', [-0.2133203, 0.2043829, 1.0]], ['2, k, 2', [-0.2215798, 0.4994945, 1.0]], ['2, k, 3', [-0.2235248, 0.6297557, 1.0]], ['2, k, 4', [-0.3745997, 0.3644861, 1.0]], ['2, k, 5', [-0.469785, 0.1298383, 1.0]], ['2, k, 6', [-0.5483643, -0.03218325, 1.0]], ['2, k, 7', [-0.5532065, -0.02399676, 1.0]], ['2, k, 8', [-0.0609432, 0.4000826, 1.0]], ['2, k, 9', [0.02097461, 0.2028678, 1.0]], ['2, k, 10', [-0.1113833, 0.06728332, 1.0]], ['2, k, 11', [-0.1670443, 0.02773062, 1.0]], ['2, k, 12', [-0.2749355, -0.1026988, 1.0]], ['2, k, 13', [-0.2751242, -0.4578737, 1.0]], ['2, k, 14', [-0.2323129, -0.7712949, 1.0]], ['2, k, 15', [-0.2733962, -0.7020112, 1.0]], ['2, k, 16', [-0.1220472, -0.09801061, 1.0]], ['2, k, 17', [-0.07391451, -0.4837266, 1.0]], ['2, k, 18', [-0.1348638, -0.7679889, 1.0]], ['2, k, 19', [-0.02588075, -0.7375027, 1.0]], ['2, k, 20', [-0.2198657, 0.4273315, 1.0]], ['2, k, 21', [-0.5558416, -0.09750896, 1.0]], ['2, k, 22', [-0.5736232, -0.07439993, 1.0]], ['2, k, 23', [-0.1965912, -0.01943464, 1.0]], ['2, k, 24', [-0.2095772, 0.09532063, 1.0]]]
[['2, k, 0', [-0.2021637, -0.1022277, 1.0]], ['2, k, 1', [-0.2132185, 0.2043816, 1.0]], ['2, k, 2', [-0.2215757, 0.4995029, 1.0]], ['2, k, 3', [-0.2230695, 0.629721, 1.0]], ['2, k, 4', [-0.3748625, 0.3644567, 1.0]], ['2, k, 5', [-0.4698665, 0.1298762, 1.0]], ['2, k, 6', [-0.5484573, -0.03219533, 1.0]], ['2, k, 7', [-0.5516162, -0.02198264, 1.0]], ['2, k, 8', [-0.06087369, 0.4001147, 1.0]], ['2, k, 9', [0.02093874, 0.2028941, 1.0]], ['2, k, 10', [-0.1112604, 0.06700582, 1.0]], ['2, k, 11', [-0.1659685, 0.02642919, 1.0]], ['2, k, 12', [-0.2746448, -0.1027168, 1.0]], ['2, k, 13', [-0.2751773, -0.4590253, 1.0]], ['2, k, 14', [-0.231915, -0.7724366, 1.0]], ['2, k, 15', [-0.2719153, -0.7016451, 1.0]], ['2, k, 16', [-0.1219597, -0.09802186, 1.0]], ['2, k, 17', [-0.07347295, -0.48425, 1.0]], ['2, k, 18', [-0.1220997, -0.7753874, 1.0]], ['2, k, 19', [-0.01384588, -0.7378584, 1.0]], ['2, k, 20', [-0.2198294, 0.427337, 1.0]], ['2, k, 21', [-0.5553752, -0.09416134, 1.0]], ['2, k, 22', [-0.5738571, -0.05744785, 1.0]], ['2, k, 23', [-0.1976478, -0.02133797, 1.0]], ['2, k, 24', [-0.2101574, 0.0942886, 1.0]]]
[['2, k, 0', [-0.2019985, -0.1022279, 1.0]], ['2, k, 1', [-0.2131783, 0.204413, 1.0]], ['2, k, 2', [-0.2216426, 0.499597, 1.0]], ['2, k, 3', [-0.2228736, 0.6297314, 1.0]], ['2, k, 4', [-0.3747799, 0.3643945, 1.0]], ['2, k, 5', [-0.4699956, 0.1295867, 1.0]], ['2, k, 6', [-0.5486867, -0.03250052, 1.0]], ['2, k, 7', [-0.5532268, -0.02532073, 1.0]], ['2, k, 8', [-0.06069123, 0.4001991, 1.0]], ['2, k, 9', [0.0208392, 0.202975, 1.0]], ['2, k, 10', [-0.1110509, 0.06514294, 1.0]], ['2, k, 11', [-0.1664491, 0.0238371, 1.0]], ['2, k, 12', [-0.2744009, -0.1027319, 1.0]], ['2, k, 13', [-0.274825, -0.4605557, 1.0]], ['2, k, 14', [-0.23173, -0.7739875, 1.0]], ['2, k, 15', [-0.2712012, -0.7026807, 1.0]], ['2, k, 16', [-0.1218299, -0.09801445, 1.0]], ['2, k, 17', [-0.07321483, -0.4846583, 1.0]], ['2, k, 18', [-0.1192381, -0.7765126, 1.0]], ['2, k, 19', [-0.0114958, -0.7377602, 1.0]], ['2, k, 20', [-0.2198557, 0.4274039, 1.0]], ['2, k, 21', [-0.5587066, -0.09846055, 1.0]], ['2, k, 22', [-0.5767987, -0.07616891, 1.0]], ['2, k, 23', [-0.1992577, -0.02077096, 1.0]], ['2, k, 24', [-0.2089085, 0.09300601, 1.0]]]
[['2, k, 0', [-0.2017817, -0.1022799, 1.0]], ['2, k, 1', [-0.2130774, 0.2044016, 1.0]], ['2, k, 2', [-0.2216508, 0.499614, 1.0]], ['2, k, 3', [-0.2226094, 0.6296876, 1.0]], ['2, k, 4', [-0.3747073, 0.3639071, 1.0]], ['2, k, 5', [-0.4704574, 0.1293604, 1.0]], ['2, k, 6', [-0.5489637, -0.03290889, 1.0]], ['2, k, 7', [-0.5529649, -0.02458991, 1.0]], ['2, k, 8', [-0.0606464, 0.4000201, 1.0]], ['2, k, 9', [0.02082079, 0.2028838, 1.0]], ['2, k, 10', [-0.1109564, 0.06518962, 1.0]], ['2, k, 11', [-0.166066, 0.02463801, 1.0]], ['2, k, 12', [-0.2741117, -0.1028759, 1.0]], ['2, k, 13', [-0.2744539, -0.462552, 1.0]], ['2, k, 14', [-0.2315524, -0.7758435, 1.0]], ['2, k, 15', [-0.2699245, -0.7036703, 1.0]], ['2, k, 16', [-0.1215614, -0.09802487, 1.0]], ['2, k, 17', [-0.07293836, -0.4848919, 1.0]], ['2, k, 18', [-0.1253115, -0.7749554, 1.0]], ['2, k, 19', [-0.01694891, -0.7382352, 1.0]], ['2, k, 20', [-0.219831, 0.427413, 1.0]], ['2, k, 21', [-0.5596704, -0.09858735, 1.0]], ['2, k, 22', [-0.5763279, -0.07861917, 1.0]], ['2, k, 23', [-0.1998804, -0.01693616, 1.0]], ['2, k, 24', [-0.2086846, 0.0932367, 1.0]]]
[['2, k, 0', [-0.2016532, -0.1024089, 1.0]], ['2, k, 1', [-0.2130712, 0.2043874, 1.0]], ['2, k, 2', [-0.2218653, 0.4997163, 1.0]], ['2, k, 3', [-0.222518, 0.6296505, 1.0]], ['2, k, 4', [-0.375154, 0.3637948, 1.0]], ['2, k, 5', [-0.470805, 0.1290677, 1.0]], ['2, k, 6', [-0.5494096, -0.03324356, 1.0]], ['2, k, 7', [-0.5526717, -0.0249989, 1.0]], ['2, k, 8', [-0.06087576, 0.3989275, 1.0]], ['2, k, 9', [0.02066087, 0.2022492, 1.0]], ['2, k, 10', [-0.1101928, 0.06378271, 1.0]], ['2, k, 11', [-0.1657634, 0.0231867, 1.0]], ['2, k, 12', [-0.2740168, -0.1030076, 1.0]], ['2, k, 13', [-0.2741667, -0.4639153, 1.0]], ['2, k, 14', [-0.2309846, -0.7770521, 1.0]], ['2, k, 15', [-0.2690461, -0.7045944, 1.0]], ['2, k, 16', [-0.121438, -0.0981525, 1.0]], ['2, k, 17', [-0.07276431, -0.4855438, 1.0]], ['2, k, 18', [-0.1297206, -0.7687686, 1.0]], ['2, k, 19', [-0.02216843, -0.7378518, 1.0]], ['2, k, 20', [-0.2199588, 0.4274705, 1.0]], ['2, k, 21', [-0.5597177, -0.09875027, 1.0]], ['2, k, 22', [-0.5498696, -0.04858087, 1.0]], ['2, k, 23', [-0.1983372, -0.01833154, 1.0]], ['2, k, 24', [-0.2094377, 0.09028453, 1.0]]]
[['2, k, 0', [-0.2014886, -0.1024604, 1.0]], ['2, k, 1', [-0.2130267, 0.2043886, 1.0]], ['2, k, 2', [-0.2218919, 0.4997526, 1.0]], ['2, k, 3', [-0.2221899, 0.6296084, 1.0]], ['2, k, 4', [-0.3751818, 0.3640459, 1.0]], ['2, k, 5', [-0.4710561, 0.1289534, 1.0]], ['2, k, 6', [-0.54952, -0.03336721, 1.0]], ['2, k, 7', [-0.5527338, -0.02193, 1.0]], ['2, k, 8', [-0.0611958, 0.3986268, 1.0]], ['2, k, 9', [0.0205847, 0.2023094, 1.0]], ['2, k, 10', [-0.1089949, 0.06280363, 1.0]], ['2, k, 11', [-0.1651358, 0.02220441, 1.0]], ['2, k, 12', [-0.2739014, -0.10306, 1.0]], ['2, k, 13', [-0.2750212, -0.435177, 1.0]], ['2, k, 14', [-0.2354304, -0.7493964, 1.0]], ['2, k, 15', [-0.2872528, -0.6947422, 1.0]], ['2, k, 16', [-0.1212445, -0.09820369, 1.0]], ['2, k, 17', [-0.07242648, -0.4859415, 1.0]], ['2, k, 18', [-0.1339863, -0.7697335, 1.0]], ['2, k, 19', [-0.02595479, -0.7381238, 1.0]], ['2, k, 20', [-0.2199632, 0.4274941, 1.0]], ['2, k, 21', [-0.5566356, -0.09472679, 1.0]], ['2, k, 22', [-0.5389578, -0.06129184, 1.0]], ['2, k, 23', [-0.1937103, -0.02259023, 1.0]], ['2, k, 24', [-0.2080183, 0.08454837, 1.0]]]
[['2, k, 0', [-0.2013066, -0.1024631, 1.0]], ['2, k, 1', [-0.2129117, 0.2044601, 1.0]], ['2, k, 2', [-0.2218926, 0.499956, 1.0]], ['2, k, 3', [-0.2214943, 0.6300262, 1.0]], ['2, k, 4', [-0.3751748, 0.3641891, 1.0]], ['2, k, 5', [-0.4710952, 0.1289248, 1.0]], ['2, k, 6', [-0.5497776, -0.03332193, 1.0]], ['2, k, 7', [-0.5524902, -0.02399002, 1.0]], ['2, k, 8', [-0.06138901, 0.3987439, 1.0]], ['2, k, 9', [0.02051499, 0.2025473, 1.0]], ['2, k, 10', [-0.105388, 0.06135822, 1.0]], ['2, k, 11', [-0.1613732, 0.02134917, 1.0]], ['2, k, 12', [-0.2737236, -0.1030247, 1.0]], ['2, k, 13', [-0.2731757, -0.4607442, 1.0]], ['2, k, 14', [-0.2317546, -0.7741494, 1.0]], ['2, k, 15', [-0.2702307, -0.7024342, 1.0]], ['2, k, 16', [-0.1210431, -0.09824321, 1.0]], ['2, k, 17', [-0.07231229, -0.4860409, 1.0]], ['2, k, 18', [-0.1340907, -0.7698876, 1.0]], ['2, k, 19', [-0.02568156, -0.7386866, 1.0]], ['2, k, 20', [-0.219927, 0.4276597, 1.0]], ['2, k, 21', [-0.5572142, -0.09443343, 1.0]], ['2, k, 22', [-0.5753667, -0.07295237, 1.0]], ['2, k, 23', [-0.188938, -0.0269747, 1.0]], ['2, k, 24', [-0.2056601, 0.0883568, 1.0]]]
[['2, k, 0', [-0.2010162, -0.1024059, 1.0]], ['2, k, 1', [-0.2127628, 0.2044931, 1.0]], ['2, k, 2', [-0.2218702, 0.4999649, 1.0]], ['2, k, 3', [-0.2210699, 0.6299688, 1.0]], ['2, k, 4', [-0.3753074, 0.363626, 1.0]], ['2, k, 5', [-0.47122, 0.1288946, 1.0]], ['2, k, 6', [-0.5500792, -0.03305437, 1.0]], ['2, k, 7', [-0.5532423, -0.02501316, 1.0]], ['2, k, 8', [-0.06073343, 0.3990517, 1.0]], ['2, k, 9', [0.0202763, 0.2025542, 1.0]], ['2, k, 10', [-0.1049045, 0.06148733, 1.0]], ['2, k, 11', [-0.1615267, 0.02166602, 1.0]], ['2, k, 12', [-0.2734641, -0.1030084, 1.0]], ['2, k, 13', [-0.273145, -0.4618902, 1.0]], ['2, k, 14', [-0.231738, -0.7752231, 1.0]], ['2, k, 15', [-0.2694982, -0.7028414, 1.0]], ['2, k, 16', [-0.1207657, -0.09812795, 1.0]], ['2, k, 17', [-0.07231472, -0.4860022, 1.0]], ['2, k, 18', [-0.1037244, -0.6670126, 1.0]], ['2, k, 19', [-0.005629964, -0.7120483, 1.0]], ['2, k, 20', [-0.2198857, 0.427674, 1.0]], ['2, k, 21', [-0.5578456, -0.09761602, 1.0]], ['2, k, 22', [-0.5769717, -0.07972764, 1.0]], ['2, k, 23', [-0.1941184, -0.02175596, 1.0]], ['2, k, 24', [-0.203298, 0.08685903, 1.0]]]
[['2, k, 0', [-0.2008436, -0.1023533, 1.0]], ['2, k, 1', [-0.2126488, 0.2045565, 1.0]], ['2, k, 2', [-0.2218371, 0.5000422, 1.0]], ['2, k, 3', [-0.2207616, 0.6300089, 1.0]], ['2, k, 4', [-0.3751488, 0.3645139, 1.0]], ['2, k, 5', [-0.471457, 0.1294337, 1.0]], ['2, k, 6', [-0.549838, -0.03315866, 1.0]], ['2, k, 7', [-0.5527107, -0.02294429, 1.0]], ['2, k, 8', [-0.06045475, 0.3991649, 1.0]], ['2, k, 9', [0.02020271, 0.2024317, 1.0]], ['2, k, 10', [-0.1040416, 0.06169907, 1.0]], ['2, k, 11', [-0.1602338, 0.0215042, 1.0]], ['2, k, 12', [-0.2732218, -0.1028835, 1.0]], ['2, k, 13', [-0.2731369, -0.4620066, 1.0]], ['2, k, 14', [-0.2310077, -0.7750789, 1.0]], ['2, k, 15', [-0.2694329, -0.7033768, 1.0]], ['2, k, 16', [-0.1206001, -0.09810946, 1.0]], ['2, k, 17', [-0.07226346, -0.4860506, 1.0]], ['2, k, 18', [-0.1349758, -0.7748049, 1.0]], ['2, k, 19', [-0.02512919, -0.7403765, 1.0]], ['2, k, 20', [-0.2198333, 0.4277487, 1.0]], ['2, k, 21', [-0.555786, -0.09532344, 1.0]], ['2, k, 22', [-0.5474773, -0.1020931, 1.0]], ['2, k, 23', [-0.1918603, -0.02700566, 1.0]], ['2, k, 24', [-0.203841, 0.08607321, 1.0]]]
[['2, k, 0', [-0.200708, -0.1022774, 1.0]], ['2, k, 1', [-0.2125775, 0.2046243, 1.0]], ['2, k, 2', [-0.2218327, 0.5001538, 1.0]], ['2, k, 3', [-0.2202651, 0.6301772, 1.0]], ['2, k, 4', [-0.3750219, 0.3645322, 1.0]], ['2, k, 5', [-0.4714848, 0.129398, 1.0]], ['2, k, 6', [-0.5499828, -0.0330485, 1.0]], ['2, k, 7', [-0.5534189, -0.02394877, 1.0]], ['2, k, 8', [-0.06040692, 0.3993901, 1.0]], ['2, k, 9', [0.02020572, 0.2026327, 1.0]], ['2, k, 10', [-0.100829, 0.06479313, 1.0]], ['2, k, 11', [-0.1575791, 0.02524198, 1.0]], ['2, k, 12', [-0.2731255, -0.1028436, 1.0]], ['2, k, 13', [-0.2731968, -0.4624697, 1.0]], ['2, k, 14', [-0.2310197, -0.7755992, 1.0]], ['2, k, 15', [-0.2694643, -0.7038311, 1.0]], ['2, k, 16', [-0.1204306, -0.09795763, 1.0]], ['2, k, 17', [-0.07256755, -0.4838406, 1.0]], ['2, k, 18', [-0.1354585, -0.7720049, 1.0]], ['2, k, 19', [-0.02541263, -0.7391577, 1.0]], ['2, k, 20', [-0.2198063, 0.4278487, 1.0]], ['2, k, 21', [-0.555943, -0.09688154, 1.0]], ['2, k, 22', [-0.5776035, -0.07539501, 1.0]], ['2, k, 23', [-0.1901844, -0.0257824, 1.0]], ['2, k, 24', [-0.2024509, 0.09093735, 1.0]]]
[['2, k, 0', [-0.2006573, -0.1022957, 1.0]], ['2, k, 1', [-0.2124731, 0.2046324, 1.0]], ['2, k, 2', [-0.22169, 0.500198, 1.0]], ['2, k, 3', [-0.2197464, 0.6299276, 1.0]], ['2, k, 4', [-0.3743032, 0.3655895, 1.0]], ['2, k, 5', [-0.4714892, 0.1293671, 1.0]], ['2, k, 6', [-0.5499291, -0.03307825, 1.0]], ['2, k, 7', [-0.5519286, -0.02459906, 1.0]], ['2, k, 8', [-0.0602782, 0.3990047, 1.0]], ['2, k, 9', [0.02029324, 0.2023228, 1.0]], ['2, k, 10', [-0.09993, 0.0636031, 1.0]], ['2, k, 11', [-0.1562712, 0.02411686, 1.0]], ['2, k, 12', [-0.2730878, -0.1028377, 1.0]], ['2, k, 13', [-0.2731268, -0.4628861, 1.0]], ['2, k, 14', [-0.2308585, -0.7760494, 1.0]], ['2, k, 15', [-0.2693044, -0.7041165, 1.0]], ['2, k, 16', [-0.1203728, -0.09803765, 1.0]], ['2, k, 17', [-0.07252654, -0.4848631, 1.0]], ['2, k, 18', [-0.1351054, -0.7725156, 1.0]], ['2, k, 19', [-0.02545106, -0.7395245, 1.0]], ['2, k, 20', [-0.2196737, 0.4278848, 1.0]], ['2, k, 21', [-0.5544698, -0.09442813, 1.0]], ['2, k, 22', [-0.5752689, -0.07746179, 1.0]], ['2, k, 23', [-0.1889951, -0.02488908, 1.0]], ['2, k, 24', [-0.2021171, 0.0888211, 1.0]]]
[['2, k, 0', [-0.2004106, -0.1020629, 1.0]], ['2, k, 1', [-0.2122786, 0.2047162, 1.0]], ['2, k, 2', [-0.2215552, 0.5001789, 1.0]], ['2, k, 3', [-0.2192841, 0.6299049, 1.0]], ['2, k, 4', [-0.3743511, 0.3663692, 1.0]], ['2, k, 5', [-0.4715033, 0.129363, 1.0]], ['2, k, 6', [-0.5499349, -0.0331025, 1.0]], ['2, k, 7', [-0.5522691, -0.02306227, 1.0]], ['2, k, 8', [-0.05982241, 0.3998348, 1.0]], ['2, k, 9', [0.01997726, 0.2026815, 1.0]], ['2, k, 10', [-0.09981266, 0.06305738, 1.0]], ['2, k, 11', [-0.1566177, 0.02332381, 1.0]], ['2, k, 12', [-0.2727513, -0.1025826, 1.0]], ['2, k, 13', [-0.2732811, -0.4630273, 1.0]], ['2, k, 14', [-0.2307563, -0.7761579, 1.0]], ['2, k, 15', [-0.269388, -0.7043204, 1.0]], ['2, k, 16', [-0.1202576, -0.09783247, 1.0]], ['2, k, 17', [-0.07252792, -0.4848715, 1.0]], ['2, k, 18', [-0.1360913, -0.7727584, 1.0]], ['2, k, 19', [-0.02621236, -0.739689, 1.0]], ['2, k, 20', [-0.2195312, 0.4278915, 1.0]], ['2, k, 21', [-0.5544055, -0.09388249, 1.0]], ['2, k, 22', [-0.5739326, -0.07276469, 1.0]], ['2, k, 23', [-0.1861565, -0.03317183, 1.0]], ['2, k, 24', [-0.2018635, 0.08724434, 1.0]]]
[['2, k, 0', [-0.2002343, -0.1022354, 1.0]], ['2, k, 1', [-0.2121814, 0.2046278, 1.0]], ['2, k, 2', [-0.2215313, 0.5001169, 1.0]], ['2, k, 3', [-0.218832, 0.6297606, 1.0]], ['2, k, 4', [-0.3742834, 0.3657488, 1.0]], ['2, k, 5', [-0.4715312, 0.1293108, 1.0]], ['2, k, 6', [-0.5499112, -0.03334612, 1.0]], ['2, k, 7', [-0.5522097, -0.02396558, 1.0]], ['2, k, 8', [-0.05981771, 0.3976219, 1.0]], ['2, k, 9', [0.02027656, 0.2016301, 1.0]], ['2, k, 10', [-0.09958462, 0.06253435, 1.0]], ['2, k, 11', [-0.1567516, 0.02319128, 1.0]], ['2, k, 12', [-0.2726704, -0.1026878, 1.0]], ['2, k, 13', [-0.2733593, -0.4633591, 1.0]], ['2, k, 14', [-0.2308462, -0.7764948, 1.0]], ['2, k, 15', [-0.268991, -0.7041566, 1.0]], ['2, k, 16', [-0.1200188, -0.09808079, 1.0]], ['2, k, 17', [-0.07313335, -0.4838064, 1.0]], ['2, k, 18', [-0.134998, -0.7703986, 1.0]], ['2, k, 19', [-0.02631821, -0.7381567, 1.0]], ['2, k, 20', [-0.2194893, 0.4278271, 1.0]], ['2, k, 21', [-0.5560427, -0.09565825, 1.0]], ['2, k, 22', [-0.575401, -0.08184078, 1.0]], ['2, k, 23', [-0.1902742, -0.02560768, 1.0]], ['2, k, 24', [-0.2009567, 0.08802797, 1.0]]]
[['2, k, 0', [-0.2001952, -0.1022101, 1.0]], ['2, k, 1', [-0.2120659, 0.2045991, 1.0]], ['2, k, 2', [-0.2213368, 0.499936, 1.0]], ['2, k, 3', [-0.2185256, 0.6296135, 1.0]], ['2, k, 4', [-0.3742384, 0.3653818, 1.0]], ['2, k, 5', [-0.4715913, 0.129165, 1.0]], ['2, k, 6', [-0.5501843, -0.03343401, 1.0]], ['2, k, 7', [-0.5526457, -0.02456805, 1.0]], ['2, k, 8', [-0.05962548, 0.3985597, 1.0]], ['2, k, 9', [0.02001391, 0.2021801, 1.0]], ['2, k, 10', [-0.1000025, 0.06121075, 1.0]], ['2, k, 11', [-0.1571565, 0.02115737, 1.0]], ['2, k, 12', [-0.2726337, -0.1026531, 1.0]], ['2, k, 13', [-0.2733693, -0.4637336, 1.0]], ['2, k, 14', [-0.2307886, -0.7768675, 1.0]], ['2, k, 15', [-0.2689153, -0.7044964, 1.0]], ['2, k, 16', [-0.119998, -0.0980671, 1.0]], ['2, k, 17', [-0.073351, -0.4835112, 1.0]], ['2, k, 18', [-0.1352856, -0.76986, 1.0]], ['2, k, 19', [-0.02649719, -0.7381843, 1.0]], ['2, k, 20', [-0.2193144, 0.4276964, 1.0]], ['2, k, 21', [-0.5558023, -0.09684825, 1.0]], ['2, k, 22', [-0.5833144, -0.04917748, 1.0]], ['2, k, 23', [-0.1873522, -0.02836714, 1.0]], ['2, k, 24', [-0.2027469, 0.08745007, 1.0]]]
[['2, k, 0', [-0.2001081, -0.1021573, 1.0]], ['2, k, 1', [-0.2119439, 0.2045953, 1.0]], ['2, k, 2', [-0.2211833, 0.4998328, 1.0]], ['2, k, 3', [-0.2182976, 0.6296012, 1.0]], ['2, k, 4', [-0.374016, 0.3654179, 1.0]], ['2, k, 5', [-0.4715909, 0.1291911, 1.0]], ['2, k, 6', [-0.5502073, -0.0332924, 1.0]], ['2, k, 7', [-0.552093, -0.02436397, 1.0]], ['2, k, 8', [-0.05931076, 0.3987017, 1.0]], ['2, k, 9', [0.02005313, 0.202095, 1.0]], ['2, k, 10', [-0.1004845, 0.06078666, 1.0]], ['2, k, 11', [-0.157755, 0.02113355, 1.0]], ['2, k, 12', [-0.2725205, -0.1026353, 1.0]], ['2, k, 13', [-0.2734577, -0.464018, 1.0]], ['2, k, 14', [-0.2307853, -0.777183, 1.0]], ['2, k, 15', [-0.2689646, -0.7047783, 1.0]], ['2, k, 16', [-0.1199622, -0.097983, 1.0]], ['2, k, 17', [-0.07330622, -0.4839384, 1.0]], ['2, k, 18', [-0.1134652, -0.7895988, 1.0]], ['2, k, 19', [-0.005266383, -0.7388693, 1.0]], ['2, k, 20', [-0.2191677, 0.427626, 1.0]], ['2, k, 21', [-0.5557784, -0.09934703, 1.0]], ['2, k, 22', [-0.5424294, -0.07355792, 1.0]], ['2, k, 23', [-0.1910339, -0.02906128, 1.0]], ['2, k, 24', [-0.203038, 0.08742993, 1.0]]]
